GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSDKAI,G18USSRSTE,G18USSLWAT,G18USSOWRI
51169000202,51,169,000202,77.35,289.45,6.65,0
51169000203,51,169,000203,123.74,570.8,6.99,0
51169000204,51,169,000204,27.25,173.15,0.01,0
51169000301,51,169,000301,100.43,409.23,0.06,0
51169000302,51,169,000302,72.21,264.16,2.56,0
51169000303,51,169,000303,105.74,320.62,7.5,1
51169000304,51,169,000304,27.72,89.52,1.06,1
51169000401,51,169,000401,297.9,965.4,10.12,0.01
51169000501,51,169,000501,101.88,184.79,2,0
51169000502,51,169,000502,70.99,218.38,2.04,0.01
51169000503,51,169,000503,19.56,116.14,2.36,0
51169000504,51,169,000504,73.01,353.54,2.44,0.01
51169000601,51,169,000601,47.03,221.29,2.01,1
51169000602,51,169,000602,116.01,514.54,4.95,0.99
51169000603,51,169,000603,44,109,1,0
51171000101,51,171,000101,314,490,12,0
51171000103,51,171,000103,594.29,1319.24,37.11,6.01
51171000201,51,171,000201,330.1,1010.26,18.95,1
51171000202,51,171,000202,365,753,20,1
51171000302,51,171,000302,380.01,844.69,24.93,1
51171000303,51,171,000303,245.54,890.47,23.38,2.92
51171000304,51,171,000304,205.76,517.87,12.39,0.01
51171000401,51,171,000401,1035.08,1468.9,33.12,1
51171000501,51,171,000501,52.4,101.33,2.67,0.08
51171000503,51,171,000503,484.21,1071.64,19.38,0.03
51171000504,51,171,000504,325.95,812.72,22.57,0.07
51171000601,51,171,000601,1005.9,1506.86,41.92,3.92
51173000101,51,173,000101,347.18,863.58,14,2
51173000201,51,173,000201,209.27,683.83,3.93,0
51173000202,51,173,000202,109.93,242.86,0,1
51173000301,51,173,000301,284.33,887.98,14.07,1
51173000302,51,173,000302,57.89,297.45,2.99,2
51173000401,51,173,000401,292.01,528.13,14.38,0
51173000402,51,173,000402,168.53,275.12,3.61,0
51173000501,51,173,000501,200,675,14,1
51173000502,51,173,000502,265,378,11,0
51173000601,51,173,000601,250.47,571.75,6.01,1
51173000602,51,173,000602,143.64,332.09,8.01,1
51173000701,51,173,000701,168,705,12,1
51173000702,51,173,000702,164.47,349.86,3.91,0.97
51173000703,51,173,000703,18,65,2,0
51175000101,51,175,000101,107.81,390.06,9.97,0
51175000102,51,175,000102,302.41,422.27,9,0.02
51175000201,51,175,000201,436,266,5,0
51175000202,51,175,000202,96,135,2,0
51175000301,51,175,000301,303.75,288.13,1.97,0
51175000302,51,175,000302,227.67,317.36,3.06,2
51175000401,51,175,000401,232,181,3,0
51175000501,51,175,000501,293.49,545.62,6.89,0
51175000502,51,175,000502,167.3,183.89,1,0.01
51175000601,51,175,000601,351.09,406.94,11.97,3.99
51175000602,51,175,000602,61,251,6,0
51175000701,51,175,000701,243.29,133.55,3.98,0
51175000702,51,175,000702,207.37,330.27,2.96,0
51177000101,51,177,000101,446.23,1119.2,26.99,0.37
51177000102,51,177,000102,510,971.76,18.02,6
51177000103,51,177,000103,874.8,1082.24,33.22,1.04
51177000104,51,177,000104,980.89,1143.86,41.38,0.1
51177000201,51,177,000201,874,945,32,1
51177000202,51,177,000202,681.18,1041.15,31.05,0
51177000203,51,177,000203,622.37,1062.92,25.97,3
51177000204,51,177,000204,1219,996,41,1
51177000301,51,177,000301,1003.5,1045.31,30.86,0
51177000302,51,177,000302,1244,1015,45,2
51177000303,51,177,000303,1344.42,1623.28,44.61,3.1
51177000401,51,177,000401,1254.1,1059.88,43.82,0
51177000402,51,177,000402,1497.02,959.21,49.94,0.26
51177000403,51,177,000403,1360.23,1108.53,52.38,4.76
51177000501,51,177,000501,408.93,847.72,17.53,4.86
51177000502,51,177,000502,378.16,804.08,13.93,1
51177000503,51,177,000503,374,906,14,2
51177000504,51,177,000504,866.32,1083.14,32.38,6.87
51177000505,51,177,000505,723.61,1331.79,32.66,1.99
51177000601,51,177,000601,1213,1043,43,2
51177000602,51,177,000602,1602,1235,57,1
51177000603,51,177,000603,757,656,29,2
51177000701,51,177,000701,917,754,28,0
51177000702,51,177,000702,1243,962,58,9
51177000703,51,177,000703,678,431,17,3
51177000704,51,177,000704,1523.75,1340.26,41.68,1.98
51179000101,51,179,000101,1339.23,2349.2,60.54,1.17
51179000102,51,179,000102,1133.36,953.38,40.72,1.12
51179000103,51,179,000103,890.34,940.87,35.72,0.87
51179000104,51,179,000104,1216.68,1341.46,64.64,3.97
51179000201,51,179,000201,870.43,886.38,38.86,1.05
51179000202,51,179,000202,1263.84,1078.13,54.35,5.01
51179000203,51,179,000203,546.62,1058.66,40.64,0.99
51179000204,51,179,000204,904.8,1097.74,26.61,0.83
51179000301,51,179,000301,1097.59,429.32,18.84,0.99
51179000302,51,179,000302,1535.3,932.85,37.89,0.99
51179000303,51,179,000303,663,694,32,3
51179000304,51,179,000304,550.49,344.18,17.82,0.94
51179000401,51,179,000401,536.16,191.3,17.22,0.01
51179000402,51,179,000402,1901.07,847.08,52,9
51179000403,51,179,000403,1123.09,1395.14,50.12,3.99
51179000404,51,179,000404,730.41,842.03,31.33,0.98
51179000501,51,179,000501,1226,1427,32,1
51179000502,51,179,000502,942,869,42,1
51179000503,51,179,000503,1010.17,967.58,54.23,1.1
51179000504,51,179,000504,1090,684,27,0
51179000601,51,179,000601,807,1018,48,3
51179000602,51,179,000602,1144,1039,43,0
51179000603,51,179,000603,843.61,1478.55,56.97,1.01
51179000604,51,179,000604,886.81,325.83,28.9,5.98
51179000701,51,179,000701,1457.92,1198.02,43.83,5
51179000702,51,179,000702,1208.08,654.98,27.17,0
51179000703,51,179,000703,1669,1336,67,4
51181000101,51,181,000101,331.69,398.42,9.96,2.99
51181000201,51,181,000201,455.1,242.27,7.98,0.99
51181000301,51,181,000301,187,175,0,1
51181000302,51,181,000302,175,148,2,0
51181000401,51,181,000401,415,238,7,1
51181000501,51,181,000501,234,203,6,2
51181000502,51,181,000502,197.31,30.58,2.04,1.01
51183000101,51,183,000101,477,127,2,0
51183000201,51,183,000201,339,143,2,0
51183000202,51,183,000202,82,44,1,0
51183000301,51,183,000301,191,320,5,0
51183000302,51,183,000302,28,116,0,0
51183000401,51,183,000401,351,204,7,0
51183000402,51,183,000402,58,11,1,0
51183000501,51,183,000501,288.39,160.86,3.02,0
51183000502,51,183,000502,136.61,84.14,1.98,0
51183000601,51,183,000601,191,258,5,0
51183000602,51,183,000602,116,130,4,0
51185000101,51,185,000101,99.03,312.06,1,0
51185000102,51,185,000102,64.67,248.14,1.08,0.02
51185000103,51,185,000103,119.1,517.47,3.01,1.95
51185000104,51,185,000104,59,274,0,0
51185000106,51,185,000106,70.97,113.94,2,1
51185000107,51,185,000107,11,52,0,0
51185000109,51,185,000109,19.5,98.21,0.01,0.01
51185000112,51,185,000112,26.09,98.18,1.91,0
51185000203,51,185,000203,21,80,1,0
51185000204,51,185,000204,62,323,5,1
51185000207,51,185,000207,39.07,91.14,0,0
51185000209,51,185,000209,450.03,1409.57,11.9,1.98
51185000214,51,185,000214,76,343,3,0
51185000301,51,185,000301,258.05,1249.47,20.01,0.05
51185000302,51,185,000302,49.66,161.26,4.3,0.08
51185000303,51,185,000303,213.31,909.4,10.73,4.92
51185000401,51,185,000401,564.08,1851.32,27.06,2
51185000402,51,185,000402,44.03,132.78,1.06,0
51185000501,51,185,000501,159.51,786.99,10.77,1.95
51185000502,51,185,000502,402.87,1373.61,14.11,1.03
51187000101,51,187,000101,371.32,519.51,17.35,3.01
51187000102,51,187,000102,530.99,1167.57,30.61,0.99
51187000201,51,187,000201,632,1017,47,2
51187000202,51,187,000202,613.83,889.19,51.02,2.09
51187000301,51,187,000301,492.38,661.46,22.65,1.88
51187000302,51,187,000302,488.07,1071.21,16.41,1.07
51187000401,51,187,000401,611.52,1329.42,45.11,6.82
51187000402,51,187,000402,358.91,644.14,24.57,1.23
51187000501,51,187,000501,694.68,952.34,32.81,2.02
51187000502,51,187,000502,173.91,409.98,8.06,2
51187000504,51,187,000504,177.14,307.33,11.01,0
51191000101,51,191,000101,740,1186,35,5
51191000102,51,191,000102,432.47,556.32,16.98,1
51191000201,51,191,000201,127.21,418.14,1.98,0
51191000202,51,191,000202,213.02,778.26,11.16,0.02
51191000203,51,191,000203,80.34,313.67,4.11,0
51191000204,51,191,000204,307.79,650.03,13.77,0.98
51191000301,51,191,000301,463.23,1207.52,20.13,1
51191000302,51,191,000302,662,919,24,3
51191000401,51,191,000401,341.54,873.85,14.52,0.99
51191000402,51,191,000402,426.28,1010.29,18.08,0
51191000501,51,191,000501,386.08,1288.1,23.27,0.01
51191000502,51,191,000502,332.82,512.27,9.01,0
51191000504,51,191,000504,36,108,0,0
51191000601,51,191,000601,233.38,1024.11,15.81,0.93
51191000602,51,191,000602,51.12,229.89,5.07,1
51191000603,51,191,000603,229.73,838.05,11.03,0.02
51191000701,51,191,000701,253.29,964.04,14.94,0
51191000703,51,191,000703,360.79,942.23,19.88,0
51191007021,51,191,007021,26.68,90.43,1.41,0.2
51191007022,51,191,007022,79.43,270.16,4.21,0.6
51193000101,51,193,000101,631.25,250.51,6.96,0
51193000102,51,193,000102,335,208,1,1
51193000201,51,193,000201,579.64,447,9.09,1
51193000202,51,193,000202,209.36,317,6.91,0
51193000301,51,193,000301,310,316,5,0
51193000302,51,193,000302,310,247,5,0
51193000401,51,193,000401,434.04,858.17,17.84,0
51193000501,51,193,000501,634.91,775.74,26.16,0
51195000101,51,195,000101,231.08,394.08,5.75,1.92
51195000102,51,195,000102,126.84,354.68,3.26,0.08
51195000103,51,195,000103,104.57,338.83,1.96,0
51195000104,51,195,000104,296,868.17,3.01,1
51195000201,51,195,000201,121.04,474.15,6,0
51195000202,51,195,000202,543.1,1177.36,20.03,0
51195000203,51,195,000203,60,239.83,3.99,0
51195000301,51,195,000301,422.29,914.33,16.77,0.01
51195000302,51,195,000302,322.45,1091.34,12.18,1.98
51195000401,51,195,000401,264.66,900.16,8.92,0.99
51195000402,51,195,000402,218.32,957.04,9,0
51195000403,51,195,000403,146.92,270.85,7.01,0
51197000101,51,197,000101,73.47,339.5,6.11,1.98
51197000102,51,197,000102,356.43,1064.31,14.25,3.04
51197000203,51,197,000203,640.12,1026.66,34.66,1.05
51197000303,51,197,000303,706.3,1147.35,31.02,0
51197000401,51,197,000401,180.36,715.23,12.82,0.02
51197000402,51,197,000402,188.61,698.59,13.68,0.98
51197000501,51,197,000501,143.92,516.04,9.12,0
51197000502,51,197,000502,209.28,811.41,12.4,1
51197000601,51,197,000601,68.06,380.63,6.03,0
51197000602,51,197,000602,178.12,549.88,7.83,0.99
51197000603,51,197,000603,138.13,430.51,5.21,2.96
51199000101,51,199,000101,845.3,696.3,29.61,0.96
51199000102,51,199,000102,1063.84,1059.71,37.95,0.03
51199000103,51,199,000103,1790.8,895.33,43.76,1.66
51199000201,51,199,000201,1385.42,1263.57,56.61,2.88
51199000202,51,199,000202,772.74,711.21,17.46,6
51199000301,51,199,000301,800,1816,43,4
51199000302,51,199,000302,888,1109,34,1
51199000303,51,199,000303,1108.87,869.5,45.78,0.01
51199000401,51,199,000401,984.57,1500.03,50.72,6.04
51199000402,51,199,000402,930,1550,38,5
51199000403,51,199,000403,566,737,23,1
51199000501,51,199,000501,1250.92,1601.16,62.5,7.33
51199000502,51,199,000502,1362.46,1171.31,55.59,2.93
51510000101,51,510,000101,1333,420,42,5
51510000102,51,510,000102,1211,477,28,21
51510000103,51,510,000103,1794.25,548.1,65.16,8.03
51510000104,51,510,000104,1708,313,66,14
51510000105,51,510,000105,1736.48,385.02,50.34,8.75
51510000106,51,510,000106,2549.51,302.8,70.49,7.94
51510000107,51,510,000107,2758.12,366.49,77.47,18.87
51510000108,51,510,000108,2755.18,374.62,83.91,14.98
51510000109,51,510,000109,1513.15,424.97,35.84,11.23
51510000110,51,510,000110,1884.37,286.77,73.43,14.88
51510000111,51,510,000111,926.67,217.34,31.86,3.08
51510000112,51,510,000112,1024.38,214.95,28.7,5.25
51510000201,51,510,000201,1749,332,52,14
51510000202,51,510,000202,1642,466,53,19
51510000203,51,510,000203,1890.42,334.89,56.45,6.24
51510000204,51,510,000204,1606,427,55,28
51510000205,51,510,000205,2057.52,500.96,77.53,19.88
51510000206,51,510,000206,1540,350,46,8
51510000207,51,510,000207,1981.54,552.85,68.21,19.02
51510000208,51,510,000208,2254,400,64,8
51510000209,51,510,000209,2183.06,406.2,40.23,10.79
51510000210,51,510,000210,1048,272,25,5
51510000302,51,510,000302,1641.89,256.25,37.03,8.01
51510000303,51,510,000303,914.5,124.65,19.24,1.56
51510000304,51,510,000304,2472.8,354.7,35.4,6.39
51510000305,51,510,000305,1920.92,243.51,63.06,2.91
51510000306,51,510,000306,2137.44,281.9,33.64,2.07
51510000307,51,510,000307,1747,357,26,1
51510000308,51,510,000308,1786,539.4,34.68,7.3
51510000309,51,510,000309,1585.79,211.23,29.72,2.97
51520000001,51,520,000001,288.81,618.58,7.87,0.97
51520000002,51,520,000002,527.92,838.68,31.59,4.05
51520000003,51,520,000003,349,418,4,1
51520000041,51,520,000041,645.57,1719.98,26.18,2.23
51520000042,51,520,000042,0.2,0.51,0.01,0
51530000001,51,530,000001,371.61,623.79,22.32,1.98
51530000002,51,530,000002,307.96,444.7,15.24,2.02
51540000101,51,540,000101,2290.74,349.74,63.75,5.97
51540000102,51,540,000102,2272.39,274.71,39.06,5.01
51540000201,51,540,000201,2092.14,147.31,49.77,2.99
51540000202,51,540,000202,2504.85,470.24,59.5,4.04
51540000301,51,540,000301,1921.99,174.46,41.45,5.78
51540000302,51,540,000302,2504.32,393.76,77.82,9.02
51540000303,51,540,000303,1349,130,43,5
51540000401,51,540,000401,1278,126,30,9
51540000402,51,540,000402,1389.67,281.64,45.44,5.02
51550000001,51,550,000001,618.06,897.82,31.75,0.99
51550000002,51,550,000002,365,1122,34,2
51550000003,51,550,000003,1716.77,116.29,10.7,3.76
51550000004,51,550,000004,812.54,1023.03,29.52,6.61
51550000005,51,550,000005,1131.49,130.65,10.33,1.63
51550000006,51,550,000006,448.97,310.43,13.12,0.55
51550000007,51,550,000007,568.57,676.19,25.04,1.35
51550000008,51,550,000008,926.73,612.96,27.2,3.89
51550000009,51,550,000009,1091.92,1663.05,45.83,2
51550000010,51,550,000010,407,309,23,2
51550000011,51,550,000011,555.43,545.72,23.23,4.02
51550000012,51,550,000012,1281.57,172.97,18.24,2.13
51550000013,51,550,000013,703.78,623.85,20.53,2
51550000014,51,550,000014,588.86,820.18,23.46,0
51550000015,51,550,000015,1780.84,882.7,41.15,2.42
51550000016,51,550,000016,558,1151,27,1
51550000017,51,550,000017,334,788,24,1
51550000018,51,550,000018,711.2,297.97,17.8,1.87
51550000019,51,550,000019,465.79,662.97,20.16,2
51550000020,51,550,000020,923.99,895.16,26.93,3.75
51550000021,51,550,000021,790.73,808.56,24.16,2.01
51550000022,51,550,000022,420,483,15,2
51550000023,51,550,000023,1023.1,676.83,30.29,1.01
51550000024,51,550,000024,845,449,22,0
51550000025,51,550,000025,519.05,306,15.49,1.23
51550000026,51,550,000026,497.16,196.05,14.36,1.05
51550000027,51,550,000027,791.19,754.14,26.66,1.64
51550000028,51,550,000028,102,157,3,1
51550000029,51,550,000029,470.57,715.55,23.95,1.09
51550000030,51,550,000030,671,21,5,1
51550000031,51,550,000031,1421.09,240.29,13.32,1.13
51550000032,51,550,000032,1453.91,59.63,11.76,5.04
51550000033,51,550,000033,546.82,430.03,18.58,1.19
51550000034,51,550,000034,608.83,1305.16,46.93,1.75
51550000035,51,550,000035,736,273,18,0
51550000036,51,550,000036,217.57,305.22,9.25,0.84
51550000037,51,550,000037,696.56,875.31,31.48,1.12
51550000038,51,550,000038,490,870,22,5
51550000039,51,550,000039,835.41,709.03,28.11,1.12
51550000041,51,550,000041,1483.53,988.61,42.02,1
51550000042,51,550,000042,513.45,270.85,16.04,0.84
51550000043,51,550,000043,495.14,1043.44,22.61,6.1
51550000044,51,550,000044,571.54,326.27,9.66,0.74
51550000045,51,550,000045,424.5,169.61,8.62,0
51550000046,51,550,000046,703,688,19,1
51550000048,51,550,000048,1570.22,173.87,10.92,0.25
51550000049,51,550,000049,840.51,797.95,35.19,1.7
51550000050,51,550,000050,1055.74,598.47,36.73,0.01
51550000051,51,550,000051,1185.95,1978.42,56.84,4.41
51550000052,51,550,000052,490.75,264.57,12.48,0.9
51550000053,51,550,000053,1398.44,813.02,40.24,4.2
51550000054,51,550,000054,1088,350,21,6
51550000055,51,550,000055,1180.31,213.63,21.12,2.87
51550000056,51,550,000056,802.57,400.41,29.26,1.74
51550000057,51,550,000057,1016.1,576.1,25.12,2.87
51550000058,51,550,000058,451.4,132.6,8.17,0
51550000059,51,550,000059,942.43,860.81,32.96,1.65
51550000060,51,550,000060,689.44,1091.69,39.52,0.88
51550000061,51,550,000061,689.73,1318.22,28.81,2.72
51550000062,51,550,000062,615,1048,23,1
51550000063,51,550,000063,335.78,752.54,19.56,3.18
51550000064,51,550,000064,1194.03,825.57,34.88,1.45
51550000065,51,550,000065,640.49,608.05,26.81,1.3
51570000001,51,570,000001,384,533,33,0
51570000002,51,570,000002,346,653,19,0
51570000003,51,570,000003,662.28,949.27,30.92,2.51
51570000004,51,570,000004,513.1,945.73,16.09,1.89
51570000005,51,570,000005,390.24,1201.97,23.1,3.01
51580000101,51,580,000101,127.88,149.56,5.72,0.02
51580000201,51,580,000201,161.93,158.01,5.89,0.98
51580000301,51,580,000301,180,110,0,0
51580000401,51,580,000401,173.09,273.59,12.41,0
51580000501,51,580,000501,143,268,9,0
51590000001,51,590,000001,372,52,5,0
51590000002,51,590,000002,313,151,7,0
51590000003,51,590,000003,706,228,22,0
51590000004,51,590,000004,916.35,728.07,15.23,3.07
51590000006,51,590,000006,394.57,45.31,4.01,0
51590000007,51,590,000007,693.3,99.66,4.03,0.02
51590000008,51,590,000008,558,214,5,0
51590000009,51,590,000009,412.27,309.02,6.19,3.03
51590000010,51,590,000010,589,373,13,0
51590000011,51,590,000011,945.79,385.91,8,1
51590000012,51,590,000012,937.43,516.69,14.99,0
51590000013,51,590,000013,839,381,15,3
51590000014,51,590,000014,201,7,1,0
51590000015,51,590,000015,567.35,512.74,9.58,2.87
51590000016,51,590,000016,570.29,705.06,16.73,0
51590000017,51,590,000017,388.07,812.3,16.03,3
51595000101,51,595,000101,231,81,4,0
51595000201,51,595,000201,187,12,2,0
51595000301,51,595,000301,118.7,136.33,3.02,1
51595000401,51,595,000401,172.3,148.67,0.98,0
51595000501,51,595,000501,179,10,1,0
51595000601,51,595,000601,133,158,3,0
51595000701,51,595,000701,142,62,4,0
51600000001,51,600,000001,1179,454,38,6
51600000002,51,600,000002,1088.39,500.36,43.34,8.86
51600000003,51,600,000003,1584.62,656.26,55.54,1.11
51600000004,51,600,000004,1278.18,516.02,43.9,4.03
51600000005,51,600,000005,1122,427,31,3
51600000006,51,600,000006,1068.39,423.09,32.99,3.88
51610000001,51,610,000001,2128.05,400.31,51.03,8.03
51610000002,51,610,000002,1663.87,282.6,29.05,17
51610000003,51,610,000003,1890.52,386.07,57.42,5.3
51620000101,51,620,000101,252.59,443.09,15.01,1
51620000201,51,620,000201,244.44,318.58,7.01,0
51620000301,51,620,000301,421,30,1,1
51620000401,51,620,000401,302,30,3,0
51620000501,51,620,000501,358,12,1,0
51620000601,51,620,000601,318,234,3,0
51630000101,51,630,000101,1756.15,978.19,49.53,3.17
51630000201,51,630,000201,1903,713,81,9
51630000301,51,630,000301,1310.41,717.34,54.89,3.86
51630000401,51,630,000401,1055.54,239.87,29.73,2.97
51630000402,51,630,000402,526.64,165.62,19.28,0.88
51640000001,51,640,000001,270.04,508.74,5.89,0
51640000002,51,640,000002,202.36,396.64,4.17,0
51640000003,51,640,000003,141.74,281.71,1.81,0
51650000101,51,650,000101,1326.44,177.72,12.91,1.99
51650000102,51,650,000102,1553,74,5,3
51650000103,51,650,000103,851.44,128.05,11,0
51650000104,51,650,000104,2135,240,24,3
51650000105,51,650,000105,1576,182,16,2
51650000106,51,650,000106,1256,511,17,2
51650000107,51,650,000107,1319.7,213.97,10.48,0.95
51650000108,51,650,000108,1773.12,204.23,19.09,0.01
51650000109,51,650,000109,1918.18,93.29,10.74,4.14
51650000110,51,650,000110,333.23,152.14,8.01,0
51650000111,51,650,000111,404,244,16,1
51650000112,51,650,000112,1643.67,497.93,39.53,8.07
51650000115,51,650,000115,630,377,18,2
51650000116,51,650,000116,636,149,17,1
51650000117,51,650,000117,1073,267,16,3
51650000118,51,650,000118,1756.08,162.89,16.38,4.82
51650000201,51,650,000201,1068,852,37,2
51650000202,51,650,000202,1179.77,713.86,34.99,7
51650000203,51,650,000203,1015.75,488.71,34.22,1.1
51650000204,51,650,000204,1132.73,419.85,10.08,3
51650000205,51,650,000205,1431.89,1654.42,52.42,0.76
51650000208,51,650,000208,1730.27,859.15,35.92,2
51650000209,51,650,000209,1021.78,599.4,34.6,1
51650000210,51,650,000210,1914.78,501.02,26.16,0.97
51650000212,51,650,000212,2136.51,555.04,34.26,3.09
51650000213,51,650,000213,1207.11,938.58,35.58,4.24
51650000214,51,650,000214,1409.11,661.36,27.8,0.99
51650000215,51,650,000215,378.22,65.6,10.4,5
51650000216,51,650,000216,890.15,359.54,14.2,3
51650000217,51,650,000217,443.33,377.07,7.47,0.93
51660000101,51,660,000101,1419,551,62,11
51660000102,51,660,000102,753,204,38,2
51660000103,51,660,000103,1350,522.13,61.96,4.99
51660000104,51,660,000104,1200.54,602.97,46.12,1.01
51660000105,51,660,000105,870,283,40,5
51660000201,51,660,000201,1159.61,663.75,57.91,0.01
51660000202,51,660,000202,1283.41,667.45,60.44,1.07
51660000203,51,660,000203,1199.71,566.5,37.62,4.93
51670000101,51,670,000101,415.18,373.53,22.58,1
51670000201,51,670,000201,596.87,97.98,8,1
51670000301,51,670,000301,398.89,803.73,25.8,0
51670000401,51,670,000401,830.41,642.56,9.34,1.99
51670000501,51,670,000501,408,588,12,0
51670000601,51,670,000601,733,101,13,1
51670000701,51,670,000701,523.48,303.53,17.03,0
51678000001,51,678,000001,1515.07,575.94,36.18,4
51680000101,51,680,000101,1162.31,1045.83,88.35,2.98
51680000102,51,680,000102,1147.56,1284.31,86.99,3
51680000103,51,680,000103,831.43,842.57,61.84,1.99
51680000104,51,680,000104,488,273,21,0
51680000105,51,680,000105,657,450,36,0
51680000201,51,680,000201,1636.53,375.93,58.37,2.02
51680000202,51,680,000202,1318,279,32,2
51680000203,51,680,000203,433.06,115.59,9.16,0
51680000204,51,680,000204,303,207,15,1
51680000301,51,680,000301,524,359,28,1
51680000302,51,680,000302,109,822,145,2
51680000303,51,680,000303,460.59,493,39.76,0
51680000304,51,680,000304,401,548,36,1
51680000305,51,680,000305,719,1140,75,6
51680000401,51,680,000401,1018.68,1598.34,82.09,3.96
51680000402,51,680,000402,454.89,543.96,34.68,1.02
51680000403,51,680,000403,902,938,90,1
51680000404,51,680,000404,1008.9,943.95,53.61,2.98
51683000001,51,683,000001,1278.96,497.27,41.88,0.02
51683000002,51,683,000002,1594.71,795.87,53.59,0.99
51683000003,51,683,000003,1521,856.66,56.51,3.97
51683000004,51,683,000004,1341.53,852.26,44.09,3
51683000005,51,683,000005,1241.54,642.76,38.99,6
51683000006,51,683,000006,1091.7,827.63,49.98,2
51685000001,51,685,000001,1223.18,423.48,26.41,1.05
51685000002,51,685,000002,869,381,35,3
51685000003,51,685,000003,959.34,469.74,28.22,0.07
51690000001,51,690,000001,481,11,6,1
51690000002,51,690,000002,585.16,338.59,18.02,1.06
51690000003,51,690,000003,390.84,164.41,3.98,4.94
51690000004,51,690,000004,648,273,10,0
51690000005,51,690,000005,557.86,782.88,44.11,0
51690000006,51,690,000006,235,3,0,0
51700000101,51,700,000101,1635,394,24,2
51700000102,51,700,000102,1565,313,33,3
51700000103,51,700,000103,1277,591,38,5
51700000104,51,700,000104,1119,250,17,0
51700000105,51,700,000105,348,164,11,2
51700000106,51,700,000106,1680.6,538.2,33.75,1.94
51700000107,51,700,000107,1458.44,700.45,35.72,0.99
51700000108,51,700,000108,1414.38,385.63,27.51,2.17
51700000109,51,700,000109,741,371,19,2
51700000110,51,700,000110,1433.45,373.55,40.84,5.98
51700000201,51,700,000201,293,81,6,0
51700000202,51,700,000202,701.81,562.15,29.17,2.65
51700000203,51,700,000203,1286,1073,47,1
51700000204,51,700,000204,783,385,20,1
51700000205,51,700,000205,887.99,1044.99,46,0
51700000208,51,700,000208,534.01,599.01,23,1
51700000209,51,700,000209,861.42,603.22,37.01,1
51700000210,51,700,000210,1365.96,1014.34,43.7,4.96
51700000211,51,700,000211,1166.39,504,41.63,1.01
51700000212,51,700,000212,497,511,25,2
51700000213,51,700,000213,289.61,362.68,20.5,0
51700000215,51,700,000215,635.19,375.85,22.83,1.35
51700000216,51,700,000216,573,502,25,0
51700000217,51,700,000217,846.39,797.32,28.5,1
51700000218,51,700,000218,1640.44,969.35,41.19,7
51700000219,51,700,000219,1363.79,416.88,33.94,0.87
51700000302,51,700,000302,890,206,10,1
51700000303,51,700,000303,599,167,14,2
51700000304,51,700,000304,545,13,3,0
51700000305,51,700,000305,342,68,5,0
51700000306,51,700,000306,176.62,4.18,1.06,0.01
51700000307,51,700,000307,414,8,2,0
51700000308,51,700,000308,441.74,20.23,2.03,0.01
51700000309,51,700,000309,444.23,4.8,2.4,0
51700000310,51,700,000310,689.26,20.77,2.97,0.99
51700000311,51,700,000311,1407.98,332.81,16.25,0.23
51700000312,51,700,000312,144.12,4.97,0.07,0.01
51700000313,51,700,000313,1007.38,20.82,6.94,0.99
51700000314,51,700,000314,515.58,266.78,15.99,2
51700000315,51,700,000315,672,454,9,0
51700000316,51,700,000316,984.49,395.96,14.74,4.91
51700000317,51,700,000317,319.96,4,1,0
51700000318,51,700,000318,595.63,46.91,3.86,2.86
51700000319,51,700,000319,1222.75,764.22,32.75,0.99
51700000320,51,700,000320,1592.3,1221.36,61.11,2.14
51710000101,51,710,000101,1418.94,493.76,35.62,0.99
51710000102,51,710,000102,550.28,376.03,18.08,1
51710000103,51,710,000103,735.08,499.39,25.11,1.93
51710000104,51,710,000104,706.15,86.22,12.93,0.07
51710000106,51,710,000106,1176.55,548.6,43.25,1.01
51710000201,51,710,000201,1549.31,487.53,52.14,5.03
51710000203,51,710,000203,709.45,187.5,18.96,0.17
51710000207,51,710,000207,1391.35,100.45,26.85,4.97
51710000208,51,710,000208,761,406,27,4
51710000210,51,710,000210,1211,318,48,6
51710000211,51,710,000211,1574.2,525.59,46.37,8.03
51710000212,51,710,000212,941,37,14,1
51710000213,51,710,000213,1516.08,267.83,49.42,5.93
51710000214,51,710,000214,1495.34,332.02,24.01,1
51710000215,51,710,000215,896.87,415.1,15.6,0.98
51710000217,51,710,000217,853.93,303.75,22.1,0.01
51710000218,51,710,000218,1458.73,734.85,72.51,7.05
51710000301,51,710,000301,1160.43,115.06,23.04,3
51710000302,51,710,000302,634.28,114.21,4.72,1.89
51710000303,51,710,000303,1532.11,46.23,9.1,1.01
51710000304,51,710,000304,663,121,4,2
51710000305,51,710,000305,987.47,161.3,12.79,1.97
51710000306,51,710,000306,851,55,8,2
51710000309,51,710,000309,1907.56,363.25,38.72,1.16
51710000310,51,710,000310,1791.33,85.09,12.77,1.06
51710000311,51,710,000311,1602.54,542.46,24.72,1.97
51710000313,51,710,000313,622.13,8.95,4.97,0
51710000402,51,710,000402,1059,9,5,0
51710000404,51,710,000404,1070,30,12,0
51710000405,51,710,000405,1514.89,43.77,17.9,1.99
51710000406,51,710,000406,694,355,14,0
51710000408,51,710,000408,815.06,482.3,27.59,2.86
51710000409,51,710,000409,739.39,363.85,19.65,2.18
51710000411,51,710,000411,670.97,19.5,6.2,1.04
51710000412,51,710,000412,1048.42,111.83,12.12,1.86
51710000413,51,710,000413,1564,249,18,2
