GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PREDCLI,G16PRERTRU,G16PRELJOH,G16PREIMCM,G16PREGSTE,G16PREOWRI
51083000302,51,083,000302,251.06,123.18,5.92,7.91,1.99,1.01
51083000304,51,083,000304,224.23,402.48,1.06,3.07,2.01,3.98
51083000305,51,083,000305,707.79,429.9,11.73,0.99,2.95,4.9
51083000401,51,083,000401,505,489,16,7,6,4
51083000403,51,083,000403,302,639,25,10,3,3
51083000502,51,083,000502,458.26,917.09,40.13,9.83,3.87,4.88
51083000503,51,083,000503,151,549.68,12.64,4.11,0.11,1.1
51083000601,51,083,000601,296.37,585.37,8.95,3.21,1.3,0.08
51083000603,51,083,000603,542.65,658.37,17.02,5.01,2.01,0
51083000605,51,083,000605,119.29,226.87,5,2,1.99,0
51083000701,51,083,000701,295.14,835.96,10.15,2.03,0.02,1.01
51083000702,51,083,000702,125.86,668.24,15.8,1.34,0,4.22
51083000703,51,083,000703,111.05,418.37,9.05,1.01,0,0.01
51083000801,51,083,000801,1019.68,451.4,19.02,3.78,5.7,3.92
51085000101,51,085,000101,828.36,706.44,59.03,12.85,12.28,11.42
51085000104,51,085,000104,677.34,939.61,67.04,26.62,7.89,17.75
51085000105,51,085,000105,891.36,540.86,54.97,20.99,12.99,7
51085000106,51,085,000106,364,656,37,17,1,8
51085000107,51,085,000107,534,783,82,23,5,11
51085000201,51,085,000201,521.09,1493.51,71.9,16.54,7.38,13.72
51085000202,51,085,000202,379.03,630.13,31.69,4.62,1.88,4.66
51085000203,51,085,000203,513.34,1122.98,54.05,17.14,9.05,6.15
51085000206,51,085,000206,577.24,737.18,44.53,21.36,7.25,7.14
51085000208,51,085,000208,446.34,998.91,62.37,19.49,8.77,7.8
51085000209,51,085,000209,161.99,302.98,20,4,4,1
51085000210,51,085,000210,163,399,25,4,2,4
51085000301,51,085,000301,660.62,1405.5,64.49,21.91,9.76,11.6
51085000303,51,085,000303,539,1164,56,27,11,9
51085000304,51,085,000304,1401.15,2341.1,197.41,60.59,24.31,24.24
51085000305,51,085,000305,693,1212,87,33,2,20
51085000401,51,085,000401,438,1697,65,20,5,8
51085000403,51,085,000403,826.39,1850.76,106.11,24.51,18.6,17.91
51085000404,51,085,000404,461.92,1852.5,44.57,33.21,8.16,14.12
51085000405,51,085,000405,404,824,35,22,1,11
51085000406,51,085,000406,152.71,346.83,25.07,8.02,7.04,1.06
51085000502,51,085,000502,608,1379,50,23,13,19
51085000503,51,085,000503,586,1085,88,21,5,13
51085000504,51,085,000504,254.7,998.75,43.38,21.19,12.53,9.64
51085000505,51,085,000505,256.98,850.34,40.89,6.39,4.38,7.31
51085000506,51,085,000506,438.92,1054.9,72.25,20.71,4.4,10.55
51085000507,51,085,000507,516,1286,86,22,4,14
51085000601,51,085,000601,799.24,1985.33,115.86,23.56,22.58,12.76
51085000602,51,085,000602,625,1530,82,16,18,6
51085000603,51,085,000603,652.84,913.31,63.27,27.07,14.17,9.24
51085000604,51,085,000604,383,957,56,14,1,8
51085000701,51,085,000701,598.85,1350.63,68.45,24.13,11.18,11.47
51085000702,51,085,000702,549.24,898.68,62.24,10.95,6.73,8.41
51085000703,51,085,000703,613.77,1254.27,67.5,17.69,10.39,15.39
51085000704,51,085,000704,790.15,1282.88,86.63,37.55,13.08,13.39
51085000705,51,085,000705,340.15,700.06,37.46,19.55,7.85,3.06
51087000101,51,087,000101,1451,1319,108,54,17,19
51087000102,51,087,000102,1676,559,76,30,24,18
51087000103,51,087,000103,1378.98,1501.84,115.28,43.97,10.76,23.44
51087000105,51,087,000105,1361.95,964.01,122.91,36.07,34.1,20.89
51087000106,51,087,000106,1346,931,112,34,19,26
51087000108,51,087,000108,1524,1425,117,46,18,18
51087000109,51,087,000109,324,488,34,10,9,5
51087000110,51,087,000110,1713.48,698.21,63.53,12.85,30.75,11.99
51087000111,51,087,000111,1535.41,1234.04,145.19,39.28,36.9,31.01
51087000112,51,087,000112,1143,1016,76,33,25,17
51087000113,51,087,000113,486.59,465.96,47.81,8.72,6.1,7.99
51087000114,51,087,000114,439,365,66,27,5,7
51087000115,51,087,000115,1380,1497,118,53,16,25
51087000117,51,087,000117,871,613,71,21,14,9
51087000201,51,087,000201,1412.72,75.96,5.92,0.99,11.84,1.97
51087000202,51,087,000202,2751.93,227.99,42.19,20.38,19.45,18.87
51087000203,51,087,000203,1220.23,526.23,69.5,31.77,15.89,8.94
51087000204,51,087,000204,261.77,253.96,16.61,3.91,2.93,1.95
51087000205,51,087,000205,286.52,306.91,45.65,2.91,1.94,4.86
51087000206,51,087,000206,1939,38,10,9,10,30
51087000207,51,087,000207,1513,477,56,25,16,6
51087000208,51,087,000208,1763,65,9,3,8,8
51087000209,51,087,000209,1071.75,222.41,17.46,4.26,9.99,13.64
51087000210,51,087,000210,998,224,38,11,8,8
51087000211,51,087,000211,760.6,34.18,8.8,1,3.9,7.84
51087000212,51,087,000212,481.42,210.07,22.33,8.96,7.62,4.15
51087000213,51,087,000213,931.77,217.51,35.8,19.76,8.92,5.95
51087000214,51,087,000214,810,424,61,20,13,6
51087000215,51,087,000215,2016,85,12,8,18,4
51087000216,51,087,000216,413.04,333.46,31.26,11.37,8.53,0.95
51087000217,51,087,000217,334,252,28,13,1,2
51087000218,51,087,000218,70,62,4,1,3,2
51087000219,51,087,000219,231,51,4,1,2,0
51087000220,51,087,000220,2404.75,137.25,31.08,19.03,18.07,15.03
51087000221,51,087,000221,178,111,12,10,5,1
51087000222,51,087,000222,730.67,157.23,20.11,7.31,6.09,4.88
51087000223,51,087,000223,1476.96,940.09,62.61,26.41,13.69,10.76
51087000224,51,087,000224,691.44,9.92,3.97,2.98,0.99,5.95
51087000301,51,087,000301,697.77,686.82,69.68,27.87,2.99,16.92
51087000302,51,087,000302,877,1042,116,41,9,23
51087000303,51,087,000303,1193,953,84,40,12,21
51087000304,51,087,000304,554,691,53,24,7,15
51087000305,51,087,000305,1041.41,1227.05,126.08,48.65,12.91,23.83
51087000306,51,087,000306,1069,898,75,26,10,8
51087000307,51,087,000307,581.85,609.38,45.69,24.3,8.09,10.15
51087000308,51,087,000308,1027.97,1120.19,105.19,33.27,4.33,23.7
51087000309,51,087,000309,1167.05,965.31,84.54,28.51,7.65,9.68
51087000310,51,087,000310,1085.69,1376.53,88.49,30.16,8.04,24.05
51087000311,51,087,000311,881.9,801.89,54.11,19.57,9.21,21.87
51087000312,51,087,000312,890,622,70,35,7,11
51087000313,51,087,000313,1461.23,1476.18,142.32,59.13,17.01,28.08
51087000314,51,087,000314,1035,1066,103,44,23,15
51087000315,51,087,000315,1654,672,102,61,25,16
51087000316,51,087,000316,656.92,600.43,41.04,14.76,6.75,16.28
51087000401,51,087,000401,1159.03,980.41,116.1,44.65,15.88,17.86
51087000402,51,087,000402,1034,711,92,29,16,17
51087000403,51,087,000403,645,870,77,15,6,22
51087000404,51,087,000404,706.89,644.57,82.01,36.24,11.45,18.02
51087000405,51,087,000405,1097.58,1336.68,134.77,44.13,15.09,28.07
51087000406,51,087,000406,932.97,873.59,110.9,33.35,10.12,16.14
51087000407,51,087,000407,753.42,880.32,88.23,14.87,9.91,7.93
51087000408,51,087,000408,989.62,849.63,69.02,29.16,12.64,14.58
51087000409,51,087,000409,990.57,1019.07,109.39,23.1,24.1,19.05
51087000410,51,087,000410,470.19,764.17,67.24,20.01,5,14.04
51087000411,51,087,000411,977.44,672.11,76.09,24.39,24.39,7.8
51087000412,51,087,000412,1250,1010,111,24,22,19
51087000413,51,087,000413,1140,1221,106,62,17,22
51087000414,51,087,000414,821.08,653.33,116.45,28.12,1.35,8.78
51087000415,51,087,000415,665,499,46,13,5,8
51087000416,51,087,000416,439,400,55,11,3,8
51087000417,51,087,000417,1088.33,1546.64,189.02,36.55,8.98,17.12
51087000418,51,087,000418,831.25,535.87,82.83,11.97,14.97,14.97
51087000419,51,087,000419,1048,1017,99,30,8,18
51087000501,51,087,000501,389.82,1086.55,27.64,7.62,1.91,10.48
51087000502,51,087,000502,726.67,123.73,18.47,3.69,3.69,6.46
51087000503,51,087,000503,829.7,962.99,41.63,20.87,14.93,12.89
51087000504,51,087,000504,814.22,460.47,22.73,15.81,13.83,7.91
51087000505,51,087,000505,994.56,944.99,53.08,16.07,5.1,6.02
51087000506,51,087,000506,1322.38,407.91,33.85,5.98,11.96,11.95
51087000507,51,087,000507,134.18,540.45,20.36,2.38,3.09,0.52
51087000508,51,087,000508,1386,277,28,5,16,3
51087000509,51,087,000509,1240.01,440.88,21.98,11.23,11.17,6.23
51087000510,51,087,000510,515.44,433.01,11.92,9.93,14.9,2.98
51087000511,51,087,000511,2539.72,309.04,40.01,11.01,16.02,16
51087000512,51,087,000512,566,353,33,10,7,3
51087000513,51,087,000513,2078.28,246.04,17.08,7.01,13.16,9.03
51087000514,51,087,000514,1090.33,108.87,13.16,8.55,7.56,3.95
51087000515,51,087,000515,507.99,1056.12,45.02,10.77,7.83,10.77
51087000516,51,087,000516,3232.31,724.04,55.65,24.41,27.35,9.06
51087000517,51,087,000517,368.45,481.79,23.42,7.81,8.21,5.63
51087000518,51,087,000518,720.91,1065.54,35.04,17.23,15.75,4.74
51089000101,51,089,000101,256.01,269.13,6.56,4.69,1.88,0.94
51089000102,51,089,000102,181,842,12,11,4,0
51089000103,51,089,000103,411,1307,23,12,7,4
51089000201,51,089,000201,237.18,430.25,13.72,3.92,3.92,0
51089000202,51,089,000202,381.39,724.24,13.83,10.87,3.95,0.99
51089000203,51,089,000203,755.06,321.77,9.4,1.16,9.13,4.04
51089000204,51,089,000204,363.2,938.98,16.15,4.12,2.04,5.01
51089000302,51,089,000302,403,365,15,6,0,1
51089000303,51,089,000303,617.5,798.22,27.3,9.07,7.05,1.08
51089000304,51,089,000304,773.45,670.68,23.71,5.93,21.73,6.91
51089000305,51,089,000305,324,376,11,4,3,3
51089000401,51,089,000401,199,574,13,8,1,5
51089000402,51,089,000402,282,568,21,8,3,2
51089000404,51,089,000404,474,830,35,10,3,7
51089000405,51,089,000405,344,469,15,1,2,5
51089000501,51,089,000501,301.14,368.61,11.23,3.17,3.07,5.03
51089000502,51,089,000502,240,682,15,9,0,1
51089000503,51,089,000503,245,1143,22,11,7,6
51089000504,51,089,000504,139,355,16,3,1,1
51089000505,51,089,000505,177.88,348.15,9.15,0.08,0.04,1.06
51089000601,51,089,000601,329.11,787.51,15.01,6.01,5,8.99
51089000602,51,089,000602,201.47,280.87,5.95,5.95,2.98,0
51089000603,51,089,000603,336.48,1057.81,17.56,4.33,3.19,4.23
51089000604,51,089,000604,210.61,691.36,10.07,4.58,2.75,3.66
51091000001,51,091,000001,145,300,16,9,3,0
51091000003,51,091,000003,26,74,4,1,1,0
51091000005,51,091,000005,76,163,6,5,0,0
51091000007,51,091,000007,40,90,3,1,1,0
51091000008,51,091,000008,71,249,4,4,2,0
51091000010,51,091,000010,13,82,0,1,1,0
51093000101,51,093,000101,829.33,1585.54,80.03,34.01,14,20.01
51093000102,51,093,000102,726.16,1186.56,60.34,23.09,8.05,20.06
51093000201,51,093,000201,761.47,1528.92,92.57,20.9,10.95,19.91
51093000202,51,093,000202,912.53,1439.08,116.43,33.1,12.05,9.09
51093000301,51,093,000301,994.39,803.97,37,9.01,8.02,10.01
51093000302,51,093,000302,1258,675,27,13,3,2
51093000401,51,093,000401,217,587,14,4,0,4
51093000402,51,093,000402,510,1053,41,21,6,5
51093000403,51,093,000403,501.51,792.9,40.64,10.9,5.95,7.93
51093000501,51,093,000501,205.76,668.23,19.98,5.99,4.99,3
51093000502,51,093,000502,270.3,212.76,6.33,4.13,1.08,2
51093000503,51,093,000503,221,365,19,4,3,1
51093000504,51,093,000504,330.24,827.76,22.09,13.99,4.05,8.82
51093000505,51,093,000505,155,489,13,10,0,0
51095000101,51,095,000101,1112,1419,116,63,21,38
51095000102,51,095,000102,859,967,112,55,12,26
51095000103,51,095,000103,1372,2012,75,58,7,42
51095000201,51,095,000201,496.75,354.39,28.81,18.47,13.32,9.12
51095000202,51,095,000202,1352.13,892.24,102.1,42.61,22.2,23.08
51095000203,51,095,000203,969,1107,68,49,16,25
51095000204,51,095,000204,1337.89,1691.77,87.9,57.39,22.81,28.92
51095000301,51,095,000301,1283,1599,87,35,9,39
51095000302,51,095,000302,598,390,43,25,8,6
51095000303,51,095,000303,418.46,801.21,30.12,9.04,2.05,4
51095000304,51,095,000304,1449.31,1165.39,91.03,22.01,17.01,13
51095000401,51,095,000401,1182.18,1736.23,124.44,49.38,24.69,16.79
51095000402,51,095,000402,1649.82,2042.77,106.56,47.62,29.31,33.21
51095000403,51,095,000403,1038.21,1568.83,79.76,44.45,19.98,22.63
51095000501,51,095,000501,886.97,351.92,34.08,14.33,8.97,3.59
51095000502,51,095,000502,925.25,1428.09,55.03,25.61,10.44,34.09
51095000503,51,095,000503,347,160.58,19.95,9.97,2,1
51095000504,51,095,000504,1272.65,1152.87,99.82,40.92,22.96,27.95
51095001041,51,095,001041,224.67,198.53,15.57,8.9,6.12,2.22
51095001042,51,095,001042,167.58,148.08,11.61,6.64,4.56,1.66
51097000101,51,097,000101,409.21,295.96,7.2,3.06,3.05,2.1
51097000201,51,097,000201,228.85,458.58,19.92,3.82,5.32,12.25
51097000301,51,097,000301,310.16,415.46,12.46,2.13,3.1,5.08
51097000401,51,097,000401,325.48,393.33,19.33,0.01,4.83,1.94
51097000501,51,097,000501,165.69,503.28,14.11,4.04,1.01,1.01
51099000101,51,099,000101,669.52,1345.97,89.14,44.57,17.83,10.89
51099000102,51,099,000102,371.95,712.27,25.88,11.5,4.79,7.67
51099000201,51,099,000201,902,2006,107,54,27,22
51099000301,51,099,000301,1105.54,1567.06,81.41,37.13,20.49,23.75
51099000401,51,099,000401,935.52,1666.06,61.6,28.87,12.51,19.25
51101000101,51,101,000101,514,1060,90,20,11,5
51101000201,51,101,000201,203.15,400.98,22.87,6.96,2.99,3.97
51101000202,51,101,000202,467.38,685.56,19.29,7.83,5.06,3.99
51101000301,51,101,000301,422.69,1337.64,46.67,16.11,8.56,13.48
51101000401,51,101,000401,496.05,1242.44,52.52,10.27,8.99,8.95
51101000501,51,101,000501,629.52,1196.69,29.58,9.61,7.64,15.11
51103000101,51,103,000101,487,767,28,13,5,8
51103000201,51,103,000201,735.47,455.13,24,7,0,6
51103000301,51,103,000301,299.9,683.71,32.07,6.01,14.03,10.01
51103000302,51,103,000302,155.4,313.85,9.04,3.01,7,1.01
51103000401,51,103,000401,721.15,420.16,16.02,1.99,6.97,3.03
51103000501,51,103,000501,485,888,32,10,2,8
51105000101,51,105,000101,100,398,2,3,1,0
51105000102,51,105,000102,78,391,12,6,2,0
51105000103,51,105,000103,163,744,8,6,2,5
51105000201,51,105,000201,37,141,1,0,1,2
51105000202,51,105,000202,85.18,643.71,13.08,2.07,0.98,6.03
51105000203,51,105,000203,199.93,852.09,17.74,5.87,0.03,7.88
51105000301,51,105,000301,206.67,948.57,12.21,6.08,5.08,9.97
51105000302,51,105,000302,105.87,645.81,0.53,4.12,10,3.93
51105000401,51,105,000401,76.53,293.05,4.47,1.77,1.71,0.09
51105000402,51,105,000402,60.36,286.36,5,1.01,2.99,1.01
51105000403,51,105,000403,59,338,4,1,1,3
51105000404,51,105,000404,137.56,627.16,11.97,2.03,0.09,4.03
51105000501,51,105,000501,116.93,266.11,0.16,0.05,0.04,0.03
51105000502,51,105,000502,153.26,710.32,11.85,4,3.07,2.04
51105000503,51,105,000503,10.08,108.19,1,1,2,0
51105000504,51,105,000504,39.23,157.28,1.08,1.03,0.05,0.02
51107000107,51,107,000107,1178.61,866.97,81.39,36.57,19.28,33.45
51107000108,51,107,000108,1204,835,52,36,9,18
51107000112,51,107,000112,946,496,25,25,3,11
51107000114,51,107,000114,1011.16,545.15,28.14,24.62,22.86,14.07
51107000117,51,107,000117,780.25,277.34,29.63,22.74,12.9,10.89
51107000118,51,107,000118,1252.94,613.35,51.52,41.8,5.83,15.55
51107000119,51,107,000119,1022.66,598.41,58.82,30.57,12.04,12.04
51107000120,51,107,000120,1204.69,730.88,54.42,22.52,11.26,17.83
51107000121,51,107,000121,783,537,50,38,10,13
51107000122,51,107,000122,1410,837,63,51,12,28
51107000123,51,107,000123,776.27,537.25,48.9,30.79,9.4,15.63
51107000124,51,107,000124,872,515,38,24,10,10
51107000125,51,107,000125,1357.53,518.27,36.21,30.14,12.71,19.74
51107000126,51,107,000126,1185.34,693.59,68.18,35.43,13.96,13.96
51107000207,51,107,000207,738,551,49,30,13,13
51107000208,51,107,000208,825.47,582.34,50.98,45.1,17.65,19.61
51107000209,51,107,000209,1630.38,943.68,93.09,55.18,24.66,33.36
51107000210,51,107,000210,1582.95,864.01,104.38,50.17,26.71,29.25
51107000213,51,107,000213,529,318,40,19,8,9
51107000214,51,107,000214,1374.51,886.68,86.21,62.05,13.64,31.28
51107000215,51,107,000215,1490,779,92,42,18,24
51107000216,51,107,000216,1053.67,800.84,47.34,26.16,15.07,39.23
51107000217,51,107,000217,1253.79,766.92,53.08,40.27,13.73,22.88
51107000218,51,107,000218,1027,470,67,26,22,5
51107000219,51,107,000219,1078,646,92,43,18,20
51107000301,51,107,000301,1147,1225,102,72,12,41
51107000302,51,107,000302,781.45,1041.08,75.93,38.86,10.6,20.32
51107000303,51,107,000303,783,1105,47,31,12,32
51107000305,51,107,000305,430.36,519.49,33.17,13.1,8.08,16.07
51107000307,51,107,000307,578.51,380.34,20.32,10.47,7.51,8.68
51107000308,51,107,000308,580.46,456.28,34.78,12,5.03,13.95
51107000309,51,107,000309,380.67,421.07,23.6,10.25,7.93,9.25
51107000310,51,107,000310,1095.22,1439.77,117.88,94.43,23.06,33.53
51107000311,51,107,000311,809.4,1152.25,70.19,48.72,15.34,40.15
51107000312,51,107,000312,1367.81,748.26,69.84,21.95,14.97,18.96
51107000313,51,107,000313,756.31,465.67,36.36,19.66,10.35,8.71
51107000314,51,107,000314,1845.68,845.72,57.78,31.48,18.57,21.71
51107000315,51,107,000315,262.31,393.87,16.85,7.49,1,8.4
51107000316,51,107,000316,1940.37,1070.71,102.42,77.75,26.55,21.81
51107000318,51,107,000318,772.63,1014.68,68.8,42.45,10.23,23.2
51107000319,51,107,000319,1500.2,912.15,71.24,38.8,20.58,17.13
51107000320,51,107,000320,682.44,314.13,21.46,11.55,6.88,7.98
51107000321,51,107,000321,148.54,84.35,7.62,5.35,2.03,1.68
51107000322,51,107,000322,307.72,196.1,14.79,8.2,4.21,3.51
51107000401,51,107,000401,1048,1450,108,50,13,19
51107000402,51,107,000402,926.83,1150.87,84.38,27.2,16.56,26.74
51107000403,51,107,000403,1144.12,1292.15,76.01,34,20.01,15
51107000407,51,107,000407,764,573,39,25,3,15
51107000408,51,107,000408,1194.02,980.6,69.2,35.7,15.15,28.17
51107000409,51,107,000409,914.75,1253.67,58,36.44,13.15,23.47
51107000411,51,107,000411,695.17,927.13,61.62,30.8,14.44,19.26
51107000413,51,107,000413,46.88,57.85,3.99,0,2.99,0
51107000414,51,107,000414,806.68,488.57,33.92,19.36,5.29,10.22
51107000416,51,107,000416,1184,1416,78,50,18,33
51107000420,51,107,000420,890.75,977.4,36.25,18.02,7.37,26.33
51107000421,51,107,000421,108,180,7,7,5,1
51107000422,51,107,000422,850.86,1049.04,50.82,42.51,11.58,24.85
51107000501,51,107,000501,1148,824,64,53,18,40
51107000502,51,107,000502,1623.05,696.42,92.26,50.52,22.75,16.4
51107000503,51,107,000503,581,462,59,32,12,11
51107000504,51,107,000504,1126.95,745.58,107.74,51.48,15.25,28.6
51107000505,51,107,000505,1218.88,1009.9,97.99,50,15,32
51107000506,51,107,000506,879,461,64,38,25,15
51107000507,51,107,000507,647.74,489.46,55.14,34.1,8.02,15.07
51107000508,51,107,000508,1271.26,945.41,90.05,54.03,21.01,34.04
51107000509,51,107,000509,1633.45,761.53,66.09,25.65,20.71,15.78
51107000510,51,107,000510,709.26,635.54,35.86,25.9,4.98,17.93
51107000615,51,107,000615,1214,828,73,53,20,24
51107000616,51,107,000616,1338,823,86,40,21,23
51107000617,51,107,000617,782,197,19,13,9,5
51107000619,51,107,000619,771.24,287.11,39.01,16.01,9,9
51107000620,51,107,000620,1461.02,997.23,80.61,65.69,17.91,28.86
51107000621,51,107,000621,1633,973,87,66,9,34
51107000622,51,107,000622,1543.34,731.58,62.37,39.6,12.87,13.86
51107000623,51,107,000623,1353.85,882.24,52,29.22,13.22,17.25
51107000625,51,107,000625,494,408,32,18,1,14
51107000626,51,107,000626,521.66,430.42,8.63,11.4,2.13,13.14
51107000627,51,107,000627,755.13,344.53,37.39,13.1,12.87,8.88
51107000628,51,107,000628,1367.91,683.96,77.72,39.83,15.54,15.54
51107000629,51,107,000629,526.14,342.21,16.12,10.09,7.89,8.05
51107000701,51,107,000701,1194.77,644.3,57.19,36.64,15.19,18.77
51107000702,51,107,000702,1265.23,671.7,57.81,36.36,21.81,17.23
51107000703,51,107,000703,1553.45,601.8,69.08,37.08,37.02,15.04
51107000705,51,107,000705,1584.55,896.61,89.18,47.09,13.73,23.54
51107000707,51,107,000707,1144.76,495.89,46.99,30.99,10,13
51107000708,51,107,000708,1217.9,798.18,51.68,34.75,22.29,32.13
51107000709,51,107,000709,1190.9,459.37,55.26,41.24,20.62,20.62
51107000710,51,107,000710,1171.84,592.12,61.96,30.54,19.98,15.27
51107000808,51,107,000808,1482.36,1030.74,124.52,83.01,18.78,34.59
51107000810,51,107,000810,1629.08,1001.46,94.22,68.08,18.98,42.14
51107000813,51,107,000813,1085,618,58,25,7,15
51107000814,51,107,000814,1221,1060,45,36,6,39
51107000815,51,107,000815,1375.71,1004.95,53.61,38.16,3.27,45.1
51107000817,51,107,000817,1370.97,1021.77,81.06,58.79,30.29,48.99
51107000818,51,107,000818,922.05,614.12,50.03,29.33,10.35,20.7
51107000819,51,107,000819,846.87,649.41,44.76,31.59,16.67,13.16
51107000820,51,107,000820,1148.64,757.26,50.48,48.99,8.22,13.41
51107000822,51,107,000822,532.28,360.24,26.09,11.8,4.35,15.53
51109000101,51,109,000101,775.81,1036.3,64.35,10.66,10.63,17.41
51109000102,51,109,000102,340.77,495.41,29.74,15.29,5.95,4.25
51109000201,51,109,000201,424,688.01,29,16,16,9
51109000202,51,109,000202,384.13,677.19,40.01,13.01,11,8
51109000301,51,109,000301,1101.79,950.48,52.83,13.87,8.94,11.66
51109000302,51,109,000302,187.43,276.61,12.49,3.57,6.24,3.57
51109000401,51,109,000401,554.79,1225.1,42.16,16.07,7.01,5.03
51109000402,51,109,000402,232,320,12,7,15,4
51109000501,51,109,000501,262.82,315.51,17.02,2.01,5.01,4.01
51109000502,51,109,000502,308.38,614.69,33.02,6.01,5.01,7.01
51109000503,51,109,000503,176.9,481.94,18.05,9,4.02,1.01
51109000601,51,109,000601,221.54,759.32,23.95,3.99,6.98,6.99
51109000602,51,109,000602,375.11,909.25,54.01,15,9,5
51109007011,51,109,007011,512.72,1130.5,54.7,18.74,8.05,4.24
51109007012,51,109,007012,1.07,2.51,0.11,0.04,0.02,0.01
51109007021,51,109,007021,297.24,547.31,19.44,9.7,4.04,6.44
51109007022,51,109,007022,0,0,0,0,0,0
51109007023,51,109,007023,0.01,0.02,0,0,0,0
51111000101,51,111,000101,183,481,16,4,2,1
51111000201,51,111,000201,215.05,386.78,15.85,5.93,0.02,2.96
51111000301,51,111,000301,88,335,5,2,3,0
51111000302,51,111,000302,189,292,8,1,0,3
51111000401,51,111,000401,61,234,4,2,6,0
51111000402,51,111,000402,156,384,8,5,5,0
51111000501,51,111,000501,222.13,177.48,10.01,1.03,0.01,3
51111000502,51,111,000502,300.52,128.79,3.9,6.83,2.93,0
51111000601,51,111,000601,474.95,298.22,7.15,1.07,1.98,0.04
51111000701,51,111,000701,163.93,203.91,3,2,4,0
51111000702,51,111,000702,174.44,284.87,7.12,1.16,0.07,0.02
51113000001,51,113,000001,304.72,430.13,20.9,8.52,4.76,3.83
51113000002,51,113,000002,348.64,623.26,26.92,11.29,6.94,8.67
51113000003,51,113,000003,143.22,340.96,11.95,5.8,3.46,1.66
51113000004,51,113,000004,18.76,60.34,4.31,1.11,1.02,0.04
51113000005,51,113,000005,451.69,803.32,41.84,14.06,7.98,6.07
51113000006,51,113,000006,211.83,404.7,26.84,11.66,3.59,1.01
51113000007,51,113,000007,333.5,922.48,23.37,22,6.07,7.03
51113000008,51,113,000008,206.09,392.12,10.18,8.06,2.08,8.99
51113000009,51,113,000009,85.98,248.85,9.87,0.99,4.93,3.95
51115000001,51,115,000001,337.22,828.18,44.63,12.89,5.95,0.99
51115000002,51,115,000002,561.45,1289.58,49.89,6.05,10.95,9.91
51115000003,51,115,000003,659,1387,52,17,14,6
51117000101,51,117,000101,284.67,249.05,7.99,0,0,1
51117000102,51,117,000102,59,133,2,2,0,0
51117000103,51,117,000103,540.3,434.67,10.46,6.09,1.05,1.07
51117000201,51,117,000201,266,244,12,1,0,1
51117000202,51,117,000202,132,84,4,0,1,0
51117000203,51,117,000203,373,83,5,0,0,5
51117000301,51,117,000301,293,832,19,4,1,2
51117000302,51,117,000302,339,425,6,1,1,2
51117000401,51,117,000401,910,457,11,1,4,4
51117000402,51,117,000402,147,77,0,0,3,2
51117000501,51,117,000501,702,897,31,9,4,6
51117000601,51,117,000601,232.66,442.57,11.02,3,2,4
51117000602,51,117,000602,72,298,8,3,1,0
51117000603,51,117,000603,98,186,8,0,0,0
51117000604,51,117,000604,129.04,250.13,4.96,0,0,0.99
51117000701,51,117,000701,303,437,11,6,4,7
51117000702,51,117,000702,240,366,8,2,1,2
51117000801,51,117,000801,103,125,1,1,0,1
51117000802,51,117,000802,277,568,7,1,0,2
51117000803,51,117,000803,272,341,14,3,2,0
51117000901,51,117,000901,24,191,0,0,0,0
51117000902,51,117,000902,77.87,249.67,14.16,2.65,0,1.77
51117000903,51,117,000903,400.51,887.32,41.62,7.94,4.95,5.94
51119000101,51,119,000101,173.36,271.36,16.85,6.14,2.05,0.13
51119000102,51,119,000102,243.09,456.3,24.91,2.99,4.98,1.99
51119000201,51,119,000201,318,990,26,13,5,7
51119000302,51,119,000302,482.22,588.42,19.98,7.97,2.01,2
51119000401,51,119,000401,466.98,560.78,26.94,5.99,6.98,1
51119000501,51,119,000501,426,813,26,14,12,4
51121000101,51,121,000101,1110.19,845.75,102.84,37.6,17.41,13.98
51121000102,51,121,000102,1293.75,430.58,130.87,47.95,34.97,20.98
51121000103,51,121,000103,1659.52,750.23,132.22,58.45,31.62,22.04
51121000201,51,121,000201,115.23,146.39,5.67,2.17,0.2,3.96
51121000202,51,121,000202,1005.76,1219.24,125.07,35.74,27.79,18.87
51121000204,51,121,000204,1182.02,1356.55,103.12,64.05,24.01,26.01
51121000301,51,121,000301,472.85,1427.26,32.6,22.17,11.91,9.53
51121000302,51,121,000302,511.8,1093.21,54.53,25.87,11.06,6.45
51121000303,51,121,000303,149.04,468.6,26.45,9.13,3.05,1.12
51121000304,51,121,000304,623.41,1146.94,73.92,31.96,5.02,4.01
51121000401,51,121,000401,353.82,565.64,44.24,23.39,8.66,8.67
51121000402,51,121,000402,392.1,1214.97,54.1,18.78,6.95,7.93
51121000404,51,121,000404,193.33,582.02,26.05,14.02,4.01,4.01
51121000405,51,121,000405,779.36,1290.1,72.92,33.67,17.36,14.36
51121000501,51,121,000501,1078.29,1006.07,81.73,34.3,18.01,17.4
51121000502,51,121,000502,721.62,858.96,64.43,42.93,20.94,14.74
51121000503,51,121,000503,1359.44,610.35,155.54,24.24,19.23,19.6
51121000601,51,121,000601,1421.96,556.57,149.92,42.19,37.7,22.44
51121000602,51,121,000602,1214.01,504.32,112.62,53,15.73,14.91
51121000603,51,121,000603,379.29,281.5,69.14,12.04,8.03,9.02
