GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREOWRI,G20USSDWAR,G20USSRGAD,G20USSOWRI
51059000237,51,059,000237,2097,561,20,15,2144,548,1
51059000238,51,059,000238,1052,553,31,13,1037,602,0
51059000240,51,059,000240,1005,536,20,17,973,587,0
51059000301,51,059,000301,1189,777,18,18,1145,853,0
51059000302,51,059,000302,659,432,15,15,655,470,3
51059000303,51,059,000303,807,340,17,12,737,398,0
51059000304,51,059,000304,1004,607,8,17,960,673,0
51059000305,51,059,000305,1011,467,36,25,924,576,0
51059000306,51,059,000306,1068,782,14,16,1002,846,1
51059000307,51,059,000307,1091,466,26,31,1020,568,1
51059000309,51,059,000309,1253,633,19,10,1237,687,0
51059000310,51,059,000310,898,433,23,18,854,501,0
51059000311,51,059,000311,894,550,26,24,829,637,0
51059000312,51,059,000312,749,449,12,13,753,486,0
51059000314,51,059,000314,529,305,14,7,490,347,0
51059000315,51,059,000315,1576,775,44,3,1623,781,3
51059000316,51,059,000316,316,213,12,7,294,254,2
51059000317,51,059,000317,1089,580,31,20,1096,637,0
51059000318,51,059,000318,767,302,10,6,698,362,0
51059000319,51,059,000319,2417,971,67,11,2363,1057,0
51059000320,51,059,000320,2599,884,38,31,2578,895,7
51059000321,51,059,000321,2525,1135,73,34,2494,1249,5
51059000322,51,059,000322,1611,1258,49,24,1595,1332,2
51059000323,51,059,000323,1459,633,11,19,1422,686,0
51059000324,51,059,000324,2387,793,42,24,2415,819,0
51059000325,51,059,000325,1688,293,24,3,1704,273,0
51059000327,51,059,000327,2071,1034,45,20,2047,1126,0
51059000328,51,059,000328,1440,952,34,26,1342,1065,3
51059000329,51,059,000329,1805,1013,28,17,1718,1094,1
51059000331,51,059,000331,1195,568,25,12,1093,638,0
51059000332,51,059,000332,3755,992,71,28,3715,1004,8
51059000333,51,059,000333,575,272,19,21,558,322,1
51059000401,51,059,000401,2125,929,67,10,2089,1008,0
51059000402,51,059,000402,1024,327,13,5,1028,344,0
51059000403,51,059,000403,953,296,15,10,941,310,2
51059000404,51,059,000404,1874,713,18,16,1836,741,0
51059000405,51,059,000405,1568,343,15,11,1563,333,1
51059000406,51,059,000406,1269,815,31,23,1242,884,1
51059000408,51,059,000408,2028,414,34,16,1978,469,0
51059000409,51,059,000409,4076,1226,46,9,4109,1193,2
51059000410,51,059,000410,2741,1196,53,16,2781,1223,3
51059000411,51,059,000411,2061,600,35,13,2006,638,2
51059000413,51,059,000413,2368,352,15,10,2453,285,0
51059000415,51,059,000415,2335,1020,26,9,2416,996,3
51059000417,51,059,000417,2537,806,28,28,2581,801,4
51059000418,51,059,000418,1836,486,15,2,1830,478,2
51059000419,51,059,000419,2217,729,45,10,2254,749,0
51059000420,51,059,000420,2299,789,42,13,2302,824,4
51059000421,51,059,000421,1781,652,39,27,1794,688,0
51059000422,51,059,000422,2066,626,30,20,2028,679,0
51059000423,51,059,000423,1911,734,52,16,1940,773,1
51059000424,51,059,000424,1840,724,28,11,1790,782,0
51059000426,51,059,000426,1632,489,6,7,1552,505,0
51059000427,51,059,000427,1817,577,46,10,1814,617,0
51059000428,51,059,000428,2442,360,11,7,2303,337,3
51059000429,51,059,000429,3184,408,20,13,3159,377,4
51059000501,51,059,000501,2481,490,36,22,2464,516,0
51059000502,51,059,000502,615,254,1,8,613,265,0
51059000503,51,059,000503,933,331,10,31,948,365,0
51059000504,51,059,000504,2360,725,25,4,2479,618,1
51059000505,51,059,000505,2057,568,19,7,2082,549,1
51059000506,51,059,000506,593,134,9,0,609,129,0
51059000507,51,059,000507,1653,483,29,21,1688,497,3
51059000508,51,059,000508,1508,647,32,7,1515,664,0
51059000509,51,059,000509,1646,197,8,2,1632,174,2
51059000510,51,059,000510,1477,455,21,6,1474,471,0
51059000511,51,059,000511,1794,616,23,14,1746,678,0
51059000512,51,059,000512,1091,410,18,6,1156,396,1
51059000513,51,059,000513,1693,581,30,12,1704,601,0
51059000514,51,059,000514,436,70,5,4,441,67,2
51059000515,51,059,000515,1381,455,9,3,1430,433,0
51059000516,51,059,000516,2446,679,31,10,2496,652,6
51059000517,51,059,000517,1296,444,11,7,1377,418,0
51059000518,51,059,000518,2120,783,29,11,2189,741,10
51059000519,51,059,000519,1216,502,13,6,1197,516,6
51059000520,51,059,000520,1935,340,12,12,1933,326,0
51059000521,51,059,000521,1384,695,21,22,1510,672,1
51059000522,51,059,000522,1042,496,22,8,1040,522,0
51059000523,51,059,000523,1441,606,17,0,1490,595,0
51059000525,51,059,000525,1828,777,29,20,1828,810,4
51059000526,51,059,000526,2935,730,37,29,2939,753,8
51059000527,51,059,000527,1592,658,20,5,1673,611,4
51059000528,51,059,000528,957,406,23,6,960,422,2
51059000530,51,059,000530,1721,303,21,4,1695,287,0
51059000601,51,059,000601,1303,622,25,45,1296,691,1
51059000602,51,059,000602,948,485,31,12,924,544,0
51059000604,51,059,000604,3015,616,50,20,2986,640,3
51059000605,51,059,000605,1405,766,31,43,1244,936,0
51059000606,51,059,000606,1330,705,21,38,1225,826,0
51059000607,51,059,000607,2085,655,38,33,2110,701,3
51059000608,51,059,000608,1121,350,36,28,1120,395,1
51059000609,51,059,000609,867,543,36,13,862,612,0
51059000610,51,059,000610,1419,365,8,12,1322,406,4
51059000611,51,059,000611,1652,865,42,25,1513,1011,1
51059000612,51,059,000612,1108,459,5,21,1026,534,5
51059000613,51,059,000613,1498,1374,32,26,1324,1565,0
51059000614,51,059,000614,1091,702,34,1,1043,771,0
51059000615,51,059,000615,1842,769,27,30,1796,820,2
51059000616,51,059,000616,1572,1155,40,13,1612,1203,0
51059000617,51,059,000617,1595,329,10,9,1597,303,0
51059000618,51,059,000618,3930,1527,108,17,3936,1599,5
51059000619,51,059,000619,2151,766,34,11,2156,789,2
51059000621,51,059,000621,1675,441,16,4,1610,478,1
51059000622,51,059,000622,2906,654,23,29,2938,635,4
51059000623,51,059,000623,2043,593,25,15,1985,615,8
51059000626,51,059,000626,2270,922,48,14,2241,962,1
51059000627,51,059,000627,3186,873,41,9,3193,891,0
51059000628,51,059,000628,2921,754,23,18,2993,714,0
51059000629,51,059,000629,1584,791,15,8,1618,793,0
51059000630,51,059,000630,443,209,1,1,425,220,1
51059000700,51,059,000700,3,2,0,0,3,2,0
51059000701,51,059,000701,2061,726,53,36,2029,803,4
51059000703,51,059,000703,1171,401,17,13,1166,413,6
51059000704,51,059,000704,1288,495,14,15,1274,518,3
51059000705,51,059,000705,1800,715,30,14,1795,736,0
51059000707,51,059,000707,1162,499,30,15,1150,558,1
51059000708,51,059,000708,1523,631,42,17,1544,665,2
51059000709,51,059,000709,2033,667,42,24,2085,679,6
51059000710,51,059,000710,1183,360,21,7,1171,388,0
51059000711,51,059,000711,1298,546,27,14,1274,592,0
51059000712,51,059,000712,663,306,21,9,652,352,0
51059000713,51,059,000713,1879,552,20,19,1800,576,5
51059000714,51,059,000714,1710,752,27,10,1752,763,3
51059000717,51,059,000717,1376,428,27,9,1363,458,0
51059000718,51,059,000718,1344,558,44,14,1348,572,3
51059000720,51,059,000720,1290,681,45,13,1254,755,0
51059000721,51,059,000721,2232,556,52,26,2173,622,0
51059000723,51,059,000723,1166,339,19,0,1119,357,4
51059000726,51,059,000726,1669,607,42,25,1669,646,3
51059000727,51,059,000727,1049,692,22,21,1017,741,5
51059000729,51,059,000729,875,463,20,19,852,517,0
51059000730,51,059,000730,2598,980,30,25,2547,1024,6
51059000731,51,059,000731,2129,648,49,7,1991,754,1
51059000732,51,059,000732,1337,880,53,20,1233,1006,3
51059000733,51,059,000733,1970,669,31,11,1927,707,1
51059000734,51,059,000734,648,226,15,4,620,243,0
51059000735,51,059,000735,1490,405,4,5,1413,414,0
51059000801,51,059,000801,3225,1124,58,20,3280,1165,4
51059000802,51,059,000802,621,261,5,11,651,243,1
51059000803,51,059,000803,1495,1704,58,7,1467,1833,0
51059000804,51,059,000804,1201,724,20,7,1138,785,0
51059000805,51,059,000805,1265,607,35,33,1162,711,4
51059000806,51,059,000806,2588,1069,57,11,2494,1165,2
51059000807,51,059,000807,1518,669,49,21,1427,761,1
51059000811,51,059,000811,1680,539,25,8,1639,574,0
51059000812,51,059,000812,2087,834,33,21,2057,874,3
51059000815,51,059,000815,1890,1241,24,15,1831,1321,0
51059000824,51,059,000824,2761,1255,60,34,2706,1354,4
51059000825,51,059,000825,1844,969,37,15,1809,1034,0
51059000827,51,059,000827,1547,741,17,16,1528,792,0
51059000833,51,059,000833,2548,986,51,16,2616,980,11
51059000838,51,059,000838,1356,633,24,11,1294,688,5
51059000839,51,059,000839,1780,1080,34,21,1792,1140,1
51059000840,51,059,000840,2227,821,32,41,2168,926,1
51059000841,51,059,000841,846,676,25,13,827,739,0
51059000842,51,059,000842,1290,830,42,19,1195,946,4
51059000843,51,059,000843,2105,748,45,13,2146,774,0
51059000844,51,059,000844,1296,460,27,15,1315,487,0
51059000845,51,059,000845,2032,1538,35,41,2039,1620,3
51059000846,51,059,000846,2004,813,32,16,2088,824,4
51059000847,51,059,000847,1600,731,31,9,1593,770,0
51059000848,51,059,000848,1374,638,21,5,1393,631,3
51059000849,51,059,000849,2679,1584,37,16,2518,1722,1
51059000850,51,059,000850,1366,929,24,14,1283,1017,0
51059000851,51,059,000851,1299,773,19,12,1340,796,0
51059000901,51,059,000901,1943,742,29,14,1927,780,0
51059000902,51,059,000902,3746,1314,36,12,3849,1264,2
51059000903,51,059,000903,2193,1144,56,20,2293,1189,0
51059000904,51,059,000904,878,509,16,20,891,521,0
51059000905,51,059,000905,658,271,24,15,672,315,0
51059000908,51,059,000908,1487,713,28,20,1389,817,0
51059000909,51,059,000909,1046,441,14,11,1035,470,0
51059000910,51,059,000910,2726,907,39,20,2769,890,1
51059000911,51,059,000911,1934,923,36,27,1932,976,2
51059000913,51,059,000913,2053,1254,56,19,2069,1332,0
51059000914,51,059,000914,1489,750,48,26,1397,868,0
51059000915,51,059,000915,1621,1025,41,23,1513,1134,1
51059000916,51,059,000916,2082,1287,44,41,2000,1401,1
51059000917,51,059,000917,1328,490,32,15,1305,528,1
51059000918,51,059,000918,3035,1077,44,13,3085,1061,0
51059000919,51,059,000919,2836,990,33,11,2853,989,4
51059000920,51,059,000920,1749,673,17,20,1755,691,7
51059000921,51,059,000921,2119,1142,58,27,2234,1183,0
51059000923,51,059,000923,1371,1060,14,10,1306,1124,0
51059000924,51,059,000924,1300,369,25,9,1355,345,6
51059000925,51,059,000925,1404,533,41,7,1414,576,0
51059000926,51,059,000926,3319,1272,39,13,3382,1253,0
51059000927,51,059,000927,1237,605,5,5,1289,595,1
51059000928,51,059,000928,1758,884,54,25,1783,988,1
51059000929,51,059,000929,449,315,6,4,451,326,1
51059000930,51,059,000930,1571,636,43,15,1497,715,1
51059000931,51,059,000931,2125,748,28,13,2155,770,0
51059000932,51,059,000932,1297,433,13,24,1356,430,0
51059000933,51,059,000933,396,168,8,0,379,178,4
51061000101,51,061,000101,390,768,18,12,400,757,5
51061000102,51,061,000102,636,1637,37,4,612,1627,0
51061000103,51,061,000103,570,887,20,3,629,861,0
51061000104,51,061,000104,301,662,7,0,321,628,0
51061000105,51,061,000105,406,911,28,2,426,904,0
51061000106,51,061,000106,651,956,29,3,634,958,3
51061000201,51,061,000201,1447,1458,80,22,1443,1471,2
51061000202,51,061,000202,746,1126,31,18,769,1122,0
51061000203,51,061,000203,1183,1130,42,5,1169,1136,0
51061000301,51,061,000301,579,1721,34,1,650,1685,0
51061000302,51,061,000302,1249,1851,49,6,1351,1793,1
51061000303,51,061,000303,1385,1595,38,6,1401,1533,3
51061000401,51,061,000401,1504,1623,51,8,1465,1632,0
51061000402,51,061,000402,1329,1550,33,15,1259,1551,1
51061000403,51,061,000403,815,1662,57,16,841,1677,2
51061000404,51,061,000404,332,685,25,2,356,679,0
51061000501,51,061,000501,1848,1374,27,3,1699,1369,0
51061000502,51,061,000502,724,1268,28,2,683,1258,2
51061000503,51,061,000503,796,1027,30,10,699,1078,1
51061000504,51,061,000504,767,1127,41,12,757,1135,0
51063000101,51,063,000101,803,1366,36,0,937,1274,0
51063000201,51,063,000201,433,1128,20,0,468,1099,0
51063000301,51,063,000301,748,804,8,0,701,774,0
51063000401,51,063,000401,539,1328,21,0,676,1234,0
51063000501,51,063,000501,465,1574,11,5,631,1500,0
51065000101,51,065,000101,1701,1665,31,10,1759,1598,0
51065000201,51,065,000201,1472,1627,41,6,1518,1609,0
51065000301,51,065,000301,1693,1494,17,1,1740,1429,0
51065000401,51,065,000401,1245,2200,46,1,1376,2115,0
51065000501,51,065,000501,1328,1184,53,0,1435,1141,2
51067000102,51,067,000102,477,1450,18,3,561,1375,0
51067000103,51,067,000103,692,2138,30,0,786,2026,0
51067000201,51,067,000201,490,1531,4,4,636,1407,0
51067000202,51,067,000202,415,864,4,0,447,814,0
51067000203,51,067,000203,128,229,1,0,147,209,0
51067000204,51,067,000204,292,753,10,0,338,713,0
51067000301,51,067,000301,155,702,6,0,232,652,0
51067000302,51,067,000302,215,692,4,0,272,637,0
51067000303,51,067,000303,622,891,17,1,666,824,1
51067000304,51,067,000304,257,401,2,0,282,370,0
51067000401,51,067,000401,307,1210,0,0,412,1118,0
51067000402,51,067,000402,340,626,7,0,355,592,0
51067000403,51,067,000403,197,767,12,1,253,736,1
51067000501,51,067,000501,399,1036,8,1,507,946,0
51067000502,51,067,000502,342,1139,18,2,436,1075,0
51067000503,51,067,000503,268,597,11,0,316,558,0
51067000504,51,067,000504,222,613,4,0,246,588,0
51067000601,51,067,000601,433,1206,43,0,524,1137,0
51067000602,51,067,000602,427,1252,20,6,536,1174,0
51067000603,51,067,000603,308,1018,19,1,390,954,1
51067000701,51,067,000701,575,860,11,0,655,774,0
51067000702,51,067,000702,521,593,18,0,586,530,0
51067000703,51,067,000703,342,447,9,5,385,406,0
51069000101,51,069,000101,388,1536,32,0,482,1498,0
51069000102,51,069,000102,782,2317,37,0,880,2263,0
51069000103,51,069,000103,726,1489,25,9,770,1461,0
51069000104,51,069,000104,736,1379,33,0,744,1369,0
51069000201,51,069,000201,253,1228,18,0,316,1180,0
51069000202,51,069,000202,309,1029,20,2,355,1025,0
51069000203,51,069,000203,605,1829,30,6,648,1795,0
51069000204,51,069,000204,353,1059,22,3,400,1039,0
51069000301,51,069,000301,374,1127,9,0,436,1081,0
51069000302,51,069,000302,1552,1773,37,7,1523,1748,1
51069000303,51,069,000303,676,1559,36,10,772,1518,3
51069000401,51,069,000401,814,1172,25,16,867,1136,1
51069000402,51,069,000402,533,936,26,0,533,936,0
51069000403,51,069,000403,1097,1546,57,6,1097,1531,5
51069000404,51,069,000404,904,1263,60,0,944,1238,1
51069000501,51,069,000501,1022,1351,32,5,986,1349,1
51069000502,51,069,000502,1265,2062,46,5,1376,1972,0
51069000503,51,069,000503,1163,1688,26,9,1191,1640,0
51069000601,51,069,000601,803,1079,32,6,796,1067,0
51069000602,51,069,000602,1130,1162,36,4,1161,1125,0
51069000603,51,069,000603,1667,1979,77,11,1629,1966,2
51071000101,51,071,000101,36,148,2,0,44,134,0
51071000102,51,071,000102,211,551,7,0,253,501,0
51071000103,51,071,000103,371,1413,20,0,501,1281,0
51071000201,51,071,000201,299,1306,28,0,461,1178,0
51071000202,51,071,000202,78,383,4,1,140,348,0
51071000203,51,071,000203,46,291,0,0,59,278,0
51071000301,51,071,000301,236,555,8,0,278,512,0
51071000302,51,071,000302,498,1431,13,1,585,1340,0
51071000303,51,071,000303,372,796,9,0,375,748,0
51073000101,51,073,000101,561,1253,28,0,602,1233,0
51073000102,51,073,000102,623,1075,28,0,614,1080,0
51073000103,51,073,000103,343,912,31,4,401,908,1
51073000201,51,073,000201,499,825,14,5,525,812,0
51073000202,51,073,000202,652,1390,49,10,741,1350,0
51073000301,51,073,000301,628,1325,19,0,636,1315,0
51073000302,51,073,000302,713,1509,35,6,765,1489,0
51073000401,51,073,000401,864,1522,53,3,946,1464,3
51073000402,51,073,000402,795,1357,27,6,841,1314,2
51073000501,51,073,000501,693,2354,41,3,786,2320,0
51073000502,51,073,000502,591,1329,42,0,655,1301,0
51075000101,51,075,000101,582,966,27,1,632,943,0
51075000102,51,075,000102,731,1468,25,6,830,1421,3
51075000201,51,075,000201,402,399,3,0,437,369,0
51075000202,51,075,000202,1017,1181,23,1,985,1187,0
51075000301,51,075,000301,644,1038,32,3,652,1047,0
51075000302,51,075,000302,300,469,18,0,295,476,0
51075000401,51,075,000401,830,1209,23,3,802,1223,0
51075000402,51,075,000402,610,903,21,0,577,921,0
51075000501,51,075,000501,822,1389,17,13,778,1410,0
51075000502,51,075,000502,789,985,31,4,784,1014,1
51077000101,51,077,000101,101,305,0,2,119,277,0
51077000102,51,077,000102,75,176,0,0,68,165,0
51077000103,51,077,000103,91,302,7,0,101,281,0
51077000104,51,077,000104,51,166,0,0,69,148,0
51077000105,51,077,000105,54,275,0,0,67,248,0
51077000106,51,077,000106,86,273,5,0,107,247,0
51077000107,51,077,000107,24,165,0,0,27,154,0
51077000108,51,077,000108,75,186,0,0,96,169,0
51077000202,51,077,000202,69,435,3,0,116,396,1
51077000203,51,077,000203,185,929,2,0,291,821,0
51077000301,51,077,000301,81,625,2,0,132,572,0
51077000302,51,077,000302,210,901,7,0,229,848,0
51077000402,51,077,000402,135,934,0,0,185,851,0
51077000403,51,077,000403,96,437,0,0,135,398,0
51077004011,51,077,004011,46,115,0,0,51,101,0
51077004012,51,077,004012,126,320,0,0,140,286,0
51079000101,51,079,000101,308,902,26,6,406,863,0
51079000102,51,079,000102,628,1134,41,7,673,1108,0
51079000201,51,079,000201,1425,1895,58,2,1504,1848,0
51079000301,51,079,000301,797,1492,37,2,876,1438,0
51079000401,51,079,000401,1053,1544,63,9,1122,1505,3
51081000101,51,081,000101,354,212,1,0,377,200,0
51081000102,51,081,000102,74,157,0,0,86,159,0
51081000103,51,081,000103,318,47,5,0,323,49,0
51081000201,51,081,000201,425,163,0,0,430,148,0
51081000202,51,081,000202,251,453,0,0,273,428,0
51081000302,51,081,000302,602,301,4,3,605,282,3
51081000401,51,081,000401,101,247,0,0,117,229,0
51081000402,51,081,000402,380,201,0,0,384,194,0
51081000403,51,081,000403,115,126,1,0,121,120,0
51083000101,51,083,000101,366,545,4,0,396,520,0
51083000102,51,083,000102,239,368,1,0,234,351,0
51083000103,51,083,000103,538,552,5,0,545,522,0
51083000201,51,083,000201,141,435,1,0,178,412,0
51083000202,51,083,000202,267,501,0,0,326,455,0
51083000203,51,083,000203,567,579,0,0,585,526,0
51083000302,51,083,000302,337,167,1,0,335,157,2
51083000304,51,083,000304,248,532,0,0,272,494,0
51083000305,51,083,000305,637,285,0,0,672,246,0
51083000401,51,083,000401,324,332,3,0,356,313,0
51083000403,51,083,000403,342,419,2,0,369,389,0
51083000502,51,083,000502,516,664,8,1,556,622,0
51083000503,51,083,000503,268,683,2,0,301,661,0
51083000601,51,083,000601,254,585,3,2,309,549,0
51083000603,51,083,000603,607,753,0,0,619,719,0
51083000605,51,083,000605,154,285,0,0,164,273,0
51083000701,51,083,000701,332,887,6,0,398,840,0
51083000702,51,083,000702,204,877,10,0,293,830,0
51083000703,51,083,000703,156,625,1,0,201,602,0
51083000801,51,083,000801,1094,259,7,0,1061,249,0
51085000101,51,085,000101,998,792,23,4,1042,754,1
51085000104,51,085,000104,814,968,36,0,773,984,0
51085000105,51,085,000105,1148,645,19,0,1165,593,0
51085000106,51,085,000106,473,558,19,2,496,540,0
51085000107,51,085,000107,544,752,25,7,570,746,0
51085000201,51,085,000201,583,1992,40,9,639,1968,5
51085000202,51,085,000202,657,951,20,0,665,944,0
51085000203,51,085,000203,595,1421,31,0,607,1390,2
51085000206,51,085,000206,481,759,15,0,478,747,0
51085000208,51,085,000208,352,966,27,0,389,956,0
51085000209,51,085,000209,260,518,1,1,261,508,0
51085000210,51,085,000210,186,334,10,1,187,340,0
51085000301,51,085,000301,665,972,12,9,648,970,0
51085000303,51,085,000303,688,1176,38,1,703,1191,0
51085000304,51,085,000304,1704,2181,68,17,1682,2192,2
51085000305,51,085,000305,660,1048,25,8,622,1075,0
51085000401,51,085,000401,540,1605,26,1,518,1594,0
51085000403,51,085,000403,1294,2296,67,3,1388,2250,1
51085000404,51,085,000404,618,2500,18,2,618,2474,0
51085000405,51,085,000405,761,961,32,6,797,946,1
51085000406,51,085,000406,377,425,10,7,363,442,0
51085000502,51,085,000502,630,1422,23,11,643,1409,1
51085000503,51,085,000503,794,1207,43,13,825,1201,2
51085000504,51,085,000504,454,1343,22,2,467,1348,0
51085000505,51,085,000505,367,1101,22,0,344,1108,0
51085000506,51,085,000506,460,925,32,0,411,956,0
51085000507,51,085,000507,647,1392,41,5,622,1368,0
51085000601,51,085,000601,1190,1964,33,13,1306,1898,0
51085000602,51,085,000602,842,1605,30,6,915,1564,1
51085000603,51,085,000603,1143,1161,56,11,1175,1159,1
51085000604,51,085,000604,490,892,18,1,538,847,0
51085000701,51,085,000701,737,1511,29,1,720,1532,0
51085000702,51,085,000702,1054,1404,28,1,1019,1404,0
51085000703,51,085,000703,1013,1894,31,10,1077,1865,0
51085000704,51,085,000704,900,1562,28,11,973,1499,0
51085000705,51,085,000705,552,1072,28,2,578,1070,0
51087000101,51,087,000101,1604,1510,47,1,1696,1454,0
51087000102,51,087,000102,1960,564,48,1,1965,544,0
51087000103,51,087,000103,1276,1479,38,4,1354,1450,0
51087000105,51,087,000105,2034,1082,19,11,2135,1025,2
51087000106,51,087,000106,1738,1009,50,6,1739,1006,0
51087000108,51,087,000108,1360,1173,43,0,1428,1130,0
51087000109,51,087,000109,507,647,16,2,525,640,0
51087000110,51,087,000110,2350,885,30,22,2301,878,0
51087000111,51,087,000111,2057,1240,55,15,2113,1227,1
51087000112,51,087,000112,1613,1100,49,4,1655,1071,0
51087000113,51,087,000113,781,513,18,4,789,527,0
51087000114,51,087,000114,773,466,20,15,747,492,0
51087000115,51,087,000115,1234,1183,45,3,1294,1151,0
51087000117,51,087,000117,1131,650,17,5,1139,655,0
51087000201,51,087,000201,1484,84,7,1,1460,79,0
51087000202,51,087,000202,3594,322,40,2,3500,304,1
51087000203,51,087,000203,1843,694,46,1,1856,685,0
51087000204,51,087,000204,446,320,9,0,485,301,1
51087000205,51,087,000205,330,288,1,0,354,228,1
51087000206,51,087,000206,2131,55,16,3,2101,51,0
51087000207,51,087,000207,1670,550,17,0,1623,541,0
51087000208,51,087,000208,1732,74,10,10,1725,67,1
51087000209,51,087,000209,1341,237,17,2,1331,227,0
51087000210,51,087,000210,1119,289,19,1,1080,298,0
51087000211,51,087,000211,918,41,9,0,900,49,0
51087000212,51,087,000212,726,249,8,0,715,238,0
51087000213,51,087,000213,1299,307,21,2,1282,307,1
51087000214,51,087,000214,1350,560,33,0,1381,525,0
51087000215,51,087,000215,2161,125,16,6,2159,108,1
51087000216,51,087,000216,599,394,23,3,636,388,0
51087000217,51,087,000217,558,261,2,1,536,261,0
51087000218,51,087,000218,123,74,3,0,127,71,0
51087000219,51,087,000219,361,58,2,4,361,50,0
51087000220,51,087,000220,2835,152,5,0,2729,154,0
51087000221,51,087,000221,208,164,16,1,228,162,0
51087000222,51,087,000222,717,174,7,2,699,168,0
51087000223,51,087,000223,1517,803,19,6,1487,791,3
51087000224,51,087,000224,1096,22,14,2,1079,25,0
51087000301,51,087,000301,1165,888,28,7,1132,919,0
51087000302,51,087,000302,809,870,38,2,826,887,4
51087000303,51,087,000303,1381,1046,42,6,1472,1003,2
51087000304,51,087,000304,834,747,9,3,869,713,1
51087000305,51,087,000305,1360,1337,56,28,1307,1407,5
51087000306,51,087,000306,1263,889,16,10,1263,876,0
51087000307,51,087,000307,976,634,23,7,1014,627,0
51087000308,51,087,000308,1441,1303,22,7,1462,1283,0
51087000309,51,087,000309,1356,953,21,8,1283,986,0
51087000310,51,087,000310,1536,1580,34,11,1531,1583,0
51087000311,51,087,000311,794,711,17,3,832,688,0
51087000312,51,087,000312,1252,675,22,10,1317,627,0
51087000313,51,087,000313,1372,1379,34,7,1392,1379,0
51087000314,51,087,000314,1453,1243,42,4,1509,1211,1
51087000315,51,087,000315,2353,706,47,12,2402,660,3
51087000316,51,087,000316,1109,679,18,2,1127,665,0
51087000401,51,087,000401,1486,940,31,7,1461,958,0
51087000402,51,087,000402,1739,901,30,12,1740,888,0
51087000403,51,087,000403,1043,1003,20,11,987,1057,0
51087000404,51,087,000404,1063,811,33,5,1061,831,0
51087000405,51,087,000405,886,1043,29,14,918,1057,0
51087000406,51,087,000406,883,801,7,8,879,801,0
51087000407,51,087,000407,857,799,17,9,854,795,0
51087000408,51,087,000408,1454,917,42,1,1478,917,0
51087000409,51,087,000409,1362,1037,32,10,1343,1067,1
51087000410,51,087,000410,703,876,18,8,665,921,0
51087000411,51,087,000411,1388,782,17,12,1466,728,1
51087000412,51,087,000412,1803,1048,44,11,1805,1030,0
51087000413,51,087,000413,1394,1409,46,14,1413,1423,4
51087000414,51,087,000414,1273,788,52,11,1167,888,2
51087000415,51,087,000415,909,566,5,4,916,541,2
51087000416,51,087,000416,731,506,9,8,717,513,1
51087000417,51,087,000417,1049,1265,34,11,1018,1327,0
51087000418,51,087,000418,1243,701,45,8,1242,733,0
51087000419,51,087,000419,1203,1137,42,12,1202,1147,0
51087000501,51,087,000501,525,1339,11,2,592,1294,0
51087000502,51,087,000502,961,133,9,1,960,128,0
51087000503,51,087,000503,875,930,15,0,957,894,0
51087000504,51,087,000504,1130,499,22,3,1142,483,0
51087000505,51,087,000505,1130,871,28,0,1164,841,0
51087000506,51,087,000506,1691,447,11,3,1684,440,0
51087000507,51,087,000507,218,652,7,0,230,650,0
51087000508,51,087,000508,1659,237,18,3,1645,228,2
51087000509,51,087,000509,1363,363,6,0,1375,336,0
51087000510,51,087,000510,1247,463,13,3,1240,456,1
51087000511,51,087,000511,2314,269,18,3,2228,282,0
51087000512,51,087,000512,926,362,20,1,978,326,1
51087000513,51,087,000513,2609,227,9,2,2591,205,1
51087000514,51,087,000514,2154,215,13,6,2141,200,0
51087000515,51,087,000515,920,1246,27,3,1070,1165,1
51087000516,51,087,000516,1812,534,23,4,1777,528,0
51087000517,51,087,000517,527,576,5,2,554,556,0
51087000518,51,087,000518,827,1257,37,0,926,1207,0
51089000101,51,089,000101,319,282,0,0,329,246,0
51089000102,51,089,000102,266,1017,7,0,440,852,0
51089000103,51,089,000103,470,1628,12,0,633,1464,2
51089000201,51,089,000201,232,432,12,0,286,384,0
51089000202,51,089,000202,388,914,4,0,501,799,0
51089000203,51,089,000203,669,329,7,2,655,281,0
51089000204,51,089,000204,456,1159,3,3,534,1067,1
51089000302,51,089,000302,446,505,6,0,499,462,0
51089000303,51,089,000303,651,931,13,0,752,840,0
51089000304,51,089,000304,560,557,2,0,584,516,0
51089000305,51,089,000305,393,542,10,0,422,514,0
51089000401,51,089,000401,205,514,8,0,291,436,0
51089000402,51,089,000402,322,522,3,0,367,456,0
51089000404,51,089,000404,491,737,17,1,520,688,0
51089000405,51,089,000405,378,475,2,0,410,424,0
51089000501,51,089,000501,284,385,8,0,327,336,0
51089000502,51,089,000502,225,723,1,0,294,650,0
51089000503,51,089,000503,370,1229,3,0,483,1117,1
51089000504,51,089,000504,225,459,2,0,270,406,0
51089000505,51,089,000505,169,455,5,1,185,434,0
51089000601,51,089,000601,451,710,4,0,480,651,0
51089000602,51,089,000602,238,320,1,0,258,277,0
51089000603,51,089,000603,595,1121,17,1,690,1055,0
51089000604,51,089,000604,292,779,2,0,380,705,0
51091000001,51,091,000001,135,291,2,0,171,259,0
51091000003,51,091,000003,20,94,2,0,25,94,0
51091000005,51,091,000005,107,199,1,0,118,178,0
51091000007,51,091,000007,68,127,3,0,69,123,0
