GEOID,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,place,mcd,school_elm,school,cd_1980,cd_1990
29095000083,2469,30,2366,30,46,3,24,1908,21,1818,21,29,3,16,508.8,477.88,38000,38054,NA,16400,8,5
29095000084,2772,59,2666,59,20,2,24,2112,33,2016,33,15,1,14,563.2,528.98,38000,38054,NA,16400,8,5
29095000085,3372,47,3280,47,25,7,13,2604,31,2505,31,21,4,12,694.39,652.2,38000,38054,NA,16400,8,5
29095000086,5572,125,5041,125,339,13,40,4529,91,4062,91,254,12,19,1207.72,1134.34,38000,38054,NA,16400,8,5
29095000087,3523,81,490,81,2917,5,27,2467,46,436,46,1914,4,21,657.86,617.89,38000,8686,NA,16400,8,5
29095000088,5036,85,348,85,4565,10,18,3365,51,313,51,2930,7,13,897.33,842.81,38000,8686,NA,16400,8,5
29095000089,2484,25,162,25,2277,15,5,1662,15,145,15,1476,9,2,443.2,416.27,38000,8686,NA,16400,8,5
29095000090,5079,52,792,52,4197,13,22,3579,37,693,37,2787,8,17,954.39,896.4,38000,8686,NA,16400,8,5
29095000091,4013,79,3290,79,607,3,34,3286,57,2733,57,410,3,26,876.26,823.02,38000,38054,NA,16400,8,5
29095000092,3008,92,2827,92,68,11,9,2484,62,2302,62,41,9,8,662.39,622.15,38000,38054,NA,16400,8,5
29095000093,2530,100,2346,100,41,12,25,2208,66,2023,66,21,11,21,588.8,553.02,38000,38054,NA,16400,8,5
29095000094,4818,129,3761,129,872,18,33,4102,92,3240,92,636,13,29,1093.86,1027.4,38000,38054,NA,16400,8,5
29095000095,3703,65,2416,65,1156,24,31,2690,42,1834,42,731,20,21,717.33,673.74,38000,8686,NA,08250,8,5
29095000096,1873,37,1160,37,631,20,25,1269,18,884,18,320,14,15,338.4,317.84,38000,8686,NA,08250,8,5
29095000097,1673,26,1037,26,563,5,38,1292,19,829,19,390,4,31,344.53,323.6,38000,77506,NA,08250,8,5
29095000098,3685,91,3344,91,200,12,35,3017,65,2714,65,144,8,21,804.53,755.64,38000,38054,NA,08250,8,5
29095000099,2427,68,2218,68,56,13,72,2111,40,1933,40,41,8,49,562.93,528.73,38000,38054,NA,08250,8,5
29095000105,5640,171,3819,171,1580,43,21,4195,94,2849,94,1114,31,13,1118.66,1050.69,38000,6490,NA,26070,8,5
29095000106,3129,42,2996,42,26,22,43,2455,26,2338,26,18,16,31,654.66,614.88,38000,6490,NA,26070,8,5
29095000110,5532,132,5274,132,36,33,52,4341,82,4103,82,19,24,31,1157.59,1087.26,35000,6490,NA,16400,8,5
29095000111,3678,94,3521,94,8,28,26,2885,57,2724,57,7,23,17,769.33,722.58,71368,6490,NA,16400,8,5
29095000112,3464,74,3315,74,28,20,26,2608,51,2463,51,17,11,15,695.46,653.21,35000,6490,NA,15480,8,5
29095000113,5175,121,4847,121,140,21,45,3888,74,3597,74,105,14,24,1036.79,973.8,35000,6490,NA,15480,8,5
29095000115,6351,153,5850,153,197,46,100,4665,91,4248,91,141,34,60,1243.99,1168.41,35000,6490,NA,15480,8,5
29095000116,5795,99,5475,99,136,40,43,4622,66,4349,66,89,24,28,1232.52,1157.64,35000,6490,NA,15480,8,5
29095000117,4912,70,4684,70,56,58,42,3768,42,3581,42,35,39,29,1004.79,943.74,35000,6490,NA,15480,8,5
29095000118,5355,102,5079,102,72,55,45,4271,70,4028,70,38,34,31,1138.92,1069.72,35000,6490,NA,16400,8,5
29095000119,3703,53,3590,53,17,18,25,3067,39,2953,39,8,13,15,817.86,768.17,35000,6490,NA,16400,8,5
29095000120,3446,53,3310,53,50,9,22,2972,44,2828,44,29,8,19,792.53,744.37,35000,6490,NA,16400,8,5
29095000121,5999,107,5765,107,41,38,47,4792,66,4581,66,27,26,26,1277.86,1200.22,35000,6490,NA,16400,8,5
29095000122,6337,97,6097,97,26,33,81,5002,62,4780,62,20,25,53,1333.86,1252.81,35000,6490,NA,15480,8,5
29095000123,3487,69,3337,69,42,23,13,2643,33,2549,33,9,13,6,704.79,661.97,35000,6490,NA,15480,8,5
29095000124,4091,60,3962,60,45,10,13,3437,45,3302,45,33,6,6,916.53,860.84,35000,6490,NA,26070,8,5
29095000126,4869,64,4591,64,166,18,23,3976,40,3752,40,106,15,23,1060.26,995.84,60788,8686,NA,26070,8,5
29095000131,3348,54,2471,54,774,26,22,2528,39,1904,39,516,14,16,674.13,633.17,38000,77506,NA,14340,8,5
29095000135,4517,16,4404,16,64,16,17,3146,12,3051,12,46,15,10,838.93,787.95,41348,59564,NA,18300,8,5
29095000136,5836,34,5708,34,71,7,12,4859,19,4752,19,52,7,10,1295.72,1217,41348,59564,NA,18300,8,5
29095000138,10195,135,9747,135,193,48,71,6859,77,6510,77,122,25,48,1829.05,1717.92,41348,59564,NA,18300,4,5
29095000139,10977,134,10666,134,67,32,69,7829,72,7572,72,45,23,45,905,1489,39980,75598,NA,18300,4,4
29095000140,8875,87,8702,87,25,31,29,6110,46,5960,46,20,22,16,1629.32,1530.32,53624,68438,NA,23010,4,4
29095000143,2840,51,2687,51,63,10,29,2218,38,2071,38,43,8,20,591.46,555.53,38000,8686,NA,26070,8,5
29095000144,1858,10,1530,10,292,5,16,1487,3,1259,3,207,5,10,396.53,372.44,38000,8686,NA,14340,8,5
29095000145,7233,92,6920,92,127,39,53,5654,63,5373,63,93,24,38,1507.72,1416.11,35000,6490,NA,15480,8,5
29095000147,5516,102,5310,102,43,24,35,4133,63,3935,63,30,21,21,1102.12,1035.16,35000,6490,NA,15480,4,5
29095000149,11584,138,11188,138,133,41,82,8119,77,7784,77,92,31,58,2165.05,2033.5,6652,68438,NA,12290,4,6
29095000150,3548,39,3473,39,9,22,5,2518,26,2444,26,2,16,4,874,1247,41762,25282,NA,12290,6,6
29095000151,5268,107,5064,107,23,13,61,3577,53,3421,53,13,6,31,953.86,895.9,71368,6490,NA,12290,4,5
29095000501,173,9,157,9,4,1,2,111,4,99,4,1,1,2,29.6,27.8,38000,6490,NA,16400,8,5
29095000502,1142,42,1077,42,8,7,7,839,25,773,25,5,6,5,223.73,210.14,38000,6490,NA,16400,8,5
29095002801,2,0,0,0,2,0,0,2,0,0,0,2,0,0,0.53,0.5,38000,38054,NA,16400,8,5
29095002802,5,0,2,0,1,0,2,5,0,2,0,1,0,2,1.33,1.25,38000,38054,NA,16400,8,5
29095003501,1757,99,977,99,640,7,30,1297,68,766,68,372,3,20,345.86,324.85,38000,6490,NA,16400,8,5
29095003502,838,32,294,32,503,3,4,571,19,236,19,292,3,2,152.27,143.01,38000,6490,NA,16400,8,5
29095003601,994,1,23,1,967,1,0,697,1,19,1,675,1,0,185.87,174.57,38000,6490,NA,16400,8,5
29095003602,1748,4,30,4,1709,3,0,1308,2,25,2,1276,3,0,348.8,327.6,38000,38054,NA,16400,8,5
29095005601,2292,37,47,37,2197,4,6,1754,35,40,35,1638,3,3,467.73,439.31,38000,38054,NA,16400,8,5
29095005602,2476,21,32,21,2410,2,6,1758,14,30,14,1693,2,5,468.8,440.31,38000,38054,NA,16400,8,5
29095005801,3753,26,170,26,3556,1,0,2415,24,159,24,2207,1,0,643.99,604.87,38000,38054,NA,16400,8,5
29095005802,4212,58,139,58,3989,16,5,2899,29,127,29,2701,8,5,773.06,726.09,38000,38054,NA,16400,8,5
29095005901,776,27,719,27,21,5,4,632,12,584,12,15,5,4,168.53,158.29,38000,6490,NA,16400,8,5
29095005902,2842,56,1659,56,1086,9,30,2093,37,1285,37,704,6,24,558.13,524.22,38000,6490,NA,16400,8,5
29095007801,941,10,35,10,895,1,0,719,5,30,5,679,0,0,191.73,180.08,38000,38054,NA,16400,8,5
29095007802,2771,19,245,19,2492,12,2,2047,16,221,16,1786,6,2,545.86,512.7,38000,38054,NA,16400,8,5
29095010001,1979,46,1874,46,27,1,31,1779,31,1671,31,22,1,23,474.4,445.57,38000,38054,NA,08250,8,5
29095010002,3545,42,3243,42,217,3,40,3157,36,2887,36,161,2,35,841.86,790.71,38000,38054,NA,08250,8,5
29095010103,2658,47,1805,47,765,18,21,2083,35,1486,35,494,13,20,555.46,521.71,38000,77506,NA,08250,8,5
29095010104,682,12,655,12,14,1,0,559,10,532,10,6,1,0,149.07,140.01,38000,77506,NA,08250,8,5
29095010105,3056,20,2912,20,88,1,34,2688,18,2561,18,72,1,18,716.79,673.24,38000,38054,NA,08250,8,5
29095010106,2814,27,2684,27,75,2,26,2371,21,2259,21,46,2,22,632.26,593.85,38000,38054,NA,08250,8,5
29095010201,2260,29,1905,29,296,5,21,1838,26,1557,26,206,5,18,490.13,460.35,38000,77506,NA,14340,8,5
29095010203,4373,87,3611,87,583,14,78,3378,63,2792,63,402,10,48,900.79,846.06,38000,77506,NA,14340,8,5
29095010204,4226,87,3659,87,444,16,16,3287,65,2844,65,292,8,13,876.53,823.27,38000,77506,NA,14340,8,5
29095010301,619,8,467,8,138,0,6,532,8,404,8,106,0,6,141.87,133.25,38000,8686,NA,26070,8,5
29095010302,4073,58,2783,58,1178,17,33,3190,41,2224,41,846,12,26,850.66,798.97,38000,8686,NA,26070,8,5
29095010401,1402,20,991,20,372,4,12,1042,13,742,13,262,3,9,277.86,260.98,38000,8686,NA,26070,8,5
29095010402,979,27,775,27,166,5,3,737,14,585,14,117,5,2,196.53,184.59,38000,8686,NA,26070,8,5
29095010701,1269,22,1101,22,132,3,10,1058,19,906,19,104,3,7,282.13,264.99,38000,6490,NA,16400,8,5
29095010702,2911,84,2157,84,627,6,33,2396,56,1843,56,411,6,24,638.93,600.11,38000,6490,NA,26070,8,5
29095010801,1307,38,1231,38,14,14,10,1044,30,959,30,10,10,5,278.4,261.48,38000,6490,NA,16400,8,5
29095010802,2,0,0,0,2,0,0,1,0,0,0,1,0,0,0.27,0.25,38000,6490,NA,16400,8,5
29095010901,2111,45,1985,45,43,20,18,1698,28,1587,28,24,18,13,452.8,425.28,35000,6490,NA,16400,8,5
29095010902,826,13,791,13,9,9,4,629,12,589,12,7,7,2,167.73,157.54,38000,6490,NA,16400,8,5
29095011401,6660,160,6343,160,50,23,82,4896,99,4604,99,34,14,46,1305.59,1226.26,35000,6490,NA,15480,4,5
29095011403,8997,212,8313,212,267,84,116,6212,121,5735,121,119,49,67,1656.52,1555.87,35000,6490,NA,12290,4,5
29095011404,3131,87,2919,87,52,16,57,2014,42,1878,42,7,12,33,537.06,504.43,35000,6490,NA,12290,4,5
29095012501,3875,77,3555,77,201,15,27,3066,56,2797,56,130,11,16,817.59,767.92,60788,8686,NA,26070,8,5
29095012502,2702,35,2609,35,24,19,12,2189,21,2109,21,16,12,10,583.73,548.26,60788,8686,NA,26070,8,5
29095012503,3897,60,3619,60,162,23,32,2911,36,2690,36,112,18,19,776.26,729.1,38000,8686,NA,26070,8,5
29095012701,6815,79,6472,79,205,27,32,5405,56,5113,56,146,18,16,1441.32,1353.75,60788,8686,NA,26070,8,5
29095012702,871,8,848,8,12,2,1,637,4,618,4,9,1,1,169.87,159.54,38000,8686,NA,26070,8,5
29095012801,8413,136,7941,136,271,30,34,6653,90,6246,90,181,25,21,1774.12,1666.33,60788,8686,NA,26070,8,5
29095012802,3451,47,3269,47,98,7,25,2706,29,2552,29,75,4,17,721.59,677.75,60788,8686,NA,26070,8,5
29095012902,5050,122,4158,122,692,34,39,3757,77,3116,77,432,24,31,1001.86,940.99,38000,77506,NA,14340,8,5
29095012903,3915,121,3431,121,342,8,13,3024,78,2632,78,218,7,11,806.39,757.4,38000,77506,NA,14340,8,5
29095012904,2820,37,2296,37,447,17,20,2049,27,1690,27,281,13,11,546.4,513.2,38000,77506,NA,14340,8,5
29095013001,75,0,72,0,0,0,3,64,0,63,0,0,0,1,17.07,16.03,38000,77506,NA,14340,8,5
29095013002,2754,65,1771,65,884,6,27,2264,47,1528,47,617,6,19,603.73,567.05,38000,77506,NA,14340,8,5
29095013003,5295,134,4125,134,986,12,31,4082,87,3238,87,631,10,29,1088.52,1022.39,38000,77506,NA,14340,8,5
29095013202,3115,32,1246,32,1804,7,20,2223,21,1027,21,1132,5,17,592.8,556.78,38000,77506,NA,14340,8,5
29095013203,4330,77,3706,77,459,39,27,3057,48,2679,48,237,29,16,815.19,765.66,38000,77506,NA,14340,8,5
29095013204,2928,62,2269,62,571,14,10,2020,33,1586,33,352,8,8,538.66,505.93,38000,77506,NA,14340,8,5
29095013301,4101,45,3894,45,117,15,25,3169,33,2999,33,75,11,18,845.06,793.71,28324,77506,NA,13140,8,5
29095013302,7590,138,5077,138,2273,31,58,5749,106,3974,106,1491,29,43,1533.05,1439.91,28324,77506,NA,13140,8,5
29095013303,5130,78,4551,78,419,31,49,3765,52,3319,52,280,20,42,1003.99,942.99,28324,77506,NA,13140,8,5
29095013401,3338,49,2479,49,721,27,59,2423,29,1872,29,431,23,39,646.13,606.87,28324,77506,NA,13140,8,5
29095013404,70,1,66,1,0,3,0,54,1,51,1,0,1,0,14.4,13.52,38000,77506,NA,13140,8,5
29095013405,1791,32,1523,32,199,18,17,1143,10,1017,10,88,7,11,304.8,286.28,38000,38054,NA,13140,8,5
29095013406,4875,69,4002,69,728,32,39,3358,47,2758,47,458,19,29,895.46,841.05,28324,77506,NA,13140,8,5
29095013407,2977,33,2775,33,110,1,58,2397,25,2212,25,89,1,45,639.19,600.36,38000,38054,NA,13140,8,5
29095013408,4717,83,4304,83,263,12,55,3978,57,3606,57,199,8,51,1060.79,996.34,38000,38054,NA,13140,8,5
29095013701,2192,20,2135,20,10,14,13,1629,9,1584,9,6,11,10,434.4,408,41348,59564,NA,18300,8,5
29095013702,3915,30,3818,30,33,18,15,2972,18,2888,18,24,13,11,792.53,744.37,41348,59564,NA,18300,8,5
29095013703,5836,54,5557,54,182,16,25,4273,23,4123,23,79,13,12,1139.46,1070.23,41348,59564,NA,18300,8,5
29095013704,4133,35,4034,35,37,10,17,3025,27,2927,27,25,8,11,806.66,757.65,41348,59564,NA,18300,8,5
29095014101,5969,69,5765,69,74,26,34,4555,46,4373,46,48,20,22,1214.66,1140.86,6652,68438,NA,05310,4,4
29095014103,10739,185,9999,185,375,55,123,7458,113,6888,113,228,34,82,1988.78,1867.95,6652,68438,NA,05310,4,6
29095014104,7845,141,7435,141,166,36,67,5325,71,5005,71,106,25,47,1419.99,1333.71,6652,68438,NA,05310,4,5
29095014105,6805,107,6448,107,158,11,80,4366,55,4111,55,91,8,46,1164.26,1093.52,6652,68438,NA,05310,4,6
29095014106,2075,19,2004,19,28,8,16,1385,13,1322,13,18,7,12,369.33,346.89,6652,68438,NA,05310,4,6
29095014201,6344,63,6060,63,147,12,59,4660,44,4420,44,94,12,46,1242.66,1167.15,41348,59564,NA,05310,8,5
29095014202,320,0,305,0,9,0,6,223,0,212,0,6,0,5,59.47,55.85,41348,59564,NA,05310,4,5
29095014601,5729,101,5554,101,6,17,50,4732,79,4522,79,5,13,34,1261.86,1185.19,35000,6490,NA,15480,8,5
29095014602,8351,220,7899,220,116,30,84,6544,139,6094,139,84,24,64,1745.05,1639.02,35000,6490,NA,15480,8,5
29095014801,714,6,704,6,1,1,2,509,5,497,5,0,1,1,135.73,127.49,35000,68438,NA,05310,4,6
29095014802,3214,63,3042,63,69,2,37,2121,26,1997,26,47,2,23,565.6,531.23,6652,68438,NA,05310,4,6
29097000101,3365,36,2829,36,416,38,46,2663,23,2246,23,311,33,27,329.03,798.91,37592,37610,NA,16350,2,7
29097000102,2881,20,2806,20,12,37,6,2105,12,2043,12,6,27,5,260.08,631.51,37592,37610,NA,16350,2,7
29097000103,4137,40,3985,40,37,50,21,3194,29,3046,29,37,37,16,394.63,958.21,78118,37610,NA,31500,2,7
29097000104,3492,45,3366,45,11,44,26,2725,27,2608,27,8,36,19,336.69,817.51,20512,37610,NA,16350,2,7
29097000105,4298,51,4164,51,12,52,19,3447,28,3328,28,10,38,15,425.89,1034.12,37592,37610,NA,16350,2,7
29097000106,5703,86,5287,86,133,153,43,4409,49,4081,49,83,118,29,544.75,1322.72,37592,37610,NA,16350,2,7
29097000107,2781,27,2674,27,26,34,20,2236,18,2140,18,19,27,14,276.27,670.81,37592,37610,NA,16350,2,7
29097000108,4595,64,4377,64,58,88,6,3578,42,3385,42,39,64,6,442.08,1073.42,37592,26236,NA,16350,2,7
29097000109,4300,33,4114,33,50,79,20,3167,17,3034,17,29,54,16,391.3,950.11,37592,26236,NA,16350,2,7
29097000110,4487,65,4191,65,85,133,11,3495,44,3247,44,50,104,6,431.82,1048.52,37592,26236,NA,16350,2,7
29097000111,1929,24,1841,24,17,42,5,1364,15,1298,15,5,27,4,168.53,409.21,37592,26236,NA,16350,2,7
29097000112,4597,32,4462,32,11,75,17,3344,24,3225,24,6,53,12,413.17,1003.22,37592,26236,NA,16350,2,7
29097000113,4877,22,4742,22,21,87,5,3376,14,3276,14,9,59,4,434,1128,11368,74266,NA,07350,2,7
29097000114,4308,24,4182,24,2,81,18,3184,15,3088,15,1,50,15,393.4,955.21,78118,37610,NA,31500,2,7
29097000115,5805,48,5624,48,1,115,15,4120,29,3984,29,0,70,8,509.05,1236.02,11638,37610,NA,31500,2,7
29097000116,4308,32,4067,32,139,58,9,3197,16,3023,16,94,42,6,395.01,959.11,11656,46064,NA,07460,2,7
29097000117,5366,21,5073,21,74,33,165,4142,15,3897,15,51,25,139,511.77,1242.62,11656,46064,NA,07460,2,7
29097000118,3721,24,3641,24,27,24,2,2728,12,2669,12,18,15,2,337.06,818.41,11656,46064,NA,07460,2,7
29097000119,3153,24,3046,24,9,63,11,2283,12,2205,12,4,44,6,282.08,684.91,20314,37610,NA,16350,2,7
29097000120,4121,25,3969,25,3,116,8,3070,17,2960,17,0,70,6,379.31,921.01,65990,66008,04110,27540,2,7
29097000121,3044,11,2986,11,1,28,17,2225,5,2186,5,1,17,11,274.91,667.51,2746,44930,04110,16140,2,7
29097000122,5197,43,5104,43,2,41,5,3773,27,3684,27,0,31,4,466.17,1131.92,36512,59906,NA,16140,2,7
29099007004,7445,54,7346,54,11,22,12,5330,39,5221,39,9,16,6,1790,2600,12358,47414,NA,22890,9,3
29099007005,10830,80,10699,80,11,21,17,7444,41,7327,41,8,15,12,1430,2181,12358,12790,NA,14430,9,3
29099007007,4322,18,3941,18,324,8,25,3175,13,2915,13,208,7,19,513.95,602.11,17632,62199,16230,10380,9,3
29099007008,6923,41,6781,41,64,8,27,5183,29,5058,29,43,8,16,839,982.91,24094,62199,NA,12030,9,3
29099007009,3858,46,3479,46,306,7,10,2807,23,2523,23,227,6,5,454.38,532.32,24094,62199,16230,12030,9,3
29099007010,6684,32,6557,32,37,23,32,4669,17,4572,17,27,21,15,755.79,885.43,32248,12790,NA,14430,9,3
29099007011,8087,26,8022,26,6,12,21,5719,17,5657,17,6,11,11,546,802,12376,5554,NA,13170,9,3
29099007012,5516,22,5457,22,25,4,6,4062,16,4007,16,16,4,3,1474.1,1576.43,19252,75400,29820,10500,9,3
29099007013,3600,13,3487,13,89,4,7,2488,5,2409,5,62,3,4,902.9,965.57,19252,75400,29820,10500,9,3
29099007014,10108,47,9988,47,27,24,19,7106,34,6990,34,18,19,11,1104,1339,54686,58232,29820,10500,9,3
29099700103,10703,101,10532,101,7,32,31,7892,62,7720,62,3,24,21,1790.41,2610.41,1972,1975,NA,12300,9,3
29099700104,6788,40,6705,40,6,17,20,4937,21,4861,21,5,14,15,1120.03,1632.99,34354,80370,NA,32100,9,3
29099700105,11036,77,10896,77,14,24,24,7950,43,7819,43,9,20,16,1803.57,2629.59,1972,1975,NA,12300,9,3
29099700106,15222,130,14973,130,22,30,66,10363,80,10136,80,11,24,32,1838,2993,1972,34358,NA,12300,9,3
29099700201,19364,147,19064,147,42,50,60,13916,81,13649,81,23,43,39,2569,4034,50834,62552,NA,12300,9,3
29099700202,7180,65,7065,65,13,16,21,4914,35,4809,35,7,14,14,628.62,1020.92,NA,47414,NA,22890,9,3
29099700301,11437,82,11223,82,30,36,62,7902,48,7724,48,15,27,40,1010.86,1641.7,50834,32144,NA,22890,9,3
29099700302,3835,25,3782,25,3,19,6,2654,10,2614,10,2,13,5,339.51,551.39,10240,32144,NA,22890,9,3
29099700601,5109,13,4985,13,99,6,4,3613,11,3517,11,65,5,4,584.85,685.17,57278,37340,NA,14250,9,3
29099700602,13333,92,13089,92,52,44,56,8933,56,8731,56,31,27,32,1446.03,1694.06,33040,37340,NA,14250,9,3
29101009601,5075,32,4976,32,29,21,12,3728,16,3651,16,27,10,8,197,319,NA,35846,24720,08320,4,4
29101009602,4379,24,4224,24,98,23,10,3129,9,3037,9,49,17,8,478,824,32572,45434,NA,14490,4,4
29101009603,5514,66,5232,66,155,26,33,4025,42,3781,42,112,18,30,241,364,12682,77110,NA,31020,4,4
29101009604,7387,95,6311,95,752,25,197,6848,90,5798,90,667,22,181,926.83,1648.27,77092,77110,NA,31020,4,4
29101009605,4827,63,4524,63,149,21,70,3771,38,3525,38,105,13,52,510.38,907.65,77092,77110,NA,31020,4,4
29101009606,3235,52,2851,52,283,11,33,2651,38,2326,38,213,8,28,358.79,638.08,77092,77110,NA,31020,4,4
29101009607,4032,149,3380,149,379,39,85,2944,91,2446,91,234,27,55,123.02,396.91,39188,77524,NA,16830,4,4
29101009608,4222,203,3326,203,539,16,134,2656,104,2019,104,331,16,82,110.98,358.09,79432,77524,NA,16830,4,4
29101009609,3843,25,3765,25,23,17,10,2823,19,2755,19,12,11,7,208,250,41402,59312,NA,18360,4,4
29103009601,2094,0,2089,0,1,3,1,1572,0,1567,0,1,3,1,29,36,39278,51032,27000,11280,5,9
29103009602,2388,9,2365,9,5,7,2,1845,5,1829,5,3,2,1,117,161,21322,12556,NA,11280,5,9
29105009601,6473,30,6366,30,5,49,23,4618,16,4542,16,3,29,12,70,191,16192,57386,17000,10110,4,4
29105009603,5218,25,5152,25,8,25,8,3740,16,3678,16,5,18,7,440.64,1104.16,41168,41186,17000,18270,4,4
29105009604,3218,26,3134,26,41,9,8,2525,19,2436,19,38,7,6,297.49,745.45,41168,41186,17000,18270,4,4
29105009605,4225,23,4150,23,9,22,21,3237,15,3176,15,8,11,12,381.38,955.66,41168,41186,NA,18270,4,4
29105009606,2945,18,2877,18,29,16,5,2194,12,2141,12,13,11,5,258.49,647.73,41168,41186,17000,18270,4,4
29105960298,5079,19,5023,19,3,22,11,3641,13,3591,13,2,16,6,132,299,74254,26596,12720,18270,4,4
29107000901,5319,57,5118,57,108,29,7,3890,37,3714,37,81,17,4,744,944,78352,14428,NA,31560,4,4
29107000902,6146,44,5665,44,394,20,20,4611,36,4229,36,283,10,17,1178,1330,41870,41888,NA,18480,4,4
29107000903,1626,19,1600,19,5,0,1,1217,10,1191,10,5,0,1,281,565,77866,47882,NA,03000,4,4
29107000904,6773,30,6431,30,278,7,19,5062,16,4845,16,170,6,9,691.66,1650.5,31960,18406,NA,14400,4,4
29107000905,3595,12,3562,12,7,11,3,2725,6,2699,6,4,7,3,372.34,888.5,16102,25858,NA,10080,4,4
29107000906,7648,57,7455,57,81,36,16,5496,29,5339,29,60,25,14,725,904,54038,68456,NA,23100,4,4
29109009701,3634,15,3588,15,0,30,1,2652,9,2608,9,0,25,1,256,401,48242,42806,NA,21000,2,7
29109009702,5664,62,5524,62,14,50,14,4272,36,4147,36,11,34,8,666.53,1570.75,50672,50690,NA,21600,2,7
29109009703,3889,29,3820,29,4,29,7,2788,16,2732,16,4,19,1,46,171,70990,70090,NA,21600,2,7
29109009704,5112,28,5041,28,2,28,10,3675,16,3617,16,1,16,9,565,1371,57494,57440,NA,25110,2,7
29109009705,5085,25,4960,25,0,90,8,3788,12,3704,12,0,55,5,334,790,46172,9442,NA,20310,2,7
29109009706,6852,52,6734,52,4,44,16,5092,31,4984,31,4,32,10,794.47,1872.25,2548,2566,NA,04020,2,7
29111009701,3424,11,3306,11,88,3,14,2777,11,2659,11,79,3,14,543,604,11134,11152,NA,07080,5,9
29111009702,2499,5,2386,5,105,2,1,1904,4,1829,4,64,2,1,55,38,39512,39530,NA,18460,5,9
29111009703,2249,7,2227,7,1,14,0,1621,7,1600,7,1,6,0,294,305,23032,32014,NA,18460,5,9
29111009704,2061,3,1904,3,148,0,1,1551,3,1447,3,97,0,1,368,453,39764,74752,NA,18460,5,9
29113008101,3756,48,3587,48,96,19,6,2756,35,2614,35,58,9,5,712,674,22114,34030,NA,11400,5,9
29113008102,6831,27,6695,27,72,27,8,4843,16,4730,16,54,20,7,90,168,31024,74770,NA,30450,5,9
29113008103,12068,112,11499,112,393,27,31,8451,69,8011,69,269,17,16,811,1261,73942,3880,NA,30450,5,9
29113008104,6237,32,6147,32,27,22,9,4308,24,4212,24,22,17,9,294,373,80422,49322,NA,32190,5,9
29115009901,1896,13,1872,13,1,6,4,1431,10,1406,10,0,4,1,66,72,9388,9406,NA,06090,6,6
29115009902,2532,11,2502,11,12,6,1,1859,8,1826,8,11,5,1,35,85,43292,43526,NA,06000,6,6
