GEOID,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,place,mcd,school_elm,DISTRICT,school,cd_1980,cd_1990
15003010701,3551,190,1820,190,55,5,1475,2901,118,1455,118,37,4,1169,556.84,524.12,28250,91800,00131,00145,00030,2,2
15003010702,4336,181,1216,181,15,9,2908,3474,107,1040,107,13,5,2202,666.83,627.65,28250,91800,00156,00132,00030,2,2
15003010901,3208,140,2356,140,42,26,631,2408,91,1740,91,28,20,438,462.21,435.05,23150,91800,00131,00145,00030,2,2
15003010903,4253,389,1731,389,121,20,1981,3353,234,1308,234,85,18,1474,643.6,605.78,23150,91800,00141,00145,00030,2,2
15003010904,3391,210,1857,210,19,14,1276,2663,129,1424,129,14,10,957,511.16,481.12,23150,91800,00144,00145,00030,2,2
15003010905,2568,188,998,188,38,16,1320,2059,120,772,120,29,8,1010,395.22,372,23150,91800,00141,00145,00030,2,2
15003011103,3884,135,1637,135,27,4,2069,2844,75,1170,75,13,2,1509,545.9,513.82,50750,91800,00137,00142,00030,2,2
15003011104,4937,254,2657,254,12,12,1959,3836,167,2000,167,8,10,1484,736.31,693.05,23150,91800,00133,00142,00030,2,2
15003011105,3732,205,2540,205,150,38,793,3141,144,2125,144,120,24,584,602.91,567.48,23150,91800,00141,00145,00030,2,2
15003011106,5774,323,2435,323,41,14,2955,4568,211,1875,211,32,10,2229,876.82,825.3,23150,91800,00148,00142,00030,2,2
15003011201,4687,197,3495,197,23,12,951,3724,128,2750,128,16,9,693,714.82,672.81,23150,91800,00141,00145,00030,2,2
15003011202,1536,41,1240,41,5,10,237,1303,33,1034,33,4,6,193,250.11,235.41,23150,91800,00151,00145,00030,2,2
15003011301,4859,601,1011,601,31,11,3177,3692,360,711,360,20,8,2233,708.67,667.03,78050,91800,00159,00142,00030,1,1
15003011302,4196,291,704,291,24,14,3158,3154,173,571,173,18,9,2210,605.41,569.83,78200,91800,00155,00142,00030,1,1
15003011498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,90810,NA,NA,00030,2,2
15005000319,130,11,24,11,0,0,95,141,11,24,11,0,0,95,30.51,23.72,NA,90990,00201,00214,00030,2,2
15007000401,4631,233,2957,233,22,16,1397,3537,155,2223,155,16,13,975,1018.18,666.85,65075,90540,00227,00224,00030,2,2
15007000403,6827,1031,1900,1031,31,25,3827,5235,566,1416,566,27,20,2640,1506.97,986.98,28850,91080,00223,00224,00030,2,2
15007000404,5384,668,790,668,11,12,3902,4222,410,576,410,11,8,2807,1215.36,795.99,65750,92970,00232,00225,00030,2,2
15007000405,5275,329,1492,329,27,11,3404,4398,226,1253,226,20,8,2665,1266.03,829.18,45200,92160,00232,00225,00030,2,2
15007000406,4900,513,1889,513,13,25,2451,3962,320,1461,320,4,16,1841,1140.52,746.98,39200,91620,00228,00225,00030,2,2
15007000407,6468,853,2232,853,20,11,3335,5214,527,1710,527,12,9,2429,1500.92,983.02,24950,90180,00222,00231,00030,2,2
15007000408,2913,290,352,290,4,8,2256,2329,191,266,191,3,7,1671,670.44,439.1,11800,91260,00219,00231,00030,2,2
15007000409,5745,720,1194,720,34,12,3764,4505,428,895,428,25,9,2720,1296.83,849.35,35600,91440,00226,00231,00030,2,2
15007000410,230,0,1,0,0,0,229,135,0,0,0,0,0,135,38.86,25.45,NA,92340,00229,00231,00030,2,2
15007040201,2178,277,700,277,1,15,1180,1707,178,526,178,1,9,815,491.38,321.83,2200,93780,00223,00224,00030,2,2
15007040202,6622,666,2724,666,30,14,3169,5153,391,2091,391,21,8,2251,1483.36,971.52,77150,93780,00223,00224,00030,2,2
15007040599,4,0,4,0,0,0,0,4,0,4,0,0,0,0,1.15,0.75,45200,92160,00232,00225,00030,2,2
15007041198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,92340,NA,NA,00030,2,2
15009000301,1895,174,702,174,7,13,998,1342,88,506,88,3,5,652,290.4,225.79,11350,90450,00199,NA,00193,2,2
15009000302,5695,619,3222,619,28,48,1735,4313,363,2379,363,18,35,1155,933.32,725.67,9260,90360,00192,00210,NA,2,2
15009000305,2093,276,660,276,7,11,1131,1720,180,500,180,5,11,844,372.2,289.39,60200,92250,00216,00210,NA,2,2
15009000306,213,6,186,6,0,0,21,173,5,146,5,0,0,17,37.44,29.11,22700,93330,00195,00210,NA,2,2
15009000307,12869,922,7962,922,99,71,3799,10540,606,6543,606,81,53,2651,2280.83,1773.36,36500,91530,00200,00191,99999,2,2
15009000308,2273,151,586,151,9,4,1519,1664,96,417,96,5,3,1047,360.08,279.97,75950,93690,00233,00191,99999,2,2
15009000309,8372,685,1545,685,38,25,6059,6314,384,1146,384,25,14,4361,1366.33,1062.33,77450,93870,00233,00191,NA,2,2
15009000310,5060,247,1240,247,15,13,3535,4127,160,1014,160,10,10,2773,893.07,694.37,77450,93870,00233,00191,NA,2,2
15009000312,3386,215,524,215,9,9,2620,2726,132,422,132,6,6,2028,589.9,458.65,22700,90900,00195,00210,NA,2,2
15009000313,217,36,56,36,2,1,122,204,32,48,32,2,1,89,44.15,34.32,22700,93060,00195,00210,NA,2,2
15009000314,9189,599,2766,599,38,18,5752,7369,404,2333,404,23,17,4188,1594.63,1239.84,42950,91980,00215,00205,NA,2,2
15009000315,5385,347,3449,347,36,22,1522,4601,251,2956,251,32,16,1095,995.64,774.12,54050,91980,00197,00205,NA,2,2
15009000316,2426,211,242,211,2,4,1966,1901,132,185,132,2,4,1446,411.37,319.84,43700,92070,NA,NA,00206,2,2
15009000317,4419,228,710,228,14,35,3426,2965,113,547,113,9,20,2163,641.62,498.86,31100,90090,00201,00214,NA,2,2
15009000318,2168,80,385,80,9,6,1682,1415,39,274,39,3,3,1057,306.2,238.07,39500,93960,00202,00214,NA,2,2
15009030301,5525,357,3384,357,10,19,1748,4223,209,2490,209,9,14,1292,913.85,710.52,NA,91890,00203,00210,99999,2,2
15009030302,2496,94,1972,94,13,11,401,2091,66,1656,66,12,9,282,452.49,351.81,76935,91890,00200,00191,99999,2,2
15009030401,7271,780,3622,780,34,35,2771,5406,427,2603,427,20,23,1906,1169.84,909.56,48050,92250,00209,00210,NA,2,2
15009030402,6127,514,2410,514,14,21,3145,4548,313,1773,313,13,16,2120,984.17,765.2,65900,92250,00217,00210,NA,2,2
15009030799,9,0,7,0,1,0,1,9,0,7,0,1,0,1,1.95,1.51,46400,91530,00233,00191,NA,2,2
15009031101,4516,481,653,481,32,18,3321,3389,276,459,276,17,11,2350,733.37,570.2,22700,90900,00207,00191,99999,2,2
15009031102,4332,369,616,369,7,3,3327,3668,244,500,244,6,3,2671,793.74,617.14,22700,90900,00207,00191,NA,2,2
15009031103,4438,390,449,390,16,4,3568,3433,252,318,252,10,4,2597,742.89,577.6,22700,90900,00195,00210,NA,2,2
