GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGHAW,G20PRECBLA,G20PREIPIE,G20PREIWES,G20PREIMCH,G20PREILAR,G20PREOWRI,G20GOVRCOX,G20GOVDPET,G20GOVLCOT,G20GOVADUE,G20GOVOWRI,G20ATGRREY,G20ATGDSKO,G20ATGLBAU,G20AUDRDOU,G20AUDCOST,G20AUDUFAB,G20TRERDAM,G20TRELSPE,G20TRECPRO
49023RR13UE,49,023,RR13UE,2.1,0,0,0,0,0,0,0,0,0,0.9,0,0.4,0.3,0.4,1.9,0,0.2,1.5,0.5,0.1,1.4,0.1,0.6
49023RR13UW,49,023,RR13UW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49023SANJUA,49,023,SANJUA,57.2,0.7,1.2,0,0.7,0,0,0,0,0.7,23.4,1.2,11.6,9.2,11.8,52.2,1,4.8,41.2,14.5,1.5,38.6,2.7,16
49025ALT00I,49,025,ALT00I,15.1,1.8,0.3,0,0,0,0,0,0,0,12.8,1.2,0.5,0.2,0.9,13.1,1.6,0.9,14,0.9,0.3,11.7,0.9,2.5
49025ALT00U,49,025,ALT00U,69.8,8.1,1.6,0,0,0,0,0,0,0,59.2,5.7,2.4,0.8,4.1,60.9,7.3,4.1,64.9,4.1,1.6,54.4,4.1,11.4
49025BIGW00,49,025,BIGW00,131.7,60.7,4,1,1,3,0,0,0,3.9,120.9,59.6,12.9,1,3,124.8,56.7,15.8,142.6,17,16,134.7,26.9,18.8
49025BULL00,49,025,BULL00,11,11.9,1.8,0,0,0,0,0,0,0,13.8,9.2,1.8,0,0,11.9,10.1,2.8,14.7,3.7,5.5,16.5,6.4,0.9
49025CM0000,49,025,CM0000,190,39,2,0,1,0,0,1,0,1,192,29,0,3,2,191,28,4,200,8,6,194,8,12
49025CW000B,49,025,CW000B,44.9,14,1,0,0,0,0,0,0,0,45.9,12,2,0,1,46.9,12,2,42.9,6,4,39.9,4,8
49025CW000C,49,025,CW000C,13.8,8.7,0.1,0,0,0,0,0,0,0.1,11.7,8.7,2.1,1,0,12.7,8.7,0.3,12,3.2,2.2,11.9,4.3,2.2
49025GLEN0I,49,025,GLEN0I,126.4,14,1.4,0.1,0.9,0.1,0.6,0,0,0.2,109.1,11.9,6.5,3.8,10,123.3,14.7,3.1,123.8,4.8,7.3,119.3,6.7,9.3
49025GLENUE,49,025,GLENUE,94.3,10.3,1,0,0.8,0,0.5,0,0,0.1,81.6,8.8,4.9,2.8,7.4,91.9,11.1,2.2,92.7,3.4,5.4,89.1,5,7
49025GLENUW,49,025,GLENUW,28.7,3.1,0.3,0,0.3,0,0.1,0,0,0,25,2.6,1.5,0.8,2.2,28,3.5,0.6,28.5,0.8,1.7,27.4,1.5,2.1
49025KAN01I,49,025,KAN01I,102.2,32.1,2.5,0.6,0.6,0.3,0.8,0,0,0.3,94.3,24.7,7.7,3.6,3,102,26.6,4.4,96.2,12.3,7.1,98.7,10.4,10.4
49025KAN01U,49,025,KAN01U,270.8,84.9,6.5,1.4,1.4,0.7,2.2,0,0,0.7,249.7,65.3,20.3,9.4,8,270,70.4,11.6,254.8,32.7,18.9,261.3,27.6,27.6
49025KAN02I,49,025,KAN02I,18.2,9.5,0.2,0.1,0.1,0,0.2,0,0,0.1,17.6,8.3,0.4,0.2,0.7,17.7,8.5,0.8,17.6,2.3,2.3,18.4,2.5,1.6
49025KAN02U,49,025,KAN02U,447.6,223.5,4,3,1.9,0.5,3.7,0,0.2,2.8,435.1,196.6,10.2,5.8,16.7,436.4,201.5,20.5,433,54.5,54.3,453.1,58.6,40.2
49025KAN03I,49,025,KAN03I,110.9,39.5,1.7,0.2,0.9,0.2,0.2,0.2,0,1.3,104.8,33.7,5.2,3,3.5,113.1,34.2,3.5,112.6,9.9,8.2,111.5,12.8,6.9
49025KAN04I,49,025,KAN04I,542,305,10,0,3,1,4,0,0,6,523,257,25,13,24,532,265,36,576,59,69,553,88,59
49025KAN3UE,49,025,KAN3UE,85.5,30.4,1.3,0.1,0.7,0.1,0.1,0.1,0,1,80.8,26,4,2.3,2.7,87.2,26.4,2.7,86.8,7.6,6.3,85.9,9.9,5.3
49025KAN3UW,49,025,KAN3UW,392.8,139.7,5.9,0.7,3.3,0.7,0.7,0.7,0,4.6,371.1,119.3,18.4,10.6,12.5,400.7,121.3,12.5,398.8,34.9,29,394.8,45.5,24.4
49025ORD00I,49,025,ORD00I,202.5,24.9,3.6,0.6,0,0.6,1.2,0,0,1.8,170.4,20.2,8.9,6.5,17.2,197.2,20.2,8.3,190.7,14.2,11.3,185.9,10.1,15.4
49025ORD0UE,49,025,ORD0UE,49,12.2,0.7,0.2,0.1,0.1,0.3,0,0,0.4,43.2,10.4,1.8,1.3,3.5,47.7,10.6,2.1,46.5,4.3,3.8,46.5,3.8,4
49025ORD0UW,49,025,ORD0UW,69.4,10.1,1.2,0.2,0.1,0.2,0.4,0,0,0.6,59.1,8.3,3.1,2.2,5.6,67.9,8.3,2.8,65.9,5,4,64.3,3.9,5.2
49027ABR14U,49,027,ABR14U,89.4,6.3,2.2,0,1,0,0,0,0,0.3,66.1,5.3,3.5,6.6,28.2,80.6,5.6,10.5,76.6,9.4,6.1,77.2,8.8,9.5
49027DEL17I,49,027,DEL17I,478.8,48.6,3.8,0,1.3,0.6,1.3,0.6,0,3.8,387.3,50.6,15.4,14.7,110.1,447.5,61.5,20.5,431.5,58.2,29.4,441.1,23.7,52.5
49027DEL17U,49,027,DEL17U,172.7,16.8,1.4,0,0.4,0.2,0.4,0.2,0,1.6,139.3,17.6,5.3,5,41.4,161.2,21.4,7.5,156.1,19.8,10.5,158.4,8.8,18.5
49027DEL18I,49,027,DEL18I,262.5,29.4,3.2,0,0.6,0.9,0.3,0,0,8.2,214.7,25.6,8.2,7.3,74.7,247.6,32.3,14.2,242.8,29.8,14.2,241.9,14.2,31.3
49027DEL18U,49,027,DEL18U,620.8,66.7,7.2,0,1.4,2,0.7,0,0,18.9,506,58.9,18.9,16.5,179.7,584.5,74,33.6,574.6,67,33.7,569.8,34.1,72.4
49027DO05UC,49,027,DO05UC,60.1,5.7,1.5,0,0,0,0,0,0,0,47.6,3.6,2.6,1.9,19.3,55.4,6.2,3.6,51.9,9.2,2.8,52.8,3,7.4
49027DO05UE,49,027,DO05UE,140.9,13.1,3.3,0,0,0,0.1,0,0,0,113,8.4,6.1,4.2,43.4,130.1,14.4,8.3,122.3,20.9,6.4,124.5,7.1,16.9
49027DO05UW,49,027,DO05UW,92.4,8.5,1.9,0.1,0,0.1,0.1,0,0,0.7,74.7,6.6,3.7,3.4,24.2,86,9.8,4.7,80.2,12.2,5.5,82.5,4.9,10.9
49027FIL1I-,49,027,FIL1I-,411.8,62.4,2.7,1.4,2.1,3.4,2.1,0.7,0,4.1,366.5,43.2,17.1,12.3,71.2,397.4,56.2,20.6,399.4,30.1,26.7,388.5,28.8,37.7
49027FIL1UE,49,027,FIL1UE,223,34.2,1.6,0.6,1.4,1.5,0.9,0.4,0.1,1.7,195.9,24.9,8.6,7,43,213.1,31.8,11.9,214.3,18.1,15.1,209.8,15.5,21.9
49027FIL1UW,49,027,FIL1UW,20.1,3,0.1,0.1,0.1,0.2,0.1,0,0,0.2,17.9,2.1,0.8,0.6,3.5,19.4,2.8,1,19.5,1.5,1.3,19,1.4,1.8
49027FIL2I-,49,027,FIL2I-,134.7,23,1,0,1.4,0.3,0.3,0.3,0.3,0,114.5,18.9,4.1,4.8,32.2,125.1,23.3,8.6,125.5,14.7,11,124.8,10.3,16.5
49027FIL2UE,49,027,FIL2UE,133.5,22.8,1,0,1.4,0.3,0.3,0.3,0.3,0,113.5,18.7,4.1,4.7,31.9,124,23.1,8.5,124.4,14.6,10.8,123.7,10.2,16.3
49027FIL2UW,49,027,FIL2UW,23.4,4,0.2,0,0.2,0.1,0.1,0.1,0.1,0,19.9,3.3,0.7,0.8,5.6,21.7,4,1.5,21.8,2.6,1.9,21.7,1.8,2.9
49027FIL2WW,49,027,FIL2WW,55.4,9.2,0.4,0,0.5,0.1,0.1,0.1,0.1,0,47.4,7.6,1.7,1.9,12.9,51.5,9.4,3.5,51.6,6,4.4,51.4,4.2,6.6
49027FLO25E,49,027,FLO25E,25.2,2,0,0,0,0,0.2,0,0,0,24,1.4,0.8,0.2,2,23.8,2.2,1.2,23.8,2,0.6,24,1.2,1.2
49027FLO25W,49,027,FLO25W,47.2,3.8,0,0,0,0,0.4,0,0,0,45,2.6,1.5,0.4,3.8,44.6,4.2,2.3,44.6,3.8,1.1,45,2.3,2.3
49027GAR16N,49,027,GAR16N,11.2,1.3,0.6,0,0,0,0,0,0,0,12.1,0,0.2,0,1.2,11,1.5,0.4,11,0.6,0.9,11.3,1.1,0.6
49027GAR16S,49,027,GAR16S,70.6,9.1,2.8,0,0.3,0,0.1,0,0,0,70.4,2.9,1.9,1.2,9.9,67.7,9.8,3,67,5.5,5.7,67.6,7.1,5.9
49027HIN11E,49,027,HIN11E,39.3,3.5,0.5,0.1,0,0.1,0.1,0,0,0.8,32.9,3.5,1.4,1.8,6.2,37.1,4.3,1.5,34.5,3.8,3.1,36,2.3,4.2
49027HIN11I,49,027,HIN11I,119.6,10.7,1.6,0.4,0,0.4,0.4,0,0,2.5,100.3,10.7,4.1,5.3,18.9,113,13.2,4.5,105.2,11.5,9.4,109.8,7,12.7
49027HIN11S,49,027,HIN11S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49027HIN11W,49,027,HIN11W,82.3,7.4,1.1,0.3,0,0.3,0.3,0,0,1.7,69,7.3,2.8,3.7,13,77.8,9.1,3.1,72.4,7.9,6.5,75.5,4.8,8.8
49027HOL8I-,49,027,HOL8I-,15.1,1.1,0.1,0,0.1,0.1,0.1,0,0,0,13.3,1.1,0.6,0.3,1.5,14.6,1.1,0.5,13.9,1.1,0.8,13.9,0.7,1.3
49027HOL8NN,49,027,HOL8NN,64.8,4.8,0.4,0,0.4,0.7,0.4,0,0,0,56.9,4.6,2.6,1.3,6.6,62.8,4.8,2,59.5,4.8,3.3,59.5,3.1,5.7
49027HOL8UE,49,027,HOL8UE,95,7.5,0.7,0,0.6,0.9,0.6,0,0,0,83.6,7,3.8,1.9,10,92,7.7,2.9,87.6,7.3,4.8,87.4,4.6,8.6
49027HOL8UN,49,027,HOL8UN,76.2,5.7,0.5,0,0.5,0.8,0.5,0,0,0,67,5.4,3.1,1.6,7.7,73.9,5.7,2.3,70.1,5.7,3.9,70.1,3.6,6.7
49027HOL8UW,49,027,HOL8UW,12.9,1,0.1,0,0.1,0.1,0.1,0,0,0,11.3,0.9,0.5,0.3,1.3,12.5,1,0.4,11.8,1,0.7,11.8,0.6,1.1
49027HOL8WW,49,027,HOL8WW,35.7,2.6,0.2,0,0.2,0.4,0.2,0,0,0,31.4,2.5,1.4,0.7,3.6,34.6,2.6,1.1,32.8,2.6,1.8,32.8,1.7,3.1
49027KAN4I-,49,027,KAN4I-,4.7,0.7,0.1,0,0.1,0,0,0,0,0,3.8,0.6,0.2,0.2,1,4.2,0.7,0.3,4.1,0.6,0.3,3.9,0.5,0.7
49027KAN4UN,49,027,KAN4UN,5.1,0.8,0.1,0,0.1,0,0,0,0,0,4.1,0.6,0.2,0.3,1.1,4.6,0.7,0.3,4.5,0.7,0.4,4.2,0.5,0.8
49027KAN4US,49,027,KAN4US,33.5,5,0.5,0,0.5,0,0.1,0,0,0,27.1,4.2,1.6,1.8,7.4,30.3,4.9,2.1,29.3,4.5,2.4,27.8,3.3,5.1
49027KAN4UW,49,027,KAN4UW,177.9,25.6,2.7,0,2.5,0,0.5,0.1,0,0.2,144,21.4,8.1,9.1,41.2,161.4,25,11.2,157.3,22.9,12.3,150.5,16.1,25.9
49027KAN4WW,49,027,KAN4WW,187.7,23.4,3.3,0,1.6,0,0.4,0,0,0,152.1,18.2,8.5,8,47.1,171.3,23.9,11.4,164,26,11.2,160.4,14.6,25.6
49027LEA7I-,49,027,LEA7I-,23.8,3.7,0.4,0,0,0,0,0.4,0,0.4,20,3.3,1.1,0.6,5.9,23.2,4.1,1.1,22.1,2.2,3,21.9,0.9,4.1
49027LEA7UE,49,027,LEA7UE,30.9,4.8,0.5,0,0,0,0,0.5,0,0.5,26.1,4.3,1.4,0.7,7.7,30.2,5.3,1.4,28.7,2.9,3.9,28.5,1.2,5.3
49027LEA7UN,49,027,LEA7UN,6.7,1,0.1,0,0,0,0,0.1,0,0.1,5.6,0.9,0.3,0.2,1.7,6.5,1.1,0.3,6.2,0.6,0.8,6.1,0.3,1.1
49027LEA7UW,49,027,LEA7UW,56.6,8.8,0.9,0,0,0,0,0.9,0,0.9,47.8,8,2.6,1.3,14.2,55.3,9.7,2.6,52.6,5.3,7.1,52.2,2.2,9.7
49027LYN19E,49,027,LYN19E,46.5,11.1,0.8,0.7,1.4,0,1.4,0.1,0,0.1,45.7,6.8,1.8,3.6,9.2,47,11.2,3.2,45.2,7.7,6,45.8,4.5,7.1
49027LYN19I,49,027,LYN19I,11.9,3.1,0.2,0.2,0.4,0,0.4,0,0,0,12.2,1.8,0.4,1.1,2.2,12.2,3.1,0.9,11.7,2.2,1.6,11.9,1.3,1.8
49027LYN19W,49,027,LYN19W,5.1,1.3,0.1,0.1,0.2,0,0.2,0,0,0,5.2,0.8,0.2,0.5,0.9,5.2,1.3,0.4,5,0.9,0.7,5.1,0.6,0.8
49027MEA3I-,49,027,MEA3I-,28.7,2.8,0.4,0,0.1,0,0,0.1,0,0.3,23.5,2.2,0.7,0.9,9,26.8,2.6,1.9,27.7,2.2,1.3,28.2,0.6,2.5
49027MEA3UC,49,027,MEA3UC,3.1,0.3,0,0,0,0,0,0,0,0,2.5,0.2,0.1,0.1,1,2.9,0.3,0.2,3,0.2,0.1,3,0.1,0.3
49027MEA3UE,49,027,MEA3UE,25,2.4,0.4,0,0.1,0,0,0.1,0,0.2,20.4,1.9,0.6,0.8,7.8,23.3,2.3,1.6,24.1,1.9,1.1,24.6,0.5,2.1
49027MEA3UW,49,027,MEA3UW,146,14,1.8,0,0.6,0,0.2,0.6,0,1.2,123.1,10.8,4,3.9,39,136.7,13.5,9.1,140.1,11.3,6.2,142.4,4.1,11.8
49027OAK6I-,49,027,OAK6I-,118.5,10.9,0.9,0.3,0.9,0,0.6,0,0,1.2,96.1,8.9,3.2,4.4,33.7,112.6,10.9,7.1,103.2,20.4,3.2,98.4,7.4,20.1
49027OAK6UE,49,027,OAK6UE,135.1,12.5,1,0.3,1,0,0.7,0,0,1.4,109.5,10.1,3.7,5,38.4,128.4,12.5,8.1,117.6,23.2,3.7,112.2,8.4,22.9
49027OAK6UW,49,027,OAK6UW,230.1,22,1.8,0.4,1.3,0.1,1,0.1,0,2.1,186.3,19.8,6.7,8.1,60.9,217.3,24.2,12.4,202.8,35.4,9.1,198.6,13.3,34
49027SCI9I-,49,027,SCI9I-,65.3,12.8,2.1,0,0.3,0,0,0,0,0,61.2,9.3,1.7,0.7,13.1,62.2,14.5,2.8,65.3,8.6,3.8,63.2,4.5,9.3
49027SCI9UE,49,027,SCI9UE,24.5,4.8,0.8,0,0.1,0,0,0,0,0,23,3.5,0.7,0.3,4.9,23.4,5.4,1,24.5,3.2,1.4,23.7,1.7,3.5
49027SCI9UN,49,027,SCI9UN,21,4.1,0.7,0,0.1,0,0,0,0,0,19.7,3,0.6,0.2,4.2,20.1,4.6,0.9,21,2.8,1.2,20.4,1.4,3
49027SCI9US,49,027,SCI9US,73.3,14.3,2.3,0,0.4,0,0,0,0,0,68.7,10.5,1.9,0.8,14.7,69.8,16.3,3.1,73.3,9.7,4.3,71,5,10.5
49027SUTH20,49,027,SUTH20,327.8,19.3,1.9,0,0.1,0,0.1,0,0,6.8,258.4,22.7,6.7,5,108.1,303,26.7,16.8,305.3,16.7,18.2,289.5,20.3,28.6
49029MOR01-,49,029,MOR01-,363,143,22,1,3,0,3,0,0,8,370,102,25,9,23,351,130,51,387,75,44,404,53,50
49029MOR02-,49,029,MOR02-,402,137,12,2,0,0,2,0,0,17,438,93,12,13,8,419,121,21,456,59,24,450,38,51
49029MOR03-,49,029,MOR03-,293.8,57.2,11,1,3,0,2,2,0,5,291.9,46.1,15,5,11,296.8,55.2,17,312.9,25.1,13,305.8,26.1,19.1
49029MOR04-,49,029,MOR04-,423.7,132.4,20.1,1.4,0,0,4.2,1.4,0,11.1,483.4,77.7,11.8,7.6,8.3,450.8,107.5,25,481.3,45.1,24.3,464.6,40.9,37.5
49029MOR05-,49,029,MOR05-,275.3,47.8,9.1,0.1,2,0,2,0,0,3,250,42,15.3,8.2,11.6,263.4,59.3,11.5,286,21.1,8.4,283.6,19.5,16.7
49029MOR06-,49,029,MOR06-,531.5,109.3,16.9,0.6,0,1,2.8,0.6,0,6.9,529.8,71.2,37.2,11.4,12.7,528.4,96.3,30,535.9,70.8,22.7,530.5,45,50.5
49029MOR07-,49,029,MOR07-,263.5,17.6,1.8,1.8,0,0,0.9,0,0,0.9,235.3,21.1,6.2,5.3,13.2,245,27.3,11.5,236.2,23.8,7.9,248.5,10.6,15
49029MOR08N,49,029,MOR08N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49029MOR08S,49,029,MOR08S,253.6,28,4.7,0,0,0.9,1.9,0,0,2.8,248,22.3,3.8,5.6,4.7,251.6,27.1,8.4,258.2,10.5,10.1,249,15.8,9.4
49029MOR09-,49,029,MOR09-,377.4,162.8,8.6,0.7,0,0.9,3.2,0.2,0,5.7,381.5,137.3,12,5.8,11.5,369.7,157.4,17.9,421,47.3,34.7,421.6,42.6,33.5
49029MOR10I,49,029,MOR10I,283.1,33.7,9.6,0,2.8,0,2.8,0,0,5.5,275.6,26.8,13.7,9.6,6.9,287.2,30.9,12.4,279.7,29.6,10.3,286.6,16.5,18.6
49029MOR10N,49,029,MOR10N,36.3,4.3,1.2,0,0.3,0,0.3,0,0,0.7,35.3,3.4,1.8,1.2,0.9,36.8,4,1.6,35.9,3.8,1.3,36.8,2.1,2.4
49029MOR11-,49,029,MOR11-,262.6,55,7.2,2,2.9,1,1.9,0,0,4.8,267.1,39.8,6.5,7.2,9.2,266.9,46.1,14,264.4,37.7,14.4,274.7,24.4,18.1
49029MOR12-,49,029,MOR12-,376.9,70.5,11.4,1,2,0.1,0.2,0,0,6.2,374.4,51,9.3,6.5,13.4,369.7,69.4,14.8,386.3,34.9,23.9,379.4,36.4,30.8
49029MOR13I,49,029,MOR13I,39.4,7.7,0.5,0,0.1,0.2,0.3,0,0,0.9,38,5.3,1.9,0.9,1.8,38.7,6.7,2.4,39.4,4,2.3,41.3,1.5,3.3
49029MOR13N,49,029,MOR13N,52.5,10.3,0.7,0,0.1,0.3,0.4,0,0,1.2,50.7,7.1,2.5,1.2,2.4,51.6,8.9,3.1,52.6,5.3,3,55.1,2,4.4
49029MOR13S,49,029,MOR13S,394.5,77.3,4.9,0,0.8,2.4,3.2,0,0,8.9,381.6,53.7,18.7,8.9,17.9,388,66.8,23.6,395.4,39.9,22.8,414,14.8,33.4
49029MOR14I,49,029,MOR14I,84.7,18.9,3.3,0.4,0.6,0.7,0.7,0.2,0,0.9,86.5,13,5.9,1.9,2.4,84.5,18,5.6,88,9.4,6.3,84.7,10.4,8.2
49029MOR14U,49,029,MOR14U,363.7,81.2,14.3,1.6,2.4,3.2,3.2,0.8,0,4,371.6,55.7,25.5,8,10.3,362.9,77.2,23.9,378,40.6,27.1,363.7,44.6,35
49029MOR15-,49,029,MOR15-,123.5,16.2,1.5,0.1,1.1,0.1,0.1,0,0,1.2,110.6,12.3,6.1,5.4,11.7,123.6,14,6.3,117.7,15.7,5.8,115.8,6.3,16.2
49031CIR3E0,49,031,CIR3E0,145,4,1,0,1,0,0,0,0,0,110,7,10,10,8,136,5,3,133,5,3,135,4,4
49031CIR3I0,49,031,CIR3I0,72.5,7.9,0,0,0,0,0,0,0.7,0,67.2,5.9,2,0,4.6,69.2,8.6,2.6,71.8,4.6,1.3,70.5,4,2.6
49031CIR3UN,49,031,CIR3UN,6,0.7,0,0,0,0,0,0,0,0,5.2,0.6,0.3,0.1,0.6,5.6,0.8,0.3,6,0.5,0.1,5.7,0.4,0.3
49031CIR3UW,49,031,CIR3UW,33.6,3.7,0,0,0,0,0,0,0.3,0,31.1,2.8,0.9,0,2.1,32,4,1.2,33.3,2.1,0.6,32.6,1.8,1.2
49031GREE05,49,031,GREE05,61.9,6.1,0,0,0,0,0.9,0,0,1,64.7,2.1,0.1,0,0.1,58,10.8,0.1,59.9,4,1,60.9,1,4.9
49031JUNC2I,49,031,JUNC2I,39.6,5.2,0.4,0,0,0,0.4,0,0,0,29.6,4.4,2.8,1.2,6,35.2,5.6,3.2,38.8,4.4,0.4,35.6,3.6,3.2
49031JUNC2U,49,031,JUNC2U,57.4,7.5,0.6,0,0,0,0.6,0,0,0,42.9,6.4,4.1,1.7,8.7,51,8.1,4.6,56.2,6.4,0.6,51.6,5.2,4.6
49031KING4I,49,031,KING4I,48.4,3.5,0.4,0,0,0,0,0,0,0,36.6,3.9,3.9,4.4,2.2,49.3,2.6,0.4,42.7,4.4,1.7,44,0.9,4.4
49031KING4U,49,031,KING4U,66,4.8,0.6,0,0,0,0,0,0,0,51,5.2,5.1,5.6,2.8,66.9,4,0.6,58.6,5.9,2.3,60.3,1.2,5.9
49031MAR1I0,49,031,MAR1I0,59.8,10.5,1,0,0,0,0.2,0,0,0.5,57.6,6.6,1.7,1,2.4,57.6,10.7,1.5,57.6,5.4,1,57.4,2.7,4.9
49031MAR1UE,49,031,MAR1UE,161.9,28.4,2.6,0,0,0,0.7,0,0,1.3,156,17.9,4.6,2.6,6.6,156,29.1,4,156,14.5,2.6,155.3,7.3,13.2
49031MAR1UW,49,031,MAR1UW,20.9,3.7,0.3,0,0,0,0.1,0,0,0.2,20.1,2.3,0.6,0.3,0.8,20.1,3.8,0.5,20.1,1.9,0.3,20,0.9,1.7
49033GAR4AI,49,033,GAR4AI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49033GAR4AU,49,033,GAR4AU,141,39.4,5.3,0,1.5,0,0.8,0.8,0,4.6,142.6,35.6,3.8,4.6,4.6,136.5,44.7,4.6,151.7,12.1,10.6,155.4,14.4,9.1
49033GAR4BU,49,033,GAR4BU,8.2,2.3,0.3,0,0.1,0,0,0,0,0.3,8.3,2.1,0.2,0.3,0.3,7.9,2.6,0.3,8.8,0.7,0.6,9,0.8,0.5
49033GARD5I,49,033,GARD5I,23,8.3,0.4,0.1,0,0.1,0.4,0.1,0,0.5,23.5,6.7,0.7,0.3,1.9,22.7,7.8,1.6,25.4,2.3,3,26.7,2.7,1.6
49033GARD5U,49,033,GARD5U,146,52.7,2.6,0.9,0,0.9,2.6,0.9,0,3.5,149.5,42.3,4.3,1.7,12.1,144.3,49.2,10.4,161.6,14.7,19,169.3,17.3,10.4
49033LAKE00,49,033,LAKE00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49033LAKE3I,49,033,LAKE3I,1.3,0.1,0,0,0,0,0,0,0,0,1.2,0.1,0,0,0.1,1.2,0.1,0,1.2,0.1,0,1.2,0.1,0
49033LAKE3U,49,033,LAKE3U,335.3,38,2.4,0,0.4,0,0.2,0.2,0,1.2,316.8,36.1,6.9,1.2,17,321.2,40.4,9.1,316.2,27,8.7,322.2,19.6,12.3
49033RAND2I,49,033,RAND2I,204.6,18.2,1.6,0.8,0,0,0,0,0,0,185.7,15.8,4,2.4,23.7,185.7,25.3,5.5,193.6,11.8,4,189.6,6.3,11.1
49033RAND2U,49,033,RAND2U,54.4,4.8,0.4,0.2,0,0,0,0,0,0,49.3,4.2,1,0.6,6.3,49.3,6.7,1.5,51.4,3.1,1,50.4,1.7,2.9
49033WOD1I0,49,033,WOD1I0,12,0.8,0,0,0,0,0,0,0,0.1,10,0.7,0.3,0.2,2.8,11.4,0.8,0.5,11.3,0.5,0.4,11.5,0.3,0.4
49033WOD1UE,49,033,WOD1UE,10.9,0.7,0,0,0,0,0,0,0,0.1,9.2,0.7,0.3,0.2,2.5,10.4,0.7,0.4,10.3,0.4,0.4,10.5,0.3,0.4
49033WOD1UN,49,033,WOD1UN,72.4,4.9,0.3,0,0.3,0,0,0,0,0.6,60.8,4.6,2.1,1.5,16.7,68.8,4.9,3,68.5,3,2.4,69.7,1.8,2.4
49033WOD1US,49,033,WOD1US,107.1,7.2,0.5,0,0.5,0,0,0,0,0.9,90,6.7,3.1,2.3,24.4,101.9,7.2,4.4,101.3,4.7,3.6,103,2.7,3.8
49035ALT01A,49,035,ALT01A,20.8,148.4,3,0,0,0,2,0,0,1,23.8,134.6,5,3,1,20.8,135.6,9.9,64.3,8.9,49.5,67.3,43.5,7.9
49035ALT01B,49,035,ALT01B,0.3,1.9,0,0,0,0,0,0,0,0,0.4,1.6,0,0,0,0.3,1.6,0.1,0.8,0.1,0.6,0.9,0.5,0.1
49035BLF001,49,035,BLF001,1193.3,328.1,33.9,2.8,6.6,0.2,7.4,3,1.1,14.1,1170.7,250.5,44.5,38,46.3,1157.5,322.5,49.2,1219.2,141.7,108.7,1214.3,123.4,117.7
49035BLF003,49,035,BLF003,1207.9,593,61.1,7.2,6.6,5.8,12.1,3.6,2.6,22.4,1252,423.3,97.4,42.4,59,1224.7,495.4,111.8,1335.7,198.9,184.1,1308.8,215.4,199
49035BLF004,49,035,BLF004,941.5,233.6,19,2,5,2,5,0,0,17,923.5,171.7,33,17,40.9,884.5,227.6,45.9,938.5,90.8,85.9,943.5,67.9,94.8
49035BLF005,49,035,BLF005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49035BLF006,49,035,BLF006,1486.2,1110.5,89.3,10.4,9,2.4,17.3,3.7,3,40.9,1704.7,842.9,85.5,28.1,35.6,1526.4,916.2,166.9,1844.2,263.4,339.4,1809.2,413.3,210.9
49035BLF007,49,035,BLF007,963.9,290.1,32.4,2.4,0.3,0.1,11.7,1.1,0.1,18.6,947.3,219.7,40.7,27.8,44.7,932.9,269.5,53.6,997.3,126.1,79.7,957.3,114.7,123.5
49035BRT00I,49,035,BRT00I,45.7,213.9,0.8,0,0,0,0,0,0,0,53.7,189,4,1.6,1.6,45.7,193.8,10.4,104.1,22.4,64.9,107.3,69.7,18.4
49035BRT901,49,035,BRT901,8.8,41.1,0.1,0,0,0,0,0,0,0,10.3,36.4,0.8,0.3,0.3,8.8,37.3,2,20,4.3,12.5,20.6,13.4,3.5
49035BRT902,49,035,BRT902,12.1,27.5,0.4,0,0.1,0,0.1,0,0.1,0.3,15.3,23.2,0.8,0.2,0.6,14.5,24.1,1.1,22.4,3.9,6.8,21.9,6.3,4.4
49035CBL001,49,035,CBL001,134,152.1,1,1,0,3.9,4.9,0,0,2.9,151.2,110.7,5.9,7.8,6.8,128.3,133.3,18.6,156.6,56,41.7,148.2,61.7,44.2
49035CBL002,49,035,CBL002,68,160,5,1,0,3,2,0,1,0,102,123,4,1,2,82,133,15,121,47,31,113,49,36
49035CCN001,49,035,CCN001,20.2,11.1,0.7,0,0,0,0.2,0,0,0.8,22.4,8,1.1,0.3,0.5,20.9,9.5,1.4,24.9,2.4,2.6,24.1,3.5,2
49035COP1IE,49,035,COP1IE,27.4,23.9,2.5,0.3,0.3,0.1,0.4,0,0.1,0.7,27.8,21.9,3.2,0.7,0.1,25.1,23.6,3.7,32.3,10.3,7.8,28.6,12.2,9.2
