GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGHAW,G20PRECBLA,G20PREIPIE,G20PREIWES,G20PREIMCH,G20PREILAR,G20PREOWRI,G20GOVRCOX,G20GOVDPET,G20GOVLCOT,G20GOVADUE,G20GOVOWRI,G20ATGRREY,G20ATGDSKO,G20ATGLBAU,G20AUDRDOU,G20AUDCOST,G20AUDUFAB,G20TRERDAM,G20TRELSPE,G20TRECPRO
49049EM0004,49,049,EM0004,1340,473,88,9,9,3,11,6,2,25,1360,379,89,51,53,1375,382,136,1435,191,173,1397,232,167
49049EM0005,49,049,EM0005,1197.6,436.4,103.7,12.8,15.9,3,7,3.9,2,22.1,1249.3,326.4,87,44,58.7,1270.4,350.1,112.2,1304.3,175.4,166.5,1246.2,221.9,154.6
49049EM0006,49,049,EM0006,1603,586,106,5,10,2,15,3,1,19,1656,427,99,40,80,1664,465,155,1759,216,163,1699,260,195
49049EM0007,49,049,EM0007,1579.1,274.6,44.5,3,15.1,0.1,7.8,0.1,0,13,1366.4,193.3,106.8,72.5,130.4,1482.6,224.8,135.2,1439.4,222.3,75.5,1390.3,125.4,222.6
49049EM0008,49,049,EM0008,1828,675.2,117.4,9,10,5,8.1,9,1,24.3,1905.8,499.5,90.4,42.2,98.1,1906.6,546.7,148.6,1982.8,265.7,194.8,1921.4,300,213.7
49049EM0009,49,049,EM0009,105.5,14.3,7.8,0,0.7,0,1.3,0.7,0,1.3,103.5,7.8,11.1,2.6,4.6,100.3,13,14.3,97.7,13,7.8,93.8,11.7,15
49049EM005A,49,049,EM005A,496.2,160.4,37.3,1.7,3.3,1.3,1.9,0,0,7.7,518.1,117.7,35.9,12.5,13,505,132.4,44.8,534.3,65.1,53.1,527.4,72.8,50.5
49049ER0001,49,049,ER0001,1285.2,256.7,47,7,8,2,6,1,1,24,1311,163,58.2,43,35,1308,202.7,76.5,1321.7,118,81,1300.5,88.2,133.2
49049ER0002,49,049,ER0002,628.4,107.7,24.5,1,1.1,2,4.9,2.9,0,17.6,645.1,67.2,23.7,24.4,13.9,627.8,86.8,50,623.2,56,51,621,55.1,50.1
49049ER001S,49,049,ER001S,33.8,2.3,0,0,0,0,0,0,0,0,33,0,0.8,0,0,30,2.3,1.5,32.2,0,0,31.5,0.8,0.8
49049FF0001,49,049,FF0001,124.6,24.1,5.6,0,0.3,0,0.6,0.3,0,2.4,120.9,20,6.3,2.2,4.9,114.8,24.4,10.6,117.1,19,8.3,116.1,11.2,18.1
49049FF000U,49,049,FF000U,9.1,2.2,0.2,0,0,0,0,0,0,0.2,8.9,2.1,0.1,0.1,0.2,8.5,2.2,0.3,8.8,1.8,0.4,8.9,1.2,0.9
49049GE0001,49,049,GE0001,754.2,65.8,11.2,0,4,0.1,1.2,1.1,1,2.6,700.7,51.5,31.6,18.9,22.1,715.3,63.5,37.1,696.3,62.1,24.7,673,37,74.8
49049GO0001,49,049,GO0001,142,31,7,0,0,0,0,0,0,0,125,22,9,6,11,127,30,14,131,19,11,124,24,17
49049GO0002,49,049,GO0002,165.1,28,3,0,0,0,1,1,0,1,143.1,26,7,4,14,143.1,31,11,146.1,22,7,138.1,16,21
49049HI0001,49,049,HI0001,802.5,257.8,38,1.3,9.4,0.2,7.7,1.8,0,27.2,922.1,125.7,33.8,20.8,22.7,882.4,176.8,53.1,961.8,56.1,54.4,927.8,71.2,58.2
49049HI0002,49,049,HI0002,779,207,36,0,4,2,11,1,1,26,816,141,34,25,22,821,167,52,892,76,40,860,57,69
49049HI0003,49,049,HI0003,612.9,166.7,23.4,3.2,1.6,0.8,4,0,0,11.3,661.2,101.5,29,16.1,9.7,641.9,130.5,36.2,677.4,38.7,39.5,670.9,50.7,34.6
49049HI0004,49,049,HI0004,803,227,26,0,3,1,3,2,2,28,883,121,40,6,28,850,171,36,921,44,44,889,66,36
49049HI0005,49,049,HI0005,782.7,241.8,35.5,0.9,0.9,1.8,10.9,1.8,0,31.8,862.7,159.1,31.8,17.3,21.8,805.5,206.4,59.1,883.6,70.9,54.5,855.5,88.2,61.8
49049HI0006,49,049,HI0006,853.1,228.6,30.1,1,10,1,10,1,2,28,911.3,133.4,43.1,26,30,905.2,180.4,53.2,953.3,60.2,72.1,922.2,79.2,65.2
49049HI0007,49,049,HI0007,856,212,28,2,4,0,5,0,1,27,862,143,42,30,35,868,185,57,908,84,65,886,74,75
49049HI0008,49,049,HI0008,1001,345,36.9,2.9,5.8,0,6.8,1,0,36,1132.2,190.5,53.5,12.6,24.3,1056.4,269.2,64.1,1169.2,76.8,66.1,1143.9,89.4,66.1
49049HI0009,49,049,HI0009,892.1,202.4,44.7,3.4,8.4,1.7,5.9,0.8,0,23.6,908.1,142.5,37.1,23.6,46.4,914,172.9,59,958.7,77.6,57.3,932.6,74.2,72.5
49049HI0010,49,049,HI0010,364.8,102.7,18.1,0,4.3,0.6,0.8,1.1,0,7,401.9,63.5,19.1,3.4,3.4,383.2,71,32.3,400.4,39.2,24.3,388.8,40.1,33.8
49049LE0001,49,049,LE0001,829.4,310.5,31.2,5,6,3,8,4,1,21.1,889.9,225.9,47.2,19.1,18.2,861.7,260.2,63.3,896.9,99.5,123.4,881.9,127.6,100.4
49049LE0002,49,049,LE0002,704,239,29,5,5,4,1,0,0,13,736,171,40,16,20,707,204,60,738,92,93,738,94,85
49049LE0003,49,049,LE0003,906,281,45,3,10,3,7,3,3,19,961,184,60,27,30,918,221,96,983,111,93,940,122,105
49049LE0004,49,049,LE0004,1006,393,74,4,10,3,13,2,1,22,1137,279,52,10,25,1073,308,86,1152,114,139,1139,150,112
49049LE0005,49,049,LE0005,920,307,33,4,4,6,5,4,1,19,951,217,52,16,34,962,242,60,989,108,105,987,108,107
49049LE0006,49,049,LE0006,1083.8,305.1,45,3,7,0,9,3,0,28,1144.2,205.7,54.1,24.2,32.7,1107,250.1,77.1,1175.1,88.3,111.8,1150,123.4,85.6
49049LE0007,49,049,LE0007,659,216,41,4,3,0,5,1,0,13,678,155,45,24,23,673,173,70,710,63,93,711,83,67
49049LE0008,49,049,LE0008,1202.9,425,62,2,7,3,10,0,2,34,1292.9,291,53,30,36,1239.9,354,74,1287.9,146,144,1293.9,153,126
49049LE0009,49,049,LE0009,665.8,221.5,36.9,2.3,3.1,4.1,4.3,0,0,14.9,753.7,127.2,26.4,16.3,14.8,705.1,151.6,53.9,734,71.1,75.2,724.5,72.1,58.8
49049LE0010,49,049,LE0010,1434.7,370.6,50.4,2.1,8.2,2,13.9,1.2,1,42.1,1589.1,210.3,47.5,23.4,23.3,1522.1,285.7,66.8,1576.5,105,117.5,1556.1,109.9,107.2
49049LE0011,49,049,LE0011,1085,334,61,3,10,0,8,4,2,19,1157,230,54,33,31,1107,280,83,1156,114,115,1137,122,114
49049LE0012,49,049,LE0012,1499,503.4,70.9,10.2,14.4,1.1,9.4,1.3,1,43.8,1687.7,332.7,51.1,25.1,43.7,1642.7,363.7,97,1697.4,128,159.8,1722.8,136.9,117.4
49049LE0013,49,049,LE0013,1044.4,610.7,98.6,4.7,4.8,4.8,10.2,0.2,0.9,29.2,1209.2,423.1,76.6,23.6,24.9,1159.7,444.8,111.7,1292.4,142.1,164.1,1279.6,215.1,107.8
49049LE0014,49,049,LE0014,524.7,384.5,65.7,1.8,6.1,1.8,7,0.9,0.9,14.9,619.3,279.4,45.5,19.3,19.3,591.2,288.2,83.2,668.3,89.3,145.4,685,143.7,75.3
49049LE0015,49,049,LE0015,719.7,399.5,59.5,3,8.6,2.9,7.8,5.8,0.9,16.7,795.5,303,42.6,22.4,35.3,794.4,322.3,61.8,850.6,122.7,140.7,858.4,141.3,112.3
49049LE0016,49,049,LE0016,478.9,165.6,24.6,2.5,3.4,0.8,3.4,0,0,18.7,529.8,79,35.7,12.7,28,486.5,132.4,50.1,535.8,50.9,56,528.1,56.9,52.6
49049LE0017,49,049,LE0017,664,232,30,2,2,2,6,0,0,25,758,145,22,14,11,706,181,45,745,63,67,724,81,62
49049LE0018,49,049,LE0018,777.1,405.5,42.7,5.5,1.1,1.1,5.7,1,0,17.6,827.3,303.8,54.3,16.5,29.4,822.9,311.3,85.2,910.7,84.1,142.6,888.1,163.4,84
49049LE0019,49,049,LE0019,1138.1,423.8,75.3,3.3,10.6,6.6,12.3,3.3,2.5,21.3,1268.2,251.2,73.6,39.3,31.1,1217.4,311.7,100.6,1292.7,133.4,136.6,1277.2,157.9,105.6
49049LE001S,49,049,LE001S,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
49049LE0021,49,049,LE0021,8.1,6.9,0.3,0.1,0,0,0.1,0,0,0.2,9.4,5.1,0.5,0.2,0.3,8.6,5.8,0.8,10.6,1.3,1.8,10.1,2.6,0.9
49049LE0022,49,049,LE0022,555,220,40,5,7,1,5,3,1,18,642,127,35,20,17,600,171,57,631,78,83,645,93,58
49049LE0023,49,049,LE0023,778.5,319.8,57,2,5,3,8,1,0,26,882.5,216.9,64,19,13,845.5,252.8,71,895.5,97.9,117.9,883.5,136.9,91
49049LE0024,49,049,LE0024,741,457,61,3,7,2,11,3,0,30,893,298,57,20,37,854,334,94,934,129,138,922,166,107
49049LE0025,49,049,LE0025,841.2,421.5,47.9,6.3,0.9,0.9,8.1,0,0,20.8,914.4,299.4,66,19,22.6,909,324.7,75.1,972.3,92.3,161.9,977.7,167.3,73.3
49049LE0026,49,049,LE0026,945.8,326.2,42.8,0,6,0,8,1,0,32.8,1060.2,195.9,37.8,16.9,33.8,1014.4,254.6,62.7,1058.2,104.4,93.5,1043.3,118.4,84.6
49049LE006S,49,049,LE006S,0.7,0.2,0,0,0,0,0,0,0,0,0.7,0.1,0,0,0,0.7,0.1,0,0.7,0,0.1,0.8,0.1,0.1
49049LE020E,49,049,LE020E,26.8,17.1,1.6,0.2,0.1,0.1,0.2,0,0,0.7,30,12.6,1.7,0.6,0.9,28.7,13.7,2.6,33.1,3.1,5.6,32.3,6.6,2.6
49049LE020I,49,049,LE020I,543.8,291.3,37,2.9,1.5,2.2,3.6,0,0,15.3,597.5,214.1,33.5,11.7,18.2,587.2,225.1,52.4,653.8,52,110.7,645.7,116.7,47.6
49049LE020W,49,049,LE020W,187.7,100.2,12.8,1,0.5,0.8,1.3,0,0,5.3,206.2,73.6,11.6,4,6.3,202.7,77.4,18.1,225.6,17.8,38.2,222.8,40.2,16.3
49049LI0001,49,049,LI0001,1493.8,420.6,54.5,4,11,4.4,10.4,1,0.2,33.9,1560.2,282,62.2,41.4,49.3,1546.3,332.1,94.8,1605.3,120.3,155.3,1571.7,172.7,117.5
49049LI0002,49,049,LI0002,488,116,14,4,4,0,3,2,0,11,529,76,15,4,7,498,101,27,528,45,31,519,34,45
49049LI0003,49,049,LI0003,420,126,21,0,7,0,6,0,1,19,474,70,20,17,15,470,79,35,493,37,33,493,30,40
49049LI0004,49,049,LI0004,607.9,213,18.1,1.7,3.4,0,10.2,0.8,0.9,28.9,707.5,128.6,19.9,16,9.5,683.2,152.2,28.3,731.6,48,51.4,723.2,57.2,50.4
49049LI0005,49,049,LI0005,906.2,238.8,41,5,8,0.8,10,7.2,0,24.1,962.2,164,53.2,25.2,21.1,947.6,189.6,70.8,993.9,77.4,83.9,979.1,89.7,84.9
49049LI0006,49,049,LI0006,941.4,334.3,48.7,5.4,5.8,1.5,4,2.3,0.5,30.4,1081.8,195.9,38.5,25.2,15.4,1039.7,245.7,48,1095.1,98.7,89.1,1077.1,102.7,99.2
49049LS001U,49,049,LS001U,678,83.3,14.9,1.8,2.6,1,1,0,0,4.4,650.8,65.3,16.8,11.6,20.9,620.3,105,38.7,657.2,55.4,21.8,616.2,40.4,64.6
49049LS002U,49,049,LS002U,319.6,23.8,1,1.8,1,0,0.9,0.9,0,0.9,291.4,21.8,8.7,7.6,12.2,292.4,37.6,6.9,290.3,24.7,3,272.5,14.2,30.4
49049LS02BU,49,049,LS02BU,120,38.4,5.1,1.4,0.5,0.4,0.9,0.1,0,2.2,126,26.5,7.4,2.2,4.3,120.1,29.3,12.7,127.2,14,12,122.9,11.2,17.8
49049LV000U,49,049,LV000U,19.1,10.3,1.1,0.2,0.2,0.1,0.2,0,0,0.4,20.8,8,1.2,0.6,0.5,19.8,8.7,2,21.8,2.8,4.3,20.7,4.3,3.4
49049MA0001,49,049,MA0001,1000,251,32,2,4,2,4,2,0,29,1057,174,39,6,23,993,219,51,1028,103,63,1010,80,97
49049MA0002,49,049,MA0002,1365,359,56,5,4,1,17,1,2,42,1520,204,34,30,40,1438,286,69,1508,105,92,1489,88,114
49049MA0003,49,049,MA0003,983.6,229.2,41.1,2.9,8.6,2.9,3.8,1.9,0.9,20,1054.3,137.5,53.5,15.3,26.7,1020.9,182.4,51.6,1050.5,76.4,69.7,1021.8,83.1,69.7
49049MA0004,49,049,MA0004,768.4,225.7,29.2,0,10.3,2.8,6.6,2.8,0.9,16.2,825.5,139.2,49.4,9.5,23.4,795,172.2,65.5,830.7,82.7,74,815.1,90.8,73.9
49049MA0005,49,049,MA0005,776.4,145.3,10.9,0.1,1.4,0.1,2.2,0.1,0,20.9,789.7,79.2,34.4,8.7,33.1,776.1,101.2,47.2,812.4,43.4,33.2,782.2,47.7,48.1
49049OR0001,49,049,OR0001,540.1,249.6,30,3.6,2.7,0,7.3,2.7,1.8,15.4,601.8,168.8,30,17.2,18.1,573.6,200.6,48.1,616.3,57.2,102.6,653.5,60.8,58.1
49049OR0002,49,049,OR0002,375,266,31,2,3,6,4,0,0,10,407,218,26,16,16,391,220,60,420,86,114,422,117,72
49049OR0003,49,049,OR0003,652.7,217.4,25.1,0,5.1,1,5.2,0,1,34.9,747.5,129.6,21.4,8.2,13.5,697.5,159.3,31.5,726.6,61.3,60.1,726.7,67.9,48
49049OR0004,49,049,OR0004,610,431,60,4,6,1,8,4,1,17,669,326,67,37,22,662,335,92,732,131,157,735,160,122
49049OR0005,49,049,OR0005,869,372,54,1,6,2,8,3,0,20,967,262,55,20,22,933,293,76,994,98,146,986,153,92
49049OR0006,49,049,OR0006,466,279,28,3,9,3,6,2,1,23,554,200,27,15,8,516,214,50,560,88,98,567,103,73
49049OR0007,49,049,OR0007,570.6,225.3,34.7,1,8.9,1,8.9,1,0,21.8,663.9,139.9,23.8,7.9,25.8,607.3,192.5,45.6,668.9,53.6,79.4,660.9,62.5,58.5
49049OR0008,49,049,OR0008,479,344,37,4,9,1,7,1,0,15,513,303,34,24,13,513,294,59,569,100,119,566,147,80
49049OR0009,49,049,OR0009,350.8,105.4,16.6,1,1.9,0,4,1,0,9,355.1,76.2,19.5,10.8,7.8,358.3,68.9,37.9,352.7,45.9,40.6,355.4,50.3,32.5
49049OR0010,49,049,OR0010,401.9,180.4,30,0.4,7.3,0,4.7,1.3,0.2,18.6,454.2,134.2,19,18.8,10.8,441.4,142.4,33.9,457.7,56.8,63.4,454.5,53.2,63.9
49049OR0011,49,049,OR0011,711,321,33,4,8,4,7,1,0,20,816,213,31,16,16,762,254,58,822,72,124,815,106,67
49049OR0012,49,049,OR0012,342,271,40,4,3,2,1,0,1,4,365,210,45,18,5,349,220,61,400,75,109,396,127,57
49049OR0013,49,049,OR0013,606.5,445.5,41.4,7.5,3.8,1.9,5.6,0,0.9,16,650.5,367.6,45.3,16.9,17.1,625.4,352.9,87.5,733.4,109.8,152.3,727.5,176.9,84.6
49049OR0014,49,049,OR0014,300,223,28,1,2,0,8,3,1,8,337,160,27,11,6,313,168,46,347,77,66,347,95,53
49049OR0015,49,049,OR0015,648,341,46,5,9,3,4,1,0,4,669,260,52,25,16,651,258,94,702,131,119,656,166,134
49049OR0016,49,049,OR0016,477,239,19,3,8,1,6,1,0,16,523,175,30,15,9,503,175,53,539,68,75,548,92,47
49049OR0017,49,049,OR0017,617.8,357.6,26.2,4.7,1.9,1.9,3.7,2.8,0,5.6,647.7,284.6,40.2,27.1,11.2,630.9,303.3,71.1,683.3,122.6,144.2,676.8,147.9,106.7
49049OR0018,49,049,OR0018,430,308,26,5,7,1,9,2,0,9,463,233,53,18,14,451,255,55,497,89,134,502,127,85
49049OR0019,49,049,OR0019,535,192,36,1,8,4,6,0,0,22,632,107,30,18,7,593,151,35,622,55,51,617,52,52
49049OR0020,49,049,OR0020,585,343,35,5,8,1,5,2,1,12,670,249,31,14,19,626,274,65,695,85,137,732,90,78
49049OR0021,49,049,OR0021,561,265,33,5,3,2,4,3,0,5,587,197,39,22,30,586,220,58,608,105,113,606,108,97
49049OR0022,49,049,OR0022,763,328,42,6,5,3,7,1,2,13,826,227,53,22,22,793,261,76,841,102,121,833,121,116
49049OR0023,49,049,OR0023,611,266,39,2,2,3,10,1,1,22,714,162,33,16,18,667,217,37,714,79,101,744,82,62
49049OR0024,49,049,OR0024,634,270,32,3,4,3,2,1,0,27,726,172,27,11,30,692,203,54,723,74,102,743,91,55
49049OR0025,49,049,OR0025,432,175,26,1,2,0,6,1,1,5,456,125,15,18,15,432,152,34,463,68,66,463,66,57
49049OR0026,49,049,OR0026,286.2,148.3,13.9,0.7,2.1,1.4,3.5,0,0,7.6,322.9,92.2,22.9,7.6,7.6,319.4,108.8,18.7,330.5,39.5,58.9,340.2,52,31.2
49049OR0027,49,049,OR0027,562,336,45,5,9,1,6,1,1,19,640,235,43,31,16,619,266,73,654,115,128,643,132,113
49049OR0028,49,049,OR0028,567,303,34,3,6,4,8,1,1,24,634,232,31,31,11,618,259,56,673,96,95,648,107,105
49049OR0029,49,049,OR0029,782,365,34,3,9,1,8,0,0,29,877,245,51,26,19,806,309,78,865,108,143,893,116,97
49049OR0030,49,049,OR0030,589,308,30,2,3,2,1,0,0,20,662,203,34,11,26,616,248,54,708,70,87,705,96,53
49049OR0031,49,049,OR0031,529,255,22,1,5,0,3,2,0,11,617,166,16,8,13,562,211,32,599,86,72,625,62,65
49049OR0032,49,049,OR0032,460,208,27,5,2,3,4,0,0,14,495,145,22,16,19,488,177,34,540,73,38,524,56,67
49049OR0033,49,049,OR0033,59,22,5,0,0,1,0,0,0,4,57,16,3,3,4,58,18,6,67,7,3,63,6,9
49049OR0034,49,049,OR0034,645.8,261.8,39.2,1.2,1.6,2.3,5.6,1.3,0.1,17.1,703.7,191.9,36.3,15.5,15.9,675.1,197.8,67.5,707.3,79.3,98.6,720.5,89.6,71.5
49049OR0035,49,049,OR0035,513,255,31,7,2,1,6,2,0,8,512,191,36,24,40,523,215,53,570,88,91,575,115,72
49049OR0037,49,049,OR0037,457,250,33,4,4,1,5,3,0,16,505,182,35,25,12,483,210,56,527,77,97,521,97,75
49049OR0038,49,049,OR0038,519,214,31,3,1,2,5,3,0,17,554,137,39,16,27,558,161,33,598,62,69,606,60,54
49049OR0039,49,049,OR0039,279,102,17,1,6,1,2,0,0,9,309,67,16,11,5,292,91,22,310,28,39,308,36,31
49049OR0040,49,049,OR0040,642,366,39,6,4,3,11,4,0,14,720,282,44,13,15,654,319,76,732,123,135,729,151,117
49049OR0041,49,049,OR0041,457,185,36,7,7,0,1,4,0,3,486,131,27,17,15,473,143,53,498,71,65,489,72,65
49049OR0043,49,049,OR0043,568,328,28,5,2,5,6,1,1,18,617,239,41,26,30,589,272,70,654,95,129,673,129,63
49049OR0044,49,049,OR0044,388,213,34,3,2,4,7,2,0,12,452,158,23,16,6,444,168,32,468,46,93,481,77,34
49049OR0045,49,049,OR0045,419,219,25,3,7,3,4,0,1,11,461,143,38,18,20,454,172,53,500,83,67,488,89,69
49049OR0046,49,049,OR0046,492,209,31,7,4,3,4,6,0,13,525,163,38,8,18,507,182,53,547,95,72,536,86,84
49049OR0047,49,049,OR0047,728.5,319.5,44.6,9.5,5.2,1.1,6.4,2,1.1,19,763.5,238.4,57.7,18.1,30.9,756.6,240.2,99.5,810.6,106.2,113.7,786.5,147.1,94.4
49049OR0048,49,049,OR0048,175,28,6,1,0,0,0,0,0,9,189,17,5,1,3,190,17,3,188,15,4,184,7,13
49049OR0049,49,049,OR0049,459.8,214.5,9.5,0,4,2,9.1,1,1,13.5,535.9,121.5,20.6,16.1,8.1,479.7,149.2,46.6,522.2,63,62.9,529.5,55.7,60.8
49049OR0050,49,049,OR0050,439,226,42,1,2,2,1,0,4,24,537,147,30,13,8,497,187,38,553,55,68,548,75,45
49049OR036I,49,049,OR036I,114.5,59.4,6.7,0.3,1.1,0.3,1.4,0,0.3,5.3,135.1,39.1,8.9,1.1,3.6,135.3,40.8,9.2,143.7,14.4,15.2,143.1,14.4,12.8
49049OR036U,49,049,OR036U,313.1,156.4,17.2,0.8,2.9,0.7,4,0,0.7,14.5,368.7,102.4,22.7,3.6,9.3,368,107.8,23.9,391,37.8,40,389.1,38.3,33.9
49049OR039A,49,049,OR039A,2,0.6,0.1,0,0,0,0,0,0,0,2.1,0.4,0.1,0.1,0.1,2.1,0.4,0.1,2.2,0.2,0.2,2.1,0.2,0.2
49049OR042A,49,049,OR042A,565.7,357.5,34.6,5.2,1.7,1.4,9.6,0.8,1.3,16.8,623.8,264.4,51.3,15,15.9,600.9,278.3,69.2,663.6,94.4,132.4,648.6,164.7,76.5
49049OR042B,49,049,OR042B,212.5,143.2,14.3,2.4,0.3,0.3,4.2,0.3,0.7,7,233.8,109.3,20.6,5.2,6.3,223,112.1,30,252.1,36.7,51.6,242.1,70.3,29.6
49049OR042C,49,049,OR042C,10.7,5.8,0.3,0,0,0,0,0,0,0,11.3,4.9,0.3,0,0.3,11.3,4.4,1.2,13.3,1.5,1.2,14.5,0.6,0.9
49049OR042S,49,049,OR042S,73,34,2,3,1,0,0,0,0,2,72,31,3,2,0,75,24,7,75,10,10,71,15,6
49049OR047S,49,049,OR047S,38.1,17,4,0,0,0,0,0,0,0,42.1,13,1,1,0,42.1,14,1,46.1,0,9,40.1,9,4
49049PA0002,49,049,PA0002,1127.3,279.9,40.7,5.8,13.6,1,1.9,1.9,0,19.4,1152.5,202.4,35.8,36.8,30,1118.6,247.9,63.9,1162.2,107.5,110.4,1149.6,116.2,105.6
49049PA0003,49,049,PA0003,1144.2,281.8,35.9,2,8,7,7,3,2,8,1105.3,205.1,72.7,49.8,36.8,1088.4,248,101.6,1105.3,147.4,118.5,1070.5,144.4,135.4
49049PA0005,49,049,PA0005,467,135,16,2,5,0,3,3,0,6,449,110,13,27,22,459,117,41,465,57,64,444,68,72
49049PA0007,49,049,PA0007,1302.8,338.4,48.2,3,8,4,7,1,0,16,1303.4,247.1,74.3,41.4,44.1,1330.3,264.6,83.3,1342.7,148.8,122.6,1292.5,156.5,152
49049PA0008,49,049,PA0008,713,199,30,3,2,5,6,1,1,6,689,151,43,26,33,694,180,61,718,104,82,693,113,97
49049PA001I,49,049,PA001I,790.4,238.1,29.8,0.8,5.1,3.7,6,2.3,3.6,11.5,786.7,168.2,42.7,36.2,40.1,799,183.3,73.2,822.6,104.4,87.7,790.8,105.1,102
49049PA004I,49,049,PA004I,639.7,123.8,24.2,1.7,5.2,1.7,0.9,0,0,9.5,662.9,92.6,23.4,11.3,7.9,624.3,126.2,30.4,639,58.8,49.3,629.4,55.4,59.7
49049PA006I,49,049,PA006I,371.8,64.2,7.9,0.3,1.8,0.6,0.9,0.3,0,4.3,339.5,51.5,16.4,12.8,21.3,358.4,59.4,17,364.5,33.2,24.7,356.9,27.4,35.3
49049PA006U,49,049,PA006U,835.6,142.4,17.6,0.7,4.1,1.3,2,0.7,0,9.4,763.4,114,36.9,28.5,47.3,805.1,131.7,38.4,817.9,74.4,54.7,800.5,61,79.5
49049PA01UA,49,049,PA01UA,70.1,21.2,2.6,0.1,0.5,0.3,0.5,0.2,0.3,1,69.8,15,3.8,3.2,3.5,70.8,16.4,6.4,73,9.3,7.8,70.1,9.3,9.1
49049PA01UB,49,049,PA01UB,195,59.6,7.3,0.2,1.3,0.9,1.5,0.6,0.9,2.8,193.9,42.2,10.6,9,10.1,197.2,45.8,18.1,203.3,26,21.8,195.2,26.2,25.5
49049PA04UA,49,049,PA04UA,53.7,10.4,2,0.1,0.4,0.1,0.1,0,0,0.8,55.6,7.8,2,0.9,0.7,52.4,10.6,2.5,53.6,4.9,4.1,52.8,4.6,5
49049PA04UB,49,049,PA04UB,53.3,10.8,2,0.1,0.4,0.1,0.1,0,0,0.8,55.1,8,2,1.1,0.8,52.2,10.7,2.7,53.5,5.1,4.3,52.5,4.8,5.1
49049PC001U,49,049,PC001U,99.4,42,0.4,0,3.1,0,0.1,0,0,3.2,101.4,35.1,3.6,0.5,5.9,103.3,35.7,2.8,103.7,15.7,7.6,106.1,8.7,12.4
49049PC002U,49,049,PC002U,55,62,1,0,0,0,0,0,0,2,71,44,2,0,0,61,49,3,74,4,9,74,11,3
49049PG0001,49,049,PG0001,997.1,217.7,26.4,2,4.1,2,7.1,1,0,38.3,1090,127.5,24.4,18.3,22.3,1069.7,157.9,45.5,1095.1,66.9,62.8,1077.1,67.8,68.8
49049PG0002,49,049,PG0002,627,261,34,6,9,3,3,3,1,11,660,183,40,22,29,623,213,78,709,87,62,670,92,96
49049PG0003,49,049,PG0003,986,343,55,4,6,4,7,1,2,21,1051,236,47,13,50,988,293,97,1057,143,116,1025,137,142
49049PG0004,49,049,PG0004,660.6,234.1,34.8,0.8,1.7,2.5,3.3,5.8,1.6,21.6,695,151.9,56.2,19,19.9,681.6,183.4,62.9,742.8,72.9,73,705.7,105.1,59.7
49049PG0005,49,049,PG0005,429,230,25,4,6,0,4,4,1,9,468,181,34,5,7,435,189,60,478,98,73,476,102,66
49049PG0006,49,049,PG0006,1000,423.5,44.1,5,9,0,10,1,0,23,1104.1,264.3,62.1,28.1,35,1057.1,316.4,87.2,1129.2,138.2,115.2,1139.1,149.2,93.2
49049PG0007,49,049,PG0007,698.7,274.7,35.8,2.9,1.9,8.7,5.8,1.9,0,23.2,764.7,178.9,42.5,22.2,25.1,742.4,229.1,54.1,789.6,81.2,97.6,761.8,105.2,76.3
49049PG0009,49,049,PG0009,852.2,265.2,32.6,3.4,11.2,5.2,10.3,1.7,0.9,30.9,927.8,169.1,38.6,25.8,36,913.2,210.3,53.2,946.6,80.7,83.2,934.6,95.3,73
49049PG0010,49,049,PG0010,829.4,477.6,64.3,6.4,4.6,4.6,9.2,1.8,0.9,19.3,903.7,366.5,61.5,23.9,25.7,887.2,362.8,104.7,994.7,129.5,152.5,981.8,195.6,90.9
49049PG0011,49,049,PG0011,1051,340,35,4,3,1,9,3,1,26,1139,206,54,20,34,1079,281,76,1154,117,104,1136,126,96
49049PG0012,49,049,PG0012,751,262,37,3,5,1,6,0,0,14,779,180,43,29,28,730,234,79,803,91,89,761,131,95
49049PG0013,49,049,PG0013,591.8,253.8,30.9,5,5,4.2,5,0.8,0,15.9,642.7,193.7,26.7,16.7,20.9,594.3,217,65.1,651.9,88.5,86,642.7,100.2,81
49049PG0014,49,049,PG0014,953.9,209.6,48.1,1,8,0,5,1,0,33,1005.1,96.3,59,18,44,984,161.4,68.1,1032,75.1,50.2,1004.1,80.1,71.1
49049PG001S,49,049,PG001S,250.4,59.5,8.9,1.3,1,0.2,1.2,0,0.1,9.8,257.9,40.7,6.8,10.5,6.3,258,49.5,11.4,269.5,16.7,17,267.7,14.4,15.9
49049PG005S,49,049,PG005S,105.2,60.4,7.9,0.6,0.4,1.8,2.2,0.2,0.8,1.7,110.4,51.2,9.8,3.6,3.7,109,48,19.4,125.7,20.1,22.2,122.4,31,13.8
49049PG008E,49,049,PG008E,382.7,127.1,29.6,1,1.9,0.5,3.8,0.9,0,6.4,408.3,92.4,27,9.3,9.5,400.2,101.8,33.3,421.3,39.8,48,417,52.6,34.1
49049PG008W,49,049,PG008W,417,139,32.9,1.1,2.1,0.5,4.2,1,0,6.9,444,101.6,30.2,10.4,10.5,435.5,111.7,37.1,459,44,52.9,453.9,58.5,37.7
