GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSDWAR,G18USSRDIE,G18USSUAYY,G18USSOWRI,G18GOVRBAK,G18GOVDGON,G18GOVOWRI,G18ATGDHEA,G18ATGRMCM,G18ATGOWRI,G18SOCDGAL,G18SOCRAMO,G18SOCGSAN,G18SOCOWRI,G18TREDGOL,G18TRERORR,G18TREGGUE,G18TREOWRI,G18AUDDBUM,G18AUDRBRA,G18AUDLFIS,G18AUDGSTA,G18AUDOWRI
25009000980,25,009,000980,450,41,10,1,183,309,4,425,62,1,421,38,34,1,415,49,17,1,392,62,15,8,1
25009000981,25,009,000981,519.97,88.34,7.15,0,266.6,344.04,0.09,507.45,92.55,1.07,493.69,65.93,41.01,0.98,481.73,78.78,30.01,0.98,460.1,91.46,21.17,13.85,2.05
25009000982,25,009,000982,721,41,9,1,312,439,0,647,77,3,629,43,59,2,610,51,28,5,586,58,29,17,3
25009000983,25,009,000983,417,59,10,0,184,294,2,406,62,1,396,45,35,0,394,50,16,0,365,57,19,12,0
25009000984,25,009,000984,602,154,22,2,420,353,2,631,136,2,599,112,58,1,599,125,34,0,563,132,39,16,1
25009000985,25,009,000985,446,23,1,1,132,336,0,417,37,0,393,26,39,1,402,27,15,0,394,34,10,7,0
25009000986,25,009,000986,584.24,51.15,6.3,2.05,265.26,383,1.18,553.4,73.95,2.1,520.69,50.92,57.01,1.05,541.65,48.38,28.89,1.06,521.27,52.81,28.01,10.63,2.1
25009000987,25,009,000987,537,102,20,1,327,331,1,537,112,1,509,93,49,1,514,95,26,1,481,110,25,14,1
25009000988,25,009,000988,518,36,8,0,213,344,2,478,58,1,465,42,34,0,467,49,17,1,452,59,7,9,1
25009000989,25,009,000989,411,38,6,0,170,286,0,365,68,2,362,39,39,4,363,37,28,1,340,49,25,16,0
25009000990,25,009,000990,396,46,6,0,191,251,1,377,50,0,361,34,35,0,361,31,20,1,344,44,22,5,0
25009000991,25,009,000991,666,377,40,0,730,350,5,766,303,0,756,260,53,0,745,274,42,0,663,339,37,15,0
25009000992,25,009,000992,615,342,43,3,641,350,4,726,265,0,690,231,66,2,671,244,47,5,603,291,47,24,4
25009000993,25,009,000993,432,115,25,0,327,240,2,455,107,0,445,90,26,0,440,91,27,0,397,122,27,10,0
25009000994,25,009,000994,542,98,17,1,338,303,1,531,101,2,499,84,52,1,513,80,23,1,467,110,28,7,1
25009000995,25,009,000995,597.6,263.94,28.39,0,572.81,305.69,4,663.56,209.21,0,628.63,181.74,58.9,0,633.95,188.77,34.78,0,559.97,227.38,38.56,24.54,1
25009000996,25,009,000996,446,48,11,0,239,266,2,458,43,0,422,36,41,0,425,42,21,0,388,52,29,10,0
25009000997,25,009,000997,449,61,19,1,228,298,0,431,82,1,410,61,52,0,420,67,24,0,406,71,22,15,0
25009000998,25,009,000998,431,86,18,1,265,263,1,438,86,0,418,69,39,0,430,63,26,0,400,86,19,14,0
25009001084,25,009,001084,719,749,52,4,1168,310,9,944,552,2,969,486,36,1,871,512,42,1,744,589,67,20,3
25009001085,25,009,001085,848.03,736.83,58.66,5.13,1221.12,392.68,4.2,1060.63,570.5,1.03,1068.69,498.32,46.08,1.07,1007.36,502.26,45.34,4.1,829.85,576.51,116.38,28.85,1.03
25009001086,25,009,001086,741.97,469.17,49.34,3.87,892.88,346.32,5.8,878.37,370.5,0.97,880.31,335.68,31.92,1.93,840.64,333.74,39.66,2.9,707.15,400.49,70.62,25.15,0.97
25009001087,25,009,001087,737,419,47,3,756,423,9,847,339,2,842,300,40,2,831,294,30,3,700,347,74,22,2
25009001088,25,009,001088,842,634,52,0,1096,407,7,1020,498,0,1057,406,42,0,970,438,49,0,812,513,85,30,4
25009001089,25,009,001089,617,189,19,1,451,363,3,650,165,2,644,132,37,1,624,141,32,2,563,175,49,17,0
25009001090,25,009,001090,475,86,11,0,275,294,1,474,91,0,469,65,34,0,466,73,22,0,423,98,27,12,0
25009001091,25,009,001091,427,97,22,0,282,259,2,462,78,0,440,80,18,0,440,74,15,0,397,93,29,3,0
25009001092,25,009,001092,644,338,42,0,648,373,4,749,267,1,726,238,43,1,726,233,29,0,619,271,67,21,1
25009001093,25,009,001093,597,214,24,1,472,349,3,660,170,2,630,163,35,2,648,150,23,1,586,174,37,22,0
25009001094,25,009,001094,628.77,244.41,31.54,0.99,524.3,369.58,5.91,690.86,209.92,0.99,662.28,179.37,51.25,3.94,658.34,184.3,40.41,3.94,572.6,221.75,57.16,25.62,3.94
25009001095,25,009,001095,782.87,245.24,30.73,2.01,577.48,468.18,5.09,828.66,216.09,3.01,793.69,194.83,52.99,4.06,789.63,199.61,35.92,3.05,714.67,207.46,67.26,25.57,3.05
25009001096,25,009,001096,296,38,16,0,144,205,0,316,32,1,276,38,33,0,289,31,22,0,273,39,19,12,0
25009001097,25,009,001097,394,60,11,0,199,259,0,394,67,0,384,50,22,0,385,53,13,0,368,62,15,5,0
25009001098,25,009,001098,527,127,21,2,325,343,0,543,119,1,534,105,24,1,533,107,23,2,479,121,28,17,2
25009001099,25,009,001099,343.95,119.17,9.46,1.05,280.86,191.19,1.58,365.48,105.52,0.53,354.44,92.92,21.53,0.53,352.34,91.88,15.75,0.53,316.64,100.79,28.36,12.08,0
25009001100,25,009,001100,629,264,20,0,583,318,0,691,211,0,674,185,31,1,666,174,24,1,590,217,43,16,0
25009001101,25,009,001101,310,41,13,0,159,204,2,316,37,1,294,32,28,0,296,37,16,0,278,45,17,8,0
25009001102,25,009,001102,392,73,11,0,217,255,4,392,73,1,384,59,20,1,379,64,13,1,370,67,14,9,2
25009001103,25,009,001103,698.89,205.89,22.67,0.94,500.56,408,0.94,728.17,181.33,1.89,707.39,157.72,39.67,0.94,694.17,164.33,29.28,0.94,630.89,184.17,42.5,20.78,0.94
25009001104,25,009,001104,470,144,15,1,327,298,0,510,117,0,494,95,34,1,483,103,29,0,433,126,31,20,0
25009001105,25,009,001105,297,96,11,0,203,198,1,299,98,1,301,74,21,0,298,79,18,0,275,88,22,7,0
25009001106,25,009,001106,494,115,12,0,286,332,0,489,116,0,476,110,23,0,478,113,9,0,450,115,24,6,1
25009001107,25,009,001107,448.98,148.59,16.8,0.1,338.35,268.71,4.5,485.81,117.1,0.4,452.99,112.94,30.46,1.14,449.92,112.01,26.87,0.2,408,124.68,35.52,13.83,0.21
25009001108,25,009,001108,849,416,42,2,825,470,5,967,335,1,957,301,39,0,921,294,38,1,789,366,66,32,3
25009001109,25,009,001109,729,353,35,1,713,401,5,853,247,1,850,204,36,2,797,227,36,1,699,279,61,20,2
25009001110,25,009,001110,498,211,13,0,427,292,4,546,182,0,551,149,24,0,519,165,23,0,477,185,33,12,0
25009001111,25,009,001111,486.07,232.25,26.57,0,461.13,274,3.49,545.52,182.72,1.75,528.27,161.11,33.48,0.87,514.47,165.09,34.34,0.87,448.05,192.54,42.46,24.62,2.62
25009001112,25,009,001112,635.55,881.53,56.64,0.15,1252.61,278.36,0.04,880.39,687.39,0,886.87,632.1,28.35,0.01,793.03,686.68,30.27,0,691.14,718.37,75.08,20.51,0
25009001113,25,009,001113,716.78,846.38,44.86,0,1272.06,300.07,0,942.08,658.96,0,988.94,574.22,27.91,0,891.24,620.08,28.91,0,744.69,686.87,81.75,20.94,0
25009001114,25,009,001114,581,798,42,0,1144,243,0,795,603,0,810,560,18,0,750,576,29,0,634,619,64,21,0
25009001115,25,009,001115,640.92,1008.84,50.37,0,1375.04,256.01,0.06,873.27,800.79,0,921.36,703.42,23.16,0,828.94,774.48,13.26,0.01,702.84,826.06,69.45,8.15,0.02
25009001132,25,009,001132,1851.03,1133.95,99.22,6.86,2258.29,819.62,5.05,2208.61,882.94,0,2050.33,869.29,97.63,1.95,1962.79,907.77,71.82,1.95,1748.57,941.67,197.08,52.78,0.97
25009001139,25,009,001139,1230.91,706.96,59,1.07,1474.53,506.35,3.07,1444.38,560.1,0.03,1352.51,570.68,52.18,0.04,1324.64,551.84,54.77,0.01,1143.31,591.73,128.26,38.77,0.01
25009001140,25,009,001140,1260.49,671.5,72.9,3,1455.79,543.11,2.09,1487.69,500.84,0.03,1413.05,507.54,60.73,0.98,1402.75,491.23,47.73,0,1246.67,515.28,111.87,40.5,0
25009001141,25,009,001141,1050.43,594.88,81.03,1.98,1238.18,474.32,0.99,1255.97,476.3,0,1209.52,451.59,47.43,0,1178.89,445.67,46.44,0,1044.5,478.28,100.79,36.56,0
25009001142,25,009,001142,1060.58,704.12,67.7,1.33,1410.13,421.5,3.28,1303.75,538,0.77,1223.36,544.53,41.63,0.01,1228.87,521.53,32.48,0.19,1058.84,557.1,118.83,23.58,0
25009001143,25,009,001143,918.03,565.19,47.37,2.45,1130.38,387.96,0.82,1105.06,429.61,0,1027.47,445.13,45.74,0,1064.23,404.29,28.59,0.82,913.94,435.33,107.81,17.15,0
25009001144,25,009,001144,1151.36,687.05,48.51,1.98,1420.64,454.41,0,1357.28,529.65,0,1278.08,538.56,44.55,0.99,1249.37,532.62,33.66,0,1082.06,558.36,123.75,32.67,0
25009001216,25,009,001216,854,729,97,1,1261,385,5,1078,583,1,1068,514,55,1,983,554,67,1,867,606,86,31,0
25009001217,25,009,001217,842.64,798.65,88.51,0.04,1309.91,380.21,7.14,1053.68,667.9,0.01,1052.17,597.64,52.12,0,971.46,647.68,53.11,0.01,853.34,713.02,70.93,34.75,0.03
25009001218,25,009,001218,799.96,586.5,58.85,0,1021.39,411.95,10.97,940.6,508.7,1,956.56,439.88,42.89,1,899.7,460.82,53.86,1.99,789.98,534.64,44.89,30.92,1
25009001219,25,009,001219,787.46,569.27,49.59,3.97,957.05,423.48,4.96,939.2,462.16,0.99,920.35,432.41,45.62,0.99,913.41,425.46,41.65,0.99,821.18,475.05,50.58,26.78,0
25009001220,25,009,001220,815,990,74,1,1505,337,4,1080,776,0,1082,723,45,1,1019,741,46,0,893,813,76,26,0
25009001221,25,009,001221,658.98,849.41,64.16,1.03,1219.19,321.27,16.97,849.49,714.05,2,907.11,616.18,34.25,1,813.42,669.91,50.15,2,720.02,711.17,60.19,30.1,1
25009001222,25,009,001222,535.8,107.35,21.85,0.95,316.35,341.05,2.85,551,107.35,1.9,536.75,91.2,36.1,0.95,538.65,98.8,14.25,0.95,517.75,103.55,17.1,10.45,1.9
25009001223,25,009,001223,697,593,55,2,1019,314,11,848,495,3,861,452,23,2,818,462,42,3,734,530,40,19,2
25009001224,25,009,001224,812.4,609.99,55.25,0.08,1071.56,389.41,3.58,968.31,504.49,1.08,986.56,432.32,41.58,0.25,929.15,465.07,52.25,2.17,835.07,531.07,50.75,21.83,1.17
25009001225,25,009,001225,668,436,47,3,777,356,4,777,368,1,786,314,45,1,749,329,39,2,678,376,31,17,4
25009001226,25,009,001226,719.6,495.01,57.75,0.92,897.44,345.59,6.42,850.69,412.51,0.92,853.44,366.68,28.42,2.75,815.85,385.93,35.75,1.83,726.93,429.93,52.25,20.17,1.83
25009001227,25,009,001227,734,742,67,3,1194,327,3,954,587,2,955,547,36,2,893,559,50,1,814,623,47,20,0
25009001228,25,009,001228,807,1117,79,3,1619,355,6,1073,901,3,1145,781,36,0,1035,835,47,2,904,923,73,25,2
25009001229,25,009,001229,697,871,66,0,1298,294,13,926,697,1,962,618,31,1,865,667,40,3,756,739,49,22,3
25009001237,25,009,001237,823.12,1102.57,85.79,0.03,1596.98,372.57,0.28,1102.03,908.24,0.03,1149.33,798.49,28.68,0.03,1031.93,865.83,40.05,0.03,870.51,915.35,115.2,17.66,0.06
25009001238,25,009,001238,881,1193,93,0,1766,336,0,1152,1002,0,1137,944,35,0,1059,965,42,0,919,1008,111,27,0
25009001278,25,009,001278,1539.91,919.05,84.1,8.99,1785.7,734.5,9.51,1809.69,726.69,0.53,1740.1,677.78,87.98,0.5,1704.86,655.73,76.41,2.5,1520.62,715.78,132.36,60.77,1.02
25009001340,25,009,001340,1346.65,864.69,94.57,2,1635.38,615.93,3,1581.35,708.2,1,1513.67,677.55,78.28,0,1429.59,714.86,76.72,1,1308.47,740.76,112.85,48.84,1
25009001341,25,009,001341,1063.91,870.47,83.89,2.96,1529.74,446.09,10.86,1277.09,730.33,1.97,1291.89,627.69,52.31,0.99,1183.33,713.55,42.44,1.97,1043.19,737.24,113.5,29.61,0
25009001342,25,009,001342,954.1,403.94,51.31,0,931.22,463.66,0,1090.37,317.53,0,1032.45,299.64,53.06,0,970.79,336.78,51.95,0,891.37,348.14,77.91,34.61,0
25009001343,25,009,001343,1153.21,367.06,45.65,0,1007.12,547.85,0,1278.31,280.31,0,1224.43,252.01,64.83,0,1189.74,266.62,59.35,0,1099.34,311.36,72.13,38.35,0
25009001344,25,009,001344,1125.35,465.75,59.09,0,1124.05,523.11,0,1302.6,355.57,0,1245.49,326.51,54.13,0,1174.42,362.54,54.12,0,1084.24,395.63,64.15,33.08,0
25009001345,25,009,001345,1157.05,526.93,53.88,0,1217.32,510.49,0,1334.22,413.69,0,1283.07,385.38,48.4,0,1231.02,409.12,35.62,0,1126,443.83,63.01,29.22,0
25009001346,25,009,001346,804,626,51,0,1118,339,0,1008,461,0,1027,392,34,0,921,434,43,0,801,505,72,33,0
25009001347,25,009,001347,955.46,654.98,52.33,0.02,1254.3,398.87,0.16,1154.7,510.39,0.01,1134.05,451.22,53.53,0,1043.91,505.18,45.16,0.05,941.27,568.99,47.5,32.53,0.09
25009001388,25,009,001388,826,576,61,0,1062,380,0,998,460,0,976,411,53,0,942,425,49,0,829,482,50,40,0
25009001389,25,009,001389,875,721,93,0,1281,405,0,1122,567,0,1151,473,53,0,1057,526,57,0,941,551,91,36,0
25009001390,25,009,001390,783.4,637.06,55.61,0,1111.19,347.31,0,981.44,487.79,0,984.37,429.26,36.1,0,917.05,470.23,31.22,0,798.03,534.62,62.44,21.46,0
25009001391,25,009,001391,1027,826,59,0,1429,454,0,1249,659,0,1229,614,40,0,1152,662,37,0,1031,704,70,28,0
25009001392,25,009,001392,638,512,39,0,891,294,0,777,398,0,793,349,16,0,757,368,21,0,653,418,47,11,0
25009001393,25,009,001393,832,945,75,0,1502,308,0,1065,770,0,1076,706,30,0,979,754,44,0,866,817,64,24,0
25009001394,25,009,001394,923,713,81,0,1298,389,0,1113,600,0,1110,545,38,0,1034,590,35,0,951,632,55,23,0
25009001395,25,009,001395,888.55,959.37,87.14,0,1538.12,355.92,0,1125.05,798.97,0,1136.4,719.61,31.36,0,1037.66,781.9,41.93,0,927.85,805.3,97.55,19.85,0
25009001465,25,009,001465,646,555,60,6,983,257,11,853,409,4,876,350,21,6,820,361,36,4,691,422,82,19,3
25009001466,25,009,001466,654,723,51,3,1125,268,9,878,532,0,889,480,27,1,839,496,34,0,716,557,69,19,0
25009001467,25,009,001467,710,742,64,5,1193,293,11,952,560,1,980,482,26,1,925,490,33,3,774,554,93,22,2
25009001468,25,009,001468,556,243,35,0,546,273,5,633,189,2,632,162,25,2,604,176,27,1,531,200,52,22,2
25009001469,25,009,001469,508.47,280.77,34.97,1,544.49,271.72,3,601.39,221.81,1,588.41,197.83,31.97,1,578.42,206.82,22.98,1,522.47,228.8,42.96,14.98,1
25009001470,25,009,001470,523.4,515.16,56.02,3,785.37,282.22,5,689.46,395.13,0,712.44,336.12,30.03,0,679.44,344.13,37.01,0,585.4,387.14,78.03,17.01,1
25009001471,25,009,001471,408.25,193.8,26.56,1.97,409.24,213.47,1.97,453.5,171.17,3.93,445.63,135.76,34.43,1.97,438.75,146.58,19.67,1.97,400.38,166.25,28.53,14.76,0.98
25009001472,25,009,001472,562,350,42,0,670,274,4,680,264,0,665,246,26,1,650,248,24,0,566,281,52,17,0
25009001473,25,009,001473,552.56,445.11,43.34,0,764.73,260.03,4.51,700.63,337.67,2.71,713.27,282.6,30.7,2.71,676.25,298.85,37.02,0.9,583.25,334.96,59.59,25.28,0.9
25009001474,25,009,001474,610,551,53,2,889,298,7,790,400,1,803,343,35,1,759,364,33,0,638,407,74,21,0
25009001475,25,009,001475,601,527,29,0,867,272,4,752,403,0,767,356,15,2,726,386,15,1,638,415,56,14,0
25009001476,25,009,001476,1153.14,739.16,39.5,0,1516.94,400.39,2.78,1340.46,582.8,0,1368.73,504.65,23.25,0,1284.95,567.18,19.48,2,1090.45,667.68,80.75,22.33,1
25009001477,25,009,001477,659.9,740.71,55.73,0.99,1159.24,263.04,7.13,852.97,597,0,872.45,522.17,29.34,0.99,832.74,530.56,32.08,0.99,702.04,579.38,87.04,17.44,0.99
25009001478,25,009,001478,476,560,41,1,827,230,4,643,429,0,641,396,22,0,617,398,27,0,518,452,54,10,0
25009001479,25,009,001479,676.96,618.13,31.77,0.01,975.82,319.56,5.1,836.57,482.2,1,848.82,427.18,27.41,1.01,786.3,455.27,29.45,0.01,701.51,495.94,59.2,23.24,1.01
25009001480,25,009,001480,619,828,55,2,1163,274,10,817,668,3,846,595,26,1,783,626,34,2,664,673,77,22,1
25009001481,25,009,001481,541.45,721.3,51.12,0.95,1039.35,231.91,6.63,749.7,553.75,0,793.24,476.13,18.93,0,717.51,507.37,30.29,0,615.28,555.65,64.37,20.82,0
25009001482,25,009,001482,608.55,853.7,38.88,3.05,1213.65,251.09,12.37,835.3,655.25,2,880.76,585.87,22.07,0,824.49,596.63,26.71,0,701.72,652.35,74.63,16.18,1
25009001614,25,009,001614,656.04,340.74,43.16,1.96,682.7,334.73,1.97,738.59,294.53,1.96,716.99,259.16,32.44,1.96,681.68,277.77,30.46,0.98,614.8,289.66,56.94,25.55,0
25009001615,25,009,001615,993.46,443.76,46.34,0.04,1018.61,451.95,5.02,1120.53,359.22,2.97,1106.21,307.75,47.47,2.97,1057.07,342.62,51.35,1.98,942.01,379.1,81.47,36.34,1.98
25009001616,25,009,001616,1116.49,561.69,55.09,2.95,1215.85,508.57,4.92,1276.84,467.25,0,1244.37,399.38,64.92,0,1202.07,413.15,59.02,0,1050.59,471.19,87.55,48.2,0
25009001618,25,009,001618,1464.63,1679.47,121.06,3,2449.57,723.72,19,1884.27,1379.22,1,1895.97,1252.5,79.37,1,1753.33,1335.28,78.16,0,1533.25,1402.96,161,48.3,175
25009001625,25,009,001625,1379.24,528.63,61.55,3.04,1168.49,776.95,7.34,1543.66,422.44,2.07,1433.32,391.87,104.37,1.93,1409.34,403.22,91.9,0.97,1258.11,414.97,138.37,75.03,0.98
25009001626,25,009,001626,502.03,37.75,14.46,0,171.89,377.52,0,506.84,40.97,0,465.88,40.16,36.95,0,476.32,37.75,21.69,0,463.47,35.34,22.49,16.87,0
25009001627,25,009,001627,1151.19,296.78,55.69,0.96,799.64,689.4,0.02,1253.16,241,0,1177.5,236.03,67.63,0.96,1182.33,231.13,52.91,0.96,1062.08,246.35,109.95,37.28,1.91
25009001628,25,009,001628,1339.29,274.75,53.18,0.98,847.89,812.43,4.92,1442.69,217.63,1.97,1298.91,228.47,104.39,0.98,1314.67,215.66,83.71,0,1215.2,233.39,88.63,56.13,0
25009001629,25,009,001629,806,304,47,0,656,479,3,910,229,0,861,215,59,0,847,211,46,0,765,225,67,33,1
25009001630,25,009,001630,758,400,38,0,798,377,3,864,331,0,862,295,35,1,854,300,23,1,758,342,60,16,1
25009001631,25,009,001631,782.13,442.07,58.01,1,818.14,449.07,5,938.15,345.06,1,914.15,310.05,47.01,1,891.14,314.05,40.01,1,782.13,352.06,87.01,27,0
25009001632,25,009,001632,754,557,47,0,998,347,5,931,419,1,935,387,24,1,906,389,28,1,801,431,60,23,1
25009001633,25,009,001633,1064.93,334.5,52.81,0.06,804.77,631.54,1.16,1167.37,277.2,0,1105.47,266.08,55.28,1.01,1079.51,264.56,58.75,0.04,1008.32,264.31,86.91,37.95,0
25009001634,25,009,001634,957.08,188.79,55.11,1,585.41,602.19,1,1028.31,165.13,0,966.92,157.08,59.05,1,976.8,157.87,45.76,0,895.89,170.63,68.77,34.37,1
25009001635,25,009,001635,1132.59,501.83,70.97,0.18,1073.5,622.72,2.3,1316.94,378.58,2.07,1232.15,355.94,91.3,0.05,1201.41,360.98,83.89,1.05,1056.21,384.35,134.54,61.39,1.05
25009001636,25,009,001636,982.23,349.79,63.24,3.04,797.52,577.26,1.08,1115.43,276.48,1.03,1046.28,258.52,69.34,1.04,1044.65,260.2,52.64,2.02,938.04,276.87,99.17,37.82,1.05
25009001637,25,009,001637,954.67,312.42,52.22,0.92,667.9,633.09,3.66,1054.54,249.2,0,983.99,244.62,64.13,0,991.32,233.63,54.97,0.92,912.53,244.62,83.37,36.65,0
25009001638,25,009,001638,911.54,446.82,33.4,2.09,961.55,413.1,7.3,1033.79,358.27,0.02,1018.73,324.63,33.72,0,1001.75,320.84,25.28,2.05,874.43,361.04,67.68,22.21,2
25009001639,25,009,001639,932.48,709.47,66.91,0,1281.39,397.19,4,1107.6,596.86,0,1118.86,524.46,39.73,0,1058.89,547.62,54.01,1,925.97,618.26,69.19,32.96,0
25009001640,25,009,001640,603.88,646.31,55.26,0,1012.38,268.39,2.96,789.38,505.21,0,813.06,430.21,43.42,0,735.11,474.62,52.3,0.99,642.36,519.02,55.26,32.56,0
25009001641,25,009,001641,457,652,64,1,940,209,5,619,545,0,637,482,32,0,572,514,42,1,502,533,70,28,0
25009001649,25,009,001649,486.35,514.9,33.47,0,771.85,242.19,0,630.08,389.86,0,647.8,335.72,29.54,0,610.39,346.55,28.55,0,511.94,397.74,50.21,21.66,0
25009001650,25,009,001650,586.96,529.97,36.2,0.11,811.36,326.42,1.32,740.14,402.72,0.3,752.42,347.6,30.35,0.27,697.07,381.84,29.49,0.33,603.14,422.39,53.86,18.82,0.33
25009001651,25,009,001651,493.29,500.76,33.6,0,767.47,229.85,0.05,616.11,398.06,0,633.92,354.62,22.7,0,608.61,364.74,15.43,0,526.3,408.13,30.94,15.43,0
25009001652,25,009,001652,504,552,57,0,793,285,0,668,420,0,687,365,33,0,625,384,35,0,547,441,37,21,0
25009001653,25,009,001653,407.93,528.92,30,0,742.88,202.97,0,560.91,404.94,0,585.91,363.94,10,0,542.91,375.94,13,0,457.93,436.93,22,9,0
25009001654,25,009,001654,498,746,43,0,1023,231,0,717,570,0,744,507,19,0,692,517,24,0,562,579,51,18,0
25009001655,25,009,001655,503,540,46,0,795,265,0,659,427,0,686,364,27,0,622,391,29,0,537,440,49,15,0
25009001656,25,009,001656,467.1,728.14,34.15,0.06,950.89,226.44,0.17,623.96,582.82,0.03,677.07,497.46,20.35,0.05,605.53,532.22,28.07,0.02,505.58,580,48.27,14.31,0.03
25009001657,25,009,001657,519,594,31,0,862,239,0,673,443,0,693,395,17,0,636,421,26,0,541,452,51,19,0
25009001658,25,009,001658,521.33,721.35,30.13,0,991.65,241.4,0,689.54,568.5,0,738.33,488.65,20.66,0,670.94,511.81,20.93,0,558.63,569.4,49.59,16.46,0
25009001833,25,009,001833,652.83,461.68,40.19,1.96,912.59,232.31,5.88,816.52,342.1,0.98,739.09,371.5,26.47,0,771.43,309.75,27.45,0,651.85,342.1,76.46,19.6,0
25009001834,25,009,001834,883,422,52,1,1020,330,1,1021,333,0,936,365,31,2,983,295,28,0,866,325,79,32,0
25009001835,25,009,001835,755.05,327.29,36.81,0.99,778.93,328.28,0.99,862.49,254.67,0,783.9,289.49,33.82,0,803.8,252.68,36.81,0,718.24,273.57,50.73,32.83,0
25009001836,25,009,001836,875.5,391.17,40.84,0.01,990.95,309.88,0.95,998.95,300.99,0,920.08,322.91,39.88,0.95,919.24,284.91,49.35,0,813.87,324.72,67.38,30.42,0
25009001837,25,009,001837,773.81,479.58,61.04,2,1058.61,266.49,6.05,953.99,369.06,0,867.04,391.16,37,0.05,903,328.25,32.47,0,760.72,370.25,87.37,25.52,0
25009001838,25,009,001838,870,492,46,2,1126,276,2,1043,360,0,946,402,31,0,1007,329,27,0,828,399,90,20,0
25009001873,25,009,001873,1693.02,1623.16,129.69,0,2682.67,733.27,0,2155.92,1313.89,0,2173.87,1201.16,67.84,0,2000.29,1298.92,82.8,0,1691.02,1383.72,227.46,46.89,0
25009001966,25,009,001966,1120.59,898.84,73.39,0.01,1601.31,484.44,0,1379,721.89,0,1317.92,688.61,56.24,0,1269.42,717.88,39.26,0,1073.5,757.11,142.71,23.16,0
25009001972,25,009,001972,1424.88,1039.51,101.95,2,1896.09,633.47,8.96,1686.16,866.33,1.01,1629.58,792.52,77.06,0.01,1526.32,856.31,72.03,0.03,1382.5,874.25,133.67,51.3,0
25009ZZZZZZ,25,009,ZZZZZZ,79.95,53.68,4.66,0.04,102.24,34.8,0.25,97.1,41.15,0.06,92.5,39.23,4.25,0.03,89.86,40.24,4.26,0.02,78.03,43.64,8.81,2.76,0.02
25011000078,25,011,000078,811.09,196.05,32.01,0,450.09,586.06,0,848.1,185.04,0,796.11,145.03,93.01,0,768.1,152.04,92.01,0,757.09,151.04,37,68.01,0
25011000147,25,011,000147,670,320,47,0,687,347,2,749,288,0,746,235,47,1,692,244,67,2,641,267,39,46,2
25011000510,25,011,000510,692.62,210.12,42.27,1.88,507.79,424.58,3.87,726.9,206.82,1.96,676.32,171.48,81.07,1.88,642,180.73,97.21,1.88,606.54,187.54,36.07,86.45,0
25011000561,25,011,000561,384.78,183.24,41.22,0.08,360.39,242.4,0.17,400.02,200.84,0.08,406.77,149.12,47.72,0.08,386.57,162.3,41.57,0.08,360.46,171.45,19.26,40.13,0
25011000621,25,011,000621,506.88,224.36,41.76,0,437.4,327.28,0.09,561.97,204,0.06,526.91,169.82,65.12,0,500.49,185.43,66.58,0,458.22,194.61,27.03,76.24,0
25011000627,25,011,000627,802.05,236.35,29.06,0,556.01,500.8,0,848.54,215.04,0,806.89,167.58,80.4,0,786.55,185.01,77.49,0,744.9,196.64,23.25,76.52,0
25011000655,25,011,000655,1806.49,718.89,87.62,0.99,1566.67,1039.26,3.97,1996.49,607.54,0.99,1977.18,485.98,120.93,0.99,1861.87,535.78,152.64,0,1731.45,580.55,62.76,154.62,0
25011000709,25,011,000709,402.47,216.78,36.07,0,415.51,236.01,0,442.48,208.48,0.93,452.51,160.16,33.29,0,419.44,160.96,56.96,0.93,381.23,192.44,22.51,34,0.93
25011000825,25,011,000825,538.38,216.34,18.77,0,454.41,321.05,1.98,559.12,212.39,1.98,543.32,161.02,55.32,0,531.46,170.9,53.34,0.99,504.79,176.82,23.71,42.48,0
25011000850,25,011,000850,411,198.04,19.65,0.79,400.79,224.75,0,446.37,176.03,0,429.86,143.81,36.94,0,410.22,148.53,44.01,0,400.79,147.74,11.79,40.08,0
25011000851,25,011,000851,783.74,333.9,35.45,0.14,726.68,424.87,0.01,852.91,287.09,0.01,829.01,244.35,49.56,0,796.58,258.2,59.77,0,747.86,274.09,25.12,58.06,0
25011000852,25,011,000852,658.15,219.83,38.97,0.08,501.13,414.5,0,698.69,214.63,0,658.04,179.4,69.7,0,634.07,186.87,76.41,0,605.13,189.79,29.18,65.01,0
25011000853,25,011,000853,698,220,25,0,497,445,0,739,205,0,704,171,53,0,682,184,60,0,642,200,24,51,0
25011000854,25,011,000854,640.56,142.45,23.89,0,381.4,424.59,0,683.76,122.23,0,597.37,110.28,89.15,0,591.85,113.04,84.55,0,558.77,128.66,19.3,79.04,0
25011000855,25,011,000855,694,134,42,0,355,504,0,725,133,0,648,107,104,0,614,115,119,0,598,112,24,113,0
25011000856,25,011,000856,498.11,214.09,22.09,0.01,430.94,294.53,1,532.37,197.91,0.01,490.84,169.85,58.01,0.01,467.25,187.85,57.86,0,439.19,195.37,20.53,56.42,0
25011000857,25,011,000857,510.65,130.17,35.71,0,283.1,387.12,1.04,550.71,120.68,1,483.47,97.72,85.8,0,480.66,105.36,74.8,0,450.78,115.57,20.67,67.77,0
25011000858,25,011,000858,400,189,17,0,374,221,1,442,159,0,432,132,34,0,409,139,37,0,378,151,16,39,0
