GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSRCRA,G18USSDHEI,G18USSOWRI,G18HALRARM,G18HALDSCH,G18HALITUT,G18HALOWRI,G18SOSDBOS,G18SOSICOA,G18SOSIJAE,G18SOSOWRI,G18ATGRSTE,G18ATGDTHO,G18ATGOWRI,G18AGRRGOE,G18AGRDDOT,G18AGROWRI,G18PSCRCHR,G18PSCDBRA,G18PSCOWRI,G18PSCRKRO,G18PSCDBUC,G18PSCOWR2,G18TAXRRAU,G18TAXDOVE,G18TAXOWRI
38081002603,38,081,002603,109.1,141.1,1,124.1,113.1,10,0,95.1,29,116.1,0,149.1,96.1,1,124.1,124.1,1,121.1,116.1,1,126.1,108.1,2,119.1,120.1,0
38081002604,38,081,002604,238.9,314.9,0,264.9,246.9,23,0,235.9,50,222.9,0,308.9,225.9,0,238.9,302.9,0,266.9,249.9,0,253.9,253.9,0,260.9,269.9,0
38081002605,38,081,002605,87,167,1,108,136,9,1,131,24,90,1,124,124,3,96,162,0,106,130,2,111,127,1,104,144,1
38083000701,38,083,000701,606.8,179,3,634.8,115,37,1,153,97,501.8,4,666.7,115,0,679.7,103,1,613.8,154,2,607.8,156,0,607.8,159,0
38085003101,38,085,003101,18,268,1,44,212,20,1,212,25,38,1,50,229,0,55,213,3,36,232,1,28,241,1,39,231,2
38085003102,38,085,003102,46.9,42,2,44.9,34.7,5.2,0,37.9,9.4,36.4,0,51,34.7,0,50,37.7,0,41.9,41.8,0,42.8,38.8,0,43.8,42.9,0
38085003103,38,085,003103,14.9,128.8,1,26.8,107,4,1,106,5.9,22.8,1,30.7,109,0,30.7,104,0,24.8,110,0,17.8,113.9,0,20.8,116.9,1
38085003104,38,085,003104,109,79.6,0,117.4,61,7.2,0,66.1,24.9,84.3,0,129.6,52,1,135.8,49.8,0,105.3,78.2,0,99,81.3,0,106,77.4,0
38085003105,38,085,003105,16.1,339.2,2,36.2,280,34,1,282,28.1,38.2,1,43.3,305,1,48.3,300,2,29.2,320,1,35.2,309.1,3,25.2,316.1,2
38085003106,38,085,003106,23,356,8,53,291,38,1,294,43,40,1,60,316,4,73,301,1,40,338,2,40,331,4,40,334,2
38087003901,38,087,003901,86,17,1,89,10,5,0,16,16,64,0,88,15,0,90,13,0,89,14,0,86,16,0,81,22,0
38087003902,38,087,003902,115.2,32.8,0,123.2,21.9,4,0,28.8,20.9,91.4,0,117.2,28.8,0,124.2,22.9,0,123.2,24.8,0,106.3,36.8,0,114.2,28.8,0
38087003903,38,087,003903,105,23,0,106,21,1,0,21,22,78,2,110,17,0,116,11,0,111,15,0,99,20,0,101,22,0
38089003601,38,089,003601,458.4,85.1,3,474.4,62.1,17,0,78.1,97.1,349.3,1,474.4,74.1,0,480.4,64.1,0,455.4,87.1,0,463.4,77.1,0,440.4,104.1,0
38089003602,38,089,003602,537,164,2,577,100,26,1,125,114,431,1,594,110,0,603,103,0,542,146,0,544,141,0,518,175,0
38089003603,38,089,003603,1319.7,498.1,8.4,1417,319.8,81,4.7,374,333.2,982.7,9.3,1436.4,351.6,6.5,1427.3,334.6,5.6,1266.8,469.8,6.5,1274.8,449.4,3.7,1254.4,505.6,5.6
38089003604,38,089,003604,1175.5,309.5,8.6,1281.9,173.3,29.8,2.3,227.9,236.8,925.5,6.6,1258.5,211.4,4.4,1282.7,173.4,2.4,1176.6,241.9,4.4,1136.5,254.3,2.3,1129,311,1.4
38089003605,38,089,003605,194.1,76,2,221.2,45,6,0,49,39,176.1,0,212.2,57,0,220.2,47,0,194.1,66,0,194.1,64,0,191.1,74,0
38089003606,38,089,003606,203,45,1,200,34,11,0,41,29,156,1,208,34,1,211,26,0,195,40,0,192,39,1,179,54,1
38089003607,38,089,003607,418,140,4,461,82,18,3,106,83,336,1,454,98,1,465,82,1,422,119,1,422,111,1,394,145,2
38089003701,38,089,003701,4639.6,1833.4,41,5141.9,1129.9,219.2,9,1449,932.9,3681.7,28,5064,1340,6,5116.9,1176.9,12,4690.5,1509.3,15,4489.5,1614.2,15,4477.4,1757.4,14
38091002301,38,091,002301,98,99,1,110,85,3,1,82,25,82,3,137,59,0,125,67,0,114,75,0,109,79,0,106,89,0
38091002302,38,091,002302,77,124,2,84,110,8,0,96,20,80,1,128,72,0,117,86,0,93,100,0,102,91,0,93,105,0
38091002303,38,091,002303,78.3,115,0,90.2,97.1,6,0,81.3,22.8,84.2,0,114,78.3,0,117,76.3,0,95.1,96.1,0,94.2,93.2,0,89.2,101.1,0
38091002304,38,091,002304,67.6,109.9,0,82.7,87.7,7,0,84.6,19.2,68.7,0,97.9,79.6,0,100.9,75.6,0,83.7,90.7,0,78.7,93.7,0,69.7,104.7,0
38091002305,38,091,002305,80.8,110.4,1,97.1,86.1,6,0,74,12.5,93.3,0,117.4,68.6,0,117.5,69.6,0,90.1,84.8,0,92,83.8,0,84,100,0
38093001201,38,093,001201,588,501,3,634,383,43,3,406,109,469,4,745,305,4,702,315,3,599,389,6,592,367,4,599,396,5
38093001202,38,093,001202,836,788,15,921,603,59,7,616,179,688,3,1101,474,4,1072,463,4,908,566,2,848,598,3,879,624,1
38093001203,38,093,001203,614.6,516.6,9.8,649,384.3,51,2,422.5,124.5,450.9,2,741.1,328.4,2,724.5,314.7,3.9,628.4,375.5,2.9,592.1,391.1,2.9,603.9,426.4,1
38093001204,38,093,001204,638.5,495.9,8.2,656.2,398.2,57.6,3,422.6,152.5,472,7,748.6,357.7,1,746.5,342.3,1.1,655.9,397.2,2,632.5,416.4,2,653.5,427.9,1
38093001205,38,093,001205,462.7,384.5,4,464.7,314.4,43.1,0,299.4,103.2,350.5,0,547.8,269.4,0,533.8,266.4,2,474.7,301.4,1,458.7,295.4,1,462.7,325.5,0
38093002901,38,093,002901,176,86,1,187,68,4,0,83,25,134,0,198,54,0,207,48,0,192,49,0,180,56,0,176,67,0
38093002902,38,093,002902,130,72,1,133,56,7,2,69,34,89,2,144,55,0,152,46,0,135,60,0,135,55,0,131,64,0
38093002903,38,093,002903,239.2,183.1,1,258.2,141.1,12,1,131.1,45,183.2,0,302.2,108.1,0,308.2,102.1,0,253.2,127.1,1,241.2,125.1,0,248.2,148.1,1
38093002904,38,093,002904,487.9,259.7,7.3,499,196.9,29,1.1,189.7,94.2,383.7,0,564.3,168,1,565.1,157.5,0.1,496.6,179,0.1,473,181.3,0,476.9,215.1,0
38093002905,38,093,002905,363.5,117.6,3,372.6,94.3,13.2,1,112.5,63.5,286,4,396.7,80.4,0,401.8,72.3,3,369.6,92.5,0,364.5,94.5,0,360.6,104.5,1
38093002906,38,093,002906,438.5,248.5,3.2,461.2,185.8,22,0,205.6,63.5,345.2,1,522.1,144.7,1,500.8,158.4,0.1,442.8,189.6,0.1,421.1,189,1.1,448.3,200.7,0
38093002907,38,093,002907,516.5,374.6,10.5,550.7,285.2,32.3,1.9,308,134.1,379.5,0.9,624.9,255.8,0,619.2,237.7,2.9,536.4,285.2,1.9,516.5,296.6,0.9,514.5,320.4,0.9
38095001501,38,095,001501,430.5,272.7,4,454.5,218.8,24,2,223.8,69.9,365.6,3,505.4,190.8,2,494.5,187.8,0,432.5,240.7,1,431.5,236.7,0,427.5,251.7,1
38095001502,38,095,001502,102,95,1,106,84,7,0,77,21,95,0,124,72,0,133,65,0,106,84,0,101,88,0,107,87,0
38095001503,38,095,001503,91,129,1,105,110,6,0,102,10,101,0,120,94,0,126,91,0,100,114,0,101,108,0,109,107,0
38097002001,38,097,002001,55,77,1,64,61,5,0,42,11,69,2,89,36,0,82,41,0,68,56,0,67,55,0,69,55,0
38097002002,38,097,002002,84.1,92.1,1,92.1,80.1,4,0,77.1,20,72.1,0,116.1,60.1,0,116.1,59.1,0,102.1,72.1,0,103.1,69.1,0,93.1,78.1,1
38097002003,38,097,002003,35,46,0,38,40,1,0,39,6,34,1,46,33,0,50,29,0,42,35,0,40,36,0,38,40,0
38097002004,38,097,002004,300.5,408.2,4,328.8,342.3,36.6,1,322.6,89.4,268.8,0,448.6,247.2,0,417.9,278.9,0,356.3,325.7,2,346.5,331.5,1,365.8,324.1,2
38097002005,38,097,002005,104.5,111.8,2,134.2,79.7,2.4,0,81.4,25.6,101.2,0,148.4,63.8,1,143.1,68.1,0,126.7,84.3,1,128.5,80.5,1,113.2,99.9,1
38097002006,38,097,002006,180.8,191.8,2,190.8,168.8,13,0,158.8,22,172.8,0,251.7,116.9,2,248.7,115.9,1,192.8,159.8,1,193.8,155.8,1,185.8,175.8,0
38097002007,38,097,002007,105.2,85.2,0,110.2,73.2,4,0,71.2,12,96.2,1,129.3,56.1,0,128.3,59.1,0,111.2,69.2,0,118.2,63.2,0,108.2,75.2,0
38097002008,38,097,002008,237.1,254.1,2,282.1,186.1,15,2,181.1,60,231.1,1,328.1,154.1,0,329.1,147.1,0,286.1,180.1,0,296.1,166.1,0,251.1,216.1,0
38097002009,38,097,002009,106,108,0,108,86,15,0,83,18,103,1,139,70,0,131,74,1,103,101,0,112,90,0,100,105,0
38097002010,38,097,002010,195,184,2,219,144,14,0,138,42,185,0,256,122,0,251,122,0,218,151,0,218,153,0,215,158,0
38097002011,38,097,002011,173,209,1,197,170,10,1,145,43,181,1,246,128,1,253,120,1,204,161,3,203,157,3,198,172,1
38097002012,38,097,002012,158.9,220.9,4,179.9,178.9,21,2,175.9,34,160.9,1,239.9,139.9,1,219.9,148.9,3,189.9,175.9,3,179.9,183.9,2,174.9,198.9,0
38099001001,38,099,001001,728,678,7,835,530,48,0,411,165,761,4,999,394,2,1006,375,2,823,508,2,801,510,1,785,570,2
38099001901,38,099,001901,1822.8,1259.7,18,1888.8,1050.6,117,5,946.6,344.2,1601.6,6,2232,801.5,6,2260,753.5,7,1909.8,1002.5,6,1877.8,1011.6,6,1844.8,1106.6,6
38101000301,38,101,000301,492.2,204.6,4,520.3,140.2,37.3,1,172.4,111.7,389.6,4,553.5,141.3,2,564.6,121.1,1,492.2,185.4,1,495.2,171.4,1,480.2,204.5,1
38101000302,38,101,000302,657.8,340.2,7.8,686.3,237.8,63.5,3.9,285.2,141.1,513.1,4.1,747.5,243.1,3.2,769.4,209.7,2.1,668.4,298.5,1.2,669.5,286.7,1.2,671.2,305.7,1.2
38101000303,38,101,000303,561,202,6,581,133,40,0,169,137,412,2,594,152,1,622,115,1,549,181,0,545,171,0,535,200,0
38101000304,38,101,000304,1963,1428.2,39.1,2066.4,1028,260.2,7.1,1222.4,583.2,1405.4,11.9,2216,1121.6,13.7,2289.1,983.2,7.9,2003.3,1237.1,8.8,1957.3,1238.9,8.8,1979.6,1283.8,7.8
38101000401,38,101,000401,513.9,196.2,4,535.9,143.2,29,1,168.2,94.1,424.7,2,574,137.1,1,585,115.1,1,520.9,175.2,1,515.9,164.2,1,537.9,164.2,2
38101000402,38,101,000402,352.4,139.2,2,388.5,95.2,16,0,132.2,75.1,280.4,2,408.5,84.2,0,421.5,70.2,0,375.4,111.2,0,358.4,114.2,0,369.4,115.2,0
38101000403,38,101,000403,90.1,57,0,103.1,35,5,0,42,13,80.1,0,105.1,38,0,112.1,33,0,100.1,37,0,91.1,43,0,96.1,44,0
38101000404,38,101,000404,135.8,78.9,0,146.7,59.9,7,0,53.9,20,133.8,1,165.7,50.9,0,158.7,55.9,0,141.8,65.9,0,144.8,60.9,0,138.8,69.9,0
38101000405,38,101,000405,172,83,1,181,60,8,0,67,26,147,0,191,63,0,197,56,0,180,71,0,172,70,0,186,66,0
38101000406,38,101,000406,347,118,1,356,76,29,0,105,50,290,1,371,88,0,376,82,0,353,100,0,342,102,0,341,117,0
38101000501,38,101,000501,3422,2328,40,3709,1724,246,12,2023,682,2751,24,4007,1664,11,4033,1553,15,3463,2050,17,3391,2029,15,3442,2118,13
38101003801,38,101,003801,108.4,68,0,116.3,50.2,6.9,0,52.2,26.6,80.8,0,119.2,52.2,0,120.2,52.2,0,110.4,60.1,0,111.3,57.1,0,110.4,60.1,0
38101003802,38,101,003802,684,276,8,747,163,52,0,244,139,538,2,789,169,0,793,162,1,720,215,1,696,228,0,691,261,0
38101003803,38,101,003803,179,65,1,190,43,11,0,52,27,158,0,208,38,0,203,40,0,174,64,1,179,55,0,173,66,0
38101003804,38,101,003804,300.1,108.1,1,309.1,76.1,15,0,110.1,50,226.1,1,326.2,81.1,0,336.2,66.1,0,294.1,95.1,0,286.1,94.1,0,285.1,111.1,0
38101003805,38,101,003805,533,230.6,4,561.9,165.7,32.9,0,234.6,70.9,430.2,0,579.9,174.7,1,592.9,155.7,0,543,196.6,1,540,196.6,0,519,225.6,1
38101003806,38,101,003806,2228.9,1284.4,17,2360.9,929.3,186.1,3,1228.4,487.1,1636.7,7,2551.9,916.3,5,2587,837.2,4,2293.9,1095.3,5,2211.9,1128.3,3,2256.8,1168.4,3
38101004001,38,101,004001,287.5,155.6,1.9,296,118.1,26.2,2.8,139.5,84.2,199.5,1.9,313.7,125.6,1.9,325.8,107.9,1.9,295,135,1.9,297.8,127.5,1.9,275.4,155.5,1.9
38101004002,38,101,004002,24.4,14.3,0.2,25.3,10.9,2.3,0.2,12.8,7.1,17,0.2,27.1,11.3,0.2,28,9.9,0.2,25.1,12.4,0.2,25.2,11.9,0.2,23.6,14,0.2
38101004003,38,101,004003,2053.7,1479.1,28.9,2166.4,1129.8,203.7,14,1314.4,574.1,1445.7,16,2390.9,1105.9,15,2424,1016,14,2127.6,1280.5,14,2090.7,1269.4,15,2050.6,1374.4,13
38103001401,38,103,001401,243.5,58.1,1,242.6,48.8,8.2,0,51.9,31.3,207.2,0,261.9,37.7,0,270.9,29.7,0,247.5,50,0,236.4,55,0,240.5,54,0
38103001402,38,103,001402,183.1,76,0,181.1,68,7,0,59,20,158.1,1,196.1,61,0,210.1,51,0,183.1,73,0,178.1,72,0,184.1,67,0
38103001403,38,103,001403,205,62,1,210,46,12,0,52,40,151,0,206,58,0,214,50,0,206,50,0,196,50,1,202,55,0
38103001404,38,103,001404,185,111,4,206,79,14,0,88,43,152,2,225,74,0,227,71,1,203,87,0,191,94,0,191,100,0
38103001405,38,103,001405,583,242.1,3,600.9,181.3,36.9,0,204.2,75.7,509.2,1,667.6,161.4,0,677.6,145.4,0,589,211.2,0,570,220.1,1,589.9,215.2,0
38103001406,38,103,001406,201.9,73,1,211.9,53,11,0,55,39,171.9,1,217.9,53,1,229.9,42,0,199.9,69,0,200.9,59,2,206.9,64,1
38105000101,38,105,000101,961,440,8,1007,308,68,3,326,256,713,8,1080,317,2,1099,261,2,990,352,2,990,343,3,975,383,2
38105000102,38,105,000102,1236,505,11,1299,342,75,2,378,347,840,7,1379,325,3,1379,283,2,1277,372,2,1262,371,5,1231,442,3
38105000103,38,105,000103,175,71,0,175,54,15,0,51,78,104,2,184,57,0,193,42,0,177,58,0,180,55,0,175,64,0
38105000104,38,105,000104,1525.2,683.3,19,1625.2,457.2,95.1,9,543.2,396.3,1089.8,16,1682.2,487.2,10,1714.3,441.2,8,1608.2,518.2,5,1596.2,512.2,4,1550.2,586.3,5
38105000201,38,105,000201,947.9,211,4,966.7,130.8,50.5,1,176.3,245.7,638.8,2,972.6,169.4,2,1003.3,122.9,1,949.8,176.3,1,951.8,166.4,2,915.2,211,0
38105000202,38,105,000202,118,33,0,127,18,6,0,27,22,97,0,128,21,0,127,23,0,119,27,0,119,27,0,116,30,0
38105000203,38,105,000203,1042.3,277.6,3,1039.5,198.6,65.6,1,253.1,289.7,632,7,1070.6,223.1,2,1075.9,192.6,4,1017.3,237.2,2,1020.4,236.1,2,1000.9,270.6,2
38105000204,38,105,000204,105,27,2,102,25,4,0,25,28,75,0,102,26,2,110,21,0,104,23,1,105,21,2,93,36,1
38105000205,38,105,000205,174.1,109.3,1,171.2,84.5,24.8,0,88.4,52.7,127.3,1,185.1,94.4,0,178.1,99.4,1,167.2,108.3,0,174.1,103.3,0,159.2,116.3,0
38105000206,38,105,000206,253,52,0,254,39,8,0,52,84,146,2,251,45,0,269,29,0,245,45,0,242,48,0,235,56,0
38105000207,38,105,000207,219,144,2,227,114,20,0,130,56,148,0,244,117,0,255,95,0,222,119,0,226,112,0,200,150,0
38105000208,38,105,000208,759,156,0,778,108,23,1,155,216,473,3,785,117,1,786,113,1,744,147,2,739,144,2,723,174,2
38105000209,38,105,000209,118,73,0,135,47,7,0,47,43,89,0,145,42,0,148,40,0,124,53,0,130,48,0,130,53,1
38105000210,38,105,000210,127,64,1,140,40,12,0,54,24,106,1,148,47,0,151,40,1,134,58,0,141,50,0,132,60,0
38105000211,38,105,000211,358,130,7,348,108,26,2,108,125,209,4,359,119,1,367,109,1,347,122,2,346,121,2,341,128,0
