GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20USSRDAI,G20USSDBUL,G20HALRROS,G20HALDWIL,G20GOVRGIA,G20GOVDCOO,G20GOVLBIS,G20ATGRKNU,G20ATGDGRA,G20SOSRJAC,G20SOSDBEN,G20AUDRDOW,G20AUDDMOR,G20AUDLROO,G20SPIRARN,G20SPIDROM,G20SPILLEA
30049000016,30,049,000016,763,968.3,44.4,717.9,1061.8,752,1002.5,715.6,1000.7,59.4,758,992.6,853.4,894.1,734.8,936,69.6,697.5,999.7,65.4
30049000017,30,049,000017,298,993,35,281,1051,293,1023,267,1023,41,296,1022,333,980,273,966,68,261,992,57
30049000018,30,049,000018,642,618,28,593,707,625,662,587,670,44,629,653,697,585,599,613,62,511,728,45
30049000019,30,049,000019,589,307,43,544,393,581,348,540,348,50,597,335,620,308,567,308,56,538,334,64
30049000020,30,049,000020,903.5,553.2,55.8,845.7,666.3,848.4,647.1,782.9,652.9,76.4,880.1,628.2,935.3,562.7,835.4,555,100.2,775.5,639.2,80.1
30049000021,30,049,000021,1190,491,33,1146,573,1139,558,1102,560,49,1163,524,1206,486,1105,483,89,1027,578,69
30049000022,30,049,000022,206,554,30,193,603,203,587,181,578,37,205,579,243,536,184,535,52,189,556,36
30049000023,30,049,000023,726,531,28,703,588,724,556,702,564,27,713,556,751,512,671,519,67,613,605,53
30049000024,30,049,000024,686,855,36,680,917,691,892,652,901,43,705,872,745,821,649,835,78,548,978,50
30049000025,30,049,000025,518,707,48,496,780,532,732,470,755,47,504,755,550,706,478,705,63,455,735,67
30049000026,30,049,000026,1069.9,982.2,40.9,1062.6,1062.3,1085.7,1026.2,1025.5,1050.4,44,1091.8,993.1,1155.6,925.3,1025.8,958.2,92.9,976.3,1025.5,83.2
30049000027,30,049,000027,1271.3,607.8,55.8,1200.6,731.3,1233.5,680.5,1150.8,704.4,82.7,1245.4,664.6,1308.2,598.8,1186.7,578.9,121.6,1091,719.4,95.7
30049000028,30,049,000028,978.8,454.5,38.9,947.9,528.3,956.9,508.3,913,503.4,51.8,986.8,469.5,1007.7,445.5,926,436.6,84.7,876.2,494.4,77.8
30049000029,30,049,000029,376.9,243.1,14.7,366.7,262.3,374.5,257.6,363.5,253.9,15.2,372.4,252.3,385.8,236.8,356.9,241.1,21.2,342.8,258.1,17.9
30049000030,30,049,000030,148.1,48.5,7.9,145.1,58.3,149,55.4,142.1,52.4,10.8,144.1,56.3,151,48.5,135.2,48.5,14.8,127.3,57.3,14.8
30049000031,30,049,000031,565.7,165.3,11,539.6,201.3,546.7,193.2,536.6,170.3,34,556.7,177.2,559.7,169.2,536.6,159.2,36.1,510.4,188.3,31.1
30049000032,30,049,000032,66.9,8.6,0,65.9,9.6,66.9,7.6,65,9.6,1,67.8,7.6,66.9,7.6,65.9,6.7,1.9,61.1,9.6,2.9
30049000033,30,049,000033,651.3,167.5,8.4,625.5,199.3,624.4,188.1,605.3,182,31.9,625.7,183.3,642.5,166.7,585,168.9,45.2,580.9,199.4,31.3
30051000001,30,051,000001,289,41.5,2.1,277,57.6,269.1,61.5,274,54.6,6,278.1,52.5,276.1,46.5,280,38.5,6.1,244.9,67.6,14
30051000002,30,051,000002,166,90,3,153,106,153,106,155,91,10,158,97,165,82,149,87,10,133,110,11
30051000003,30,051,000003,189,74,3,184,82,178,86,187,75,5,181,86,189,73,183,70,7,167,96,1
30051000004,30,051,000004,179,44,5,177,54,178,51,174,48,6,171,50,177,48,168,39,13,151,60,12
30053000001,30,053,000001,433.3,112.2,7.7,422.9,127.4,426.6,124.6,418,117,15.3,432.3,114.1,427.7,113.1,413.3,108.4,20,413.3,116,16.2
30053000002,30,053,000002,341.3,83.3,4.4,334.2,88.8,326.5,92.7,311.3,87.5,22.2,326.8,91.2,336.4,81.3,313.2,81.2,20.5,311.1,91.3,16.5
30053000003,30,053,000003,1764.5,499.1,56.7,1752.9,569.1,1760.2,562.7,1709.7,541.8,67.6,1792,507.8,1787,501.8,1712.4,482.8,90.6,1690.3,524.1,90.1
30053000004,30,053,000004,439.9,149.4,13.2,432.9,168.6,428,170.5,404.8,159.5,28.2,436,149.4,430,156.4,417.8,143.3,26.2,395.8,155.4,32.2
30053000005,30,053,000005,156.7,52.1,4.1,162.6,51.3,162.6,48.4,147.7,58.1,7.2,160.8,50.1,164.7,46.2,160.4,44.1,6.3,148.6,50.2,8.2
30053000006,30,053,000006,218.9,88.9,4.5,215.9,95.5,213.5,98,212.7,83.8,16.8,217.6,89.8,217.7,86,199.8,78.3,23.4,200.2,87.2,17
30053000007,30,053,000007,311.5,139.2,16.9,291.8,171.9,300.6,165,288.8,148.1,31.7,315.6,148.1,315.5,151.1,303.6,135.2,27.8,294.6,147.1,21.9
30053000008,30,053,000008,681.1,247.7,19.1,679.9,274.9,678,273.9,667.9,265.7,17.3,706.1,237.8,693.1,248.8,656.1,237.7,46.1,641.1,257.7,35.1
30053000009,30,053,000009,896.1,466,31.4,870.8,523.5,887.8,496.7,850.3,478.4,63.6,902.2,461.1,919.6,452.6,846.2,446.2,73.8,813.3,489.4,64.4
30053000010,30,053,000010,629.9,211,16.3,625,232.1,637.5,220.7,610.6,226.3,18.3,653.8,194.8,638.5,206.2,621.1,190.9,28.9,590.5,213,31.7
30053000011,30,053,000011,697.6,152.5,11.5,679.7,178,704.7,154,675.2,158.1,27.3,710.2,141.2,704.9,145.5,664.7,145,36.6,657.8,165.5,25.8
30053000012,30,053,000012,983.7,242.4,31.4,959.1,290.5,966.1,284.6,926.8,263,55,993.5,242.3,969.1,260.9,921.9,242.3,67.8,912,266.9,47.2
30053000013,30,053,000013,892.1,324.9,14.2,839.9,377.3,870,344.1,834.8,344,42.4,891.1,312.9,890.2,312.9,858.8,299.8,45.5,830.6,325.1,40.4
30053000014,30,053,000014,230.4,68.1,8.8,227.4,80.8,230.1,78.1,225.3,71.6,11.4,233.2,70,237.9,67.9,223.6,67.4,11.9,222.6,70.8,11.5
30055000004,30,055,000004,375.5,60.3,9.7,370.6,72,364.8,74.9,358,61.3,16.5,375.5,63.2,379.3,51.6,357,58.3,12.7,347.3,74.9,14.6
30055000008,30,055,000008,336.4,51.7,5.4,334.1,55.3,331.7,58.5,329.4,53,7.8,337.3,50.9,332.8,48.9,320.3,43.8,13.8,321.6,49.6,14.8
30055000027,30,055,000027,247.5,51.6,2.2,244.2,59,238.8,62.4,236.7,59.2,7.3,246.7,55.6,230.4,62.3,233.8,55.4,10.2,223.8,62.4,11.2
30057000005,30,057,000005,849.7,265.6,19.8,827.9,319,840.8,298.2,798.3,304.1,41.5,836.9,297.1,845.8,282.3,802.2,267.4,54.5,772.6,303.1,42.5
30057000007,30,057,000007,673.6,199.7,12.2,652.4,235.2,658.5,222,646.1,217.1,20.5,673.5,202.1,686.5,188.9,645.1,182.8,49.5,625.8,223.1,22.5
30057000020,30,057,000020,1493.2,779.5,41.1,1475.5,844.1,1475.5,819.7,1465.5,772,68.4,1524.1,764.3,1545.7,732,1414,689.2,143.4,1396.6,768.1,84.8
30057000021,30,057,000021,373.6,224.1,24.9,354.7,267.9,361.6,257.9,333.9,246.8,39.9,360.9,248.8,382.7,228.8,333.7,223.7,53.1,331.6,245.8,33
300570001-1,30,057,0001-1,128.5,97.6,6.1,122.5,110.8,121.5,108.7,114.3,109.6,8.2,124.5,103.6,131.5,95.6,118.2,86.5,18.3,120.1,101.6,3.3
300570001-2,30,057,0001-2,175.5,47.4,1.5,173.3,54.1,170.4,54.8,162.4,54.2,5.8,173,49.2,172.3,49.8,162.7,48.2,6.8,163.5,50.2,4
300570015-1,30,057,0015-1,197.4,47.1,7.9,201.1,53.4,198,53.3,190.2,55.8,7.5,198.5,52,196.2,51.6,182.4,50,14.3,186.6,58.7,6.1
300570015-2,30,057,0015-2,287,104.6,11.1,283.2,124.5,274.4,122.4,269.2,111.7,26.7,291,110.5,306.5,97.8,262.9,109.2,31.1,275.6,112.7,12.2
30059000005,30,059,000005,831.3,258.3,19,810.6,306,832.3,273.3,821.4,256.3,32.9,847.3,246.3,845.4,247.2,811.3,219.4,54,770.5,282.1,41.9
30061000022,30,061,000022,274.9,160.9,7.9,257.1,195.2,125.1,121.7,259.9,168.9,19.8,276.3,167.8,280,162.9,263.6,151.3,30.6,257.6,161.3,27.5
30061000024,30,061,000024,128.4,64.5,4,117.4,75.6,129.5,64.5,119.4,67.5,7.1,126.4,67.5,126.4,64.5,120.4,62.5,10.1,113.3,66.6,14.1
30061000025,30,061,000025,370.6,127.7,13.5,362.8,148,381.1,127.8,357.9,126.8,25.1,373.3,127.7,373.3,123.9,360.8,121,15.5,346.3,141.3,14.5
30061000026,30,061,000026,355.6,111.8,7.2,337.5,131.1,344.7,117.8,326.4,106.7,34.4,345.7,115.7,350.6,108.7,328.4,107.7,25.3,303.2,137.9,25.3
30061000027,30,061,000027,154.4,26.4,2,143.7,36.2,144.6,35.2,144.6,26.4,10.8,156.4,22.5,150.5,25.4,141.7,25.4,10.8,135.8,29.3,11.7
30061000030,30,061,000030,541.6,194.3,14.3,514.3,229.4,519.7,211.6,504.4,209.3,33.7,441.4,198.5,430.7,198.2,492.8,190.8,48.6,477.6,218.2,36.7
3006300014N,30,063,00014N,158,79,7,157,84,161,77,152,80,8,160,75,163,72,152,70,11,147,77,10
3006300014S,30,063,00014S,155,92,5,155,97,152,99,148,87,15,157,94,164,84,147,85,14,140,97,10
3006300089B,30,063,00089B,77.5,92.9,1.9,86.4,91.2,82.9,94,84.9,86.8,5.2,89.2,87.5,90.1,85,80.2,86.5,6.9,85.5,86.1,3.6
3006300089C,30,063,00089C,317.6,202.6,18.7,310.1,229.1,321.8,216.1,290.9,215.6,27.1,327.9,200.4,334,195.8,307,201.6,21.2,291.2,215.4,23.5
3006300089L,30,063,00089L,449,303,16,437,337,455,316,441,307,25,458,308,462,296,427,295,35,414,320,25
3006300089P,30,063,00089P,232,1371,38,250,1404,268,1377,246,1371,30,277,1350,283,1338,232,1301,78,227,1327,69
3006300090E,30,063,00090E,442,1113,26,464,1128,474,1109,445,1108,36,477,1092,486,1080,440,1039,84,430,1098,44
3006300090R,30,063,00090R,161,386,22,152,415,161,406,152,381,32,160,393,173,381,152,361,44,146,385,27
3006300090W,30,063,00090W,627,1778,55,626,1852,659,1806,631,1778,61,686,1740,709,1707,637,1673,105,593,1758,70
3006300091L,30,063,00091L,374.3,1825.4,48,351.6,1910,369,1872.3,324.2,1832.7,96.8,389.9,1818.5,389.6,1812.5,322.5,1765.7,124.1,308.3,1814.8,89.2
3006300092B,30,063,00092B,709.7,791.6,41.4,649.8,886.6,697.5,833,655.5,808.6,70.2,709.9,799.9,727.7,773.1,649.1,766.4,88,622.2,821.3,65.1
3006300092C,30,063,00092C,417.7,261.9,19.3,403.3,301.3,413,284.9,389.7,279.2,32.8,424.6,267.6,434.1,250.4,384.3,258.1,43.1,373.6,282.1,34.6
3006300092P,30,063,00092P,557.6,324.1,16.2,531.4,366.5,547.6,347.2,531.4,329.2,32.3,554.6,317.1,558.7,311,512.4,311,44.3,494.3,336.2,39.2
3006300094E,30,063,00094E,251.3,323.1,15,244.4,350.1,251.3,335.1,246.3,316.2,27.9,273.3,315.2,271.3,318.2,238.4,338.1,13,245.3,325.1,17
3006300094F,30,063,00094F,811.7,407.5,18.3,792.6,446.6,819.2,415.8,790.1,407.5,36.6,829.2,391.7,828.3,380.9,750.2,395.9,59.9,739.4,420.8,50.7
3006300094H,30,063,00094H,700.6,1081.9,47.4,716.3,1119.6,729.6,1094.2,725.3,1056.9,47.6,760.8,1038.8,780.9,1006.6,686.3,1015.5,82.7,666,1073.9,58.6
3006300094L,30,063,00094L,268.2,1247.6,50,260.5,1314,276.8,1292.8,248,1234.2,85.6,294.1,1258.2,298,1245.7,244.1,1201.5,99,241.3,1221.7,77.9
3006300095L,30,063,00095L,368,1692,58,345,1776,364,1749,341,1671,111,401,1693,412,1662,336,1604,132,321,1660,101
3006300096E,30,063,00096E,2340.4,2903.1,174.6,2222.7,3194.4,2339.4,3035.8,2227.7,2888.1,262.4,2454.2,2841.2,2482.1,2777.4,2219.7,2753.5,288.3,2091,2900.1,266.4
3006300096F,30,063,00096F,701.4,316.2,33.6,662.6,382,686,353.8,645.2,344.1,51.3,702,327,697.8,315.8,635.1,317.8,62,610,343.8,61.1
3006300096W,30,063,00096W,553.3,392.5,16.3,543.1,425.8,563.3,402.6,547,391.2,26.9,582.2,376.8,595.4,357.9,549.4,361.6,39.5,530,382.1,35.6
3006300097H,30,063,00097H,618.1,529.2,35.2,600.5,593.2,609.8,581.1,608.9,532.9,45.5,658,517.1,663.6,502.2,581.9,501.3,73.3,578.2,538.5,44.5
3006300097L,30,063,00097L,1931.1,1466.9,91.9,1865.9,1636.8,1932.1,1554.8,1876.8,1471.8,154.1,2025,1425.4,2008.2,1420.4,1850.1,1379.9,196.6,1751.3,1530.1,158.1
3006300098N,30,063,00098N,271.2,434.4,15.7,263.2,461,278.8,442.5,262.1,429.7,29.5,276,434.5,293.5,414.1,256.4,413.9,42.2,243.6,442.2,23.7
3006300098S,30,063,00098S,609,1009,57,598,1083,622,1052,601,1005,68,659,997,662,980,587,986,63,562,1019,56
3006300100N,30,063,00100N,325,1215,41,300,1281,328,1242,277,1241,65,339,1212,344,1205,281,1164,97,269,1195,81
3006300100S,30,063,00100S,218,783,32,210,832,229,803,215,768,55,226,787,239,771,197,728,77,191,757,60
300630089CS,30,063,0089CS,987.3,1024.6,48.7,978.8,1089,997.3,1061.3,999.9,1005.7,58.2,1044,979.3,1047.9,965.2,947.6,964.9,103.6,904.9,1058.1,54.2
300630089LC,30,063,0089LC,108.9,184.6,4.3,111.6,190.1,112.9,188.7,113.3,181.4,6.8,119,181.6,121.1,176.2,103.5,180.4,14.1,104.4,184.3,10.6
300630089UC,30,063,0089UC,86,298,10,82,308,98,291,77,290,18,92,285,95,282,72,247,47,68,274,28
300630090CC,30,063,0090CC,550,895,46,542,964,566,932,557,887,57,599,871,594,854,538,841,75,516,896,49
300630091SC,30,063,0091SC,123,966,16,108,1013,123,990,110,974,33,130,966,136,960,105,936,58,113,942,39
300630092EM,30,063,0092EM,401.7,662.6,51,369.4,740,389,706.6,347.8,673.3,87.2,429.1,665.5,415.4,667.5,361.5,626.3,101.9,354.7,681.2,58.8
300630092Se,30,063,0092Se,896,453,24,859,520,884,485,869,451,49,917,446,911,447,870,439,51,806,494,51
300630092Sw,30,063,0092Sw,293,111,5,283,122,288,117,277,117,10,289,111,298,101,266,109,20,268,110,20
300630094SM,30,063,0094SM,630,276,20,612,309,615,301,592,280,45,637,271,646,259,604,262,36,555,312,37
300630095Ha,30,063,0095Ha,502.5,1045,41.8,462.3,1125.2,508.5,1076.1,468.5,1053.3,64.8,507,1055.1,525.2,1045.4,456.6,1001.6,107.8,455,1046.2,66.5
300630095He,30,063,0095He,353.2,544,26,317.2,610.5,333.3,590.6,304.6,561.9,62,345.1,560.1,349.7,556,316,523.4,67,297.5,551.4,55.7
300630095SC,30,063,0095SC,205,967,33,209,1002,211,992,199,950,53,234,942,237,943,199,911,58,179,940,48
300630096SM,30,063,0096SM,216,127,15,203,152,208,146,194,137,21,219,125,223,115,181,125,38,185,136,21
300630097PC,30,063,0097PC,305.3,176.5,2.1,295.7,186.1,296.9,183.2,288,182.6,11.9,300.6,170.8,299.3,174.7,282.6,173.3,19,276.6,183,15.5
300630097TR,30,063,0097TR,608.8,652.8,18.2,623.1,677,644.8,643.1,631.1,631,31.8,655.6,615.8,653.2,612,600.6,607.8,55,565.6,657.5,44.7
300630098TR,30,063,0098TR,799.8,896.9,39.5,773.3,974.1,811.6,929.1,773,908.9,61.9,828.8,886.8,831.1,865.9,744.5,867,84,726.5,932.4,60.1
300630099CS,30,063,0099CS,935.1,990.8,52.6,929.5,1068.5,977.1,1009,946.6,997.8,52.1,1019.1,946,1021.2,927.7,944.9,930.9,66.9,896.5,1002.9,57.1
300630099MH,30,063,0099MH,739.3,1223.8,47.2,703.2,1321.2,750.4,1269,712.2,1241.8,64.3,782.5,1216.7,811.5,1176.6,709,1154.6,116.4,661.9,1245,81.3
300630099RN,30,063,0099RN,354,783,38,333,850,356,816,342,796,43,388,774,390,762,328,755,69,301,797,63
300630099RS,30,063,0099RS,588,960,39,568,1030,600,990,569,965,57,629,936,609,945,556,914,85,528,977,56
30063091RsE,30,063,091RsE,284.9,1046.1,27.2,287,1082.4,305.6,1056,295.7,1050.6,22.2,322.2,1017.5,317.1,1027.8,282.7,1012.1,33.6,283.3,1018.6,31.7
30063091RsW,30,063,091RsW,393.2,1969.1,31.1,413.3,2001.2,427.7,1974.3,421.1,1968.2,22.8,433.9,1946.2,440.3,1933.2,419,1897.1,55,388,1953.8,31.9
30063098CSP,30,063,098CSP,726,1218,76,677,1342,721,1292,665,1232,120,766,1217,777,1187,680,1160,128,643,1222,112
30063100SJE,30,063,100SJE,257,1528,39,261,1570,283,1543,262,1520,46,283,1523,279,1519,248,1466,80,243,1522,41
30063100SJW,30,063,100SJW,345,1925,39,317,2011,350,1963,319,1937,69,366,1912,372,1897,330,1835,103,307,1878,77
30065000001,30,065,000001,377,98,13,359,132,364,121,360,106,19,384,100,382,101,368,93,20,345,125,11
30065000003,30,065,000003,362,67,3,339,95,340,88,344,78,9,350,75,345,76,329,79,14,308,100,16
30065000005,30,065,000005,649.8,74.2,4.1,629.1,96,619.3,103.1,614.4,85.1,26.6,642,72.4,642.9,75.2,611.4,71.2,30.6,589.7,98.9,34.5
30065000006,30,065,000006,777.3,138.2,23,764.8,168.9,768.7,161.2,752.4,145.9,35.5,787.9,136.3,780.2,139.2,738.9,136.3,43.2,719.7,157.4,46.1
30065000007,30,065,000007,123.6,15.6,1,118.8,22.4,119.7,20.4,116.8,15.6,7.8,123.6,15.6,123.6,14.6,117.8,14.6,5.8,112.9,20.4,5.8
30065000008,30,065,000008,121.5,18.8,1,119,22.1,118.1,22.7,119.4,18.1,3.5,121.9,16.7,117.6,16.8,115.9,13.7,7.8,114.1,20.6,2.9
3006700059A,30,067,00059A,736.8,270.8,16.1,721.5,309.3,727.8,302.7,721.9,281.1,25.6,745.9,275.4,735.1,278.2,710.1,266.2,41.9,668.9,318.5,30.7
3006700059B,30,067,00059B,916.2,564.3,16.1,893.7,610.9,910.2,578.6,868.3,582.8,44.7,927.4,551.6,930.3,541.6,868.6,536.4,63.9,838.7,576.6,50.7
3006700059C,30,067,00059C,741.5,466.1,17.8,747.3,483.1,738.5,481,738.3,457.4,30.8,764.2,455.3,771.1,444.4,708.8,428.5,62.4,699.7,468.2,39.7
3006700059D,30,067,00059D,461.5,503.4,14.9,446.6,537.3,455.6,520.3,439.6,511.4,29.9,472.5,500.4,467.5,500.4,444.6,474.5,39.9,416.7,513.4,35.9
3006700060A,30,067,00060A,481.2,353.5,18.8,466.6,387.5,475.2,374.3,476.9,354.1,25.6,485.1,358.8,508.5,336.1,457.2,333.3,44.5,447.9,363.4,28.8
3006700060B,30,067,00060B,586.4,341.2,26.7,553.2,403.1,569.6,376.9,558.2,350.1,45.2,583.6,356.9,587.1,347.7,550.3,320.1,68,520.9,353.1,63.6
300670060CL,30,067,0060CL,621.8,546.8,38.8,608.5,604.5,624.6,575.2,591.6,565.6,49.2,650.1,539.3,662.6,515.5,583.9,515.5,76.7,572.5,561,53
300670060DL,30,067,0060DL,430,502.2,26.3,407.5,553.1,419,531.1,407.1,498.8,53.6,419.9,516,432.5,502.1,399.7,459.2,67.5,370.4,504.7,52.7
300670060EL,30,067,0060EL,347.4,607,24.8,330.2,658.4,317.2,661.9,323.8,622.9,39,344.6,628.7,354.4,618,335.6,574.6,59.1,299.7,628.8,44.7
300670060FL,30,067,0060FL,295.8,526.6,34.2,272.5,578.3,281.6,560,278.5,532.8,35.5,307.7,533.8,307.8,533.7,269.4,500.5,69.7,270,522.8,49.7
300670060GL,30,067,0060GL,405.1,596.8,26.4,392.2,639.1,412.4,618.6,392.5,605.9,38.8,430.5,583.6,439.7,581.2,410.7,550,51.4,377.4,596.3,36.4
30069000001,30,069,000001,281.9,36.8,10.4,283.7,48.1,281.8,48.2,282.8,41.5,6.6,289.4,37.8,285.6,43.4,274.3,34,16,263.9,51,10.4
300710011-N,30,071,0011-N,1368,309.8,25.2,1328.7,369.3,1301.6,375.2,1334.6,316,41.4,1356.9,326.9,1362,292.8,1328.5,281.6,52.6,1239.9,379.4,47.5
300710011-S,30,071,0011-S,565.3,106.4,4.9,563.4,114.2,555.5,114.2,570.2,96.7,11.7,567.3,106.4,573.1,101.5,554.6,99.6,14.7,539.9,112.3,19.5
30073000019,30,073,000019,248.3,106.1,7.1,228.3,134.3,237.4,123.2,237.1,106.2,15.3,249.5,109.1,262.6,97,243.2,98,15.3,220.5,122.8,14.3
30073000020,30,073,000020,19.1,235.2,7,17.1,248.3,21.1,245.3,19.1,230.2,15,24.1,240.2,24.1,240.2,16.1,240.2,10,14,240.3,12.1
30073000023,30,073,000023,119.2,22.9,1,115.2,27.8,117.2,25.9,116.2,24.9,2,120.2,21.9,120.2,21.9,115.2,24.9,2,109.3,26.9,5
30073000024,30,073,000024,471.2,162.3,14,437.2,216.3,445.1,203.4,445.2,181.3,27,467.2,180.3,471.2,162.3,444.2,160.3,30.1,400,216.5,27.1
30073000027,30,073,000027,484.9,162.2,15,448.9,211.2,479.8,175.3,480.9,150.2,24,483.9,162.2,497.9,143.2,471.9,138.2,29,416.7,209.4,22
30073000029,30,073,000029,130.1,33.1,2,131,34.2,120.2,40.1,130,34.1,2,127.1,33.1,130.1,29.2,127.1,28.1,6,104.3,51.9,7
30073000034,30,073,000034,206.6,75.5,5,203.6,84.4,202.6,83.4,206.6,74.5,6,206.6,79.5,214.6,72.5,206.6,71.5,8,181.8,100.3,5
30073000035,30,073,000035,355.6,107.5,9.9,355.6,117.5,343.7,124.4,349.7,112.5,12.9,357.6,110.5,361.6,104.6,341.7,100.6,18.9,292.1,158.2,18.8
30075000003,30,075,000003,46.1,12,0,47,12,47,12,45.9,13,0.1,52.1,7,50,9,47,9,2,46,10.1,2
30075000004,30,075,000004,48,3,0,46,6,46,6,47,4,0,47,3,46,3,48,3,0,46,5,0
30075000005,30,075,000005,118.4,25.6,1.1,117.4,29.7,114.4,32.6,114.5,29.6,1,117.5,25.6,114.5,25.6,108.4,24.6,9.1,101.4,30.6,9
30075000008,30,075,000008,24,4.2,0,22,6.2,22.8,5.3,23,5,0.1,24,4,23.8,3.9,22.5,2.9,2.3,21.2,4.2,2.2
30075000009,30,075,000009,39.2,11.9,0,39.1,12,37.4,12.9,39.1,10.1,1,39.2,10.1,37.3,9.2,34.6,9.2,2.8,31.9,11.9,1.9
30075000011,30,075,000011,387.3,59.3,6.9,378.4,71.2,381.3,70.2,368.5,59.3,17.8,384.3,52.4,375.4,56.3,371.5,46.5,16.8,355.6,65.2,12.8
30075000012,30,075,000012,306.9,38,4,306.9,43,303.9,46,304.9,41,4,312.9,33,310.9,31,296.9,32,9,282.9,52,9
30077000001,30,077,000001,165.9,17.6,2,164.8,20.8,164.9,21.7,161.8,20.8,3.1,159.9,23.6,164.9,20.6,162.8,18.6,2.1,150.7,26.7,5.1
30077000002,30,077,000002,100,29.4,2,93.9,38.5,99.9,33.5,96.8,30.4,6.1,100,31.4,104,27.4,93.7,30.4,5.3,94.7,31.5,6.1
30077000003,30,077,000003,302.2,86.3,4,295.4,97,290.6,99,301,89.2,6,299.6,91,294.7,92.9,283.9,89.1,12.7,258.9,121.8,4.1
30077000004,30,077,000004,220.2,80,12.8,213.3,98.7,211.3,103.7,208.3,88.9,17.8,237,79,233,81,209.3,82.9,18.8,194.5,98.7,20.7
30077000005,30,077,000005,242,110,15,229,140,239,130,217,132,17,251,116,247,117,224,118,23,205,141,21
30077000006,30,077,000006,266.6,117.4,12,240.5,153.5,253.5,139.5,245.6,136.5,14,271.5,125.5,277.5,112.5,251.5,116.5,22.1,221.3,160.6,9
30077000007,30,077,000007,296,103,12,268,142,277,135,269,116,30,287,129,296,113,268,117,26,248,139,22
30077000008,30,077,000008,174.9,50.2,0.2,167.1,58.2,170.1,53.4,161.2,61,4.1,174,49.4,174.2,48.2,168.9,49.2,5.2,153.4,60.9,9.9
30077000010,30,077,000010,79.3,14.1,1,72.3,20.1,76.3,17.1,67.3,21,4,79.3,13.1,77.3,14.1,72.3,13.1,4,67.3,20,3
30077000011,30,077,000011,100.9,14.8,1,98,18.8,100,16.8,97.9,15,3.9,101.9,14.8,101.9,14.8,93.2,14.8,6.7,94,17.8,3.9
30077000012,30,077,000012,129.7,39.5,4.9,126.6,49.4,129.5,46.5,123.7,45.4,6,134.4,36.7,133.4,38.6,118.7,39.5,9,112.9,48.4,7.9
30077000014,30,077,000014,158.8,43,2,155.8,48,146.9,54.9,150.8,47,4,157.8,44,153.8,46,143.8,42,11,150.7,44,4
30077000016,30,077,000016,117.1,48.3,3.1,113.8,52.7,117.6,49.8,110.1,47.4,10.2,120.9,44.5,117.8,46.6,115.3,41.5,7.5,107.3,54.8,1.2
30079000001,30,079,000001,158,46,5,151,66,143,54,133,55,12,143,53,141,52,135,48,13,133,53,10
30079000002,30,079,000002,131,33.3,5,126,41.4,125.9,39.4,116.9,41.5,7,133,31.3,128,36.3,121.9,27.3,11.1,115.8,40.4,7.1
30079000003,30,079,000003,130.5,26.9,3,125.6,31.9,122.6,32.9,119.6,33.9,5,125.6,30.8,124.6,29.8,125.4,25.9,4,120.5,29.9,7.9
30079000004,30,079,000004,188.2,20.6,2.1,188.1,22.8,181.2,22.8,179.2,30.5,2.2,188.3,18.8,185.2,20.7,182.1,17.7,5.2,178.1,24.6,4.3
30081000001,30,081,000001,543.5,157.5,18.1,539.2,178.9,555.4,161.7,530.2,159.4,28.4,549.6,159.5,558.5,150.4,537.3,144.2,29.4,528.1,153.7,26.2
30081000002,30,081,000002,903.8,278.3,13.9,891.9,302.1,905.8,291.2,887.9,273.4,33.7,907.9,275.3,913.8,260.4,867.3,254.5,41.6,856.1,273.6,38.6
30081000003,30,081,000003,592.5,201.5,11,568.7,232.3,584.6,216.4,572.6,193.5,35.9,603.4,197.5,596.5,191.4,579.2,173.6,29.1,560.4,218.2,19.2
30081000004,30,081,000004,617.9,234,12.5,616.3,245.5,621.8,238.9,604.6,235.3,26.4,631.8,229.1,638.5,220.1,610.9,216.9,28.6,579.2,250.1,20.7
30081000005,30,081,000005,836,457.3,20.3,816.6,497.9,833.4,479.4,808.7,468.8,32.6,845.7,449.5,848.3,434.5,807.9,425.7,42.3,773.6,469.7,34.3
30081000006,30,081,000006,772.1,358.5,27.9,743.3,417.1,769.2,395.2,738.2,372.4,44,768.4,374.3,779.4,354.3,748.2,338.4,44.1,712,395.4,33
30081000007,30,081,000007,975.9,595.9,33.6,970.1,647.4,999.2,605.1,969,583.9,58.1,1005.5,575.1,1012.3,560.2,957.7,550.4,59.2,929.3,600.4,45.8
30081000008,30,081,000008,798.9,704,33.5,767.6,775,788.8,745.6,759.7,723.3,49.1,805.1,719.1,823.4,684.3,763.6,678.1,60.1,748.4,707.7,60.1
30081000009,30,081,000009,693.2,460.5,40.3,653.2,542,684.7,498.6,644.5,469.1,67.9,701.4,463.1,704.4,460,653,437.5,62.1,621.5,491.7,43.4
30081000010,30,081,000010,896.6,347.5,27.9,890.4,386.4,910.6,362.2,874.2,358,37.8,912.8,343.8,910.9,342.8,880,331.2,39.5,853.2,368.7,32.7
30081000011,30,081,000011,946.1,358.8,28.8,941.2,408.2,954.1,387.5,937,361.8,35,966.1,358.7,962.3,361.5,920.4,359.5,40.9,906,387.7,32.9
