GEOID,G16PREDCLI,G16PRERTRU,G16PRELJOH,G16PREGSTE,G16PREIFUE,G16PREOLAR,G16PREOSAN,G16PREOWRI,G16USSDLEA,G16USSRMIL,G16USSOERI,G16USSITRU,G16USSODIA,G16USSOWRI,G16HALOWEL,G16HALOCLA,G16HALOWRI,G16GOVDMIN,G16GOVRSCO,G16GOVOLEE,G16GOVOWRI,G16LTGDZUC,G16LTGRBRO,G16LTGOWAR,G16LTGOWRI,G16TREOPEA,G16TREPSCH,G16TREONGO,G16TREOWRI,G16SOSOCON,G16SOSOHER,G16SOSOWRI,G16AUDDHOF,G16AUDRFEL,G16AUDOBRO,G16AUDOWRI,G16ATGDDON,G16ATGRBUC,G16ATGOJAC,G16ATGOWRI
500070022003004,38.7,19.8,2.1,1.1,0.2,0.2,3.4,0.5,42.8,20.6,1.5,1,0.5,0.1,56.9,5.4,0.3,27.1,38.1,1.3,0.1,32.2,31.3,0.9,0.1,49.2,8.6,1.9,0.2,57.1,3.9,0.2,33.1,25.9,1.9,0.1,47,15.4,1.8,0.1
500070022003108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500070023022021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500070021012000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500070021024002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500070021011016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500070021023028,1.7,1.6,0.1,0.1,0,0,0.3,0.1,2.1,1.6,0.1,0,0,0,3.1,0.4,0,1.1,2.6,0.1,0,1.5,2.2,0.1,0,2.8,0.5,0.1,0,3.1,0.3,0,1.5,1.8,0.1,0,2.5,1.2,0.1,0
500070021023018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500070021011051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500070021023036,30.8,28.2,1.9,1,0.3,0.1,5,1.5,36.7,28.8,1.8,0,0.4,0.1,55.5,7.3,0.9,20.3,47,1.6,0.2,26.9,39.6,0.9,0.2,50,8.8,2.2,0.3,56.1,5.8,0.2,27.6,32.2,2.5,0.1,44.4,20.6,1.7,0
500070021011066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500070021024042,5.2,4.7,0.3,0.2,0,0,0.8,0.2,6.2,4.8,0.3,0,0.1,0,9.3,1.2,0.1,3.4,7.9,0.3,0,4.5,6.7,0.2,0,8.4,1.5,0.4,0,9.4,1,0,4.6,5.4,0.4,0,7.5,3.5,0.3,0
500070030001045,3.9,1.2,0.2,0.1,0,0,0.3,0.1,4,1.5,0.1,0.1,0,0,5,0.4,0,3,2.7,0.1,0,3.4,2.2,0.1,0,4.4,0.7,0.1,0,4.9,0.4,0,3.3,1.8,0.2,0,4.3,1.2,0.1,0
500070030002072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500070030002030,13.9,4.2,0.8,0.4,0.1,0,0.9,0.3,14.5,5.4,0.5,0.2,0.1,0,17.8,1.5,0.1,10.7,9.6,0.5,0,12,7.9,0.3,0,15.7,2.4,0.5,0,17.6,1.3,0,11.8,6.4,0.6,0,15.2,4.1,0.5,0
500070030002073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500070002004019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500070002003009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500070002003028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500070002003004,23.7,6.7,0.7,0.6,0.1,0,2.3,0.6,25.3,7.8,0.8,0.4,0.2,0.1,30.2,2.4,0.2,19.4,14.3,0.9,0.1,21.1,12,0.6,0.1,25,5.6,0.9,0.1,29.5,2.4,0.1,22.2,8.7,1.1,0,27.4,5.1,0.9,0
500070001001027,29.8,8.4,0.9,0.8,0.1,0,2.9,0.7,31.7,9.7,1.1,0.6,0.3,0.1,37.9,3,0.2,24.4,18,1.2,0.1,26.5,15,0.8,0.2,31.4,7,1.2,0.2,37.1,3,0.1,27.8,10.9,1.3,0,34.4,6.4,1.2,0.1
500070001001021,6.5,1.8,0.2,0.2,0,0,0.6,0.2,6.9,2.1,0.2,0.1,0.1,0,8.2,0.7,0.1,5.3,3.9,0.3,0,5.8,3.3,0.2,0,6.8,1.5,0.3,0,8.1,0.7,0,6,2.4,0.3,0,7.5,1.4,0.3,0
500070002002008,66.4,18.8,2.1,1.8,0.2,0.1,6.5,1.6,70.7,21.7,2.4,1.2,0.6,0.2,84.7,6.8,0.5,54.4,40.1,2.6,0.2,59.2,33.5,1.7,0.4,70.1,15.7,2.6,0.4,82.7,6.8,0.2,62.1,24.2,2.9,0.1,76.8,14.2,2.6,0.1
500070001001014,46.6,13.2,1.4,1.2,0.1,0.1,4.5,1.1,49.6,15.2,1.6,0.9,0.4,0.1,59.4,4.7,0.4,38.1,28.1,1.8,0.1,41.5,23.5,1.2,0.3,49.2,11,1.8,0.3,58,4.7,0.2,43.5,17,2.1,0.1,53.9,10,1.8,0.1
500070002004010,12.1,3.4,0.4,0.3,0,0,1.2,0.3,12.9,3.9,0.4,0.2,0.1,0,15.4,1.2,0.1,9.9,7.3,0.5,0,10.8,6.1,0.3,0.1,12.8,2.8,0.5,0.1,15,1.2,0,11.3,4.4,0.5,0,14,2.6,0.5,0
500070001002009,14.9,2.4,0.5,0.8,0,0,1.2,0.3,15.3,3,0.8,0.4,0.2,0,17.1,1.5,0.2,13.7,5.6,0.6,0,14.2,4.5,0.5,0.1,13,4.7,0.5,0,16.3,1.7,0.1,13.9,3.4,0.8,0,15.8,2.2,0.8,0
500070003001029,54.2,5,1.4,4.3,0.1,0.1,4.4,0.5,54.6,5.5,4.3,1.5,1.5,0.2,57.1,6.5,0.4,52.5,12.2,3.3,0.2,55.9,8.4,1.9,0.3,37.1,21.2,2.5,0.3,51.5,8.7,0.3,49.7,7.1,3.8,0.2,54,5.1,4.2,0.2
500070004003001,35.6,5.8,1.1,1.9,0.1,0,2.8,0.7,36.5,7.2,2,0.9,0.6,0.1,41,3.6,0.4,32.7,13.5,1.3,0,34.1,10.9,1.2,0.2,31.2,11.3,1.3,0.1,39,4.2,0.2,33.3,8,1.9,0,37.9,5.4,1.8,0.1
500070004003004,54.2,8.9,1.7,2.9,0.2,0,4.3,1.1,55.6,11,3,1.3,0.9,0.1,62.4,5.4,0.6,49.8,20.5,2,0.1,51.9,16.5,1.9,0.3,47.5,17.3,2,0.2,59.4,6.3,0.3,50.7,12.2,2.8,0,57.7,8.2,2.7,0.2
500070004002002,34.2,3.1,0.9,2.7,0.1,0,2.8,0.3,34.4,3.5,2.7,1,0.9,0.1,36,4.1,0.3,33.1,7.7,2.1,0.1,35.3,5.3,1.2,0.2,23.4,13.4,1.6,0.2,32.5,5.5,0.2,31.4,4.5,2.4,0.1,34.1,3.2,2.7,0.1
500070002003024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500070004002003,31.5,2.9,0.8,2.5,0.1,0,2.6,0.3,31.7,3.2,2.5,0.9,0.9,0.1,33.2,3.8,0.2,30.5,7.1,1.9,0.1,32.5,4.9,1.1,0.2,21.6,12.4,1.5,0.2,30,5,0.2,28.9,4.2,2.2,0.1,31.4,3,2.4,0.1
500070004002005,71.5,6.5,1.8,5.7,0.2,0.1,5.8,0.6,72,7.3,5.6,2,2,0.3,75.3,8.6,0.5,69.2,16.1,4.4,0.2,73.7,11,2.5,0.4,49,28,3.3,0.5,68,11.4,0.4,65.6,9.4,5,0.3,71.2,6.8,5.6,0.2
500070021011008,3.1,3,0.3,0.1,0,0,0.4,0.3,3.4,3.5,0.1,0.1,0,0,5.5,0.8,0.1,2,5.2,0.1,0,2.6,4.5,0.1,0,5.3,0.7,0.3,0,5.8,0.6,0,2.8,3.6,0.2,0,4.3,2.5,0.2,0
500070021011038,20.9,20.3,1.8,0.5,0.1,0,3,2.2,23.1,23.5,0.9,0.9,0.3,0.1,37,5.3,0.7,13.4,35,0.7,0,17.3,29.8,0.6,0.1,35.4,5,2.1,0.2,39.2,3.9,0.3,18.9,24.1,1.3,0.1,29,16.8,1.4,0.1
500070021021038,0.6,0.5,0,0,0,0,0.1,0,0.7,0.5,0,0,0,0,1,0.1,0,0.4,0.9,0,0,0.5,0.7,0,0,0.9,0.2,0,0,1,0.1,0,0.5,0.6,0,0,0.8,0.4,0,0
500070021011060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500070021023039,10.7,9.7,0.7,0.3,0.1,0,1.7,0.5,12.7,10,0.6,0,0.1,0,19.2,2.5,0.3,7,16.3,0.6,0.1,9.3,13.7,0.3,0.1,17.3,3,0.8,0.1,19.4,2,0.1,9.5,11.1,0.9,0,15.3,7.1,0.6,0
500070021023040,1.4,1.3,0.1,0,0,0,0.2,0.1,1.7,1.3,0.1,0,0,0,2.6,0.3,0,0.9,2.2,0.1,0,1.3,1.8,0,0,2.3,0.4,0.1,0,2.6,0.3,0,1.3,1.5,0.1,0,2.1,1,0.1,0
500070021024028,1.2,1.1,0.1,0,0,0,0.2,0.1,1.4,1.1,0.1,0,0,0,2.1,0.3,0,0.8,1.8,0.1,0,1,1.5,0,0,1.9,0.3,0.1,0,2.1,0.2,0,1,1.2,0.1,0,1.7,0.8,0.1,0
500070021021036,5.5,5,0.3,0.2,0,0,0.9,0.3,6.5,5.1,0.3,0,0.1,0,9.9,1.3,0.2,3.6,8.3,0.3,0,4.8,7,0.2,0,8.9,1.6,0.4,0,10,1,0,4.9,5.7,0.4,0,7.9,3.7,0.3,0
500070021023047,10.9,10,0.7,0.4,0.1,0,1.8,0.5,13,10.2,0.7,0,0.1,0,19.7,2.6,0.3,7.2,16.7,0.6,0.1,9.6,14,0.3,0.1,17.7,3.1,0.8,0.1,19.9,2,0.1,9.8,11.4,0.9,0,15.8,7.3,0.6,0
500070021023048,15.8,14.5,1,0.5,0.1,0,2.6,0.7,18.8,14.8,0.9,0,0.2,0,28.5,3.8,0.4,10.4,24.2,0.8,0.1,13.8,20.3,0.5,0.1,25.7,4.5,1.1,0.1,28.8,3,0.1,14.2,16.5,1.3,0,22.8,10.6,0.9,0
500070021023054,0.3,0.3,0,0,0,0,0,0,0.3,0.3,0,0,0,0,0.5,0.1,0,0.2,0.4,0,0,0.3,0.4,0,0,0.5,0.1,0,0,0.5,0.1,0,0.3,0.3,0,0,0.4,0.2,0,0
500070021023020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500070021024043,5.2,4.7,0.3,0.2,0,0,0.8,0.2,6.2,4.8,0.3,0,0.1,0,9.3,1.2,0.1,3.4,7.9,0.3,0,4.5,6.7,0.2,0,8.4,1.5,0.4,0,9.4,1,0,4.6,5.4,0.4,0,7.5,3.5,0.3,0
500070021012028,2.9,2.6,0.2,0.1,0,0,0.5,0.1,3.4,2.7,0.2,0,0,0,5.2,0.7,0.1,1.9,4.4,0.2,0,2.5,3.7,0.1,0,4.7,0.8,0.2,0,5.2,0.5,0,2.6,3,0.2,0,4.1,1.9,0.2,0
500070021022003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500070021023024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500070021011014,0.6,0.6,0.1,0,0,0,0.1,0.1,0.7,0.7,0,0,0,0,1.1,0.2,0,0.4,1,0,0,0.5,0.9,0,0,1.1,0.1,0.1,0,1.2,0.1,0,0.6,0.7,0,0,0.9,0.5,0,0
500070030001034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500070030002044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500070001002019,12.9,3.7,0.4,0.3,0,0,1.3,0.3,13.8,4.2,0.5,0.2,0.1,0,16.5,1.3,0.1,10.6,7.8,0.5,0,11.5,6.5,0.3,0.1,13.7,3.1,0.5,0.1,16.1,1.3,0,12.1,4.7,0.6,0,15,2.8,0.5,0
500070001002011,25.4,7.2,0.8,0.7,0.1,0,2.5,0.6,27.1,8.3,0.9,0.5,0.2,0.1,32.4,2.6,0.2,20.8,15.4,1,0.1,22.7,12.8,0.7,0.2,26.9,6,1,0.2,31.7,2.6,0.1,23.8,9.3,1.1,0,29.4,5.5,1,0.1
500070002003017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500070002004021,32.4,5.3,1,1.7,0.1,0,2.5,0.6,33.3,6.6,1.8,0.8,0.5,0.1,37.3,3.2,0.4,29.8,12.3,1.2,0,31,9.9,1.1,0.2,28.4,10.3,1.2,0.1,35.5,3.8,0.2,30.3,7.3,1.7,0,34.5,4.9,1.6,0.1
500070003002010,31.9,5.2,1,1.7,0.1,0,2.5,0.6,32.7,6.5,1.8,0.8,0.5,0.1,36.7,3.2,0.4,29.3,12.1,1.2,0,30.5,9.7,1.1,0.2,27.9,10.2,1.2,0.1,35,3.7,0.2,29.8,7.2,1.7,0,34,4.8,1.6,0.1
500070010001032,4.2,0.4,0.1,0.3,0,0,0.3,0,4.3,0.4,0.3,0.1,0.1,0,4.5,0.5,0,4.1,1,0.3,0,4.4,0.7,0.2,0,2.9,1.7,0.2,0,4,0.7,0,3.9,0.6,0.3,0,4.2,0.4,0.3,0
500070003001030,45.4,4.2,1.1,3.6,0.1,0.1,3.7,0.4,45.7,4.6,3.6,1.3,1.2,0.2,47.8,5.5,0.3,43.9,10.2,2.8,0.1,46.8,7,1.6,0.2,31.1,17.8,2.1,0.3,43.1,7.2,0.3,41.6,6,3.2,0.2,45.2,4.3,3.5,0.1
500070003001031,28.8,2.6,0.7,2.3,0.1,0,2.3,0.3,29,2.9,2.3,0.8,0.8,0.1,30.4,3.5,0.2,27.9,6.5,1.8,0.1,29.7,4.5,1,0.1,19.8,11.3,1.4,0.2,27.4,4.6,0.2,26.4,3.8,2,0.1,28.7,2.7,2.2,0.1
500070010001002,51.5,4.7,1.3,4.1,0.1,0.1,4.2,0.5,51.8,5.2,4,1.4,1.4,0.2,54.3,6.2,0.4,49.9,11.6,3.2,0.1,53.1,8,1.8,0.3,35.3,20.2,2.4,0.3,49,8.2,0.3,47.3,6.8,3.6,0.2,51.3,4.9,4,0.1
500070003001032,43.8,4,1.1,3.5,0.1,0.1,3.6,0.4,44.1,4.5,3.4,1.2,1.2,0.2,46.2,5.3,0.3,42.4,9.9,2.7,0.1,45.2,6.8,1.6,0.2,30,17.2,2.1,0.3,41.7,7,0.2,40.2,5.8,3,0.2,43.6,4.2,3.4,0.1
500070002004030,6.4,1,0.2,0.3,0,0,0.5,0.1,6.5,1.3,0.4,0.2,0.1,0,7.3,0.6,0.1,5.9,2.4,0.2,0,6.1,1.9,0.2,0,5.6,2,0.2,0,7,0.7,0,6,1.4,0.3,0,6.8,1,0.3,0
500070002001003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500070010001027,29.2,2.7,0.7,2.3,0.1,0,2.4,0.3,29.4,3,2.3,0.8,0.8,0.1,30.8,3.5,0.2,28.3,6.6,1.8,0.1,30.1,4.5,1,0.1,20,11.4,1.4,0.2,27.8,4.7,0.2,26.8,3.8,2,0.1,29.1,2.8,2.3,0.1
500070011001017,19.2,2.3,0.6,0.8,0,0,1,0.2,19.3,2.9,0.7,0.3,0.3,0.1,21.1,1.4,0.1,16.9,6.1,0.7,0,17.2,5,0.5,0.1,16.1,4.8,0.6,0.1,19.8,1.7,0.1,17.1,3.7,0.7,0,19.7,2.2,0.7,0
500070009001001,173.8,20.4,5,7.3,0.1,0.2,9,2.3,175.1,26.6,6,2.9,3.1,0.6,191,13.1,0.7,152.9,55.6,6,0.4,156.1,45.7,4.7,1.1,145.4,43.7,5.3,0.5,179,15.7,0.8,154.7,33.6,6.2,0.4,178.3,20.3,6.2,0.4
500070011001027,3.3,0.4,0.1,0.1,0,0,0.2,0,3.3,0.5,0.1,0.1,0.1,0,3.6,0.2,0,2.9,1.1,0.1,0,3,0.9,0.1,0,2.8,0.8,0.1,0,3.4,0.3,0,2.9,0.6,0.1,0,3.4,0.4,0.1,0
500070035011039,12.9,3.7,0.6,0.4,0,0,0.6,0.2,13.1,4.9,0.3,0.2,0.1,0,16,1.1,0.1,9.7,8.7,0.3,0,10.6,7.2,0.3,0,13.7,2.1,0.4,0,15.4,1,0,10.3,5.6,0.4,0,13.6,3.7,0.3,0
500070030002052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500070030001049,36.7,11.1,2.2,1.1,0.2,0.1,2.4,0.8,38.2,14.3,1.2,0.6,0.3,0.1,46.9,3.9,0.2,28.2,25.4,1.3,0,31.7,20.9,0.8,0.1,41.4,6.3,1.4,0,46.4,3.4,0.1,31.2,16.8,1.5,0.1,40.2,10.8,1.3,0
500070030001011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500070030001014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500070030001003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500070030001057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500070030002037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500070030002024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500070030002022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500070030002026,12.2,3.7,0.7,0.4,0.1,0,0.8,0.3,12.7,4.8,0.4,0.2,0.1,0,15.6,1.3,0.1,9.4,8.5,0.4,0,10.6,7,0.3,0,13.8,2.1,0.5,0,15.5,1.1,0,10.4,5.6,0.5,0,13.4,3.6,0.4,0
500070030002063,7.8,2.4,0.5,0.2,0,0,0.5,0.2,8.1,3,0.3,0.1,0.1,0,9.9,0.8,0,6,5.4,0.3,0,6.7,4.4,0.2,0,8.8,1.3,0.3,0,9.8,0.7,0,6.6,3.6,0.3,0,8.5,2.3,0.3,0
500070030002032,1.1,0.3,0.1,0,0,0,0.1,0,1.2,0.4,0,0,0,0,1.4,0.1,0,0.9,0.8,0,0,1,0.6,0,0,1.3,0.2,0,0,1.4,0.1,0,0.9,0.5,0,0,1.2,0.3,0,0
500070030002018,3.9,1.2,0.2,0.1,0,0,0.3,0.1,4,1.5,0.1,0.1,0,0,5,0.4,0,3,2.7,0.1,0,3.4,2.2,0.1,0,4.4,0.7,0.1,0,4.9,0.4,0,3.3,1.8,0.2,0,4.3,1.2,0.1,0
500070030002020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500070001001011,24.1,6.8,0.8,0.6,0.1,0,2.4,0.6,25.7,7.9,0.9,0.4,0.2,0.1,30.8,2.5,0.2,19.8,14.6,0.9,0.1,21.5,12.2,0.6,0.1,25.5,5.7,1,0.1,30.1,2.5,0.1,22.6,8.8,1.1,0,27.9,5.2,1,0
500070035013008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500070035012014,76,21.7,3.3,2.3,0.3,0.1,3.7,1.3,77.3,28.7,2,1,0.5,0.1,94.6,6.4,0.7,57,51.1,1.5,0,62.7,42.5,1.5,0.3,80.6,12.1,2.5,0,91,5.7,0.1,61,33.3,2.6,0,80,21.8,1.9,0.1
500070035013020,90.8,25.9,4,2.7,0.3,0.1,4.4,1.5,92.4,34.4,2.4,1.2,0.6,0.1,113.1,7.7,0.8,68.1,61.1,1.8,0.1,74.9,50.7,1.8,0.3,96.3,14.5,3,0,108.8,6.8,0.2,72.9,39.8,3.1,0,95.6,26.1,2.3,0.2
500070035012000,36,10.3,1.6,1.1,0.1,0,1.7,0.6,36.7,13.6,1,0.5,0.2,0,44.9,3.1,0.3,27,24.3,0.7,0,29.8,20.2,0.7,0.1,38.2,5.7,1.2,0,43.2,2.7,0.1,28.9,15.8,1.2,0,38,10.3,0.9,0.1
500070035011000,32.8,9.4,1.4,1,0.1,0,1.6,0.5,33.4,12.4,0.9,0.4,0.2,0,40.9,2.8,0.3,24.6,22.1,0.7,0,27.1,18.4,0.6,0.1,34.8,5.2,1.1,0,39.3,2.5,0.1,26.4,14.4,1.1,0,34.6,9.4,0.8,0.1
500070035013004,54.1,15.4,2.4,1.6,0.2,0.1,2.6,0.9,55,20.5,1.4,0.7,0.3,0.1,67.4,4.6,0.5,40.6,36.4,1.1,0,44.6,30.2,1.1,0.2,57.4,8.6,1.8,0,64.8,4,0.1,43.4,23.7,1.8,0,57,15.5,1.4,0.1
500070035013035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500070035011035,20,5.7,0.9,0.6,0.1,0,1,0.3,20.3,7.6,0.5,0.3,0.1,0,24.9,1.7,0.2,15,13.4,0.4,0,16.5,11.2,0.4,0.1,21.2,3.2,0.7,0,23.9,1.5,0,16,8.7,0.7,0,21,5.7,0.5,0
500070021023032,0.6,0.5,0,0,0,0,0.1,0,0.7,0.5,0,0,0,0,1,0.1,0,0.4,0.9,0,0,0.5,0.7,0,0,0.9,0.2,0,0,1,0.1,0,0.5,0.6,0,0,0.8,0.4,0,0
500070021022026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500070021012007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500070021021020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500070021012022,4.9,4.5,0.3,0.2,0,0,0.8,0.2,5.8,4.6,0.3,0,0.1,0,8.8,1.2,0.1,3.2,7.5,0.3,0,4.3,6.3,0.2,0,7.9,1.4,0.3,0,8.9,0.9,0,4.4,5.1,0.4,0,7,3.3,0.3,0
500070021011054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500070021023057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500070030002071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500070030002070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500070001001016,111.7,31.6,3.5,3,0.3,0.1,10.9,2.7,118.9,36.5,4,2.1,1,0.3,142.4,11.4,0.9,91.5,67.5,4.4,0.3,99.6,56.3,2.9,0.7,118,26.3,4.4,0.7,139.1,11.4,0.4,104.4,40.7,5,0.2,129.2,23.9,4.4,0.2
500070002003003,41.8,11.8,1.3,1.1,0.1,0.1,4.1,1,44.5,13.7,1.5,0.8,0.4,0.1,53.3,4.3,0.3,34.3,25.3,1.6,0.1,37.3,21.1,1.1,0.2,44.2,9.9,1.6,0.2,52.1,4.3,0.1,39.1,15.3,1.9,0.1,48.4,9,1.7,0.1
500070001001003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500070011002001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500070006002008,27,2,0.6,1.3,0.1,0,0.9,0.2,25.7,2.6,1.7,0.5,0.4,0.1,26.6,2.4,0.1,24.4,5.5,1.1,0,23.9,4.6,1,0.2,19,8.3,0.5,0,24.6,2.8,0,22.6,3.3,1.2,0.1,25.1,2.2,1.2,0
500070039003009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500070011001015,11,1.3,0.3,0.5,0,0,0.6,0.1,11,1.7,0.4,0.2,0.2,0,12,0.8,0,9.6,3.5,0.4,0,9.9,2.9,0.3,0.1,9.2,2.8,0.3,0,11.3,1,0,9.8,2.1,0.4,0,11.3,1.3,0.4,0
500070002004018,164.3,26.9,5,8.7,0.5,0.1,12.9,3.2,168.5,33.3,9.1,4,2.7,0.3,188.9,16.5,1.9,150.9,62.1,6.1,0.2,157.2,50.1,5.6,0.8,143.8,52.3,6,0.5,180,19.2,1,153.7,37,8.6,0,174.9,24.8,8.3,0.5
500070002001011,0.9,0.2,0,0,0,0,0.1,0,0.9,0.3,0,0,0,0,1.1,0.1,0,0.7,0.5,0,0,0.8,0.4,0,0,0.9,0.2,0,0,1.1,0.1,0,0.8,0.3,0,0,1,0.2,0,0
