GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16USSRISA,G16USSDBAR,G16USSLBUC,G16PSCRECH,G16PSCLHOS
13057000039,13,057,000039,2629.9,497.4,133.8,2515,442,187.3,2567.5,530.1
13057000040,13,057,000040,1333.7,338.7,94.4,1264.3,296.2,130.5,1298.5,355.4
13057000041,13,057,000041,1265.7,353.9,52.2,1241.4,278.7,98.3,1268.4,302
13057000042,13,057,000042,1531,387,107,1468,338,128,1523,378
13057000043,13,057,000043,1411,819,132,1496,663,149,1558,584
13057000044,13,057,000044,2858.1,1294.9,248.4,2906.3,1070.2,307,2999.4,1092.9
1305900001A,13,059,00001A,616.7,935.1,57.9,676.6,785.4,72.8,805.3,542.9
1305900001B,13,059,00001B,705,1271,72,752,1114,106,954,717
1305900001C,13,059,00001C,548.5,924.3,83.4,659,789.6,93.2,779.2,530.2
1305900001D,13,059,00001D,711,1192,94,789,1083,83,1011,643
1305900002A,13,059,00002A,342.2,1616.4,44.4,396.8,1394.2,49.9,580,851.8
1305900002B,13,059,00002B,213.2,1992.7,94.8,337.3,1692.5,115.4,588.6,1057
1305900003A,13,059,00003A,146.1,1098.6,51,227,916.2,52.1,359.5,544.7
1305900003B,13,059,00003B,642,2093,143,926,1721,148,1308,1042
1305900004A,13,059,00004A,265,763.5,81.3,351,658.8,78.8,483.3,443.5
1305900004B,13,059,00004B,679.5,1879.3,165.1,949,1589.8,194.4,1341.4,963.1
1305900005A,13,059,00005A,581,1262,87,704,1113,91,860,681
1305900005B,13,059,00005B,500,1198,68,566,1042,99,718,717
1305900005C,13,059,00005C,154,1246,39,225,1138,70,385,639
1305900005D,13,059,00005D,307.8,1052.6,42.6,353.2,919.8,51.1,518,597.2
1305900006A,13,059,00006A,832.3,932.8,71.9,915,809.6,53.2,1029.3,523
1305900006B,13,059,00006B,844.7,1401.2,75.1,937,1216.4,87.8,1133.7,802
1305900006C,13,059,00006C,839,1077,111,980,920,100,1168,586
1305900006D,13,059,00006D,271.9,694.4,53,325,633.8,55.9,423.5,408.3
1305900007A,13,059,00007A,595.5,933.2,73.2,751,754,81.3,874.1,523.4
1305900007B,13,059,00007B,704,1222,107,900,1006,96,1087,610
1305900007C,13,059,00007C,728.7,1213.5,121.7,979.9,1000.3,109.8,1151.2,617.6
1305900008A,13,059,00008A,533,1233,91,643,1094,110,815,730
1305900008B,13,059,00008B,372,866,64,430,774,62,592,476
1305900008C,13,059,00008C,633.1,1523.9,130,807,1323.5,145.4,1093.7,838.2
13061000001,13,061,000001,143.2,82.8,2.8,142,72.8,4.1,157.8,50.2
13061000002,13,061,000002,74.1,143.4,0.6,72,121,4.9,98.2,78.3
13061000003,13,061,000003,37.5,135.2,2.4,44.1,113.6,1,68.8,70.9
13061000004,13,061,000004,112.2,181.4,1.3,117.4,141.6,3.1,138.6,85
13061000005,13,061,000005,199,154.3,1,184.5,125.1,9.9,211.7,73.6
13063000EW1,13,063,000EW1,218.6,3168.7,58.9,320.5,2915.2,57.9,662.9,2174.4
13063000FP1,13,063,000FP1,265.2,1007.3,36.8,303,862.2,48.7,380.5,698.3
13063000FP2,13,063,000FP2,184,955,24,213,845,37,330,649
13063000FP3,13,063,000FP3,220.3,873.1,17.9,233.3,746.1,30.8,316.6,576.5
13063000FP4,13,063,000FP4,282,573,22,284,496,38,374,381
13063000FP5,13,063,000FP5,261.7,1247.4,33.6,289.4,1092.3,42.5,426.7,840.5
13063000FP6,13,063,000FP6,209,460,14,207,403,22,274,289
13063000LC1,13,063,000LC1,155,1188.1,29.2,187.3,1049.1,38.3,319.4,837.8
13063000LJ1,13,063,000LJ1,314,1777,41,370,1574,52,573,1212
13063000LJ2,13,063,000LJ2,197,1421,25,233,1257,48,382,964
13063000LJ3,13,063,000LJ3,575.9,2688.3,56.1,647.6,2397.2,75.2,923.1,1791.7
13063000LJ4,13,063,000LJ4,232,2023,27,285,1827,32,545,1370
13063000LJ5,13,063,000LJ5,147,1367,30,183,1244,36,358,919
13063000MO1,13,063,000MO1,127.4,1319.1,28.9,172.2,1181.8,34.8,315.7,882.8
13063000MO2,13,063,000MO2,338,678,22,343,577,51,425,443
13063000MO3,13,063,000MO3,338,1833,40,399,1635,47,589,1224
13063000MO4,13,063,000MO4,234.7,730,30,241.7,643.1,41.9,323.5,513.3
13063000MO5,13,063,000MO5,452.9,2485.6,54.3,527.2,2209.9,86,804.8,1652
13063000MO6,13,063,000MO6,243,1215,36,259,1119,42,419,842
13063000MO7,13,063,000MO7,164,762,18,175,687,34,265,539
13063000MO8,13,063,000MO8,115,1473,34,174,1339,37,317,1014
13063000MO9,13,063,000MO9,114,614,21,125,535,29,198,412
13063000PH1,13,063,000PH1,222.9,1565.9,29.3,271.1,1414.8,40.4,455.3,1056
13063000PH2,13,063,000PH2,521.5,1220.5,31.5,548.9,1093.4,42.2,690,791.7
1306300JB01,13,063,00JB01,207,2176,41,280,1937,66,496,1490
1306300JB02,13,063,00JB02,120.5,2122,37.2,208.2,1876.4,44,417.7,1429.2
1306300JB03,13,063,00JB03,386.4,1796.9,43.1,432.4,1599.5,58.1,614.6,1238.4
1306300JB04,13,063,00JB04,171.6,809.1,21.9,183.7,700.5,32.9,271.4,573.6
1306300JB05,13,063,00JB05,271,825,33,296,721,30,379,575
1306300JB06,13,063,00JB06,849.8,881.9,37.7,907.2,752.3,41.2,988.4,569.3
1306300JB07,13,063,00JB07,329.3,1395,43,373.3,1252.9,46.1,528.5,938.7
1306300JB08,13,063,00JB08,115,1569,24,147,1403,53,331,1051
1306300JB09,13,063,00JB09,132,472,13,133,418,20,178,345
1306300JB10,13,063,00JB10,158,1230,22,187,1072,46,311,823
1306300JB11,13,063,00JB11,490.6,1662.6,44,554.6,1443.5,70,748.7,1092.4
1306300JB12,13,063,00JB12,109,1331,16,139,1189,45,265,920
1306300JB13,13,063,00JB13,292.1,1075.6,23,308.1,961.9,41.9,442.8,747.3
1306300JB14,13,063,00JB14,857,1781,53,914,1551,58,1145,1161
1306300JB15,13,063,00JB15,129,1052,31,155,938,44,282,703
1306300JB16,13,063,00JB16,121.6,873.1,24.9,139.8,778.3,34.5,213.5,597.4
1306300JB17,13,063,00JB17,165,2161,45,241,1905,61,441,1475
1306300JB18,13,063,00JB18,207,1345,41,246,1202,48,391,924
1306300OAK1,13,063,00OAK1,39.5,1102.6,15.3,65.8,986.6,30.5,185,735.1
1306300OAK2,13,063,00OAK2,41,694,16,54,613,22,116,470
1306300OAK3,13,063,00OAK3,67,1696,28,131,1521,35,304,1147
1306300OAK4,13,063,00OAK4,59,1639,28,120,1448,54,275,1120
1306300RD01,13,063,00RD01,107,1241,19,150,1110,30,255,832
1306300RD02,13,063,00RD02,77,1580,23,125,1403,41,280,1065
1306300RD03,13,063,00RD03,85.2,1651.2,15.7,146.8,1460.3,33.3,335.7,1095.3
1306300RD04,13,063,00RD04,199.5,1793.7,21.5,260.4,1552.4,43.9,477.3,1139.6
1306300RD05,13,063,00RD05,108,1416,27,166,1264,39,320,973
1306300RD06,13,063,00RD06,197,1222,22,209,1087,54,334,893
1306300RD07,13,063,00RD07,130.8,872.9,10.9,149.2,747.3,38.6,246.1,610
1306300RD08,13,063,00RD08,163.8,1509.8,18.3,228.2,1335.7,31.7,393.3,967.7
1306300RD09,13,063,00RD09,139.9,1171.9,20.9,178,1026.3,28.6,300.8,764.5
1306300RD10,13,063,00RD10,44,1150,12,69,1005,27,165,777
1306300RD11,13,063,00RD11,60,990,8,104,883,19,232,635
1306300RD12,13,063,00RD12,115,1526,20,162,1324,36,324,984
1306500000D,13,065,00000D,115,58,3,108,43,4,112,29
1306500000F,13,065,00000F,157,15,1,119,16,8,131,14
1306500000H,13,065,00000H,1234,566,27,1120,396,58,1240,286
130650000AB,13,065,0000AB,59,7,1,55,5,1,58,3
130650000AG,13,065,0000AG,162,40,2,147,33,5,154,25
1306700AC1A,13,067,00AC1A,2111.7,1426.4,169.4,2150.7,1263.8,190.3,2339.2,1022.8
1306700AC1B,13,067,00AC1B,1892.9,1354.2,142.5,1905.8,1154.8,195,2067.4,959.4
1306700AC1C,13,067,00AC1C,1072.7,1540,131.7,1122.7,1367.5,161.3,1311,1064.3
1306700AD01,13,067,00AD01,901,683,80,996,543,93,1065,472
1306700AU1A,13,067,00AU1A,784.6,2491.5,68.9,811.6,2228.4,115.4,1108.2,1601.8
1306700BF02,13,067,00BF02,1043,797,122,1124,668,125,1189,585
1306700BF03,13,067,00BF03,2110,1362,225,2187,1161,304,2265,1145
1306700BG01,13,067,00BG01,723.9,560.9,71.5,753,489.2,88.9,817,433.2
1306700BG02,13,067,00BG02,1207.4,819.7,109,1334.2,662.2,99.8,1408.7,561.5
1306700BK01,13,067,00BK01,1167.5,1364.2,141.8,1271.9,1156.6,150.4,1406.4,950.6
1306700BR01,13,067,00BR01,558,904,63,565,803,81,673,623
1306700BR02,13,067,00BR02,922,1448,82,1017,1245,106,1214,915
1306700BT01,13,067,00BT01,74,1197,24,114,1099,32,223,773
1306700BT02,13,067,00BT02,141,2457,35,190,2220,78,443,1612
1306700BW01,13,067,00BW01,876,769,101,934,636,119,1027,546
1306700CA01,13,067,00CA01,841,2224,161.7,995.6,1950,226.5,1291.2,1522.4
1306700CH02,13,067,00CH02,1082.8,586.1,74.1,1179.5,468.6,82.5,1222.1,399.5
1306700CH03,13,067,00CH03,1338.9,983.8,133.8,1500.3,823.2,133.7,1595.3,674.5
1306700CK01,13,067,00CK01,1286,1474,175,1373,1292,204,1519,1119
1306700CL01,13,067,00CL01,434.4,659.3,24.4,441.2,599.9,41,531.6,445.7
1306700CL02,13,067,00CL02,775.4,1651.6,54,813.2,1475.4,92,985.4,1087.2
1306700CO01,13,067,00CO01,601.3,1926.4,71.9,641.9,1734.4,87.4,884.1,1214.3
1306700CR01,13,067,00CR01,1412,812,110,1627,563,111,1697,438
1306700DC01,13,067,00DC01,1122.8,805,100.7,1315.5,581,101.7,1443.7,424.5
1306700DI01,13,067,00DI01,630.7,1962.8,105.5,696,1749.2,176.2,919,1399.3
1306700DL01,13,067,00DL01,990,911.6,110.2,1118,757.5,112.1,1224.4,632.3
1306700DO01,13,067,00DO01,918.6,546.6,64.1,1012.3,408.5,79.9,1083.4,339.4
1306700DU01,13,067,00DU01,2057,720,103,2144,576,113,2268,477
1306700DV01,13,067,00DV01,805,502,73,874,396,95,914,363
1306700EA01,13,067,00EA01,1234.4,836.4,95.2,1458.8,598,93.2,1547,443.8
1306700EA02,13,067,00EA02,1592.6,1076.8,146.5,1884.7,804,135.9,1935.8,677.7
1306700EL01,13,067,00EL01,688.7,1219.2,81.2,766.5,1031,109.9,906.1,812.3
1306700EL02,13,067,00EL02,970.2,656.4,70,1029.8,534.8,84.7,1089,439.4
1306700EL03,13,067,00EL03,1018,647.1,81.3,1096.6,521.1,88.5,1156.5,409.3
1306700EL04,13,067,00EL04,701.1,918.9,99.3,802.9,762,118.9,906,635.6
1306700EL05,13,067,00EL05,1075,861,119,1194,694,129,1292,577
1306700EP01,13,067,00EP01,700.2,744.6,70.5,777.7,618.5,79.7,875.6,481.1
1306700FO02,13,067,00FO02,772.7,2052.4,87.4,835.8,1814.7,137.2,1062.2,1361.6
1306700FO04,13,067,00FO04,719.5,1542.4,65.5,759.8,1332.3,110.7,908.9,1045.9
1306700FP01,13,067,00FP01,1281,986,135,1501,743,136,1641,572
1306700FR01,13,067,00FR01,1563,559,82,1628,447,84,1728,383
1306700FY01,13,067,00FY01,1115.3,516.2,73,1154.3,422.2,87,1223.4,362.2
1306700GM01,13,067,00GM01,1119,761,90,1233,579,95,1352,477
1306700GT01,13,067,00GT01,1473,962,153,1522,833,188,1617,720
1306700HL01,13,067,00HL01,634.7,2708.5,79.5,740.6,2437.8,125.6,1086.9,1769.7
1306700HR01,13,067,00HR01,1413,494,67,1453,400,85,1484,380
1306700HT01,13,067,00HT01,1713,1149,196,2004,840,171,2124,680
1306700HY01,13,067,00HY01,1053.7,492.4,69.6,1084.7,406.8,90,1142.8,362.8
1306700KE1A,13,067,00KE1A,820.3,751,88.7,859.3,629.2,120.6,931.5,574.9
1306700KE2A,13,067,00KE2A,1988.7,1226.9,159.3,2051.4,1047.2,190.3,2198.5,920.6
1306700KE3A,13,067,00KE3A,1362,1915.9,164.7,1451.9,1667,204.3,1681.7,1309.6
1306700KE4A,13,067,00KE4A,1152.7,1001.1,121.5,1216.5,843.8,138.4,1288.2,761
1306700KE5A,13,067,00KE5A,1752,1693.7,201.7,1911,1405.5,207.9,2130.6,1131.4
1306700KL01,13,067,00KL01,842.1,462,102,891.1,371,112,934.1,375
1306700KP01,13,067,00KP01,1622,740.5,108.9,1712.6,589,138.7,1800,528.3
1306700KP02,13,067,00KP02,965.8,575.4,61.1,1029.2,460.9,79.3,1093.8,381.6
1306700KP03,13,067,00KP03,2054.9,642.4,99,2090.8,534.6,134.3,2205,471.2
1306700LA01,13,067,00LA01,1609,844,124,1752,649,136,1860,551
1306700LI01,13,067,00LI01,763.9,2083.1,102.4,963,1788.4,123.5,1239.6,1345.4
1306700LM01,13,067,00LM01,1547.4,728.9,79.9,1614.5,591.8,100.6,1714.1,481.3
1306700LM02,13,067,00LM02,2116,685,126,2182,549,141,2277,507
1306700LM03,13,067,00LM03,2322.1,1070,139.6,2426.1,878,168.3,2544.9,750.3
1306700LM04,13,067,00LM04,1239,560,69,1294,441,97,1365,375
1306700MA01,13,067,00MA01,968.4,1783.4,79.8,992,1570.1,149.8,1224.2,1147.1
1306700MA02,13,067,00MA02,495.7,951.6,28.8,499.8,843,49.6,603.4,626.9
1306700MA03,13,067,00MA03,856.9,957.8,88.4,913.9,836.5,113.6,1010.7,705.6
1306700MA04,13,067,00MA04,316.8,297.4,40.9,369.7,242.9,42,400.5,211.8
1306700MB01,13,067,00MB01,798,394,66,913,280,48,963,218
1306700MC01,13,067,00MC01,692.2,1421.6,51.8,715.9,1284,80.6,916.8,887.4
1306700MD01,13,067,00MD01,1614,1039,173,1879,766,173,1986,649
1306700ME01,13,067,00ME01,946,1105.5,48.7,949.8,977.5,74.3,1095.4,728.9
1306700MK01,13,067,00MK01,753,442,52,816,356,65,858,297
1306700ML01,13,067,00ML01,1179.1,507.6,75.7,1218.5,416,102.3,1275.5,377.9
1306700MR1A,13,067,00MR1A,510,1210.8,107.4,582.4,1054.1,146.5,697.2,882.6
1306700MR2A,13,067,00MR2A,1007.1,649.7,97.2,1143.4,507.3,97.3,1195.2,442.4
1306700MR2B,13,067,00MR2B,982,1371.6,98.8,1124.8,1168.2,110.8,1269.4,879.6
1306700MR3A,13,067,00MR3A,1450.9,2047.8,171.9,1687.6,1687.8,189.2,1825.1,1334.1
1306700MR4A,13,067,00MR4A,998.7,368.5,69.3,1115.5,242.8,82.2,1135.3,224.9
1306700MR4B,13,067,00MR4B,604.2,590,69.8,698.9,455.8,76.8,752.7,398.7
1306700MR4C,13,067,00MR4C,1941.6,943.1,102.6,2080.4,748.5,128.6,2196.6,600.3
1306700MR5A,13,067,00MR5A,437,1352.3,67,541.5,1126.8,105.5,575.5,688.8
1306700MR5B,13,067,00MR5B,324.6,972.8,56.4,364.3,860,72.8,498.1,651.2
1306700MR6A,13,067,00MR6A,378.4,930.6,70.9,433.8,842.8,84.6,560.7,656.9
1306700MR6B,13,067,00MR6B,1042.8,996.7,90.3,1190.2,803.1,94.2,1332.7,587.8
1306700MR7A,13,067,00MR7A,300.4,1279.7,56.3,314,1157.7,102.8,474.9,915
1306700MS01,13,067,00MS01,1375,398.5,59.7,1345.8,350.2,91.7,1398.9,319.5
1306700MS02,13,067,00MS02,985.9,622.7,75.8,1014.6,527,105.3,1070.7,498.9
1306700MT01,13,067,00MT01,1659.4,1168.8,150.9,2053.6,748.8,151.9,2171.8,584.9
1306700MT03,13,067,00MT03,1182.2,959.1,74,1456.2,641.1,72,1535.2,481.1
1306700MT04,13,067,00MT04,1237.8,808.9,103,1499.8,557.9,96,1530.8,453.9
1306700NC01,13,067,00NC01,892.5,735.4,84.4,939.2,640.2,85.8,1019.5,538.4
1306700NJ01,13,067,00NJ01,813,2302.2,169.1,1101.9,1934.3,183.9,1393.4,1456
1306700NP01,13,067,00NP01,1118.5,1457.9,141,1177.3,1286.8,169.6,1344.4,1043.6
1306700NS01,13,067,00NS01,976.9,571,87,995.9,501,87,1068.9,453
1306700OK01,13,067,00OK01,1046.2,1336.4,101.6,1232.7,1116.3,118.1,1352.2,876.5
1306700OR01,13,067,00OR01,762,389,55,806,314,53,861,265
1306700OR02,13,067,00OR02,859,2303.5,109.7,996.6,2004.2,145.7,1285.9,1474.5
1306700OR03,13,067,00OR03,1035,1891.3,116.3,1109.8,1666.8,171.3,1310.4,1328.7
1306700OR04,13,067,00OR04,815.6,1863.8,81.8,906,1646.6,115.1,1099.1,1210.2
1306700OR05,13,067,00OR05,1085.1,1226.8,104.4,1206.7,1054.4,114,1344.6,814.1
1306700PE01,13,067,00PE01,501,2291,70,582,2060,100,845,1505
1306700PF01,13,067,00PF01,1081,974.8,116.5,1192.3,790.4,149.8,1307.9,709.7
1306700PM01,13,067,00PM01,1439.6,625.4,92.4,1563.8,470,85.9,1612.6,404
1306700PM02,13,067,00PM02,1207.9,404.3,58.7,1312,292.9,58.9,1349.4,248.3
1306700PO01,13,067,00PO01,1662.1,868.6,133.7,1843.4,670.1,125.7,1916.1,591.1
1306700PP01,13,067,00PP01,1317,800,107,1415,642,115,1508,524
1306700PR01,13,067,00PR01,1043,588,101,1089,522,102,1124,452
1306700PS1A,13,067,00PS1A,1197.3,2081.8,104.7,1276,1850.8,147.3,1509.4,1398.7
1306700PS2A,13,067,00PS2A,460.8,1583.6,66.7,531.3,1414.1,71.2,712.9,1040.3
1306700PS3A,13,067,00PS3A,526.4,1179.2,45.7,545.5,1058.7,73.4,677.6,804.4
1306700PT01,13,067,00PT01,1073.1,638.5,90.7,1108.6,532.1,135,1176.6,505.5
1306700RM01,13,067,00RM01,1383,854,111,1514,661,134,1624,551
1306700RS01,13,067,00RS01,97.3,962.5,25.5,125.3,878.2,33.4,207.1,657.3
1306700RW01,13,067,00RW01,2294.3,1535,186.1,2693.7,1134.7,163.1,2834.7,878.5
1306700RW02,13,067,00RW02,1478.2,1061,145.3,1873.5,714,90.3,1959.3,512.5
1306700SA01,13,067,00SA01,1053,851,105,1160,685,127,1274,576
1306700SF01,13,067,00SF01,1408.9,923.5,112.5,1619.7,717.7,101.5,1705,535.3
1306700SI01,13,067,00SI01,768,537,58,899,399,52,986,275
1306700SM01,13,067,00SM01,1322.5,1029.7,115,1475.9,781.4,151.6,1624.2,631.3
1306700SM03,13,067,00SM03,1125.5,1293.9,123.2,1250.4,1074.5,164.3,1380.2,887.3
1306700SN1A,13,067,00SN1A,398.1,1272.7,83.5,488.7,1114,114.7,613.2,885.2
1306700SN2A,13,067,00SN2A,792,2236.3,154.1,944.3,1974.8,179.5,1226.6,1505.3
1306700SN3A,13,067,00SN3A,1333.4,2212,213,1588.2,1853.7,270.4,1883.3,1473.5
1306700SN4A,13,067,00SN4A,1759.1,2059.4,234.8,2109.1,1676.1,210.6,2393.4,1218.6
1306700SN5A,13,067,00SN5A,686.3,1369.4,86.6,783.7,1154.6,133.5,942.8,930.5
1306700SN6A,13,067,00SN6A,1611.2,2125.8,208.9,1933.7,1756.9,217.4,2204,1345.3
1306700SN7A,13,067,00SN7A,1515.2,2711.5,209.9,1910.4,2244.8,221,2329,1619.1
1306700SO01,13,067,00SO01,975.6,583.6,80.8,1117.2,427,84.8,1201,342.2
1306700SO02,13,067,00SO02,1473.7,1355.9,148.7,1776.6,1040.7,156.7,1945.2,790.4
1306700SO03,13,067,00SO03,1185.3,706.4,83.8,1355.9,513,87.7,1397.6,428.3
1306700SW01,13,067,00SW01,831,1068.9,46.5,825.9,955.6,72.5,958.6,718.8
1306700SW02,13,067,00SW02,381.4,1140.3,38.8,423.3,986,63.7,511.9,710.1
1306700TM01,13,067,00TM01,873.5,2006.8,157.1,1019.1,1749.3,193.5,1199.4,1436.6
1306700TR01,13,067,00TR01,1000.7,767,87.9,1280.3,502.4,73.9,1350.3,363.5
1306700VA01,13,067,00VA01,1541,599,100,1626,471,110,1678,430
1306700VG01,13,067,00VG01,523.2,770,58.1,630.5,626.9,68.9,737.8,435.5
1306700VG02,13,067,00VG02,1329.4,2564.7,205,1659.2,2125.5,233.4,1991.3,1651.7
1306700VG03,13,067,00VG03,984.7,1593.2,121.1,1238.8,1309.3,100.3,1410.6,978.8
1306700VG04,13,067,00VG04,1263.4,1010.6,95.3,1544.8,725.4,103.1,1639.2,562.4
1306700WG02,13,067,00WG02,1416.3,1363.3,158.9,1515.2,1180.4,182.9,1629.2,989.5
1306700WL01,13,067,00WL01,1220,729.9,106.8,1388.8,553.2,105.8,1451.9,472.7
13069000001,13,069,000001,5970.6,3167.3,171.7,5669.1,2665.4,225.8,6081.3,1711.4
13069000002,13,069,000002,1004.5,229.2,17.9,892.9,205.3,34.9,917.8,141.5
13069000003,13,069,000003,151,50,1,132,43,4,133,33
13069000004,13,069,000004,1132.4,383.8,28.3,1025.9,332.8,46.6,1079.5,230.6
13069000005,13,069,000005,790.9,223.3,7,688.7,206.4,31.8,729.4,154.8
13069000006,13,069,000006,551.5,45.9,7,486.6,45.7,18,473.9,58.3
13071000001,13,071,000001,317,1089,20,379,836,34,489,562
13071000002,13,071,000002,1533,902.2,71.3,1576.6,684.1,82.3,1707.7,451
13071000007,13,071,000007,621.4,145.7,12.9,597.6,118.9,19.8,601.6,105.1
13071000008,13,071,000008,686.7,75.7,11,651.8,59.8,17.9,642.8,75.7
13071000009,13,071,000009,104,38,3,101,25,5,108,19
13071000010,13,071,000010,251,149,6,244,115,7,238,92
13071000011,13,071,000011,573,86,8,537,71,10,548,61
13071000012,13,071,000012,399,51,5,366,51,10,382,52
13071000013,13,071,000013,265,23,1,263,12,2,268,9
13071000014,13,071,000014,810.6,140.3,13.1,785.4,111.1,16.2,806.4,101.9
13071000015,13,071,000015,480.3,74.6,9.9,455.5,70.6,6,452.5,65.6
13071000016,13,071,000016,245,27,6,236,24,10,234,27
13071000017,13,071,000017,745,131,15,710,101,25,716,95
13071000018,13,071,000018,550.3,61,14.8,534.6,55.1,13.8,544.4,49.2
13071000019,13,071,000019,1007,279,26,964,235,38,1001,188
13071000020,13,071,000020,422.1,80.3,7.8,402.5,64.6,13.7,392.7,64.6
13071000021,13,071,000021,128,17,1,116,15,3,133,6
13071000022,13,071,000022,254,22,2,236,23,9,247,21
13071000023,13,071,000023,494,69,6,451,52,14,456,50
13073000010,13,073,000010,1521.8,176.7,46.9,1470.9,152.8,45.9,1514.8,155.8
13073000015,13,073,000015,768.9,328.7,48.5,774.6,279.1,41.2,854.4,213.8
