GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSRWIC,G18USSDBAR,G18USSLBED,G18USSOOHA,R18USSRHYD,R18USSDESP
28115000201,28,115,000201,299.79,24.52,8.58,2.26,299.72,20.95
28115000202,28,115,000202,236.52,18.77,8.45,3.75,236.52,25.34
28115000203,28,115,000203,325.27,42.75,4.52,2.35,313.14,46.24
28115000204,28,115,000204,91.42,17.96,2.45,1.63,81.63,33.47
28115000205,28,115,000205,226,34,9,3,224,27
28115000206,28,115,000206,277,66,13,1,270,83
28115000301,28,115,000301,432.04,35.92,12.97,3.99,430.04,27.94
28115000303,28,115,000303,404,64,10,4,363,83
28115000304,28,115,000304,454,111,14,4,417,152
28115000305,28,115,000305,190,11,4,4,175,9
28115000306,28,115,000306,32.96,10.08,1.03,0.01,28.96,18.06
28115000401,28,115,000401,259,191,4,2,242,234
28115000402,28,115,000402,297.48,94.54,6.98,3.11,292.66,115.42
28115000403,28,115,000403,118,100,1,1,119,114
28115000404,28,115,000404,274,175,7,6,262,229
28115000405,28,115,000405,223,64,9,3,229,81
28115000406,28,115,000406,93,7,5,0,92,11
28115000501,28,115,000501,316.77,36.39,11.47,3.59,315.71,52
28115000502,28,115,000502,327.52,67.21,3.83,6.56,323.38,75.6
28115000503,28,115,000503,330,50,13,2,336,50
28115000504,28,115,000504,601.5,165.24,29.25,6.06,576.52,208.1
28117000101,28,117,000101,316.83,57.69,5.87,0,290.43,71.38
28117000103,28,117,000103,225,103,0,0,210,115
28117000104,28,117,000104,635.94,97.07,12.96,6.91,585,112.22
28117000202,28,117,000202,351.76,54.2,7.15,1.15,331.13,67.96
28117000203,28,117,000203,271.6,33.07,4.13,2.14,260.02,50.75
28117000205,28,117,000205,957.64,184.73,6.71,6.7,929.85,218.29
28117000302,28,117,000302,418.45,104.72,5.34,2.52,381.73,148.51
28117000303,28,117,000303,169.05,17.82,2.24,0.13,160.75,27.9
28117000304,28,117,000304,320.26,241.33,8.79,3.56,303.46,329.76
28117000402,28,117,000402,331,36,8,2,306,48
28117000404,28,117,000404,377.94,60.99,10,1,352.95,61.99
28117000405,28,117,000405,372.9,124.51,6.08,3.04,336.5,137.76
28117000501,28,117,000501,226,28,5,2,208,42
28117000502,28,117,000502,494,54,2,2,450,61
28117000504,28,117,000504,137.1,253.49,5.92,2.96,108.5,344.24
28119000101,28,119,000101,51.57,217.72,0.95,3.82,29.6,266.42
28119000102,28,119,000102,9.43,79.28,1.05,2.18,2.4,107.58
28119000103,28,119,000103,64.33,112.95,1.95,4.38,49.22,140.52
28119000202,28,119,000202,111.24,248.42,5.11,6.04,74.6,325.55
28119000301,28,119,000301,120.64,119.13,3.79,1.52,96.36,121.4
28119000302,28,119,000302,163.91,154.84,4.15,1.06,132.92,155.94
28119000401,28,119,000401,59.88,166.66,4.99,0,53.89,200.59
28119000402,28,119,000402,69.29,165.41,2.97,1.01,49.48,211.99
28119000501,28,119,000501,61.24,171.67,2.04,6,39.04,227.11
28119000502,28,119,000502,160.47,23.92,1.99,1.99,156.48,30.9
28121000101,28,121,000101,501.78,139.92,19.39,3.86,467.24,148.72
28121000102,28,121,000102,1097.84,170.36,25.27,7.42,1031.31,182.58
28121000103,28,121,000103,1176.87,300.27,26.23,3.1,1054.7,338.85
28121000104,28,121,000104,283.66,63.57,6.98,0.65,267.81,77.9
28121000105,28,121,000105,657.38,261.06,14.83,6.1,591.07,288.36
28121000106,28,121,000106,1031.3,323.12,21.13,4.84,920.81,335.23
28121000107,28,121,000107,422.24,111.19,17.11,6.63,399.26,123.73
28121000109,28,121,000109,632.28,172.68,27.89,9.3,592.43,196.59
28121000110,28,121,000110,376.63,272.11,11.3,0.94,330.49,302.24
28121000201,28,121,000201,1366.07,520.26,39.94,7.99,1192.31,574.19
28121000202,28,121,000202,683.78,229.81,18.33,2.02,600.15,249.24
28121000203,28,121,000203,1104.58,341.75,24.8,5.16,1003.35,373.22
28121000204,28,121,000204,1134.41,334.87,14.36,4.82,1014.93,367.21
28121000205,28,121,000205,479.25,172.85,18.8,5.01,419.54,199.33
28121000206,28,121,000206,978.88,279,28.09,7.32,899.27,299.21
28121000207,28,121,000207,1649.66,393.2,41.94,9.51,1542.22,434.01
28121000208,28,121,000208,563.62,141.23,21.09,3.2,527.2,153.37
28121000209,28,121,000209,1405,523,52,7,1243,541
28121000210,28,121,000210,1370,404,26,8,1213,449
28121000301,28,121,000301,550.42,149.82,9.85,1.07,490.06,168.77
28121000302,28,121,000302,433.15,196.6,7.61,6.41,368.77,211.63
28121000303,28,121,000303,463.48,384.73,8.22,2.07,409.01,419.21
28121000304,28,121,000304,340.69,161.84,11.56,1.08,318.5,176.6
28121000305,28,121,000305,418.92,87.07,12.58,0.97,387.96,102.55
28121000308,28,121,000308,629.97,176.99,14,5,557.97,211.99
28121000309,28,121,000309,331.51,76.65,2.93,2.9,305.41,89.28
28121000310,28,121,000310,124.85,446.4,5.39,3.59,86.23,508.37
28121000311,28,121,000311,305.47,48.27,6.28,0.1,290.97,58.63
28121000312,28,121,000312,2080,827.59,48.86,16.85,1806.34,952.4
28121000313,28,121,000313,324.79,102.28,8.94,2.92,309.74,114.34
28121000315,28,121,000315,472.84,62.45,8.05,5.01,441.5,71.66
28121000401,28,121,000401,379.81,37.98,8,1,355.82,43.98
28121000402,28,121,000402,395.78,25.1,8.86,2.95,389.8,29.11
28121000403,28,121,000403,1176.22,501.39,23.15,9.05,1073.96,558.62
28121000404,28,121,000404,1246.52,269.79,37.21,9.04,1133.68,293.92
28121000405,28,121,000405,984.14,330.59,22.94,5.23,926.81,380.27
28121000408,28,121,000408,1350.46,516.61,38.67,13.84,1279.21,548.61
28121000409,28,121,000409,184.73,86.7,3.59,1.03,167.57,91.16
28121000410,28,121,000410,160,81,3,1,149,79
28121000411,28,121,000411,1300.29,356.33,34.04,2.77,1192.62,376.61
28121000412,28,121,000412,1646.5,319.42,36.62,6.9,1500.66,343.01
28121000413,28,121,000413,939,201,15,7,844,237
28121000501,28,121,000501,527.03,110.01,18,1,476.03,121.01
28121000502,28,121,000502,703.19,104.59,10.96,1.99,663.35,113.56
28121000504,28,121,000504,886.83,560.98,33.16,8.15,775.36,615.21
28121000505,28,121,000505,805.25,288.97,13.29,7.05,715.05,313.71
28121000507,28,121,000507,667.97,457.83,14.03,6,567.94,492.83
28121000508,28,121,000508,1131.93,413.74,35.06,3.01,1007.69,482.81
28123000101,28,123,000101,213.98,303.21,0.12,4.16,204.34,364.16
28123000102,28,123,000102,196.53,284.91,3.04,3.94,180.62,383.63
28123000103,28,123,000103,74.66,360.85,4.79,2.87,58.39,440.3
28123000201,28,123,000201,245.83,349.03,3.05,3.03,208.65,425.91
28123000202,28,123,000202,176,18,0,0,168,20
28123000203,28,123,000203,117.53,73.44,3.04,0.06,104.47,93.61
28123000204,28,123,000204,105.47,99.56,2.96,3.94,101.53,111.39
28123000205,28,123,000205,171,37,2,2,166,52
28123000301,28,123,000301,485.25,267.06,8.2,4,468.82,307.49
28123000302,28,123,000302,74.92,10.81,0.72,0,69.88,15.85
28123000303,28,123,000303,179.83,36.13,3.08,2,177.3,40.66
28123000304,28,123,000304,396,32,1,1,409,39
28123000401,28,123,000401,62.95,110.28,2.04,4.05,61.89,143.58
28123000402,28,123,000402,56,11,0,0,61,15
28123000403,28,123,000403,176,9,3,0,175,12
28123000404,28,123,000404,177,279,7,7,162,361
28123000405,28,123,000405,302,76,7,1,340,86
28123000406,28,123,000406,230.05,99.72,2.96,3.95,225.11,123.42
28123000501,28,123,000501,268,14,3,1,254,17
28123000502,28,123,000502,154,136,1,3,136,178
28123000503,28,123,000503,303,42,2,0,296,56
28123000504,28,123,000504,270,89,4,0,257,113
28123000505,28,123,000505,164,188,0,5,144,247
28125000101,28,125,000101,68,139,2,5,47,180
28125000102,28,125,000102,2,35,0,4,0,42
28125000103,28,125,000103,24.39,3.49,0.02,0.02,24.39,2.63
28125000104,28,125,000104,221,165,2,3,184,182
28125000105,28,125,000105,32.17,240.13,3.08,4.12,17.65,255.25
28125000106,28,125,000106,3,66,0,4,1,67
28125000107,28,125,000107,111.5,189.18,2.37,3.32,97.26,223.37
28125000108,28,125,000108,48,29,1,0,43,35
28125000109,28,125,000109,71,104,0,1,69,121
28125000110,28,125,000110,15.33,75.69,0.55,0.56,13.09,84.38
28127000101,28,127,000101,64.38,310.02,0.99,3.96,48.53,370.44
28127000102,28,127,000102,56.66,148.48,0.49,0.98,55.19,178.76
28127000103,28,127,000103,102.27,382.61,0,0.91,83.1,447.45
28127000104,28,127,000104,68.94,164.45,4,3.08,57.26,201.11
28127000105,28,127,000105,68.82,157.77,0.78,1.06,66.91,189.78
28127000201,28,127,000201,96.03,92.27,2.82,1.88,84.74,104.51
28127000202,28,127,000202,105,75.99,1.19,1.13,93.2,89.8
28127000203,28,127,000203,135,61,2,2,126,88
28127000204,28,127,000204,133.27,109.69,3.84,2.19,121.75,127.24
28127000205,28,127,000205,281.97,69.17,4.32,2.4,256.03,82.62
28127000206,28,127,000206,72.69,59.83,2.09,1.2,66.41,69.4
28127000207,28,127,000207,37.04,30.48,1.07,0.61,33.84,35.36
28127000208,28,127,000208,306.23,74.86,4.71,2.6,278.25,89.42
28127000301,28,127,000301,259,60,11,1,250,75
28127000302,28,127,000302,521.52,123.75,14.73,1.96,500.9,139.47
28127000303,28,127,000303,194,16,4,0,174,25
28127000304,28,127,000304,377.77,47.72,7.95,1.99,376.78,57.66
28127000401,28,127,000401,173.66,31.09,2.14,1.61,161.87,32.7
28127000402,28,127,000402,489,113,8,1,456,141
28127000403,28,127,000403,169.17,67.67,3.98,3.98,160.21,80.6
28127000404,28,127,000404,18.34,12.19,0.12,0.47,18.11,15.98
28127000405,28,127,000405,90.45,156.91,1.18,4.28,87.1,199.27
28127000406,28,127,000406,136.66,90.81,0.88,3.53,134.89,119.02
28127000407,28,127,000407,151.74,32.83,1.87,1.44,141.23,35.3
28127000501,28,127,000501,474.26,33.87,7.27,2.14,481.43,41.09
28127000502,28,127,000502,408.83,44.33,9.02,5.02,393.79,46.4
28127000503,28,127,000503,86,169,3,1,76,203
28127000504,28,127,000504,363.74,66.13,9.73,4.86,369.57,73.91
28127000505,28,127,000505,250.06,56.1,3.8,5.7,246.25,77.01
28127000506,28,127,000506,12.36,2.77,0.19,0.28,12.17,3.81
28129000101,28,129,000101,211.15,14.3,1.68,1.68,181.7,14.3
28129000102,28,129,000102,129,14,1,2,135,15
28129000103,28,129,000103,370.79,44.43,8.27,7.27,373.18,45.42
28129000201,28,129,000201,246,96,5,5,220,123
28129000202,28,129,000202,180.03,341,7,9,157.03,357
28129000203,28,129,000203,34,258,1,3,31,297
28129000301,28,129,000301,404.61,110.89,11.99,5.99,354.66,124.87
28129000302,28,129,000302,560.97,55,6,5,513.97,65
28129000303,28,129,000303,338.19,25.1,14,3,342.14,27.11
28129000401,28,129,000401,225,16,2,2,201,20
28129000402,28,129,000402,237.26,10.29,10.05,2.05,235.32,13.29
28129000403,28,129,000403,234,10,1,2,233,14
28129000404,28,129,000404,319,20,6,3,322,25
28129000501,28,129,000501,311,160,8,5,276,204
28129000502,28,129,000502,139,45,5,1,144,55
28129000503,28,129,000503,172,10,0,0,176,10
28129000504,28,129,000504,211,27,2,2,204,39
28129000505,28,129,000505,71,41,3,0,80,47
28131000101,28,131,000101,83.01,5.86,1.95,0,76.17,5.86
28131000102,28,131,000102,251.12,53.44,2.9,3.8,213.93,60.12
28131000103,28,131,000103,296.82,49.76,4.05,1.06,265.44,55.92
28131000201,28,131,000201,169.87,226.49,2.78,3.71,146.66,296.11
28131000203,28,131,000203,160,365,11,8,127,429
28131000301,28,131,000301,191,36,2,0,162,43
28131000302,28,131,000302,254,24,5,5,232,22
28131000303,28,131,000303,198.3,23.84,2.52,0.98,185.77,29.8
28131000304,28,131,000304,251,18,4,3,239,19
28131000401,28,131,000401,700.16,54.15,12.39,1.73,683.34,59.53
28131000402,28,131,000402,138.84,22.94,2.82,1.55,128.16,29.79
28131000403,28,131,000403,333.7,92.16,4.48,3.02,312.23,111.2
28131000501,28,131,000501,517.94,89.79,6.15,5.2,474.96,105.14
28131000502,28,131,000502,393.34,61.27,6.03,7.94,378.91,66.27
28131000503,28,131,000503,112.9,19.3,1.93,0,98.42,20.26
28133000101,28,133,000101,324.09,211.58,7.06,6.07,290.64,259.36
28133000102,28,133,000102,16.67,312.82,5.88,3.92,0.98,338.31
28133000103,28,133,000103,126.21,497.59,4.26,4.36,94.03,549.89
28133000201,28,133,000201,189.83,294.55,5.05,7.03,150.68,350.76
28133000202,28,133,000202,72.91,962.99,11.36,19.88,13.26,1092.71
28133000301,28,133,000301,85.66,272.81,3.74,5.68,64.01,299.44
28133000302,28,133,000302,146,147,3,2,119,162
28133000303,28,133,000303,426.13,386.07,8.64,6.12,359.77,468.36
28133000304,28,133,000304,202,143,3,1,174,166
28133000401,28,133,000401,89.76,542.57,11.97,7.98,62.83,630.34
28133000402,28,133,000402,22.5,63.59,0,2.94,16.63,83.16
28133000403,28,133,000403,153,105,3,1,138,131
28133000404,28,133,000404,65,12,3,2,69,9
28133000501,28,133,000501,52,57,0,0,50,69
28133000502,28,133,000502,98,11,0,0,97,8
28133000503,28,133,000503,178.22,397.08,4.62,4.62,156.06,495.89
28133000504,28,133,000504,209.01,162.35,2.41,1.4,178.1,187.77
28135000101,28,135,000101,170,38,5,1,158,38
28135000102,28,135,000102,157,72,2,3,135,97
28135000103,28,135,000103,89,20,4,0,105,19
28135000104,28,135,000104,188.26,202.79,3.36,6.16,160.15,281.9
28135000201,28,135,000201,249.06,351.08,6.95,15.41,188.11,455.32
28135000202,28,135,000202,15.35,13.65,0,0,9.38,11.94
28135000203,28,135,000203,110.32,56.4,0.12,1.02,100.99,69.61
28135000204,28,135,000204,24.25,44.31,0.44,0.99,19.76,47.45
28135000301,28,135,000301,96.67,113.13,0.69,3.43,74.73,148.78
28135000302,28,135,000302,157.71,130.68,2,4.36,128.38,167.46
28135000303,28,135,000303,48.58,28.44,0.26,0.13,46.45,38.86
28135000304,28,135,000304,136.26,38.19,1.74,0.87,133.66,49.47
28135000305,28,135,000305,117,9,2,4,118,11
28135000306,28,135,000306,89,2,1,0,85,2
28135000307,28,135,000307,2.55,6.28,0,0.13,1.54,8.43
28135000401,28,135,000401,82.56,69.06,0.06,0.51,74.49,92.9
28135000402,28,135,000402,47,67,0,1,41,90
28135000403,28,135,000403,15.14,176.27,1,1,5.03,238.71
28135000404,28,135,000404,26.57,63.57,1.9,0,18.03,93.93
28135000501,28,135,000501,36.82,198.79,2.5,5.01,24.3,206.41
28135000502,28,135,000502,39.02,109.48,0.43,0.73,35.08,152.9
28135000503,28,135,000503,51.88,284.89,2.55,4.25,28.91,369.93
28137000101,28,137,000101,1003,384,25,7,855,484
28137000102,28,137,000102,93,6,4,0,77,9
28137000103,28,137,000103,159,12,7,2,157,14
28137000104,28,137,000104,251,27,4,2,207,31
28137000105,28,137,000105,186.96,15.58,6.42,0.92,157.64,17.41
28137000201,28,137,000201,580,234,23,4,479,272
28137000202,28,137,000202,337,515,8,3,265,614
28137000203,28,137,000203,304,147,8,4,268,179
28137000204,28,137,000204,113.36,44.99,6.73,1.64,98.17,55.75
28137000302,28,137,000302,417,86,9,3,379,92
28137000303,28,137,000303,166.51,13.96,4.99,1,163.52,20.94
28137000304,28,137,000304,46,82,2,0,39,104
28137000305,28,137,000305,66,243,6,2,57,328
28137000401,28,137,000401,484,124,14,2,415,145
28137000402,28,137,000402,331,209,17,2,311,247
28137000403,28,137,000403,86.61,96.97,2.82,0,77.2,107.33
28137000502,28,137,000502,129.39,47.03,3.18,0,111.8,48.67
28137000503,28,137,000503,100,37,3,2,83,50
28137000504,28,137,000504,712.49,265.04,16.01,3,635.48,337.06
28137000505,28,137,000505,116,56,4,0,101,76
28139000101,28,139,000101,172.34,4.82,5.64,0.01,153.47,9.53
28139000102,28,139,000102,72.7,7.25,0.01,0.99,77.2,5.4
28139000103,28,139,000103,279.82,64.16,2.37,3,231.89,76.32
28139000104,28,139,000104,292.45,35.48,3.84,0,245.46,40.27
28139000105,28,139,000105,130.69,68.3,2.14,1,103.98,94.47
28139000106,28,139,000106,101,35,1,5,82,42
28139000201,28,139,000201,432.76,62.83,6.09,2.03,371.97,78.27
28139000202,28,139,000202,523.76,201.94,10.14,3.69,437.08,249.89
28139000301,28,139,000301,324.34,169.95,9.34,6.11,303.26,215.8
28139000302,28,139,000302,75.66,65.57,0.2,1.1,67.12,94.03
28139000303,28,139,000303,176.46,8.23,4.33,1.74,163.49,11.81
28139000304,28,139,000304,92.98,1.94,0.14,0.05,90.88,2.9
28139000305,28,139,000305,318,37,9,1,282,44
28139000306,28,139,000306,109,5,3,0,102,4
28139000401,28,139,000401,126.54,6.7,0.24,0.15,120.08,7.14
28139000402,28,139,000402,180.21,9.24,3.33,0.86,171.43,10.96
28139000403,28,139,000403,306.9,14.08,4.69,2.82,273.11,19.71
28139000404,28,139,000404,191.92,12.28,1.73,0.18,167.63,19.65
28139000405,28,139,000405,532.7,166.41,11.19,3.1,451.75,219.87
28139000501,28,139,000501,159.06,11.02,2.1,1.57,143.83,19.95
28139000503,28,139,000503,112.02,10.08,1.02,1.01,99.91,15.14
28139000506,28,139,000506,103.07,17.49,0.92,0.92,100.31,21.17
28139000507,28,139,000507,139.77,14.98,3,0,114.81,24.96
28139000508,28,139,000508,581.86,199.25,12.54,6.68,513.33,234.75
28141000101,28,141,000101,86,13,1,0,69,12
28141000103,28,141,000103,1020,183,29,9,898,209
28141000201,28,141,000201,323,46,2,2,273,42
28141000202,28,141,000202,273,37,6,2,230,37
28141000204,28,141,000204,457,38,14,2,389,53
28141000301,28,141,000301,719,149,25,4,619,157
28141000302,28,141,000302,231,46,7,2,196,54
28141000401,28,141,000401,143,26,0,0,148,25
28141000403,28,141,000403,537,155,12,8,469,193
28141000404,28,141,000404,166,6,3,0,147,9
28141000405,28,141,000405,150.84,8.7,2.56,0.02,144.72,12.09
28141000501,28,141,000501,121,9,7,0,132,12
28141000502,28,141,000502,548.58,45.66,5.36,2.94,510.24,47.26
28141000504,28,141,000504,349.58,25.64,7.07,0.04,327.04,32.66
28143000001,28,143,000001,51.94,155.99,2.37,0.68,30.45,160.1
28143000002,28,143,000002,5,128,0,0,2,133
28143000003,28,143,000003,28,182,1,3,14,222
28143000004,28,143,000004,29,197,2,5,16,253
28143000005,28,143,000005,58,5,0,0,45,9
28143000007,28,143,000007,198,152,9,4,160,193
28143000009,28,143,000009,81,101,4,5,68,134
28143000010,28,143,000010,32.52,24.14,0,0.02,24.31,31.36
28143000011,28,143,000011,59.68,172.43,3.85,12.45,47.19,208.84
28143000012,28,143,000012,92.48,203.86,0,2.98,54.69,242.64
28143000013,28,143,000013,23.77,131.33,2.66,1.32,11.08,139.26
28143000014,28,143,000014,118,170,6,5,104,202
28145000101,28,145,000101,177,9,3,2,170,7
28145000102,28,145,000102,147.15,21.8,1.26,0.1,131.93,25.5
28145000103,28,145,000103,531.85,105.2,9.74,3.9,486.07,131.5
28145000105,28,145,000105,346.58,80.06,1.95,1.95,314.36,105.44
28145000201,28,145,000201,224,12,1,2,212,16
28145000202,28,145,000202,373,19,6,2,339,34
28145000205,28,145,000205,448.42,181.94,17.05,3.05,422.64,241.56
28145000206,28,145,000206,469,83,4,2,433,105
28145000301,28,145,000301,262,34,3,4,246,36
28145000302,28,145,000302,417,98,10,1,397,129
28145000304,28,145,000304,499,55,9,0,488,74
28145000306,28,145,000306,381,84,10,3,365,88
28145000401,28,145,000401,280,35,12,1,281,30
28145000402,28,145,000402,283.12,153.52,5.98,1,256.21,182.43
28145000404,28,145,000404,229.88,11.48,5.02,1,239.79,13.57
28145000407,28,145,000407,435,71,7,2,417,102
28145000503,28,145,000503,596,190,10,4,549,227
28145000504,28,145,000504,314.32,27.16,4.85,3.88,306.56,25.22
28145000505,28,145,000505,153.68,13.84,2.15,0.12,142.44,13.78
28145000508,28,145,000508,211,12,0,2,212,17
28147000101,28,147,000101,146.8,27.56,2.99,2,128.69,36.38
28147000102,28,147,000102,105.31,114.09,0.73,1.46,102.39,136.76
28147000103,28,147,000103,336.2,58.44,4.01,3,306.31,65.62
28147000104,28,147,000104,123.69,64.91,1.27,1.54,115.61,85.24
28147000201,28,147,000201,30,8,2,0,28,8
28147000202,28,147,000202,109.63,111.23,5.6,0,95.22,142.44
28147000203,28,147,000203,7.96,1.04,0.52,0,7.27,1.38
28147000204,28,147,000204,48,368,4,6,33,462
28147000205,28,147,000205,35.42,12.7,0.27,0.13,32.08,15.24
28147000301,28,147,000301,238,59,1,5,224,68
28147000302,28,147,000302,308,89,9,3,273,99
28147000303,28,147,000303,229.58,82.3,1.73,0.87,207.92,98.76
28147000304,28,147,000304,38.04,4.96,2.48,0,34.73,6.62
28147000401,28,147,000401,92,42,5,2,81,55
28147000402,28,147,000402,81,9,3,0,70,18
28147000403,28,147,000403,292,85,6,2,262,102
28147000404,28,147,000404,214.05,24.05,3,2,193.05,18.07
28147000405,28,147,000405,238,56,6,1,213,70
28147000406,28,147,000406,27.32,27.72,1.4,0,23.73,35.5
28147000501,28,147,000501,87.67,22.67,2.27,0,86.16,32.5
28147000502,28,147,000502,154.45,380.14,9.22,1.25,138.48,442.87
28147000503,28,147,000503,21,158,1,2,20,191
28147000504,28,147,000504,43.87,113.19,3.51,1.75,40.36,138.63
28149000102,28,149,000102,975.52,306.79,14.05,6,870.15,356.35
28149000103,28,149,000103,1085.78,436.81,20.56,5.87,964.65,494.07
28149000104,28,149,000104,217.67,57.7,2.78,2.81,195.24,72.86
28149000143,28,149,000143,452.11,97.5,6.69,0.96,419.61,112.79
28149000201,28,149,000201,20,143,1,0,6,184
28149000202,28,149,000202,230.73,297.69,11.99,4.99,187.78,361.62
28149000203,28,149,000203,204.56,641.02,8.33,13.09,145.61,755.94
28149000204,28,149,000204,64.28,26.36,0.01,0.01,57.23,39.44
28149000205,28,149,000205,106,493,12,10,62,601
28149000206,28,149,000206,193.16,29.17,1.31,1,179.69,32.57
28149000301,28,149,000301,313.78,640.93,14.98,13.99,244.78,778.92
28149000302,28,149,000302,210.52,589.65,4.99,9.98,142.67,720.35
28149000303,28,149,000303,166,443,5,2,130,538
28149000401,28,149,000401,337,471,1,6,274,520
28149000402,28,149,000402,449,412,8,5,369,479
28149000403,28,149,000403,408,149,8,4,366,177
28149000404,28,149,000404,270.93,120.51,2.19,2.48,240.98,135.15
28149000501,28,149,000501,456.7,262.43,7.03,5.03,390.55,325.73
28149000502,28,149,000502,833,251,11,6,743,302
28149000503,28,149,000503,270,153,4,0,230,168
28149000504,28,149,000504,572.4,227.77,11.88,1.98,533.77,258.47
28149000505,28,149,000505,263.18,277.81,3.94,5.92,230.7,340.79
28149000555,28,149,000555,114,214,5,2,104,246
28151000102,28,151,000102,253.24,385.9,4.6,3.7,194.88,413.11
28151000103,28,151,000103,827.92,218.57,4.74,2.38,726.43,258.69
28151000104,28,151,000104,204.37,109.66,1.99,2.99,185.43,134.59
28151000105,28,151,000105,530.39,617.63,7.63,5.81,425.03,666.27
28151000201,28,151,000201,574.24,634.54,8.61,3.83,469.92,654.63
28151000202,28,151,000202,274.19,1007.56,7.51,7.51,221.61,1067.65
28151000204,28,151,000204,138.25,207.76,3.49,1.4,114.57,237.9
28151000301,28,151,000301,107.7,222.54,2.14,1.07,90.67,250.93
28151000302,28,151,000302,16.42,375.71,1.01,1.01,3.31,420.76
28151000303,28,151,000303,26.01,313.69,6.98,4.99,7.96,355.94
28151000304,28,151,000304,235.76,677.72,3.06,6.19,159.19,615.47
28151000305,28,151,000305,11.24,293.28,0.94,2.81,2.81,304.53
28151000401,28,151,000401,81.52,968.35,5.28,5.07,37.48,1042.45
28151000402,28,151,000402,283.43,464.33,6.36,4.95,224.77,494.72
28151000403,28,151,000403,419.95,514.8,10.5,3.54,337.84,558.42
28151000501,28,151,000501,193.52,478.97,7.01,7.88,135.72,591.93
28151000502,28,151,000502,125.64,189.39,2.54,2.34,102.37,225.6
28151000504,28,151,000504,156.83,515.96,1.22,6.18,119.57,549.4
28151000505,28,151,000505,63.2,708.07,5.64,5.58,28.08,799.46
28153000101,28,153,000101,171.51,188.4,6.28,8.19,168.23,240.12
28153000102,28,153,000102,23.87,397.68,2.04,15.05,9.82,450.1
28153000103,28,153,000103,125.43,35.14,2.51,1.67,117.9,35.14
28153000105,28,153,000105,224.96,166.39,6.85,4.9,186.86,200.68
28153000201,28,153,000201,293,307,5,10,265,343
28153000202,28,153,000202,64,49,0,2,59,61
28153000203,28,153,000203,166.63,259.18,5.01,4.01,162.6,299.18
28153000204,28,153,000204,221,48,9,2,199,60
28153000301,28,153,000301,461.42,129.73,3.02,3.03,433.27,158.86
28153000302,28,153,000302,224.66,116.14,3.81,4.76,200.86,137.08
28153000303,28,153,000303,68,138,1,1,52,152
28153000304,28,153,000304,61.65,169.28,0.98,1.96,52.84,193.74
28153000305,28,153,000305,83.35,25.72,0.02,0.04,77.16,29.26
28153000401,28,153,000401,73.09,179.98,2.83,3.78,59.04,202.74
28153000402,28,153,000402,211.16,75.37,4.6,0.79,210.81,84.61
28153000403,28,153,000403,386,61,4,2,362,57
28153000404,28,153,000404,214,81,4,7,198,89
28153000405,28,153,000405,116,40,3,1,105,44
28153000501,28,153,000501,82.26,129.99,3.05,3.83,77.61,161.49
28153000502,28,153,000502,809,34,10,9,770,28
28153000503,28,153,000503,178,5,3,0,143,8
28153000505,28,153,000505,117,2,1,2,126,7
28155000101,28,155,000101,48,43,0,0,51,51
28155000102,28,155,000102,320,304,9,5,275,340
28155000201,28,155,000201,83,7,0,0,78,6
28155000202,28,155,000202,251,27,1,0,250,24
28155000204,28,155,000204,197,23,5,1,181,29
28155000205,28,155,000205,170,15,2,1,160,17
28155000301,28,155,000301,74,3,3,0,76,6
28155000302,28,155,000302,126,43,4,2,119,56
28155000303,28,155,000303,217,21,3,0,219,24
28155000304,28,155,000304,132.61,24.74,1.98,0.99,122.72,30.68
28155000401,28,155,000401,139,12,3,0,144,14
28155000402,28,155,000402,330,65,6,4,301,74
28155000403,28,155,000403,246,70,0,0,212,95
28155000501,28,155,000501,155,9,5,3,150,6
28155000502,28,155,000502,199,6,3,0,187,9
28155000503,28,155,000503,180,39,2,2,165,40
28155000504,28,155,000504,250.62,22.66,3.18,0.05,250.11,25.35
28157000101,28,157,000101,110,139,3,1,89,158
28157000102,28,157,000102,75,242,3,6,62,266
28157000201,28,157,000201,72.65,232.14,0.02,1.02,62.61,257.37
28157000202,28,157,000202,37.24,176.53,2.01,1.01,41.23,194.55
28157000301,28,157,000301,214,302,8,6,198,307
28157000401,28,157,000401,77.16,373.92,2.97,2.97,73.2,401.61
28157000402,28,157,000402,61.19,63.94,5.01,1.01,56.18,76.01
28157000501,28,157,000501,139.99,166.12,4.67,1.87,127.85,175.45
28157000502,28,157,000502,153,116,5,3,132,118
28157000503,28,157,000503,10.01,11.88,0.33,0.13,9.15,12.55
28159000102,28,159,000102,847,416,14,8,763,478
28159000104,28,159,000104,211,60,3,1,185,72
28159000201,28,159,000201,342,119,3,2,306,130
28159000203,28,159,000203,646,130,5,1,579,139
28159000204,28,159,000204,193,136,1,1,176,150
28159000301,28,159,000301,96,472,4,3,82,522
28159000303,28,159,000303,563,301,14,1,513,335
28159000401,28,159,000401,46,304,3,5,34,329
28159000402,28,159,000402,139,552,5,8,115,621
28159000405,28,159,000405,227,72,3,0,210,75
28159000502,28,159,000502,422,165,8,3,371,199
28159000504,28,159,000504,244,173,5,4,225,197
28161000101,28,161,000101,179.93,108.96,1,2,159.94,121.95
28161000102,28,161,000102,439.96,266.37,13.97,3.99,389.08,280.34
