GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREOMCM,G16PREGSTE,G16PREIHED,G16PRECCAS,G16PREIKAH,G16USSRBOO,G16USSDELD,G16USSLGIL,G16USSOWRI
05077000002,05,077,000002,182.9,204.1,3.2,2.1,1,0,0,0,171,207.3,7.4,0
05077000003,05,077,000003,136.4,210,1.9,3.9,1,1,1.9,0,141.3,196.4,8.7,1.9
05077000004,05,077,000004,170.2,131.1,2.1,0.2,1,1.1,0,0,176.1,124.2,5.4,0
05077000005,05,077,000005,175.1,145.7,1,2.9,1,2.9,0.9,0,175.2,148.3,6.8,0
05077000006,05,077,000006,52.1,299.3,3,0,0,1,0,0,71.1,258.3,15,1
05077000007,05,077,000007,158,204,3,4,1,2,0,1,173,178,12,0
05077000008,05,077,000008,77.9,207.7,4,2,0,2,0,2,91.9,190.8,11,0
05077000009,05,077,000009,10.9,201.6,1,0,1,2,0,0,20.8,182.8,10.9,0
05079000001,05,079,000001,17,8.9,0,0,0.9,0,0,0,15.2,10.6,0,0
05079000002,05,079,000002,10.3,47.4,0.8,0,0.8,0,1.6,0,18.2,38.7,4,0
05079000003,05,079,000003,47.3,128.4,1,0,0,0,0,2,50.5,122.2,2.1,0
05079000004,05,079,000004,399,61.7,6.5,0,1.9,0.9,0,0.9,339.2,110.3,9.3,0
05079000005,05,079,000005,77,25,1,0,0,0,0,0,69,31,2,0
05079000006,05,079,000006,33.5,53.5,1.3,0.1,0,0.1,0,0,34.6,49.3,3.9,0
05079000007,05,079,000007,5.7,21.8,0,0,0,0,0,0,8.5,18.9,0,0
05079000008,05,079,000008,103.7,18.5,0.1,1,0,0,0.1,0,81.5,35.5,3.2,0
05079000009,05,079,000009,99.7,22.9,1,0,0.1,0,0.9,0,82.4,37.3,2.9,0
05079000010,05,079,000010,74,20,3,2,1,1,0,0,66,27,5,0
05079000011,05,079,000011,182,28.5,2,0.1,1.7,0.8,1.2,0.9,138.8,71,6.2,0
05079000012,05,079,000012,179,35.5,4,0.9,0.3,0.1,4.8,1.1,150.2,68,4.8,0
05079000013,05,079,000013,75.3,4,1,0,3,0,1,0,65.3,16.1,2,0
05079000014,05,079,000014,186,29,5,1,1,0,2,1,155,58,7,0
05079000015,05,079,000015,15,37,0,0,0,1,1,1,24,29,2,0
05079000016,05,079,000016,60.5,5,2,1,1,0,1,0,55.5,12,1,0
05079000017,05,079,000017,58.2,16,2,3,0,0,0,0,51.1,26,2,0
05079000018,05,079,000018,27.2,17.2,0,0,0.1,0,0,0,21,21.4,0,0
05079000019,05,079,000019,17,116,1,0,0,0,1,1,24,103,2,0
05079000020,05,079,000020,1,107,0,0,0,0,0,0,8,92,2,0
05079000021,05,079,000021,24,87,0,1,0,0,0,0,23,76,2,0
05079000022,05,079,000022,30.5,119.5,1.7,0.9,0,0.9,0,0,38.4,111.7,6.1,0
05079000023,05,079,000023,202.5,79.2,3.5,0,0.1,2.1,3,1.1,176.4,94.6,3.6,0
05079000024,05,079,000024,125.4,79.1,5,0,0,0,2,4,124.3,78.1,5,0
05079000025,05,079,000025,246.1,64,2,1,4,1,0,0,228,73,5,0
05079000026,05,079,000026,162,9,4,0,0,0,2,0,143,21,6,0
05081000ARD,05,081,000ARD,129.8,39.5,1.1,1.1,1,0,2.4,1,117.3,41.5,9,0
05081000ARK,05,081,000ARK,16,6,1,2,0,0,1,0,13,7,2,2
05081000AW1,05,081,000AW1,584.3,187.8,11.9,3,0,2,1,2,551.5,186.8,17.9,0
05081000AW2,05,081,000AW2,192.7,236.2,6,4,1,3,4,3,195.7,214.2,14,1
05081000AW3,05,081,000AW3,229,212,7,6,1,0,4,4,217,214,9,0
05081000BUR,05,081,000BUR,60.2,15.3,1.9,1.9,0.9,0.9,13.9,0.9,76.5,17.2,1.1,0
05081000CLE,05,081,000CLE,242.9,100.9,12.6,2.1,2,1,2.9,2.9,226.4,107.6,13.8,1
05081000CNY,05,081,000CNY,76.5,14.9,2.1,0.7,0,0.1,0,0,64,23.7,3.4,0
05081000FRK,05,081,000FRK,369.7,61.3,4.9,1,3,3,3,1,328.2,73.2,24.7,0
05081000FW1,05,081,000FW1,37,38,0,0,1,1,0,0,37,34,2,0
05081000FW2,05,081,000FW2,127,55,1,0,0,0,0,0,111,54,9,0
05081000FW3,05,081,000FW3,119.2,42.2,6,0,1,1,1,0,114.1,40.2,3.1,0
05081000JEF,05,081,000JEF,308.2,81.5,8.1,1.4,0.4,1.4,1.7,4.4,288.3,90.1,13.8,0
05081000JEW,05,081,000JEW,64,14,2,1,0,2,1,1,61,17,6,0
05081000JHN,05,081,000JHN,106.7,107.2,3.8,0.9,0,2.8,0,0,100.1,99,7.5,0
05081000JKS,05,081,000JKS,235.1,32.4,2.1,4.1,2,1,1.6,0,216.9,37.5,17,0
05081000L/C,05,081,000L/C,147.9,19.9,4.5,0.9,0,0,1.8,0.9,142.5,28,3.6,0
05081000L/R,05,081,000L/R,220.7,26.9,1,1.9,0,1,0,1,196.8,34.5,10.5,0
05081000R/R,05,081,000R/R,141.7,24.2,3.8,0.6,0.6,0.6,1.3,2.5,134.6,32.5,5.1,0
05081000W/R,05,081,000W/R,133,64,2,1,0,3,1,1,120,68,9,0
05083000100,05,083,000100,147,51,7,0,0,1,0,0,132,64,8,1
05083000101,05,083,000101,131.9,40.7,4.2,2.1,2.1,2.2,0,0.1,121,56.6,6.4,0
05083000102,05,083,000102,128.2,58.8,7,2,1,3,1,1,135.9,58.1,6.1,0
05083000103,05,083,000103,85.8,31.2,0,0,2,1,1,0,75.1,44.9,3.9,0
05083000104,05,083,000104,168.7,61.9,3.8,1.9,0,0.9,0,0,151.8,71.2,6.6,0
05083000105,05,083,000105,146,34,4,2,1,2,2,1,136,47,6,0
05083000106,05,083,000106,250.3,40.1,4,3,4,1,0,2,229.2,64.2,10,0
05083000107,05,083,000107,86,18,0,1,1,2,0,2,73,29,3,0
05083000108,05,083,000108,130.7,41.1,5.9,1,2,0.3,0,1,118.1,58.8,4.1,0
05083000109,05,083,000109,48.7,16.9,1,1,0,0,1,0,38.8,24.9,3,0
05083000110,05,083,000110,50.9,16.6,2,0,1,2,1,1,46,24.5,2.9,0
05083000111,05,083,000111,91.3,42.7,9.4,0,0,2.7,0.1,0.1,94.8,50.1,1.2,0
05083000113,05,083,000113,236.1,51,2.2,3.1,4,1,2,4,203.2,89.4,6.3,1
05083000114,05,083,000114,277.5,121.1,18.4,4.4,2.6,2.7,4.4,0.9,263.4,145.7,19.3,0
05083000115,05,083,000115,282.2,91.2,6.2,2.1,5.1,4.3,1,1.1,256.2,126.2,11.4,0
05083000116,05,083,000116,280.4,98.3,12.5,0.6,0.3,4.3,5.6,0.1,247.5,127.6,17.6,0
05083000117,05,083,000117,386.5,133.2,10,3,2.9,10.5,0.1,4.8,345.5,178,17.7,0
05083000118,05,083,000118,88.8,25.9,3.1,0,0,0,1,0,92.6,22.2,4.1,0
05083000119,05,083,000119,129.3,39.6,4.7,0,0.1,0.8,1,1,118.4,53.6,5.4,0.1
05083000120,05,083,000120,48,11,2,0,0,0,0,0,37,22,5,0
05083000121,05,083,000121,60.9,26.6,2.6,1,0,2.1,1.1,0.1,56.6,32.4,3.6,0
05083000122,05,083,000122,20.5,11.2,0.9,0,0,0,0,0,19.6,12.1,0.9,0
05083000132,05,083,000132,24.3,7.8,0.8,0,0,0,0.8,0,24.3,7,2.4,0
05083000133,05,083,000133,23.9,3.6,0.2,2,0,0,0.2,0,20.9,6.4,2.5,0
05083000134,05,083,000134,264,62,11,6,6,6,1,2,216,119,21,1
05083000135,05,083,000135,287.9,75.7,9,7,1,2,2,3,268.9,106.6,9,0
05083000136,05,083,000136,281.2,116.1,11.1,6.1,3,2,0.1,3,263.9,140.4,17.2,0
05083000137,05,083,000137,420.1,105.2,8.7,6.9,1.7,0.9,8.6,1.7,385.5,141.5,23.2,1.7
05083000138,05,083,000138,91.5,19.7,3,1,0,3,0.1,0,77.4,32.8,4.2,0
05083000139,05,083,000139,90,27,3,2,1,0,1,0,75,34,9,0
05083000140,05,083,000140,185.9,50,2.6,0.1,3.2,0.1,0.4,0,163.1,68.4,9.6,0
05083000141,05,083,000141,171.1,43,8.4,0.9,2.8,1.9,5.6,0,145.9,77.6,8.4,0
05083000144,05,083,000144,133,38,4,1,2,0,0,0,121,48,5,0
05083000145,05,083,000145,315.5,69,14.2,5,0.2,1.1,4.2,2.2,293.6,97.1,16.3,0.2
05083000146,05,083,000146,134.8,28.1,7.6,0.8,1.1,0.1,0,0.1,118.1,44.3,9.4,0
05083000147,05,083,000147,99.1,20,2,4,3,1,0,1,91.1,33,6,0
05085000001,05,085,000001,8.2,35.5,2,1,0,0,1,1,8,32.6,2,1
05085000002,05,085,000002,678.2,114.8,18,2,2,5.5,1,1,595.5,171.4,37.9,1
05085000003,05,085,000003,790.7,151.8,32.7,16.1,7.1,2.2,2,3,720.4,203.1,50.6,2
05085000004,05,085,000004,824.5,173.5,24.9,4,3,4,0,6,705.9,259.2,57.8,1
05085000005,05,085,000005,1404.1,393.3,73.2,17.7,11,9,5,7,1217.5,505.3,130,2
05085000006,05,085,000006,2411.8,543,87,32.9,16.2,12.2,11.2,3.5,2244.1,681.9,128.9,5.1
05085000007,05,085,000007,1965.2,422,66.8,35.3,14.2,13.4,6.1,6.1,1754.7,582.2,131,2.1
05085000008,05,085,000008,1522.9,370.7,92.1,18.8,17.9,8.9,4,7.9,1351.5,472.9,156.4,1
05085000009,05,085,000009,518.3,114.9,22,2.6,6,4.9,2,3,469.5,155.3,28.4,0.1
05085000010,05,085,000010,296.4,84.3,6.9,3.9,3,2.9,2,1,243.3,141.2,7.8,0
05085000011,05,085,000011,111.9,90.7,4.1,0.1,1.1,2.1,1,2,105.9,96.8,7.2,0
05085000012,05,085,000012,131.1,71.1,9,5,1,0,0,4,121.8,86.3,10,0
05085000013,05,085,000013,138.6,11.9,2,0,2,1,0,1,107.9,42.6,3,0
05085000014,05,085,000014,89.1,23.4,1.1,1,0,0,0,0,74.6,35.7,0.3,0
05085000015,05,085,000015,53,22,3,0,2,1,0,1,49,27,0,1
05085000016,05,085,000016,667,104,25,11,10,2,3,5,596,177,34,0
05085000017,05,085,000017,212.8,64.7,7.8,0,6.9,1,0,2,185.4,93.2,8.8,0
05085000018,05,085,000018,147.2,60.3,7.2,1,2.1,1,0,0,116.6,86.8,8.2,0
05085000019,05,085,000019,44.7,167.3,4.7,0.9,0.9,0.9,0,4.7,57,151.3,2.8,0
05085000020,05,085,000020,84,68,2,1,0,2,0,0,70,79,4,0
05085000021,05,085,000021,53,5,0,1,0,0,1,1,47,11,1,0
05085000022,05,085,000022,259,120,19,5,0,1,3,3,207,178,19,0
05085000023,05,085,000023,941.6,156.1,25.2,9.7,8.7,2.9,1.9,1.9,822.3,248.2,48.5,0
05085000024,05,085,000024,791.8,296.6,30.6,8,8,4.9,6.8,3.9,676.4,406.3,34.2,1
05085000025,05,085,000025,76.7,29.5,1.3,0.1,0.1,1,1,1.3,72.4,36.5,0.2,0
05085000026,05,085,000026,41.8,2.8,1.9,0,0,0,0,0,35.3,8.4,1.9,0
05085000027,05,085,000027,81.8,17.5,0,0,0,0,0,0,74,24.3,2,1
05085000028,05,085,000028,83,9,0,0,0,0,0,0,64,20,3,0
05085000029,05,085,000029,41,16,0,0,1,1,0,0,35,21,2,0
05085000030,05,085,000030,23,10,1,0,0,0,0,1,21,9,1,0
05085000031,05,085,000031,45,4.2,0.1,0,0,1,0,0,33.5,15.6,1.1,0
05085000032,05,085,000032,12.6,1.9,0,0,0,0,0,0,9.7,4.8,0,0
05085000033,05,085,000033,91.4,42.1,2,2,1,0,2,0,82.3,47.1,7,0
05085000034,05,085,000034,145.4,76.4,2,11,1,1,0,1,114,115.8,3,0
05085000035,05,085,000035,109.8,37.2,2,1,0,1,0,2.9,88.2,60.8,2.9,0
05085000036,05,085,000036,94,68,5,0,2,0,0,0,76,82,5,0
05085000037,05,085,000037,144,69,5,0,0,1,0,1,112,96,13,0
05085000038,05,085,000038,278.6,88.5,7.9,2,0,1,2.9,0.1,201.4,164.7,8,1
05085000039,05,085,000039,608.6,130.7,16.1,10.7,12.5,0.9,1.8,3.6,532.5,196,43,1.8
05085000040,05,085,000040,1392.1,294.6,47.8,11.7,7.8,7.8,4.9,2.9,1250.6,423.4,71.2,1
05085000041,05,085,000041,37.4,17.2,1,0,0,0,2,0,29.3,24.3,3,0
05085000042,05,085,000042,171.9,39.6,2.9,1,1,0,0,0,129.4,75.3,8.7,0
05085000043,05,085,000043,71.8,149.8,5.2,0.3,2.3,0.2,1.3,0.1,62.3,157.2,4.3,0
05085000044,05,085,000044,28.6,14.8,2,1,0,1,0,0,23.7,19.7,3,0
05085000045,05,085,000045,100,27,8,2,0,2,1,1,89,42,6,0
05085000046,05,085,000046,15,10,1,0,0,0,0,0,9,13,3,0
05085000047,05,085,000047,319.3,86,9,5,3,5,1,3,270.2,121.1,25,0
05085000048,05,085,000048,384.3,71.9,14.9,1,3,2,3.9,3.9,324,110.6,39.5,2
05085000049,05,085,000049,450.2,95.6,25.4,5,3.1,4.1,1,1,400.9,121.3,45.9,2
05085000050,05,085,000050,406.4,58.8,19.6,4.9,5.9,2,2,1,341.8,108.7,38.2,1
05085000051,05,085,000051,118.4,63.6,6.4,1.6,0,0.8,0,1.6,102.5,80.4,5.6,0
05085000053,05,085,000053,69.6,139,4,1,0,1,0,0,45.5,154.2,5,0
05085000054,05,085,000054,22,124,1,1,4,0,1,1,29,113,1,1
05085000055,05,085,000055,99,94,5,2,0,1,0,2,74,124,6,0
05085000056,05,085,000056,197,91,1,0,1,1,1,1,157,125,3,0
05087000001,05,087,000001,645.2,183.7,25.6,3.4,6.4,9.2,5.2,3,589.7,262.8,26.1,0.7
05087000006,05,087,000006,580.9,274.6,14,12,19.7,9,2,1,525.3,349.3,37.8,0
05087000009,05,087,000009,404.2,119.3,19,1.4,4.2,5.3,1.2,0.8,365.6,163,28.4,0
05087000010,05,087,000010,784,225.5,16.9,6.1,3,5,4,1,731.5,276.5,39.3,0
05087000014,05,087,000014,888.8,247.5,19.2,9.3,3.5,6,3.3,2.9,840.2,306.6,35.4,1.2
05087000019,05,087,000019,1138,323.1,32.2,9.7,11.2,4.5,6.3,5.2,1013.2,438.1,65,0
05087000021,05,087,000021,112.6,48.1,5,0,3,1,0,0,108.5,51.2,8,0
05087000022,05,087,000022,66.9,36,0,2,1,1,0,0,61.9,43,5,0
05087000023,05,087,000023,152.3,49,4.5,0.9,0,0.9,0,0,140,59.4,4.8,0
05087000024,05,087,000024,136.7,73.8,7.1,2,2,1,1,0,127,86.3,10.2,0
050890MAP01,05,089,0MAP01,83.9,35,0,0,0,0,0,0,75.9,38,3,0
050890MAP02,05,089,0MAP02,245,69,3,1,2,0,0,2,232,62,24,0
050890MAP03,05,089,0MAP03,192.1,70,4,3,1,1,1,0,185.1,67,15,0
050890MAP04,05,089,0MAP04,62,44,2,2,2,1,0,0,62,40,7,0
050890MAP05,05,089,0MAP05,89,36,0,1,1,0,0,1,86,38,3,0
050890MAP06,05,089,0MAP06,597,236,20,3,7,2,3,3,615,207,38,0
050890MAP07,05,089,0MAP07,0,0,0,0,0,0,0,0,0,0,0,0
050890MAP08,05,089,0MAP08,694.6,137.5,16.9,2,10.8,3,0,2,662.8,131.7,55.3,0
050890MAP09,05,089,0MAP09,307,69,4,2,4,0,6,2,309,61,16,0
050890MAP10,05,089,0MAP10,99,19.8,3,5,0,0,0,0,98,16.8,7.9,0
050890MAP11,05,089,0MAP11,53.4,12.3,4,0,0,1,0,0,56.4,7.2,5.1,0
050890MAP12,05,089,0MAP12,12.8,5.2,0,1,0,0,0,0,14.8,3.1,1.1,0
050890MAP13,05,089,0MAP13,27.7,7.6,0.9,0,0,0,0,0,32.4,2.9,0,0
050890MAP14,05,089,0MAP14,18.7,3.9,0,0,0,0,0,0,18.7,2,0,0
050890MAP15,05,089,0MAP15,58,20,2,0,0,1,1,0,58,17,5,0
050890MAP16,05,089,0MAP16,487.8,131.5,21.1,9,6,0,4,2,496.9,118.4,37.1,1
050890MAP17,05,089,0MAP17,346.6,82.7,11.8,3,4.9,2,1,0,334.7,77.8,32.5,1
050890MAP18,05,089,0MAP18,151.7,28.2,2.2,2,3.1,0,0,0,143.6,34.1,8.5,0
050890MAP19,05,089,0MAP19,254.9,55.6,12.2,2.8,2,0.1,0.3,1.7,252.5,53,16,0
050890MAP20,05,089,0MAP20,161,34.7,4.8,4.8,2.8,0.3,0.7,0.3,163.6,35.8,6.7,0
050890MAP21,05,089,0MAP21,26.2,0.7,1.4,0,0,0.7,0,0.7,24,3.6,0.7,0
050890MAP22,05,089,0MAP22,10,4,0,0,0,0,0,0,8,4,1,0
050890MAP23,05,089,0MAP23,121.5,38.9,2,3,1,0,0,0,113.7,37.9,13.8,0
050890MAP24,05,089,0MAP24,135,22,5,0,0,0,3,0,133,23,6,0
050890MAP25,05,089,0MAP25,277,75,9,4,1,1,1,0,263,73,23,0
050890MAP26,05,089,0MAP26,341.9,68.1,10,5,3,2,4,1,338.2,59.9,22.9,0
050890MAP27,05,089,0MAP27,5,0,0,0,0,0,0,0,4,0,0,0
050890MAP28,05,089,0MAP28,126,32,6,1,0,3,0,1,123,30,11,0
050890MAP29,05,089,0MAP29,6,1,0,0,0,0,0,0,4,0,2,0
050890MAP30,05,089,0MAP30,309.7,88.6,10,6,4,3,0,0,321.6,70.7,15.9,0
050890MAP31,05,089,0MAP31,0,0,0,0,0,0,0,0,0,0,0,0
05091000BRI,05,091,000BRI,313.8,30.8,3.2,1,2,0.1,0.1,2,293.1,38.9,8.5,0
05091000CEN,05,091,000CEN,571.3,51,7.6,1,2.8,2,3,0.9,531,71,16.6,1.9
05091000CHM,05,091,000CHM,451.4,490.3,11,5,5,7,7,3,444.4,444.4,35,0
05091000DOD,05,091,000DOD,317.3,90.3,5,5,1,0.1,2,0,309.8,79.4,10.3,0
05091000FOU,05,091,000FOU,1232.6,122.9,20.8,6,4,4.9,3,1,1196.8,138.2,34.8,0
05091000GAR,05,091,000GAR,75,65.1,1.4,1,0.2,1,2,0.1,74.4,58.8,7.5,0.1
05091000GEN,05,091,000GEN,821.5,62,12.1,3,0,2,7,1,794.4,69.9,26.1,1
05091000GRV,05,091,000GRV,855.2,141.8,15.9,5,0,1,3,3,827.3,135.8,31.9,2
05091000HIC,05,091,000HIC,704.5,379.8,17.2,3.1,7.1,4,5,0,681.6,363.6,32.3,1
05091000HSS,05,091,000HSS,481,297,16,4,5,4,7,0,471,287,29,1
05091000MAN,05,091,000MAN,315.7,177.1,5.6,1.3,1.1,2.4,0,0.1,314.7,161.2,14.7,1
05091000NHS,05,091,000NHS,851,502,27,9,10,1,6,2,836,495,40,2
05091000OZA,05,091,000OZA,255.7,260.4,14,4,3,2,1,0,262.5,249.4,12.2,0
05091000RON,05,091,000RON,577,54.8,3.9,3.9,1.9,3.9,0,1.9,543.3,59.6,23.1,0
05091000SAN,05,091,000SAN,166,228,9,4,6,4,2,0,175,202,22,0
05091000SUG,05,091,000SUG,1178.2,389,23.2,10.6,8.7,4.8,5.8,1.9,1185.9,365.7,39.6,1.9
05091000TRI,05,091,000TRI,617,351.9,21.6,3.3,3.2,5.1,2.2,3,605.2,336.2,35.1,0
05091000UNI,05,091,000UNI,1492,194.5,19.9,1,5,4,5,0,1396.8,213.4,50.6,0
05091000WAS,05,091,000WAS,43,401,3,4,3,3,4,2,54,345,13,1
05093000001,05,093,000001,381.5,867.3,17,11,4,4,4,5,380.5,766.3,39,4
05093000002,05,093,000002,715,428.4,15.8,6.4,6.4,3,2,3.5,707.2,374.3,35,1
05093000003,05,093,000003,167.2,1083.8,14.5,8.2,8.3,5.1,6.1,13.1,205.4,881.5,45.5,2
05093000006,05,093,000006,192.9,115.6,4.2,1.7,1.7,0.8,0.5,0.9,190.8,101,9.4,0.3
05093000010,05,093,000010,385.3,68.2,7.1,0,3,0.1,3.1,0.1,366,68.7,11.2,0
05093000012,05,093,000012,118.6,60.8,2.1,0.9,1.3,0.4,0,1.3,111.8,56.8,5.9,0
05093000013,05,093,000013,170.5,33.2,0,0,0.5,1.5,0.5,0.5,159.2,29.6,7.7,0
05093000014,05,093,000014,49.1,9.6,0,0,0.1,0.4,0.1,0.1,45.8,8.5,2.2,0
05093000015,05,093,000015,132.2,26.4,0.4,0.1,0.4,1.1,0.4,0.4,123.5,24,6.1,0
05093000016,05,093,000016,67.2,13.3,1,1.3,0.8,0.4,0.6,0.7,63.8,13.6,3.4,0.3
05093000017,05,093,000017,41.3,8.2,0.6,0.8,0.5,0.3,0.3,0.4,39.2,8.4,2.1,0.2
05093000018,05,093,000018,118,23.3,1.7,2.3,1.4,0.8,1,1.1,112,23.9,6,0.6
05093000019,05,093,000019,383.1,75.7,5.6,7.5,4.4,2.5,3.1,3.7,363.7,77.6,19.4,1.9
05093000021,05,093,000021,122.4,28.6,2.4,0.6,0.5,0.7,0.4,0.6,114.5,28.3,6.6,0.1
05093000022,05,093,000022,171.7,40.2,3.4,0.8,0.7,1,0.5,0.8,160.7,39.7,9.3,0.2
05093000023,05,093,000023,150.5,35.2,3,0.7,0.6,0.9,0.4,0.7,140.9,34.8,8.2,0.1
05093000024,05,093,000024,299.1,70,5.9,1.5,1.2,1.8,0.9,1.5,279.9,69.1,16.2,0.3
05093000025,05,093,000025,248.8,58.2,4.9,1.2,1,1.5,0.7,1.2,232.8,57.5,13.5,0.2
05093000027,05,093,000027,36.5,19.1,0.8,0,0,0,0,0,29.9,18.3,2.5,0.8
05093000030,05,093,000030,59.5,130.9,1.9,0.6,0,1.9,1.9,1.3,55.7,122,4.5,0
05093000032,05,093,000032,312.1,502.3,11.1,5.2,3.3,5.2,3,3.3,316.9,448,22.2,0.7
05093000033,05,093,000033,98.7,158.9,3.5,1.6,1,1.6,0.9,1,100.2,141.7,7,0.2
05093000034,05,093,000034,145.2,233.7,5.2,2.4,1.6,2.4,1.4,1.6,147.4,208.4,10.3,0.3
05093000035,05,093,000035,289,465.1,10.3,4.8,3.1,4.8,2.7,3.1,293.4,414.9,20.5,0.7
05093000036,05,093,000036,164.2,45.5,4.3,0.6,1.2,0,0,0.6,148.8,42.4,6.8,0
05093000038,05,093,000038,63.5,28.9,1.5,0.5,0.5,0.2,0.2,0.2,60.5,24,4,0.2
05093000039,05,093,000039,53.9,24.5,1.3,0.4,0.4,0.2,0.2,0.2,51.4,20.4,3.4,0.2
05093000040,05,093,000040,58.4,28.2,1.4,0.5,0.4,0.2,0.2,0.2,55.7,23.6,3.8,0.2
05093000041,05,093,000041,21,9.5,0.5,0.2,0.2,0.1,0.1,0.1,20,7.9,1.3,0.1
05093000042,05,093,000042,42.5,19.3,1,0.3,0.3,0.2,0.2,0.2,40.5,16.1,2.7,0.2
05093000044,05,093,000044,52.2,103.8,2.8,1.4,0,0,0,0,50.8,91.2,5.6,0
05093000045,05,093,000045,23.2,43.8,1.2,0.6,0,0,0,0,22.7,38.5,2.5,0
05093000046,05,093,000046,65.1,37.5,2.4,0.8,0.1,0.1,0,0.8,64.4,32.2,4.1,0
05093000047,05,093,000047,28,4,0.4,0.2,0.2,0.2,0,0.2,26.3,3.6,0.8,0
05093000048,05,093,000048,97.6,13.8,1.3,0.7,0.7,0.7,0,0.7,91.7,12.5,2.6,0
05093000050,05,093,000050,142.5,31.9,10.1,0.8,1.6,0,0,0,127.7,39.7,8.6,0
05093000054,05,093,000054,74.7,35.7,3.2,2.4,0,0.8,0.8,0,75.4,28.6,6.3,0
0509300007A,05,093,00007A,196.6,121.1,4.4,1.8,1.8,0.8,0.6,1,194.5,105.6,9.8,0.3
0509300011A,05,093,00011A,88.4,53,2,0.8,0.8,0.4,0.2,0.4,87.5,46.3,4.3,0.1
0509300011B,05,093,00011B,224.5,137.4,5,2,2,1,0.7,1.1,221.9,120.2,11,0.3
0509300027A,05,093,00027A,7.5,3.9,0.2,0,0,0,0,0,6.1,3.7,0.5,0.2
0509300030A,05,093,00030A,5.7,12.7,0.2,0.1,0,0.2,0.2,0.1,5.3,11.8,0.4,0
0509300039A,05,093,00039A,14,6.3,0.3,0.1,0.1,0.1,0.1,0.1,13.3,5.3,0.9,0.1
0509300046A,05,093,00046A,18.3,14.7,0.9,0.3,0,0,0,0.3,18.6,12.6,1.5,0
0509300050A,05,093,00050A,40.5,9.1,2.9,0.2,0.4,0,0,0,36.3,11.3,2.4,0
0509300054A,05,093,00054A,16.6,7.9,0.7,0.5,0,0.2,0.2,0,16.7,6.3,1.4,0
050930012-1,05,093,0012-1,173,75,1.1,1,2.9,0,1.9,0,165.3,69.6,10.8,0
050930012-2,05,093,0012-2,236.5,75.8,3,3,3,0,0,1,215.4,73.8,11.1,1
050930012-3,05,093,0012-3,171.2,90.9,3.1,1.2,1.8,0.6,0,1.8,161.7,84.6,8.6,0
050930029-1,05,093,0029-1,12.6,27.9,0.4,0.1,0,0.4,0.4,0.3,11.8,26,0.9,0
050930029-2,05,093,0029-2,3.4,7.5,0.1,0,0,0.1,0.1,0.1,3.2,7,0.3,0
050930029-3,05,093,0029-3,5.5,12.1,0.2,0.1,0,0.2,0.2,0.1,5.1,11.3,0.4,0
050930037-1,05,093,0037-1,59.4,16.5,1.6,0.2,0.4,0,0,0.2,53.9,15.4,2.5,0
050930037-2,05,093,0037-2,43.4,12,1.1,0.2,0.3,0,0,0.2,39.4,11.2,1.8,0
05095000001,05,095,000001,196.7,146,3,1,0,3,0,1,176.8,161.9,2,0
05095000002,05,095,000002,111,224,4,4,2,0,1,2,110,214,9,1
05095000003,05,095,000003,164.2,171.1,3,0,3,0,3,0,159.2,167.1,6,0
05095000008,05,095,000008,77,35,1,0.5,0,0.9,0,0,66.4,41.6,2.9,0
05095000010,05,095,000010,48.1,11.2,5.8,0,0,0,0,0,49.6,13.3,0.1,0
05095000011,05,095,000011,67.9,106.6,2,1,1,1,0,2,53.9,110.6,4,0
05095000012,05,095,000012,128.5,87.3,5.2,0,0,0,1,1,103.6,106.4,1,1
05095000013,05,095,000013,87,93,3,0,0,1,0,0,92,78,5,0
05095000015,05,095,000015,27.2,12.8,0.7,0,0,0,0,0,23.2,14.8,2,0
05095000016,05,095,000016,96,13,0,0,0,1,0,0,83,20,5,0
05095000017,05,095,000017,82.4,38,1,0.5,0,1,0,0,71.1,45.2,3,0
05095000018,05,095,000018,35.8,28.8,1,1,0,1,0,1,36.8,30.8,1,0
05095000019,05,095,000019,18.1,12.5,0,0.2,0.2,0,0,0,16.5,14.1,0.2,0
05095000020,05,095,000020,24.3,16.7,0,0.3,0.3,0,0,0,22.1,18.9,0.3,0
05095000021,05,095,000021,45,18,2.2,0.8,0,0,0.8,0,40.5,24.8,0,0
05095000022,05,095,000022,26,205,0,0,2,0,0,1,34,181,5,0
05095000024,05,095,000024,18.9,8.8,0.5,0,0,0,0,0,16.1,10.3,1.4,0
05095000025,05,095,000025,44,12,1,0,0,1,0,0,46,11,1,0
05095000026,05,095,000026,34.3,16.1,0.8,0,0,0,0,0,29.2,18.6,2.5,0
05095000027,05,095,000027,8.2,3.3,0.4,0.1,0,0,0.1,0,7.3,4.5,0,0
05095000028,05,095,000028,6.8,2.7,0.3,0.1,0,0,0.1,0,6.1,3.7,0,0
05095000029,05,095,000029,26.8,18.5,0,0.3,0.3,0,0,0,24.4,20.9,0.3,0
05095000030,05,095,000030,72.4,17.7,1.4,1.4,0,0.7,0,0,59.6,29.2,3.4,0
05095000031,05,095,000031,34.4,8.3,0.6,0.6,0,0.3,0,0,28.3,13.8,1.6,0
05097000001,05,097,000001,29.7,4.7,1.9,0,0,0,0,0,31.6,3.7,0,0
