GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREOMCM,G16PREGSTE,G16PREIHED,G16PRECCAS,G16PREIKAH,G16USSRBOO,G16USSDELD,G16USSLGIL,G16USSOWRI
05133000006,05,133,000006,130.5,145.8,8.8,7.7,2,7.8,0,0,145.5,119.7,21.6,1
05133000007,05,133,000007,115.9,91.9,5.4,2.4,4.1,1.4,0,0,115.5,77.7,10,1
05133000008,05,133,000008,71,13,3,2,1,0,0,0,67,16,3,0
05133000011,05,133,000011,557.8,148.6,7.1,2.4,2,4,1,1,489.6,162.8,36.3,1
05133000013,05,133,000013,218.1,26.1,2,4,0,5,0,0,198.1,33.1,7,1
05133000015,05,133,000015,46.5,5.5,2.8,0,0,0.9,0,0,45.8,7.7,2,0
05133000017,05,133,000017,309.4,63.9,7.2,0,3,6,0,0,277.7,75,22,0
05133000020,05,133,000020,262,77,13,0,1,2,1,0,236,89,17,1
05133000022,05,133,000022,144.1,30.1,2.6,1.1,1,0,1.2,1.1,134.3,35.1,5.5,2
05133000023,05,133,000023,451.8,86.9,5.4,6.1,0,1.4,0.1,1,401.9,98.9,14,1
05133000026,05,133,000026,69.5,14.2,1.6,0.2,0,0.6,0.2,0,65.4,12.2,2.5,0
05133000027,05,133,000027,57.4,4.2,0,2,0,0,0,0,44.2,11.3,1.1,0
05133000028,05,133,000028,82.9,52.6,0.3,2.9,2,1.9,0.1,0.1,83.3,50.8,5.2,0
05135000001,05,135,000001,140,17,1,2,2,0,0,0,135,20,6,0
05135000002,05,135,000002,700.7,160.2,31.9,8,4,11.9,3,5,657.9,203,40.8,1
05135000003,05,135,000003,1213.4,433.9,48,12.1,14.1,15,8,4,1179.2,453,71.2,1
05135000004,05,135,000004,78,17,0,4,0,0,0,0,82,16,1,0
05135000005,05,135,000005,142.2,23.8,2,2,1,3,0,0,134.4,27.7,5.9,0
05135000006,05,135,000006,361.8,122.5,10.2,6.1,3.2,3.1,3.2,0.1,336.9,122.7,27,0.1
05135000007,05,135,000007,438.4,90.7,8,5.9,8.9,1,3,0,411.8,102.5,27.7,1
05135000008,05,135,000008,98,29,1,0,1,0,0,3,82,41,6,0
05135000010,05,135,000010,136,26,0,1,0,0,1,0,125,27,5,0
05135000011,05,135,000011,151,35,5,0,1,0,1,2,149,35,9,0
05135000012,05,135,000012,65.2,21.4,0.1,0,3,1,0,0,63.1,20.4,4.1,0
05135000013,05,135,000013,43.8,15.6,1.9,0,0,0,0,0,39.9,12.6,4.9,0
05135000014,05,135,000014,17,7,0,0,0,1,0,0,16,7,1,0
05135000015,05,135,000015,42.1,8,2,0,0,0,0,0,37.1,12,1,0
05135000016,05,135,000016,167.8,49.3,1.9,1.9,1.9,0.9,2.8,0.9,154.5,51.2,14.2,0.9
05135000017,05,135,000017,341,89,8,3,1,3,2,1,310,101,20,0
05135000018,05,135,000018,599.9,171.5,17,4.1,4,3,7,4.1,577.8,177.5,29.1,2
05135000019,05,135,000019,123.1,20.9,1,1,0,1,1,2,118.2,27.8,4,0
05135000020,05,135,000020,51,11,2,0,1,2,3,0,50,19,5,0
05135000021,05,135,000021,34,15,1,1,1,2,0,0,33,15,0,0
05135000022,05,135,000022,97,20,2,0,2,0,0,0,81,25,9,0
05135000023,05,135,000023,72,12,2,1,0,1,0,0,66,16,5,0
05135000024,05,135,000024,72,25,3,0,0,0,1,0,68,26,6,0
05135000025,05,135,000025,70,12.5,3,1,0,1.1,0,0,68.9,14.6,5.1,0
05135000026,05,135,000026,151.8,39.7,3,2,0,2,0,0,150.8,36.7,3,0
05137000101,05,137,000101,190.4,58.5,9.9,1,6,3,1,0,172.5,79.3,14.9,0
05137000102,05,137,000102,187.5,37.9,2.7,2.2,1.2,1.3,0.2,0.3,164.7,50.4,13.3,1
05137000103,05,137,000103,383.2,96,15,7,3,2,0,1,352.1,117.9,22.1,0
05137000104,05,137,000104,243.7,98.2,2,3.8,4.8,4.7,2.8,1.9,222.7,111.6,18,0
05137000105,05,137,000105,275.8,105.3,11.6,2.9,8.6,1,1,2.9,251.3,109.4,26.1,0
05137000106,05,137,000106,162.5,42.2,6.3,1.1,0.5,0.1,0.1,0.2,146.8,48.4,12.8,0.9
05137000107,05,137,000107,302,88,6,3,3,5,1,2,266,117,19,1
05137000108,05,137,000108,189.8,39,6.7,1.1,0,4.8,3.8,0.1,170,60.7,9.7,0.9
05137000109,05,137,000109,31,7.5,0.9,0.3,0,0,0,0.1,26.5,10.6,2,0
05137000110,05,137,000110,31.6,14.2,0,1.9,0,0,0,0.9,35.3,10.5,2.9,0
05137000111,05,137,000111,331.7,93.1,10.5,2,1.3,2,2,3.9,284.3,133.1,17.2,0
05137000112,05,137,000112,506.9,127.9,9.7,5.8,9.7,1.9,1.9,3.9,466.2,161.8,24.2,1
05137000114,05,137,000114,83.7,20.4,2,0,0,0,1,1,79.8,21.4,5.8,0
05137000118,05,137,000118,185.2,45.4,5.2,1.7,0,0,0,0.9,158.4,63.6,12.1,0
05137000119,05,137,000119,54.1,16.4,2.4,0.2,0.8,0.1,0.2,0.1,50.3,19.7,2.7,0.1
05137000123,05,137,000123,328.3,128.9,21.5,2.8,12.1,1.9,2.8,1.9,301.2,162.5,26.1,1.9
05137000124,05,137,000124,363.8,142.4,6.3,1,7,6.2,1.2,1,312.1,182.3,21.5,1
05137000128,05,137,000128,111.3,5.4,0.1,0,0,1,0,0,96.4,19.3,0.1,0
05137000129,05,137,000129,160.1,37.5,2.1,3.2,4.2,0.2,2.1,1.1,141.7,53.3,8.1,0
051390000W1,05,139,0000W1,508.9,667.8,23,8,10,6,4,4,580.9,531.6,66.1,0
051390000W2,05,139,0000W2,725.8,670.9,34.8,10.4,6.1,4,4.3,0,785,520.1,65.1,0
051390000W3,05,139,0000W3,155.1,1014.7,12.9,0,2,4.9,2,2,229.1,768.6,70.3,0
051390000W4,05,139,0000W4,632,569,44,12,10,4,2,0,635,502,63,0
05139000AUR,05,139,000AUR,116,159,2,0,2,0,2,0,113,112,3,0
05139000CAL,05,139,000CAL,372,46,11,4,2,0,0,0,352,54,12,0
05139000CB1,05,139,000CB1,146.7,65.5,0.1,2,0,0,0,2,148,52.6,5.2,0
05139000CB2,05,139,000CB2,421.1,59.4,10.3,2.4,0.1,0.2,2.1,2.1,397.7,58.2,16.9,0
05139000CB3,05,139,000CB3,946.1,102.5,28.5,9.5,1.9,3.8,1.9,1.9,895.8,117.7,35.1,0
05139000CB4,05,139,000CB4,422.2,87.2,16.5,10.7,1.9,0,8.7,0,414.4,86.2,21.3,0
05139000CB6,05,139,000CB6,413,112,13,8,6,0,2,0,407,108,22,0
05139000CB7,05,139,000CB7,108,22,4,0,0,0,0,4,98,29,5,0
05139000CLN,05,139,000CLN,341.4,123.4,6,0,4,4,2,0,311.6,109.5,26.9,0
05139000FEL,05,139,000FEL,75.8,15.7,0,0,0,0,0,0,68.9,9.8,4.9,0
05139000HIB,05,139,000HIB,231,52,4,0,4,0,0,0,227,52,9,0
05139000HUT,05,139,000HUT,215,308.4,11,6,0,6,0,4,239.8,223.6,20,0
05139000JUN,05,139,000JUN,320,195,0,2,0,4,2,2,295,164,27,0
05139000LAW,05,139,000LAW,367.5,128.9,2,4,4,2,0,0,318.3,130.9,20.1,0
05139000LIS,05,139,000LIS,212.4,40.2,1.9,0,0,1.9,1.9,1.9,194.3,35.4,4.8,0
05139000MTH,05,139,000MTH,252,76,2,0,0,2,0,0,242,64,0,0
05139000NLO,05,139,000NLO,247.5,75.6,0,0,0,3.8,0,1.9,227.6,69,16.1,0
05139000NOR,05,139,000NOR,837,136,6,6,4,4,2,2,768,151,27,0
05139000SMA,05,139,000SMA,941,331,25,6,6,5,0,4,854,294,59,0
05139000STR,05,139,000STR,204,475,2,2,2,0,0,2,199,371,24,0
05139000THR,05,139,000THR,374,92,0,0,0,4,4,0,356,81,10,0
05139000UNI,05,139,000UNI,505,147,9,2,2,6,0,0,473,130,34,0
05139000WES,05,139,000WES,177,50,2,0,2,0,0,0,164,46,9,0
05139000WOS,05,139,000WOS,164,26,4,2,0,0,0,0,151,25,5,0
05141000002,05,141,000002,244,31,6,1,1,2,2,0,219,55,8,0
05141000003,05,141,000003,416.1,106.8,13.2,2.1,3.1,5,1.1,2,358,153.5,26.4,0
05141000004,05,141,000004,120.4,24.1,2.1,1,1.9,1.9,0.1,0.9,106.2,40.6,6,0
05141000005,05,141,000005,182.2,47.6,11.1,0,1.1,1.9,2,1,163.4,66.2,10.1,0
05141000006,05,141,000006,230.6,86.9,6.5,3.7,4.2,0.5,2.5,0.2,197.3,110.6,14.8,0.1
05141000007,05,141,000007,360.2,114,13.3,5.7,4.8,4.8,4.8,1.9,325,140.6,29.5,0
05141000008,05,141,000008,295.8,40.2,7.3,1.1,3.1,2.1,2,0.1,236.1,82,16.6,0
05141000009,05,141,000009,140,27,3,1,0,2,0,1,120,39,7,0
05141000010,05,141,000010,353.5,90.9,11.3,1.2,2.3,4.2,0.2,1,304.2,137.4,12.7,0
05141000011,05,141,000011,201.4,37.1,7.8,1,0.1,0.1,1.9,1,154.4,76.7,11,0
05141000012,05,141,000012,313.4,99.4,22.7,0.5,4,2.1,4.1,1,264.4,145.7,21.1,0
05141000015,05,141,000015,93.4,11.3,1.8,1.7,0.1,0.1,0.1,0.8,73.5,26.9,6.2,0
05141000017,05,141,000017,208.4,64.7,3.8,1,2.1,0.2,1.2,0.1,182.9,78.2,12.8,1
05141000019,05,141,000019,234.9,81.8,7.2,2.7,3.6,3.6,1.8,0.9,214.3,105.1,10.8,0
05141000020,05,141,000020,451,134.6,12.9,6,3,4,6,2,394.4,178.4,21.9,0
05141000021,05,141,000021,307.5,72.9,6.3,3.1,8,5,3.1,1,254.5,115.8,22.4,0
05141000022,05,141,000022,129.5,53.8,8.3,1.3,3,1,2,0.2,97.6,78.8,21.1,0
05141000023,05,141,000023,306.2,112.7,6.2,3,1,3,0,3,272.8,142.1,15.2,1
05141000024,05,141,000024,382.2,148.1,18.2,12.7,5.5,5.5,8.2,1.8,352.1,183.7,27.3,0.9
05141000025,05,141,000025,256.9,78.7,5.3,3.1,0,1,1,1,237.4,90.8,8.4,0
05141000026,05,141,000026,161.5,88.6,7.9,2,1,1,2,0,149.7,100.4,5.9,0
05143000020,05,143,000020,84.4,33.8,0,0,0,0,0,0,78.5,40.5,0,0
05143000040,05,143,000040,712.7,283.6,39.2,10.8,5,1,14.4,2.1,693.2,324,44.6,0
05143000060,05,143,000060,478.2,147.2,22,9.4,1.1,0.1,6.5,0.2,441.3,194.1,23.8,0
05143000080,05,143,000080,375.1,137.8,26.7,3.7,1.1,0,5.7,2.8,386,148.3,19.4,0
05143000082,05,143,000082,30.8,18.3,2.9,1.9,0,1.9,1.9,0,31.8,22.2,5.8,0
05143000085,05,143,000085,32.2,22.8,5.7,0,0,1.9,0.9,0.9,33.2,22.8,5.7,0
05143000100,05,143,000100,172,80.2,6.3,1.6,4,0.8,1.7,2.4,158,100.6,11.9,0
05143000110,05,143,000110,13,6,4,0,1,0,0,0,8,13,3,0
05143000120,05,143,000120,275.3,125.2,10,8,10,1,4,1,260.3,150.2,19,0
05143000140,05,143,000140,167.9,73,6.8,4.5,3,0.8,3,1.5,159.7,93.4,8.3,0
05143000160,05,143,000160,102,29,2,0,2,1,1,0,93,37,4,0
05143000180,05,143,000180,699.5,321.5,46.9,22.1,15.4,4.2,10.7,3.2,680.9,375.5,61.4,0
05143000181,05,143,000181,98.6,56.5,5.7,1.1,3.1,0,0.4,0,96.7,58.2,6.9,0
05143000200,05,143,000200,140.4,19.9,3,6,1,0,0,0,141.4,22.9,5,0
05143000210,05,143,000210,717.1,199.3,24.4,23.3,8.9,2,4.9,0,735.2,226,23.9,0
05143000220,05,143,000220,552.1,363,44.8,21.4,8.2,1.2,5.8,4.3,562.3,378,51.4,1
05143000221,05,143,000221,86.4,36.9,8.2,0.2,1.1,0,0.1,0,83.5,42,7.3,0
05143000222,05,143,000222,1062,454.5,71.6,29.5,14.3,3.6,13.4,2.7,1066.4,498.3,68.9,0
05143000223,05,143,000223,125,53.5,8.4,3.5,1.7,0.4,1.6,0.3,125.6,58.7,8.1,0
05143000240,05,143,000240,206.9,286.6,31.1,3.9,10.7,1,1,0,215.7,281.7,28.2,1.9
05143000250,05,143,000250,215.4,428.8,30.1,9,11.1,0,4,1,248.4,400.9,35.1,0
05143000260,05,143,000260,341.4,749.8,84.8,30.6,54.3,3,10.8,4.9,422.2,756.7,81.9,3
05143000270,05,143,000270,254.3,476.1,49.7,19.5,39.9,0,4.2,3.2,267.6,492.1,60.1,4.1
05143000280,05,143,000280,239.7,718.9,63.3,10.5,21.1,0,3.8,4.8,290.4,696.9,48.9,2.9
05143000290,05,143,000290,540,870,61,18,38,1,7,1,613,873,47,0
05143000300,05,143,000300,176,525,33,9,15,1,5,1,221,525,16,1
05143000310,05,143,000310,243,729,49,12,41,2,4,1,278,743,45,2
05143000320,05,143,000320,169.7,419.2,35.1,10,20.6,1,0.5,3,164.2,445.3,35.6,2.5
05143000321,05,143,000321,168.3,415.8,34.9,10,20.4,1,0.5,3,162.8,441.7,35.4,2.5
05143000330,05,143,000330,179,310,15,6,15,0,5,3,177,323,31,1
05143000331,05,143,000331,498,509.3,44,22.4,9.4,0.1,5.1,5,534.4,515,38.7,2
05143000332,05,143,000332,795.3,826.6,79.5,39.4,32.1,2.1,8.2,3,887.6,825.4,51.7,1
05143000333,05,143,000333,145.9,470.7,49.2,17,36.9,0,8.5,2.8,176.2,469.8,63.5,0.9
05143000334,05,143,000334,72.2,161.8,11.1,3,10.1,1,4,0,79.3,156.8,20.1,0
05143000335,05,143,000335,114.6,241.2,19.9,8,14.9,3,3,3,128.6,257.1,21.9,0
05143000336,05,143,000336,27.2,18.8,1.3,0.1,1.2,0.6,0,1.1,23.8,23,3,0
05143000337,05,143,000337,404,607,38,16,16,0,5,2,454,608,25,2
05143000338,05,143,000338,229,470,24,20,22,0,1,1,251,493,21,1
05143000339,05,143,000339,440,738.2,64.6,25.3,16.3,3,10.1,4,512,734.9,41.5,1
05143000340,05,143,000340,526.4,680,74.8,30.2,18.6,2,7.9,1.2,582.3,652.3,84,2
05143000341,05,143,000341,253.6,286.6,17,13,11,0,3,1,276.6,290.6,16,0
05143000342,05,143,000342,452.9,759.5,65.7,28.9,42,4,14.5,3.1,503.5,766.4,73.4,1
05143000343,05,143,000343,324.6,522.2,60.2,33.4,34.7,1,3.1,6.1,383.8,540.3,49.1,1
05143000344,05,143,000344,51,241,18,2,25,0,0,1,57,262,16,1
05143000345,05,143,000345,102,548,24,6,25,1,3,1,143,546,16,2
05143000346,05,143,000346,252.1,308.2,30.8,17,26.2,0,6,3,282.2,323,35.7,2
05143000347,05,143,000347,552.8,638.2,60.3,27,14,2.1,4,3,606.8,634.2,57.3,0
05143000348,05,143,000348,483.9,427.7,59.3,21.8,6,0,3,2,577.6,393.4,27.7,1
05143000349,05,143,000349,261,343,19,17,4,1,4,2,336,302,11,2
05143000350,05,143,000350,530,522.4,39.6,22.8,27.8,0.1,5.1,2.1,561.6,519,53.5,2.1
05143000351,05,143,000351,698.7,702.6,104.8,45.9,15,0,9,4,790.5,719.6,55.9,1
05143000352,05,143,000352,341.1,246,28.4,20,7.5,0.8,4.2,1.7,372.8,251,25.9,0
05143000353,05,143,000353,36,36,6,0,0,0,2,0,43,34,4,0
05143000354,05,143,000354,108,376,43,9,44,0,8,2,128,403,48,1
05143000355,05,143,000355,290,298.8,19.5,10.7,9.7,0,4.9,1,326,288,17.5,0
05143000356,05,143,000356,89,278,17,2,17,0,1,0,101,283,14,0
05143000357,05,143,000357,1.6,1,0.1,0.1,0,0,0,0,1.7,1,0.1,0
05143000358,05,143,000358,76,88,4,3,1,1,0,1,89,79,4,1
05143000359,05,143,000359,121,89,13,3,0,0,0,0,135,86,6,0
05143000360,05,143,000360,556.7,561.7,82,46,10,1,4,1,644.7,554.7,52,0
05143000361,05,143,000361,72.4,56.4,6.2,1.1,0,0,0,0,74.6,51.4,8.1,0
05143000362,05,143,000362,85.3,207.7,10.3,2.6,7.8,0,4.3,0.9,101.7,201.7,12.1,0
05143000363,05,143,000363,39.8,17.2,3.1,1.6,0,0,0.8,0.8,38.2,20.3,3.9,0
05143000364,05,143,000364,117,161,14,10,11,2,1,1,134,160,15,0
05143000365,05,143,000365,115.2,78.8,5.2,2.6,2.1,0.1,0.5,0.4,115.8,78.8,6.7,0.3
05143000366,05,143,000366,284.2,108.8,16.9,6.4,1,1,3.2,1.2,281.8,124.7,13.1,0
05143000367,05,143,000367,0,0,0,0,0,0,0,0,0,0,0,0
05143000368,05,143,000368,2,0,0,0,0,0,0,0,2,0,0,0
05143000369,05,143,000369,332,224.1,25.6,11.4,11.5,1.8,3.8,2,316.7,264.4,28.5,0.2
05143000370,05,143,000370,325.4,167.3,17.4,8.4,9.7,1.7,8.1,1,305.8,202.2,28.8,0.8
05143000373,05,143,000373,565,218.5,30.9,14,6.9,0.9,5.9,0.1,580.2,234.9,20.7,0.1
05143000375,05,143,000375,256.1,116.4,21.4,4.6,6.2,0.3,4.6,1.3,250.1,140.2,19,0.6
05143000380,05,143,000380,435.7,112.6,22.9,10.3,5.2,1.1,5.3,2.1,434.4,129.5,24,0
05143000381,05,143,000381,24.5,13.9,1.3,1.2,0.1,0,1,0,23.9,15.8,1.2,0
05143000400,05,143,000400,257.8,42.5,4.7,7.6,0,0,1.9,0.9,233.3,69,12.3,0.9
05143000419,05,143,000419,5.2,1.4,0.2,0.1,0,0,0,0,5.5,1.3,0.1,0
05143000420,05,143,000420,166,99.9,15.4,7.5,2.6,0.2,0.9,0.2,181.2,100.2,11.8,0
05143000421,05,143,000421,874.3,532.1,69.8,37.7,20,2.1,10.2,1.9,941.5,537.3,58.9,1.4
05143000422,05,143,000422,4,2,0,0,0,0,0,0,4,2,0,0
05143000440,05,143,000440,160.9,118.7,7.3,0.4,3.9,1.1,7,3.4,156.9,133.6,12.4,0
05143000460,05,143,000460,462.2,191.4,16.6,4.9,4.9,0,5.9,2.9,437.8,226.6,18.6,1
05143000480,05,143,000480,456,247.3,38,15.6,9.8,1,7.9,3,444.3,286.3,37.1,0
05143000500,05,143,000500,337.5,113.8,14.6,4.9,8.8,1,10.7,3.9,336.6,140.1,14.6,0
05143000520,05,143,000520,138.9,29.8,2.7,2.7,0,0,0.9,0,132.4,40.1,0.9,0
05143000541,05,143,000541,943.5,564.6,72.8,27.2,15.9,3,8.3,2.3,1040,558.5,43.3,1.1
05143000542,05,143,000542,183.4,140.9,5.2,3.5,5.9,1.7,1.7,0,178.6,151.7,6.9,1.7
05143000543,05,143,000543,8,7,0,0,1,0,0,0,6,10,0,0
05143000544,05,143,000544,55.9,28.3,6.1,6.1,1.5,0,1.5,0.8,68.9,27.6,3.8,0
05143000545,05,143,000545,181,137,14.4,5.8,5.8,1.9,1,1,202.1,131.2,11.5,0
05143000550,05,143,000550,614.7,246.9,34.6,18.3,5.1,2.6,6.7,2.1,611,279.4,33.4,0
05143000560,05,143,000560,592,238.2,33.6,17.8,4.9,2.5,6.4,2,589,269.3,32.1,0
05143000561,05,143,000561,64,27,3,1,1,0,0,0,57,36,2,0
05143000562,05,143,000562,214.3,76.6,10.4,6.2,2,1,3.4,1.2,217.3,83.5,12.6,1
05143000580,05,143,000580,252.9,90.3,6.8,1.7,0.8,0.8,3.4,1.7,232.5,108.1,14.5,0
05143000581,05,143,000581,124.2,67.1,7,0,1,0,2,0,120.2,73.1,6,0
05143000620,05,143,000620,86,26,4,1,2,0,4,0,78,33,8,2
05143000640,05,143,000640,189,38,3,2,1,0,3,0,171,52,7,2
05143000660,05,143,000660,77.2,42.6,3.2,0.8,1.1,0.3,2,0,71.9,47.6,4.5,0.3
05143000661,05,143,000661,280.7,95.9,18.3,4.5,3.8,0.7,3.8,1.3,260.2,125.1,21.3,0.3
05143000680,05,143,000680,285.9,213.9,18,5,8,0,4,3,292.9,209.9,21,0
05143000690,05,143,000690,278,291,17,5,10,4,5,1,274,286,36,1
05143000700,05,143,000700,632,596,51,30,19,2,8,3,682,580,56,1
05143000710,05,143,000710,554,334,42,19,11,1,7,1,580,330,45,1
05143000720,05,143,000720,648,378,44,16,9,2,9,3,647,387,55,2
05143000730,05,143,000730,322,275,32,4,6,0,8,3,336,268,29,1
05143000740,05,143,000740,380.5,145.9,22,17.9,2,1,1.1,1,415.1,139.1,17,1
05143000741,05,143,000741,326.1,146.3,10.9,14,2.5,0.1,2.3,0.1,325,156.4,25.6,0
05143000742,05,143,000742,253.3,273.3,21.9,3,10,1,3,0,276.3,246.3,27.9,0
05143000743,05,143,000743,258,139,5,5,2,2,4,1,288,122,3,0
05143000744,05,143,000744,839.2,412,45,29,10,3,6,4,871,409.1,52.1,2
05143000745,05,143,000745,722.5,315.4,40.2,34.1,9,3,9,2,746.7,333.2,44.2,2
05143000746,05,143,000746,121,168,20,1,4,1,3,2,121,160,27,0
05143000747,05,143,000747,681,362,45,12,14,1,14,7,710,363,45,2
05143000748,05,143,000748,467.4,451.4,29.7,9.3,12,3.7,14.8,0.9,496.9,426.6,51,1.9
05143000749,05,143,000749,352,219,18,9,10,2,4,2,340,239,28,1
05143000752,05,143,000752,749,529,36.1,13.6,18,0.8,4.4,3.4,754.8,521.4,56.7,2.6
05143000753,05,143,000753,446,280,37,24,7,1,9,2,466,291,38,1
05143000754,05,143,000754,333.4,166.3,19.1,12.2,10.4,0.9,3.5,0,348.2,175,11.3,2.6
05143000755,05,143,000755,28.9,19.6,5.6,0.9,0,0,0,0.9,33.6,16.8,3.7,0.9
05143000756,05,143,000756,236,105.2,10.7,11.6,0.2,1,4.1,1,253.6,95.9,17.6,0
05143000757,05,143,000757,53,31,2,5,0,0,2,0,59,30,3,0
05143000758,05,143,000758,262.7,197.5,19,2.9,4.9,1.3,2.4,3.1,257.2,203.6,26.9,1.1
05143000759,05,143,000759,51,95,5,2,4,0,1,0,61,85,9,0
05143000760,05,143,000760,7.9,9.9,0,0,1,1,0,0,7.9,10.9,1,0
05143000761,05,143,000761,187.4,51.5,6.2,5.3,0.9,0,0.1,0,197.2,53,2.9,0
05143000762,05,143,000762,196.6,64.2,10.7,5.8,0,0,2.9,0,198.5,70.1,9.7,0
05143000779,05,143,000779,729.5,277.4,41.1,8.5,3,1.9,7.7,3.7,718.8,296,53.1,0.9
05143000780,05,143,000780,459.1,128.7,7.9,4.7,10.1,0,2.3,4.1,418.7,169.6,27.4,0.1
05143000800,05,143,000800,622.5,191.8,16.2,15.9,5.9,1,1,1.1,616.1,203.2,32,0.1
05143000801,05,143,000801,259.3,110.5,15,12,3.8,0.8,1.5,0,283.4,102.2,12,0
05143000802,05,143,000802,36,6,1,1,0,0,3,0,37,8,2,0
05143000803,05,143,000803,0.9,3.2,0,0,0,0,0,0,1.5,2.6,0,0
05143000804,05,143,000804,0.6,0.2,0,0,0,0,0,0,0.6,0.3,0,0
05143000807,05,143,000807,4,2,1,0,0,0,0,0,3,3,1,0
05143000810,05,143,000810,250.8,116.2,10.6,7.2,7.3,0.1,4.2,0.2,242.5,132.1,16.1,0
05143000811,05,143,000811,9,3,0,0,0,0,0,0,6,6,0,0
05143000812,05,143,000812,155.9,54.3,1.9,1.5,1.5,0.1,1.5,0,127.9,81.2,6.6,0
05143000820,05,143,000820,95,21,2,2,1,1,0,2,86,29,9,0
05143000830,05,143,000830,49.8,12,2.7,1.8,0,0,0,0.9,44.5,18.2,4.5,0
05143000840,05,143,000840,120.9,28.8,1,0,1,0.9,3.8,1,120,30.9,3.8,0
05143000860,05,143,000860,525.1,264.4,31.1,8.1,19,1,10,5,498,312.6,49,0
05143000861,05,143,000861,77.2,24.9,4.1,1.9,0.8,0,0,0,69.2,34.7,4.8,0.6
05143000862,05,143,000862,4.8,4.8,0,0.8,0,0,0,0,5.6,4.8,0,0
05143000880,05,143,000880,219.9,101.3,16.9,6.9,6.9,0,2,3,211.8,131.1,14.9,0
05143000881,05,143,000881,136,75.5,6,1.1,2.7,0,0.8,0.8,124.8,85.4,7.9,0.3
05143000900,05,143,000900,291.2,171.2,28.2,4.1,7,0,2,0,324.1,165.4,13.2,0
05143000901,05,143,000901,0,0,0,0,0,0,0,0,0,0,0,0
05143000902,05,143,000902,93.3,47.3,6,6,2,0,1,0,99.3,52.3,6,0
05143000920,05,143,000920,152,60,3.8,0.9,5.1,0.9,1.8,0,129.5,80.7,12.2,0
05143000930,05,143,000930,107.1,38,5.2,1.5,1,0.2,1,0.5,103.3,45.6,5.7,0
05143000931,05,143,000931,50.6,19.3,1.1,0.1,2.7,0.1,0.2,0,47.8,21.9,3.4,0
05143000940,05,143,000940,227.3,98,12.3,1.9,9.5,0.9,1.9,1.9,218.5,112.4,19,0
05143000950,05,143,000950,92.3,71.8,8.2,1,5.2,0,3,1,95.1,82.1,4.4,0
05143000960,05,143,000960,171.2,92.6,13,5.6,5.6,0,0.9,0,158.3,117.6,7.4,0
05145000001,05,145,000001,129.1,28,4,3,1,1,2,1,111,44,9,0
05145000002,05,145,000002,276.2,54.9,1,2,2,0,2,0,250.8,74.5,11.8,0
05145000003,05,145,000003,186.5,66.1,5.5,1.8,3.7,1.8,3.6,1.8,150.7,104.6,9.2,1.8
05145000004,05,145,000004,180.2,55.2,4.2,2.1,1.1,0.1,0.1,0.1,150,81.6,10.3,0.1
05145000005,05,145,000005,239,50.6,8,3,1,3,2,1,215.7,84.8,10.1,0
05145000006,05,145,000006,207.1,60.2,3.3,0.5,1.4,0.2,1.6,1.4,176.1,84.3,8.6,0.2
05145000007,05,145,000007,400.5,150.8,21.3,3.3,6.1,7.9,3.1,2.1,347.6,201.1,39.5,0
05145000008,05,145,000008,338.8,117.1,19,7.6,5.7,2.9,4.8,3.8,316,149.4,30.5,0
05145000009,05,145,000009,457.2,149.8,23.1,12.1,3,10,0,4,428,189,38.2,2
05145000010,05,145,000010,287.3,60.4,4.9,1,1,1,2,1,252.2,93.6,11.7,0
05145000011,05,145,000011,35,8,1,0,0,0,0,0,27,17,2,0
05145000012,05,145,000012,63,9,3,0,0,0,0,1,55,18,4,0
05145000013,05,145,000013,82,20,3,1,0,0,0,0,68,32,7,0
05145000014,05,145,000014,145,16,2,4,1,2,2,0,124,37,7,0
05145000015,05,145,000015,401.8,85.1,14.8,7.9,3,4,6.9,3,375,122.7,22.8,0
05145000016,05,145,000016,413.2,85,14.5,3.2,2,1.9,1.9,0.9,393.2,110.2,13.3,0.9
05145000017,05,145,000017,276,44,10,2,0,5,3,1,255,72,9,0
05145000018,05,145,000018,27,9,0,0,0,1,0,0,25,12,1,0
05145000019,05,145,000019,424.7,90.2,6.1,9,2.9,1.9,5.5,7.1,404.6,131.3,14.7,0
05145000020,05,145,000020,142,19,1,0,1,1,1,0,122,38,1,0
05145000021,05,145,000021,211.2,41.5,3.2,3,0,0,1,2,189,59.5,9.3,1
05145000022,05,145,000022,83.6,16,2.2,0.1,0,1,1.2,0.2,67.7,30,5.1,0
05145000023,05,145,000023,158.7,21.6,2,0,0,2,1,0,141.1,37.2,5.9,0
05145000024,05,145,000024,324.6,49.2,6.5,7.4,3.7,2.8,1.9,0.9,308.7,78.9,13,0
05145000025,05,145,000025,75.7,16.2,2,1,0,0,0,0,70.6,21.3,3,0
05145000026,05,145,000026,185.4,63.8,5.9,5.9,4.9,0,2.9,1,174.6,73.6,17.6,0
05145000027,05,145,000027,15.4,6.1,1,0.9,0,0,0,0,13.2,9.2,0.1,0
05145000028,05,145,000028,88.2,9.1,0.1,1,2.1,1,0,0,74.5,19,4.9,1
05145000029,05,145,000029,63,16.1,3,0,0,1,0,0,56.8,21.2,3.1,0
