GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGHAW,G20PRECBLA,G20PREACAR,G20PREOMYE,G20PRESLAR,G20PREIWES,G20PREICOL,G20PREIPIE,G20PREIGAM,G20PREIFUE,G20USSRCOT,G20USSDHAR
0505900MA1A,05,059,00MA1A,5.59,2.57,0.05,0.02,0.01,0.01,0.01,0,0.02,0.02,0.03,0,0.01,5.82,2.33
0505900MA1B,05,059,00MA1B,208.33,346.27,5.71,0.95,0.95,0,0.95,1.9,2.85,0,3.81,0.95,0,244.48,310.12
0505900MID1,05,059,00MID1,140.02,15.24,1,0,0.01,0,0,0,1,1.01,1,0.02,0,143.06,16.22
0505900MID2,05,059,00MID2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0505900RP14,05,059,00RP14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05061000001,05,061,000001,78.44,8.11,0.8,0,0,0,0,0,0.01,0.79,0,0,0,79.97,8.15
05061000002,05,061,000002,18.24,1.86,0.19,0,0,0,0,0,0,0.19,0,0,0,18.61,1.86
05061000003,05,061,000003,10.8,0.8,0,0,0,0,0,0,0,0,0,0,0,10,1.6
05061000004,05,061,000004,15.87,1.18,0,0,0,0,0,0,0,0,0,0,0,14.7,2.35
05061000005,05,061,000005,86.52,4.97,2.98,0,0,0,0,0,0.99,0.99,0,0,0,86.52,6.96
05061000006,05,061,000006,34.03,2.39,0.6,0,0,0,0,0,0,0,0,0,0,34.62,1.79
05061000007,05,061,000007,22.97,1.61,0.4,0,0,0,0,0,0,0,0,0,0,23.38,1.21
05061000008,05,061,000008,65.6,17.52,0,0,0,0,0,0,0.97,0,0,0,0,69.5,12.65
05061000009,05,061,000009,153.76,14.23,0.01,0.94,0,0,0,0,0.03,0.96,0,0,0,153.72,14.34
05061000010,05,061,000010,94.08,5.53,0,0,0,0.92,0,0,0,0.92,0,0,0,96.85,3.69
05061000011,05,061,000011,5.77,0.34,0,0,0,0.06,0,0,0,0.06,0,0,0,5.94,0.23
05061000012,05,061,000012,46.8,1.42,0,0,0,0,0,0,0,0,0,0.71,0,45.38,2.13
05061000013,05,061,000013,21.36,0.71,0,0,0,0.02,0,0,0,0.02,0,0.29,0,20.84,0.96
05061000014,05,061,000014,168,18,1,0,0,0,0,0,0,0,0,0,0,165,19
05061000016,05,061,000016,140,40,2,0,0,0,0,0,2,0,0,1,1,147,35
05061000018,05,061,000018,65,5,0,0,0,0,0,0,0,0,1,0,0,66,4
05061000019,05,061,000019,60,14,0,0,0,0,0,0,0,0,0,0,0,59,14
05061000020,05,061,000020,33.39,5.72,0,0,0,0,0,0,0,0,0,0,0,33.39,5.72
05061000021,05,061,000021,232,31,1,1,2,0,0,0,2,0,1,1,0,242,26
05061000022,05,061,000022,15.6,1.84,0.15,0,0,0,0,0,0,0,0,0,0,15.46,1.53
05061000023,05,061,000023,89.13,10.19,0.85,0,0,0,0,0,0,0,0,0,0,88.28,8.49
05061000024,05,061,000024,275.42,76.72,1.11,1.1,1.2,0,0,0,1,0.99,1,0,0,283.83,63.33
05061000025,05,061,000025,64.49,75.97,0.03,1.96,1.96,0,0,0.98,1,0.98,0.02,0,0,80.19,58.27
05061000026,05,061,000026,86.09,141.84,1.7,0,0.99,0.99,0,0,0.36,0,2.33,0.99,0,107.81,112.49
05061000028,05,061,000028,59.01,79.03,1,0,0,0,0,3,1,2,0,0,0,66.01,72.02
05061000030,05,061,000030,171.11,91.88,3.07,3,1,0,0,2,1.04,0,1.04,0,0,182.11,86.8
05061000032,05,061,000032,168.46,98.35,0.19,1,1,0,0,2,0.09,1,1.09,0,0,180.49,82.14
05061000034,05,061,000034,83.3,14.79,0.99,0.04,0.05,0.01,0,0.02,0.51,0.02,0.51,0.01,0,83.86,13.13
05061000035,05,061,000035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05061000038,05,061,000038,393.83,69.28,0.9,0.9,1.79,0,0,0,0.01,0.01,0.01,0,0,406.38,56.69
05061000039,05,061,000039,47.87,74.23,0,0,0,0,0,2.96,0.99,0.99,0.03,0.99,0.99,63.64,59.47
05061000040,05,061,000040,20.13,11.77,0,0,0,0,0,0.04,0.01,0.01,0.97,0.01,0.01,20.36,12.53
05061000041,05,061,000041,10.28,60.03,4,1,1,2,0,0,2,3,0,0,0,24.28,54.03
05061000042,05,061,000042,73,66,0,0,1,0,0,1,1,0,1,0,0,84,50
05061000043,05,061,000043,42.27,30.64,1.11,0,0,0,0,0.56,0,0,0,0,0,46.17,23.95
05061000044,05,061,000044,33.74,24.42,0.89,0,0,0,0,0.44,0,0,0,0,0,36.85,19.09
05061000045,05,061,000045,4.98,2.33,0,0,0,0,0,0,0,0,0,0.31,0,5.29,2.18
05061000046,05,061,000046,27.02,12.67,0,0,0,0,0,0,0,0,0,1.69,0,28.71,11.82
05061000047,05,061,000047,29.18,47.07,0,0,0,0,1,0,0,0,0,0,0,30.18,41.06
05061000048,05,061,000048,27,27,0,0,1,0,0,0,1,2,0,0,0,32,23
05061000050,05,061,000050,59,20,0,0,0,0,0,1,0,0,0,1,0,62,19
05061000051,05,061,000051,62.28,3.1,0,0.01,0,0,0,0,0.97,0.01,0,0,0,59.36,6.99
05061000052,05,061,000052,136.57,8.98,1.99,0,0,0,0,0,0,3.98,0,0,0,145.53,7.98
05061000053,05,061,000053,0,15.14,0,0,0,0,0,0,0,0.14,0,0,0,1.23,12.68
05061000054,05,061,000054,0,95.86,0,0,0,0,0,0,0,0.86,0,0,0,7.77,80.32
05061000055,05,061,000055,24.19,5.09,0.03,0,0,0,0,0,0,0.03,0,0,0,24.26,5.09
05061000056,05,061,000056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05063000009,05,063,000009,316.44,82.82,4.39,0.04,2.13,0.03,0,0.71,1.44,2.21,1.45,0.74,0,323.25,84.55
05063000010,05,063,000010,402,72,4,1,1,2,2,1,3,2,2,1,0,418,69
05063000011,05,063,000011,598.58,94.6,11.05,0.03,1,0,0.01,0,5,6.01,2.01,0.01,0.02,594.63,112.64
05063000012,05,063,000012,290,71,2,1,3,0,0,0,1,1,1,0,0,293,69
05063000013,05,063,000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05063000014,05,063,000014,0.41,0.04,0,0,0,0,0,0,0,0.01,0,0,0,0.42,0.05
05063000016,05,063,000016,448,68,7,1,1,0,0,0,4,4,2,0,1,456,68
05063000017,05,063,000017,49,19,0,0,0,0,0,0,0,0,1,0,0,51,19
05063000018,05,063,000018,344,71,3,0,1,0,0,1,1,1,0,0,0,344,70
05063000019,05,063,000019,439.14,44.97,6.7,1.91,0.96,0.96,0,0,1.91,4.78,0.96,1.91,0,446.8,51.66
05063000020,05,063,000020,347,62.78,2.04,1.01,2.01,1,0,0.01,1.01,3.03,3.03,0,0,343.05,72.79
05063000021,05,063,000021,92,22,1,0,0,0,0,0,0,3,0,0,0,96,20
05063000022,05,063,000022,206.9,24.08,1.08,1.03,1.01,0,0.01,0,2.01,3.03,0.01,2,0,206.98,28.15
05063000023,05,063,000023,288,63,6,0,1,0,0,0,1,3,2,0,0,295,61
05063000024,05,063,000024,133.24,11.02,0,0,0,0,0,0,0,0,0,0,1,134.24,9.02
05063000025,05,063,000025,219,43,4,0,1,0,0,0,3,4,2,1,0,226,45
05063000026,05,063,000026,66,24,0,1,0,0,0,0,0,2,1,0,0,69,24
05063000027,05,063,000027,402.86,42.03,2.3,0.09,0.04,0.04,0,1,1.09,1.22,0.04,1.09,0,403.2,43.34
05063000029,05,063,000029,177.56,26.34,1.95,0,0.98,0,0,0,0,3.9,0,0,0,181.46,23.41
05063000030,05,063,000030,164.99,19.74,0.23,0.06,0.11,0,0.44,0,0.12,1.98,0.06,0.96,0,160.77,22.27
05063000033,05,063,000033,197.05,56.7,1.03,0,1.03,0,0,0,1.05,1.1,1,0,0,202.13,52.81
05063000034,05,063,000034,163.51,22.44,0.34,1,1.07,0.03,1,0,0,2,0,0,1,166.44,22.85
05063000035,05,063,000035,224.04,29.6,1.04,0,1.02,0,0,0,0,2.09,1,0,0,223.12,26.53
05063000036,05,063,000036,305.06,58.74,3.79,0.95,0,1.89,0,0.95,0.95,1.89,1.89,0.95,0,307.91,60.63
05063000038,05,063,000038,369.3,77.6,6.54,2.8,0,0,0.93,0,0.93,1.87,0,0,0,374.91,83.21
05063000039,05,063,000039,568.96,91.99,12.04,1.01,0.02,1,1,0.01,3.01,6.03,1.03,1,0,585.02,88.01
05063000040,05,063,000040,263.32,26.25,0.97,0,0.97,0,0,0,1.94,3.89,0,0,0,266.24,30.13
05063000041,05,063,000041,1104.78,261.95,15.92,1,0,1.99,1.99,0.99,4.98,4.98,5.97,1.99,1,1144.6,247
05063000042,05,063,000042,150.6,39.37,0.98,0,0,0,0,0,2.95,0.98,0.98,0,0,158.47,35.43
05063000043,05,063,000043,521.33,140.33,6.66,1.02,2.26,0.11,0,1.02,1.67,4.31,4.95,0.05,0.32,531.49,143.33
05063000100,05,063,000100,382.62,167.68,5.09,1,1,1.01,0.01,0.01,2.07,4.03,0.05,0.01,1,400.93,155.56
05063000101,05,063,000101,538.73,233.36,3.06,0.01,1.03,4,0,1.01,3.01,3.05,1.05,0,0,567.8,200.42
05063000200,05,063,000200,529.59,287.23,9.19,3.99,1.11,0,0,1.03,3.06,6.09,2.07,1.03,0,546.88,267.41
05063000300,05,063,000300,505.75,223.66,10.4,1.97,1.75,1.97,0,0.25,1.49,5.69,2.48,2.23,0,535.64,202.74
05063000400,05,063,000400,338.02,175.98,10,0,1,0,0,0,4,4,2,1,0,367.01,157.98
05063000401,05,063,000401,125.93,55.82,3.4,0,0.68,0,0,0,1.36,0.68,2.04,0,0.68,132.73,55.82
05065000001,05,065,000001,18,5,0,0,0,0,0,0,0,0,0,0,0,18,5
05065000002,05,065,000002,91.89,14.47,1.01,0.01,1,0,1,1,0.01,1.01,0,0,0,94.94,13.43
05065000003,05,065,000003,41.69,8.93,0,0,1.99,0,0,0,0,0,0,0.99,0,41.69,8.93
05065000004,05,065,000004,179.06,26.98,2.36,0,1,0,1,0,1,2.09,0,0.09,0,191.39,21.54
05065000005,05,065,000005,142.14,26.41,3.64,0,0,0,0,0,0,0.91,0,0.91,0,144.89,22.77
05065000006,05,065,000006,79.62,26.25,0,0,0,0,0,0,0,0,0,0,0,84.88,20.12
05065000007,05,065,000007,102.69,15.8,0.99,0,1.97,0,0,0,0,0,0,0,0,101.7,12.84
05065000008,05,065,000008,59.67,13.31,3,1,0.02,0,0,0,0.02,0,0,0,0,59.81,16.24
05065000009,05,065,000009,45.19,18.98,0.61,0,0.76,0,0.13,0,0,0,0.26,0.13,0,46.75,16.76
05065000010,05,065,000010,107,4,1,0,3,0,0,0,0,0,0,0,1,105,9
05065000011,05,065,000011,22.42,4.31,0,0,1,0,1.99,0,0,0,0,0,0,24.35,5.31
05065000012,05,065,000012,78.2,10.52,0.83,0,1.17,0.09,0,0,0,0.09,0.17,0,0,78.39,8.57
05065000013,05,065,000013,66.51,26.73,0.5,0,1.38,0.03,0,0,0.07,0.03,0,0.07,0,71.37,21.69
05065000014,05,065,000014,48,9,0,0,1,0,0,0,0,0,0,0,0,48,8
05065000015,05,065,000015,66.04,14.47,1.81,0,0,0,0,0,0,0,0,0,0,63.33,17.19
05065000016,05,065,000016,26.92,2.05,0.09,0.03,0,0,0,0,0.04,0.01,0,0.01,0,24.85,4.27
05065000018,05,065,000018,69.45,12.72,0,0,0.98,0,0,0,0.98,0,0,0,0,75.32,9.79
05065000019,05,065,000019,120.34,25.35,4.19,0,0.83,0,0,0,0,0.02,0.84,0,0,120.39,27.02
05065000020,05,065,000020,216.47,32.55,0.94,0.94,0.01,0.94,0,0,2.03,1.94,0,0.01,0,221.56,33.14
05065000021,05,065,000021,61.84,15.52,0.06,0.06,0,0.06,0,0,0.97,0.06,0,0,0,64.75,12.92
05065000022,05,065,000022,148.12,23.54,0.98,0,0.98,0,0,0,0.98,0,0.98,0,0,146.16,28.45
05065000023,05,065,000023,162.18,39.36,4,0,2,2,0,0,0,0,0,0,0,166.85,39.57
05065000024,05,065,000024,55.16,20.07,0,0,0,0,0,0,1,0,0,0,0,55.18,18.05
05065000025,05,065,000025,75.42,23.3,0.24,0,1,0.08,0,0,0,1,0,0,0,75.58,20.22
05065000026,05,065,000026,102.48,24.49,0,0,0,0.91,0,0,0,0.91,0,0,0,104.29,21.77
05065000027,05,065,000027,159,17.89,3.98,0,0,0,0,0,0,0,0,0,0,158.01,21.86
05065000028,05,065,000028,33,15,0,0,1,0,0,0,1,0,0,0,0,36,14
05065000029,05,065,000029,117.84,21.71,2.02,0.01,0,1,0,0,0.01,0.01,0,0,0,113.91,24.64
05065000030,05,065,000030,86.31,19.12,1.02,0,1.94,0,0,0,0,0,0,0,0,89.17,16.06
05065000031,05,065,000031,20.14,4.37,0.02,0.01,0,0,0.01,0,0.01,0,0,0,0,19.31,4.43
05065000100,05,065,000100,93.89,21.05,2.06,0,0.03,0.04,0.53,0,0,0.03,0.01,0,0.01,97.03,19.55
05065000101,05,065,000101,153.81,45.35,1.97,0,1.97,2.96,0.99,0,0,0,0,0,0.99,155.78,50.28
05065000102,05,065,000102,171.01,40.26,1.02,0,0,0,0.25,0,0,1.96,0.98,0,0,179.38,35.58
05065000103,05,065,000103,114.3,30,1.63,0,0,0,1.15,0,0,0,0,0,0,113.29,30.51
05065000104,05,065,000104,253.7,54.06,0.53,0,0.02,0,0.08,0,3.02,1,0.02,1,0,258.85,48.2
05065000200,05,065,000200,175.14,28.18,2.76,0,0.09,0.92,0.09,0,0,0,0,0,0,176.98,27.35
05065000201,05,065,000201,38,12,0,0,0,0,0,0,0,0,0,0,0,39,10
05065000202,05,065,000202,110.98,21.99,3,1,0,1,0,0,1,0,1,1,0,112.98,25.99
05065000203,05,065,000203,79.46,15.53,0,0,0.91,0,0.91,0,0,0,0,0,0,79.46,16.44
05065000204,05,065,000204,82,23,1,1,1,0,1,1,0,0,0,0,0,85,23
05065000300,05,065,000300,20.14,3.28,0.02,0,0,0,1,0,0,0,0,0,0,20.19,4.22
05065000301,05,065,000301,88.94,26.4,3,0,1.03,0,1,0,0,0,0,1,0,91.08,26.3
05065000302,05,065,000302,260.81,61.72,3.98,0,0,1,1,0,0,0,0,0,0,270.76,50.77
05065000303,05,065,000303,127.79,47.82,0.87,0,1.74,0,0.87,0,0,0,1.74,0.87,0,134.76,42.59
05065000304,05,065,000304,260.95,68.11,0,0,0.03,0.97,0,0,1.93,0.97,0,1.93,0,265.95,60.25
05067000001,05,067,000001,28.58,12.81,0,0,0,0,0.99,0,0,0.99,0,0,0.99,28.58,14.78
05067000002,05,067,000002,29.22,53.7,0,0,0,0,0,0,0,0,0,0,0,32.98,38.63
05067000003,05,067,000003,11.09,2.17,0.01,0,0.01,0,0.03,0,0.01,0.01,0,0.01,0.01,12.12,1.23
05067000004,05,067,000004,24,6,0,0,0,0,0,0,1,0,0,0,0,27,3
05067000005,05,067,000005,30,13,0,0,0,0,0,0,1,0,0,0,0,27,15
05067000007,05,067,000007,75.91,11.83,0.99,0,0.99,0,1.97,0,0.99,0.99,0,0.99,0.99,77.88,15.77
05067000008,05,067,000008,3,3,0,0,0,0,0,0,0,0,0,0,0,3,3
05067000009,05,067,000009,58.08,13.55,0,0,0.97,0,0,0,0,0,0,0,0,58.08,10.65
05067000011,05,067,000011,143.65,10.99,1.57,0,0.78,0,0,0,0,0,0,0,0,142.08,14.13
05067000012,05,067,000012,96.5,18.56,0.45,0,1.21,2,0,0,0.02,0.02,0,0,0.02,95.2,23.42
05067000014,05,067,000014,262.17,123.38,0.99,0.96,0.96,0,0,0,0.02,0,0,0,0,271.87,104.09
05067000015,05,067,000015,33.34,2.04,1.01,0,0,0,0,0,0,0,0,0,0,32.34,5.05
05067000016,05,067,000016,24.42,3.19,1,0,1,0,0.01,0,0,0.01,0,0,0.01,27.42,2.22
05067000017,05,067,000017,139,25,0,0,1,0,1,0,0,0,0,0,0,141,24
05067000018,05,067,000018,39.54,8.51,0,0,0.03,0,0,0,0,0.01,0,0,0,40.54,6.42
05067000019,05,067,000019,14,3,0,0,0,0,0,0,0,0,0,0,0,15,2
05067000020,05,067,000020,23.4,2.97,0.09,0,0.09,0,0.09,0,0.18,0,0.09,0,0.09,23.58,3.32
05067000021,05,067,000021,46.76,8.72,0.09,0,0,0,0,0,1.09,0,0,0,0,50.21,4.95
05067000022,05,067,000022,52.22,15.11,2.04,0,0,0,0,0,0.04,0,0,0,0,51.33,11.07
05067000024,05,067,000024,53,5,0,0,0,0,0,0,0,0,0,0,0,52,6
05067000025,05,067,000025,5.2,2.55,0.85,0,0,0,0,0,0.85,0,0,0,0,7.75,1.7
05067000026,05,067,000026,231.35,29.37,0.91,0,0.91,0,0.91,0,1.82,0.01,0.91,0,0.91,233.2,32.97
05067000028,05,067,000028,61.56,54.95,0.26,0.02,0.11,0.1,0,1,1.24,0.07,0,0.01,0,65.72,48.44
05067000030,05,067,000030,30.49,108.19,0,0.98,0,0,0,0,1.97,0.98,0,0,0,46.23,80.65
05067000031,05,067,000031,12,53,1,0,0,0,0,2,2,0,0,1,0,19,40
05067000033,05,067,000033,34,29,0,0,1,0,0,0,0,0,0,0,0,38,18
05067000034,05,067,000034,60.04,35.85,0.9,0,0,0,0,0,0,0,0,0,0,62.73,30.47
05067000035,05,067,000035,29.27,57.54,1,0.99,0.99,0,0,0,0.99,0,0,0.99,0,36.2,47.63
05067000036,05,067,000036,192.46,69.84,1,0,1,3,0,1,1,1,0,0,1,195.51,64.6
05067000037,05,067,000037,134.14,88.47,2.85,0,1.9,1.9,0,0,3.81,0.95,0,0,0,144.6,81.81
05067000038,05,067,000038,319.99,88.29,4.01,0.04,0.04,0.99,0,0,1,1.99,0,0,0,324.34,77.6
05067000039,05,067,000039,250.5,97.4,4.02,0,4,0,0,0,1,0.01,0,0,0,260.51,76.35
05067000040,05,067,000040,23.13,1.12,0,0,0,0,0,0,0.01,0,0,0,0,23.13,1.14
05067000041,05,067,000041,1.55,0.78,0,0,0,0,0,0,0,0,0,0,0,1.55,0.78
05067000042,05,067,000042,51,11,0,0,0,0,0,0,0,0,0,0,0,51,10
05067000043,05,067,000043,57,13,0,0,0,0,0,0,0,0,0,0,0,59,11
05067000044,05,067,000044,7,2,0,0,0,0,1,1,0,0,0,0,0,7,4
05067000045,05,067,000045,253.8,77.49,2.83,0.94,0.94,0,1.88,0,1.88,0.97,0.94,0.02,0,262.21,72.82
05067000046,05,067,000046,123,42,1,0,0,0,0,0,1,1,0,0,0,136,28
05067000047,05,067,000047,220.56,59.25,3.98,0.99,0.06,0,0,0,0.06,0,0,0,1.99,235.83,44.92
05067000048,05,067,000048,123.01,54.56,2.97,0,0,0,0.99,0,0.99,0.99,0,0,1.98,126,55.52
05067000049,05,067,000049,62.33,26.15,0.05,0.01,0.94,0,0.01,0,0.95,0.01,0,0,0.03,68.06,19.52
05067000050,05,067,000050,40,8,1,0,0,0,0,0,0,0,0,0,0,39,10
05067000051,05,067,000051,37.85,4.42,0,0,0,0,0.68,0,0,0.05,0,0.02,0,37.73,4.48
05067000052,05,067,000052,23,3,0,0,0,0,1,0,0,0,0,0,0,21,6
05069000001,05,069,000001,82.76,19.98,0.17,0,1,0,0,0,0,0,0,0,0,84,18.81
05069000002,05,069,000002,8,86,1,0,0,1,0,1,2,1,0,1,1,23,60
05069000003,05,069,000003,15.92,1.99,0,0,0,0,0,0,0,0,0,0,0,15.92,1.99
05069000004,05,069,000004,27.54,37.37,0,0,0.98,0,0,0,0,0,0,0,0,33.44,25.57
05069000005,05,069,000005,47.57,40.17,1.02,0,0,0.28,0,0.18,0.74,0.04,0,0.18,0,57.87,29.47
05069000007,05,069,000007,15.83,52.22,0,0,0,0.64,0,0.64,0,0,0,0,0,20.94,34.44
05069000008,05,069,000008,11.84,3.38,0.03,0,0,0,0,0,0,0,0,0,0,11.8,3.42
05069000009,05,069,000009,19.25,2.49,0,0,0,0,0,0,0.03,0,0,0,0,20.34,1.41
05069000010,05,069,000010,20.54,5.57,0.02,0.02,0,0,0,0,0.02,0,0,0,0,18.68,7.45
05069000011,05,069,000011,29.82,17.89,0,0,0,0,0,0,0,0,0,0,0,30.81,14.91
05069000026,05,069,000026,39.02,81.99,0.02,0.37,0.19,0.19,0,1.18,0,0.19,0,0,0,43.6,76
05069000027,05,069,000027,33,12,0,0,0,0,0,0,0,0,0,0,0,34,11
05069000028,05,069,000028,81,130,0,0,0,0,0,0,0,0,0,1,0,94,108
05069000029,05,069,000029,41,50,0,0,0,0,0,0,0,0,0,0,1,45,40
05069000030,05,069,000030,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7
05069000031,05,069,000031,24,51,0,0,0,0,0,0,0,0,0,1,0,26,45
05069000032,05,069,000032,0.33,5.86,0.01,0,0,0,0,0.02,0.01,0.02,0.02,0.01,0.02,1.77,3.44
05069000033,05,069,000033,7.08,4.12,0,0,0,0,0,0,0,0,0,1,1,8.09,4.1
05069000034,05,069,000034,0.98,0.08,0,0,0,0,0,0,0,0,0,0,0,0.98,0.08
05069000036,05,069,000036,18.46,13.62,0,0,0,0,0,0,0.25,0,0,0,0,19.34,12.61
05069000037,05,069,000037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05069000040,05,069,000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05069000041,05,069,000041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05069000045,05,069,000045,32.31,7.98,0,0,0,0,0,0,0,0,0,0,0,32.33,7.96
05069000050,05,069,000050,426,336,3,0,1,0,1,1,3,3,2,3,0,459,293
05069000051,05,069,000051,336.31,112.38,1,0,1,0,1,1.15,0,0,0,0,1,347.85,100.38
05069000053,05,069,000053,37,11,0,0,0,0,0,0,0,0,0,0,0,40,7
05069000054,05,069,000054,567.73,175.28,8.01,2,0,0,1.02,0,6,1,0.01,1.01,1,596.71,161.34
05069000055,05,069,000055,129,33,0,0,0,0,0,0,0,0,0,0,0,135,25
05069000056,05,069,000056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05069000057,05,069,000057,67.69,29.62,0,0,0,0,0,0.85,0,0,0,0,0,65.15,29.62
05069000058,05,069,000058,340.48,169.4,2.92,0,0,0,0.97,0,0,0,1,1.95,1.97,354.26,159.5
05069000059,05,069,000059,110,123,2,0,2,0,0,0,1,1,0,0,1,119,115
05069000060,05,069,000060,20,18,0,0,0,0,0,0,0,0,0,0,0,21,17
05069000061,05,069,000061,56.09,12.15,0,0,0,0,0,0,0,0.93,0,0,0,57.96,11.22
05069000062,05,069,000062,1.7,1.7,0,0,0,0,0,0,0,0,0,0,0,2.26,1.13
05069000064,05,069,000064,4.89,0.98,0,0,0,0,0,0,0,0,0,0,0,4.89,0.98
05069000065,05,069,000065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05069000066,05,069,000066,36,38,0,0,0,0,0,0,0,0,1,0,0,39,34
05069000067,05,069,000067,18.88,2.88,0,0,0,1,0,0,0,0,0,0,0,19.18,3.59
05069000073,05,069,000073,80.85,68.03,1.63,0,0.77,0,0.03,0,0.8,0.03,0,0.03,0.77,88.3,60.69
05069000074,05,069,000074,78.51,66.73,0,0,0.98,0,0,1.96,0.98,0,0,0.98,0,80.47,66.73
05069000075,05,069,000075,258,67,0,0,0,0,0,1,0,0,0,0,0,263,52
05069000076,05,069,000076,76.01,26,0,0,0,0,0,0,2,0,0,0,0,76.01,28
05069000077,05,069,000077,91,29,0,0,0,0,0,0,0,0,0,0,0,95,25
05069000078,05,069,000078,135,32,0,0,0,0,0,0,1,1,0,0,0,140,25
05069000079,05,069,000079,20.9,7.38,0,0,0,0.17,0,0.17,0,0,0,0,0,19.07,9.03
05069000080,05,069,000080,59,6,1,0,0,0,0,0,0,0,0,0,0,60,6
05069000081,05,069,000081,10,4,0,0,0,0,0,0,0,0,0,0,0,10,4
05069000082,05,069,000082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05069000083,05,069,000083,15.06,27.21,0.02,0.01,0,0,0,0.01,0.99,0.01,0,0.02,0.01,16.22,25.97
05069000084,05,069,000084,43.76,1.99,0,0,0,0,0,0,1.99,0,0,0,0,43.76,3.98
05069000085,05,069,000085,60.59,12.63,0,0,0.02,0,0,0,0.01,0,0,0,0,59.69,13.44
05069000086,05,069,000086,669,140,2,1,0,1,1,0,2,1,0,2,0,678,131
05069000087,05,069,000087,339.37,58.39,4.91,0.01,0,0,0,0,0.05,0.04,0.02,0,0.01,346.38,53.41
05069000088,05,069,000088,26.83,15.93,0.22,0,0.16,0.11,0.05,0,0.11,0.11,0,0,0.05,28.48,14.29
05069000089,05,069,000089,131,34,5,0,0,0,1,0,1,0,0,2,0,135,37
05069000090,05,069,000090,9.1,6.62,0,0,0,0.83,0,0.83,0,0,0,0,0,9.93,4.97
05069000091,05,069,000091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05069000092,05,069,000092,25,4,0,0,0,0,0,0,0,0,0,0,0,26,2
05069000093,05,069,000093,82.4,15.36,0.83,1,0,0,0,0,0.17,0.17,0.17,1.17,0,84.24,15.02
05069000094,05,069,000094,26.24,6.79,0,0,0,0,0,0,0,0,0,0,0,28.17,2.92
05069000101,05,069,000101,36.62,12.06,2.02,0.03,0,0,0,0.03,0.03,0.06,0,0.09,0.03,36.68,13.44
05069000102,05,069,000102,2.27,0.55,0,0,0,0,0,0,0,0,0,0,0,2.27,0.55
05069000103,05,069,000103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05069000104,05,069,000104,17,95,0,1,0,1,0,2,0,1,0,0,0,31,77
05069000105,05,069,000105,2,17,1,0,0,0,0,0,0,0,0,0,0,3,15
05069000106,05,069,000106,6.85,50.86,0.98,0,0,0.98,0,0,0,0.98,0,0,0,12.72,43.04
05069000107,05,069,000107,31.22,350.26,1.02,0,0,3.02,1,2,3,5.02,1.02,1,2.02,86.71,292.73
05069000108,05,069,000108,1,14,0,0,0,0,0,0,0,0,0,0,1,5,11
05069000109,05,069,000109,4,98,0,0,0,0,0,1,1,0,0,0,1,15,81
05069000110,05,069,000110,8,175,0,0,1,2,0,3,1,0,0,0,1,29,147
05069000111,05,069,000111,17,93,0,0,0,0,0,1,1,0,0,1,0,30,82
05069000112,05,069,000112,16,237,0,0,0,3,2,2,2,1,0,2,3,31,215
05069000113,05,069,000113,48,306,0,0,0,0,1,2,2,0,1,0,1,98,256
05069000114,05,069,000114,27,336,0,0,0,0,0,3,2,0,0,0,0,73,276
05069000115,05,069,000115,4.82,87.22,0,0,0,0,0,0,0,0,0.97,0,0.97,19.44,72.59
05069000116,05,069,000116,10,128,1,1,0,0,0,1,1,0,1,0,0,25,110
05069000117,05,069,000117,3,138,0,0,0,0,0,3,1,0,0,0,0,18,115
05069000119,05,069,000119,4,38,1,0,0,1,1,0,3,0,0,1,0,14,34
05069000120,05,069,000120,3,68,0,0,0,0,0,0,1,1,1,0,0,14,54
05069000121,05,069,000121,3,64,0,0,0,0,0,0,0,0,1,0,1,11,51
05069000122,05,069,000122,15,265,0,1,0,1,0,2,0,0,1,0,3,49,217
05069000123,05,069,000123,0,19,0,0,0,0,0,0,0,0,0,0,0,0,16
05069000124,05,069,000124,4,61,0,0,0,0,0,1,3,0,0,0,1,12,50
05069000125,05,069,000125,5.2,3.5,0,0,0,0,0,0,0,0,0,0,0,5.2,4.5
05069000126,05,069,000126,10,224,1,1,1,0,1,1,3,0,0,1,1,34,188
05069000128,05,069,000128,1.77,4.42,0,0,0,0,0,0,0,0,0,0,0,1.77,4.42
05069000130,05,069,000130,44.47,66.26,0,0,0,0,0,0,1.74,0,0,0,0,50.57,59.29
