GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20GOVRHOL,G20GOVDMYE,G20GOVLRAI,G20ATGRROK,G20ATGDWEI
18163000520,18,163,000520,175,236,8,205,189,21,158,255
18163000530,18,163,000530,294,257,11,355,195,15,259,298
18163000540,18,163,000540,343,236,2,405,166,11,328,252
18163000550,18,163,000550,527,394,24,588,305,55,466,480
18163000560,18,163,000560,387,323,13,468,233,20,345,382
18163000570,18,163,000570,147.07,269.52,10.03,157.28,240.98,26.45,137.1,288.91
18163000580,18,163,000580,311,255,11,372,186,18,284,289
18163000590,18,163,000590,163,245,7,186,209,21,144,268
18163000600,18,163,000600,175,266,4,196,231,15,161,282
18163000610,18,163,000610,839.09,685.9,30.24,1001.17,510.35,35.59,773.06,771.12
18163000620,18,163,000620,265,297,16,282,265,31,248,326
18163000630,18,163,000630,254,210,11,271,185,26,219,256
18163000640,18,163,000640,197,211,6,206,180,29,174,240
18163000650,18,163,000650,241,359,12,277,310,21,210,398
18163000660,18,163,000660,265,384,18,294,327,48,232,437
18163000670,18,163,000670,133,230,5,169,186,13,109,258
18163000680,18,163,000680,276,386,8,344,302,17,248,416
18163000690,18,163,000690,232,242,5,244,207,27,204,273
18163000700,18,163,000700,123,180,3,127,157,21,105,200
18163000710,18,163,000710,254,230,10,268,197,28,227,263
18163000720,18,163,000720,122,206,6,163,158,12,110,222
18163000730,18,163,000730,251.31,241.72,8.28,250.34,222.4,26.5,220.68,279.58
18163000740,18,163,000740,263,278,5,276,243,30,226,321
18163000750,18,163,000750,357,385,11,461,269,25,328,425
18163000760,18,163,000760,231,238,24,245,203,46,207,286
18163000770,18,163,000770,205,180,11,225,142,29,182,210
18163000780,18,163,000780,260.17,206.15,7.97,272.35,159.39,35.67,221.83,246.6
18163000790,18,163,000790,314,404,15,373,324,35,284,447
18163000800,18,163,000800,148,121,2,141,100,29,126,142
18163000810,18,163,000810,67,53,2,67,43,8,62,60
18163000820,18,163,000820,273.87,270.39,11.09,291.06,216.02,47.26,234.63,317.69
18163000830,18,163,000830,138,149,8,140,137,13,124,166
18163000840,18,163,000840,420,340,14,440,287,40,363,405
18163000850,18,163,000850,183,255,7,193,224,28,156,291
18163000860,18,163,000860,99,123,6,104,104,19,87,139
18163000870,18,163,000870,243,183,10,264,146,25,214,221
18163000880,18,163,000880,279,326,14,314,277,26,262,353
18163000890,18,163,000890,319,330,17,391,246,29,278,384
18163000900,18,163,000900,142,561,12,192,454,20,133,531
18163000910,18,163,000910,199,470,13,254,395,29,187,485
18163000920,18,163,000920,27,298,2,39,277,11,27,300
18163000930,18,163,000930,49,289,4,67,262,12,45,295
