GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20GOVRHOL,G20GOVDMYE,G20GOVLRAI,G20ATGRROK,G20ATGDWEI
18089004740,18,089,004740,425.56,256.56,1.94,473.2,195.53,11.5,458.82,214.66
18089004750,18,089,004750,375.64,362.69,12.05,399.5,308.61,34.25,368.55,350.77
18089004760,18,089,004760,400.89,399.89,11,434.88,322.91,37.99,410.89,366.9
18089004770,18,089,004770,297.59,349.56,7.03,338.45,297.47,14.2,317.19,316.81
18089004780,18,089,004780,388,191,2,385,156,23,390,170
18089004790,18,089,004790,420,268,11,442,224,27,435,240
18089004800,18,089,004800,498.42,293.66,8.99,512.41,236.73,32.96,490.43,269.69
18089004810,18,089,004810,389,208,7,396,177,24,388,196
18089004820,18,089,004820,543.26,344.6,12.45,585.25,270.63,36.96,564,310.01
18089004830,18,089,004830,510.09,273.51,10.98,552.02,214.62,24.96,529.06,245.56
18089004840,18,089,004840,434.58,358.34,13.01,502.59,260.27,29.04,450.57,315.31
18089004850,18,089,004850,330.27,168,3.04,326.15,143.85,19.28,330.23,151.98
18089004860,18,089,004860,318.61,236.06,13.11,331.83,200.37,24.58,322.7,223.72
18089004880,18,089,004880,706.38,359.24,12.1,755.71,266.17,41.88,734.3,306.19
18089004890,18,089,004890,811.71,498.02,18.36,854.51,409.55,44.82,816.31,465.86
18089004900,18,089,004900,112.78,75.28,0.55,119.06,60.95,6.09,116.78,67.48
18089004910,18,089,004910,549,297,11,592,227,26,576,252
18089004920,18,089,004920,628.47,373.9,8.95,653.33,301.31,43.75,633.44,351.03
18089004930,18,089,004930,710,369,13,750,281,49,718,336
18089004960,18,089,004960,374.09,218.09,6.79,377.94,185.46,30.94,383.28,202.36
18089004970,18,089,004970,617.9,325.09,9.64,641.14,268.98,31.89,613.86,308.02
18089004980,18,089,004980,156.33,79.31,4.92,146.73,69.26,22.53,148.56,84.99
18089004990,18,089,004990,364.21,195.7,7.09,358.73,175.93,24.85,356.63,194.16
18089005000,18,089,005000,128.75,83.49,3.53,130.28,64.3,14.85,130.86,77.8
18089005020,18,089,005020,385.51,334.19,18.24,398.2,283.71,48.48,386.24,322.52
18089005030,18,089,005030,406.93,257.27,5.43,400.81,223.86,32.86,401.11,242.18
18089005040,18,089,005040,340.48,266.99,9.3,361.88,228.85,16.75,338.62,258.62
18089005060,18,089,005060,77.27,26.41,1.24,66.66,17.83,16.26,73.99,23.43
18089005070,18,089,005070,835.8,254.42,17.82,790.62,210.94,93.7,815.15,255.34
18089005080,18,089,005080,632.81,241.01,10.83,601.27,199.54,76.26,621.61,240.64
18089005090,18,089,005090,657.45,293.68,20.07,607.24,251.39,97.53,631.38,290.68
18089005110,18,089,005110,416.29,237.5,16.82,402.39,202.86,60.41,408.36,232.56
18089005120,18,089,005120,176.94,358.79,6.01,172.74,337.73,19.12,164.65,359.89
18089005140,18,089,005140,297.86,500.76,11.99,281.87,486.77,32.98,263.87,517.75
18089005150,18,089,005150,169.06,331.21,0.99,152.26,325.27,10.88,144.35,339.11
18089005180,18,089,005180,413.71,322.58,3.2,423.61,273.58,30,403.66,311.83
18089005190,18,089,005190,305,158,15,290,143,35,297,157
18089005220,18,089,005220,476,343,12,487,298,32,472,334
18089005230,18,089,005230,478.65,279.28,3.59,494.81,225.4,35.92,477.75,265.81
18089005240,18,089,005240,564.68,261.68,12.11,519.45,215.53,78.4,516.62,262.68
18089005250,18,089,005250,434.02,218.02,8,445.02,172.02,31,435.02,203.02
18089005260,18,089,005260,532,481,14,537,405,61,521,454
18089005270,18,089,005270,789.65,562.13,32.21,791.58,466.02,94.07,782.6,533.35
18089033300,18,089,033300,0,0,0,0,0,0,0,0
18091000010,18,091,000010,427.23,188.28,12.68,374.56,145.35,93.65,407.72,181.45
18091000020,18,091,000020,534.33,381.8,21.93,565.23,290.09,68.78,529.34,365.85
18091000030,18,091,000030,577,411,12,612,317,60,571,393
18091000040,18,091,000040,447.33,339.03,8.16,460.48,264.07,53.79,422.04,330.9
18091000050,18,091,000050,448.67,307.97,9.84,457.52,248.93,48.21,430.96,300.1
18091000060,18,091,000060,478,352,9,508,263,54,489,317
18091000070,18,091,000070,424.03,172.43,15.9,376.89,132.86,95.83,408.88,175.93
18091000080,18,091,000080,518,393,11,513,316,79,509,378
18091000090,18,091,000090,461.41,301.58,11.08,473.27,229.29,58.45,443.33,300.57
18091000100,18,091,000100,349,305,10,353,249,47,324,297
18091000110,18,091,000110,551.49,493.52,23.12,542.98,401.84,101.9,520.33,495.73
18091000120,18,091,000120,198.4,284.36,8.56,220.99,236.13,26.4,192.03,281.69
18091000130,18,091,000130,143.8,62.45,6.62,129.61,43.52,34.05,139.07,61.5
18091000140,18,091,000140,67.99,88.99,0,80.99,68.99,2,67.99,82.99
18091000150,18,091,000150,293,214,6,292,178,34,279,218
18091000160,18,091,000160,376.7,243.64,5.48,381.49,185.26,50.93,368.56,233.78
18091000170,18,091,000170,387,175,14,355,126,81,362,175
18091000180,18,091,000180,592.3,312.36,26.52,580.51,235.74,107.07,584.44,320.22
18091000190,18,091,000190,75,32,3,68,23,17,77,29
18091000200,18,091,000200,578.44,361.18,20.82,568.48,277,105.91,566.67,356.66
18091000210,18,091,000210,628,291,21,586,225,115,565,321
18091000220,18,091,000220,66.16,31.59,1.05,63.16,25.44,15.16,60.12,37.6
18091000230,18,091,000230,295.45,199.19,8.97,274.45,161.34,64.83,275.5,205.21
18091000240,18,091,000240,170.2,90.55,7.38,165.39,64.48,35.95,166.93,90.5
18091000250,18,091,000250,537,287,18,506,222,98,509,304
18091000260,18,091,000260,437.31,478.31,9.01,528.39,365.15,11.13,473.22,416.3
18091000270,18,091,000270,305.67,224.2,15.07,264.77,192.91,70.22,274.66,239.15
18091000280,18,091,000280,102,81,8,95,57,29,100,75
18091000290,18,091,000290,99,113,8,105,101,11,93,125
18091000300,18,091,000300,112.56,77.82,7.18,109.52,61,25.09,104.33,83.34
18091000310,18,091,000310,186.05,124.55,8.08,201.07,102.11,19.5,182.98,126.52
18091000320,18,091,000320,295.27,222.34,11.25,297.27,159.97,71.23,285.25,218.06
18091000330,18,091,000330,355.88,376.01,9.04,368.95,306.3,53.76,334.32,377.24
18091000340,18,091,000340,285,284,24,287,227,73,297,280
18091000350,18,091,000350,306,256,21,327,191,57,312,246
18091000360,18,091,000360,245,284,19,303,197,43,274,256
18091000370,18,091,000370,61.61,38.35,1.2,59.73,29.5,11.64,59.99,39.05
18091000380,18,091,000380,28,22,2,32,18,2,30,20
18091000390,18,091,000390,283,259,14,271,205,72,268,265
18091000400,18,091,000400,236,217,13,230,168,60,225,223
18091000410,18,091,000410,88,83,1,87,65,12,83,77
18091000420,18,091,000420,316,256,14,335,196,48,316,241
18091000430,18,091,000430,379.6,306.24,12.26,415.26,229.96,40.52,379.15,282.11
18091000440,18,091,000440,79,84,2,80,67,13,76,78
18091000450,18,091,000450,247,185,8,244,151,37,243,183
18091000460,18,091,000460,263,215,28,264,183,57,272,221
18091000470,18,091,000470,287.38,447.37,13.83,347.63,357.5,27.65,307.14,419.71
18091000480,18,091,000480,129.63,320.64,5.17,137.39,282.51,20.35,124.87,299.29
18091000490,18,091,000490,109,368,9,125,333,22,104,367
18091000500,18,091,000500,40,393,7,57,355,17,39,384
18091000510,18,091,000510,171.49,298.12,11.96,177.48,256.24,45.86,156.54,304.1
18091000520,18,091,000520,247,330,15,261,280,44,235,327
18091000530,18,091,000530,181.51,206.88,7.04,167.52,180.76,38.14,169.46,214.9
18091000540,18,091,000540,182,216,10,176,198,34,170,229
18091000550,18,091,000550,89,254,1,86,233,16,74,259
18091000560,18,091,000560,221,276,10,210,242,50,213,270
18091000570,18,091,000570,89.53,111.84,2.79,88.58,87.29,22.47,77.38,113.83
18091000580,18,091,000580,292.83,398.5,16.12,331.34,312.53,44.78,282.08,392.23
18091000590,18,091,000590,104.15,339.14,3.97,109.11,314.34,17.85,97.21,331.21
18091000600,18,091,000600,95.68,230.32,8.55,96.79,213.01,19.04,93.76,229.36
18091000610,18,091,000610,199.61,317.57,5.5,226.66,268.56,13.12,190.49,306.51
18091000620,18,091,000620,214,386,8,240,325,33,204,376
18091000630,18,091,000630,181,277,8,223,214,21,177,269
18091000640,18,091,000640,219,376,7,265,300,24,217,369
18091000650,18,091,000650,203,315,11,214,267,38,185,312
18091000660,18,091,000660,191,410,10,200,373,32,188,399
18091000670,18,091,000670,30,88,3,38,72,5,33,76
18091000680,18,091,000680,308.93,362.1,9.17,305.26,308.93,53.17,287.85,366.68
18091000690,18,091,000690,319.07,543.34,8.2,387.9,446.23,33.14,321.65,506.46
18091000700,18,091,000700,0,0,0,0,0,0,0,0
18091000710,18,091,000710,14,55,1,13,53,4,10,60
18091000720,18,091,000720,42,78,1,49,66,8,45,74
18091000730,18,091,000730,36.23,65.15,2.15,44.37,53.55,2.61,38.93,60.26
18091000740,18,091,000740,541.24,353.63,16.88,510.28,289.85,101.31,522.48,352.7
18091000750,18,091,000750,327.38,178.13,13.48,317.75,129.99,68.36,309.08,182.95
18091000760,18,091,000760,611,255,24,556,195,128,554,284
18091000770,18,091,000770,661.39,338.65,19.8,630.27,254.5,130.36,619.01,365.95
18091000780,18,091,000780,71,84,0,73,69,7,72,74
18091000790,18,091,000790,88.13,38.62,1.98,73.28,30.7,23.77,77.24,42.58
18091000800,18,091,000800,649.62,323.57,16.07,628.99,245.06,93.2,621.99,315.4
18091000810,18,091,000810,453.57,354.3,14.3,455.46,274.59,75.78,448.31,341.68
18091000820,18,091,000820,369,219,15,346,188,64,352,229
18091000830,18,091,000830,394,217,11,354,196,49,354,233
18091000840,18,091,000840,243.77,193.85,6.85,250.63,165.45,28.39,230.07,198.74
18091000850,18,091,000850,344,372,12,369,307,41,340,354
18091000860,18,091,000860,228,232,6,242,187,22,221,219
18091000870,18,091,000870,284.55,115.81,6.03,257.55,92.66,54.17,267.5,126.79
18091000880,18,091,000880,232.32,142.46,7.07,212.17,100.84,62.4,217.32,136.71
18091000890,18,091,000890,170.42,67.82,7.36,147.37,56.94,31.13,162.08,66.91
18091000900,18,091,000900,349.84,177.41,14.95,347.84,132.56,51.84,334.88,183.4
18091000910,18,091,000910,624.97,418.66,27.56,580.69,325.87,154.88,612.11,424.79
18091000920,18,091,000920,817,376,25,785,297,118,786,391
18093000010,18,093,000010,247.95,67.4,6.5,198.75,56,67.83,228.68,79.1
18093000020,18,093,000020,476.97,122.3,13.57,373.93,84.57,145.61,448.22,127.59
18093000030,18,093,000030,656,128,14,527,103,168,631,138
18093000040,18,093,000040,392.54,93.74,6.84,334.93,67.38,84.95,386.68,89.83
18093000050,18,093,000050,266.59,97.99,8.14,221.09,68.53,73.19,257.69,98.98
18093000060,18,093,000060,351.38,129.94,8.1,306.06,94.63,89.73,339.34,127.89
18093000070,18,093,000070,254,89,8,201,77,71,242,95
18093000080,18,093,000080,205,62,5,165,50,56,185,75
18093000090,18,093,000090,511.32,179.3,13.78,457.39,123.13,124.63,512.4,171.75
18093000100,18,093,000100,599.62,166.06,16.9,541.94,111.37,130.27,592.66,158.11
18093000110,18,093,000110,115.41,41.01,2.86,104.91,31.47,24.81,117.31,41.02
18093000120,18,093,000120,670.86,184.14,18.98,557.82,157.08,158.74,640.22,199.23
18093000130,18,093,000130,765,237,13,673,184,152,734,246
18093000140,18,093,000140,460,129,13,393,89,112,448,125
18093000150,18,093,000150,581,203,11,525,148,121,574,193
18093000160,18,093,000160,931,182,32,757,143,244,904,198
18093000170,18,093,000170,692,165,15,549,115,193,672,153
18093000180,18,093,000180,166.16,81.05,4,144.14,66.03,41.04,156.16,85.05
18093000190,18,093,000190,247,98,13,212,63,77,237,98
18093000200,18,093,000200,287,89,12,262,58,65,276,94
18093000210,18,093,000210,272,109,12,224,89,77,258,115
18093000220,18,093,000220,319,118,8,260,90,89,300,119
18093000230,18,093,000230,249,122,14,214,89,80,243,128
18093000240,18,093,000240,310,101,6,278,74,59,295,103
18093000250,18,093,000250,219,118,8,206,77,55,225,99
18093000260,18,093,000260,215,79,6,173,49,73,208,78
18093000270,18,093,000270,328,176,13,288,133,88,318,182
18093000280,18,093,000280,275,166,11,258,117,73,274,159
18093000290,18,093,000290,196,89,9,184,70,39,195,92
18093000300,18,093,000300,287,100,12,256,71,71,287,108
18093000310,18,093,000310,175,74,9,176,41,38,188,65
18093000320,18,093,000320,422.42,144.07,21.28,376.32,91.02,118.3,430.16,132.19
18093000330,18,093,000330,404.31,130.99,11.94,356.79,86.16,98.3,393.44,135.74
18093000340,18,093,000340,531,146,6,463,98,119,509,146
18093000350,18,093,000350,594,150,22,479,118,160,594,144
18093000360,18,093,000360,182.01,69.07,8.11,160.64,45.66,50.48,182.68,63.51
18093000370,18,093,000370,490.98,168.54,9.05,438.64,116.46,107.47,471.89,160.58
18093000380,18,093,000380,414,159,14,387,108,82,405,148
18093000390,18,093,000390,249.53,55.04,4.93,207.26,49.11,52.13,230.92,64.81
18093000400,18,093,000400,592.47,141.96,22.07,481.74,113.89,151.87,575.08,139.19
18095000010,18,095,000010,417.9,158.2,12.23,356.34,114.7,115.41,417.4,159.92
18095000020,18,095,000020,477,169,10,409,114,136,473,179
18095000030,18,095,000030,1.14,0.12,0.01,1.16,0.09,0.03,0.15,0.11
18095000040,18,095,000040,437,145,14,392,95,111,435,154
18095000050,18,095,000050,85.38,57.46,0.51,91.09,42.1,10.45,89.04,53.32
18095000060,18,095,000060,251.08,215.16,11.05,230.24,134.51,42.58,223.18,181.07
18095000070,18,095,000070,282.92,294.84,6.95,305.76,205.49,78.42,296.82,281.93
18095000080,18,095,000080,200.58,168.14,17.7,193.7,135.69,61.95,212.38,168.14
18095000090,18,095,000090,164,149,8,161,105,55,169,148
18095000100,18,095,000100,379,341,18,411,239,90,385,346
18095000110,18,095,000110,285,204,10,266,155,77,291,202
18095000120,18,095,000120,343,287,8,396,203,42,368,267
18095000130,18,095,000130,244.47,256.15,10.26,253.17,198.41,61.58,236.86,269.32
18095000140,18,095,000140,197.77,98.58,8.04,162.76,80.48,60.16,165.79,131.59
18095000150,18,095,000150,113,92,3,104,81,23,108,97
18095000160,18,095,000160,163,119,9,162,99,36,149,142
18095000170,18,095,000170,166,150,7,162,121,37,150,171
18095000180,18,095,000180,115,97,8,108,80,34,109,109
18095000190,18,095,000190,164,148,15,159,104,66,170,155
18095000200,18,095,000200,161,140,5,142,111,51,151,148
18095000210,18,095,000210,180.19,135.39,8.96,177.2,112.49,37.83,184.17,138.38
18095000220,18,095,000220,493.25,315.1,10.24,476.45,235.05,105.22,500.33,310.22
18095000230,18,095,000230,246,200,6,278,129,46,260,191
18095000240,18,095,000240,338,291,14,361,207,78,324,313
18095000250,18,095,000250,303,226,6,321,174,41,293,235
18095000260,18,095,000260,328,191,12,324,139,69,291,231
18095000270,18,095,000270,314.97,143.99,11,298.97,101.99,74.99,304.97,163.98
18095000280,18,095,000280,286,283,13,270,216,94,291,281
18095000290,18,095,000290,306,241,5,315,180,61,299,249
18095000300,18,095,000300,358.9,302.18,15.65,396.06,216.12,69.43,381.39,290.45
18095000310,18,095,000310,316,205,12,299,162,72,296,230
18095000320,18,095,000320,108.22,378.76,10.82,108.22,339.41,50.17,99.36,388.6
18095000330,18,095,000330,87,240,8,104,205,28,83,251
18095000340,18,095,000340,58,278,5,74,249,21,62,280
18095000350,18,095,000350,129.75,371.9,8.76,136.55,331.95,46.78,132.67,375.78
18095000360,18,095,000360,53,211,4,65,180,16,49,213
18095000370,18,095,000370,80,127,3,74,117,22,73,138
18095000380,18,095,000380,197,178,7,152,143,87,194,187
18095000390,18,095,000390,245,173,7,230,136,64,230,196
18095000400,18,095,000400,257,222,10,259,163,62,250,227
18095000410,18,095,000410,408,309,11,480,199,59,435,294
18095000420,18,095,000420,283.59,169.76,7.99,269.61,124.82,68.9,266.62,191.72
18095000430,18,095,000430,181.99,144.95,6.46,178.28,102.49,56.32,190.26,143.14
18095000440,18,095,000440,348.58,326.68,12.78,397.85,217.17,75.74,352.22,328.5
18095000450,18,095,000450,174.42,190.86,10.3,181.3,145.31,52.05,168.62,202.86
18095000460,18,095,000460,133,141,10,141,108,37,129,155
18095000470,18,095,000470,188,158,12,171,124,58,162,191
18095000480,18,095,000480,75.78,259.24,9.18,82.78,233.59,31.83,77.64,263.4
18095000490,18,095,000490,168,169,11,168,136,48,158,192
18095000500,18,095,000500,138,203,6,133,180,36,126,219
18095000510,18,095,000510,132,115,5,125,84,40,123,121
18095000520,18,095,000520,249,55,3,202,42,65,244,64
18095000530,18,095,000530,194,61,4,142,40,78,192,65
18095000540,18,095,000540,25,18,1,32,9,4,28,17
18095000550,18,095,000550,335,182,13,320,107,103,327,194
18095000560,18,095,000560,587,243,15,569,154,123,582,252
18095000570,18,095,000570,478.46,302.44,17.5,504.71,191.58,102.11,499.85,284.93
18095000580,18,095,000580,360.96,279.76,14.26,355.98,182.64,112.44,371,273.86
18095000590,18,095,000590,295,199,12,311,119,77,311,189
18095000600,18,095,000600,632.05,282.31,13.03,585.47,178.57,167.27,634.37,286.91
18095000610,18,095,000610,482,291,19,480,169,140,480,292
18095000620,18,095,000620,511.06,244.5,18.12,460.44,162.09,148.13,505.05,252.52
18095000630,18,095,000630,2,4,0,3,3,0,1,3
18095000640,18,095,000640,78.57,33.51,2.2,67.87,28.23,19.19,77.81,36.31
18095000650,18,095,000650,420,169,9,400,104,94,419,168
18095000660,18,095,000660,435.73,183.83,16.53,360.84,139.09,143.95,428.92,204.25
18095000670,18,095,000670,572,472,39,535,337,217,580,491
18095000680,18,095,000680,429.27,224.17,17.47,359.16,175.91,138.05,432.08,228.75
18095000690,18,095,000690,775,261,19,686,176,195,759,280
18095000700,18,095,000700,429.92,160.6,7.98,366.08,124.69,104.74,402.98,176.56
18095000710,18,095,000710,430,172,10,398,119,90,411,190
18095000720,18,095,000720,256.25,144.55,13.21,232.06,115.6,67,242.85,168.38
18095000730,18,095,000730,188.88,123.81,6.82,182.02,97.39,44.6,173.8,144.94
18095000740,18,095,000740,193,106,7,179,81,50,182,123
18095000750,18,095,000750,285.78,112.1,11.05,252.17,85.28,68.67,259.63,138.29
18095000760,18,095,000760,191.56,108.15,2.25,167.75,71.6,57.82,178.12,113.81
18095000770,18,095,000770,203.65,97.47,2.07,181.29,64.02,57.86,194.6,103.52
18095000780,18,095,000780,186.5,102.63,5.92,183.54,70.06,39.47,188.48,106.57
18095000790,18,095,000790,327.29,93.36,7.68,293.01,58.2,79.78,308.05,113.45
18095000800,18,095,000800,360.73,145.92,6.96,325.78,100.9,84.87,355.61,150.93
18095000810,18,095,000810,512.5,146.37,13.08,457.46,89.94,123.53,509.52,147.43
18095000820,18,095,000820,291.39,135.51,14.03,205,130.38,105.55,274.36,161.55
18095000830,18,095,000830,198,90,6,161,72,63,191,102
18095000840,18,095,000840,247.02,108.01,5,213.02,74.01,71.01,233.02,119.01
18095000850,18,095,000850,413.8,168.44,10.08,345.53,122.96,122.89,371.82,210.49
18095000860,18,095,000860,147,43,6,111,35,51,128,65
18095000870,18,095,000870,314,124,7,254,77,111,292,147
18095000880,18,095,000880,163,81,3,129,56,63,154,93
18095000890,18,095,000890,204,87,6,159,89,54,182,117
18095000900,18,095,000900,286.59,104.49,5.97,206.98,77.62,113.44,281.61,113.44
18095000910,18,095,000910,320.2,163.56,8.92,288.47,109.04,102.11,321.18,170.51
18095000920,18,095,000920,386,119,10,322,78,117,372,138
18095000930,18,095,000930,355,115,6,255,86,135,318,145
18095000940,18,095,000940,166,56,4,151,34,43,169,54
18095000950,18,095,000950,374.08,196.4,9.02,374.92,133.31,71.26,365.02,207.44
18095000960,18,095,000960,459.65,248.92,13.83,464.87,154.78,104.6,466.18,251.8
18095000970,18,095,000970,219.6,108.63,9.62,202.2,83.13,52.52,212.65,124.29
18095000980,18,095,000980,202.61,96.1,4.52,199.86,68.1,38.27,187.51,105.58
18095000990,18,095,000990,190.48,131.95,7.94,202.39,88.3,38.69,197.43,128.97
18095001000,18,095,001000,330,170,8,306,118,88,326,179
18095001010,18,095,001010,467,188,10,405,119,143,469,187
18095001020,18,095,001020,372,131,10,352,81,79,361,143
18095001030,18,095,001030,367.92,186.1,10.11,371.66,125.88,67.63,380.83,175.31
18095001040,18,095,001040,382,231,5,415,153,49,388,222
18095001050,18,095,001050,216.44,150.9,4.96,198.57,119.13,51.62,219.41,145.95
18095001060,18,095,001060,270.08,154.9,15.89,232.34,124.12,88.37,257.17,183.69
18095001070,18,095,001070,370.84,202.19,10.25,367.11,141.63,69.88,358.73,213.37
18095001080,18,095,001080,334.28,207.99,4.85,335.97,144.97,67.81,321.48,222.74
18095001090,18,095,001090,386,196,7,356,127,105,378,208
18095001100,18,095,001100,288,137,3,302,82,44,284,140
18095001110,18,095,001110,499,184,12,441,144,115,471,223
18097000010,18,097,000010,14,410,5,37,389,3,24,404
18097000020,18,097,000020,15,307,3,32,284,5,18,305
18097000030,18,097,000030,7,320,4,25,304,5,11,323
18097000040,18,097,000040,9,389,2,29,369,2,10,393
18097000050,18,097,000050,14,279,3,26,263,8,19,275
18097000060,18,097,000060,26,373,6,42,355,13,31,381
18097000070,18,097,000070,15,514,4,40,491,11,12,531
18097000080,18,097,000080,15,414,6,32,385,14,19,411
18097000090,18,097,000090,22,223,1,29,210,7,24,223
18097000100,18,097,000100,8,218,6,22,198,11,11,221
18097000110,18,097,000110,79.26,360.42,9.04,121.49,306.17,24.07,98.38,351.36
18097000120,18,097,000120,157,450,12,174,397,57,153,469
18097000130,18,097,000130,72,239,8,77,219,22,69,248
18097000140,18,097,000140,140,369,12,165,319,47,150,376
18097000150,18,097,000150,76.82,563.67,12.97,139.67,491.84,25.94,90.79,563.67
18097000160,18,097,000160,145,776,16,286,620,44,179,760
18097000170,18,097,000170,58,356,4,118,288,12,85,331
18097000180,18,097,000180,41,304,8,82,259,16,54,299
18097000190,18,097,000190,76,457,8,149,367,27,78,459
18097000200,18,097,000200,56,630,5,113,556,24,75,620
18097000210,18,097,000210,69,639,20,122,573,33,88,639
18097000220,18,097,000220,78,777,8,163,688,19,101,766
18097000230,18,097,000230,66,638,17,133,579,24,86,639
18097000240,18,097,000240,54,366,3,98,311,12,66,354
18097000250,18,097,000250,33,513,5,60,473,18,40,510
18097000260,18,097,000260,21,187,3,27,178,8,18,192
18097000270,18,097,000270,37,367,8,57,341,19,43,375
18097000280,18,097,000280,19,397,4,51,363,11,20,408
18097000290,18,097,000290,9,104,1,16,91,7,14,101
18097000300,18,097,000300,5.95,127.89,0.99,19.83,113.02,2.97,7.93,127.89
18097000310,18,097,000310,49.79,386.38,4.98,95.6,323.64,16.93,54.77,382.4
18097000320,18,097,000320,21,462,8,50,435,11,31,465
18097000330,18,097,000330,34,497,6,61,462,14,37,499
18097000340,18,097,000340,20,359,6,41,335,11,24,361
18097000350,18,097,000350,21.15,338.19,6.26,43.7,307.62,15.32,29.15,340.48
18097000360,18,097,000360,54.92,498.26,8.99,94.86,452.33,20.97,64.9,495.27
18097000370,18,097,000370,38.97,278.57,8.76,57.6,258.96,10.74,39,288.28
18097000380,18,097,000380,115,713,17,217,589,44,153,691
18097000390,18,097,000390,73,494,15,158,411,19,100,482
18097000400,18,097,000400,98,642,15,155,562,44,122,630
18097000410,18,097,000410,123.74,664.58,16.96,230.51,548.83,33.93,175.62,635.64
18097000420,18,097,000420,170,816,15,309,659,36,218,779
18097000430,18,097,000430,92,180,0,87,161,20,86,183
18097000440,18,097,000440,146,380,4,163,330,38,150,381
18097000450,18,097,000450,163,568,12,187,503,59,176,569
18097000460,18,097,000460,195,570,19,228,483,71,200,582
18097000470,18,097,000470,37,149,3,38,144,13,39,154
18097000480,18,097,000480,134,347,10,160,299,34,134,355
18097000490,18,097,000490,192,552,25,227,466,88,205,571
18097000500,18,097,000500,126,683,13,224,572,35,146,682
18097000510,18,097,000510,159,623,24,240,514,50,187,607
18097000520,18,097,000520,134,484,14,170,416,49,148,478
18097000530,18,097,000530,150,440,15,190,368,48,162,438
18097000540,18,097,000540,39,117,2,39,108,11,39,118
18097000550,18,097,000550,176,657,13,286,522,45,211,631
18097000560,18,097,000560,106,298,12,167,229,20,132,280
18097000570,18,097,000570,250,1157,29,373,595,43,281,721
18097000580,18,097,000580,218,932,12,413,718,33,287,863
18097000590,18,097,000590,249,864,21,453,634,50,319,810
18097000600,18,097,000600,38.12,222.27,6.01,61.13,180.23,21.03,47.12,215.27
18097000610,18,097,000610,137.99,313.35,11,154.05,268.3,38.99,137.02,321.32
18097000620,18,097,000620,114.89,562.37,8.99,176.81,482.46,27.97,136.86,543.39
18097000630,18,097,000630,165.43,300.7,18.07,175.19,261.54,50.48,165.33,320.85
18097000640,18,097,000640,133,311,17,166,254,49,148,314
18097000650,18,097,000650,249,531,20,271,439,101,252,550
18097000660,18,097,000660,124.94,108.21,4.92,100.34,98.37,40.33,120.02,117.07
18097000670,18,097,000670,317.57,377.3,14.93,263.81,342.46,106.52,294.67,411.15
18097000680,18,097,000680,203,237,8,197,201,49,206,242
18097000690,18,097,000690,207.83,232.65,11.15,192.52,200.16,62.05,192.47,261.14
18097000700,18,097,000700,197.2,537.76,21,326.97,390.9,40.09,249.08,501.88
18097000710,18,097,000710,242.3,944.41,20.99,401.61,766.02,52.47,285.23,919.61
18097000720,18,097,000720,161.7,340.59,11.01,184.39,279.98,44.53,163.77,343.39
18097000730,18,097,000730,150,162,4,134,142,42,140,173
18097000740,18,097,000740,168,196,8,154,173,45,161,211
18097000750,18,097,000750,212,715,22,283,591,87,238,719
18097000760,18,097,000760,189.81,720.09,28.37,244.59,615.4,77.29,211.33,720.09
18097000770,18,097,000770,103.19,356.91,6.63,100.41,329.6,35.71,99.67,365.91
18097000780,18,097,000780,224,242,12,197,222,68,213,266
18097000790,18,097,000790,57,252,4,59,242,15,53,263
18097000800,18,097,000800,161,78,4,125,69,52,153,92
18097000810,18,097,000810,227.95,197.96,8,209.96,177.96,47.99,212.96,220.96
18097000820,18,097,000820,17,206,2,28,196,4,17,208
18097000830,18,097,000830,5,186,1,10,180,4,8,186
18097000840,18,097,000840,6.18,298.33,3.03,31.33,270.16,7.06,12.21,294.33
18097000850,18,097,000850,12,394,6,41,363,13,18,398
18097000860,18,097,000860,9,305,2,42,276,2,9,310
18097000870,18,097,000870,15,306,2,45,279,6,19,311
18097000880,18,097,000880,19,583,5,49,553,16,21,587
18097000890,18,097,000890,27,333,6,59,293,13,28,338
18097000900,18,097,000900,16,147,6,31,134,10,16,158
18097000910,18,097,000910,145,248,10,143,212,51,146,251
18097000920,18,097,000920,128.89,335.27,12.22,145.72,276.12,52.66,139.19,334.37
18097000930,18,097,000930,120.42,401.91,11.8,157.52,334.05,46.44,130.1,403.85
18097000940,18,097,000940,315.64,302.66,16.98,269.69,258.71,106.88,295.66,337.62
18097000950,18,097,000950,226.05,209.16,12,203.06,174.13,74.02,216.05,231.16
18097000960,18,097,000960,182,355,11,174,308,69,180,366
18097000970,18,097,000970,192,391,12,212,317,68,196,397
18097000980,18,097,000980,86,153,6,80,136,33,75,171
18097000990,18,097,000990,211,216,5,188,181,63,204,229
18097001000,18,097,001000,157,153,7,142,124,49,148,165
18097001010,18,097,001010,266,157,9,225,138,68,259,171
18097001020,18,097,001020,312.46,341.04,14.12,297.65,282.65,96.35,314.3,357.17
18097001030,18,097,001030,463,348,23,397,267,168,464,355
18097001040,18,097,001040,327,183,15,281,146,98,314,210
18097001050,18,097,001050,206.05,94.61,6.97,156.33,78.67,71.63,191.14,114.5
18097001060,18,097,001060,448.34,239.37,9.91,380.09,200.79,124.64,437.43,264.13
18097001070,18,097,001070,362,337,16,292,303,121,343,366
18097001080,18,097,001080,391,208,22,350,170,103,391,227
