GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSRFIS,G18USSDRAY,G18USSLSCH,G18GOVRRIC,G18GOVDKRI,G18SOSREVN,G18SOSDDAN,G18TRERMUR,G18ATGRPET,G18AUDRJAN,G18AUDDSKI
3110900158P,31,109,00158P,329.24,521.8,35.92,349.19,534.77,365.16,497.85,563.7,557.71,348.2,499.85
3110900159P,31,109,00159P,202,275,27,217,283,224,262,323,333,202,282
3110900160P,31,109,00160P,176,316,27,197,323,208,300,339,341,190,313
3110900162P,31,109,00162P,277.92,395.48,36.79,299.35,406.76,325.3,366.45,469.49,474.34,286.15,393.35
3110900163P,31,109,00163P,237,231,23,257,233,275,200,342,341,262,197
3110900164P,31,109,00164P,320,355,34,351,356,353,329,468,470,323,345
3110900166P,31,109,00166P,284,287,9,296,283,300,259,399,401,280,257
3110900167P,31,109,00167P,308,260,15,301,279,324,242,416,422,306,237
3110900168P,31,109,00168P,219,304.32,31.11,229.98,323.45,242.07,294.24,379.48,374.53,236,299.23
3110900170P,31,109,00170P,204.16,312.46,39.12,206.27,349.46,232.36,312.25,371.82,355.8,212.14,324.39
3110900172P,31,109,00172P,206,272,26,203,304,224,270,353,349,214,266
3110900174P,31,109,00174P,137,315,36,154,334,166,307,332,333,158,305
3110900176P,31,109,00176P,220.64,283.74,20.05,235.77,285.64,261.8,250.6,379.13,384.13,228.67,272.7
3110900179P,31,109,00179P,399,363,25,414,370,456,303,545,548,397,340
3110900182P,31,109,00182P,168.46,207.11,17.84,159.54,230.89,181.34,205.13,268.55,263.59,169.45,211.07
3110900184P,31,109,00184P,122.49,75.98,8.91,127.67,77.68,134.68,67.07,143.22,146.16,120.8,74.31
3110900185P,31,109,00185P,249,346,40,269,357,287,330,431,424,266,332
3110900186P,31,109,00186P,398,232,25,413,237,435,191,497,465,394,222
3110900187P,31,109,00187P,213,161,17,223,165,232,145,285,278,213,154
3110900188P,31,109,00188P,334.73,174.68,18.04,333.92,193.5,339.9,167.44,397.22,399.22,332.77,166.55
3110900190P,31,109,00190P,335,204,22,364,199,355,176,411,415,329,200
3110900191P,31,109,00191P,363.56,274.06,26.29,363.94,299.06,385.09,256.36,476.26,484.11,367.57,260.98
3110900192P,31,109,00192P,336.22,230.85,19.07,352.87,231.27,366.96,198.91,439.61,436.68,333.3,219.61
3110900193P,31,109,00193P,298.49,391.03,17.25,311.72,390.03,350.9,339.61,476.85,488.81,301.45,365.88
3110900194P,31,109,00194P,4.49,4.95,0.17,5.53,4.05,5.63,3.72,7.68,7.7,4.56,4.71
3110900195P,31,109,00195P,202.11,123.11,16.01,211.11,128.11,218.12,112.1,255.16,256.16,207.11,119.1
3110900197P,31,109,00197P,417.4,246.33,16.3,433.94,248.59,456.14,209.37,514.3,510.66,419.14,238.62
3110900198P,31,109,00198P,267,154,12,271,160,299,122,335,336,270,134
3110900199P,31,109,00199P,391.57,237.91,19.12,395.23,251.55,427.08,201.47,480.03,484.58,392.48,226.04
3110900200P,31,109,00200P,117.62,80.09,6.88,123.56,81.02,128.5,72.99,140.98,141,124.42,72.09
3110900202P,31,109,00202P,629,427,40,649,451,683,370,778,789,639,388
3110900204P,31,109,00204P,461.76,253.86,23.8,459.03,275.26,484.93,227.53,552.3,539.14,449.56,242.23
3110900205P,31,109,00205P,259.56,309.28,10.54,272.97,303.53,284.47,270.02,392.64,394.55,258.62,279.59
3110900206P,31,109,00206P,248.66,132.84,22.1,260.71,138.89,266.79,124.71,325.09,324.09,257.65,125.8
3110900207P,31,109,00207P,324.98,175.29,17.73,329.91,182.19,359.43,136.9,389.02,378.2,323.01,151.67
3110900208P,31,109,00208P,442.79,234.97,23.95,451.99,248.74,470.9,202.14,560.64,561.66,435.12,223.93
3110900209P,31,109,00209P,324.61,139.83,22.97,341.59,146.82,362.56,112.86,400.51,401.51,333.6,132.84
3110900210P,31,109,00210P,414,327,47,432,347,455,285,596,587,410,311
3110900211P,31,109,00211P,254,134,16,247,151,261,125,319,311,255,121
3110900212P,31,109,00212P,208.1,275.2,29.17,223.66,285.9,222.69,274.23,375.36,370.5,216.85,271.31
3110900213P,31,109,00213P,210,330,30,223,345,242,318,376,371,223,324
3110900215P,31,109,00215P,207,343,32,225,360,229,333,379,380,210,342
3110900216P,31,109,00216P,444,299,13,444,308,484,254,555,559,435,280
3110900218P,31,109,00218P,179.5,403.88,33.91,193.46,425.82,217.39,383.94,319.12,315.12,203.42,378.96
3110900300P,31,109,00300P,0.17,0.11,0.01,0.16,0.12,0.17,0.1,0.21,0.21,0.17,0.1
3110900301P,31,109,00301P,408.09,370.45,17.85,407.13,382.35,446.73,325.91,569.61,566.64,404.16,343.71
3110900303P,31,109,00303P,687.3,390.88,30.47,725.47,371.77,762.92,312.46,872.01,877.62,683.54,359.81
3110900304P,31,109,00304P,598.78,533.02,24.91,607.75,544.98,654.57,475.24,824.94,827.93,612.73,487.19
3110900305P,31,109,00305P,484.22,408.98,16.09,504.25,399.02,538.43,340.76,651.06,652.07,485.27,376.81
3110900306P,31,109,00306P,499.76,420.9,31.5,512.58,435.39,541.7,387.5,706.47,707.77,495.96,413.04
3110900307P,31,109,00307P,387,383,18,407,378,427,332,551,548,383,353
3110900308P,31,109,00308P,559.51,671.02,61.09,597.33,693.32,629.32,609.93,902.78,900.84,569.2,649.69
3110900309P,31,109,00309P,234,261,16,250,263,261,223,342,340,235,236
3110900310P,31,109,00310P,163.05,272.74,13.83,178.86,267.8,186.77,240.13,287.57,289.54,168.98,251.99
3110900311P,31,109,00311P,285.49,230.31,14.19,298.75,229.16,298.05,206.76,366.68,368.72,271.5,218.1
3110900312P,31,109,00312P,342.76,425.14,23.36,354.06,435.16,377.32,381.6,551.62,539.59,342.72,397.97
3110900313P,31,109,00313P,229,296,19,245,294,262,264,368,361,248,274
3110900314P,31,109,00314P,309,310,33,323,324,328,300,447,450,306,315
3110900315P,31,109,00315P,288,277,17,296,284,319,243,420,417,290,258
3110900316P,31,109,00316P,255.21,266.67,18.23,261.93,276.26,276.32,239.81,377.04,376.08,254.25,251.32
3110900317P,31,109,00317P,379.23,432.72,54.58,371.29,488.3,421.9,420.81,617.39,606.49,399.07,426.76
3110900318P,31,109,00318P,262.66,323.82,26.07,274.63,330.91,296.71,295.81,429.06,422.04,268.67,313.83
3110900319P,31,109,00319P,72.05,89.78,12.01,76.63,96.07,85.78,83.49,120.66,120.66,77.2,90.92
3110900320P,31,109,00320P,340,243,18,355,246,366,218,435,436,340,232
3110900321P,31,109,00321P,270.25,358.59,26.05,285.27,366.62,297.3,329.57,448.46,440.45,278.27,342.57
3110900322P,31,109,00322P,254,232,17,258,244,282,206,354,363,258,218
3110900323P,31,109,00323P,292,298,13,286,311,320,266,413,415,275,287
3110900324P,31,109,00324P,261,260,16,273,265,310,215,395,392,265,252
3110900325P,31,109,00325P,199,293,17,206,300,214,266,298,304,196,272
3110900326P,31,109,00326P,349.42,302.32,4.21,364.26,294.15,375.46,254.9,461.43,462.9,330.06,293.56
3110900327P,31,109,00327P,9,8,1,11,8,9,8,12,12,9,8
3110900328P,31,109,00328P,0,0,0,0,0,0,0,0,0,0,0
3110900329P,31,109,00329P,483.2,331.22,37.45,510.78,340.1,537.4,286.86,672.44,675.39,491.06,310.52
3110900330P,31,109,00330P,382.95,267.01,29.1,406.94,273.12,407.97,247.97,523.31,526.32,391.93,256.97
3110900331P,31,109,00331P,429.33,272.3,22.86,459.14,261.37,461.13,226.59,565.48,567.46,434.29,243.48
3110900332P,31,109,00332P,108.73,131.03,9.73,121.54,127.9,123.37,116.88,165.13,165.43,117.33,110.42
3110900333P,31,109,00333P,487.25,356.45,20.97,497.24,363.44,524.2,301.54,638.02,635.03,469.28,349.46
3111100001P,31,111,00001P,514,127,18,525,139,503,130,560,569,483,141
3111100002P,31,111,00002P,555.93,91.19,33.06,582.99,103.2,564.96,100.18,591,590,534.91,116.21
3111100003P,31,111,00003P,233,31,6,240,31,213,31,209,215,200,35
3111100005P,31,111,00005P,597.15,123.48,38.6,634.24,131.89,614.27,116.74,641.75,642.51,582.01,133.84
3111100007P,31,111,00007P,247,56,15,262,61,238,64,271,268,222,69
3111100009P,31,111,00009P,338,72,12,333,92,317,79,349,358,302,90
3111100013P,31,111,00013P,123,6,4,123,11,114,15,121,120,110,17
3111100014P,31,111,00014P,348.47,96.07,22.73,364.1,103.17,342.32,104.86,393.32,390.94,333.23,106.63
3111100016P,31,111,00016P,383,103,14,394,108,380,99,418,421,362,111
3111100017P,31,111,00017P,794.14,175.18,27.38,798.2,198.55,790.16,160.93,832.34,837.36,740.62,195.33
3111100019P,31,111,00019P,237.15,103.45,25.37,244.96,117.11,244.96,110.28,299.62,290.83,231.3,116.14
3111100020P,31,111,00020P,201,110,14,209,117,205,111,257,254,202,109
3111100021P,31,111,00021P,241.6,86.43,15.29,248.24,92.78,241.66,88.75,285.52,287.04,228.55,97.71
3111100022P,31,111,00022P,331,173,51,364,187,358,180,448,446,342,190
3111100025P,31,111,00025P,609.4,275.57,52.71,641.76,292.22,622.34,267.25,743.48,749.96,596.45,291.29
3111100027P,31,111,00027P,266,154,28,295,155,279,149,355,354,269,157
3111100028P,31,111,00028P,209,78,21,212,97,206,89,248,258,195,95
3111100030P,31,111,00030P,474.41,182.09,49.02,495.43,204.1,467.4,215.1,576.45,576.44,447.4,226.09
3111100031P,31,111,00031P,267.7,108.75,20.22,283.04,113.63,271.89,112.94,322.78,324.17,250.97,126.18
3111100032P,31,111,00032P,508,178,20,520,186,512,172,563,575,478,190
3111100033P,31,111,00033P,561.29,197.24,22.57,561.29,221.77,559.33,181.54,629,630.97,522.04,209.01
3111100035P,31,111,00035P,513,223,54,546,249,521,241,621,632,488,262
3111100040P,31,111,00040P,230.75,60.55,19.03,236.73,77.57,232.72,70.42,267.73,264.78,223.52,74.57
3111100041P,31,111,00041P,215,75,23,231,85,219,88,260,258,218,87
3111300001P,31,113,00001P,306,23,8,307,28,292,25,298,296,279,32
3111500001P,31,115,00001P,247,51,9,250,57,231,49,245,243,220,55
3111700001P,31,117,00001P,228,22,12,211,45,217,24,219,221,202,18
3111900001P,31,119,00001P,500.55,132.62,19.13,493.3,159.82,501.2,135.88,562.02,560.16,478.39,149.42
3111900002P,31,119,00002P,314.33,123.74,16.96,319.32,129.72,311.33,127.73,378.19,379.19,292.37,138.7
3111900003P,31,119,00003P,345.39,112.07,16.01,334.38,138.08,336.38,130.08,413.42,410.42,305.35,150.1
3111900004P,31,119,00004P,744.22,209.99,16.68,754.26,209.93,724.78,207.05,811.22,814.74,685.12,234.03
3111900005P,31,119,00005P,636,140,19,623,177,605,165,680,684,569,188
3111900006P,31,119,00006P,608,161,13,611,174,599,155,666,666,550,191
3111900007P,31,119,00007P,299.16,146.06,24.01,294.16,167.08,300.16,151.07,367.2,367.2,284.15,158.08
3111900008P,31,119,00008P,265,102,24,263,124,260,117,323,327,253,125
3111900009P,31,119,00009P,420.67,119.92,12.81,424.58,124.91,412.81,121.95,466.92,455.16,392.18,134.72
3111900010P,31,119,00010P,217.08,124.03,17.01,225.08,135.04,215.08,139.04,284.1,277.1,205.07,143.04
3111900011P,31,119,00011P,446.63,144.21,20.31,447.18,161.74,447.14,146.61,515.7,513.88,435.8,157.5
3111900012P,31,119,00012P,261.79,106.48,24,268.64,124.55,261.66,122.52,328.83,331.87,247.35,134.72
3111900013P,31,119,00013P,367.74,67.21,6.66,358.6,78.45,357.75,75.44,390.29,393.93,329.98,93.96
3111900014P,31,119,00014P,411.56,80.35,12.67,406.33,95.85,415.58,77.51,433.31,431.66,376.75,108.01
3111900015P,31,119,00015P,324.82,71.43,17.09,318.74,89.57,309.72,77.49,327.92,328.92,293.58,91.64
3111900016P,31,119,00016P,166,29,3,164,32,154,31,167,166,147,34
3111900019P,31,119,00019P,517.27,79.2,15.65,502.6,105.6,498.69,89.96,536.82,535.84,474.24,117.34
3111900020P,31,119,00020P,160.62,26.11,3.12,151.69,37.11,155.56,32.1,166.07,162.96,150.37,32.23
3111900021P,31,119,00021P,154.63,17.18,3.19,149.62,24.36,147.47,19.31,155.17,156.14,137.33,25.42
3111900022P,31,119,00022P,165,4,2,168,4,161,6,151,149,148,8
3111900023P,31,119,00023P,276,84,11,283,87,274,72,287,287,263,83
3111900025P,31,119,00025P,159.17,71.19,11.79,158.71,82.08,149.64,79.36,191.82,190,141.03,86.16
3111900026P,31,119,00026P,189.2,84.63,14.01,188.66,97.57,177.88,94.33,228.01,225.86,167.64,102.42
3112100001P,31,121,00001P,144,49,13,155,50,143,50,163,163,139,48
3112100002P,31,121,00002P,120,40,4,127,37,110,43,123,123,111,41
3112100003P,31,121,00003P,57,12,3,65,7,62,5,57,58,54,9
3112100004P,31,121,00004P,72,17,3,77,19,71,15,69,73,72,14
3112100005P,31,121,00005P,205,48,16,209,65,184,64,224,222,175,70
3112100006P,31,121,00006P,87,20,2,87,22,76,19,80,85,75,23
3112100007P,31,121,00007P,29,8,2,34,7,33,6,28,28,31,7
3112100008P,31,121,00008P,155.63,29.44,8.86,164.58,28.41,150.02,26.13,157.99,158.04,137.16,31.25
3112100009P,31,121,00009P,86.18,11.28,1.89,89.94,12.21,76.86,15,75.01,75.94,71.24,15.02
3112100010P,31,121,00010P,149,18,8,160,14,142,13,143,146,136,21
3112100011P,31,121,00011P,168.91,40.72,5.96,176.85,37.75,162.94,32.79,171.87,172.86,157.96,36.76
3112100012P,31,121,00012P,232.5,90.63,14.78,245.31,96.55,230.53,80.78,250.23,251.22,213.78,95.56
3112100013P,31,121,00013P,66.98,16.21,2.02,76.01,12.2,66.02,17.14,66.05,65.06,65.99,15.18
3112100014P,31,121,00014P,488,121,44,508,140,471,132,532,539,426,160
3112100015P,31,121,00015P,496.94,124.38,23.06,515.07,132.42,474.62,119.51,522.56,531.59,457.43,136.51
3112300001P,31,123,00001P,269,69,18,272,89,284,72,326,328,272,78
3112300002P,31,123,00002P,52,0,4,49,7,56,0,46,45,52,0
3112300003P,31,123,00003P,22,1,1,25,1,23,0,22,23,22,0
3112300004P,31,123,00004P,373,75,30,370,104,375,83,408,408,348,101
3112300005P,31,123,00005P,221,24,12,210,46,213,32,221,217,194,43
3112300006P,31,123,00006P,111,24,5,111,30,113,19,106,106,101,30
3112300007P,31,123,00007P,212.24,29.54,15.55,197.47,60.64,202.13,38.09,216.13,215.35,185.81,45.09
3112300008P,31,123,00008P,40,6,0,37,11,34,9,33,33,29,11
3112300009P,31,123,00009P,398.76,79.46,21.45,369.53,125.36,389.87,81.91,394.87,392.65,350.19,90.91
3112500001P,31,125,00001P,107,41,8,119,40,103,32,123,126,98,39
3112500002P,31,125,00002P,190.51,37.89,6.97,186.74,48.63,174.54,34.69,180.69,184.62,162.63,39.53
3112500003P,31,125,00003P,123.5,48.03,3.1,128.35,46.31,115.35,40.12,123.51,123.55,111.12,38.46
3112500004P,31,125,00004P,260.99,120.08,8.93,272.9,122.06,246.11,105.19,286.79,281.83,227.25,128.02
3112500007P,31,125,00007P,93,36,7,103,34,90,42,107,108,87,41
3112500008P,31,125,00008P,110,32,3,118,27,110,25,117,116,105,26
3112700001P,31,127,00001P,102,32,6,103,36,102,30,117,116,96,38
3112700003P,31,127,00003P,163.55,79.78,6.98,159.56,88.76,158.56,80.78,194.47,196.46,145.6,90.75
3112700004P,31,127,00004P,319,95,18,333,105,330,98,365,366,314,98
3112700005P,31,127,00005P,126,79,8,134,76,130,72,169,167,122,76
3112700008P,31,127,00008P,105,21,7,109,31,106,29,112,114,100,26
3112700009P,31,127,00009P,209,99,17,209,115,206,108,265,264,204,114
3112700010P,31,127,00010P,208.34,120.27,11.36,217.81,128.79,206.45,128.79,261.38,261.38,206.45,119.32
3112700011P,31,127,00011P,277.66,96.73,14.64,279.19,100.21,278.55,89.21,331.62,332.62,260.55,111.68
3112700012P,31,127,00012P,277,104,7,280,110,272,89,318,314,264,101
3112900001P,31,129,00001P,172,43,4,176,44,159,41,182,186,152,43
3112900002P,31,129,00002P,297,64,13,316,64,286,61,307,308,268,69
3112900003P,31,129,00003P,108,27,6,113,30,103,26,115,118,98,28
3112900004P,31,129,00004P,274.51,100.16,14.01,304.01,85.4,272.4,97.88,327.79,322.96,254.75,108.56
3112900005P,31,129,00005P,90.45,15.56,5.84,93.37,15.56,87.53,14.59,92.4,87.53,79.75,19.45
3112900006P,31,129,00006P,60,11,4,65,14,59,12,65,62,59,10
3112900007P,31,129,00007P,143.99,41.82,6.86,158.91,35,141.39,40.65,169.08,164.61,133.5,47.22
3112900008P,31,129,00008P,175.05,62.45,12.3,198.71,52.04,181.68,54.88,215.74,212.9,176,56.77
3113100001P,31,131,00001P,475,297,34,481,326,487,282,601,596,475,287
3113100002P,31,131,00002P,209,136,17,235,130,225,119,286,278,205,132
3113100003P,31,131,00003P,230,97,14,239,103,234,92,285,277,212,106
3113100005P,31,131,00005P,723,375,63,758,416,743,347,934,942,675,388
3113100006P,31,131,00006P,291,87,10,302,94,275,101,330,325,276,99
3113100009P,31,131,00009P,229,131,13,229,143,233,122,284,284,209,135
3113100011P,31,131,00011P,270.45,72.22,7.02,269.44,82.24,256.44,75.22,288.53,283.54,236.4,86.25
3113100013P,31,131,00013P,368,127,21,375,140,366,130,446,450,347,142
3113100014P,31,131,00014P,189,125,16,206,124,197,120,248,245,184,132
3113100016P,31,131,00016P,411,172,12,410,187,395,172,495,496,375,195
3113100017P,31,131,00017P,272.44,127.74,17.96,291.4,130.73,263.46,139.71,350.28,347.29,270.45,129.73
3113100020P,31,131,00020P,195.56,107.26,14.04,201.6,119.27,190.54,117.29,246.72,245.71,172.55,126.27
3113100021P,31,131,00021P,235,123,21,267,112,234,132,302,309,226,126
3113300002P,31,133,00002P,145,63,5,144,68,134,66,159,156,130,66
3113300004P,31,133,00004P,127,33,5,130,33,128,24,133,137,121,29
3113300005P,31,133,00005P,120,36,6,125,39,120,29,135,132,109,36
3113300013P,31,133,00013P,228.24,121.87,19.36,247.92,121.9,243.76,96.83,288.16,287.5,223.07,113.51
3113300014P,31,133,00014P,153.76,78.13,11.64,157.08,88.1,161.24,63.17,187.84,189.5,152.93,66.49
3113500001P,31,135,00001P,293.41,60.08,9.01,308.41,55.09,300.4,46.08,323.43,325.43,280.37,63.1
3113500002P,31,135,00002P,345.59,64.92,9.99,348.59,74.91,336.6,64.92,360.57,359.57,316.63,82.9
3113500003P,31,135,00003P,372,55,14,372,65,350,55,375,372,313,75
3113700001P,31,137,00001P,120,18,5,123,17,112,22,115,115,110,19
3113700003P,31,137,00003P,120,20,7,116,30,115,18,119,120,108,23
3113700004P,31,137,00004P,91.07,24.41,2.82,95.76,23.47,85.44,21.59,96.7,96.7,81.68,24.41
3113700005P,31,137,00005P,182,20,8,180,28,183,22,181,185,166,32
3113700006P,31,137,00006P,212,24,5,209,28,213,22,221,218,199,33
3113700007P,31,137,00007P,187.91,17.36,5.24,186.04,24.51,188.89,15.39,190.44,187.44,183.47,19.53
3113700008P,31,137,00008P,235,20,5,235,24,231,22,235,234,216,27
3113700009P,31,137,00009P,109,15,4,119,12,104,12,119,120,103,17
3113700012P,31,137,00012P,251.93,59.59,13.18,254.24,69.53,255.56,54.41,292.3,293.3,246.32,63.59
3113700013P,31,137,00013P,323,127,14,359,113,360,102,404,403,339,118
3113700014P,31,137,00014P,352,112,15,374,106,366,99,418,418,343,124
3113700015P,31,137,00015P,506.87,139.6,18.51,526.73,134.87,518.46,129.02,588.51,587.51,491.48,151.08
3113700016P,31,137,00016P,377.21,74.04,13.25,384.23,82.61,375.65,75.6,406.05,406.05,353.05,83.39
3113900001P,31,139,00001P,431,100,16,444,95,418,101,472,466,393,118
3113900002P,31,139,00002P,595,59,21,592,88,572,70,602,601,534,82
3113900005P,31,139,00005P,545.27,57.84,15.95,555.24,70.8,529.32,67.8,535.32,539.31,499.42,75.78
3113900006P,31,139,00006P,270,27,8,275,28,257,32,268,269,243,42
3113900007P,31,139,00007P,497.73,97.16,23.05,510.76,116.2,481.68,102.2,535.68,534.69,452.58,116.22
3114100001P,31,141,00001P,133,20,1,137,18,124,18,129,127,121,15
3114100003P,31,141,00003P,228,14,5,224,19,210,16,204,204,199,19
3114100004P,31,141,00004P,57.58,5.17,2.32,62.18,4.94,59.49,5.94,57.95,53.99,51.21,2.99
3114100005P,31,141,00005P,225.12,44.54,13.45,228.38,56.78,216.43,41.37,234.22,233.59,212.23,44.86
3114100006P,31,141,00006P,211.88,45.46,13.55,227.62,45.22,209.57,41.63,218.78,222.41,204.77,49.14
3114100007P,31,141,00007P,353,52,7,363,51,325,48,333,332,308,57
3114100009P,31,141,00009P,196.65,44.65,6.65,209,39.9,194.75,39.9,204.25,205.2,189.05,40.85
3114100010P,31,141,00010P,148,29,2,155,25,136,28,135,136,129,30
3114100011P,31,141,00011P,235,25,11,247,25,237,20,236,238,229,25
3114100012P,31,141,00012P,316.77,69.18,11.03,322.82,73.16,305.76,70.16,325.8,333.81,298.74,79.16
3114100013P,31,141,00013P,180,10,1,176,16,170,9,172,172,167,15
3114100015P,31,141,00015P,179,27,4,176,33,170,29,181,182,164,34
3114100016P,31,141,00016P,294.06,72.65,12.23,296.34,79.74,296,65.56,328.19,327.41,283.78,75.55
3114100018P,31,141,00018P,414.68,135.32,6.98,443.49,113.49,415.56,110,477.54,474.92,388.49,133.57
3114100019P,31,141,00019P,470.73,140.71,18.98,479.16,152.59,459.6,140.89,519.41,523.34,437.02,153.68
3114100020P,31,141,00020P,278.08,84.89,11.02,282.2,92.3,270.89,85.09,307.44,309.3,258.09,92.77
3114100021P,31,141,00021P,263.29,107.64,12.17,259.94,121.94,249.6,113.33,309.68,306.95,245.52,116.79
3114100022P,31,141,00022P,397.5,115.68,9.92,399.15,122.29,383.45,118.98,446.25,442.94,357,140.47
3114100023P,31,141,00023P,239.55,89.23,13.03,248.6,90.2,239.57,82.2,277.65,276.66,227.53,93.22
3114100024P,31,141,00024P,198.26,79.7,14.07,195.11,95.75,191.88,92.58,239.75,237.56,178.15,99.34
3114100025P,31,141,00025P,262.25,86.47,13.78,272.78,92.77,258.94,93.41,302.47,298.89,245.27,96.72
3114100026P,31,141,00026P,260,90,18,268,101,270,92,308,308,259,96
3114100027P,31,141,00027P,270.62,87.38,13.64,271.69,99.68,270.31,91.66,315.61,310.85,249.48,102.95
3114100028P,31,141,00028P,261.58,118.65,16.72,262.54,133.86,250.53,132.21,322.91,323.88,238.65,136.91
3114100029P,31,141,00029P,359.03,157.55,14.8,369.85,168.39,354.13,151.62,426.01,437.79,340.31,153.64
3114100030P,31,141,00030P,607.55,135.84,10.08,610.03,143.48,592.79,115.9,660.55,664.1,543.48,168.54
3114100041P,31,141,00041P,232.72,97.81,5.58,239,99.74,224.25,103.1,270.25,269.26,210.34,111.57
3114100042P,31,141,00042P,261.68,82.9,12.98,268.68,86.9,253.69,90.89,294.64,292.65,240.71,98.88
3114100043P,31,141,00043P,495.55,141.39,17.57,513.38,146.01,492.76,129.92,547.54,539.37,456.69,154.77
3114100044P,31,141,00044P,340.86,133.19,17.45,362.09,125.87,345.06,124.65,403.11,403.13,325.49,135.63
3114300002P,31,143,00002P,142.76,34.23,0.05,138.83,38.21,134.77,35.22,162.86,160.86,131.7,32.24
3114300004P,31,143,00004P,218.24,66.77,13.95,238.17,58.79,220.23,62.78,247.14,245.14,200.3,69.76
3114300005P,31,143,00005P,294,86,15,308,85,308,74,340,337,300,72
3114300006P,31,143,00006P,299,120,14,309,124,301,105,344,345,273,124
3114300008P,31,143,00008P,308,61,12,322,53,314,56,338,344,306,55
3114300009P,31,143,00009P,312,80,16,334,79,304,77,347,354,293,79
3114500001P,31,145,00001P,288.7,35.59,13.84,293.64,45.48,294.63,33.62,307.48,305.5,284.74,41.52
3114500003P,31,145,00003P,342.68,55.28,13.14,369.77,40.33,355.73,39.3,368.84,369.83,345.66,41.32
3114500004P,31,145,00004P,169.32,28.72,13.86,178.23,33.67,174.27,30.7,186.16,184.17,167.34,32.68
3114500005P,31,145,00005P,160,38,2,167,38,165,31,173,171,158,35
3114500006P,31,145,00006P,122,20,4,127,19,127,13,133,130,121,18
3114500008P,31,145,00008P,305,76,11,321,72,317,64,356,350,297,87
3114500009P,31,145,00009P,256,59,10,255,70,254,56,286,285,238,67
3114500010P,31,145,00010P,266,74,10,268,81,271,70,305,301,248,88
3114500011P,31,145,00011P,271,57,17,283,66,283,51,309,302,269,61
3114500012P,31,145,00012P,214.3,64.41,7.16,219.36,65.52,221.37,59.38,247.52,239.5,222.26,58.48
3114500014P,31,145,00014P,202,71,17,214,74,215,73,250,250,206,73
3114500016P,31,145,00016P,279,60,13,282,72,292,58,304,304,269,68
3114500017P,31,145,00017P,175,57,8,183,51,175,57,198,197,168,61
3114700001P,31,147,00001P,108,47,3,118,41,111,38,129,127,100,44
3114700002P,31,147,00002P,91,43,3,93,45,93,37,114,115,83,46
3114700003P,31,147,00003P,147.51,52.95,1.98,149.65,53.95,137.05,48.28,151.28,151.44,128.72,52.28
3114700004P,31,147,00004P,58,29,4,61,31,59,28,68,69,50,34
3114700005P,31,147,00005P,110.35,42.79,4.26,120.65,38.74,113.48,42.83,130.84,127.83,111.46,42.78
3114700006P,31,147,00006P,95.5,25.34,6.82,105.24,22.41,99.39,25.34,110.11,110.11,99.39,23.39
3114700007P,31,147,00007P,59.16,8.87,5.92,62.12,10.85,61.13,11.83,67.04,66.06,60.14,11.83
3114700008P,31,147,00008P,150.45,39.85,2.92,163,32.14,149.46,33.14,160.29,159.36,143.7,32.16
3114700009P,31,147,00009P,105.49,46.05,5.02,111.35,46.05,97.95,47.72,119.72,120.56,96.28,47.72
3114700010P,31,147,00010P,101,53,5,114,46,115,37,132,133,105,43
3114700011P,31,147,00011P,110,45,9,128,35,120,39,145,146,115,42
3114700012P,31,147,00012P,335.65,128.17,12.01,345.7,132.14,318.65,133.14,375.69,382.69,298.62,143.14
3114700014P,31,147,00014P,260,115,4,266,113,239,118,306,301,239,112
3114700015P,31,147,00015P,268,81,12,273,86,267,80,301,304,247,88
3114700018P,31,147,00018P,136.9,100.98,8.07,151.29,95.72,129.9,103.72,186.02,192.95,130.68,98.7
3114900003P,31,149,00003P,565.28,78.48,16.89,569.26,93.39,534.49,67.56,548.4,549.39,508.66,76.5
3115100001P,31,151,00001P,170,79,20,190,84,195,62,236,232,180,71
3115100002P,31,151,00002P,205,104,8,223,93,211,73,254,258,207,78
3115100003P,31,151,00003P,238,167,23,261,166,234,159,326,340,234,156
3115100005P,31,151,00005P,200.93,138.16,18.01,212.91,145.19,193.96,138.16,264.01,261.01,191.94,134.19
3115100006P,31,151,00006P,89,50,2,87,55,78,49,110,113,77,51
3115100007P,31,151,00007P,115,79,16,127,85,116,72,145,147,107,81
3115100010P,31,151,00010P,234,162,24,251,167,221,161,329,331,226,162
3115100011P,31,151,00011P,199,120,20,220,119,199,121,274,273,190,122
3115100012P,31,151,00012P,204,123,23,221,130,212,116,289,289,200,128
3115100013P,31,151,00013P,118.18,132.9,15.64,116.08,145.67,120.99,137.15,202.66,199.81,108.24,143.51
3115100014P,31,151,00014P,246.89,280.94,30.35,249.01,306.14,254.04,284.69,386.33,383.17,234.83,293.3
3115100015P,31,151,00015P,235,296,29,248,319,248,280,387,384,232,297
31153000001,31,153,000001,366.2,395.34,26.23,378.83,406.03,364.26,409.91,542.99,540.08,344.83,424.48
31153000002,31,153,000002,489,293,26,496,311,500,294,620,618,460,316
31153000003,31,153,000003,609.31,525.37,64.96,628.1,578.89,630.18,551.19,849.36,849.92,596.55,569.14
31153000004,31,153,000004,589.25,443.85,42.58,595.42,478.23,603.81,452.02,777.02,774.02,559.46,480.66
31153000005,31,153,000005,470.75,347.99,33.83,470.75,376.02,462.05,371.19,642.81,644.74,441.75,382.79
