GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20USSRSAS,G20USSDJAN,G20USSLSIA
3116100008P,31,161,00008P,281,21,6,240,14,31
3116300001P,31,163,00001P,145,45,4,141,31,14
3116300002P,31,163,00002P,226,113,11,220,76,30
3116300003P,31,163,00003P,204,48,2,176,42,20
3116300004P,31,163,00004P,307,44,7,290,29,25
3116300005P,31,163,00005P,225,53,6,210,43,18
3116300006P,31,163,00006P,215,40,3,196,26,21
3116500001P,31,165,00001P,375,48,12,348,34,31
3116500003P,31,165,00003P,266.39,23.94,2.99,248.43,17.96,15.96
3116700001P,31,167,00001P,691.47,176.31,19.7,639.26,126.08,66.98
3116700002P,31,167,00002P,209.97,49.03,13.23,182.36,36.45,27.77
3116700003P,31,167,00003P,98,15,3,88,10,9
3116700004P,31,167,00004P,209.18,39.84,3.98,191.25,22.91,14.94
3116700006P,31,167,00006P,134,21,1,121,12,7
3116700007P,31,167,00007P,382.59,82.63,5.01,341.02,62.6,26.9
3116700008P,31,167,00008P,329,60,15,287,37,40
3116700009P,31,167,00009P,43.41,8.37,0.99,42.98,4.4,3.1
3116700010P,31,167,00010P,49.82,12.16,1.02,42.75,6.09,8.06
3116700011P,31,167,00011P,50,9,2,48,5,3
3116700012P,31,167,00012P,71,13,1,64,12,4
3116700013P,31,167,00013P,57,12,0,44,11,10
3116700014P,31,167,00014P,66,9,0,61,7,5
3116700015P,31,167,00015P,93,7,2,82,10,9
3116700016P,31,167,00016P,74,17,0,67,11,7
3116900001P,31,169,00001P,328,71,6,314,51,20
3116900002P,31,169,00002P,268,58,10,269,40,19
3116900004P,31,169,00004P,163,46,2,167,24,12
3116900007P,31,169,00007P,379,127,6,401,69,18
3116900008P,31,169,00008P,366,69,3,368,43,13
3116900013P,31,169,00013P,390.69,133.12,9.65,411.91,74.28,22.19
3116900014P,31,169,00014P,413.31,119.88,11.35,425.09,70.72,18.81
3117100001P,31,171,00001P,376.08,44.89,4.99,328.19,39.9,20.95
3117300001P,31,173,00001P,89,33,2,91,23,6
3117300002P,31,173,00002P,143,25,2,136,20,4
3117300003P,31,173,00003P,59,8,1,58,9,0
3117300004P,31,173,00004P,508,142,6,531,82,10
3117300005P,31,173,00005P,44,6,0,41,3,0
3117300006P,31,173,00006P,102,39,1,95,33,8
3117300007P,31,173,00007P,32,239,1,40,191,9
3117300008P,31,173,00008P,140.47,189.32,6.03,149.58,152.8,14.17
3117300009P,31,173,00009P,62.53,440.68,3.97,76.42,371.2,22.83
3117500001P,31,175,00001P,311.55,48.7,4.16,289,40.91,15.76
3117500003P,31,175,00003P,282,48,3,268,26,21
3117500004P,31,175,00004P,293.19,70.91,3.89,281.61,47.56,19.44
3117500005P,31,175,00005P,263,53,3,242,41,18
3117500006P,31,175,00006P,278.31,73.55,4.97,278.31,43.73,21.87
3117500007P,31,175,00007P,238,71,4,246,39,11
3117500008P,31,175,00008P,234.95,46.84,3.98,216.09,41.8,14.94
3117700002P,31,177,00002P,332,96,11,336,55,19
3117700003P,31,177,00003P,531,119,15,532,62,38
3117700003W,31,177,00003W,552.21,275.16,30.31,570.17,167.86,65.26
3117700004P,31,177,00004P,393.5,134.52,5.87,374.65,81.31,37.33
3117700005W,31,177,00005W,510.29,279.86,21.97,545.99,140.94,59.08
3117700006P,31,177,00006P,772,259,26,802,133,50
3117700007P,31,177,00007P,651.29,183.8,12.99,642.3,110.88,58.94
3117700007W,31,177,00007W,482.29,221.21,15.84,503.88,118.75,52.46
3117700008W,31,177,00008W,547.34,279,26.16,584.16,156.94,53.28
3117700009P,31,177,00009P,436.69,182.12,12.73,440.61,92.04,46.02
3117700010P,31,177,00010P,624.68,297.13,25.12,638.55,186.18,60.57
3117700012P,31,177,00012P,1049.71,457.2,31.01,1090.7,257.12,84.06
3117700013P,31,177,00013P,552,300,23,565,176,57
3117700014P,31,177,00014P,773,351,10,802,173,59
3117700015P,31,177,00015P,375,119,9,380,70,21
3117900001P,31,179,00001P,234,30,12,229,25,15
3117900002P,31,179,00002P,261.04,35.61,9.04,248.21,16.36,15.05
3117900003P,31,179,00003P,408,37,5,357,29,41
3117900004P,31,179,00004P,390,56,6,352,38,26
3117900006P,31,179,00006P,311.15,73.12,10.15,291.74,42.26,33.17
3117900008P,31,179,00008P,209.63,63.59,5.96,203.67,45.7,21.86
3117900009P,31,179,00009P,298.01,171,22,311.01,108,36
3117900011P,31,179,00011P,268.99,129.7,9.85,303.2,73.7,11.91
3117900012P,31,179,00012P,263,196,12,282,116,28
3117900013P,31,179,00013P,411.19,229.98,31,422.17,143.98,48
3118100001P,31,181,00001P,199.01,39,4,200.01,24,11
3118100002P,31,181,00002P,449,116,13,419,78,31
3118100004P,31,181,00004P,374.99,87,8,362.99,62,19
3118100005P,31,181,00005P,256,65,3,250,44,19
3118100007P,31,181,00007P,232,28,2,211,22,9
3118300001P,31,183,00001P,305,38,3,259,37,26
3118300002P,31,183,00002P,133,21,2,128,12,10
3118500001P,31,185,00001P,754,165,5,742,98,45
3118500001W,31,185,00001W,457.73,145.71,21.28,493.68,72.77,28.65
3118500002P,31,185,00002P,285,76,5,274,53,21
3118500003W,31,185,00003W,413,162,18,425,115,35
3118500004P,31,185,00004P,475.27,102.29,10.72,474.32,66.23,24.35
3118500004W,31,185,00004W,321.64,154.92,13.06,359.39,81.71,29.18
3118500005P,31,185,00005P,381,83,6,347,60,30
3118500005W,31,185,00005W,560.46,212.52,26.69,599.01,121.58,44.48
3118500006P,31,185,00006P,542.91,129.56,9.25,527.6,90.71,25.34
3118500006W,31,185,00006W,479,195,25,487,117,42
3118500007P,31,185,00007P,260,49,11,256,41,16
3118500012P,31,185,00012P,407,155,25,421,100,38
