GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PRECCAS,G16PREOVAC,G16PREOKAH,G16PREIMCM,G16PREIFUE,G16PREORIV,G16PREOWRI,G16USSRGRA,G16USSDJUD,G16USSLALD,G16USSOHEN,G16USSILUI,G16USSOWRI
19045045008,19,045,045008,269.1,126.4,18.7,3.4,1,2.9,3.4,1.4,0,0.5,2.9,295,109.6,9.1,8.2,0.5,0
19045045009,19,045,045009,216.2,82,8.7,2.9,1.9,1.9,0,3.9,0,0,8.7,223.9,84,8.7,5.8,0,0
19045045010,19,045,045010,131.2,82.9,11.1,1.8,1.8,0.4,0.9,3.1,0,0,0,148.5,72.2,4.4,4,0.4,0
19045045011,19,045,045011,164.8,104.1,13.9,2.2,2.2,0.6,1.1,3.9,0,0,0,186.5,90.8,5.6,5,0.6,0
19045045012,19,045,045012,171.8,64,8.7,1.2,2.1,1.2,0.4,2.5,0,0,2.1,188.3,52.9,5,6.2,0,0
19045045013,19,045,045013,104,52,5,0,1,0,0,1,0,0,4,113,38,3,7,2,0
19045045014,19,045,045014,340,174,26,5,2,4,1,4,0,0,1,377,146,15,6,0,1
19045045015,19,045,045015,247.9,92.6,12.4,1.8,3,1.8,0.6,3.5,0,0,3,271.8,76.5,7.1,8.8,0,0
19045045016,19,045,045016,357,235,37,2,2,7,3,0,0,0,12,390,212,26,14,0,0
19045045017,19,045,045017,519.6,245.2,34.1,5.7,2,1.9,2.8,6.6,0,0,17.7,570.8,218.2,13.7,11.5,1.9,1.9
19045045018,19,045,045018,1439.4,1256.8,125.9,23.3,15,8.1,7.2,16.4,2,1,27.3,1676.2,1093.8,78.3,43.5,8.1,1.1
19045045019,19,045,045019,153.4,73.7,8.3,1.5,0.8,0,1.5,0,0,0,1.5,176,57.2,4.5,6,0,0
19045045020,19,045,045020,90.4,53.6,3.3,1,1,2,0,0,0,0,2,102.2,44,3.2,2.2,0,0
19045045021,19,045,045021,42.6,20.6,2.3,0.4,0.2,0,0.4,0,0,0,0.4,48.9,16,1.3,1.7,0,0
19045045022,19,045,045022,320,517,33,15,6,11,4,5,0,1,20,379,491,23,22,2,2
19045045023,19,045,045023,513.7,626.2,50.6,14.5,9.7,8.7,4.8,4,0.9,0,15.7,606.3,545.4,36.1,34.9,1.9,1.9
19045045024,19,045,045024,359,562,42,15,6,7,2,1,0,2,18,425,510,36,22,3,1
19045045025,19,045,045025,737,817,49,18,3,7,4,9,1,0,22,858,710,38,34,0,1
19045045026,19,045,045026,527,750,29,13,6,8,3,15,0,0,24,643,653,26,28,4,2
19045045027,19,045,045027,680,899,56,8,7,5,2,11,0,1,10,826,767,42,26,2,0
19045045028,19,045,045028,719,777,43,16,4,7,4,10,1,0,25,843,675,28,26,4,1
19045045029,19,045,045029,684.3,699.6,49.1,9,4,5,2,7,0,0,22,741.4,638.5,47,34,3,0
19045045030,19,045,045030,1165.6,1127.9,83.9,10.7,12.3,6.4,6.2,15.1,0,0,18.6,1289.7,990.5,75.3,49.4,1.1,1.1
19047047001,19,047,047001,174.5,44,4.4,0.3,0.3,0,0.6,0.3,0.3,0.3,2.2,170.7,41.5,5.2,2.7,0.6,0
19047047002,19,047,047002,19.2,4.8,0.5,0,0,0,0.1,0,0,0,0.2,18.8,4.6,0.6,0.3,0.1,0
19047047003,19,047,047003,126.8,32,3.2,0.2,0.2,0,0.4,0.2,0.2,0.2,1.6,124.1,30.2,3.8,2,0.4,0
19047047004,19,047,047004,86.4,21.8,2.2,0.1,0.1,0,0.3,0.1,0.1,0.1,1.1,84.6,20.6,2.6,1.4,0.3,0
19047047005,19,047,047005,162.9,41,4.1,0.2,0.2,0,0.5,0.2,0.2,0.2,2,159.3,38.7,4.8,2.5,0.5,0
19047047006,19,047,047006,69.6,17.5,1.7,0.1,0.1,0,0.2,0.1,0.1,0.1,0.9,68.1,16.6,2.1,1.1,0.2,0
19047047007,19,047,047007,196.1,66.3,6.9,1,2.8,0,0.3,1.7,0.3,0,2.4,195.7,63.2,7.2,4.5,0,0.3
19047047008,19,047,047008,79.7,26.9,2.8,0.4,1.1,0,0.1,0.7,0.1,0,1,79.6,25.7,2.9,1.8,0,0.1
19047047009,19,047,047009,50.9,17.2,1.8,0.3,0.7,0,0.1,0.4,0.1,0,0.6,50.8,16.4,1.9,1.2,0,0.1
19047047010,19,047,047010,34.1,11.5,1.2,0.2,0.5,0,0.1,0.3,0.1,0,0.4,34.1,11,1.2,0.8,0,0.1
19047047011,19,047,047011,64.3,21.7,2.2,0.3,0.9,0,0.1,0.6,0.1,0,0.8,64.2,20.7,2.4,1.5,0,0.1
19047047012,19,047,047012,87.8,29.7,3.1,0.5,1.2,0,0.1,0.8,0.1,0,1.1,87.7,28.3,3.2,2,0,0.1
19047047013,19,047,047013,56.8,19.2,2,0.3,0.8,0,0.1,0.5,0.1,0,0.7,56.7,18.3,2.1,1.3,0,0.1
19047047014,19,047,047014,419,227.7,15.1,2.8,2.8,0,1.1,1.1,1.1,0.6,4.5,432.9,185.7,16.8,6.7,1.7,0.6
19047047015,19,047,047015,96.3,24.1,2.8,0.2,0,0.8,0.2,0.2,0,0,1.3,96.1,22.9,3,1,0.5,0
19047047016,19,047,047016,215.8,54.1,6.3,0.6,0,1.7,0.6,0.6,0,0,2.9,215.2,51.2,6.8,2.3,1.1,0
19047047017,19,047,047017,71.2,18.4,2.1,0.2,0,0.5,0.2,0.2,0,0,0.9,70.9,17.3,2.2,0.8,0.4,0
19047047018,19,047,047018,69.5,25.2,2.8,0.3,0.1,0,0,0.1,0,0,0.1,68.1,21.9,1.4,0.8,0.1,0.1
19047047019,19,047,047019,271.1,175.8,17,4,1.1,0.4,0.1,1.3,0.9,0,4.5,279.7,157.3,16.7,6,1.8,0
19047047020,19,047,047020,67.9,23.9,1.7,0.4,0.7,0.1,0.1,0.3,0,0,0.9,67.6,21.7,3.4,1,0.3,0
19047047021,19,047,047021,1121,704.5,54.9,15.2,4.1,1.6,0.8,5.5,2,0.4,18,1184.4,616,51.5,18.3,5.5,0.4
19047047022,19,047,047022,89.1,31.3,2.2,0.5,0.9,0.1,0.1,0.4,0,0,1.1,88.7,28.4,4.4,1.3,0.4,0
19047047023,19,047,047023,220.5,77.6,5.3,1.3,2.2,0.3,0.3,0.9,0,0,2.8,219.5,70.3,11,3.1,0.9,0
19047047024,19,047,047024,325.8,114.7,7.9,1.9,3.2,0.5,0.5,1.4,0,0,4.2,324.4,104,16.2,4.6,1.4,0
19047047025,19,047,047025,148.7,54,6.1,0.6,0.3,0,0,0.3,0,0,0.3,145.8,46.8,2.9,1.7,0.3,0.3
19047047026,19,047,047026,112.2,40.8,4.6,0.4,0.2,0,0,0.2,0,0,0.2,110,35.3,2.2,1.3,0.2,0.2
19047047027,19,047,047027,28.3,10.3,1.1,0.1,0,0,0,0,0,0,0,27.7,8.9,0.6,0.3,0,0
19047047028,19,047,047028,112.9,41,4.6,0.4,0.2,0,0,0.2,0,0,0.2,110.7,35.5,2.2,1.3,0.2,0.2
19047047029,19,047,047029,38.7,14.1,1.6,0.1,0.1,0,0,0.1,0,0,0.1,38,12.2,0.8,0.4,0.1,0.1
19049049001,19,049,049001,121.4,84.1,9.1,1,0.5,0,0,1.9,0,0.5,1.9,139.6,70.8,8.6,1.9,0,0
19049049002,19,049,049002,1104.6,1480.9,107.9,25,14.5,1,6,19.1,2,0.5,33.1,1372.4,1210.2,109.4,42.1,15,4
19049049003,19,049,049003,252.3,192,24.8,3.9,2.9,0.5,1,1.5,0,0,7.3,285.3,165.8,21.9,4.9,1.9,0.5
19049049004,19,049,049004,98,74.6,9.6,1.5,1.1,0.2,0.4,0.6,0,0,2.8,110.8,64.4,8.5,1.9,0.8,0.2
19049049005,19,049,049005,156,118.7,15.3,2.4,1.8,0.3,0.6,0.9,0,0,4.5,176.4,102.5,13.5,3,1.2,0.3
19049049006,19,049,049006,376.4,213.6,36.6,0.6,2.7,1.6,0,8.2,0,0.6,7.7,434.3,179.7,17.5,9.3,3.3,1.1
19049049007,19,049,049007,177.6,100.8,17.3,0.3,1.3,0.8,0,3.9,0,0.3,3.6,204.9,84.8,8.2,4.4,1.6,0.5
19049049008,19,049,049008,365.2,221,20.7,3.4,3.4,1,0.5,7.2,0,0,6.2,406,178.8,20.7,6.2,2.4,0
19049049009,19,049,049009,67.2,28.1,3.9,0.4,0.4,0,0.2,0.9,0,0,0.4,73.3,22.4,3.3,1.1,0,0
19049049010,19,049,049010,111.6,46.6,6.4,0.6,0.6,0,0.3,1.5,0,0,0.6,121.6,37.2,5.5,1.8,0,0
19049049011,19,049,049011,160,66.9,9.2,0.9,0.9,0,0.4,2.2,0,0,0.9,174.5,53.4,7.9,2.6,0,0
19049049012,19,049,049012,27.2,11.4,1.6,0.1,0.1,0,0.1,0.4,0,0,0.1,29.6,9.1,1.3,0.4,0,0
19049049013,19,049,049013,141.8,64,9.1,0.3,1.4,0,0,3.7,0,0,1.7,167.2,45.7,5.8,1.7,0.7,0
19049049014,19,049,049014,183.7,83.3,11.9,0.5,1.8,0,0,4.8,0,0,2.2,216.6,59.5,7.5,2.2,0.9,0
19049049015,19,049,049015,395,239.1,22.4,3.6,3.6,1,0.5,7.8,0,0,6.8,439.2,193.3,22.4,6.8,2.6,0
19049049016,19,049,049016,23.4,13.3,2.3,0,0.2,0.1,0,0.5,0,0,0.5,27,11.2,1.1,0.6,0.2,0.1
19049049017,19,049,049017,620.2,310.9,60.6,4.4,5.2,0.8,1.5,14.8,0.7,0,20.7,738.2,233.5,37.8,9.6,2.2,0.7
19049049018,19,049,049018,96.9,55,9.4,0.1,0.7,0.4,0,2.1,0,0.1,2,111.9,46.3,4.5,2.4,0.8,0.3
19049049019,19,049,049019,2410.4,1829.9,178.3,8,12,2,1,57,1,0,64.1,3140.6,1270.7,84.3,22,7.1,3
19049049020,19,049,049020,1600.3,1336.6,131.1,9.3,7,2,1,58.2,1,0,46.2,2134.7,949.4,64.1,11.8,8.9,4.1
19049049021,19,049,049021,1191.2,754.6,133.1,16.1,6.6,1,2,19.7,1,0,29.8,1449.7,576.4,67.6,23.8,6.3,3
19049049022,19,049,049022,715.8,582.8,86,9.8,4.5,0.9,0.9,26.6,0.3,1.2,17.9,954,416.5,42.4,7.2,4.8,0
19049049023,19,049,049023,893,860,76,13,3,0,0,14,1,0,31,1152,641,44,8,7,0
19049049024,19,049,049024,552.2,616.1,43.9,7,4,0,1,17,0,0,23,737.9,471.3,31,10,3,0
19049049025,19,049,049025,502.4,473.5,51.8,6.2,0.2,0,0,25.3,0,1,12,654,365.9,26.4,4,2.2,1
19049049026,19,049,049026,459.4,201.3,33,4,5,0,1,7,1,0,9,545.4,155.3,13,6,2,0
19049049027,19,049,049027,219.3,153.1,21.7,3,2,2,0,6.9,0,0,4,235.1,141.3,19.8,2,0,0
19049049028,19,049,049028,452.2,246.2,22.4,2.2,4.5,1.5,0.8,4.5,0,0,8.9,490.3,212.7,24.6,8.9,0.8,2.2
19049049029,19,049,049029,153.8,83.8,7.6,0.8,1.5,0.5,0.2,1.5,0,0,3,166.7,72.3,8.4,3,0.2,0.8
19049049030,19,049,049030,339.6,251.7,20.7,1.8,2.2,0.1,0.1,3.9,0,0.1,4.3,423.6,174,13.9,4.1,2.9,0.8
19049049031,19,049,049031,218.3,109.3,21.3,1.6,1.8,0.3,0.5,5.2,0.3,0,7.3,259.9,82,13.3,3.4,0.8,0.3
19049049032,19,049,049032,776,626,78,7,6,1,0,28,1,2,20,957,502,45,14,2,2
19049049033,19,049,049033,624.9,585.5,87.3,8.8,3.3,0,0,22,0,0,22.5,807.9,444,49.6,21,2.3,3
19049049034,19,049,049034,763,846,64,1,9,3,3,28,2,0,26,1000,670,37,11,4,2
19049049035,19,049,049035,812.6,554.6,54.9,4,3,1,1,22,0,0,33.9,1081.8,370.1,22,8,2,2
19049049036,19,049,049036,416,341.6,47.1,4.1,2,0,0,15.7,0.7,0.7,12.3,547.2,243.9,31.4,6.2,2.7,0
19049049037,19,049,049037,99.6,71.7,11.8,1,0.9,0,0,8.5,0,0,0.6,128.3,58.2,6,0.2,0.9,0
19049049038,19,049,049038,825.6,898.5,102.1,14,10,1,3,44,2,0,27,1126.8,652.4,54,25,7,2
19049049039,19,049,049039,366,430,65,6,8,1,1,15,0,0,16,522,323,44,5,1,1
19049049040,19,049,049040,456.2,434.3,40.6,3,3.2,0.9,0,7,0.9,0.9,12.9,615.8,307.1,23.9,7.3,1.4,0.2
19051051001,19,051,051001,155.5,39.2,4.8,2.4,1.6,0.4,0.8,2.4,0,0,0.4,154.3,44,5.6,0.8,0,0
19051051002,19,051,051002,150.9,38,4.7,2.3,1.6,0.4,0.8,2.3,0,0,0.4,149.7,42.7,5.4,0.8,0,0
19051051003,19,051,051003,313.1,76.8,8.5,2.6,2,0,0.7,1.3,0.7,0,3.9,306,85.3,7.2,3.3,4.6,0
19051051004,19,051,051004,167.9,41.2,4.5,1.4,1,0,0.3,0.7,0.3,0,2.1,164,45.7,3.8,1.7,2.4,0
19051051005,19,051,051005,75.3,17.2,2.3,0.4,0.2,0,0.4,0,0,0,0.6,72.7,19.3,2.1,0.6,0.2,0.2
19051051006,19,051,051006,79.3,27.6,1.2,0.2,0.2,0.5,0,0,0,0,0.9,80.9,25.5,1.6,1.1,0,0
19051051007,19,051,051007,243.1,84.7,3.8,0.6,0.6,1.6,0,0,0,0,2.7,248,78.1,4.9,3.3,0,0
19051051008,19,051,051008,817,449.7,35,10,6,1,1,11,0,0,5,856,421.6,32,7,4,2
19051051009,19,051,051009,82.6,20.8,2.5,1.3,0.8,0.2,0.4,1.3,0,0,0.2,82,23.4,3,0.4,0,0
19051051010,19,051,051010,51.9,17.6,1.6,0.5,0.5,0.3,0.3,0.5,0,0,0,53.7,17.4,1.3,0,0.3,0
19051051011,19,051,051011,89.8,30.6,2.8,0.9,0.9,0.5,0.5,0.9,0,0,0,93.1,30.1,2.3,0,0.5,0
19051051012,19,051,051012,52.3,17.8,1.6,0.5,0.5,0.3,0.3,0.5,0,0,0,54.2,17.5,1.4,0,0.3,0
19051051013,19,051,051013,120.6,42,1.9,0.3,0.3,0.8,0,0,0,0,1.4,123,38.8,2.4,1.6,0,0
19051051014,19,051,051014,81.2,18.5,2.4,0.4,0.2,0,0.4,0,0,0,0.6,78.3,20.8,2.2,0.6,0.2,0.2
19051051015,19,051,051015,158.9,36.2,4.8,0.8,0.4,0,0.8,0,0,0,1.2,153.3,40.6,4.4,1.2,0.4,0.4
19051051016,19,051,051016,83.6,19.1,2.5,0.4,0.2,0,0.4,0,0,0,0.6,80.6,21.4,2.3,0.6,0.2,0.2
19053053001,19,053,053001,115,43.2,2.9,0,0,0,0,0,0,0,2.2,118.7,39.6,2.2,3.7,0,0
19053053002,19,053,053002,84.6,43,2.2,0.7,0.4,0,0.4,0.7,0,0.4,0.7,94.8,35.1,1.8,0.7,0,0
19053053003,19,053,053003,41.9,21.3,1.1,0.4,0.2,0,0.2,0.4,0,0.2,0.4,46.9,17.4,0.9,0.4,0,0
19053053004,19,053,053004,64.8,33,1.7,0.6,0.3,0,0.3,0.6,0,0.3,0.6,72.6,26.9,1.4,0.6,0,0
19053053005,19,053,053005,42.6,21.7,1.1,0.4,0.2,0,0.2,0.4,0,0.2,0.4,47.8,17.7,0.9,0.4,0,0
19053053006,19,053,053006,67.1,28.1,5.4,0.3,0.9,0,0,0.6,0,0,0.3,74.9,22.4,2.4,0.9,0.3,0
19053053007,19,053,053007,103.4,43.3,8.4,0.5,1.4,0,0,0.9,0,0,0.5,115.5,34.5,3.7,1.4,0.5,0
19053053008,19,053,053008,89,37.8,4,0.8,1.4,0,0.4,0.5,0,0,1.5,95.8,33,2.7,1.4,0.8,0.3
19053053009,19,053,053009,527.1,223.6,23.6,4.6,8.4,0,2.3,3,0,0,9.1,567.4,195.5,16,8.4,4.6,1.5
19053053010,19,053,053010,143,38,6,0,1,0,1,1,0,0,0,147,35,3,1,0,0
19053053011,19,053,053011,42,15.8,1.1,0,0,0,0,0,0,0,0.8,43.3,14.4,0.8,1.3,0,0
19053053012,19,053,053012,223.3,216.8,19.7,5.6,1.6,0.4,0,3.6,0.4,0,3.2,258.7,179,16.1,5.2,3.2,0.8
19053053013,19,053,053013,59.7,12.1,1.8,1.2,1.2,0,0,0.4,0,0,1,57.2,15.3,2.2,2,0,0.2
19053053014,19,053,053014,76.9,32.6,3.4,0.7,1.2,0,0.3,0.4,0,0,1.3,82.8,28.5,2.3,1.2,0.7,0.2
19053053015,19,053,053015,51.6,21.6,4.2,0.2,0.7,0,0,0.5,0,0,0.2,57.6,17.2,1.9,0.7,0.2,0
19053053016,19,053,053016,50.7,10.2,1.6,1,1,0,0,0.3,0,0,0.9,48.6,13,1.9,1.7,0,0.2
19053053017,19,053,053017,46.8,9.4,1.4,1,1,0,0,0.3,0,0,0.8,44.9,12,1.8,1.6,0,0.2
19053053018,19,053,053018,65.2,13.5,2,1.3,1.3,0,0,0.4,0,0,1.1,62.6,17,2.5,2.2,0,0.2
19053053019,19,053,053019,67.2,13.6,2.1,1.4,1.4,0,0,0.5,0,0,1.1,64.5,17.3,2.5,2.3,0,0.2
19053053020,19,053,053020,48.1,46.7,4.2,1.2,0.3,0.1,0,0.8,0.1,0,0.7,55.7,38.6,3.5,1.1,0.7,0.2
19053053021,19,053,053021,286.1,275.6,25.1,7.2,2.1,0.5,0,4.6,0.5,0,4.1,330.9,227.8,20.5,6.7,4.1,1
19055055001,19,055,055001,139.5,83.2,10.4,2.3,1.2,1.5,1.9,1.2,0,0,1.5,154.9,75.5,5.8,3.5,0,0
19055055002,19,055,055002,217.8,97.2,11.3,1.3,0.4,0.8,1.3,0.8,0,0,0.4,231.7,85,6.3,5,0.8,0
19055055003,19,055,055003,32.1,14.3,1.7,0.2,0.1,0.1,0.2,0.1,0,0,0.1,34.2,12.5,0.9,0.7,0.1,0
19055055004,19,055,055004,270,120.5,14,1.6,0.5,1,1.6,1,0,0,0.5,287.2,105.4,7.8,6.2,1,0
19055055005,19,055,055005,206.8,80.1,11.7,2.9,0.7,1.5,2.2,1.5,0,0,1.5,221.4,71.4,5.8,7.3,0,0
19055055006,19,055,055006,77.2,29.9,4.3,1.1,0.3,0.5,0.8,0.5,0,0,0.5,82.6,26.6,2.2,2.7,0,0
19055055007,19,055,055007,165.1,52.8,6.5,0.8,2.2,1,2.2,1,0,0,2.3,177.8,41.9,5.5,5.2,0.3,0
19055055008,19,055,055008,557.8,178.2,22.1,2.8,7.3,3.4,7.3,3.4,0,0,7.9,600.8,141.4,18.7,17.5,1.1,0
19055055009,19,055,055009,444.1,176.3,8.1,2.2,2.1,0.1,1.2,1.5,0,0,4.7,481.2,137.3,8.3,6.9,2.1,0
19055055010,19,055,055010,222.5,132.8,16.6,3.7,1.8,2.5,3.1,1.8,0,0,2.5,247.1,120.5,9.2,5.5,0,0
19055055011,19,055,055011,161.6,73.3,9.2,0.7,0.7,0,0.7,0.5,0,0.2,0.7,186.3,54.9,2.7,3.9,0,0
19055055012,19,055,055012,491.4,225,28.1,2.2,2.2,0,2.2,1.6,0,0.7,2.3,567,168.7,8.2,11.8,0,0
19055055013,19,055,055013,1281.7,1005.6,107.7,6.9,7,2.9,8.9,17.5,0,0,25.3,1581.3,781.3,50.8,40.4,4.9,0
19055055014,19,055,055014,384.1,168.1,16.6,4.6,3.7,0.9,0.9,3.7,0,0,2.8,421.1,130.2,16.6,10.2,0.9,0
19055055015,19,055,055015,33.6,14.5,1.4,0.4,0.3,0.1,0.1,0.3,0,0,0.2,36.8,11.2,1.4,0.9,0.1,0
19055055016,19,055,055016,213.6,68.2,8.4,1.1,2.8,1.3,2.8,1.3,0,0,3,230.1,54.2,7.2,6.7,0.4,0
19055055017,19,055,055017,47,15,1.9,0.2,0.6,0.3,0.6,0.3,0,0,0.7,50.6,11.9,1.6,1.5,0.1,0
19055055018,19,055,055018,302.2,181.3,28.3,2.4,1.6,0,0.8,0.8,0,0.8,7.1,341.5,150.7,14.1,11.8,2.4,0
19055055019,19,055,055019,82.8,49.6,7.7,0.6,0.4,0,0.2,0.2,0,0.2,1.9,93.5,41.3,3.9,3.2,0.6,0
19055055020,19,055,055020,229.1,120.6,13.2,1.3,1.3,0,0,5,0,0,1.9,263.8,92.8,8.8,5.7,0,0
19055055021,19,055,055021,91,47.9,5.3,0.5,0.5,0,0,2,0,0,0.8,104.8,36.9,3.5,2.3,0,0
19055055022,19,055,055022,42.9,22.6,2.5,0.2,0.2,0,0,0.9,0,0,0.3,49.4,17.4,1.6,1.1,0,0
19057057001,19,057,057001,170.3,56.2,6.4,2.9,0.6,0,0,1.2,0,0,2.9,184.2,48.6,2.3,0.6,0,0
19057057002,19,057,057002,547.7,246.8,24,1.7,2.8,1.1,2.2,5,0,0,10.6,577.8,219,18.9,8.4,1.7,1.1
19057057003,19,057,057003,276,106.8,11.6,1.7,0.6,0,0.6,2.9,0,0,7.5,289.9,98.8,4.6,2.9,0,1.1
19057057004,19,057,057004,113.4,43.9,4.8,0.7,0.2,0,0.2,1.2,0,0,3.1,119.1,40.6,1.9,1.2,0,0.5
19057057005,19,057,057005,88.5,34.3,3.7,0.6,0.2,0,0.2,0.9,0,0,2.4,93,31.7,1.5,0.9,0,0.4
19057057006,19,057,057006,435.3,196.2,19,1.3,2.2,0.9,1.8,4,0,0,8.4,459.2,174,15.1,6.6,1.3,0.9
19057057007,19,057,057007,123.7,40.8,4.6,2.1,0.4,0,0,0.8,0,0,2.1,133.8,35.4,1.7,0.4,0,0
19057057008,19,057,057008,611.6,248.9,30.9,4,3,3,2,11.9,0,0,16.9,639.1,238.2,26.8,8.4,2,0
19057057009,19,057,057009,140.4,99.1,7.6,1.2,0.7,0.2,0.2,1.6,0,0.2,2.5,148.4,92.3,4.8,1.6,0.9,0.3
19057057010,19,057,057010,651.1,469,35.6,5.8,3.3,0.8,0.8,7.4,0,0.8,11.6,688.6,436.6,22.3,7.5,4.1,1.6
19057057011,19,057,057011,387.2,281.9,21.9,6.4,3.4,2.1,0.9,3.9,0.4,0,12.5,404.4,266,17.2,8.2,1.3,0.9
19057057012,19,057,057012,344.6,339.3,21.4,4.3,3.8,1.2,1.3,5.9,0.8,0.8,7.9,389.5,304.5,18.1,3.1,1.6,0.9
19057057013,19,057,057013,279.3,170.6,16.4,1.1,4,1,0,1.1,0,0,4.2,291.8,161.1,11.3,4.3,1,0
19057057014,19,057,057014,720.6,734.1,56.3,12.5,5.3,2.1,3.2,8.4,1,0.1,25.5,807.6,674.1,33.7,13.7,6.1,1.2
19057057015,19,057,057015,516.4,377.5,29.4,8.6,4.6,2.9,1.2,5.2,0.6,0,16.7,539.5,356.4,23,11,1.8,1.2
19057057016,19,057,057016,586.7,691.7,40.8,9.5,5.7,1.9,3.8,6.6,0.9,0.9,27.5,662.5,637.7,30.3,13.3,0.9,2.8
19057057017,19,057,057017,487.7,580.1,56.6,12.9,1,4,4,14.9,1,0,24.8,531.4,574.1,32.8,21.9,6,3
19057057018,19,057,057018,417,583,52,13,2,1,6,8,0,0,19,427,562,48,14,2,0
19057057019,19,057,057019,593.2,642.5,41,4.4,5.3,2,2.1,6.4,0,0,18.9,669.8,575.8,27.3,10.8,1,1.1
19057057020,19,057,057020,231.2,429.2,28,8,3,4,0,3,0,0,15,269.2,398.2,18,8,3,4
19057057021,19,057,057021,656,680,61,14,8,5,4,10,2,0,24,733,633,53,14,2,0
19057057022,19,057,057022,493.7,484.7,31.2,6,5.4,1.8,1.8,8.4,1.2,1.2,10.8,558.5,435.5,25.8,3.6,2.4,1.2
19057057023,19,057,057023,663.5,679.1,31.1,11.2,9.4,1,3.7,11.3,0,0,25.2,741.5,599.5,36.6,22.3,1,3.7
19059059001,19,059,059001,179,63.4,8.8,1.4,0.7,0.3,0,2.5,0,0,1.8,194.4,47.3,6,2.1,1.4,0
19059059002,19,059,059002,242.4,85.9,11.9,1.9,0.9,0.5,0,3.3,0,0,2.4,263.3,64,8.1,2.9,1.9,0
19059059003,19,059,059003,242.9,100.3,8.2,2.2,1.1,0,0,2.2,0,0,6,269.8,82.3,7.7,2.2,1.1,0
19059059004,19,059,059004,236.4,128.5,7.5,1.7,1.1,0,0.6,1.7,0,0,1.1,266.2,105.6,4,1.1,1.7,0
19059059005,19,059,059005,124.2,67.2,4,0.9,0.6,0,0.3,0.9,0,0,0.6,139.8,55.2,2.2,0.6,0.9,0
19059059006,19,059,059006,34.1,16.1,1.8,0.4,0.2,0,0,0.4,0,0,0.2,38,12.9,0.2,1.4,0.4,0
19059059007,19,059,059007,100.6,47.6,5.4,1.2,0.6,0,0,1.2,0,0,0.6,112,37.9,0.6,4.2,1.2,0
19059059008,19,059,059008,32.3,15.3,1.7,0.4,0.2,0,0,0.4,0,0,0.2,36,12.2,0.2,1.4,0.4,0
19059059009,19,059,059009,661.4,281.2,21.3,3.1,3.2,2.9,1.3,3.7,0.6,0,6.8,738.1,218.3,15.4,5,3.4,0.6
19059059010,19,059,059010,199,82.2,6.7,1.8,0.9,0,0,1.8,0,0,4.9,221,67.4,6.3,1.8,0.9,0
19059059011,19,059,059011,2032.5,982.5,87.4,18.6,9.8,5.3,4.3,15.8,3,0,30.1,2266.9,786.8,64.6,25.4,10.3,3
19059059012,19,059,059012,163.3,75,8.4,1.2,0.6,0,0,0.6,0,0,3,176.5,60,9.6,2.4,0,0
19059059013,19,059,059013,315.2,204.5,18.3,4.8,0.8,0,0,3.2,0,0,4,374.5,154.9,11.1,0.8,0.1,0
19059059014,19,059,059014,292.8,125.4,8.7,0.9,1.4,1.7,0.5,0.6,0.4,0,4.3,320.1,100.2,8.8,3.1,0.6,0.4
19059059015,19,059,059015,95.8,46.8,4.3,0,0.6,0,0,0.6,0,0,0.6,104.7,37.6,2.9,1.7,0,0.3
19059059016,19,059,059016,236.3,115.2,10.6,0,1.4,0,0,1.4,0,0,1.4,258.1,92.7,7,4.2,0,0.7
19059059017,19,059,059017,89.6,31.7,4.4,0.7,0.3,0.2,0,1.2,0,0,0.9,97.3,23.7,3,1,0.7,0
19059059018,19,059,059018,52.3,15.1,3.8,0,0,0,0,0,0,0,0,56.1,10.1,0,0.6,1.3,0
19059059019,19,059,059019,178.9,68.1,9.3,1.4,0.7,0.3,0.1,1,0.2,0,2.1,195.2,52.8,4.6,2.8,1.1,0.1
19059059020,19,059,059020,232.3,99.4,11.5,2,1,0.3,0.1,1.3,0.2,0,3.7,252.9,79.1,10.3,3.6,0.3,0.1
19059059021,19,059,059021,1011.7,404.6,48.1,9.4,4.7,2.4,0.8,7.1,1.6,0,14.2,1108.1,320.1,31.6,16.6,2.4,0.8
19061061001,19,061,061001,338.7,132.6,19.7,2.2,0,0,0.4,2.5,0,0,2.2,368.2,108.9,12.4,2.9,1.1,0
19061061002,19,061,061002,144.3,56.5,8.4,0.9,0,0,0.2,1.1,0,0,0.9,156.9,46.4,5.3,1.2,0.5,0
19061061003,19,061,061003,673.1,407,50.2,6.2,0,0.7,4.1,5.5,0,0.7,13.1,730.9,360.3,27.5,11.7,4.8,0.7
19061061004,19,061,061004,84.2,50.8,6.3,0.8,0,0.1,0.5,0.7,0,0.1,1.6,91.5,44.9,3.4,1.5,0.6,0.1
19061061005,19,061,061005,34.2,20.7,2.5,0.3,0,0,0.2,0.3,0,0,0.7,37.1,18.3,1.4,0.6,0.2,0
19061061006,19,061,061006,188.2,113.8,14,1.7,0,0.2,1.1,1.5,0,0.2,3.6,204.4,100.7,7.7,3.3,1.4,0.2
19061061007,19,061,061007,948.5,704.8,66.7,11.1,2.1,2.3,2.4,9.3,1,0.1,21.4,1069.2,591.2,36.9,12.4,6.3,0.3
