GEOID,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,mcd,DISTRICT,school,cd_1990,cd_2000,ndv,nrv
48021000004,TX,021,0004,1743,117,1503,82,6,1,3,0,31,1293,61,1139,63,6,1,1,0,22,NA,NA,93600,NA,40550,6,14,181.03678857390176,161.5433888768665
48021000005,TX,021,0005,8885,3797,4408,504,42,22,0,14,98,6003,2221,3311,355,36,15,0,5,60,NA,80350,90655,NA,09570,6,14,840.4979441679291,749.9961047392339
48021000006,TX,021,0006,7174,3196,2729,1103,27,51,0,3,65,5355,2277,2109,863,26,39,0,2,39,NA,23044,91200,NA,18360,6,32,749.7695304046744,669.0370049772777
48021000007,TX,021,0007,1186,135,976,57,6,1,0,0,11,871,75,743,40,6,1,0,0,6,NA,NA,93600,NA,40550,6,32,121.95130924042415,108.82002452571594
48021000008,TX,021,0008,1270,150,1065,27,5,1,0,0,22,964,82,845,19,5,1,0,0,12,NA,12334,91200,NA,29760,6,32,134.97251677126164,120.43915458414484
48021000009,TX,021,0009,1261,106,1038,99,3,2,1,0,12,896,60,753,71,3,2,1,0,6,NA,NA,90655,NA,09570,6,14,125.45163384548799,111.94344658443339
48021000010,TX,021,0010,1759,171,1510,59,10,2,0,1,6,1245,108,1082,37,9,2,0,1,6,NA,NA,90655,NA,09570,6,14,174.31616533217917,155.54641852412897
48021000011,TX,021,0011,1708,279,1364,30,13,2,0,1,19,1242,169,1027,21,10,1,0,1,13,NA,14986,90210,NA,09570,6,32,173.8961263795715,155.17160787708286
48021000012,TX,021,0012,2096,196,1733,127,7,11,0,0,22,1559,129,1308,91,7,11,0,0,13,NA,68456,93600,NA,40550,6,14,218.28024237178101,194.77659958162013
48021000013,TX,021,0013,4689,875,2925,795,22,13,0,3,56,3326,536,2190,539,20,9,0,2,30,NA,05864,90210,NA,09570,6,14,465.6831854576931,415.5400706917695
48021000014,TX,021,0014,1197,155,818,194,8,8,0,2,12,930,107,663,138,8,7,0,0,7,NA,05864,90655,NA,09570,6,14,130.2120753083748,116.19130058428912
48021000015,TX,021,0015,1843,260,1473,68,7,8,0,4,23,1291,158,1059,46,6,6,0,2,14,NA,NA,91200,NA,18360,6,32,180.75676260549665,161.2935151121691
48021000016,TX,021,0016,1666,552,960,125,2,9,5,0,13,1150,352,708,70,2,5,2,0,11,NA,23044,91200,NA,18360,6,32,161.0149318329366,143.67741470100268
48021000017,TX,021,0017,167,8,149,5,0,0,2,0,3,124,5,113,3,0,0,2,0,1,NA,NA,93600,NA,40550,6,14,17.36161004111664,15.492173411238548
48021000018,TX,021,0018,1606,163,1384,19,6,11,0,0,23,1205,104,1064,10,6,9,0,0,12,NA,14986,90210,NA,09570,6,14,168.71564596407705,150.54894323018107
48021000019,TX,021,0019,2724,432,1996,218,8,16,1,7,46,1983,263,1510,161,5,11,1,7,25,NA,80350,90655,NA,09570,6,32,277.6457476736637,247.74983769746808
48021000020,TX,021,0020,673,209,420,19,0,7,1,0,17,464,138,297,11,0,5,1,0,12,NA,80350,90655,NA,09570,6,32,64.96602466998485,57.97071340979586
48021000021,TX,021,0021,3968,961,2843,115,14,3,2,1,29,2761,578,2078,72,13,3,2,0,15,NA,12334,90210,NA,09570,6,32,386.5758493832504,344.9507321647551
48023000001,TX,023,0001,1240,65,1138,16,4,5,2,0,10,989,38,922,14,3,5,2,0,5,NA,66968,93525,NA,39780,5,1,296.2267942583732,288.02456140350876
48023000002,TX,023,0002,927,89,784,41,6,0,2,0,5,701,56,615,24,3,0,2,0,1,NA,66968,93535,NA,39780,5,1,209.9645933014354,204.15087719298245
48023000003,TX,023,0003,905,142,689,60,3,6,0,0,5,694,80,560,44,3,4,0,0,3,NA,66968,93535,NA,39780,5,1,207.86794258373206,202.11228070175437
48023000004,TX,023,0004,837,72,734,18,6,4,0,0,3,614,41,556,10,3,2,0,0,2,NA,66968,93535,NA,39780,5,1,183.90622009569378,178.8140350877193
48023000011,TX,023,0011,184,14,166,0,3,0,1,0,0,137,10,123,0,3,0,1,0,0,NA,66968,93535,NA,39780,5,1,41.034449760765554,39.89824561403509
48025000001,TX,025,0001,2397,1264,1055,38,7,16,0,0,17,1751,858,836,30,5,15,0,0,7,NA,07192,90240,NA,09720,7,15,267.8689602323143,279.0978462531258
48025000002,TX,025,0002,434,108,318,4,1,2,0,0,1,282,73,205,0,1,2,0,0,1,NA,NA,93025,34410,34770,7,15,43.140517867225945,44.94893925949827
48025000003,TX,025,0003,11661,5290,3449,2795,5,75,2,1,44,10147,4322,3007,2721,5,65,2,1,24,NA,07192,90240,NA,09720,7,15,1552.2937404210695,1617.3648463337904
48025000004,TX,025,0004,646,288,350,1,0,0,2,0,5,473,190,277,1,0,0,2,0,3,NA,68132,93585,NA,40410,7,15,72.3598047914818,75.39307897071872
48025000005,TX,025,0005,725,363,353,5,0,0,0,0,4,521,238,277,2,0,0,0,0,4,NA,57116,93025,34410,34770,7,15,79.70287166249899,83.0439622489312
48025000006,TX,025,0006,1481,764,670,28,6,0,0,0,13,1016,477,509,18,4,0,0,0,8,NA,68132,93585,NA,40410,7,15,155.4282487698637,161.9436960554973
48025000008,TX,025,0008,470,150,309,7,1,1,0,0,2,359,96,253,7,1,1,0,0,1,NA,51852,93025,NA,34770,7,15,54.920020972816005,57.2222311849641
48025000009,TX,025,0009,1210,1036,101,51,1,3,0,1,17,842,724,75,31,1,2,0,1,8,NA,07192,90240,NA,09720,7,15,128.8096313624264,134.2092441719771
48025000010,TX,025,0010,2400,1929,416,35,8,4,0,2,6,1575,1225,323,20,4,2,0,0,1,NA,07192,90240,NA,09720,7,15,240.94438170525126,251.04460756634668
48025000011,TX,025,0011,440,293,140,2,0,0,1,3,1,337,210,122,1,0,0,1,2,1,NA,56252,93025,34410,42690,7,15,51.55444865693313,53.71557634911672
48025000012,TX,025,0012,365,139,222,1,0,0,0,0,3,270,88,179,0,0,0,0,0,3,NA,73856,93025,NA,34770,7,15,41.30475114947165,43.03621843994515
48025000013,TX,025,0013,2198,1328,823,13,7,4,0,0,23,1577,865,673,10,7,3,0,0,19,NA,08830,90240,34410,09720,7,15,241.250342824877,251.36339436960557
48025000014,TX,025,0014,435,253,180,0,1,0,0,0,1,303,168,134,0,1,0,0,0,0,NA,74168,93585,NA,40410,7,15,46.35310962329596,48.29620069371622
48025000016,TX,025,0016,1938,1035,842,34,5,7,1,0,14,1358,651,662,26,4,5,1,0,9,NA,07192,90240,NA,09720,7,15,207.74760022586108,216.45623941276114
48025000017,TX,025,0017,2284,1277,890,67,10,21,2,0,17,1609,847,678,53,7,13,0,0,11,NA,07192,90240,34410,09720,7,15,246.14572073888843,256.4639832217472
48025000018,TX,025,0018,2030,839,1117,37,7,13,0,2,15,1547,583,907,28,6,11,0,2,10,NA,07192,90240,NA,09720,7,15,236.66092603049123,246.58159232072273
48025000019,TX,025,0019,1245,1094,117,27,3,2,0,0,2,827,722,82,18,3,1,0,0,1,NA,07192,90240,NA,09720,7,15,126.51492296523351,131.81834314753567
48027000101,TX,027,0101,7147,887,5549,473,37,85,17,2,97,5654,645,4404,432,26,73,12,2,60,NA,07492,90255,NA,09860,1,12,489.5081897468624,743.4163416767118
48027000102,TX,027,0102,3933,694,3088,65,10,36,7,0,33,2900,452,2338,52,8,28,2,0,20,NA,07492,90255,NA,09860,1,12,251.07423952350564,381.30657779668627
48027000103,TX,027,0103,9736,2668,6113,711,52,53,4,2,133,6671,1547,4526,429,37,43,2,2,85,NA,07492,90255,NA,09860,1,12,577.5573282280366,877.136613959205
48027000104,TX,027,0104,5656,398,5089,23,25,57,2,2,60,4055,234,3703,14,23,43,2,0,36,NA,49392,92835,NA,09860,1,12,351.0710487130398,533.1717837812286
48027000105,TX,027,0105,2322,271,1985,7,7,14,0,0,38,1593,159,1396,5,7,11,0,0,15,NA,43066,93855,NA,07470,1,12,137.91767708998086,209.45564773452455
48027000106,TX,027,0106,10935,1885,3895,4180,54,426,59,46,390,7111,1115,2816,2591,40,335,40,14,160,NA,39148,92030,NA,25660,1,12,615.6513507764305,934.99002576284
48027000107,TX,027,0107,3673,415,2959,215,6,49,0,4,25,2783,262,2311,148,6,38,0,2,16,NA,72176,93855,NA,42330,1,12,240.94469261859177,365.92282965799234
48027000108,TX,027,0108,4252,371,3439,294,19,90,2,0,37,3377,225,2839,195,14,74,2,0,28,NA,72176,93855,NA,42330,1,12,292.3716230589236,444.02493559289985
48027000109,TX,027,0109,5378,409,4333,388,17,158,5,3,65,4005,263,3333,259,12,109,5,1,23,NA,72176,93855,NA,42330,1,12,346.74218251435866,526.5975324399064
48027000110,TX,027,0110,15217,2618,7294,4273,146,306,76,30,474,10190,1659,5128,2805,102,241,61,9,185,NA,26736,91365,NA,09860,1,12,882.2229312912146,1339.8324233614599
48027000201,TX,027,0201,1138,288,677,154,2,2,0,0,15,819,171,532,108,1,2,0,0,5,NA,05732,93630,NA,09540,1,12,70.90682833439693,107.68623697085727
48027000202,TX,027,0202,2277,321,1847,66,1,9,10,0,23,1591,191,1337,39,1,6,4,0,13,NA,34508,93310,NA,23370,1,12,137.74452244203363,209.1926776808717
48027000203,TX,027,0203,3591,381,3131,12,17,23,1,0,26,2771,245,2468,10,13,16,1,0,18,NA,64268,93630,NA,38580,1,12,239.90576473090832,364.34500933607507
48027000204,TX,027,0204,6522,1109,2516,2264,35,274,47,28,249,4846,741,2030,1635,31,226,37,12,134,NA,39148,92030,NA,25660,1,12,419.55371197617524,637.1764400009454
48027000205,TX,027,0205,575,30,536,4,2,0,0,0,3,412,22,385,2,2,0,0,0,1,NA,64268,93630,NA,38580,1,12,35.669857477132524,54.171831052494746
48027000206,TX,027,0206,4821,752,3612,253,40,42,4,11,107,3362,418,2659,160,25,37,3,2,58,NA,51708,92030,NA,25660,1,12,291.07296319931925,442.05266019050316
48027000207,TX,027,0207,2640,424,1467,516,4,110,8,6,105,1944,290,1160,334,4,90,6,4,56,NA,39148,92030,NA,25660,1,12,168.3063178047224,255.60689215060626
48027000208,TX,027,0208,18409,2829,8091,5424,113,948,163,68,773,12635,1791,6059,3475,78,744,117,24,347,NA,39148,92030,NA,25660,1,12,1093.9044884067218,1661.3133139521142
48027000209,TX,027,0209,18044,2258,11829,2610,116,624,78,35,494,12580,1432,8666,1631,82,473,51,15,230,NA,32312,92030,NA,25660,1,12,1089.1427355881726,1654.0816374766596
48027000210,TX,027,0210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,92835,NA,09860,1,12,0,0
48027000211,TX,027,0211,4960,781,2113,1604,50,185,39,14,174,3699,533,1734,1111,43,152,29,7,90,NA,39148,92030,NA,25660,1,12,320.24952137843013,486.3631142310147
48027000301,TX,027,0301,4094,598,3365,62,10,21,1,0,37,2877,347,2442,42,9,18,0,0,19,NA,73748,91110,NA,43260,1,12,249.08296107211234,378.2824221796781
48027000302,TX,027,0302,7741,1562,4778,1122,30,132,6,18,93,5738,1000,3844,688,25,104,4,10,63,NA,72176,93855,NA,42330,1,12,496.7806849606467,754.4610839301331
48027000303,TX,027,0303,6700,1186,4680,718,21,31,2,1,61,4999,736,3703,479,20,26,2,0,33,NA,72176,93855,NA,42330,1,12,432.80004254413956,657.2936491053913
48027000304,TX,027,0304,1001,137,765,93,2,0,0,0,4,752,81,595,71,2,0,0,0,3,NA,72176,93855,NA,42330,1,12,65.10614762816422,98.87674017348554
48027000305,TX,027,0305,4233,475,3066,479,10,112,6,4,81,3129,297,2378,320,9,78,2,3,42,NA,72176,93855,NA,42330,1,12,270.9004467134652,411.4166489399418
48027000306,TX,027,0306,7117,2517,2488,1891,26,53,2,13,127,5073,1581,2060,1287,17,45,1,7,75,NA,72176,93855,NA,42330,1,12,439.2067645181876,667.0235410905481
48027000307,TX,027,0307,3825,987,456,2324,15,3,0,0,40,2584,604,359,1588,11,3,0,0,19,NA,72176,93855,NA,42330,1,12,223.71580514784088,339.7573093195301
48027000308,TX,027,0308,4396,904,2399,935,27,51,4,2,74,3151,523,1942,589,17,41,4,1,34,NA,72176,93855,NA,42330,1,12,272.80514784088496,414.3093195301237
48027000309,TX,027,0309,949,56,878,3,4,0,0,0,8,708,37,662,2,4,0,0,0,3,NA,NA,91110,NA,37710,1,12,61.296745373324825,93.09139899312203
48027000310,TX,027,0310,600,16,568,11,0,2,0,0,3,460,13,437,7,0,2,0,0,1,NA,NA,91110,NA,37710,1,12,39.825569027866415,60.483112340164034
48027000311,TX,027,0311,3043,338,2594,67,7,5,0,2,30,2247,195,1965,55,6,5,0,0,21,NA,72176,92835,NA,09860,1,12,194.53924696873005,295.4468552790186
48027000312,TX,027,0312,2915,508,2307,70,8,1,1,0,20,2037,312,1648,55,7,1,1,0,13,NA,62924,93310,NA,37710,1,12,176.3580089342693,267.8349996454655
48027000313,TX,027,0313,2058,227,1712,42,15,24,3,0,35,1448,136,1233,33,10,15,2,0,19,NA,72176,93855,NA,09860,1,12,125.36396511380556,190.39031884469026
48027000314,TX,027,0314,4552,712,3267,408,14,78,2,13,58,3509,457,2696,242,8,67,2,6,31,NA,72176,93855,NA,42330,1,12,303.7998298234418,461.3809591339904
48027000401,TX,027,0401,1064,112,767,95,6,32,5,7,40,786,69,593,62,6,30,2,3,21,NA,16624,93680,NA,15240,1,12,68.04977664326739,103.34723108558462
48027000402,TX,027,0402,3085,250,2568,84,29,52,9,7,86,2283,147,1953,65,18,39,8,3,50,NA,NA,93680,NA,25660,1,12,197.65603063178045,300.1803162447706
48027000403,TX,027,0403,548,29,505,1,4,0,4,0,5,410,16,386,1,4,0,2,0,1,NA,64268,93630,NA,38580,1,12,35.49670282918528,53.90886099884186
48027000404,TX,027,0404,19755,3572,7602,6579,101,816,226,72,787,13523,2211,5716,4274,82,689,170,25,356,NA,39148,92030,NA,25660,1,12,1170.7851520952988,1778.072017773996
48027000405,TX,027,0405,6029,926,2121,2364,22,281,44,25,246,4121,597,1600,1544,18,219,29,4,110,NA,39148,92030,NA,25660,1,12,356.7851520952989,541.8497955517738
48027000406,TX,027,0406,16194,3624,6324,4768,137,580,113,50,598,11979,2428,5129,3417,97,501,85,25,297,NA,39148,92030,NA,25660,1,12,1037.1097638800256,1575.0591363539675
48027000407,TX,027,0407,2187,427,757,838,15,53,29,5,63,1092,215,402,406,9,32,12,1,15,NA,39148,91365,NA,25660,1,12,94.54243777919592,143.58164929447636
48027000408,TX,027,0408,2412,471,1046,697,25,68,15,6,84,1728,302,840,453,17,59,10,3,44,NA,39148,92030,NA,25660,1,12,149.60561582641992,227.20612635609447
48027000409,TX,027,0409,2250,278,1665,157,16,49,11,3,71,1604,173,1230,112,15,40,7,1,26,NA,39148,93680,NA,25660,1,12,138.87002765369073,210.90198302961545
48029001001,TX,029,1001,883,762,104,10,0,0,0,0,7,682,578,90,7,0,0,0,0,7,NA,65000,93410,NA,38730,14,21,88.2893569021474,95.64075756328916
48029001002,TX,029,1002,1306,812,471,4,5,4,0,2,8,1100,651,431,4,4,3,0,2,5,NA,65000,93410,NA,38730,27,29,142.40218855185066,154.2592863924019
48029001003,TX,029,1003,3851,3552,238,30,2,4,0,2,23,2715,2458,212,23,2,4,0,2,14,NA,65000,93410,NA,38730,14,29,351.47449265297683,380.7399659594283
48029001004,TX,029,1004,2599,2295,253,48,0,1,0,1,1,1733,1525,191,15,0,1,0,0,1,NA,65000,93410,NA,38730,14,29,224.34817523668835,243.02849392548407
48029001005,TX,029,1005,2036,1939,84,4,5,2,0,1,1,1482,1402,68,3,5,2,0,1,1,NA,65000,93410,NA,38730,14,29,191.85458493985698,207.829329485036
48029001006,TX,029,1006,4463,4298,147,1,6,4,3,0,4,3138,3003,123,1,5,4,1,0,1,NA,65000,93410,NA,38730,14,29,406.2346069779158,440.05967336305196
48029001007,TX,029,1007,2151,1983,141,4,8,4,0,0,11,1575,1439,119,4,7,4,0,0,2,NA,65000,93410,NA,38730,14,21,203.8940426992407,220.87125097093906
48029001008,TX,029,1008,2628,2253,300,40,12,7,0,1,15,2059,1732,264,35,12,4,0,1,11,NA,65000,93410,NA,38730,14,29,266.551005662055,288.7453369835959
48029001009,TX,029,1009,4378,3956,307,48,18,18,0,3,28,2880,2580,245,13,13,12,0,3,14,NA,65000,93410,NA,38730,14,29,372.83482093575446,403.8788589182886
48029001010,TX,029,1010,1575,1410,110,25,3,12,1,9,5,1145,1011,102,16,2,8,0,4,2,NA,65000,93410,NA,38730,14,29,148.2277326289718,160.56989356300014
48029001011,TX,029,1011,3415,2822,500,46,4,14,0,8,21,2286,1790,435,30,4,10,0,5,12,NA,65000,93410,NA,38730,14,29,295.9376391177551,320.57884426639157
48029001012,TX,029,1012,4261,3007,823,305,14,51,12,10,39,2861,1858,690,215,13,43,10,4,28,NA,65000,93410,NA,33120,27,21,370.3751467698589,401.2143803351471
48029001013,TX,029,1013,4542,4295,224,7,2,2,0,1,11,3176,2966,194,4,1,2,0,0,9,NA,65000,93410,NA,38730,27,21,411.153955309707,445.3886305293349
48029001014,TX,029,1014,3048,2929,66,34,10,6,0,1,2,2044,1954,49,28,5,5,0,1,2,NA,65000,93410,NA,22470,14,29,264.60915763634796,286.6418012600632
48029001015,TX,029,1015,3024,2930,72,5,7,4,0,0,6,2131,2063,53,1,4,4,0,0,6,NA,65000,93410,NA,22470,14,29,275.8718761854489,298.84230845655316
48029001016,TX,029,1016,2272,2150,110,3,7,0,0,1,1,1566,1466,89,3,6,0,0,1,1,NA,65000,93410,NA,22470,14,29,202.72893388381647,219.6091295368194
48029001017,TX,029,1017,1534,1296,217,5,3,1,1,7,4,1157,937,205,4,3,1,1,2,4,NA,65000,93410,NA,22470,14,29,149.7812110495375,162.25272214182635
48029001018,TX,029,1018,5054,4561,447,15,3,3,0,0,25,3398,2992,379,9,3,3,0,0,12,NA,65000,93410,NA,22470,14,29,439.8933060901714,476.52095923761965
48029001019,TX,029,1019,2070,1793,211,51,4,3,1,1,6,1249,1027,176,33,3,2,1,1,6,NA,65000,93410,NA,22470,14,29,161.69121227387404,175.15440791282722
48029001020,TX,029,1020,4287,3534,696,11,5,15,0,2,24,3069,2399,623,8,5,13,0,2,19,NA,65000,93410,NA,22470,14,29,397.30210605966334,430.3834090348013
48029001021,TX,029,1021,3454,3167,257,6,9,4,1,1,9,2354,2118,217,2,9,2,1,1,4,NA,65000,93410,NA,22470,14,29,304.7406835009604,330.11487287974006
48029001022,TX,029,1022,4765,4497,235,7,8,11,1,0,6,3356,3125,205,6,6,8,1,0,5,NA,65000,93410,NA,22470,14,29,434.45613161819165,470.6310592117279
48029001023,TX,029,1023,3252,3122,89,3,5,1,0,23,9,2234,2147,64,2,3,1,0,12,5,NA,65000,93410,NA,22470,14,29,289.205899295304,313.286587091478
48029001024,TX,029,1024,5723,2965,1671,704,14,175,3,15,176,3819,1810,1266,496,12,153,1,4,77,NA,65000,93410,NA,33120,27,21,494.39450734501605,535.5601952114389
48029001025,TX,029,1025,2396,2294,87,5,4,0,1,2,3,1585,1501,71,5,4,0,1,0,3,NA,65000,93410,NA,22470,14,29,205.1886080497121,222.2736081199609
48029001026,TX,029,1026,3360,3113,211,8,8,9,0,1,10,2178,1981,168,8,7,7,0,1,6,NA,65000,93410,NA,40680,14,21,281.9563333326643,305.4333870569557
48029001027,TX,029,1027,491,433,44,9,2,0,0,0,3,310,267,30,8,2,0,0,0,3,NA,65000,93410,NA,18150,27,21,40.131525864612456,43.473071619676894
48029001028,TX,029,1028,2039,1857,163,3,4,7,1,0,4,1422,1280,127,1,4,5,1,0,4,NA,65000,93410,NA,22470,14,29,184.08719283702874,199.41518659090497
48029001029,TX,029,1029,2257,2144,67,28,2,7,3,0,6,1585,1503,50,17,2,7,1,0,5,NA,65000,93410,NA,18150,27,21,205.1886080497121,222.2736081199609
48029001030,TX,029,1030,814,160,425,168,5,20,6,3,27,430,79,242,81,2,15,3,0,8,NA,65000,93410,NA,18150,27,21,55.66631007026889,60.30135740793892
48029001031,TX,029,1031,3333,3085,178,29,13,15,1,3,9,2197,2016,133,26,6,11,1,1,3,NA,65000,93410,NA,18150,27,21,284.4160074985599,308.0978656400972
48029001032,TX,029,1032,2512,2439,65,5,2,0,1,0,0,1758,1703,48,5,1,0,1,0,0,NA,65000,93410,NA,18150,27,21,227.58458861286678,246.53438679803864
48029001033,TX,029,1033,4352,3205,882,185,4,20,2,9,45,2828,1924,719,130,4,17,2,5,27,NA,65000,93410,NA,33120,27,21,366.10308111330335,396.58660174337507
48029001034,TX,029,1034,1125,187,666,190,3,33,8,2,36,894,133,552,146,3,28,5,0,27,NA,65000,93410,NA,18150,27,21,115.73414233214044,125.37072912255208
48029001035,TX,029,1035,7511,1056,4417,1390,52,272,22,25,277,6959,950,4151,1275,44,260,19,16,244,NA,40036,93410,NA,26370,27,21,900.888027393026,975.9003400042952
48029001036,TX,029,1036,4195,2478,1440,154,11,38,0,9,65,2922,1444,1290,99,10,32,0,7,40,NA,65000,93410,NA,33120,27,21,378.27199540773415,409.76875894418026
48029001037,TX,029,1037,5402,3842,1073,340,7,77,0,4,59,3804,2532,904,262,7,62,0,3,34,NA,65000,93410,NA,40680,27,21,492.452659319309,533.4566594879062
48029001038,TX,029,1038,4045,2793,922,253,11,28,0,11,27,2742,1743,767,178,7,24,0,6,17,NA,65000,93410,NA,40680,27,21,354.96981909924955,384.5263302617873
48029001039,TX,029,1039,8533,7453,714,236,25,41,6,5,53,4830,4082,525,144,14,36,3,1,25,NA,65000,93410,NA,40950,27,21,625.2750642776715,677.3385029775465
48029001040,TX,029,1040,4945,4678,244,9,7,3,0,0,4,3277,3061,198,6,5,3,0,0,4,NA,65000,93410,NA,40680,14,21,424.2290653494678,459.55243773445545
48029001041,TX,029,1041,4637,4431,176,7,13,1,0,3,6,3150,2972,155,6,9,1,0,3,4,NA,65000,93410,NA,40680,14,21,407.7880853984814,441.7425019418781
48029001042,TX,029,1042,1106,1061,36,2,0,1,0,0,6,781,748,26,1,0,1,0,0,5,NA,65000,93410,NA,40680,14,21,101.10555387181397,109.52409333860534
48029001043,TX,029,1043,988,869,109,3,1,1,0,1,4,642,552,82,2,1,1,0,0,4,NA,65000,93410,NA,40950,14,21,83.11109550026192,90.03132896720183
48029001044,TX,029,1044,3750,3520,204,20,1,2,1,0,2,2526,2355,151,15,1,2,0,0,2,NA,65000,93410,NA,40680,14,29,327.00720752906795,354.23541584291564
48029001045,TX,029,1045,4159,3873,228,28,1,10,5,3,11,2792,2565,187,22,0,7,2,2,7,NA,65000,93410,NA,40680,14,29,361.44264585160636,391.5381160068964
48029001046,TX,029,1046,4353,3927,377,29,9,3,0,0,8,2895,2553,308,18,7,2,0,0,7,NA,65000,93410,NA,40680,14,29,374.7766689614615,405.9823946418214
48029001047,TX,029,1047,3546,3185,329,15,3,1,0,0,13,2453,2153,273,11,3,1,0,0,12,NA,65000,93410,NA,22470,14,29,317.55688047062694,343.9982086550562
48029001048,TX,029,1048,4412,3748,611,21,9,4,0,2,17,2897,2370,495,9,7,4,0,2,10,NA,65000,93410,NA,22470,14,29,375.03558203155575,406.2628660716257
48029001049,TX,029,1049,5330,4765,506,19,0,11,0,3,26,3610,3150,416,13,0,10,0,3,18,NA,65000,93410,NA,22470,14,29,467.3380915201644,506.2509307968826
48029001050,TX,029,1050,2610,2016,539,18,4,14,0,0,19,1851,1348,460,18,4,7,0,0,14,NA,65000,93410,NA,22470,14,29,239.6240463722505,259.5763082839417
48029001051,TX,029,1051,4090,3074,946,25,20,6,1,3,15,2871,1993,825,16,15,6,1,2,13,NA,65000,93410,NA,22470,14,29,371.6697121203302,402.61673748416894
48029001052,TX,029,1052,3191,2409,725,17,1,13,1,7,18,2146,1519,590,7,0,13,1,4,12,NA,65000,93410,NA,22470,14,29,277.81372421115594,300.9458441800859
48029001053,TX,029,1053,830,665,103,34,1,13,0,3,11,576,442,88,26,1,10,0,3,6,NA,65000,93410,NA,22470,14,29,74.56696418715089,80.77577178365772
48029001054,TX,029,1054,3381,2720,619,13,5,2,0,4,18,2400,1865,503,11,5,2,0,3,11,NA,65000,93410,NA,22470,14,29,310.69568411312866,336.56571576524044
48029001055,TX,029,1055,2029,1962,47,3,4,0,0,8,5,1322,1276,32,2,2,0,0,5,5,NA,65000,93410,NA,40920,14,29,171.14153933231506,185.39161510068664
48029001056,TX,029,1056,1003,826,160,10,0,2,1,4,0,698,559,123,10,0,2,1,3,0,NA,65000,93410,NA,40920,14,29,90.36066146290159,97.8845290017241
48029001057,TX,029,1057,10055,6913,2832,142,51,21,2,6,88,6533,4220,2119,93,39,16,1,2,43,NA,65000,93640,NA,40920,14,29,845.7395434629458,916.159925455965
48029001058,TX,029,1058,5488,3968,1350,47,8,69,2,5,39,3706,2548,1034,36,4,47,2,1,34,NA,65000,93410,NA,40740,14,29,479.76591888468954,519.7135594274922
48029001059,TX,029,1059,693,470,169,28,10,2,1,0,13,542,368,131,28,4,1,1,0,9,NA,65000,93410,NA,40950,14,29,70.16544199554824,76.00775747698349
48029001060,TX,029,1060,4679,4514,142,4,6,5,0,1,7,3046,2921,108,3,4,5,0,1,4,NA,65000,93410,NA,40680,14,21,394.3246057535792,427.15798759205103
48029001061,TX,029,1061,5433,4637,482,223,12,30,5,3,41,3115,2556,348,148,10,26,3,3,21,NA,65000,93410,NA,40950,27,21,403.25710667183165,436.8342519203017
48029001062,TX,029,1062,904,632,261,2,5,1,0,0,3,626,423,192,2,5,1,0,0,3,NA,65000,93410,NA,40950,27,21,81.03979093950774,87.7875575287669
48029001063,TX,029,1063,3054,2147,865,17,8,8,0,0,9,2045,1345,669,12,8,4,0,0,7,NA,68708,93410,NA,40740,14,29,264.7386141713951,286.78203697496537
48029001064,TX,029,1064,2386,1775,577,13,4,6,0,3,8,1598,1126,446,9,4,4,0,3,6,NA,65000,93410,NA,40950,27,21,206.87154300532487,224.09667241368928
48029001065,TX,029,1065,3205,2343,828,3,14,0,3,2,12,2170,1508,644,3,6,0,1,2,6,NA,68708,93410,NA,40740,27,21,280.9206810522872,304.31150133773826
48029001066,TX,029,1066,1374,1112,234,2,2,9,2,0,13,908,705,189,2,0,4,1,0,7,NA,45288,93410,NA,40950,27,21,117.54653382280036,127.33402913118265
48029001067,TX,029,1067,4376,2777,1510,23,12,16,1,1,36,3070,1853,1152,17,10,13,1,1,23,NA,45288,94145,NA,40950,27,21,397.4315625947105,430.52364474970346
48029001068,TX,029,1068,1260,993,256,4,0,0,0,0,7,846,618,217,4,0,0,0,0,7,NA,40108,94145,NA,30060,27,21,109.52022864987788,118.63941480724728
48029001069,TX,029,1069,816,94,536,137,4,19,3,0,23,626,73,399,108,4,19,3,0,20,NA,65000,93410,NA,40950,27,21,81.03979093950774,87.7875575287669
