GEOID,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,mcd,DISTRICT,school,cd_1990,cd_2000,ndv,nrv
48113001209,TX,113,1209,2373,67,2258,14,1,25,0,3,5,1860,48,1776,13,1,17,0,3,2,NA,19000,92785,NA,23250,2,17,237.9903592046344,319.4604304855151
48113001210,TX,113,1210,4408,564,3111,297,16,307,0,19,94,4206,509,3029,254,16,294,0,17,87,NA,19000,92785,NA,16230,2,17,538.1652961369314,722.3927799043421
48113001211,TX,113,1211,3784,439,2621,224,12,423,0,7,58,3613,387,2566,195,11,392,0,6,56,NA,19000,92785,NA,16230,2,17,462.2898751647011,620.5432985721322
48113001212,TX,113,1212,1094,153,717,75,4,104,0,1,40,1039,132,706,69,4,93,0,1,34,NA,19000,92785,NA,16230,2,17,132.94192645893287,178.45128348088716
48113001213,TX,113,1213,2928,412,1953,338,21,133,0,7,64,2648,338,1858,261,17,113,0,7,54,NA,19000,92785,NA,16230,2,17,338.816382351544,454.8017311428193
48113001214,TX,113,1214,1651,95,1485,28,2,27,0,0,14,1382,76,1251,20,2,24,0,0,9,NA,19000,92785,NA,16230,2,17,176.82939592516382,237.36253490913
48113001215,TX,113,1215,3667,82,3506,8,7,37,0,3,24,2752,58,2638,7,7,27,0,0,15,NA,74492,92785,NA,23250,2,17,352.1233701780397,472.6640347828696
48113001216,TX,113,1216,2330,87,2163,34,0,28,0,1,17,1674,59,1551,33,0,19,0,0,12,NA,74492,92785,NA,23250,2,17,214.19132328417095,287.51438743696355
48113001217,TX,113,1217,4546,302,3756,229,13,171,1,7,67,4134,287,3390,222,10,158,1,3,63,NA,74492,92785,NA,23250,2,17,528.9527661032035,710.0265696919996
48113001218,TX,113,1218,2813,114,2409,37,9,210,3,4,27,2052,74,1744,33,9,169,3,3,17,NA,74492,92785,NA,23250,2,17,262.5571059612418,352.43699105176177
48113001219,TX,113,1219,2135,284,1620,101,9,84,1,7,29,1956,221,1546,81,9,75,1,6,17,NA,19000,92785,NA,16230,18,17,250.2737325829381,335.9487107686384
48113001220,TX,113,1220,3611,975,2315,213,14,50,0,5,39,2906,645,2006,163,9,46,0,2,35,NA,19000,92785,NA,16230,2,17,371.8279483057352,499.1139844037133
48113001221,TX,113,1221,734,28,677,24,1,3,0,0,1,622,17,595,8,0,2,0,0,0,NA,33824,92785,NA,16230,2,17,79.58602334692613,106.83031600107009
48113001222,TX,113,1222,1416,22,1379,1,2,11,0,0,1,1005,15,978,1,2,8,0,0,1,NA,33824,92785,NA,23250,2,17,128.59156505411698,172.61168421394765
48113001224,TX,113,1224,461,25,427,2,0,6,0,0,1,412,22,382,2,0,6,0,0,0,NA,33824,92785,NA,23250,2,17,52.71614408188675,70.76220288173774
48113001225,TX,113,1225,1614,47,1549,2,1,4,0,0,11,1155,31,1112,2,1,3,0,0,6,NA,33824,92785,NA,23250,2,17,147.7843359577165,198.3746221563279
48113001226,TX,113,1226,2516,59,2404,2,1,35,1,0,14,1703,40,1632,2,1,23,1,0,4,NA,33824,92785,NA,23250,2,17,217.90192565886684,292.4952221058237
48113001227,TX,113,1227,2108,60,2015,3,6,14,0,0,10,1544,47,1476,2,3,10,0,0,6,NA,33824,92785,NA,23250,2,17,197.55758850105136,265.1865078869007
48113001228,TX,113,1228,3069,722,2202,66,5,43,3,7,21,2843,541,2165,62,5,40,3,6,21,NA,19000,92785,NA,16230,18,17,363.7669845262234,488.2935504679136
48113001229,TX,113,1229,3669,385,3056,121,13,56,1,4,33,3272,317,2755,109,11,51,1,4,24,NA,19000,92785,NA,16230,18,17,418.6583093105182,561.9755529831211
48113001230,TX,113,1230,3321,331,2869,28,17,38,0,4,34,2935,268,2564,27,13,35,0,3,25,NA,19000,92785,NA,16230,18,17,375.5385506804311,504.09481907257344
48113001231,TX,113,1231,1699,102,1553,11,0,16,1,1,15,1443,76,1338,9,0,10,1,1,8,NA,19000,92785,NA,16230,18,17,184.63445609262763,247.83946300569798
48113001232,TX,113,1232,1710,140,1477,21,3,42,0,4,23,1672,134,1450,19,3,42,0,4,20,NA,19000,92785,NA,16230,18,17,213.93541967212295,287.1708815977318
48113001233,TX,113,1233,4132,740,2929,180,16,207,1,2,57,3892,624,2866,162,16,173,1,2,48,NA,19000,92785,NA,16230,18,17,497.98842904539623,668.4623631449595
48113001234,TX,113,1234,1272,51,1174,8,2,16,0,2,19,1219,47,1126,7,2,16,0,2,19,NA,19000,92785,NA,16230,18,17,155.97325154325233,209.36680901174347
48113001235,TX,113,1235,656,171,421,32,4,10,1,0,17,594,131,406,28,4,10,1,0,14,NA,19000,92785,NA,16230,18,17,76.0033727782542,102.02123425182577
48113001236,TX,113,1236,95,10,80,0,0,4,0,0,1,94,9,80,0,0,4,0,0,1,NA,19000,92785,NA,16230,18,17,12.027469766255715,16.14477444389162
48113001237,TX,113,1237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,19000,92785,NA,16230,18,31,0,0
48113001238,TX,113,1238,1985,608,1274,37,19,20,1,5,21,1747,462,1195,35,15,19,1,5,15,NA,19000,92785,NA,16230,18,17,223.53180512392274,300.05235056892195
48113001239,TX,113,1239,2873,1959,822,60,3,6,4,3,16,2177,1332,773,42,3,6,4,2,15,NA,19000,92785,NA,16230,18,17,278.55108171424143,373.9061060037453
48113001240,TX,113,1240,6493,5655,553,181,13,71,5,2,13,4516,3790,509,143,11,51,2,0,10,NA,19000,92785,NA,16230,18,17,577.8303560043704,775.6361849852614
48113001241,TX,113,1241,3536,1135,2133,144,24,51,1,3,45,2930,763,1972,93,18,40,1,3,40,NA,19000,92785,NA,16230,18,17,374.8987916503112,503.23605447449415
48113001300,TX,113,1300,3753,226,2986,130,6,341,2,6,56,2378,133,1913,82,4,219,2,4,21,NA,16612,93675,NA,15210,2,17,304.26939472506484,408.4284428465349
48113001301,TX,113,1301,5227,379,4179,158,18,430,2,5,56,3249,224,2635,95,6,261,1,3,24,NA,16612,93675,NA,15210,2,17,415.7154177719662,558.0252358319561
48113001302,TX,113,1302,5746,344,4571,135,13,593,0,4,86,3556,211,2833,82,11,380,0,2,37,NA,16612,93675,NA,15210,2,17,454.99662222133327,610.7533821540277
48113001303,TX,113,1303,4403,326,3661,78,19,251,0,5,63,2989,203,2513,49,10,173,0,3,38,NA,16612,93675,NA,15210,2,17,382.44794820572696,513.3694767318303
48113001304,TX,113,1304,4373,286,3284,164,20,498,1,4,116,2848,166,2195,105,12,311,1,1,57,NA,16612,93675,NA,15210,2,17,364.40674355634343,489.152315065993
48113001305,TX,113,1305,3538,238,2756,97,3,397,0,2,45,2161,144,1683,67,2,241,0,1,23,NA,16612,93675,NA,15210,2,17,276.5038528178575,371.1580592898914
48113001306,TX,113,1306,1825,67,1686,10,0,46,0,1,15,1151,39,1066,7,0,30,0,1,8,NA,16612,93675,NA,15210,2,17,147.27252873362053,197.6876104778644
48113001307,TX,113,1307,6871,607,5052,364,18,711,2,11,106,4974,406,3721,252,15,510,2,6,62,NA,16612,93675,NA,15210,2,17,636.4322831633609,854.299022169329
48113001400,TX,113,1400,1288,160,849,45,0,157,1,0,76,951,93,694,24,0,102,1,0,37,NA,13024,92785,NA,13050,2,17,121.68216752882114,163.33702655469077
48113001401,TX,113,1401,16,8,5,2,1,0,0,0,0,10,5,3,1,1,0,0,0,0,NA,25452,92785,NA,13050,2,17,1.2795180602399698,1.717529196158683
48113001402,TX,113,1402,4539,467,2599,233,18,1118,2,10,92,3358,307,2041,157,13,773,2,9,56,NA,13024,92785,NA,13050,2,17,429.6621646285818,576.7463040700858
48113001403,TX,113,1403,709,168,420,29,2,74,0,2,14,503,100,322,18,1,52,0,2,8,NA,13024,92785,NA,13050,2,17,64.35975843007049,86.39171856678176
48113001404,TX,113,1404,3405,930,1823,300,15,258,2,10,67,2495,599,1445,193,11,201,2,6,38,NA,13024,92785,NA,13050,2,17,319.23975602987247,428.52353444159144
48113001405,TX,113,1405,5098,468,3746,283,9,520,0,2,70,3699,298,2790,194,9,376,0,0,32,NA,13024,92785,NA,13050,2,17,473.29373048276483,635.3140496590969
48113001406,TX,113,1406,4014,381,2667,430,19,449,2,10,56,3297,296,2281,326,16,333,2,5,38,NA,13024,92785,NA,16230,2,17,421.85710446111807,566.2693759735179
48113001407,TX,113,1407,8088,2899,3780,356,28,929,1,8,87,5732,1836,2931,235,18,661,0,3,48,NA,13024,92785,NA,13050,2,17,733.4197521295507,984.4877352381571
48113001408,TX,113,1408,9688,6628,1923,258,20,723,1,4,131,6537,4199,1547,170,15,523,0,0,83,NA,13024,92785,NA,13050,2,17,836.4209559788682,1122.748835528931
48113001409,TX,113,1409,4817,2197,1987,149,23,364,5,12,80,3341,1306,1590,101,14,270,1,5,54,NA,13024,92785,NA,13050,2,17,427.4869839261739,573.826504436616
48113001410,TX,113,1410,4500,475,3510,235,23,190,0,5,62,3495,323,2796,179,18,142,0,2,35,NA,13024,92785,NA,13050,2,17,447.1915620538694,600.2764540574598
48113001411,TX,113,1411,3761,522,2399,443,10,303,0,4,80,3228,390,2169,350,8,248,0,3,60,NA,13024,92785,NA,16230,2,17,413.02842984546226,554.4184245200229
48113001500,TX,113,1500,5778,3967,1528,78,24,134,0,3,44,3958,2559,1198,47,17,104,0,2,31,NA,25452,92785,NA,13050,2,17,506.4332482429801,679.7980558396068
48113001501,TX,113,1501,3034,170,2648,70,11,90,0,3,42,2540,127,2250,53,11,71,0,1,27,NA,25452,92785,NA,13050,2,17,324.9975873009524,436.25241582430556
48113001502,TX,113,1502,3508,2244,1115,43,32,50,0,0,24,2299,1338,859,31,20,36,0,0,15,NA,25452,92785,NA,13050,2,17,294.16120204916905,394.85996219688127
48113001503,TX,113,1503,4186,1214,2763,102,11,51,4,1,40,3137,750,2248,62,7,41,3,0,26,NA,25452,92785,NA,13050,2,17,401.38481549727857,538.788908834979
48113001504,TX,113,1504,188,22,161,0,0,0,0,0,5,139,16,118,0,0,0,0,0,5,NA,25452,92785,NA,13050,2,17,17.78530103733558,23.873655826605695
48113001505,TX,113,1505,3654,1030,2344,86,18,131,1,10,34,2773,640,1921,64,16,101,1,4,26,NA,25452,92785,NA,13050,2,17,354.81035810454364,476.2708460948028
48113001506,TX,113,1506,4364,981,2920,143,11,252,4,11,42,3453,640,2454,104,11,202,3,8,31,NA,25452,92785,NA,16230,2,17,441.8175862008616,593.0628314335933
48113001507,TX,113,1507,1844,374,1307,43,1,60,0,1,58,1433,243,1077,27,1,45,0,1,39,NA,25452,92785,NA,16230,2,17,183.35493803238768,246.12193380953929
48113001508,TX,113,1508,813,92,608,41,2,45,0,1,24,667,67,523,27,2,31,0,1,16,NA,25452,92785,NA,16230,2,17,85.34385461800598,114.55919738378415
48113001509,TX,113,1509,442,244,97,64,2,21,1,1,12,321,162,88,39,2,17,1,1,11,NA,25452,92785,NA,16230,2,17,41.07252973370303,55.13268719669372
48113001600,TX,113,1600,3937,563,2809,188,16,276,1,4,80,3444,404,2574,152,15,232,1,2,64,NA,01240,92785,NA,16230,2,17,440.6660199466456,591.5170551570504
48113001601,TX,113,1601,5049,2282,1371,724,15,514,3,28,112,3824,1601,1175,508,12,421,3,20,84,NA,01240,92785,NA,13050,2,17,489.28770623576446,656.7831646110805
48113001602,TX,113,1602,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,NA,25452,92785,NA,16230,2,17,0.5118072240959879,0.6870116784634732
48113001603,TX,113,1603,5214,502,3851,405,18,321,4,9,104,4681,386,3585,319,18,280,3,9,81,NA,01240,92785,NA,16230,2,17,598.9424039983298,803.9754167218796
48113001700,TX,113,1700,4467,308,3038,133,5,902,4,9,68,3779,224,2522,114,5,853,3,6,52,NA,61796,92785,NA,37020,16,17,483.52987496468455,649.0542832283663
48113001701,TX,113,1701,1784,51,1638,39,7,28,1,0,20,1296,35,1200,21,6,22,1,0,11,NA,61796,92785,NA,37020,16,5,165.8255406071001,222.59178382216533
48113001702,TX,113,1702,2184,54,2067,2,2,42,0,2,15,1562,38,1482,2,1,31,0,0,8,NA,61796,92785,NA,37020,16,5,199.86072100948329,268.2780604399863
48113001703,TX,113,1703,3225,62,2952,14,9,153,0,2,33,2440,48,2235,10,7,119,0,0,21,NA,61796,92785,NA,37020,16,17,312.20240669855264,419.0771238627186
48113001704,TX,113,1704,2122,201,1759,33,6,103,0,3,17,1663,132,1422,19,4,74,0,1,11,NA,61796,92785,NA,37020,16,5,212.78385341790698,285.62510532118904
48113001705,TX,113,1705,4767,518,3695,208,28,255,1,3,59,3660,351,2914,146,19,197,1,0,32,NA,61796,92785,NA,37020,16,5,468.3036100478289,628.615685794078
48113001706,TX,113,1706,2833,279,2410,61,11,47,0,4,21,2156,158,1900,40,6,34,0,4,14,NA,61796,92785,NA,37020,16,17,275.8640937877375,370.29929469181207
48113001707,TX,113,1707,2886,279,2454,58,8,59,0,0,28,2336,186,2036,43,4,50,0,0,17,NA,61796,92785,NA,37020,16,17,298.89541887205695,401.2148202226683
48113001708,TX,113,1708,6539,2153,2594,791,18,715,0,10,258,4665,1399,2024,501,10,557,0,6,168,NA,61796,92785,NA,37020,16,17,596.8951751019459,801.2273700080257
48113001709,TX,113,1709,4844,1308,2618,548,13,255,0,5,97,3532,875,2073,328,10,186,0,3,57,NA,61796,92785,NA,37020,16,17,451.92577887675736,606.6313120832468
48113001710,TX,113,1710,4086,670,2487,367,12,477,4,7,62,2933,386,1946,194,10,357,3,3,34,NA,61796,92785,NA,37020,16,5,375.28264706838314,503.75131323334176
48113001711,TX,113,1711,4105,230,3246,158,10,386,1,2,72,2965,151,2373,115,7,275,1,2,41,NA,61796,92785,NA,37020,16,5,379.37710486115105,509.2474066610496
48113001712,TX,113,1712,2830,231,1972,189,2,365,8,2,61,2041,146,1445,126,2,280,5,2,35,NA,61796,92785,NA,37020,16,5,261.14963609497784,350.54770893598726
48113001713,TX,113,1713,2411,85,1913,82,5,289,0,3,34,1753,54,1426,53,4,196,0,0,20,NA,61796,92785,NA,37020,16,5,224.29951596006669,301.0828680866171
48113001714,TX,113,1714,2171,123,1739,44,9,214,0,2,40,1607,75,1325,28,5,149,0,2,23,NA,61796,92785,NA,37020,16,5,205.61855228056314,276.00694182270036
48113001715,TX,113,1715,4293,266,2614,460,15,838,0,3,97,3143,180,1974,300,12,613,0,2,62,NA,61796,92785,NA,37020,16,17,402.15252633342254,539.8194263526741
48113001716,TX,113,1716,4716,884,2791,355,13,556,0,5,112,3438,606,2154,199,8,404,0,4,63,NA,61796,92785,NA,37020,16,17,439.8983091105016,590.4865376393552
48113001717,TX,113,1717,4594,339,2927,414,30,717,6,5,156,3567,223,2401,296,16,533,6,2,90,NA,61796,92785,NA,37020,16,17,456.40409208759723,612.6426642698023
48113001718,TX,113,1718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,19000,92785,NA,37020,16,17,0,0
48113001719,TX,113,1719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,19000,92785,NA,37020,16,17,0,0
48113001720,TX,113,1720,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,NA,19000,92785,NA,37020,16,17,0.12795180602399697,0.1717529196158683
48113001721,TX,113,1721,4140,305,2458,409,20,797,2,7,142,3476,229,2166,317,17,631,2,5,109,NA,61796,92785,NA,37020,16,17,444.7604777394135,597.0131485847583
48113001722,TX,113,1722,2631,91,2004,258,16,223,0,1,38,2059,60,1628,188,8,154,0,1,20,NA,61796,92785,NA,37020,16,17,263.45276860340977,353.63926148907285
48113001723,TX,113,1723,4936,1087,1173,1518,9,889,0,13,247,3553,753,958,997,8,659,0,10,168,NA,19000,92785,NA,37020,16,17,454.6127668032613,610.2381233951802
48113001725,TX,113,1725,6171,965,2499,1923,19,594,3,17,151,5016,699,2160,1519,15,501,3,10,109,NA,19000,92785,NA,37020,16,17,641.8062590163688,861.5126447931955
48113001726,TX,113,1726,3275,434,1328,936,16,467,4,3,87,2499,307,1109,656,9,356,3,2,57,NA,19000,92785,NA,37020,16,17,319.75156325396847,429.2105461200549
48113001800,TX,113,1800,1290,27,1182,24,1,48,0,2,6,1120,24,1034,18,1,36,0,2,5,NA,19000,92785,NA,16230,2,17,143.3060227468766,192.3632699697725
48113001801,TX,113,1801,3667,230,2940,225,14,186,1,3,68,3440,200,2811,193,14,167,1,2,52,NA,19000,92785,NA,16230,2,17,440.15421272254963,590.830043478587
48113001802,TX,113,1802,3940,164,3431,81,5,221,0,5,33,3035,118,2654,66,5,165,0,2,25,NA,19000,92785,NA,37020,2,17,388.3337312828308,521.2701110341603
48113001803,TX,113,1803,2874,130,2493,41,7,158,1,3,41,2147,95,1856,35,5,123,1,0,32,NA,19000,92785,NA,37020,2,17,274.7125275335215,368.75351841526924
48113001804,TX,113,1804,1367,49,1129,31,3,147,0,0,8,1110,29,926,25,3,122,0,0,5,NA,19000,92785,NA,37020,2,17,142.02650468663663,190.64574077361382
48113001805,TX,113,1805,2569,120,2146,52,5,206,1,0,39,2010,84,1710,42,4,147,1,0,22,NA,19000,92785,NA,37020,2,17,257.18313010823397,345.2233684278953
48113001806,TX,113,1806,2217,54,2003,32,13,94,0,1,20,1666,34,1505,21,12,77,0,0,17,NA,19000,92785,NA,37020,2,17,213.16770883597897,286.1403640800366
48113001807,TX,113,1807,3214,224,2706,54,14,155,2,1,58,2436,146,2098,35,9,115,1,1,31,NA,19000,92785,NA,37020,2,17,311.69059947445663,418.39011218425514
48113001808,TX,113,1808,5733,793,3987,420,17,379,4,9,124,5267,633,3780,374,17,357,4,7,95,NA,19000,92785,NA,16230,2,17,673.9221623283921,904.6226276167783
48113001809,TX,113,1809,2480,225,1911,132,18,164,0,2,28,2097,178,1659,103,10,125,0,2,20,NA,19000,92785,NA,37020,2,17,268.31493723232165,360.16587243447583
48113001810,TX,113,1810,2739,374,1905,149,12,208,0,11,80,2145,258,1556,113,8,152,0,7,51,NA,19000,92785,NA,16230,2,17,274.4566239214735,368.41001257603756
48113001811,TX,113,1811,3339,140,2918,80,8,120,1,10,62,2548,98,2252,57,6,84,1,7,43,NA,19000,92785,NA,37020,2,17,326.0212017491443,437.62643918123246
48113001812,TX,113,1812,3764,579,2497,443,11,170,0,19,45,2656,382,1832,262,7,131,0,13,29,NA,19000,92785,NA,37020,2,17,339.839996799736,456.17575449974623
48113001813,TX,113,1813,8518,2739,4257,796,16,553,13,13,131,7285,1955,4055,644,16,489,8,10,108,NA,19000,92785,NA,16230,2,17,932.128906884818,1251.2200194016007
48113001814,TX,113,1814,6328,1516,3425,700,16,519,6,20,126,5560,1174,3222,595,16,431,4,15,103,NA,19000,92785,NA,16230,2,17,711.4120414934232,954.9462330642277
48113001815,TX,113,1815,5194,2346,1805,630,13,278,1,7,114,4114,1620,1634,513,10,248,1,3,85,NA,19000,92785,NA,16230,2,17,526.3937299827236,706.5915112996822
48113001816,TX,113,1816,1505,42,1369,31,6,53,0,0,4,1240,31,1136,23,5,41,0,0,4,NA,19000,92785,NA,37020,2,17,158.66023946975625,212.9736203236767
48113001817,TX,113,1817,3052,533,2108,201,8,148,0,0,54,2259,342,1634,133,7,112,0,0,31,NA,19000,92785,NA,37020,2,17,289.0431298082092,387.9898454122465
48113001818,TX,113,1818,120,24,50,40,3,3,0,0,0,84,14,40,27,1,2,0,0,0,NA,19000,92785,NA,37020,2,17,10.747951706015746,14.427245247732937
48113001819,TX,113,1819,2870,1246,1284,213,15,67,0,9,36,2084,766,1059,162,7,58,0,6,26,NA,19000,92785,NA,37020,2,17,266.6515637540097,357.9330844794696
48113001820,TX,113,1820,5792,3429,1292,752,16,224,8,6,65,4165,2245,1144,519,14,187,6,5,45,NA,19000,92785,NA,37020,16,17,532.9192720899474,715.3509102000914
48113001821,TX,113,1821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,19000,92785,NA,37020,16,17,0,0
48113001822,TX,113,1822,9752,7418,1354,597,7,164,2,4,206,6686,4942,1113,393,4,129,1,4,100,NA,19000,92785,NA,37020,16,17,855.4857750764438,1148.3400205516955
48113002100,TX,113,2100,5050,485,3352,469,15,596,5,18,110,3472,287,2348,308,11,440,2,10,66,NA,29000,92785,NA,37020,16,5,444.24867051531754,596.3261369062948
48113002101,TX,113,2101,4172,188,3326,209,9,364,0,0,76,3145,138,2542,149,4,259,0,0,53,NA,29000,92785,NA,37020,16,5,402.40842994547046,540.1629321919057
48113002102,TX,113,2102,6128,356,4887,382,17,399,0,11,76,4151,223,3361,248,10,279,0,4,26,NA,29000,92785,NA,20340,16,5,531.1279468056115,712.9463693254693
48113002103,TX,113,2103,2458,399,1274,332,14,381,0,2,56,1713,241,958,205,11,268,0,1,29,NA,29000,92785,NA,20340,16,5,219.18144371910685,294.21275130198245
48113002104,TX,113,2104,5096,502,2759,699,24,981,2,12,117,3757,333,2164,468,14,710,2,3,63,NA,29000,92785,NA,20340,16,5,480.7149352321566,645.2757189968172
48113002105,TX,113,2105,3617,513,1933,487,18,585,0,14,67,2641,329,1505,315,16,429,0,10,37,NA,29000,92785,NA,20340,16,5,337.920719709376,453.5994607055082
48113002106,TX,113,2106,4956,429,3157,344,18,908,3,17,80,3954,317,2640,241,14,685,3,11,43,NA,29000,92785,NA,20340,16,5,505.921441018884,679.1110441611432
48113002107,TX,113,2107,6762,1149,4010,589,23,796,11,16,168,4829,685,3047,381,20,587,4,4,101,NA,29000,92785,NA,20340,16,5,617.8792712898814,829.3948488250281
48113002108,TX,113,2108,3895,228,2938,311,17,320,3,0,78,2836,142,2209,206,11,222,2,0,44,NA,29000,92785,NA,20340,16,5,362.8713218840554,487.09128003060255
48113002109,TX,113,2109,1838,247,1366,134,5,63,1,2,20,1413,154,1103,91,2,46,0,2,15,NA,29000,92785,NA,20340,16,5,180.79590191190775,242.68687541722193
48113002110,TX,113,2110,4896,443,2699,767,22,881,1,5,78,3304,271,1887,463,14,628,1,2,38,NA,29000,92785,NA,20340,16,5,422.752767103286,567.4716464108288
48113002111,TX,113,2111,4293,683,2797,494,21,216,1,0,81,2913,408,1983,312,18,150,1,0,41,NA,29000,92785,NA,20340,16,5,372.7236109479032,500.3162548410244
48113002112,TX,113,2112,2668,177,1546,374,5,527,0,6,33,1742,103,1014,224,3,377,0,3,18,NA,29000,92785,NA,20340,16,5,222.89204609380275,299.1935859708426
48113002113,TX,113,2113,9116,2123,4861,1408,59,527,12,23,103,6045,1267,3431,878,38,362,7,7,55,NA,29000,92785,NA,20340,16,5,773.4686674150618,1038.2463990779238
48113002114,TX,113,2114,5221,2249,2322,500,24,59,0,12,55,3397,1292,1743,267,17,43,0,4,31,NA,29000,92785,NA,20340,16,5,434.65228506351775,583.4446679351047
48113002115,TX,113,2115,122,61,47,8,1,2,0,0,3,85,39,37,4,1,2,0,0,2,NA,29000,92785,NA,20340,16,5,10.875903512039743,14.598998167348807
48113002116,TX,113,2116,4019,1074,2282,332,33,250,0,2,46,2834,625,1764,203,18,192,0,2,30,NA,29000,92785,NA,20340,16,5,362.61541827200745,486.74777419137075
48113002117,TX,113,2117,6133,1821,2838,574,20,763,1,1,115,4282,1105,2192,344,18,553,1,1,68,NA,29000,92785,NA,20340,16,5,547.889633394755,735.4460017951482
48113002118,TX,113,2118,6850,1871,2747,904,26,1179,0,11,112,4639,1106,2110,490,20,843,0,4,66,NA,29000,92785,NA,20340,16,5,593.568428145322,796.7617940980131
48113002119,TX,113,2119,2674,464,1494,235,8,373,0,1,99,1916,299,1131,150,7,272,0,1,56,NA,29000,92785,NA,37020,16,17,245.1556603419782,329.0785939840037
48113002120,TX,113,2120,3480,647,1931,289,14,555,6,0,38,2611,385,1569,191,12,426,4,0,24,NA,29000,92785,NA,37020,16,17,334.0821655286561,448.44687311703217
48113002121,TX,113,2121,8764,3796,2818,549,33,1377,1,11,179,6051,2386,2224,303,24,1014,1,4,95,NA,29000,92785,NA,20340,16,17,774.2363782512057,1039.276916595619
48113002122,TX,113,2122,6727,4980,400,247,13,1009,0,3,75,4605,3364,313,159,8,709,0,3,49,NA,29000,92785,NA,20340,16,5,589.2180667405062,790.9221948310736
48113002123,TX,113,2123,744,230,404,92,4,4,1,2,7,556,140,339,62,4,4,1,2,4,NA,29000,92785,NA,20340,16,5,71.14120414934231,95.49462330642278
48113002124,TX,113,2124,6969,3162,1653,1735,24,292,8,8,87,4324,1779,1176,1091,22,203,6,3,44,NA,29000,92785,NA,20340,16,5,553.2636092477629,742.6596244190146
48113002125,TX,113,2125,4211,2675,217,1279,1,10,4,1,24,2673,1554,169,929,0,7,1,0,13,NA,29000,92785,NA,20340,16,5,342.0151775021439,459.09555413321596
48113002126,TX,113,2126,6300,3586,2420,209,21,17,0,5,42,4347,2227,1930,132,18,12,0,3,25,NA,29000,92785,NA,20340,16,5,556.2065007863149,746.6099415701796
48113002127,TX,113,2127,3407,558,2631,110,22,43,0,1,42,2638,339,2158,66,14,35,0,1,25,NA,29000,92785,NA,20340,16,5,337.536864291304,453.0842019466606
48113002128,TX,113,2128,3354,982,2030,224,11,61,0,5,41,2431,584,1628,133,9,54,0,3,20,NA,29000,92785,NA,20340,16,5,311.05084044433664,417.53134758617585
48113002129,TX,113,2129,1046,419,557,50,8,4,0,0,8,716,235,440,29,6,4,0,0,2,NA,29000,92785,NA,20340,16,5,91.61349311318185,122.97509044496171
48113002130,TX,113,2130,1281,261,966,42,1,1,0,1,9,954,165,752,27,1,1,0,1,7,NA,29000,92785,NA,20340,16,5,122.06602294689311,163.85228531353837
48113002131,TX,113,2131,4487,1867,2198,292,26,37,3,4,60,3156,1159,1746,173,16,27,2,1,32,NA,29000,92785,NA,20340,16,5,403.8158998117345,542.0522143076804
48113002132,TX,113,2132,390,25,326,38,0,0,0,0,1,309,20,271,18,0,0,0,0,0,NA,29000,92785,NA,20340,16,5,39.53710806141507,53.071652161303305
48113002133,TX,113,2133,8709,4402,3016,994,30,151,7,1,108,5670,2615,2276,584,26,110,2,1,56,NA,29000,92785,NA,20340,16,5,725.4867401560629,973.8390542219732
48113002134,TX,113,2134,2030,64,1870,38,8,27,0,1,22,1565,46,1452,32,4,21,0,0,10,NA,29000,92785,NA,20340,16,7,200.24457642755527,268.7933191988339
48113002135,TX,113,2135,3292,124,2920,154,13,50,0,2,29,2634,83,2364,116,11,37,0,0,23,NA,29000,92785,NA,20340,16,7,337.025057067208,452.3971902681971
48113002136,TX,113,2136,6000,1264,3418,1061,27,117,3,8,102,4113,786,2568,595,16,88,2,4,54,NA,29000,92785,NA,20340,16,7,526.2657781766995,706.4197583800664
48113002137,TX,113,2137,3672,685,2721,174,17,42,0,8,25,2843,438,2221,119,12,32,0,3,18,NA,29000,92785,NA,20340,16,7,363.7669845262234,488.2935504679136
48113002138,TX,113,2138,8137,3352,3100,1457,18,95,0,7,108,5716,2182,2508,881,14,71,0,2,58,NA,29000,92785,NA,20340,16,5,731.3725232331667,981.7396885243032
48113002139,TX,113,2139,4557,1153,2625,563,27,105,10,1,73,3230,718,2030,331,22,79,4,1,45,NA,29000,92785,NA,20340,16,7,413.28433345751023,554.7619303592546
48113002140,TX,113,2140,4488,654,3189,482,19,81,7,4,52,3238,386,2447,296,14,57,6,2,30,NA,29000,92785,NA,20340,16,7,414.30794790570224,556.1359537161816
48113002141,TX,113,2141,3291,302,2550,249,17,134,1,2,36,2312,189,1845,151,16,90,1,2,18,NA,29000,92785,NA,30390,16,7,295.82457552748104,397.09275015188757
48113002142,TX,113,2142,5832,1269,2753,1389,18,285,0,7,111,3970,776,2145,786,13,195,0,4,51,NA,29000,92785,NA,20340,16,7,507.968669915268,681.8590908749972
