GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,mcd,school,cd_1990,cd_2000,ndv,nrv
21215080100,21,215,0801,7458,7263,39,86,12,9,0,0,49,5430,5295,35,54,12,4,0,0,30,NA,75810,93312,05490,2,6,NA,NA
21215080200,21,215,0802,4308,4114,93,46,14,1,0,0,40,3165,3021,75,34,11,1,0,0,23,NA,75810,93448,05490,2,6,NA,NA
21217980100,21,217,9801,2352,2318,9,10,5,0,0,0,10,1720,1697,9,5,4,0,0,0,5,NA,NA,92224,05520,2,6,NA,NA
21217980200,21,217,9802,2879,2797,41,20,1,2,1,0,17,2180,2122,34,11,0,2,1,0,10,NA,NA,93048,05520,2,6,NA,NA
21217980300,21,217,9803,4325,4020,217,42,7,15,0,1,23,3421,3204,161,31,5,10,0,0,10,NA,12160,90528,00930,2,6,NA,NA
21217980400,21,217,9804,7007,6442,397,60,6,16,3,29,54,5475,5075,287,39,5,13,1,22,33,NA,12160,90528,00930,2,6,NA,NA
21217980500,21,217,9805,6364,5765,486,57,2,6,1,5,42,4766,4341,359,35,2,5,1,3,20,NA,12160,90528,05520,2,6,NA,NA
21219950100,21,219,9501,2919,2871,1,35,1,1,1,0,9,2208,2174,0,26,1,1,1,0,5,NA,NA,91928,05550,1,5,NA,NA
21219950200,21,219,9502,4980,4480,364,95,6,8,0,0,27,3722,3387,259,47,6,6,0,0,17,NA,24400,91144,05550,1,5,NA,NA
21219950300,21,219,9503,2646,1974,580,55,6,4,3,1,23,1820,1359,396,39,6,4,0,1,15,NA,33562,91544,05550,1,5,NA,NA
21219950400,21,219,9504,1426,1287,101,14,4,4,0,3,13,1038,934,81,9,4,2,0,1,7,NA,77592,93504,05550,1,5,NA,NA
21221970100,21,221,9701,2608,2312,239,16,6,5,0,2,28,2038,1826,177,11,4,5,0,0,15,NA,NA,90688,05580,1,5,NA,NA
21221970200,21,221,9702,5760,4670,937,60,5,15,1,4,68,4314,3576,653,39,4,8,1,1,32,NA,11692,90480,05580,1,5,NA,NA
21221970300,21,221,9703,4229,4065,57,37,11,11,0,0,48,3359,3245,40,21,7,7,0,0,39,NA,NA,90488,05580,1,5,NA,NA
21223100100,21,223,1001,3091,3012,7,37,3,2,0,3,27,2332,2279,6,28,3,2,0,2,12,NA,52590,92352,05610,4,2,NA,NA
21223100200,21,223,1002,5034,4886,17,74,25,4,0,2,26,3648,3553,11,43,17,3,0,0,21,NA,04816,90208,05610,4,2,NA,NA
21225950100,21,225,9501,1931,1824,91,4,2,1,0,0,9,1437,1369,62,1,2,1,0,0,2,NA,78492,93536,05640,1,5,NA,NA
21225950200,21,225,9502,8640,6684,1620,191,14,16,0,8,107,6390,5026,1138,132,11,14,0,0,69,NA,53472,92384,05640,1,5,NA,NA
21225950300,21,225,9503,5066,4692,266,49,8,5,0,1,45,3853,3595,195,26,6,4,0,0,27,NA,74316,93384,05640,1,5,NA,NA
21227010100,21,227,0101,2433,1771,326,148,11,110,0,5,62,2217,1657,289,117,10,97,0,5,42,NA,08902,90312,00570,2,6,NA,NA
21227010200,21,227,0102,4107,1691,1696,343,19,230,4,7,117,2895,1279,1162,253,10,125,1,2,63,NA,08902,90312,00570,2,6,NA,NA
21227010300,21,227,0103,3562,2260,606,608,6,22,0,9,51,2589,1727,388,417,6,20,0,3,28,NA,08902,90312,00570,2,6,NA,NA
21227010400,21,227,0104,4231,3510,577,29,3,53,22,3,34,4196,3478,575,29,3,52,22,3,34,NA,08902,90312,00570,2,6,NA,NA
21227010500,21,227,0105,2268,2004,128,60,9,47,4,1,15,1991,1786,92,51,7,41,4,1,9,NA,08902,90312,00570,2,6,NA,NA
21227010600,21,227,0106,3781,3399,223,71,3,41,10,2,32,3149,2877,160,43,3,34,9,1,22,NA,08902,90312,00570,2,6,NA,NA
21227010700,21,227,0107,7395,6261,596,192,10,208,12,7,109,5656,4904,402,133,9,162,11,0,35,NA,08902,90312,05730,2,6,NA,NA
21227010800,21,227,0108,7861,7185,349,83,17,128,1,6,92,5787,5352,238,52,12,84,0,0,49,NA,08902,90312,05730,2,6,NA,NA
21227010900,21,227,0109,3953,3692,135,47,5,30,0,2,42,3245,3057,102,35,5,23,0,2,21,NA,08902,90312,00570,2,6,NA,NA
21227011000,21,227,0110,6601,5259,747,254,14,57,1,22,247,5072,4180,515,166,9,47,0,8,147,NA,08902,90312,05730,2,6,NA,NA
21227011100,21,227,0111,4130,3681,274,54,19,45,0,7,50,3052,2737,209,29,14,32,0,2,29,NA,08902,90312,05730,2,6,NA,NA
21227011200,21,227,0112,3947,2898,789,140,5,52,1,9,53,2946,2276,485,109,5,41,1,0,29,NA,08902,90312,05730,2,6,NA,NA
21227011300,21,227,0113,3390,2983,249,83,10,27,1,0,37,2408,2148,169,53,6,20,1,0,11,NA,08902,90312,05730,2,6,NA,NA
21227011400,21,227,0114,7065,6644,170,97,2,115,0,2,35,5430,5134,119,71,2,85,0,1,18,NA,08902,90312,05730,2,6,NA,NA
21227011500,21,227,0115,5387,5214,82,44,4,18,0,1,24,4006,3888,53,33,4,16,0,1,11,NA,NA,91424,05730,2,6,NA,NA
21227011600,21,227,0116,5223,4665,436,69,12,5,0,5,31,3899,3510,317,40,8,5,0,1,18,NA,71454,93248,05730,2,6,NA,NA
21227011700,21,227,0117,6127,5618,325,69,19,23,0,7,66,4444,4126,210,42,14,20,0,2,30,NA,08902,93608,05730,2,6,NA,NA
21227011800,21,227,0118,5841,5706,26,41,18,4,3,3,40,4317,4224,17,24,17,4,3,0,28,NA,NA,91384,05730,2,6,NA,NA
21227011900,21,227,0119,5220,4935,179,34,8,36,1,1,26,3825,3620,136,25,6,25,1,0,12,NA,84414,93760,05730,2,6,NA,NA
21229980100,21,229,9801,2660,2587,22,30,8,5,0,0,8,1957,1923,4,20,7,2,0,0,1,NA,83424,93728,05760,2,6,NA,NA
21229980200,21,229,9802,6195,5173,785,128,8,26,0,9,66,4662,3952,578,74,4,19,0,4,31,NA,72660,93328,05760,2,6,NA,NA
21229980300,21,229,9803,2061,2026,10,17,1,0,0,0,7,1540,1519,9,9,0,0,0,0,3,NA,49206,93328,05760,2,6,NA,NA
21231980100,21,231,9801,4075,3939,91,16,5,1,0,1,22,3153,3054,67,9,5,1,0,1,16,NA,NA,92344,05790,5,3,NA,NA
21231980200,21,231,9802,5911,5560,139,130,21,17,0,3,41,4431,4180,106,96,17,13,0,2,17,NA,53130,92368,05790,5,3,NA,NA
21231980300,21,231,9803,3920,3775,37,78,1,1,0,2,26,2857,2750,24,65,1,1,0,1,15,NA,53130,92368,05790,5,3,NA,NA
21231980400,21,231,9804,3274,3198,17,41,3,0,0,0,15,2361,2320,2,27,3,0,0,0,9,NA,53130,93792,05790,5,3,NA,NA
21231980500,21,231,9805,1542,1502,3,14,1,0,0,1,21,1149,1121,3,10,1,0,0,0,14,NA,NA,90816,05790,5,3,NA,NA
21231980600,21,231,9806,1201,1182,0,12,0,0,0,0,7,923,911,0,7,0,0,0,0,5,NA,NA,91528,05790,5,3,NA,NA
21233960100,21,233,9601,4566,4324,7,212,5,3,0,0,15,3420,3236,7,163,3,1,0,0,10,NA,69222,93120,05820,1,5,NA,NA
21233960200,21,233,9602,2601,2538,21,15,4,1,0,2,20,1966,1916,20,11,4,1,0,2,12,NA,21682,91056,05820,1,5,NA,NA
21233960300,21,233,9603,2493,2448,19,8,0,2,7,0,9,1921,1893,13,4,0,2,4,0,5,NA,15202,90720,05820,1,5,NA,NA
21233960400,21,233,9604,4460,3773,607,33,6,2,3,2,34,3407,2929,433,20,6,2,2,0,15,NA,63372,92856,04920,1,5,NA,NA
21235980100,21,235,9801,2765,2697,1,22,3,5,1,0,36,2135,2089,1,16,3,3,1,0,22,NA,17362,90832,01320,5,3,NA,NA
21235980200,21,235,9802,3100,3034,1,25,7,12,0,5,16,2316,2270,1,20,4,6,0,5,10,NA,17362,90832,01320,5,3,NA,NA
21235980300,21,235,9803,6251,6136,2,40,16,22,0,5,30,4619,4545,2,25,12,15,0,2,18,NA,17362,90832,05880,5,3,NA,NA
21235980400,21,235,9804,5392,5296,3,36,14,4,0,0,39,3787,3730,2,18,9,1,0,0,27,NA,NA,90952,05880,5,3,NA,NA
21235980500,21,235,9805,5956,5827,16,47,11,6,0,3,46,4397,4307,10,30,9,3,0,1,37,NA,83334,93712,05880,5,3,NA,NA
21235980600,21,235,9806,5280,5047,94,46,12,19,1,1,60,4164,3989,86,29,7,13,1,1,38,NA,83334,93712,05910,5,3,NA,NA
21235980700,21,235,9807,4940,4876,4,23,5,1,1,0,30,3594,3555,3,17,4,1,1,0,13,NA,NA,93096,05880,5,3,NA,NA
21235980800,21,235,9808,2181,2149,1,10,10,1,0,0,10,1608,1583,1,9,7,1,0,0,7,NA,NA,93216,05880,5,3,NA,NA
21237990100,21,237,9901,2165,2150,1,9,1,0,1,0,3,1627,1616,0,6,1,0,1,0,3,NA,NA,91656,05970,5,3,NA,NA
21237990200,21,237,9902,3963,3909,16,14,3,2,0,0,19,2926,2900,3,11,3,1,0,0,8,NA,12358,90544,05970,5,3,NA,NA
21237990300,21,237,9903,937,922,0,13,1,0,0,0,1,681,670,0,10,1,0,0,0,0,NA,NA,92208,05970,5,3,NA,NA
21239050101,21,239,050101,6960,6025,606,210,12,28,1,13,65,5163,4509,456,133,9,18,1,3,34,NA,79482,93568,06000,6,4,NA,NA
21239050102,21,239,050102,8597,7826,435,221,6,23,0,9,77,6324,5789,307,171,4,16,0,1,36,NA,79482,93568,06000,6,4,NA,NA
21239050200,21,239,0502,3402,3256,38,81,3,5,0,0,19,2523,2427,29,51,3,4,0,0,9,NA,46027,93768,06000,6,4,NA,NA
21239050300,21,239,0503,1880,1769,28,67,1,4,0,2,9,1421,1343,24,41,1,2,0,2,8,NA,46027,93568,06000,6,4,NA,NA
21239050400,21,239,0504,2369,2068,149,116,0,7,1,8,20,1886,1649,124,101,0,3,1,3,5,NA,52140,92312,06000,6,4,NA,NA
