GEOID,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,mcd,school,cd_1990,cd_2000,ndv,nrv
2400515-008,MD,005,15-008,5653,33,5177,337,11,33,3,4,55,4357,21,4059,211,10,23,2,2,29,NA,08800,91296,00120,3,7,945.3963252146391,807.6352067265716
2400515-009,MD,005,15-009,1652,14,1548,52,5,6,1,1,25,1332,11,1262,38,5,4,1,1,10,NA,52300,91296,00120,3,7,289.02178223224684,246.9061499563446
2400515-010,MD,005,15-010,4517,65,3931,410,32,23,2,11,43,3141,36,2832,223,18,12,2,6,12,NA,52300,91296,00120,3,7,681.5446081017171,582.2313941538125
2400515-011,MD,005,15-011,6450,153,4808,1257,35,65,3,9,120,4561,87,3658,683,27,53,2,4,47,NA,26600,91296,00120,3,7,989.6609224934516,845.449662125291
2400515-012,MD,005,15-012,2637,37,2485,27,13,45,0,7,23,2110,17,2022,10,10,30,0,5,16,NA,26600,91296,00120,3,7,457.8348051877183,391.12010240832365
2400515-013,MD,005,15-013,2203,13,2127,10,5,24,0,0,24,1692,9,1641,8,4,16,0,0,14,NA,26600,91296,00120,3,7,367.13577743015134,313.6375418364377
2400515-014,MD,005,15-014,1618,29,1541,7,17,4,1,0,19,1264,21,1207,5,11,3,1,0,16,NA,26600,91296,00120,3,7,274.2669164726426,234.3013314901048
2400515-015,MD,005,15-015,3259,45,3016,87,18,40,0,0,53,2549,26,2394,55,10,28,0,0,36,NA,26600,91296,00120,3,7,553.090482665163,472.4953275065483
2400515-016,MD,005,15-016,3795,83,3363,219,19,61,0,10,40,2986,51,2698,148,16,43,0,5,25,NA,26600,91296,00120,3,7,647.9121935026193,553.4998226498836
2400515-017,MD,005,15-017,10544,407,4634,5022,57,154,5,16,249,7302,262,3601,3132,38,126,5,7,131,NA,26600,91296,00120,3,7,1584.412202597497,1353.5350653012224
2400515-018,MD,005,15-018,3767,72,2897,685,19,29,5,7,53,2774,46,2258,400,13,21,4,5,27,NA,26600,91296,00120,3,7,601.9117296638533,514.2024474316065
2400515-019,MD,005,15-019,5723,54,4762,793,19,35,0,11,49,4414,40,3824,486,13,24,0,2,25,NA,26600,91296,00120,3,7,957.7643744543072,818.2010104409196
2400515-020,MD,005,15-020,6293,45,5967,164,37,29,2,4,45,4790,29,4550,127,27,27,2,2,26,NA,23975,91296,00120,3,7,1039.3501027721188,887.8982419601281
2400515-021,MD,005,15-021,5764,41,5238,419,14,9,14,1,28,4496,26,4101,325,14,9,3,1,17,NA,24950,91296,00120,3,7,975.55700669383,833.4009385913853
2400515-022,MD,005,15-022,3688,21,3552,68,2,19,3,2,21,2835,13,2735,53,2,12,2,2,16,NA,24950,91296,00120,3,7,615.1477121834982,525.5097110557334
24005ZZZZZZ,MD,005,ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,23975,91296,00120,3,4,0,0
2400901-001,MD,009,01-001,2198,20,1926,210,2,10,0,2,28,1822,13,1624,155,0,10,0,1,19,NA,73325,90016,00150,6,3,239.18803207191422,211.7402251128421
2400901-002,MD,009,01-002,3781,56,2702,931,14,24,4,4,46,2579,31,1888,610,12,16,4,2,16,NA,48800,90016,00150,6,3,338.56527701068427,299.7135239110976
2400901-003,MD,009,01-003,4407,70,3863,381,14,25,1,2,51,3134,43,2790,243,10,20,1,0,27,NA,12305,90016,00150,6,3,411.424419601196,364.21178128630464
2400901-004,MD,009,01-004,5442,108,4332,893,17,45,4,2,41,3841,82,3026,666,15,28,4,1,19,NA,69675,90016,00150,6,3,504.2377778201002,446.3744262669739
2400901-005,MD,009,01-005,7583,205,6233,937,27,58,5,13,105,4816,104,4027,575,20,43,4,0,43,NA,16062,90016,00150,6,3,632.2335688574856,559.6821757099053
2400901-006,MD,009,01-006,6170,139,5161,691,18,63,1,7,90,4302,81,3664,461,13,48,1,2,32,NA,16062,90016,00150,6,3,564.756813377264,499.948654465119
2400902-001,MD,009,02-001,3984,36,3030,850,8,28,0,1,31,2999,25,2244,682,8,22,0,1,17,NA,63950,90108,00150,6,3,393.70192545755805,348.5230159788219
2400902-002,MD,009,02-002,5405,77,4118,1065,14,81,0,6,44,3725,50,2852,741,9,51,0,1,21,NA,63950,90108,00150,6,3,489.00956063001126,432.89370941017387
2400902-003,MD,009,02-003,3782,38,3430,227,7,30,0,6,44,2689,27,2450,164,7,21,0,2,18,NA,41037,90108,00150,6,3,353.0058277943893,312.49696230978725
2400902-004,MD,009,02-004,4286,60,3568,555,6,45,4,5,43,2937,39,2420,413,5,32,4,2,22,NA,41037,90108,00150,6,3,385.5627059249243,341.31780524501494
2400902-005,MD,009,02-005,4841,63,4307,363,16,49,0,0,43,3494,39,3099,284,10,39,0,0,23,NA,41037,90108,00150,6,3,458.6844039842307,406.04848877292557
2400903-001,MD,009,03-001,5060,84,4527,284,29,50,0,5,81,3682,52,3335,192,23,38,0,2,40,NA,15925,90200,00150,6,3,483.36461805092654,427.89654712704976
2400903-002,MD,009,03-002,5258,79,3712,1346,13,27,1,6,74,3734,41,2652,971,12,22,0,2,34,NA,15925,90200,00150,6,3,490.1910602395871,433.93962709733944
2400903-003,MD,009,03-003,5489,32,5010,322,14,57,1,4,49,4018,24,3667,245,13,42,1,1,25,NA,24062,90200,00150,6,3,527.4739368084255,466.9441407812291
2400903-004,MD,009,03-004,6877,68,5975,673,15,55,0,10,81,4735,41,4086,516,14,36,0,3,39,NA,59375,90200,00150,6,3,621.6000723713029,550.2689165254156
24009ZZZZZZ,MD,009,ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,16062,90016,00150,6,3,0,0
2401101-001,MD,011,01-001,1329,56,1125,123,5,2,0,0,18,946,33,821,80,2,2,0,0,8,NA,33950,90020,00180,2,6,96.45152480655439,101.18798361401912
2401101-002,MD,011,01-002,1745,404,1223,71,18,11,0,3,15,1251,288,884,51,11,8,0,3,6,NA,51025,90020,00180,2,6,127.5484751934456,133.81201638598088
2401102-001,MD,011,02-001,5072,78,4490,405,18,34,0,3,44,3629,45,3258,267,16,20,0,0,23,NA,35200,90112,00180,2,6,439.08856088560884,563.1328413284133
2401103-001,MD,011,03-001,5728,73,4706,856,2,23,0,6,62,4366,49,3654,612,2,17,0,2,30,NA,22725,90204,00180,2,6,528.261409982521,677.4973781316761
2401104-001,MD,011,04-001,3831,8,3112,639,15,28,0,2,27,2862,5,2345,470,14,14,0,0,14,NA,63825,90296,00180,2,6,361,475
2401105-001,MD,011,05-001,4696,68,3235,1267,12,27,1,3,83,3366,44,2417,833,9,16,1,0,46,NA,27900,90388,00180,2,6,440,541
2401106-001,MD,011,06-001,2108,15,1857,202,2,13,0,0,19,1576,10,1389,158,2,9,0,0,8,NA,39175,90480,00180,2,6,185,241
2401107-001,MD,011,07-001,3231,73,2506,588,7,25,0,4,28,2303,43,1824,400,3,19,0,4,10,NA,66000,90572,00180,2,6,278.65002913187027,357.36978053991066
2401108-001,MD,011,08-001,2032,14,1775,217,5,0,0,0,21,1495,8,1314,153,5,0,0,0,15,NA,NA,90664,00180,2,6,132,195
24011ZZZZZZ,MD,011,ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,22725,90480,00180,2,6,0,0
2401301-001,MD,013,01-001,5441,73,5195,91,7,25,0,5,45,3654,39,3532,45,5,21,0,0,12,NA,76725,90024,00210,7,4,5497.369171695009,5462.626439934175
2401301-002,MD,013,01-002,2426,25,2363,18,2,5,0,5,8,1815,10,1780,12,2,4,0,2,5,NA,76725,90024,00210,7,4,2730.6308283049916,2713.3735600658256
2401302-001,MD,013,02-001,1851,7,1818,4,4,9,0,0,9,1339,4,1316,4,2,4,0,0,9,NA,NA,90116,00210,7,4,168.44520446096655,235.34542750929367
2401302-002,MD,013,02-002,2337,21,2284,2,5,12,2,3,8,1722,16,1684,1,3,9,0,2,7,NA,NA,90116,00210,7,4,216.62631970260222,302.66230483271374
2401303-001,MD,013,03-001,5385,36,5240,41,17,21,1,0,29,3995,22,3885,36,14,14,1,0,23,NA,NA,90208,00210,7,4,2987,3358
2401304-001,MD,013,04-001,4748,40,4570,41,9,43,1,11,33,3505,28,3377,33,8,31,1,2,25,NA,NA,90300,00210,7,4,528.5153151632774,718.6861868196776
2401304-002,MD,013,04-002,4813,38,4675,43,7,22,0,3,25,3487,25,3403,28,6,14,0,0,11,NA,25575,90300,00210,7,4,525.8011138300565,714.995359041431
2401304-003,MD,013,04-003,2789,11,2715,23,1,14,0,9,16,2080,7,2040,15,1,9,0,0,8,NA,NA,90300,00210,7,4,313.641042949962,426.49565437515815
2401304-004,MD,013,04-004,3979,14,3891,14,9,28,0,12,11,2779,11,2723,12,5,16,0,3,9,NA,NA,90300,00210,7,4,419.04252805670404,569.822799763733
2401305-001,MD,013,05-001,5081,58,4685,208,8,71,0,0,51,3634,32,3368,155,7,41,0,0,31,NA,76550,90392,00210,7,4,419.0321944809461,513.1453131844065
2401305-002,MD,013,05-002,5560,47,5115,281,15,59,0,1,42,3810,32,3499,207,9,44,0,1,18,NA,25575,90392,00210,7,4,439.326544021025,537.9977003942181
2401305-003,MD,013,05-003,3417,18,3301,38,3,22,0,6,29,2447,11,2377,26,1,14,0,4,14,NA,25575,90392,00210,7,4,282.1606438896189,345.5329062636881
2401305-004,MD,013,05-004,6508,115,5937,295,20,91,2,2,46,4542,93,4088,253,16,64,1,0,27,NA,25575,90392,00210,7,4,523.7325886990801,641.361038107753
2401305-005,MD,013,05-005,2852,39,2665,85,4,39,0,2,18,2053,20,1955,35,4,28,0,2,9,NA,25575,90392,00210,7,4,236.72897503285154,289.8974485326325
2401305-006,MD,013,05-006,2645,29,2505,61,4,20,1,2,23,1778,16,1691,46,3,12,0,0,10,NA,25575,90392,00210,7,4,205.01905387647832,251.0655935173018
2401306-001,MD,013,06-001,2653,10,2589,15,12,8,0,3,16,1947,8,1906,14,7,3,0,2,7,NA,49950,90484,00210,7,4,247.8693340794628,309.70047565752657
2401306-002,MD,013,06-002,4134,18,4050,20,8,8,1,13,16,2979,15,2924,15,6,3,1,6,9,NA,49950,90484,00210,7,4,379.25153889199777,473.85604364857306
2401306-003,MD,013,06-003,2421,18,2324,54,6,4,3,0,12,1784,12,1717,43,2,3,2,0,5,NA,49950,90484,00210,7,4,227.11807498601007,283.7728035814214
2401306-004,MD,013,06-004,2740,12,2662,20,8,15,1,0,22,2013,6,1969,10,5,14,1,0,8,NA,49950,90484,00210,7,4,256.2716843872412,320.19879686625626
2401307-001,MD,013,07-001,2631,34,2458,91,13,15,0,1,19,2077,24,1941,77,13,12,0,0,10,NA,83100,90576,00210,7,4,264.4194180190263,330.37898712926693
2401307-002,MD,013,07-002,4704,66,4384,163,18,34,3,0,36,3419,47,3208,106,13,26,3,0,16,NA,83100,90576,00210,7,4,435.2672076105204,543.8448517067711
2401307-003,MD,013,07-003,4515,110,3920,339,15,71,0,8,52,3460,76,3047,244,9,54,0,2,28,NA,83100,90576,00210,7,4,440.4868494683828,550.3665360940123
2401307-004,MD,013,07-004,2846,18,2702,77,10,20,0,1,18,2175,16,2082,49,6,15,0,1,6,NA,83100,90576,00210,7,4,276.8956351426973,345.96740346950196
2401307-005,MD,013,07-005,5158,87,4745,229,9,48,3,2,35,4113,60,3818,171,7,37,2,2,16,NA,83100,90576,00210,7,4,523.6191941801902,654.2362898712927
2401307-006,MD,013,07-006,3109,22,3008,41,4,19,0,1,14,2449,12,2379,35,2,10,0,1,10,NA,83100,90576,00210,7,4,311.7781197537773,389.5513430330162
2401307-007,MD,013,07-007,4295,43,4078,52,6,73,0,7,36,3068,30,2935,40,4,43,0,1,15,NA,83100,90576,00210,7,4,390.58198097369893,488.0128707330722
2401307-008,MD,013,07-008,2344,3,2212,83,4,22,4,4,12,1694,3,1598,63,3,17,1,4,5,NA,NA,90576,00210,7,4,215.66032456631226,269.45691102406266
2401307-009,MD,013,07-009,3653,54,3359,134,7,64,2,0,33,2452,40,2271,83,4,40,1,0,13,NA,83100,90576,00210,7,4,312.1600447677672,390.0285394515949
2401308-001,MD,013,08-001,2604,11,2534,18,2,20,0,0,19,1913,5,1872,13,2,11,0,0,10,NA,36500,90668,00210,7,4,243.54085058757693,304.29224958030215
2401308-002,MD,013,08-002,3974,36,3887,18,1,11,0,0,21,2849,24,2787,16,1,8,0,0,13,NA,36500,90668,00210,7,4,362.7014549524343,453.1775321768327
2401308-003,MD,013,08-003,2879,22,2809,15,1,21,0,5,6,2044,14,1997,14,1,13,0,1,4,NA,36500,90668,00210,7,4,260.2182428651371,325.12982652490206
2401308-004,MD,013,08-004,3654,38,3532,33,3,22,3,3,20,2452,20,2387,18,3,8,3,3,10,NA,36500,90668,00210,7,4,312.1600447677672,390.0285394515949
2401309-001,MD,013,09-001,4370,25,4200,97,11,21,0,0,16,3191,16,3058,81,9,16,0,0,11,NA,NA,90760,00210,7,4,227.53055878928987,299.0401629802095
2401309-002,MD,013,09-002,3085,28,2960,52,10,13,0,1,21,2160,19,2083,35,5,9,0,1,8,NA,NA,90760,00210,7,4,154.0162980209546,202.42142025611176
2401310-001,MD,013,10-001,1442,15,1360,61,1,3,0,0,2,1039,9,1009,18,1,1,0,0,1,NA,NA,90852,00210,7,4,130.70542750929368,182.61680297397768
2401311-001,MD,013,11-001,2405,20,2287,72,7,6,0,0,13,1688,10,1609,47,7,5,0,0,10,NA,55925,90940,00210,7,4,212.34914498141265,296.68639405204465
2401311-002,MD,013,11-002,1254,9,1211,26,1,2,0,1,4,937,4,905,22,1,2,0,1,2,NA,55925,90940,00210,7,4,117.8739033457249,164.68907063197025
2401312-001,MD,013,12-001,1516,7,1392,92,6,2,0,0,17,1098,5,1002,78,6,1,0,0,6,NA,79350,91032,00210,7,4,635,635
2401313-001,MD,013,13-001,3805,50,3585,83,11,34,1,6,35,2683,37,2535,60,8,21,1,3,18,NA,53875,91124,00210,7,4,191.308207217695,251.43364377182772
2401313-002,MD,013,13-002,3259,30,3097,87,6,25,0,3,11,2274,20,2160,69,6,15,0,0,4,NA,53875,91124,00210,7,4,162.14493597206055,213.104772991851
2401314-001,MD,013,14-001,3504,38,3368,55,4,13,0,5,21,2531,24,2437,42,4,12,0,1,11,NA,25575,91216,00210,7,4,381.10081550644134,508.832407516842
2401314-002,MD,013,14-002,4865,58,4643,93,13,31,0,3,24,3552,37,3404,70,7,21,0,2,11,NA,25575,91216,00210,7,4,534.836071386361,714.0943150927786
2401314-003,MD,013,14-003,3246,36,3140,35,2,18,0,2,13,2378,23,2307,26,2,16,0,0,4,NA,25575,91216,00210,7,4,358.06311310719775,478.0732773903794
24013ZZZZZZ,MD,013,ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,25575,90392,00210,7,4,0,0
2401501-001,MD,015,01-001,3933,46,3605,240,1,15,0,2,24,3024,30,2787,184,1,8,0,2,12,NA,14325,90028,00240,2,6,411.8471326700543,372.85110380460316
2401502-001,MD,015,02-001,2730,38,2570,80,3,7,0,5,27,2064,28,1952,55,3,7,0,3,16,NA,15950,90120,00240,2,6,281.10201118749734,254.485674025364
2401502-002,MD,015,02-002,2621,19,2496,61,8,18,1,0,18,1917,13,1830,44,5,12,1,0,12,NA,15950,90120,00240,2,6,261.0816644604808,236.36096759041803
2401503-001,MD,015,03-001,13207,338,11321,1099,29,200,4,10,206,9617,182,8427,741,21,147,3,2,94,NA,25800,90212,00240,2,6,1309.7664930184892,1185.7503522780648
2401503-002,MD,015,03-002,9316,185,8585,311,39,56,3,4,133,6608,114,6162,200,27,42,1,1,61,NA,25800,90212,00240,2,6,899.9622528716001,814.7487083137624
2401504-001,MD,015,04-001,6165,74,5928,74,10,40,0,5,34,4509,42,4344,63,9,26,0,3,22,NA,NA,90304,00240,2,6,661.4458398744114,788.072213500785
2401504-002,MD,015,04-002,1917,106,1333,396,10,27,0,4,41,1224,66,881,238,5,17,0,2,15,NA,NA,90304,00240,2,6,179.5541601255887,213.92778649921507
2401505-001,MD,015,05-001,14208,179,13502,260,47,94,3,11,112,10175,108,9713,172,32,78,3,5,64,NA,56450,90396,00240,2,6,1385.7620948802255,1254.5502583372477
2401505-002,MD,015,05-002,4480,38,4270,75,11,24,1,1,60,3279,28,3130,53,10,16,1,1,40,NA,15400,90396,00240,2,6,446.5763055638584,404.29192108971347
2401506-001,MD,015,06-001,9102,59,8871,68,30,28,1,1,44,6516,30,6370,46,22,21,1,1,25,NA,66275,90488,00240,2,6,844,1002
2401507-001,MD,015,07-001,4050,42,3684,242,20,20,0,3,39,2866,24,2615,179,13,14,0,1,20,NA,63075,90580,00240,2,6,390.3286647593834,353.37012682010334
2401507-002,MD,015,07-002,6275,128,5655,357,22,43,1,4,65,4684,66,4263,265,16,37,1,2,34,NA,61150,90580,00240,2,6,637.9272385669755,577.5246594645373
2401508-001,MD,015,08-001,3667,17,3566,31,16,6,0,6,25,2604,9,2538,28,12,3,0,3,11,NA,NA,90672,00240,2,6,354.6461420214356,321.066228276186
2401509-001,MD,015,09-001,4280,37,4160,27,10,12,9,1,24,3075,23,2999,19,7,9,8,0,10,NA,NA,90764,00240,2,6,365,503
24015ZZZZZZ,MD,015,ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,15950,90120,00240,2,6,0,0
2401701-001,MD,017,01-001,6405,85,4634,1484,28,100,3,6,65,4761,61,3537,1049,18,71,1,3,21,NA,45750,90032,00270,6,3,803.2089084443373,596.8826472183714
2401701-002,MD,017,01-002,5604,99,4602,731,51,55,0,8,58,4207,73,3473,543,39,46,0,5,28,NA,45750,90032,00270,6,3,709.7458260502683,527.4281236815141
2401702-001,MD,017,02-001,1912,18,1536,299,12,8,2,6,31,1416,12,1125,235,12,7,2,3,20,NA,NA,90124,00270,6,3,238.88758965704298,177.52275329998193
2401703-001,MD,017,03-001,3157,26,2018,1053,25,9,1,1,24,2318,20,1507,745,23,8,1,1,13,NA,NA,90216,00270,6,3,391.06033391597856,290.6057501054789
2401704-001,MD,017,04-001,4740,50,4160,434,10,32,2,11,41,3332,29,2902,337,7,27,2,4,24,NA,15475,90308,00270,6,3,562.1281417636068,417.73009462961846
2401705-001,MD,017,05-001,3682,32,2941,626,27,28,0,3,25,2815,20,2276,460,24,21,0,2,12,NA,NA,90400,00270,6,3,474.90717859080223,352.9142306069556
2401706-001,MD,017,06-001,2985,50,2460,349,29,44,7,4,42,2262,32,1891,253,25,29,6,4,22,NA,06615,90492,00270,6,3,250.20870815172032,229.54590559213577
2401706-002,MD,017,06-002,3379,45,2449,795,11,26,2,2,49,2510,27,1894,538,10,17,1,0,23,NA,45750,90492,00270,6,3,277.64096262635627,254.71274227951403
2401706-003,MD,017,06-003,5652,124,3974,1244,31,158,7,4,110,3986,73,2864,853,27,114,4,1,50,NA,06615,90492,00270,6,3,440.90712232217385,404.49601224149126
2401706-004,MD,017,06-004,5245,226,3411,1267,24,176,2,10,129,3653,130,2440,854,23,138,2,5,61,NA,69350,90492,00270,6,3,404.072683854215,370.7034452378744
2401706-005,MD,017,06-005,3370,64,1524,1625,12,60,0,8,77,2230,45,1097,996,8,42,0,4,38,NA,81175,90492,00270,6,3,246.6690624130576,226.29857182602245
2401706-006,MD,017,06-006,5341,139,3585,1403,27,61,2,12,112,3833,87,2643,978,18,51,2,5,49,NA,69350,90492,00270,6,3,423.9831911341927,388.9696976722619
2401706-007,MD,017,06-007,5256,140,2849,1956,56,77,2,9,167,3534,82,2095,1186,34,56,2,3,76,NA,69350,90492,00270,6,3,390.909626263563,358.6274227951405
2401706-008,MD,017,06-008,5580,190,3467,1634,31,140,5,13,100,3814,114,2477,1051,21,103,3,4,41,NA,69350,90492,00270,6,3,421.8815264768617,387.0415932486321
2401706-009,MD,017,06-009,4116,104,2413,1385,23,84,2,2,103,2827,60,1803,849,17,56,2,0,40,NA,69350,90492,00270,6,3,312.70557822498375,286.88164240007416
2401706-010,MD,017,06-010,7839,318,5127,1855,67,255,6,10,201,5143,202,3493,1142,47,172,5,4,78,NA,69350,90492,00270,6,3,568.8874385606974,521.9074237225262
2401706-011,MD,017,06-011,3768,144,2195,1147,7,164,0,18,93,2525,92,1537,733,5,118,0,6,34,NA,81175,90492,00270,6,3,279.30017156635444,256.23492998237964
2401706-012,MD,017,06-012,5797,169,2955,2295,45,117,0,8,208,3984,115,2160,1493,31,89,0,5,91,NA,81175,90492,00270,6,3,440.68589446350734,404.29305388110913
2401706-013,MD,017,06-013,4194,153,2748,1063,20,121,3,4,82,2831,82,1924,688,16,76,2,2,41,NA,81175,90492,00270,6,3,313.1480339423166,287.28755912083835
2401707-001,MD,017,07-001,4818,110,3043,1526,18,47,9,5,60,3450,70,2338,968,14,28,6,2,24,NA,10925,90584,00270,6,3,582.0354409016937,432.523657404617
2401707-002,MD,017,07-002,3422,58,1869,1295,58,49,1,11,81,2293,37,1353,796,35,32,1,4,35,NA,41500,90584,00270,6,3,386.84268579350254,287.4715207039962
2401707-003,MD,017,07-003,3619,67,1955,1398,94,44,1,8,52,2723,36,1532,1014,69,36,1,7,28,NA,10925,90584,00270,6,3,459.3862335000904,341.38026640949914
2401708-001,MD,017,08-001,4183,51,3273,745,20,49,1,2,42,3201,28,2509,588,16,31,1,2,26,NA,40700,90676,00270,6,3,619.4190585533869,493.79793340987374
2401708-002,MD,017,08-002,2739,48,1998,591,17,40,2,3,40,2050,29,1520,434,14,36,0,0,17,NA,81175,90676,00270,6,3,396.69136833315935,316.24047594196844
2401708-003,MD,017,08-003,2987,70,2167,569,11,77,0,3,90,2273,45,1723,397,9,60,0,1,38,NA,81175,90676,00270,6,3,439.84364888842504,350.6412691785826
2401708-004,MD,017,08-004,2726,36,2201,392,16,43,2,5,31,2057,25,1665,296,13,34,2,2,20,NA,69350,90676,00270,6,3,398.04592422502867,317.32032146957516
2401709-001,MD,017,09-001,4784,62,3614,911,38,82,2,11,64,3418,40,2599,648,30,51,2,4,44,NA,40700,90768,00270,6,3,576.6368513049243,428.51184377071905
2401710-001,MD,017,10-001,3246,44,1943,1131,50,23,2,12,41,2449,25,1495,831,41,15,2,7,33,NA,63375,90860,00270,6,3,413.16081007775296,307.0291121692484
24017ZZZZZZ,MD,017,ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,41500,90400,00270,5,3,0,0
2401901-001,MD,019,01-001,1881,17,1694,142,0,13,0,0,15,1436,9,1295,114,0,7,0,0,11,NA,31250,90036,00300,2,6,251.39505736981465,278.2012356575463
2401902-001,MD,019,02-001,1553,25,1464,47,1,13,0,0,3,1212,12,1157,32,1,9,0,0,1,NA,70900,90128,00300,2,6,212.18022947925863,234.80494263018537
2401902-002,MD,019,02-002,680,10,395,272,1,1,0,0,1,501,6,287,206,1,1,0,0,0,NA,24450,90128,00300,2,6,87.70816416593117,97.06045895851722
2401903-001,MD,019,03-001,383,2,328,42,1,5,0,0,5,300,1,259,33,1,4,0,0,2,NA,80600,90220,00300,2,6,52.51985878199471,58.12003530450133
2401903-002,MD,019,03-002,450,5,149,294,0,1,0,0,1,348,5,112,229,0,1,0,0,1,NA,80600,90220,00300,2,6,60.92303618711386,67.41924095322153
2401903-003,MD,019,03-003,75,0,66,6,0,1,0,0,2,52,0,46,4,0,1,0,0,1,NA,80600,90220,00300,2,6,9.103442188879082,10.07413945278023
2401904-001,MD,019,04-001,270,0,237,28,5,0,0,0,0,215,0,184,28,3,0,0,0,0,NA,NA,90312,00300,2,6,37.63923212709621,41.65269196822595
2401905-001,MD,019,05-001,402,4,364,26,5,0,0,3,0,325,4,294,22,3,0,0,2,0,NA,NA,90404,00300,2,6,56.89651368049426,62.96337157987643
2401906-001,MD,019,06-001,587,15,565,3,0,2,0,0,2,485,14,466,3,0,2,0,0,0,NA,NA,90496,00300,2,6,84.90710503089143,93.96072374227714
2401907-001,MD,019,07-001,2485,63,1843,526,3,20,0,0,30,1933,41,1538,324,3,17,0,0,10,NA,12400,90588,00300,2,6,338.40295675198587,374.4867608120035
2401907-002,MD,019,07-002,4777,40,688,3997,10,16,0,2,24,3358,24,557,2748,7,10,0,1,11,NA,12400,90588,00300,2,6,587.8722859664607,650.5569285083848
2401907-003,MD,019,07-003,641,6,566,45,4,9,0,0,11,528,5,475,34,2,8,0,0,4,NA,12400,90588,00300,2,6,92.43495145631069,102.29126213592234
2401907-004,MD,019,07-004,525,18,295,198,1,8,0,0,5,447,18,243,174,1,8,0,0,3,NA,12400,90588,00300,2,6,78.25458958517211,86.59885260370697
2401907-005,MD,019,07-005,422,10,259,144,1,3,0,0,5,346,8,229,103,1,2,0,0,3,NA,12400,90588,00300,2,6,60.5729037952339,67.03177405119153
2401907-006,MD,019,07-006,3581,32,3157,344,3,32,1,1,11,2931,17,2623,261,3,23,1,0,3,NA,12400,90588,00300,2,6,513.1190203000882,567.8327449249779
2401907-007,MD,019,07-007,651,12,332,296,0,4,0,0,7,464,9,266,182,0,4,0,0,3,NA,12400,90588,00300,2,6,81.23071491615181,89.89232127096204
2401907-008,MD,019,07-008,114,0,108,2,0,0,0,0,4,84,0,81,2,0,0,0,0,1,NA,12400,90588,00300,2,6,14.705560458958518,16.27360988526037
2401907-009,MD,019,07-009,65,0,23,42,0,0,0,0,0,40,0,16,24,0,0,0,0,0,NA,12400,90588,00300,2,6,7.002647837599294,7.749338040600176
2401907-010,MD,019,07-010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,12400,90588,00300,2,6,0,0
2401908-001,MD,019,08-001,934,4,901,18,4,4,0,0,3,793,3,765,15,3,4,0,0,3,NA,NA,90680,00300,2,6,138.827493380406,153.6306266548985
2401909-001,MD,019,09-001,615,2,553,54,3,1,0,0,2,490,2,434,49,3,1,0,0,1,NA,17050,90772,00300,2,6,85.78243601059135,94.92939099735216
2401910-001,MD,019,10-001,479,0,463,12,0,1,0,0,3,401,0,388,11,0,1,0,0,1,NA,NA,90864,00300,2,6,70.20154457193293,77.68711385701677
2401911-001,MD,019,11-001,57,0,57,0,0,0,0,0,0,44,0,44,0,0,0,0,0,0,NA,NA,90952,00300,2,6,7.702912621359223,8.524271844660193
2401911-002,MD,019,11-002,28,0,19,7,0,0,0,0,2,21,0,14,7,0,0,0,0,0,NA,NA,90952,00300,2,6,3.6763901147396294,4.068402471315093
2401912-001,MD,019,12-001,527,3,370,145,0,1,0,0,8,388,3,275,104,0,1,0,0,5,NA,27900,91044,00300,2,6,28.324449594438008,30.122827346465815
2401912-002,MD,019,12-002,653,9,237,402,0,0,0,0,5,475,8,172,292,0,0,0,0,3,NA,NA,91044,00300,2,6,34.67555040556199,36.87717265353418
2401913-001,MD,019,13-001,161,0,149,8,2,0,0,0,2,124,0,112,8,2,0,0,0,2,NA,NA,91136,00300,2,6,21.70820829655781,24.022947925860546
2401913-002,MD,019,13-002,303,0,189,112,0,1,0,0,1,254,0,154,98,0,1,0,0,1,NA,NA,91136,00300,2,6,44.466813768755515,49.208296557811124
2401914-001,MD,019,14-001,2068,30,1906,97,6,13,0,0,16,1630,17,1524,70,3,7,0,0,9,NA,12400,91228,00300,2,6,285.35789938217124,315.7855251544572
2401914-002,MD,019,14-002,516,1,457,45,5,6,0,0,2,405,1,356,39,2,5,0,0,2,NA,12400,91228,00300,2,6,70.90180935569285,78.46204766107678
2401914-003,MD,019,14-003,114,1,64,49,0,0,0,0,0,91,1,52,38,0,0,0,0,0,NA,NA,91228,00300,2,6,15.931023830538393,17.629744042365402
