GEOID,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,mcd,school,shd,ssd,cd_1990,cd_2000,ndv,nrv
35001000405,NM,001,405,1092,300,678,52,41,10,0,0,11,855,197,574,38,29,10,0,0,7,NA,02000,90060,00060,030,015,1,3,139.55166266497937,166.04967304851584
35001000406,NM,001,406,529,113,366,13,18,6,0,0,13,475,92,340,11,14,6,0,0,12,NA,02000,90060,00060,030,015,1,3,77.5287014805441,92.24981836028658
35001000407,NM,001,407,1262,314,826,50,24,28,2,0,18,1010,226,696,37,15,25,2,0,9,NA,02000,90060,00060,027,021,1,3,164.8505020954727,196.15224535555672
35001000408,NM,001,408,1007,207,725,16,15,21,0,0,23,857,162,636,13,14,14,0,0,18,NA,02000,90060,00060,030,015,1,3,139.8780993027922,166.43809333634863
35001000409,NM,001,409,2149,706,1186,67,70,62,2,7,49,1829,575,1060,50,61,48,2,4,29,NA,02000,90060,00060,027,015,1,3,298.52630527982143,355.21035322308245
35001000410,NM,001,410,1181,342,742,24,52,1,1,0,19,976,229,685,17,37,1,1,0,6,NA,02000,90060,00060,027,010,1,3,159.30107925265483,189.54910046239937
35001000411,NM,001,411,1299,348,796,44,64,15,1,0,31,1168,303,733,40,52,15,1,0,24,NA,02000,90060,00060,030,015,1,3,190.6389964826853,226.8374480943468
35001000412,NM,001,412,324,76,231,8,1,3,0,0,5,263,54,195,7,1,1,0,0,5,NA,02000,90060,00060,030,015,1,3,42.92641787238547,51.07726785001131
35001000413,NM,001,413,1701,565,946,49,85,27,0,1,28,1472,452,868,40,72,20,0,1,19,NA,02000,90060,00060,026,015,1,3,240.2573654302335,285.8773318449302
35001000414,NM,001,414,545,121,349,3,12,47,0,0,13,435,79,295,3,8,39,0,0,11,NA,02000,90060,00060,024,018,1,3,70.99996872428777,84.48141260363087
35001000415,NM,001,415,498,93,332,11,2,54,0,1,5,398,71,277,4,2,40,0,1,3,NA,02000,90060,00060,024,018,1,3,64.96089092475064,77.29563727872434
35001000416,NM,001,416,754,207,469,37,26,3,0,0,12,580,151,371,29,20,3,0,0,6,NA,02000,90060,00060,026,018,1,3,94.666624965717,112.64188347150782
