GEOID,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,mcd,DISTRICT.x,DISTRICT.y,school,ssd,cd_1990,cd_2000,ndv,nrv
311550000W3,NE,155,W3,1327,16,1282,4,9,5,0,0,11,913,12,886,1,6,4,0,0,4,NA,50965,50965,NA,NA,78210,23,2,3,179.83333333333334,259.375
311550000W5,NE,155,W5,1143,8,1120,1,3,6,0,0,5,826,5,815,0,2,3,0,0,1,NA,50965,50965,NA,NA,78210,23,2,3,162.69696969696972,234.65909090909093
3115500010P,NE,155,10P,2015,17,1953,3,11,6,0,0,25,1369,13,1335,1,7,3,0,0,10,NA,54115,49810,10290,NA,79080,21,2,3,47,65
3115500011P,NE,155,11P,859,6,846,0,4,0,0,0,3,607,2,601,0,2,0,0,0,2,NA,52540,08850,63410,NA,00003,21,2,3,46,48
3115500012P,NE,155,12P,520,1,516,0,1,0,0,0,2,334,1,331,0,1,0,0,0,1,NA,50965,47255,00037,NA,78210,21,2,3,76.86871961102108,102.31118314424636
3115500013P,NE,155,13P,410,0,399,0,5,0,0,0,6,283,0,274,0,5,0,0,0,4,NA,24285,51000,44040,NA,73590,21,2,3,65.13128038897892,86.68881685575364
3115500014P,NE,155,14P,1237,15,1216,2,1,1,0,0,2,878,5,870,0,1,0,0,0,2,NA,50125,35315,64620,NA,04950,21,2,3,86,50
3115500015P,NE,155,15P,1308,15,1287,1,2,0,0,0,3,900,8,891,0,1,0,0,0,0,NA,08570,41392,00037,NA,04950,21,2,3,267,231
3115500016P,NE,155,16P,257,0,257,0,0,0,0,0,0,180,0,180,0,0,0,0,0,0,NA,NA,20085,44040,NA,73590,21,2,3,56,60
3115500017P,NE,155,17P,574,7,561,0,2,0,0,0,4,444,2,436,0,2,0,0,0,4,NA,31640,09410,10290,NA,00034,21,2,3,93.08214139762975,109.95668165100123
3115500018P,NE,155,18P,367,12,353,0,0,0,0,0,2,281,7,273,0,0,0,0,0,1,NA,02305,02340,08160,NA,00034,21,2,3,58.91009399264405,69.58970167552104
3115700001P,NE,157,1P,446,25,421,0,0,0,0,0,0,352,15,337,0,0,0,0,0,0,NA,31570,90460,49470,NA,00098,49,1,2,48.25806451612903,118.51612903225806
3115700002P,NE,157,2P,189,20,167,0,0,0,0,0,2,144,12,130,0,0,0,0,0,2,NA,30030,90460,NA,NA,00090,49,1,2,19.741935483870968,48.483870967741936
3115700003P,NE,157,3P,1177,68,1078,8,14,2,0,0,7,864,41,808,2,7,2,0,0,4,NA,32305,90703,72630,76800,73800,48,1,2,133.5164835164835,201.16483516483515
3115700004P,NE,157,4P,516,27,485,1,0,0,0,0,3,391,17,371,1,0,0,0,0,2,NA,44245,90830,72630,NA,76470,48,1,2,54.32477876106194,102.64143201930813
3115700005P,NE,157,5P,1320,76,1223,0,2,9,1,1,8,980,51,914,0,1,8,0,1,5,NA,32410,90980,71310,NA,73890,48,1,2,126.95840554592722,267.0797227036395
3115700006P,NE,157,6P,688,56,623,0,0,2,0,0,7,523,40,478,0,0,2,0,0,3,NA,22150,91005,NA,NA,00097,49,1,2,34.26124704025256,59.85398579321231
3115700007P,NE,157,7P,503,15,478,0,1,4,1,0,4,371,11,355,0,0,2,1,0,2,NA,NA,91045,72600,76800,76470,48,1,2,73,89
3115700008P,NE,157,8P,1333,67,1244,0,7,4,0,0,11,986,40,934,0,3,3,0,0,6,NA,18580,91095,49470,NA,00098,48,1,2,146.769478342497,240.51682982432615
3115700009P,NE,157,9P,2392,226,2134,3,10,7,1,4,7,1876,143,1715,2,7,4,1,1,3,NA,18580,91093,NA,NA,00098,48,1,2,279.24902775915245,457.61619954405256
3115700010P,NE,157,10P,1744,163,1566,2,4,2,0,0,7,1321,95,1216,0,2,2,0,0,6,NA,18580,91093,NA,NA,00098,48,1,2,196.63537615663137,322.23400831433554
3115700011P,NE,157,11P,1828,516,1237,5,53,6,0,0,11,1409,352,1012,5,33,3,0,0,4,NA,18580,91093,NA,NA,00098,48,1,2,209.73447767198607,343.7000134102186
3115700012P,NE,157,12P,2060,236,1796,1,5,9,1,0,12,1437,143,1280,0,4,6,1,0,3,NA,18580,91093,49470,NA,00098,48,1,2,213.90237360868983,350.53010594072686
3115700013P,NE,157,13P,494,21,465,4,2,0,0,0,2,358,15,339,1,2,0,0,0,1,NA,NA,91425,71850,76800,00090,49,1,2,90,96
3115700014P,NE,157,14P,947,185,726,0,2,30,1,0,3,669,101,536,0,2,27,1,0,2,NA,29715,91635,16650,NA,00097,49,1,2,146,158
3115700015P,NE,157,15P,810,180,612,2,8,0,0,0,8,592,116,463,1,6,0,0,0,6,NA,32305,90703,NA,NA,73800,48,1,2,91.48351648351648,137.83516483516485
3115700016P,NE,157,16P,588,43,530,0,7,6,0,0,2,422,16,397,0,3,5,0,0,1,NA,NA,92015,71310,NA,73890,48,1,2,70,134
3115700017P,NE,157,17P,948,211,723,1,0,8,1,0,4,691,139,542,1,0,5,0,0,4,NA,32410,92013,NA,NA,73890,48,1,2,89.51863084922012,188.3184575389948
3115700018P,NE,157,18P,883,193,674,1,6,4,0,0,5,637,112,516,1,3,3,0,0,2,NA,32410,92013,NA,NA,73890,48,1,2,82.52296360485269,173.6018197573657
3115700019P,NE,157,19P,959,131,805,1,14,5,0,1,2,744,76,653,0,7,5,0,1,2,NA,32830,91005,NA,NA,00097,49,1,2,48.73875295974744,85.14601420678768
3115700020P,NE,157,20P,175,0,174,1,0,0,0,0,0,129,0,129,0,0,0,0,0,0,NA,NA,92800,49470,NA,00067,48,1,2,26,70
3115700021P,NE,157,21P,1623,52,1516,14,0,31,2,0,8,1265,39,1183,13,0,25,1,0,4,NA,44245,92883,NA,NA,76470,48,1,2,175.7566371681416,332.07522123893807
3115700022P,NE,157,22P,2588,463,2033,12,39,18,0,2,21,1946,287,1609,4,24,17,0,0,5,NA,44245,92883,NA,NA,76470,48,1,2,270.3734513274336,510.8445695897023
3115700023P,NE,157,23P,2155,894,1095,10,108,6,1,6,35,1468,513,869,8,58,3,0,3,14,NA,44245,92883,NA,NA,76470,48,1,2,203.96106194690267,385.36476267095736
3115700024P,NE,157,24P,1910,1225,505,11,151,0,1,0,17,1251,760,382,10,87,0,1,0,11,NA,44245,92883,NA,NA,76470,48,1,2,173.81150442477875,328.4000804505229
3115700025P,NE,157,25P,1655,299,1288,2,43,8,1,0,14,1217,180,1001,2,23,8,0,0,3,NA,44245,92883,NA,NA,76470,48,1,2,169.08761061946902,319.4747385358005
3115700026P,NE,157,26P,1591,246,1282,5,26,14,1,3,14,1191,150,1008,2,11,12,1,1,6,NA,44245,92883,NA,NA,76470,48,1,2,165.47522123893805,312.649477071601
3115700027P,NE,157,27P,1612,224,1343,2,15,8,0,0,20,1151,116,1013,0,8,7,0,0,7,NA,44245,92883,NA,NA,76470,48,1,2,159.91769911504423,302.1490748189863
3115700028P,NE,157,28P,1589,70,1481,0,5,24,0,0,9,1329,52,1253,0,4,16,0,0,4,NA,44245,92883,NA,NA,76470,48,1,2,184.64867256637166,348.87586484312146
3115700029P,NE,157,29P,670,295,341,0,30,0,0,0,4,428,158,253,0,16,0,0,0,1,NA,48585,91095,NA,NA,00098,48,1,2,63.70926646104331,104.40284296634034
3115700030P,NE,157,30P,1558,125,1412,1,5,4,0,0,11,1221,76,1126,1,3,4,0,0,11,NA,44245,93460,71310,NA,76470,48,1,2,169.6433628318584,320.52477876106195
3115900001P,NE,159,1P,686,2,672,0,0,1,0,0,11,498,2,491,0,0,1,0,0,4,NA,46835,92620,62800,NA,76560,24,2,3,162,134
3115900002P,NE,159,2P,492,7,477,0,0,1,3,0,4,343,2,336,0,0,1,2,0,2,NA,03600,92615,61290,NA,76560,24,2,3,113,56
3115900003P,NE,159,3P,934,12,911,1,0,1,0,1,8,693,10,680,0,0,1,0,0,2,NA,18230,92614,61290,NA,76560,24,2,3,169,123
3115900004P,NE,159,4P,1045,2,1038,0,2,1,0,0,2,741,1,738,0,2,0,0,0,0,NA,49915,92630,NA,NA,00099,24,2,3,157,225
3115900005P,NE,159,5P,367,3,362,1,0,0,0,0,1,276,1,274,0,0,0,0,0,1,NA,NA,92635,NA,NA,76560,24,2,3,63.51136363636363,76.8409090909091
3115900006P,NE,159,6P,588,11,560,0,0,6,0,0,11,428,6,411,0,0,3,0,0,8,NA,44420,92640,61290,NA,76560,24,2,3,98.48863636363636,119.1590909090909
3115900007P,NE,159,7P,712,3,685,8,8,2,0,0,6,526,2,514,4,4,0,0,0,2,NA,03530,92661,NA,NA,00099,24,2,3,128,144
3115900008P,NE,159,8P,429,4,424,0,0,1,0,0,0,309,2,306,0,0,1,0,0,0,NA,19245,92660,NA,NA,76560,24,2,3,81,99
3115900009P,NE,159,9P,571,3,567,1,0,0,0,0,0,410,1,409,0,0,0,0,0,0,NA,10495,92664,NA,NA,00099,24,2,3,102,122
3115900010P,NE,159,10P,498,13,484,1,0,0,0,0,0,353,6,346,1,0,0,0,0,0,NA,NA,92655,NA,NA,73710,24,2,3,84,90
3115900011P,NE,159,11P,594,15,568,0,3,2,0,0,6,429,7,418,0,1,1,0,0,2,NA,32060,92675,NA,NA,73710,24,2,3,55.965567410281274,82.59602327837051
3115900012P,NE,159,12P,1179,11,1149,1,4,2,4,0,8,890,8,871,1,3,2,1,0,4,NA,39380,92650,21270,NA,73710,24,2,3,216,198
3115900013P,NE,159,13P,1536,3,1515,4,1,7,0,0,6,1196,3,1181,3,1,5,0,0,3,NA,44420,92907,NA,NA,76560,24,2,3,218.74468085106383,301.4468085106383
3115900014P,NE,159,14P,1472,20,1425,7,5,3,0,0,12,1122,12,1092,5,4,2,0,0,7,NA,44420,92907,NA,NA,76560,24,2,3,205.21031096563013,282.79541734860885
3115900015P,NE,159,15P,1569,12,1528,9,1,11,0,0,8,1358,9,1321,8,1,11,0,0,8,NA,44420,92907,NA,NA,76560,24,2,3,248.37397708674305,342.278232405892
3115900016P,NE,159,16P,1742,27,1686,9,0,9,0,0,11,1212,10,1182,7,0,8,0,0,5,NA,44420,92907,NA,NA,76560,24,2,3,221.671031096563,305.4795417348609
3115900017P,NE,159,17P,987,14,959,1,6,0,0,0,7,732,9,715,0,3,0,0,0,5,NA,32060,92675,NA,NA,73710,24,2,3,95.49369544131912,140.93307468477207
3115900018P,NE,159,18P,1095,17,1067,4,0,1,0,1,5,901,10,886,2,0,1,0,0,2,NA,32060,92675,NA,NA,73710,24,2,3,117.54073714839961,173.47090203685744
3116100001P,NE,161,1P,1092,25,1002,0,42,0,0,5,18,877,16,817,0,30,0,0,2,12,2810,21730,91355,34680,00135,71610,49,1,2,115,385
3116100002P,NE,161,2P,850,8,674,2,147,0,0,0,19,638,6,537,2,86,0,0,0,7,2810,42775,92185,65910,00135,NA,49,1,2,103.77427385892116,288.5560165975104
3116100003P,NE,161,3P,138,0,131,0,1,0,0,0,6,91,0,88,0,0,0,0,0,3,2810,NA,93555,58860,71090,NA,49,1,2,7,36
3116100004P,NE,161,4P,775,18,665,0,69,0,0,0,23,567,6,502,0,44,0,0,0,15,NA,42775,93015,00128,00135,NA,49,1,2,92.22572614107884,256.4439834024896
3116100005P,NE,161,5P,1274,17,1150,0,87,4,0,0,16,908,9,842,0,45,2,0,0,10,NA,19350,93425,71080,71090,NA,43,1,2,97.82464183381089,369.96446991404014
3116100006P,NE,161,6P,1111,14,882,0,198,2,0,0,15,837,5,718,0,102,2,0,0,10,NA,19350,90795,71080,71090,NA,43,1,2,90.17535816618911,341.03553008595986
3116100007P,NE,161,7P,383,0,379,0,0,1,0,0,3,263,0,261,0,0,1,0,0,1,NA,NA,92005,31520,00135,02910,49,1,2,55,147
3116100008P,NE,161,8P,147,3,130,1,9,0,0,0,4,104,1,96,1,5,0,0,0,1,NA,NA,92370,60210,00135,02910,49,1,2,5,48
3116100009P,NE,161,9P,119,3,113,0,1,0,0,0,2,86,1,84,0,1,0,0,0,0,NA,NA,91630,67290,71090,NA,49,1,2,7,72
3116100010P,NE,161,10P,125,0,125,0,0,0,0,0,0,97,0,97,0,0,0,0,0,0,NA,NA,92720,61890,00135,02910,49,1,2,9,56
3116100011P,NE,161,11P,184,3,179,0,0,0,0,0,2,143,0,141,0,0,0,0,0,2,NA,NA,90885,60900,72210,02910,49,1,2,13,64
3116300001P,NE,163,1P,304,1,302,1,0,0,0,0,0,238,1,237,0,0,0,0,0,0,NA,29470,90482,73350,NA,73090,41,1,2,115,108
3116300002P,NE,163,2P,790,4,777,0,2,2,0,0,5,595,2,585,0,2,2,0,0,4,NA,29470,92167,NA,NA,73090,41,1,2,189.5614692653673,137.8223388305847
3116300003P,NE,163,3P,483,2,474,0,1,1,0,0,5,367,0,362,0,1,0,0,0,4,NA,02375,90097,70590,NA,73090,41,1,2,116.92278860569715,85.00974512743629
3116300004P,NE,163,4P,779,16,762,0,0,1,0,0,0,586,10,575,0,0,1,0,0,0,NA,28350,91327,33150,NA,72910,36,1,2,108,154
3116300005P,NE,163,5P,491,8,475,1,1,4,1,0,1,372,4,363,1,1,1,1,0,1,NA,29470,92992,NA,NA,73090,41,1,2,118.51574212893554,86.16791604197901
3116300006P,NE,163,6P,471,3,463,0,0,0,0,0,5,346,0,342,0,0,0,0,0,4,NA,42075,92777,NA,NA,73090,41,1,2,85,100
3116500001P,NE,165,00001P,704,2,696,0,0,0,0,0,6,546,2,538,0,0,0,0,0,6,NA,21240,90320,00103,76800,05520,49,1,2,90,294
3116500002P,NE,165,00002P,142,1,138,0,1,0,0,0,2,110,1,107,0,0,0,0,0,2,NA,NA,93465,40410,76800,71730,49,1,2,21,49
3116500003P,NE,165,00003P,609,31,570,0,0,3,0,0,5,445,19,420,0,0,3,0,0,3,NA,22150,92910,55230,76800,00097,49,1,2,74,164
3116500004P,NE,165,00004P,20,0,20,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,NA,NA,92960,16350,76800,71730,49,1,2,2,17
3116700001P,NE,167,1P,1737,59,1633,13,14,1,0,0,17,1150,24,1097,7,9,1,0,0,12,NA,NA,93045,35160,NA,74430,18,2,3,106.46797717184528,296.7977171845276
3116700002P,NE,167,2P,669,37,610,7,3,0,0,0,12,427,19,397,5,3,0,0,0,3,NA,NA,93045,35160,NA,74430,18,2,3,39.53202282815472,110.20228281547243
3116700003P,NE,167,3P,198,0,194,3,0,0,0,0,1,135,0,134,1,0,0,0,0,0,NA,NA,90700,35160,NA,00041,18,2,3,28,61
3116700004P,NE,167,4P,298,5,291,1,0,1,0,0,0,228,3,224,0,0,1,0,0,0,NA,39135,92365,48210,NA,00008,18,2,3,41.859375,70.8046875
3116700005P,NE,167,5P,378,7,369,0,0,0,0,0,2,284,5,278,0,0,0,0,0,1,NA,39135,92365,NA,NA,00008,18,2,3,52.140625,88.1953125
3116700006P,NE,167,6P,221,0,220,0,0,0,0,0,1,169,0,169,0,0,0,0,0,0,NA,NA,90880,47250,NA,00041,18,2,3,27,80
3116700007P,NE,167,7P,907,13,877,0,3,4,0,0,10,679,5,666,0,1,4,0,0,3,NA,46800,93068,35160,NA,00041,18,2,3,13.057692307692307,15.56878698224852
3116700008P,NE,167,8P,686,23,652,3,7,1,0,0,0,479,8,464,2,4,1,0,0,0,NA,46800,93068,47250,NA,00041,18,2,3,9.211538461538462,10.982988165680474
3116700009P,NE,167,9P,206,4,201,0,0,0,0,0,1,160,2,158,0,0,0,0,0,0,NA,46800,93075,00042,NA,00041,18,2,3,3.0769230769230766,3.6686390532544375
3116700010P,NE,167,10P,102,0,102,0,0,0,0,0,0,85,0,85,0,0,0,0,0,0,NA,NA,91615,00042,NA,00008,18,2,3,25,33
3116700011P,NE,167,11P,150,1,149,0,0,0,0,0,0,105,1,104,0,0,0,0,0,0,NA,NA,93265,47250,NA,00041,18,2,3,24,33
3116700012P,NE,167,12P,132,0,130,0,0,1,0,0,1,98,0,96,0,0,1,0,0,1,NA,NA,90430,47250,NA,00041,18,2,3,23,47
3116700013P,NE,167,13P,182,0,182,0,0,0,0,0,0,130,0,130,0,0,0,0,0,0,NA,NA,91340,00042,NA,05160,18,2,3,26,58
3116700014P,NE,167,14P,141,0,141,0,0,0,0,0,0,96,0,96,0,0,0,0,0,0,NA,NA,90715,42720,NA,72720,18,2,3,18,30
3116700015P,NE,167,15P,209,0,209,0,0,0,0,0,0,143,0,143,0,0,0,0,0,0,NA,NA,92695,NA,NA,05160,18,2,3,32,51
3116700016P,NE,167,16P,190,0,189,0,0,0,0,0,1,131,0,131,0,0,0,0,0,0,NA,NA,91925,00042,NA,00005,18,2,3,31,48
3116700017P,NE,167,17P,49,0,49,0,0,0,0,0,0,34,0,34,0,0,0,0,0,0,NA,NA,93075,00042,NA,00041,18,2,3,0.6538461538461539,0.7795857988165681
3116900001P,NE,169,1P,523,4,513,0,0,0,0,0,6,388,1,384,0,0,0,0,0,3,NA,12245,90660,28260,NA,05760,32,1,2,88,187
3116900002P,NE,169,2P,367,1,365,0,0,0,0,0,1,260,0,260,0,0,0,0,0,0,NA,07975,90455,28260,NA,71700,32,1,2,69,80
3116900003P,NE,169,3P,444,8,435,0,0,0,0,0,1,338,5,333,0,0,0,0,0,0,NA,06820,90390,74790,NA,04530,32,1,2,103,142
3116900004P,NE,169,4P,378,13,364,0,0,0,0,0,1,272,6,266,0,0,0,0,0,0,NA,00730,90018,74790,NA,73660,32,1,2,96,109
3116900005P,NE,169,5P,179,0,179,0,0,0,0,0,0,132,0,132,0,0,0,0,0,0,NA,04160,90200,NA,NA,71700,32,1,2,49,41
3116900006P,NE,169,6P,649,15,621,0,7,1,0,0,5,492,9,477,0,3,1,0,0,2,NA,12840,90692,NA,NA,05910,32,1,2,118.4341957255343,163.81552305961753
3116900007P,NE,169,7P,507,3,499,0,0,3,0,0,2,397,2,392,0,0,1,0,0,2,NA,12840,90694,NA,NA,05910,32,1,2,95.56580427446569,132.18447694038244
3116900008P,NE,169,8P,332,1,326,0,2,0,0,0,3,247,1,246,0,0,0,0,0,0,NA,07555,90435,NA,NA,05100,32,1,2,67,149
3116900009P,NE,169,9P,442,2,437,0,2,0,0,0,1,349,1,346,0,2,0,0,0,0,NA,09095,90498,NA,NA,05100,32,1,2,116,153
3116900010P,NE,169,10P,706,10,694,0,2,0,0,0,0,546,4,542,0,0,0,0,0,0,NA,21905,91361,28260,NA,71700,32,1,2,163.19834710743802,189.52066115702482
3116900011P,NE,169,11P,193,3,187,1,0,2,0,0,0,147,2,144,1,0,0,0,0,0,NA,23410,91478,NA,NA,05100,32,1,2,67,62
3116900012P,NE,169,12P,156,0,152,0,1,0,0,0,3,122,0,121,0,1,0,0,0,0,NA,18720,91125,NA,NA,71700,32,1,2,53,48
3116900013P,NE,169,13P,587,0,581,0,0,1,0,0,5,438,0,435,0,0,1,0,0,2,NA,21905,91358,NA,NA,71700,32,1,2,130.9173553719008,152.03305785123968
3116900014P,NE,169,14P,592,1,589,0,1,0,0,0,1,468,1,465,0,1,0,0,0,1,NA,21905,91358,NA,NA,71700,32,1,2,139.88429752066114,162.44628099173553
3117100001P,NE,171,1P,120,1,118,0,1,0,0,0,0,98,1,96,0,1,0,0,0,0,NA,44385,92905,09510,77730,74040,43,1,2,22,56
3117100002P,NE,171,2P,472,5,466,0,1,0,0,0,0,359,4,354,0,1,0,0,0,0,NA,48760,93185,09510,77730,77100,43,1,2,55,194
3117100003P,NE,171,3P,137,0,136,0,0,0,0,0,1,100,0,99,0,0,0,0,0,1,NA,20680,92060,09510,77730,76380,43,1,2,23,55
3117300001P,NE,173,1P,293,0,291,0,1,0,0,0,1,201,0,200,0,1,0,0,0,0,4625,15710,38907,NA,NA,00108,17,2,3,68,60
3117300002P,NE,173,2P,416,8,400,0,5,0,0,0,3,302,4,294,0,3,0,0,0,1,4625,48900,17022,NA,NA,75390,17,2,3,64,73
3117300003P,NE,173,3P,154,1,150,3,0,0,0,0,0,98,1,97,0,0,0,0,0,0,2550,NA,48672,58340,NA,75390,17,2,3,18,58
3117300004P,NE,173,4P,1309,12,1283,0,8,0,0,0,6,1012,8,995,0,8,0,0,0,1,2550,38750,38767,58340,NA,75390,17,2,3,201,414
3117300005P,NE,173,5P,104,8,88,0,8,0,0,0,0,78,2,71,0,5,0,0,0,0,2550,NA,06907,NA,NA,75390,17,2,3,18,33
3117300006P,NE,173,6P,400,5,350,0,39,0,0,0,6,277,3,253,0,19,0,0,0,2,2550,42250,12402,NA,NA,03440,17,2,3,79,117
3117300007P,NE,173,7P,1497,32,100,2,1347,0,0,0,16,790,16,84,2,683,0,0,0,5,2550,30170,05122,NA,NA,19560,17,2,3,23,15
3117300008P,NE,173,8P,1342,73,424,0,813,1,0,0,31,804,37,340,0,412,1,0,0,14,2550,51245,37017,NA,NA,78300,17,2,3,193,180
3117300009P,NE,173,9P,1656,35,176,4,1423,0,0,0,18,967,20,143,4,792,0,0,0,8,4625,53275,53295,NA,NA,78810,17,2,3,239,79
3117500001P,NE,175,1P,453,0,453,0,0,0,0,0,0,330,0,330,0,0,0,0,0,0,NA,15605,15640,51060,04640,74940,41,1,2,219,346
3117500002P,NE,175,2P,260,0,256,0,3,0,0,0,1,199,0,198,0,1,0,0,0,0,NA,37280,37315,69310,04640,74940,41,1,2,51,90
3117500003P,NE,175,3P,664,10,650,2,0,1,0,0,1,484,3,479,0,0,1,0,0,1,NA,01850,01885,25770,NA,03120,41,1,2,98.41782729805014,169.4866693195384
3117500004P,NE,175,4P,383,0,379,0,1,0,0,0,3,272,0,269,0,1,0,0,0,2,NA,37280,37315,14700,NA,74940,41,1,2,55.3091922005571,95.24870672502985
3117500005P,NE,175,5P,618,14,601,0,0,0,0,0,3,458,4,454,0,0,0,0,0,0,NA,34825,34860,14700,NA,74400,41,1,2,928,1586
3117500006P,NE,175,6P,687,11,673,0,0,1,0,2,0,542,7,534,0,0,1,0,0,0,NA,37280,37315,NA,NA,74940,41,1,2,110.2116991643454,189.79705531237565
3117500007P,NE,175,7P,682,16,649,0,10,1,0,0,6,527,10,508,0,6,1,0,0,2,NA,37280,37315,NA,NA,74940,41,1,2,107.16155988857939,184.54436927974533
3117500008P,NE,175,8P,630,24,603,0,1,0,0,0,2,484,11,471,0,1,0,0,0,1,NA,37280,37315,NA,NA,74940,41,1,2,98.41782729805014,169.4866693195384
3117500009P,NE,175,9P,116,0,115,0,0,0,0,0,1,87,0,87,0,0,0,0,0,0,NA,37280,37315,NA,NA,74940,41,1,2,17.690807799442897,30.46557898925587
3117500010P,NE,175,10P,82,0,82,0,0,0,0,0,0,60,0,60,0,0,0,0,0,0,NA,37280,37315,NA,NA,74940,41,1,2,12.200557103064067,21.01074413052129
3117500011P,NE,175,11P,72,0,70,0,0,2,0,0,0,57,0,57,0,0,0,0,0,0,NA,37280,37315,NA,NA,74940,41,1,2,11.590529247910863,19.960206923995226
3117700001P,NE,177,1P,262,2,259,1,0,0,0,0,0,182,0,182,0,0,0,0,0,0,4625,NA,49129,NA,NA,00114,16,2,3,33.487832874196506,55.54843893480257
3117700001W,NE,177,1W,1523,9,1494,4,4,3,1,0,8,1056,3,1044,3,2,0,0,0,4,NA,05350,05350,NA,NA,04100,16,2,3,194.3030303030303,322.3030303030303
3117700002P,NE,177,2P,771,6,761,0,2,0,0,0,2,570,4,563,0,2,0,0,0,1,NA,22185,49129,NA,NA,00071,16,2,3,104.87947658402203,173.97038567493112
3117700002W,NE,177,2W,938,18,904,3,4,3,0,0,6,697,8,683,1,2,3,0,0,0,NA,05350,05350,NA,NA,04100,16,2,3,128.24735996326905,212.73220844811752
3117700003P,NE,177,3P,648,4,638,2,0,1,0,0,3,476,2,470,1,0,1,0,0,2,NA,NA,49130,NA,NA,03130,16,2,3,87.58356290174471,145.28053259871442
3117700003W,NE,177,3W,1040,28,994,2,2,4,0,0,10,826,24,788,2,2,4,0,0,6,NA,05350,05350,NA,NA,04100,16,2,3,151.98324150596878,252.1044536271809
3117700004P,NE,177,4P,475,0,475,0,0,0,0,0,0,353,0,353,0,0,0,0,0,0,NA,05350,49129,NA,NA,04100,16,2,3,64.95167584940313,107.73955463728191
3117700004W,NE,177,4W,336,6,322,1,1,1,0,0,5,243,3,236,1,1,0,0,0,2,NA,05350,05350,NA,NA,04100,16,2,3,44.711776859504134,74.1663223140496
3117700005P,NE,177,5P,74,0,74,0,0,0,0,0,0,59,0,59,0,0,0,0,0,0,NA,05350,49129,NA,NA,04100,16,2,3,10.855945821854911,18.007460973370062
3117700005W,NE,177,5W,1101,14,1079,1,2,2,0,0,3,840,9,825,1,2,2,0,0,1,NA,05350,05350,NA,NA,04100,16,2,3,154.55922865013775,256.37741046831957
3117700006P,NE,177,6P,1549,19,1519,0,1,3,0,1,6,1096,8,1085,0,1,0,0,1,1,NA,01990,49131,25440,NA,03130,16,2,3,166.28599127484247,317.16529326223946
3117700006W,NE,177,6W,706,10,683,3,1,4,2,0,3,552,5,539,2,1,3,1,0,1,NA,05350,05350,NA,NA,04100,16,2,3,101.56749311294766,168.47658402203857
3117700007P,NE,177,7P,699,3,673,1,4,9,0,0,9,501,3,478,1,4,8,0,0,7,NA,25230,49131,NA,NA,03130,16,2,3,76.01211827435773,144.98158022297625
3117700007W,NE,177,7W,445,2,442,0,0,0,0,1,0,347,0,346,0,0,0,0,1,0,NA,05350,05350,NA,NA,04100,16,2,3,63.847681359045,105.90828741965106
3117700008P,NE,177,8P,452,0,452,0,0,0,0,0,0,314,0,314,0,0,0,0,0,0,NA,25230,49130,NA,NA,04100,16,2,3,57.775711662075295,95.83631772268136
3117700008W,NE,177,8W,1418,14,1345,19,7,7,17,0,9,1079,10,1016,17,3,7,17,0,9,NA,05350,05350,NA,NA,04100,16,2,3,198.53500918273645,329.3228879706152
3117700009P,NE,177,9P,1584,21,1548,5,3,3,0,0,4,1094,12,1070,5,3,2,0,0,2,NA,05350,49126,NA,NA,04100,16,2,3,201.29499540863176,333.90105601469236
3117700010P,NE,177,10P,28,0,28,0,0,0,0,0,0,24,0,24,0,0,0,0,0,0,NA,05350,49126,NA,NA,04100,16,2,3,4.415977961432507,7.325068870523416
3117700011P,NE,177,11P,658,10,643,1,0,2,0,0,2,466,5,457,1,0,1,0,0,2,NA,51595,49131,NA,NA,03990,16,2,3,70.70189045079981,134.8531265147843
3117700012P,NE,177,12P,1355,9,1327,0,3,9,0,0,7,947,5,932,0,2,5,0,0,3,NA,NA,49125,NA,NA,04100,16,2,3,127.82391229873244,204.3884892086331
3117700013P,NE,177,13P,1066,7,1049,4,2,0,0,0,4,777,7,766,2,2,0,0,0,0,NA,17145,49125,NA,NA,70650,16,2,3,104.87769784172663,167.69784172661872
3117700014P,NE,177,14P,1652,20,1604,15,1,2,0,1,9,1195,15,1161,14,1,2,0,0,2,NA,17145,49125,NA,NA,70650,16,2,3,161.29838985954092,257.9136690647482
3117900001P,NE,179,1P,638,0,624,1,7,0,0,0,6,447,0,442,0,3,0,0,0,2,NA,08010,90670,44870,NA,78520,18,2,3,40,94
3117900002P,NE,179,2P,586,2,572,1,3,4,0,4,0,409,0,405,1,1,2,0,0,0,NA,51840,93125,44870,NA,78520,18,2,3,24,62
3117900003P,NE,179,3P,823,6,809,0,0,6,0,0,2,566,3,558,0,0,4,0,0,1,NA,23235,91470,44870,NA,74430,18,2,3,49,179
3117900004P,NE,179,4P,236,3,230,0,2,0,0,0,1,176,1,174,0,1,0,0,0,0,NA,53380,90490,44870,NA,78840,18,2,3,23.00303951367781,76.7659574468085
3117900005P,NE,179,5P,212,1,209,0,2,0,0,0,0,149,0,149,0,0,0,0,0,0,NA,53380,91300,35160,NA,78840,18,2,3,19.4741641337386,64.98936170212765
