GEOID,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,COUNTYFP,COUSUBFP,school,shd,ssd,cd_1990,cd_2000,ndv,nrv
32003001099,NV,003,1099,9839,1295,7088,431,35,669,45,25,251,7308,856,5418,310,30,509,28,11,146,NA,NA,NA,NA,NA,NA,NA,2,3,595.240933793622,461.35543630584135
32003001100,NV,003,1100,2373,318,1829,70,2,83,8,0,63,1744,191,1394,53,2,66,6,0,32,NA,NA,NA,NA,NA,NA,NA,2,3,142.04983422770619,110.09905321803329
32003001101,NV,003,1101,2211,230,1763,75,6,74,8,1,54,1767,155,1448,60,5,60,8,1,30,NA,NA,NA,NA,NA,NA,NA,2,3,143.9231978671771,111.55104761253718
32003001102,NV,003,1102,1673,172,1321,88,3,34,12,1,42,1319,117,1077,64,3,29,8,1,20,NA,NA,NA,NA,NA,NA,NA,2,3,107.43333219400485,83.26872201524421
32003001103,NV,003,1103,2482,386,1723,185,21,83,11,5,68,1836,245,1339,129,12,67,8,3,33,NA,NA,NA,NA,NA,NA,NA,2,3,149.5432887855898,115.90703079604882
32003001104,NV,003,1104,1660,149,1376,45,3,36,1,1,49,1148,90,979,31,3,20,1,1,23,NA,NA,NA,NA,NA,NA,NA,2,3,93.50528078750384,72.4734593430632
32003001105,NV,003,1105,1222,138,864,89,9,38,9,2,73,927,94,685,65,8,29,5,2,39,NA,NA,NA,NA,NA,NA,NA,2,3,75.50469972997915,58.52168711761288
32003001106,NV,003,1106,3414,409,2581,185,21,95,18,3,102,2719,289,2127,138,17,77,10,3,58,NA,NA,NA,NA,NA,NA,NA,2,3,221.46416242266807,171.6509895067847
32003001107,NV,003,1107,3121,319,2431,103,15,153,23,3,74,2260,190,1814,73,12,110,13,1,47,NA,NA,NA,NA,NA,NA,NA,2,3,184.07834022627065,142.67423180777251
32003001108,NV,003,1108,1667,116,1391,54,4,60,2,0,40,1258,83,1065,40,4,45,2,0,19,NA,NA,NA,NA,NA,NA,NA,2,3,102.46484601975595,79.41778036025566
32003001109,NV,003,1109,1369,140,1012,77,10,55,7,6,62,1070,104,804,61,9,45,7,4,36,NA,NA,NA,NA,NA,NA,NA,2,3,87.1521345319069,67.54930443996308
