GEOID,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,COUNTYFP,COUSUBFP,school,cd_1990,cd_2000,ndv,nrv
05007000061,AR,007,0061,116,0,112,0,4,0,0,0,0,85,0,82,0,3,0,0,0,0,NA,NA,NA,NA,NA,3,3,6.82594476744186,11.335392441860465
05007000062,AR,007,0062,1017,26,919,1,28,6,0,0,37,680,13,627,0,18,3,0,0,19,NA,NA,NA,NA,NA,3,3,37,65
05007000063,AR,007,0063,2087,62,1907,31,11,59,0,0,17,1488,34,1383,14,10,37,0,0,10,NA,NA,NA,NA,NA,3,3,158.1380708238941,223.782520567545
05007000064,AR,007,0064,744,24,695,0,7,4,0,0,14,525,14,495,0,3,3,0,0,10,NA,NA,NA,NA,NA,3,3,42,65
05007000065,AR,007,0065,540,36,483,0,15,1,0,0,5,363,20,332,0,6,1,0,0,4,NA,NA,NA,NA,NA,3,3,39.57122093023256,44.05595930232558
05007000066,AR,007,0066,671,112,518,15,6,2,0,0,18,451,59,364,7,6,2,0,0,13,NA,NA,NA,NA,NA,3,3,49.16424418604652,54.73619186046512
05007000067,AR,007,0067,523,5,506,0,6,6,0,0,0,391,2,379,0,5,5,0,0,0,NA,NA,NA,NA,NA,3,3,39.47596153846154,62.97355769230769
05007000068,AR,007,0068,1330,27,1199,0,57,1,0,0,46,943,17,876,0,23,1,0,0,26,NA,NA,NA,NA,NA,3,3,104.68359550561799,215.30067415730338
05007000069,AR,007,0069,1810,53,1658,3,36,11,0,0,49,1282,31,1197,2,19,8,0,0,25,NA,NA,NA,NA,NA,3,3,142.31640449438203,292.6993258426966
05007000070,AR,007,0070,1469,12,1431,3,13,0,1,0,9,1257,6,1231,3,8,0,1,0,8,NA,NA,NA,NA,NA,3,3,205,284
05007000071,AR,007,0071,969,7,922,7,9,0,0,0,24,768,7,734,6,9,0,0,0,12,NA,NA,NA,NA,NA,3,3,98,122
05007000072,AR,007,0072,209,1,202,0,1,1,0,0,4,157,1,154,0,1,0,0,0,1,NA,NA,NA,NA,NA,3,3,16.685266881284527,23.611462183538016
05007000073,AR,007,0073,5015,448,4233,41,41,129,49,1,73,3576,269,3065,33,37,101,26,1,44,NA,NA,NA,NA,NA,3,3,380.0414927864552,537.799928460713
05007000074,AR,007,0074,2139,62,1998,8,28,3,1,3,36,1524,33,1446,5,18,1,1,1,19,NA,NA,NA,NA,NA,3,3,161.96399189221412,229.19661380708237
05007000075,AR,007,0075,342,9,313,0,11,0,2,0,7,246,7,224,0,6,0,2,0,7,NA,NA,NA,NA,NA,3,3,25,33
05007000076,AR,007,0076,577,0,574,0,3,0,0,0,0,562,0,560,0,2,0,0,0,0,NA,NA,NA,NA,NA,3,3,61.264534883720934,68.2078488372093
05007000077,AR,007,0077,679,15,641,4,4,6,0,0,9,561,8,539,2,3,4,0,0,5,NA,NA,NA,NA,NA,3,3,49.42598241521622,75.79992822537233
05007000078,AR,007,0078,2848,26,2762,13,23,10,1,0,13,2532,15,2478,6,18,6,1,0,8,NA,NA,NA,NA,NA,3,3,269.08978180517465,380.791224514129
05007000079,AR,007,0079,3933,48,3819,4,19,9,0,2,32,3369,41,3279,3,17,9,0,1,19,NA,NA,NA,NA,NA,3,3,358.0424466436151,506.66889233337304
05007000080,AR,007,0080,52,1,50,0,1,0,0,0,0,38,1,36,0,1,0,0,0,0,NA,NA,NA,NA,NA,3,3,3.0515988372093026,5.067587209302325
05007000081,AR,007,0081,41,0,38,0,0,0,0,0,3,28,0,27,0,0,0,0,0,1,NA,NA,NA,NA,NA,3,3,2.0810020876826725,3.0630480167014613
05007000082,AR,007,0082,43,0,42,0,0,0,0,0,1,27,0,26,0,0,0,0,0,1,NA,NA,NA,NA,NA,3,3,2.8694408012400143,4.060569929653035
05007000083,AR,007,0083,2747,112,2535,12,32,13,0,7,36,2029,63,1907,10,16,9,0,3,21,NA,NA,NA,NA,NA,3,3,215.63316243392552,305.1443106394817
05007000084,AR,007,0084,4038,380,3361,23,53,143,0,0,78,2853,231,2428,16,33,98,0,0,47,NA,NA,NA,NA,NA,3,3,303.20424466436157,429.06688923333735
05007000085,AR,007,0085,367,23,324,2,3,11,0,0,4,267,9,241,2,2,10,0,0,3,NA,NA,NA,NA,NA,3,3,28.375581256706806,40.154524859902224
05007000086,AR,007,0086,2349,413,1687,21,38,146,11,0,33,1694,260,1255,16,26,115,4,0,18,NA,NA,NA,NA,NA,3,3,180.03084138150314,254.7631652160089
05007000087,AR,007,0087,570,1,556,1,7,2,0,0,3,402,1,396,1,2,0,0,0,2,NA,NA,NA,NA,NA,3,3,42.722785262906875,60.4573745081674
05007000088,AR,007,0088,2551,1221,1250,10,27,16,6,4,17,1717,731,933,10,15,14,2,1,11,NA,NA,NA,NA,NA,3,3,182.4751798418187,258.22216923015776
05007000089,AR,007,0089,1798,588,1106,9,29,40,0,0,26,1275,362,846,5,22,26,0,0,14,NA,NA,NA,NA,NA,3,3,135.50137116966735,191.74913556694887
05007000090,AR,007,0090,1575,422,1091,9,22,7,2,0,22,1076,238,800,5,14,4,1,0,14,NA,NA,NA,NA,NA,3,3,114.35252970867612,161.82123127061723
05007000091,AR,007,0091,353,11,335,0,0,4,0,0,3,285,4,279,0,0,1,0,0,1,NA,NA,NA,NA,NA,3,3,30.288541790866816,42.861571479670914
05007000092,AR,007,0092,95,0,83,0,0,0,5,0,7,68,0,61,0,0,0,2,0,5,NA,NA,NA,NA,NA,3,3,7.226739795715591,10.226620563570606
05007000093,AR,007,0093,114,10,91,0,7,1,0,0,5,82,4,69,0,5,1,0,0,3,NA,NA,NA,NA,NA,3,3,6.919210053859964,13.249551166965889
05007000094,AR,007,0094,107,4,96,0,7,0,0,0,0,78,4,71,0,3,0,0,0,0,NA,NA,NA,NA,NA,3,3,8.84873949579832,12.781512605042018
05007000095,AR,007,0095,16,0,15,0,0,0,0,1,0,10,0,9,0,0,0,0,1,0,NA,NA,NA,NA,NA,3,3,1.0627558523111165,1.5039147887603832
05007000096,AR,007,0096,1820,31,1740,1,17,3,0,0,28,1380,16,1329,0,11,2,0,0,22,NA,NA,NA,NA,NA,3,3,146.66030761893404,207.54024084893285
05007000097,AR,007,0097,683,128,525,7,4,6,0,0,13,498,74,403,2,4,5,0,0,10,NA,NA,NA,NA,NA,3,3,52.9252414450936,74.89495648026707
05007000098,AR,007,0098,761,217,512,2,8,13,1,0,8,543,141,377,1,7,9,0,0,8,NA,NA,NA,NA,NA,3,3,57.70764278049362,81.6625730296888
05007000099,AR,007,0099,2051,299,1697,4,25,8,0,1,17,1617,195,1386,3,15,8,0,1,9,NA,NA,NA,NA,NA,3,3,171.84762131870752,243.18302134255396
05007000100,AR,007,0100,1876,192,1597,14,23,36,0,0,14,1424,117,1244,8,21,24,0,0,10,NA,NA,NA,NA,NA,3,3,151.336433369103,214.15746591947857
05007000101,AR,007,0101,354,14,338,0,0,1,0,0,1,216,9,205,0,0,1,0,0,1,NA,NA,NA,NA,NA,3,3,22.955526409920115,32.48455943722428
05007000102,AR,007,0102,222,10,206,0,1,4,0,0,1,141,3,135,0,1,2,0,0,0,NA,NA,NA,NA,NA,3,3,14.984857517586741,21.2051985215214
05007000103,AR,007,0103,927,145,689,4,58,9,0,0,22,648,95,496,0,38,6,0,0,13,NA,NA,NA,NA,NA,3,3,63.837271911456774,113.00747831289262
05007000104,AR,007,0104,32,0,32,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,NA,NA,NA,NA,NA,3,3,2.5240384615384617,4.0264423076923075
05007000105,AR,007,0105,142,13,129,0,0,0,0,0,0,100,3,97,0,0,0,0,0,0,NA,NA,NA,NA,NA,3,3,10.627558523111164,15.03914788760383
05007000106,AR,007,0106,31,0,26,0,0,3,0,0,2,24,0,19,0,0,3,0,0,2,NA,NA,NA,NA,NA,3,3,2.5506140455466797,3.6093954930249197
05009000001,AR,009,0001,1920,17,1849,2,12,3,0,0,37,1436,9,1387,1,8,3,0,0,28,NA,NA,NA,NA,NA,3,3,125,288
05009000002,AR,009,0002,2028,20,1949,0,12,7,0,0,40,1618,12,1562,0,12,4,0,0,28,NA,NA,NA,NA,NA,3,3,159,251
05009000003,AR,009,0003,749,5,726,0,8,1,0,1,8,563,2,546,0,7,1,0,0,7,NA,NA,NA,NA,NA,3,3,59,126
05009000004,AR,009,0004,1510,11,1455,9,19,4,0,0,12,1125,9,1091,3,10,3,0,0,9,NA,NA,NA,NA,NA,3,3,61,144
05009000005,AR,009,0005,2304,9,2238,2,25,7,1,0,22,1695,5,1644,1,21,7,1,0,16,NA,NA,NA,NA,NA,3,3,182,447
05009000006,AR,009,0006,768,8,745,2,10,0,0,0,3,566,2,555,0,6,0,0,0,3,NA,NA,NA,NA,NA,3,3,120,136
05009000007,AR,009,0007,1071,8,1050,1,6,2,0,0,4,784,5,767,1,6,2,0,0,3,NA,NA,NA,NA,NA,3,3,114.52460569958708,195.50910444730252
05009000008,AR,009,0008,851,0,846,0,1,0,0,0,4,640,0,637,0,0,0,0,0,3,NA,NA,NA,NA,NA,3,3,57,156
05009000009,AR,009,0009,1468,23,1431,1,3,4,0,0,6,1148,13,1124,0,3,4,0,0,4,NA,NA,NA,NA,NA,3,3,167.69674406010964,286.2811886549787
05009000010,AR,009,0010,2056,7,2036,1,5,1,2,0,4,1598,4,1583,1,3,1,2,0,4,NA,NA,NA,NA,NA,3,3,233.43153049482166,398.49942462600694
05009000011,AR,009,0011,3192,64,3043,10,31,21,0,2,21,2516,43,2419,4,21,16,0,1,12,NA,NA,NA,NA,NA,3,3,367.530494821634,627.4246260069044
05009000012,AR,009,0012,2671,26,2583,1,16,20,1,0,24,2057,16,1999,0,13,12,1,0,16,NA,NA,NA,NA,NA,3,3,300.4810126582278,512.9620253164557
05009000013,AR,009,0013,2614,38,2521,2,23,3,0,0,27,2006,25,1936,2,19,3,0,0,21,NA,NA,NA,NA,NA,3,3,293.03107019562714,500.24395857307246
05009000014,AR,009,0014,3236,54,3133,0,15,17,1,1,15,2485,38,2412,0,10,13,1,0,11,NA,NA,NA,NA,NA,3,3,363.0020984227984,619.6940364177892
05009000015,AR,009,0015,557,14,531,0,2,0,0,0,10,416,10,399,0,2,0,0,0,5,NA,NA,NA,NA,NA,3,3,43,69
05009000016,AR,009,0016,266,1,262,0,1,0,0,0,2,183,1,180,0,1,0,0,0,1,NA,NA,NA,NA,NA,3,3,37,57
05009000017,AR,009,0017,491,3,466,1,4,0,0,1,16,372,3,358,0,2,0,0,1,8,NA,NA,NA,NA,NA,3,3,60,103
05009000018,AR,009,0018,943,2,923,0,0,9,0,0,9,715,1,699,0,0,7,0,0,8,NA,NA,NA,NA,NA,3,3,104.4452717795979,178.30230826507818
05009000019,AR,009,0019,717,1,711,0,4,0,0,0,1,550,1,545,0,4,0,0,0,0,NA,NA,NA,NA,NA,3,3,94,159
05009000020,AR,009,0020,1980,28,1907,6,22,1,1,0,15,1464,13,1424,2,16,1,1,0,7,NA,NA,NA,NA,NA,3,3,213.8571718675963,365.08332769241184
05009000021,AR,009,0021,493,4,483,0,3,0,1,0,2,368,4,359,0,3,0,1,0,1,NA,NA,NA,NA,NA,3,3,80,111
05009000022,AR,009,0022,389,1,381,0,2,3,0,0,2,301,1,294,0,2,2,0,0,2,NA,NA,NA,NA,NA,3,3,41,67
05009000023,AR,009,0023,1187,10,1161,1,4,3,1,2,5,859,7,840,1,3,2,0,1,5,NA,NA,NA,NA,NA,3,3,121,226
05009000024,AR,009,0024,487,6,477,0,2,1,0,0,1,360,1,356,0,1,1,0,0,1,NA,NA,NA,NA,NA,3,3,83,93
05011000001,AR,011,0001,1805,58,1063,669,1,2,0,0,12,1318,37,855,417,1,2,0,0,6,NA,NA,NA,NA,NA,4,4,305.9642857142857,243.29360465116278
05011000005,AR,011,0005,1727,55,1375,282,0,1,1,4,9,1412,37,1151,212,0,1,1,3,7,NA,NA,NA,NA,NA,4,4,327.7857142857143,260.6453488372093
05011000009,AR,011,0009,2910,214,1005,1672,5,1,0,0,13,2166,126,810,1220,5,1,0,0,4,NA,NA,NA,NA,NA,4,4,502.82142857142856,399.82848837209303
05011000013,AR,011,0013,46,0,46,0,0,0,0,0,0,43,0,43,0,0,0,0,0,0,NA,NA,NA,NA,NA,4,4,9.982142857142856,7.9375
05011000014,AR,011,0014,638,18,340,276,0,1,0,0,3,476,9,265,199,0,1,0,0,2,NA,NA,NA,NA,NA,4,4,110.5,87.86627906976744
05011000015,AR,011,0015,158,1,84,66,6,0,0,0,1,123,1,70,49,2,0,0,0,1,NA,NA,NA,NA,NA,4,4,28.55357142857143,22.704941860465116
05011000016,AR,011,0016,229,32,186,11,0,0,0,0,0,155,15,132,8,0,0,0,0,0,NA,NA,NA,NA,NA,4,4,35.98214285714286,28.611918604651166
05011000017,AR,011,0017,1438,266,889,264,5,2,0,0,12,1009,158,673,166,5,2,0,0,5,NA,NA,NA,NA,NA,4,4,234.23214285714286,186.25436046511626
05011000018,AR,011,0018,327,181,125,20,1,0,0,0,0,293,179,99,14,1,0,0,0,0,NA,NA,NA,NA,NA,4,4,68.01785714285715,54.08575581395349
05011000019,AR,011,0019,133,0,122,10,1,0,0,0,0,106,0,97,8,1,0,0,0,0,NA,NA,NA,NA,NA,4,4,24.607142857142854,19.566860465116278
05011000020,AR,011,0020,491,155,224,111,0,0,0,0,1,419,150,182,86,0,0,0,0,1,NA,NA,NA,NA,NA,4,4,97.26785714285714,77.34447674418604
05011000021,AR,011,0021,172,0,157,15,0,0,0,0,0,148,0,134,14,0,0,0,0,0,NA,NA,NA,NA,NA,4,4,34.357142857142854,27.319767441860463
05011000022,AR,011,0022,2526,60,2235,202,5,0,0,5,19,1964,47,1744,155,5,0,0,1,12,NA,NA,NA,NA,NA,4,4,455.9285714285714,362.5406976744186
05013000001,AR,013,0001,517,5,287,216,1,0,0,0,8,385,5,219,153,1,0,0,0,7,NA,NA,NA,NA,NA,4,4,77.94964028776978,101.29496402877697
05013000002,AR,013,0002,295,3,278,11,2,0,0,0,1,214,1,203,8,1,0,0,0,1,NA,NA,NA,NA,NA,4,4,43.327852004110994,56.30421377183967
05013000003,AR,013,0003,490,3,357,122,2,0,0,0,6,374,3,268,96,2,0,0,0,5,NA,NA,NA,NA,NA,4,4,75.72250770811922,98.40082219938336
05013000004,AR,013,0004,635,0,368,262,0,0,0,0,5,470,0,282,183,0,0,0,0,5,NA,NA,NA,NA,NA,4,4,114.20208500400963,98.37209302325581
05013000005,AR,013,0005,456,3,356,92,3,0,0,0,2,366,2,280,80,2,0,0,0,2,NA,NA,NA,NA,NA,4,4,88.93183640737772,76.6046511627907
05013000006,AR,013,0006,787,28,645,103,0,2,0,0,9,579,13,484,75,0,1,0,0,6,NA,NA,NA,NA,NA,4,4,100,152
05013000007,AR,013,0007,624,21,584,7,2,0,0,0,10,474,12,450,7,1,0,0,0,4,NA,NA,NA,NA,NA,4,4,115.17401764234162,99.2093023255814
05013000008,AR,013,0008,525,9,392,121,1,0,0,0,2,391,5,309,74,1,0,0,0,2,NA,NA,NA,NA,NA,4,4,95.00641539695269,81.83720930232559
05013000009,AR,013,0009,823,13,425,377,0,0,0,2,6,616,9,353,250,0,0,0,0,4,NA,NA,NA,NA,NA,4,4,149.6776263031275,128.93023255813952
05013000010,AR,013,0010,361,1,333,24,1,0,0,0,2,283,1,264,15,1,0,0,0,2,NA,NA,NA,NA,NA,4,4,101,140
05013000011,AR,013,0011,231,0,223,7,0,0,0,0,1,177,0,172,5,0,0,0,0,0,NA,NA,NA,NA,NA,4,4,43.00801924619086,37.04651162790698
05015000001,AR,015,0001,454,4,445,1,3,0,0,0,1,379,1,374,1,2,0,0,0,1,NA,NA,NA,NA,NA,3,3,36.07788461538461,42.27307692307692
05015000002,AR,015,0002,963,49,884,1,8,8,0,0,13,736,27,682,0,8,6,0,0,13,NA,NA,NA,NA,NA,3,3,61,137
05015000003,AR,015,0003,1276,37,1208,0,11,1,0,0,19,920,19,884,0,8,1,0,0,8,NA,NA,NA,NA,NA,3,3,58,100
05015000004,AR,015,0004,587,4,566,0,6,2,0,0,9,434,2,420,0,5,2,0,0,5,NA,NA,NA,NA,NA,3,3,38,102
05015000005,AR,015,0005,433,4,423,0,2,0,0,0,4,299,3,291,0,2,0,0,0,3,NA,NA,NA,NA,NA,3,3,62,109
05015000006,AR,015,0006,515,10,481,0,6,3,0,0,15,410,6,386,0,5,2,0,0,11,NA,NA,NA,NA,NA,3,3,39,66
05015000007,AR,015,0007,1842,43,1754,4,10,3,0,0,28,1519,27,1456,3,8,3,0,0,22,NA,NA,NA,NA,NA,3,3,87.43729809104259,155.24581497797357
05015000008,AR,015,0008,171,1,165,0,2,0,0,0,3,143,1,139,0,2,0,0,0,1,NA,NA,NA,NA,NA,3,3,31,62
05015000009,AR,015,0009,359,5,340,0,8,0,3,0,3,291,2,277,0,8,0,1,0,3,NA,NA,NA,NA,NA,3,3,20,51
05015000010,AR,015,0010,1364,19,1315,0,5,11,0,0,14,970,14,935,0,2,10,0,0,9,NA,NA,NA,NA,NA,3,3,66.30074565037283,84.98550124275063
05015000011,AR,015,0011,245,7,238,0,0,0,0,0,0,187,5,182,0,0,0,0,0,0,NA,NA,NA,NA,NA,3,3,12.78169014084507,16.383802816901408
05015000012,AR,015,0012,531,68,452,0,1,2,0,0,8,395,45,342,0,1,2,0,0,5,NA,NA,NA,NA,NA,3,3,26.998757249378624,34.60749792874896
05015000014,AR,015,0014,949,58,871,0,6,3,0,0,11,692,34,642,0,4,3,0,0,9,NA,NA,NA,NA,NA,3,3,55.38150738150738,88.53872053872054
05015000015,AR,015,0015,122,1,117,0,3,0,0,0,1,88,0,85,0,2,0,0,0,1,NA,NA,NA,NA,NA,3,3,7.0427350427350435,11.25925925925926
05015000016,AR,015,0016,1116,228,857,0,15,5,5,0,6,770,124,625,0,8,5,2,0,6,NA,NA,NA,NA,NA,3,3,61.623931623931625,98.51851851851852
05015000018,AR,015,0018,522,13,504,1,2,1,0,0,1,371,8,358,1,2,1,0,0,1,NA,NA,NA,NA,NA,3,3,29.69153069153069,47.46801346801347
05015000019,AR,015,0019,390,6,380,0,0,1,0,0,3,285,6,275,0,0,1,0,0,3,NA,NA,NA,NA,NA,3,3,68,89
05015000020,AR,015,0020,170,2,167,0,0,1,0,0,0,123,1,121,0,0,1,0,0,0,NA,NA,NA,NA,NA,3,3,33,28
05015000021,AR,015,0021,586,8,566,0,3,1,0,0,8,440,3,427,0,1,1,0,0,8,NA,NA,NA,NA,NA,3,3,65,85
05015000022,AR,015,0022,434,9,418,0,5,0,0,0,2,326,5,317,0,3,0,0,0,1,NA,NA,NA,NA,NA,3,3,67,102
05015000023,AR,015,0023,242,0,221,0,13,0,0,0,8,172,0,159,0,8,0,0,0,5,NA,NA,NA,NA,NA,3,3,37,40
05015000024,AR,015,0024,304,9,274,0,10,0,0,0,11,224,6,205,0,5,0,0,0,8,NA,NA,NA,NA,NA,3,3,60,48
05015000025,AR,015,0025,406,9,387,0,4,0,0,2,4,300,3,291,0,4,0,0,0,2,NA,NA,NA,NA,NA,3,3,26,34
05015000026,AR,015,0026,767,16,725,1,3,5,2,0,15,638,11,606,1,3,4,2,0,11,NA,NA,NA,NA,NA,3,3,36.72481644640235,65.20528634361233
05015000027,AR,015,0027,637,36,563,0,7,7,0,0,24,538,17,489,0,6,6,0,0,20,NA,NA,NA,NA,NA,3,3,30.968575624082234,54.98502202643172
05015000028,AR,015,0028,874,39,819,0,5,6,0,0,5,710,26,671,0,4,5,0,0,4,NA,NA,NA,NA,NA,3,3,40.86930983847284,72.56387665198238
05015000029,AR,015,0029,1960,12,1898,5,22,9,0,0,14,1701,8,1660,4,14,4,0,0,11,NA,NA,NA,NA,NA,3,3,161.92211538461538,189.72692307692307
05015000030,AR,015,0030,2405,370,1999,0,14,10,0,0,12,1805,252,1525,0,9,10,0,0,9,NA,NA,NA,NA,NA,3,3,123.37406793703397,158.14312344656173
05015000031,AR,015,0031,2016,502,1465,2,13,6,0,0,28,1471,294,1144,0,10,5,0,0,18,NA,NA,NA,NA,NA,3,3,100.54473902236951,128.8800745650373
05015000032,AR,015,0032,1236,388,813,5,14,10,0,0,6,906,273,611,2,10,5,0,0,5,NA,NA,NA,NA,NA,3,3,72.5081585081585,115.91919191919192
05015000033,AR,015,0033,1481,514,934,5,8,3,4,0,13,1034,334,679,3,4,3,2,0,9,NA,NA,NA,NA,NA,3,3,82.75213675213675,132.2962962962963
05017000001,AR,017,0001,1091,15,309,738,4,8,0,3,14,716,8,227,466,1,5,0,0,9,NA,NA,NA,NA,NA,4,4,187.98051631758403,113.86945932781296
05017000002,AR,017,0002,636,6,79,533,2,9,0,0,7,431,5,67,346,1,6,0,0,6,NA,NA,NA,NA,NA,4,4,113.15586945932782,68.54432537749635
05017000003,AR,017,0003,1096,18,751,299,0,15,0,0,13,849,13,596,223,0,12,0,0,5,NA,NA,NA,NA,NA,4,4,222.8986848514369,135.02118850462736
05017000004,AR,017,0004,1421,95,1081,234,2,2,1,0,6,1057,61,848,139,2,2,0,0,5,NA,NA,NA,NA,NA,4,4,277.5075499269362,168.1005845104725
05017000005,AR,017,0005,1374,61,1153,148,2,2,0,0,8,1053,32,913,97,2,2,0,0,7,NA,NA,NA,NA,NA,4,4,276.45737944471506,167.46444227959086
05017000006,AR,017,0006,709,8,207,482,0,2,0,0,10,507,7,180,314,0,2,0,0,4,NA,NA,NA,NA,NA,4,4,168.60658463584969,70.64615896242101
05017000007,AR,017,0007,753,13,134,604,0,0,0,0,2,499,10,116,371,0,0,0,0,2,NA,NA,NA,NA,NA,4,4,165.9461257066844,69.53142667110076
05017000008,AR,017,0008,761,0,7,743,0,0,0,1,10,499,0,3,487,0,0,0,1,8,NA,NA,NA,NA,NA,4,4,165.9461257066844,69.53142667110076
05017000009,AR,017,0009,596,18,30,542,1,2,0,1,2,402,14,23,361,1,2,0,1,0,NA,NA,NA,NA,NA,4,4,133.68806119055537,56.0152976388427
05017000010,AR,017,0010,1270,96,764,406,0,1,1,0,2,944,53,611,276,0,1,1,0,2,NA,NA,NA,NA,NA,4,4,313.9341536415032,131.53841037578982
05017000011,AR,017,0011,211,4,141,63,0,0,0,0,3,156,1,107,45,0,0,0,0,3,NA,NA,NA,NA,NA,4,4,51.87894911872298,21.737279680744926
05017000012,AR,017,0012,1126,16,218,873,1,4,0,2,12,763,8,172,568,1,4,0,0,10,NA,NA,NA,NA,NA,4,4,214.89865728900256,101.47314578005114
05017000013,AR,017,0013,1064,7,338,702,1,4,0,0,12,795,5,286,493,1,4,0,0,6,NA,NA,NA,NA,NA,4,4,223.91144501278774,105.72890025575448
05017000014,AR,017,0014,1102,2,272,819,1,2,0,0,6,778,2,231,538,1,1,0,0,5,NA,NA,NA,NA,NA,4,4,219.12340153452686,103.46803069053709
05017000015,AR,017,0015,907,48,496,355,2,4,0,0,2,792,37,426,321,2,4,0,0,2,NA,NA,NA,NA,NA,4,4,223.0664961636829,105.3299232736573
05019000001,AR,019,0001,702,27,659,3,4,1,0,0,8,534,15,508,2,3,1,0,0,5,NA,NA,NA,NA,NA,4,4,96.87953555878084,87.19158200290276
05019000002,AR,019,0002,762,19,730,7,3,0,0,0,3,554,12,533,6,1,0,0,0,2,NA,NA,NA,NA,NA,4,4,100.50798258345428,90.45718432510886
05019000003,AR,019,0003,366,11,348,0,6,0,0,0,1,290,7,276,0,6,0,0,0,1,NA,NA,NA,NA,NA,4,4,52.61248185776488,47.35123367198839
05019000004,AR,019,0004,703,9,593,83,6,0,0,0,12,523,9,451,50,3,0,0,0,10,NA,NA,NA,NA,NA,4,4,127.19467885607126,70.67733239568683
05019000005,AR,019,0005,850,7,716,107,4,0,0,0,16,647,4,554,80,3,0,0,0,6,NA,NA,NA,NA,NA,4,4,157.35173464603844,87.43448195030473
05019000006,AR,019,0006,576,1,336,224,1,0,0,0,14,429,0,259,164,1,0,0,0,5,NA,NA,NA,NA,NA,4,4,104.33368495077356,57.97433192686357
05019000007,AR,019,0007,306,10,272,20,0,1,1,0,2,233,10,204,17,0,1,0,0,1,NA,NA,NA,NA,NA,4,4,56.66608063759963,31.48722456633849
05019000008,AR,019,0008,882,0,841,24,2,0,0,0,15,708,0,682,16,2,0,0,0,8,NA,NA,NA,NA,NA,4,4,172.1870604781997,95.67791842475386
05019000009,AR,019,0009,435,2,300,130,0,0,0,0,3,324,2,229,93,0,0,0,0,0,NA,NA,NA,NA,NA,4,4,78.79746835443038,43.78481012658228
05019000010,AR,019,0010,896,17,680,186,6,0,0,0,7,680,11,516,142,4,0,0,0,7,NA,NA,NA,NA,NA,4,4,165.37740271917488,91.89404594467885
05019000011,AR,019,0011,459,11,180,257,1,0,0,0,10,344,6,143,191,1,0,0,0,3,NA,NA,NA,NA,NA,4,4,83.66150961087669,46.487576183778714
05019000012,AR,019,0012,351,4,304,42,0,0,0,0,1,279,4,237,37,0,0,0,0,1,NA,NA,NA,NA,NA,4,4,67.85337552742617,37.7035864978903
05019000013,AR,019,0013,574,7,467,95,1,0,0,0,4,435,5,357,68,1,0,0,0,4,NA,NA,NA,NA,NA,4,4,105.79289732770745,58.7851617440225
05019000014,AR,019,0014,734,14,659,54,0,0,1,0,6,573,4,521,43,0,0,1,0,4,NA,NA,NA,NA,NA,4,4,139.35478199718705,77.43424753867791
05019000015,AR,019,0015,1055,13,819,206,7,1,1,0,8,762,6,609,142,2,0,0,0,3,NA,NA,NA,NA,NA,4,4,185.31997187060477,102.97538677918425
05019000016,AR,019,0016,390,10,319,57,1,0,0,0,3,283,5,240,35,1,0,0,0,2,NA,NA,NA,NA,NA,4,4,68.82618377871543,38.24413970932959
05019000017,AR,019,0017,379,14,113,248,0,1,0,0,3,262,11,86,161,0,1,0,0,3,NA,NA,NA,NA,NA,4,4,63.718940459446785,35.406235349273324
05019000018,AR,019,0018,388,33,179,173,2,0,0,0,1,280,28,141,110,1,0,0,0,0,NA,NA,NA,NA,NA,4,4,68.09657759024847,37.83872480075012
05019000019,AR,019,0019,553,34,491,23,1,0,0,0,4,419,20,373,21,1,0,0,0,4,NA,NA,NA,NA,NA,4,4,101.9016643225504,56.622948898265356
05019000020,AR,019,0020,85,3,63,17,1,0,0,0,1,72,1,55,14,1,0,0,0,1,NA,NA,NA,NA,NA,4,4,17.51054852320675,9.729957805907173
05019000021,AR,019,0021,2845,45,2345,330,11,83,4,4,23,2714,39,2242,311,11,83,4,3,21,NA,NA,NA,NA,NA,4,4,660.0503984997655,366.76535396155646
05019000022,AR,019,0022,1972,122,1214,607,7,6,1,0,15,1486,75,995,396,5,4,0,0,11,NA,NA,NA,NA,NA,4,4,361.3982653539615,200.81551804969524
05019000023,AR,019,0023,1564,52,1202,277,6,19,0,0,8,1252,34,996,195,6,16,0,0,5,NA,NA,NA,NA,NA,4,4,304.4889826535396,169.19315518049694
05019000024,AR,019,0024,1871,39,652,1111,12,11,0,0,46,1383,25,545,768,6,5,0,0,34,NA,NA,NA,NA,NA,4,4,336.348452883263,186.89627285513362
05019000025,AR,019,0025,2660,25,2006,554,15,22,0,0,38,2105,14,1629,411,11,15,0,0,25,NA,NA,NA,NA,NA,4,4,511.94034224097516,284.466127519925
05019000026,AR,019,0026,134,0,129,4,0,0,0,0,1,103,0,98,4,0,0,0,0,1,NA,NA,NA,NA,NA,4,4,25.049812470698548,13.91924519456165
05019000027,AR,019,0027,70,1,69,0,0,0,0,0,0,54,1,53,0,0,0,0,0,0,NA,NA,NA,NA,NA,4,4,13.132911392405063,7.2974683544303796
