GEOID,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,COUNTYFP,COUSUBFP,school,cd_1990,cd_2000,ndv,nrv
05119000137,AR,119,0137,937,19,623,271,5,1,0,0,18,725,16,511,180,5,1,0,0,12,NA,NA,NA,NA,NA,2,2,159.674151940325,129.7179794571234
05119000138,AR,119,0138,741,7,669,43,2,3,0,1,16,619,5,578,24,2,2,0,0,8,NA,NA,NA,NA,NA,2,2,136.32868972560163,110.75231625373708
05119000139,AR,119,0139,1013,18,344,635,2,1,0,0,13,754,11,285,452,2,1,0,0,3,NA,NA,NA,NA,NA,2,2,166.06111801793801,134.90669863540833
05119000140,AR,119,0140,3102,222,1112,1672,9,18,0,0,69,2186,127,946,1051,7,13,0,0,42,NA,NA,NA,NA,NA,2,2,481.4450981262765,391.12207323209896
05119000141,AR,119,0141,3235,92,1669,1388,6,39,1,3,37,2333,55,1398,825,5,28,1,0,21,NA,NA,NA,NA,NA,2,2,513.8204089334872,417.42351182547435
05119000142,AR,119,0142,3361,91,1622,1521,13,27,0,0,87,2356,62,1310,911,12,20,0,0,41,NA,NA,NA,NA,NA,2,2,518.885933753663,421.53870289790723
05119000143,AR,119,0143,2881,171,1550,1110,13,8,2,5,22,2158,120,1285,723,9,5,2,2,12,NA,NA,NA,NA,NA,2,2,475.27837225823635,386.1122754047894
05119000144,AR,119,0144,4123,313,1058,2657,4,23,4,7,57,2698,177,904,1576,4,13,3,2,19,NA,NA,NA,NA,NA,2,2,594.208085427582,482.72980493147446
05119000145,AR,119,0145,1862,215,553,1038,5,28,0,2,21,1346,149,480,685,2,19,0,0,11,NA,NA,NA,NA,NA,2,2,296.4433220850724,240.8281384128112
05119000148,AR,119,0148,4392,49,872,3396,7,17,1,7,43,2801,26,754,1983,4,15,1,1,17,NA,NA,NA,NA,NA,2,2,616.8928270135867,501.1587040819347
05119000149,AR,119,0149,4701,379,1152,3082,11,32,0,0,45,3053,272,960,1771,10,25,0,0,15,NA,NA,NA,NA,NA,2,2,672.393359825948,546.246884527721
05119000151,AR,119,0151,3635,66,2111,1346,20,29,0,6,57,2610,44,1708,784,16,17,0,0,41,NA,NA,NA,NA,NA,2,2,574.82694698517,466.9847260456442
05119000152,AR,119,0152,3677,48,3088,470,13,21,0,0,37,2851,28,2448,329,9,16,0,0,21,NA,NA,NA,NA,NA,2,2,627.9048374922298,510.10477163070186
05119000153,AR,119,0153,1431,26,1285,80,13,1,0,1,25,1151,16,1050,61,12,1,0,1,10,NA,NA,NA,NA,NA,2,2,253.49648121836427,205.93847497261936
05119000154,AR,119,0154,902,7,392,482,4,0,0,0,17,706,5,311,373,3,0,0,0,14,NA,NA,NA,NA,NA,2,2,155.48958795844064,126.31847378859189
05119000155,AR,119,0155,2933,97,895,1880,5,5,0,0,51,1910,68,766,1051,3,4,0,0,18,NA,NA,NA,NA,NA,2,2,420.6588002841666,341.7397803629044
05119000156,AR,119,0156,1759,4,461,1276,4,4,0,0,10,1486,4,441,1027,2,3,0,0,9,NA,NA,NA,NA,NA,2,2,327.27695142527307,265.87712754935916
05119000157,AR,119,0157,500,7,206,264,0,21,0,0,2,365,5,169,174,0,17,0,0,0,NA,NA,NA,NA,NA,2,2,80.38767649409466,65.30629310600006
05119000158,AR,119,0158,301,3,276,16,6,0,0,0,0,240,1,222,14,3,0,0,0,0,NA,NA,NA,NA,NA,2,2,52.8576502974869,42.94112423408223
05119000159,AR,119,0159,2083,20,1706,317,10,2,3,0,25,1636,14,1361,230,9,1,3,0,18,NA,NA,NA,NA,NA,2,2,360.3129828612024,292.7153301956605
05119000160,AR,119,0160,1044,106,210,670,8,34,0,0,16,703,70,178,419,6,22,0,0,8,NA,NA,NA,NA,NA,2,2,154.82886732972204,125.78170973566587
05119000161,AR,119,0161,1241,39,70,1121,4,0,0,0,7,872,24,57,784,4,0,0,0,3,NA,NA,NA,NA,NA,2,2,192.04946274753576,156.01941805049879
05119000162,AR,119,0162,1230,15,13,1189,0,1,0,1,11,871,11,12,840,0,1,0,0,7,NA,NA,NA,NA,NA,2,2,191.8292225379629,155.84049669952344
05119000163,AR,119,0163,1051,30,472,520,3,3,0,4,19,773,19,377,362,2,3,0,2,8,NA,NA,NA,NA,NA,2,2,170.2456819998224,138.30620430393986
05119000164,AR,119,0164,542,7,124,407,0,0,0,0,4,383,5,95,279,0,0,0,0,4,NA,NA,NA,NA,NA,2,2,84.35200026640618,68.52687742355623
05119000165,AR,119,0165,1370,8,64,1275,1,6,0,0,16,1035,4,59,957,1,2,0,0,12,NA,NA,NA,NA,NA,2,2,227.94861690791228,185.18359825947962
05119000166,AR,119,0166,1363,13,353,977,5,1,0,0,14,970,9,290,659,3,1,0,0,8,NA,NA,NA,NA,NA,2,2,213.6330032856762,173.55371044608233
05119000167,AR,119,0167,1762,16,841,885,3,4,1,2,10,1310,11,687,597,3,4,1,0,7,NA,NA,NA,NA,NA,2,2,288.51467454044933,234.38696977769882
05119000168,AR,119,0168,290,0,8,277,0,0,0,0,5,212,0,8,202,0,0,0,0,2,NA,NA,NA,NA,NA,2,2,46.69092442944677,37.93132640677264
05119000169,AR,119,0169,753,4,34,711,0,0,0,0,4,467,2,28,435,0,0,0,0,2,NA,NA,NA,NA,NA,2,2,102.8521778705266,83.55627090548501
05119000170,AR,119,0170,1783,44,427,1279,4,5,1,1,22,1335,35,366,909,3,3,1,1,17,NA,NA,NA,NA,NA,2,2,294.0206797797709,238.8600035520824
05119000172,AR,119,0172,803,1,19,776,2,1,0,0,4,505,0,17,483,1,0,0,0,4,NA,NA,NA,NA,NA,2,2,111.22130583429535,90.35528224254803
05119000173,AR,119,0173,19,0,7,12,0,0,0,0,0,13,0,4,9,0,0,0,0,0,NA,NA,NA,NA,NA,2,2,2.8631227244472073,2.325977562679454
05119000174,AR,119,0174,421,0,7,408,1,0,0,0,5,349,0,7,338,1,0,0,0,3,NA,NA,NA,NA,NA,2,2,76.86383314092886,62.443551490394576
05119000175,AR,119,0175,1535,34,29,1456,1,9,0,0,6,1060,20,26,1007,1,4,0,0,2,NA,NA,NA,NA,NA,2,2,233.4546221472338,189.6566320338632
05119000176,AR,119,0176,519,10,18,488,0,1,0,0,2,293,5,13,273,0,1,0,0,1,NA,NA,NA,NA,NA,2,2,64.5303814048486,52.423955835775395
05119000177,AR,119,0177,2566,35,1882,558,6,49,1,1,34,2274,32,1689,475,6,44,1,1,26,NA,NA,NA,NA,NA,2,2,500.8262365686884,406.86715211792915
05121000001,AR,121,0001,123,0,118,0,3,0,0,0,2,97,0,92,0,3,0,0,0,2,NA,NA,NA,NA,NA,1,1,33,23
05121000002,AR,121,0002,74,0,74,0,0,0,0,0,0,62,0,62,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,30,10
05121000003,AR,121,0003,54,0,54,0,0,0,0,0,0,47,0,47,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,17,18
05121000004,AR,121,0004,268,7,230,27,1,0,0,0,3,196,1,185,9,1,0,0,0,0,NA,NA,NA,NA,NA,1,1,21,23
05121000005,AR,121,0005,421,5,405,0,2,1,0,3,5,344,3,332,0,2,1,0,3,3,NA,NA,NA,NA,NA,1,1,45,22
05121000006,AR,121,0006,620,0,599,10,2,1,0,2,6,475,0,458,6,2,1,0,2,6,NA,NA,NA,NA,NA,1,1,75,76
05121000007,AR,121,0007,210,0,205,2,2,0,0,0,1,150,0,146,2,2,0,0,0,0,NA,NA,NA,NA,NA,1,1,39,39
05121000008,AR,121,0008,269,7,235,24,0,0,0,0,3,185,4,169,10,0,0,0,0,2,NA,NA,NA,NA,NA,1,1,25,14
05121000009,AR,121,0009,247,3,238,0,3,0,0,0,3,190,3,185,0,2,0,0,0,0,NA,NA,NA,NA,NA,1,1,31,39
05121000010,AR,121,0010,757,3,740,0,6,0,0,1,7,563,3,546,0,6,0,0,1,7,NA,NA,NA,NA,NA,1,1,126,107
05121000011,AR,121,0011,694,3,681,0,3,0,0,0,7,539,2,530,0,2,0,0,0,5,NA,NA,NA,NA,NA,1,1,95,85
05121000012,AR,121,0012,334,5,315,0,2,0,0,0,12,234,3,223,0,1,0,0,0,7,NA,NA,NA,NA,NA,1,1,27,26
05121000013,AR,121,0013,296,1,291,0,1,0,0,0,3,236,1,231,0,1,0,0,0,3,NA,NA,NA,NA,NA,1,1,48,30
05121000014,AR,121,0014,562,4,553,1,2,0,0,0,2,431,2,426,0,2,0,0,0,1,NA,NA,NA,NA,NA,1,1,61,52
05121000015,AR,121,0015,894,1,881,0,2,0,1,2,7,645,1,632,0,2,0,1,2,7,NA,NA,NA,NA,NA,1,1,87,89
05121000016,AR,121,0016,90,0,87,0,2,0,0,0,1,71,0,68,0,2,0,0,0,1,NA,NA,NA,NA,NA,1,1,58,45
05121000017,AR,121,0017,510,3,484,7,5,0,0,1,10,388,3,370,5,2,0,0,1,7,NA,NA,NA,NA,NA,1,1,86,54
05121000018,AR,121,0018,570,3,536,17,6,0,0,0,8,402,3,385,7,3,0,0,0,4,NA,NA,NA,NA,NA,1,1,107,68
05121000019,AR,121,0019,333,4,323,0,2,0,0,0,4,238,2,230,0,2,0,0,0,4,NA,NA,NA,NA,NA,1,1,27,26
05121000020,AR,121,0020,928,15,882,12,2,0,0,0,17,688,9,655,11,2,0,0,0,11,NA,NA,NA,NA,NA,1,1,71.55725190839695,84.68702290076335
05121000021,AR,121,0021,480,1,471,0,1,0,0,0,7,360,0,353,0,1,0,0,0,6,NA,NA,NA,NA,NA,1,1,37.44274809160306,44.31297709923664
05121000022,AR,121,0022,46,0,46,0,0,0,0,0,0,33,0,33,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,27,21
05121000023,AR,121,0023,279,2,277,0,0,0,0,0,0,204,1,203,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,101,67
05121000024,AR,121,0024,124,0,116,0,4,0,0,4,0,94,0,89,0,1,0,0,4,0,NA,NA,NA,NA,NA,1,1,30,18
05121000025,AR,121,0025,327,1,318,0,0,0,1,0,7,252,0,245,0,0,0,1,0,6,NA,NA,NA,NA,NA,1,1,76,44
05121000026,AR,121,0026,1153,13,1109,5,7,2,0,0,17,860,12,823,5,7,1,0,0,12,NA,NA,NA,NA,NA,1,1,107.83190394511149,86.295025728988
05121000027,AR,121,0027,2256,7,2177,34,12,1,0,0,25,1723,4,1663,25,9,1,0,0,21,NA,NA,NA,NA,NA,1,1,216.03996569468268,172.8910806174957
05121000028,AR,121,0028,1880,17,1814,26,5,3,0,0,15,1417,5,1371,21,4,3,0,0,13,NA,NA,NA,NA,NA,1,1,177.67186963979418,142.1861063464837
05121000029,AR,121,0029,2382,34,2313,9,9,1,0,0,16,1830,18,1786,6,8,1,0,0,11,NA,NA,NA,NA,NA,1,1,229.45626072041165,183.62778730703258
05121000030,AR,121,0030,1014,10,987,0,8,4,0,0,5,762,4,745,0,5,4,0,0,4,NA,NA,NA,NA,NA,1,1,124,108
05123000001,AR,123,0001,3737,1085,547,2046,13,16,0,1,29,3219,1084,539,1548,13,16,0,1,18,NA,NA,NA,NA,NA,1,1,643.4523221725043,388.6541428791853
05123000002,AR,123,0002,509,1,6,502,0,0,0,0,0,352,0,6,346,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,70.36198117574448,42.49961425705909
05123000003,AR,123,0003,444,1,10,428,0,4,0,0,1,277,0,7,267,0,3,0,0,0,NA,NA,NA,NA,NA,1,1,55.37008177750347,33.44429871933343
05123000005,AR,123,0005,332,8,12,310,1,0,0,0,1,240,6,12,221,0,0,0,0,1,NA,NA,NA,NA,NA,1,1,47.974078074371235,28.97700972072211
05123000006,AR,123,0006,169,0,2,166,1,0,0,0,0,106,0,2,103,1,0,0,0,0,NA,NA,NA,NA,NA,1,1,21.188551149513966,12.798179293318933
05123000009,AR,123,0009,1309,17,588,689,0,14,0,0,1,906,13,481,401,0,10,0,0,1,NA,NA,NA,NA,NA,1,1,181.10214473075143,109.38821169572597
05123000010,AR,123,0010,214,0,5,209,0,0,0,0,0,147,0,4,143,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,29.38412282055238,17.748418453942293
05123000011,AR,123,0011,665,4,166,490,0,0,0,0,5,463,4,151,303,0,0,0,0,5,NA,NA,NA,NA,NA,1,1,92.54999228514119,55.90148125289308
05123000012,AR,123,0012,1152,25,620,498,3,4,0,1,1,754,12,474,263,2,2,0,0,1,NA,NA,NA,NA,NA,1,1,150.7185619503163,91.03610553926863
05123000013,AR,123,0013,987,8,95,878,0,0,0,0,6,628,6,72,546,0,0,0,0,4,NA,NA,NA,NA,NA,1,1,125.5321709612714,75.82317543588952
05123000014,AR,123,0014,88,3,73,10,1,0,0,0,1,63,3,54,5,0,0,0,0,1,NA,NA,NA,NA,NA,1,1,43.684813753581665,25.813753581661892
05123000015,AR,123,0015,660,15,275,358,1,0,0,0,11,486,8,215,257,1,0,0,0,5,NA,NA,NA,NA,NA,1,1,97.14750810060175,58.67844468446227
05123000016,AR,123,0016,510,3,406,100,0,0,0,0,1,379,3,307,69,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,262.80229226361035,155.2922636103152
05123000017,AR,123,0017,164,12,58,93,1,0,0,0,0,111,6,44,60,1,0,0,0,0,NA,NA,NA,NA,NA,1,1,22.188011109396697,13.401866995833975
05123000018,AR,123,0018,227,2,163,60,2,0,0,0,0,177,2,125,48,2,0,0,0,0,NA,NA,NA,NA,NA,1,1,35.38088257984879,21.370544669032554
05123000019,AR,123,0019,335,8,104,223,0,0,0,0,0,212,5,70,137,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,42.37710229902793,25.596358586637866
05123000020,AR,123,0020,650,15,577,57,1,0,0,0,0,499,6,452,40,1,0,0,0,0,NA,NA,NA,NA,NA,1,1,12.50974930362117,18.417130919220057
05123000021,AR,123,0021,674,14,484,173,1,0,0,1,1,503,8,368,125,1,0,0,0,1,NA,NA,NA,NA,NA,1,1,82.41414752116081,96.7073760580411
05123000022,AR,123,0022,368,2,346,20,0,0,0,0,0,284,2,268,14,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,46.53204353083434,54.60217654171705
05123000023,AR,123,0023,465,3,382,70,2,7,0,0,1,347,3,291,47,2,3,0,0,1,NA,NA,NA,NA,NA,1,1,56.85429262394196,66.71463119709794
05123000024,AR,123,0024,296,14,118,160,2,0,0,0,2,217,12,92,109,2,0,0,0,2,NA,NA,NA,NA,NA,1,1,69.39821182943605,38.80330123796424
05123000025,AR,123,0025,869,10,218,632,1,2,0,0,6,573,8,173,385,1,2,0,0,4,NA,NA,NA,NA,NA,1,1,183.24965612104538,102.46217331499312
05123000026,AR,123,0026,417,3,32,381,0,0,0,0,1,259,2,26,231,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,82.83012379642366,46.31361760660248
05123000027,AR,123,0027,132,6,70,54,2,0,0,0,0,92,3,45,42,2,0,0,0,0,NA,NA,NA,NA,NA,1,1,88,86
05123000028,AR,123,0028,187,0,92,94,0,0,0,0,1,129,0,68,60,0,0,0,0,1,NA,NA,NA,NA,NA,1,1,16.652727272727272,5.863636363636364
05123000029,AR,123,0029,627,1,296,322,5,3,0,0,0,450,1,223,223,2,1,0,0,0,NA,NA,NA,NA,NA,1,1,114.65256797583082,132.32628398791542
05123000030,AR,123,0030,247,0,231,16,0,0,0,0,0,180,0,170,10,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,45.86102719033232,52.93051359516616
05123000031,AR,123,0031,599,4,375,215,3,0,2,0,0,419,1,281,133,3,0,1,0,0,NA,NA,NA,NA,NA,1,1,64,64
05123000032,AR,123,0032,372,10,258,100,2,0,0,0,2,277,8,196,69,2,0,0,0,2,NA,NA,NA,NA,NA,1,1,76.85060975609755,100.4969512195122
05123000033,AR,123,0033,780,1,444,328,5,0,0,0,2,550,0,329,217,3,0,0,0,1,NA,NA,NA,NA,NA,1,1,48,34
05123000034,AR,123,0034,581,0,299,252,1,28,0,0,1,405,0,233,149,1,21,0,0,1,NA,NA,NA,NA,NA,1,1,129.5220082530949,72.42090784044017
05123000035,AR,123,0035,35,2,27,6,0,0,0,0,0,23,2,17,4,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,4.597515815460577,2.776963431569202
05123000036,AR,123,0036,82,0,29,52,0,0,0,1,0,56,0,22,34,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,11.193951550686622,6.7613022681684924
05123000037,AR,123,0037,583,17,455,104,0,1,0,0,6,421,15,338,64,0,0,0,0,4,NA,NA,NA,NA,NA,1,1,54.34727272727273,19.136363636363637
05123000038,AR,123,0038,124,0,21,102,0,0,0,0,1,95,0,18,76,0,0,0,0,1,NA,NA,NA,NA,NA,1,1,18.98973923777195,11.470066347785835
05123000039,AR,123,0039,342,1,262,78,1,0,0,0,0,256,1,196,58,1,0,0,0,0,NA,NA,NA,NA,NA,1,1,177.512893982808,104.89398280802293
05123000040,AR,123,0040,1228,10,1136,71,3,3,0,0,5,937,5,874,49,3,3,0,0,3,NA,NA,NA,NA,NA,1,1,23.49025069637883,34.58286908077994
05123000041,AR,123,0041,727,22,525,169,3,4,0,0,4,520,11,382,117,3,4,0,0,3,NA,NA,NA,NA,NA,1,1,85.19951632406288,99.97581620314389
05123000042,AR,123,0042,130,3,109,18,0,0,0,0,0,94,2,84,8,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,18.789847245795404,11.349328807282827
05123000043,AR,123,0043,511,15,440,51,0,5,0,0,0,375,9,329,35,0,2,0,0,0,NA,NA,NA,NA,NA,1,1,74.95949699120506,45.2765776886283
05123000044,AR,123,0044,129,0,123,6,0,0,0,0,0,91,0,89,2,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,23.185297079556896,26.759315206445116
05123000045,AR,123,0045,365,2,283,75,0,0,0,0,5,272,1,215,52,0,0,0,0,4,NA,NA,NA,NA,NA,1,1,69.30110775427997,79.98388721047331
05123000046,AR,123,0046,64,4,48,11,0,0,0,0,1,51,2,39,10,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,14.149390243902438,18.503048780487806
05123000047,AR,123,0047,404,5,48,346,0,0,0,0,5,253,5,46,198,0,0,0,0,4,NA,NA,NA,NA,NA,1,1,50.572673970066354,30.546597747261227
05123000048,AR,123,0048,327,1,7,318,0,0,0,0,1,250,1,6,242,0,0,0,0,1,NA,NA,NA,NA,NA,1,1,49.97299799413671,30.1843851257522
05123000049,AR,123,0049,248,2,12,228,1,0,0,0,5,162,1,11,147,1,0,0,0,2,NA,NA,NA,NA,NA,1,1,32.38250270020059,19.559481561487424
05123000050,AR,123,0050,396,9,13,369,0,0,0,0,5,240,5,12,221,0,0,0,0,2,NA,NA,NA,NA,NA,1,1,47.974078074371235,28.97700972072211
05123000051,AR,123,0051,276,6,120,146,0,4,0,0,0,188,4,98,83,0,3,0,0,0,NA,NA,NA,NA,NA,1,1,37.57969449159081,22.698657614565654
05123000052,AR,123,0052,764,15,10,729,0,0,0,0,10,306,6,6,293,0,0,0,0,1,NA,NA,NA,NA,NA,1,1,61.16694954482333,36.94568739392069
05123000053,AR,123,0053,23,0,2,21,0,0,0,0,0,23,0,2,21,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,4.597515815460577,2.776963431569202
05123000054,AR,123,0054,186,1,22,163,0,0,0,0,0,117,1,21,95,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,23.387363061255982,14.126292238852031
05123000055,AR,123,0055,554,9,316,221,0,5,0,0,3,399,5,252,136,0,3,0,0,3,NA,NA,NA,NA,NA,1,1,79.75690479864218,48.17427866070051
05123000056,AR,123,0056,629,10,372,232,1,6,0,0,8,468,5,314,144,0,3,0,0,2,NA,NA,NA,NA,NA,1,1,93.54945224502393,56.505168955408124
05123000057,AR,123,0057,296,0,126,143,5,9,0,0,13,213,0,107,84,5,7,0,0,10,NA,NA,NA,NA,NA,1,1,42.576994291004475,25.717096127140874
05123000058,AR,123,0058,30,0,29,1,0,0,0,0,0,25,0,24,1,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,4.997299799413671,3.01843851257522
05123000059,AR,123,0059,869,5,715,119,1,22,0,0,7,678,4,579,78,1,14,0,0,2,NA,NA,NA,NA,NA,1,1,135.52677056009875,81.86005246103996
05123000060,AR,123,0060,80,0,36,44,0,0,0,0,0,61,0,32,29,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,12.193411510569357,7.364989970683537
05123000061,AR,123,0061,92,2,44,36,0,2,0,0,8,75,2,37,29,0,2,0,0,5,NA,NA,NA,NA,NA,1,1,14.991899398241012,9.05531553772566
05123000062,AR,123,0062,477,11,327,115,0,20,0,0,4,364,4,273,69,0,16,0,0,2,NA,NA,NA,NA,NA,1,1,72.76068507946304,43.9484647430952
05123000063,AR,123,0063,222,1,1,215,0,0,0,0,5,138,1,1,134,0,0,0,0,2,NA,NA,NA,NA,NA,1,1,27.58509489276346,16.661780589415212
05123000064,AR,123,0064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,0,0
05123000065,AR,123,0065,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,0.1998919919765468,0.12073754050300879
05123000066,AR,123,0066,131,3,107,20,1,0,0,0,0,104,2,88,13,1,0,0,0,0,NA,NA,NA,NA,NA,1,1,20.78876716556087,12.556704212312916
05123000067,AR,123,0067,108,0,95,11,0,2,0,0,0,87,0,77,8,0,2,0,0,0,NA,NA,NA,NA,NA,1,1,17.390603301959576,10.504166023761766
05123000068,AR,123,0068,130,0,11,119,0,0,0,0,0,89,0,5,84,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,17.79038728591267,10.745641104767783
05125000001,AR,125,0001,647,2,630,0,5,5,0,1,4,461,2,450,0,5,3,0,0,1,NA,NA,NA,NA,NA,2,2,70,64
05125000002,AR,125,0002,263,4,254,0,1,1,0,0,3,203,1,197,0,1,1,0,0,3,NA,NA,NA,NA,NA,2,2,37,26
05125000003,AR,125,0003,3573,14,3513,14,5,14,1,0,12,3460,12,3406,14,5,10,1,0,12,NA,NA,NA,NA,NA,2,2,106,195
05125000004,AR,125,0004,325,5,316,0,0,0,0,0,4,258,5,249,0,0,0,0,0,4,NA,NA,NA,NA,NA,2,2,39.06624605678233,38.65930599369086
05125000005,AR,125,0005,447,1,439,0,1,3,1,0,2,376,0,370,0,1,2,1,0,2,NA,NA,NA,NA,NA,2,2,56.93375394321767,56.34069400630914
05125000006,AR,125,0006,430,1,421,0,2,1,0,0,5,304,1,298,0,2,0,0,0,3,NA,NA,NA,NA,NA,2,2,57,46
05125000007,AR,125,0007,3195,38,3056,19,33,13,3,0,33,2371,20,2291,6,24,9,3,0,18,NA,NA,NA,NA,NA,2,2,432.36904523952296,386.873142780998
05125000008,AR,125,0008,720,5,703,0,6,0,0,0,6,533,5,520,0,3,0,0,0,5,NA,NA,NA,NA,NA,2,2,114,77
05125000009,AR,125,0009,777,12,757,1,4,1,0,0,2,570,6,558,0,4,1,0,0,1,NA,NA,NA,NA,NA,2,2,118,69
05125000010,AR,125,0010,2034,15,1987,8,9,0,0,0,15,1456,12,1425,4,5,0,0,0,10,NA,NA,NA,NA,NA,2,2,183,208
05125000011,AR,125,0011,974,3,955,5,4,0,0,0,7,713,2,703,2,1,0,0,0,5,NA,NA,NA,NA,NA,2,2,116,109
05125000012,AR,125,0012,1010,8,991,1,7,1,0,0,2,749,3,738,1,5,0,0,0,2,NA,NA,NA,NA,NA,2,2,97.81121362668559,80.80056777856635
05125000013,AR,125,0013,2645,36,2337,227,15,6,0,0,24,2069,26,1785,227,12,5,0,0,14,NA,NA,NA,NA,NA,2,2,270.18878637331443,223.19943222143365
05125000014,AR,125,0014,728,7,708,4,1,1,0,0,7,516,4,504,2,1,1,0,0,4,NA,NA,NA,NA,NA,2,2,94,96
05125000015,AR,125,0015,1236,39,1186,0,6,0,3,0,2,905,29,870,0,4,0,1,0,1,NA,NA,NA,NA,NA,2,2,129,123
05125000016,AR,125,0016,1218,12,1180,7,10,2,0,3,4,821,6,802,3,6,1,0,0,3,NA,NA,NA,NA,NA,2,2,72,74
05125000017,AR,125,0017,738,8,720,4,0,1,1,0,4,536,5,522,3,0,1,1,0,4,NA,NA,NA,NA,NA,2,2,70.13084112149532,50.09345794392523
05125000018,AR,125,0018,3295,31,3162,13,18,31,0,0,40,2339,18,2250,6,14,22,0,0,29,NA,NA,NA,NA,NA,2,2,195,216
05125000019,AR,125,0019,3564,31,3360,57,22,36,0,0,58,2605,18,2467,45,11,29,0,0,35,NA,NA,NA,NA,NA,2,2,259.46215139442234,336.65214143426294
05125000020,AR,125,0020,1963,25,1906,1,6,7,0,0,18,1411,17,1371,1,6,5,0,0,11,NA,NA,NA,NA,NA,2,2,140.5378486055777,182.34785856573706
05125000021,AR,125,0021,1661,14,1582,40,6,4,0,2,13,1296,9,1240,28,5,3,0,0,11,NA,NA,NA,NA,NA,2,2,143.90875970220182,195.6420085537779
05125000022,AR,125,0022,2896,29,2784,24,19,12,0,0,28,2085,16,2012,17,13,10,0,0,17,NA,NA,NA,NA,NA,2,2,231.519879613496,314.74813876128627
05125000023,AR,125,0023,2028,34,1893,17,11,47,0,1,25,1477,19,1385,11,8,36,0,0,18,NA,NA,NA,NA,NA,2,2,164.00712814826548,222.9654680817361
05125000024,AR,125,0024,487,7,466,7,3,1,0,0,3,404,6,386,7,2,1,0,0,2,NA,NA,NA,NA,NA,2,2,44.8604466972913,60.987169333122125
05125000025,AR,125,0025,1518,34,1367,68,14,14,0,1,20,1051,22,953,46,9,9,0,0,12,NA,NA,NA,NA,NA,2,2,116.70378583874545,158.65721527007761
05125000026,AR,125,0026,1806,26,1568,174,13,9,0,0,16,1218,13,1123,55,10,6,0,0,11,NA,NA,NA,NA,NA,2,2,132.86439721647545,163.78973105134475
05125000028,AR,125,0028,1171,3,1131,7,10,5,2,0,13,873,1,841,5,9,5,2,0,10,NA,NA,NA,NA,NA,2,2,95.23039307880383,117.3960880195599
05125000029,AR,125,0029,1723,31,1659,5,5,10,0,0,13,1229,18,1191,3,4,7,0,0,6,NA,NA,NA,NA,NA,2,2,134.06432198608238,165.26894865525674
05125000030,AR,125,0030,1478,15,1428,4,12,4,0,0,15,1124,9,1092,2,5,4,0,0,12,NA,NA,NA,NA,NA,2,2,204.9695516023719,183.40169231794258
05125000031,AR,125,0031,2041,19,1986,14,4,7,0,0,11,1487,14,1452,5,4,6,0,0,6,NA,NA,NA,NA,NA,2,2,271.16523419281765,242.6319541608368
05125000032,AR,125,0032,2375,41,2252,42,7,14,2,1,16,1742,27,1672,18,5,10,1,0,9,NA,NA,NA,NA,NA,2,2,317.6663335332134,284.2399893397295
05125000033,AR,125,0033,1308,13,1282,0,4,5,0,0,4,958,6,940,0,4,5,0,0,3,NA,NA,NA,NA,NA,2,2,174.69824771803584,156.31567726031048
05125000034,AR,125,0034,1440,3,1395,10,4,17,0,1,10,1045,1,1021,7,1,10,0,0,5,NA,NA,NA,NA,NA,2,2,190.56332866946497,170.5113598507562
05125000035,AR,125,0035,1389,17,1339,13,9,1,0,1,9,1003,8,975,8,7,1,0,0,4,NA,NA,NA,NA,NA,2,2,182.90432407222332,163.65827170364446
05125000036,AR,125,0036,1160,26,1052,55,4,3,1,1,18,895,17,806,55,4,2,1,0,10,NA,NA,NA,NA,NA,2,2,163.20974082217336,146.0360450396429
05125000037,AR,125,0037,4299,33,4082,76,19,56,0,0,33,3140,23,2988,52,15,39,0,0,23,NA,NA,NA,NA,NA,2,2,572.6017722699713,512.3499233793058
