GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,mcd,DISTRICT.x,DISTRICT.y,school,cd_1990,cd_2000,ndv,nrv
06065045109,06,065,045109,3756,2123,54,1426,19,41,1,4,88,2507,1571,34,808,14,33,0,1,46,NA,40354,90410,NA,NA,11110,44,48,2813.31890137983,4735.179683829875
06065045110,06,065,045110,4764,2101,86,2421,19,41,9,2,85,3068,1555,56,1355,14,29,3,2,54,NA,40354,90410,NA,NA,11110,44,48,3442.864933958245,5794.787104104531
06065045111,06,065,045111,6338,3936,81,2137,17,85,5,3,74,4622,3225,51,1217,11,66,3,1,48,NA,40354,90410,NA,NA,11110,44,48,5186.741109763691,8729.956321763735
06065045112,06,065,045112,3489,3057,29,256,5,91,2,8,41,3011,2707,26,174,4,69,1,4,26,NA,36434,90410,NA,NA,11110,44,48,3378.900363803218,5687.126457124752
06065045113,06,065,045113,3322,2971,8,269,8,38,1,3,24,2957,2700,6,191,8,32,1,3,16,NA,55184,90410,NA,NA,11110,44,48,3318.302349972141,5585.132159986016
06065045203,06,065,045203,5258,2143,89,2855,17,100,3,1,50,3832,1876,62,1778,13,72,2,1,28,0415,36448,90520,NA,NA,11110,44,48,5072.967444258281,8538.460523263308
06065045204,06,065,045204,5876,2274,250,3060,31,170,0,7,84,3955,1838,196,1724,19,129,0,4,45,NA,36448,90520,NA,NA,11110,44,48,5235.800167547364,8812.529063023585
06065045205,06,065,045205,9091,6727,113,1785,40,231,5,3,187,6576,5089,81,1115,23,168,4,0,96,NA,40354,90520,NA,NA,11110,44,48,8705.593401211496,14652.639979378786
06065045206,06,065,045206,9865,7264,93,2191,25,156,3,9,124,8283,6617,76,1349,16,138,3,7,77,0415,36448,90520,NA,NA,11110,44,48,10965.393878077071,18456.17654336899
06065045207,06,065,045207,4452,691,118,3521,28,65,2,4,23,2782,604,81,2014,13,52,2,2,14,NA,36448,90520,NA,NA,11110,44,48,3682.932001546591,6198.851037504833
06065045208,06,065,045208,4503,1106,59,3209,19,67,1,5,37,2805,830,45,1840,10,52,1,5,22,NA,36448,90520,NA,NA,11110,44,48,3713.380396958371,6250.099626240495
06065045209,06,065,045209,5487,1044,163,4137,24,68,5,1,45,3534,805,105,2528,16,49,2,1,28,NA,36448,90520,NA,NA,11110,44,48,4678.4621471839155,7874.45706920995
06065045301,06,065,045301,4213,331,51,3758,18,19,2,5,29,2568,254,33,2230,14,14,2,1,20,0415,36448,90520,NA,NA,11110,44,48,3399.629539889161,5722.016342312154
06065045302,06,065,045302,4705,462,49,4136,15,11,0,4,28,3049,369,37,2596,11,11,0,2,23,NA,36448,90520,NA,NA,11110,44,48,4036.398156978992,6793.780306740559
06065045400,06,065,0454,7279,331,162,6731,16,12,0,4,23,4413,273,129,3967,12,11,0,2,19,0415,36448,90520,NA,NA,11110,44,48,5842.120389225416,9833.04443871633
06065045501,06,065,045501,5177,456,216,4367,3,75,4,11,45,3252,335,143,2681,3,51,2,9,28,NA,36448,90520,NA,NA,11110,44,48,4305.138342569919,7246.104807320531
06065045502,06,065,045502,4239,666,66,3365,25,54,3,4,56,2738,564,49,2020,20,44,2,4,35,NA,36448,90520,NA,NA,11110,44,48,3624.6828972805774,6100.810259054002
06065045603,06,065,045603,9505,1967,25,7332,25,93,0,7,56,6371,1767,18,4448,14,84,0,6,34,0415,14260,90520,NA,NA,09070,44,48,8434.205529063023,14195.859079778322
06065045604,06,065,045604,10064,380,2,9549,30,58,1,3,41,6102,324,1,5688,18,40,1,1,29,4255,46660,90520,NA,NA,09070,44,48,8078.091687073077,13596.473411522104
06065045605,06,065,045605,7195,206,16,6690,155,111,1,0,16,4316,177,11,3937,96,84,1,0,10,4255,40354,90520,NA,NA,09070,44,48,5713.707591184431,9616.909086222451
06065045702,06,065,045702,7899,169,11,7646,25,18,0,7,23,4710,131,10,4523,16,13,0,4,13,0415,14260,90520,NA,NA,09070,44,48,6235.301843021008,10494.81969325944
06065045703,06,065,045703,3916,39,7,3839,9,2,0,9,11,2362,31,5,2308,8,1,0,6,3,0125,14260,90520,NA,NA,09070,44,48,3126.917824461915,5263.007243201444
06065045704,06,065,045704,2994,45,7,2912,6,13,0,6,5,1910,25,4,1862,4,10,0,2,3,NA,14260,90520,NA,NA,09070,44,48,2528.540662456502,4255.8610645701765
06065045705,06,065,045705,2397,28,4,2359,4,0,1,0,1,1316,18,4,1289,3,0,1,0,1,0125,14260,90520,NA,NA,09070,44,48,1742.1777548653179,2932.3105554839544
06065045706,06,065,045706,4817,54,32,4712,6,1,0,9,3,2716,36,16,2657,2,1,0,4,0,0415,14260,90520,NA,NA,09070,44,48,3595.5583451475704,6051.789869828586
06065045800,06,065,0458,11127,3107,2301,5211,94,146,38,135,95,10440,2867,2271,4811,89,145,38,135,84,0735,07218,90490,23460,05820,11100,44,48,100805.17766497462,169668.15566835873
06065045900,06,065,0459,1951,734,106,1044,33,1,1,0,32,1279,535,60,644,22,1,1,0,16,NA,07218,92370,NA,NA,29640,44,48,13567.597128988951,22836.02127439843
06065046000,06,065,0460,1613,1106,64,388,13,9,13,0,20,1208,884,42,245,12,3,9,0,13,0735,07218,92370,NA,NA,29640,44,48,12814.43106475266,21568.345347516268
06065046101,06,065,046101,2854,1333,86,1307,16,54,1,5,52,1903,1002,55,757,13,43,1,3,29,NA,07218,92370,NA,NA,29640,44,48,20186.972116079727,33977.285758545906
06065046102,06,065,046102,2247,572,232,1324,31,36,5,3,44,1401,406,137,799,16,23,2,1,17,NA,07218,92370,NA,NA,29640,44,48,14861.769802747081,25014.281317773417
06065046103,06,065,046103,2619,1558,77,899,13,39,6,3,24,1759,1104,58,539,9,30,3,0,16,NA,07218,92370,NA,NA,29640,44,48,18659.424042135703,31406.22472374264
06065046200,06,065,0462,3335,837,594,1763,37,22,5,5,72,2133,622,338,1084,30,15,2,3,39,NA,07218,92370,NA,NA,29640,44,48,22626.80584529588,38083.84157802334
06065046401,06,065,046401,2993,2079,34,751,13,31,4,3,78,2093,1565,25,420,11,27,4,1,40,NA,39598,90880,13500,13530,00027,43,50,4593.438048843023,7731.3505117193345
06065046402,06,065,046402,3917,2533,66,1182,33,34,2,1,66,2749,1922,41,690,29,26,1,1,39,NA,39598,90880,NA,NA,00027,43,50,6033.139606435485,10154.554494370019
06065046403,06,065,046403,5368,3475,115,1477,38,100,9,9,145,3578,2477,69,843,30,74,6,6,73,NA,85446,90880,NA,NA,00027,43,50,7852.518556502789,13216.80464927462
06065046404,06,065,046404,2511,1437,86,858,23,51,2,4,50,1764,1099,65,513,15,40,2,3,27,NA,70784,90880,NA,NA,00027,43,50,3871.3926030382663,6516.054611883853
06065046405,06,065,046405,3784,2636,44,895,34,72,7,6,90,2540,1832,35,541,24,48,6,4,50,NA,85446,90880,NA,NA,00027,43,50,5574.454201653741,9382.527615751127
06065940100,06,065,9401,209,189,2,11,6,0,0,0,1,198,181,2,8,6,0,0,0,1,0735,NA,90490,NA,NA,29640,44,48,1911.8223350253807,3217.844331641286
06065940300,06,065,9403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0735,07218,92370,NA,NA,29640,44,48,0,0
06067000100,06,067,0001,3558,3105,11,242,17,96,1,8,78,2957,2629,9,171,14,82,1,5,46,NA,64000,92690,27600,15750,33840,9,6,613.6750888325785,832.5330371050989
06067000200,06,067,0002,3459,2900,40,295,20,98,1,3,102,2894,2495,33,206,15,89,1,2,53,NA,64000,92690,NA,NA,33840,9,6,600.6005096657024,814.7956068252134
06067000300,06,067,0003,3061,2543,27,310,16,86,4,16,59,2579,2183,22,230,16,75,4,11,38,NA,64000,92690,27600,15750,33840,9,6,535.2276138313222,726.1084554257862
06067000400,06,067,0004,3909,2493,253,790,59,114,11,16,173,3467,2314,201,641,45,113,11,16,126,NA,64000,92690,27600,15750,33840,9,6,719.5169201834797,976.1217584184571
06067000500,06,067,0005,3298,1697,236,1035,45,135,13,15,122,2796,1575,188,764,36,116,11,14,92,NA,64000,92690,NA,NA,33840,9,6,580.2622754061174,787.2040486120582
06067000600,06,067,0006,908,496,86,242,15,41,3,1,24,742,444,64,169,12,29,3,1,20,NA,64000,92690,NA,NA,33840,9,6,153.98948796542888,208.9075121853173
06067000700,06,067,0007,2639,954,704,500,33,375,9,2,62,2633,952,704,500,33,371,9,2,62,NA,64000,92690,27600,15750,33840,9,6,546.4343959743587,741.3119670942594
06067000800,06,067,0008,1511,1232,54,115,9,71,1,2,27,1464,1203,47,107,8,71,1,1,26,NA,64000,92690,NA,NA,33840,9,6,303.82831587788127,412.184094123052
06067000900,06,067,0009,288,145,25,74,1,29,0,2,12,233,134,17,43,1,27,0,2,9,NA,64000,92690,NA,NA,33840,9,6,48.35518961717646,65.60033738433819
06067001000,06,067,0010,630,359,79,94,13,24,5,6,50,611,357,77,89,13,18,5,6,46,NA,64000,92690,NA,NA,33840,9,6,126.80266461843267,172.0249190636508
06067001100,06,067,0011,894,613,102,106,15,30,3,3,22,857,596,99,91,15,29,3,3,21,NA,64000,92690,NA,NA,33840,9,6,177.85578327004384,241.2853611089177
06067001200,06,067,0012,3009,1947,285,435,47,128,15,16,136,2851,1876,270,386,47,125,14,14,119,NA,64000,92690,NA,NA,33840,9,6,591.6765905518027,802.6891067929106
06067001300,06,067,0013,3165,2119,213,482,40,136,9,21,145,2914,2014,180,411,39,129,9,19,113,NA,64000,92690,NA,NA,33840,9,6,604.7511697186789,820.426537072796
06067001400,06,067,0014,2682,1981,137,316,28,101,6,5,108,2502,1888,127,267,28,97,6,4,85,NA,64000,92690,NA,NA,33840,9,6,519.2475726273626,704.4293739725929
06067001500,06,067,0015,4569,3812,69,399,27,147,3,12,100,3969,3354,65,308,23,130,1,10,78,NA,64000,92690,NA,NA,33840,9,6,823.6984875131903,1117.4581076327822
06067001600,06,067,0016,4987,4181,70,410,27,127,14,11,147,4256,3621,52,321,24,114,11,5,108,NA,64000,92690,NA,NA,33840,9,6,883.2604592734034,1198.2619566855938
06067001700,06,067,0017,4853,3292,402,718,48,179,13,15,186,3961,2876,264,491,39,153,12,11,115,NA,64000,92690,NA,NA,33840,9,6,822.0382234919997,1115.2057355337492
06067001800,06,067,0018,5343,1884,1185,1244,59,642,42,35,252,3820,1607,819,803,41,366,26,17,141,NA,64000,92690,NA,NA,33840,9,6,792.7760701185151,1075.5076772882912
06067001900,06,067,0019,2871,1571,300,553,34,258,10,9,136,2517,1450,235,451,29,232,10,7,103,NA,64000,92690,NA,NA,33840,9,6,522.360567667095,708.6525716582798
06067002000,06,067,0020,2685,783,158,460,14,1173,16,9,72,2259,724,131,341,11,976,11,9,56,NA,64000,92690,NA,NA,33840,9,6,468.81705298369786,636.0135714644633
06067002100,06,067,0021,2587,750,267,568,16,861,4,12,109,2065,661,192,408,14,703,4,6,77,NA,64000,92690,NA,NA,33840,9,6,428.55565046982565,581.3935480629115
06067002200,06,067,0022,4229,1301,900,627,24,1193,10,9,165,2839,1069,455,367,16,832,6,7,87,NA,64000,92690,NA,NA,33840,9,6,589.186194520017,799.3105486443611
06067002300,06,067,0023,3180,2448,46,341,11,239,10,12,73,2707,2108,41,264,11,215,8,8,52,NA,64000,92690,NA,NA,33840,9,6,561.791838170372,762.1464090103153
06067002400,06,067,0024,4419,3445,64,373,24,356,1,5,151,3581,2874,55,270,20,285,1,4,72,NA,64000,92690,NA,NA,33840,9,6,743.1756824854458,1008.2180608296784
06067002500,06,067,0025,1624,1287,49,139,8,75,1,5,60,1304,1074,40,96,3,59,1,2,29,NA,64000,92690,NA,NA,33840,9,6,270.62303545406905,367.1366521423906
06067002600,06,067,0026,2756,1737,261,466,23,129,5,24,111,2211,1471,207,313,21,109,3,13,74,NA,64000,92690,NA,NA,33840,9,6,458.85546885655424,622.499338870265
06067002700,06,067,0027,3921,992,1228,1212,38,260,8,12,171,2620,826,771,709,29,169,7,10,99,NA,64000,92690,NA,NA,33840,9,6,543.7364669399241,737.6518624333306
06067002800,06,067,0028,3510,418,1176,1234,45,495,15,12,115,2178,324,777,708,33,259,8,9,60,NA,64000,92690,NA,NA,33840,9,6,452.006879769143,613.2083039617536
06067002900,06,067,0029,4789,2960,263,1092,43,214,6,15,196,3806,2571,186,724,36,163,6,5,115,NA,64000,92690,NA,NA,33840,9,6,789.8706080814317,1071.5660261149835
06067003000,06,067,0030,7008,3679,446,2105,53,397,9,22,297,5215,3074,291,1335,41,273,7,14,180,NA,64000,92690,NA,NA,33840,9,6,1082.2846088136273,1468.265062057183
06067003101,06,067,003101,3670,1455,271,1546,59,177,11,13,138,2532,1175,160,941,42,134,8,8,64,NA,64000,92690,NA,NA,33840,9,6,525.4735627068274,712.8757693439669
06067003102,06,067,003102,3295,1441,232,1168,31,279,3,3,138,2282,1133,170,725,20,165,3,2,64,NA,64000,92690,NA,NA,33840,9,6,473.5903120446209,642.4891412491835
06067003201,06,067,003201,8383,1195,971,2195,59,3455,53,29,426,5262,904,594,1331,39,2118,40,20,216,NA,64000,92690,NA,NA,33840,9,6,1092.0386599381222,1481.4977481390024
06067003202,06,067,003202,4778,1592,263,1303,44,1332,22,8,214,3375,1364,160,780,34,909,15,2,111,NA,64000,92690,NA,NA,33840,9,6,700.4238839397877,950.2194792795768
06067003300,06,067,0033,4128,2525,99,418,15,941,4,14,112,3412,2125,83,291,11,827,2,8,65,NA,64000,92690,NA,NA,33840,9,6,708.1026050377943,960.6367002376048
06067003400,06,067,0034,4093,1828,626,719,33,676,33,6,172,3285,1610,502,446,23,581,23,3,97,NA,64000,92690,NA,NA,33840,9,6,681.7459137013933,924.8802931654546
06067003501,06,067,003501,2845,1279,322,655,18,403,12,6,150,2167,1069,224,426,15,337,9,4,83,NA,64000,92690,NA,NA,33840,9,6,449.7240167400059,610.111292325583
06067003502,06,067,003502,3125,1415,96,735,28,742,2,9,98,2473,1209,62,500,20,614,2,9,57,NA,64000,92690,NA,NA,33840,9,6,513.2291155505467,696.2645251135981
06067003600,06,067,0036,3054,847,234,1373,38,413,6,4,139,2008,673,153,845,25,222,5,3,82,NA,64000,92690,NA,NA,33840,9,6,416.7262693188426,565.3453968573008
06067003700,06,067,0037,4651,552,746,2057,57,968,26,2,243,2787,417,477,1247,38,461,17,1,129,NA,64000,92690,NA,NA,33840,9,6,578.394478382278,784.670130000646
06067003800,06,067,0038,5307,1196,1792,1363,40,615,63,11,227,3699,980,1262,810,27,432,50,5,133,NA,64000,92690,NA,NA,33840,9,6,767.6645767980074,1041.4405492904161
06067003900,06,067,0039,3649,1847,245,465,18,879,36,12,147,2946,1554,184,287,17,798,21,5,80,NA,64000,92690,NA,NA,33840,9,6,611.3922258034413,829.4360254689284
06067004001,06,067,004001,6282,2561,782,833,37,1722,41,22,284,5048,2227,575,536,25,1483,24,13,165,NA,64000,92690,NA,NA,33840,9,6,1047.6265973712736,1421.2467944898679
06067004004,06,067,004004,6649,3326,559,515,22,1943,18,31,235,5249,2727,439,370,15,1545,13,25,115,NA,64000,92690,NA,NA,33840,9,6,1089.3407309036875,1477.8376434780735
06067004005,06,067,004005,4333,2286,489,353,14,1038,9,11,133,3614,2044,372,249,11,860,5,6,67,NA,64000,92690,NA,NA,33840,9,6,750.0242715728572,1017.5090957381898
06067004006,06,067,004006,5184,2031,958,653,31,1230,40,16,225,4048,1755,650,425,22,1040,25,8,123,NA,64000,92690,NA,NA,33840,9,6,840.0935947224475,1139.7002821107337
06067004008,06,067,004008,3925,1770,330,497,21,1128,3,15,161,2917,1418,220,334,12,836,3,8,86,NA,64000,92690,NA,NA,33840,9,6,605.3737687266254,821.2711766099334
06067004009,06,067,004009,5436,2129,626,649,23,1709,23,18,259,4117,1773,450,451,15,1285,15,9,119,NA,64000,92690,NA,NA,33840,9,6,854.4133719052165,1159.1269914648942
06067004010,06,067,004010,4671,1742,789,600,17,1278,18,11,216,3560,1463,563,397,12,985,12,8,120,NA,64000,92690,NA,NA,33840,9,6,738.8174894298205,1002.3055840697166
06067004011,06,067,004011,2871,1219,231,178,3,1133,3,12,92,2150,1002,181,127,3,797,2,3,35,NA,64000,92690,NA,NA,33840,9,6,446.19595569497585,605.3250016151378
06067004012,06,067,004012,3210,1421,292,294,4,1063,11,10,115,2415,1165,220,192,2,777,7,7,45,NA,64000,92690,NA,NA,33840,9,6,501.1922013969147,679.9348273956083
06067004100,06,067,0041,5199,959,729,1501,18,1500,112,37,343,3501,792,500,925,18,951,84,27,204,NA,64000,92690,NA,NA,33840,9,6,726.5730422735397,985.6943398393477
06067004201,06,067,004201,5722,1240,1726,1617,33,675,74,33,324,3830,1041,1180,927,26,403,52,18,183,NA,64000,92690,NA,NA,33840,9,6,794.8514001450035,1078.3231424120827
06067004202,06,067,004202,5842,833,1606,1482,32,1392,175,25,297,3741,718,1060,864,24,784,115,9,167,NA,64000,92690,NA,NA,33840,9,6,776.380962909258,1053.2655028103397
06067004203,06,067,004203,4861,739,1098,1592,18,879,223,21,291,2855,515,694,881,11,437,143,18,156,NA,64000,92690,NA,NA,33840,9,6,592.5067225623981,803.8152928424271
06067004300,06,067,0043,7132,1043,1839,1628,59,1954,192,24,393,4189,822,1113,931,37,949,112,18,207,NA,64000,92690,NA,NA,33840,9,6,869.355748095932,1179.3983403561917
06067004401,06,067,004401,4421,1078,772,1624,52,680,20,9,186,3000,905,539,973,36,424,17,6,100,NA,55837,92690,NA,NA,33840,9,6,622.599007946478,844.6395371374016
06067004402,06,067,004402,4433,808,761,1800,37,843,4,7,173,2706,614,511,1062,25,402,4,3,85,NA,55837,92690,NA,NA,33840,9,6,561.5843051677231,761.8648624979362
06067004500,06,067,0045,8183,1702,1129,3011,58,1792,79,26,386,5213,1449,696,1823,41,922,46,19,217,NA,55837,92690,NA,NA,33840,9,6,1081.86954280833,1467.7019690324248
06067004601,06,067,004601,7869,2298,834,3062,55,1258,35,16,311,5143,1795,480,1844,41,766,28,14,175,NA,55837,92690,NA,NA,33840,9,6,1067.342232622912,1447.9937131658853
06067004602,06,067,004602,5364,1397,724,2228,52,695,16,17,235,3321,1079,409,1265,34,382,12,13,127,NA,55837,92690,NA,NA,33840,9,6,689.2171017967511,935.0159676111035
06067004700,06,067,0047,8093,2110,1725,2244,43,1498,51,20,402,5397,1748,1073,1363,30,931,35,17,200,NA,55837,92690,NA,NA,33840,9,6,1120.0556152957138,1519.5065273101854
06067004801,06,067,004801,5578,949,1187,928,19,2198,21,34,242,3722,802,794,563,13,1367,16,25,142,NA,64000,92690,NA,NA,33840,9,6,772.4378358589303,1047.9161190751363
06067004802,06,067,004802,4400,1500,678,1276,45,639,35,12,215,2934,1180,412,726,26,432,24,5,129,NA,24498,92690,NA,NA,12330,9,6,608.9018297716553,826.0574673203787
06067004903,06,067,004903,6896,846,2522,1283,44,1598,115,40,448,4125,708,1358,739,23,970,67,26,234,NA,64000,92690,NA,NA,33840,9,6,856.0736359264072,1161.3793635639272
06067004904,06,067,004904,5570,2462,939,1214,37,589,45,18,266,3943,2006,564,733,29,418,29,15,149,NA,55837,92690,NA,NA,33840,9,6,818.3026294443208,1110.1378983109248
06067004905,06,067,004905,6980,1610,1551,2606,33,790,62,46,282,4663,1332,943,1574,24,554,43,24,169,NA,64000,92690,NA,NA,12330,9,6,967.7263913514755,1312.8513872239012
06067004906,06,067,004906,2332,573,559,465,6,537,36,12,144,1477,417,330,254,5,351,21,9,90,NA,64000,92690,NA,NA,12330,9,6,306.526244912316,415.8441987839807
06067005001,06,067,005001,7982,2184,1742,1701,55,1755,89,24,432,5232,1757,1004,1021,32,1113,65,20,220,NA,24498,92690,NA,NA,12330,9,6,1085.8126698586575,1473.0513527676283
06067005002,06,067,005002,6310,1957,1471,1157,42,1393,46,15,229,4310,1736,888,683,36,808,27,6,126,NA,24498,92690,NA,NA,12330,9,6,894.46724141644,1213.465468354067
06067005101,06,067,005101,4239,1471,747,796,50,834,25,13,303,2854,1138,473,474,32,547,18,11,161,NA,24498,92690,NA,NA,12330,9,6,592.2991895597493,803.533746330048
06067005102,06,067,005102,4528,2273,493,719,62,774,27,8,172,3210,1826,312,420,46,496,20,4,86,NA,24498,92690,NA,NA,12330,9,6,666.1809385027315,903.7643047370198
06067005103,06,067,005103,686,422,12,134,3,73,16,0,26,553,400,7,75,2,39,12,0,18,NA,64000,92690,NA,NA,12330,9,6,114.76575046480077,155.69522134566103
06067005201,06,067,005201,2770,1275,326,579,25,427,13,17,108,2449,1164,268,497,20,398,9,15,78,NA,64000,92690,NA,NA,33840,9,6,508.2483234869748,689.5074088164988
06067005202,06,067,005202,3178,2247,129,360,22,305,14,10,91,2772,2016,106,263,20,286,14,7,60,NA,64000,92690,NA,NA,33840,9,6,575.2814833425456,780.4469323149591
06067005203,06,067,005203,7140,4816,442,976,66,585,35,13,207,5957,4180,330,707,38,520,26,8,148,NA,64000,92690,NA,NA,33840,9,6,1236.2740967790562,1677.1725742425003
06067005300,06,067,0053,1579,525,464,308,39,149,7,7,80,1224,481,320,228,36,95,5,6,53,NA,64000,92690,27600,15750,33840,9,6,254.020395242163,344.61293115205984
06067005402,06,067,005402,2597,1771,136,237,14,275,7,8,149,2319,1622,107,194,12,251,7,4,122,NA,64000,92690,27600,15750,33840,9,6,481.2690331426274,652.9063622072114
06067005403,06,067,005403,2272,1846,26,156,5,204,9,2,24,2163,1767,26,140,5,198,9,2,16,NA,64000,92690,NA,NA,34620,9,6,448.89388472941056,608.9851062760665
06067005404,06,067,005404,5600,4543,133,258,15,493,14,7,137,4776,3949,109,199,14,396,12,2,95,NA,02553,92690,NA,NA,34620,9,1,991.1776206507928,1344.6661431227433
06067005502,06,067,005502,5611,2582,599,1757,62,292,48,11,260,3985,2025,383,1116,43,234,38,6,140,NA,64000,92690,27600,15750,34620,9,6,827.0190155555715,1121.9628518308484
06067005505,06,067,005505,4338,2550,473,786,41,240,13,18,217,3400,2149,336,530,31,196,13,14,131,NA,02553,92690,27600,15750,34620,9,6,705.6122090060084,957.2581420890551
06067005506,06,067,005506,2955,1379,508,642,24,225,19,4,154,2271,1132,349,450,19,192,17,4,108,NA,02553,92690,27600,15750,34620,9,6,471.3074490154838,639.392129613013
06067005507,06,067,005507,6163,3405,638,1079,51,580,22,27,361,5251,3070,478,808,43,543,19,19,271,NA,02553,92690,NA,NA,34620,9,6,1089.7557969089853,1478.400736502832
06067005508,06,067,005508,3186,2351,183,293,16,216,8,7,112,2867,2198,142,221,15,195,8,5,83,NA,02553,92690,NA,NA,34620,9,1,594.997118594184,807.1938509909767
06067005601,06,067,005601,4773,3596,278,525,37,172,16,7,142,3930,3081,208,362,33,145,10,5,86,NA,02553,92690,NA,NA,34620,9,1,815.604700409886,1106.4777936499959
06067005605,06,067,005605,3677,2394,259,624,26,147,40,14,173,2602,1801,175,359,25,123,22,11,86,NA,02553,92690,NA,NA,34620,9,6,540.0008728922452,732.5840252105063
06067005606,06,067,005606,3974,3059,143,371,29,211,10,11,140,3123,2482,95,248,24,169,9,7,89,NA,02553,92690,NA,NA,34620,9,6,648.1255672722835,879.269758160035
06067005701,06,067,005701,3027,2527,27,235,8,141,3,5,81,2399,2069,13,147,8,108,3,5,46,NA,02553,92690,NA,NA,34620,9,1,497.87167335453347,675.4300831975421
06067005702,06,067,005702,4749,4260,31,232,18,110,2,13,83,3523,3211,21,138,15,86,2,5,45,NA,02553,92690,NA,NA,34620,9,1,731.1387683318139,991.8883631116886
06067005801,06,067,005801,5274,4434,62,390,17,172,17,9,173,4090,3516,48,246,13,147,10,5,105,NA,02553,92690,NA,NA,34620,7,1,848.8099808336982,1151.5252356306573
06067005803,06,067,005803,3491,3037,28,130,5,218,0,4,69,2800,2454,20,95,5,178,0,2,46,NA,02553,92690,NA,NA,34620,9,1,581.0924074167127,788.3302346615748
06067005804,06,067,005804,2659,2282,16,78,13,196,1,1,72,2091,1821,12,62,9,151,1,0,35,NA,02553,92690,NA,NA,34620,9,1,433.95150853869507,588.7137573847689
06067005901,06,067,005901,5707,4845,144,342,52,175,12,12,125,4690,4101,98,223,38,140,8,8,74,NA,02553,92690,NA,NA,34620,7,1,973.3297824229938,1320.4531430581378
06067005902,06,067,005902,7302,5848,273,610,44,214,13,24,276,5757,4760,188,406,35,168,10,19,171,NA,02553,92690,NA,NA,34620,7,1,1194.767496249291,1620.8632717666735
06067006002,06,067,006002,4432,3358,199,462,42,134,18,13,206,3481,2732,146,311,34,112,14,9,123,NA,02553,92690,NA,NA,34620,9,1,722.4223822205632,980.063409591765
06067006003,06,067,006003,4670,3461,223,413,67,263,29,24,190,3455,2665,154,260,49,181,21,17,108,NA,02553,92690,NA,NA,34620,7,1,717.0265241516938,972.7432002699076
06067006004,06,067,006004,2435,2034,61,208,9,52,5,1,65,1957,1677,49,132,8,49,5,0,37,NA,02553,92690,NA,NA,34620,7,1,406.14208618375244,550.986524725965
06067006101,06,067,006101,4875,3342,428,626,35,194,54,3,193,3775,2761,246,422,31,143,47,3,122,NA,02553,92690,NA,NA,34620,9,1,783.4370849993181,1062.8380842312304
06067006102,06,067,006102,3452,2567,285,347,22,119,13,4,95,2912,2277,202,235,18,104,11,3,62,NA,02553,92690,NA,NA,34620,9,1,604.3361037133812,819.8634440480378
06067006201,06,067,006201,6720,3973,709,1362,65,244,48,21,298,4766,3052,423,841,46,197,32,11,164,NA,02553,92690,NA,NA,34620,9,6,989.1022906243046,1341.850677998952
06067006202,06,067,006202,3912,2099,315,916,52,369,11,14,136,2810,1659,201,593,37,217,8,8,87,NA,64000,92690,27600,15750,34620,9,6,583.167737443201,791.1456997853662
06067006300,06,067,0063,4462,2652,354,994,63,200,10,4,185,3228,2054,251,614,47,143,7,2,110,NA,64000,92690,27600,15750,34620,9,6,669.9165325504102,908.8321419598441
06067006400,06,067,0064,5290,2983,624,1011,103,236,63,8,262,3478,2152,381,575,65,125,31,5,144,NA,64000,92690,27600,15750,34620,9,6,721.7997832126167,979.2187700546275
06067006500,06,067,0065,5890,1475,2010,977,45,966,98,17,302,3643,1070,1314,557,34,458,48,10,152,NA,64000,92690,33240,15750,NA,9,6,756.042728649673,1025.6739445971846
06067006600,06,067,0066,6417,2421,1186,1520,102,768,87,4,329,4040,1807,716,871,76,360,42,4,164,NA,64000,92690,27600,15750,NA,9,6,838.433330701257,1137.4479100117007
06067006701,06,067,006701,7862,2621,1656,1903,76,1044,164,32,366,4992,1954,1025,1077,41,598,94,14,189,NA,64000,92690,33240,15750,NA,9,6,1036.0047492229392,1405.480189796636
06067006702,06,067,006702,7745,1316,2024,1408,58,2216,265,18,440,4202,847,1222,760,36,987,134,9,207,NA,64000,92690,10800,15750,NA,9,6,872.0536771303667,1183.0584450171204
06067006800,06,067,0068,7884,1787,778,3327,76,1468,77,10,361,4869,1430,474,1958,44,718,35,6,204,NA,64000,92690,27600,15750,NA,9,6,1010.4781898971336,1370.8499687740027
06067006900,06,067,0069,4869,2486,481,1430,77,160,32,21,182,3739,2133,337,928,56,124,19,15,127,NA,64000,92690,27600,15750,33840,9,6,775.9658969039602,1052.7024097855815
06067007001,06,067,007001,3097,1127,138,1565,54,68,31,6,108,2144,882,76,1006,39,55,10,6,70,NA,64000,92690,27600,15750,NA,9,6,444.95075767908287,603.635722540863
06067007004,06,067,007004,6899,1984,1541,2084,45,842,60,41,302,4693,1593,978,1248,34,601,44,28,167,NA,64000,92690,10800,15750,00036,9,6,973.9523814309404,1321.2977825952753
06067007007,06,067,007007,5561,1864,699,2361,35,316,49,20,217,3619,1338,399,1444,24,245,37,14,118,NA,64000,92690,27600,15750,00036,9,6,751.0619365861012,1018.9168283000855
