GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,mcd,DISTRICT.x,DISTRICT.y,cd_1990,cd_2000,ndv,nrv
55025002200,55,025,0022,4360,3469,397,210,9,146,1,9,119,3502,3005,227,137,7,76,1,6,43,NA,48000,48000,NA,NA,7,7,1086.707159873682,649.7736615634639
55025002301,55,025,002301,3071,1954,459,227,13,295,0,4,119,2151,1577,233,133,10,149,0,2,47,NA,48000,48000,NA,NA,7,7,667.4777558218988,399.1042678535153
55025002302,55,025,002302,1822,1572,146,42,14,25,0,2,21,1485,1315,106,30,11,12,0,2,9,NA,48000,48000,NA,NA,7,7,460.8110029732774,275.5322351289959
55025002401,55,025,002401,3313,2965,91,113,5,89,0,1,49,2512,2310,60,70,4,52,0,0,16,NA,48000,48000,NA,NA,7,7,779.4998245581636,466.0855048107998
55025002402,55,025,002402,3454,2569,412,184,13,162,0,2,112,2571,2099,225,107,9,97,0,1,33,NA,48000,48000,NA,NA,7,7,797.8081405012096,477.03257677888786
55025002500,55,025,0025,1740,1244,267,99,10,65,0,0,55,1372,1100,141,69,7,38,0,0,17,NA,48000,48000,NA,NA,7,7,425.74592328574863,254.5658091562171
55025002601,55,025,002601,1806,1515,114,69,8,49,0,2,49,1431,1254,72,48,8,27,0,0,22,NA,48000,48000,NA,NA,7,7,444.0542392287946,265.5128811243051
55025002602,55,025,002602,5591,4437,346,425,45,209,0,11,118,4504,3674,245,340,32,160,0,9,44,NA,48000,48000,NA,NA,7,7,1397.6382204657518,835.6883414282812
55025002603,55,025,002603,3716,3092,272,131,9,128,0,2,82,3015,2615,174,91,8,99,0,0,28,NA,48000,48000,NA,NA,7,7,935.5859757336239,559.4139319285674
55025002700,55,025,0027,3385,3159,61,95,14,15,3,1,37,2749,2600,43,61,9,13,2,1,20,NA,48000,48000,NA,NA,7,7,853.0433987700603,510.05933627583147
55025002800,55,025,0028,2253,2110,47,30,12,22,2,1,29,1811,1726,28,20,9,10,2,0,16,NA,48000,48000,NA,NA,7,7,561.9722063195996,336.0194463424994
55025002900,55,025,0029,3307,2924,154,107,11,43,3,18,47,2654,2425,88,69,10,37,1,3,21,NA,48000,48000,NA,NA,7,7,823.563906997359,492.4326949712829
55025003001,55,025,003001,5272,4804,176,132,13,75,3,5,64,3965,3692,109,91,12,33,2,0,26,NA,48000,48000,NA,NA,7,7,1230.3808934606363,735.680344974053
55025003002,55,025,003002,3258,2702,261,111,11,49,0,13,111,2547,2232,162,68,7,37,0,8,33,NA,48000,48000,NA,NA,7,7,790.3606899481063,472.5795305545809
55025003100,55,025,0031,6763,6248,177,113,12,120,0,5,88,4973,4678,107,65,9,76,0,3,35,NA,48000,48000,NA,NA,7,7,1543.1738166909824,922.7082863949473
55025003200,55,025,0032,2923,1043,109,236,12,1439,3,5,76,2048,763,66,156,7,1021,2,2,31,NA,48000,48000,NA,NA,7,7,635.5157805314964,379.99327780753106
55025010100,55,025,0101,1644,1488,17,53,1,48,0,11,26,1196,1099,13,29,1,35,0,3,16,NA,73750,73750,NA,NA,7,7,605,443
55025010200,55,025,0102,1364,1324,16,9,3,5,0,0,7,1036,1013,8,7,3,2,0,0,3,NA,48750,48750,NA,NA,7,7,250,646
55025010300,55,025,0103,3580,3435,39,54,7,18,0,0,27,2858,2763,26,26,6,15,0,0,22,NA,53675,53675,NA,NA,7,7,1132.0818033084895,974.1410652608618
55025010400,55,025,0104,3377,3044,85,155,13,24,0,3,53,2643,2456,43,95,9,17,0,1,22,NA,53675,53675,NA,NA,7,7,1046.9181966915107,900.8589347391384
55025010500,55,025,0105,7248,6973,27,93,26,63,2,4,60,5169,5006,21,61,14,31,2,4,30,1450,46850,46850,NA,NA,7,7,955,918
55025010600,55,025,0106,5436,5253,11,101,12,26,0,2,31,4163,4064,7,53,9,16,0,2,12,NA,25950,21125,NA,NA,7,7,1064,910
55025010701,55,025,010701,5830,5437,135,76,7,122,0,5,48,4104,3871,90,39,7,81,0,0,16,NA,25950,25950,NA,NA,7,7,818.1346886912324,779.8932655654384
55025010702,55,025,010702,3744,3484,60,89,7,67,1,2,34,2825,2669,38,51,5,46,1,1,14,NA,25950,25950,NA,NA,7,7,563.1653254270789,536.841733728646
55025010800,55,025,0108,9207,8845,84,81,17,97,0,6,77,6483,6286,57,41,11,66,0,1,21,NA,82600,82600,NA,NA,7,7,41,108
55025010901,55,025,010901,2137,1939,43,42,2,86,0,4,21,1718,1568,33,36,2,59,0,2,18,NA,48000,48000,NA,NA,7,7,172.28837650031585,232.79279848389135
55025010902,55,025,010902,6622,6429,30,45,11,54,0,1,52,4614,4506,18,28,10,33,0,1,18,NA,51575,51600,NA,NA,7,7,462.71162349968415,625.2072015161086
55025011000,55,025,0110,4235,4002,49,46,6,91,0,3,38,3240,3088,35,23,6,67,0,3,18,NA,51575,51575,NA,NA,7,7,1344.2952243125903,1297.4066570188133
55025011101,55,025,011101,4719,4075,169,231,40,105,2,7,90,3670,3282,89,155,25,78,1,5,35,NA,51575,51575,NA,NA,7,7,1522.7047756874094,1469.5933429811867
55025011102,55,025,011102,6482,5954,79,151,13,201,5,7,72,5030,4662,50,117,11,151,4,7,28,NA,51575,51575,NA,NA,7,7,242.71916450678458,275.69522793108706
55025011200,55,025,0112,5960,5806,34,52,5,34,0,5,24,4564,4469,24,30,5,23,0,0,13,NA,48000,86125,NA,NA,7,7,220.2326574172892,250.15368196371398
55025011301,55,025,011301,5287,5146,18,57,5,35,0,0,26,3524,3450,10,33,2,21,0,0,8,NA,84350,84350,NA,NA,7,7,170.04817807592622,193.15109010519896
55025011302,55,025,011302,3174,3091,13,22,2,15,0,0,31,2294,2253,7,11,2,8,0,0,13,NA,84350,84350,NA,NA,7,7,981,1091
55025011400,55,025,0114,5050,4774,68,80,20,58,0,9,41,3989,3802,52,59,16,38,0,4,18,1450,48000,11150,NA,NA,7,7,512,555
55025011503,55,025,011503,4822,4435,146,90,11,75,2,8,55,3198,3011,63,56,7,39,1,2,19,NA,78600,78600,NA,NA,7,7,327,346
55025011504,55,025,011504,3670,3375,77,78,18,69,0,3,50,2542,2388,34,52,16,35,0,3,14,NA,78600,78600,NA,NA,7,7,699.4207701283548,837.9404900816803
55025011505,55,025,011505,4406,3783,275,209,8,54,1,6,70,3238,2913,133,127,7,35,1,0,22,NA,78600,78600,NA,NA,7,7,890.9222870478413,1067.3687281213536
55025011506,55,025,011506,3877,3531,114,129,12,17,3,6,65,2790,2586,77,73,9,14,3,3,25,NA,78600,78600,NA,NA,7,7,767.656942823804,919.6907817969661
55025011600,55,025,0116,4889,4726,21,55,6,51,1,2,27,3648,3544,15,34,6,36,1,1,11,NA,78600,78600,NA,NA,7,7,197.33420493544696,225.354469684589
55025011700,55,025,0117,3388,3273,19,42,13,18,0,3,20,2471,2401,6,27,10,11,0,3,13,NA,78600,09775,NA,NA,7,7,133.66579506455304,152.645530315411
55025011800,55,025,0118,5370,5028,38,237,21,12,1,7,26,3794,3624,16,122,12,5,1,4,10,NA,49575,49575,NA,NA,7,7,100,150
55025011900,55,025,0119,5982,5658,91,107,20,56,0,6,44,4327,4132,75,62,13,22,0,2,21,NA,19250,14650,NA,NA,7,7,252,199
55025012001,55,025,012001,6200,5901,87,98,13,42,0,5,54,4234,4088,45,44,9,25,0,0,23,NA,17175,17175,NA,NA,7,7,213,189
55025012002,55,025,012002,4669,4563,19,33,1,28,0,0,25,3455,3398,12,21,1,10,0,0,13,NA,77675,63375,NA,NA,7,7,536,496
55025012100,55,025,0121,2436,2375,6,25,5,9,0,1,15,1836,1805,4,11,5,3,0,1,7,NA,22575,00875,NA,NA,7,7,336,253
55025012201,55,025,012201,2139,2048,24,35,2,14,0,0,16,1653,1601,8,26,2,9,0,0,7,NA,77675,77675,NA,NA,7,7,145.76996017447374,113.16764650104305
55025012202,55,025,012202,6714,6454,59,73,20,55,0,1,52,4755,4635,30,35,11,28,0,0,16,NA,77675,77675,NA,NA,7,7,1704,1320
55025012300,55,025,0123,5091,4909,31,55,16,28,2,3,47,3620,3518,16,35,12,20,2,0,17,NA,77675,77675,NA,NA,7,7,319.23003982552626,247.83235349895693
55025012400,55,025,0124,4291,4194,10,34,5,20,0,1,27,2999,2945,4,20,4,13,0,1,12,NA,10075,70400,NA,NA,7,7,351,259
55025012500,55,025,0125,9889,9192,443,95,28,62,1,10,58,7153,6573,420,71,21,37,1,4,26,NA,60200,60200,NA,NA,7,7,860,775
55025012600,55,025,0126,4281,4200,10,24,5,11,0,7,24,3131,3087,6,16,3,4,0,4,11,NA,06300,54100,NA,NA,7,7,162,76
55025012700,55,025,0127,3481,3386,11,27,9,18,0,8,22,2493,2444,6,15,7,7,0,4,10,NA,08475,75850,NA,NA,7,7,51.71459227467811,40.30171673819743
55025012800,55,025,0128,6298,6168,13,42,14,19,7,9,26,4497,4427,7,22,8,10,4,6,13,NA,54725,54725,NA,NA,7,7,93.28540772532189,72.69828326180257
55025012900,55,025,0129,3645,3590,7,20,2,4,1,0,21,2650,2618,2,14,2,3,1,0,10,NA,71650,69850,NA,NA,7,7,119.6969696969697,103.53535353535354
55025013000,55,025,0130,3642,3582,9,15,1,8,1,2,24,2597,2553,7,12,1,6,1,2,15,NA,17775,17775,NA,NA,7,7,117.30303030303031,101.46464646464646
55025013100,55,025,0131,4439,4274,19,73,14,13,0,5,41,3258,3160,9,50,8,11,0,3,17,NA,50225,50250,NA,NA,7,7,180,139
55025013200,55,025,0132,7233,6977,30,71,20,72,1,3,59,5171,5029,19,45,13,36,0,0,29,NA,87725,87750,NA,NA,7,7,274,232
55025013300,55,025,0133,8350,7898,110,175,20,51,9,4,83,5765,5566,49,80,11,25,7,0,27,NA,19350,19350,NA,NA,7,7,776,818
55027960100,55,027,9601,5955,5798,7,89,11,19,0,0,31,4289,4196,5,51,10,9,0,0,18,NA,45475,45500,NA,NA,5,4,133,293
55027960200,55,027,9602,3297,3229,2,39,8,15,0,0,4,2422,2377,0,26,4,12,0,0,3,NA,38900,43650,NA,NA,5,4,18.54267056969151,49.62891240711551
55027960300,55,027,9603,7770,5997,1339,290,90,13,5,6,30,6460,4771,1323,243,87,10,5,1,20,NA,84425,84425,NA,NA,5,4,49.45732943030849,132.3710875928845
55027960400,55,027,9604,4050,3876,10,122,16,17,0,0,9,2912,2814,2,76,12,7,0,0,1,NA,05900,05925,NA,NA,7,4,123,321
55027960500,55,027,9605,3725,2935,591,141,37,2,2,1,16,3180,2421,588,116,37,1,2,1,14,NA,27000,27025,NA,NA,7,4,163,285
55027960600,55,027,9606,3841,3722,10,71,13,4,0,1,20,2926,2849,8,49,10,1,0,1,8,NA,66150,85650,NA,NA,7,4,173,274
55027960700,55,027,9607,4255,4053,12,97,10,49,0,0,34,3225,3098,7,60,7,39,0,0,14,NA,05900,05900,NA,NA,5,4,556.4088537283286,787.1149638108063
55027960800,55,027,9608,3409,3249,6,103,15,13,0,1,22,2526,2441,1,55,11,7,0,0,11,NA,05900,05900,NA,NA,5,4,435.81046961790946,616.5123716546036
55027960900,55,027,9609,3853,3579,19,208,9,16,1,1,20,2921,2755,7,129,6,12,0,1,11,NA,05900,05900,NA,NA,5,4,503.9597710823094,712.918700555462
55027961000,55,027,9610,4286,3950,6,260,13,13,6,0,38,3210,2994,4,170,10,11,2,0,19,NA,05900,05900,NA,NA,5,4,553.8209055714526,783.453963979128
55027961100,55,027,9611,4144,4011,12,96,3,6,0,0,16,3204,3113,10,63,3,3,0,0,12,NA,38675,59000,NA,NA,5,4,153,265
55027961200,55,027,9612,3516,3404,14,61,7,8,3,0,19,2594,2519,11,44,4,4,3,0,9,NA,35750,35750,NA,NA,5,4,69,139
55027961300,55,027,9613,5040,4922,2,74,10,18,0,1,13,3739,3665,0,46,9,11,0,1,7,NA,50200,50200,NA,NA,5,4,537,948
55027961400,55,027,9614,4065,4024,2,16,8,8,0,0,7,2879,2851,1,10,6,4,0,0,7,NA,37150,36100,06390,06120,5,4,103,243
55027961500,55,027,9615,4789,4676,3,42,8,14,3,2,41,3442,3379,3,20,5,9,3,1,22,NA,56075,69962,10410,06120,5,4,201,359
55027961600,55,027,9616,4460,4388,5,40,12,4,0,7,4,3325,3277,4,28,8,3,0,2,3,NA,36625,43050,10410,06120,5,4,183,344
55027961700,55,027,9617,2776,2671,3,61,10,16,0,4,11,1979,1926,0,31,7,7,0,2,6,NA,15900,15925,NA,NA,5,4,114,257
55027961800,55,027,9618,4656,4477,39,92,18,6,5,3,16,3402,3297,27,49,9,3,4,1,12,NA,66900,45975,NA,NA,7,4,134,186
55027961900,55,027,9619,5320,5072,4,176,14,32,0,2,20,3881,3730,3,110,10,19,0,1,8,NA,83975,83975,NA,NA,5,4,682.5229204867478,1137.9694949158193
55027962000,55,027,9620,2690,2530,9,110,10,20,0,0,11,2118,2017,6,71,8,10,0,0,6,NA,83975,83975,NA,NA,5,4,372.47707951325225,621.0305050841807
55029000000,55,029,0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,00000,NA,NA,4,1,84,228
55029980100,55,029,9801,2291,2262,0,12,1,4,0,0,12,1831,1812,0,10,1,2,0,0,6,NA,74225,83600,NA,NA,4,1,64.01773498859893,110.87129465416773
55029980300,55,029,9803,2514,2467,3,23,8,4,0,0,9,2116,2083,2,18,7,1,0,0,5,NA,74225,28950,NA,NA,4,1,73.98226501140107,128.1287053458323
55029980400,55,029,9804,2445,2390,5,22,13,3,0,1,11,1992,1953,3,17,10,2,0,0,7,NA,22850,04325,NA,NA,4,1,170,197
55029980500,55,029,9805,3337,3252,1,47,8,10,0,1,18,2579,2520,1,29,6,8,0,1,14,NA,77875,72600,NA,NA,4,1,334,667
55029980600,55,029,9806,3413,3334,7,11,23,13,0,0,25,2529,2485,4,8,13,7,0,0,12,NA,26625,10700,NA,NA,4,1,151,199
55029980700,55,029,9807,4963,4798,15,60,34,29,0,0,27,3810,3719,6,33,21,19,0,0,12,NA,77875,77875,NA,NA,4,1,52.33117130866082,95.45593285005724
55029980800,55,029,9808,5287,5105,12,69,52,8,2,0,39,4053,3948,6,42,31,6,2,0,18,NA,77875,77875,NA,NA,4,1,55.66882869133918,101.54406714994276
55029980900,55,029,9809,1673,1627,0,9,20,5,1,0,11,1314,1283,0,7,16,3,1,0,4,NA,77875,55500,NA,NA,4,1,277,426
55029981000,55,029,9810,2038,1993,6,14,15,4,0,0,6,1565,1536,2,8,13,2,0,0,4,NA,NA,28300,NA,NA,4,1,153,201
55031000000,55,031,0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,78650,00000,NA,NA,3,5,64,43
55031020100,55,031,0201,1619,1376,40,28,78,57,1,7,32,1157,1024,18,16,53,25,1,2,18,NA,78650,78650,NA,NA,3,5,364.201055751065,211.35233376551213
55031020200,55,031,0202,615,556,6,7,25,5,0,0,16,535,491,6,6,21,5,0,0,6,NA,78650,78650,NA,NA,3,5,168.40757547694017,97.72990368586775
55031020300,55,031,0203,2993,2722,27,34,126,25,2,0,57,2366,2197,17,14,91,20,2,0,25,NA,78650,78650,NA,NA,3,5,744.7706982774588,432.20364882385627
55031020400,55,031,0204,3290,3200,6,14,30,12,0,1,27,2456,2406,4,6,22,5,0,1,12,NA,78650,78650,NA,NA,3,5,773.1009446193739,448.64419336914244
55031020500,55,031,0205,2980,2746,50,30,56,43,1,1,53,2368,2196,46,20,35,32,1,0,38,NA,78650,78650,NA,NA,3,5,745.4002593072792,432.56899425819597
55031020600,55,031,0206,4355,4088,25,38,83,26,1,0,94,3467,3299,18,26,65,16,1,0,42,NA,78650,78650,NA,NA,3,5,1091.3440451935544,633.3263104278569
55031020700,55,031,0207,4305,4119,11,27,65,18,3,3,59,3372,3269,6,14,39,12,2,0,30,NA,78650,78650,NA,NA,3,5,1061.4398962770883,615.9724022967216
55031020800,55,031,0208,3480,3348,4,8,49,37,0,0,34,2575,2506,2,3,31,17,0,0,16,NA,78650,78650,NA,NA,3,5,810.5598258936841,470.3822467123542
55031020900,55,031,0209,2374,2280,6,16,33,5,0,1,33,1850,1790,5,8,22,4,0,0,21,NA,78650,78650,NA,NA,3,5,582.3439525838118,337.9445267642156
55031021000,55,031,0210,1924,1797,10,24,57,3,0,0,33,1450,1376,5,11,38,2,0,0,18,NA,78650,78650,NA,NA,3,5,456.4317466197444,264.87543989627704
55031030100,55,031,0301,5743,5561,10,39,69,12,0,2,50,4169,4058,5,16,48,7,0,2,33,NA,63975,10575,NA,NA,3,5,213,77
55031030200,55,031,0302,4768,4626,11,30,52,12,0,0,37,3529,3440,6,17,36,8,0,0,22,NA,78660,78675,NA,NA,3,5,488,350
55031030300,55,031,0303,4841,4662,39,20,48,16,2,0,54,3791,3661,34,11,41,8,2,0,34,1125,74575,83512,NA,NA,3,5,111,150
55033970100,55,033,9701,3846,3783,1,14,6,11,0,1,30,2792,2760,1,6,5,2,0,1,17,NA,67800,71425,NA,NA,8,8,111,71
55033970200,55,033,9702,4417,4328,5,43,11,8,0,1,21,3182,3134,0,23,8,3,0,0,14,NA,09050,76650,NA,NA,8,8,88,95
55033970300,55,033,9703,4891,4807,4,29,9,21,1,3,17,3651,3609,2,13,7,6,1,0,13,NA,78980,78975,NA,NA,8,8,378,322
55033970400,55,033,9704,4866,4708,1,33,7,83,1,2,31,3453,3387,1,15,5,33,1,0,11,NA,23325,68700,NA,NA,8,8,242,241
55033970500,55,033,9705,5543,5224,20,33,36,174,0,6,50,4232,4068,12,21,31,77,0,2,21,NA,51025,51025,NA,NA,8,8,1103.9789015021213,1086.994610709781
55033970600,55,033,9706,4053,3968,8,35,2,32,0,1,7,2903,2859,2,20,2,14,0,0,6,NA,23700,22375,NA,NA,8,8,112,92
55033970700,55,033,9707,7242,6591,61,82,14,394,2,6,92,5851,5490,42,61,10,188,2,4,54,NA,51025,51025,NA,NA,8,8,480,452
55033970800,55,033,9708,5000,4713,35,66,10,124,0,6,46,4489,4279,32,53,10,80,0,4,31,NA,51025,51025,NA,NA,8,8,1171.0210984978787,1153.005389290219
55035000100,55,035,0001,4639,4488,7,55,40,7,0,6,36,3191,3104,4,27,30,6,0,2,18,NA,03825,09500,NA,NA,8,8,159,183
55035000200,55,035,0002,4559,4465,7,17,14,28,3,5,20,3277,3231,2,6,9,13,1,2,13,NA,25125,44350,NA,NA,8,8,158,154
55035000301,55,035,000301,3128,3051,2,18,16,25,1,0,15,2308,2264,1,11,10,14,1,0,7,NA,72670,72675,NA,NA,8,8,571,510
55035000302,55,035,000302,5151,4975,16,51,7,52,0,13,37,3729,3650,6,25,6,24,0,4,14,NA,22300,83612,NA,NA,8,8,1128,1501
55035000400,55,035,0004,7009,6708,28,57,41,64,5,7,99,5279,5127,21,29,23,39,1,1,38,NA,01550,01550,NA,NA,8,8,978,961
55035000501,55,035,000501,5144,4939,3,44,14,119,0,0,25,3816,3714,2,24,9,57,0,0,10,NA,22300,22300,NA,NA,8,8,921.5144742630885,882.8172459304884
55035000502,55,035,000502,4860,4532,15,60,7,193,0,5,48,3373,3226,9,30,7,88,0,0,13,NA,22300,22300,NA,NA,8,8,814.5357237131544,780.3308622965244
55035000600,55,035,0006,5401,4497,101,65,56,581,2,2,97,3838,3458,40,39,36,231,1,1,32,NA,22300,22300,NA,NA,8,8,926.8271887373515,887.9068631764189
55035000700,55,035,0007,5254,4972,33,29,26,121,2,1,70,4135,3968,18,19,19,74,1,0,36,NA,22300,22300,NA,NA,8,8,998.5488341399032,956.6166959964804
55035000801,55,035,000801,3714,3587,3,11,7,63,6,4,33,2822,2754,2,7,6,34,3,2,14,NA,22300,22300,NA,NA,8,8,681.4763748350198,652.8590849098108
55035000802,55,035,000802,3891,3729,25,29,15,60,1,3,29,2776,2686,16,19,8,35,1,0,11,NA,22300,22300,NA,NA,8,8,670.3679718433788,642.217157941047
55035000803,55,035,000803,4654,4293,57,77,39,122,0,4,62,3590,3392,28,44,24,80,0,1,21,NA,22300,22300,NA,NA,8,8,866.9384073911131,830.5329960404752
55035000900,55,035,0009,4669,4361,26,71,21,120,8,6,56,3606,3393,23,51,16,89,6,4,24,NA,22300,22300,NA,NA,8,8,870.8021997360316,834.2345358556973
55035001000,55,035,0010,266,265,0,0,0,0,0,0,1,256,255,0,0,0,0,0,0,1,NA,22300,22300,NA,NA,8,8,61.82067751869776,59.22463704355477
55035001101,55,035,001101,2106,1961,24,22,26,44,1,0,28,1969,1843,21,22,22,34,1,0,26,NA,22300,22300,NA,NA,8,8,475.4879454465464,455.52074351077874
55035001102,55,035,001102,5437,5144,42,75,18,104,0,1,53,5109,4846,39,66,14,96,0,1,47,NA,22300,22300,NA,NA,8,8,1233.7571931368236,1181.9479322481302
55035001200,55,035,0012,5322,4996,34,38,24,164,0,9,57,4810,4599,27,33,24,85,0,6,36,NA,22300,22300,NA,NA,8,8,1161.552573691157,1112.775406951166
55035001300,55,035,0013,3527,3293,12,42,19,109,1,2,49,2645,2533,7,27,6,50,1,1,20,NA,22300,22300,NA,NA,8,8,292.2152619589977,318.7255125284738
55035001400,55,035,0014,6984,6483,33,55,69,239,0,3,102,5360,5114,16,37,41,104,0,1,47,NA,22300,22300,NA,NA,8,8,1294.3704355477341,1240.015838099428
55035001500,55,035,0015,2348,2227,1,12,13,84,0,0,11,1745,1687,1,7,8,37,0,0,5,NA,22300,81550,NA,NA,8,8,192.78473804100227,210.27448747152619
55035001600,55,035,0016,5079,4970,2,51,12,33,0,0,11,3688,3634,1,24,9,15,0,0,5,NA,NA,63400,NA,NA,8,8,146,128
55037990100,55,037,9901,2992,2927,4,11,14,9,0,0,27,2306,2270,3,6,11,5,0,0,11,NA,NA,26200,NA,NA,4,1,323,461
55037990200,55,037,9902,2096,2054,4,12,8,4,1,0,13,1618,1587,3,5,8,4,1,0,10,NA,NA,25575,NA,NA,4,1,40,71
55039040100,55,039,0401,4428,4306,7,60,11,23,1,0,20,3337,3270,2,37,8,14,0,0,6,NA,26275,26275,NA,NA,2,4,593.9812472447353,891.9337380040015
55039040200,55,039,0402,3226,2926,21,85,22,118,1,0,53,2377,2218,11,56,15,51,0,0,26,NA,26275,26275,NA,NA,2,4,423.1026145342331,635.3390755875073
55039040300,55,039,0403,5296,4606,86,348,29,142,0,2,83,4216,3771,45,244,23,87,0,0,46,NA,26275,26275,NA,NA,2,4,750.4419953202889,1126.878225779104
55039040400,55,039,0404,3141,2950,21,67,13,51,0,3,36,2326,2236,7,32,11,24,0,1,15,NA,26275,26275,NA,NA,2,4,414.02468717148764,621.7074841466309
55039040500,55,039,0405,3843,3400,52,194,24,115,0,1,57,2907,2666,36,110,22,39,0,0,34,NA,26275,26275,NA,NA,2,4,517.4418596764896,777.0007121299468
55039040700,55,039,0407,3768,3560,31,73,16,43,0,0,45,2792,2681,19,42,12,15,0,0,23,NA,26275,26275,NA,NA,2,4,302,649
55039040800,55,039,0408,4818,4575,20,124,23,25,1,0,50,3457,3325,10,68,15,15,1,0,23,NA,26275,26275,NA,NA,2,4,615.3410763335481,924.0080708060633
55039040900,55,039,0409,3481,3348,19,65,13,11,1,0,24,2750,2665,17,42,10,9,0,0,7,NA,26275,26275,NA,NA,2,4,489.4960832852928,735.0367933805826
55039041000,55,039,0410,2935,2854,3,32,15,9,1,2,19,2323,2282,3,20,6,5,1,0,6,NA,26275,26275,NA,NA,2,4,413.4906914442673,620.9056258265794
55039041100,55,039,0411,7959,7538,85,163,20,96,0,5,52,5796,5567,50,94,10,52,0,2,21,NA,26275,26275,NA,NA,2,4,1031.6797449896571,1549.1902743395844
55039041300,55,039,0413,5839,5653,12,91,13,16,4,1,49,4331,4221,6,49,13,11,2,0,29,NA,58000,58000,NA,NA,2,4,281,419
55039041400,55,039,0414,5733,5650,6,38,9,8,3,0,19,4256,4206,2,24,5,5,1,0,13,NA,69525,42125,NA,NA,2,4,131,257
55039041500,55,039,0415,2969,2843,7,87,4,13,0,1,14,2211,2126,5,58,4,9,0,1,8,NA,68175,68175,NA,NA,2,4,152,320
55039041600,55,039,0416,5860,5648,21,110,15,34,2,0,30,4651,4495,18,82,12,23,2,0,19,NA,68175,68175,NA,NA,2,4,910,1584
55039041700,55,039,0417,3976,3932,4,26,4,5,0,0,5,2785,2761,0,16,4,3,0,0,1,NA,09300,51450,NA,NA,2,4,72,245
55039041800,55,039,0418,4667,4560,8,49,9,17,0,6,18,3415,3359,3,26,7,11,0,1,8,NA,84425,84425,NA,NA,2,4,112,354
55039041900,55,039,0419,6797,6619,5,122,14,7,8,0,22,4956,4851,4,74,8,3,2,0,14,NA,58900,11600,NA,NA,2,4,183,408
55039042000,55,039,0420,7606,6967,432,96,44,32,1,1,33,5787,5207,425,71,38,23,1,1,21,NA,26275,79125,NA,NA,2,4,445,825
55039042100,55,039,0421,5193,4963,11,109,22,66,0,7,15,3798,3719,9,34,15,10,0,0,11,NA,54650,49650,NA,NA,2,4,138,237
55039042200,55,039,0422,5761,5630,6,48,33,8,2,2,32,4336,4251,4,30,25,5,2,0,19,NA,12325,03750,NA,NA,2,4,204,325
55041950100,55,041,9501,1444,1393,1,5,29,9,0,0,7,1188,1159,1,3,13,8,0,0,4,1135,NA,34650,NA,NA,4,1,99,97
55041950200,55,041,9502,3066,2567,109,48,281,4,4,0,53,2223,1944,77,19,150,3,4,0,26,1135,NA,83025,NA,NA,4,1,54,32
55041950300,55,041,9503,2717,2258,5,44,375,1,0,0,34,1952,1689,3,23,219,1,0,0,17,1135,17425,44375,NA,NA,4,1,266,264
55041950400,55,041,9504,2797,2352,3,11,411,3,0,1,16,2125,1870,1,3,236,1,0,1,13,3885,17425,55575,NA,NA,4,1,168,184
55043960100,55,043,9601,3775,3699,8,31,6,13,0,0,18,2741,2700,4,19,5,5,0,0,8,NA,55200,55200,NA,NA,8,8,50,52
55043960200,55,043,9602,4259,4068,113,38,7,7,0,1,25,3212,3050,108,28,6,5,0,0,15,NA,08850,08850,NA,NA,8,8,40,53
55043960300,55,043,9603,3916,3868,3,32,1,7,0,0,5,2923,2897,2,14,0,6,0,0,4,NA,25600,25600,NA,NA,8,8,57,101
55043960400,55,043,9604,3366,3326,0,17,8,3,0,0,12,2526,2494,0,13,5,2,0,0,12,NA,08375,08400,NA,NA,8,8,43,42
55043960500,55,043,9605,4074,4038,1,12,9,4,0,0,10,2954,2928,0,9,6,4,0,0,7,NA,13050,06100,NA,NA,8,8,69,127
55043960600,55,043,9606,3613,3586,4,10,1,5,0,2,5,2568,2551,2,7,0,4,0,0,4,NA,45325,44050,NA,NA,8,8,42,95
55043960700,55,043,9607,4207,4163,3,17,0,12,0,0,12,3203,3175,3,10,0,10,0,0,5,NA,42250,42250,NA,NA,8,8,450,885
55043960800,55,043,9608,3068,3034,0,15,0,1,0,1,17,2243,2224,0,9,0,1,0,0,9,NA,64625,64650,NA,NA,8,8,76,94
55043960900,55,043,9609,3608,3470,37,34,9,35,1,0,22,2963,2872,17,26,8,28,1,0,11,NA,63250,63250,NA,NA,8,8,35.328838867840425,95.09070648540228
55043961000,55,043,9610,6950,6613,79,55,12,127,2,7,55,6011,5757,61,45,9,98,2,7,32,NA,63250,63250,NA,NA,8,8,71.67116113215957,192.90929351459772
55043961100,55,043,9611,4563,4528,2,7,1,10,0,0,15,3397,3380,1,4,0,6,0,0,6,NA,17950,61150,NA,NA,8,8,75,112
55043961200,55,043,9612,4198,4149,7,12,1,5,0,0,24,3088,3063,5,3,1,5,0,0,11,NA,33500,37800,NA,NA,8,8,233,195
55045980100,55,045,9801,4677,4592,5,30,9,12,0,3,26,3434,3391,5,14,4,6,0,0,14,NA,54000,10100,NA,NA,6,7,127,86
