GEOID20,STATEFP,COUNTYFP,DISTRICT,G18GOVDPOL,G18GOVRSTA,G18GOVLHEL,G18GOVOHAM,G18ATGDWEI,G18ATGRBRA,G18ATGLROB,G18SOSDGRI,G18SOSRWIL,G18SOSCCAM,G18SOSOHUB,G18TREDYOU,G18TRERWAT,G18TRECKIL,G18RGTDSMI,G18RGTRMON,G18RGTLTRE,G18RGTOOTW
08013013631,08,013,013631,304.56,142.86,18.85,6.94,303.57,144.84,23.81,325.39,124.01,19.84,3.97,311.51,136.9,21.83,296.62,129.96,23.81,8.93
08013013632,08,013,013632,549.01,365,41.65,10.35,529.55,389.35,45.81,551.12,380.11,31.43,4.19,529.69,401.62,34.48,527.18,355.65,46.92,16.46
08013013633,08,013,013633,352,138,38,10,347,139,42,343,151,31,5,351,145,33,344,122,30,17
08013013634,08,013,013634,357,196,23,11,339,209,32,352,208,18,3,324,230,19,320,196,29,12
08013013635,08,013,013635,319,279,23,2,302,301,16,326,287,12,2,297,306,14,299,274,26,5
08013013636,08,013,013636,526,363,32,5,515,373,34,541,355,20,3,503,381,20,506,347,36,5
08013013637,08,013,013637,630.25,294.11,28.01,9,603.24,310.12,39.01,619.24,315.12,14.01,7,590.23,335.12,20.01,583.22,289.11,40.01,18
08013013638,08,013,013638,437.1,346.5,14.6,5.84,409.85,369.84,17.53,414.71,373.73,5.84,1.95,406.91,376.66,8.77,390.36,351.35,27.26,2.93
08013013639,08,013,013639,443.18,277.61,12.89,6.94,417.41,282.57,21.81,422.36,284.55,9.91,3.97,403.53,290.5,18.84,384.69,269.68,26.77,10.91
08013013640,08,013,013640,430.33,272.44,11.15,4.03,408.33,278.54,19.1,422.38,277.54,9.03,2.03,403.2,285.7,12.05,387.28,265.37,20.1,7.05
08013013641,08,013,013641,374,236,19,6,363,246,19,355,260,15,1,346,250,25,326,239,24,10
08013013642,08,013,013642,621,314,22,10,591,324,34,608,316,17,15,598,324,25,573,296,41,16
08013013643,08,013,013643,340,199,19,7,330,206,23,336,203,14,6,324,207,16,315,196,26,8
08013013644,08,013,013644,376,145,22,13,370,158,24,393,140,13,9,376,150,24,376,143,17,7
08013013645,08,013,013645,375,255,21,10,363,264,23,367,264,17,3,351,269,25,346,249,22,13
08013013646,08,013,013646,390,359,10,7,367,373,13,381,361,11,3,369,369,14,352,349,16,9
08013013647,08,013,013647,654,491,40,4,616,518,38,636,518,18,4,620,519,25,596,482,43,9
08013013648,08,013,013648,330.3,279.55,21.5,13.76,319.12,286.43,32.69,340.62,277.83,24.94,2.58,321.7,294.17,25.8,316.53,264.93,29.25,10.32
08013013649,08,013,013649,352,175,26,3,340,184,29,341,185,20,7,336,185,23,321,169,27,13
08013013650,08,013,013650,326,223,30,4,325,226,27,331,232,13,2,315,241,18,310,213,33,9
08013013651,08,013,013651,478,217,23,16,459,229,34,479,214,24,3,452,237,24,436,203,36,15
08013013652,08,013,013652,465.45,209.64,20.2,4.81,439.48,216.38,25.96,455.83,215.41,10.58,4.81,430.83,229.84,13.46,421.21,198.1,25.96,11.54
08013013653,08,013,013653,352.55,274.36,13.8,4.19,326.52,294.62,14.04,330.17,296.59,7.42,3.19,335.17,286.16,12.54,305.79,266.9,20.04,7.46
08013013654,08,013,013654,665.67,341.89,26.3,7.05,635.67,346.09,40.2,664.77,343.09,21.05,3.05,637.41,351.4,27.1,622.56,327.74,34.2,9.1
08013013700,08,013,013700,594.56,218.36,12.28,4.06,568.86,235.72,13.34,556.73,250,9.16,2.07,520.19,279.4,8.24,537.59,224.36,20.37,10.15
08013013701,08,013,013701,528.32,213.29,12.68,4.14,502.4,223.19,17.85,522.78,218.65,7.14,2.11,477.06,251.9,9.57,492.28,199.44,26.69,10.76
08013013702,08,013,013702,177.99,129.85,4.01,1.99,176.97,129.87,4.01,166.03,144.81,3,1,163,140.85,5.99,165.98,133.83,3.03,0.01
08013013703,08,013,013703,251.01,147.12,10.11,1.02,252.1,144.17,8.04,249.14,152.12,2.02,0.02,248.77,145.29,4.13,227.86,149.25,11.09,7
08013013704,08,013,013704,182.99,96.88,4.89,0.98,186.9,98.83,1.96,188.86,96.88,0.98,0.98,172.23,104.71,5.87,176.14,102.75,3.91,0
08013013705,08,013,013705,313.27,222.53,9.15,4.05,291.16,234.61,13.15,314.11,227.67,3.07,0.05,285.8,235.8,9.17,297.83,203.43,11.25,5.08
08013013706,08,013,013706,92.25,55.61,5.78,1.05,91.9,59.42,4.1,93.87,59.51,1.07,0.98,87.14,65.13,2.12,89.72,52.8,4.1,2.01
08013013707,08,013,013707,231,294,25,7,205,320,25,225,310,14,3,199,330,18,207,290,23,8
08013013708,08,013,013708,252.7,391.45,23.5,14.24,255.88,389.57,23.31,265.38,390.17,17.06,2.42,249.3,394.83,24.2,242.47,376.07,22.75,12.68
08013013800,08,013,013800,544.76,188.48,11.05,2.01,517.71,194.51,14.05,513.69,207.55,4.02,1.01,486.6,222.61,8.03,496.6,179.53,20.07,6.01
08013013801,08,013,013801,476.41,69.99,8.33,3.33,458.09,68.33,17.49,459.75,82.49,4.17,3.33,425.61,104.14,9.16,444.76,69.99,18.32,3.33
08013013802,08,013,013802,524.28,89.95,15.85,2.36,501.37,92.6,31.15,506.71,103.55,9.43,3.18,467.41,133.43,14.06,485.28,95.62,24.49,3.96
08013013803,08,013,013803,711.94,60.69,23.9,2.03,694.43,67.02,19.05,691.26,81.13,9.02,4.99,656.31,108.08,10.11,656.78,68.59,32.82,7.04
08013013804,08,013,013804,802.67,160.96,14.19,2.71,767.39,179.13,17.05,757.91,195.14,7.95,3.59,732.38,214.19,12.43,752.93,162.76,17.99,7.07
08013013805,08,013,013805,338.91,70.63,3.92,1.96,324.19,71.61,10.77,325.17,71.63,1.96,2.94,285.94,102.04,3.92,305.55,76.5,10.78,3.92
08013013806,08,013,013806,778.34,125.3,17.67,4.67,750.3,137.37,22.41,749.39,150.35,6.52,7.46,696.88,191.6,11.18,736.12,117.97,25.2,5.62
08013013807,08,013,013807,945.78,103.76,10.38,9.36,934.59,111.71,15.75,922.52,128.73,6.51,3.58,860.44,175.94,4.87,896.5,106.18,20.97,9.44
08013013808,08,013,013808,1403.22,116.05,24,7,1390.21,109.05,33.01,1386.21,127.05,15,9,1276.19,206.07,29,1337.2,106.05,41.01,19
08013013809,08,013,013809,825,77,7,6,817,79,11,803,103,4,1,766,127,4,793,74,17,4
08013013810,08,013,013810,765.83,106.26,6.07,2.99,738.55,108.41,6.15,743.43,118.57,4.01,3.02,686.1,162.87,3.05,710.24,106.31,11.21,3.05
08013013811,08,013,013811,944,163,14,4,910,178,17,902,190,8,4,872,208,12,865,171,29,11
08013013812,08,013,013812,790.35,103.31,14.22,2.84,767.61,121.31,10.43,761.92,126.05,6.64,3.79,705.06,163.97,7.59,742.96,107.1,17.06,8.53
08013013813,08,013,013813,671.98,125.16,24.53,6.32,676.77,127.9,16.05,660.1,142.28,13.77,4.38,602.61,186.01,16.97,630.78,124.28,28.75,10.97
08013013814,08,013,013814,781.7,73.4,17.16,3.81,759.77,81.03,22.88,746.43,101.05,9.53,4.77,709.25,123.93,13.35,714.02,79.12,29.55,6.67
08013013815,08,013,013815,574.92,40.86,10.45,2.85,562.57,48.46,14.25,559.72,57.97,5.7,0.95,521.71,89.33,6.65,551.16,33.26,20.91,8.55
08013013816,08,013,013816,837,82,17,6,822,92,18,806,113,4,8,760,143,16,790,84,22,10
08013013817,08,013,013817,595.77,105.54,5.92,0,572.09,116.39,11.84,564.2,129.21,0.99,1.97,532.64,156.83,3.95,545.46,108.5,16.77,3.95
08013013818,08,013,013818,795,90,6,10,770,96,13,759,109,11,8,713,143,12,737,98,16,8
08013013819,08,013,013819,675,56,10,2,651,69,11,650,74,8,3,614,100,9,633,60,15,5
08013013820,08,013,013820,531,53,5,4,521,55,11,519,62,4,0,483,89,5,492,60,10,4
08013013821,08,013,013821,825,53,7,2,797,62,22,800,64,9,7,734,124,8,761,54,28,8
08013013822,08,013,013822,696.85,71.05,28.76,4.24,688.97,75.25,26.44,682.93,92.18,6.68,8.28,652.56,109.66,15.92,655.56,68.21,31.6,10.84
08013013823,08,013,013823,1271.18,136.19,21.07,6.6,1223.02,142.33,37.67,1221.01,166.76,17.88,7.37,1158.64,205.89,24.37,1160.52,141.19,42.09,21.12
08013013824,08,013,013824,817,74,14,10,790,89,17,789,95,9,12,727,150,16,763,79,29,9
08013013825,08,013,013825,486,46,4,3,480,49,8,472,58,4,1,441,83,5,458,55,9,3
08013013826,08,013,013826,649,49,5,2,638,54,8,621,66,1,4,572,102,6,603,56,8,4
08013013827,08,013,013827,672,50,8,0,654,54,9,642,73,2,4,621,89,3,612,56,19,6
08013013828,08,013,013828,495.9,40.07,5.01,2,488.86,39.07,8.03,478.85,53.09,1.02,2,457.8,65.13,3.02,464.82,45.08,10.03,2.02
08013013829,08,013,013829,465.41,36.22,5.43,0.91,448.2,38.93,14.49,443.68,48.89,9.05,0.91,415.61,67,9.96,426.47,39.84,18.11,9.96
08013013830,08,013,013830,536.02,32.5,15.53,1.09,517.35,33.77,23.4,511.91,55.73,6.88,2.09,481.2,69.48,8.96,490.25,35.85,26.75,2.96
08013013831,08,013,013831,553.68,38.21,8.03,4.01,532.58,41.22,17.08,522.56,63.28,3.05,5.01,511.39,66.39,9.06,515.46,41.23,17.1,8.06
08013013832,08,013,013832,213,31,2,0,202,36,4,206,37,0,0,196,42,2,190,33,7,1
08013013833,08,013,013833,432,51,11,2,411,57,18,407,74,4,2,393,80,8,395,64,20,1
08013013834,08,013,013834,470,91,12,4,444,101,20,426,135,4,3,427,132,4,437,100,17,3
08013013835,08,013,013835,295.26,34.74,4.15,2.05,287.1,38.83,5.14,271.01,54.89,1.06,5.06,275.67,47.13,3.09,274.81,37.77,8.21,3.02
08013013836,08,013,013836,336.38,46.84,9.49,2.87,325.7,52.53,8.86,319.77,56.54,3.93,4.04,298.9,72.01,5.91,307.81,48.84,13.36,1.11
08013013837,08,013,013837,651.4,74.51,11.65,4.91,627.85,81.88,23.88,613.13,95.47,10.54,13.42,589.93,122.38,15.54,610.78,81.37,20.12,8.47
08013013838,08,013,013838,263.12,28.03,8.2,2.69,252.34,31.66,11.74,251.22,42.61,5.37,0.93,241.26,45.38,9.01,243.21,33.47,9.95,2.74
08013013839,08,013,013839,439.97,72.2,6.74,1.93,422.64,74.13,11.55,425.53,81.83,2.89,0.96,401.46,100.12,1.93,400.5,78.94,12.52,2.89
08013013840,08,013,013840,419.8,68.18,8.77,2.92,400.32,81.82,7.79,395.45,83.77,6.82,3.9,372.08,96.43,9.74,388.63,71.1,9.74,4.87
08013013841,08,013,013841,396.79,71.17,6.82,2.92,379.24,85.79,3.9,381.19,84.82,4.87,0.97,360.72,101.39,4.87,383.14,71.17,3.9,4.87
08013013842,08,013,013842,917.03,162.76,17.91,2.54,897.21,172.38,19.78,881.11,187.11,4.37,8.08,841.19,217.61,12.27,848.19,169.43,29.85,12.31
08013013843,08,013,013843,967,127,17,2,926,141,26,921,160,13,6,866,204,15,881,139,34,14
08013013844,08,013,013844,527.87,47.84,11.19,2.02,517.7,50.94,9.18,511.49,60.21,5.04,1.04,476.26,84.33,10.12,502.42,51.96,10.18,4.07
08013013845,08,013,013845,618.42,47.12,19.63,1.96,607.63,54.97,18.65,584.07,82.46,3.93,3.93,566.4,93.25,11.78,583.08,57.92,16.69,6.87
08013013846,08,013,013846,601.04,96.83,13.09,6.98,573.13,107.3,23.55,572.26,120.38,12.21,5.23,560.04,124.74,13.09,549.57,103.81,24.43,11.34
08013013847,08,013,013847,648.22,88.94,12.11,6,624.95,100.09,13.08,614.47,118.57,8.11,4.04,591.62,132.91,7.56,608.4,94.42,26.71,5.04
08013013848,08,013,013848,583.59,46.94,4.37,1,568.79,50.89,11.05,561.87,59.35,2.16,3.47,524.15,86.98,3.82,547.18,54.29,14.56,2.47
08013013849,08,013,013849,114.05,14.85,1.78,0,109.89,17.23,1.19,110.18,16.93,1.78,0.59,104.54,22.27,0.89,109,14.55,3.27,0.59
08013013850,08,013,013850,423.98,119.66,4.71,0,402.31,128.13,5.65,400.42,139.44,0.94,1.88,378.75,145.09,4.71,383.46,129.08,9.42,1.88
08013013851,08,013,013851,717.65,113.18,9.01,1,695.61,119.2,12.01,708.61,120.21,4,5,655.58,154.22,9.01,671.58,122.2,14.01,6
08013013852,08,013,013852,727.69,105.82,17.5,3.11,706.67,108.68,23.28,700.81,124.56,7.17,6.77,663.11,148.61,13.25,684.33,99.53,24.71,7.91
08013013853,08,013,013853,491.62,57.19,13.66,3.41,477.11,64.01,17.92,482.24,68.28,2.56,5.12,468.58,75.96,8.54,454.92,59.75,21.34,6.83
08013013854,08,013,013854,748.39,63.93,14.29,5.47,736.88,65.15,21.11,718.53,87.86,10.7,5.05,675.55,117.77,11.4,702.6,62.27,23.8,8.25
08013013855,08,013,013855,526.15,50.91,9.61,3.5,514.79,52.65,15.74,512.17,57.9,5.25,7.86,482.46,79.73,10.49,490.32,53.52,20.97,1.77
08013013856,08,013,013856,373.46,30.49,6.09,0.78,357.58,37.27,6.89,355.3,39.57,3.8,6.08,328.74,64.56,1.59,343.09,32.76,10.7,3.77
08013013857,08,013,013857,531.55,103.45,9.66,2.74,514.15,111.02,12.48,508.97,123.29,1.88,3.59,480.75,144.2,4.57,503.12,104.14,16.8,3.76
08013013858,08,013,013858,730.38,89.39,8.02,4.02,720.36,92.38,10.05,701.35,113.41,8.02,2.02,679.27,126.44,7.03,689.28,91.38,14.05,9.03
08013013859,08,013,013859,650.69,81.96,5,1,640.7,79.96,7,625.7,92.96,3,3,584.72,124.94,4,602.72,92.96,7,2
08013013860,08,013,013860,485,65,8,1,477,71,4,476,72,3,1,446,84,5,461,57,11,3
08013013861,08,013,013861,561.93,73.65,3.53,2.19,552.91,76.37,5.72,549.34,77.95,3.96,4.53,519.64,105.26,4.38,537.28,72.23,8.68,7.96
08013013862,08,013,013862,517,48,4,3,510,54,5,495,68,2,1,460,90,3,490,46,7,3
08013013863,08,013,013863,518.98,78.3,7.92,3.51,515.47,76.54,7.92,504,90.65,2.64,3.51,474.12,108.2,5.28,495.25,70.37,12.33,2.65
08013013864,08,013,013864,554.37,85.65,6.17,3.34,533.13,95.19,6.48,530.58,102.34,4.58,2.78,506.38,117.7,8.49,511.97,84.05,19.37,9.71
08013013865,08,013,013865,468,44,8,2,460,50,12,449,60,7,3,431,72,8,437,47,14,2
08013013866,08,013,013866,559.72,47.06,4.95,2.48,544.04,52.01,6.6,540.74,59.44,5.78,4.13,507.71,79.25,5.78,527.53,47.88,10.73,6.6
08013013867,08,013,013867,592.39,44.02,10.53,3.83,571.33,45.94,16.27,548.36,80.39,4.79,4.79,519.65,101.44,4.79,538.79,54.55,26.8,7.66
08013013868,08,013,013868,659.34,104.98,12.76,0.98,657.37,102.04,9.81,629.9,132.46,3.92,0.98,604.39,140.31,5.89,635.79,90.27,20.6,6.87
08013013869,08,013,013869,620.33,62.3,10.11,2.88,613.3,66.79,9.46,601.55,74.42,3.84,4.14,562.09,106.73,6.1,582.87,60.01,12.42,5.93
08013013870,08,013,013870,462,49,9,4,448,48,21,457,55,4,3,422,71,12,436,48,18,5
08013013871,08,013,013871,536.95,34.64,10.94,3.65,529.66,39.2,10.94,518.72,50.14,6.38,2.73,493.19,72.02,9.12,509.6,40.11,11.85,5.47
08013013872,08,013,013872,413,69,15,0,396,65,24,389,90,6,2,363,105,9,375,72,24,5
08013013873,08,013,013873,286.66,52.42,2.64,2.6,274.77,62.42,1.93,271.4,67.6,0.08,0.08,262.59,70.3,1.82,260.98,66.59,5.31,1.85
08013013874,08,013,013874,671.53,80.79,2.92,2.81,661.61,79.77,6.71,642.46,101.84,2.81,1.08,613.62,120.55,3.84,625.06,94.48,8.5,3.89
08013013875,08,013,013875,288,54,8,2,280,55,11,273,71,5,2,248,84,8,275,53,7,6
08013013876,08,013,013876,351,61,4,0,343,61,7,341,70,2,1,322,87,0,333,63,7,4
08013013877,08,013,013877,495,73,12,1,483,78,8,466,97,2,0,451,105,4,467,72,12,4
08013013878,08,013,013878,496,38,8,3,468,44,15,464,59,6,2,433,72,6,448,48,19,0
08013013879,08,013,013879,490,38,12,1,474,44,15,463,59,5,4,437,75,10,447,45,19,6
08013013880,08,013,013880,480,82,7,1,457,81,11,446,100,4,3,423,115,3,433,87,19,3
08013013881,08,013,013881,463,60.28,6.02,2.01,460.98,58.28,5.03,452.98,64.3,3.01,3.01,423.93,85.32,3.02,442.93,59.27,9.04,4.02
08013013882,08,013,013882,486,62,5,1,474,63,8,476,69,2,1,438,89,2,447,68,16,3
08013013883,08,013,013883,721.64,59.19,7.78,1.59,703.4,67.36,15.28,681.33,92.02,7.43,1.3,634.67,130.53,10.03,659.52,73.64,18.32,10.34
08013013884,08,013,013884,656,50,9,3,649,48,15,649,58,2,0,601,87,7,635,44,14,5
08013013885,08,013,013885,489.03,42.31,2.95,0.98,478.2,40.34,10.82,463.44,57.07,1.97,1.97,442.78,69.86,3.94,446.72,45.26,13.78,0
08013013886,08,013,013886,633,71,8,2,631,70,10,605,90,4,0,570,109,8,587,71,18,6
08013013887,08,013,013887,706.35,104.31,11.92,4.97,694.43,103.32,16.89,663.63,138.09,8.94,3.97,635.82,152.99,10.93,665.62,105.31,15.9,7.95
08013013888,08,013,013888,628.24,115.27,5.03,2.01,618.21,123.29,5.03,613.16,133.35,4.02,0.01,584.12,147.37,4.01,607.17,122.28,12.03,0.01
08013013900,08,013,013900,272.84,32.53,2.96,3.7,265.44,39.19,2.96,263.96,41.41,2.96,0.74,240.3,58.41,3.7,258.79,40.67,6.65,2.22
08013013901,08,013,013901,352.77,154.22,22.03,6.04,344.68,161.19,19.15,353.8,156.12,12.09,3.01,334.68,168.19,14.12,326.67,143.1,30.09,10.04
08013013902,08,013,013902,188.9,51.55,6.32,1.27,186.06,49.09,9.57,187.43,53.69,3.38,1.26,169.31,64.75,6.61,172.65,47.71,9.69,5.02
08013013903,08,013,013903,1232.03,206.17,38.45,12.54,1195.57,219.45,51.06,1203.11,232.12,21.2,15.43,1126.72,278.6,41.46,1118.42,207.01,62.52,19.32
08013013904,08,013,013904,408.35,47.95,12,1.35,396.26,50.28,14.42,396.53,58.59,7.57,1.44,378.22,70.9,10.2,385.14,48.79,16.72,6.54
08013013905,08,013,013905,188.51,66.66,2.14,0.21,179.18,68.45,4.73,188.68,64.17,0.49,0.04,178.23,63.54,4.59,177.15,57.19,6.38,1.23
08013013906,08,013,013906,632.51,139.76,9.05,5.23,618.43,140.82,15.03,611.34,155.34,4.62,4.59,578.85,172.99,8.35,590.36,140.92,18.26,8.7
08013013908,08,013,013908,665.03,132.23,7.78,7.78,656.28,129.31,18.47,645.59,140.98,9.72,9.72,602.81,172.09,20.42,621.28,129.31,17.5,8.75
08013013909,08,013,013909,448.51,54.65,12.56,0.23,445.1,47.95,19.82,439.15,61.07,7.49,3.17,407.71,84.08,8.79,415.65,53.75,19.13,2.16
08013013910,08,013,013910,425.94,92.52,10.23,3.32,419.17,98.91,13.56,402.46,119.24,8.33,1.71,380.11,134.52,12.58,395.92,94.89,20.05,1.81
08013013911,08,013,013911,655.67,138.27,15.88,4.97,640.65,148.08,15.06,615.6,178.11,9.94,3.01,594.39,191.23,6.05,622.22,143.25,15.1,5.96
08013013912,08,013,013912,782.34,196.08,19.91,2.99,762.43,207.03,20.9,742.52,241.87,3.98,2.99,709.68,259.78,10.95,737.55,191.11,31.85,5.97
08013013913,08,013,013913,457.41,119.18,8.12,1.03,448.31,121.2,11.15,440.24,130.36,6.05,5.02,412,148.5,7.07,427.15,118.15,14.18,3.05
08013013914,08,013,013914,421.22,74.54,15.84,1.07,414.22,74.73,15.93,421.5,77.27,7.04,1.02,384.92,99.08,12.99,400.92,75.59,17.09,1.99
08013013915,08,013,013915,230.05,73.38,6.19,2.93,227.03,67.43,13.09,230.91,67.85,7.85,2.93,209.48,82.05,4.3,214.56,72.1,8.34,6.11
08013013916,08,013,013916,245.79,136,13.32,1.13,238.54,142.93,10.51,242.62,144.03,5.25,1.11,232.72,145.64,8.23,221.15,140.94,18.43,1.2
08013013917,08,013,013917,862.3,274.32,33.36,11.13,832.14,283.33,40.49,834.11,299.37,15.3,8.15,759.23,348.74,25.39,804.12,269.07,46.59,12.29
08013013918,08,013,013918,729.95,212.46,21.44,6.82,715.33,223.18,21.44,708.51,230.97,9.75,6.82,664.65,249.49,23.39,669.53,197.84,35.08,11.69
08014014001,08,014,014001,475.53,255.74,8.17,4.9,449.39,272.9,14.71,456.74,269.63,7.35,2.45,447.75,267.18,13.89,423.24,241.03,27.78,7.35
08014014002,08,014,014002,961.61,322.86,25.83,14.9,895.05,352.66,44.7,911.94,355.64,13.91,10.93,872.21,374.51,32.78,870.22,308.95,49.67,14.9
08014014003,08,014,014003,699.84,254.51,12.49,5.99,669.23,259.96,24.43,669.03,267.39,9.16,9.03,652.78,270.06,19.21,633.52,236.53,34.62,11.19
08014014004,08,014,014004,810.6,441.59,26.86,13.93,773.8,449.55,43.76,783.75,451.54,27.85,5.97,772.81,455.52,30.84,758.88,398.83,47.74,13.93
08014014005,08,014,014005,38.31,9.82,3.11,2.05,36.16,15.85,2.18,40.2,12.86,1.11,0.02,35.16,13.88,4.12,36.1,12.64,0.2,1.06
08014014006,08,014,014006,1256.53,466.54,54.93,15.23,1207.3,480.95,72.76,1211.89,497.13,33.11,12.82,1178.95,509.25,59.4,1151.54,442.84,86.17,18.82
08014014007,08,014,014007,415.28,177.33,15.09,5.04,383.16,191.43,21.12,395.23,183.4,15.06,6.03,386.22,189.38,23.09,361.12,176.29,30.13,11.03
08014014008,08,014,014008,286,190,16,4,265,200,21,276,191,15,7,267,186,25,261,172,25,12
08014014009,08,014,014009,409,206,14,7,386,219,24,402,214,11,1,386,228,13,373,197,22,10
08014014010,08,014,014010,512,376,25,6,451,419,32,475,415,11,2,462,415,14,441,379,42,3
08014014011,08,014,014011,497.95,334.97,26,2,448.96,363.96,33,476.95,348.97,19,6,468.95,346.97,28,434.96,322.97,37,8
08014014012,08,014,014012,545.01,436.01,11,17,502.01,468.01,21,523.01,452.01,21,4,506.01,460.01,26,494.01,419.01,27,11
08014014013,08,014,014013,346.85,171.72,27.27,7.23,339.43,182.3,25.68,333.91,189.43,17.64,4.01,330.72,182.17,22.46,329.9,164.49,31.31,8.82
08014014014,08,014,014014,255.24,149.16,9.98,4.73,241.58,159.66,13.13,248.94,156.51,6.83,3.15,247.88,154.41,10.5,237.38,143.9,14.71,3.15
08014014015,08,014,014015,517,365,19,6,471,390,26,480,381,20,4,492,366,30,447,349,36,6
08014014016,08,014,014016,479,461,24,4,421,496,26,453,494,7,1,439,483,14,420,461,31,3
08014014017,08,014,014017,634.23,575.21,21,3,580.19,626.22,18.01,581.21,627.23,5,4,575.19,613.23,16,543.19,566.2,37,12
08014014018,08,014,014018,392,224,26,6,363,238,33,370,249,15,4,378,236,23,349,220,26,13
08014014019,08,014,014019,507,337,44,12,471,362,45,502,346,14,13,489,363,27,456,339,42,11
08014014020,08,014,014020,391,313,24,7,366,324,23,371,319,21,6,367,305,24,347,288,38,4
08014014021,08,014,014021,802.58,429.97,41.61,9.25,758.19,439.22,63.79,782.24,442.91,28.66,7.4,753.58,449.38,47.15,723.99,406.85,61.02,19.42
08014014022,08,014,014022,567.57,360.73,24.51,6.86,528.36,383.28,26.47,562.67,353.87,16.66,4.9,543.06,361.71,27.45,518.55,334.27,32.35,9.8
08014014023,08,014,014023,602.57,354.13,20.4,5.76,548.94,376.88,30.21,574.91,366.18,13.34,2.6,555.56,370.71,19.85,537.15,344.24,30.99,5.59
08014014024,08,014,014024,913.66,662.96,41.47,16.18,844.71,714.62,45.52,873.06,701.51,26.21,10.08,845.65,720.68,31.32,815.19,644.53,55.89,22.21
08014014025,08,014,014025,853.19,626.59,29.56,11.82,795.06,666.99,32.51,816.74,661.08,12.81,4.93,791.12,671.91,19.7,760.58,599.99,56.16,13.79
08014014026,08,014,014026,752.12,546.43,27.9,4.91,685.34,594.78,24.96,700.39,596.15,12.77,3.83,696.99,581.11,17.15,658.84,555.6,31.21,7.32
08014014027,08,014,014027,699.44,398.63,34.7,11.2,657.36,416.18,47.82,667.01,415.57,26.47,11.18,658.57,418.78,33.76,638.99,382.92,53.95,11.26
08014014028,08,014,014028,156,104,13,7,151,106,15,159,103,11,1,152,96,24,150,97,17,4
08014014029,08,014,014029,484,354,30,7,460,361,41,476,350,26,8,474,336,38,443,338,39,12
08014014030,08,014,014030,437,325,28,11,407,343,37,443,324,16,10,427,318,34,401,290,34,25
08014014031,08,014,014031,386,306,21,11,387,294,29,379,304,16,6,365,307,28,345,288,33,18
08014014032,08,014,014032,982.86,634.62,33.93,6.98,898.04,696.48,32.93,923.99,676.53,19.96,7.98,892.06,682.51,30.93,898.04,604.68,50.89,4.99
08014014033,08,014,014033,817.68,473.28,20.07,4.01,768.53,501.39,22.06,763.58,504.35,10.04,7.01,732.53,523.37,17.05,718.52,467.23,28.1,9.01
08014014034,08,014,014034,152,317,7,1,141,318,8,144,317,1,4,145,315,3,140,294,10,1
08014014035,08,014,014035,950.42,612.76,11.73,8.36,886.07,666.25,9.22,899.44,652.88,9.21,1.68,894.41,629.49,9.22,853.47,616.92,12.56,2.52
08014014036,08,014,014036,1051.02,767.41,33.51,9.15,986.32,781.56,45.48,962.33,839.78,14.36,3.16,957.98,810.96,33.26,914.66,741.77,76.59,9.28
08014014037,08,014,014037,211.31,157.7,11.21,6.86,204.47,159.34,15.5,200.26,163.62,9.48,1.71,195.96,162.74,13.78,192.45,137.02,20.66,5.17
08015015001,08,015,015001,441.64,623.49,30.79,11.55,421.43,627.33,37.52,438.75,610.98,34.64,4.81,416.62,631.18,36.56,405.07,580.19,32.71,12.51
08015015002,08,015,015002,539.87,763.81,35.99,29.99,529.87,763.81,47.99,544.87,761.81,36.99,3,523.87,759.81,48.99,471.88,713.82,63.98,17
08015015003,08,015,015003,681.66,785.52,54.72,23.26,647.18,798.59,77.85,680.58,771.2,63.81,9.11,641.06,792.72,69.85,640.73,723.46,57.77,24.29
08015015004,08,015,015004,316.78,534.68,18.34,11.13,310.56,525.73,23.41,327.74,535.54,9.39,0.05,316.5,534.76,9.41,291.38,493.22,21.36,13.13
08015015005,08,015,015005,630.85,643.08,25.35,18.1,594.73,660.9,32.48,620.79,633.15,33.21,3.03,609.61,631.03,34.32,557.1,578.53,52.47,13.15
08015015006,08,015,015006,670.67,625.11,28.66,22.05,640.49,640.57,40.48,669.78,620.58,34,3.72,650.36,615.31,39.46,592.68,575.02,46.04,19.27
08015015007,08,015,015007,701.33,416.28,34.93,10.22,687.02,401.8,47.92,694.41,422.1,23.22,3.01,676.38,410.2,34.13,623.23,360.3,49.01,15.09
08015015008,08,015,015008,813.46,269.17,22.84,14.9,772.74,274.13,38.74,776.71,280.09,30.79,7.95,746.91,282.08,41.72,685.33,245.33,46.68,11.92
08015015009,08,015,015009,662.96,354.81,39.23,21.75,641.28,360.05,43.4,663.57,354.53,33.79,6.29,636.01,363.84,36.37,591.9,332.25,51.81,17.58
08017017001,08,017,017001,8,93,1,1,11,92,0,8,95,0,1,9,93,1,6,92,1,1
08017017002,08,017,017002,32,225,6,4,31,230,7,33,232,4,1,29,231,8,26,220,11,3
08017017003,08,017,017003,44.26,256.7,9.84,4.92,37.37,257.69,14.75,44.26,254.74,13.77,2.95,44.26,252.77,14.75,42.29,243.92,11.8,1.97
08017017004,08,017,017004,42.2,191.03,3.16,3.08,37.9,193.05,8.25,53.13,176,9.23,0.05,46.01,185.89,5.29,35.98,186.59,5.2,1.03
08017017005,08,017,017005,11.54,43.26,0,0,6.73,43.26,0,9.61,43.26,0,0,6.73,41.34,0.96,6.73,37.49,0,0
