GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PRECBLA,G20PREUWES,G20PREOOTH,G20USSDHIC,G20USSRGAR,G20USSLDOA,G20USSODOY,G20USSOEVA,G20USSOWRI
08093093004,08,093,093004,110.12,178.18,4.27,0.04,1.01,0.08,1.03,96.01,186.35,6.3,0.03,0.03,0
08093093005,08,093,093005,163.38,397.02,7.07,2,2.98,0.01,0.07,162.34,403.02,9.01,1.01,0.05,0
08093093006,08,093,093006,224.32,495.62,5.01,3,3.99,0,2,212.33,496.6,22.98,1.01,2,0
08093093007,08,093,093007,271.79,630.43,10.12,3.04,2.01,6,2.04,269.68,633.51,14.16,1.02,1.01,0
08093093008,08,093,093008,292.21,439.65,19.47,2.94,0.96,5.79,1.98,284.42,451.36,21.34,1.95,1.99,0
08093093009,08,093,093009,263,331,15,2,3,1,1,251,346,12,0,2,0
08093093010,08,093,093010,492.73,711.61,25.99,9,1,1,9.99,506.72,693.62,36.98,3,3,0
08093093011,08,093,093011,305.87,549.52,19.23,3.97,0.04,2.03,3.93,297.61,562.61,16.25,2.05,4.89,0
08093093012,08,093,093012,626.83,971.74,26.52,6.08,4.03,4.16,8.05,604.62,989.06,31.57,10.05,7.05,0
08093093013,08,093,093013,628.24,751.29,35.52,2.98,1.96,3.95,1.02,603.62,773.01,32.55,4.93,0.05,0
08095095001,08,095,095001,95.26,319.95,4.02,1,0,0,0,84.26,333.95,2.01,1.01,0,0
08095095002,08,095,095002,8,90,0,1,0,0,0,7,88,1,0,0,0
08095095003,08,095,095003,66.48,220.15,7.93,0.99,0.99,0,0,70.44,216.18,3.97,0,0,0
08095095004,08,095,095004,104.76,388.18,6.98,1,0,1,0,106.75,388.18,3,2.99,0,0
08095095005,08,095,095005,20.98,159.86,1,0,0,1,0,18.98,158.86,3,0,0,0
08095095006,08,095,095006,68,259,1,3,0,1,1,62,269,1,0,0,0
08095095007,08,095,095007,61,377,1,0,2,1,2,53,387,4,1,0,0
08095095008,08,095,095008,61.52,143.85,2.07,0.01,0.01,0,0,60.56,138.82,4.03,1,0,0
08097097001,08,097,097001,887.78,257.31,9.43,4.71,0,2.83,1.88,856.68,282.74,11.31,0.94,1.88,0
08097097002,08,097,097002,811.41,285.79,10.99,4,0,4,0,795.43,292.79,9.99,0,1,0
08097097003,08,097,097003,809.49,186.24,8.02,5.01,1.98,1.02,2,782.43,206.32,12,1,2,0
08097097004,08,097,097004,775.28,208.27,4.98,4.98,1,0,1,759.34,225.21,5.98,0,1.99,1
08097097005,08,097,097005,849.65,259.27,11.51,2.25,1,2.15,1.1,830.89,269.67,11.62,1.05,4.1,0
08097097006,08,097,097006,1416.92,479.2,11.43,4.14,4,6,5.07,1379.48,501.7,22.43,4.07,5,0
08097097007,08,097,097007,1503.69,448.88,15.08,9.04,0.02,4,3.02,1474.25,463.2,28.08,3.01,1.02,0
08097097008,08,097,097008,517.79,184.05,5.55,1.86,0,0.01,0.93,486.5,203.36,5.6,0.93,0,0
08097097009,08,097,097009,891.54,294.19,9.97,4.98,0,1.99,3.99,870.61,309.15,13.96,1.99,1.99,0
08097097010,08,097,097010,525.46,176.81,7.03,0.02,1,1.01,2.01,525.39,180.85,9.04,0.01,1.01,0
08099099001,08,099,099001,95.02,177.57,0.78,0,0,0,0.78,93.46,166.67,2.34,3.12,1.56,0
08099099002,08,099,099002,44.76,209.53,0.04,0.05,0.85,0.04,1.71,38.8,212.88,1.73,0.86,0.91,0
08099099003,08,099,099003,115.08,222.1,1.01,0.05,0,1.01,0.97,113.16,221.07,1.95,0.97,0.06,0
08099099004,08,099,099004,104.13,246.92,0.98,1.88,0,0.97,1.87,107.73,240.5,3.76,3.77,0.95,0
08099099005,08,099,099005,225.66,321.01,1.43,0.14,1.16,0.07,3.42,222.12,313.19,6.52,5.15,0.62,0
08099099006,08,099,099006,51.43,308.91,0.9,0,0.89,0.01,0.02,48.73,307.11,3.59,0.02,0.89,0
08099099007,08,099,099007,87,406,0,0,0,1,0,85,394,3,0,1,0
08099099008,08,099,099008,171.13,387.98,7.27,1.04,1.07,2.08,3.04,177.73,378.34,4.18,1.15,0.07,0
08099099009,08,099,099009,85.47,216.57,7.01,0.01,3,1.01,1,91.44,208.59,8.01,2.01,4.01,0
08099099010,08,099,099010,173.89,581.25,4.88,1.95,0,3.91,0.98,162.16,590.04,3.91,4.88,1.95,0
08099099011,08,099,099011,131.25,303.17,2.03,0.01,2.96,0.02,3.96,128.36,302.1,8.88,0.01,0,0
08099099012,08,099,099012,104.29,307.02,10.72,0.97,2.92,1.95,1.95,96.49,313.85,6.82,3.9,1.95,0
08099099013,08,099,099013,68.9,319.97,1.94,2.91,0.15,1.94,0.3,69.8,317.65,0.3,0.15,4.02,0
08101101001,08,101,101001,691.73,608.88,19.98,4,1.1,4.98,3.31,638.25,639.35,33.21,6.02,3.28,0
08101101002,08,101,101002,825.54,667.74,26.19,7.04,4.01,2.05,4.03,788.03,697.04,27.32,8.06,5.03,0
08101101003,08,101,101003,610.52,603.39,9.75,1.95,3.89,1.95,11.67,598.87,602.41,24.31,3.89,10.69,0
08101101004,08,101,101004,501.36,529.11,17.84,0.99,0.99,1.98,7.93,474.61,551.9,12.88,2.97,1.98,0
08101101005,08,101,101005,239.79,355.91,7.66,0.09,1.1,0.06,0.23,238.16,359,7.8,2.16,1.13,0
08101101006,08,101,101006,239,226,7,1,0,3,2,226,232,9,1,4,0
08101101007,08,101,101007,557.66,380.86,17.83,5,0.24,3.71,2.47,544.66,390.79,21.95,3.71,3.12,0
08101101008,08,101,101008,551,452,11,2,2,2,4,529,447,19,5,2,0
08101101009,08,101,101009,341,229,7,2,2,1,3,348,214,12,5,1,0
08101101010,08,101,101010,570,367,22,6,2,5,12,551,363,31,11,12,0
08101101011,08,101,101011,486.76,376.33,3.94,2.13,1,2.07,0.4,465.95,366.8,17.27,7.27,4,0
08101101012,08,101,101012,455.89,394.36,13.05,1.86,0,0.93,5.59,444.7,386.9,17.71,3.73,0,0
08101101013,08,101,101013,504.61,244.33,6.19,1.99,2.05,2.17,1.12,488.68,244.06,13.19,4.16,3.02,0
08101101014,08,101,101014,356.3,150.31,5.96,0.01,1.71,5.1,3.4,356.31,142.62,6.83,5.1,0.86,0
08101101015,08,101,101015,375.36,256.83,18.11,0.82,0,1.65,4.12,366.31,260.94,21.4,3.29,1.65,0
08101101016,08,101,101016,485.34,359.21,19.84,3.17,3.99,2.35,9.86,483.4,353.12,22.54,4.69,8.33,0
08101101017,08,101,101017,479,373,16,3,1,1,2,459,386,12,2,3,0
08101101018,08,101,101018,723.4,498.14,21.83,2.98,2.98,2.98,5.95,694.62,494.17,32.75,9.92,0.99,0
08101101019,08,101,101019,149,125,3,2,2,2,0,152,117,8,3,2,0
08101101020,08,101,101020,92.27,76.74,2.85,0.01,0.94,0.01,0.95,93.12,73.01,3.81,0.03,0,0
08101101021,08,101,101021,374.67,190.86,2.2,2.04,1.06,0.99,2.1,372.75,180.6,11.28,3.99,1.04,0
08101101022,08,101,101022,285.91,170.35,6.14,1.07,1.02,5.02,4.05,280.96,160.18,12.23,4.09,6.04,0
08101101023,08,101,101023,457.32,313.79,12.87,5.94,1.98,1.98,3.96,460.29,298.94,21.78,8.91,2.97,0
08101101024,08,101,101024,497,233,20,1,3,3,3,486,236,19,2,1,0
08101101025,08,101,101025,312.65,158.38,10.94,3.98,1.99,1.99,0.03,301.7,154.4,13.93,6.97,2.98,0
08101101026,08,101,101026,452.98,158.96,9.02,1.01,3.01,2.01,5,457.92,150.96,11.05,2.02,4.01,0
08101101027,08,101,101027,374,156,8,1,0,1,3,364,146,11,6,3,0
08101101028,08,101,101028,313.62,125.26,10.01,0,1,2.01,4.01,305.62,114.25,18.01,4.01,5,0
08101101029,08,101,101029,230.17,102.9,7.22,0,0,2.71,2.71,223.85,107.41,7.22,4.51,0,0
08101101030,08,101,101030,411,170,3,0,1,2,8,400,157,19,5,3,1
08101101031,08,101,101031,453,184,11,1,1,0,2,443,172,20,10,3,0
08101101032,08,101,101032,260.96,102.67,4.24,2.07,0.06,2.05,10.05,250.71,100.78,10.22,8.09,3.09,0
08101101033,08,101,101033,105,52,0,0,2,0,2,98,52,1,2,4,0
08101101034,08,101,101034,359,134,9,4,0,3,4,351,139,7,6,3,0
08101101035,08,101,101035,96.99,60.37,2.97,2.97,0,0,4.95,104.91,52.46,4.95,0.99,4.95,0
08101101036,08,101,101036,283.56,239.54,11.01,0,3.67,3.67,2.75,287.23,243.21,11.01,1.84,0.92,0
08101101037,08,101,101037,323.73,243.78,1.97,2.96,0.99,0,1.97,319.78,239.84,7.9,0.99,0.99,0
08101101038,08,101,101038,359,266,15,0,0,3,1,357,266,19,1,2,0
08101101039,08,101,101039,199.8,77.41,2.02,6.02,0.01,2.01,5.02,198.79,78.33,12.08,2.03,1.01,0
08101101040,08,101,101040,247,131,10,0,1,0,3,244,131,10,0,0,0
08101101041,08,101,101041,287,108,1,1,0,1,3,276,109,3,1,2,0
08101101042,08,101,101042,230,128,13,4,3,4,2,225,126,16,5,2,0
08101101043,08,101,101043,246.58,92.71,7.31,0.06,0.07,2.01,1.18,241.19,90.55,12.61,4.22,1.14,0
08101101044,08,101,101044,237.73,89.09,4.75,0.95,0.95,0,2.85,232.06,86.26,9.47,3.79,1.91,0
08101101045,08,101,101045,76.19,34.35,3.77,0.94,0.95,0.95,1.87,73.24,37.18,2.85,0.98,1.87,0
08101101046,08,101,101046,357.21,109.55,5.9,0.98,2.93,1.96,1.01,335.8,115.39,7.86,6.85,1,0
08101101047,08,101,101047,254.53,116.86,2.16,1.03,0.04,2.03,3.07,245.43,110.93,6.14,6.05,3.07,0
08101101048,08,101,101048,269.16,82.44,4.97,0.99,1.99,0.99,1.99,260.22,83.43,8.94,0,3.97,0
08101101049,08,101,101049,210,130,5,1,0,0,2,206,121,6,1,2,0
08101101050,08,101,101050,419,181,19,2,0,7,8,424,174,16,5,5,0
08101101051,08,101,101051,500,247,11,3,1,5,2,497,238,19,7,1,0
08101101052,08,101,101052,359,196,10,2,0,1,1,352,185,16,5,3,0
08101101053,08,101,101053,267,227,5,2,2,2,2,270,218,6,5,1,0
08101101054,08,101,101054,229,133,4,0,2,3,2,221,126,10,2,4,0
08101101055,08,101,101055,292,215,5,0,1,1,2,283,212,8,4,1,0
08101101056,08,101,101056,243,259,0,0,1,0,0,238,263,6,0,2,0
08101101057,08,101,101057,422.04,316.27,13.77,1,1.11,2.11,2,413.15,321.83,17.66,0.22,5,0
08101101058,08,101,101058,284.96,278.73,6.23,0,0.89,0.89,0,285.85,275.17,5.34,1.78,0,0
08101101059,08,101,101059,196,155,6,1,0,2,1,190,153,5,3,3,0
08101101060,08,101,101060,409.89,342.45,3.61,0.22,0.83,0.94,3.17,404.11,325.83,12.95,4.17,4.84,0
08101101061,08,101,101061,391,228,5,3,0,3,4,389,232,3,4,3,0
08101101062,08,101,101062,369.97,319.63,6.51,1,0,2,1,364.43,328.17,8.17,0.17,0,0
08101101063,08,101,101063,552.97,422.74,9.08,2,0,3.02,3.01,533.77,425.93,22.04,2.03,0.01,0
08101101064,08,101,101064,100.9,92.24,3.32,0.09,0.99,3.88,2.12,102.6,88.55,4.38,2.08,1.89,0
08101101065,08,101,101065,54.15,48.02,2.28,0,0.01,0.05,0.02,47.43,54.72,0.8,0.77,0.02,0
08101101066,08,101,101066,377.71,444.26,6.57,1.83,0.95,1.99,4.67,384.15,435.83,11.23,2.84,0.09,0
08101101067,08,101,101067,327,188,9,1,0,2,0,322,181,14,4,1,0
08101101068,08,101,101068,276,172,10,1,1,1,5,280,161,13,3,1,0
08101101069,08,101,101069,410,255,10,0,1,5,3,392,254,14,8,3,0
08101101070,08,101,101070,257,122,1,0,0,1,5,241,126,8,7,3,0
08101101071,08,101,101071,412,175,8,1,2,2,4,406,166,16,3,3,0
08101101072,08,101,101072,350,207,4,4,5,2,5,341,205,19,5,4,0
08101101073,08,101,101073,325,126,4,3,0,4,1,322,116,7,2,5,0
08101101074,08,101,101074,360,146,10,4,2,2,5,360,138,17,11,0,0
08101101075,08,101,101075,409.28,229.2,13.16,2.03,1.03,5.03,5.06,408.19,221.24,20.16,6.06,4.06,0
08101101076,08,101,101076,235,120,2,0,0,0,3,224,114,9,7,0,0
08101101077,08,101,101077,205.2,115.24,3.76,1.76,1.76,0.97,1.01,200.63,108.33,3.89,4.49,2.66,0
08101101078,08,101,101078,311.45,171.57,11.23,0.24,0.24,4.03,5.99,303.03,176.49,17.1,4.51,1.33,0
08101101079,08,101,101079,308.35,145.2,5.01,6,0,2,3,319.34,134.18,9.01,4.01,1,0
08101101080,08,101,101080,470,265,8,0,1,5,1,449,283,9,3,4,0
08101101081,08,101,101081,405,190,6,0,0,5,5,401,195,13,2,0,0
08101101082,08,101,101082,567.46,422.76,13.95,1.74,0.87,4.36,5.23,562.23,416.66,15.69,10.46,2.62,0
08101101083,08,101,101083,395,221,11,4,1,2,3,388,217,17,8,7,0
08101101084,08,101,101084,458.85,246.7,3.95,0,0.99,3.95,7.89,438.13,247.68,8.88,9.87,7.89,0
08101101085,08,101,101085,348,224,6,2,0,1,3,339,225,10,2,2,0
08101101086,08,101,101086,521.15,340.3,11.05,2,1.01,1.05,2.11,516.87,338.32,16.12,1.13,0.11,0
08101101087,08,101,101087,383,418,8,0,1,3,4,376,428,9,2,0,0
08101101088,08,101,101088,670.14,737.83,6.53,0.11,4.05,2.16,7.29,644.29,745.38,9.75,6.32,1.05,0
08101101101,08,101,101101,206.98,62.64,4.54,0.91,0.91,0.91,1.82,204.26,63.55,4.54,1.82,1.82,0
08101101102,08,101,101102,278.31,308.99,3.09,0.02,3,1.01,4.03,262.34,309.96,7.09,11.99,2.03,0
08101101103,08,101,101103,313.04,388.81,5.98,1,1,0,3.99,305.07,375.85,14.95,5.98,1.99,0
08101101104,08,101,101104,303.66,485.69,7.27,0.03,1.07,1.1,3.06,308.14,479.8,10.31,6.19,1.03,0
08101101105,08,101,101105,446,691,15,1,2,0,4,445,676,13,5,2,0
08101101106,08,101,101106,287.26,613.58,9.71,1.95,1.96,0.99,0.03,285.41,604.68,11.7,1.96,1.01,0
08101101107,08,101,101107,462.77,806.93,16.06,0.02,2.01,1.03,5.02,452.77,811.87,17.07,6.03,2.01,1
08101101108,08,101,101108,162.63,360.16,5.66,1.61,0.81,2.42,1.61,161.82,354.46,6.49,2.43,0.81,0
08101101109,08,101,101109,258.2,307.27,6.87,0,0.02,3.9,2.92,251.37,306.03,4.09,2.01,0.99,0
08101101110,08,101,101110,38.58,141.81,0.97,0,0,0.96,1.91,39.52,142.76,0.01,2.87,0,0
08101101111,08,101,101111,165.85,395.96,4.43,0.36,1.17,0.64,0.44,164.52,378.07,13.34,4.52,1.19,0
08101101112,08,101,101112,59.55,285.1,6.01,0,0,1.01,4.01,66.54,283.11,6.01,1.02,2,0
08101101113,08,101,101113,257.63,360.01,8.82,2.02,3,2.22,2.19,260.88,343.48,13.8,3.42,2.95,0
08101101201,08,101,101201,393.38,978.91,25.02,3,1,4,4.01,367.36,998.91,28.04,9.01,1.01,0
08101101202,08,101,101202,300.95,724.76,21.2,2.89,1.93,1.93,3.85,295.17,719.96,18.31,6.74,2.89,0
08101101203,08,101,101203,362.47,848.03,21.32,3.01,4.01,1.08,7.12,339.46,852.03,32.24,5.03,5.05,0
08101101204,08,101,101204,285.34,516.74,14.64,3.04,0.11,1.11,4.12,284.58,502.4,22.41,4.16,3.08,0
08101101205,08,101,101205,241.15,395,9.56,0.03,1.89,1.89,3.8,231.64,403.31,8.72,1.01,1.9,0
08101101206,08,101,101206,368.4,457.09,11.7,3.9,3.9,5.85,4.87,373.27,446.37,21.44,5.85,0.97,0
08101101207,08,101,101207,365,563,15,0,2,0,4,349,570,15,6,3,0
08101101208,08,101,101208,448,606,10,1,3,2,5,441,591,23,10,0,0
08101101209,08,101,101209,322.52,585.72,12.05,1.85,2.78,0,7.41,299.35,609.82,11.12,4.63,2.78,0
08101101210,08,101,101210,202,243,4,0,1,1,3,188,247,5,2,3,0
08101101211,08,101,101211,367,524,20,5,1,0,5,354,521,35,4,2,0
08101101212,08,101,101212,300,375,14,1,2,2,7,291,389,13,4,2,0
08101101213,08,101,101213,458,798,11,1,1,1,7,436,810,14,7,1,0
08101101214,08,101,101214,509,890,18,0,1,2,5,493,897,20,5,4,0
08101101215,08,101,101215,398.6,716.91,12.3,2.1,2.1,4.15,4.13,399.73,715.63,14.56,5.15,3.03,0
08101101216,08,101,101216,250,584,13,1,1,2,3,243,592,17,2,2,0
08101101217,08,101,101217,213,445,9,3,5,0,5,219,442,14,3,1,0
08101101218,08,101,101218,371.34,857.77,17.01,3,1,0,3,355.33,862.77,20.02,1,4,0
08101101219,08,101,101219,391,708,12,2,2,4,4,375,713,23,1,4,0
08101101220,08,101,101220,303,731,8,4,3,2,2,297,724,19,5,1,0
08101101301,08,101,101301,497.93,1062.67,27.25,0.63,4.18,2.25,7.42,490.65,1068.29,36.34,3.19,2.12,0
08101101302,08,101,101302,261.03,602.26,20.17,0,3.03,2.01,5.05,254.99,611.29,20.23,3.02,2.01,0
08101101303,08,101,101303,65.36,240.55,2.35,0,0,1.49,1.53,65.97,242.72,0.96,0.05,0.78,0
08101101304,08,101,101304,97.21,253.59,4.07,2.37,0.81,0.08,0.93,91.63,258.43,5.59,0.97,0.03,0
08101101401,08,101,101401,439.84,500.08,10.42,3.78,1.51,3.39,2.09,432.96,490.98,13.09,6,4.25,0
08101101402,08,101,101402,350.97,674.95,9.04,0.4,0.36,0.79,3.47,340.7,672.48,14.85,4.68,2.66,0
08101101403,08,101,101403,294,383,10,1,0,0,2,298,381,10,4,1,0
08103103001,08,103,103001,85.04,689.37,12,1,2,1,2,78.04,682.37,18.01,4,1,0
08103103002,08,103,103002,56.09,522.78,4.99,0.99,0,1.99,0.01,56.04,515.85,7.96,1,0,0
08103103003,08,103,103003,198.17,847.92,12.24,1,1.02,3.1,2.1,184.97,855.13,10.18,4.07,1,0
08103103004,08,103,103004,219.34,942.98,12.73,0,0.98,4.9,4.9,208.57,953.75,9.79,3.92,0,0
08103103005,08,103,103005,2.36,57.95,0.03,0.01,0,0.01,0,1.38,57.9,0.06,0.01,0,0
08105105001,08,105,105001,131,151,2,0,0,0,2,125,153,6,0,0,0
08105105002,08,105,105002,223.84,219.1,6.64,0,1.9,0.95,3.79,226.68,216.25,11.38,0.95,0.95,0
08105105003,08,105,105003,300.24,380.51,4.33,1.99,2.09,3.03,4.18,295.44,383.33,8.56,2.04,3.03,0
08105105004,08,105,105004,131,139,2,0,0,0,2,128,139,2,0,2,0
08105105005,08,105,105005,85,292,6,1,0,1,2,91,289,2,5,1,0
08105105006,08,105,105006,53,89,1,0,0,0,0,45,92,2,1,0,0
08105105007,08,105,105007,134,286,4,3,0,1,1,131,292,5,1,0,0
08105105008,08,105,105008,165.28,394.29,6.97,1,1.99,0,1,167.27,394.29,8.96,1,0,0
08105105009,08,105,105009,194.14,172.32,3.01,2,1,3,1,211.14,158.32,4.01,3,0,0
08105105010,08,105,105010,281,569,8,1,1,0,3,271,566,11,5,2,0
08105105011,08,105,105011,150.61,289.29,3.36,0.06,1.06,4.11,8.17,167.28,278.85,2.34,5.11,2.02,0
08105105012,08,105,105012,175,138,2,0,2,1,2,170,133,6,7,4,0
08105105013,08,105,105013,113.31,197.1,6.67,0.95,0.95,1.9,2.86,107.6,207.58,5.71,1.9,0,0
08105105014,08,105,105014,168.45,238.07,6.02,0,1.01,0,3,179.45,230.07,5.02,1,1,0
08105105015,08,105,105015,189.13,105.31,4.01,0,2,4,2,186.13,102.31,4.01,6,2,0
08107107001,08,107,107001,435.98,370.39,15.04,2.97,2.02,0.02,2,428.99,385.31,7.16,1.07,0.02,0
08107107002,08,107,107002,151.1,371.28,8.76,0,1.94,0.97,0.97,148.18,374.22,10.69,3.88,0.97,0
08107107003,08,107,107003,637.12,375.76,14.06,3,0.01,0.01,6.01,597.1,415.78,14.08,2.03,4.01,0
08107107004,08,107,107004,432.73,183.46,8.43,0.07,0.08,0.07,0.08,413.27,202.11,8.29,1.08,0.03,0
08107107005,08,107,107005,434.73,713.18,23.3,3.1,2.99,2.03,5,428.74,712.25,23.52,8.92,2,0
08107107006,08,107,107006,608.64,456.86,12.59,3.87,1.94,0,3.87,595.09,487.81,13.55,0.97,0,0
08107107007,08,107,107007,305.69,228.77,2.78,0.12,0.12,0.08,2.04,284.42,250.9,4.41,1,0,0
08107107008,08,107,107008,443.49,393.74,21.18,5.02,1.09,1.97,2.17,440.79,395.84,28.99,1.13,1.01,0
08107107009,08,107,107009,522.26,304.89,7.84,0,1.96,0,3.92,499.73,320.57,6.86,1.96,0.98,0
08107107010,08,107,107010,150.52,323.48,7.06,0,0.02,1,3.03,155.32,320.62,7.06,1.02,0.01,0
08107107011,08,107,107011,819.96,333.41,20.91,3.99,0.01,0.99,2.99,805.01,348.42,17.93,1.99,4.97,0
08107107012,08,107,107012,549,174,11,0,1,5,1,546,177,11,1,1,0
08107107013,08,107,107013,899.72,190.44,12.02,1,0.01,2.01,1.01,889.68,199.51,8.01,2.01,1,0
08107107014,08,107,107014,671.03,164.07,8.79,0.98,2.93,2.93,1.95,656.38,184.57,5.86,2.93,0,0
08107107015,08,107,107015,957,403,24,3,1,6,1,926,449,13,1,3,0
08107107016,08,107,107016,858.49,415.85,18.2,2.87,2.87,1.92,0.96,828.79,465.68,9.58,0,0,0
08107107017,08,107,107017,819.54,237.41,12.01,3,0,3,1,778.53,265.43,18.01,3,1,0
08107107018,08,107,107018,885,285,8,4,0,3,6,862,301,15,4,4,0
08109109001,08,109,109001,383,541,10,0,1,3,7,375,546,8,3,9,0
08109109002,08,109,109002,29,62,5,1,1,0,0,31,58,7,1,1,0
08109109003,08,109,109003,141,72,7,1,0,1,1,137,69,10,2,4,0
08109109004,08,109,109004,82.22,120.67,3.03,1.04,1.01,0.02,2.01,83.23,120.62,3.11,2,0.03,0
08109109005,08,109,109005,703.78,146.33,6.97,8.96,1.99,3.98,1.99,705.77,134.38,23.89,1,6.97,0
08109109006,08,109,109006,277.87,227.89,5,0,1,3,1,280.87,233.89,0,1,0,0
08109109007,08,109,109007,267.13,243.11,2,1,2,4,4,274.13,243.11,3,1,0,0
08111111001,08,111,111001,342,202,7,2,1,2,6,328,207,10,2,3,0
08113113001,08,113,113001,733.55,92.68,6.9,1.01,0.48,0.98,0.51,709.09,113.2,7.42,0.97,0.53,0
08113113002,08,113,113002,1781.41,252.31,16.1,3.99,0.52,2.02,2.49,1734.87,289.79,19.58,1.03,3.47,0
08113113003,08,113,113003,480,126,13,3,0,0,1,471,138,12,0,0,0
08113113004,08,113,113004,401.5,450.57,9.96,2.98,0.99,5.96,2.01,392.52,452.61,23.86,0,2.01,0
08113113005,08,113,113005,13.5,72.43,1.04,0.02,0.01,0.04,0.99,11.48,74.39,1.14,0,0.99,0
08113113006,08,113,113006,514.04,142.01,5,3,0,2,1,489.04,159.01,12,0,1,0
08115115001,08,115,115001,95.33,265.57,1.02,0,1.01,1,2.01,106.3,255.6,2.01,3.01,0,0
08115115002,08,115,115002,50.57,227.92,2,1,4,1,0.05,56.62,226.79,3.03,0.11,0.03,0
08115115003,08,115,115003,57.28,216.58,0.01,0,0,0,1.94,59.21,211.74,0.97,3.88,0.97,0
08115115004,08,115,115004,49.1,179.39,2,0,0,0,1,53.11,172.38,6,0.01,0,0
08115115005,08,115,115005,48.72,231.55,2.97,0,1.98,0,1,44.76,236.49,1.99,1.99,0,0
08117117001,08,117,117001,783.15,311.06,23,9,2,3,0,764.14,336.07,20,2,2,0
08117117002,08,117,117002,870.85,365.94,21,3,0,3,4,832.86,396.93,24,2,2,0
08117117003,08,117,117003,497,220,11,0,0,2,2,475,237,21,1,0,0
08117117004,08,117,117004,594.67,154.5,15.01,0.56,1.11,1.67,2.22,573.55,177.29,13.89,0.56,0.56,0
08117117005,08,117,117005,912,415,29,3,2,5,2,866,478,23,1,0,0
08117117006,08,117,117006,445.8,198.24,11.17,5.58,0,1.86,3.72,434.63,210.34,14.89,1.86,0.93,0
08117117007,08,117,117007,609,245,23,2,1,1,4,578,279,22,1,5,0
08117117008,08,117,117008,356.96,181.31,13.75,2.44,0.02,0.19,2.27,342.14,193.44,16.93,0.15,2.03,0
08117117009,08,117,117009,782,348,27,3,1,2,6,745,380,27,3,5,0
08117117010,08,117,117010,519,287,19,1,0,1,2,516,292,12,3,1,0
08117117011,08,117,117011,422.37,252.8,16.03,1,0,2,1,402.34,279.85,12.02,0,0,0
08117117012,08,117,117012,180,145,3,0,2,0,0,173,155,4,0,2,0
08117117013,08,117,117013,645.63,379.2,14.97,2,1,0,1,630.66,399.15,9.98,0,0,0
08117117014,08,117,117014,436.97,175.19,8.96,4.98,2.99,1,2.99,423.04,193.1,10.95,1,0,0
08117117015,08,117,117015,564.96,274.25,15.11,2.02,0,1.97,0.05,547.86,288.33,14.19,0,1.03,0
08117117016,08,117,117016,550.33,219.92,10.59,1.92,0.01,1.01,4.76,523.76,236.31,17.17,2.81,2.83,0
08117117017,08,117,117017,826.12,275.77,13.64,3.1,0.98,4,9.22,799.48,308.51,21.03,2.18,2.19,0
08117117018,08,117,117018,1161.33,334.5,27.99,3.44,1.89,3.33,3.78,1121.45,373.71,27.11,0.44,3.44,0
08117117019,08,117,117019,747,268,28,7,0,2,7,725,296,25,3,6,0
08117117020,08,117,117020,725.84,271.32,21.79,4.95,0,2.97,0,701.09,306.97,16.83,0,0.99,0
08119119001,08,119,119001,448.88,959.52,21.15,2,2.04,2.03,2.07,436.68,960.65,21.23,2.05,3.01,0.01
08119119002,08,119,119002,455.63,876.12,23.19,2.04,0.01,3.03,5.03,424.36,897.25,29.26,0.03,1.01,0
08119119003,08,119,119003,505.3,1002.33,13.02,2.01,0,3,4,469.32,1009.35,26.01,3,1,0
08119119004,08,119,119004,347.42,818.26,15.81,1.58,1.58,2.37,4.75,324.56,826.93,22.11,2.37,2.37,0
08119119005,08,119,119005,275.87,579.52,6.95,1.98,0,0.99,0.99,270.91,572.57,10.92,4.96,0.99,0
08119119006,08,119,119006,136,243.61,10.16,3.04,0,1.02,3,143.96,238.44,12.25,2.07,0.01,0
08119119007,08,119,119007,476.08,1162.26,28.36,1.91,5.69,3.77,5.65,445.91,1168.93,34.98,6.61,2.83,0.94
08119119008,08,119,119008,559.48,1130.18,29.01,0.4,2.4,2.64,8.15,532.86,1138.44,30.53,6.59,2.58,0.03
08119119009,08,119,119009,517.93,972.72,21.7,0,0,5.92,2.96,493.27,989.5,21.7,3.95,1.97,1.97
08119119010,08,119,119010,391.18,749.6,20.85,0,4.96,3.97,9.93,363.38,766.48,31.77,6.95,1.99,0.99
08119119011,08,119,119011,531.14,1259.84,37.41,2.05,9.02,4.07,6.14,508.42,1266.12,49.59,5.06,0.08,0
08119119012,08,119,119012,346.4,911.17,22.56,3.05,2.34,2.2,9.19,338.25,915.77,22.94,3.43,3.12,0.06
08119119013,08,119,119013,289.38,572.73,16.85,4.96,0,1.98,1,289.41,553.91,25.77,6.93,0.99,0
08121121001,08,121,121001,18,117,0,0,0,0,0,15,117,1,0,0,0
08121121002,08,121,121002,215,1297,13,2,3,0,5,207,1305,7,3,5,0
08121121003,08,121,121003,20,146,2,0,0,1,0,20,147,2,0,0,0
08121121004,08,121,121004,66,494,3,2,0,0,0,61,500,3,0,1,0
08121121005,08,121,121005,19,192,3,1,0,0,2,13,196,6,0,1,0
08121121006,08,121,121006,31,349,4,0,1,1,1,30,352,3,1,0,0
08123123100,08,123,123100,287.03,1097.19,27,0,5,0,1,277.03,1123.19,13,2,3,0
