GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PREAFUE,G20PREPLAR,G20PRESKEN,G20PREIWES,G20PREIPIE,G20PREOWRI,G20USSDSMI,G20USSRLEW,G20USSMOCO,G20USSCSTE,G20USSOWRI
27145000190,27,145,000190,101.1,390.53,2.16,2.12,0.05,0,0,0.05,0.05,1.98,115.24,354.76,17.54,5.43,0.05
27145000192,27,145,000192,132.25,305.89,5.02,0.04,0.01,0,0,1.67,0.84,0.84,127.2,293.88,17.84,5.93,0.01
27145000195,27,145,000195,19.87,162.96,0,0,0,0,0,0,0,0,19.88,149.05,8.94,0,0
27145000200,27,145,000200,22,90,0,0,0,0,0,0,1,0,25,84,1,0,0
27145000205,27,145,000205,41.77,315.71,1.09,0,0.99,0,0,0.02,1.01,0,53.64,284.61,13.17,3.07,0.02
27145000210,27,145,000210,425.04,850.24,19.77,0,1.95,0,0,0.07,2.95,3.14,426.17,762.65,75.83,25.59,0.98
27145000215,27,145,000215,310.91,673.59,12.27,0,0.06,0,0,2.94,1.05,9.86,317.83,634.98,35.33,11.43,0.02
27145000225,27,145,000225,19,80,0,0,0,0,0,0,1,0,27,71,1,0,0
27145000230,27,145,000230,241.11,650.95,5.86,3.86,0.95,0,0,1.3,1.12,1.19,232.95,607.62,46.81,13.69,0.95
27145000235,27,145,000235,411.66,1106.17,11.2,7.03,2,0,0,1.06,5.01,1,405.73,1029.08,65.74,21.08,2.02
27145000245,27,145,000245,4.97,47.75,0,0,0,0,0,0,0,0,3.98,40.79,2.98,2.98,0
27145000250,27,145,000250,6,46.03,0,0,0,0,0,0,1,0,9.01,44.03,0,0,0
27145000255,27,145,000255,530.83,1640.47,14.91,2.98,4.97,0,0,2.99,1.99,9.92,535.7,1522.33,94.39,27.83,0
27145000260,27,145,000260,124,49,3,1,0,0,0,4,1,1,103,38,31,8,0
27145000265,27,145,000265,660,308,28,5,1,1,4,6,1,4,551,264,125,56,2
27145000270,27,145,000270,316,140,14,6,0,0,0,1,0,1,234,129,79,21,0
27145000275,27,145,000275,436,403,16,3,0,1,1,2,1,2,380,337,106,27,1
27145000280,27,145,000280,362.31,254.37,13.01,6.01,2,0,0,3.01,2,1,295.28,213.31,94.08,26.02,1
27145000285,27,145,000285,544.49,502.16,15.35,3.14,1,1,0,1.05,1.02,6.09,502.83,473.04,59.99,17.28,0
27145000290,27,145,000290,840,237,11,2,2,0,0,3,4,2,737,205,90,31,4
27145000295,27,145,000295,948.71,594.27,24.49,8.75,0.98,0.98,0,4.86,1.02,4.86,834.28,555.03,125.62,54.37,2.91
27145000305,27,145,000305,740,907,16,2,0,0,0,5,1,5,732,874,55,12,1
27145000307,27,145,000307,787.41,699.19,19.84,6.9,3.45,0.86,0,5.16,6.03,4.31,702.19,648.29,112.03,36.2,0
27145000310,27,145,000310,724.96,959.71,22.66,4.7,3.13,1.56,0,4.69,2.36,9.36,695.8,895.66,94.67,21.95,1.56
27145000312,27,145,000312,454.59,469.45,24.1,4.78,1.17,1.1,0.05,3.2,2.21,3.31,421.48,424.52,76.34,28.57,0.2
27145000315,27,145,000315,408.54,406.61,18.46,7.75,1.94,0,0,1.95,1.94,1.95,381.36,371.66,65.03,25.24,0.97
27145000317,27,145,000317,610.51,535.32,30.67,4.95,0.99,0.99,0,3.96,3.96,2.97,555.1,503.65,83.12,34.63,0.99
27145000320,27,145,000320,813.85,495.97,18.53,3.19,1.02,0.02,0,2.11,0.02,2.11,732.33,446.12,98.76,32.2,1.06
27145000330,27,145,000330,509.02,472.47,11.13,5.05,1.01,0,0,2,1.01,4.01,474.87,430.15,52.42,25.17,0
27145000335,27,145,000335,276,315,15,2,3,0,0,2,2,1,255,273,61,19,2
27145000340,27,145,000340,304.66,360.59,12.99,4.99,3,1,0,5.99,1,1,271.69,304.66,77.91,22.97,1
27145000345,27,145,000345,1003,484,19,11,4,1,2,5,2,3,918,412,88,32,3
27145000350,27,145,000350,581,559,20,5,1,0,0,1,4,8,541,544,63,18,1
27145000355,27,145,000355,1073.39,1312.38,28.07,9.01,1.02,0,0,4.01,9.01,4.04,1014.41,1249.85,92.42,39.13,1
27145000360,27,145,000360,1091.84,1227.13,34.44,6.18,4,1,0,9.05,9.02,6.12,996.05,1171.99,123.22,48.33,2
27145000380,27,145,000380,486.82,361.06,12.27,4.38,1.75,0,0,1.76,1.75,1.75,418.64,313.68,75.3,27.12,0.88
27145000385,27,145,000385,771.18,968.03,28.75,5.16,5.9,0.74,0.74,1.47,1.47,1.47,700.4,892.09,114.28,30.23,0.74
27145000390,27,145,000390,566.64,850.98,20.37,4.62,2.46,0.29,0.26,2.87,1.93,0.91,529.99,771.94,85.98,20.63,1.36
27145000399,27,145,000399,23.03,137.48,1.04,1.04,0,0,0,1,1.07,1,28.32,125.95,6.17,1.07,0
27145000400,27,145,000400,27.98,202.62,0.96,0.96,0,0,0,0,1.93,0,35.7,188.15,4.82,1.93,0
27145000404,27,145,000404,4,33.01,0,0,0,0,0,0,0,0,5,30.01,1,0,0
27145000405,27,145,000405,93.17,420.55,5.18,0.03,1.02,0,0,1.03,0,1,91.97,372.73,38.73,11.31,0.02
27145000410,27,145,000410,427.8,1039,16.13,5.02,1.03,0,0,0.02,0.02,2.05,425.28,970.93,57.61,18.12,1.02
27145000414,27,145,000414,681.41,1042.82,15.01,1.01,2,1,0,3,3,6,620.39,984.77,93.06,23.02,0
27145000415,27,145,000415,508,602,13,4,2,0,0,2,5,2,468,561,64,20,1
27145000416,27,145,000416,1020.43,1337.17,34.17,10.36,2.61,2.17,0.86,3.92,3.35,7.07,924.57,1218.58,185.89,38.76,3.03
27145000417,27,145,000417,480.46,691.77,9.06,4.01,1.94,0,0,2.91,1.97,4.88,444.13,678.87,42.27,13.11,0.97
27145000418,27,145,000418,538.65,725.29,34.02,8.01,1,0,1,2,4,4,490.63,701.21,77.09,19.03,1
27145000419,27,145,000419,804.73,1024.17,28.79,6.06,4.87,0,0,2.92,2,7.85,736.8,964.66,121.32,29.05,2.92
27145000420,27,145,000420,593.14,1569.32,18.61,4.87,1.95,0.97,0,3.89,7.78,4.89,577.59,1454.11,110.28,24.43,2.92
27145000430,27,145,000430,135.85,592.65,6.39,0.13,0.05,0.03,0,0.11,0.22,1.11,136.4,570.86,18.72,5.57,0.08
27145000434,27,145,000434,6,30.05,0,0,0,0,0,0,0,0,9.01,25.04,2,0,0
27145000435,27,145,000435,22,199.95,2,2,0,0,0,0,0,0,35.99,178.96,5,3,0
27145000440,27,145,000440,528.41,612.42,30.37,10.82,3.42,0.11,0,0.66,3.76,3.53,484.66,538.32,102.82,41.42,0.99
27145000441,27,145,000441,1107.54,783.7,21.02,7,6.01,0,2,2,2.01,4,1024.5,678.7,126.04,48.02,1
27145000442,27,145,000442,202.4,263.19,5.9,1,1.95,0,0,0.02,1.95,0,188.5,263.78,17.07,5.92,0.02
27145000443,27,145,000443,61.81,121.78,2.08,1,0.04,0,0,0.98,0.04,0,50.76,103.18,22.86,3.06,0.98
27145000445,27,145,000445,561.97,1295.39,16.73,7.77,1.98,0,0,2.92,2.95,3.95,535.13,1246.32,73.96,19.15,0.98
27145000450,27,145,000450,20.02,160.14,1,1,0,0,0,1,1,0,30,148.11,3.02,1.01,0
27147000005,27,147,000005,75,260,3,2,0,0,0,0,2,1,79,229,19,4,0
27147000010,27,147,000010,85,232,1,1,0,0,0,2,0,0,95,201,11,7,0
27147000015,27,147,000015,425.04,642.08,9,5,3,0,0,3,1,1,411.04,552.08,82.01,16,0
27147000020,27,147,000020,82.96,179.92,2,1,1,0,0,0,1,0,79.96,166.92,11.99,4,0
27147000025,27,147,000025,109.75,243.21,3.15,2.2,0.39,0,0.07,0.21,1.16,1.28,97.72,226.27,20.74,6.73,0.01
27147000030,27,147,000030,82,294,3,1,1,0,0,0,0,1,81,273,19,5,0
27147000035,27,147,000035,107.58,230.85,2.04,0,0,0,0,1.02,0,1,109.68,185.64,29.09,5.03,1
27147000040,27,147,000040,98,277,1,1,0,0,0,0,1,0,96,250,24,3,0
27147000045,27,147,000045,83,246,4,0,0,0,0,0,0,0,87,221,11,5,0
27147000050,27,147,000050,222.29,454.37,5.81,3.87,0.96,0.96,0,0,2.89,0.96,207.78,404.13,43.52,13.52,0
27147000055,27,147,000055,107.71,252.63,6.19,2.13,0.04,0.04,0,0,0.11,0.04,97.22,231.87,29.48,4.48,0
27147000060,27,147,000060,103,286,0,0,0,0,0,1,2,0,106,246,23,5,0
27147000065,27,147,000065,45,184,3,1,0,0,0,1,0,0,58,162,8,4,0
27147000070,27,147,000070,641,732,21,8,8,1,1,4,1,2,608,634,103,42,0
27147000075,27,147,000075,665.66,982.82,26.66,3.95,1.97,0.99,0,2.96,0.99,4.94,624.19,896.89,91.85,31.6,0.99
27147000085,27,147,000085,514,715,26,4,3,0,1,3,3,6,464,598,138,50,0
27147000090,27,147,000090,753.81,1126.27,21.01,3.01,5,0,0,3.01,5,5,709.81,1081.1,80.09,26.03,0
27147000100,27,147,000100,456.56,533.65,10.3,2.13,5,0,0,3.06,2.1,2.99,389.09,479.98,94.4,22.48,0.03
27147000105,27,147,000105,490.61,667.84,17.15,5.74,3.8,0,0,3.84,4.75,1.9,459.28,545.36,112.55,31.51,0.95
27147000115,27,147,000115,592,799,36,5,8,0,0,6,2,8,531,726,115,40,1
27147000120,27,147,000120,680.82,964.74,17,6,0,0,0,9,2,6,628.83,853.77,99.97,29.99,1
27147000130,27,147,000130,597.31,765.72,21.29,2.92,6.77,0,1.93,2.9,1.94,5.81,559.52,726.93,70.73,26.15,0
27147000135,27,147,000135,573,746,30,6,4,0,1,5,3,2,503,695,102,35,0
27147000145,27,147,000145,118.47,313.75,1.45,1.05,0.06,0.01,0,1.02,0.06,0.08,118.56,289.71,12.68,4.49,0.02
27147000150,27,147,000150,144,326,3,1,1,0,0,2,2,1,137,304,19,10,0
27147000155,27,147,000155,63.42,201.15,3.96,0,0,0,0,1.98,0,0,74.32,178.36,9.91,2.97,0
27149000005,27,149,000005,16,42,0,0,0,0,0,0,0,0,16,36,4,1,0
27149000010,27,149,000010,14.43,51.94,0,0,0,0,0,0,0,0,17.31,49.06,0,0,0
27149000015,27,149,000015,82.57,153.06,0,0,0,0,0,3,1,0,86.69,135.94,9,5,0
27149000020,27,149,000020,26.79,135.94,0.98,0,0,0,0,0,0,0,28.69,132.02,1.05,0.02,0
27149000025,27,149,000025,48.08,95.16,0,0,0,1,0,0,2,0,51.08,87.16,6.01,1,0
27149000030,27,149,000030,18.92,36.84,1,0,0,0,0,1,0,0,17.92,35.84,1.99,1,0
27149000035,27,149,000035,15,47,0,0,0,0,0,3,0,0,23,38,4,0,0
27149000040,27,149,000040,17,48,0,0,0,0,0,0,0,0,24,38,2,0,0
27149000045,27,149,000045,90.12,138.3,0.14,0.12,0.04,0,0.02,0.02,0.02,1.04,81.03,134.09,2.51,0.19,0
27149000050,27,149,000050,83.03,273.51,5,0,0,0,0,3,2,1,94.04,250.51,13.99,7,0
27149000055,27,149,000055,28.98,161.85,2,0,0,0,0,0,1,0,28.98,161.84,1,0,0
27149000060,27,149,000060,12,99,0,0,0,0,0,0,0,0,10,97,1,0,0
27149000065,27,149,000065,9.99,114.64,0,0,0,0,0,1,0,1,13.98,111.65,0.01,0,0
27149000072,27,149,000072,202.95,168.24,3,0,0,0,0,0,0,0.99,192.1,153.26,23.82,5.95,0
27149000073,27,149,000073,217.58,280.68,5.73,1.91,0,0.95,0,0.95,0.95,0.96,221.4,257.77,17.18,5.73,0
27149000075,27,149,000075,284.03,182.15,6.06,7,1,1,0,3,0,3.02,260.07,157.99,40.06,19.02,0
27149000076,27,149,000076,120.54,36.37,1.06,0.02,0,1.01,0,0.01,0.01,0.01,102.54,38.12,10.18,3.06,0
27149000080,27,149,000080,262.13,206.36,6.68,5.72,1.91,0,0.95,0.95,0.95,2.87,251.55,192.97,26.72,9.54,0
27149000081,27,149,000081,191.26,264.82,2.02,2,1,0,0,2,2,1.01,192.21,254.71,13.13,4.03,0
27149000085,27,149,000085,67.6,175.15,3.35,0.24,0.05,0.04,0.03,0.06,0.06,1.1,69.41,166.06,4.35,1.47,0
27149000090,27,149,000090,19,50,0,0,0,0,0,0,0,1,22,45,2,0,0
27149000095,27,149,000095,16,65,0,0,0,0,0,0,0,2,19,59,3,0,0
27149000100,27,149,000100,25,48,4,0,0,0,0,0,1,2,28,48,2,1,0
27149000105,27,149,000105,8,31,0,0,0,0,0,0,0,0,8,31,0,0,0
27149000110,27,149,000110,34,108,2,1,0,0,0,0,0,1,33,107,3,2,0
27149000115,27,149,000115,11,31,1,0,0,0,0,0,0,0,14,30,0,0,0
27151000005,27,151,000005,253,389.08,4.07,0.98,0.98,0,0.98,1.97,4.92,0,253.13,338.57,35.69,14.83,0.98
27151000010,27,151,000010,47,80.92,1.93,0.02,0.02,0,0.02,0.03,0.08,0,48.87,75.43,4.31,1.17,0.02
27151000015,27,151,000015,309.71,539.53,8.06,1.97,0.03,0,0,1.97,1.06,0,310.65,479.4,53.48,8.99,0
27151000020,27,151,000020,299.48,540.51,4.08,3,0.04,0,0,2.01,1,1,293.68,475.97,55.34,16.06,0
27151000025,27,151,000025,66.76,101.64,1.9,0.02,0,0,0,0.02,0.93,0,64.93,103,3.18,0.99,0
27151000030,27,151,000030,52.99,51.99,0,0,0,0,0,0,0,0,52.99,46.99,4,1,0
27151000035,27,151,000035,20,61,0,0,0,0,0,0,1,2,19,64,3,1,0
27151000040,27,151,000040,30.41,39.24,0,0,0,0,0,0,0,0,33.35,35.31,0,0,0
27151000045,27,151,000045,24.28,33.35,0.99,0,0,0,0,0,0,0,25.32,27.36,1.97,1.97,0
27151000050,27,151,000050,16.98,44.95,0,0,0,0,0,0,0,0,15.98,43.95,0,1,0
27151000055,27,151,000055,11.14,46.32,0.01,0,1,0,0,0,0,0,13.16,41.3,2.01,2.01,0
27151000060,27,151,000060,28.99,54.13,0,0,0,0,0,0,0.01,0,28.08,55,1.93,0.01,0
27151000065,27,151,000065,22.75,39.84,2.03,0,1,0,0,0,0.02,1,23.75,40.82,1.07,1,0
27151000070,27,151,000070,18,54,1,1,0,0,0,0,0,0,17,52,4,0,0
27151000075,27,151,000075,37.49,90.77,0,0,0.99,0,0,0,0,0,46.37,79.92,1.97,0,0
27151000080,27,151,000080,19,36,0,0,0,0,0,0,0,1,23,32,1,0,0
27151000085,27,151,000085,22.97,34.09,0,1,0,0,0,1.05,0,0,25.12,29.88,3.05,0,0
27151000090,27,151,000090,125.07,256.3,5.85,1.95,0.01,0,0,0.98,0.99,1.95,130.95,236.78,17.56,6.83,0
27151000095,27,151,000095,41.76,93.01,0.95,0,0,0,0,0,0,0,50.3,79.72,4.75,0,0
27151000100,27,151,000100,25.85,58.26,2.02,0,0.03,0,0,0,0,0,28.96,55.03,2.1,1.02,0
27151000105,27,151,000105,14.02,29.05,2,0,0,0,0,0,0,0,15.02,30.05,0,0,0
27151000110,27,151,000110,18.03,38.92,0,0,0,0,0,0.95,0,0,20.88,35.12,0.95,0,0
27151000115,27,151,000115,45.91,86.68,0,0,0,0,0,0,0.99,0,48.82,79.81,3.06,0.99,0
27151000120,27,151,000120,34.15,118.69,0.15,0.05,0.99,0,0,0.02,2.02,0.05,38.29,117.19,0.45,0.19,0
27151000125,27,151,000125,21,38,0,1,0,0,0,0,0,0,21,38,2,0,0
27151000130,27,151,000130,30.62,56.21,1.97,0,0,0,0,0,0,0,31.6,52.24,1,1,0
27151000135,27,151,000135,20,50,0,0,1,0,0,0,0,1,22,50,0,0,0
27151000140,27,151,000140,12,33,1,0,1,0,0,0,0,0,14,26,5,0,0
27151000145,27,151,000145,67.78,174.95,1.98,0.01,1.9,0,0,0.01,0.01,0,76.35,158.4,7.91,1.97,0
27151000150,27,151,000150,43.76,39.98,1.93,0,0,0,0,0,0,0,41.87,36.06,4.84,0.98,0
27153000005,27,153,000005,38.89,186.05,2.13,0.99,0,0,0,0,0,0.08,40.1,170.23,11.56,3.04,0.08
27153000010,27,153,000010,66,160.01,0,1,0,1,0,3,2,0,64,145.01,21,3,0
27153000015,27,153,000015,51.77,110,1.85,0,0,0,0,0,0,0.92,54.54,97.99,8.32,0.92,0.92
27153000020,27,153,000020,150.05,482.93,4.97,0,2.98,0,0,0,2.98,0,154.02,454.11,20.87,4.97,0
27153000025,27,153,000025,99.12,263.85,0.13,0,0.93,0,0,0,0,0,107.99,225.16,21.08,1.71,0.13
27153000030,27,153,000030,72.96,246.85,0,1,2,0,0,2,1,0,81.95,224.86,12.99,1,0
27153000035,27,153,000035,40,167,0,0,0,0,0,0,1,0,49,145,7,2,0
27153000040,27,153,000040,122.67,352.31,2.94,2.94,0.98,0,0,0,0.98,1.96,129.54,333.66,10.79,8.83,0
27153000045,27,153,000045,11,56,0,0,0,0,0,0,0,0,13,45,2,5,0
27153000050,27,153,000050,115,202,0,0,0,0,1,2,0,0,119,170,21,4,0
27153000055,27,153,000055,73,180,4,1,0,1,0,0,0,0,91,134,20,11,0
27153000060,27,153,000060,59,173,2,0,0,0,0,0,0,0,61,157,13,3,0
27153000065,27,153,000065,64.47,238.82,3.66,0.01,0.92,0,0,0.01,0.01,0,66.29,220.45,11.05,7.33,0
27153000070,27,153,000070,46.98,140.12,1,0,0,0,0,1,0,0,45.99,130.11,6.01,3,0
27153000075,27,153,000075,108.72,346.95,2.17,0,2.17,0,0,0.98,0,1.96,105.78,328.59,19.47,5.11,0
27153000080,27,153,000080,53,130,0,0,0,0,0,0,1,0,58,115,6,4,0
27153000085,27,153,000085,100,313,2,0,0,0,0,0,1,0,101,299,14,5,0
27153000090,27,153,000090,78.93,258.33,0.87,0,0.07,0,0,0,0,0,89.06,227,11.93,5.29,0.87
27153000095,27,153,000095,30.69,108.34,1.08,0,2.03,0,0,1,0.03,1,30.75,93.78,11.31,6.17,1
27153000100,27,153,000100,40,126,5,1,1,0,0,0,1,0,43,117,7,5,0
27153000105,27,153,000105,114.57,379.81,4.02,0,1.02,0,0,1,2.01,4.98,115.6,370.66,10.1,6.01,0
27153000110,27,153,000110,137.07,304.53,2.09,0,2,0,0,1.06,2,1,142.13,280.81,16.4,4.09,0
27153000115,27,153,000115,47.07,124.53,0,0,0,0,0,0,0,0,41.18,118.65,7.84,1.96,0
27153000120,27,153,000120,79.31,390.96,2.97,0,0,0,0,0,0.99,0.02,78.33,363.3,17.79,5.94,0
27153000126,27,153,000126,391.59,760.61,6.87,2.93,0.02,0,0,4.89,0.99,0,369.29,675.86,84.26,18.65,0.99
27153000135,27,153,000135,106.43,432.46,2.13,0.07,0.98,0,0,0.11,1.01,0,115.73,389.21,14.74,5.35,1.01
27153000140,27,153,000140,61.2,266.77,2.01,0,0,0,0,0,0,1,58.21,246.71,16.04,1.02,1
27153000145,27,153,000145,27.28,61.05,0.83,0,0.83,0,0,0.02,0,0.04,27.22,54.41,3.53,0.89,0
27153000150,27,153,000150,66,272.78,2.95,0,0,0,0,1.94,0.01,0,67.92,250.12,12.84,2.99,0
27153000155,27,153,000155,81.98,282.93,2,3,3,0,0,1,0,1,82.98,258.93,18,5,1
27153000160,27,153,000160,317.57,686.53,11.95,5.03,2,0,0,6.86,2.07,3.89,305.86,572,109.47,28.78,2.91
27153000165,27,153,000165,68.99,299.17,5.07,2.98,1,0,0,1.14,1.94,0.12,67.71,266.5,29.67,10.28,0.09
27153000170,27,153,000170,58.31,218.66,2.92,0,0.97,0,0,0,0.97,0,60.25,199.22,10.69,5.83,0
27153000173,27,153,000173,2.32,7.67,0.06,0.06,0.02,0,0,0,0.02,0.04,2.45,7.32,0.2,0.17,0
27153000175,27,153,000175,64.57,129.74,0,0.99,0,0,0,0.99,0.99,0,63.46,120.67,10.1,0.04,0
27153000180,27,153,000180,73.16,304.42,1.02,0.06,0,0,0.06,0.96,2.78,0.91,70.33,284.08,11.84,9.52,0
27153000185,27,153,000185,58.95,226.82,2,0,0,0,0,0,1,0,61.95,209.83,9.99,4,0
27153000188,27,153,000188,6.09,39.76,0.97,0,0,0,0,0,0.01,0.01,8.09,36.77,0.04,0.02,0
27153000190,27,153,000190,34.91,138.24,1.03,0,0,0,0,0,0.99,0.99,42.91,127.23,4.96,1.98,0
27153000195,27,153,000195,57,146,0,0,1,0,0,0,1,1,58,141,4,2,0
27155000005,27,155,000005,11,33,1,0,0,0,0,0,1,0,12,31,1,0,0
27155000010,27,155,000010,97.41,91.63,0,1,0,2,0,0.01,0,0,79.49,83.55,15,4.01,0
27155000015,27,155,000015,10,41,0,0,0,0,0,0,0,0,14,34,2,0,0
27155000020,27,155,000020,11.02,43.06,1,0,0,0,0,0,0,0,13.02,42.05,0.01,0,0
27155000025,27,155,000025,10,30,1,0,0,0,0,0,0,0,11,27,2,1,0
27155000027,27,155,000027,9.98,38.94,0,1,0,0,0,0,0,0,9.98,33.95,3.99,1,0
27155000030,27,155,000030,28.59,44.37,0,0,0,0,0,0.99,0,0,34.51,38.45,0,0.99,0
27155000035,27,155,000035,50.6,107.79,2.01,0,0.01,0,0,1,0,0.01,53.56,96.71,9.11,3.02,0.01
27155000040,27,155,000040,6,57,2,0,0,0,0,0,0,0,11,50,2,0,0
27155000045,27,155,000045,17,55,0,0,0,0,0,0,0,0,21,45,2,0,0
27155000050,27,155,000050,11,32,0,0,0,0,0,0,0,0,13,30,0,0,0
27155000055,27,155,000055,12,11,0,0,0,0,0,0,0,0,11,10,2,0,0
27155000060,27,155,000060,5,42,1,1,0,0,0,2,1,0,13,39,1,0,0
27155000065,27,155,000065,13,42,0,0,0,0,0,0,0,0,18,35,2,0,0
27155000070,27,155,000070,1,30,0,0,0,0,0,0,0,0,1,28,1,0,0
27155000075,27,155,000075,4,14,0,0,0,0,0,0,0,0,5,13,0,0,0
27155000080,27,155,000080,10,29,2,0,0,0,0,0,0,0,12,27,2,1,0
27155000085,27,155,000085,173,187,0,2,0,0,0,1,0,0,154,162,24,10,1
27155000090,27,155,000090,162.4,215.21,1.99,0,1.99,0,0,1,0,1.99,151.44,191.29,28.89,5.98,1.99
27155000095,27,155,000095,18,28,0,0,0,0,0,0,0,0,18,28,0,0,0
27157000005,27,157,000005,6,18,0,0,0,0,0,1,0,0,5,17,2,0,0
27157000010,27,157,000010,49.28,203.05,0.99,0,0,0,0,0,0,1.97,54.21,183.34,8.87,3.94,0
27157000015,27,157,000015,165.45,396.52,5.58,0.01,0.95,0.01,0,1.85,0.92,0.95,166.45,355.63,32.54,8.33,0.01
27157000020,27,157,000020,152.4,312.18,3.41,0.99,2.05,0.99,0,0.15,0.08,2.05,157.4,291.1,17.45,1.67,0.99
27157000025,27,157,000025,69.05,229.83,2,0,0,0,0,0.99,1.98,0.03,70.12,215.66,8.06,6.98,0
27157000030,27,157,000030,50.73,112.35,1.03,2,0,0,0,2,0,0.03,55.54,101.17,5.33,6.03,0
27157000035,27,157,000035,345.72,628.05,5.43,5,0,1,0,1.14,0.14,0,312.14,602.16,37.6,14.72,0
27157000040,27,157,000040,20.9,34.96,0.02,0.01,0,0,0,0.01,0.01,1,21.87,24.89,6.06,2.06,0
27157000045,27,157,000045,80.86,209.63,3.99,0,0,0,0,1,0,1,92.83,191.66,9.98,2.99,0
27157000050,27,157,000050,42.49,106.21,1.02,0.03,0,0,0,0.97,0.02,0,45.23,94.59,4.95,2.09,0
27157000055,27,157,000055,75.28,165.95,2.57,0,0,0,0,0.86,0.86,0,71.86,148.84,15.4,4.28,0
27157000060,27,157,000060,141.98,182.98,0.4,1.08,2.83,0,0,0.09,0.27,0.04,134.13,181.25,7.84,1.61,0
27157000065,27,157,000065,378.39,423.5,15,3,1.01,0,0,1,1,1,349.37,380.5,56.02,15,0
27157000070,27,157,000070,360.78,368.72,8,1.05,2.16,0,0,0,2,1,333.41,342.77,38.26,8.05,1
27157000075,27,157,000075,432.85,562.8,8.6,2.87,0,0,0,1.91,5.73,0.96,406.1,505.47,66.89,14.33,0
27157000080,27,157,000080,164.52,338.71,2.19,1.02,0.02,0,0,1.02,0,1.02,164.5,300.26,27.55,9.1,0
27157000085,27,157,000085,153,333.59,7.56,1.18,0.82,0,0,1,0.23,0.92,151.42,315.18,21.12,5.52,0
27157000090,27,157,000090,18.69,59.91,0,0.98,0,0,0,0,1.95,0,17.73,55,5.87,1.95,0
27157000095,27,157,000095,16,29,0,0,0,0,0,0,0,0,14,30,0,1,0
27157000100,27,157,000100,44,74,1,0,0,0,0,0,1,0,44,65,7,4,0
27157000105,27,157,000105,75.79,207.63,3.02,0,0,0,0,1.01,1.02,1,74.8,195.47,13.09,3.08,0
27157000110,27,157,000110,60.46,150.13,1.79,0.02,0.89,0,0,0,0.05,0,67.61,138.36,3.73,0.05,0
27157000115,27,157,000115,118.9,139.2,0.97,0,0,0,0,0,0,0.97,113.1,133.4,10.63,0.97,0
27157000120,27,157,000120,311.08,659.26,6.01,2,2,0,0,3,3,4,299.09,607.24,50.01,14,0
27157000125,27,157,000125,262.03,593.1,10,3,1,0,0,2,1,4,248.03,536.09,51.01,16,3
27157000130,27,157,000130,62.89,201.64,5.99,1,0,0,1,0,0,0,65.88,186.67,10.98,0,0
27157000140,27,157,000140,292.34,235.4,10,1,0,0,1,3,2,2,271.32,220.38,36.03,12,0
27157000145,27,157,000145,261.3,278.19,11.92,1.99,2.98,0,0,1.99,2.98,0,237.46,281.17,36.76,4.97,0
27157000150,27,157,000150,211.73,233.86,6.08,3.01,2.02,0,0,1.01,1.02,1,190.58,214.87,25.24,12.03,0
27157000155,27,157,000155,51,95,0,0,1,0,0,0,1,1,55,83,5,3,0
27157000160,27,157,000160,64.01,201.37,3.21,0,1.1,0,0,0,0,0,71.85,188.01,6.42,1,0
27157000165,27,157,000165,142.5,303,4.47,1.75,0.16,0,0,0.99,0.8,0.16,136.91,290.75,12.56,9.46,0
27157000170,27,157,000170,18.96,77.71,1,0,0,0,0,0,0,0,19.96,69.74,2.99,0,0
27159000005,27,159,000005,8.21,16.94,0,0,0,0,0,1,0,0,9.19,16.9,1.05,0,0
27159000010,27,159,000010,50.82,226.16,1.09,0.03,1.09,0,0,0.03,1.02,0,46.93,215.38,11.61,0.28,0
27159000015,27,159,000015,113.28,371.05,2.03,1,0,0,0,0,0.02,0,111.31,350.01,14.03,7.03,0
27159000020,27,159,000020,26.19,116.88,0.07,0,0,0,0,0,1,2,28.19,105.18,10.42,0.21,0
27159000025,27,159,000025,25,44,0,0,0,0,0,0,0,0,22,42,1,2,0
27159000030,27,159,000030,21,116,0,0,0,0,0,0,0,0,22,106,7,0,0
27159000032,27,159,000032,24.61,85.53,0.02,0.01,0,0,0,0.01,0.01,0.02,28.11,74.66,4.66,0.97,0
27159000035,27,159,000035,15.73,90.67,0.93,0,0,0,0,0,0,0,15.73,81.42,5.55,2.78,0
27159000040,27,159,000040,28,109,0,0,0,0,0,0,0,0,24,108,1,2,0
27159000045,27,159,000045,197.32,526.06,8.01,3,2,0,0,4,0,1,183.31,472,57.04,15.02,2
27159000050,27,159,000050,11.2,35.62,1,0,0.05,0,0,0.05,0,0,12.34,31.01,2.36,0.11,0
27159000055,27,159,000055,27,157,0,0,1,0,0,2,0,0,21,151,10,1,0
27159000060,27,159,000060,22.88,84.83,0,0,0.95,0,0,0.95,0,0,25.74,73.39,6.67,1.91,0
27159000065,27,159,000065,68.03,219.85,2.96,0.99,0,0,0,0,0,0.99,61.12,208.02,14.79,3.94,0
27159000070,27,159,000070,64.26,169.62,0.01,1,0,0,0,0,0,0,66.24,158.51,6.09,1.03,0
27159000075,27,159,000075,108.71,264.53,3.03,0.01,1,0,0,1,0,0.01,102.63,223.47,34.12,11.03,0
27159000080,27,159,000080,54.4,101.88,2.97,0,0,0,0,0,1.98,0,57.37,92.98,5.94,4.95,0
