GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PREAFUE,G20PREPLAR,G20PRESKEN,G20PREIWES,G20PREIPIE,G20PREOWRI,G20USSDSMI,G20USSRLEW,G20USSMOCO,G20USSCSTE,G20USSOWRI
27137000635,27,137,000635,347.86,427.31,11.04,4.05,3.03,0.03,0,0.03,1,0,350.77,368.33,39.12,13.13,1
27137000640,27,137,000640,730,781,22,12,2,0,1,3,1,1,709,699,80,28,1
27137000645,27,137,000645,326.68,415.21,5.97,2,0.99,0,0,0,0.99,0,315.73,385.3,28.92,14.94,0
27137000735,27,137,000735,552.2,650.02,15.81,0.99,0,0,0,2.96,0.99,3.95,524.53,598.63,61.25,14.82,1.97
27137000750,27,137,000750,224.45,233.37,7.94,0,0.99,0,0,1.99,0.99,0.99,224.45,211.52,21.85,5.96,0
27137000755,27,137,000755,16.32,52.79,0.04,0.01,0.01,0,0,0.02,0,0.01,16.27,40.6,7.19,2.06,0
27137000760,27,137,000760,44.17,57.25,0.2,0,0,0,0,0.01,1,0.01,42.11,50.98,8.34,1.13,0.01
27137000765,27,137,000765,56.36,50.59,0,0,0,0,0,0,0,0.01,57.23,44.77,5.83,0.02,0
27137000770,27,137,000770,872.53,698.25,11.06,2.46,0.13,0.25,0,1.66,1.05,5.34,818.07,681.72,52.09,16.28,0
27137000775,27,137,000775,77.62,96.05,1.94,1.94,0.97,0.97,0,0.97,0,0,74.71,94.11,5.82,4.85,0
27137000780,27,137,000780,62.31,151.01,0.91,0.91,0,0,0,0,0,0.91,61.37,128.13,16.49,1.84,0
27137000785,27,137,000785,12.86,22.02,0.24,0.06,0,0.01,0,0.05,0.01,0.05,13.45,20.12,1,0.44,0
27137000790,27,137,000790,20,46,1,1,1,0,0,0,0,0,21,40,6,2,0
27137000795,27,137,000795,116.66,158.64,4.01,0,1.98,0,0,0,0.04,0,116.32,143.65,10.22,7.96,0.04
27137000797,27,137,000797,31.26,27.69,2.01,0.01,0.01,0,0,1.02,0.01,0.01,29.21,26.6,3.1,2.06,0
27137000799,27,137,000799,22.78,23.77,3.96,0,0,0,0,0.99,0,0,19.83,21.78,3.96,0.01,0
27137000800,27,137,000800,86.12,85.17,9.7,0,0,0,0,0.01,0,0,88.97,72.61,11.63,3.86,0
27137000805,27,137,000805,481.73,479.53,7.04,4.01,2.01,0,0,3.01,0.01,4.01,457.61,438.44,47.17,11.06,0
27137000810,27,137,000810,26.06,30.08,0,0,0,0,0,0,0,0,25.06,30.07,0.01,1,0
27137000815,27,137,000815,549.14,460.77,5.79,0.26,1.98,0,0.99,2.15,0.11,2.22,514.03,454.61,23.39,9.78,1.02
27137000820,27,137,000820,411.59,417.34,12.14,0.97,0.07,0,0,3.68,0.96,1,389.12,386.73,40.97,8.62,0.03
27137000821,27,137,000821,41.62,19.44,0.04,0,0.01,0,0,0.01,0,0.03,39.49,18.29,1.21,0.05,0
27137000825,27,137,000825,486.69,480.51,16.31,3.13,3.2,0,0,3.41,0.18,2.05,456.64,450.21,49.32,15.94,0.98
27137000840,27,137,000840,14.53,32.49,0.03,0.03,0,0,0,0,0,0.99,16.55,24.44,5.01,1,0
27137000845,27,137,000845,106.37,94.44,3.05,1,0.01,0,0,0.01,0.01,1.01,104.37,81.31,13.13,5.04,1
27137000850,27,137,000850,249.95,261.95,3,0,0,0,0,0,0,3,239.95,245.95,19,3,1
27137000852,27,137,000852,89.05,68.05,2,0,0,0,0,0,1,2,85.05,66.05,4,4,1
27137000855,27,137,000855,48.88,67.87,1.1,2,0,0,0,0,0,0,53.91,61.74,3.12,2.04,0
27137000857,27,137,000857,207.48,165.59,1.63,0.37,0.11,0,0,0.27,0.1,2.18,199.13,161.68,10.28,0.83,0.09
27137000860,27,137,000860,60.06,97.99,0.06,0.06,1,0,0,0,0,0.06,51.02,82.48,16.07,3.12,0
27137000865,27,137,000865,40.98,104.68,1.97,0,0.01,0.98,0,0.01,0,0.01,42.87,91.81,6.97,2,0
27137000875,27,137,000875,69.36,62.31,1,1,1,0,0,0.02,0.02,0,67.4,63.26,1.05,1,0
27137000880,27,137,000880,123.42,128.99,4.64,0,0,0,0,0.93,0,0.93,120.64,122.49,8.35,3.71,0
27137000881,27,137,000881,29,37,1,0,0,0,0,0,0,0,30,32,4,0,0
27137000885,27,137,000885,30.38,77.84,0,0,0,0.04,0,0.02,0.98,0,32.34,71.84,3.97,0.08,0
27137000890,27,137,000890,19,17,0,0,0,0,0,0,0,0,18,14,1,2,0
27137000895,27,137,000895,1103.15,787.7,26.92,10.96,2.99,0,1,2.99,1.99,4,1047.23,713.94,112.69,38.9,0
27137000910,27,137,000910,1427.31,1301.63,35.24,3.08,2,0.08,0.03,3.05,5.08,7.21,1352.09,1171.43,142.93,45.52,1
27137000915,27,137,000915,114.44,130.01,2.14,0.01,0.99,0,0,0.03,0.98,0.04,116.23,118.04,8.17,5.05,0
27137000920,27,137,000920,601.17,685.73,15.03,4.02,1.99,0,0,1,2.03,1.03,574,621.46,71.32,14.08,0.01
27137000925,27,137,000925,107.83,66.3,2.96,0,0,0,0,0.98,0,0,94.98,59.38,12.86,7.9,0
27137000930,27,137,000930,41,64,2,0,0,0,0,0,0,0,42,52,6,4,0
27137000935,27,137,000935,39.11,81.13,2,0,0,0,0,0,0,0,40.1,70.13,5.01,4.01,0
27137000940,27,137,000940,109.95,150.96,0.05,1.99,0.01,0,0,2,0.99,1.99,100.93,129.84,25.08,7.03,0.01
27137000942,27,137,000942,0.82,1.08,0.01,0.01,0,0,0,0.01,0,0.01,0.79,0.94,0.13,0.04,0
27137000945,27,137,000945,85.57,97.99,1.03,2.01,0,0,0,0,0,0,87.52,86.85,5.14,3.07,0
27137000950,27,137,000950,87.74,98.12,0.96,0,0.01,0,0,0,0.92,0,80.31,94.35,7.47,0.97,0.92
27137000960,27,137,000960,223.08,314.84,7.01,0.06,0.06,0,0,5.21,0.06,2.05,220.53,294.78,21.05,8.63,0
27137000962,27,137,000962,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
27137000965,27,137,000965,76.71,88.22,4.84,0.98,0.07,0.03,0,0.01,0.01,0.99,77.1,80.72,8.6,3.16,0.01
27137000970,27,137,000970,230.03,400.91,7.85,0.97,1.98,0,0,0,1.98,1.95,219.36,383.05,19.7,12.8,0
27137000971,27,137,000971,43.98,63.95,0,0,0,0,0,0,0,0,44.97,59.96,2,0.01,0
27137000973,27,137,000973,10.44,20.96,0.96,0,0.01,0,0,0,0,0,11.35,19,1.02,0.98,0
27137000975,27,137,000975,149.19,140.44,1.98,3.91,0.01,0,0,0.01,0.02,0.02,152.86,134.06,6.27,1.16,0
27137000976,27,137,000976,4.64,1.86,0,0,0,0,0,0,0,0,3.71,1.86,0,0,0
27137000979,27,137,000979,1.91,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0
27137000990,27,137,000990,6,3,0,0,0,0,0,0,0,0,7,2,0,0,0
27137000999,27,137,000999,28.94,36.92,0,0,0,0,0,0,1,0,28.94,32.93,2.99,0,0
27137001000,27,137,001000,50.63,93.94,0.98,0,0,0,0,0.01,0.02,0.97,49.67,86.98,6.91,1,0
27137001001,27,137,001001,67,8,0,0,1,0,0,0,0,1,52,6,8,5,0
27137001002,27,137,001002,45.95,65.25,0.01,0.01,0,1.89,0,0.94,0,0.01,45.91,59.21,2.17,3.8,0
27137001005,27,137,001005,20.62,17.68,0,0,0,0,0,0.98,0.98,0,22.59,14.73,2.95,0,0
27137001011,27,137,001011,3.8,19.39,0,0,0,0,0,0,0,0,3.8,19.34,0.03,0.01,0
27137001030,27,137,001030,45.96,51.02,0.01,0.97,0,0,0,0,0,0.01,46.95,48.01,1.03,0.02,0
27137001035,27,137,001035,100.43,99.51,0.21,0,0,0,0,0.04,0,0.04,103.21,93.26,2.51,2.08,0
27137001040,27,137,001040,496.12,466.87,14.62,1.95,0.97,0,0.97,1.95,0.97,2.92,482.47,413.26,60.43,13.65,0
27137001045,27,137,001045,381.75,395.56,16.81,2.97,2.97,0,0,3.95,0.99,0.99,359,352.08,51.41,20.76,0
27137001050,27,137,001050,395.33,280.62,5.36,2.05,0.02,0,1.02,4.05,0.02,1.07,347,234.28,64.5,23.34,0
27137001055,27,137,001055,418.32,375.31,10.01,0,1,0,0,2,0,1,400.3,331.29,35.03,20.01,1
27137001060,27,137,001060,436.33,514.6,7.01,3.98,0.01,0,0,2,1.98,1.99,420.33,454,51.77,19.9,1
27137001125,27,137,001125,64.09,81.18,2,0,0,1,0,2,0,0,68.09,72.17,9.01,5,0
27137001130,27,137,001130,462.85,483.41,11.42,1.98,1.06,0,0,3.97,4.96,1.98,435.89,419.57,67.16,19.5,0.99
27137001135,27,137,001135,165,306,9,2,0,0,0,1,3,2,164,284,21,8,0
27137001136,27,137,001136,190.63,238.38,6.65,0.03,0.92,0,0,0.07,0.05,0.07,175.54,208.16,22.2,8.52,0.03
27137001140,27,137,001140,23.66,43.64,1.01,0.01,0,0,0,0,0,0.01,20.66,40.38,4.18,0.02,0
27137001145,27,137,001145,37,68,2,0,0,0,0,0,0,0,28,64,9,4,0
27137001150,27,137,001150,160.17,184.08,3.71,0.92,2.77,0,0,0.92,0.92,0,156.46,178.47,10.23,2.79,0
27137001155,27,137,001155,88.89,71.91,1,0,0,0,0,0,1,1,83.9,66.92,7.99,3,1
27137001160,27,137,001160,37.99,72.55,0,0,0,0.04,0,0.02,0,0,38,66.41,0.05,2.08,0
27137ZZZZZZ,27,137,ZZZZZZ,26.58,17.79,0.28,0.1,0.09,0,0,0.09,0.04,0.1,25.57,17.42,1.21,0.49,0.02
27139000005,27,139,000005,1396.22,2466.99,71.32,15.88,5,0,0,11.85,2.93,8.05,1280.31,2231.34,307.3,91.53,2.93
27139000010,27,139,000010,196.84,500.24,7.58,2.35,1.11,0,0,0.27,0.07,0.18,174.29,467.98,36.85,13.03,0.07
27139000015,27,139,000015,94.81,281.9,3.5,1.97,0,0,0,0.18,1.97,0,86.56,272.26,17.07,2.88,0
27139000020,27,139,000020,659.02,1414.78,27.91,2,1.99,0,0,2,3.99,1.99,615.15,1371.91,75.77,21.93,0
27139000025,27,139,000025,1231.74,2286.36,23.62,6.89,7.87,0,0,4.92,6.89,8.85,1117.6,2257.79,139.73,27.57,0.98
27139000037,27,139,000037,959.3,1803.74,28.08,3.22,4.01,0.98,0,0.13,3.09,6.34,869.55,1714.14,141.66,42.06,3.97
27139000040,27,139,000040,346.33,844.55,22.11,3.01,1.01,0,0,6.01,2.02,0.01,326.13,827.25,38.42,13.12,3
27139000045,27,139,000045,375.87,396.9,14.38,2.38,0.25,0.95,0.09,2.22,1.35,4.13,330.76,376.87,62.59,19.48,0
27139000050,27,139,000050,931.92,1347.75,26.12,4.05,2.04,1.02,0,1.02,6.02,6.02,824.74,1287.12,136.66,40.19,0
27139000055,27,139,000055,475.57,675.93,15.98,9.98,5.99,0.01,0,6.97,0.01,2,397.88,597.01,149.56,30.94,1.99
27139000060,27,139,000060,352.58,599.45,14.94,1.31,0.59,0.05,0.05,1.31,0.27,2.58,311.38,588.08,51.4,9.87,0.05
27139000070,27,139,000070,814.64,1666.14,14.92,7.78,1.99,0.02,0,3.87,3.91,12.66,752.4,1636.74,83.33,20.94,1.03
27139000075,27,139,000075,1030.04,1650.48,19.98,6.99,4,1,2,5.99,6.99,2,993.07,1502.62,155.85,41.96,1
27139000080,27,139,000080,781.84,888.84,8.61,3.2,5.24,0.98,0,0.13,3.02,5.06,690.94,886.06,87.55,8.91,0.04
27139000084,27,139,000084,759.65,789.5,17.22,5.74,7.65,0,0,2.87,1.91,3.83,653.46,771.33,118.63,23.92,0.96
27139000090,27,139,000090,1291.83,1331.99,33.27,10.05,6.98,0.98,0.05,4,7.12,3.12,1147.37,1278.69,172.69,53.02,0.05
27139000091,27,139,000091,1153.21,1557.43,24.93,9.92,6.93,0,1,4.95,6.97,1.04,1035.19,1460.27,188.41,41.72,1.98
27139000092,27,139,000092,1193.43,1356.43,21.92,2.86,5.72,0,0,4.77,4.77,6.67,1040.91,1365.01,111.53,29.55,0.95
27139000093,27,139,000093,786.51,953.83,18.17,6.06,4.11,1.02,0,7,4.06,7.11,702.6,952.79,83.82,20.17,1
27139000094,27,139,000094,622.21,729.61,17.59,3.7,1.85,0,0,3.7,0.93,1.85,547.21,728.69,67.59,14.81,0
27139000097,27,139,000097,1320.51,1387.1,37.24,4.19,7.29,1,0.01,1.26,4.28,5.38,1159.66,1369.15,157.16,37.64,2.05
27139000099,27,139,000099,88.37,252.45,2.06,0.02,2,0,0,1,0,0.02,83.27,243.42,13.12,1.04,0
27139000100,27,139,000100,311.4,659.01,6.21,3.04,2.01,0.97,0,1.04,0.97,1.06,301.77,626.24,34.51,10.06,0.01
27139000105,27,139,000105,1032.03,862.47,24.24,3.93,12.35,0.02,0.95,6.67,3.85,7.84,880.12,809.16,160.89,43.97,0.98
27139000110,27,139,000110,1133,815,20,10,0,1,1,3,3,8,1001,745,154,29,1
27139000111,27,139,000111,1175,1072,41,14,2,0,0,11,3,11,1071,1033,148,42,5
27139000112,27,139,000112,1457.59,1123.81,50.14,2.18,6.85,0.97,0,3.24,5.93,12.96,1297.03,1144.42,138.29,32.73,0
27139000113,27,139,000113,1368.45,1201.09,27.73,7.92,2.97,0,0,5.94,3.96,7.92,1227.83,1200.08,152.51,20.81,1.98
27139000114,27,139,000114,1036.69,1061.15,19.73,2.34,2.16,0,0,4.37,6.09,6.22,916.19,1013.12,135.72,26.54,1
27139000116,27,139,000116,1173.37,975.39,24.16,2.04,5.04,0,0,4.04,4.02,8.05,1052.53,1015.29,82.91,20.17,1.01
27139000117,27,139,000117,703.64,489.92,7.05,1.01,4,2,0,3.01,3,3,638.44,483.91,58.18,15.04,0
27139000118,27,139,000118,1250.1,997.75,32.49,4.77,1.14,0.03,0,6.68,2.05,6.96,1104.33,1002.1,127.25,33.88,0
27139000119,27,139,000119,996.78,962.54,35.06,9.74,6.82,0,0.97,3.9,7.79,5.85,881.81,918.8,158.72,43.82,0
27139000120,27,139,000120,932.89,698.2,24.45,6.84,1.96,1.96,0,9.78,4.89,1.96,810.66,635.62,154.5,30.31,1.96
27139000125,27,139,000125,880,588,31,7,3,0,0,4,1,5,759,547,147,32,2
27139000130,27,139,000130,1438.76,1035.73,33.89,3.28,4.58,1.98,0.05,5.45,6.13,8.22,1282.38,1010.96,159.69,35.1,1.07
27139000135,27,139,000135,629.01,565.41,12.27,2.83,0.94,0,0.94,2.82,2.82,1.9,552.86,528.76,104.36,15.11,0
27139000136,27,139,000136,1348.6,1190.22,33.12,7.78,4.84,0.02,0.97,3.9,9.7,10.71,1217.31,1106.7,165.4,49.65,0
27139000137,27,139,000137,755.41,524.16,14.09,4.26,2.16,0,0.03,6.13,5.32,3.35,655.09,514.41,99.44,20.63,2
27139000138,27,139,000138,793,732,23,15,1,0,0,3,2,6,682,688,128,36,1
27139000145,27,139,000145,659.76,746.59,15.97,3.99,2,0,0,3.99,0,2.99,572.92,758.57,61.88,10.98,2
27139000150,27,139,000150,1406,1149,35,5,7,1,0,3,5,10,1249,1112,154,40,0
27139000153,27,139,000153,803,683,19,0,1,0,0,1,1,3,728,665,75,17,1
27139000156,27,139,000156,1065.4,929.54,24.23,3.02,2.04,0.02,0,7.01,1.07,6.05,978.17,898.48,112.08,29.2,1.01
27139000157,27,139,000157,44,26,1,0,0,0,0,1,0,0,36,20,11,3,0
27139000158,27,139,000158,73.08,87.89,2.96,0.99,0,0,0,0,0.99,1.98,68.14,87.89,5.93,0.99,0
27139000160,27,139,000160,794.74,1630.97,21.66,5.98,3.07,0.02,0.95,2.04,5.86,3.81,732.58,1578.84,100.23,27.06,0.96
27141000005,27,141,000005,544.9,1567.26,29.59,8.11,0.07,0,2,2.09,4.12,3.18,508.31,1395.41,165.79,43.55,2.07
27141000010,27,141,000010,750.44,1675.2,41.52,1.94,5.79,0,0,6.75,7.72,13.49,674.26,1497.51,201.74,56.93,3.86
27141000015,27,141,000015,773.58,2579.58,39.98,4.05,4.14,1,0,4.16,4.19,3.34,735.74,2402.36,166.84,41.38,2.1
27141000020,27,141,000020,539.18,964.73,27.68,2.96,5.92,1.93,0,2.96,2.99,0.09,493.53,866.59,116.03,36.47,0.03
27141000022,27,141,000022,559.92,954.03,24.32,5.04,1.21,0,0,3.09,2.11,3.01,484.79,840.3,156.04,34.78,2.03
27141000024,27,141,000024,965.24,1896.23,48.32,6.99,5.12,0,0.99,4.04,2.12,4.09,840.13,1664.58,258.1,75.07,2.02
27141000025,27,141,000025,538.04,1109.65,16.15,8.97,2.26,0,0,5.05,2.18,4.11,505.8,1029.77,91.72,23.37,0.08
27141000030,27,141,000030,308.79,1086.23,19.86,2.98,1.99,0,0,0,1.99,1.99,297.87,988.93,96.31,20.85,0
27141000035,27,141,000035,95,212,7,2,3,0,1,0,1,3,89,197,28,5,0
27141000040,27,141,000040,390.43,831.72,7.23,0.75,2.12,0,0,1.97,2.42,5.6,380.18,780.58,48.13,20.08,0.91
27141000045,27,141,000045,749.36,1133.5,23.14,16.56,5.19,0,0,2.45,4.26,1.7,698.11,1046.67,132.24,19.52,0.31
27141000050,27,141,000050,653.31,1387.37,15.96,2.39,3.68,0,0,2.69,1.2,4.97,596.69,1310.15,109.78,15.36,2.1
27141000055,27,141,000055,500,700,22,6,4,0,0,4,1,8,447,641,80,36,2
27141000060,27,141,000060,708.94,1082.49,22.02,4,1,0,0,6.99,5,4.03,620.87,1000.03,129.34,38.05,1.01
27141000065,27,141,000065,447.65,782.32,14.8,5.85,0,0.03,0,2.18,1.06,3.84,418.08,776.49,43.17,12.37,0.09
27141000070,27,141,000070,420.13,1046.62,14.75,1.13,2.1,0,0,1.1,0.04,1.11,378.78,959.76,89.76,21.8,1.05
27141000075,27,141,000075,612,1630,38,8,4,1,0,5,3,4,567,1508,148,46,1
27141000080,27,141,000080,454,1209,15,7,1,0,0,3,3,5,449,1116,85,24,0
27141000085,27,141,000085,26.79,21.83,0,0,0,0,0,0,0.99,0,26.79,20.84,1.98,0,0
27141000090,27,141,000090,461,263,14,3,0,0,0,1,0,4,411,238,54,22,0
27141000095,27,141,000095,436,336,19,4,1,0,0,7,1,1,393,292,86,16,0
27141000100,27,141,000100,887.43,434.97,20.39,5.83,0,0.97,0,9.71,3.88,1.94,784.51,398.08,114.57,33.98,2.91
27141000105,27,141,000105,221.76,882.99,12.12,4.01,0.01,0,0,0,3.01,0.01,225.68,812.44,55.58,13.12,1
27141000110,27,141,000110,401.88,1049.26,27.71,1.98,4.95,0,0,0.99,0.99,4.95,371.19,914.64,141.54,27.72,0.99
27141000111,27,141,000111,468.38,1207.36,25.74,4.95,3.08,0,0,3.97,1.1,2.95,405.8,1064.24,174.98,32.4,1.98
27141000120,27,141,000120,386.57,960.02,19.46,1.91,3.67,0.07,0.01,1.86,2.67,2.6,349.25,882.86,92.56,22.72,0.87
27141000121,27,141,000121,275.54,546.07,10.71,1.94,2.77,0,0,1.89,1.88,1.01,252.69,516.22,33.77,19,0.95
27141000122,27,141,000122,295.63,816.96,18.98,2,1,0,1,4.99,2,2,278.65,756.04,62.92,18.98,1
27141000125,27,141,000125,545.31,1464.9,25.41,4.89,2.93,0,0,3.91,4.89,7.82,519.9,1342.75,119.23,23.45,2.93
27141000130,27,141,000130,666.47,1193.31,31.8,7.87,1.97,0,0,2.01,1.96,4.84,630.44,1087.71,119.38,33.81,0.95
27141000135,27,141,000135,680.28,1218.01,18.04,3.61,6.32,0,0,6.32,1.8,9.02,627.95,1151.25,109.17,21.65,0.9
27141000140,27,141,000140,899.08,1171.05,25.29,8.03,7.04,1.01,0.01,7.05,6.03,5.03,825.24,1025.25,174.26,47.37,2.05
27141000145,27,141,000145,831.92,1054.95,21.71,1.97,2.96,0.99,0.99,3.95,1.97,1.97,768.76,994.75,94.74,27.63,3.95
27141000150,27,141,000150,562.61,1709.76,14.79,2.94,5.87,0,0,2.94,4.88,0.99,519.23,1568.36,129.72,46.08,0.99
27141000155,27,141,000155,30,90,4,0,0,0,0,0,1,0,28,89,4,2,0
27143000005,27,143,000005,41.84,137.37,1.92,0.95,0.02,0,0,0.02,0.02,0,45.45,126.83,6.89,0.99,0.01
27143000010,27,143,000010,376.47,765,9.98,3,1,1,0,2,4.99,4.99,339.54,704.08,73.88,24.96,2
27143000015,27,143,000015,87.52,226.99,0.02,1,1,1,0,3,2.01,0.01,91.45,207.91,9.11,3.04,1
27143000020,27,143,000020,25,135,1,0,0,0,0,0,0,0,25,127,3,0,0
27143000025,27,143,000025,31,116,0,2,3,0,0,1,0,0,37,108,3,1,0
27143000030,27,143,000030,35.44,153.52,0.97,1.89,0.01,0,0,0.95,0.95,0.01,35.28,149.55,4.04,1.98,0
27143000035,27,143,000035,103.98,256.31,2.49,0.02,0,0,0,0.82,0.02,0,102.29,234.95,14.88,4.12,0
27143000040,27,143,000040,401.57,661.52,8.03,1.11,2.99,0,0,1.05,2.05,2.99,355.73,607.49,72.96,26.02,0
27143000045,27,143,000045,143.95,269.17,3.99,2,1,0,0,1,1.01,1.01,132,246.18,23.97,6.99,0
27143000050,27,143,000050,29,121,0,0,0,0,0,0,0,0,27,115,2,2,0
27143000055,27,143,000055,68.18,220.33,2.96,0,0.99,0,0,0,0,0,62.25,205.51,19.76,2.96,0.99
27143000060,27,143,000060,63.29,243.93,0.01,1,0,0,0,0,1,0,72.26,222.87,8.08,1.01,0
27143000065,27,143,000065,188.76,314.29,6.63,0.94,1.9,0,0,0.94,0,2.83,182.24,284.96,35.8,7.57,0
27143000070,27,143,000070,93.77,260.33,6.47,0.09,1.83,0,0,0.14,0.02,0.93,99.89,237.84,10.69,5.94,0.01
27143000075,27,143,000075,82.86,225.62,3,1,0,0,0,1,2,0,88.85,211.65,9.98,3.99,0
27143000080,27,143,000080,56,114,0,0,0,0,0,0,0,0,60,104,7,0,0
27143000082,27,143,000082,9.44,27.73,0.69,0,0.2,0,0,0,0,0.1,10.23,25.37,0.98,0.59,0
27143000085,27,143,000085,39.26,132.76,2,0,3,0,0,0,1.01,0.01,49.28,122.72,4.02,1,0
27143000090,27,143,000090,47,153,4,0,0,0,0,0,0,0,48,126,26,2,0
27143000095,27,143,000095,39.78,201.88,2.98,1.99,0,0,0,0,0.99,0.99,49.73,188.96,4.97,2.98,0
27143000100,27,143,000100,34.79,101.08,0.01,0,0,0,0,0,0.99,0.99,37.72,96.1,3.01,0.01,0
27143000105,27,143,000105,26.99,125.96,2,1,0,0,0,1,0,0,35.99,108.97,5,1,0
27143000110,27,143,000110,21.66,136.45,0.07,0.02,0.03,0,0,0.02,1,0,21.49,126.35,10.22,0.07,0.01
27143000115,27,143,000115,72.51,235.64,2.02,1,1.01,0,0,1,1,0,83.46,221.53,6.15,2.02,0.01
27143000120,27,143,000120,270.5,462.18,9.01,3.02,3.94,0,0,2.96,2.98,0,249.07,419.82,56.89,8.94,0.99
27145000005,27,145,000005,396.94,1057.21,16.71,3.98,1.99,0,0,5.84,1.99,1.06,373.51,944.38,75.64,31.43,0.97
27145000010,27,145,000010,68.39,503.39,3.84,1.8,0.9,0,0,0.16,0.9,1.72,85.45,462.3,16.44,6.78,0.03
27145000015,27,145,000015,11.01,130.03,1,1,0,0,0,0,0,0,16.01,116.03,6,2,0
27145000020,27,145,000020,276.88,697.9,10.18,10.84,1.16,0,0,2.13,2.07,1.04,295.52,628.44,57.83,12,0
27145000025,27,145,000025,169.21,595.11,8.51,0.29,3.12,0,1,1.01,1.12,1.23,172.68,567.65,29.24,6.86,0
27145000027,27,145,000027,199.55,445.12,6.76,2.09,2.83,0,0,2.85,1.92,0.96,201.8,409.98,35.84,4.93,0
27145000030,27,145,000030,109.12,200.76,0.03,0,1.97,0,0,0,0.02,1.98,104.21,179.06,19.81,4.92,0.98
27145000035,27,145,000035,431.16,1400.15,18.91,3,1.99,0,0,2.97,0,0.01,410.36,1315.6,75.58,31.79,1.99
27145000040,27,145,000040,122.02,199.99,1.05,1.97,0.99,0,0,0,0.03,1.02,119.06,172.27,24.91,5.92,0
27145000042,27,145,000042,0.72,1.74,0.03,0,0.01,0,0,0,0,0,0.68,1.63,0.15,0.03,0
27145000045,27,145,000045,780.58,1585.24,19.22,4.21,3.01,0,0,2.07,3.05,5.04,737.49,1444.43,136.85,42.8,1.02
27145000050,27,145,000050,513.01,765.5,13.34,2.27,1,0.09,1,3.09,4.99,1.18,509.25,728.3,43.61,13.33,0.09
27145000055,27,145,000055,230.42,158.63,3.65,2.73,0,0.91,0,0.91,0,1.82,172.18,135.87,57.35,13.65,0.91
27145000060,27,145,000060,54.91,120.38,1.92,0.03,0.05,0,0,0,0.95,1,54.79,116.78,8.29,0.16,0.02
27145000065,27,145,000065,42.95,115.88,0,0,0,0,0,0,1,0,49.95,99.89,8.99,0,0
27145000070,27,145,000070,251.19,751.38,9.99,0,1.98,0,0,0.99,0.04,0.99,265.28,696.15,43.12,5.99,0
27145000075,27,145,000075,66.2,174.58,6.05,1,0.01,0,0,0,0,0,62.27,153.32,24.2,4.03,1
27145000080,27,145,000080,11.14,110.13,2.03,0,0,0,0,0.02,0.99,0,16.25,101.11,2.03,0.02,0
27145000085,27,145,000085,276.84,776.44,7.63,1.06,4.27,1,0.05,2.21,0.11,1.14,264.56,724.72,51.74,16.46,0.05
27145000090,27,145,000090,93.57,501.87,1.02,1,2,0,0,2,2.01,0,103.57,477.83,13.04,6.01,0
27145000095,27,145,000095,64.36,303.33,5.91,0,0.01,0,0,0.98,0.99,0,65.47,282.34,14.89,5.93,0.98
27145000100,27,145,000100,21.95,166.05,1.26,0,0.05,0,0,0,0,0,33.16,149.42,5.47,0.16,0
27145000105,27,145,000105,12.13,88.83,0.02,1,0,0,0,0,1,1,17.15,83.79,1.03,1.01,0
27145000110,27,145,000110,34.15,209.91,4.3,0,1.07,0,0,0,0,0,37.59,199.51,8,2.6,0.2
27145000115,27,145,000115,115.48,588.31,7.58,0,0.95,0,0,0.06,0,0.06,135.27,540.72,24.32,6.04,0.12
27145000120,27,145,000120,80.52,349.69,0.42,0,0.05,0,0,0.94,0,0.94,79.73,313.28,26.68,5.96,1.88
27145000125,27,145,000125,118.91,256.88,6.99,4,1,0,0,0,0,0,109.92,236.89,26.98,8.99,0
27145000130,27,145,000130,66.03,515.23,2,1,0,0,0,0,0,0,84.04,474.21,16.01,5,0
27145000135,27,145,000135,15.86,145.87,2.97,0,0,0,0,0.98,0.01,0,25.75,137.89,2.97,0.98,0
27145000137,27,145,000137,3.03,36.23,4,0,0,0,0,0,0,0,5.03,32.22,0.01,4,0
27145000140,27,145,000140,15.97,145.77,1,0,0,0,0,0,0,0,19.97,134.78,5.99,1,0
27145000145,27,145,000145,384.65,664.78,11.87,4.43,0.33,0.18,0.08,0.48,1.17,1.6,361.81,622.88,57.29,16.98,0.37
27145000150,27,145,000150,50,332,3,1,1,0,0,0,0,2,66,309,4,2,0
27145000155,27,145,000155,361.11,872,15.06,1,3.03,0,0,1.04,2.03,2.11,341.02,816.37,73.54,14.28,0.02
27145000160,27,145,000160,256.98,904.08,10.45,0.97,4.74,0,0.95,3.79,1.91,1.9,269.26,843.24,44.73,6.71,0.95
27145000165,27,145,000165,7.97,49.43,0,0,0.8,0,0,0,0,0,7.97,49.43,0.8,0,0.8
27145000170,27,145,000170,444.95,1107.82,12.39,4.95,7.02,0.99,0.03,3.96,2.05,1.03,454.6,985.14,94.28,26.16,0.99
27145000180,27,145,000180,106.84,335.95,2.03,0.04,0.06,0.01,0.97,0.03,1.95,0.97,117.53,314.7,10.41,4.07,0.01
27145000185,27,145,000185,96,547.99,3,1,0,0,0,0,1,0,97,520.99,15,6,0
