GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSRNEW,G18USSDKLO,G18USSMSCH,G18USSGOVE,G18USSOWRI,G18GOVRJOH,G18GOVDWAL,G18GOVMWRI,G18GOVLWEL,G18GOVOWRI,G18SOSRHOW,G18SOSDSIM,G18SOSIDEN,G18SOSOWRI,G18AUDRMYH,G18AUDDBLA,G18AUDMFOR,G18AUDLDOC,G18AUDOWRI,G18ATGRWAR,G18ATGDELL,G18ATGMJOH,G18ATGOWRI
27067000165,27,067,000165,28.4,29.5,0,0,0,32.5,23.4,1,0,0,32.5,19.4,4.1,0,29.5,19.3,5,2,0,32.5,19.3,5.1,0
27067000170,27,067,000170,152,90,5,2,0,171,70,4,1,0,177,62,7,0,171,62,10,2,0,180,55,11,0
27067000175,27,067,000175,296.3,352.2,12.6,1,0,365.7,281.8,6.8,2,0,365.8,273,12.6,0,370.5,248.9,25.1,5.9,0,378.2,240.4,27.1,0
27067000180,27,067,000180,144,196,24,4,0,167,177,18,4,0,172,166,18,1,157,160,29,15,1,177,151,30,1
27067000185,27,067,000185,185.4,302.3,16,2,0,240.4,240.2,15,2,0,244.4,232.2,22,0,231.4,225.2,28,7,0,243.5,223.2,30,0
27067000190,27,067,000190,223.2,383.5,39.9,8,1,282.9,326.8,33.9,11,0,285.9,324.8,34.9,0,273,293.9,60.8,15.9,0,287.9,298.9,60.8,0
27067000195,27,067,000195,236.6,278.6,13.6,2,0,282.7,231.9,10.2,8.8,0,284.1,210.8,25.1,0,278.6,204.1,20.3,13.6,0,298.3,194.6,27.1,0.7
27067000200,27,067,000200,378.6,449.8,22.8,5,0,478.7,351.7,16.8,6.9,0,479.7,338.9,24.8,0,466.8,327.9,29.7,8,1,495.6,296.3,44.6,1
27067000202,27,067,000202,0.4,0.3,0,0,0,0.4,0.2,0,0,0,0.4,0.2,0,0,0.4,0.2,0,0,0,0.4,0.2,0,0
27067000205,27,067,000205,286.3,474.4,20.7,4.9,0,355.4,404.2,16.8,8.9,0,366.2,388.4,20.8,0,351.4,368.7,30.5,13.9,0,356.5,385.4,34.5,0
27067000210,27,067,000210,144,219,27,13,1,176,194,24,12,0,189,187,28,1,171,184,31,13,1,179,192,26,0
27067000215,27,067,000215,173,288,29,7,0,207,245,35,7,0,203,242,39,0,193,229,50,15,0,220,223,44,0
27067000220,27,067,000220,181.8,292.1,27.8,1,0,212.6,255.3,26.8,2,0,220.6,250.4,17.9,0,218.6,233.5,31.8,5,0,226.5,230.5,33.8,0
27067000225,27,067,000225,149,225,17,8,0,169,198,18,11,1,176,190,26,0,171,173,32,18,0,182,175,38,0
27067000230,27,067,000230,260.8,371.7,28,7,1,318.8,311.8,20,12,1,319.8,315.8,23,1,314.8,288.8,42,10,0,325.8,296.8,43,1
27067000235,27,067,000235,264.8,256.1,9.7,2.1,0,310.4,208.2,8.7,6.4,0,310.2,191.6,21,0,307.5,181.9,15.7,16.8,0,325.5,178.8,20.2,1.3
27069000005,27,069,000005,29.6,15.2,0.9,0,0,33.2,11.7,0,0,0,34,10.8,0,0,35.8,9.9,0,0,0,35,9,0,0
27069000010,27,069,000010,1,9,0,0,0,1,7,0,0,0,1,6,0,0,1,6,0,0,0,2,5,0,0
27069000015,27,069,000015,13,10,0,0,0,15,5,0,0,0,15,4,0,0,17,4,0,0,0,15,5,1,0
27069000020,27,069,000020,8,9,0,0,0,9,8,0,0,0,8,8,1,0,8,8,0,1,0,11,5,1,0
27069000025,27,069,000025,6.7,12.4,0,0,0,9.5,8.6,0.9,0,0,9.5,7.6,0,0,9.5,7.6,1.9,0,0,10.5,5.7,2.9,0
27069000030,27,069,000030,42,32.4,2.5,0,0,49.6,24.8,2.6,0,0,49.6,26.4,0.9,0,48,23.9,4.2,0,0,48.8,23.1,2.6,0
27069000035,27,069,000035,6.3,1.6,1,0,0,6.5,3.4,1,0,0,7.5,3.4,0,0,6.5,3.4,1.1,0,0,6.5,3.3,1.1,0
27069000040,27,069,000040,18.8,32.1,2.2,0.1,0,24.5,25.3,2.2,0.1,0,23.1,26.7,2.1,0,23.1,26.4,2.4,0,0,22.1,27.4,2.4,0
27069000045,27,069,000045,168.8,315,16,3,0,223.1,261.6,14,1,0,208,256.6,16,0,210.9,239.6,24.1,2,0,215.9,242.7,23,0
27069000050,27,069,000050,29.2,30.1,0,0,0,33,25.4,0,0,0,31.1,25.4,0,0,30.1,24.5,0.9,0,0,30.1,26.4,0,0
27069000055,27,069,000055,10,8,0,0,0,12,6,0,0,0,9,8,0,0,12,6,0,0,0,12,6,0,0
27069000060,27,069,000060,8,16,2,0,0,9,13,1,3,0,13,11,0,0,12,8,2,2,0,12,10,3,0
27069000065,27,069,000065,27,17,1,0,0,28,14,1,0,0,26,14,1,0,25,12,3,1,0,27,10,4,0
27069000070,27,069,000070,2,9,1,0,0,3,9,1,0,0,3,9,0,0,3,9,1,0,0,2,10,1,0
27069000075,27,069,000075,8,8,0,0,0,9,7,0,0,0,8,7,1,0,8,4,2,1,0,7,5,3,0
27069000080,27,069,000080,24,34,2,1,0,31,25,2,1,0,30,24,2,0,29,25,4,0,0,29,26,2,0
27069000085,27,069,000085,177.4,185.4,9.6,5,0,209.2,151.6,14.4,2,0,208.3,155.8,9.1,0,209.2,145.2,15.8,4,0,210.2,145.9,17.4,0
27069000090,27,069,000090,16.5,91.6,8,2,0,23.5,85.5,6.1,0,0,25.5,83.6,4,0,27.5,77.6,8,1,0,29.5,76.5,7.1,0
27069000092,27,069,000092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27069000095,27,069,000095,29.2,42.9,13.7,0.9,0,33.8,36.5,12.8,2.7,0,35.6,41,8.2,0,33.8,31,17.3,2.7,0,33.8,38.3,14.6,0
27069000100,27,069,000100,69.6,101.8,4.9,2,0,85.2,82.4,4.9,1.9,0,77.5,90.1,2.1,0,77.5,83.3,10.7,1,0,77.5,84.3,8.8,0
27069000105,27,069,000105,10,8,1,0,0,14,4,0,0,0,12,5,0,0,11,4,1,0,0,11,5,1,0
27069000110,27,069,000110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27069000115,27,069,000115,16,25,0,0,0,20,21,0,0,0,23,17,1,0,19,20,0,0,0,23,18,0,0
27069000118,27,069,000118,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
27069000120,27,069,000120,18,7,0,1,0,22,2,0,1,0,21,3,0,0,19,4,0,0,0,22,1,0,0
27069000125,27,069,000125,8.8,28.1,1.3,0.1,0,9.2,26.5,1.2,1.3,0,10.4,24,2.8,0,9.2,23,2.7,3.3,0,11.2,25.7,1.4,0
27069000130,27,069,000130,23.5,46.1,2.9,3.9,0,32.4,38.2,5.9,0,0,30.4,39.2,6.9,0,32.4,36.3,6.9,1,0,32.4,37.3,6.9,0
27069000135,27,069,000135,30,36,0,0,0,30,30,0,2,0,34,24,1,0,36,26,0,0,0,32,29,0,0
27069000140,27,069,000140,7,13,2,0,0,9,9,2,1,0,7,11,4,0,8,9,3,2,0,10,9,2,0
27069000145,27,069,000145,10.5,5.7,0,0,0,11.4,4.8,0.9,0,0,9.5,6.7,0,0,11.4,2.9,1.9,0,0,11.4,2.9,1.9,0
27069000150,27,069,000150,23.5,15.3,2,1,0,29.6,9.2,2,0,0,26.5,12.3,2,0,25.6,10.1,4.1,0,0,24.6,13.2,3.1,0
27069000155,27,069,000155,6,24,0,0,0,9,21,0,0,0,9,19,2,0,9,18,1,2,0,9,19,2,0
27069000160,27,069,000160,1,7,1,0,0,3,5,1,0,0,1,6,2,0,1,6,2,0,0,3,4,2,0
27069000165,27,069,000165,22,9,0,0,0,25,5,1,0,0,23,6,2,0,21,7,2,1,0,21,7,3,0
27069000170,27,069,000170,6,17,0,0,0,7,15,0,1,0,6,15,1,0,6,15,0,1,0,7,15,0,0
27069000175,27,069,000175,12.5,14.4,0,1,0,12.5,12.5,1.9,1,0,11.5,14.4,1,0,12.5,13.4,1,0,0,12.5,11.5,1.9,0
27069000180,27,069,000180,16,17,0,0,0,17,14,0,0,0,15,15,1,0,17,16,0,0,0,18,13,2,0
27069000185,27,069,000185,36,71.9,1,0,0,48.9,56.9,0,1,0,54.9,48,2,0,53.9,49.9,2,1,0,63.9,40,0,0
27071000005,27,071,000005,42,44,5,1,0,48,35,4,3,0,49,34,5,0,51,29,4,3,0,50,34,4,0
27071000023,27,071,000023,11.8,16.8,1,0,0,13.8,15.8,1,0,0,13.8,15.8,1,0,12.8,12.8,4,0,0,14.8,10.8,4.9,0
27071000050,27,071,000050,274.4,376.8,13,8,0,296.5,341.7,21,4,0,313.5,324.6,19,0,298.5,309.6,36,9,0,316.5,308.6,34.1,0
27071000055,27,071,000055,226.3,376.3,27.8,3,0,243,348.4,25.9,9,0,243.8,360.2,22,0,232.8,341.5,38.8,11,0,252.8,330.5,41.8,0
27071000060,27,071,000060,354,602,19,6,0,407,530,21,12,0,418,516,27,0,402,500,43,11,0,447,474,40,0
27071000070,27,071,000070,36.2,35.2,1,1,0,41,30.3,1,1,0,42,29.3,2,0,40.1,27.4,2,1,0,43,28.4,1,0
27071000075,27,071,000075,218.2,319.2,5.8,1,0,250.9,278.8,5.8,2.9,0,250.9,275.9,6.7,0,246.1,267.2,15.4,1.9,1,261.5,260.5,13.5,0
27071000080,27,071,000080,114.8,139.9,3,0,0,135,113,5.8,2,0,131.3,113,6.7,0,128.4,112.8,7,2.9,0,135.3,109.8,8.8,0
27071000082,27,071,000082,109,134.4,3.3,2,0,122.2,119.2,6.2,1.1,0,123.2,113.3,10.2,0,122.1,105.1,10.4,4.1,0,130.3,104,11.4,0
27071000083,27,071,000083,88.1,85.6,2.4,0,0,100.2,71,2.5,3.3,0,97,75,3.3,0,96.1,71.8,5.7,1.7,0,98.6,69.4,7.3,0
27071000090,27,071,000090,99.2,127.2,6,2,0,116.2,112.2,4,1,0,113.2,112.2,5,0,113.2,104.1,12,3,0,110.2,108.1,14,2
27071000100,27,071,000100,20,4,0,0,0,19,4,0,0,0,20,4,0,0,19,4,0,0,0,21,2,0,0
27071000115,27,071,000115,24.3,37.9,0,0,0,33.2,28.9,0,0,0,22.3,33.9,2,0,25.3,30.9,0,2,0,30.3,26.9,2,0
27071000120,27,071,000120,26.4,79.1,2,0,0,36.6,66.8,2,0,0,39.6,60.8,4,0,34.6,60.7,7.1,1,0,35.7,64.7,5.1,0
27071000121,27,071,000121,56.2,110.2,3,0,0,72.4,93.9,3.1,2,0,76.3,91,5.1,0,67.4,90,7,3,0,75.4,85.9,10.1,0
27071000140,27,071,000140,27.4,25.4,0,1,0,26.4,25.4,1,1,0,29.3,23.4,1,0,26.4,24.4,1,2,0,29.3,23.4,0,0
27071000170,27,071,000170,27.7,17.3,0,0,0,31.8,12.5,0.8,0,0,30.2,13.2,1.6,0,28.6,14,0,1.6,0,31.8,11.6,0,0
27071000175,27,071,000175,4,3.5,0,0.1,0,4.4,3,0.1,0,0,4.4,2.9,0.2,0,4.2,2.7,0.3,0.1,0,4.4,2.7,0.3,0.1
27071000180,27,071,000180,187.2,138.3,5.7,2,0,195.8,130.8,6.7,1.8,0,199,126.8,8,0,194.7,116.9,15.6,3.5,0,204.6,113.2,14,0
27071000185,27,071,000185,135.4,119.6,1,2,0,152.9,99.9,4.1,0,0,149.7,97.1,8.2,0,144.6,92.3,9.8,5.2,1,153.1,90.9,8.8,1.9
27071000190,27,071,000190,11,28,2,0,0,13,25,2,1,0,11,26,3,0,11,26,1,2,0,14,21,5,1
27071000195,27,071,000195,152.1,67.4,1.1,1,0,160.2,57.3,1,1,0,156.3,47.1,10,0,156.3,50.9,6,2,0,163.1,48,5.2,0
27073000005,27,073,000005,26.8,20.1,4.1,0.1,0,30.6,17.5,4,0,0,33.5,12.4,4.2,0,32.3,12.4,4.2,1,0,32.7,12.1,5.2,0
27073000010,27,073,000010,34,29,1,0,0,37,24,2,0,0,33,22,4,0,38,19,3,0,0,37,20,2,0
27073000015,27,073,000015,20,36,3,0,0,27,28,2,1,0,26,30,1,0,29,27,2,0,0,27,28,1,1
27073000020,27,073,000020,39,60,3,0,0,45,53,3,0,0,45,53,3,0,45,51,3,1,1,48,48,2,3
27073000025,27,073,000025,20.2,39.2,6.8,2,0,30.4,33,5.8,0,0,36.1,26.2,2.9,0,30,27.1,7.1,1,0,32.3,27.2,6.8,0
27073000030,27,073,000030,13.2,39.3,3,0,0,22.3,29.2,3,0,0,21.3,29.2,4,0,22.3,22.2,8,1,0,28.3,22.2,3.1,0
27073000035,27,073,000035,71.3,35.7,0.8,0,0,81.3,24.9,0,0.8,0,83,24.1,0.8,0,84.6,21.6,1.7,0,0,85.4,22.4,0,0
27073000040,27,073,000040,47,57,1,0,0,54,48,3,0,0,56,46,3,0,55,43,5,0,0,57,46,2,0
27073000045,27,073,000045,223.6,446.5,14,5,0,285.8,370.3,18,12,0,296.8,347.3,31,1,290.7,340.3,26,15.1,0,302.8,334.3,28.1,2
27073000060,27,073,000060,16,20,0,0,0,21,15,0,0,0,20,14,1,0,20,13,0,2,0,21,12,1,0
27073000065,27,073,000065,30,36,0,0,0,44,21,1,0,0,42,21,2,0,42,20,2,1,0,43,20,2,0
27073000070,27,073,000070,26.9,33.8,0.7,0,0,33.2,25.6,1.4,0.7,0,33.1,22.8,4.1,0,31.1,25.5,1.4,2.1,0,29.8,26.2,3.4,0
27073000075,27,073,000075,23,33,1,0,0,29,25,4,0,0,28,22,5,0,28,20,4,1,0,33,19,3,0
27073000080,27,073,000080,36,47.8,0,0,0,41.9,41.9,0,0,0,42.9,33.1,3.9,0,38,39,2,0,0,43.9,32.2,2.9,0
27073000085,27,073,000085,35.2,55.9,0.9,0.9,0,51.4,41.5,0,0,0,50.5,40.6,1.8,0,48.7,40.6,1.8,0,0,52.3,37.9,1.8,0
27073000090,27,073,000090,10,10,0,0,0,12,9,0,0,0,13,7,0,0,12,8,0,0,0,14,6,0,0
27073000095,27,073,000095,271,429.7,22,2,0,355.1,330.5,24,6,1,349,331.6,30,1,337.1,317.5,43.1,7,0,366.1,294.4,50.1,1
27073000110,27,073,000110,59,41.3,2,1,0,67.9,32.5,0,0,0,63,35.4,3,0,64.9,29.5,3.9,1,0,65.9,27.6,3.9,0
27073000115,27,073,000115,26,13,1,0,0,24,15,1,0,0,22,10,4,0,23,11,1,0,0,22,12,3,0
27073000120,27,073,000120,21,31,4,0,0,28,24,3,0,0,28,23,2,0,27,21,3,0,0,29,19,5,0
27073000125,27,073,000125,38,45,2,0,0,57,27,1,0,0,51,28,5,0,57,22,2,2,0,57,23,3,0
27073000130,27,073,000130,7,19,0,1,0,13,14,0,0,0,14,12,2,0,13,14,1,0,0,14,11,3,0
27073000135,27,073,000135,22,14,0,0,0,24,11,1,0,0,22,11,2,0,23,9,3,0,0,28,6,1,0
27073000140,27,073,000140,32.8,16.8,0.2,0,0,38.6,11.1,0.2,0,0,36.9,11.8,0.1,0,34,10.9,3.9,0,0,37.7,11.8,0.2,0
27073000145,27,073,000145,50.6,68.8,0.3,0,0,64.5,52.9,0.6,1.3,0,64.5,50.6,3.9,0,62.5,50.9,2.6,2,0,65.9,47.2,4.6,0
27073000150,27,073,000150,69.9,90.9,3,1,0,92.6,70.2,3,1,0,90.6,66.2,6.9,0,85.7,67.2,4.9,5.9,0,95.5,62.3,7.9,0
27073000155,27,073,000155,24.8,29.7,1,0,0,32.7,24.8,1,0,0,27.7,23.8,5,0,29.7,22.8,2,1,0,29.7,20.8,5.9,0
27073000160,27,073,000160,48,30,3,0,0,53,22,7,0,0,55,20,6,0,56,19,4,1,1,54,19,8,0
27073000165,27,073,000165,46,29,1,0,0,62,13,1,0,0,56,17,2,0,54,17,2,1,0,58,13,4,0
27075000005,27,075,000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27075000010,27,075,000010,93.2,93.3,5.7,2,0,105.7,86.5,1.3,0.5,0,108.9,78.9,3.7,0,100,78.1,7.6,1.5,0,108.1,80.1,3.9,0
27075000020,27,075,000020,37.5,66.7,1.5,0,0,44.2,58.5,1.5,0.8,0,40.5,60,3.8,0,42.7,54.7,6,1.5,0,43.5,58.5,3.8,0
27075000025,27,075,000025,64.7,157.8,8,12,0,74.7,146.9,13.9,3,0,73.7,151.8,14,0,69.7,144.7,20,4,0,76.7,143.8,17,0
27075000035,27,075,000035,163.2,271.4,3,4,0,180.2,252.4,6,2,0,189.2,240.3,7,0,181.2,235.3,15,3,0,199.2,230.4,10,0
27075000040,27,075,000040,110.8,192.6,7,3,0,127.7,174.6,11,2,0,128.7,169.7,14,0,128.7,152.7,24,6,0,133.7,154.7,20,0
27075000050,27,075,000050,281.1,331.9,10.8,3.9,0,320.3,286.9,13.7,2.9,1,328.1,268.3,16.6,0,317.3,256.6,30.3,6.8,0,326.2,264.4,27.4,0
27075000060,27,075,000060,233.6,432.9,18.4,11.8,0,264.3,407.2,18.1,5.1,0,267.1,396.7,25.8,0,266.6,368.9,39.3,12,0,281.6,374.1,34,1
27075000065,27,075,000065,57.4,59.7,1.3,4.1,0,54.2,58.3,6,4,0,59.3,59.9,3.2,0,52.7,55.9,11.4,2.1,0,58.3,56.9,7.2,0
27075000070,27,075,000070,153.9,291.4,9.2,3.1,0,165.3,270.1,13.2,6.1,0,173.3,267,12.3,0,173.3,248.6,27.5,4.2,0,171.5,260.7,20.4,1
27075000080,27,075,000080,105.6,168.7,16.2,2.7,0,120.9,152.4,11.7,7.2,0,120,149.8,19.9,0,113.7,145.2,19.9,9.9,0,126.3,140.7,22.6,0.9
27075000090,27,075,000090,64.5,116.8,4.6,2.1,0.4,71.2,108,5,2.1,0.4,68.7,107.2,8,0.4,70.7,98.8,9.6,3.8,0.4,77,95.4,11.3,0.4
27075000105,27,075,000105,154,330,6,1,0,172,304,9,4,0,178,299,7,0,179,279,23,4,0,184,277,23,0
27075000110,27,075,000110,31.7,55.7,1,1.9,0,32.7,55.7,1,1.9,0,33.6,52.8,2.9,0,31.7,50.9,4.8,1.9,0,34.6,50.9,2.9,0
27075000115,27,075,000115,64.6,140.9,1.8,0.9,0,73.6,132.8,1.8,0,0,72.7,128.4,6.3,0,78.1,115.8,10.8,0.9,0,77.2,121.2,7.2,0
27075000120,27,075,000120,143,220,0,3,0,157,205,3,1,0,156,199,8,0,161,195,6,0,0,164,191,7,0
27075000125,27,075,000125,149,229,6,0,0,161,207,10,5,0,166,201,14,0,159,200,15,8,0,175,193,15,0
27075000130,27,075,000130,99.1,121,2,5,0,103.1,119,3,1,0,105.1,117,5,0,102.1,115,7,3,0,106.1,114,7,0
27075000135,27,075,000135,53.7,28.8,2,1,0,53.7,25.8,3,3,0,55.6,26.8,3,0,57.6,20.9,5,2,0,56.6,21.9,6,0
27075ZZZZZZ,27,075,ZZZZZZ,128.9,215.3,10.4,3.2,0.6,142.6,198.5,9.6,4.4,0.6,139.9,195.8,14.9,0.6,141.6,181.5,19.7,7.2,0.6,152.3,178.5,20.7,0.7
27077000005,27,077,000005,83.7,37.9,0.3,0.1,0,87.7,31,0.2,0.9,0,84.7,31.1,3.9,0,83.3,29.3,6,0.2,0,83.6,30.3,3.9,0
27077000010,27,077,000010,98,113,3,0,1,111,94,7,2,0,113,92,6,0,110,83,8,5,0,112,88,9,0
27077000015,27,077,000015,61.4,38,2,1,0,63.4,37,0,1,0,67.3,32.2,2,0,70.2,28.3,3.9,0,0,68.2,32.2,1,0
27077000020,27,077,000020,117.4,71.6,4,1,0,131.5,57.5,3,0,0,127.4,60.5,3,0,124.4,52.5,8,2,0,128.5,56.4,6,0
27077000030,27,077,000030,100.4,57.8,7.9,2,0,110.3,46.7,7,1,0,110.3,47.7,10.1,0,107.3,39.7,10.2,5.9,0,110.2,41.7,12.1,0
27077000031,27,077,000031,23,31,1,0,0,33,21,0,1,0,29,22,2,0,29,23,0,1,0,33,21,1,0
27077000035,27,077,000035,24.9,14.9,0,1,0,24.9,14.9,0,0,0,23.9,13,3,0,23.9,13,0,2,0,23.9,13.9,2,0
27077000040,27,077,000040,95,50,3,0,0,107,41,2,0,0,103,41,5,0,103,37,5,1,0,102,37,5,1
27077000044,27,077,000044,103.3,97,3.7,0.9,0,119.3,78,2.8,0.1,0,116.3,78.9,4.9,0,109.7,78.8,7.8,2.8,0,124.5,68.7,4.9,0
27077000045,27,077,000045,40.7,23.2,1,0,0,47.7,13.2,3,0,0,45.8,15.2,4,0,44.7,16.2,3.1,1,0,47.7,14.2,3,0
27077000046,27,077,000046,34,20,3,1,0,35,17,4,2,0,35,18,4,0,37,16,3,1,0,35,16,6,0
27077000050,27,077,000050,142,83.9,3.8,0.9,0,149.6,75.3,5.7,0,0,151.5,70.5,8.6,0,148.7,71.5,7.6,2.9,0,155.3,68.6,3.8,0
27077000055,27,077,000055,22,24,6,0,0,24,22,6,0,0,25,24,3,0,22,22,8,0,0,23,23,6,0
27077000065,27,077,000065,42.5,24.3,2,0,0,40.5,17.2,6,1,0,43.5,19.2,3.1,0,45.5,16.2,5,0,0,47.5,13.2,7,0
27077000070,27,077,000070,65.5,21.2,1,0,0,64.7,17.1,4,1,0,66.7,17,4.1,0,64.7,17,5.1,1,0,64.8,18.9,2,0
27077000075,27,077,000075,4.5,2.7,0.1,0,0,4.8,2.4,0.2,0,0,4.8,2.2,0.3,0,4.8,2.3,0.2,0.1,0,5,2.2,0.1,0
27077000080,27,077,000080,11.9,17.6,0,0,0,14.8,14.7,0,0,0,12.8,15.6,0,0,12.8,15.6,0,0,0,16.7,12.7,0,0
27079000005,27,079,000005,125.9,175.3,10.7,3.9,0,147.2,155.9,9.7,1,0,160.7,120.1,19.4,0,164.6,111.3,18.4,6.8,0,161.7,112.3,32,0
27079000010,27,079,000010,216.4,236.1,5.8,1.1,0,257.8,192.6,5.8,1.1,1,263.8,162.2,16.4,0,276.2,146.6,16.8,3.5,0,278.9,146.2,23.3,0.2
27079000015,27,079,000015,88.4,136.8,7.9,4,0,100.3,126.8,6,2,0,117.1,100.1,13.9,0,116.1,89.2,14.8,4,0,118.1,89.2,18.8,0
27079000020,27,079,000020,141,106,4,1,0,154,90,1,4,0,158,77,10,0,161,70,5,3,0,172,62,7,0
27079000025,27,079,000025,179.8,190,11.1,5,0,210.2,165.5,7.2,1.1,0,227.3,127.2,21.3,0,229.5,121.8,15.2,5.2,1,232.6,125.8,17.3,1
27079000030,27,079,000030,280.6,293.5,9.9,3,0,317.2,256,11.8,2.9,0,331.1,217.4,28.6,0,340.9,197.8,20.7,11.8,0,346.8,202.8,24.6,0
27079000035,27,079,000035,31,46.7,1.1,0,0,38.7,34.9,3.1,1,0,40.8,33.7,2.2,0,39.6,28.6,7.3,0.1,0,44.9,28.5,4.3,0
27079000040,27,079,000040,100.8,158.5,8.9,5.9,0,104.9,150.5,11.9,5,0,112.8,132.5,24.8,1,112.8,124.6,22.8,10.9,0,114.9,124.6,32.7,0
27079000045,27,079,000045,97.1,133.4,5,2,1,108,125.4,2.1,2,0,112,110.3,15.1,0,110.1,109.2,10.2,7.1,0,116,104.3,15.2,2
27079000047,27,079,000047,237.2,351.4,14.2,3.1,0,278.4,304.2,15.2,6.1,1,301.8,268.6,25.4,0,308.7,251.5,27.4,9.1,0,315.8,233.5,45.5,0
27079000050,27,079,000050,28.6,30.6,3.9,0,0,32.6,23.7,3,1,0,34.5,21.7,2,0,31.6,20.7,5.9,0,0,32.6,20.7,6.9,0
27079000055,27,079,000055,125.5,82.2,6.1,0,1,129.7,77,3.1,4,0,135.7,66,6.1,0,134.7,58.9,9.1,6,1,139.7,52.9,15.2,1
27079000062,27,079,000062,581.5,430.8,15.4,3.5,0,659.3,344,16.3,6.5,0,670.2,316.5,24,0,653.3,311.4,37.2,16.7,0,686.8,294.2,34.8,2
27079000065,27,079,000065,407.6,434.8,30.2,5,1,449.1,383.1,30.2,5.1,1,481.4,323.8,43.3,1,464.1,317.9,56.2,12.1,3,495.4,295.6,67.4,2
27079000075,27,079,000075,664.1,860.5,63.7,15.8,0,770.1,757,60,7,0,830.4,650.5,85.9,1,809,638.1,96.7,27.8,0,832.9,619,113.5,2
27079000085,27,079,000085,204.8,160.8,10.9,1.2,0,233.8,126,10,5,0,249.4,103,18,0,234.1,111.3,13.2,8,0,250.1,93.5,22,1.9
27079000087,27,079,000087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27079000090,27,079,000090,533.2,600.2,47.1,14.4,1,617,512.5,43.3,16.4,1,618,486.5,67.4,1,613.2,451.8,78,27,0,641.1,442.1,94.3,0
27079000100,27,079,000100,180.2,132.4,3.4,2.1,0,196,109.7,4.3,2.1,1,190.3,108.2,11.5,0,199.9,94.3,8.6,6.2,0,202.3,91,15.7,1
27079000105,27,079,000105,663,700.4,38,6,0,781.2,577.1,34,15,0,772.3,533,61.1,2,766.2,504,75.1,25.1,1,825.3,485,73.1,3
27079000110,27,079,000110,75.7,74.1,3,0,0,86.8,63.1,3,0,0,89.8,54.1,8.9,0,90.8,53.1,6,1,0,92.7,53,6.1,0
27079000115,27,079,000115,143.5,175.5,5.8,4.8,0,169.7,147.4,7.8,3.9,0,167.7,133.8,14.5,0,175.5,125.1,13.6,6.8,0,190,112.5,16.5,0
27079000120,27,079,000120,121.7,124.7,6.3,0.3,0,133.5,111,6.2,1.2,0,148,92.4,7.7,0,145.7,89.3,9.7,2.6,0,150,82.3,12.6,0
27079000125,27,079,000125,243.7,213.7,6.6,0,0,269.9,184.6,6.6,0.9,0,291.5,152.8,11.2,0,297.1,132.1,17.8,4.7,0,307.4,126.5,17.8,2.8
27079000130,27,079,000130,322.4,407.4,32.2,8.8,1,363.5,363.4,26.4,4.9,1,381,310.7,53.7,1,376.2,303.9,44,16.6,1,385.9,304.8,57.6,1
27079000140,27,079,000140,202.1,207.2,8.8,1.2,0,236.5,168.7,8.7,2.1,1,243.1,140,24.4,0.1,242.1,135.5,21.2,3.4,0,250.5,132.4,23.6,1.1
27081000005,27,081,000005,37,57,0,1,0,43,52,0,0,0,46,42,4,0,45,43,3,1,0,43,44,4,0
27081000010,27,081,000010,16.2,27.9,2,0,0,17.3,24.8,4,0,0,17.6,25.3,1.3,0,17.7,24.2,4.1,0.1,0,17.6,25.4,2.2,0
27081000015,27,081,000015,37.8,41.5,0,0.9,0,38.7,37.8,2.8,0.9,0,39.6,35.9,4.6,0,41.5,35,3.7,0,0,42.4,34.1,3.7,0
27081000020,27,081,000020,46.9,29.7,0,0.1,0,50.8,23.6,2.2,0.1,0,49,23.4,3.3,0,50.1,23.4,2.2,0,0,49.2,24.2,2.2,0
27081000025,27,081,000025,31,9,0,0,0,32,8,0,0,0,31,8,1,0,30,7,2,1,0,32,6,2,0
27081000030,27,081,000030,21,22,0,0,0,24,19,0,0,0,26,15,1,0,26,15,1,0,0,24,18,0,0
27081000035,27,081,000035,115,130.2,6,2,0,130.9,117.3,5,1,0,130.9,112.2,8,0,135,102,8,2.1,0,134.1,106.1,10,0
27081000040,27,081,000040,50,37.8,1,0,0,50.1,38.6,0,0,0,50.1,35.8,1,0,53,31,0,1.9,0,54.9,31.9,1,0
27081000045,27,081,000045,63,52,1,1,0,68,47,0,2,0,65,46,5,0,68,45,0,4,0,76.9,38,1,0
27081000050,27,081,000050,111,151.8,8.1,1,0,120,144.8,4.1,4,0,127.2,126,17.1,0,120.3,129.6,10.1,6.1,0,128.8,124.3,12.1,0
27081000055,27,081,000055,155.2,102.9,6,2.9,0,161.6,99.2,5,1,0.1,164.1,89.4,13.3,0,164.7,83,15,4.3,0,170.3,86.2,10.3,0
