GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSRNEW,G18USSDKLO,G18USSMSCH,G18USSGOVE,G18USSOWRI,G18GOVRJOH,G18GOVDWAL,G18GOVMWRI,G18GOVLWEL,G18GOVOWRI,G18SOSRHOW,G18SOSDSIM,G18SOSIDEN,G18SOSOWRI,G18AUDRMYH,G18AUDDBLA,G18AUDMFOR,G18AUDLDOC,G18AUDOWRI,G18ATGRWAR,G18ATGDELL,G18ATGMJOH,G18ATGOWRI
27045000185,27,045,000185,12.1,23.1,2,0,0,13.1,24.1,0,0,0,15.2,22.1,0,0,14.2,21.1,2,0,0,14.2,22.1,0,0
27045000190,27,045,000190,100.3,106.1,14.5,2.9,0,116.7,95.5,11.6,0,0,123.5,80,14.5,0,119.6,75.2,16.4,4.8,0,128.3,81,8.7,0
27045000195,27,045,000195,81,68,2,0,0,88,58,3,1,0,96,45,6,0,99,43,5,1,0,103,38,5,0
27047000005,27,047,000005,688.7,1083.2,34.8,13.5,0,829.1,939.9,30,8.7,0,884.3,828.6,62.9,0,861,795.7,78.4,26.1,0,941.3,743.4,86.1,2.9
27047000010,27,047,000010,22.2,28.7,1,0.1,0,26.8,25.5,0.9,0.1,0,26.5,22.6,2.6,0,25.6,20.9,3.4,1.6,0,27,20.5,4.2,0
27047000015,27,047,000015,382,623,51.7,5.3,0,456.8,550.1,42.6,10.2,0,469,517.8,50.3,0,453.5,459.2,82.6,27.5,1,485.1,463.1,78.8,0.1
27047000025,27,047,000025,525.7,840.8,47.5,11.9,0,613.9,769.4,34.7,6,0,647.7,696.9,63.5,1,622.9,660.2,95.2,17.9,0,681.4,633.5,85.2,1
27047000035,27,047,000035,517.4,781.3,61.7,7,0,598.2,709.5,52.8,12,0,620.1,655.7,57.8,4,594.2,592,116.5,20.9,1,653,585,95.6,1
27047000045,27,047,000045,282.3,510.4,50.2,5,1,318.2,475.3,41.2,6.1,1,336.8,437.4,40.6,0,316.5,390.1,89.6,10.2,1,326.3,406.8,82.4,0
27047000050,27,047,000050,333.5,529.5,52.6,6.8,0,394,484.5,34.1,6.8,1,394.2,451.1,58.5,1,381.4,416,89.7,12.7,0,403,424.7,79.9,0
27047000060,27,047,000060,149.6,193.7,7,1.3,0,166.6,174.5,7.2,2.2,0,180.3,150.9,14.8,0,172,142.6,19.1,5.3,0,187.5,139.9,14,0
27047000061,27,047,000061,0.2,0.4,0,0,0,0.3,0.3,0,0,0,0.3,0.3,0,0,0.3,0.3,0,0,0,0.3,0.3,0,0
27047000065,27,047,000065,119.9,157.9,9,1,0,148.9,132.9,6,0,0,158.9,112,11,0,153.9,104,17,5,0,161.9,108,13,0
27047000070,27,047,000070,72.4,86.5,3,0,0,87.5,68.5,4,1,0,98.5,57.4,5.1,0,94.5,54.4,8.1,1,0,94.5,53.4,11.1,0
27047000075,27,047,000075,232.8,265.4,5.4,2,0,269.4,224.4,8.3,4,0,283.2,198.3,16,0,273,190.7,18.4,5.7,0,285.5,180.5,19.7,1
27047000080,27,047,000080,107.8,102.9,3.9,0,0,121.4,90.3,2.9,1.9,0,122.4,83.5,6.8,0,117.5,81.6,6.8,4.9,0,131.1,71.9,10.7,1
27047000085,27,047,000085,74,70,2,0,0,85,61,1,0,0,95,45,6,0,91,47,3,3,0,94,49,4,0
27047000090,27,047,000090,160.6,141.6,8.1,7,0,178.1,127.1,6.1,2.1,1,181.2,117.8,13.2,0,167,115.8,20.2,6.2,0,187.4,105.5,17.4,0
27047000095,27,047,000095,35.1,39.8,3.1,0.1,0,39.5,36.4,2.1,0.1,0,39.5,32.7,5.3,0,38.5,30.4,6.3,1.1,0,40.8,29.5,5.5,0
27047000100,27,047,000100,74.8,100.9,8,3,0,79.9,100.9,6,1,0,82.9,85.8,12,0,81.9,79.8,13.1,4,0,89.9,78.8,11.1,0
27047000105,27,047,000105,55.1,58.1,4,2,0,60.1,52.1,2,2,0,64.1,38.1,11,0,62.1,39.1,8,3,0,66.1,39.1,7,0
27047000110,27,047,000110,63.5,64.5,1,2,0,68.5,55.6,3,2,1,69.5,45.7,7.9,0,68.5,46.7,7,0,0,75.4,39.7,8.9,0
27047000115,27,047,000115,104.1,126.5,8.8,2,0,122.6,110.9,4.9,2,0,125.5,100.2,9.7,0,129.4,92.4,10.7,2,0,131.4,94.4,9.7,0
27047000120,27,047,000120,123.2,134.2,12,3,0,129.2,129.1,12,1,0,147.3,106.1,12,1,139.2,99.1,23,2,1,147.3,94.1,22,0
27047000125,27,047,000125,119.8,89.8,3,1,0,123.8,76.8,7,6,0,139.7,63.9,8,0,133.7,59.9,9,6,0,136.7,57.9,12,1
27047000130,27,047,000130,114.7,177.7,7.7,0.4,0,121.4,167.6,6.9,3.8,0,136.2,144.6,16.9,0,136.1,141,12.6,4,0,150.3,128.3,18.1,0
27047000135,27,047,000135,71.8,70.8,5,1,0,85.8,58.9,4,0,0,82.8,49.9,11,0,81.8,47.9,10,4,0,87.8,50.9,9,0
27047000140,27,047,000140,87.2,62.2,1,3,0,90.2,57.1,3,1,0,91.2,46.1,11,0,94.2,46.1,6,1,0,95.2,45.1,5,0
27047000145,27,047,000145,51,65,7,0,0,50,68,3,1,0,57,61,4,0,52,53,12,3,0,58,53,9,0
27047000150,27,047,000150,101,101,2,1,0,116,85,2,2,0,122,71,8,0,120,70,8,3,0,129,64,8,0
27047000155,27,047,000155,97.9,41.6,6,2,0,109.2,31.3,6.1,1.1,0,109.2,28,7.4,0,104.1,27,8.2,5.2,0,110.6,25.6,7.3,0
27047000160,27,047,000160,60,78,2,1,0,71,63,2,3,0,68,60,7,0,68,54,8,4,0,79,51,5,0
27047000165,27,047,000165,13,11,2,0,0,15,10,1,0,0,15,8,1,0,15,6,3,0,0,16,8,1,0
27047000170,27,047,000170,95,121,5,3,0,106,111,4,1,0,110,93,14,0,105,90,12,6,0,117,82,17,0
27047000175,27,047,000175,53,67,0,1,0,59,59,1,1,0,61,54,5,0,63,49,4,3,0,70,47,4,0
27047000180,27,047,000180,136,147,6,3,0,156,131,5,0,0,164,116,11,0,165,108,13,2,0,172,103,15,0
27047000185,27,047,000185,7,13,1,0,0,8,12,1,0,0,8,8,4,0,7,9,3,0,0,5,10,5,0
27047000190,27,047,000190,112,73,4,1,0,124,64,2,0,0,122,56,10,0,120,55,6,7,1,126,50,13,0
27047000195,27,047,000195,84.2,94.1,3,4,0,90.1,94.1,0,1,0,97.1,84.2,1,1,96.1,79.2,7.9,0,1,97.1,80.2,5.9,2
27047000200,27,047,000200,69,99,3,1,0,75,91,4,2,0,83,84,5,0,82,82,4,2,0,82,80,7,0
27047000205,27,047,000205,161.6,182.8,4.8,1.9,0,202.2,140.3,4.8,3.9,0,202.2,120,11.6,0,201.2,108.4,12.6,4.8,0,211.9,111.3,15.5,0
27047000210,27,047,000210,113.2,104.4,2,2,0,126.8,89.7,2.9,2.9,0,124.8,78,15.6,0,122.9,79,6.8,7.8,0,140.5,63.4,12.7,1
27047000215,27,047,000215,88.2,104.8,3.5,3.7,0,107,87.5,5.3,2.2,0,111.3,73.2,15.4,0,109.4,75.6,7.7,4,0,117.3,73.3,9.2,0
27047000220,27,047,000220,18,32,0,0,0,20,30,1,0,0,20,30,1,0,19,28,3,0,0,18,26,6,0
27049000005,27,049,000005,25,22,2,0,0,29,17,3,0,0,30,16,3,0,25,14,7,1,1,30,13,5,0
27049000010,27,049,000010,148.7,128.9,3.1,2.1,0,167.3,107.3,4.1,3.1,0,179.3,85,11.4,0,168.1,91.2,9.3,5.1,0,184.3,85,9.4,0
27049000015,27,049,000015,141.1,96.1,4,2,0,173.1,66.1,2,1,0,189.1,43.1,8,0,177.1,52,6,4,1,177.1,53,9,1
27049000020,27,049,000020,398.3,557.2,28,7.1,0,463.6,477.7,35.1,11.1,2,497.8,433,44.3,1,467.6,416.1,59.3,31.3,0,489.8,425.9,67.6,1
27049000025,27,049,000025,435,512.6,26.1,6.1,2,506.3,433.1,25.3,12,1,536.5,384.9,38.3,0,518.4,374.7,49.4,17.3,0,540.4,364.9,53.5,0
27049000030,27,049,000030,332.3,316.3,4.7,5.5,0,382.2,260,9.9,4.7,0,392.9,231.7,18.8,1.1,379.2,232.5,19.5,17.7,0,387.9,231,31.4,0
27049000035,27,049,000035,110,67,3,1,0,128,50,2,1,0,132,44,3,0,126,49,4,1,0,129,42,6,0
27049000040,27,049,000040,9.7,5.8,1.6,0.2,0,10.5,5.2,1.4,0.2,0,11.4,5,0.8,0,11.1,3.7,2.1,0.4,0,11.4,3.7,2.1,0
27049000045,27,049,000045,190.7,269.2,7.5,4.1,0,236.9,211,10.4,9,0,245.2,192.4,24.5,0,240.5,181.6,21.7,10.1,1,243.1,181.4,32.4,0
27049000050,27,049,000050,405.4,455.2,17.8,11.8,0,472.6,387,18.8,7.9,0,505.3,328.7,43.5,0,473.7,330.6,46.4,22.7,0,508.2,313.9,56.3,0
27049000055,27,049,000055,277.2,207.2,13,5,0,300.3,175.1,19,7,0,337.3,133.1,25,0,324.3,142.1,23,10,0,329.3,134.1,33,0
27049000060,27,049,000060,158.8,109,8,3,0,193.8,70,8,4,1,204.8,57,8,1,198.8,60,9,4,0,198.8,57,15,0
27049000065,27,049,000065,259.1,266.6,16.5,3.1,0,298.6,227.1,14.4,3.1,0,309.6,209.6,16.6,0,300.7,192.9,30.8,9.3,0,313.9,188.9,29,0
27049000070,27,049,000070,130.9,104.2,3,2,0,155.7,77.4,4,2,0,161.7,68.5,7.9,0,159.7,68.5,8.9,1,0,157.7,64.5,14.9,0
27049000075,27,049,000075,356.7,423.1,38,8,0,423,346.8,37,15,0,464.9,303.8,41.1,0,446.9,289.8,60.1,17.1,0,454.1,298.7,63.1,0
27049000080,27,049,000080,113.3,76.8,3,0,0,132,56.2,3,3,0,129.1,52.2,8.9,0,126.1,53.2,3.9,4.9,0,137.9,47.3,5.9,0
27049000085,27,049,000085,168.4,253.3,12.1,1.1,0,197.9,220.8,14.1,3.1,0,223.1,194.3,15.4,0,210.8,194.3,15.4,9.2,0,212.2,200.1,18.5,0
27049000090,27,049,000090,210.2,206.8,4.3,4.3,0,238.4,174.3,6.8,5.1,0,238.4,160.6,20.5,0.8,231.5,166.6,12,7.7,0,243.5,156.3,20.5,0
27049000095,27,049,000095,183.7,171.8,3.2,4.1,0,202.4,149.2,4.2,6.1,1,215.5,137.6,9.5,0,212.4,134.6,11.3,4.3,0,212.6,135.6,11.5,1
27049000100,27,049,000100,494,548.2,33.6,14,0,553.8,489.4,31.8,14.9,0,572.5,444.5,55.1,0,565,423,58.8,28,0,590.2,429.6,62.6,0.9
27049000105,27,049,000105,175.5,176.4,8,7.5,0,206,148.8,7.8,3.9,0,216.7,128.8,17.9,0,218,120.7,14.4,7.6,0,227.3,119.3,18.5,0.1
27049000110,27,049,000110,366.3,574.9,36.2,5.9,0,478.9,454.4,28.4,6.9,1,502.4,404.4,48.1,0,452.6,406.2,58.8,15.7,2,494.6,398.4,47.2,2.9
27049000115,27,049,000115,462.1,645.1,32.6,13.2,1,524.5,569.7,40.2,13.6,0,564,513.5,55.7,0,530.4,501.5,67.1,23.1,0,563.5,490.4,71.3,2
27049000125,27,049,000125,317,689,40,13,2,413,583,44,13,2,447,546,48,1,416,533,64,24,0,432,536,75,2
27049000130,27,049,000130,340.2,543.7,40.9,9,0,406,475.9,35.9,11,0,429,440,43.9,0,419,428,55.9,14,0,445,407,64.8,1
27049000140,27,049,000140,339,744,34,13,0,409,662,41,15,0,450,615,58,0,417,591,73,23,0,458,577,74,1
27049000145,27,049,000145,326.7,550.9,32.6,3,0,412.5,464,22.8,5,1,407.6,446.3,34.6,0,424.4,397.9,42.5,17.8,0,430.3,402.9,56.3,3
27049000155,27,049,000155,228.6,544,51,15,0,275.7,491.9,50,14,1,300.7,490.9,32.1,0,271.7,464.8,76.1,11,0,285.7,464.8,71.1,0
27049000160,27,049,000160,259.9,539.8,36.9,4,0,319.9,456.8,43.9,12,0,325.9,432.8,58.9,0,325.9,394.8,82.9,16,0,336.9,425.8,64,1
27049000170,27,049,000170,231.3,167.5,2,3,0,259.2,137.6,4,3,0,265.2,116.7,15.9,0,251.3,121.7,12,12,0,272.2,113.7,13,0
27049000175,27,049,000175,302.7,304.6,11.8,4.9,0,336.2,259.3,21.7,4.9,0,354,234.6,22.7,0,349,219.8,30.6,12.8,0,356.9,223.7,32.5,0
27049000180,27,049,000180,207.9,242.1,9.2,5.5,0,252,200.6,8.3,3.7,0,264.8,174,20.3,0,242.8,183.1,24.9,8.3,0,257.5,180.4,23.1,0
27049000185,27,049,000185,90.6,172.5,2.9,1,0,110.8,149.4,2.9,4.8,0,113.7,140.7,9.6,0,117.6,130.1,11.6,1.9,0,115.7,125.3,19.3,1
27049000190,27,049,000190,271,191,6,5,0,308,157,8,5,0,324,131,16,0,315,131,21,5,0,313,131,29,0
27049000195,27,049,000195,172.2,81.9,1,1,0,191.4,58.7,4,1,0,196.4,51.6,6.1,0,194.4,44.6,8.1,3,0,200.4,46.6,8.1,0
27049000200,27,049,000200,152,178.9,7,1,0,182.1,144.8,6.1,4,1,182.1,140.7,12.1,0,181.1,137.7,9.1,9,0,188.1,129.7,18.1,0
27049000205,27,049,000205,158.2,206.5,11.5,0.3,0,193.8,170.2,8.9,5.3,0,192,159.3,20.6,0,188.2,153.9,22.6,9,0,190.7,155.4,27.6,0
27049000210,27,049,000210,317.4,395.3,15.1,5.1,0,362.7,341.1,18,8,0,386.8,299.9,24.1,0,379.8,284.9,36.1,11.1,0,400.8,278.9,33.1,0
27049000215,27,049,000215,433.1,435.8,19.8,7,0,486.7,381.2,12.9,13.9,0,503.7,338.5,38.7,1,494.7,334.5,28.8,25.8,0,504.7,337.4,39.7,3
27049000220,27,049,000220,175.7,142.7,8,3,0,201.6,116.8,5,3,0,209.6,100.8,16,0,203.6,102.8,12,4,0,203.6,104.8,17,0
27051000005,27,051,000005,79.2,128.2,5,4,0,105.6,99.7,7.1,1,0,99.7,98.5,15.2,0,97.5,95.6,14.2,3.1,0,108.8,90.5,11.2,0
27051000010,27,051,000010,71.4,99.5,8,3,0,86.6,81.3,7,4,0,78.5,86.3,14.1,0,79.5,81.3,15.1,2,0,84.6,75.3,17,0
27051000015,27,051,000015,20.6,35.5,1,1,0,28.7,28.3,0,0,0,26.7,29.2,0.1,0,27.6,26.3,1,1,0,28.8,25.2,1,0
27051000020,27,051,000020,260,293,17,2,0,306,242,20,3,0,305,229,25,0,297,218,31,8,0,303,217,37,1
27051000025,27,051,000025,42.5,34.5,3,1,0,52.3,24.7,2,2,0,55.3,17.8,5.9,0,46.4,26.6,4,1,0,60.2,16.8,3,0
27051000030,27,051,000030,81.5,87.5,2,2,0,102.4,63.7,2,3,0,93.5,64.7,11.9,0,92.5,61.7,8.9,6,0,101.4,60.7,8.9,0
27051000035,27,051,000035,113,127,5,2,0,134,102,7,3,0,130,97,14,1,132,93,9,5,1,140,91,11,1
27051000040,27,051,000040,20,11,0,0,0,23,8,0,0,0,23,8,0,0,24,6,0,1,0,26,3,0,0
27051000045,27,051,000045,69,113.1,7,0,0,91,89,4,3,0,98,80,6,0,83,85,9,4,0,94,81,10,0
27051000050,27,051,000050,100.5,152.3,12.8,2,0,120.1,131.7,10.8,2,0,129.9,123.8,11.8,0,120.1,122.8,16.7,3.9,0,119.2,123.8,21.6,0
27051000055,27,051,000055,63.5,55.7,5.2,0,0,72.9,49.3,2.2,0,0,73.1,47.1,4.2,0,71.9,45.1,7.3,0.1,0,78.8,38.2,5.4,1
27051000060,27,051,000060,32.8,15.4,1.9,1,0,39.5,4.8,3.9,1,0,41.4,3.9,3.9,0,34.7,7.7,4.8,0,0,35.6,7.7,4.8,0
27051000065,27,051,000065,33,43,0,1,0,38,35,1,1,0,42,29,5,0,38,33,2,2,0,41,31,4,0
27051000070,27,051,000070,15,28.9,0,0,0,21,22,0,0,0,18,21,1,0,18,22,0,0,0,19,21,0,0
27051000075,27,051,000075,22,41,0,0,0,32,31,0,0,0,32,26,3,0,27,32,3,0,0,33,27,1,0
27051000080,27,051,000080,19,13,0,0,0,20,12,0,0,0,20,11,1,0,17,14,1,0,0,18,13,0,0
27051000085,27,051,000085,16,10,1,0,0,19,9,0,0,0,19,8,0,1,19,6,2,1,0,19,7,1,0
27051000090,27,051,000090,141.1,140.1,3,1,0,165.7,105.6,8.9,1,0,168.7,97.7,10.8,0,160.8,101.6,11.8,3.9,0,177.5,93.7,10.9,0
27051000095,27,051,000095,48,41,1,0,0,57,28,4,1,0,47,38,4,0,46,38,5,0,0,56,28,6,0
27051000100,27,051,000100,34,26,2,0,0,45,17,1,0,0,44,18,1,0,39,20,3,1,0,44,17,1,0
27051000105,27,051,000105,44,53,1,0,0,58,39,1,0,0,49,35,13,0,52,35,4,3,0,58,31,5,0
27051000110,27,051,000110,41.2,46.6,1.1,1,0,49.5,37.2,3.1,0,0,50.6,34.1,5.2,0,47.3,33.3,6.2,1,0,47.4,38.3,3.2,0
27051000115,27,051,000115,35,42,2,1,0,43,27,6,2,0,40,29,6,0,39,27,8,2,0,41,32,4,0
27053000005,27,053,000005,425.6,811.8,26.6,16.2,0,516,716,26.7,17.3,0,519.3,678.1,54,2,506.7,646.4,69.1,29.2,1,534.8,656.5,65.5,2.2
27053000010,27,053,000010,449.2,907.3,35.6,12.9,0,543.3,794.4,42.5,19.8,0,558,742.2,65.3,0,572.7,697.6,73.3,21.9,0,584.7,708.4,89.9,7.9
27053000015,27,053,000015,276,751,46,12,0,327,696,42,17,0,331,696,45,0,335,637,62,24,0,351,639,70,5
27053000020,27,053,000020,472,1164,44,18,1,557,1050,55,26,3,579,997,87,1,575,958,90,41,0,607,960,104,6
27053000025,27,053,000025,461.3,1222,34.4,15.2,1,548.9,1124,37.5,13.2,1,553.8,1087.4,61.8,1.1,581.9,1018.4,61.9,36.6,0,589.5,1022.4,87.3,2.2
27053000030,27,053,000030,496,976,42,20,0,594,869,39,24,0,589,841,67,1,583,806,81,34,0,626,774,101,3
27053000035,27,053,000035,371.3,659.7,28.3,3.9,0,425.8,605.1,22.4,8.8,0,432.6,560.3,48.7,0,435.6,532,50.7,24.4,0,461.9,528.1,59.4,3.9
27053000036,27,053,000036,528.6,1072.8,38.4,11.1,1,604.5,982.6,40.5,19.2,1,607.5,944.9,63.9,0,599,895,82.9,35.5,1,638.2,895.2,83.1,6.1
27053000040,27,053,000040,527,1116,38,10,1,617,1015,37,14,0,641,954,60,1,641,905,87,21,0,664,893,99,3
27053000045,27,053,000045,720.5,1642.3,48.8,12.9,2,846.1,1495.8,56.8,20.9,0,874,1437,72.8,0,924.8,1304.5,108.6,37.9,1,919.8,1326.4,126.6,11
27053000050,27,053,000050,364.8,784,17.9,2.7,0,456.8,676.8,25.9,6.3,0.9,472,637.4,33.1,2.7,477.4,595.4,60.8,13.4,0.9,488.1,609.7,51.9,7.2
27053000055,27,053,000055,449.3,1071.8,43.5,15.8,0,517.6,987.7,56.4,17.8,0,524.5,972.8,63.3,2,526.5,886.7,115.8,27.7,1,559.2,889.7,110.8,5
27053000060,27,053,000060,499.4,991,18.8,9.9,0,628.7,844.9,25.7,13.8,1,632.7,801.5,47.4,1,648.5,752.1,53.3,27.6,1,675.1,756.1,61.2,7.9
27053000065,27,053,000065,541.9,772.1,15.7,9.5,0,617.9,688.5,16,10.7,0,622.4,645.4,39.8,1.1,643.8,597.7,44.9,23.4,0,659.2,614.2,43.8,2.2
27053000070,27,053,000070,484.6,1036.7,27.4,9.8,0,602,900.6,38.2,11.8,0,587.4,859.5,63.6,1,586.4,803.7,85.2,35.2,0,667.6,771.4,91,2.9
27053000071,27,053,000071,343.9,777.6,21.3,5.9,1,447.1,670.3,19.5,9.8,1,439.5,653.4,34.2,1,456,623.1,36.2,17.6,1,473.6,607.8,55.4,3
27053000075,27,053,000075,539,1290.1,40,23,0,654,1171.1,47,19,1,654,1122.1,70,1,657,1085.1,91,30,1,685,1079.1,110,4
27053000080,27,053,000080,358.4,752.2,21.6,7.9,0,407.5,683.4,26.5,12.8,0,407.5,649.1,48.1,1,433,601,50.1,28.5,0,446.8,607.8,60.9,6.9
27053000085,27,053,000085,369.8,767.2,12,3,0,443.1,685.9,18,5,2,450.2,642.9,34.9,1,473.2,610.8,32,13,1,475.2,623.6,41,3.1
27053000090,27,053,000090,390.3,832.9,14.1,9.1,0,485.4,731.5,15.2,6.1,0,485.8,695,33.3,0,512,640.1,36.4,25.2,0,516,670.9,37.7,2.2
27053000095,27,053,000095,494,1257,30,13,0,591,1146,39,13,0,605,1090,71,0,617,1021,77,37,0,637,1034,84,10
27053000100,27,053,000100,422,1022,47,7,0,533,897,45,18,0,528,870,59,1,541,815,81,30,1,542,841,88,0
27053000105,27,053,000105,562.7,1002,16.6,8.8,2,680.1,867,23.5,10.8,2,674.2,841.6,36.2,2.9,681.1,793.6,41.1,25.4,2,708.5,793.6,59.7,10.8
27053000106,27,053,000106,483.4,984,15,1,0,583.6,862.8,17,14,2,597.6,812.8,51,0,631.6,738.7,50.1,31,0,643.6,739.8,70.1,3
27053000107,27,053,000107,291,787,35,15,0,345,732,42,6,2,350,712,50,1,340,657,89,26,2,370,647,100,2
27053000110,27,053,000110,338.2,869,35.2,24.4,1,380.2,826.9,43,17.6,0,371.4,804.5,74.3,1,385.1,745.8,82.2,40.1,1,411.5,766.4,76.2,4.9
27053000115,27,053,000115,315,1127,57,13,1,375,1055,59,23,0,365,1047,68,1,357,949,140,27,1,387,984,124,2
27053000120,27,053,000120,425,927,55,14,1,508,842,56,11,1,502,824,75,1,490,758,129,26,1,538,755,113,3
27053000125,27,053,000125,369.7,881.4,34,16,5,436.7,802.4,46,16,1,442.7,782.4,61,1,428.7,743.5,86.9,28,2,445.7,736.5,100.9,7
27053000130,27,053,000130,477,1065,42,18,2,567,965,47,19,1,557,932,75,3,575,872,93,27,0,594,893,91,7
27053000131,27,053,000131,216,480,23,5,1,242,445,26,10,2,246,428,38,2,248,393,55,21,1,268,404,47,2
27053000132,27,053,000132,249,763,45,14,0,298,715,45,16,1,301,700,60,1,303,655,73,23,1,315,664,84,2
27053000200,27,053,000200,316.8,1047.5,80.2,26.7,0,367.3,1005,70.3,19.8,1,371.3,1011.9,60.4,1,349.5,945.5,113.9,40.6,1,386.1,972.3,96,4
27053000205,27,053,000205,206.6,970,59.3,18.1,0,250.7,917,58.2,18.1,3,246.8,922,52.2,4,254.5,842.9,95.4,27.2,1,278.7,895.8,69.4,1
27053000210,27,053,000210,369.9,1209.9,68.9,16,2,431.8,1125.2,68.8,21,1,445.6,1104.5,77.8,0,444.4,1044.5,113,28.9,1,473.6,1071.4,100.8,4
27053000215,27,053,000215,388.9,1346.1,93.8,24,0,465.7,1256.3,77.9,40.8,0,453.8,1260.3,93.8,0,437,1172.3,174.4,34,2,502.6,1209.5,124.6,4
27053000220,27,053,000220,430.4,1382.7,91.5,28.8,0,516.8,1281.4,84.5,31.8,1,524.7,1261.5,100.4,1,508.8,1161.2,168,49.7,2,555.6,1205.9,139.1,7.9
27053000225,27,053,000225,301,917.1,76.2,16.2,2,346,856.2,84,20.2,2,342.1,875.5,67.7,1,342.1,795.2,124.6,29.2,0,364.1,822.3,117.8,2
27053000230,27,053,000230,208,758.1,47,12,0,235,729.1,41,11,0,237,716.1,55,1,234,678.1,76,13,1,253,706.1,52,1
27053000300,27,053,000300,127,699,36,3,2,153,656,38,9,1,160,662,26,1,158,631,61,7,1,165,641,51,1
27053000305,27,053,000305,265.3,764.1,18,15,0,308.4,695,32.1,20,1,299.4,689,53.1,1,310.4,643.9,57.1,22,2,332.4,648.9,62.1,4
27053000310,27,053,000310,238.1,914.4,61,12,1,285.1,859.4,60,11,1,292.1,864.4,47,1,282.1,804.4,97,21,1,303.1,857.4,55,1
27053000315,27,053,000315,196.9,783.6,48,9,0,227.9,756.6,38,9,0,224.9,749.6,47,2,226.9,711.6,73,13,2,243.9,727.6,56,5
27053000320,27,053,000320,515.1,1172.6,37.3,14.1,0,618,1060.4,36.3,18.2,0,608,1029.3,68.5,3,598,988,64.5,36.2,1,646.2,986.9,70.6,5
27053000325,27,053,000325,504,1177,42,14,1,597,1081,34,15,3,585,1036,71,2,583,1007,71,34,3,644,994,79,3
27053000330,27,053,000330,574.4,1322,49.3,14.1,1,687.2,1200.1,49.3,12.1,1,681.1,1173,67.5,2,688.2,1095.5,79.6,29.2,2,742.5,1092.6,82.5,7
27053000335,27,053,000335,704.8,1325.7,30,23,0,891.8,1113.7,39,26,1,883.8,1074.7,79,0,876.8,1023.8,74,49,1,952.8,1021.8,78,0
27053000340,27,053,000340,262.8,814.7,37.1,17.6,0,307.7,755.1,52.7,12.7,1,303.8,760.9,51.8,1,314.6,704.3,82,18.6,0,332.1,712.1,75.2,4.9
27053000345,27,053,000345,281.9,982.3,47.8,20.4,1,334.9,901.9,67.2,10.3,0,348.8,887.1,67.2,0,337,832.8,106.8,24.4,1,355.4,848,103.7,5.1
27053000350,27,053,000350,444.5,1016.3,52.5,14.8,2,519.4,939.2,50.6,10,2.9,509.8,919.5,55.5,2,496.1,863.1,100.8,29.6,3.9,537.4,865.4,92.9,10.8
27053000355,27,053,000355,180,639,30,12,0,212,607,30,9,1,215,583,48,0,202,557,71,15,1,221,578,50,2
27053000360,27,053,000360,609.5,1174.1,25,2.1,0,748.4,1022.1,22,9.1,0,756.3,960.9,54.8,0,754.3,945.8,55.8,20,1,788,913.3,75.5,4
27053000362,27,053,000362,382.4,725.3,20.8,4.9,0,451.6,638.4,20.7,11.8,1.9,452.8,623.8,39.7,0,453.7,602.3,38.7,16.8,0,468.8,597.8,43,3
27053000365,27,053,000365,207.8,389.4,18,2.9,0,238.3,351.3,12.4,9.5,0,232.7,340.9,26.6,0,228.8,334.1,26.7,11.4,0,245,336,24.8,1
27053000370,27,053,000370,507,1081.7,52.2,11.1,0,621.3,950.2,55.8,20.2,0,633.4,915.1,77.4,2,616.7,869.2,112.7,29.4,0,665.9,848.9,114.5,5
27053000375,27,053,000375,537,1244,45.6,13.1,1,658.9,1108.9,43.7,15.2,0,639.5,1081.5,74.7,1,657.8,1009.5,86.4,33.2,1,701.3,1018.8,83.5,4.1
27053000395,27,053,000395,297.3,828.4,51.5,10.1,0,351.3,746.9,53.6,20.7,2,359.7,745,60.5,2,351.9,697,96,24.9,0,381.6,710.4,73.6,4.9
27053000397,27,053,000397,453.5,1376.8,73.7,24.1,0,571.5,1233.6,83.5,27.3,2,556,1234.3,88.7,2,549.8,1137,141.1,47.2,1,592.1,1184,127.7,4.1
27053000400,27,053,000400,204.2,668.7,38.2,13,0,238.4,625.4,46.2,10.1,0,233.4,618.4,58.2,1,238.4,576.2,65.4,19.1,1,248.5,600.2,63.2,2
27053000405,27,053,000405,237.8,1156.8,93.3,22.1,1,270.1,1121.3,88.3,23.1,1,274.2,1139.3,82.3,2,263.1,1051,143.6,28.1,1,299.3,1095.1,95.4,5
27053000410,27,053,000410,384,1012,45,15,1,446,920,57,21,2,452,925,54,0,433,871,106,28,1,458,892,89,3
27053000415,27,053,000415,210,803,53,15,0,231,774,55,16,1,233,772,51,0,229,710,89,26,0,240,740,84,4
27053000420,27,053,000420,138.7,302.1,16.5,1.3,0,157.9,279.2,12.2,5.7,0,158,257.8,27.6,0,153.9,250.3,25.7,12.2,0,172.2,247.4,31.9,1.1
27053000450,27,053,000450,1289.8,1952.3,72.6,20.8,0,1536.9,1655.9,92.9,34.4,1,1532.7,1610.2,140.9,2,1506.3,1523.2,183.2,66.8,3,1605,1479.8,206.3,6.4
27053000455,27,053,000455,1170.8,1822.9,58.2,15.2,0,1449.2,1513.1,64.8,31.5,0,1450.1,1449.2,103.9,0.9,1427.3,1392,114.4,58.2,0.9,1532.1,1334.8,140.2,11.4
