GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PREACAR,G20PRESLAR,G20USSDDUR,G20USSRCUR,G20USSIWIL,G20USSLMAL,G20USSGBLA
17007001003,17,007,001003,179.61,175.96,3.14,4.09,0,2,177.61,161.54,3.14,7.09,5.19
17007001004,17,007,001004,327,252,7,4,0,1,310,233,12,10,8
17007001005,17,007,001005,155.39,142.04,2.86,1.91,0,0,155.39,133.46,2.86,1.91,3.81
17007001006,17,007,001006,159,196,3,3,1,0,150,181,8,9,8
17007001007,17,007,001007,198,200,9,6,1,2,202,183,5,11,8
17007001008,17,007,001008,298.14,258.44,6.3,4.09,1.07,0,290.51,253.44,9.32,5.36,4.14
17007001009,17,007,001009,204,239,7,4,0,2,191,229,6,11,10
17007001010,17,007,001010,100.47,91.16,3.72,0.93,0.93,0,99.53,82.79,0,4.65,1.86
17007001011,17,007,001011,253.96,290.22,12.93,2.99,0.01,0.99,235.04,288.24,10.95,7.98,3.98
17007001012,17,007,001012,406.01,450.24,19.83,6.94,0.01,0,396.01,448.26,9.94,13.91,5.96
17007001013,17,007,001013,180,180,1,4,0,1,179,159,10,7,6
17007001014,17,007,001014,134,188,2,2,0,0,143,157,7,9,4
17007001015,17,007,001015,286,288,10,5,0,1,279,270,5,14,10
17007001016,17,007,001016,626.97,923.62,21.23,6.06,4.98,0.01,583.42,922.96,21.81,25.12,9.08
17007001017,17,007,001017,629.97,784.78,15.58,10.71,2.92,3.89,601.73,779.91,17.53,13.63,21.42
17007001018,17,007,001018,200,417,9,1,1,0,190,418,3,11,3
17007001019,17,007,001019,232,401,11,2,0,1,220,412,7,4,6
17007001020,17,007,001020,255.18,394.24,8,4,0,0,226.19,421.24,6,5,2
17007001021,17,007,001021,240,382,11,6,0,0,215,404,6,8,3
17007001022,17,007,001022,307,444,9,5,1,0,271,469,4,11,7
17007002001,17,007,002001,452.94,434.58,8.42,5.29,0.08,1.1,429.25,414.36,11.49,16.38,17.57
17007002002,17,007,002002,186,334,8,2,1,0,180,320,5,10,2
17007003001,17,007,003001,797.04,1139.56,28.72,8.96,3.92,0.02,742.84,1166.42,13.91,28.13,6.03
17007003002,17,007,003002,427.85,525.81,18.99,6,2,0,406.86,508.82,23.99,25.99,6
17007003003,17,007,003003,384.02,485.11,9.85,5.17,0.08,1.03,371.85,460.66,6.44,28.45,4.32
17007004001,17,007,004001,195.79,352.82,5.96,0.99,0,0,192.81,346.86,1.99,7.95,4.97
17007005001,17,007,005001,145.23,329.98,3.95,1.98,0,0,159.06,303.3,8.89,6.92,2.96
17007006001,17,007,006001,114.01,247.51,3.53,1.77,0,0,114.06,235.97,7.95,5.3,1.77
17007006002,17,007,006002,196,365,2,1,0,1,181,362,13,3,3
17007006003,17,007,006003,628.52,567.68,16.48,4.24,2,1,601.52,552.12,17.08,18.72,18.24
17007007001,17,007,007001,115.97,244.94,7,0,0,0,110.97,235.94,8,5,3
17007007002,17,007,007002,194.03,249.06,7,1,1,0,179.03,249.06,5,6,5
17007008001,17,007,008001,74.14,199.2,7,3,0,0,71.13,190.2,5.01,6.01,3
17007009001,17,007,009001,544.11,758.81,29.45,13.29,0.95,0.96,530.86,728.26,22.84,31.31,16.22
17007009002,17,007,009002,149.43,257.07,5.47,1.68,0.05,1.03,150.71,240.72,7.1,2.62,7.73
17007009003,17,007,009003,196.76,301.82,9.55,1.91,0,0.96,190.07,292.27,5.73,9.55,5.73
17009000101,17,009,000101,3.74,46.69,0,0,0,0,9.34,41.09,0,0,0
17009000201,17,009,000201,26.56,151.48,2.95,0.98,3.93,2.95,41.31,141.64,0.98,0.98,1.97
17009000301,17,009,000301,32.98,152.93,1,1,7,0,45.98,141.93,0,1,0
17009000401,17,009,000401,25,119,4,0,0,1,34,107,1,3,1
17009000501,17,009,000501,15,65,0,0,5,1,21,65,2,0,0
17009000601,17,009,000601,120,353,11,1,7,2,143,334,3,6,3
17009000602,17,009,000602,60.74,177.31,5.98,1.99,2.99,1,75.69,169.33,1,2.99,1
17009000603,17,009,000603,18.26,99.69,2.02,0.01,2.01,0,30.31,87.67,0,2.01,0
17009000604,17,009,000604,44,178,5,3,3,0,49,172,3,6,3
17009000605,17,009,000605,52,140,6,1,1,0,62,129,1,4,1
17009000701,17,009,000701,11.07,105.19,4,0.01,2,0,21.1,93.17,0,6.01,1
17009000801,17,009,000801,8,40,0,1,0,0,12,35,1,1,0
17009000901,17,009,000901,34.36,135.98,3.03,0,2,0,46.39,119.92,2,0.03,2.01
17009000902,17,009,000902,34.41,162.9,2.02,0,3,0,43.43,146.84,1.01,0.02,2.01
17011001001,17,011,001001,52,146,3,0,3,0,57,134,8,1,0
17011002001,17,011,002001,161,280,5,0,1,0,170,258,6,4,2
17011002002,17,011,002002,36,108,0,1,0,0,42,96,3,3,1
17011003001,17,011,003001,107,200,4,5,0,0,120,180,4,8,3
17011003002,17,011,003002,30,85,3,0,0,0,30,85,3,1,0
17011004001,17,011,004001,152,258,10,1,0,0,158,247,7,7,3
17011004002,17,011,004002,116,292,5,3,3,0,135,266,7,5,2
17011005001,17,011,005001,41,139,2,0,1,0,51,125,2,4,0
17011006001,17,011,006001,28,91,0,0,0,0,27,86,2,2,1
17011007001,17,011,007001,59,102,0,1,0,0,66,88,4,1,1
17011007002,17,011,007002,154,185,8,6,0,1,164,162,9,8,5
17011008001,17,011,008001,117,257,2,0,1,0,131,219,5,9,6
17011009001,17,011,009001,94,215,2,3,0,0,103,191,6,5,2
17011010001,17,011,010001,37,111,1,0,1,1,45,104,2,0,0
17011011001,17,011,011001,89,216,2,3,0,0,102,189,3,6,2
17011012001,17,011,012001,26.02,84.04,1,0,0,0,24.02,85.04,2,0,0
17011013001,17,011,013001,169,101,3,1,0,0,175,82,7,8,3
17011013002,17,011,013002,189,158,1,2,1,0,188,135,13,3,2
17011013003,17,011,013003,343,232,5,2,1,0,371,198,7,4,2
17011013004,17,011,013004,141,148,4,0,0,0,135,136,7,5,2
17011013005,17,011,013005,112.39,199.31,3.01,1,0,2,126.41,180.26,5.01,4.01,0
17011013006,17,011,013006,323.29,242.46,0,1.97,0,0.99,329.2,211.91,10.84,2.96,2.96
17011013007,17,011,013007,195.52,209.55,3.01,1.01,2,1,206.56,177.48,13.02,5.01,6
17011013008,17,011,013008,249.71,245.76,8.12,3.05,0,0,273.97,200.33,12.12,8.12,3.07
17011013009,17,011,013009,207.48,216.45,3.99,1.99,0,0,221.44,190.52,6.98,4.99,1
17011013010,17,011,013010,152.29,154.24,4.88,1.95,0,0,163.03,136.67,4.88,4.88,2.93
17011014001,17,011,014001,75.93,136.87,3,1,0,0,84.92,112.89,9.99,6.99,1
17011014002,17,011,014002,159,144,6,3,2,0,167,131,5,5,5
17011014003,17,011,014003,180.68,103.82,2,0,0,0,188.67,86.85,2.99,2,2
17011015001,17,011,015001,264,377,7,1,2,1,247,384,9,8,6
17011015002,17,011,015002,218,327,7,2,0,1,232,306,6,5,3
17011015003,17,011,015003,216,380,10,5,2,0,219,362,9,9,4
17011015004,17,011,015004,184,348,6,3,0,0,202,308,9,8,4
17011015005,17,011,015005,148,257,13,7,0,0,163,242,3,9,5
17011015006,17,011,015006,216.22,332.27,6.89,3.93,1.97,0,218.12,314.6,4.97,10.84,2.95
17011015007,17,011,015007,185,268,10,2,0,0,194,249,5,5,3
17011015008,17,011,015008,251,310,5,6,1,0,252,306,6,5,1
17011015009,17,011,015009,239.78,430.73,5.11,2.07,2.03,0,232.88,423.4,9.03,10.16,2.05
17011016001,17,011,016001,93,257,8,3,3,1,101,240,8,6,7
17011016002,17,011,016002,73,210,3,2,1,0,88,186,4,4,1
17011017001,17,011,017001,162,319,10,1,0,0,173,292,9,12,4
17011017002,17,011,017002,81,216,6,2,5,0,102,177,1,15,4
17011018001,17,011,018001,83,176,3,2,0,0,88,165,3,5,2
17011019001,17,011,019001,50.89,108.53,0.02,3.01,0,1,56.01,93.27,3.05,4.02,3.02
17011020001,17,011,020001,136,303,2,2,0,0,147,284,8,3,3
17011021001,17,011,021001,85,270,7,2,1,0,107,242,5,3,3
17011022001,17,011,022001,15,81,0,1,0,0,16,76,3,1,1
17011023001,17,011,023001,117,231,2,2,0,3,121,216,2,3,4
17011024001,17,011,024001,17,65,2,0,1,0,20,59,3,2,1
17011025001,17,011,025001,33,82,1,0,1,0,41,66,1,3,2
17013000001,17,013,000001,24,113,0,0,0,0,34,103,0,1,0
17013000002,17,013,000002,105,269,7,2,0,0,122,241,3,7,3
17013000003,17,013,000003,67,204,2,1,0,0,97,168,0,0,3
17013000004,17,013,000004,155,511,9,2,0,0,242,394,6,9,4
17013000005,17,013,000005,34,159,3,0,0,0,48,131,2,4,2
17013000006,17,013,000006,125,362,7,3,0,1,168,303,2,5,4
17013000007,17,013,000007,167.22,428.47,8.01,0,4,0,219.25,357.44,4,4,2
1701500CS01,17,015,00CS01,93.13,277.98,5.04,1.03,0.01,1,94.22,278.8,2.05,1.06,0.04
1701500CS02,17,015,00CS02,136,358,11,5,1,0,136,342,7,12,3
1701500EK00,17,015,00EK00,30,83,3,1,0,0,35,76,1,3,1
1701500FD00,17,015,00FD00,174.93,384.44,0.99,1.98,1.98,0,165.04,393.34,4.94,1.98,0
1701500FH00,17,015,00FH00,124,314,6,3,1,0,144,285,4,7,2
1701500MC01,17,015,00MC01,120,186,5,3,0,0,123,169,7,6,2
1701500MC02,17,015,00MC02,194.2,341.35,6.01,0,0,0,205.21,320.32,5.01,5,2
1701500MC03,17,015,00MC03,108,174,6,0,1,1,113,162,2,6,0
1701500RL01,17,015,00RL01,186,310,3,1,1,0,195,286,9,8,3
1701500RL02,17,015,00RL02,174,387,15,3,1,4,174,370,6,18,4
1701500SA01,17,015,00SA01,95.78,95.78,1.95,0,0.98,0.98,98.72,85.03,0.98,5.86,0
1701500SA02,17,015,00SA02,85.22,89.22,1.05,0,0.02,0.02,75.28,84.97,4.02,3.14,1
1701500SA03,17,015,00SA03,72.13,67.36,2.82,0.01,0,0,70.38,68.95,0.99,1.89,0.94
1701500SA04,17,015,00SA04,142.74,166.53,2.97,2.97,0,0.99,138.78,157.61,2.97,2.97,3.97
1701500SA05,17,015,00SA05,112.54,162.97,2.98,1.01,0,0.99,116.44,148.12,3.97,3.97,3.97
1701500SA06,17,015,00SA06,168.59,238.13,7.23,1,0,0.02,176.4,214.32,7.07,6.17,2.13
1701500SM00,17,015,00SM00,52,159,1,0,0,0,57,149,1,3,0
1701500WD00,17,015,00WD00,59.98,114.42,4.94,1.99,0.02,0.99,63.82,114.51,0.05,1.99,1.97
1701500WN00,17,015,00WN00,76.88,128.66,5.07,2.03,2,0.01,79.93,122.66,6,2.03,1.03
1701500WY01,17,015,00WY01,126.03,279.85,6.95,3.97,0,0,131.99,268.94,3.97,0.99,2.98
1701500WY02,17,015,00WY02,85.97,205.15,4.05,3.03,0,0,82.01,212.06,2.03,2.01,2.02
1701500YK00,17,015,00YK00,330.8,584.65,8.99,4,1,0,360.79,533.68,9.99,5,4
17017000111,17,017,000111,85,342,5,1,0,0,98,325,1,6,2
17017000220,17,017,000220,63,198,2,2,1,0,71,187,1,2,2
17017000221,17,017,000221,111.89,288.71,6.99,0,3,0,116.88,274.72,2,2,3
17017000301,17,017,000301,88.05,104.19,1.06,0.99,0,0.07,91.15,96.12,0,2.06,2.06
17017000302,17,017,000302,113.75,189.29,0.05,0.01,0,1.05,127.51,168.51,1,1.05,2.05
17017000303,17,017,000303,45.93,74.2,0.88,0,0,0.88,60.07,60.07,0,0.88,0.88
17017000304,17,017,000304,91,101,2,1,0,0,98,88,0,2,5
17017000305,17,017,000305,68,90,2,0,0,0,66,82,1,1,6
17017000306,17,017,000306,123.85,137.85,1,2,0,0,133.84,124.86,2,2,1
17017000307,17,017,000307,170.44,316.52,3.05,4.02,1.07,0.05,222.69,249.36,6.02,3.02,1.03
17017000308,17,017,000308,57,87,0,0,0,0,66,71,1,2,1
17017000410,17,017,000410,135.15,386.15,5.04,1.02,1,0,159.2,351.15,4.03,4.03,1.02
17017000518,17,017,000518,52.18,166.58,3.02,1,0,0.06,61.64,142.48,1.01,4.82,0.95
17017000609,17,017,000609,41,145,1,1,0,0,53,128,0,1,1
17017000719,17,017,000719,4,34,1,1,0,0,7,33,0,0,0
17017000817,17,017,000817,41.59,129.92,3.86,0.97,0,0.95,56.18,118.32,0.97,2.88,0
17017000916,17,017,000916,35,84,0,0,0,0,37,77,1,1,1
17017001012,17,017,001012,39.07,141.72,2.99,0.99,0,0,57.72,130.7,1.03,1.03,0.04
17017001113,17,017,001113,86,165,2,0,0,1,88,156,1,4,0
17017001114,17,017,001114,55.48,153.57,1.98,0,0,0,70.34,130.78,1.98,0.99,1.98
17017001115,17,017,001115,105,283,5,0,0,0,118,260,2,3,2
17019AYE000,17,019,AYE000,61,196,2,1,0,0,64,185,2,3,3
17019BF1000,17,019,BF1000,229,654,15,5,1,0,248,618,10,15,3
17019BFO000,17,019,BFO000,32,110,3,0,0,0,32,106,1,1,1
17019CC0100,17,019,CC0100,582.99,33.66,1.99,2,0.99,5.92,525.7,27.72,57.3,4.96,3.99
17019CC0200,17,019,CC0200,615,64,11,10,2,4,574,79,7,17,25
17019CC0300,17,019,CC0300,1073,209,28,9,3,6,1007,232,10,35,18
17019CC0400,17,019,CC0400,593,215,11,6,4,0,533,229,12,15,19
17019CC0500,17,019,CC0500,680,116,12,9,2,1,640,122,8,15,19
17019CC0600,17,019,CC0600,1049.52,268.29,16.18,16.07,4.03,4.1,971.39,257.08,57.13,21.23,35.18
17019CC0700,17,019,CC0700,1328,207,21,13,1,12,1256,229,16,24,35
17019CC0800,17,019,CC0800,977.72,174.76,21.15,12.88,2.76,1.84,916.09,184.87,19.32,22.99,25.75
17019CC0900,17,019,CC0900,618,98,6,8,2,1,578,84,37,15,14
17019CC1000,17,019,CC1000,457.39,112.85,4.99,2,0,3,424.44,103.86,22.97,11.98,11.98
17019CC1100,17,019,CC1100,968,152,21,14,0,8,918,173,16,22,32
17019CC1200,17,019,CC1200,780,142,15,16,2,5,750,153,8,17,28
17019CC1300,17,019,CC1300,821.06,142.92,12.47,6.71,2.88,6.71,799.96,142.92,12.47,17.27,21.1
17019CC1400,17,019,CC1400,308,64,5,5,3,0,292,61,5,9,14
17019CC1500,17,019,CC1500,552,151,8,9,2,1,528,156,16,15,8
17019CC1600,17,019,CC1600,391,180,10,7,2,0,387,184,7,8,7
17019CC1700,17,019,CC1700,1010.29,468.13,25.93,6.8,5.73,4.72,982.58,443.01,38.39,23.6,18.2
17019CC1800,17,019,CC1800,658.16,320.13,17.9,5.97,0.99,0.99,627.34,305.22,30.82,20.88,12.92
17019CC1900,17,019,CC1900,557,156,10,8,3,3,535,157,8,14,18
17019CC2000,17,019,CC2000,668,180,13,7,5,2,652,198,10,9,7
17019CC2100,17,019,CC2100,420.94,129.08,5.53,3.29,1.12,3.29,407.04,143.08,3.53,2.73,6.9
17019CC2200,17,019,CC2200,233,111,9,3,0,0,222,124,1,8,4
17019CC2300,17,019,CC2300,278,143,10,3,7,1,264,155,11,8,8
17019CC2400,17,019,CC2400,971.96,439.5,20.35,6.11,7.04,3,929.44,487.98,10.27,14.33,12.07
17019CC2500,17,019,CC2500,359.38,145.02,19.45,5.84,3.89,1.95,346.7,149.87,7.81,18.49,9.74
17019CC2600,17,019,CC2600,597,230,14,8,5,2,567,240,11,16,17
17019CC2700,17,019,CC2700,337,137,8,2,0,2,334,140,4,7,4
17019CC2800,17,019,CC2800,265,113,10,4,2,0,256,116,9,5,10
17019CC2900,17,019,CC2900,347,184,11,2,3,0,329,190,10,10,6
17019CC3000,17,019,CC3000,553.03,131.67,8.54,5.21,0.14,4,512.95,135.23,21.3,16.26,19.21
17019CC3100,17,019,CC3100,453,162,8,4,0,1,439,139,21,11,14
17019CC3200,17,019,CC3200,632,299,11,5,4,2,589,335,13,7,7
17019CC3300,17,019,CC3300,778,404,13,6,4,1,749,413,10,16,13
17019CC3400,17,019,CC3400,1463.35,773.21,47.63,8.24,9.16,1.01,1409.1,783.03,42.35,45.31,22.24
17019CC3500,17,019,CC3500,709,331,9,9,6,3,702,306,18,19,15
17019CC3600,17,019,CC3600,570,282,18,7,9,0,542,312,11,15,8
17019CC3700,17,019,CC3700,1052.46,519.78,26.03,8.35,3.75,2.82,1018.86,527.15,30.38,23.14,12.03
17019CC3800,17,019,CC3800,978.18,428.06,21.74,3.06,3.92,0.96,931.13,465.42,19.69,17.87,5.88
17019CC3900,17,019,CC3900,892.01,386.53,11.73,7.28,2.34,3.02,847.98,410.38,12.57,12.86,11
17019CGI000,17,019,CGI000,91,510,9,2,2,0,120,480,9,5,2
17019CH1000,17,019,CH1000,79.51,32.35,1.66,0.79,0.07,0.01,77.94,33.86,2.45,0.04,0.87
17019CH2000,17,019,CH2000,928.84,619.63,25.47,7.82,5.17,4.14,887.15,671.56,14.79,17.79,9.34
17019CH3000,17,019,CH3000,771.58,663.45,22.04,8.53,5.67,0.12,728.58,724.53,12.79,11.04,8.8
17019CH4000,17,019,CH4000,1288,613,37,13,9,4,1231,676,21,24,21
17019CH5000,17,019,CH5000,879.28,544.16,25.34,7.65,2.98,0.04,840.71,579.53,19.61,24.24,4.94
17019CH6000,17,019,CH6000,917.04,466.73,33.69,7.42,5.09,2.06,894.02,504.06,7.63,21.75,13.84
17019CN0100,17,019,CN0100,743.04,63.23,6.96,8.87,1.98,4.92,675.18,52.23,68.98,11.87,14.8
17019CN0200,17,019,CN0200,353,32,4,11,0,5,331,32,12,5,13
17019CN0300,17,019,CN0300,281,27,5,0,1,3,278,27,3,3,2
17019CN0400,17,019,CN0400,292,34,9,4,3,4,267,44,6,10,9
17019CN0500,17,019,CN0500,407,29,6,2,2,1,355,30,17,8,8
17019CN0600,17,019,CN0600,489.33,101.05,10.13,7.92,1.98,4.88,460.44,107.67,22.96,11.14,12.03
17019CN0700,17,019,CN0700,439.56,38.26,5.03,8.04,7,6.02,428.42,45.29,4.04,13.05,10.11
17019CN0800,17,019,CN0800,686,43,20,14,2,13,659,51,12,18,34
17019CN0900,17,019,CN0900,700,49,12,9,1,3,679,61,2,11,14
17019CN1000,17,019,CN1000,510,38,2,7,0,4,507,40,2,4,8
17019CN1100,17,019,CN1100,385.17,40.63,6.06,1.08,2,2,368.17,52.66,4.03,5.08,8.11
17019CN1200,17,019,CN1200,838.44,83.74,9.97,13.96,1,7.98,792.58,95.71,13.96,16.95,36.89
17019CN1300,17,019,CN1300,509,114,10,12,3,6,496,122,7,13,19
17019CN1400,17,019,CN1400,623,122,13,7,2,0,606,135,5,10,8
17019CN1500,17,019,CN1500,413,104,7,4,4,1,404,110,9,9,4
17019CN1600,17,019,CN1600,449,115,4,9,2,5,439,111,10,6,20
17019CN1700,17,019,CN1700,544.53,293.09,13.14,12.96,0.02,2.97,522.31,286.99,22.16,16.13,14.1
17019CN1800,17,019,CN1800,547.59,273.15,12.67,9.38,1.98,5.81,540.42,274.01,8.04,8.1,16.5
17019CN1900,17,019,CN1900,1003.18,294.53,11.12,8.13,3,7.02,951.17,277.53,44.06,26.14,17.17
17019CN2000,17,019,CN2000,388.73,171.44,10.96,10.96,0,1.99,388.73,161.47,5.98,15.95,12.96
17019CN2100,17,019,CN2100,492,117,6,3,3,4,475,117,12,6,11
17019CN2200,17,019,CN2200,631,179,11,6,5,1,631,166,11,10,8
17019CN2300,17,019,CN2300,983.47,411.76,20.03,9.04,3,0,961.47,437.77,12.01,17.04,6.05
17019COL000,17,019,COL000,54,86,1,1,0,0,59,78,4,3,2
17019CON000,17,019,CON000,59,262,7,1,2,0,70,242,8,8,0
17019CPE000,17,019,CPE000,44,150,1,1,0,0,52,139,2,3,1
17019CRI000,17,019,CRI000,58,159,3,1,2,1,69,145,3,0,2
17019EBE000,17,019,EBE000,83.01,313.04,5,3,0,0,94.01,303.04,3,6,1
17019HAR000,17,019,HAR000,77,262,0,2,1,1,83,257,3,1,1
17019HEN000,17,019,HEN000,295.52,321.5,8.19,0.35,7.15,1.23,296.05,312.33,8.83,5.15,8.77
17019KER000,17,019,KER000,17.9,72.63,1,0.99,0,0,17.91,66.66,3.97,1,0.99
17019LUD100,17,019,LUD100,64,220,4,0,1,0,82,194,3,5,2
17019LUD200,17,019,LUD200,289,356,5,7,3,0,281,343,16,8,7
17019LUD300,17,019,LUD300,362,328,6,4,1,2,367,302,14,14,7
17019MA1000,17,019,MA1000,893.38,1127.82,57.72,7.8,12.71,0,817.02,1211.6,31.29,33.44,6.05
17019MA2000,17,019,MA2000,415.86,604.39,18.05,6.01,2.01,0,405.83,616.39,5.02,19.06,4.02
17019MA3000,17,019,MA3000,421.34,732.68,27.48,5.04,2.1,1,395.65,733.04,14.25,26.45,15.22
17019MA4000,17,019,MA4000,836.29,1224.51,35.81,3.16,7.2,0,785.32,1253.35,18.46,33.11,15.74
17019MA5000,17,019,MA5000,475.14,765.61,29.95,5.99,3.99,1,458.17,763.61,11.98,31.94,12.98
17019NEW000,17,019,NEW000,279,548,16,3,5,1,275,563,2,11,6
17019OG1000,17,019,OG1000,145.68,458.84,11.89,1.98,1.98,0.99,170.45,432.08,5.95,7.93,3.96
17019OG2000,17,019,OG2000,53,278,4,2,0,0,67,258,6,5,1
17019PES000,17,019,PES000,156,363,9,0,1,0,167,344,3,13,2
17019PHI000,17,019,PHI000,378,790,19,5,2,0,416,753,7,17,6
17019RA1000,17,019,RA1000,252,417,13,0,0,0,260,395,7,9,8
17019RA2000,17,019,RA2000,346,249,4,1,1,2,337,242,11,7,8
17019RA3000,17,019,RA3000,220,217,9,1,1,1,215,217,6,4,5
17019RA4000,17,019,RA4000,222,498,17,3,3,0,242,460,16,15,5
17019RA5000,17,019,RA5000,421,423,18,0,3,1,417,402,14,19,11
17019RA6000,17,019,RA6000,391,228,8,5,4,2,393,200,17,13,10
17019RAY000,17,019,RAY000,47,167,10,0,0,1,60,147,2,11,2
17019SAI000,17,019,SAI000,75,112,3,6,1,0,94,84,7,6,2
17019SAS000,17,019,SAS000,101.37,221.84,7.02,2,1,0,109.4,207.8,1.01,9.02,3.01
17019SCB000,17,019,SCB000,113,184,5,1,0,0,125,164,5,8,2
17019SCS000,17,019,SCS000,60,162,4,4,0,1,66,148,3,9,4
17019SID000,17,019,SID000,284,671,14,7,0,2,304,634,9,20,14
17019SJ1000,17,019,SJ1000,306,719,18,7,1,0,333,692,8,8,9
17019SJ2000,17,019,SJ2000,454.32,901.16,22.11,4.02,3.02,0.01,451.55,883.92,17.05,19.07,10.04
17019SJ3000,17,019,SJ3000,213,599,17,8,1,0,208,606,9,22,5
17019SOH000,17,019,SOH000,212,586,21,3,0,1,235,556,10,11,7
17019SOM000,17,019,SOM000,197.45,306.6,8.93,0.99,1.98,0,212.33,279.81,7.94,6.95,3.97
17019STA000,17,019,STA000,49,288,2,3,0,0,57,274,5,2,1
17019TO1000,17,019,TO1000,398,645,25,7,3,4,413,626,10,27,8
17019TO2000,17,019,TO2000,703,478,15,13,2,1,670,503,11,21,14
17019TO3000,17,019,TO3000,271.63,607.16,14.98,2,3,1,288.6,578.2,3.99,14.98,6.99
17019UR1000,17,019,UR1000,247.62,109.59,5,5.51,0.15,0.1,244.26,112.06,2.98,6.06,8.14
17019UR2000,17,019,UR2000,466.45,435.41,13.41,6.8,0.05,0.16,465.26,410.26,12.39,16.1,9.77
17019UR3000,17,019,UR3000,451.36,305.63,12.54,4.06,1.01,0.18,430.08,299.08,18.33,13.57,10.81
17019UR4000,17,019,UR4000,542.86,344.5,7.03,9.92,1.97,1.05,528.03,334.74,17.76,8.95,16.82
1702100AP01,17,021,00AP01,149,485,10,2,2,0,190,428,6,10,3
1702100BC01,17,021,00BC01,67.18,228.67,3.17,1,0.02,0,88.65,187.21,11.05,1.07,1.02
1702100BH01,17,021,00BH01,225.88,711.62,15.99,5,2,0,256.86,658.64,12.99,17.99,7.99
1702100GR01,17,021,00GR01,12.01,107.05,2,1,0,1,17.01,107.05,0,1,0
1702100JN01,17,021,00JN01,87,369.98,4,2,0,0,94,352.98,3,8,0
1702100KN01,17,021,00KN01,19,97,0,0,1,0,20,87,3,2,0
1702100LT01,17,021,00LT01,95.99,234.97,5,1,2,1,99.99,229.97,2,3,3
1702100MA01,17,021,00MA01,308.66,758.57,13.03,5,4,1,310.66,726.5,17.03,11.02,6.01
1702100MQ01,17,021,00MQ01,45.15,165.27,6.01,0,0,0,56.15,151.26,3,3.01,1
1702100MT01,17,021,00MT01,122.38,405.88,6.02,1,0,0,148.42,367.85,2.01,9.01,1
1702100PN01,17,021,00PN01,119.08,346.2,3,5,1,0,145.09,312.18,2,7.01,5
1702100PN02,17,021,00PN02,272,721,20,2,1,1,308,654,12,16,8
1702100PN03,17,021,00PN03,151.14,383.67,7.98,2,0.99,0,177.29,344.43,3.05,11.01,6
1702100PN04,17,021,00PN04,112.78,324.14,3.01,1,0,0,147.62,270.4,7.95,7.99,4
1702100PN05,17,021,00PN05,85,244,1,3,0,0,107,207,2,4,4
1702100PR01,17,021,00PR01,45,218,3,0,1,0,59,193,3,3,4
1702100RK01,17,021,00RK01,134,516,4,3,2,0,161,465,19,5,3
1702100RM01,17,021,00RM01,27,181,2,0,0,0,39,165,3,1,1
1702100SF01,17,021,00SF01,167.26,368.76,2.93,7.83,0.98,0,202.48,313.01,10.76,5.87,5.87
1702100SF02,17,021,00SF02,96.4,238.52,5.96,1.99,0,0.99,113.29,209.7,7.95,6.95,1.99
1702100SF03,17,021,00SF03,95.76,247.36,7.03,0.23,1.01,0.02,116.32,226.75,2.42,3.2,1.23
1702100ST01,17,021,00ST01,138,409,11,1,0,1,158,373,10,6,4
1702100TL01,17,021,00TL01,186,424,11,3,1,0,206,398,8,8,7
1702100TL02,17,021,00TL02,189.06,412.15,8,3,0,0,206.06,373.14,12,11,4
1702100TL03,17,021,00TL03,206,414,11,1,0,0,226,371,11,7,7
1702100TL04,17,021,00TL04,284.56,692.18,10.91,4.96,0.99,0.99,301.43,622.78,18.84,9.92,11.9
1702100TL05,17,021,00TL05,300.72,624.43,5.99,4,0,0,303.72,585.46,12.99,9.99,13.99
1702100TL06,17,021,00TL06,195,391,10,2,1,1,207,348,5,15,9
1702100TL07,17,021,00TL07,195.28,357.57,8.01,2,1,0,204.28,322.54,7.01,8.01,8.01
1702100TL08,17,021,00TL08,203.28,487.28,8.97,0,0,0,204.28,465.36,9.96,6.98,3.99
17023001001,17,023,001001,48,222,1,1,0,0,55,205,2,3,0
17023002001,17,023,002001,24.99,126.93,2,0,0,0,26.98,121.93,1,1,0
17023003001,17,023,003001,111.71,507.68,8.98,1,0,0,119.69,488.73,6.98,5.98,1.99
17023003002,17,023,003002,70,285,7,1,0,0,80,276,3,4,2
17023003003,17,023,003003,65,260,5,3,0,0,70,252,4,2,3
17023003004,17,023,003004,91.29,414.32,6.02,1,0,0,91.31,409.27,4.02,7.02,2.01
17023004001,17,023,004001,55.07,156.73,0.14,0.02,0,0.02,56.92,145.41,0.11,0.18,2.09
17023005001,17,023,005001,51,191,1,1,2,0,53,184,3,3,3
17023006001,17,023,006001,29,82,1,0,1,0,35,71,0,1,2
17023007001,17,023,007001,33,154,1,0,0,0,40,145,0,2,1
17023008001,17,023,008001,157,333,4,0,0,0,151,324,5,9,4
17023008002,17,023,008002,233,519,5,1,4,2,237,495,5,9,6
17023008003,17,023,008003,133,251,4,1,0,0,128,238,2,6,7
17023008004,17,023,008004,210.01,436.07,11,5,0,1,220.02,411.07,7,9,1
17023009001,17,023,009001,85,369,5,5,0,0,103,341,4,5,5
17023009002,17,023,009002,50,243,3,2,0,1,62,230,3,2,1
17023010001,17,023,010001,32,169,5,1,0,0,36,161,2,6,1
