GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PREACAR,G20PRESLAR,G20USSDDUR,G20USSRCUR,G20USSIWIL,G20USSLMAL,G20USSGBLA
17043001046,17,043,001046,274.29,341.59,11.15,5.05,0.02,0,263.95,330,23.8,9.21,2.07
17043001047,17,043,001047,264.03,266.92,8.67,1.93,0,0.96,265,249.58,17.35,4.82,5.78
17043001048,17,043,001048,281.39,104.13,1.91,0,0,0.95,272.81,94.59,13.36,2.86,0
17043001049,17,043,001049,342,192,9,2,0,2,327,164,24,15,11
17043001050,17,043,001050,167.83,185.72,2,0.01,0,0.01,159.99,173.73,13.88,2.97,1.01
17043001051,17,043,001051,229.65,334.26,2,1,0,1,229.64,304.34,16.97,2.99,0.01
17043001052,17,043,001052,180.04,239.06,3,3,0,1,179.04,225.06,13,1,3
17043001053,17,043,001053,357.55,321,5.1,1.99,1,1.02,349.66,301.59,25.67,2.41,3.97
17043001054,17,043,001054,226.64,283.99,3.64,0.91,0,0,236.65,258.51,16.38,2.73,1.82
17043001055,17,043,001055,343.2,234.3,3.21,5.99,1.09,1.02,328.12,221.23,24.29,4.1,3.12
17043001056,17,043,001056,326,225,10,3,0,1,331,187,25,8,7
17043001057,17,043,001057,373.54,177.47,6.22,1.05,1,0.02,364.46,160.91,21.44,11.24,4.1
17043001058,17,043,001058,174.01,224.02,0,1,1,0,172.01,199.02,18,7,4
17043001059,17,043,001059,243.5,256.78,5.23,2.89,0,0.97,240.76,245.48,13.32,2.71,4.91
17043001060,17,043,001060,266.73,354.53,2.37,1.13,0,0,264.99,319.99,16.99,4.32,4.34
17043001061,17,043,001061,159.46,222.65,0.95,1.89,0.94,0,155.69,211.33,13.21,3.77,0.94
17043001062,17,043,001062,273.15,261.44,5.85,1.95,0,0,261.44,260.47,13.66,5.85,0.98
17043001063,17,043,001063,266.34,274.1,3,4.01,0,1,262.39,242.05,19.01,7,5.01
17043001064,17,043,001064,382.57,372.17,3.76,1.25,1,0.51,362.56,347.31,25.84,5.27,8.27
17043001065,17,043,001065,208.34,289.77,9.08,3.03,0.99,1.09,205.24,279.32,14.36,9.1,5.07
17043001066,17,043,001066,223.59,354.03,4.31,2.19,0,0.06,216.53,330.35,21.74,6.12,4.31
17043001067,17,043,001067,262,181,3,4,4,1,264,160,12,6,9
17043001068,17,043,001068,237.17,264.28,4,0.99,0,0.99,238.01,238.27,17.12,3.03,2.99
17043001069,17,043,001069,266.15,159.84,5.29,2.12,0.08,3.93,266.96,138.31,16.49,8.08,6.12
17043002001,17,043,002001,267.79,251.06,2.05,0.19,1.96,0,259.97,255.56,4.97,2.25,1.27
17043002002,17,043,002002,173.49,169.9,6.82,1.96,0.97,0,166.67,167.92,8.78,5.85,1.95
17043002003,17,043,002003,236.33,259.01,3.57,2.19,1.05,1.19,217.05,258.2,10.95,6.76,2.24
17043002004,17,043,002004,228.16,209.42,4.2,0.34,0,0,223.14,193.86,4.92,5.22,9.34
17043002005,17,043,002005,197.67,249.62,5.11,2.04,1.01,0.04,197.42,226.67,12.18,6.14,6.04
17043002006,17,043,002006,323.92,199.6,6.68,0.96,0,0,320.95,173.87,14.48,7.64,6.69
17043002007,17,043,002007,232.02,250.01,4,0,0,0,226.01,233.01,17,2,4
17043002008,17,043,002008,219.97,412.95,7,2,0,0,208.98,405.95,13,9,3
17043002009,17,043,002009,351.81,196.53,5.04,2.82,0.34,0.07,334.16,197.96,17.13,4.2,4.82
17043002010,17,043,002010,235,293,5,6,0,0,239,273,14,5,5
17043002011,17,043,002011,157.93,273.88,5,5,0,0,144.93,269.88,15.99,5,3
17043002012,17,043,002012,296,327,13,7,0,0,279,306,26,12,8
17043002013,17,043,002013,181.6,273.64,7.05,1.03,0,0,163.69,267.57,19.05,6.04,1.07
17043002014,17,043,002014,209.61,138.48,3.79,1.9,0.95,1.9,204.87,116.66,12.33,10.43,5.69
17043002015,17,043,002015,234.83,70.65,2.55,3.39,0,0.85,232.29,53.69,8.48,10.17,7.62
17043002016,17,043,002016,160.57,116.45,2.97,0.02,1.19,1.19,160.56,106.93,4.16,5.94,2.39
17043002017,17,043,002017,280.54,383.57,9.25,4.98,0.32,0,273.25,361.24,18.07,10.57,5.26
17043002018,17,043,002018,280.42,215.61,4.03,2.07,1.01,0,270.34,204.62,13.11,4.08,5.04
17043002019,17,043,002019,202.07,302.02,6.96,4.34,0,0,195,287.55,18.92,1.82,5.41
17043002020,17,043,002020,304.9,345.03,6.84,2.93,0,0,304.89,336.23,11.74,5.87,6.84
17043002021,17,043,002021,305.33,315.32,7.02,3.14,0.98,0.05,304.2,285.86,14.24,14.34,3.39
17043002022,17,043,002022,391.51,180.47,2.98,8.91,0.99,0.99,396.44,168.57,6.95,3.97,2.99
17043002023,17,043,002023,250.19,134.48,2.38,1.82,1.05,1.13,262.09,115.93,4.55,4.09,4.82
17043002024,17,043,002024,383.8,278.28,11.32,3.77,0.94,3.77,358.34,282.05,18.86,15.09,4.72
17043002025,17,043,002025,210.85,120.24,3.51,0.7,2.11,0,215.06,104.78,7.73,1.42,5.62
17043002026,17,043,002026,158.89,155.1,1.89,0.63,0.63,0,151.32,141.86,11.35,2.52,5.04
17043002027,17,043,002027,303.76,161.82,3.79,6.62,0.95,1.89,299.03,134.38,12.3,10.41,5.68
17043002028,17,043,002028,255.13,108.05,5.76,1.08,0.05,0,240.6,106.51,7.97,8.82,4.86
17043002029,17,043,002029,237.95,338.03,3.04,1.66,0,0,233.02,322.5,19.08,2.18,5.59
17043002030,17,043,002030,319.64,307.62,9.3,4.19,0,1,306.11,289.99,19.74,8.05,8.37
17043002031,17,043,002031,313.3,340.1,4.03,5.01,1.01,0.01,317.25,317.97,7.17,7.01,6.03
17043002032,17,043,002032,213.49,365.33,5.11,0.04,0,0,199.43,352.2,24.22,5.1,2.09
17043002033,17,043,002033,336,316,8,1,1,1,315,305,13,9,10
17043002034,17,043,002034,321.79,233.9,7.46,0.94,0,0.01,301.35,230.97,13.06,13.04,2.81
17043002035,17,043,002035,273.78,157.87,3,3,2,0,270.78,139.89,15.99,5,2
17043002036,17,043,002036,338.38,226.81,5.04,0.02,0.01,0.01,320.3,211.74,19.07,9.04,6.05
17043002037,17,043,002037,225.46,126.59,0,0,0,0.92,222.69,109.03,13.86,1.85,2.77
17043002038,17,043,002038,459.38,316.25,15.01,2,1,0,441.36,309.23,11.01,16.01,6.01
17043002039,17,043,002039,198.43,192.15,3.59,2.69,0.9,0,192.15,181.37,8.98,7.18,3.59
17043002040,17,043,002040,195.03,106.84,3.39,3.39,0,0.85,187.4,89.88,18.65,7.63,4.24
17043002041,17,043,002041,195.33,226.19,4.99,1.99,2.96,0.99,197.21,206.3,18.89,6,1.05
17043002042,17,043,002042,270.77,176.59,1.96,6.87,0.98,0.98,268.81,163.83,12.75,2.94,6.87
17043002043,17,043,002043,278.55,239.93,10.07,4.05,0.04,1,262.5,228.86,17.24,15.04,7.07
17043002044,17,043,002044,177.99,163.79,1.89,0.95,0,0,168.52,163.79,13.25,1.89,2.84
17043002045,17,043,002045,203.77,317.9,4.25,3.07,0,0,185.4,335.92,2.39,2.43,1.07
17043002046,17,043,002046,299.28,367.81,6.18,4.02,1,0,287.68,343.79,23.42,14.12,9.14
17043002047,17,043,002047,230.8,165.9,1.23,1.09,0,0,239.27,136,8.97,4.99,1.99
17043002048,17,043,002048,325.87,185.52,10.99,2.77,0.22,1,333.75,165.78,11.09,6.22,4.44
17043002049,17,043,002049,203,163,3,1,0,1,193,160,3,3,3
17043002050,17,043,002050,408.25,216.64,6.11,4.06,0,0.04,403.06,201.47,12.38,7.13,8.02
17043002051,17,043,002051,237,195,8,3,0,0,228,177,13,9,7
17043002052,17,043,002052,367.12,184.6,2.86,6.42,0,0.91,368.07,154.17,13.89,7.41,5.5
17043002053,17,043,002053,258.89,183.14,5.1,5.09,0.85,1.69,248.61,172.09,18.76,6.8,2.58
17043002054,17,043,002054,188.73,157.28,3.81,0.95,0,0,187.78,145.84,5.72,5.72,0.95
17043002055,17,043,002055,363.1,360.12,13.19,5.03,2,0.01,351.62,338.97,22.47,9.16,9.14
17043002056,17,043,002056,217.01,271.21,4.11,1.05,0,0,218.48,246.21,11.75,8.11,2.16
17043002057,17,043,002057,404.9,120.98,9.58,5.98,0.35,2.96,387.29,100.63,33.76,13.31,4.02
17043002058,17,043,002058,318.82,286.63,8.15,4.09,1,0,303.58,282.48,20.16,8.16,3.06
17043002059,17,043,002059,201.67,167.94,3.48,0.85,0,0,187.13,171.26,11.18,2.61,0.89
17043002060,17,043,002060,264.74,165.27,13.46,1.5,1.5,0.75,258.01,153.31,16.45,10.47,2.99
17043002061,17,043,002061,206.35,224.12,3.95,0.99,0,0,198.45,214.24,8.89,5.92,4.94
17043002062,17,043,002062,233.11,260.88,6.94,1.98,0.99,0.99,239.06,244.02,11.9,4.96,1.98
17043002063,17,043,002063,255.03,150.64,2.01,3.02,0,3,260.02,131.56,11.03,8.04,5.03
17043002064,17,043,002064,472.03,277.97,10.66,6.72,2.55,1.65,463.73,253.61,19.61,13.44,16.7
17043002065,17,043,002065,355.56,331.74,3.56,3.07,2.07,1,340.98,323.82,12.85,5.84,4.21
17043002066,17,043,002066,207.98,222.61,3.05,3.02,1.04,0,210.72,213.67,8.21,5.08,4.06
17043002067,17,043,002067,450.73,266.84,7,5,5,2,454.73,237.86,13.99,14.99,8
17043002068,17,043,002068,333.59,190.43,6.34,4.47,0,0,330.16,173.9,13.54,6.39,6.32
17043002069,17,043,002069,458.94,112.1,2.12,5.15,0.02,0.04,440.63,89.55,23.54,9.31,10.2
17043002070,17,043,002070,212,275,7,1,0,0,206,271,9,7,2
17043002071,17,043,002071,263.72,355.09,5.84,0.98,0.97,0.97,255.93,350.23,12.65,6.81,1.95
17043002072,17,043,002072,144.69,115.96,1.06,2.01,0,0,142.52,100.94,10.11,1.11,6.02
17043002073,17,043,002073,355.25,249.71,7.98,3.06,0.02,0,330.41,244.21,21.09,9.08,6.14
17043002074,17,043,002074,287.75,211.67,9.94,0.59,0,0,285.21,196.14,12.38,7.89,5.77
17043002075,17,043,002075,160.36,103.38,5.7,0.81,0,0,144.89,105.01,3.26,8.95,1.63
17043002076,17,043,002076,244.88,94.8,0.02,6.24,1.78,0,243.99,80.52,8.94,1.8,3.57
17043002077,17,043,002077,321.03,205.84,5.44,2.22,0,0,313.23,198.95,9.57,7.44,4.23
17043002078,17,043,002078,266.57,235.41,4.02,2.01,2,0,258.55,217.39,19.03,8.02,7.01
17043002079,17,043,002079,349.58,255.1,8.08,2.02,2,1,342.54,234.88,14.13,6.1,4.03
17043002080,17,043,002080,256.44,182.77,2.8,0,0.93,0,236.86,181.84,7.46,7.46,2.8
17043002081,17,043,002081,380.11,333.9,10.11,2.37,1.37,0,376.68,308.14,19.65,6.48,6.96
17043002082,17,043,002082,582.08,297.62,9.72,2.59,1.65,0.56,554.89,282.45,33.8,10,9.45
17043002083,17,043,002083,278.18,209.44,4.37,4.27,0.97,0.91,273.37,196.07,11.83,6.22,5.37
17043002084,17,043,002084,165.14,60.78,1.53,1.86,0.6,0,159.5,52.91,5.85,4.71,2.08
17043002085,17,043,002085,253.33,234.4,3.18,1.04,0.02,0.01,245.31,223.66,18.32,4.17,4.15
17043002086,17,043,002086,269,226,2,3,2,0,256,222,10,2,7
17043002087,17,043,002087,310.4,184.33,2.31,3.08,2,0,317.06,164.65,6.02,3.24,5.08
17043002088,17,043,002088,302.18,141.8,7.46,2.58,0.12,0.22,299.71,130.92,12.45,3.2,1.67
17043002089,17,043,002089,220.28,228.49,4.02,2.99,2.9,0,221.6,221.8,12.16,3.03,4.02
17043002090,17,043,002090,275.15,284.08,7.51,5.07,3,1,270.75,280.88,7.9,2.89,2.19
17043002091,17,043,002091,222.07,118.64,4.92,4.92,0.1,0.12,217.11,101,14.77,9.56,5.07
17043002092,17,043,002092,196.23,195.34,0.89,1.78,0,0,187.31,191.77,9.81,2.68,2.68
17043002093,17,043,002093,240.21,232.81,5.79,0.99,0.01,0,222.32,229.51,14.35,4.94,4.76
17043002094,17,043,002094,253.17,151.13,2.88,4.8,0.95,0.96,251.39,132.71,6.8,8.6,6.69
17043002095,17,043,002095,254.06,111.49,5.63,2.86,0,0,252.46,101.87,8.82,4.86,1.98
17043002096,17,043,002096,151.83,78.3,2.72,0,0.68,0,151.15,64.68,10.89,3.4,2.72
17043002097,17,043,002097,206.41,108.46,2.02,4.1,0.02,0.02,197.45,100.29,13.13,3.03,5.09
17043002098,17,043,002098,305.77,180.05,6.15,3.13,0.06,2.05,304.63,149.3,13.72,9.21,6.18
17043002099,17,043,002099,247,89,1,0,0,3,237,73,18,5,3
17043002100,17,043,002100,366.3,179.42,4.56,7.47,1.99,2.11,352.19,159.81,15.88,14.17,10.6
17043002101,17,043,002101,311.83,212.52,9.02,6.01,3,1.01,307.72,192.46,16.06,14.03,9.03
17043002102,17,043,002102,349.41,190.14,10.36,1.09,1.05,0.03,324,192.92,13.61,7.36,6.11
17043002103,17,043,002103,163.48,91.33,4.57,2.74,0,0,158.92,87.68,1.83,4.57,0.91
17043002104,17,043,002104,172,183,2,4,0,1,178,160,11,5,8
17043003001,17,043,003001,350.96,240.08,8.36,2.26,0.29,0,299.3,296.15,11.73,5.66,1.28
17043003002,17,043,003002,388,197,21,5,3,1,359,239,7,9,6
17043003003,17,043,003003,520.17,334.02,11.93,1.83,1.24,0.17,483.96,355.26,15.05,6.36,4.17
17043003004,17,043,003004,249.21,295.71,10.09,1.03,0,0,193.61,350.35,13.14,3.07,7.01
17043003005,17,043,003005,319,361,3,4,1,0,300,370,8,5,4
17043003006,17,043,003006,252.7,218.02,12.88,0.99,0,0,220,259.64,5.95,0.99,1.98
17043003007,17,043,003007,372.18,317.13,10.01,2,0,0,296.15,393.15,10.01,9,4
17043003008,17,043,003008,520.23,261.09,12.48,4.22,0.92,0.83,486.75,279.34,14.4,7.89,6.88
17043003009,17,043,003009,347,170,5,5,0,0,322,179,11,5,4
17043003010,17,043,003010,414,281,9,7,2,0,406,282,14,8,4
17043003011,17,043,003011,521.3,279.2,11.45,7.15,2.04,1.04,450.06,341.21,16.63,11.19,3.19
17043003012,17,043,003012,323.6,186.14,8.59,1.91,3.82,0,301.64,194.73,15.27,9.55,3.82
17043003013,17,043,003013,275,178,4,3,1,1,243,197,13,3,2
17043003014,17,043,003014,365,329,5,5,2,0,354,312,23,6,7
17043003015,17,043,003015,261,205,7,2,0,0,240,194,24,10,7
17043003016,17,043,003016,194.83,210.21,8.55,1.71,1.71,0,158.09,255.5,5.13,4.27,1.71
17043003017,17,043,003017,412,225,9,5,0,0,380,256,11,10,2
17043003018,17,043,003018,477,293,15,3,0,1,447,304,19,12,8
17043003019,17,043,003019,266.59,181.72,5.99,2,0,0,263.6,165.75,17.97,3,4.99
17043003020,17,043,003020,324,167,3,5,0,1,297,177,12,7,6
17043003021,17,043,003021,438.71,226.8,15.41,2.11,0,0,387.33,287.52,5.45,7.15,3.11
17043003022,17,043,003022,325,310,9,2,0,0,273,357,18,3,6
17043003023,17,043,003023,153,195,4,2,0,0,125,217,6,2,2
17043003024,17,043,003024,286.11,289.8,10.83,2.71,0.9,1.8,270.79,289.77,24.37,3.62,5.41
17043003025,17,043,003025,314,301,15,1,4,0,275,337,13,8,3
17043003026,17,043,003026,447,228,15,4,0,0,407,264,11,10,4
17043003027,17,043,003027,204,176,5,1,0,0,179,192,8,4,3
17043003028,17,043,003028,217.37,188.56,6.11,0.87,0.87,0.87,189.43,219.99,4.36,2.62,2.62
17043003029,17,043,003029,381,302,16,2,2,0,360,324,6,16,3
17043003030,17,043,003030,306,225,3,0,3,1,286,229,8,3,4
17043003031,17,043,003031,406,275.63,10.48,0.05,0,0.02,401.29,261.16,7.76,5.75,10.55
17043003032,17,043,003032,353.01,223.53,10.26,3.07,0.13,0.03,304.71,269.37,17.36,7.33,3.23
17043003033,17,043,003033,293.99,162.47,7.74,1.93,3.87,0.97,285.29,157.63,10.64,9.67,6.77
17043003034,17,043,003034,384,248,14,2,0,1,386,231,17,5,9
17043003035,17,043,003035,287,355,8,1,2,0,270,352,18,7,4
17043003036,17,043,003036,451,285,7,5,1,0,396,331,16,7,3
17043003037,17,043,003037,406.29,305.2,10.59,2.89,0,0,344.67,375.48,11.55,3.85,2.89
17043003038,17,043,003038,361.63,315.44,10.89,3.13,2.13,0.13,291.57,382.01,8.64,7.38,2.38
17043003039,17,043,003039,368.55,272.74,8.07,2.11,0,0.02,353.02,267.76,15.86,5.04,4.03
17043003040,17,043,003040,202.58,145.98,3.97,0.99,0,0.99,187.69,164.85,5.96,2.98,0
17043003041,17,043,003041,277.08,437.28,5.01,8.02,3,0,275.03,403.26,32.08,7.04,11.01
17043003042,17,043,003042,277.87,299.16,7.75,1.94,1.94,0.97,275.94,277.86,15.49,8.71,0.97
17043003043,17,043,003043,203,227,5,0,1,0,177,268,3,2,2
17043003044,17,043,003044,289.12,289.16,5.02,1.02,0,1,275.07,293.18,14.05,2.02,0.01
17043003045,17,043,003045,244.27,155.98,4.9,1.96,0,0.98,222.69,178.54,5.89,0,0.98
17043003046,17,043,003046,236.43,178.06,9.97,0.82,1.64,0,200.66,210.04,6.1,7.59,3.42
17043003047,17,043,003047,200.7,135.42,6.82,0,1.95,0,182.19,151.01,6.82,5.85,3.9
17043003048,17,043,003048,223.91,144.95,6.99,1,1,0,207.94,153.91,4.02,6.99,3
17043003049,17,043,003049,412,224,12,5,3,1,393,247,15,3,1
17043003050,17,043,003050,472.92,238.83,17.06,1.9,3.79,0,429.33,266.32,20.85,9.48,3.79
17043003051,17,043,003051,422,213,12,0,2,0,379,234,19,7,8
17043003052,17,043,003052,345.03,180.35,10.65,0.17,0,0,311.95,200.6,11.66,6.9,2.06
17043003053,17,043,003053,337,201,12,5,1,1,313,220,9,8,5
17043003054,17,043,003054,260,159,7,2,0,0,239,178,7,4,2
17043003055,17,043,003055,275,222,8,3,1,0,227,264,20,3,2
17043003056,17,043,003056,186,170,0,3,1,0,183,159,8,2,1
17043003057,17,043,003057,293,231,12,1,0,0,277,227,13,10,5
17043003058,17,043,003058,269.93,200.5,3.47,5.21,1.74,0,267.33,186.61,13.89,5.21,4.34
17043003059,17,043,003059,292.34,299.31,5.2,4.05,0.02,0.04,280.79,303.39,12.79,6.37,3.18
17043003060,17,043,003060,329.16,270.53,3.21,1.26,2.08,1.06,329.09,253.41,17.05,3.35,2.19
17043003061,17,043,003061,431.2,280.75,12.94,8.89,0,0.98,383.7,333.73,9.16,7.97,5.98
17043003062,17,043,003062,202.25,246.22,9.47,2.39,1.16,0.2,201.27,234.81,18.48,5.58,0.7
17043003063,17,043,003063,362.55,230.11,5.63,5.35,0.23,1,332.11,225,24.79,5.05,6.05
17043003064,17,043,003064,323.01,220.53,11.9,2.75,0.92,0.92,297.39,232.42,11.9,10.07,6.41
17043003065,17,043,003065,400,217,13,4,0,0,358,258,16,6,5
17043003066,17,043,003066,252.93,283.47,3.82,0.95,0,0.95,228.11,288.24,16.23,4.77,3.82
17043003067,17,043,003067,197.27,156.68,2.83,1.89,0,0,197.27,148.19,9.44,1.89,0.94
17043003068,17,043,003068,183.62,214,2.68,0.89,0.89,0,178.26,213.99,9.81,2.68,0
17043003069,17,043,003069,243.76,182.07,6.96,2.98,0.99,0,236.79,174.11,9.95,4.97,5.97
17043003070,17,043,003070,234,209,2,0,0,0,212,220,10,3,0
17043003071,17,043,003071,403,208,14,5,0,1,376,208,14,17,13
17043003072,17,043,003072,407.29,76.06,8.12,3.1,1,1,362.98,81.04,42.2,5.13,3.1
17043003073,17,043,003073,275.38,209.52,7.36,0.01,0.97,0,259.56,215.64,11.13,2.24,5.39
17043003074,17,043,003074,300.66,203.07,8.87,6.9,0.99,0,290.81,192.23,15.78,3.94,6.9
17043003075,17,043,003075,256,193,2,2,1,0,249,186,12,5,4
17043003076,17,043,003076,422,142,3,3,0,0,394,133,24,7,8
17043003077,17,043,003077,318,230,11,3,0,0,306,234,14,9,1
17043003078,17,043,003078,275,227,3,5,0,0,259,228,13,5,6
17043003079,17,043,003079,241.93,211.71,2.92,0.98,2.91,0,226.38,226.31,8.73,1.95,0
17043003080,17,043,003080,416,272,12,2,0,2,404,244,28,12,8
17043003081,17,043,003081,337.29,262.8,7.09,2.99,1.04,0.03,327.46,239.63,24.92,5.17,11.75
17043003082,17,043,003082,398,358,5,0,1,1,378,356,13,8,6
17043003083,17,043,003083,444.89,396.21,10.12,3.28,1.28,0,397.3,433.73,10.96,6.84,4.84
17043003084,17,043,003084,345.82,239.66,11.66,3.86,0.96,0.96,287.79,292,16.41,4.82,4.83
17043003085,17,043,003085,280.3,260.58,7.18,2,0.05,0,243.81,285.99,11.18,4.15,4.1
17043003086,17,043,003086,253,262,4,4,4,0,234,253,25,6,4
17043003087,17,043,003087,418.91,375.96,7.03,2.05,2.05,0,403.55,384.6,15.56,5.18,2.08
17043003088,17,043,003088,249.58,192.44,7.08,3.04,1.02,1,241.23,190.68,12.16,3.14,3.04
17043003089,17,043,003089,295,356,4,3,0,0,290,352,6,6,5
17043003090,17,043,003090,362.9,273.38,8.04,3.01,0.01,0,346.66,270.29,15.32,7.04,9.04
17043003091,17,043,003091,196.49,134,2.26,1.51,0.75,0,185.19,123.46,12.8,1.51,7.53
17043003092,17,043,003092,273.74,211.2,1.02,1.01,0,1,253.64,221.27,8.06,0,4.01
17043003093,17,043,003093,291.99,252.31,2.97,6.78,0,1.93,283.94,241.56,14.86,5.82,3.95
17043003094,17,043,003094,390,284,13,4,2,1,375,279,19,10,4
17043003095,17,043,003095,261.95,314.5,7.72,0.32,1.21,0,250.7,313.1,13.19,4.32,4.2
17043003096,17,043,003096,394.4,186.86,8.41,0.09,5.18,0,360.36,197.27,19.73,7.45,6.18
17043003097,17,043,003097,302.52,248.96,1.98,0.99,0.99,0,280.7,247.97,24.8,2.98,3.97
17043003098,17,043,003098,203.11,198.79,2.88,0.72,0.72,0,188.7,205.27,5.04,2.16,2.16
17043003099,17,043,003099,318.02,325.78,3.88,4.85,2.91,1.94,320.93,288.93,31.03,8.73,3.88
17043003100,17,043,003100,394.75,273.77,10.01,2.01,1.01,0,382.76,259.68,15.07,11.02,3.01
17043003101,17,043,003101,222.91,189.13,3.88,2.9,0,0,211.2,189.14,8.82,3.87,2.9
17043003102,17,043,003102,238.91,266.72,6.03,2.98,0,0.99,221.93,261.8,12.96,4.03,3.01
17043003103,17,043,003103,326.07,270.53,3.18,1.05,0,0.05,314.89,262.76,12.77,4.23,2.18
17043003104,17,043,003104,258.55,173.58,11.18,1.15,0.04,0.32,241.01,182.51,15.77,5.55,2.64
17043003105,17,043,003105,469,247,6,4,2,1,450,253,10,10,5
17043003106,17,043,003106,286,256,7,2,0,0,263,263,16,6,2
17043003107,17,043,003107,392.65,364.4,13.32,1.29,2.38,0,356.67,379.31,14.54,14.7,4.83
17043003108,17,043,003108,441,330,8,3,2,0,424,334,13,7,5
17043003109,17,043,003109,235.12,175.84,3.06,2.01,1.08,0.99,216.82,196.07,5.22,3.03,0
17043003110,17,043,003110,384,253,4,4,0,2,380,234,22,3,6
17043003111,17,043,003111,229.49,104.4,3.76,1.88,1.88,0,212.56,121.33,5.64,2.82,1.88
17043003112,17,043,003112,376.25,248.5,4.99,2.99,0,0,361.28,243.51,12.97,8.98,5.99
17043003113,17,043,003113,281.9,132.57,1.07,1.01,1,0.01,268.86,124.37,11.13,4.08,6.01
17043003114,17,043,003114,354.67,281.39,3.05,3.94,0,0.98,332.77,284.99,6.45,4.96,4
17043003115,17,043,003115,279,275,8,7,0,1,279,273,6,7,2
17043003116,17,043,003116,229.89,247.18,9.38,2.25,0.87,0.17,215.85,254.79,14.94,4.52,2.08
17043003117,17,043,003117,272.94,199.66,3.9,4.87,0,0,267.07,197.75,5.84,3.9,2.92
17043003118,17,043,003118,387,199,7,2,2,1,386,176,24,3,4
17043003119,17,043,003119,281,202,4,1,1,0,268,212,1,4,3
17043003120,17,043,003120,226.73,159.02,3.1,1.04,0,0.02,195.31,175.46,10.11,2,5.02
17043003121,17,043,003121,314,189,7,0,1,0,280,199,15,6,3
17043003122,17,043,003122,218,273,6,4,1,0,203,284,11,2,1
17043003123,17,043,003123,228.42,171.56,3.92,1.96,0.98,0,210.77,183.32,7.84,6.86,1.96
17043003124,17,043,003124,313.86,298.28,7.3,3.01,2.75,0,297.49,311.78,8.98,3.06,2.03
17043003125,17,043,003125,288.46,269.12,4.97,1.07,0,0.02,275.21,254.51,22.68,4.04,2.05
17043003126,17,043,003126,254.99,234.53,6.37,1.56,0.19,0,261.71,208.04,11.49,5.56,4.47
17043003127,17,043,003127,305.5,221.32,7.02,2,1,0,285.46,219.34,11.01,5.02,4.01
17043003128,17,043,003128,257.03,124.42,7.1,1.12,1.01,1.01,244.56,117.08,7.66,5.23,7.15
17043003129,17,043,003129,372,230,12,8,0,0,355,228,19,4,7
17043003130,17,043,003130,285.45,152.89,12.37,2.65,1.77,0,266.89,152,21.21,7.95,7.95
17043003131,17,043,003131,335.14,226.15,1.16,1.92,1.88,0.04,321.55,212.16,21.31,6.93,2.95
17043003132,17,043,003132,244,166,2,1,1,1,218,182,17,2,1
17043003133,17,043,003133,461.6,238.18,11.11,7.25,1,0.07,442.32,240.78,17.54,12.21,8.14
17043003134,17,043,003134,357.84,286.67,4.88,1.95,0,0,336.39,277.89,25.35,1.95,5.85
17043003135,17,043,003135,225.15,269.17,6,3,1,2,221.14,270.18,10.01,6,2
17043003136,17,043,003136,179.78,209.34,1.27,3.9,0.12,0,170.54,206.22,12.63,5.78,1.97
17043003137,17,043,003137,209.42,298.02,2.03,5.01,0,0.01,205.31,287.15,12.04,6.02,3
17043003138,17,043,003138,295.13,189.27,4,5,0,0,286.15,194.23,5.01,4,3
17043003139,17,043,003139,284.49,109.04,1.98,1.98,0.99,0.99,267.64,100.12,20.81,2.97,6.94
17043003140,17,043,003140,352.19,229.75,3.74,1.13,0,0.3,331.38,239.95,12.76,0.76,2.35
17043003141,17,043,003141,180.04,180.73,5,0.04,0.01,0.02,172.86,183.82,4.08,4,1.99
17043003142,17,043,003142,183.85,158.78,4.55,0.96,0.06,0.9,174.39,141.18,14.21,7.44,2.8
17043003143,17,043,003143,168.11,161.82,4.62,2.75,0.13,0.83,157.15,170.21,7.06,1.48,1.92
17043003144,17,043,003144,298,249,3,3,0,1,284,255,4,0,5
17043003145,17,043,003145,390.29,204.92,13.6,6,3,0,345.4,237.11,19.65,7.38,9.11
17043003146,17,043,003146,359.68,253.73,10.76,3.83,0,0,343.66,251.29,12.69,9.72,4.83
17043003147,17,043,003147,224,145,8,1,1,0,204,152,11,8,4
17043003148,17,043,003148,266.99,204.47,7.1,1.25,1.08,1.08,247.61,200.58,21.1,3.93,2.59
17043003149,17,043,003149,317,271,12,1,1,0,296,285,15,1,3
17043003150,17,043,003150,381.03,155.47,3.8,1.21,0.21,2.39,366.79,143.81,22.62,5.19,4.46
17043003151,17,043,003151,229,182,5,2,0,0,210,189,7,6,3
17043003152,17,043,003152,179.7,174,8.73,2.91,1.94,0,171.95,160.44,24.24,5.82,2.91
17043003153,17,043,003153,166.78,161.01,5.13,1.06,0.02,0,159.59,157.49,12.5,2.1,3.26
17043003154,17,043,003154,213,180,2,1,0,1,196,175,16,1,2
17043003155,17,043,003155,313.51,118.6,4.24,1.12,0.12,1,299.44,106.67,20.36,4.18,4.12
17043003156,17,043,003156,249,144,2,1,0,0,233,154,5,3,0
17043004001,17,043,004001,290.57,122.19,5.46,2.13,0.31,0,268.06,130.93,11.43,8.42,2.81
17043004002,17,043,004002,255,155,3,1,0,0,252,144,12,3,2
