GEOID20,STATEFP,COUNTYFP,DISTRICT,G18GOVDPRI,G18GOVRRAU,G18GOVCMCC,G18GOVLJAC,G18ATGDRAO,G18ATGRHAR,G18ATGLHAR,G18SOSDWHI,G18SOSRHEL,G18SOSLDUT,G18COMDMEN,G18COMRSEN,G18COMLBAL,G18TREDFRE,G18TRERDOD,G18TRELLEH
17179001911,17,179,001911,182,168,36,22,181,208,18,262,130,16,212,170,23,203,181,18
17179001912,17,179,001912,189.96,163.04,22.73,21.57,182.05,195.34,12.66,256.83,133.78,7.42,212.38,166.38,11.91,203.85,165.9,16.44
17179001913,17,179,001913,136.95,112.8,29.12,18.07,122.86,151.99,21.12,172.14,108.75,17.09,147.98,122.88,25.12,142.01,129.86,22.09
17179001914,17,179,001914,172.62,118.39,24.24,20.21,163.6,154.72,17.12,216.25,109.1,14.16,183.74,134.55,14.17,174.76,140.41,15.22
17179001915,17,179,001915,205.01,236.61,40.1,26.98,196.97,292.83,17.95,276.34,210.61,24.69,221.4,257.7,27.64,222.84,258.03,24.74
17179001916,17,179,001916,188.02,170.37,22.65,20.11,186.19,199.67,8.64,263.88,126.72,12.55,206.49,172.74,11.28,208.67,166.92,13.1
17179001917,17,179,001917,162.12,160.5,28.37,21.08,158.88,197.78,14.59,232.64,136.99,7.3,182.38,177.52,15.4,171.03,181.57,17.83
17179001918,17,179,001918,140.88,165.67,22.26,22.54,134.26,206.25,12.68,198.78,141.44,15.07,168.91,167.23,16.06,159.19,172.16,16.06
17179001919,17,179,001919,154.73,103.16,18.85,20.83,145.81,133.9,17.85,193.42,90.26,11.9,168.62,114.07,13.89,159.69,118.03,18.85
17179001920,17,179,001920,183,157,31,22,179,199,14,237,146,19,204,164,28,193,169,29
17179001921,17,179,001921,214.12,182.58,36.07,29.26,190.75,252.01,16.51,282.05,164.58,17.62,224.5,207.63,25.97,220.77,215.51,20.63
17179001922,17,179,001922,132.85,98.79,16.64,11.68,124.04,123.54,12.23,174.21,80.55,6.38,144.96,106.47,7.4,133.71,106.33,12.59
17181000101,17,181,000101,178,216,33,13,156,264,8,247,195,7,207,211,13,165,245,13
17181000102,17,181,000102,135,142,23,5,116,183,8,175,130,4,144,154,7,124,173,6
17181000103,17,181,000103,203.52,255.97,52.72,3.18,183.98,316.98,14.15,275.43,241.82,8.03,224.67,276.27,12.12,196.25,299.67,11.13
17181000104,17,181,000104,116.1,129.65,25.16,13.55,97.72,166.42,13.55,167.38,113.2,7.74,122.88,143.2,13.55,122.88,145.13,11.61
17181000105,17,181,000105,143.03,150.04,33.01,16,116.03,201.05,16,194.05,137.03,12,144.03,172.04,16,129.03,187.04,19
17181000106,17,181,000106,123.38,119.12,26.25,11.74,102.06,150.46,13.63,158.96,112.93,4.02,120.78,139.34,8.92,107.61,145.05,8.86
17181000107,17,181,000107,169,236,48,8,132,301,16,228,219,13,173,262,14,159,272,15
17181000108,17,181,000108,213,273,57,15,177,344,19,280,266,7,228,301,13,191,336,8
17181000109,17,181,000109,233.75,235.43,40.94,10.54,208.85,281.58,21.48,292.93,214.41,13.02,237.51,254.37,18.24,225.86,267.51,12.34
17181000110,17,181,000110,218.9,257.04,38.37,15.6,208.27,290.35,16.66,288.49,219.78,13.97,240.38,256.53,16.65,213.69,273.83,19.97
17181000111,17,181,000111,128.69,222.22,35.11,8.04,113.49,269.48,11.07,172.83,213.17,9.06,139.7,239.27,11.06,129.57,249.41,11.04
17181000112,17,181,000112,68.81,98.22,20.25,6.03,55.67,129.59,4.02,95.04,94.23,6.03,78.87,107.37,5.05,66.72,119.52,4.07
17181000113,17,181,000113,89.96,190.06,20.25,4.02,74.75,213.52,6.1,142.43,160.82,5.14,91.08,201.15,6.14,84.9,204.29,4.1
17181000115,17,181,000115,190.86,198.52,27.36,8.62,189.09,215.07,13.73,244.4,167.34,9.32,203.5,200.36,16.71,193.95,206.3,16.31
17181000116,17,181,000116,44,57.99,6,3,38,70.99,0,58.99,52.99,1,49.99,62.99,1,43,65.99,4
17181000117,17,181,000117,82,92,9,8,66,113,8,103,87,6,85,105,4,80,105,8
17181000119,17,181,000119,171.06,317.14,65.02,16,152.05,398.17,11.01,241.09,324.12,5.01,185.06,372.15,6.01,172.05,379.16,8.01
17181000120,17,181,000120,109.34,193.83,15.9,6.96,77.53,233.59,10.93,132.2,183.89,8.95,112.32,198.8,8.95,91.45,222.66,6.96
17181000121,17,181,000121,148.48,234.03,42.28,10.82,117.02,294.02,8.85,202.57,225.18,1.97,157.33,251.73,6.88,132.75,275.33,7.87
17181000122,17,181,000122,112,180,23,5,89,217,7,150,165,6,115,190,8,99,198,9
1718300BL01,17,183,00BL01,113.74,300.75,46.98,21.87,98.5,369.61,15.87,215.12,253.03,16.89,146.73,309.15,19.03,228.01,243.96,13.96
1718300BL02,17,183,00BL02,81,296,48,11,72,361,7,167,267,4,122,306,9,179,254,5
1718300BT01,17,183,00BT01,37.05,214.29,19.03,8.01,34.03,239.34,7.01,107.14,167.24,5.01,53.1,217.27,7,106.14,167.24,5
1718300CR01,17,183,00CR01,44,105,18,10,44,129.99,4,83,91,4,59,114,3,83,92,3
1718300CT01,17,183,00CT01,120.12,232.32,63.04,19.02,103.11,325.38,10.01,230.23,194.25,16.01,145.15,274.34,16.01,218.21,206.28,16.01
1718300CT02,17,183,00CT02,86.95,236.86,33.98,20.99,77.95,284.83,11.99,175.9,194.89,7,111.93,252.85,10.99,168.9,200.88,12.99
1718300CT03,17,183,00CT03,103.57,282.62,36.25,14.08,97.51,335.91,9.12,204.12,225.3,9.14,133.76,296.68,11.12,189.41,247.09,8.1
1718300DC01,17,183,00DC01,147.72,206.13,28,6.8,140.52,242.94,6.3,229.04,156.52,7.3,177.43,201.03,9,226.04,157.62,7.3
1718300DC02,17,183,00DC02,158,192,36,10,149,239,11,221,163,15,184,202,13,231,151,14
1718300DC03,17,183,00DC03,157.36,140.42,24.6,17.66,162.13,174.92,8.88,222.13,118.84,7.89,182.84,144.43,13.76,230.91,107.14,8.85
1718300DC04,17,183,00DC04,230.64,68.89,24.96,13.98,224.65,110.83,8.99,264.58,74.88,7.99,245.61,84.87,13.98,257.59,75.88,8.99
1718300DC06,17,183,00DC06,127.34,156.03,28.17,14.04,119.29,206.28,12.03,191.72,143.85,8.03,147.46,182.09,12.03,182.75,149.84,11.02
1718300DC07,17,183,00DC07,118.99,232.53,20.82,8.81,123.74,266.91,7.87,209.83,183.81,6.83,149.2,240.49,9.79,210.73,184.76,4.98
1718300DC08,17,183,00DC08,47.36,37.11,6.04,3.02,42.35,52.17,3.01,56.42,37.12,3.01,51.39,41.13,5.02,54.41,41.12,2.01
1718300DC10,17,183,00DC10,108,56,7,3,107,63,2,132,41,2,120,49,2,130,39,3
1718300DC11,17,183,00DC11,184.5,103.03,26.97,9.98,180.49,145.97,6,237.4,90.05,8,209.44,117.03,6.99,232.43,95.03,7.99
1718300DC13,17,183,00DC13,158.01,42.73,11.92,10.93,168.94,56.64,6.96,188.81,37.76,5.96,172.91,49.69,8.94,178.87,43.72,6.96
1718300DC14,17,183,00DC14,247.99,29.27,17.08,4.07,245.06,50.36,12.04,277.19,20.24,11.04,264.09,33.31,9.06,268.13,24.28,14.04
1718300DC15,17,183,00DC15,109.92,45.86,10.49,6.36,97.09,70.5,8.16,130.25,33.44,9.13,114.46,50.92,8.26,124.47,41.15,6.16
1718300DC16,17,183,00DC16,120.71,151.81,16.52,12.36,100.52,196.52,6.43,178.87,122.42,6.21,129.59,160.48,12.39,181.71,115.39,9.43
1718300DC17,17,183,00DC17,138.68,323.18,24.83,8.57,125.72,377.35,5.64,242.09,262.22,6.36,155.76,336.57,10.45,246.02,256.25,6.55
1718300DC18,17,183,00DC18,119.05,156.51,19.46,11.2,117.78,198.1,5.33,201.29,115.86,5.13,148.37,166.58,5.2,191.29,125.79,5.13
1718300DC19,17,183,00DC19,56,35,8,6,55,48,4,77,28,2,66,38,3,71,35,1
1718300DC20,17,183,00DC20,124,103,20,8,115,130,7,172,80,6,141,102,7,164,79,9
1718300DC21,17,183,00DC21,108.08,102.18,28.03,19.01,113.07,136.22,11.01,158.15,92.14,10.01,130.1,113.18,15.01,150.14,97.14,13.01
1718300DC22,17,183,00DC22,144,44,12,5,147,61,4,177,32,4,164,45,4,172,34,6
1718300DC23,17,183,00DC23,131.07,57.29,23.03,11.01,134.05,89.33,6.02,166.15,59.25,5.01,145.09,80.3,5.01,167.15,60.24,3.01
1718300DC24,17,183,00DC24,135,76,15,8,138,93,11,178,60,6,156,78,5,173,60,7
1718300DC25,17,183,00DC25,61.47,6.43,0.09,2,62.42,10.51,1.01,68.51,5.41,1.02,64.48,7.48,2,65.55,6.39,0.03
1718300DC26,17,183,00DC26,132,48,11,3,142,59,8,162,40,6,142,54,9,158,43,6
1718300DC27,17,183,00DC27,105.28,135.87,18,7.2,94.48,170.06,2.7,170.96,94.48,2.7,120.57,134.97,9,179.96,86.38,2.7
1718300DC28,17,183,00DC28,101.41,54.51,12.08,6.06,107.38,60.65,6.05,132.65,30.4,9.04,110.51,45.5,11.07,123.61,38.43,7.05
1718300DC29,17,183,00DC29,99.12,123.69,20.33,14.4,93.19,158.42,11.86,158.42,96.58,9.32,122.84,121.14,17.79,147.41,105.05,11.01
1718300DC31,17,183,00DC31,122,152,23,9,113,187,8,181,120,8,139,162,6,180,121,7
1718300DC32,17,183,00DC32,142,148,23,12,141,182,6,213,109,6,169,152,8,213,104,11
1718300DC33,17,183,00DC33,103.62,213.64,25.07,8.26,105.49,238.84,5.3,181.85,160.65,6.15,128.24,212.11,7.28,184.74,162.63,4.3
1718300DN01,17,183,00DN01,77.92,170.83,27.97,8.99,69.93,209.79,8.99,141.86,132.87,11.99,100.9,173.82,7.99,140.86,135.86,11.99
1718300DN02,17,183,00DN02,53.01,138.02,27,16,45.01,174.02,8,97.02,126.01,8,69.01,150.02,12,106.02,116.02,9
1718300DN03,17,183,00DN03,61,112,32,8,52,156,10,106,107,6,70,132,14,97,111,8
1718300DN04,17,183,00DN04,47,108,28,11,45,143,4,91,99,7,67,125,5,93,98,4
1718300DN05,17,183,00DN05,64.59,123.48,22.21,12.95,58.68,155.79,9.8,113.84,101.43,10.2,86.23,125.94,9.85,115.9,101.12,7.3
1718300DN06,17,183,00DN06,104,182,39,15,104,228,11,179,155,10,136,198,8,168,170,6
1718300DN07,17,183,00DN07,76.88,143.33,30.37,7.59,60.75,184.14,13.29,129.09,119.6,10.44,85.43,160.41,13.29,129.09,123.39,6.64
1718300DN08,17,183,00DN08,82,143,32,12,75,190,6,137,131,3,105,157,7,130,135,6
1718300DN09,17,183,00DN09,78,103,24,13,72,134,9,114,96,9,80,125,10,108,103,8
1718300DN10,17,183,00DN10,72.02,115.53,19.94,6.02,64.09,145.51,5.99,102.09,106.54,7.98,83.08,128.49,6.01,103.02,105.58,5.98
1718300DN11,17,183,00DN11,56.72,55.72,17.91,2.99,44.78,82.59,6.97,75.62,56.72,2.99,60.7,70.65,4.98,75.62,57.71,2.99
1718300DN13,17,183,00DN13,40,91,14,9,35,113,6,77,72,5,52,95,9,73,75,7
1718300DN14,17,183,00DN14,44.99,75.98,19,7,39.99,97.98,5,78.98,66.99,2,52.99,85.98,2,69.98,71.98,3
1718300EL01,17,183,00EL01,53,159,30,12,49,195,13,116,130,10,79,166,12,119,126,10
1718300EL02,17,183,00EL02,44,120,18,6,36,147,5,80,102,6,60,122,6,81,100,7
1718300GR01,17,183,00GR01,37.66,112.97,15.85,6.94,36.66,132.78,1.98,94.14,78.28,0.99,59.46,110.98,0.99,79.27,89.18,2.97
1718300GR02,17,183,00GR02,60,107,17,1,56,129,5,95,93,1,69,114,6,89,98,4
1718300GR03,17,183,00GR03,54,191,23,3,57,209,6,123,145,3,76,192,5,96,170,5
1718300GR04,17,183,00GR04,48,136,15,10,56,149,8,105,105,9,69,132,13,92,113,12
1718300GR05,17,183,00GR05,66.34,213.03,30.15,9.06,62.34,249.22,8.02,123.86,189.72,6.01,87.54,221.02,9.01,112.73,195.82,8.03
1718300GR06,17,183,00GR06,74,218,26,13,66,264,4,159,174,3,109,218,7,138,190,6
1718300GT01,17,183,00GT01,92,158,43,18,83,212,16,173,137,7,122,175,16,158,139,15
1718300GT02,17,183,00GT02,94,201,26,17,83,249,8,157,172,9,114,215,9,157,172,10
1718300GT03,17,183,00GT03,107,128,32,8,105,156,16,158,110,11,126,137,14,155,108,15
1718300GT04,17,183,00GT04,54,74,19,3,53,93,6,94,55,4,73,73,4,81,68,4
1718300GT05,17,183,00GT05,88,186,39,16,85,240,9,178,152,10,120,207,9,182,149,8
1718300GT06,17,183,00GT06,88,132,28,10,81,171,9,144,113,5,112,139,8,131,120,9
1718300GT07,17,183,00GT07,122,155,29,14,112,198,15,175,139,12,133,175,14,183,139,5
1718300GT08,17,183,00GT08,82,104,35,16,85,154,7,140,99,6,112,125,8,136,102,7
1718300JA01,17,183,00JA01,6,64,4,1,6,67,1,30,45,0,9,64,1,23,52,0
1718300LV01,17,183,00LV01,18,67,8,4,16,78,1,36,60,2,29,63,4,42,51,4
1718300MC01,17,183,00MC01,73,196,35,22,68,243,12,139,174,13,96,212,14,136,176,10
1718300MD01,17,183,00MD01,61,203,67,19,56,288,13,130,213,10,85,255,9,151,199,6
1718300MD02,17,183,00MD02,27,100,15,5,23,119,6,53,92,3,33,109,5,58,85,4
1718300NW01,17,183,00NW01,76.04,231.09,38.52,9.88,65.18,289.36,6.91,162.95,191.59,5.93,104.68,244.92,6.91,167.89,188.63,4.94
1718300NW02,17,183,00NW02,108,324,57,16,82,418,8,222,282,9,125,366,13,217,282,9
1718300NW03,17,183,00NW03,114.26,329.09,45.78,11.13,109.04,380.78,12.89,211.26,285.87,6.56,141.49,349.19,12.07,206.79,285,12.79
1718300NW04,17,183,00NW04,15.51,66.08,6.83,2.87,11.7,74.93,4.71,33.89,56.45,1.91,20.39,67.12,2.85,33.93,55.5,1.9
1718300OK01,17,183,00OK01,84.73,198.97,25.7,16.18,76.16,239.91,13.33,155.18,162.8,12.38,108.53,205.64,10.47,158.04,158.04,11.42
1718300OK02,17,183,00OK02,106,263,32,24,91,328,7,177,232,20,128,280,15,185,228,12
1718300OK03,17,183,00OK03,33.63,139.23,14.02,4.73,30.26,155.97,6.54,65.57,120.76,7.48,44.62,142.5,6.4,78.44,111.71,5.47
1718300OK05,17,183,00OK05,81,187,23,13,61,238,8,139,163,7,92,203,11,139,162,7
1718300PI01,17,183,00PI01,41,184,16,5,40,206,2,97,149,1,58,187,0,120,128,1
1718300RS01,17,183,00RS01,74.9,215.72,39.95,7.99,69.91,263.65,6.99,129.83,204.73,9.99,94.87,237.69,6.99,125.83,208.72,8.99
1718300RS02,17,183,00RS02,41.1,103.28,22.05,9.01,34.09,134.35,5.01,78.17,94.27,2.01,51.13,116.31,5.01,72.17,97.28,4.01
1718300SI01,17,183,00SI01,66,229,30,18,53,280,11,142,194,6,93,235,9,135,198,9
1718300SR01,17,183,00SR01,73,193,37,13,68,241,10,136,174,8,84,224,9,131,179,10
1718300VA01,17,183,00VA01,125,243,41,19,94,328,10,203,217,9,132,283,14,202,223,7
17185000001,17,185,000001,44.44,72.1,2.96,2.96,41.48,74.07,3.95,61.23,57.28,3.95,44.44,69.13,5.93,44.44,73.09,2.96
17185000002,17,185,000002,73,115,11,6,68,136,5,98,107,4,74,123,8,68,133,5
17185000003,17,185,000003,64,105,5,14,49,135,6,92,96,4,57,125,8,49,132,7
17185000004,17,185,000004,52.21,64.38,2.02,1.01,43.17,76.46,3.01,58.3,65.33,1.01,46.2,71.43,5.01,40.18,74.45,7.01
17185000005,17,185,000005,78.56,118.9,13.04,8.04,73.52,134.93,7.05,106.77,105.72,6.05,83.56,125.87,6.07,80.56,126.91,7.04
17185000006,17,185,000006,135.91,263.39,20.62,9.37,120.92,305.57,3.75,194.97,234.33,4.69,148.1,274.64,7.5,131.23,287.76,5.62
17185000007,17,185,000007,129.71,235.47,13.97,8.98,103.77,283.36,7.98,188.58,204.54,6.98,125.72,266.4,4.99,111.75,279.37,5.99
17185000008,17,185,000008,158.08,476.15,35.01,18.01,135.07,534.18,16.01,248.12,443.13,9,174.08,506.17,10,161.07,510.18,15
17185000009,17,185,000009,83,215,12,6,75,237,2,114,194,8,87,226,2,79,230,5
17185000010,17,185,000010,98.36,255.22,29.57,12.71,88.15,307.31,3.5,146.68,250,6.48,105.3,283.86,11.65,93.94,299.93,7.54
17185000011,17,185,000011,47,144,7,4,42,158,5,62,139,8,47,154,3,42,159,4
17185000012,17,185,000012,32,139,18,8,32,166,5,57,147,4,36,159,5,38,162,3
17185000013,17,185,000013,8.87,70.06,5.28,3.23,5.1,79.15,4.22,14.53,74.2,1.1,6.49,81.92,1.23,5.22,83.06,1.19
17185000014,17,185,000014,55.88,143.66,14.16,11.29,42.65,175.22,13.16,70.19,153.84,8.07,51.77,171.04,8.18,43.74,179.17,7.11
17185000015,17,185,000015,28,79,8,4,26,90,4,46,74,5,28,88,7,32,86,5
17185000016,17,185,000016,10,46,4,1,10,50,1,14,46,1,14,47,0,14,47,0
1718700BE01,17,187,00BE01,39,84,11,1,38,90,6,67,68,2,51,77,5,45,83,6
1718700CO01,17,187,00CO01,115.16,197.44,30.39,6.55,122.41,215.18,9.95,164.99,178.94,8.55,132.36,204.23,14.9,124.76,210.93,13.2
1718700EL01,17,187,00EL01,21,80,11,8,23,94,2,45,73,3,33,82,2,27,86,5
1718700FL01,17,187,00FL01,23.84,38.56,5.61,2.45,25.59,43.82,1.05,34.01,35.06,2.45,26.64,42.77,2.1,25.24,42.07,2.8
1718700GR01,17,187,00GR01,74,175,25,1,78,191,4,128,138,9,97,169,7,90,178,6
1718700HA01,17,187,00HA01,33.98,128.53,21.15,1.09,39.94,137.74,4.08,66.57,112.12,4.08,50.2,124.49,5.07,43.08,131.58,7.1
1718700KE01,17,187,00KE01,76,99,22,0,86,113,2,110,92,1,97,103,2,93,102,6
1718700LE01,17,187,00LE01,16.98,102.9,15.98,4,21.98,112.89,5,45.96,90.91,4,27.97,106.9,4,26.97,108.89,3
1718700MN01,17,187,00MN01,50,55,11,4,52,63,4,71,47,2,58,58,3,55,61,2
1718700MN02,17,187,00MN02,82,75,9,2,78,88,1,102,66,2,84,81,3,80,85,3
1718700MN03,17,187,00MN03,124.14,168.25,14.03,5.01,127.14,176.28,6.01,179.23,134.19,2.01,140.18,165.24,5.01,134.16,173.26,5.02
1718700MN04,17,187,00MN04,144.85,114.88,19.98,7.99,124.87,143.85,11.99,182.81,93.9,9.99,149.84,117.88,11.99,132.86,129.86,15.98
1718700MN05,17,187,00MN05,85,127,14,3,84,144,2,121,106,3,91,130,7,90,132,4
1718700MN06,17,187,00MN06,149.3,162.53,11.06,1.02,132.29,187.59,4.02,193.48,134.4,3.02,151.37,171.51,4.02,144.33,174.54,6.03
1718700MN07,17,187,00MN07,96.04,86.07,7.01,2,94.04,85.08,5,130.07,58.06,2,114.05,73.07,3,100.05,83.08,4
1718700MN08,17,187,00MN08,59,56,3,1,61,56,1,78,42,1,72,47,1,61,53,2
1718700MN09,17,187,00MN09,147,149,12,3,140,160,7,181,126,3,151,148,8,142,155,9
1718700MN10,17,187,00MN10,93,59,12,5,93,67,6,109,52,7,98,66,4,90,68,8
1718700MN11,17,187,00MN11,174.04,115.07,9.01,14,173.04,122.08,13,205.06,88.05,13,179.05,110.07,19,168.04,115.07,22
1718700MN12,17,187,00MN12,155.54,277.25,30.7,12.88,152.55,310.93,12.88,253.57,211.91,12.88,194.15,269.34,11.89,173.35,286.17,16.84
1718700PP01,17,187,00PP01,14,48,3,1,13,52,2,33,33,0,19,44,2,20,44,1
1718700RO01,17,187,00RO01,88,149,26,7,91,165,10,141,124,4,107,154,7,108,148,9
1718700RO02,17,187,00RO02,57.02,115.1,11.02,4,49.02,130.11,4,85.04,98.09,6,63.03,117.1,4,60.03,120.11,5
1718700SA01,17,187,00SA01,73,110,19,12,73,135,8,128,88,2,92,113,12,93,120,4
1718700SG01,17,187,00SG01,79,96,9,3,81,106,2,104,83,2,88,96,3,82,102,5
1718700SU01,17,187,00SU01,63.11,124.42,14.07,3,68.13,133.45,4.01,95.22,108.37,4.01,73.16,123.41,9.02,68.14,129.43,6.02
1718700SW01,17,187,00SW01,36,65,8,1,33,76,1,51,58,3,41,67,2,44,64,3
1718700TO01,17,187,00TO01,98,203,34,5,99,233,6,170,170,6,120,212,10,112,217,13
1718900AS01,17,189,00AS01,87.96,176.93,32.99,8,71.97,207.91,19.99,138.94,157.93,11.99,92.96,189.92,13.99,81.97,194.92,16.99
1718900BE01,17,189,00BE01,72.51,184.53,11.55,10.5,61.11,199.79,10.51,105.08,156.85,10.48,65.95,190.21,12.4,65.91,188.35,9.55
1718900BO01,17,189,00BO01,64.1,139.23,14.02,4,49.08,160.25,5.01,101.15,115.2,2,75.09,134.24,4.01,57.1,150.24,6.01
1718900CV01,17,189,00CV01,47.07,129.16,4.01,6.01,38.05,134.17,9.01,72.09,106.14,5.01,43.07,124.16,9.01,46.07,122.16,8.01
1718900DU01,17,189,00DU01,55,84,12,3,47,92,6,82,63,3,58,81,7,55,84,5
1718900DU02,17,189,00DU02,58,94,7,5,56,98,6,93,72,5,63,97,3,63,95,3
1718900HY01,17,189,00HY01,60.04,234.57,8.33,7.31,55.68,238.07,6.31,95.88,206.83,4.33,55.84,240.72,6.38,50.88,246.61,3.3
1718900HY02,17,189,00HY02,45.88,108.17,5.3,4.27,34.62,114.53,8.26,61.77,94.43,5.25,43.71,104.34,7.3,46.68,103.32,8.22
1718900IR01,17,189,00IR01,109.04,293.07,21.01,14,95.03,325.08,12.01,149.05,274.06,13,111.03,300.07,17.01,106.03,301.08,21.01
1718900JH01,17,189,00JH01,45,176,6,9,44,179,4,80,149,4,54,171,3,50,172,3
1718900LG01,17,189,00LG01,67,173,14,6,63,185,10,108,143,9,80,170,12,71,179,7
1718900NV01,17,189,00NV01,150,265,32,12,125,305,17,206,239,14,149,283,18,134,299,19
1718900NV03,17,189,00NV03,116.45,364.29,28.86,20.9,90.58,398.14,17.92,190.11,320.5,12.94,123.42,368.28,17.92,102.52,382.21,18.91
1718900NV04,17,189,00NV04,103.05,298.27,37.95,17.02,94.97,323.3,18.99,173.05,257.26,14.99,119,296.29,18.99,112.93,299.35,19
1718900OK01,17,189,00OK01,83.98,170.97,11,4,72.98,176.97,10,121.97,143.98,5,85.98,169.97,6,76.98,176.97,8
1718900OV01,17,189,00OV01,143.94,510.34,35.14,23.07,137.85,531.39,24.14,248.5,441.95,18.03,154.05,512.2,26.14,139.99,513.25,33.09
1718900OV02,17,189,00OV02,14,80,10,3,18,83,2,28,76,2,20,79,4,17,85,3
1718900PK01,17,189,00PK01,76.9,170.77,11.98,3,60.92,184.75,10.99,111.85,147.8,3,68.91,175.76,7.99,72.9,176.76,5.99
1718900PL01,17,189,00PL01,45.02,180.02,8,5,35.02,193.02,6,70.03,155.01,7,45.02,182.02,6,42.02,184.02,8
1718900RC01,17,189,00RC01,38,67.01,8.01,2,26,81.01,7,49.01,60.01,5,32.01,76.01,7,31,78.01,6
1718900VD01,17,189,00VD01,53.06,131.66,7.86,3.93,48.15,134.61,7.86,84.5,110.05,1.97,58.95,123.8,7.86,56.01,126.75,4.91
17191000101,17,191,000101,18.02,104.07,9.01,1,16.02,109.08,2,37.03,94.07,0,20.02,108.07,1,16.02,110.08,1
17191000201,17,191,000201,39,200,19,4,33,212,9,73,185,4,43,207,6,38,212,6
17191000301,17,191,000301,58,247,19,7,49,269,5,109,217,4,57,257,9,51,268,6
17191000401,17,191,000401,11,87,11,6,10,101,3,36,81,1,17,93,5,16,97,1
17191000501,17,191,000501,81,263,29,6,71,294,6,136,244,3,84,277,8,77,286,8
17191000502,17,191,000502,41,132,15,11,41,151,8,65,129,8,50,140,9,45,145,10
17191000601,17,191,000601,16,94,6,0,16,102,0,28,89,0,18,100,0,15,102,0
17191000701,17,191,000701,39,166,17,8,41,181,6,69,156,6,46,177,4,42,179,9
17191000801,17,191,000801,9,39,5,0,7,41,2,14,36,2,8,40,1,7,41,1
17191000901,17,191,000901,60,253,32,17,60,288,12,116,238,8,73,277,10,67,275,14
17191000902,17,191,000902,51.1,165.33,14.04,9.01,43.07,190.38,6.01,76.17,165.3,3.02,54.08,177.36,8.02,51.07,183.37,4.02
17191000903,17,191,000903,32.23,124.94,13.1,7.03,29.15,140.13,5.03,51.41,124.91,5.01,33.21,134.07,7.02,29.16,137.1,5.03
17191000904,17,191,000904,52.93,209.72,13.98,7.99,44.94,231.69,7.99,99.87,178.76,8.99,56.92,215.71,8.99,50.93,224.7,8.99
17191000905,17,191,000905,39.84,164.34,17.92,5.98,26.91,196.18,4.98,70.73,158.33,1.01,35.87,186.22,3.99,27.91,191.2,4.98
17191001001,17,191,001001,17,124,10,4,17,131,3,44,110,1,20,129,2,20,132,2
17191001101,17,191,001101,29,192,16,6,26,210,7,82,159,5,39,196,7,35,202,5
17191001201,17,191,001201,59,298,30,5,47,339,4,114,274,3,61,328,4,53,333,7
17191001202,17,191,001202,53.9,171.67,20.96,3.99,36.93,198.62,3.99,86.83,155.7,7.98,42.92,186.64,8.98,38.93,190.63,9.98
17191001301,17,191,001301,18,114,9,1,16,124,4,41,102,2,21,119,3,16,126,2
17191001401,17,191,001401,61,251,30,7,54,293,5,104,251,5,61,280,4,60,281,5
17191001402,17,191,001402,32,99,4,3,24,112,2,43,89,4,29,103,3,27,106,2
17191001501,17,191,001501,30,127,11,7,22,140,9,44,125,5,30,134,7,27,136,9
17191001601,17,191,001601,12,38,4,2,11,43,2,19,38,0,14,43,0,11,44,0
17191001701,17,191,001701,21,136,8,3,19,142,3,41,125,1,26,134,4,22,139,3
17191001801,17,191,001801,19,147,11,3,18,157,1,40,138,3,21,151,4,17,156,2
17191001901,17,191,001901,105.98,369.93,38.99,18,94.98,422.92,14,174.97,353.93,7,118.98,397.93,14,106.98,412.92,10
17191002001,17,191,002001,9,23,4,0,9,27,0,19,17,0,9,26,1,8,27,1
1719300BP10,17,193,00BP10,42,123,8,1,39,126,5,70,101,6,47,119,4,43,122,6
1719300CA12,17,193,00CA12,52,118,12,7,43,143,6,83,101,8,64,118,7,58,121,7
1719300CA13,17,193,00CA13,170,393,25,9,152,413,11,262,328,12,173,394,15,170,397,14
1719300CA14,17,193,00CA14,71,135,14,8,65,156,9,125,104,5,90,130,7,65,151,9
1719300CA16,17,193,00CA16,102,238,19,9,93,256,10,161,192,7,119,230,10,107,239,9
1719300CA18,17,193,00CA18,100.06,207.23,12.01,11,85.06,222.23,15.01,151.11,169.2,9,106.06,205.24,13,94.06,215.24,13
1719300CA19,17,193,00CA19,114,301,19,12,105,306,17,212,221,9,138,277,17,131,289,10
1719300CA20,17,193,00CA20,138,334,19,4,118,355,9,221,267,5,153,323,12,141,332,8
1719300EM30,17,193,00EM30,32.38,104.14,7.05,2.02,32.41,111.12,1.05,59.53,87.05,1.01,35.47,102.07,4.04,35.44,107.1,1.02
1719300EN04,17,193,00EN04,74.08,254.17,24.04,9.01,64.09,282.19,15.01,119.16,233.13,13.01,79.11,265.17,14,74.1,268.17,15.01
1719300GR24,17,193,00GR24,94.5,274.89,17.2,16.17,78.23,305.32,19.19,142.31,256.33,11.16,99.48,289.08,13.22,96.47,292.03,13.19
1719300HA28,17,193,00HA28,25.94,92.77,3.99,2,25.94,94.77,2.99,43.89,82.8,0,23.94,97.76,2,25.94,96.76,1
1719300HP22,17,193,00HP22,46,210,9,2,40,216,5,97,166,2,54,201,6,55,196,6
1719300IC06,17,193,00IC06,178,341,37,12,144,398,15,293,275,8,188,356,16,173,368,19
1719300IC08,17,193,00IC08,85,247,43,10,78,291,12,176,208,4,112,257,12,101,266,11
