GEOID20,STATEFP,COUNTYFP,DISTRICT,G18GOVDPRI,G18GOVRRAU,G18GOVCMCC,G18GOVLJAC,G18ATGDRAO,G18ATGRHAR,G18ATGLHAR,G18SOSDWHI,G18SOSRHEL,G18SOSLDUT,G18COMDMEN,G18COMRSEN,G18COMLBAL,G18TREDFRE,G18TRERDOD,G18TRELLEH
17031720071,17,031,720071,518.71,28.13,5.81,5.26,518.16,35.75,5.26,539.68,13.52,8.52,523.42,25.23,9.61,513.07,27.59,12.26
17031720072,17,031,720072,171.94,138.72,9.77,7.82,164.12,157.28,7.82,218.83,102.58,7.82,195.38,127,7.82,180.73,143.61,4.88
17031720073,17,031,720073,286,188,19,17,290,201,18,355,132,23,323,166,22,305,173,27
17031720074,17,031,720074,306,185,17,15,297,198,20,382,119,21,343,153,27,311,177,26
17031720075,17,031,720075,470,106,12,13,479,114,9,533,62,8,492,91,16,484,91,19
17031720076,17,031,720076,207.07,184.04,17.1,10.06,194.03,202.16,13.07,257.51,138.72,14.04,227.26,165.91,13.07,207.11,182.02,14.1
17031720077,17,031,720077,391.71,284.29,33.61,21.26,387.58,323.87,23.27,494.5,211.9,25.41,443.99,273.09,14.66,409.73,292.53,26.41
17031720078,17,031,720078,225.29,9.87,2.19,2.74,225.84,14.25,2.74,231.32,5.48,5.48,228.58,8.77,4.39,226.93,10.41,2.74
17031720079,17,031,720079,232.84,257.8,22.02,8.11,220.77,282.01,19,338.92,171.78,14.05,281.92,221.87,16.03,247.9,249.99,19.92
17031720080,17,031,720080,425.71,23.28,2.07,5.04,434.68,17.35,1.1,446.93,7.13,4.08,426.8,14.2,9.13,426.7,10.27,10.14
17031730001,17,031,730001,384,45,13,5,379,61,10,405,28,11,403,35,9,391,36,17
17031730002,17,031,730002,346,57,9,7,327,82,8,359,43,14,358,50,11,341,63,11
17031730003,17,031,730003,431.28,17.04,8.01,6.01,429.3,28.04,5.01,445.31,12.02,5.02,434.28,18.03,8.03,420.27,18.03,15.03
17031730004,17,031,730004,382.15,12.04,2.01,7,380.14,23.05,4,395.16,7.03,4.01,384.15,12.04,13.01,388.14,8.04,12.01
17031730005,17,031,730005,376.27,17.73,1.97,3.94,369.38,28.57,1.97,389.08,10.84,2.96,378.24,18.72,6.9,356.57,21.67,19.7
17031730006,17,031,730006,609.76,55.08,15.03,18.05,612.81,67.1,16.02,631.9,38.05,11.03,624.77,60.06,12.08,604.68,63.07,20.09
17031730007,17,031,730007,446.03,60.11,7.08,19.97,453.13,69.12,16.95,491.07,30.16,19.97,476.05,42.14,22.01,468.98,47.14,25.08
17031730008,17,031,730008,271,31,10,3,268,37,9,281,21,10,276,30,6,268,32,9
17031730009,17,031,730009,340,16,0,4,340,17,4,348,6,3,346,13,6,340,11,11
17031730010,17,031,730010,477.91,14.09,10.01,5.02,483.87,25.14,3.01,485.97,9.05,10.01,487.92,13.09,7.03,470.81,16.11,13.1
17031730011,17,031,730011,646.72,19.96,6.99,6.99,653.7,20.96,6.99,662.69,9.98,7.98,645.72,15.97,12.97,637.73,14.97,13.97
17031730012,17,031,730012,340.82,5.18,3.02,8.04,336.75,19.29,6.02,350.95,4.11,4.03,331.84,14.19,10.07,334.62,10.22,11.2
17031740001,17,031,740001,285.28,196.22,9.02,17.01,291.28,200.24,17.01,382.38,113.14,16.01,333.34,149.18,22.01,318.31,161.21,23.02
17031740002,17,031,740002,296,118,16,15,303,128,12,335,97,12,317,114,15,305,122,14
17031740003,17,031,740003,324,263,28,12,336,269,8,437,166,17,393,218,11,352,241,25
17031740004,17,031,740004,322.25,197.89,23,21.08,331.03,211.01,18.92,395.97,143.84,22.91,370.04,162.9,24.75,337.62,186.72,32.17
17031740005,17,031,740005,428.67,354.82,26.15,11.11,444.68,363.95,13.09,574.77,222.92,24.09,495.07,298.44,25.21,471.88,310.62,32.21
17031740006,17,031,740006,223,149,13,14,237,148,15,297,94,13,257,123,20,247,127,21
17031740007,17,031,740007,347,302,30,14,357,310,24,475,199,22,406,257,21,388,278,19
17031740008,17,031,740008,211.91,256.27,16.76,6.9,211.91,262.18,12.81,304.56,171.5,13.8,244.44,231.63,14.78,234.58,233.6,14.78
17031740009,17,031,740009,248,229,25,15,264,241,10,357,143,18,290,204,22,274,213,22
17031740010,17,031,740010,387,421,22,17,401,431,15,547,275,22,443,378,22,417,393,26
17031740011,17,031,740011,291,326,8,12,314,309,10,437,188,11,359,260,18,339,268,24
17031740012,17,031,740012,143.02,216.93,13.06,9.03,159.08,217.92,4.04,230.41,145.6,6.04,173.23,194.76,10.03,160.14,209.81,6.04
17031740013,17,031,740013,239.42,152.28,11,15.23,251.26,152.28,15.23,292.72,110.83,16.07,266.49,131.98,16.92,245.34,145.51,21.15
17031740014,17,031,740014,320,281,22,8,327,291,11,425,184,20,370,247,14,343,261,16
17031740015,17,031,740015,194,200,21,15,209,204,18,285,127,16,235,184,14,223,185,20
17031740016,17,031,740016,304,315,14,13,316,316,13,434,196,16,350,280,14,331,293,12
17031740017,17,031,740017,308.97,172.4,18.8,18.63,321.79,174.05,22.74,378.21,126.67,17.17,336.49,155.82,22.27,317.69,174.77,20.88
17031740018,17,031,740018,382.52,351.27,27.79,16.25,408.34,339.32,27.3,537.46,220.96,20.4,448.46,298.85,27.23,422.14,310.6,29.34
17031740019,17,031,740019,304,371,18,11,331,350,18,457,227,19,401,285,17,345,329,19
17031740020,17,031,740020,284,270,20,8,302,268,16,380,189,14,331,238,14,298,255,20
17031740021,17,031,740021,265,186,12,13,269,191,15,331,132,18,293,168,15,278,179,19
17031740022,17,031,740022,303.61,178.87,13.06,16.74,325.38,174.14,15.79,386.98,118.5,12.74,339.24,161.26,13.8,315.69,170.14,24.53
17031740023,17,031,740023,421,406,20,19,448,395,25,581,259,32,493,352,25,476,361,27
17031740024,17,031,740024,218,229,13,9,236,222,11,315,147,10,262,193,14,240,203,15
17031740025,17,031,740025,222,263,7,8,239,254,6,324,168,9,270,213,10,261,221,11
17031740026,17,031,740026,208.85,211.85,12.99,11.99,222.84,215.84,8.99,297.78,147.89,6,249.82,188.86,7.99,233.83,201.85,10.99
17031740027,17,031,740027,287,363,12,12,296,358,17,419,237,18,358,300,13,323,320,24
17031740028,17,031,740028,287.72,164.07,26.12,14.01,296.88,177.78,15.07,353.36,119.48,15.37,317.55,151.28,15.37,294.84,167.78,19.38
17031740029,17,031,740029,292.22,288.93,16.51,7.61,303.08,292.8,10.51,388.99,206.89,11.63,333.91,253.31,12.75,298.13,279.96,14.49
17031740030,17,031,740030,230.33,243.18,12.85,9.89,231.32,254.05,7.91,325.23,165.08,7.91,264.93,210.56,17.79,248.12,225.38,17.79
17031740031,17,031,740031,178,130,5,7,189,127,6,230,91,5,199,118,8,191,119,10
17031740032,17,031,740032,218,117,6,13,219,120,11,254,80,14,224,102,16,213,109,19
17031740033,17,031,740033,162.36,182.79,17.49,15.16,177.66,186.92,12.26,234.29,139.28,5.29,199.6,169.71,6.33,172.52,182.52,16.36
17031740034,17,031,740034,460,448,34,20,488,451,26,670,273,21,553,371,35,513,395,37
17031740035,17,031,740035,238.63,142.63,10.06,10.97,235.88,154.51,9.14,276.11,111.54,9.14,256.91,132.57,7.31,242.28,140.8,11.89
17031740036,17,031,740036,243.64,80,13.09,5.13,231.6,100.12,10.16,276.04,58.74,11.12,260.82,78.91,4.13,236.6,90.04,10.17
17031740037,17,031,740037,314,300,18,11,326,310,14,436,203,14,361,268,17,324,288,30
17031740038,17,031,740038,215.55,55.85,6.11,12.22,214.68,60.22,13.09,239.99,42.76,8.73,226.9,51.49,9.6,213.81,58.47,13.96
17031740039,17,031,740039,397.15,244.15,22.01,22.01,407.16,254.16,20.01,495.22,173.11,22,439.18,221.14,22.01,430.17,216.15,32.01
17031740040,17,031,740040,283.64,161.56,9.85,14.77,286.6,172.39,11.82,335.86,116.24,20.68,318.12,145.79,11.82,287.59,154.66,25.6
17031740041,17,031,740041,188,217,12,8,184,228,11,262,153,13,223,187,14,203,198,20
17031740042,17,031,740042,300.81,114.46,9.03,17.04,302.82,122.49,17.03,331.96,90.33,17.06,300.91,109.42,28.03,298.82,113.44,22.07
17031740043,17,031,740043,265.21,242.44,16.72,7.15,282.41,240.02,10.09,365.74,155.97,10.02,318.91,198.62,9.4,295.28,211.55,11.36
17031740044,17,031,740044,218.78,230.66,8.91,6.93,216.8,237.59,8.91,265.31,191.06,9.9,247.49,200.96,12.87,227.69,209.87,15.84
17031740045,17,031,740045,205,269,23,12,230,264,13,322,168,16,250,242,18,239,245,22
17031740046,17,031,740046,162,252,17,5,158,269,9,262,166,9,198,229,12,185,236,10
17031740047,17,031,740047,341,319,37,9,345,342,13,471,224,13,396,290,16,360,304,29
17031740048,17,031,740048,181.3,238.07,8.33,10.17,186.28,245.23,4.28,306.13,126.43,5.3,243.07,188.41,6.35,215.72,203.53,10.38
17031740049,17,031,740049,341,193,13,18,351,197,17,405,140,20,377,167,23,348,186,27
17031740050,17,031,740050,176.39,93.13,11.94,3.26,184.62,98.86,4.21,216.02,70.5,0.26,189.76,93.74,3.2,188.31,95.86,1.47
17031740051,17,031,740051,337,409,25,18,377,398,14,508,266,10,415,349,23,380,376,20
17031740052,17,031,740052,159.88,68.39,18.48,2.77,163.58,79.48,3.7,192.23,52.68,7.39,175.6,68.39,7.39,162.66,77.63,8.32
17031751001,17,031,751001,455,35,2,8,450,37,8,468,18,7,458,24,9,445,32,11
17031751002,17,031,751002,633.37,105.48,2.08,9.22,628.5,107.58,8.17,665.03,65.91,8.28,657.58,80.23,6.29,626.53,98.25,9.29
17031751003,17,031,751003,571.74,127.23,10,9.01,574.78,132.2,11.01,645.88,71.09,13.02,614.83,88.13,13.02,600.8,88.15,20.02
17031751004,17,031,751004,819,195,10,8,842,197,6,945,86,10,906,119,11,880,137,12
17031752001,17,031,752001,1057.63,166.52,8.92,24.78,1071.5,178.42,18.83,1131.97,103.09,31.72,1081.42,138.77,32.71,1075.47,140.75,32.71
17031752002,17,031,752002,458,24,6,7,453,40,6,475,11,13,456,25,12,450,28,13
17031752003,17,031,752003,561,24,7,13,564,37,9,586,13,9,572,18,14,571,18,15
17031752004,17,031,752004,755,29,5,12,761,39,10,780,16,17,778,24,12,761,25,18
17031752005,17,031,752005,525,28,6,9,525,40,7,546,22,6,534,27,9,522,34,12
17031753001,17,031,753001,598.96,126,3.88,5.82,609.62,121.15,7.75,657.12,66.87,14.54,633.85,86.26,12.6,630.95,94.01,6.78
17031753002,17,031,753002,742.69,119.36,5,14.96,746.75,119.32,17.96,786.91,78.1,18.02,764.85,99.14,15.02,763.83,97.22,13.98
17031753003,17,031,753003,670,113,3,11,680,108,12,726,58,16,712,72,16,690,91,17
17031753004,17,031,753004,331,58,4,6,324,71,7,356,32,14,351,41,7,335,47,12
17031753005,17,031,753005,675,119,7,22,688,116,24,723,75,28,695,96,27,673,114,25
17031753006,17,031,753006,577,78,8,19,578,92,7,605,48,23,603,59,14,588,63,16
17031753007,17,031,753007,513,73,7,11,530,72,15,547,51,17,543,61,14,530,65,18
17031754001,17,031,754001,358,43,1,12,358,46,8,382,21,10,372,28,12,366,33,11
17031754002,17,031,754002,572.35,87.65,1.12,13.22,583.62,77.53,16.29,615.97,47.02,18.45,586.3,61.6,25.38,598.22,56.77,19.24
17031754003,17,031,754003,443,84,3,4,441,89,5,476,52,5,453,58,12,442,74,11
17031754004,17,031,754004,885,119,7,15,883,138,9,957,57,13,917,87,10,909,95,9
17031754005,17,031,754005,330,53,2,3,328,55,4,354,25,7,341,35,8,330,43,10
17031754006,17,031,754006,742,133,11,13,744,147,20,817,70,20,779,96,26,763,107,26
17031755001,17,031,755001,532,25,7,12,540,28,11,560,9,12,543,15,17,519,24,29
17031755002,17,031,755002,809,104,2,15,814,111,12,865,59,13,822,83,22,810,90,24
17031755003,17,031,755003,596,27,2,9,607,30,8,618,15,9,609,16,13,593,21,22
17031755004,17,031,755004,324,14,1,7,330,12,4,333,8,3,327,7,10,321,13,5
17031756001,17,031,756001,824.34,249.11,10.93,13.03,847.31,248.12,10.08,975.57,114.86,17.09,911.42,167.03,22.07,881.62,191.71,24.08
17031756002,17,031,756002,459.68,104.63,3.12,4.14,459.93,112.62,1.11,519.28,45.22,7.18,490.6,68.77,8.23,472.29,80.03,10.25
17031756003,17,031,756003,480,106,4,11,495,98,6,537,50,15,512,70,17,501,76,15
17031756004,17,031,756004,623,115,8,5,628,119,8,672,68,13,650,85,12,637,92,13
17031756005,17,031,756005,718,196,8,12,728,190,20,833,89,18,779,134,20,754,141,23
17031756006,17,031,756006,364,182,2,4,360,180,8,464,88,7,415,126,7,394,136,9
17031756007,17,031,756007,705.98,161.25,2.95,9.83,718.76,161.25,10.82,813.15,62.93,15.73,764.97,105.21,17.7,758.09,102.26,19.67
17031757001,17,031,757001,879,175,5,14,895,161,20,983,74,21,934,108,30,908,126,27
17031757002,17,031,757002,920,211,4,27,951,204,14,1039,105,25,1001,138,22,973,159,19
17031757003,17,031,757003,386,43,2,12,387,50,6,389,40,14,369,42,15,356,57,17
17031757004,17,031,757004,437,67,2,8,452,63,6,482,30,11,463,47,8,457,51,9
17031757005,17,031,757005,714.26,216.77,4,12.99,752.22,192.8,8.99,848.12,84.91,16.98,799.17,129.87,18.98,768.2,147.85,20.98
17031757006,17,031,757006,43,1,0,3,43,1,3,45,1,1,44,1,1,43,1,2
17031758001,17,031,758001,693,54,4,14,685,76,10,719,39,12,706,48,16,686,61,18
17031758002,17,031,758002,534,44,7,11,536,48,10,553,32,8,540,44,9,522,53,15
17031758003,17,031,758003,453,30,2,18,454,38,13,470,15,20,456,30,18,453,31,21
17031758004,17,031,758004,595,63,4,11,596,74,11,624,43,13,608,54,15,608,57,13
17031758005,17,031,758005,721,74,12,17,713,103,12,773,41,12,740,74,10,716,81,17
17031759001,17,031,759001,474,57,5,12,474,67,12,497,45,10,489,50,12,477,51,20
17031759002,17,031,759002,560,35,5,16,556,51,11,588,18,12,568,29,19,564,30,17
17031759003,17,031,759003,800,98,9,26,813,108,24,852,62,27,840,77,23,825,87,22
17031759004,17,031,759004,693,80,7,15,704,87,9,743,47,11,732,54,11,719,58,14
17031759005,17,031,759005,406,52,4,11,418,54,5,441,27,9,432,38,6,423,43,6
17031759006,17,031,759006,530,69,6,16,543,72,11,565,46,14,549,59,16,549,54,18
17031760001,17,031,760001,438,288,16,21,441,304,13,535,205,19,466,265,23,447,281,20
17031760002,17,031,760002,295.71,238.54,25.63,15.77,297.68,261.21,11.83,373.58,186.3,11.83,331.19,215.87,20.7,315.42,231.64,12.81
17031760003,17,031,760003,174,61,8,10,170,70,10,192,46,10,187,54,12,165,65,18
17031760004,17,031,760004,306.05,193.25,21.58,10.79,309.98,212.87,13.73,380.61,138.31,15.7,329.6,190.3,15.7,307.04,193.25,22.56
17031760005,17,031,760005,303,194,20,17,318,204,10,384,134,15,334,179,20,317,186,23
17031760006,17,031,760006,252,154,20,8,263,155,12,305,109,15,283,137,13,255,162,14
17031760007,17,031,760007,327.29,209.21,20.02,18.02,340.3,212.21,22.02,405.37,144.15,25.02,362.33,190.18,22.02,333.31,208.2,26.03
17031760008,17,031,760008,239.92,213.42,24.18,17.18,250.11,226.37,16.22,304.1,175.37,15.22,282.33,194.06,18.22,261.11,207.2,22.22
17031760009,17,031,760009,277.47,271.36,9.13,16.99,287.43,275.42,13.05,386.69,173.21,17.03,323.43,235.43,19.06,301.37,252.45,18.07
17031760010,17,031,760010,200.34,94.47,12.93,8.02,204.33,100.44,9.97,237.1,68.66,10.98,216.25,86.51,9,201.42,99.37,9.99
17031760011,17,031,760011,327.71,140.54,15.92,15.95,317.8,167.33,19.93,385.51,98.66,19.92,359.57,123.56,17.94,325.75,141.5,33.82
17031760012,17,031,760012,216.83,90.43,10.05,12.03,214.81,99.48,15.04,249.98,61.32,18.05,230.93,83.38,15.05,214.85,93.4,18.06
17031760013,17,031,760013,224,140,15,8,231,143,12,286,93,10,251,122,12,235,128,18
17031760014,17,031,760014,396.64,244.42,21.01,24.92,423.49,246.48,17.99,481.49,190.48,21.98,442.51,231.41,17.98,414.52,249.44,22.96
17031760015,17,031,760015,243.17,125.57,14.95,7.97,238.19,140.52,12.96,288.02,93.68,13.95,271.07,110.62,14.95,248.15,116.6,18.94
17031760016,17,031,760016,383.79,322.38,18.5,27.53,398.74,332.74,20.54,504.26,218.36,32.63,432.84,288.54,33.63,404.59,310.47,34.65
17031760017,17,031,760017,223,155,15,8,234,151,19,289,101,18,264,129,16,237,148,21
17031760018,17,031,760018,307.86,155.43,8.97,18.93,311.85,154.43,20.92,367.64,105.61,17.93,333.77,129.52,19.93,313.84,147.45,18.93
17031760019,17,031,760019,207,274,13,11,212,287,7,296,204,7,245,254,6,224,267,8
17031760020,17,031,760020,444.88,307.33,20.49,22.44,443.91,321.96,22.44,548.31,222.44,26.34,488.79,272.21,26.34,438.06,310.25,27.32
17031760021,17,031,760021,147.54,184.43,9.05,7.03,159.54,180.47,11.02,200.68,131.34,19.02,172.6,163.39,13.04,160.57,168.42,16.02
17031760022,17,031,760022,276.12,182.42,22.93,13.96,296.05,181.42,13.96,346.89,135.57,13.96,314.99,164.47,16.95,294.06,173.44,22.93
17031760023,17,031,760023,305.88,223.91,23.99,15.99,321.88,224.91,21.99,383.85,172.93,16.99,345.87,202.92,22.99,317.88,226.91,22.99
17031760024,17,031,760024,336,141,8,16,342,145,13,392,85,24,369,113,17,346,131,21
17031760025,17,031,760025,247,255,14,20,283,232,17,360,162,16,307,203,24,283,222,19
17031760026,17,031,760026,425.33,335.38,15.33,17.22,436.35,336.59,18.29,549.74,220.11,26.35,475.65,301.15,20.22,451.26,309.56,27.25
17031760027,17,031,760027,842.28,730.44,37.3,25.13,869.27,726.83,29.17,1096.92,497.11,34.2,961.36,627.71,36.19,893.14,672.62,42.3
17031760028,17,031,760028,401,285,19,13,410,286,23,503,200,17,439,257,20,428,263,22
17031760029,17,031,760029,222,91,4,4,222,89,5,247,63,8,235,78,5,222,80,9
17031760030,17,031,760030,316.83,214.75,29.15,12.18,329.03,214.76,26.13,396.44,154.36,24.16,343.16,190.66,33.13,318.96,211.78,29.16
17031760031,17,031,760031,197.7,262.61,7.99,11.98,197.7,270.59,10.98,257.61,207.69,15.98,219.67,245.63,13.98,198.7,261.61,18.97
17031760032,17,031,760032,270.94,116.82,9.82,11.78,277.81,119.76,6.87,330.82,73.63,9.82,288.61,112.89,6.87,280.76,116.82,11.78
17031760033,17,031,760033,330.46,163.46,32.51,10.54,332.04,191.58,11.41,383.43,139.92,14.56,357.63,165.87,15.44,335.31,177,17.56
17031760034,17,031,760034,378.43,220.04,16.12,17.12,398.35,213.24,24.15,479.85,146.73,18.15,445.66,177.91,20.13,403.41,201.05,30.25
17031760035,17,031,760035,326.44,154.84,13.81,13.81,335.31,162.73,15.78,386.6,117.36,12.82,354.05,137.08,16.77,339.26,149.91,18.74
17031760036,17,031,760036,246,139,12,13,255,138,15,303,93,11,278,116,11,264,120,17
17031760037,17,031,760037,455.88,248.58,21.07,19.04,456.95,262.58,23.04,531.11,179.43,30.04,502.01,218.53,25.05,480.94,227.56,26.07
17031760038,17,031,760038,316.02,275.66,14.77,14.77,330.79,271.72,17.72,410.53,190.99,17.72,348.51,246.12,17.72,330.79,257.94,17.72
17031760039,17,031,760039,365.06,224.18,26.18,11.22,376.19,221.24,17.13,439.18,163.37,17.18,409.39,199.11,13.13,387.24,209.18,21.22
17031760040,17,031,760040,356.52,253.74,22.36,25.23,371.58,258.01,27.19,451.75,180.86,28.19,407.04,223.38,28.3,374.8,242.61,33.19
17031760041,17,031,760041,459,321,31,16,469,341,17,579,231,21,518,284,26,477,313,28
17031760042,17,031,760042,290.76,269.93,26.85,11.97,292.77,282.87,17.92,411.17,170.41,17.94,322.63,251.99,23.9,295.75,267.93,24.9
17031760043,17,031,760043,338.54,218.54,20.49,21.46,361.96,223.42,16.59,417.57,157.08,22.44,385.37,195.13,17.56,372.69,200,22.44
17031760044,17,031,760044,347,312,31,18,371,319,20,460,231,24,390,294,25,373,304,21
17031770001,17,031,770001,182.35,384.41,21.68,16.75,171.51,412.99,27.6,298.66,292.74,23.65,209.96,373.56,25.63,191.23,394.26,22.67
17031770002,17,031,770002,150.77,285.02,21.69,6.04,148.8,306.67,10.94,283.61,180.56,11.89,223.63,238.58,12.81,181.82,264.79,11.04
17031770003,17,031,770003,242.92,478.32,32.46,7.2,254.75,487.96,19.24,400.46,338.49,19.23,317.19,425.67,16.25,288.34,446.16,12.35
17031770004,17,031,770004,209.37,373.67,35.46,12.5,209.56,404.19,16.33,351.83,268.57,12.59,273.94,347.32,8.87,235.44,361.06,25.91
17031770005,17,031,770005,287.48,293.05,30.05,21.31,289.44,319.98,22.49,396.53,206.19,35.42,332.02,260.7,39.35,301.55,288.41,38.64
17031770006,17,031,770006,244.08,388.65,30.42,12.33,258.27,406.79,13.38,392.78,272.33,13.5,306.54,354.47,15.36,279.85,372.92,16.49
17031770007,17,031,770007,242,264,23,20,257,269,19,349,181,19,288,234,19,259,256,20
17031770008,17,031,770008,317.51,371.42,41.93,14.98,315.51,397.38,26.96,452.3,257.6,31.95,375.42,329.48,28.96,343.47,347.46,30.95
17031770009,17,031,770009,111.89,278.96,7.82,9.71,118.69,281.87,6.83,204.21,195.38,8.77,143.02,257.54,5.86,130.35,266.31,8.77
17031770010,17,031,770010,209.1,220.8,19.28,11.03,220.15,224.81,13.16,309.01,134.94,17.14,258.48,180.49,22.08,225.28,208.56,25.09
17031770011,17,031,770011,271.66,523.35,40.82,11.41,284.94,527.17,25.63,435.98,375.19,26.59,346.68,462.58,25.64,301.07,492.04,28.49
17031770012,17,031,770012,272.5,493.03,38.2,17.03,263.61,532.04,20.12,423.51,368.12,26.11,326.01,462.66,24.09,293.83,494.77,22.06
17031770013,17,031,770013,296.94,501.15,32.66,15.46,299.49,523.29,16.04,453.58,369.15,22.08,362.98,448.69,22.04,291.16,497.86,28.15
17031770014,17,031,770014,187.65,432.27,22.45,6.19,191.58,442.81,15.12,349.19,290.28,17.98,240.26,390.39,15.92,212.83,407.41,19.28
17031780001,17,031,780001,225,95,11,8,228,107,7,269,68,10,252,80,12,230,94,12
17031780002,17,031,780002,131.14,84.37,8.25,5.5,132.06,88.04,5.5,158.65,65.11,6.42,147.65,77.95,4.59,133.89,80.7,9.17
17031780003,17,031,780003,344,224,17,11,343,233,14,442,148,20,388,197,17,348,219,23
17031780004,17,031,780004,278,122,16,9,277,140,16,341,79,12,302,120,10,284,127,19
17031780005,17,031,780005,295,152,15,8,289,166,11,353,98,15,318,126,17,292,143,17
17031780006,17,031,780006,385,197,21,16,393,201,21,491,111,19,441,158,22,405,179,30
17031780007,17,031,780007,172,85,6,7,164,95,11,208,51,9,186,76,7,170,84,14
17031780008,17,031,780008,344.43,176.15,18.7,16.73,368.05,176.15,14.76,431.03,104.31,26.57,399.54,141.71,17.71,371.99,153.52,23.62
17031780009,17,031,780009,283.69,282.06,13.82,8.13,287.75,277.18,15.44,408.05,165.01,10.57,325.14,243.86,13.01,299.13,260.93,14.63
17031780010,17,031,780010,410,229,13,13,401,233,17,497,138,24,441,190,17,404,212,23
17031780011,17,031,780011,282,219,21,7,279,241,10,378,145,12,322,190,26,294,215,26
17031780012,17,031,780012,164.16,452.12,14.01,6.01,157.16,468.12,8.01,295.18,336.1,6.01,185.15,440.13,7.01,148.15,473.13,12.01
17031780013,17,031,780013,379,147,11,14,364,163,18,439,93,17,406,125,21,374,149,24
17031780014,17,031,780014,251,155,20,14,255,166,12,307,109,19,271,145,19,259,147,18
17031780015,17,031,780015,329.25,188.7,8.85,15.73,336.13,196.57,22.61,415.74,120.89,18.67,385.27,163.15,9.83,346.94,179.86,27.52
17031780016,17,031,780016,327.51,171.79,18.19,11.17,333.75,185.79,14.15,415.39,104.06,12.27,372.07,151.44,14.18,342.79,163.56,22.24
17031780017,17,031,780017,239,183,6,7,231,184,15,298,121,14,261,163,10,239,174,14
17031780018,17,031,780018,170,122,6,1,169,119,7,226,71,2,197,94,5,185,101,9
17031780019,17,031,780019,300,193,13,13,298,197,22,375,125,20,321,175,21,302,180,26
17031780020,17,031,780020,150.05,102.35,9.94,5.96,147.07,111.3,4.97,181.85,65.59,14.91,154.03,91.42,12.92,136.14,107.32,12.92
17031780021,17,031,780021,259,39,2,12,262,44,4,278,27,9,265,37,8,254,42,11
17031780022,17,031,780022,188,222,7,9,180,230,10,278,135,11,209,194,17,187,213,18
17031780023,17,031,780023,435,496,13,19,466,478,20,672,272,23,528,412,23,483,438,28
17031780024,17,031,780024,345.22,106.88,21.05,7.05,334.25,137.87,9.07,375.47,98.68,9.05,356.38,104.81,19.02,335.27,119.88,19.03
17031780025,17,031,780025,167,150,7,5,174,146,9,235,91,6,193,127,8,179,135,10
17031780026,17,031,780026,529.31,367.94,31.18,21.87,502.25,417.82,26.56,681.95,250.99,29.43,582.86,344.14,20.99,522.87,378.07,33.37
17031780027,17,031,780027,76.86,55.63,4.75,3.5,79.94,56.96,4.5,96.35,44.89,1.58,83.35,53.05,3.41,74.11,57.3,5.83
17031780028,17,031,780028,175,63,5,7,170,75,7,194,53,7,183,56,11,170,70,10
17031780029,17,031,780029,236.41,80.29,8.24,8.17,223.35,94.58,13.2,265.28,57.63,10.22,245.79,76.13,8.24,232.49,84.33,13.26
17031780030,17,031,780030,326.01,248.7,15.17,15.14,301.13,279.76,17.12,408.73,175.04,19.25,343.36,234.42,20.19,319.08,247.6,21.22
17031780031,17,031,780031,320.75,168.3,4.15,18.27,311.87,172.43,21.39,399.26,95.11,19.33,349.73,143.85,20.17,317.06,150.14,33.48
17031780032,17,031,780032,332,218,10,19,348,209,22,431,137,14,385,172,21,362,183,31
17031780033,17,031,780033,301.59,156.71,16.76,11.83,297.65,176.42,13.8,361.72,111.37,14.78,328.21,145.87,16.76,307.51,159.67,17.74
17031780034,17,031,780034,252,106,12,12,248,123,8,285,89,10,270,102,11,243,119,19
17031780035,17,031,780035,164,64,13,4,159,71,10,180,47,14,172,63,9,155,66,18
17031780036,17,031,780036,290,144,12,16,306,148,10,355,93,17,329,121,16,315,123,22
