GEOID,G16PREDCLI,G16PRERTRU,G16PRELJOH,G16PREGSTE,G16PREAFUE,G16PREOWRI
440030202001004,6.2,6.7,0.2,0.2,0,0.2
440030203002004,11.6,11.6,0.7,0.5,0.1,0.4
440030203003029,2.7,2.5,0.2,0.1,0,0.1
440030203003030,0,0,0,0,0,0
440030202002013,4.5,4.5,0.3,0.1,0,0.3
440030202002002,13.7,13.8,0.9,0.3,0.1,0.8
440030202002021,5.3,5.3,0.4,0.1,0,0.3
440030202001002,4.5,4.9,0.2,0.2,0,0.2
440030221003004,0,0,0,0,0,0
440030221003003,0,0,0,0,0,0
440030221002000,0,0,0,0,0,0
440030222021017,0,0,0,0,0,0
440030224002004,0,0,0,0,0,0
440030215013011,4.4,4.8,0.4,0.2,0,0.2
440030214023011,16.6,17.1,1.2,0.5,0.1,0.6
440030215011019,6.6,6.8,0.5,0.2,0,0.3
440030215012008,6.6,6.8,0.5,0.2,0,0.3
440030215013004,9.1,9.8,0.8,0.4,0,0.4
440030215012002,16.9,17.4,1.3,0.5,0.1,0.7
440030215012014,10.6,10.9,0.8,0.3,0.1,0.4
440030215014004,6.3,6.5,0.5,0.2,0,0.2
440030215023021,4.4,4.8,0.4,0.1,0,0.3
440030217001006,15,16,1.4,0.4,0.1,0.8
440030217001027,7.6,8.1,0.7,0.2,0,0.4
440030217001020,3.2,3.1,0.2,0.1,0,0.1
440030215014005,6.3,6.5,0.5,0.2,0,0.2
440039800001018,0,0,0,0,0,0
440030223002026,0,0,0,0,0,0
440030208001043,0,0,0,0,0,0
440030204002005,20.2,21.9,0.8,0.7,0.1,0.8
440030205002023,16.6,18.5,1,0.5,0.1,0.6
440030205003002,53.4,59.4,3.4,1.6,0.2,2
440030203002010,33.1,33.2,1.9,1.3,0.2,1.2
440030203003020,0,0,0,0,0,0
440030202001015,3,3,0.2,0.1,0,0.1
440030202002022,0,0,0,0,0,0
440030202002025,4.5,4.5,0.3,0.1,0,0.3
440030201023003,9.7,9.6,0.9,0.3,0,0.7
440030201023026,23.1,22.8,2,0.6,0,1.7
440030202003000,24.1,24.2,1.7,0.6,0.2,1.5
440030201012006,20,23.1,1.7,0.5,0.1,0.8
440030201022007,5.9,5.8,0.5,0.2,0,0.4
440030221003046,5.2,4.9,0.5,0.1,0,0.1
440030223001005,3.9,3.8,0.2,0.1,0,0.1
440030217003001,11.1,10.8,0.8,0.4,0.1,0.5
440030217003008,14.1,13.6,1,0.5,0.1,0.6
440030217003011,7.6,7.4,0.5,0.2,0,0.3
440030217003012,7.6,7.4,0.5,0.2,0,0.3
440030217004016,4.2,4.1,0.3,0.1,0,0.2
440030217004012,3.7,3.6,0.3,0.1,0,0.2
440030217003003,5.9,5.7,0.4,0.2,0,0.3
440030217003013,4.2,4.1,0.3,0.1,0,0.2
440030213002017,11,10.8,0.6,0.4,0,0.7
440030217002026,9.9,9.6,0.7,0.3,0.1,0.4
440030217002028,8.4,8.1,0.6,0.3,0,0.4
440030218001016,6.9,8.4,0.8,0.2,0.1,0.3
440030218001012,6.7,8.1,0.8,0.2,0.1,0.3
440030218001024,15.9,16.9,1.5,0.4,0.1,0.8
440030214023010,0,0,0,0,0,0
440030215011009,14.6,15,1.1,0.4,0.1,0.6
440030218001043,2.8,3,0.3,0.1,0,0.2
440030220001000,95.9,98.4,5.5,3.1,0.3,5.7
440030219014025,8.8,8.9,0.7,0.3,0,0.5
440030215023007,3,3.3,0.3,0.1,0,0.2
440030219022005,9.6,9.8,0.8,0.3,0,0.4
440030219031024,12.6,12.2,1.1,0.3,0,0.7
440030220001008,15.6,16.1,0.9,0.5,0,0.9
440030208002083,0,0,0,0,0,0
440030208001042,9.4,13.8,1,0.2,0.1,0.4
440030208001046,0,0,0,0,0,0
440030208001024,0,0,0,0,0,0
440030208001025,0,0,0,0,0,0
440030204002004,1.7,1.8,0.1,0.1,0,0.1
440030206033017,8.5,11.5,0.8,0.1,0.1,0.4
440030206033037,7.1,9.6,0.6,0.1,0.1,0.4
440030206033061,13,17.7,1.2,0.2,0.1,0.6
440030206033057,4,4.7,0.4,0.1,0,0.2
440030206033009,12,14.1,1.2,0.2,0.1,0.6
440030206033003,4.8,5.6,0.5,0.1,0,0.2
440030207033058,6,8.3,0.5,0.1,0,0.4
440030206021002,8.2,9.2,0.7,0.3,0,0.3
440030206041006,2.7,3.4,0.3,0.2,0,0.1
440030206013007,8.5,10.4,0.6,0.3,0,0.5
440030206041007,3,3.6,0.3,0.2,0,0.2
440030216001005,2.3,2.4,0.2,0.1,0,0.1
440030217002032,8.9,8.6,0.6,0.3,0.1,0.4
440030223003004,0,0,0,0,0,0
440030216002007,11,11.7,1.1,0.3,0.1,0.6
440030215024024,3.4,3.6,0.3,0.1,0,0.2
440030222015008,0.9,0.6,0.1,0,0,0
440030216001011,0.6,0.6,0.1,0,0,0
440030222015005,30.1,21.8,2.2,0.6,0,1.4
440030222022011,45.5,42.9,2.6,1,0.1,2.6
440030214022002,11.3,11.1,0.7,0.4,0,0.7
440030214011033,1.7,1.8,0.2,0.1,0,0.1
440030219021016,0,0,0,0,0,0
440030218002006,1,1.1,0.1,0,0,0
440030214012008,12.5,12.3,0.7,0.5,0.1,0.8
440030214012014,6.6,6.4,0.4,0.3,0,0.4
440030214021030,7.2,7,0.4,0.3,0,0.4
440030209032032,9.2,7.5,0.9,0.2,0,0.6
440030209042043,4.4,3.6,0.4,0.1,0,0.3
440030221001010,229.6,200.8,11.4,5.3,0.8,8.3
440030221003044,0,0,0,0,0,0
440030221003043,0,0,0,0,0,0
440030223002024,0,0,0,0,0,0
440030222022016,0,0,0,0,0,0
440030223004013,17.8,15.6,0.9,0.4,0.1,0.6
440030223003001,0,0,0,0,0,0
440030223004011,20.1,17.6,1,0.5,0.1,0.7
440030223002019,11.9,11.1,1.1,0.3,0.1,0.3
440030223002008,0,0,0,0,0,0
440030224001037,0,0,0,0,0,0
440030222022030,0,0,0,0,0,0
440030214011007,23.2,22.9,2.1,0.7,0.2,1.2
440030211002011,0,0,0,0,0,0
440030222022018,44.2,41.6,2.5,1,0.1,2.5
440030213004032,17,13.1,1,0.5,0,0.8
440030210024029,23.9,16.7,1.8,0.5,0.1,0.9
440030213001006,4.9,3.4,0.4,0.1,0,0.2
440030213002037,14.6,10.2,1.1,0.3,0,0.6
440030208001030,2.8,5.3,0.4,0.1,0,0.1
440030208002024,0,0,0,0,0,0
440030208002021,0,0,0,0,0,0
440030208003021,4.5,7.1,0.6,0.2,0,0.3
440030208002026,38.2,59.9,4.9,2,0.2,2.7
440030208001010,12.3,18,1.3,0.3,0.1,0.6
440030208003057,0,0,0,0,0,0
440030208002067,0,0,0,0,0,0
440030208002064,0,0,0,0,0,0
440030208002025,0,0,0,0,0,0
440030208003012,0,0,0,0,0,0
440030208001006,3.1,4.6,0.3,0.1,0,0.1
440030209031051,0,0,0,0,0,0
440030209041008,38.3,31.7,2.5,0.4,0.1,2.1
440030209041013,6.8,5.7,0.4,0.1,0,0.4
440030209041049,8.2,6.8,0.5,0.1,0,0.4
440030209041040,7.3,6,0.5,0.1,0,0.4
440030209042008,8.5,6.9,0.8,0.2,0,0.5
440030209041001,0,0,0,0,0,0
440030209031013,0,0,0,0,0,0
440030209031008,56.1,46.5,3.7,0.6,0.1,3.1
440030209041021,0,0,0,0,0,0
440030209031020,0,0,0,0,0,0
440030209031027,0,0,0,0,0,0
440030209014001,0,0,0,0,0,0
440030209014009,2.2,1.8,0.2,0,0,0.1
440030223004021,112.2,98.1,5.5,2.6,0.4,4.1
440030208001032,0,0,0,0,0,0
440030208003040,0,0,0,0,0,0
440030208003031,1.9,3.7,0.3,0,0,0.1
440030208002005,5.5,10.6,0.7,0.2,0,0.2
440030208002045,27,52.1,3.6,0.9,0.2,1.1
440030208001018,0,0,0,0,0,0
440030208002023,0,0,0,0,0,0
440030208001017,0,0,0,0,0,0
440030208002047,0,0,0,0,0,0
440030208001011,16.8,24.6,1.8,0.4,0.1,0.8
440030208003009,5.4,8.4,0.7,0.3,0,0.4
440030208002069,8.2,15.9,1.1,0.3,0.1,0.3
440030208003004,0,0,0,0,0,0
440030208002029,0,0,0,0,0,0
440030208003072,12,23.4,1.9,0.3,0.1,0.7
440030208002052,0,0,0,0,0,0
440030221003010,0,0,0,0,0,0
440030223002009,0,0,0,0,0,0
440030221003007,0,0,0,0,0,0
440039800001000,0,0,0,0,0,0
440030221003005,0,0,0,0,0,0
440030217002010,0,0,0,0,0,0
440030219031021,67.6,64.9,5.8,1.7,0.1,3.7
440030211002009,0,0,0,0,0,0
440030220002031,0,0,0,0,0,0
440030213001005,0,0,0,0,0,0
440030223001010,5,4.9,0.3,0.2,0,0.1
440030217003009,11.8,11.5,0.8,0.4,0.1,0.5
440030217004014,6.4,6.2,0.4,0.2,0,0.3
440030201022021,0,0,0,0,0,0
440030201023002,3.5,3.2,0.2,0.1,0,0.1
440030201013013,75.7,87.3,6.4,1.9,0.3,2.9
440030201013021,41.3,47.6,3.5,1,0.2,1.6
440030201021004,44.8,41.1,3.2,1.3,0,1.9
440030201021019,4.3,3.9,0.3,0.1,0,0.2
440030201021003,14.9,13.7,1.1,0.4,0,0.6
440030201011021,9.6,9.4,0.4,0.2,0,0.3
440030201011030,6.2,6,0.3,0.1,0,0.2
440030201011005,4.6,4.5,0.2,0.1,0,0.2
440030202001027,0,0,0,0,0,0
440030201012024,10.8,12.4,0.9,0.3,0,0.4
440030201012012,14.7,16.9,1.2,0.4,0.1,0.6
440030203003016,0,0,0,0,0,0
440030202002027,2.7,2.7,0.2,0.1,0,0.2
440030203003032,0,0,0,0,0,0
440030223002016,4.3,4.1,0.4,0.1,0,0.1
440030218001019,0,0,0,0,0,0
440030221002001,0,0,0,0,0,0
440030219011011,0,0,0,0,0,0
440030211003010,0,0,0,0,0,0
440030211001001,0,0,0,0,0,0
440030211001030,6.9,5.9,0.5,0.3,0,0.5
440030211002034,6.1,5.2,0.4,0.2,0,0.4
440030211001029,0,0,0,0,0,0
440030215024017,2,2.1,0.2,0.1,0,0.1
440030216002011,5.1,5.4,0.5,0.1,0,0.3
440030216001018,7.9,8.4,0.8,0.2,0,0.4
440030217002031,7.9,7.7,0.5,0.3,0,0.3
440030223003002,0,0,0,0,0,0
440030215023036,10.2,11.1,0.9,0.3,0,0.6
440030215022022,23.5,25.6,2.1,0.8,0.1,1.4
440030215024023,3.1,3.3,0.3,0.1,0,0.2
440030216001020,15.9,16.9,1.5,0.4,0.1,0.8
440030215022001,18.2,19.9,1.6,0.6,0.1,1.1
440030201022011,30.6,28.1,2.2,0.9,0,1.3
440030201013000,8.4,9.7,0.7,0.2,0,0.3
440030201023038,27.2,24.9,2,0.8,0,1.1
440030201023034,23.7,21.8,1.7,0.7,0,1
440030201023039,2.9,2.7,0.2,0.1,0,0.1
440030201021013,3.2,2.9,0.2,0.1,0,0.1
440030201023033,24.5,22.5,1.8,0.7,0,1
440030201011002,12.1,11.8,0.5,0.2,0,0.4
440030201011027,3.7,3.7,0.2,0.1,0,0.1
440030201011009,3.7,3.7,0.2,0.1,0,0.1
440030201011007,11.5,11.3,0.5,0.2,0,0.4
440030201013020,4.5,5.2,0.4,0.1,0,0.2
440030202001032,0,0,0,0,0,0
440030203005003,5.5,5.1,0.5,0.2,0,0.2
440030203005018,4,3.7,0.4,0.1,0,0.2
440030203005012,7.5,7,0.7,0.2,0,0.3
440030205001006,3.6,4,0.3,0.1,0,0.1
440030205001025,6.3,7,0.5,0.1,0,0.1
440030205001017,7.1,7.9,0.5,0.2,0,0.1
440030205001000,0,0,0,0,0,0
440030218002029,27.7,29.5,2.6,0.8,0.2,1.5
440030223003038,0,0,0,0,0,0
440030221001013,0,0,0,0,0,0
440030221003013,0,0,0,0,0,0
440030223003032,0,0,0,0,0,0
440030221003050,0,0,0,0,0,0
440030221001067,6.3,5.5,0.3,0.1,0,0.2
440030220002007,0,0,0,0,0,0
440030222022005,0,0,0,0,0,0
440030221001046,0,0,0,0,0,0
440030223001003,2.1,2,0.1,0.1,0,0.1
440030213001012,0,0,0,0,0,0
440030215011007,8.6,8.8,0.6,0.3,0,0.3
440030215011017,5.1,5.3,0.4,0.2,0,0.2
440030215012016,8.3,8.5,0.6,0.2,0,0.3
440030215012015,5.7,5.9,0.4,0.2,0,0.2
440030215013006,0.3,0.3,0,0,0,0
440030212002001,58.7,57,4.2,2.8,0,3.1
440030211002015,0,0,0,0,0,0
440030215022015,0,0,0,0,0,0
440030222022028,0,0,0,0,0,0
440030219033010,16.2,16.7,0.9,0.5,0.1,1
440030219033009,9.9,10.1,0.6,0.3,0,0.6
440030220001024,11.9,12.2,0.7,0.4,0,0.7
440030219033014,6.1,6.2,0.4,0.2,0,0.4
440030219033015,7,6.7,0.6,0.2,0,0.4
440030219033022,6.1,6.2,0.4,0.2,0,0.4
440030219032007,13.6,13.1,1.2,0.3,0,0.7
440030212003002,24.5,23.8,1.7,1.2,0,1.3
440030203003000,1.3,1.3,0.1,0.1,0,0
440030202001010,7.1,7.1,0.4,0.3,0.1,0.3
440030202001016,2.1,2.1,0.1,0.1,0,0.1
440030202001013,0.2,0.2,0,0,0,0
440030202002001,9.6,10.7,0.6,0.3,0,0.4
440030201023028,2.7,2.7,0.2,0.1,0,0.2
440030201011006,6.7,6.5,0.3,0.1,0,0.2
440030201023005,13.3,13.2,1.2,0.4,0,1
440030206031057,4.2,5.6,0.4,0.2,0,0.3
440030206031058,4.4,5.9,0.4,0.2,0,0.3
440030207011005,2.5,3.9,0.4,0.2,0,0.2
440030206041027,0,0,0,0,0,0
440030206033027,9.1,12.3,0.8,0.1,0.1,0.4
440030206022030,14.5,17.8,1,0.6,0.1,0.9
440030206032017,5.4,7.3,0.5,0.1,0.1,0.3
440030209041036,5.5,4.5,0.4,0.1,0,0.3
440030209041047,9.1,7.6,0.6,0.1,0,0.5
440030216001002,14.2,15.1,1.3,0.4,0.1,0.8
440030216001006,5.7,6,0.5,0.2,0,0.3
440030222013027,28.6,23.8,1.6,0.4,0.1,1.3
440030211003000,62.3,60.5,4.4,3,0,3.3
440030213001030,0,0,0,0,0,0
440030211002037,0,0,0,0,0,0
440030201023024,24.4,24.1,2.1,0.7,0,1.8
440030205002027,3.9,4.3,0.2,0.1,0,0.1
440030203001008,11.6,11.6,0.7,0.5,0.1,0.4
440030201022015,2.7,2.4,0.2,0.1,0,0.1
440030209033017,21.5,18.8,1.3,0.3,0.1,1
440030209033001,0,0,0,0,0,0
440030209033015,1.3,1.2,0.1,0,0,0.1
440030209032005,0.9,0.8,0.1,0,0,0
440030209032062,0,0,0,0,0,0
440030209042048,2.2,1.8,0.2,0,0,0.1
440030221001062,0,0,0,0,0,0
440030221003049,0,0,0,0,0,0
440030223002014,0.6,0.6,0.1,0,0,0
440030211002039,3.2,2.7,0.2,0.1,0,0.2
440030213001017,0,0,0,0,0,0
440030215011018,4.9,5,0.4,0.1,0,0.2
440030215012010,21.2,21.8,1.6,0.6,0.1,0.8
440030222015004,134.6,97.4,10,2.9,0,6.1
440030215022008,0,0,0,0,0,0
440030220001021,25.2,25.9,1.5,0.8,0.1,1.5
440030210011007,15,14.8,1.1,0.4,0,0.5
440030217001009,3.5,3.4,0.2,0.1,0,0.2
440030213001033,9.7,6.8,0.7,0.2,0,0.4
440030214013037,3,2.9,0.3,0.1,0,0.2
440030214013038,7.3,7.2,0.7,0.2,0,0.4
440030219021015,4.4,4.5,0.4,0.2,0,0.2
440030214011014,15.1,14.9,1.4,0.5,0.1,0.8
440030222023012,51.1,45.8,2.9,0.9,0.1,2.2
440030214011031,7.9,8.1,0.7,0.3,0,0.3
440030214011035,8.1,8.3,0.7,0.3,0,0.3
440030208002030,0,0,0,0,0,0
440030208001016,0,0,0,0,0,0
440030208001027,1.5,2.9,0.2,0,0,0.1
440030208001020,0,0,0,0,0,0
440030208001034,0,0,0,0,0,0
440030208003036,2,3.1,0.3,0.1,0,0.1
440030208002049,0,0,0,0,0,0
440030208002002,1,0.6,0.1,0,0,0
440030208001014,10.3,15.1,1.1,0.3,0.1,0.5
440030209031028,0,0,0,0,0,0
440030209031050,7.3,6,0.5,0.1,0,0.4
440030209032030,0.4,0.3,0,0,0,0
440030209032029,0,0,0,0,0,0
440030209032018,0,0,0,0,0,0
440030209032022,0,0,0,0,0,0
440030209033022,0,0,0,0,0,0
440030209032060,0,0,0,0,0,0
440030209042041,0,0,0,0,0,0
440030209041037,34.2,28.3,2.2,0.4,0.1,1.9
440030209032035,15.1,12.3,1.4,0.3,0,0.9
440030209013021,0,0,0,0,0,0
440030209031023,0,0,0,0,0,0
440030223002002,0,0,0,0,0,0
440030214021037,10.1,10,0.6,0.4,0,0.6
440030221003006,0,0,0,0,0,0
440039800001022,0,0,0,0,0,0
440030208002066,0,0,0,0,0,0
440030208003002,0,0,0,0,0,0
440030208002037,0,0,0,0,0,0
440030208003079,0.7,1.4,0.1,0,0,0
440030208002058,0,0,0,0,0,0
440030208002014,0,0,0,0,0,0
440030208002071,0,0,0,0,0,0
440030208003084,0,0,0,0,0,0
440030205001015,6.6,7.3,0.5,0.1,0,0.1
440030204003023,8.1,8.8,0.3,0.3,0,0.3
440030217001013,0,0,0,0,0,0
440030217001026,3.7,3.6,0.3,0.1,0,0.2
440030217003015,6.7,6.5,0.5,0.2,0,0.3
440030217003007,9.9,9.6,0.7,0.3,0.1,0.4
440030217001029,6.4,6.2,0.4,0.2,0,0.3
440030213002002,102.5,71.7,7.5,2.3,0.3,4.1
440030217002013,0.7,0.7,0.1,0,0,0
440030217002027,8.9,8.6,0.6,0.3,0.1,0.4
440030217002022,2.7,2.6,0.2,0.1,0,0.1
440030218001038,4,4.2,0.4,0.1,0,0.2
440030218001047,8.7,10.5,1,0.3,0.1,0.4
440030218001042,13.6,14.5,1.3,0.4,0.1,0.7
440030218001035,5.9,6.3,0.6,0.2,0,0.3
440030214011000,0,0,0,0,0,0
440030221003053,0,0,0,0,0,0
440030221002009,12.3,10,0.7,0.4,0,0.6
440030211001014,16.2,13.9,1.2,0.6,0.1,1.1
440030211004060,0,0,0,0,0,0
440030219012009,34.3,34.9,2.9,1.2,0,1.9
440030213001031,0,0,0,0,0,0
440030211004010,0,0,0,0,0,0
440030205001021,33.4,37.1,2.6,0.7,0.1,0.6
440030203005007,13.8,12.9,1.2,0.4,0,0.6
440030203005017,0,0,0,0,0,0
440030205001001,0,0,0,0,0,0
440030205001018,8.2,9.1,0.6,0.2,0,0.2
440030205001009,1.1,1.2,0.1,0,0,0
440030202003016,9,9,0.6,0.2,0.1,0.5
440030205002013,4.4,4.9,0.3,0.1,0,0.2
440030205003015,8,8.9,0.5,0.2,0,0.3
440030201012027,0,0,0,0,0,0
440030202003008,2,2.1,0.1,0,0,0.1
440030202002009,0,0,0,0,0,0
440030201011025,46.6,45.6,2.1,0.8,0.1,1.5
440030204003007,43,46.6,1.7,1.5,0.1,1.7
440030203002013,2.8,2.8,0.2,0.1,0,0.1
440030204003018,28.5,30.9,1.1,1,0.1,1.1
440030222013021,53,44.2,2.9,0.7,0.1,2.5
440030211003034,0,0,0,0,0,0
440030222012021,19.9,16.6,1.1,0.3,0,0.9
440030222012018,7.5,6.2,0.4,0.1,0,0.3
440030219023011,4.7,4.8,0.4,0.2,0,0.2
440039800001016,0,0,0,0,0,0
440030218002027,0,0,0,0,0,0
440030218002017,0,0,0,0,0,0
440030219031002,0,0,0,0,0,0
440030223001014,0,0,0,0,0,0
440030210012011,37.8,37.3,2.7,1.1,0,1.3
440030210012003,8.4,8.3,0.6,0.2,0,0.3
440030210012005,9.5,9.4,0.7,0.3,0,0.3
440030210012016,10.1,10,0.7,0.3,0,0.3
440030210012015,11.3,11.1,0.8,0.3,0,0.4
440030210011011,7.1,5.5,0.5,0.1,0,0.3
440030210022033,15.8,9,1,0.3,0,0.7
440030210022031,0,0,0,0,0,0
440030210021002,9.8,5.6,0.6,0.2,0,0.4
440030210021026,13.5,10.4,0.8,0.4,0,0.6
440030210023012,13.5,10.4,0.8,0.4,0,0.6
440030210023007,10.8,8.3,0.7,0.3,0,0.5
440030210021012,3,1.7,0.2,0.1,0,0.1
440030201021008,56.2,51.6,4,1.6,0,2.4
440030201012000,58.9,57.6,2.7,1,0.1,1.9
440030205002000,12.3,13.7,0.9,0.3,0,0.2
440030205002006,8,8.9,0.5,0.2,0,0.3
440030204003022,11.3,12.3,0.5,0.4,0,0.5
440030202003011,21.4,21.6,1.5,0.5,0.1,1.3
440030201013009,16.5,19,1.4,0.4,0.1,0.6
440030201013006,0,0,0,0,0,0
440030201011013,0,0,0,0,0,0
440030201013007,66.3,60.9,4.8,1.9,0,2.8
440030201023016,5.9,5.4,0.4,0.2,0,0.2
440030201013023,5.7,6.6,0.5,0.1,0,0.2
440030215014018,3.4,3.5,0.3,0.1,0,0.1
440030215022019,6.1,6.6,0.5,0.2,0,0.4
440030215014019,2,2.1,0.1,0.1,0,0.1
440030215014014,0,0,0,0,0,0
440030215021003,59.4,64.7,5.4,2,0.3,3.5
440030215021005,12.4,13.6,1.1,0.4,0.1,0.7
440030215023015,6.4,6.9,0.6,0.2,0,0.4
440030215023014,6.9,7.5,0.6,0.2,0,0.4
440030215023018,8.3,9,0.7,0.3,0,0.5
440030217001003,4,4.2,0.4,0.1,0,0.2
440030217001019,2.5,2.4,0.2,0.1,0,0.1
440030217002017,4.7,4.5,0.3,0.2,0,0.2
440030217002019,6.7,6.5,0.5,0.2,0,0.3
440030221003055,0,0,0,0,0,0
440030221003021,0,0,0,0,0,0
440030221002028,12.3,10,0.7,0.4,0,0.6
440030222021000,36.8,35.8,2.3,1.2,0.1,0.9
440030219032016,0,0,0,0,0,0
440030216001019,0,0,0,0,0,0
440030212001004,14.2,11,1,0.3,0.1,0.6
440030212001012,15.4,12,1,0.3,0.1,0.6
440030212002014,8.7,8.5,0.6,0.4,0,0.5
440030212003017,10.2,9.9,0.7,0.5,0,0.5
440030212003008,14.1,13.7,1,0.7,0,0.8
440030212003009,6.5,6.4,0.5,0.3,0,0.4
440030201023004,16.3,16.1,1.4,0.5,0,1.2
440030201022014,2.9,2.7,0.2,0.1,0,0.1
440030201013022,23.3,26.9,2,0.6,0.1,0.9
440030201021006,9.6,8.8,0.7,0.3,0,0.4
440030207011026,0,0,0,0,0,0
440030207031010,0,0,0,0,0,0
440030206033056,0,0,0,0,0,0
440030207021008,0,0,0,0,0,0
440030206043034,0,0,0,0,0,0
440030206041026,3.8,4.7,0.4,0.2,0,0.2
440030206031022,5.6,6.6,0.6,0.1,0,0.3
440030206012007,1.1,1.6,0.1,0,0,0
440030206012001,17.2,21.9,1.6,0.6,0.1,1
440030209041041,17.8,14.7,1.2,0.2,0,1
440030209041043,12.3,10.2,0.8,0.1,0,0.7
440030209042037,4.4,3.6,0.4,0.1,0,0.3
440030209041044,8.2,6.8,0.5,0.1,0,0.4
440030215022023,55.6,60.5,5,1.9,0.3,3.3
440030216002001,0,0,0,0,0,0
440030216002004,8,8.7,0.7,0.3,0,0.5
440030219023002,15.7,16.1,1.4,0.6,0.1,0.7
440030219023017,14.3,14.6,1.3,0.5,0.1,0.6
440030217002033,0,0,0,0,0,0
440030217002003,0,0,0,0,0,0
440030222012004,0,0,0,0,0,0
440030222012010,0,0,0,0,0,0
440030222023011,0,0,0,0,0,0
440030211004015,0.3,0.2,0,0,0,0
440030211004044,3.1,3.1,0.4,0.2,0,0.1
440030211004042,9.4,9.5,1.1,0.5,0,0.4
440030214022015,6.6,6.8,0.5,0.2,0,0.3
440030214011019,5.9,5.9,0.5,0.2,0,0.3
440030214011034,7.6,7.8,0.7,0.3,0,0.3
440030217004001,12,13,1.1,0.4,0,0.4
440030218002019,2.6,2.8,0.2,0.1,0,0.1
440030217004004,2,2.2,0.2,0.1,0,0.1
440030218002035,3.9,3.8,0.3,0.1,0,0.2
440030214022010,14.6,14.3,0.9,0.6,0.1,0.9
440030217004026,4.1,4.4,0.4,0.1,0,0.2
440030217004007,1.5,1.7,0.1,0.1,0,0.1
440030209041006,18.7,11.4,1.2,0.3,0,0.8
440030209041020,1.6,1,0.1,0,0,0.1
440030209041016,30.1,24.9,2,0.3,0.1,1.6
440030209041031,0,0,0,0,0,0
440030215012011,35.4,36.5,2.7,1.1,0.2,1.4
440030215013005,7.5,8,0.7,0.3,0,0.3
440030215012020,6.3,6.5,0.5,0.2,0,0.2
440030215014003,6.6,6.8,0.5,0.2,0,0.3
440030215013021,3.3,3.6,0.3,0.1,0,0.2
440030215013015,5.8,6.2,0.5,0.2,0,0.3
440030220002008,10.4,7.8,0.7,0.3,0,0.7
440030215023008,4.4,4.8,0.4,0.1,0,0.3
440030215023033,6.9,7.5,0.6,0.2,0,0.4
440030215023011,3,3.3,0.3,0.1,0,0.2
440030222012009,92.9,83.2,5.3,1.6,0.1,4
440030211004000,0,0,0,0,0,0
440039800001002,0,0,0,0,0,0
440030210011010,1.7,1.7,0.1,0,0,0.1
440030222023017,86,77,4.9,1.5,0.1,3.7
440030217002016,3.2,3.1,0.2,0.1,0,0.1
440030216001013,0,0,0,0,0,0
440030214011008,1.6,1.6,0.1,0,0,0.1
440030217004023,5.1,5.5,0.5,0.2,0,0.2
440030218002036,11.3,11,0.8,0.4,0.1,0.5
440030219031030,6,5.8,0.5,0.1,0,0.3
440030219032009,2,1.9,0.2,0,0,0.1
440030217004021,7.4,8,0.7,0.2,0,0.3
440030223003023,0,0,0,0,0,0
440030223003033,0,0,0,0,0,0
440030221001035,0,0,0,0,0,0
440030208001036,0.5,1,0.1,0,0,0
440030208002044,0.8,1.4,0.1,0,0,0
440030208002006,6.5,12.5,0.9,0.2,0.1,0.3
440030208002079,0,0,0,0,0,0
440030208003067,0,0,0,0,0,0
440030208002018,0.5,1,0.1,0,0,0
440030208003001,0,0,0,0,0,0
440030208003035,20.4,32,2.6,1.1,0.1,1.4
440030202001018,0,0,0,0,0,0
440030205002024,0,0,0,0,0,0
440030202001006,0,0,0,0,0,0
440039800001009,0,0,0,0,0,0
440030223003031,0,0,0,0,0,0
440030210021003,39.6,22.6,2.5,0.8,0.1,1.6
440030217001008,11.8,11.5,0.8,0.4,0.1,0.5
440030211004020,0,0,0,0,0,0
440030217001017,5.2,5,0.4,0.2,0,0.2
440030217001024,12.8,12.4,0.9,0.4,0.1,0.6
440030219032001,99.5,95.6,8.6,2.5,0.1,5.4
440030214022016,6.3,6.5,0.5,0.2,0,0.2
440030214022009,4.6,4.7,0.3,0.1,0,0.2
440030214023004,8.6,8.8,0.6,0.3,0,0.3
440030218001015,3.2,3.9,0.4,0.1,0,0.1
440030214022005,13.7,14.1,1,0.4,0.1,0.5
440030218001025,17.6,18.7,1.7,0.5,0.1,0.9
440030218001034,5.7,6,0.5,0.2,0,0.3
440030215013009,10,10.7,0.9,0.4,0,0.5
440030215011005,2.9,2.9,0.2,0.1,0,0.1
440030214023009,9.7,10.4,0.9,0.4,0,0.4
440030221001011,5.1,4.2,0.3,0.2,0,0.2
440030219011006,0,0,0,0,0,0
440030205002015,2.6,2.9,0.2,0.1,0,0.1
440030204002001,13.2,14.3,0.5,0.5,0,0.5
440030201022017,38.9,35.7,2.8,1.1,0,1.6
440030204001010,3.6,4,0.2,0.1,0,0.1
440030203002000,3,3,0.2,0.1,0,0.1
440030203003014,0,0,0,0,0,0
440030203003028,8,7.5,0.7,0.2,0,0.3
440030203004010,4.8,4.5,0.4,0.1,0,0.2
440030202002019,1.4,1.4,0.1,0,0,0.1
440030202002003,8,8,0.6,0.2,0.1,0.5
440030205003012,5.7,6.3,0.4,0.2,0,0.2
440030203001007,6.7,6.8,0.4,0.3,0.1,0.2
440030204001009,14.5,15.7,0.6,0.5,0,0.6
440030201023014,46.6,42.8,3.4,1.4,0,2
440030201022018,0,0,0,0,0,0
