GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PREDCLI,G16PRERTRU,G16PRELJOH,G16PREGSTE,G16PREIMCM,G16PRECCAS,G16PREASKE,G16USSDDIX,G16USSRSCO,G16USSLBLE,G16USSASCA,G16USSOWRI
45013000219,45,013,000219,242.29,328.08,18.85,6.6,4.71,0,0.94,201.75,359.19,7.54,1.89,0.94
45013000220,45,013,000220,464.98,628.53,41.69,14.83,13.93,3.98,0.99,400.45,682.26,23.75,2.99,1.97
45013000221,45,013,000221,217,713,19,5,11,0,0,122,813,2,4,0
45013000222,45,013,000222,610.6,627.15,31.46,7.16,13.05,0,0,450.58,791.02,16.2,3.09,1
45013000223,45,013,000223,340.64,482.16,19.91,2.37,9.18,2.96,0.06,226.54,600.64,5.39,2.09,0.06
45013000224,45,013,000224,266.92,344.61,11.73,2.11,5.22,0,1.06,202.27,400.6,8.28,0,0
45013000225,45,013,000225,347,462,32,9,8,1,1,300,499,22,9,0
45013000226,45,013,000226,269.07,456.85,15.1,4.99,7.99,0,0.02,173.73,557.26,7.03,0,0
45013000227,45,013,000227,185,270,10,1,3,1,0,104,338,7,0,0
45013000228,45,013,000228,239.15,419.85,12.73,2.1,3.97,0.05,0.94,127.3,537.16,5.01,0.04,0.03
45013000300,45,013,000300,446.58,977.34,34.66,9.81,12.99,0,3.86,334.31,1107.81,19,3.01,0
45013000301,45,013,000301,469.76,496.97,35.17,13.87,11.74,4.07,2.86,392.78,567.4,27.11,4.61,0
45013000302,45,013,000302,238,420,24,1,8,1,0,226,428,12,1,0
45013000303,45,013,000303,308.84,579.03,27.9,9.35,6.6,3.7,0.97,251.1,635.71,21.39,0.12,0
45013000304,45,013,000304,457.46,441.36,36.73,9.69,8.59,1.2,1.15,381.66,501.82,24.33,5.25,0
45013000305,45,013,000305,272.09,327.27,15.03,2.82,7.51,0,0.01,217.63,363.98,11.26,1.88,0
45013000306,45,013,000306,326.76,399.59,31.25,9.11,7.13,0.01,0,313.86,402.15,21.17,3.02,0
45013000307,45,013,000307,101.88,201.56,11.01,1.8,5,1,0,87.07,217.97,8.01,1.2,0.4
45013000308,45,013,000308,525.31,772.51,38.87,9.97,13.96,0,2.99,391.74,924.02,12.96,2.99,0
45013000309,45,013,000309,117.58,289.62,17.84,1.51,2.26,0,0.01,91.31,321.85,8.16,0.01,0
45013000310,45,013,000310,220.81,509.61,17.16,1.34,9.32,0.22,1,170.09,549.6,10.31,4.61,0.19
45013000311,45,013,000311,268.35,533.48,13.23,6.55,8.46,0.91,0,223.08,559.68,10.38,1.04,0
45013000312,45,013,000312,239.97,374.78,20.03,5.26,8.71,0.78,0.96,217.31,404.05,13.38,2.24,0.95
45013000313,45,013,000313,234.73,486.77,19.24,0.96,0.96,0,0,176.04,543.53,3.85,0.96,0
45013000314,45,013,000314,348.31,685.21,27.52,10.74,14.76,2.68,0.67,318.78,705.34,21.48,6.71,2.01
45013000315,45,013,000315,477.98,342.26,26.26,7.09,9.15,0.01,4,424.07,385.83,19.2,4.02,1
45013000316,45,013,000316,404.19,954.81,41.19,6.34,17.44,5,3.14,333.34,1047.34,13.65,0.1,2
45013000317,45,013,000317,333.83,681.85,27.12,2.1,3.79,0.52,0.04,236.95,767.82,8.43,4.67,0.23
45013000318,45,013,000318,258.27,367.58,15.48,5.8,8.71,0,0,235.06,390.8,11.61,3.87,0
45013000319,45,013,000319,339.37,461.5,23.62,8.47,10.61,0.07,2,316.72,494.07,15.41,2.73,1.33
45013000320,45,013,000320,190.64,374.64,14.21,5.64,7.45,1.35,0.39,171.4,388.08,11.03,3.65,1
45013000321,45,013,000321,280.63,549.36,30.12,4.87,13.54,2.68,0.02,239.63,594.68,21.86,3.22,1.06
45013000360,45,013,000360,281.53,554.59,16.95,2.82,11.3,2.82,0.94,220.33,593.19,9.42,0,2.82
45013000361,45,013,000361,238,356,14,6,3,3,0,170,404,7,2,0
45013000362,45,013,000362,354.16,578.32,11.01,0,7.01,1,1,290.13,626.35,5.01,1,0
45013000363,45,013,000363,305.37,482.36,9.15,5.12,1.02,1,0.02,225.74,525.52,6.1,5.12,1
45013000364,45,013,000364,236.94,460.28,5.64,4.56,0.93,0,0.91,176.33,503.55,3.68,4.56,0
45013000365,45,013,000365,256.58,468.24,18.97,3,4.99,1,0,186.7,513.16,6.99,3.99,0
45013000366,45,013,000366,235.13,411.47,10.78,0.98,4.9,2.94,0,185.16,432.05,9.8,4.9,0
45013000367,45,013,000367,361.11,569,15.17,4.19,14.75,3.21,3.06,288.75,614.62,9.7,8.06,0.17
45015000001,45,015,000001,450.26,267.87,5.42,1.04,0.12,0,0.1,415.98,278.44,6.36,2.28,0.04
45015000002,45,015,000002,17.61,169.89,3.11,0.01,1.03,0,0.03,15.53,165.78,9.1,0.07,0.01
45015000003,45,015,000003,295,472,9,3,2,2,3,259,479,11,6,0
45015000004,45,015,000004,215,819,15,5,6,2,1,195,814,11,9,0
45015000005,45,015,000005,625,830,59,9,15,1,5,491,983,21,8,5
45015000007,45,015,000007,635.3,180.39,8.94,1.69,4.56,1.45,0.13,601.48,217.75,2.79,0.33,0.02
45015000008,45,015,000008,271.1,1314.11,36.31,5.67,14.17,6.21,2.74,243.49,1320.18,30.3,16.08,0.73
45015000009,45,015,000009,26.08,41.38,2.46,0.76,0.94,0.38,0.09,22.02,46.77,0.85,0.19,0.09
45015000010,45,015,000010,257.84,462.54,6.89,11.81,2.95,3.94,0.98,234.22,471.4,12.79,3.94,0.98
45015000011,45,015,000011,284.9,357.55,8.95,2.98,1.99,0.99,0.99,258,365.53,9.94,1.99,0
45015000012,45,015,000012,304,699,33,0,9,0,0,149,874,8,2,1
45015000013,45,015,000013,464.32,558.21,52.08,5.06,20.04,6,0.01,286.87,763.59,32.09,2.04,1
45015000014,45,015,000014,510,740,56,16,12,6,4,402,866,30,11,0
45015000015,45,015,000015,373.01,631.5,38.22,13.01,10.1,1.01,1,329.5,703.09,12.12,12.01,0
45015000016,45,015,000016,399.36,212.18,2.54,1.65,0.95,0.21,0.24,332.63,211.17,9.13,4.07,1.1
45015000020,45,015,000020,371.2,1075.38,67.47,8.13,13.15,5.76,2.88,273.72,1179,46.18,11.75,3.84
45015000021,45,015,000021,345,481,33,18,13,4,0,267,566,23,5,0
45015000022,45,015,000022,240,541,36,14,13,4,3,182,638,16,2,0
45015000023,45,015,000023,404.46,439.55,46.07,11.01,13.02,6,0,343.3,517.77,27.02,11.02,1
45015000024,45,015,000024,527.28,440.77,12.37,6.1,6.13,1.21,1.03,499.42,460.07,7.42,9.24,1.04
45015000026,45,015,000026,523.71,271.46,11.95,6.02,5.97,2.01,1,498.76,265.54,8.01,3.99,1
45015000027,45,015,000027,247,156,8,5,0,0,1,218,176,7,1,0
45015000028,45,015,000028,101.37,447.95,9.22,0.04,3.15,0.15,0,84.2,462.23,9,1.11,0
45015000029,45,015,000029,91.49,884.39,16.85,1.61,4.82,0,4.01,80.25,866.74,14.45,11.24,1.61
45015000030,45,015,000030,223.84,410.23,8.88,2.08,3.23,1,0,195.31,430.64,7.42,3.15,0.04
45015000031,45,015,000031,354.21,552.96,22.46,2.06,5.99,0.05,0.04,314.64,589.72,10.84,3.94,0.96
45015000032,45,015,000032,414,482,14,5,7,1,4,367,531,8,5,0
45015000033,45,015,000033,580,557,28,6,21,4,1,517,616,19,7,0
45015000034,45,015,000034,289.44,909.02,19.75,8.87,12.84,1.98,2.96,230.21,978.14,12.84,4.93,0
45015000035,45,015,000035,195.82,448.64,29.37,1.75,6.29,1.75,2.1,157.71,494.8,14.69,3.85,0
45015000036,45,015,000036,198.02,889.62,11.94,1.99,6.97,4.98,0,145.28,930.41,15.92,3.98,0
45015000037,45,015,000037,616,121,3,4,3,1,1,576,146,4,1,1
45015000038,45,015,000038,228.85,403.28,18.2,8.06,9.1,4.01,5.02,212.61,434.65,10.12,8.03,0
45015000039,45,015,000039,329.52,538.71,23.14,8.33,5.55,0.93,2.78,281.39,589.62,12.03,6.48,0
45015000040,45,015,000040,341.32,587.85,34.16,9.01,4.17,1.19,0.39,321.43,627.7,17.78,2.79,0.02
45015000041,45,015,000041,130,157,6,2,0,0,0,125,155,6,2,0
45015000042,45,015,000042,745.9,146.58,9.15,1.15,3,2,1,681.71,184.87,6.44,6.3,0
45015000043,45,015,000043,429,410,10,1,9,0,1,398,418,11,4,5
45015000044,45,015,000044,382,448,26,7,13,2,3,335,512,15,4,0
45015000045,45,015,000045,360.03,885.51,45.18,6.99,11.48,0.95,0.62,263.24,992.36,20.89,5.88,0.03
45015000046,45,015,000046,414.77,611.09,37.79,7.37,13.83,1.84,0,344.72,686.67,17.51,5.53,2.77
45015000047,45,015,000047,350.38,534.52,31.68,11.3,9.78,5.17,3.44,287.57,609.1,17.54,5.23,0.04
45015000048,45,015,000048,106.01,87.3,3.74,2.08,0.42,0,0,90.21,96.87,2.49,0.42,0.42
45015000049,45,015,000049,576.63,1085.96,48.99,6.76,17.57,5.22,3.18,506.39,1165.58,27.3,8.09,3.22
45015000050,45,015,000050,258,699,37,4,9,7,1,172,816,12,4,0
45015000051,45,015,000051,391.76,726.98,61.2,3.86,5.83,4.73,0,282.52,845.81,25.84,6.7,2.84
45015000052,45,015,000052,277.76,677.57,29.36,19.09,9.05,9.03,1.02,221.19,755.29,17.17,7.05,0.01
45015000054,45,015,000054,430.57,389.92,27.21,15.41,8.39,6.1,3.08,373.14,462.86,17.61,1.18,5.07
45015000055,45,015,000055,650.74,519.6,40.73,13.91,8.94,4.97,2.98,570.26,612.98,16.89,10.93,0
45015000056,45,015,000056,301.1,332.9,32.79,8.94,10.93,5.96,1.99,259.37,409.42,12.92,0.99,0
45015000057,45,015,000057,32.28,32.51,3.03,0.83,1.42,0.51,0.05,26.36,40.5,1.52,0.55,0.14
45015000058,45,015,000058,498.85,466.71,38.37,12.95,13.43,2.88,2.4,421.62,561.2,20.15,4.32,2.88
45015000059,45,015,000059,153.31,201.56,13.18,1.51,3.47,0.35,0.28,133.9,224.29,6.03,3.81,0.25
45015000060,45,015,000060,436.45,569.03,37.98,4.47,9.68,0.74,0.74,381.34,633.08,17.13,11.17,0.74
45015000061,45,015,000061,475.32,604.21,48.08,5.06,22.04,1,0.01,298.87,816.59,16.09,1.04,1
45015000062,45,015,000062,575,865,71,5,37,0,1,336,1159,18,9,0
45015000063,45,015,000063,442.69,1019.69,68.44,2.09,22.24,7.98,1.02,293.9,1208.64,28.15,2.06,3.98
45015000064,45,015,000064,435.99,507.41,33.53,4.5,13.57,3.63,0.9,370.68,590.85,14.49,1.81,0.02
45015000065,45,015,000065,291.53,565.24,29.76,2.92,11.6,3.99,1.45,227.56,639.27,13.8,4.72,0.37
45015000066,45,015,000066,470.7,529.42,42.08,8.81,17.61,1.96,0.98,411.99,618.47,20.55,4.89,1.96
45015000067,45,015,000067,307.06,494.44,33.69,7.55,16.46,2.74,2.06,237.03,574.09,17.86,4.15,0.69
45015000068,45,015,000068,208.43,663.14,30.52,6.13,10.38,1.26,0,133.79,760.03,7.8,7.11,1.96
45015000069,45,015,000069,683.97,156.76,8.99,2,4.99,1,0,620.06,180.73,10.98,0,0
45015000070,45,015,000070,165.25,264.86,9.65,0.02,5.79,2.9,0.97,143.04,295.72,6.77,0.97,0
45015000071,45,015,000071,251.17,433,17.76,2.54,11.84,4.23,3.38,208.04,482.9,12.69,5.92,0.85
45015000072,45,015,000072,391.13,500.16,40.74,12.06,21.33,1.66,4.43,338.52,578.14,24.38,6.78,0.14
45015000073,45,015,000073,279.65,627.65,31.13,1.04,13.99,0.99,0,209.38,709.9,17.04,1.04,0
45015000074,45,015,000074,392,375,29,9,11,6,1,336,441,23,2,0
45015000075,45,015,000075,336.47,666.63,39.36,11.21,18.31,1.26,1,256.49,780.14,20.42,2.37,0.16
45015000076,45,015,000076,89.8,151.96,13.47,1.89,2.86,0.28,0.13,64.56,182.16,8.72,1.24,0.16
45015000077,45,015,000077,559.9,944.76,78.27,9.04,25.06,5,0,424.35,1139.42,44.18,8.02,2
45015000078,45,015,000078,426.39,571.7,48.76,5.74,13.39,6.69,0,285.88,727.51,21.99,5.74,0
45015000079,45,015,000079,704,336,26,14,9,1,4,624,417,19,4,4
45015000080,45,015,000080,401,523,34,5,15,0,3,326,610,25,4,1
45015000081,45,015,000081,346.75,413.27,18.29,4.99,6.65,1.66,0,295.19,455.68,19.96,4.99,0.83
45015000082,45,015,000082,289.25,362.37,33.4,10.1,11.06,1.74,0.07,239.91,412.12,19.99,6.79,0.22
45015000083,45,015,000083,224.82,373.78,22.37,4.91,9.28,1.09,0.55,189.35,417.44,13.64,3.27,0.55
45015000084,45,015,000084,431.51,524.5,41.31,15.1,10.12,5.02,1.06,354.61,634.23,15.1,5.1,1.02
45015000085,45,015,000085,176.44,337.34,22.86,2.42,5.41,1.42,1.6,144.07,376.65,11.52,2.92,0.28
45015000086,45,015,000086,73.16,116.11,6.89,2.12,2.65,1.06,0.27,61.76,131.21,2.39,0.53,0.27
45015000087,45,015,000087,378.43,354.05,29.11,9.82,10.19,2.18,1.82,319.84,425.73,15.28,3.27,2.18
45015000088,45,015,000088,178.88,391.67,26.04,1.83,5.92,1.69,1.79,144.22,434,13.02,3.48,0.06
45015000089,45,015,000089,263.32,512.19,26.96,2.63,10.52,3.62,1.32,205.47,579.23,12.5,4.28,0.33
45015000090,45,015,000090,18.82,15.5,0.66,0.37,0.07,0,0,16.02,17.2,0.44,0.07,0.07
45015000091,45,015,000091,247.37,480.85,25.32,2.47,9.88,3.4,1.24,193.02,543.85,11.74,4.01,0.31
45015000092,45,015,000092,176.76,280.51,16.65,5.12,6.4,2.56,0.64,149.22,317.01,5.76,1.28,0.64
45015000093,45,015,000093,165.34,283.19,19.15,3.69,8.37,1.48,1.21,128.36,325.59,10.05,2.38,0.32
45015000094,45,015,000094,95.67,291.63,6.01,0.46,4.62,0.92,0.46,86.43,298.1,4.62,1.85,0
45015000095,45,015,000095,58.15,354.75,10.67,1.87,3.2,1.87,0.8,52.01,354.21,9.07,5.07,0.27
45015000096,45,015,000096,19.64,189.84,3.62,0.34,1.03,0,0.86,17.23,186.05,3.1,2.41,0.34
45015000097,45,015,000097,187.18,311.22,18.63,4.09,7.72,0.91,0.45,157.65,347.56,11.36,2.73,0.45
45015000098,45,015,000098,150.26,205.51,15.08,3.09,4.32,1.03,1,125.05,236.27,7.73,1.84,0.59
45015000099,45,015,000099,612.37,617.29,57.55,15.7,26.99,9.56,0.87,500.04,768.65,28.8,10.47,2.6
45015000100,45,015,000100,72.96,87.17,4.03,1.11,1.45,0.35,0,62.07,96.18,4.24,1.08,0.17
45015000101,45,015,000101,129.03,106.43,4.56,2.53,0.51,0,0,109.79,118.09,3.04,0.51,0.51
45017000001,45,017,000001,254.7,489.72,11.75,3.21,1.8,1.23,0.07,262.98,461.73,18.33,1.7,0.08
45017000002,45,017,000002,280,244,13,3,8,3,1,257,261,7,4,0
45017000003,45,017,000003,423.38,319.19,14.08,3.75,1.88,0.01,1.88,414.92,304.16,17.85,12.19,0.94
45017000004,45,017,000004,69.15,90.71,1.03,0,1.03,1.49,0,62.23,96.83,1.03,0.74,0
45017000005,45,017,000005,923.45,261.46,14.76,0.01,6.87,3.92,0,873.35,293.88,12.79,6.88,1.96
45017000006,45,017,000006,178,208,2,4,1,0,0,172,204,6,3,0
45017000007,45,017,000007,119.87,87.23,3.73,0.01,0.08,0.01,0,105.97,97.23,4.65,0.03,0
45017000008,45,017,000008,317.19,360.06,4.9,0,4.9,0.51,0,299.36,364.9,4.9,0.26,0
45017000009,45,017,000009,68,190,1,0,0,1,1,63,188,3,0,0
45017000010,45,017,000010,199.62,153.81,4.92,0.25,1.12,2.99,0.12,192.08,145.84,14.15,0.81,1.06
45017000011,45,017,000011,328.18,861.75,15.59,5.82,8.68,0.98,1.93,285.02,869.95,31.07,11.56,0.96
45017000012,45,017,000012,443.62,516.62,17.97,3.99,4.02,0,0,407.63,542.55,14.98,5.98,1
45019000004,45,019,000004,472.59,384.72,9.54,4.76,3.81,0.95,0.95,427.83,428.55,5.72,0,0
45019000008,45,019,000008,387.25,340.97,16.81,4.27,4.22,1.14,1.17,340.49,385.61,4.78,5.13,0.06
45019000010,45,019,000010,304.89,529.78,42.1,13.18,9.22,3.13,0,187.78,676.13,16.62,4.13,0
45019000011,45,019,000011,367,695,59,5,13,3,0,239,844,37,1,3
45019000012,45,019,000012,319.11,638.22,44.9,3.82,4.78,2.87,0,188.22,795.87,13.38,2.87,0
45019000032,45,019,000032,641,641,80,4,15,1,0,375,957,20,3,4
45019000100,45,019,000100,850.62,356.66,29.82,6,9,1.02,0.99,802.35,428.55,8.99,3.01,0.99
45019000102,45,019,000102,470,263,26,13,8,9,1,412,335,17,4,1
45019000103,45,019,000103,766.97,710.05,71.94,17.49,10.11,6.13,3.18,654.64,851.53,33.18,10.14,2.12
45019000104,45,019,000104,877.12,749.94,44.81,10.82,14.23,4.02,3.25,764.87,851.77,29.97,7.41,2.16
45019000105,45,019,000105,653.16,555.94,40.73,10.86,12.15,3.34,0.24,562.73,660.93,21.46,4.53,0.14
45019000106,45,019,000106,349.9,390.79,22.2,4.55,5.66,1.24,1.17,286.68,449.58,15.58,2.49,0.14
45019000107,45,019,000107,524.92,350.61,28.23,7,10.72,2.22,2.1,472.44,412.69,16.35,3.27,1.4
45019000110,45,019,000110,591,512,28,10,11,9,4,517,578,20,6,0
45019000132,45,019,000132,1000.23,715.91,39.21,16.63,25.17,6.16,5,890.28,825.33,22.49,9.47,4.23
45019000173,45,019,000173,550.44,569.13,24.01,2,12,3,3,500.41,607.15,14,6,0
45019000174,45,019,000174,411.61,367.97,19.84,4.96,11.9,0.99,0.99,365.98,437.39,8.93,3.97,0
45019000175,45,019,000175,599.31,357.82,20.37,4.41,10.16,4.48,1.18,526.09,441.3,7.78,3.12,0
45019000180,45,019,000180,440.25,834.21,61.84,7.11,15.38,1.09,0.06,249.48,1108.36,8.39,3.05,0.01
45019000181,45,019,000181,591.51,815.5,58.7,3.37,19.91,3.34,1.68,361.48,1086.77,16.65,0.86,0.01
45019000184,45,019,000184,363,410,36,17,3,0,3,264,522,16,4,0
45019000185,45,019,000185,469.83,539.22,55.71,6.39,7.02,3.96,1.08,348.74,677.49,21.05,10,0
45019000201,45,019,000201,229,398,35,1,8,0,0,123,531,5,1,0
45019000202,45,019,000202,296,365,32,4,13,0,1,162,521,6,5,1
45019000203,45,019,000203,408,323,50,10,9,0,0,244,556,10,3,3
45019000204,45,019,000204,383,230,42,10,13,0,0,289,358,16,4,1
45019000205,45,019,000205,370,243,36,4,5,1,1,247,380,12,2,0
45019000206,45,019,000206,450.49,255.83,37.13,13.05,8.02,4.01,0,357.2,366.25,11.04,9.03,6
45019000207,45,019,000207,519.51,291.17,43.87,18.95,7.98,1.99,1,418.8,437.75,14.96,8.97,0
45019000208,45,019,000208,652,53,27,13,7,1,1,588,127,20,3,4
45019000209,45,019,000209,452,116,24,7,7,1,3,373,211,11,4,0
45019000210,45,019,000210,325,65,20,15,1,0,0,267,134,13,1,1
45019000211,45,019,000211,595.57,246.03,59.63,9.18,23.2,4,1.02,444.52,446.06,29.36,5.11,6
45019000212,45,019,000212,707.64,167.95,36.06,10.03,11.09,0.12,0.98,593.46,282.06,20.42,6.02,0
45019000213,45,019,000213,629.79,92.02,39.3,4.79,6.71,2.88,0,555.02,187.88,18.21,2.88,0
45019000214,45,019,000214,527,121,29,12,9,0,0,460,195,24,4,1
45019000215,45,019,000215,802.16,32.57,11.43,9.68,5.7,0.05,1.04,734.53,92.01,13.23,5.01,0
45019000216,45,019,000216,675,93,34,15,8,1,0,568,199,21,8,1
45019000217,45,019,000217,548,104,46,7,13,0,0,441,249,15,10,1
45019000218,45,019,000218,493.31,37.55,7.97,9.67,6.26,0.57,0,448.36,90.47,4.55,1.71,0
45019000219,45,019,000219,864.82,99.41,24.39,15.55,9.24,3.39,1,771.4,200.22,18.08,6.16,0
45019000220,45,019,000220,696,223,51,11,20,1,1,537,423,25,6,1
45019000221,45,019,000221,398.63,48.4,13.28,1.91,0.94,0.94,0,367.34,81.67,7.62,1.89,0.94
45019000301,45,019,000301,511.94,566.05,60.54,9.29,5.38,0.05,0.05,314.53,788.75,18.01,9.29,1
45019000302,45,019,000302,184.92,219.69,36.24,3.7,8.14,0.74,0,138.32,289.22,11.1,5.92,0.74
45019000303,45,019,000303,506.08,552.31,72.76,13.3,14.86,0.26,1,375.68,749.78,23.9,8.08,1.26
45019000304,45,019,000304,424.42,489.93,56.28,4.61,11.99,0,0.92,288.79,653.24,19.38,5.54,0
45019000305,45,019,000305,329.2,529.5,59.66,6.18,9.26,1.05,3.01,217.04,690.15,11.31,5.05,0.01
45019000306,45,019,000306,481.98,675.36,58.3,20.41,25.27,0,1.94,367.32,821.12,34.98,3.89,1.94
45019000307,45,019,000307,244,316,37,5,3,0,1,165,409,15,0,0
45019000308,45,019,000308,264,319,31,4,8,0,0,174,433,6,0,0
45019000309,45,019,000309,239.03,438.15,33.89,6.32,8.42,0.95,0.95,162.26,524.65,20.4,5.91,0
45019000310,45,019,000310,213.66,380.76,32.67,5.87,7.89,0.12,0.06,124.67,506.38,4.47,1.96,0
45019000311,45,019,000311,311.19,397.18,41.19,7.03,12.04,0,1,199.7,541.9,11.02,1.01,1
45019000312,45,019,000312,553.02,735.12,53.01,10.76,16.34,9,3.06,406.37,898.73,26.08,5.29,0
45019000313,45,019,000313,313.54,399.16,49.24,12.84,5.53,0.12,0.97,224.94,500.54,18.94,4.88,0.03
45019000314,45,019,000314,412.88,479.85,54.04,11.86,19.67,5.83,0.02,324.28,614.42,21.72,4.9,0.02
45019000315,45,019,000315,699.58,791.07,64.72,11.39,21.01,3,2.08,484.21,1079.76,17.62,4.46,0
45019000316,45,019,000316,166,286,34,4,7,0,1,86,396,10,4,0
45019000317,45,019,000317,559.21,978.37,106.75,11.75,12.73,1.96,1.96,365.3,1241.81,34.28,2.94,1.96
45019000318,45,019,000318,279,545,55,7,19,3,0,179,690,24,3,0
45019000319,45,019,000319,164.08,190.18,18.84,5.08,7.62,0.66,1.27,130.83,242.43,8,1.93,0
45019000320,45,019,000320,806.85,887.93,71.14,21.8,32.22,4.42,3.71,608.96,1153.18,22.07,12.13,0.01
45019000321,45,019,000321,303.89,402.78,37.61,8.24,11.94,1.84,0.92,180.17,543.96,13.76,2.75,0
45019000322,45,019,000322,350.66,380.11,32.86,1.21,15.26,4.03,1.02,276.72,477.42,13.31,1.07,0
45019000323,45,019,000323,548.19,480.5,56.12,8.83,14.78,5.95,2.94,439.6,613.96,28.54,8.83,0.98
45019000324,45,019,000324,224.33,287.85,32.07,9.29,4.44,0.04,1.07,143.44,380.84,16.45,1.11,1
45019000325,45,019,000325,170,325,29,2,9,1,0,103,427,4,0,1
45019000326,45,019,000326,311.02,13.44,0.96,0,2.88,0,0,294.7,25.92,2.88,0,0
45019000327,45,019,000327,630.78,1041.19,94.29,15.25,27.39,6.04,3.04,410.01,1359.27,20.84,5.06,3.04
45019000328,45,019,000328,288.34,488.72,57.67,10.75,16.62,3.91,0,185.71,637.29,14.66,3.91,0.98
45019000329,45,019,000329,103.65,170.16,12.88,0.59,4.28,3.12,0.15,62.42,230.84,4.76,0.47,0.1
45019000330,45,019,000330,665.71,1076.67,79.47,10.18,28.68,3.4,4.22,427,1393.48,17.73,10.48,1.92
45019000331,45,019,000331,308.46,413.98,18.04,0.9,10.82,0,0,223.68,502.37,8.12,4.51,0
45019000332,45,019,000332,545.86,1072.68,61.41,6.98,31.3,0,1.98,335.17,1318.23,24.22,3.22,0
45019000333,45,019,000333,673.74,1536.53,85.4,4.12,35.24,3.82,4.59,405.77,1864.3,18.86,7.4,1.84
45019000334,45,019,000334,311.84,532.41,35.18,8.56,6.66,2.85,0,227.22,636.99,9.51,0.95,0
45019000335,45,019,000335,967.8,1806.75,110.8,32.21,41.01,6.21,4.26,619.65,2243.28,35.06,6.42,0.11
45019000336,45,019,000336,477.36,599.92,55.31,11.32,23.24,3.6,2.63,382.3,735.53,29.11,4.9,0.09
45019000337,45,019,000337,1166.49,1410.74,96.16,20.21,36.94,3.16,0,877.44,1717.46,51.49,10.72,1.83
45019000338,45,019,000338,94.96,219.2,13.59,2.39,5.76,0.67,0,64.73,256.43,7.14,0.38,0.01
45019000339,45,019,000339,547.71,1064.49,52.73,6.61,18.01,2.07,0,376.65,1244.69,20.47,6.4,0.07
45019000400,45,019,000400,720.02,592.37,76.79,14.96,7.98,6.98,3.99,546.5,803.79,30.92,12.96,1.99
45019000401,45,019,000401,401.98,80.63,11.21,4.04,3.02,4.02,0.01,370.5,118.21,5.08,2.04,0.01
45019000402,45,019,000402,502.97,100.16,12.15,10.72,1.58,0,0.09,463.54,145.66,6.21,4.67,1.09
45019000403,45,019,000403,367,483,60,11,19,3,0,255,648,16,5,0
45019000404,45,019,000404,149.17,282.78,23.29,4.61,0.98,0.04,0.92,115.26,330.51,12.95,1,0
45019000405,45,019,000405,542,484,46,11,5,3,0,437,610,13,6,1
45019000406,45,019,000406,573.03,555.84,66.85,15.28,12.42,0,1.91,436.46,715.34,25.79,14.33,1.91
45019000407,45,019,000407,455,278,30,5,13,1,0,352,405,11,3,0
45019000408,45,019,000408,661.02,574.78,80.14,12.03,11.03,4,0,509.8,745.09,35.05,8.01,0
45019000409,45,019,000409,560.35,552.89,64.89,18.47,13.77,1.14,3,454.94,712.07,22.15,8.91,0.21
45019000410,45,019,000410,487.05,489.74,63.8,16.69,10.81,0,3.91,393.68,631.16,26.5,7.83,2.93
45019000411,45,019,000411,428.48,537.33,68.25,8.64,16.41,1.73,1.73,329.14,682.46,33.69,4.32,1.73
45019000412,45,019,000412,344.14,479.49,59.73,7.35,9.66,6.07,0.07,231.17,640.3,17.35,6.17,3.07
45019000413,45,019,000413,483.78,529.57,55.61,10.13,9.04,3.22,3.2,341.17,706.96,20.19,5.54,0.22
45019000414,45,019,000414,297.19,416.46,33.79,8.95,7.95,0,0,225.63,505.92,13.92,0.99,0
45019000415,45,019,000415,512.19,531.83,63.75,19.07,10.04,1.78,0.09,415.72,639.15,40.66,11.75,2.74
45019000417,45,019,000417,633.79,493.91,84.04,16.69,16.29,2.06,0,499.76,682.89,33.49,5.47,2.1
45019000419,45,019,000419,554,466,75,12,9,0,1,455,605,19,11,4
45019000420,45,019,000420,538.91,449.24,53.07,21.49,12.78,3.91,0.97,451.02,581.22,21.71,2.98,3.87
45019000422,45,019,000422,546.19,417.57,66.57,16.86,15.95,2.99,0.02,403.25,604.37,33.71,5.96,0
45019000440,45,019,000440,339.84,643.16,15.12,10.31,10.38,2.81,2.81,281.52,706.32,10.36,3.77,0
45019000441,45,019,000441,575.97,376.68,27.37,11.72,6.87,0.02,0.01,520.16,420.83,19.53,8.79,0
45019000442,45,019,000442,1155.73,1391.63,153.65,23.12,31.55,10.33,2.16,858.06,1783.01,44.48,15.22,2.33
45019000443,45,019,000443,713.42,985.15,89.15,25,18.27,3.87,1.92,554.21,1164.85,52.01,14.15,3.82
45019000444,45,019,000444,608.44,572.22,22.58,5.02,9.51,8.95,1.04,512.38,670.64,6.45,2.98,0
45019000445,45,019,000445,412.33,352.78,23.11,5.97,13.79,4.05,2.99,365.2,404.61,16.44,2.93,0.96
45019000460,45,019,000460,562.41,174.64,10.67,0.03,4.81,0.03,0.97,524.58,200.83,1.06,4.8,0
45019000461,45,019,000461,431.6,257.89,4.75,0.05,3.3,0.1,1.06,411.7,268.9,3.28,6.27,0
45019000462,45,019,000462,610.59,361.4,15.26,2.16,5.12,4.1,1.14,546.84,405.73,9.99,4.41,0
45019000463,45,019,000463,442.77,946.49,31.56,6.44,5.44,4.11,2.12,338.52,1021.05,20.39,1.17,0
