GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PREDCLI,G16PRERTRU,G16PRELJOH,G16PREGSTE,G16PREIMCM,G16PRECCAS,G16PREASKE,G16USSDDIX,G16USSRSCO,G16USSLBLE,G16USSASCA,G16USSOWRI
45045000350,45,045,000350,227,874,39,11,14,1,2,200,927,25,2,0
45045000351,45,045,000351,601.07,1088.29,50.17,7.72,25.08,2.89,0.96,491.08,1198.28,33.77,12.54,0
45045000352,45,045,000352,314,785,31,2,11,2,0,244,867,19,0,0
45045000353,45,045,000353,464.77,751.98,41.65,7.25,11.22,6.1,2.03,385.33,839.35,30.65,7.22,3
45045000354,45,045,000354,581.01,1138.02,53,6,40,3,7,460.01,1280.02,33,6,1
45045000355,45,045,000355,276,641,28,7,17,2,2,191,740,18,3,0
45045000356,45,045,000356,556.31,1004.31,53.17,11.82,24.62,2.95,6.89,434.22,1175.63,12.8,3.94,2.95
45045000357,45,045,000357,177,917,17,4,20,3,1,147,947,19,1,0
45045000358,45,045,000358,286,682,30,10,19,4,0,238,748,22,7,2
45045000359,45,045,000359,875,1105,73,11,15,11,1,788,1206,55,3,3
45045000360,45,045,000360,316.33,1565.11,39.43,4.09,22.19,8.11,6.01,275.15,1595.4,36.4,15.06,0.01
45045000361,45,045,000361,968,772,48,11,26,7,1,872,885,29,8,1
45045000362,45,045,000362,591.54,915.46,57.71,22.11,29.36,6.04,1.01,513.98,1020.02,40.48,8.18,1
45045000363,45,045,000363,521.69,1014.69,45.83,11.18,48.38,4.05,2.11,423.78,1164.37,32.2,7.06,0.05
45045000364,45,045,000364,454,731,44,20,23,4,1,405,813,26,11,4
45045000365,45,045,000365,502,1066,69,17,39,4,3,450,1178,40,6,0
45045000366,45,045,000366,263,810,19,8,19,8,2,245,825,32,10,0
45045000367,45,045,000367,314.56,486.49,20.78,8.5,8.5,1.89,0,267.33,531.83,9.45,3.78,1.89
45045000368,45,045,000368,495.85,895.09,37.46,3.94,18.73,5.91,0.99,429.8,961.14,29.57,3.94,0.99
45045000369,45,045,000369,296.06,1086.33,25.18,11.93,8.03,5.96,0.04,281.36,1083.82,27.01,10.99,0.03
45047000001,45,047,000001,359,59,4,7,5,1,1,347,74,4,5,0
45047000002,45,047,000002,518,27,4,1,1,1,0,489,40,2,0,0
45047000003,45,047,000003,303.36,383.41,26.16,3.96,12.81,0,0.04,260.18,427.79,15.89,1.02,0.04
45047000004,45,047,000004,396,349,17,6,5,0,3,385,351,14,1,0
45047000005,45,047,000005,245,68,5,0,2,0,1,235,69,3,0,0
45047000006,45,047,000006,326.82,181.35,6.79,2.91,0.97,2.91,0.97,309.37,187.17,5.82,0.97,0
45047000007,45,047,000007,389.35,225.5,19.33,4.18,6.18,3.02,2,358.42,240.58,12.2,8.11,0.05
45047000008,45,047,000008,237.06,324.14,15.48,5.81,6.77,1.94,0.97,206.1,354.14,7.74,0.97,0
45047000009,45,047,000009,42.09,139.13,3.84,1.54,3.27,0.96,0,33.82,151.05,3.07,0.19,0
45047000010,45,047,000010,193.02,250.03,12.06,8.03,2.03,1,3,161.85,279.21,5.04,5.02,0.01
45047000011,45,047,000011,236.31,458.67,10.66,4.57,4.51,0.84,3.02,232.79,455.87,6.9,9.73,1.49
45047000012,45,047,000012,249,320,15,4,5,1,0,206,341,14,2,0
45047000013,45,047,000013,70.14,425.66,15.37,1.92,5.77,0,0,80.71,400.68,13.45,1.92,0
45047000014,45,047,000014,191.71,221.51,9.17,2,1.01,2.01,3,168.85,210.17,8.18,14.08,0
45047000015,45,047,000015,234.31,708.02,16.38,3.01,7.07,3.04,0.04,209.74,727.49,14.24,4.03,2.03
45047000016,45,047,000016,372,344,9,1,6,4,0,348,342,10,1,0
45047000017,45,047,000017,116.79,544.84,13.88,0.71,3.47,2.78,0.01,97.34,559.42,6.94,2.08,1.39
45047000018,45,047,000018,203.15,364.64,10.01,6.71,6.9,3.78,0,171.97,393.95,14.53,0.97,0
45047000019,45,047,000019,285,301,17,4,7,3,2,229,369,10,4,1
45047000020,45,047,000020,73,422,6,0,2,1,0,79,395,20,1,0
45047000021,45,047,000021,158.18,507.41,11.01,0,1.02,4,4,157.16,491.38,8.02,5,1
45047000022,45,047,000022,61.04,112.04,7,0,0,1,0,60.04,110.04,6,0,0
45047000023,45,047,000023,34,79,2,0,0,0,0,28,83,2,1,0
45047000024,45,047,000024,84.98,399.95,6.05,0.02,0.02,4,0.01,90.96,370.94,9.03,2.04,0.01
45047000025,45,047,000025,292.28,352.19,11.69,2.92,7.31,2.19,3.65,271.82,374.84,8.77,1.46,0
45047000026,45,047,000026,255.76,360.83,4.96,1.98,5.95,0,2.97,246.83,350.92,7.93,3.97,0
45047000027,45,047,000027,327.18,87.02,10.56,0.21,1.28,1.06,1.06,304.07,98.94,5.33,5.07,0
45047000028,45,047,000028,147,502,21,3,12,1,1,108,559,14,0,0
45047000029,45,047,000029,84.91,251.72,9.99,2,6.99,0,0,73.92,271.7,2,1,0
45047000030,45,047,000030,418.29,269.38,4.74,6.64,0.95,0.95,3.79,401.22,278.86,3.79,0.95,0
45047000031,45,047,000031,57,99,1,1,0,0,0,55,96,2,1,0
45047000032,45,047,000032,61,181,3,2,2,0,0,65,165,5,2,1
45047000033,45,047,000033,150,337,19,6,6,0,0,129,366,7,4,3
45047000034,45,047,000034,91.26,316.97,9.39,2.25,0.75,1.13,1.13,78.49,322.61,10.14,1.5,0
45047000035,45,047,000035,168.66,282.39,18.31,0.96,1.93,0,0.96,141.68,315.16,5.78,0.96,0.96
45047000036,45,047,000036,141.09,664.95,16.3,1.1,4,0.06,0.06,110.77,683.04,10.4,7,0.99
45047000037,45,047,000037,229.16,365.25,10.02,9,10,4,0,211.14,395.28,8.01,5,0
45047000038,45,047,000038,80.5,460.28,17.23,4.09,2.19,2.06,1,83.01,451.99,14.18,1.01,0
45047000039,45,047,000039,154.27,499.62,16.49,7.35,6.35,2.2,0,144.69,517.1,8.74,4.05,0
45047000040,45,047,000040,204.87,367.53,6.26,3.95,0.02,0.02,0,196.27,369.8,3.32,0.17,0
45047000041,45,047,000041,292,239,6,4,2,1,1,282,231,7,0,1
45047000042,45,047,000042,243.19,482.42,14.63,7.8,7.8,0.99,0,203.21,527.22,8.82,4.87,1.94
45047000043,45,047,000043,265,67,7,1,1,0,1,230,79,7,4,0
45047000044,45,047,000044,138.64,787.39,19.05,3,6.01,6,0,114.57,815.46,12.03,2,0
45047000045,45,047,000045,306,234,10,4,5,1,1,295,226,16,6,0
45047000046,45,047,000046,170.86,412.34,11.63,1.08,4.23,0,0,162.29,406.32,2.55,4.08,1
45047000047,45,047,000047,287.61,212.59,4.17,0.04,6.01,1.02,1.02,275.38,218.69,3.18,5.03,0
45047000048,45,047,000048,193.84,309.75,20.98,3,6,6,1,169.86,346.72,13.99,2,0
45047000049,45,047,000049,358.03,858.45,23.74,8.95,17.74,5.04,2.35,315.24,915.18,18.23,4.59,0.5
45047000050,45,047,000050,218.55,760.61,21.36,4.25,2.78,3.07,1.99,188.7,776.54,19.45,3.37,0.61
45049000001,45,049,000001,202,253,5,2,3,1,0,203,223,16,6,3
45049000002,45,049,000002,317,304,5,4,3,1,0,318,263,14,12,0
45049000003,45,049,000003,436,440,12,0,3,1,0,370,438,17,7,0
45049000004,45,049,000004,799,438,12,3,3,3,2,713,430,10,9,0
45049000005,45,049,000005,137,116,0,0,0,0,0,131,109,1,1,0
45049000006,45,049,000006,114.94,14.37,0,0,0,0,0,110.15,11.49,0.96,0,0
45049000007,45,049,000007,1090,261,10,6,7,3,4,997,266,16,9,0
45049000009,45,049,000009,190,412,1,0,3,1,2,200,346,14,8,0
45049000010,45,049,000010,214,93,4,0,0,0,1,209,94,1,0,0
45049000011,45,049,000011,270.67,27.58,3,0,1,0,0,244.47,29.47,4.04,1,0
45049000013,45,049,000013,502.76,250.89,5.88,2.94,2.94,0.98,2.94,477.28,238.15,10.78,5.88,0
45049000014,45,049,000014,3,72,3,0,0,0,0,7,67,1,0,0
45049000015,45,049,000015,35,22,1,0,2,0,0,34,21,1,0,0
45049000016,45,049,000016,43,175,3,1,0,0,0,48,154,4,1,0
45049000017,45,049,000017,149,207,3,0,1,0,0,147,186,10,4,0
45049000018,45,049,000018,325,253,1,0,3,2,0,290,251,9,1,0
45049000019,45,049,000019,49,124,0,0,0,1,1,53,109,4,0,1
45049000021,45,049,000021,282,20,0,0,0,0,1,269,24,0,0,0
45051000101,45,051,000101,256.12,907.88,23.92,6.98,4.98,0,1,249.14,880.97,13.95,14.95,1
45051000102,45,051,000102,83.68,367.82,0,0,0,0.97,0,78.82,352.25,5.84,1.95,0
45051000103,45,051,000103,88.19,33.34,0.55,0.27,0.06,0.02,0,72.36,35.24,1.65,0.12,0.02
45051000104,45,051,000104,165,816,9,4,5,0,2,137,815,12,6,0
45051000105,45,051,000105,270.21,563.75,2.92,0.97,2.92,5.83,0,260.49,548.2,10.69,6.8,0
45051000106,45,051,000106,528.62,1191.15,27.98,8.99,14.99,2,4,467.67,1183.15,35.97,8.99,0
45051000107,45,051,000107,99.74,562.55,6.65,0.66,1.33,0,1.33,101.74,534.62,8.64,5.32,0
45051000108,45,051,000108,395,983,27,11,4,4,2,311,1046,19,3,0
45051000109,45,051,000109,622.74,1630.79,34.05,7.48,16.79,2.7,3.61,504.63,1687.65,29.03,4.27,3.19
45051000110,45,051,000110,516,1261,50,13,10,0,2,445,1306,31,7,1
45051000111,45,051,000111,387,789,21,9,12,1,2,312,836,16,4,1
45051000112,45,051,000112,154.3,1119.2,5.37,6.35,5.65,1.01,2.65,166.43,1070.26,8.44,6.67,1.01
45051000113,45,051,000113,280,777,16,9,0,1,1,240,785,14,7,1
45051000114,45,051,000114,373.07,927.79,26.05,5.03,9.01,2,1.01,285.98,1006.76,23.06,2.04,0
45051000115,45,051,000115,339.03,457.69,36.05,8.11,10.81,0,0.91,302.97,487.42,24.35,6.31,1.8
45051000116,45,051,000116,508.56,70.24,8.01,2.01,3,3,1,480.51,92.25,7.01,0.01,0
45051000117,45,051,000117,458.38,190.83,11.51,4.79,1.92,0.96,3.84,415.23,203.3,9.59,7.67,0
45051000118,45,051,000118,60.43,244.36,6.3,1.08,0,1.04,0.02,63.46,235.7,4.32,2.11,0.02
45051000119,45,051,000119,275.56,721.37,26.61,12.78,2.99,1.04,0.02,260.96,719.62,32.59,5.96,0.99
45051000120,45,051,000120,169,634,8,2,0,1,1,165,612,10,2,1
45051000121,45,051,000121,540.78,1452.12,35.76,15.34,14,1.54,2.81,464.33,1484.63,38.04,10.16,1
45051000122,45,051,000122,81.86,547.37,10.78,3.91,0.01,0.98,0.97,69.6,524.98,11.77,3.91,0.98
45051000123,45,051,000123,348.15,475.74,15.83,4.95,5.93,1.98,1.98,320.46,486.62,13.85,5.93,0
45051000124,45,051,000124,497.09,1367.19,31.5,3.45,8.28,2.22,1.11,336.8,1498.95,17.76,6.3,0.99
45051000125,45,051,000125,403.19,1146.73,16.59,7.17,9.26,1.98,2.24,313.23,1201.15,22.2,2.64,0.01
45051000126,45,051,000126,239.57,443.96,18.73,8.96,5.06,0.06,0.03,202.56,490.77,7.49,3.11,0.96
45051000127,45,051,000127,204.56,445.06,18.64,6.83,6.76,0,2,178.03,476.37,9.43,2.12,0
45051000128,45,051,000128,513.31,993.38,17.54,6.46,3.69,0.92,3.69,495.76,976.76,17.54,2.77,2.77
45051000129,45,051,000129,335,953,18,1,1,4,0,288,935,19,7,0
45051000130,45,051,000130,450.4,841.4,37.62,15.84,9.9,0,1.98,432.58,829.52,30.69,15.84,0
45051000131,45,051,000131,678.15,1378,57.08,15.46,19.42,1.04,5.08,604.55,1411.41,37.95,15.4,3.02
45051000132,45,051,000132,438,1028,31,19,7,5,1,389,1040,36,4,4
45051000133,45,051,000133,392.01,1003.61,28.19,11.8,9.18,0.66,3.93,367.75,989.85,24.91,8.52,0
45051000135,45,051,000135,592.93,1319,40.53,17.8,20.73,1.98,1.99,524.68,1343.74,37.55,11.87,0.99
45051000136,45,051,000136,322.61,837.26,19.5,3.38,7.25,4.18,1.17,303.49,837.48,11.43,7.52,0.04
45051000137,45,051,000137,22.57,111.89,1.96,0,0,0,0,15.7,108.95,1.96,0,0
45051000138,45,051,000138,330,1042,15,1,8,4,1,287,1027,19,14,0
45051000139,45,051,000139,161.21,695.93,14.1,3.76,1.9,1.86,0,115.45,723.92,12.2,0.06,0.01
45051000140,45,051,000140,343.99,624.08,17.51,9.63,2.63,1.75,0,287.97,649.46,7,2.63,0
45051000141,45,051,000141,309.09,650.11,15.23,5.57,5.49,2.33,1,248.93,664.05,22.62,2.42,0
45051000142,45,051,000142,357.47,920.15,46.04,9.02,15.01,4,1,337.41,946.18,32.03,1.01,0
45051000143,45,051,000143,181.74,382.46,4.99,0,1,1,1,177.75,372.48,4.99,2,0
45051000145,45,051,000145,157,782,16,7,5,2,3,173,741,20,8,0
45051000147,45,051,000147,289.03,621.5,10.13,4.07,5.04,0,1.01,271.82,616.81,11.06,3.03,1
45051000148,45,051,000148,84.75,623.07,5.78,2.89,2.89,1.93,0.96,87.63,606.7,1.93,8.67,0.96
45051000149,45,051,000149,115,150,0,1,0,1,2,101,161,1,2,0
45051000150,45,051,000150,83.9,225.87,14.43,4.81,1.96,1.9,0,70.73,241.94,13.41,1,0.96
45051000151,45,051,000151,718.92,997.83,26.84,7.39,9.23,5.21,8.01,711.49,1000.5,24.11,10.93,0.16
45051000152,45,051,000152,85.65,382.45,3.98,1.99,4.98,1,2.99,90.63,371.49,6.97,3.98,0
45051000153,45,051,000153,290.82,561,8.86,4.38,5.24,0.02,3.44,265.55,546.62,12.21,10.35,1.72
45051000154,45,051,000154,435.11,840.84,29.41,8.71,6.54,2.18,0.54,367.04,893.67,16.34,9.26,2.18
45051000157,45,051,000157,190.64,865.67,9.73,9.73,4.86,3.89,4.86,217.88,824.82,12.64,6.81,0
45051000158,45,051,000158,66.32,140.08,4.95,2.09,1.01,0.08,0.46,63,136.98,4.8,0.93,0.39
45051000159,45,051,000159,507,478,10,0,7,3,3,486,458,14,9,0
45051000160,45,051,000160,252,756,18,11,7,3,1,218,761,17,8,4
45051000161,45,051,000161,476,1202,35,9,12,2,1,441,1193,27,2,0
45051000162,45,051,000162,358,1014,21,8,7,0,1,308,1028,14,8,0
45051000163,45,051,000163,182.32,405.18,9,4,2,0.03,1,174.18,387.75,10.16,10.05,0
45051000164,45,051,000164,243,665,8,2,2,1,2,191,694,10,3,1
45051000165,45,051,000165,437.27,1126.86,29.01,3.88,19.33,1.93,3.87,390.79,1162.64,21.3,7.75,2.9
45051000166,45,051,000166,74.79,781.25,6.08,1.03,1.08,2.17,2,80.51,754.8,10.31,5.2,0
45051000168,45,051,000168,203.06,647.01,4,5,4,2,1,195.06,631.01,7,4,1
45051000169,45,051,000169,57,356,3,5,0,0,1,65,345,2,1,0
45051000170,45,051,000170,303.64,622.83,30.2,10.49,5.66,1,1.05,240.44,678.64,14.48,2.38,0.11
45051000171,45,051,000171,267.26,479.5,15.72,10.81,4.91,0.98,0.98,232.87,497.19,17.69,3.93,0
45051000172,45,051,000172,364,753,26,2,5,1,0,274,813,24,6,1
45051000173,45,051,000173,333.02,851.62,27.29,4.19,6.09,6.02,1.02,268.38,905.94,22.32,2.07,0
45051000174,45,051,000174,301.93,784.21,14.95,7.97,1.99,0,1.99,276.02,776.24,17.94,9.96,1
45051000175,45,051,000175,630.46,944.74,20.83,7.57,13.25,1.89,0.95,565.14,966.51,21.77,2.84,0
45051000176,45,051,000176,375.63,425.14,7.77,6.79,11.65,0,0.97,337.78,442.61,12.62,3.88,0.97
45051000177,45,051,000177,209.97,485.5,18.87,8.93,5.96,0,1.99,180.18,520.19,9.94,3.97,0
45051000179,45,051,000179,382.98,1026.45,21.33,9.32,6.46,5.11,0.22,308.37,1060.91,31.79,6.38,2.04
45051000180,45,051,000180,340.23,1102.63,18.17,4.47,4.7,0.77,2.81,257.89,1125.69,25.83,4.97,0.69
45051000181,45,051,000181,284,678,16,8,5,1,0,244,690,17,4,4
45051000182,45,051,000182,331.27,705.45,29.08,7.01,12.02,1.01,0,234.85,770.8,19.04,8.02,1
45051000183,45,051,000183,283,356,24,7,8,3,1,267,362,24,1,1
45051000184,45,051,000184,604.91,1521.78,35.13,15.07,14.87,2,2.58,533.96,1563.02,34.65,10.29,0.1
45051000185,45,051,000185,85.76,338.93,8.07,3.05,3.01,2.05,1,77.78,337.33,7.19,5.07,0.01
45051000186,45,051,000186,50,348,1,2,0,1,1,48,340,5,2,0
45051000187,45,051,000187,53.66,480.28,5.95,1,0.02,0.98,0,62.41,467.49,5.91,2.01,0
45051000188,45,051,000188,468.77,37.36,3.82,0.09,2.81,0,0.95,440.62,47.43,5.69,0.99,0
45051000189,45,051,000189,482.87,463.37,15.71,4.29,6.83,0,1.03,451.68,480.85,12.16,4.51,0.03
45051000190,45,051,000190,663.82,48.66,0,4.59,2.75,2.75,0.92,638.11,66.11,2.75,0,1.84
45051000191,45,051,000191,286,358,8,2,2,0,1,274,347,10,3,0
45051000192,45,051,000192,193.89,522.78,27.36,9.59,8.58,1.1,0.04,204.28,519.18,18.79,6.32,1.13
45051000193,45,051,000193,446.09,845.22,19.87,9.93,8.13,0,5.42,372.04,893.98,15.35,2.71,0.9
45051000194,45,051,000194,275.48,1015.6,28.97,16.36,12.36,5,0.1,275.1,1019.29,21.46,4.1,4
45051000195,45,051,000195,334,552,11,9,3,2,1,315,528,16,13,3
45051000196,45,051,000196,513.68,442.92,13.37,11.15,8.06,2.03,1.13,486.28,446.33,12.31,8.25,1
45051000197,45,051,000197,547.99,1226.5,29.39,5.19,11.24,3.46,5.19,490.08,1219.58,42.35,16.42,0
45051000198,45,051,000198,103,642,16,1,8,2,2,108,639,12,6,0
45051000199,45,051,000199,217.95,532.81,20.33,6.62,7.09,1.89,0,197.62,538.96,16.07,2.84,0
45051000200,45,051,000200,237.38,807.33,11.45,13.08,0.25,0.02,2.08,227.69,773.94,10.58,8.1,0
45051000201,45,051,000201,595.59,1628.13,44.89,20.95,11.97,4.99,7.98,502.81,1669.04,37.91,14.96,1
45051000202,45,051,000202,239.41,582.67,22.02,7.22,7.63,2.02,0.06,217.28,589.02,17.49,3.21,0.02
45051000204,45,051,000204,411.53,997.85,34.96,17.98,4.99,4,4,354.59,1019.82,28.97,10.99,3
45051000205,45,051,000205,206,543.01,8,2,1,1,0,149,565.01,9,2,0
45051000206,45,051,000206,370.23,1099.38,34.86,8.48,3.77,0,0,315.59,1092.79,22.61,9.42,0
45051000207,45,051,000207,589.47,1419.95,43.18,17.1,15.46,1.21,5.12,499.93,1496.83,25.71,9.32,1.95
45051000208,45,051,000208,328,326,8,2,2,1,1,301,320,14,5,0
45051000210,45,051,000210,175.11,602.78,13.2,3.52,2.64,1.76,0.88,153.99,610.7,14.08,2.64,0
45051000211,45,051,000211,249.94,599.37,12.15,9,5.04,3.02,1.06,224.08,600.37,23.04,4.07,0
45051000212,45,051,000212,700.07,410.76,11.85,0,4.94,7.9,4.94,665.51,408.78,17.77,10.86,0.99
45051000213,45,051,000213,52.32,59.04,1.46,0.88,1.46,0,0,48.52,61.96,1.17,0.58,0
45051000214,45,051,000214,423.04,237.18,8.48,3.55,0.33,1.08,0.32,407.6,247.75,7.49,2.25,0.23
45051000215,45,051,000215,47,378,9,1,1,0,2,45,364,8,5,0
45051000216,45,051,000216,471.49,1182.17,30.36,9.8,6.87,0,4.89,426.45,1191.17,39.08,9.77,0
45051000217,45,051,000217,235.28,573.94,12.48,8.16,5.08,0.97,0,220.01,576.96,17.81,7.91,0.04
45051000218,45,051,000218,264.78,836.3,12.6,0.79,3.72,0.02,0.75,207.47,856.16,14.77,4.45,0
45051000219,45,051,000219,448.57,1180.48,20.56,7.02,17.61,4.74,1.81,349.69,1235.97,16.02,3.85,2.03
45051000220,45,051,000220,528.08,1247.95,24.54,8.18,10.91,0,1.82,424.47,1300.67,29.09,10,2.73
45051000221,45,051,000221,317,875,31,3,5,0,1,280,900,10,4,1
45051000222,45,051,000222,379.64,872.2,19.45,7.94,8.76,0.07,1.32,310.74,897.7,25.62,10.26,0.38
45051000223,45,051,000223,223.38,412.85,10.02,2.01,3.01,0,1,217.33,416.85,7.03,3.01,1
45051000224,45,051,000224,328.61,842.99,20.97,6.99,8.99,0,0,249.7,903.92,16.98,4,1
45051000225,45,051,000225,339,740,12,4,5,2,2,329,725,7,8,1
45051000226,45,051,000226,332,933,26,9,5,5,0,279,958,20,3,1
45051000227,45,051,000227,148.5,316.83,11.27,4.67,2.42,0.25,0.97,140.63,310.62,10.76,2.07,0.81
45051000228,45,051,000228,485.98,1026.41,36.29,15.31,7.37,0.57,3.4,461.6,1003.72,35.16,6.8,2.84
45051000229,45,051,000229,673.25,1496.87,45.66,19.86,6.95,1.99,3.97,634.53,1493.9,39.71,11.92,0.99
45051000230,45,051,000230,202.2,517.67,14.54,6.09,4.73,0.34,2.03,189.69,510.57,12.85,4.4,0
45051000231,45,051,000231,122.18,236.1,7.93,2.4,1.86,0.57,0.25,103.67,249.45,4.62,2.73,0.62
45051000232,45,051,000232,287.42,556.79,18.12,5.65,4.44,1.23,0.79,245.56,584.59,11.14,6.59,1.48
45051000233,45,051,000233,121.07,409.6,6.67,1.6,1.6,0.27,1.07,90.4,418.13,9.6,1.87,0.27
45051000234,45,051,000234,155.68,406.91,9.11,1.82,3.38,0.26,1.04,127.57,421.23,7.81,1.04,0.78
45053000101,45,053,000101,266,95,2,1,2,0,4,218,104,2,2,0
45053000102,45,053,000102,252,207,5,1,2,1,1,236,191,6,3,1
45053000103,45,053,000103,287.24,436.22,14.01,0,7,1,1,264.21,423.21,15.01,7,0
45053000104,45,053,000104,853.3,382.67,8.01,2.01,5,3.01,1.01,694.29,366.62,30.02,8.01,5
45053000105,45,053,000105,160,407,7,0,5,1,0,178,357,7,3,1
45053000106,45,053,000106,347.27,300.97,12.79,4.23,2.15,0.71,0.69,314.06,303.41,5.9,3.63,0.04
45053000107,45,053,000107,439.44,188.83,1.34,1.08,1.06,0.02,0,402.87,184.19,6.28,3.13,0.04
45053000108,45,053,000108,782,406.7,18.84,4.72,3.78,0.94,0,679.96,423.6,17.95,8.5,1.88
45053000109,45,053,000109,101.12,97,5.66,0.51,1.29,1.54,0.26,90.82,98.8,5.66,1.54,0
45053000110,45,053,000110,426.39,45.05,1,1,12,0,1,364.37,62.04,5,2,0
45053000111,45,053,000111,194.7,431.33,4.99,3.99,3,4.99,3.99,190.71,399.38,10.98,7.99,0
45053000112,45,053,000112,345.76,310.78,7.99,6,4,4,1,304.79,299.79,9.99,5,0
45053000113,45,053,000113,279,173,6,1,2,1,0,244,166,7,0,1
45053000114,45,053,000114,175,314,4,0,6,0,1,165,283,9,9,0
45053000115,45,053,000115,561.21,923.79,17.17,4.76,6.67,0.96,0.95,421.24,1011.36,9.55,0.96,0
45053000116,45,053,000116,150.59,133.33,5.65,1.88,0.94,0.31,0.31,136.47,134.27,2.51,1.57,0
45053000117,45,053,000117,319.67,326.2,17.17,1.72,4.04,4.49,0.79,282.93,335.83,16.79,4.49,0
45055000101,45,055,000101,184.84,421.08,10.87,3.95,5.93,0,1.98,170.01,427.99,12.85,5.93,0
45055000102,45,055,000102,179,417,6,3,3,1,0,183,400,11,5,1
45055000103,45,055,000103,406,528,13,4,7,3,4,377,515,18,11,0
45055000105,45,055,000105,152.01,576.31,4.04,4.04,1.02,1.09,0,169.12,532.12,9.02,5.06,1
45055000107,45,055,000107,491.13,362.36,18.97,5.99,2.99,0,2.99,474.16,381.32,11.98,2,0
45055000108,45,055,000108,83,104,5,4,5,0,0,80,107,8,0,0
45055000109,45,055,000109,416.16,530.92,41.13,5.05,10.07,4,1.02,292.99,670.01,11.15,2.07,2
45055000111,45,055,000111,255.19,383.11,12.28,6.7,6.38,0.96,2.07,193.94,451.05,12.28,1.75,0.16
45055000112,45,055,000112,244.3,114.67,3.99,0,1.99,1,0,228.35,122.65,1.99,1.99,0
45055000113,45,055,000113,106.31,146.05,11.92,0,1.99,0,0.99,83.46,156.98,5.96,1.99,2.98
45055000115,45,055,000115,311,658,12,6,4,8,1,318,618,24,8,0
45055000117,45,055,000117,457.1,532.13,18.76,3.95,6.91,0,0.99,419.58,552.86,12.83,12.83,0.99
45055000119,45,055,000119,455.25,819.04,19.91,12.83,4.02,0.98,6.9,438.05,799.64,30.65,12.95,1.98
45055000121,45,055,000121,118.69,201.95,10.08,3,4.01,3,0.01,133.54,190.02,2.04,6.01,1.02
45055000122,45,055,000122,472,1034,51,8,29,7,4,401,1102,33,15,2
45055000123,45,055,000123,385.22,680.62,21.96,5.99,9.98,7.98,1,358.27,697.59,21.96,7.98,1
45055000124,45,055,000124,344,533,14,4,15,4,3,297,578,21,6,1
45055000125,45,055,000125,500,832,24,7,26,0,4,448,879,20,10,2
45055000126,45,055,000126,337,645,24,1,7,0,3,302,668,24,5,0
45055000127,45,055,000127,383.78,421.38,23.04,6.01,10.02,7.02,0,353.73,442.41,29.04,4.02,1
45055000130,45,055,000130,34,200,6,0,0,0,0,47,190,4,0,0
45055000131,45,055,000131,98.2,267.37,4.86,0.97,5.83,0,0,98.2,269.31,6.81,3.89,0
45055000132,45,055,000132,270,458,19,3,3,1,1,256,454,12,7,0
45055000133,45,055,000133,307,801,31,3,9,3,1,282,804,27,9,0
45055000134,45,055,000134,270,730,24,9,31,3,0,255,770,27,7,1
45055000135,45,055,000135,205.65,711.83,16.33,1.22,20.07,0.02,0.12,182.37,731.49,16.52,7.22,0.03
45055000140,45,055,000140,449,467,11,4,14,5,4,407,458,20,14,1
45055000143,45,055,000143,287,971,17,6,9,5,3,259,972,20,6,4
45055000146,45,055,000146,501.87,75.64,6.03,1.01,4.01,0,1.01,467.84,94.68,2.02,2,0
45055000147,45,055,000147,275,693,19,8,9,4,1,253,678,24,9,4
45055000149,45,055,000149,213,324,7,0,1,0,2,189,325,7,4,1
45055000150,45,055,000150,410.51,434.22,14.73,5.3,8.63,0.05,0.93,352.71,487.3,9.72,4.25,0.84
45055000152,45,055,000152,314.86,741.86,17.59,3.9,5.93,0.98,3.93,328.6,693.9,28.32,13.72,2.93
45055000154,45,055,000154,405,709,20,3,7,1,4,380,713,14,5,1
45057000001,45,057,000001,112,477,8,2,1,2,1,138,435,9,2,1
45057000002,45,057,000002,580.74,909.02,27.83,6.21,15.39,2.98,1.05,490.99,960.71,17.21,1.26,0.01
45057000003,45,057,000003,104,514,5,0,4,0,1,97,480,16,6,1
45057000004,45,057,000004,172,225,4,0,0,1,0,161,221,7,2,0
45057000005,45,057,000005,524.45,108.65,11.09,2.09,2.07,2.99,3.09,494.66,111.89,10.16,2.15,1.01
45057000006,45,057,000006,474.52,584.55,13.75,4.91,0.98,2.95,5.89,502.02,548.2,16.7,9.82,0
45057000007,45,057,000007,199.55,1064.03,12.05,3,6.02,4,0,288.66,929.81,31.03,9.02,3
45057000008,45,057,000008,344.92,607.53,10.78,4.9,4.9,3.92,0,343.94,572.25,13.72,6.86,0.98
45057000009,45,057,000009,584.35,569.62,17.52,4.73,9.4,4.01,4,594.47,528.99,21.85,9.43,2
45057000010,45,057,000010,547.48,479.9,8.94,6.21,4.99,0.19,6.16,555.62,429.66,13.05,10.51,0.99
45057000011,45,057,000011,306.5,542.36,14.02,6,8.03,1,1,311.5,509.37,11.03,9.02,0
45057000012,45,057,000012,329,609,18,4,9,0,0,344,548,35,10,0
45057000013,45,057,000013,251.2,464.21,5.97,5.9,4.42,2.2,0,237.88,457.73,14,4.45,0
45057000014,45,057,000014,447,654,13,3,9,3,1,411,613,19,18,1
45057000015,45,057,000015,218.44,857.41,10.52,1.12,18.2,2.02,6.07,237.7,816.41,10.84,15.37,1.07
