GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGHAW
39131066AAT,39,131,066AAT,361.35,109.89,5.94,0
39131066AAU,39,131,066AAU,430.78,177.18,8.67,1.16
39131066AAV,39,131,066AAV,435,93,3,2
39131066AAW,39,131,066AAW,489,124,6,0
39131066AAX,39,131,066AAX,600.82,249.7,11.48,2.87
39131066AAY,39,131,066AAY,500.17,191.84,9.69,1.96
39133067AAA,39,133,067AAA,329,251,9,4
39133067AAB,39,133,067AAB,490.11,400.68,8.26,2.03
39133067AAC,39,133,067AAC,447,406,7,0
39133067AAD,39,133,067AAD,552,408,10,1
39133067AAE,39,133,067AAE,548,442,3,2
39133067AAF,39,133,067AAF,547.89,544.98,3.49,1.05
39133067AAG,39,133,067AAG,372,332,10,1
39133067AAH,39,133,067AAH,578,604,15,1
39133067AAJ,39,133,067AAJ,354.48,330.95,5,1.01
39133067AAK,39,133,067AAK,411.52,300.05,0,0.99
39133067AAL,39,133,067AAL,392,298.34,7.24,0.91
39133067AAM,39,133,067AAM,440,380,7,2
39133067AAN,39,133,067AAN,397,390,11,2
39133067AAO,39,133,067AAO,293.76,409.67,6.99,3
39133067AAP,39,133,067AAP,111,519,4,4
39133067AAQ,39,133,067AAQ,205,305,9,1
39133067AAT,39,133,067AAT,217.84,431.96,9.67,0.74
39133067AAU,39,133,067AAU,275.4,536.37,4.34,5.26
39133067AAV,39,133,067AAV,184,355,5,0
39133067AAW,39,133,067AAW,132,423,8,2
39133067AAZ,39,133,067AAZ,174.16,411.19,7.02,3.01
39133067ABA,39,133,067ABA,129,332,5,3
39133067ABB,39,133,067ABB,144.72,316.75,10.02,2
39133067ABC,39,133,067ABC,93,285,6,2
39133067ABE,39,133,067ABE,20,115,3,0
39133067ABG,39,133,067ABG,45,250,5,2
39133067ABH,39,133,067ABH,90,328,0,4
39133067ABJ,39,133,067ABJ,94.72,261.92,1.93,0.97
39133067ABK,39,133,067ABK,106,382,6,1
39133067ABL,39,133,067ABL,33,145,3,0
39133067ABN,39,133,067ABN,227,199,4,2
39133067ABO,39,133,067ABO,220,215,2,0
39133067ABQ,39,133,067ABQ,205,204,5,0
39133067ABR,39,133,067ABR,327,293,3,5
39133067ABS,39,133,067ABS,258,290,5,2
39133067ABV,39,133,067ABV,214,179,11,2
39133067ABW,39,133,067ABW,287,215,6,0
39133067ABX,39,133,067ABX,386,360,14,1
39133067ACA,39,133,067ACA,172,188,3,8
39133067ACB,39,133,067ACB,274,301,8,4
39133067ACD,39,133,067ACD,268,192,3,3
39133067ACE,39,133,067ACE,348,192,9,5
39133067ACG,39,133,067ACG,460,493,7,2
39133067ACH,39,133,067ACH,175,311,11,4
39133067ACI,39,133,067ACI,429.63,529.48,13.98,1.66
39133067ACK,39,133,067ACK,230,179,10,3
39133067ACL,39,133,067ACL,587,441,8,1
39133067ACN,39,133,067ACN,387,236,7,1
39133067ACO,39,133,067ACO,357.79,272.28,6.09,0.9
39133067ACP,39,133,067ACP,394.87,534.06,11.85,3.95
39133067ACQ,39,133,067ACQ,524.83,167.94,14,4
39133067ACR,39,133,067ACR,539.17,173.06,3,3
39133067ACT,39,133,067ACT,510.46,530.39,11.11,1.04
39133067ACU,39,133,067ACU,491.84,502.81,7.98,2.99
39133067ACV,39,133,067ACV,710,620,16,4
39133067ACW,39,133,067ACW,495,252,1,3
39133067ACX,39,133,067ACX,497,341,10,7
39133067ACY,39,133,067ACY,500.82,288.86,8.87,2.96
39133067ACZ,39,133,067ACZ,403,220,12,4
39133067ADE,39,133,067ADE,284.22,146.09,1.99,0
39133067ADF,39,133,067ADF,248,124,4,2
39133067ADG,39,133,067ADG,471,148,10,5
39133067ADH,39,133,067ADH,571.48,185.68,5.04,2.99
39133067ADJ,39,133,067ADJ,531,222,14,1
39133067ADK,39,133,067ADK,512,158,9,2
39133067ADM,39,133,067ADM,308.91,276.14,2.98,0.99
39133067ADN,39,133,067ADN,285.91,500.73,6.02,2
39133067ADO,39,133,067ADO,369.27,339.34,8.01,3.14
39133067ADP,39,133,067ADP,236.11,468.47,11.24,1.87
39133067ADQ,39,133,067ADQ,225.89,427.53,11.76,3.13
39133067ADU,39,133,067ADU,496,212,10,3
39133067ADV,39,133,067ADV,485.68,216.07,3.82,1.91
39133067ADX,39,133,067ADX,475.42,287.35,11.46,2.86
39133067ADY,39,133,067ADY,310.58,216.65,7.54,2.14
39133067ADZ,39,133,067ADZ,121,287,5,1
39133067AEA,39,133,067AEA,468,279,6,3
39133067AEB,39,133,067AEB,542,235,6,3
39133067AED,39,133,067AED,506,211,6,4
39133067AEE,39,133,067AEE,521,211,11,2
39133067AEF,39,133,067AEF,501,205,10,3
39133067AEG,39,133,067AEG,439.59,174.84,4,3
39133067AEJ,39,133,067AEJ,326.41,201.16,6,3
39133067AEL,39,133,067AEL,319.69,255.39,11.03,3.03
39133067AEN,39,133,067AEN,487,198,6,2
39133067AEO,39,133,067AEO,579,147,5,3
39133067AEQ,39,133,067AEQ,345,109,3,0
39133067AER,39,133,067AER,396,124,8,1
39133067AET,39,133,067AET,303.26,125.28,4.97,0.99
39133067AEU,39,133,067AEU,316,136,3,2
39133067AEV,39,133,067AEV,516,216,4,3
39133067AEW,39,133,067AEW,527,223,12,3
39133067AEX,39,133,067AEX,534,236,11,1
39133067AEY,39,133,067AEY,568,238,4,1
39133067AFB,39,133,067AFB,360,223,5,5
39133067AFC,39,133,067AFC,265,266,5,3
39133067AFD,39,133,067AFD,318,191,4,0
39133067AFE,39,133,067AFE,281,170,5,2
39133067AFF,39,133,067AFF,416,401,8,4
39133067AFG,39,133,067AFG,356,284,5,2
39133067AFH,39,133,067AFH,480,267,5,4
39133067AFL,39,133,067AFL,571.92,374.95,18,4
39133067AFM,39,133,067AFM,440.28,296.55,13.07,7.03
39133067AFN,39,133,067AFN,387.08,225.05,9,2
39133067AFO,39,133,067AFO,288,250,3,2
39133067AFP,39,133,067AFP,391,184,4,2
39133067AFQ,39,133,067AFQ,459,248,14,1
39133067AFR,39,133,067AFR,530.72,251.45,11.93,4.97
39133067AFS,39,133,067AFS,477,226,7,5
39133067AFT,39,133,067AFT,425.85,171.34,5.2,4.07
39133067AFU,39,133,067AFU,354.15,150.66,8.8,2.93
39133067AFV,39,133,067AFV,560,228,7,0
39133067AFX,39,133,067AFX,532.31,271.61,2.97,2.97
39133067AFY,39,133,067AFY,485,216,3,0
39133067AFZ,39,133,067AFZ,508,187,4,2
39133067AGA,39,133,067AGA,419,227,13,0
39133067AGB,39,133,067AGB,509,245,10,4
39133067AGE,39,133,067AGE,75.17,92.58,2.04,1
39133067AGF,39,133,067AGF,269,104,5,0
39133067AGG,39,133,067AGG,389,128,8,0
39133067AGH,39,133,067AGH,153,91,5,2
39133067AGI,39,133,067AGI,258,176,0,3
39133067AGJ,39,133,067AGJ,188.37,469.94,8.09,1.04
39133067AGK,39,133,067AGK,76,182,2,3
39133067AGL,39,133,067AGL,58.83,244.8,6.92,2
39133067AGM,39,133,067AGM,27.17,101.2,4.08,0
39133067AGP,39,133,067AGP,407,144,5,2
39133067AGQ,39,133,067AGQ,222.37,232.52,7.02,2.34
39133067AGR,39,133,067AGR,384,321,14,3
39133067AGS,39,133,067AGS,428,253,3,1
39133ZZZZZZ,39,133,ZZZZZZ,25.84,11.56,0.22,0.09
39135068AAA,39,135,068AAA,332,140,8,0
39135068AAB,39,135,068AAB,431,118,14,4
39135068AAC,39,135,068AAC,275,82,5,0
39135068AAD,39,135,068AAD,510,167,17,1
39135068AAE,39,135,068AAE,281,94,11,5
39135068AAF,39,135,068AAF,283,112,2,0
39135068AAG,39,135,068AAG,472.29,169.31,6.13,0.01
39135068AAH,39,135,068AAH,379,145,4,1
39135068AAI,39,135,068AAI,286,54,1,1
39135068AAJ,39,135,068AAJ,244,57,3,0
39135068AAK,39,135,068AAK,716,200,19,5
39135068AAL,39,135,068AAL,767,228,6,1
39135068AAM,39,135,068AAM,356.78,77.47,7.16,2.04
39135068AAN,39,135,068AAN,646.22,135.53,8.84,1.96
39135068AAP,39,135,068AAP,921,203,6,4
39135068AAQ,39,135,068AAQ,469.76,120.21,5.02,0
39135068AAR,39,135,068AAR,346,47,1,1
39135068AAS,39,135,068AAS,435.71,69.71,3.02,1
39135068AAT,39,135,068AAT,408.29,123.29,3.98,1
39135068AAU,39,135,068AAU,295.24,78.79,5.98,0
39135068AAV,39,135,068AAV,166.14,60.69,1.99,0
39135068AAW,39,135,068AAW,308.86,104.31,7.01,1
39135068AAX,39,135,068AAX,493,117,4,1
39135068AAY,39,135,068AAY,451.32,102.13,3.89,0
39135068AAZ,39,135,068AAZ,294,79,4,1
39135068ABA,39,135,068ABA,194.68,80.87,4.11,0
39135068ABB,39,135,068ABB,252,94,3,2
39135068ABC,39,135,068ABC,663,159,8,0
39135068ABD,39,135,068ABD,553.74,119.94,9,2
39135068ABF,39,135,068ABF,332.26,125.06,5,2
39135068ABG,39,135,068ABG,499,118,7,0
39135068ABH,39,135,068ABH,223,46,0,1
39135068ABI,39,135,068ABI,133,52,2,0
39135068ABK,39,135,068ABK,468.16,98.71,2.93,1.95
39135068ABL,39,135,068ABL,420.59,98.6,4.05,0.03
39135068ABM,39,135,068ABM,351,91,8,3
39135068ABN,39,135,068ABN,265,72,3,0
39135068ABP,39,135,068ABP,504.59,99.52,4.98,1
39135068ABQ,39,135,068ABQ,558,107,6,2
39135068ABR,39,135,068ABR,192.41,49.48,3.02,2
39135068ABS,39,135,068ABS,360.95,93.18,3.92,0
39135068ABT,39,135,068ABT,478.76,103.52,10.95,1.99
39137069AAB,39,137,069AAB,608,103,7,2
39137069AAC,39,137,069AAC,762,95,13,2
39137069AAF,39,137,069AAF,496,69,1,0
39137069AAG,39,137,069AAG,1059,176,10,3
39137069AAK,39,137,069AAK,832.98,114.31,12.92,3.98
39137069AAN,39,137,069AAN,884,158,11,1
39137069AAO,39,137,069AAO,592.99,106.28,4,0.97
39137069AAP,39,137,069AAP,459.01,126.72,7,1.03
39137069AAQ,39,137,069AAQ,812.74,155.38,10.13,3.07
39137069AAT,39,137,069AAT,531.35,77.49,3.88,0.01
39137069AAU,39,137,069AAU,785.55,245.51,12.83,6.9
39137069AAV,39,137,069AAV,419.04,130.38,13.93,0
39137069AAX,39,137,069AAX,511.98,192.41,14.09,4.03
39137069ABA,39,137,069ABA,582,83,6,2
39137069ABE,39,137,069ABE,468,64,5,2
39137069ABF,39,137,069ABF,988.56,125.65,15.79,3.24
39137069ABH,39,137,069ABH,783.44,198.35,14.21,3.76
39137069ABK,39,137,069ABK,544.61,89.62,5.91,1.97
39137069ABM,39,137,069ABM,497.39,155.38,19.09,2.03
39137069ABO,39,137,069ABO,607,72,8,2
39137069ABQ,39,137,069ABQ,919.43,113.63,4.65,3.14
39137069ABR,39,137,069ABR,665.57,130.37,11.35,2.86
39137069ABT,39,137,069ABT,323.05,68.82,11.96,1.99
39137069ABW,39,137,069ABW,670.97,262.87,18.11,5.03
39137069ABZ,39,137,069ABZ,607.34,81.83,6.14,3
39139070AAA,39,139,070AAA,516.3,271.63,7.99,0
39139070AAB,39,139,070AAB,471.81,207.67,4.46,0.01
39139070AAC,39,139,070AAC,311.7,230.43,10.52,0
39139070AAD,39,139,070AAD,622.36,400.83,7.07,2
39139070AAE,39,139,070AAE,739.32,386.12,11.01,2
39139070AAF,39,139,070AAF,288.46,154.79,5.1,1.62
39139070AAG,39,139,070AAG,340,287,9,2
39139070AAH,39,139,070AAH,310,256,11,2
39139070AAI,39,139,070AAI,206,207,3,1
39139070AAJ,39,139,070AAJ,546,370,12,2
39139070AAK,39,139,070AAK,522,356,12,1
39139070AAL,39,139,070AAL,500,341,4,5
39139070AAM,39,139,070AAM,202,219,6,3
39139070AAN,39,139,070AAN,328,296,9,3
39139070AAO,39,139,070AAO,414,306,15,4
39139070AAP,39,139,070AAP,383,352,9,7
39139070AAQ,39,139,070AAQ,454.4,411.46,5.99,3
39139070AAR,39,139,070AAR,395.51,148.1,7.18,2.02
39139070AAS,39,139,070AAS,253,258,7,8
39139070AAT,39,139,070AAT,146,293,5,5
39139070AAU,39,139,070AAU,180.97,208.96,4,2
39139070AAV,39,139,070AAV,190,343,6,3
39139070AAW,39,139,070AAW,313.29,165.81,10.01,0.01
39139070AAX,39,139,070AAX,99.16,228.61,2.94,3.92
39139070AAY,39,139,070AAY,160,244,5,3
39139070AAZ,39,139,070AAZ,544.65,325.77,10.12,6.03
39139070ABB,39,139,070ABB,210,327,5,1
39139070ABC,39,139,070ABC,497,263,3,2
39139070ABD,39,139,070ABD,400,111,13,2
39139070ABE,39,139,070ABE,378.51,143.12,6,1
39139070ABF,39,139,070ABF,395,131,6,1
39139070ABG,39,139,070ABG,386.14,143.65,11.32,1.08
39139070ABH,39,139,070ABH,330,142,10,3
39139070ABI,39,139,070ABI,270.51,88.85,6.91,0.99
39139070ABJ,39,139,070ABJ,493,186,9,2
39139070ABK,39,139,070ABK,472.71,194.2,11.89,0
39139070ABL,39,139,070ABL,360,72,5,1
39139070ABM,39,139,070ABM,254,44,1,0
39139070ABN,39,139,070ABN,457.27,70.09,15.01,2
39139070ABO,39,139,070ABO,790.93,141.99,5,0
39139070ABP,39,139,070ABP,569.29,143.8,9.11,2
39139070ABQ,39,139,070ABQ,620,142,3,0
39139070ABR,39,139,070ABR,972.05,231.06,21.98,3.99
39139070ABS,39,139,070ABS,594,120,6,2
39139070ABT,39,139,070ABT,826.04,191.25,13.02,1
39139070ABU,39,139,070ABU,674.32,215.14,12.95,5.98
39139070ABV,39,139,070ABV,557.23,171.19,12.94,0.99
39139070ABW,39,139,070ABW,785.51,208.08,8.99,0.99
39139070ABX,39,139,070ABX,668.37,170.31,9.87,1.06
39139070ABY,39,139,070ABY,643,221,13,7
39139070ABZ,39,139,070ABZ,527,210,4,1
39139070ACA,39,139,070ACA,409,137,3,0
39139070ACB,39,139,070ACB,545,148,13,2
39139070ACC,39,139,070ACC,439,147,7,4
39139070ACD,39,139,070ACD,538,231,9,0
39139070ACE,39,139,070ACE,508,228,9,3
39139070ACG,39,139,070ACG,679.03,144.2,10.08,0.01
39139070ACH,39,139,070ACH,651.97,190.8,7.92,0.99
39139070ACI,39,139,070ACI,574,117,4,1
39139070ACJ,39,139,070ACJ,730.72,172.94,6.08,1.01
39139070ACK,39,139,070ACK,440,134,3,1
39139070ACL,39,139,070ACL,445.86,97.35,11.68,2.92
39139070ACM,39,139,070ACM,536.69,280.31,6.98,4.99
39139070ACN,39,139,070ACN,550.04,251.02,13,0
39139070ACO,39,139,070ACO,730.06,358.55,9.51,6.18
39139070ACP,39,139,070ACP,733.44,262.94,8.67,3.85
39139070ACQ,39,139,070ACQ,383.36,119.71,5.02,0.01
39139070ACR,39,139,070ACR,741.46,209.5,6.82,0.98
39139070ACS,39,139,070ACS,544,183,6,0
39139070ACT,39,139,070ACT,392,182,6,0
39139070ACU,39,139,070ACU,529.96,253.63,17.76,0.99
39139070ACV,39,139,070ACV,603.86,214.95,3,3
39139070ACW,39,139,070ACW,726.96,277.08,11.92,0.99
39139070ACX,39,139,070ACX,558.04,205.92,6.08,2.01
39139070ACY,39,139,070ACY,721.15,209.05,3,2
39139070ACZ,39,139,070ACZ,565.4,164.51,11.53,3.03
39139070ADA,39,139,070ADA,615.47,288.91,12.69,2.35
39139070ADB,39,139,070ADB,618.97,226.09,13,1
39139070ADC,39,139,070ADC,495.76,150.97,5,1
39139070ADE,39,139,070ADE,753.99,193.66,9.89,0.99
39139070ADF,39,139,070ADF,840,198,4,2
39139070ADG,39,139,070ADG,382.82,82.04,5.98,1
39139070ADH,39,139,070ADH,918.18,230.96,8.02,1
39141071AAA,39,141,071AAA,448,334,9,3
39141071AAB,39,141,071AAB,268,199,3,1
39141071AAC,39,141,071AAC,347.88,278.9,11,1
39141071AAD,39,141,071AAD,299.93,233.18,7.07,1.04
39141071AAG,39,141,071AAG,271.35,217.12,4.36,0.73
39141071AAH,39,141,071AAH,198,192,3,0
39141071AAI,39,141,071AAI,304.3,196.02,10.36,1.89
39141071AAJ,39,141,071AAJ,263,260,3,1
39141071AAL,39,141,071AAL,175.49,208.6,7.09,2.04
39141071AAM,39,141,071AAM,148,186,10,4
39141071AAN,39,141,071AAN,112.51,121.4,6.91,2.96
39141071AAO,39,141,071AAO,357.37,196.02,2.99,1.99
39141071AAQ,39,141,071AAQ,188.26,146.43,4.98,1.99
39141071AAR,39,141,071AAR,177.31,134.25,3.01,2
39141071AAS,39,141,071AAS,242.07,194.84,4.92,2.95
39141071AAU,39,141,071AAU,166,176,7,3
39141071AAV,39,141,071AAV,239.89,196.42,2.05,1.01
39141071AAW,39,141,071AAW,292,208,5,3
39141071AAX,39,141,071AAX,165,174,1,1
39141071ABA,39,141,071ABA,232.66,165.75,3.99,3.99
39141071ABB,39,141,071ABB,129.04,90.5,1.93,0.97
39141071ABC,39,141,071ABC,237,170,2,0
39141071ABE,39,141,071ABE,324,94,4,2
39141071ABF,39,141,071ABF,336.75,156.56,2.95,0.98
39141071ABH,39,141,071ABH,325,112,4,0
39141071ABJ,39,141,071ABJ,401,108,6,0
39141071ABK,39,141,071ABK,272,73,7,2
39141071ABL,39,141,071ABL,316,161,6,4
39141071ABM,39,141,071ABM,498,186,8,1
39141071ABN,39,141,071ABN,480,139,18,1
39141071ABP,39,141,071ABP,360,96,8,1
39141071ABQ,39,141,071ABQ,195.69,46.82,2.81,1.87
39141071ABR,39,141,071ABR,278,90,1,1
39141071ABS,39,141,071ABS,327.19,123.07,4,2
39141071ABT,39,141,071ABT,426,163,5,1
39141071ABU,39,141,071ABU,555,243,7,2
39141071ABV,39,141,071ABV,421,120,5,0
39141071ABW,39,141,071ABW,517,129,4,2
39141071ABX,39,141,071ABX,635.45,202.54,5.76,1.92
39141071ABY,39,141,071ABY,384,114,6,3
39141071ABZ,39,141,071ABZ,382,128,8,1
39141071ACA,39,141,071ACA,395.31,122.18,4.19,1.13
39141071ACB,39,141,071ACB,412.95,107.99,6,2
39141071ACC,39,141,071ACC,483.05,198.01,8,5
39141071ACD,39,141,071ACD,459.72,107.84,6.04,1.08
39141071ACE,39,141,071ACE,212,81,5,2
39141071ACF,39,141,071ACF,313.99,100.4,0.91,0.91
39141071ACG,39,141,071ACG,294.08,151.46,4.85,1.03
39141071ACJ,39,141,071ACJ,136.77,90.53,1.04,0.18
39141071ACK,39,141,071ACK,447.09,265.22,8.23,4.07
39141071ACL,39,141,071ACL,345.21,136.65,6.15,2.03
39141071ACM,39,141,071ACM,365.77,277.31,8.19,4.18
39141071ACN,39,141,071ACN,622.18,247.07,8,3
39141071ACO,39,141,071ACO,321.4,128.82,3.13,0.03
39141071ACP,39,141,071ACP,360,81,1,2
39141071ACQ,39,141,071ACQ,241,76,0,1
39141071ACR,39,141,071ACR,292,152,4,0
39141071ACS,39,141,071ACS,412,112,6,1
39141071ACT,39,141,071ACT,313.49,151.18,0,1
39141071ACU,39,141,071ACU,631.44,258.4,6.36,3.45
39141071ACV,39,141,071ACV,184,71,6,0
39141071ACW,39,141,071ACW,517.56,219.6,11.64,1.55
39141071ACX,39,141,071ACX,574,202,5,3
39141071ACY,39,141,071ACY,633,229,4,3
39141071ADA,39,141,071ADA,604.31,223.75,4.99,4.99
39143072AAA,39,143,072AAA,527.8,253.54,3.95,3.95
39143072AAC,39,143,072AAC,386.49,181.32,8.48,4.18
39143072AAD,39,143,072AAD,163.11,79.85,2.55,0
39143072AAE,39,143,072AAE,383.8,184.37,3.76,0.94
39143072AAG,39,143,072AAG,413.67,187.58,16.78,1.97
39143072AAI,39,143,072AAI,282.28,147.17,10.51,3.82
39143072AAJ,39,143,072AAJ,317.6,133.31,7.84,4.9
39143072AAK,39,143,072AAK,310.97,155.17,7.52,4.66
39143072AAL,39,143,072AAL,592.27,274.94,10.38,4.03
39143072AAM,39,143,072AAM,212.38,257.7,6.34,6.07
39143072AAO,39,143,072AAO,184.66,209.56,8.55,2.11
39143072AAQ,39,143,072AAQ,143.96,125.74,9.11,1.82
39143072AAR,39,143,072AAR,263.25,179.38,14.13,2.03
39143072AAT,39,143,072AAT,213.81,228.16,10.35,2.46
39143072AAU,39,143,072AAU,198.53,188.44,7.09,1.03
39143072AAW,39,143,072AAW,233.11,237.02,4.88,1.95
39143072AAY,39,143,072AAY,160.89,167.89,7.99,2
39143072ABA,39,143,072ABA,203,236,12,2
39143072ABC,39,143,072ABC,433.58,308.43,12.71,1.1
39143072ABE,39,143,072ABE,305.51,247.85,10.53,0.97
39143072ABH,39,143,072ABH,271,198,17,1
39143072ABJ,39,143,072ABJ,236,232,14,8
39143072ABL,39,143,072ABL,102,117,4,1
39143072ABM,39,143,072ABM,161.54,188.63,2.92,0
39143072ABN,39,143,072ABN,503,210,11,3
39143072ABO,39,143,072ABO,236.57,118.36,2.01,1
39143072ABP,39,143,072ABP,251.03,151.8,4.52,0.89
39143072ABR,39,143,072ABR,448,289,5,4
39143072ABS,39,143,072ABS,396.85,242.16,2.46,1.03
39143072ABV,39,143,072ABV,372.78,159.77,7.41,1.08
39143072ABW,39,143,072ABW,303.38,192.7,5.93,0
39143072ABX,39,143,072ABX,207.66,96.84,3.99,2
39143072ABY,39,143,072ABY,266.84,141.75,4.28,0.22
39143072ABZ,39,143,072ABZ,338.85,120.06,8.42,0.18
39143072ACA,39,143,072ACA,355.34,145.16,7.01,0
39143072ACB,39,143,072ACB,337.04,120.1,6.08,1.12
39143072ACC,39,143,072ACC,342.84,148.44,5.75,0.96
39143072ACD,39,143,072ACD,246.16,68.56,1.25,2.04
39143072ACE,39,143,072ACE,466.57,205.33,11.62,2.9
39143072ACG,39,143,072ACG,336,222,5,4
39143072ACI,39,143,072ACI,395.43,247.67,9.38,3.1
39143072ACK,39,143,072ACK,392.87,215.65,5.96,4.88
39143072ACM,39,143,072ACM,464.25,210.12,9.95,1.05
39143072ACO,39,143,072ACO,307.46,178.37,6.08,2
39143072ACP,39,143,072ACP,215.94,93.79,0.39,0.98
39143072ACQ,39,143,072ACQ,248.19,237.84,10.65,3.54
39143072ACS,39,143,072ACS,464.46,233.65,12.04,2.02
39143072ACV,39,143,072ACV,537,172,8,3
39143072ACX,39,143,072ACX,617,199,12,5
39143072ACZ,39,143,072ACZ,78,32,1,0
39143072ADA,39,143,072ADA,163,83,2,0
39143072ADB,39,143,072ADB,319,101,7,0
39143072ADC,39,143,072ADC,384,191,3,2
39143072ADE,39,143,072ADE,542.7,212.49,13.97,2
39143072ADG,39,143,072ADG,429.3,292.51,19.03,6
39143072ADI,39,143,072ADI,251,178,8,1
39143072ADJ,39,143,072ADJ,412.53,165.06,4.06,5.04
39143072ADK,39,143,072ADK,563.75,201.77,10.38,4
39145073AAA,39,145,073AAA,162.81,190.42,4.52,1.81
39145073AAB,39,145,073AAB,174.77,121.7,3.01,2
39145073AAC,39,145,073AAC,242.59,219.82,3.96,0.99
39145073AAI,39,145,073AAI,76.94,69.25,0.98,0.01
39145073AAJ,39,145,073AAJ,57.19,142.58,1.48,1.19
39145073AAK,39,145,073AAK,106.37,120.72,2,0.02
39145073AAO,39,145,073AAO,142.53,87.92,3.48,0.01
39145073AAP,39,145,073AAP,95,122,6,0
39145073AAQ,39,145,073AAQ,283.69,257.81,3.98,1
39145073AAR,39,145,073AAR,341.9,233.01,5.75,0
39145073AAX,39,145,073AAX,173.92,129.28,1.03,1.96
39145073AAY,39,145,073AAY,236.39,169.81,4.91,0
39145073ABD,39,145,073ABD,126.15,91.83,0.93,0
39145073ABE,39,145,073ABE,199.31,128.19,3.02,1
39145073ABF,39,145,073ABF,260.1,128.99,3.25,0
39145073ABG,39,145,073ABG,202.57,165.92,2.7,2
39145073ABJ,39,145,073ABJ,177.43,85.82,1.99,1.02
39145073ABK,39,145,073ABK,252.26,96.14,3.02,2.98
39145073ABL,39,145,073ABL,276.07,152.79,4.99,1.01
39145073ABQ,39,145,073ABQ,372.74,105.93,3,0
39145073ABR,39,145,073ABR,372.26,92.07,0,1
39145073ABS,39,145,073ABS,256,84,1,2
39145073ABU,39,145,073ABU,409.32,128.47,7.97,0
39145073ABV,39,145,073ABV,406.07,191.25,5.44,2.72
39145073ABW,39,145,073ABW,332.04,107.96,4.03,1.01
39145073ABX,39,145,073ABX,267.22,79.82,6.01,2.01
39145073ABY,39,145,073ABY,291.1,112.01,1.56,1.22
39145073ACB,39,145,073ACB,363.83,110.11,2.22,1
39145073ACC,39,145,073ACC,278,68,0,2
39145073ACD,39,145,073ACD,309,109,1,0
39145073ACE,39,145,073ACE,204,82,1,0
39145073ACF,39,145,073ACF,269.17,120.89,3.78,0
39145073ACG,39,145,073ACG,360,100,4,3
39145073ACH,39,145,073ACH,333.8,80.79,6.53,2.81
39145073ACI,39,145,073ACI,329.98,117.29,4.01,1
39145073ACJ,39,145,073ACJ,219,88,2,2
39145073ACK,39,145,073ACK,314.2,91.21,4.47,2.19
39145073ACL,39,145,073ACL,399,103,3,0
39145073ACM,39,145,073ACM,212,69,2,0
39145073ACN,39,145,073ACN,324,83,4,5
39145073ACO,39,145,073ACO,356.33,104.51,1,0
39145073ACP,39,145,073ACP,367,85,1,0
39145073ACQ,39,145,073ACQ,367,75,4,4
39145073ACR,39,145,073ACR,445.67,142.49,7,0
39145073ACS,39,145,073ACS,302.86,116.7,6.48,1.85
39145073ACT,39,145,073ACT,314.42,146.2,4.93,0.02
39145073ACU,39,145,073ACU,235,159,2,3
39145073ACW,39,145,073ACW,182,144,3,2
39145073ADC,39,145,073ADC,408.79,149.57,3.86,1.43
39145073ADD,39,145,073ADD,507.8,198.36,1.98,0.99
39145073ADE,39,145,073ADE,71.2,16.64,0.02,0.01
39145073ADF,39,145,073ADF,465.04,139.5,5.96,0.11
39145073ADG,39,145,073ADG,449,180,5,1
39145073ADH,39,145,073ADH,273.72,97.88,4.34,0
39145073ADI,39,145,073ADI,291.28,121.12,1.66,0
39145073ADJ,39,145,073ADJ,236.89,95.22,3,0
39145073ADK,39,145,073ADK,487,151,4,3
39145073ADL,39,145,073ADL,600.09,182.99,3.02,2.89
39145073ADM,39,145,073ADM,303,108,4,0
39145073ADN,39,145,073ADN,396,176,5,3
39145073ADR,39,145,073ADR,382,60,4,1
39145073ADT,39,145,073ADT,272.11,86.69,3.69,0.92
39145073ADU,39,145,073ADU,185.63,51.94,3.35,0.64
39145073ADV,39,145,073ADV,278.66,119.77,2.85,0.95
39145073ADW,39,145,073ADW,410.43,169.53,1.98,2.97
39145073ADX,39,145,073ADX,307.73,98.51,2.04,0.03
39145073ADY,39,145,073ADY,453.42,111.25,2.46,1.13
39145073ADZ,39,145,073ADZ,256.58,82.15,3.35,0.09
39145073AEA,39,145,073AEA,263.02,56.74,3.13,3
39145073AEC,39,145,073AEC,249,70,4,1
39145073AED,39,145,073AED,521,133,5,1
39145073AEE,39,145,073AEE,263.21,97.43,3.14,1.57
39145073AEF,39,145,073AEF,382.89,119.97,11,1
39145073AEG,39,145,073AEG,257.44,90.05,3.92,0.98
39145073AEH,39,145,073AEH,154,53,0,2
39145073AEI,39,145,073AEI,429.03,166,6.14,2.08
39145073AEP,39,145,073AEP,272.03,87,2.7,1.39
39147074AAA,39,147,074AAA,325,317,15,4
39147074AAC,39,147,074AAC,262,254,10,3
39147074AAE,39,147,074AAE,244,225,7,1
39147074AAF,39,147,074AAF,198,192,11,3
39147074AAI,39,147,074AAI,309.73,218.4,1.99,2.98
39147074AAL,39,147,074AAL,198.72,196.12,5.82,1.96
39147074AAM,39,147,074AAM,172.13,136.38,2.06,1.04
39147074AAN,39,147,074AAN,309.88,248.96,18.71,1.95
39147074AAO,39,147,074AAO,337.44,207.98,8.17,3.03
39147074AAR,39,147,074AAR,397.62,267.72,15.26,3.01
