GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREOWES,G20PREOOTH,G20USSRCAS,G20USSRMUR,G20USSDPER,G20USSDEDW,G20USSDPIE,G20USSDKNI,G20USSDWEN,G20USSLSIG,G20USSIMEN,G20USSOPRI,G20USSOJOH,G20USSNBIL,G20USSNBOU,G20USSNMON,G20USSNDAR
220510004-W,22,051,0004-W,356,128,10,0,0,304,13,47,53,7,0,2,4,7,0,0,24,4,0,1
220510005-G,22,051,0005-G,282,120,5,1,1,279,6,53,29,20,2,0,1,3,0,0,2,4,0,0
220510005-H,22,051,0005-H,262,74,10,0,0,262,6,41,11,2,8,2,4,0,1,0,0,1,0,1
220510005-K,22,051,0005-K,779.9,159.2,15.4,2.1,1.5,812.5,14.2,61.3,32.5,3.5,5,9.7,3.1,1.9,0.6,1.3,4.7,0.4,0.1,0.1
220510005-W,22,051,0005-W,752,267,10,2,3,664,15,133,64,9,9,4,7,3,3,1,49,9,3,3
220510006-G,22,051,0006-G,107,370,5,1,1,118,3,161,95,9,11,4,0,1,5,0,10,4,3,0
220510006-H,22,051,0006-H,289,84,3,1,0,282,10,37,15,9,0,0,1,1,3,0,1,1,0,3
220510006-W,22,051,0006-W,408,210,1,4,3,353,13,63,71,4,15,2,0,7,6,1,35,7,4,3
220510007-G,22,051,0007-G,131,671,6,2,1,116,3,319,191,31,31,4,0,1,1,3,13,7,3,8
220510007-H,22,051,0007-H,443.5,153.8,11.9,1,1,454.4,4,77.4,26.8,10.9,2,0,3,7,1,0,4,4,1,1
220510007-W,22,051,0007-W,740.2,308.2,5.3,2.1,3.1,639,22.1,150.3,81.5,26.7,9.4,4.1,6.1,6,6,5,35.3,3.2,3.1,1.1
220510008-G,22,051,0008-G,173.6,273.1,1,1,3,167.6,3.9,112.4,76.9,25.6,14.8,12.8,1,3.9,3,0,3.9,3.9,0,3
220510008-H,22,051,0008-H,782,212,10,2,1,827,4,98,42,11,2,9,10,3,0,0,1,1,3,0
220510008-K,22,051,0008-K,635.4,532.2,5.7,2.6,6,632.7,10.2,180.6,161.2,23.8,43.3,11.3,4.4,6.5,8.7,0,5.5,11.6,0,2.7
220510009-G,22,051,0009-G,459,323,4,2,3,438,4,112,115,20,13,11,6,4,5,0,9,5,1,3
220510009-H,22,051,0009-H,435.5,171,6,2,4,420.6,9.9,89.5,26.9,8.9,6,10.9,7,4,0,1,6,1,0,0
220510009-K,22,051,0009-K,280,153.1,5.1,0,0.8,275.8,5.1,76.1,29.6,11,6.8,7.6,3.4,5.1,2.5,3.4,4.2,3.4,0,0.8
22051001-GI,22,051,001-GI,499.3,74.3,4.9,1,2.9,459.2,11.7,32.2,21.5,3.9,3.9,2,2.9,2.9,4.9,0,3.9,8.8,1,1
220510010-G,22,051,0010-G,772,330,10,7,6,788,21,141,82,13,13,9,8,10,0,0,5,10,0,1
220510010-K,22,051,0010-K,333,227,3,0,0,324,12,76,62,20,11,7,1,3,3,0,8,4,1,1
220510011-G,22,051,0011-G,371,658,6,2,1,353,7,261,191,33,38,7,3,7,6,0,23,14,1,3
220510011-K,22,051,0011-K,277,210,10,2,4,287,10,73,55,20,11,2,4,7,1,1,6,4,3,1
220510012-G,22,051,0012-G,294,115,9,4,0,327,3,63,18,9,2,0,0,1,0,0,1,1,0,0
220510012-K,22,051,0012-K,721.4,254.8,4,4,6,721.4,12.1,95,81,11.1,10.1,9.1,6,9.1,0,0,8.1,9,0,0
2205100125A,22,051,00125A,194.6,305.7,3.9,2,1,182.8,5.9,86.5,113,34.4,18.7,10.8,6.9,6.9,0,0,7.9,4.9,0,0
2205100125B,22,051,00125B,213.9,255.1,4.1,1,1,221.6,7.1,121.5,67.8,11.6,11.3,2.2,3.1,4.1,0,0,1.2,4.1,0,0
220510013-G,22,051,0013-G,257,143,1,2,3,255,3,73,38,2,8,0,1,0,0,1,2,7,1,0
220510014-K,22,051,0014-K,556,506,9,1,6,525,21,151,149,13,56,9,3,16,3,1,20,14,1,3
220510015-K,22,051,0015-K,307,321,18,2,3,289,4,112,122,26,15,7,6,10,3,3,10,4,1,3
2205100157A,22,051,00157A,821.6,847.4,7.9,5,7,731.5,27.6,411.1,231.8,41.2,40.8,24,3.5,13.9,6,3.5,40.3,17.4,3,5.5
2205100157B,22,051,00157B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220510016-K,22,051,0016-K,588,422,6,4,4,573,15,172,124,24,15,4,3,9,3,3,13,8,0,1
220510017-K,22,051,0017-K,664,424,14,5,7,669,10,172,111,39,31,16,6,10,5,2,6,7,3,3
2205100179A,22,051,00179A,541.6,484.6,4,2,0,492.6,10,281.8,108.9,31,25,7,1,3,1,3,14,13,1,1
2205100179B,22,051,00179B,24.5,275.5,3.2,0,3.2,17.4,5.5,143.7,68.7,3.2,15,1.6,0.8,0,0.8,0.8,7.9,4,0.8,0
220510018-K,22,051,0018-K,85,147,0,0,0,76,0,49,53,11,11,7,1,1,1,0,4,0,1,0
2205100185A,22,051,00185A,421,147,4,0,0,409,13,73,33,2,2,0,0,1,0,0,9,1,0,3
2205100185B,22,051,00185B,307,281,0,1,3,289,9,196,58,4,4,0,4,1,0,0,4,3,0,0
220510019-K,22,051,0019-K,726,262,9,1,3,693,23,110,75,11,17,2,4,4,0,0,10,7,3,1
2205100193A,22,051,00193A,312,347,4,4,7,255,16,182,122,13,10,2,1,4,11,0,14,9,4,0
2205100193B,22,051,00193B,417,475,13,0,6,384,18,241,162,22,11,7,0,1,0,0,10,13,0,1
2205100194A,22,051,00194A,524.9,246,5,1,0.1,505,7.4,107.7,96.1,13.3,13.2,0.1,1.1,1,1,0,8.5,7.1,0,1
2205100194B,22,051,00194B,678,401,17,4,4,651,23,223,115,17,10,7,7,7,1,3,13,9,3,3
2205100197A,22,051,00197A,53.5,248.8,1,2.4,0.7,55,4.9,143.7,64,8.9,4.9,2.9,0.4,0.5,0.7,1,2.8,1.6,0.3,0.5
2205100197B,22,051,00197B,71.7,930.6,3.7,3.7,5.6,65.2,8.4,433.2,336.3,46.6,28.9,6.5,2.8,3.7,4.7,0,14,3.7,2.8,6.5
