GEOID20,STATEFP,COUNTYFP,DISTRICT,G18SOSRARD,G18SOSREDM,G18SOSRSTO,G18SOSRKEN,G18SOSRCRO,G18SOSRCLO,G18SOSDCOL,G18SOSDFRE,G18SOSNMOR,R18SOSRARD,R18SOSDCOL
220590005-1,22,059,0005-1,195,110,30,127,15,29,11,15,4,175,22
220590006-1,22,059,0006-1,80,22,20,46,7,20,7,13,2,59,18
220590006-2,22,059,0006-2,35,13,9,42,0,11,11,13,0,39,8
220590007-1,22,059,0007-1,124,75,17,93,22,25,0,3,4,126,2
220590007-2,22,059,0007-2,74,16,12,39,2,12,4,4,0,59,5
220590008-2,22,059,0008-2,36.27,11.57,8.56,18.14,0.03,10.45,0.03,1,1.88,42.78,2.88
220590008-3,22,059,0008-3,46.48,26.85,7.38,26.3,0.24,8.91,3.07,3.1,0.12,50.81,0.1
220590008-5,22,059,0008-5,28,15,3,21,0,4,0,1,0,33,0
220590008-6,22,059,0008-6,15,9,7,7,0,10,5,1,0,37,5
220590008-7,22,059,0008-7,72,23,13,39,3,13,5,4,1,81,0
220590009-1,22,059,0009-1,114.67,30.64,27.68,94.9,0,12.85,3.95,2.97,2.97,89.95,4.94
220590009-2,22,059,0009-2,66,34,7,36,3,5,0,0,3,48,0
220590009-3,22,059,0009-3,41,15,3,12,0,3,2,1,0,28,3
220590009-4,22,059,0009-4,6.24,0.36,1.3,5.03,0,0.15,0.05,1.01,0.03,3.99,0.06
220590009-5,22,059,0009-5,31.01,3.99,1.02,12.04,0,2.99,0,0.02,0,15.02,4.99
220590010-1,22,059,0010-1,34,8,3,26,6,8,80,106,4,32,27
220610001-1,22,061,0001-1,15.6,8.83,3.12,7.77,1,4.93,204.84,159.5,5.65,9.81,149.68
220610001-2,22,061,0001-2,38.06,20.07,4.1,20,1.04,4.24,107.66,67.29,3.34,17.23,49.09
220610001-3,22,061,0001-3,5,1,0,3,3,7,30,22,0,0,6
220610002-1,22,061,0002-1,13,8,9,15,4,9,185,129,7,3,126
220610002-2,22,061,0002-2,11,8,12,13,4,5,21,14,0,10,13
220610003-1,22,061,0003-1,59.75,28.99,15.48,45.13,8.02,18.44,89.09,67.5,2.02,36.39,31.28
220610003-2,22,061,0003-2,129.91,52.02,55.85,92.36,10.21,22.34,36.4,39.32,11.08,102.16,20.34
220610003-3,22,061,0003-3,86.05,47.55,22.11,28.55,4.03,15.11,36.63,30.58,3.08,47.47,25.08
220610003-4,22,061,0003-4,85.25,48.01,23.52,54.87,0.98,21.56,52.91,24.5,0.98,67.61,13.72
220610003-5,22,061,0003-5,63.52,40.34,54.08,25.75,6.87,14.59,14.59,17.17,0.86,65.24,9.44
220610003-6,22,061,0003-6,21,9,8,12,7,5,1,3,0,9,0
220610004-1,22,061,0004-1,86,36,16,38,8,14,5,17,0,47,6
220610004-2,22,061,0004-2,74,25,31,46,6,18,73,56,1,0,0
220610004-3,22,061,0004-3,189.05,114.11,69.74,90.75,10.45,31.07,13.91,14.29,6.16,139.35,10.78
220610004-4,22,061,0004-4,88.09,46.98,39.15,62.64,9.79,15.66,18.6,14.68,3.92,99.84,15.66
220610004-5,22,061,0004-5,53,20,20,42,9,26,17,18,1,44,22
220610004-6,22,061,0004-6,37,23,7,25,4,9,4,8,0,24,3
220610005-1,22,061,0005-1,102.65,65.85,38.74,59.08,11.62,20.34,35.83,16.46,11.62,69.73,15.5
220610005-2,22,061,0005-2,146.15,115.4,46.86,127.57,13.98,32.92,25.82,10.27,3,128.65,5.05
220610005-3,22,061,0005-3,164.15,83.33,46.88,98.87,9.88,24.28,15.42,28.58,3.98,110.65,7.96
220610005-4,22,061,0005-4,135.57,66.29,60.97,68.7,12.75,22.59,22.72,22.61,0.53,109.46,6.8
220610006-1,22,061,0006-1,195.03,128.51,113.49,94.43,29.88,40.94,108.89,130.39,11.95,153.5,66.75
220610006-2,22,061,0006-2,22.17,15.96,23.06,14.19,0,0.89,2.66,15.08,0,8.87,7.98
220610006-3,22,061,0006-3,87.03,49.21,69.31,56.71,7.98,15.45,27.95,28.97,5.72,90.38,22.66
220610007-1,22,061,0007-1,19.92,12.03,17.66,12.78,1.5,4.13,6.39,5.64,1.13,29.31,6.39
220610007-2,22,061,0007-2,334.05,152.77,191.03,117.51,20.52,58.42,109.66,137.4,19.15,277.3,72.95
220610008-1,22,061,0008-1,80.9,32.09,42.85,43.65,5.11,13.05,53.53,55.58,3.65,57.95,16.16
220610008-2,22,061,0008-2,257.65,142.47,153.48,122.45,20.09,31.99,55.93,55.03,9.14,183.67,18.33
220610008-3,22,061,0008-3,5.8,12.52,1.46,7.38,3.12,4.17,30.45,22.53,1.05,4.63,17.27
220610008-4,22,061,0008-4,3,8,1,4,0,3,14,11,1,1,2
220610009-1,22,061,0009-1,21,18,13,29,10,5,238,212,3,18,113
220610009-2,22,061,0009-2,3,1,3,1,0,3,10,4,4,0,9
220610009-3,22,061,0009-3,4,4,1,3,0,1,4,3,0,7,0
220610009-4,22,061,0009-4,19.11,2.73,4.55,7.28,4.55,4.55,30.94,26.39,3.64,10.01,11.83
220610009-5,22,061,0009-5,2.89,1.27,1.45,3.72,0.45,3.45,3.06,5.61,1.36,0.99,1.17
220610010-1,22,061,0010-1,8.22,5.81,2.31,2.31,3.4,8.01,124.87,81.54,4.07,1.32,51.88
220610010-2,22,061,0010-2,9,5,12,14,3,8,6,2,0,7,4
220610010-3,22,061,0010-3,30.25,9.03,7.57,21.15,2.44,10.49,9.4,9.43,0.04,9.32,4.17
220610010-4,22,061,0010-4,6.98,5.98,3.99,6.98,3.99,3.99,173.54,99.73,0,1,82.78
220610010-5,22,061,0010-5,1.78,1.19,1.69,1.69,0.6,3.99,72.13,50.46,3.93,1.68,25.12
220610011-1,22,061,0011-1,23.02,14.02,13.01,12.02,10.01,8.01,174.46,121.27,1,9,86.22
220610011-2,22,061,0011-2,28,9,15,24,4,5,17,18,1,24,4
220610011-3,22,061,0011-3,4,0,3,1,3,3,28,22,0,4,11
220610011-4,22,061,0011-4,23,13,3,9,4,9,70,40,1,13,28
220610012-1,22,061,0012-1,81.01,52.91,40.86,36.86,7.76,31.04,130.11,158.8,7.76,57.76,104.56
220610012-2,22,061,0012-2,4,1,0,0,0,1,1,0,0,1,2
220610012-3,22,061,0012-3,0,0,0,0,0,0,0,0,0,0,0
220610012-4,22,061,0012-4,0,0,0,0,0,0,0,1,0,0,0
220610012-5,22,061,0012-5,1,0,0,1,0,1,4,4,1,0,0
220610012-6,22,061,0012-6,2.26,2.63,4.81,0.81,0.17,0.68,6.76,9.84,0.17,2.73,11.58
22063000001,22,063,000001,372.92,270.44,102.48,98.69,38.9,43.65,31.31,55.04,5.69,246.71,37.96
22063000002,22,063,000002,233,188,61,48,24,32,24,37,7,127,19
22063000003,22,063,000003,296,188,113,107,42,48,29,30,8,216,17
22063000004,22,063,000004,331.44,281.97,110.5,87.75,46.51,46.22,22.94,38.78,15.44,260.8,30.55
22063000005,22,063,000005,380,323,103,107,27,42,37,54,10,226,25
22063000006,22,063,000006,272.82,171.88,67.95,79.95,16.99,35.98,6,24.98,8.99,161.89,13.99
22063000007,22,063,000007,135,120,33,31,11,25,22,21,9,128,16
22063000009,22,063,000009,178,162,68,71,38,29,67,51,17,104,39
22063000010,22,063,000010,194,115,62,62,36,22,20,28,6,141,20
22063000011,22,063,000011,180.12,108.06,49.09,63.09,47.03,33.02,58.12,63.08,14.01,107.11,22.11
22063000012,22,063,000012,150.32,98.18,63.25,93.32,31.07,31.12,46.36,33.24,13.01,103.3,8.24
22063000014,22,063,000014,188.04,111.8,82.29,58.44,58.61,45.66,32.49,33.51,8.63,170.29,13.32
22063000015,22,063,000015,70.96,50.95,22,39.94,21.99,7.01,16.98,11.99,5.99,63.96,5.99
22063000016,22,063,000016,340.69,236.34,88.22,99.84,35.56,37.19,44.35,56.38,11.14,250.02,36.4
22063000017,22,063,000017,170.56,136.08,88.06,51.91,16.64,23.51,43.93,24.54,7.83,113.89,28.39
22063000018,22,063,000018,135.31,112.66,49.78,41.16,16.44,11.81,17.65,20.62,5.86,139.98,17.6
22063000019,22,063,000019,231.27,141.28,49.35,65.8,28.06,31.93,28.06,40.64,11.61,208.05,34.84
2206300001A,22,063,00001A,90,99,23,15,37,8,1,2,1,98,0
2206300001B,22,063,00001B,234.69,261.25,79.02,75.74,35.17,28.58,17.67,38.63,8.73,207.34,21.64
2206300001C,22,063,00001C,191,164,61,43,23,19,15,15,2,130,4
2206300001D,22,063,00001D,340,240,77,76,31,55,39,35,12,188,15
22063000020,22,063,000020,63,41,10,22,4,8,2,9,1,37,5
22063000021,22,063,000021,305,250,86,94,31,52,111,87,15,173,44
22063000022,22,063,000022,110,77,38,26,34,13,8,17,4,135,11
22063000023,22,063,000023,175.97,216.31,69.53,54.94,12.88,33.48,14.59,26.61,6.87,163.95,12.88
22063000024,22,063,000024,333.82,378.44,140.97,92.36,44.66,65.57,38.82,67.78,11.97,266.24,28.83
22063000025,22,063,000025,217.48,209.58,77.15,58.99,24.18,15.47,40.15,37.08,3.65,214.94,35.63
22063000026,22,063,000026,173,229,67,57,28,25,20,38,16,181,16
22063000027,22,063,000027,184.11,115.44,36.82,62.7,16.92,27.87,284.62,52.74,5.97,75.63,73.64
22063000029,22,063,000029,216.04,140.54,80.33,69.67,35.54,37.89,33.24,30.29,6.78,312.47,31.63
2206300002A,22,063,00002A,277,223,81,72,32,34,29,26,12,170,17
22063000030,22,063,000030,142,60,66,73,34,31,21,30,12,75,15
22063000031,22,063,000031,101.52,64.52,68.53,59.52,33.25,23.57,16.12,25.12,3.16,95.01,13.17
22063000032,22,063,000032,129.46,85.39,66.11,57.84,37.64,18.36,60.6,37.64,6.43,89.06,47.74
22063000033,22,063,000033,91.12,60.1,23.06,17.05,6.03,2.02,13.03,22.02,5,61.08,11.01
22063000034,22,063,000034,143.9,92.3,52.6,38.7,10.92,17.86,13.89,24.81,4.96,119.09,18.86
22063000035,22,063,000035,196.2,147.16,57.04,53.18,14.04,30.95,144.81,54.71,8.9,127.74,44.43
22063000036,22,063,000036,249,212,79,66,23,39,27,35,5,169,17
22063000038,22,063,000038,143.68,117.74,71.84,85.81,19.96,25.94,145.67,53.88,9.98,117.74,55.87
22063000039,22,063,000039,140,189,60,34,11,12,15,31,7,139,16
2206300003A,22,063,00003A,214,181,56,41,10,40,10,27,7,186,14
2206300003B,22,063,00003B,90,96,32,23,17,12,9,7,2,69,8
22063000040,22,063,000040,230,226,89,63,19,27,24,40,15,198,22
22063000041,22,063,000041,113.14,83.7,30.35,33.11,18.4,13.8,19.32,19.32,6.44,68.99,6.44
22063000043,22,063,000043,35.65,25.22,9.57,7.83,3.48,6.09,0.87,9.57,2.61,26.96,5.22
2206300004A,22,063,00004A,174,137,62,46,18,51,20,22,9,112,12
2206300004B,22,063,00004B,106,96,23,17,14,7,9,6,1,93,4
2206300005A,22,063,00005A,63.8,45.84,17.96,19.82,4.96,8.05,6.19,9.29,3.1,40.26,5.57
2206300005B,22,063,00005B,191,116,32,37,13,19,15,20,15,108,8
2206300005C,22,063,00005C,40,38,9,14,4,7,2,1,4,23,3
2206300006A,22,063,00006A,131,116,56,50,12,20,9,20,6,92,6
2206300006B,22,063,00006B,115,91,51,49,15,18,7,16,8,97,5
2206300007A,22,063,00007A,51.89,81.56,24.18,21.3,9.08,14.13,8.38,7.26,2.03,51.37,9.36
2206300007B,22,063,00007B,192,139,74,68,19,34,145,94,15,85,84
2206300007C,22,063,00007C,57.22,43.89,15.83,30.64,8.3,16.42,8.64,10.62,2.15,28.93,1.46
2206300007D,22,063,00007D,83,89,24,25,9,18,36,31,5,42,21
2206300008A,22,063,00008A,155,146,52,53,28,21,18,15,5,130,12
2206300008B,22,063,00008B,34.16,33.76,9.44,10.39,14.16,5.22,4.09,4.25,0.1,46.21,1.13
2206300011A,22,063,00011A,191,102,52,59,46,19,17,22,4,88,16
2206300013A,22,063,00013A,97,80,11,43,17,16,12,10,5,58,3
2206300013B,22,063,00013B,130,77,61,52,36,21,25,9,8,92,11
2206300018A,22,063,00018A,33.34,30.61,17.63,14.84,6.78,4.79,8.61,4.86,0.88,21.77,3.19
2206300019A,22,063,00019A,74.53,48.43,27.89,25.13,10.24,13.96,5.61,15.82,6.51,77.27,8.4
2206300021A,22,063,00021A,48.34,43.3,25.66,21.57,9.94,7.02,12.1,6.96,1.11,31.39,4.68
2206300023A,22,063,00023A,182.31,103.09,52.89,38.05,5.98,17.15,88.24,77.33,11.04,102.96,42.96
2206300023B,22,063,00023B,97,73,46,34,3,18,14,19,10,70,10
2206300023C,22,063,00023C,190.69,158.91,70.11,57.95,14.02,30.85,60.76,47.67,14.96,114.04,28.04
2206300024B,22,063,00024B,145,150,35,46,9,12,16,14,9,95,0
2206300024C,22,063,00024C,347.78,312.11,90.17,69.36,32.7,45.58,69.36,67.38,15.85,208.07,49.54
2206300026A,22,063,00026A,218.11,167.29,81.88,60.26,20.66,32.35,68.84,38.9,8.61,165.66,52.68
2206300026B,22,063,00026B,133,114,57,49,15,25,24,28,14,127,14
2206300026C,22,063,00026C,171.75,136.01,32.76,51.62,7.94,20.85,20.85,29.78,6.95,89.35,15.88
2206300028A,22,063,00028A,94.78,100.7,31.59,23.69,8.89,18.76,16.78,36.53,6.91,74.04,9.87
2206300028B,22,063,00028B,40.4,26.86,15.44,12.94,1.46,5.67,3.4,10.69,0.12,41.72,3.29
2206300035A,22,063,00035A,110,82,49,41,20,16,45,35,15,95,19
2206300036A,22,063,00036A,104,123,41,45,11,13,21,24,4,92,11
2206300039A,22,063,00039A,145,131,37,50,22,23,40,22,13,104,17
2206300039B,22,063,00039B,111.91,83.94,22.98,39.97,19.98,6.99,13.99,13.99,8.99,38.97,3
2206300040A,22,063,00040A,305,288,105,64,36,42,65,45,12,232,34
22065000001,22,065,000001,84.22,13.35,21.66,29.85,9.56,8.38,18.26,9.88,2.17,55,18.48
22065000002,22,065,000002,44,7,14,20,8,7,11,6,0,44,10
22065000003,22,065,000003,72,28,5,26,4,16,3,1,2,55,0
22065000004,22,065,000004,42.63,7.1,3.55,14.21,2.66,0.89,0,3.55,0,19.54,0
22065000005,22,065,000005,30.81,2,2.83,21.31,4.66,3.83,5.17,9.34,1.92,18.56,5.82
22065000006,22,065,000006,10,2,3,3,2,2,4,3,0,7,2
22065000007,22,065,000007,75,18,21,37,9,5,0,11,1,80,3
22065000008,22,065,000008,30,14,5,17,8,11,47,33,3,22,23
22065000009,22,065,000009,13,6,4,0,0,5,6,1,0,3,0
22065000010,22,065,000010,43,18,7,27,3,5,43,33,3,28,21
22065000011,22,065,000011,10,6,4,8,5,1,1,14,1,7,5
22065000012,22,065,000012,6.39,1.83,0.91,2.74,0.91,1.83,44.75,69.41,0.91,2.74,42.01
22065000013,22,065,000013,7,2,4,14,0,3,54,55,0,3,37
22065000014,22,065,000014,32,7,5,30,9,7,19,20,1,29,21
22065000015,22,065,000015,4,5,0,10,0,10,121,113,7,1,56
22065000016,22,065,000016,0,1,1,0,0,0,8,7,1,1,2
22065000017,22,065,000017,12,0,0,6,0,3,67,53,1,6,39
22065000018,22,065,000018,1,0,0,0,1,1,21,17,0,1,17
22065000019,22,065,000019,3,2,0,6,3,3,89,62,4,4,117
22065000020,22,065,000020,7,0,3,4,0,6,110,82,6,9,137
22065000021,22,065,000021,3,0,0,7,0,5,58,49,1,0,49
22065000022,22,065,000022,1,5,3,7,1,1,90,65,1,9,84
22065000023,22,065,000023,16.71,4.92,0,15.73,0,2.95,5.9,0.98,0.98,8.85,6.88
22065000024,22,065,000024,1,0,3,0,0,0,6,3,0,0,0
22065000025,22,065,000025,100.6,19.03,17.39,56.58,12.95,15.72,21.29,27.89,6.62,52.28,4.89
22065000026,22,065,000026,34.77,2.87,11.05,13.21,4.39,6.39,6.71,1.56,0.38,21.18,2.11
22067000001,22,067,000001,34,32,6,20,0,13,132,119,3,28,40
22067000006,22,067,000006,41.65,32.23,7.19,28.58,0.07,4.08,19.18,12.2,0.01,46.56,8.06
22067000007,22,067,000007,86.95,31.93,17.93,66.7,8.64,14.23,162.38,139.4,8,95.87,79.22
22067000008,22,067,000008,21.82,4.03,4.03,17.12,1.34,5.71,16.45,15.44,0,26.85,6.71
22067000012,22,067,000012,14,5,6,5,4,3,100,73,3,11,50
22067000013,22,067,000013,22,7,4,10,0,6,122,115,3,4,74
22067000014,22,067,000014,8,11,4,17,2,3,158,135,2,12,118
22067000016,22,067,000016,10,1,3,7,0,8,94,86,8,7,41
22067000020,22,067,000020,40,11,3,25,0,4,76,76,2,34,64
22067000021,22,067,000021,38,22,8,40,6,2,57,59,3,27,32
22067000023,22,067,000023,40,28,15,23,2,10,16,24,2,41,6
22067000024,22,067,000024,44,12,6,37,2,8,62,58,2,49,20
22067000027,22,067,000027,176.85,86.31,16.67,113.06,13.25,26.48,9.25,11.85,3,114.65,1.81
22067000029,22,067,000029,56,27,12,23,10,10,39,32,3,89,19
22067000031,22,067,000031,38.69,20.5,4.46,42.07,4.09,18.06,110.01,69,2.66,27.84,51.95
22067000032,22,067,000032,26.11,9.07,3.94,18.35,3.19,5.04,17.96,13.24,0.4,16.83,8.42
22067000035,22,067,000035,97.27,34.57,16.08,62.71,12.86,15.27,26.53,27.33,0,61.9,8.84
22067000037,22,067,000037,36,27,13,28,4,21,34,31,3,34,24
22067000040,22,067,000040,113,43,28,53,6,15,11,15,3,84,2
22067000042,22,067,000042,190,71,31,132,12,33,16,4,6,128,9
22067000045,22,067,000045,130,52,22,73,17,15,15,26,1,107,14
22067000047,22,067,000047,13,9,6,10,0,7,42,24,1,44,41
22067000048,22,067,000048,33,16,2,18,0,7,22,16,0,19,11
22067000050,22,067,000050,64.78,28.61,15.12,47.68,2.08,12.85,84.41,87.5,2.96,40.91,37.73
22067000053,22,067,000053,49.11,22.55,17.09,39.65,2.49,7.13,34.03,43.08,3.27,43.91,22.52
22067000054,22,067,000054,49,7,7,15,4,1,3,1,0,48,3
220670003-1,22,067,0003-1,124,43,22,79,12,38,122,91,11,68,39
220670026-1,22,067,0026-1,175.5,69.46,39.15,146.35,16.68,21.44,35.57,39.95,1.99,139.8,12.13
220670039-1,22,067,0039-1,63,24,17,48,21,10,31,22,5,71,16
220670039-2,22,067,0039-2,14,7,0,3,4,3,99,84,1,5,28
220690001-1,22,069,0001-1,17.03,10.03,24.17,1.04,0,11.01,113.38,94.26,5.01,12.01,87.26
220690001-2,22,069,0001-2,134.92,87.51,72.3,71.82,12.71,28.4,135.18,120.7,5.11,122.01,61.18
220690001-3,22,069,0001-3,45.35,19.38,25.86,15.97,1.81,5.01,128.71,123.58,4.35,25.8,47.74
220690001-4,22,069,0001-4,28.55,5.19,46.72,6.92,6.06,4.33,135.84,107.29,8.65,6.06,51.91
220690001-5,22,069,0001-5,4,2,5,5,0,4,47,40,1,1,26
220690001-6,22,069,0001-6,37,23,30,24,13,8,64,59,1,41,32
220690001-7,22,069,0001-7,96,76,26,81,7,15,57,61,8,92,42
220690001-8,22,069,0001-8,13.61,8.79,23.65,3.33,0.97,11.33,102.23,80.4,4.84,14.51,94.59
220690001-9,22,069,0001-9,80,50,27,36,6,12,19,20,5,83,31
220690002-1,22,069,0002-1,24.85,26.21,8.68,16.34,2.59,18.74,6.33,4.03,0.92,38.89,5.63
220690002-2,22,069,0002-2,19,26,3,22,0,12,3,11,3,29,4
220690002-3,22,069,0002-3,35.42,110.45,10.46,31.39,6.55,11.37,8.77,4.48,1.14,83.9,3.37
220690002-4,22,069,0002-4,48.35,36.99,4.6,25.55,3.53,11.45,30.69,17.61,0.86,47.86,13.18
220690002-5,22,069,0002-5,47.23,60.18,28.61,35.89,4.46,22.79,12.63,10.74,1.42,60.71,4.45
220690002-6,22,069,0002-6,44.56,32.45,15.28,39.77,2.86,24.61,17.02,7.61,5.65,21.16,11.31
220690002-7,22,069,0002-7,17.58,5.52,11.04,3.72,0.93,4.6,46.03,68.27,5.52,19.39,34.99
220690002-8,22,069,0002-8,33.77,21.66,43.62,21.8,3.68,12.05,90,112.14,5.14,16.51,52.75
220690002-9,22,069,0002-9,84.58,92.6,36.5,44.52,5.34,23.15,15.14,16.92,8.9,59.65,5.34
220690003-1,22,069,0003-1,77.37,65.47,2.98,63.48,20.83,32.73,7.94,10.91,5.95,180.53,12.9
220690003-2,22,069,0003-2,44.63,16.53,3.02,30.52,3.17,11.27,10.06,11.09,0.05,67.47,7.1
220690003-3,22,069,0003-3,36.92,18.62,4.65,14.85,4.07,8.2,5.32,8.77,1.75,53.69,8.32
220690003-4,22,069,0003-4,24.53,11.48,15.96,15.32,10.08,4.4,19.02,19.94,5.48,39.69,16.05
220690003-5,22,069,0003-5,75.19,52.79,18.08,38.95,4.24,11.08,13,16.24,1,61.06,3
220690003-6,22,069,0003-6,114,71,16,65,10,24,10,7,8,75,2
220690003-7,22,069,0003-7,1,0,3,1,3,1,15,11,0,3,13
220690003-8,22,069,0003-8,73.04,32.36,20.34,35.13,0.92,14.79,28.66,34.21,9.25,107.25,28.66
220690003-9,22,069,0003-9,14.33,9.41,0.98,11.21,2.82,1,0,2.85,0.02,24.54,0.02
220690004-1,22,069,0004-1,24.82,14.71,7.35,16.54,0,14.71,36.76,24.82,0,20.22,26.65
220690004-2,22,069,0004-2,4.97,6.57,0.29,4.64,0,3.57,86.43,82.97,1,5.79,56.04
220690004-3,22,069,0004-3,48.66,11.76,24.27,28.47,10.87,9.32,36.34,49.78,4.44,35.34,37.2
220690004-4,22,069,0004-4,57.35,16.99,14.03,40.88,4.5,16.53,65.07,69.92,5.68,36.51,35.98
220690004-5,22,069,0004-5,28.75,15.92,7.18,16.32,5.29,7.22,3.67,2.01,2.7,25.8,2.31
220690004-6,22,069,0004-6,48.16,9.07,5.02,28.04,7.02,16.02,0,4.03,5,40.2,1.01
220690004-7,22,069,0004-7,24.34,9.74,2.93,7.8,2.92,3.89,0.01,3.89,0.97,28.25,0.97
220690004-8,22,069,0004-8,19,15,3,26,0,11,4,12,3,28,3
220690004-9,22,069,0004-9,104.63,43.65,30.71,43.99,15.31,16.44,71.08,64.13,1.2,59.37,33.96
22069001-10,22,069,001-10,111,96,38,64,26,30,31,31,6,83,23
22069001-11,22,069,001-11,127.46,80.76,64.22,89.51,19.46,36.97,154.7,160.54,4.86,108,100.22
22069001-12,22,069,001-12,87,51,43,55,8,12,49,55,3,104,54
22069001-13,22,069,001-13,10.96,9.97,53.82,12.96,1,2.99,121.59,82.72,2.99,2.99,83.72
22069001-14,22,069,001-14,5,1,24,1,0,5,61,37,0,1,42
22069001-1A,22,069,001-1A,21.43,16.26,8.13,11.82,0,2.96,21.43,14.78,2.96,19.21,11.82
22069001-3A,22,069,001-3A,13,2,10.01,3,1,3,7.02,4.01,0,8,19.01
22069001-4A,22,069,001-4A,1.61,2.29,3.63,0.39,0.34,3.24,26.66,28.05,0.49,1.34,4.93
22069001-5A,22,069,001-5A,11.39,1.21,5.35,4.67,0.03,7.67,61.77,34.6,0.16,0.49,21.41
22069001-9A,22,069,001-9A,53.13,32.75,17.92,16.13,9.94,15.13,21.06,18.9,0.39,35.42,10.25
22069002-7A,22,069,002-7A,24.52,13.96,5.58,12.52,1.63,3.54,15.72,21.42,1.33,21.71,9.27
22069003-10,22,069,003-10,31,9,4,9,1,0,0,1,0,13,6
2206901-10A,22,069,01-10A,34.98,41.38,13.13,20.13,9.3,7.01,16.01,15.89,3,28.73,7.06
2206901-10B,22,069,01-10B,82,72,22,26,8,9,8,16,6,102,12
220710001-1,22,071,0001-1,19.73,9.8,49.92,8.65,6.9,7.84,149.05,145.08,5.69,6.05,76.73
220710001-2,22,071,0001-2,19,7,34,1,3,2,64,92,5,19,64
220710001-5,22,071,0001-5,28,15,56,21,17,7,85,154,7,31,88
220710001-6,22,071,0001-6,16,6,11,4,1,6,137,111,7,7,78
220710002-1,22,071,0002-1,47.27,20.2,100.08,9.35,16.1,16.16,116.95,154.92,2.31,20.95,75.27
220710002-2,22,071,0002-2,9,5,25,18,8,5,89,79,8,12,46
220710002-4,22,071,0002-4,10.81,5.89,14.74,7.86,0.98,11.79,149.34,128.71,7.86,9.82,120.85
220710002-6,22,071,0002-6,6,3,9,1,0,9,77,84,2,1,32
220710002-7,22,071,0002-7,11,5,24,4,1,5,240,200,7,3,76
220710003-1,22,071,0003-1,71.2,25.1,191.36,24.11,29.09,24.16,208.49,258.99,7.05,62.1,142.66
220710003-8,22,071,0003-8,11.19,5.11,19.26,14.14,8.02,4.21,227.66,223.29,6.14,1.18,78.15
220710003-9,22,071,0003-9,4,0,22,6,2,2,121,158,1,4,86
220710004-2,22,071,0004-2,17.8,8.9,31.64,9.89,7.91,13.84,130.51,175.01,3.95,8.9,58.34
220710004-3,22,071,0004-3,14,1,20,4,3,9,123,122,6,3,63
220710004-5,22,071,0004-5,4,1,11,8,1,2,70,102,4,5,30
220710004-6,22,071,0004-6,10.58,2.36,17.62,4.66,6.36,6,64.17,73.6,2.07,4.22,58.41
220710004-7,22,071,0004-7,11,3,20,4,5,4,59,102,2,7,59
220710004-8,22,071,0004-8,16,10,58,10,14,7,88,134,8,22,84
220710004-9,22,071,0004-9,72.56,37.77,199.78,38.76,27.83,17.89,133.19,254.45,18.88,85.48,156.05
220710005-1,22,071,0005-1,15,5,26,9,7,2,43,54,5,16,40
220710005-2,22,071,0005-2,13,5,31,10,8,7,48,64,4,7,40
220710005-3,22,071,0005-3,14.92,10.38,47.68,4,10.68,3.53,150.31,185.48,13.3,22.15,113.99
220710005-5,22,071,0005-5,3.08,0.62,4.32,0,4.32,2.47,61.69,55.52,3.7,1.85,37.01
220710005-7,22,071,0005-7,5,3,5,4,3,6,170,123,6,5,75
220710005-8,22,071,0005-8,4,3,16,1,0,1,89,104,2,3,56
220710005-9,22,071,0005-9,5,1,16,0,2,4,86,107,7,3,82
220710006-1,22,071,0006-1,18,10,67,10,9,1,70,113,2,25,83
220710006-2,22,071,0006-2,20,16,88,16,22,11,89,151,6,41,94
220710006-4,22,071,0006-4,8,2,11,3,2,1,108,144,4,3,117
220710006-6,22,071,0006-6,6,3,37,8,5,16,215,229,15,5,157
220710006-7,22,071,0006-7,4,2,10,1,1,1,92,148,4,1,86
220710006-8,22,071,0006-8,11,1,62,5,7,6,104,143,11,25,143
220710006-9,22,071,0006-9,12.79,9.38,86.12,12.79,9.38,3.41,81.86,146.66,1.71,28.99,134.72
220710007-1,22,071,0007-1,16,7,41,15,9,8,155,163,6,27,90
220710007-2,22,071,0007-2,9,6,36,13,3,2,126,172,6,14,97
220710007-4,22,071,0007-4,3,5,12,4,2,6,97,122,4,3,67
220710007-5,22,071,0007-5,3,2,16,4,3,6,123,144,6,1,71
220710007-6,22,071,0007-6,5,9,24,0,0,6,111,124,4,3,83
220710007-7,22,071,0007-7,13,3,14,4,1,4,136,108,1,1,76
220710007-8,22,071,0007-8,3,3,11,6,3,12,143,123,6,0,56
220710008-1,22,071,0008-1,14,3,50,9,3,4,91,165,0,11,111
220710008-2,22,071,0008-2,8,6,21,3,2,4,114,226,10,5,137
220710008-4,22,071,0008-4,3,3,10,5,2,4,86,114,1,3,52
220710008-6,22,071,0008-6,8,5,9,3,5,4,139,205,7,3,123
220710008-7,22,071,0008-7,4,5,4,1,2,5,91,103,11,1,71
220710008-8,22,071,0008-8,3,10,6,6,3,7,103,107,2,1,56
220710008-9,22,071,0008-9,5,6,15,8,0,8,166,127,6,0,70
220710009-1,22,071,0009-1,20,11,30,2,1,6,181,269,8,11,166
220710009-3,22,071,0009-3,11,6,12,2,1,12,155,124,7,1,107
220710009-4,22,071,0009-4,2,1,2,1,2,4,101,113,4,5,71
220710009-5,22,071,0009-5,8,3,9,8,1,5,169,126,5,0,64
220710009-6,22,071,0009-6,11,6,6,4,8,12,247,221,7,5,142
