GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PREOMCM,G16PRECCAS,G16PREOOTH,G16USSRKEN,G16USSRBOU,G16USSRFLE,G16USSRMAN,G16USSRDUK,G16USSRCRA,G16USSRCAO,G16USSRMAR,G16USSRPAT,G16USSDCAM,G16USSDFAY,G16USSDEDW,G16USSDLAN,G16USSDPEL,G16USSDWIL,G16USSDMEN,G16USSLCLE,G16USSLGIL,G16USSOLAN,G16USSOTAY,G16USSNBIL,G16USSNHEB,G16USSNMAR,G16USSNWEL,R16USSRKEN,R16USSDCAM
22079000N15,22,079,000N15,621.48,73.03,22.31,5.16,2.39,3.15,4.23,187.21,80.4,196.98,52.09,50.63,24.08,2.85,0.77,0.31,41.86,27.16,5.62,9.24,2.08,2.77,0.15,8.08,2.46,1.62,0,2,1.85,4.08,0,188.51,27.01
22079000N16,22,079,000N16,516.3,75.3,11.65,3.09,2.38,0.29,2.13,150.61,60.29,168.48,57.02,28.49,13.19,2.77,0.88,1.95,42.41,31.81,6.92,9.33,1.16,0.88,0.16,3.27,1.34,1.45,0,4.65,1.91,1.16,0,159.07,20.94
22079000N17,22,079,000N17,664.32,68.32,11.33,3.19,4.3,3.03,2.23,204.66,73.28,196.14,48.61,57.25,28.38,2.87,2.71,0.33,44.69,22.23,5.6,12.27,2.07,2.71,0.16,5.09,1.44,0.64,0,4.95,1.91,2.07,0,219.07,27.61
22079000N19,22,079,000N19,1069.04,135.77,28.2,3.13,3.08,0.01,6.03,309.98,106.88,347.78,102.46,80.32,27.28,13.02,2.04,2.99,72.95,36.56,12.09,36.21,2.06,0.06,0.01,11.12,2.01,1.03,0,8.07,5.08,2.06,0.99,360.26,38.43
22079000N20,22,079,000N20,955.51,99.5,25.56,4.89,4.89,0,1.03,321,128.44,340.8,85.59,46.47,24.57,8.88,3.91,0.03,65.85,19.79,5.95,11.03,0.02,1.95,0,6.91,5.86,0.01,0,1.05,1.02,0.99,0.98,449.91,48.03
22079000N21,22,079,000N21,228.09,30.6,11.13,0,0,0,0.93,73.25,18.54,81.59,17.62,14.84,9.27,0,0,0,17.62,8.34,6.49,0,0,2.78,0.93,1.85,0,0,0,0.93,0,0,0.93,83.45,12.98
22079000N22,22,079,000N22,364,18,6,0,3,0,0,109,39,109,34,30,12,7,2,2,10,0,0,5,1,0,0,6,4,0,0,2,1,0,0,136,5
22079000N23,22,079,000N23,775,29,4,7,3,3,4,272,104,197,63,49,21,5,2,1,26,12,5,0,3,0,0,4,0,0,0,3,7,4,0,290,14
22079000N24,22,079,000N24,1173.47,45.07,18.2,2.6,9.53,2.6,3.47,389.13,104.87,336.27,79.73,112.67,31.2,10.4,2.6,0.87,43.33,11.27,9.53,8.67,0.87,2.6,3.47,5.2,0.87,1.73,0,6.93,8.67,0.87,1.73,312,29.47
22079000N25,22,079,000N25,632,22,5,1,3,0,1,206,71,192,56,51,17,6,0,1,12,7,4,2,0,0,0,2,0,1,1,5,4,3,1,207,14
22079000N26,22,079,000N26,1178,73,23,5,11,0,0,386,141,363,122,49,33,10,3,0,57,28,4,2,0,0,0,6,1,0,0,17,1,4,0,427,30
22079000N27,22,079,000N27,1014,62,10,4,6,1,4,323,144,303,87,57,37,4,2,0,37,26,4,12,1,0,1,8,0,1,0,6,1,0,0,407,35
22079000N28,22,079,000N28,524.88,49.7,9.94,0,0.99,2.98,2.98,171.98,54.67,128.24,67.6,35.79,15.91,5.96,0,0.99,36.78,11.93,2.98,11.93,0.99,0,0,3.98,0.99,0,0,7.95,0.99,0,0,148.12,25.85
22079000N29,22,079,000N29,332.44,20.34,3.88,4.77,0.01,0.02,0.02,90.75,54.73,91.45,31.9,14.53,9.64,1.94,2.86,2.87,15.49,6.75,0.02,4.84,0.01,0,0,0.98,0.01,0,0,4.82,0.01,0.95,0.95,128.79,13.52
22079000S10,22,079,000S10,1206,49,13,5,0,1,1,309,109,400,125,90,60,10,7,1,56,10,4,12,0,1,0,4,2,1,0,10,5,5,2,393,24
22079000S11,22,079,000S11,420,43,6,1,1,1,1,139,57,142,20,19,12,2,0,0,30,10,5,5,0,0,0,1,1,0,0,6,0,0,0,176,24
22079000S13,22,079,000S13,895.36,115.05,19.56,5.94,5.52,0.02,2.61,263.7,133.69,289.97,61.38,50.58,31.91,7,1.66,0.82,74.03,33,7.82,8.64,3.29,0.01,0,4.96,0.89,0.84,0.01,12.02,3.31,1.25,0.12,317.38,57.69
22079000S14,22,079,000S14,238.09,51.91,5.84,0.17,0.32,1.05,0.04,73.36,31.42,88.06,14.36,19.18,2.84,0.44,0.25,0,22.21,18.2,0.88,3.07,1.03,3.17,0.15,1.29,0.15,0,0.01,0.6,0.27,0.1,0,115.5,22.02
22079000S15,22,079,000S15,393.38,116.2,7.62,3.2,4.46,0.74,0.74,127.69,57.61,120.3,34.96,22.99,6.4,1.58,1.62,0.14,48.31,42.7,8.92,12.87,0.74,3.72,2.23,4.51,0.74,0,0,4.69,4.46,0.79,0.05,169.66,66.81
22079000S16,22,079,000S16,716.37,92.31,5.04,1,1,3.02,1.02,213.21,110.66,200.11,65.33,46.5,22.16,6.06,2,0,50.28,25.11,12,10.04,1.02,0,0.01,2.01,2.02,0,0,8.01,3.01,1,0,244.83,41.17
22079000S17,22,079,000S17,82.18,33.79,2.74,0.91,0,0,0.91,32.87,25.57,23.74,9.13,3.65,0,0,0,0,18.26,6.39,2.74,0,0,0,0,0,0.91,0,0,0,0.91,0,0,38.35,12.78
22079000S18,22,079,000S18,92,224,4,1,0,0,1,27,20,36,7,1,1,2,0,0,80,39,16,10,3,1,0,4,0,1,1,6,4,1,0,38,85
22079000S19,22,079,000S19,166.42,44.55,4.62,0.17,0,0,0.17,58.83,41.33,33.29,9.66,10.45,3,1.87,0.09,0,18.31,16.43,4.17,4.42,0.13,0.13,0.17,0.17,0.96,0,0.96,0.34,0.17,0.04,0,83.62,17.13
22079000S20,22,079,000S20,151.17,403.72,1.26,3.83,0,0,3.83,50.61,26.56,50.85,12.08,9.27,5.92,1.08,1.91,0,164.38,122.27,11.72,37.51,2.87,2.87,3.83,3.83,1.02,0,1.02,7.66,3.83,0.96,0,54.14,178.62
22079000S21,22,079,000S21,437.37,21.4,3.98,0,0.05,0.03,0,119.86,51.08,128.22,50.08,25.05,13.66,4.74,1.92,0,15.81,9.85,3.85,2.99,0.01,0.03,0.02,0.05,0.07,0,0,2.95,0.02,0.94,0,187.82,12.94
22079000S22,22,079,000S22,554.77,69.44,9.67,0,3.1,1.21,0.27,156.79,58.3,198.56,63.95,25.03,28.76,2.2,1.88,0,34.34,15.46,5.61,8.96,0.27,0,0.94,2.16,3.79,0,0.02,7.41,0.94,0,0,201.67,32.42
22079000S23,22,079,000S23,207.01,21.35,3.05,0,0.77,0.74,0.73,60.36,23.34,78.39,22.72,11.25,9.14,0.76,0.03,0,13.57,3.13,2.26,3.76,0.73,0,0.01,0.76,0.06,0,0,2.29,0.01,0,0,76.26,13.54
22079000S24,22,079,000S24,114,26,3,3,1,0,0,33,13,31,11,9,9,1,1,0,11,3,0,0,3,3,0,2,0,0,0,5,0,0,0,41,12
22079000S25,22,079,000S25,463,283,12,7,1,0,6,153,83,129,31,39,11,3,1,0,95,73,26,17,1,1,0,4,1,0,1,12,3,0,0,123,89
22079000S26,22,079,000S26,670.78,44.21,8.04,3.07,1,7,3.04,118.45,101.08,242.06,65.28,57.35,21.18,3,0,0,37.32,4.14,5.07,14.04,3,0.07,0,1,2,1,0,3.07,3,0,0,197.33,25.18
22079000S27,22,079,000S27,352.6,17.83,2.97,0.99,0,0,0,78.25,31.69,119.85,34.67,32.69,5.94,1.98,0,0.99,22.78,3.96,4.95,4.95,0,0,0.99,1.98,0,0,0,0.99,3.96,0,0,147.58,11.89
22079000S28,22,079,000S28,182.76,10.13,3.03,3.01,1,0,0.01,44.36,36.19,54.76,19.11,12.11,5.08,1.01,0,0,12.11,0.03,0.03,0.03,1,0.01,0,1.01,1,0,0,0.01,3.01,0,0,57.56,5.05
22079000S29,22,079,000S29,485.22,38.86,2.99,1,1,1,0,112.59,81.7,107.61,18.93,59.78,18.93,4.98,1,0,55.8,8.97,5.98,4.98,0,1,0,1.99,1.99,0,0,4.98,1,1,0,132.51,13.95
22079000S6A,22,079,000S6A,358.7,78.71,3.99,2.99,0,1,2.99,146.47,46.83,98.64,25.91,16.94,5.98,1.99,1.99,0,47.83,22.92,4.98,16.94,0,0,0,0,0,0,0,1,1,0,0,170.38,35.87
22079000S6B,22,079,000S6B,88.09,80.85,0.51,0.29,0.14,0.14,1.22,29.99,5.7,32.08,2.29,8.53,3.72,1.43,0.15,0.21,25.48,26.62,6.75,5.92,0.7,1.28,0.42,2.28,0.21,0.14,0,4.06,1.21,0.42,0.14,34.84,32.83
220790C11-A,22,079,0C11-A,27.01,92.41,0.79,0.08,0.17,0,0.17,9.99,4.12,6.89,3.68,0.17,2.22,0.33,0,0,38.15,25.96,6.36,12.5,1.76,0.25,0.17,0.71,0,0,0,1.84,0.25,0,0,6.96,21.41
220790C11-B,22,079,0C11-B,16.67,275.37,0.49,1.38,0,0,2.22,16.13,6.15,4.43,0.27,1.22,1.33,0.38,0,0.11,89.08,78.96,21.85,26.67,0.33,2.27,2.44,3.16,0.16,0,2,9.04,0.16,0.44,0,6.37,115.71
220790C37-A,22,079,0C37-A,916.37,204.39,11.23,7.49,3.74,1.5,3.74,291.98,145.24,302.46,62.14,48.66,19.47,7.49,2.25,0,79.36,54.65,20.21,14.97,2.99,3.74,1.5,5.99,4.49,0.75,0,10.48,3.74,2.99,0,374.33,95.08
220790C37-B,22,079,0C37-B,307.63,68.61,3.77,2.51,1.26,0.5,1.26,98.02,48.76,101.54,20.86,16.34,6.53,2.51,0.75,0,26.64,18.35,6.79,5.03,1.01,1.26,0.5,2.01,1.51,0.25,0,3.52,1.26,1.01,0,125.67,31.92
220790C38-A,22,079,0C38-A,85,130,5,3,0,0,2,29,9,33,7,4,4,1,0,0,39,42,8,24,1,3,2,0,0,0,2,1,0,0,1,23,60
220790C38-B,22,079,0C38-B,481.05,270.89,13.46,5.78,0.98,0.02,3.86,207.51,57.75,146.49,19.3,18.39,19.23,1.97,0.02,1.94,127.95,77.53,13.79,21.6,2.97,4.82,1.97,3.87,2.9,0.02,0,6.85,0.99,2.93,0.98,179.52,91.38
220790N13-A,22,079,0N13-A,356.34,69.31,10.64,7.35,1.82,1.12,0.23,135.11,54.97,114,28.63,13.76,10.76,4,0,0,26.92,18.7,4.82,6.41,0.12,2.23,0.12,5.47,0.59,0,0.12,3.35,0.35,0,1,181.67,24.04
220790N13-B,22,079,0N13-B,416.66,92.69,12.36,2.65,6.18,0.88,1.77,158.89,60.03,143,42.37,13.24,13.24,0,0,0,37.08,20.3,6.18,10.59,0.88,1.77,0.88,3.53,4.41,0,0.88,2.65,2.65,0,0,223.33,52.96
220790N14-A,22,079,0N14-A,145.88,88.77,4.04,1.31,3.13,0,2,48.61,29.52,56.96,14.48,7.17,3,6.04,0,0,16.3,12.3,1.04,5.22,0.13,0.09,0,1.04,0,1,1.04,12,6,0,0,80.84,48.43
220790N14-B,22,079,0N14-B,107.12,17.23,0.96,6.69,2.87,0,0,35.39,11.48,43.04,10.52,3.83,0,0.96,0,0,6.7,6.7,0.96,4.78,2.87,1.91,0,0.96,0,0,0.96,0,0,0,0,62.16,9.57
220790N18-A,22,079,0N18-A,269.69,43.8,6.91,2.36,1.52,0.17,1.35,87.76,27.79,90.79,20.89,16,7.75,2.02,0.84,0.34,23.92,13.31,2.86,7.92,1.18,0.84,0.17,3.37,0.51,0.67,0,2.19,2.02,1.18,0,83.72,10.95
220790N18-B,22,079,0N18-B,611.08,97.77,15.36,5.06,3.32,0.35,2.97,195.18,64.47,204.84,51.07,35.61,17.11,4.36,1.74,1.05,53.6,31.64,6.82,16.74,2.44,1.74,0.35,6.97,1.22,1.57,0,5.07,4.18,2.44,0,189.31,24.8
220810001-1,22,081,0001-1,226.79,48.8,2.4,0,1.83,1.22,3.65,91.92,4.45,79.34,5.06,16.71,4.51,2.56,0.61,0,61.27,5.08,0.87,5.49,0,0,0,1.28,0.25,0.13,0,1.22,1.22,0,0.61,101.29,35.09
220810001-2,22,081,0001-2,339.71,47.77,9.68,0,1.17,0.78,2.49,139.91,5.69,116.58,6.29,24.27,6.7,3.51,0.39,0,69.19,6.22,4.14,3.52,0,0.07,0,1.72,3.75,1.94,0,0.78,0.78,0,0.39,141.11,44.77
220810002-1,22,081,0002-1,286.23,41.43,0.94,0,2.82,0,0,113.93,7.53,108.28,16.95,16.01,10.36,0,0,0,53.67,0,2.82,1.88,0,0,0,0,0,1.88,0,1.88,0,0,0,139.35,20.71
220810002-3,22,081,0002-3,358,11,4,0,0,1,0,128,24,112,20,26,7,0,0,0,57,0,0,0,0,0,0,0,0,0,0,2,0,0,1,175,9
220810003-1,22,081,0003-1,256.23,70.79,1,2.99,0,0,0,92.72,9.97,100.7,4.99,12.96,3.99,1,1,0,91.73,5.98,2.99,0,0,0,0,1,1,0,0,0,0,0,0,120.64,29.91
220810003-2,22,081,0003-2,204,46,0,0,0,0,0,75,12,82,11,11,3,0,0,0,43,3,0,4,0,0,0,1,0,0,0,0,0,0,0,102,16
220810003-3,22,081,0003-3,116,29,1,0,0,0,2,26,3,51,3,10,3,3,0,0,32,3,3,0,0,0,0,0,0,0,0,0,0,0,0,57,9
220810004-1,22,081,0004-1,52.49,157.46,2.54,0,0,0,1.69,20.32,6.77,25.4,0,0.85,2.54,0,0,0,91.43,21.16,5.08,4.23,0,3.39,0,0,0,0,0,4.23,0,0,0,22.86,75.35
220810004-2,22,081,0004-2,81.48,85.45,2.98,2.98,0,0,0,26.83,4.97,40.74,0,4.97,0,0,0,0,77.5,5.96,3.97,0,0,0,0,0,0,0,0,0,0,0,0,36.76,52.66
220810004-3,22,081,0004-3,0.71,202.52,1.03,0.05,0,0,5.02,1.27,0.08,2.29,0.02,0.03,0.03,0.01,0.02,0,145.26,12.25,8.14,9.14,2.01,0.03,2,3.04,0.05,1,0.01,5.05,0,2.04,0,5.44,135.01
220810004-5,22,081,0004-5,10.13,35.4,0.05,0,3,0,2.04,11.44,0.15,5.55,0,0.02,0.05,0,0,0,19.97,3.46,0.11,2.09,0,0.07,0,0,1,0,0,0.09,0,0,0,5.49,23.63
220810005-1,22,081,0005-1,46.38,108.41,2.99,0,0,0,0.07,19.1,1.25,17.39,1.92,1,0.11,0.96,0,0,87.38,9.53,4.05,4.98,0,0.14,0,0,0,0,0,2.1,0,0,0,23.05,41.58
220810005-2,22,081,0005-2,68.76,335.55,3.07,4.95,0,0,1.98,26.36,7.96,28.25,2.04,3,2.97,1.03,1.98,0,215.97,24.08,13.02,13.06,0.99,2.97,0,3.96,4.95,0.01,0.99,5.02,0.01,3.96,0,42.28,190.64
220810006-1,22,081,0006-1,13.96,263.23,2.99,0,0,0,0,12.96,3.99,5.98,0,0,0,3.99,0,0,177.48,17.95,9.97,13.96,0,0,0,0,0,4.99,0,2.99,1.99,0,0,2.99,137.6
220810006-2,22,081,0006-2,26,213,0,0,3,0,0,6,3,13,5,5,2,1,0,0,143,22,6,2,0,1,0,0,1,1,0,3,0,0,0,14,83
220810007-1,22,081,0007-1,79,43,3,0,0,1,0,26,1,30,0,1,2,0,0,0,48,6,1,2,0,0,0,0,0,0,0,1,1,0,0,42,28
220810007-2,22,081,0007-2,81,35,5,0,0,0,0,14,5,40,2,3,2,0,0,0,38,7,0,4,0,0,0,0,0,0,0,0,0,0,0,42,24
220810007-3,22,081,0007-3,128,143,4,0,0,0,0,33,7,35,6,14,2,1,1,0,116,18,2,3,0,2,1,0,0,0,1,0,1,0,0,64,83
22083000001,22,083,000001,431.04,32.81,2.29,0.99,0,3.27,0.21,140.44,43.08,118.88,17.91,38.75,15.47,4.36,0.32,1.19,19.43,27.94,1.2,3.6,0.42,0,0,4.15,0,0,0,1.97,1.97,0,0,186.01,7.24
22083000002,22,083,000002,418.71,63.66,3.99,0.02,2.96,0,1.97,182.67,27.17,111.68,16.08,35.93,8.03,0.04,1.97,0,51.79,19.99,3,4.93,0,0,0.99,3.97,0,0.02,0,0.02,0.99,0.99,0,201.83,29.97
22083000003,22,083,000003,241.91,120.89,2.22,0.12,0.02,0,1,100.6,15.49,68.82,15.15,17.28,6.46,1.21,1.99,0,81.53,34.15,2.22,5.48,0,0.03,0.01,0.12,0,0.12,0,1.05,0.01,0.04,0,117.01,63.28
22083000004,22,083,000004,644.08,144.65,6.82,3.89,0,0,0.01,232.51,76.86,149.46,37.13,69.18,14.66,6.81,0.02,0,92.92,42.06,6.8,15.56,0,0.97,0,2.91,0,3.88,0,1.97,0,0.98,0,308.48,53
22083000008,22,083,000008,381,57,2,4,0,0,0,166,65,86,17,29,6,1,0,0,30,17,2,6,0,0,0,0,2,0,0,1,0,0,0,221,22
22083000010,22,083,000010,62.53,10.06,1.01,0.02,0,0.01,0.01,28.31,7.03,22.13,5.02,6.04,2.02,0.02,0,0,5.04,3.65,0.07,0.11,0,0,0.01,1,0,0,0,0.03,0.01,0,0,36.16,2.88
22083000011,22,083,000011,473,25,7,2,5,3,0,248,35,102,10,35,14,3,2,0,14,8,0,8,0,0,1,0,4,0,0,1,0,1,0,211,9
22083000012,22,083,000012,711.93,46.11,8.65,1.96,0.95,1.91,0.02,293.88,108.97,134.35,37.25,47.84,17.32,2.86,3.81,2.86,43.73,22.97,2.08,3.14,0.02,0.05,0.02,0.97,2.86,0,0.03,1.95,0,0.02,0,301.57,17.76
22083000013,22,083,000013,124.34,647.58,2.98,9.95,0,0,3.98,65.65,20.89,27.85,4.97,16.91,7.96,0,0,0,287.48,145.23,33.82,53.72,2.98,4.97,3.98,3.98,0,0,4.97,8.95,0,2.98,0,63.66,222.82
22083000017,22,083,000017,353,107,6,2,0,0,3,150,40,74,17,25,10,3,6,0,71,34,1,10,0,1,0,0,0,0,0,6,0,0,0,184,59
22083000018,22,083,000018,119,497,6,5,0,2,5,64,28,31,3,14,6,2,0,0,223,112,34,32,3,5,0,2,0,0,0,12,0,3,2,34,210
22083000023,22,083,000023,116.2,6.25,1.05,0.01,0.01,0.01,0,51.73,10.64,33.79,5.22,4.28,0.1,0.02,0.02,0.02,6.25,3.13,1.01,2.02,0,0,0,0.01,0.02,0,0,0.01,1,0,0,62.78,1.1
22083000025,22,083,000025,245.52,28.28,0.04,0,2.98,0,0.98,90.87,39.24,65.52,13.83,11.12,4.09,0.98,1.96,0.98,27.67,8.4,0.04,2.05,0,0,0,0,0,0,0,0.98,0,0,0,111.92,14.94
22083000026,22,083,000026,164.21,18.6,3,0,0.06,0,0.02,59.89,23.85,41.4,5.3,14.23,0.09,0.02,0.04,0.02,10.6,11.17,1,5.04,0,0,1,2,0,0,0,1.02,0,0,0,57.36,11.32
22083000027,22,083,000027,419.64,43.71,6,1,1,0,1,191.95,18.91,86.42,28,41.13,14,2,6,0,28.44,13.44,4.51,3.51,0,1.38,1,1,0,0,0,2.13,0,0.13,1,195.2,16.71
22083000028,22,083,000028,78,3,0,0,0,0,0,41,2,17,3,4,0,1,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,34,0
22083000030,22,083,000030,125.26,19.12,0.96,0,0.96,0,0,82.23,1.91,20.08,2.87,7.65,3.82,0,0,0,5.74,12.43,0.96,1.91,0,0,0,0,0,0,0,0,0,0,0,71.72,5.74
22083000031,22,083,000031,214,73,1,1,0,2,0,116,26,38,0,17,1,1,0,0,49,17,5,3,0,0,0,0,0,0,0,1,0,0,0,118,44
22083000032,22,083,000032,354,149,1,1,1,0,0,155,30,64,28,22,7,5,8,0,96,37,5,15,0,0,0,6,2,0,0,5,0,1,1,128,63
22083000033,22,083,000033,69,669,0,1,0,0,1,47,8,23,2,4,7,3,8,0,342,139,37,52,2,1,1,4,2,0,0,6,2,1,1,28,278
22083000034,22,083,000034,441,207,4,1,4,0,1,177,51,145,21,18,4,2,0,1,123,59,13,6,0,1,0,5,0,3,0,6,3,2,0,225,81
22083000035,22,083,000035,115,196,0,0,1,0,0,63,5,18,10,8,0,1,0,3,98,43,12,5,6,2,0,4,0,0,0,7,0,0,1,43,87
2208300012A,22,083,00012A,13.17,6.59,0.82,0,0,0,0,11.52,0,4.12,0,0,0,0,0,0,3.29,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,7.41,3.29
220850001-1,22,085,0001-1,341,10,0,3,2,1,0,105,16,154,6,22,8,0,0,0,18,2,2,0,0,0,0,0,0,0,0,0,0,0,0,179,5
220850001-2,22,085,0001-2,300,46,4,2,2,0,0,93,25,144,18,9,7,1,0,0,33,11,5,4,0,0,0,0,2,0,0,0,0,0,0,143,31
220850001-3,22,085,0001-3,242,64,3,1,2,0,0,82,10,107,16,11,1,1,0,0,30,23,7,4,0,0,0,0,2,0,0,1,0,1,0,159,44
220850002-1,22,085,0002-1,384,25,6,1,0,0,2,99,60,153,24,22,5,5,0,0,20,5,1,9,0,0,0,3,0,0,0,1,0,0,0,159,12
220850002-2,22,085,0002-2,132.56,6.57,0.83,1.19,0.17,0,0.17,26.92,4.62,63.24,23.46,6.66,1.63,1.64,0,0,5.33,1.47,1.47,0.17,0,0.39,1.09,0,2,0.19,0.58,0.36,0,0.09,0,74.26,8.25
220850002-3,22,085,0002-3,70,4,0,0,0,1,0,14,0,32,4,13,1,0,3,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,26,0
220850002-4,22,085,0002-4,106.29,50.1,0,0,1.1,0,0,41.33,3.67,47.05,4.19,4.1,0.57,1,0,0,31.9,10.19,4.1,1.29,0.1,1.1,0,0.19,0,1,0,0,3,0,0,55.29,28.24
220850002-5,22,085,0002-5,135.71,19.9,0,0,0.9,0,0,50.67,6.33,66.95,1.81,0.9,5.43,0,0,0,18.1,1.81,0.9,2.71,0.9,0.9,0,1.81,0,0,0,0,0,0,0,59.71,11.76
220850002-6,22,085,0002-6,421.14,24.43,4.04,1,1,0,0,133.86,29,170.25,39.17,18.39,8.04,3,0,0,20.47,7,0.04,0,0.04,0,0,2.17,0,0,0,0,1,1,0,230.89,15.17
220850003-2,22,085,0003-2,371,13,3,1,3,3,2,127,20,159,16,25,8,1,2,0,17,6,0,4,0,0,1,2,0,0,0,0,0,0,0,167,5
220850003-4,22,085,0003-4,131.14,7.05,0,1,0,0,2,42.05,15,64.06,2,5.01,5,1,0,0,7.04,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,45.07,2.03
220850003-6,22,085,0003-6,170.3,13.17,3.76,0,0,0.94,0,73.39,11.29,54.57,8.47,14.11,3.76,3.76,0,0,12.23,1.88,3.76,0,0,0,0,0,0,0,0,0,0,0,0,91.26,10.35
220850003-7,22,085,0003-7,87.41,4.97,0.99,0,0,0,0,29.8,3.97,51.65,1.99,0.99,0,0.99,0,0,0.99,0.99,0,0.99,0,0,0,0,0,0,0,0,0,0,0,50.66,3.97
220850004-1,22,085,0004-1,145.05,456.29,5.24,1,3,1.06,3,56.6,13.33,71.44,9.37,7.72,10.85,1.24,0,0,224.99,115.34,24.24,13,1,1,5,4,1,0,0,4,0,1,0,73.52,144.89
220850005-3,22,085,0005-3,150,37,3,3,0,0,2,45,6,85,6,7,4,1,0,2,18,11,0,0,0,0,0,3,0,0,0,1,0,3,0,61,10
220850005-5,22,085,0005-5,228,23,0,0,1,0,0,57,10,97,13,18,4,0,2,0,26,4,4,0,0,0,0,2,0,1,0,0,0,0,0,132,4
220850005-8,22,085,0005-8,142,65,4,0,1,0,0,60,0,58,3,12,2,0,0,0,35,12,6,6,1,0,0,1,1,0,0,0,1,0,0,81,18
220850006-2,22,085,0006-2,571,63,5,3,0,0,2,174,52,186,28,35,16,1,0,0,69,10,2,7,0,0,0,1,3,0,0,7,0,1,0,230,23
220850006-3,22,085,0006-3,378,56,4,0,0,0,3,115,19,129,7,29,8,3,0,2,69,8,6,6,0,0,1,1,1,1,2,7,0,2,0,148,26
220850006-4,22,085,0006-4,77,7,1,1,0,0,0,20,3,14,2,5,1,1,0,0,16,5,3,3,0,0,0,1,0,0,0,2,0,0,0,11,5
220850007-1,22,085,0007-1,174,8,4,1,1,0,0,46,12,61,7,15,9,3,0,0,15,5,0,0,0,0,0,0,0,1,0,1,1,0,0,66,6
220850007-2,22,085,0007-2,289.84,34.98,5.03,0.03,0,1.03,2.1,104.14,19.42,99.11,15.23,13.29,5.2,4.1,0,0,40.88,6.13,3.07,3.03,0,1.03,0,0,0,0,0.03,1.1,0,0,0,113.98,18.26
220850007-3,22,085,0007-3,233,11,1,0,0,1,0,74,17,100,3,13,3,0,2,0,22,1,0,0,0,0,0,0,1,0,0,0,0,0,0,95,5
220850007-4,22,085,0007-4,224,14,4,0,0,0,0,63,4,75,13,17,12,3,0,0,24,4,3,3,0,0,2,0,1,1,0,0,0,0,0,78,8
220850007-5,22,085,0007-5,280,8,5,1,0,3,3,88,12,141,12,8,3,0,0,0,26,1,1,1,0,0,0,1,0,0,0,0,1,0,0,142,6
220850008-1,22,085,0008-1,232.01,23.05,0.77,0.77,0,0.77,2.3,97.57,9.99,96.8,5.38,6.91,4.61,2.3,0,0,20.74,3.07,1.54,0.77,0,0.77,0,0,0,0,0.77,2.3,0,0,0,93.73,6.15
220850008-2,22,085,0008-2,280.55,314.74,9.2,0.2,1,1.2,4.09,111.86,6.85,100.38,4.9,16.05,8.7,1.6,0,0,231.65,40.8,7.4,23.2,0,3.2,1.25,3.25,0,1,0.2,3.6,1,1,2,68.62,78.09
220850009-1,22,085,0009-1,178,134,3,1,0,0,2,53,12,74,6,7,8,0,0,0,84,13,5,7,0,0,0,0,1,0,0,7,0,1,0,71,50
220850009-2,22,085,0009-2,239,33,3,1,0,1,2,67,20,94,7,21,12,2,0,0,35,4,1,0,0,0,0,1,0,0,0,1,0,0,0,102,19
220850009-3,22,085,0009-3,300,45,3,0,3,0,0,114,12,108,15,26,3,4,0,0,30,11,3,3,0,2,0,1,0,0,0,0,4,1,0,162,18
22085002-2A,22,085,002-2A,129.89,10.98,2.74,0,1.83,0,1.83,43.91,11.89,51.22,6.4,3.66,0.91,2.74,0,0,6.4,0.91,0.91,1.83,0,0,0.91,0,0,0,0,1.83,0,0.91,0,83.24,5.49
22085002-4A,22,085,002-4A,69.86,9.57,0.96,0,0,0,0,19.14,0,27.75,3.83,8.61,0.96,0,0,0,10.53,0,0.96,0,0.96,0,0,3.83,0,0,0,0,0,0,0,42.11,3.83
22085002-6A,22,085,002-6A,331,17,3,0,0,3,4,96,22,143,18,21,7,1,0,0,23,6,1,3,0,0,1,0,0,0,0,2,2,0,0,181,14
22085003-6A,22,085,003-6A,8.94,1.56,0,0,0,0,0,3.11,0.39,1.17,1.17,1.17,0.39,0,0,0,0.78,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,7.39,0.78
22085003-7B,22,085,003-7B,19,4,0,0,0,0,0,3,0,10,2,3,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
22085003-7X,22,085,003-7X,0.3,0.02,0,0,0,0,0,0.1,0.01,0.18,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.01
22085005-8A,22,085,005-8A,178,20,4,0,1,0,2,47,10,81,12,8,5,1,2,0,22,4,1,3,0,0,0,1,0,0,0,1,1,0,0,107,5
22085006-4A,22,085,006-4A,115.74,12.97,1,0,0,0,0,46.9,3.99,35.92,2.99,2.99,2,0,0,0,19.96,0,0,1,0,0,0,0,0,0,1,1,1,0,0,38.91,1
