GEOID,G18DELDNOR,G18DELRRIM,G18DELLMAJ,G18DELGSTR,G18DELICHE,G18DELOWRI,G18MAYDBOW,G18MAYLMOU,G18MAYGWIL,G18MAYICAN,G18MAYOWRI,G18ATGDRAC,G18ATGLHEN,G18ATGOWRI,G18CHADMEN,G18CHALBIS,G18CHAOWRI,G18COUDBON,G18COURCHI,G18COUGSCH,G18COUIREE,G18COUISIL,G18COUILEW,G18COUOWRI,G18HALDGAR,G18HALOWRI,G18USSDBRO,G18USSGORY,G18USSOWRI
110010078043003,33.5,0.2,0.3,0.5,1,0.1,28.4,0.8,1.9,3.5,1.1,33.1,1.4,0.2,33.2,1.9,0.2,29.8,0.6,3.2,10.1,4.8,1.5,0.3,32.8,0.6,31.7,2.8,0.3
110010099061007,106.1,1.5,0.8,1.3,2.5,0.5,86.2,2.5,5.9,11.8,4.4,105.7,3.9,0.3,104.2,5.2,1.2,93.8,2.6,8.3,29.7,12.4,3.9,1.4,104.4,1.4,102,7.2,0.6
110010078043014,49.7,0.3,0.5,0.7,1.5,0.2,42.2,1.2,2.8,5.2,1.6,49.2,2.1,0.2,49.3,2.8,0.3,44.3,0.9,4.8,15.1,7.1,2.2,0.5,48.8,0.9,47.1,4.2,0.4
110010102002029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010073011086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010062021167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010071001011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010034002000,356,3.9,4.8,8.7,7.7,1.9,319.4,6.7,28.9,19.3,7.7,358.5,19.3,1,345,27,5.3,310.8,8.7,39.5,93.5,97.3,14,5.8,354.6,7.2,330.5,41.9,3.4
110010062021035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010062021037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010106002055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010102002005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010110003000,128.6,6.3,3.1,6.9,4.8,0.8,111.9,5.7,16.3,9.2,4.4,135.3,10.8,0.6,128.6,14.1,3.2,100.5,8.5,20.3,32.4,60.5,7.5,1.3,129.4,4.4,114.7,24.7,1.5
110010102001014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010102001013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010105002028,435.5,21.4,8.3,23,15,2.5,376.1,18.4,53.9,38,12.6,452.6,43.8,3.1,436.1,49.9,10.1,348.8,29.7,60,104.1,199.1,20.2,8.9,446.2,14.1,393.5,79.6,7.7
110010102002042,174,14.5,5.3,8.6,5.4,0.8,156.7,8.3,16.8,18,4.6,185.4,18.4,1.7,176.5,22.7,3.3,142.2,18.3,24.6,39.5,81.4,10,3.5,181,6.2,159.1,32.1,4.4
110010110001000,35.4,1.7,0.9,1.9,1.3,0.2,30.8,1.6,4.5,2.5,1.2,37.2,3,0.2,35.4,3.9,0.9,27.7,2.3,5.6,8.9,16.6,2.1,0.4,35.6,1.2,31.6,6.8,0.4
110010105001004,65.6,3.2,1.2,3.5,2.3,0.4,56.7,2.8,8.1,5.7,1.9,68.2,6.6,0.5,65.7,7.5,1.5,52.6,4.5,9,15.7,30,3,1.3,67.2,2.1,59.3,12,1.2
110010073011009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010110002010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010105002025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010105001007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010064001001,51.1,2.5,1.2,2.8,1.9,0.3,44.5,2.3,6.5,3.7,1.8,53.8,4.3,0.2,51.2,5.6,1.3,40,3.4,8.1,12.9,24.1,3,0.5,51.5,1.7,45.6,9.8,0.6
110010064001008,78.9,3.9,1.9,4.3,2.9,0.5,68.6,3.5,10,5.7,2.7,83,6.6,0.4,78.9,8.6,1.9,61.7,5.2,12.5,19.9,37.1,4.6,0.8,79.4,2.7,70.4,15.2,0.9
110010072001027,35.7,5.6,1,1.2,1.1,0.6,32.9,3,3,4,1.6,37.6,5.7,0.6,36.9,5.7,1.2,27.8,6.7,3.7,7.7,16.6,2.1,0.6,37,2.6,33.5,6.2,2
110010072001024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010072001007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010072002058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010078082014,70.2,0.5,0.8,1.1,1.4,0.3,58,1.6,5.7,5.1,2.3,68.4,3.2,0.3,66.1,4.7,0.8,60.6,1.3,6.5,19.6,7,2.6,0.8,67.9,0.8,66.8,4.6,0.3
110010062021093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010075032001,103.5,1.9,1.3,2.4,2.7,0.6,84.2,3.1,9.7,8.7,4.8,104.4,4.6,0.7,101.5,6.7,1.6,84.9,3,9.5,35.5,20,3.2,1.9,102.9,1.8,96.3,12.2,1.4
110010076053002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010076013010,20.4,0.4,0.2,0.6,0.4,0.1,16.7,0.6,2.1,1.5,0.7,19.9,1.1,0.1,20.2,1.2,0.4,18,0.8,2.1,5.5,3.8,0.8,0.2,20.1,0.3,18.9,2.3,0.2
110010075041003,13.1,0.2,0.2,0.3,0.3,0.1,10.6,0.4,1.2,1.1,0.6,13.2,0.6,0.1,12.8,0.9,0.2,10.7,0.4,1.2,4.5,2.5,0.4,0.2,13,0.2,12.2,1.5,0.2
110010076051008,28.9,0.5,0.3,0.7,0.9,0.1,23.8,0.8,2,2.8,1.5,29.4,1.3,0.2,28.8,1.8,0.4,25.6,0.8,2.4,8.1,4.6,1.2,0.5,29.3,0.6,28,2.3,0.5
110010076051009,18.4,0.3,0.2,0.5,0.6,0.1,15.2,0.5,1.2,1.8,0.9,18.7,0.8,0.1,18.4,1.2,0.2,16.3,0.5,1.6,5.2,2.9,0.8,0.3,18.7,0.4,17.8,1.5,0.3
110010089031016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010079031007,18.3,0.8,0.6,0.8,0.4,0.4,15.3,1.1,1.9,1.6,0.8,18.6,1.8,0.1,18.2,1.9,0.4,15,1.2,2.5,4.3,7,0.9,0.3,17.8,1,16.5,2.9,0.8
110010079031017,5.2,0.2,0.2,0.2,0.1,0.1,4.4,0.3,0.5,0.4,0.2,5.3,0.5,0,5.2,0.5,0.1,4.3,0.3,0.7,1.2,2,0.3,0.1,5.1,0.3,4.7,0.8,0.2
110010068041003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010079031013,4.9,0.2,0.2,0.2,0.1,0.1,4.1,0.3,0.5,0.4,0.2,5,0.5,0,4.9,0.5,0.1,4,0.3,0.7,1.2,1.9,0.2,0.1,4.8,0.3,4.4,0.8,0.2
110010068041012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010068041019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010068041015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010018042004,4.5,0.1,0,0.2,0.1,0,4,0.1,0.4,0.3,0.2,4.5,0.2,0,4.4,0.3,0.1,4,0.2,0.5,1.1,1.3,0.2,0.1,4.4,0.1,4.2,0.5,0
110010018042010,1.7,0,0,0.1,0,0,1.5,0,0.1,0.1,0.1,1.8,0.1,0,1.7,0.1,0,1.5,0.1,0.2,0.4,0.5,0.1,0,1.7,0,1.6,0.2,0
110010018043007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010036003001,84.6,2.6,1.6,3.7,2.1,0.3,69.9,2.7,10.2,6.4,4.1,87.8,4.9,0.2,82.2,7.4,2.9,63.9,3.7,13.4,20,39.3,3.7,0.9,84.4,2,74.4,15.7,0.8
110010042021004,0.7,0,0,0,0,0,0.7,0,0.1,0.1,0,0.8,0.1,0,0.7,0.1,0,0.5,0.1,0.1,0.1,0.5,0,0,0.7,0,0.6,0.2,0
110010043001003,228.4,10.5,6.7,9.8,4.4,1.9,196.3,9,22.5,15.7,12.4,238.9,17.2,1.5,221.2,24.7,8.8,162.2,15.7,30.7,47.9,132.7,8.3,2.9,224.4,8.1,199.5,39.9,5.3
110010043002003,57.2,3.6,2.3,3,1.3,0.4,51,2.9,6.9,3.6,2.6,60.5,5.5,0.3,56.8,6.6,2.6,41.7,4.6,8.3,9.9,35.6,2.4,1.1,58.2,2.4,50.1,11.8,1.3
110010043001006,150.7,6.9,4.4,6.5,2.9,1.3,129.5,5.9,14.8,10.4,8.2,157.6,11.3,1,145.9,16.3,5.8,107,10.4,20.2,31.6,87.6,5.5,1.9,148,5.3,131.6,26.3,3.5
110010036003003,192.2,5.6,3.6,8.1,3.7,1.5,162,7.6,19.2,14.1,9.3,196.5,12.6,0.5,184.1,17.6,7.4,139.6,9.6,28.6,41.3,93.4,8,2.2,185.9,5.6,165.3,36.3,2.3
110010044001007,42.4,2,1.2,1.8,0.8,0.4,36.5,1.7,4.2,2.9,2.3,44.4,3.2,0.3,41.1,4.6,1.6,30.1,2.9,5.7,8.9,24.7,1.5,0.5,41.7,1.5,37.1,7.4,1
110010050012002,112.9,6.8,3.7,5.5,2.7,1.2,100.1,4.8,11.5,7.4,5.6,117.3,11.4,0.9,110.6,13.3,4.3,81.4,9.4,16.2,23.6,67.1,3.9,1.9,112.1,4.4,99.5,19.9,3.2
110010021011012,127.1,2.4,2.4,5.2,3,0.9,106.3,4,13.9,9.1,5.9,131.8,5.8,0.2,126.9,8.2,2.3,109.7,3.5,19.2,36.3,42.6,6.9,1.5,127.3,3.2,115.9,17.7,1.5
110010021011010,55,1,1,2.2,1.3,0.4,46,1.7,6,3.9,2.6,57,2.5,0.1,54.9,3.5,1,47.5,1.5,8.3,15.7,18.4,3,0.7,55.1,1.4,50.2,7.7,0.7
110010019011008,26.6,0.5,0.5,1.1,0.6,0.2,22.3,0.8,2.9,1.9,1.2,27.6,1.2,0,26.6,1.7,0.5,23,0.7,4,7.6,8.9,1.4,0.3,26.7,0.7,24.3,3.7,0.3
110010033011004,131.1,4.1,2.9,7.9,3.4,1.1,108,5.2,18.3,10.1,6.6,137.7,8.9,1.1,127.1,12.9,5.7,100.2,5.7,18.2,29.7,65.6,5.8,1.5,129.3,5.1,115.4,25.3,2.2
110010033021001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010033021002,35.1,0.8,0.7,1.8,0.8,0.4,28.4,1.1,4.5,3.1,1.9,36.7,2.3,0.2,33.9,3.4,1.3,25.8,1.2,4.6,7.8,17.5,1.6,0.5,35.1,0.8,31.2,6.4,0.5
110010087012003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010087011005,7.2,0.2,0.2,0.4,0.2,0,5.9,0.3,0.8,0.6,0.4,7.4,0.6,0,7,0.8,0.2,5.7,0.3,1,1.7,3,0.4,0.1,7.1,0.3,6.5,1.3,0.1
110010087012005,23.5,0.8,0.6,1.2,0.5,0.1,19.4,1,2.6,2,1.3,24.1,2,0.1,22.9,2.5,0.8,18.6,1.1,3.1,5.7,9.7,1.2,0.4,23.3,0.9,21.3,4.1,0.4
110010087012001,63.4,2.1,1.7,3.2,1.5,0.3,52.3,2.7,7.1,5.5,3.6,64.9,5.4,0.3,61.7,6.7,2.1,50.2,3,8.4,15.4,26.2,3.3,1,62.8,2.4,57.4,11.2,1.1
110010087022008,35.3,1.1,0.9,1.8,0.8,0.2,29.1,1.5,3.9,3.1,2,36.2,3,0.2,34.3,3.7,1.2,27.9,1.7,4.7,8.6,14.6,1.8,0.6,35,1.3,31.9,6.2,0.6
110010087011008,26.8,0.9,0.7,1.4,0.6,0.1,22.1,1.1,3,2.3,1.5,27.4,2.3,0.1,26.1,2.8,0.9,21.2,1.3,3.6,6.5,11.1,1.4,0.4,26.5,1,24.3,4.7,0.5
110010008021002,4.8,0.7,0.2,0.2,0.1,0,4.7,0.4,0.4,0.3,0.1,5.1,0.7,0,5.1,0.7,0.1,3.4,0.8,0.7,1.4,2.4,0.2,0.1,4.7,0.3,4.2,1,0.2
110010008022015,35.3,4.9,1.2,1.3,0.9,0,34.5,2.8,3.2,1.9,0.5,37,5.3,0.3,37,5.1,0.5,24.4,5.6,5,10.4,17.8,1.7,0.4,34.5,2.1,30.8,7.1,1.5
110010002024013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010095091002,58.5,0.8,0.6,1.4,1.6,0.3,49.8,1.2,4.5,4.4,2.4,59.4,2.7,0.2,57.1,4.2,1,50.4,1.6,5.5,16,17.5,3.4,0.7,57.4,0.9,53.2,7.5,0.5
110010095041007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010095041008,10,0.4,0.2,0.6,0.4,0.1,7.9,0.3,1.4,0.8,0.9,10.6,0.7,0.1,9.8,1,0.5,8,0.7,1.8,2.6,5.5,0.6,0.3,10,0.4,8.5,2.3,0.2
110010095041018,18.4,0.7,0.4,1,0.7,0.3,14.6,0.6,2.7,1.5,1.7,19.6,1.3,0.1,18.1,1.9,0.9,14.7,1.2,3.4,4.8,10.2,1.2,0.5,18.5,0.8,15.7,4.3,0.4
110010095033010,11.5,0.5,0.2,0.7,0.4,0.2,9.1,0.4,1.7,0.9,1.1,12.2,0.8,0.1,11.3,1.2,0.6,9.2,0.8,2.1,3,6.4,0.7,0.3,11.6,0.5,9.8,2.7,0.2
110010095033007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010095031013,37,0.8,0.6,1,1.6,0.3,31.2,0.8,3.4,2.8,2.2,37.7,1.9,0.3,36,3,1.1,31.6,1.4,4.3,10.9,13.7,2.1,0.7,36.2,1,33.9,4.8,0.5
110010094004014,1.1,0,0,0,0,0,0.9,0,0.1,0.1,0.1,1.1,0,0,1.1,0.1,0,0.9,0,0.1,0.3,0.4,0.1,0,1.1,0,1,0.1,0
110010095032013,11.5,0.5,0.2,0.7,0.4,0.2,9.1,0.4,1.7,0.9,1.1,12.2,0.8,0.1,11.3,1.2,0.6,9.2,0.8,2.1,3,6.4,0.7,0.3,11.6,0.5,9.8,2.7,0.2
110010094002001,7,0.1,0.1,0.3,0.2,0.1,6,0.1,0.7,0.5,0.4,7.2,0.3,0,6.9,0.5,0.2,5.9,0.2,0.8,2.2,2.6,0.3,0.1,6.9,0.1,6.4,0.9,0.1
110010092011002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010092032001,33,1.2,0.7,1.3,0.9,0.2,27.1,1.2,3.6,2.6,2,33.9,2.4,0.2,31.9,3.1,1.1,26,1.8,4,7.5,13.5,1.6,0.3,32.5,0.9,29.9,5.1,0.5
110010092042001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010092011014,56.5,2,1.3,2.2,1.5,0.3,46.5,2.1,6.2,4.5,3.4,58,4.2,0.3,54.6,5.2,1.8,44.5,3.2,6.8,12.9,23,2.7,0.5,55.7,1.5,51.2,8.8,0.9
110010093012006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010092011016,26,0.9,0.6,1,0.7,0.2,21.4,1,2.8,2.1,1.6,26.7,1.9,0.1,25.1,2.4,0.8,20.5,1.5,3.1,5.9,10.6,1.3,0.2,25.6,0.7,23.6,4.1,0.4
110010093012022,12.7,0.5,0.2,0.7,0.4,0.1,10.2,0.5,1.8,1,0.6,13.2,0.9,0.1,12.2,1.3,0.5,9.2,0.6,1.7,3.3,6.7,0.5,0.2,12.8,0.2,11.2,2.4,0.2
110010093021005,34.7,1.3,0.7,1.9,1.1,0.3,27.8,1.3,5.1,2.8,1.7,36.3,2.5,0.2,33.4,3.6,1.5,25.3,1.7,4.8,8.9,18.4,1.4,0.4,34.9,0.7,30.6,6.7,0.5
110010104002009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010087022003,40.5,1.3,1.1,2.1,0.9,0.2,33.5,1.7,4.5,3.5,2.3,41.5,3.5,0.2,39.4,4.3,1.3,32.1,1.9,5.4,9.8,16.7,2.1,0.7,40.1,1.5,36.7,7.1,0.7
110010093021017,20.2,0.7,0.4,0.8,0.5,0.1,16.6,0.7,2.2,1.6,1.2,20.7,1.5,0.1,19.5,1.9,0.6,15.9,1.1,2.4,4.6,8.2,1,0.2,19.9,0.6,18.3,3.2,0.3
110010091022019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010091022014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010073041008,170.5,1.8,2.7,4.3,5.9,1,135,5.1,15.1,18.4,9.6,170.3,9.4,1.4,167,12.4,3.9,147,4.7,18.4,59.3,31,7.5,4.7,170.3,3.3,166.4,13.3,2.4
110010096042009,58.2,0.3,0.9,0.9,1.8,0.3,44.7,1.9,5.3,4.8,4.8,59.6,2,0.1,57.4,3.6,0.6,51.8,1.3,5.8,18.4,12.4,2.3,0.5,58.7,0.9,56.2,4.9,0.5
110010096041004,46,0.3,0.7,0.7,1.4,0.2,35.4,1.5,4.2,3.8,3.8,47.2,1.6,0.1,45.4,2.8,0.4,40.9,1,4.6,14.5,9.8,1.8,0.4,46.5,0.7,44.5,3.9,0.4
110010077082000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010096042007,37,0.2,0.6,0.6,1.1,0.2,28.4,1.2,3.4,3.1,3.1,37.9,1.3,0,36.5,2.3,0.4,32.9,0.8,3.7,11.7,7.9,1.5,0.3,37.4,0.6,35.8,3.1,0.3
110010076042002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010076042019,14.2,0.2,0.2,0.4,0.4,0.1,12,0.3,1.2,1.1,0.7,14.3,0.7,0,13.8,1.2,0.1,12.1,0.4,1.1,4.5,3.1,1.3,0.1,13.8,0.2,13.4,1.4,0.1
110010077091013,19.1,0.2,0.2,0.3,0.4,0,15.9,0.4,1.3,1.6,0.5,18.7,0.8,0.1,18.5,0.8,0.1,16.9,0.4,1.8,4.6,2.1,0.6,0.3,18.7,0.2,18.4,1.2,0
110010077082007,35.2,0.3,0.3,0.5,0.7,0,29.4,0.7,2.3,3,1,34.4,1.4,0.1,34.1,1.6,0.2,31.1,0.8,3.3,8.4,3.9,1.1,0.5,34.4,0.5,33.9,2.3,0.1
110010077082014,34,0.3,0.3,0.5,0.6,0,28.4,0.7,2.2,2.9,1,33.3,1.4,0.1,33,1.5,0.2,30.1,0.8,3.1,8.1,3.8,1,0.5,33.3,0.4,32.8,2.2,0.1
110010099012008,38.9,0.9,0.2,0.8,1.2,0.7,33.9,0.5,3,2.7,1.8,40,1.6,0.3,37.8,2.8,1,34,1.3,3.3,14.4,9.3,2.3,0.8,38.7,0.9,37.3,3.1,0.6
110010099021013,24.9,0.3,0.1,0.4,0.7,0.1,20.8,0.5,1.6,2.2,1.1,24.8,0.7,0.1,24.1,1.3,0.4,20.4,0.6,1.8,7.7,5.6,1.4,0.3,24,0.4,23.1,2.4,0.2
110010099012004,15.3,0.4,0.1,0.3,0.5,0.3,13.4,0.2,1.2,1.1,0.7,15.8,0.6,0.1,14.9,1.1,0.4,13.4,0.5,1.3,5.7,3.6,0.9,0.3,15.3,0.3,14.7,1.2,0.2
110010076043001,23.5,0.6,0.1,0.5,0.7,0.4,20.5,0.3,1.8,1.6,1.1,24.2,1,0.2,22.9,1.7,0.6,20.6,0.8,2,8.7,5.6,1.4,0.5,23.4,0.5,22.6,1.9,0.3
110010076042013,12.5,0.2,0.1,0.3,0.4,0.1,10.5,0.3,1,1,0.6,12.6,0.6,0,12.1,1.1,0.1,10.7,0.3,1,3.9,2.7,1.1,0.1,12.1,0.2,11.8,1.3,0.1
110010076042012,7.3,0.1,0.1,0.2,0.2,0.1,6.2,0.2,0.6,0.6,0.3,7.4,0.4,0,7.1,0.6,0.1,6.3,0.2,0.6,2.3,1.6,0.6,0,7.1,0.1,6.9,0.7,0
110010076042022,8.6,0.1,0.1,0.2,0.3,0.1,7.3,0.2,0.7,0.7,0.4,8.7,0.4,0,8.4,0.7,0.1,7.4,0.2,0.7,2.7,1.9,0.8,0.1,8.4,0.2,8.1,0.9,0
110010056002001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010056001002,84.9,10.4,3.2,4.1,1.8,1.1,79.8,5.9,7.6,6.4,3.2,89.6,11.9,1.2,89.1,11.5,2.2,64.4,12.2,11.4,16.4,41.6,4.4,0.9,87.4,3.3,76.8,18.3,2.1
110010110003001,129.5,6.3,3.1,7,4.8,0.8,112.7,5.7,16.4,9.3,4.5,136.4,10.9,0.6,129.6,14.2,3.2,101.3,8.5,20.5,32.6,60.9,7.6,1.3,130.3,4.4,115.6,24.9,1.5
110010027014000,647.9,19.1,12.3,52.1,14,4.2,506.3,20.7,129.8,38.1,36.4,687.1,40.1,2.8,621.8,64.8,33.6,392.2,29.4,135.7,106.8,457.5,28.9,10.9,626.3,17.9,505.7,178.9,10.4
110010096021002,191.9,0.6,2.3,3.4,3.8,0,157.9,4,15.9,17.6,5.1,188.4,7.2,0.4,185.2,11.2,1.5,162.8,2.1,11.2,72.7,19.9,5.7,1.5,188.4,1.9,183.7,13.9,0.4
110010050022005,118.1,6.9,3.7,4.8,2.9,1,105.8,6,10,9,4.9,122.9,11.3,0.9,116.2,13.6,4,91.3,10,16,21.3,58.8,4.9,1.9,121.1,3.9,107.5,20.1,2.6
110010007011005,77.4,7.6,1.8,4.2,2.6,0.6,70.7,4.5,8.7,5.7,2.3,82.5,8.6,0.5,80.6,9.8,1.9,52,8.8,11.4,17.8,46.7,3.5,1,74.5,3,65.7,17.2,1.7
110010111001032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010072002046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010010012023,120,10.1,3.9,8.2,3.5,1.3,112.1,5.5,12.9,9.1,4.1,130.7,12.7,0.7,126.6,14.8,2.6,73.3,12.2,16.1,27.5,93.9,3.5,1.6,113.5,5,107.5,24.1,2.9
110010096042000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010050023003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010014012010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010026001016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010068041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010068041008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010023012004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010039002009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010092031002,99.9,3.1,2.2,6,2.6,0.8,82.3,4,13.9,7.7,5,105,6.8,0.8,96.9,9.8,4.4,76.4,4.4,13.9,22.6,50,4.4,1.2,98.5,3.9,87.9,19.3,1.7
110010055003011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010073011010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010078081000,7.3,0.1,0.1,0.1,0.2,0,6.2,0.2,0.5,0.7,0.3,7.3,0.3,0,7.2,0.5,0.1,6.5,0.1,0.7,2.4,1,0.4,0.1,7.3,0,7,0.6,0
110010078043017,2.1,0,0,0,0,0,1.7,0.1,0.2,0.2,0.1,2,0.1,0,2,0.1,0,1.8,0,0.3,0.6,0.3,0.1,0,2.1,0,2,0.2,0
110010099042003,15.1,0.2,0.1,0.2,0.4,0.1,12.3,0.4,0.8,1.7,0.6,15,0.5,0,14.8,0.7,0.2,13.3,0.4,1.2,4.2,1.8,0.5,0.2,14.9,0.2,14.5,1,0.1
110010099042000,1.6,0,0,0,0,0,1.3,0,0.1,0.2,0.1,1.6,0.1,0,1.6,0.1,0,1.4,0,0.1,0.5,0.2,0.1,0,1.6,0,1.6,0.1,0
110010078081005,94.7,0.6,1,1.5,1.8,0.4,78.2,2.2,7.7,6.8,3,92.2,4.3,0.5,89.2,6.3,1,81.7,1.8,8.8,26.5,9.5,3.5,1.1,91.5,1.1,90,6.2,0.4
110010099051002,30.6,0.4,0.2,0.4,0.7,0.1,24.9,0.7,1.7,3.4,1.3,30.5,1.1,0.1,30.1,1.5,0.3,27.1,0.8,2.4,8.6,3.6,1.1,0.4,30.1,0.4,29.4,2.1,0.2
110010077031005,44.6,0.3,0.4,0.7,1.5,0.1,35.9,1.4,3.4,4.5,2,44.5,1.9,0.2,44.5,2.2,0.3,39.2,0.6,3,12.7,4.7,1.3,0.4,43.7,0.7,43.5,3.1,0.2
110010077072007,27.4,0.4,0.3,0.4,0.7,0.2,23.5,0.6,1.9,2.2,1,27.9,0.8,0.1,27.4,1.3,0.4,24.7,0.6,2.2,9,4.5,1.2,0.5,27.2,0.5,26.4,1.8,0.3
110010099012024,23,0.3,0,0.5,0.7,0.3,19.7,0.2,1.5,1.7,1.5,23.9,0.5,0.2,22.5,1.5,0.6,20.4,0.7,2.2,7.7,6.4,1.4,0.3,22.9,0.6,21.6,2.4,0.5
