state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,pre_20_rep_tru,pre_20_dem_bid,uss_16_rep_blu,uss_16_dem_kan,uss_18_rep_haw,uss_18_dem_mcc,gov_16_rep_gre,gov_16_dem_kos,gov_20_rep_par,gov_20_dem_gal,atg_16_rep_haw,atg_16_dem_hen,atg_20_rep_sch,atg_20_dem_fin,sos_16_rep_ash,sos_16_dem_smi,sos_20_rep_ash,sos_20_dem_fal,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20
29,023,21,975,945,0,9,9,0,0,0,12,746,727,0,5,5,0,0,0,9,340.7,52.8,372.8,57.9,284.1,100,247.4,60,291.2,99.7,366.7,60,298.4,350.3,365.8,50.5,312.5,64.6,374,40.8,134.3,60,53.4,303.9,247.4,370.5
29,023,22,370,357,1,3,0,0,0,0,9,287,279,1,3,0,0,0,0,4,114.3,20.3,135.1,25.4,91.7,37,88.7,24.5,101.6,34,132.29999999999998,24.5,104.3,88.7,131.4,20.3,109.9,28.7,135.1,18.5,41.4,24.5,21.9,104.3,88.7,133.8
29,023,23,1826,1685,71,25,10,2,0,2,31,1407,1315,57,10,10,2,0,2,11,494.8,101.7,535.3,100.5,413.6,152.4,376.8,108.8,445.8,136.4,530.8,93.8,448.7,37,515.9,100,450.2,115.6,539.1,80.4,109.2,108.8,93.7,450.09999999999997,376.8,531.2
29,023,24,2375,2266,18,24,15,18,2,0,32,1832,1758,15,17,7,16,0,0,19,1174,156.9,1313.1,209.2,1029.5,266.7,979.1,163.5,1091.5,219.6,1287.6,217.6,1117.3,131.4,1298.5,183.6,1109.8,176.3,1316.7,166.7,189.8,163.5,194,1104,979.1,1304
29,023,25,468,456,2,2,2,5,0,0,1,382,372,2,2,2,4,0,0,0,203.4,24.1,240.3,16.2,177,46,161.1,25,189.4,38.7,230.79999999999998,21.8,191.5,185.29999999999998,232.9,14,184.1,38.2,241.1,12.4,65.8,25,15.8,189.4,161.1,236.3
29,023,26,1424,1394,11,7,2,3,0,2,5,1173,1149,11,5,2,3,0,0,3,540,106.5,613.7,101,444.4,177.6,444.4,113.6,501.5,143.8,605.3,100.3,510.1,35.1,600.6999999999999,90.4,497.1,123.5,624.6,66.6,117.3,113.6,89.7,499.1,444.4,611.1
29,023,3,1009,957,8,7,6,4,1,0,26,777,742,4,2,6,3,1,0,19,458.1,45.1,513.4,76.8,382.3,102.1,353.1,47.1,419,75.4,507.9,82.8,425.3,71.2,509.7,68.8,419,65.1,521.2,56.3,71.8,47.1,71.3,420.4,353.1,513.1
29,023,4,187,180,1,2,2,0,0,0,2,148,143,1,2,2,0,0,0,0,74.6,2.7,89.4,3.3,70.7,6.6000000000000005,74,3.3,72.8,6.6000000000000005,87.6,3.3,73.4,55.9,87.6,3.3,70.7,6.2,89.4,2.7,15.4,3.3,3.3,72.8,74,88.5
29,023,5,344,337,1,4,1,0,0,0,1,261,258,1,1,1,0,0,0,0,130.6,23.8,130.5,20.900000000000002,108.9,43.7,118.9,25.6,118.6,36.4,129,21.1,130.4,4.7,128.4,17.6,122.6,31.1,130.6,14.4,28.1,25.6,19.2,122.2,118.9,129.9
29,023,6,1225,1191,4,4,5,0,0,3,18,987,968,4,3,3,0,0,0,9,434.3,85.3,466.7,91.8,348.8,136.7,325.4,76.4,393.1,107.10000000000001,449,98.3,391.8,28.6,457.8,72.2,387.8,105.1,467.2,66.3,93.7,76.4,83.1,391.7,325.4,459.5
29,023,7,1123,1070,24,11,1,5,0,1,11,813,789,7,5,1,5,0,0,6,460.7,78.5,551.8,92.7,407.3,123.4,403.2,69.5,445.7,86.3,536.2,96.5,444.6,103.3,555.1999999999999,74.4,439,89.8,567.6,64.8,95.7,69.5,81.7,439.6,403.2,553.1
29,023,8,2098,1987,18,13,13,6,0,0,61,1669,1589,13,9,13,5,0,0,40,866.5,110.9,989.2,89.4,735.9,203.7,648.7,96.1,782.5,183.9,955.5,106,786.7,90.3,968.8,89.4,791.2,155.2,985.9,67,150.1,96.1,88.8,791.8,648.7,975.8
29,023,9,2115,1942,78,21,17,9,0,9,39,1625,1519,55,17,11,7,0,0,16,735.2,147.5,808.9,171.5,663.1,208.9,601.9,142,699.2,204.8,811.4,159.3,716,168.1,816.9,139.5,714.2,158,840.1,126.7,176.9,142,148.2,705.3,601.9,818.9
29,025,277,1081,1052,2,12,2,0,0,1,12,790,774,2,7,2,0,0,1,4,395.6,96.5,485.9,116.4,314.3,189.9,330,94.4,349.8,162.1,467.6,116.3,393.3,121.5,474,95.3,394.4,104.9,469.1,93.7,134.8,94.4,104.3,368.5,330,474
29,025,280,2467,2408,3,22,2,3,0,0,29,1764,1733,2,9,2,1,0,0,17,746.1,217.29999999999998,825.8,230.8,575.8,400.1,611.8,274.1,649.3,342.6,796.5,232.3,723.3,293.9,804.2,193.4,727.9,225.7,830.4,182.1,296.1,274.1,208.5,685.3,611.8,813.9
29,025,281,547,513,2,6,6,0,0,2,18,406,388,2,2,5,0,0,0,9,155.9,38,177.8,40.8,119.1,63.3,106.4,48.8,135.1,58.2,158.9,47.5,155.5,43.2,149,40.6,138.5,44.1,162.7,40.3,48.6,48.8,41.5,139.4,106.4,162.4
29,025,284,255,244,1,1,3,2,0,0,4,177,171,1,1,1,2,0,0,1,88.5,30.6,171.2,49.2,70.8,48.2,72.2,33.6,76.9,43.3,165.1,48.5,87.3,36.3,166.5,40.3,88.5,27.5,173.1,38.3,36.9,33.6,43.7,82.7,72.2,168.3
29,025,353,943,904,5,5,7,3,0,0,19,726,701,3,4,6,1,0,0,11,362.5,106.7,431.9,119.2,290.4,178.7,319.7,134.6,303,191.4,425.7,121.2,367.09999999999997,134.6,419.3,104.6,346.8,123.6,425.8,104.6,146,134.6,111.6,334,319.7,425.8
29,025,356,272,263,0,1,0,2,2,0,4,203,197,0,1,0,1,2,0,2,127.8,9.200000000000001,144.8,9.200000000000001,99.5,31.8,99.5,18.3,100.8,40.5,142.1,9.4,124.8,17.3,139.1,6.1000000000000005,117.8,14.3,140.1,6.1000000000000005,22.3,18.3,8.200000000000001,114.2,99.5,141.9
29,025,357,1378,1348,2,4,2,2,0,0,20,1023,1004,1,3,2,1,0,0,12,464.4,110.2,541.8000000000001,117.4,371.4,203,369.2,144.2,380.1,205.5,525.1,117.4,455.6,139.5,518.3,96.8,443.3,132.7,529.3000000000001,84.5,157.7,144.2,103.4,422.7,369.2,528.8000000000001
29,025,358,623,532,19,63,0,3,0,0,6,504,417,19,60,0,3,0,0,5,199.3,46.5,194.9,48.2,150.9,86.5,137,50.3,166.3,74,202.1,41.9,191.6,57.800000000000004,197.6,41.3,185.4,50.6,201.4,35.8,62.300000000000004,50.3,41.6,178.4,137,199.5
29,025,389,419,400,1,8,7,1,0,0,2,332,319,1,5,4,1,0,0,2,161.4,36.3,196.6,22.7,121.7,66.5,132.6,46.8,134,67,189.4,26.2,160.5,51.4,188.7,23.400000000000002,143.9,46.8,186.1,23.400000000000002,53.4,46.8,23.400000000000002,144.2,132.6,189.4
29,025,390,1439,1371,4,21,4,2,0,0,37,1095,1058,3,13,3,2,0,0,16,536.6,144,555.1,142.3,404.5,252.5,376.7,179.1,431.7,254.4,532.3,151.4,500.3,196.2,515.4,132,505.6,157.7,533.9,120.4,201.2,179.1,135.9,476.7,376.7,534.4
29,027,1069,2040,1932,22,20,11,5,0,1,49,1580,1509,14,14,8,3,0,0,32,706.9,290.9,792.9,354.2,623.9,381.4,597.5,343,631.3,404.2,818.6,314.40000000000003,723,343,822,281.5,696.1999999999999,309.3,836.6999999999999,277.8,345.7,343,307.1,676.5,597.5,817.9
29,027,1081,1103,1055,20,12,4,2,0,0,10,820,791,8,9,2,2,0,0,8,361,111.6,434.6,146.8,280.59999999999997,190.9,282.5,140.5,301,176.3,445.4,138.4,311.5,179.5,415,140,327.5,131.6,445.2,116.5,158.5,140.5,135.6,316.4,282.5,435
29,027,1083,790,743,7,20,1,3,0,0,16,639,602,7,14,1,3,0,0,12,275.2,88,330.7,122.10000000000001,211.29999999999998,127.6,233.4,113.1,225.5,147.9,332.1,126.1,262.3,118.4,321,122.10000000000001,254.9,88.5,339.1,108.8,114.7,113.1,120.4,246.1,233.4,330.90000000000003
29,027,1189,1523,1411,16,41,14,4,0,0,37,1106,1040,13,21,9,2,0,0,21,444,153,456.6,166.6,380.1,213.7,364.6,186.6,379.8,233.4,458.9,157.4,425.6,195.3,458.40000000000003,142.2,433.8,155.1,471.90000000000003,133.5,190.4,186.6,149.7,412.7,364.6,461.1
29,027,1190,2998,2830,51,33,10,11,1,1,61,2291,2190,26,26,6,9,1,0,33,903.4,317,924.7,339.8,774.5,438.7,740.5,382.7,771.9,481.9,929.5,322.6,866,402.3,928.5,290.7,881.9,320.3,955.2,272.7,392.5,382.7,306.3,839.1,740.5,932.5
29,027,1271,1210,974,163,38,4,2,2,3,24,1068,879,135,29,3,2,2,1,17,146.5,150.8,159.2,168.4,125.1,173.3,118.4,155.3,131.3,173,158.8,166.4,152.2,160.8,161.3,149,149.9,152.2,166.2,142.6,161.8,155.3,156.8,141.1,118.4,161.3
29,027,1272,2262,2003,132,40,9,41,0,1,36,1787,1614,92,28,7,29,0,0,17,332.8,203.2,342.2,220,288.4,262,258.4,220.1,302.8,253.5,350.6,206.6,341.6,232.6,350.1,192.1,356.5,189,366.2,175.7,228.1,220.1,198.5,324.4,258.4,352.2
29,027,1292,4584,3721,664,77,24,20,0,6,72,3951,3200,616,61,19,15,0,5,35,751.2,460.2,781.6,511.2,646.8000000000001,595.1,587.3,501.40000000000003,687,570.6,798.2,478.5,771.1,526.5,796,445.8,800.3,433.4,834.2,409.2,517.4,501.40000000000003,460.8,731.3,587.3,802.3000000000001
29,027,1297,1038,999,9,6,2,1,1,0,20,795,770,7,4,2,1,1,0,10,371.2,123.1,458.4,169.20000000000002,314.2,186.3,322.2,158,305.6,200.9,455.4,162.8,358.9,168.3,459.2,148.8,350.8,141.2,468.8,148.3,163.9,158,157.7,340,322.2,460.4
29,027,1306,4449,3561,554,104,21,80,2,7,120,3560,2902,431,70,18,78,2,1,58,693.9,517.5,776.5,647.4,571.3,644.5,567.1,566.1,648.1,603.1,781.4,612.1,710.8,572.5,779,562.7,703.1,527.3,818,530.6,573.1,566.1,588.3,665.3,567.1,788.4
29,027,1350,631,603,2,12,4,1,0,0,9,493,475,1,6,4,1,0,0,6,214,62.1,265.3,77.5,168.9,110,181.4,86.7,169.5,117.5,267.6,76.2,182,104.9,259.3,70.89999999999999,185.9,84.2,267.6,67.2,95.8,86.7,73.2,183.8,181.4,265.3
29,027,1351,369,362,0,4,2,0,0,1,0,304,297,0,4,2,0,0,1,0,121.5,32.6,163.6,48,96.8,56.4,101.8,50.5,92.8,64.3,164.9,47.2,104.89999999999999,54.4,159.9,43.7,107.7,42.5,164.9,41.5,50.4,50.5,45.6,104.5,101.8,163.5
29,027,1438,1001,967,4,3,1,5,0,0,21,736,709,2,3,1,5,0,0,16,446.8,142.1,433.6,141.1,390.7,197.4,361,77,369.6,223.1,430.4,149.20000000000002,446.8,167.1,419.9,140.7,435.6,146.6,435.6,131.1,175.3,77,140.7,417.8,361,429.7
29,027,1479,1027,983,12,9,5,3,0,3,12,752,725,11,4,2,2,0,1,7,334.2,111.3,386.5,140.6,284.7,163.9,283.9,140.5,278.5,178.2,385.4,133.9,321.8,148.9,387.6,122.1,319.9,122.2,396.5,119.5,145.1,140.5,129.5,308,283.9,388.8
29,027,1543,438,425,1,4,1,2,0,0,5,349,341,0,3,1,1,0,0,3,182,44.8,215.5,58.7,146.1,76.9,141.8,57,149.9,79.4,213.6,60.6,173.20000000000002,56,213.6,56.1,167.9,49.9,217.5,51.5,61.7,57,56.7,163.7,141.8,215.5
29,027,1584,2942,2798,33,49,13,10,0,1,38,2150,2072,22,21,9,8,0,0,18,1085.3,359.3,1325.9,361.5,887.9,550.7,862.2,441.3,903,558.5,1315.3,372.8,996.7,474.6,1315.4,345.7,1036.5,392,1340.1,318.6,467,441.3,349.6,981.7,862.2,1325.4
29,027,1595,970,943,4,6,7,2,0,0,8,713,695,3,2,6,2,0,0,5,264.90000000000003,91,420.5,136.9,194.8,152.8,210.3,125.2,219.1,143.6,417.6,144.5,226.8,136.3,407.1,136.5,228.6,123.1,422.1,127.2,129.4,125.2,136.5,226.9,210.3,416.8
29,027,1763,1122,1070,11,13,8,1,6,0,13,864,830,7,9,8,1,4,0,5,424.3,157.1,552.6,188.1,336.5,252.4,329,207.8,326.8,276.4,543.9,200.4,375.8,233.9,537.8,176.2,385.9,197.4,547,177.5,223.6,207.8,185.7,369.8,329,545
29,027,1843,5625,5315,89,99,18,15,0,1,88,4168,3989,55,52,17,13,0,0,42,2040.7,692.8,2181.7,714.5,1763.1,965.6,1667.1,715.7,1756.3,1028.9,2199.1,700.2,1923.7,882.6,2220,642.8,1965.9,755.9,2256.1,613.8,865.1,715.7,667.5,1890.8,1667.1,2215.2
29,027,1989,1665,1500,59,47,7,8,1,8,35,1270,1164,47,26,6,7,1,3,16,602.2,217.1,686.1999999999999,288.4,504.4,313.1,484.09999999999997,253,529.3,318.3,703.1,258.5,576.8000000000001,275.3,703.1,243,595.4,226.7,724.4,222.9,270.2,253,253.6,561.4,484.09999999999997,704
29,027,1991,1578,1450,61,26,3,7,1,5,25,1237,1152,48,13,3,4,0,1,16,586.7,211.7,668.7,281.3,490.9,305.3,471.7,246.6,515.7,309.9,684.8,251.5,561.6,268.3,684.8,236.20000000000002,579.6999999999999,220.8,705.2,217.3,263.2,246.6,246.8,546.5,471.7,685.7
29,027,826,765,709,16,8,11,2,0,1,18,594,554,14,6,9,2,0,0,9,269.2,82.6,281.7,111.6,219,130.8,204.2,89,235.4,112.2,289.3,94.5,255.6,107.4,278.4,87.8,250.3,97.4,292.2,81.8,106.2,89,94.4,245.79999999999998,204.2,285.2
29,027,828,836,794,7,8,2,1,0,0,24,632,602,5,7,2,1,0,0,15,334.7,74.7,417.5,98.4,294.8,109.3,295.9,75.8,285.4,134.4,427.7,86.6,328.1,99.5,425.3,81.9,315.3,87.9,434.9,76.6,101.2,75.8,86,311.6,295.9,426.5
29,027,839,2150,2039,51,15,15,7,1,0,22,1563,1483,35,10,14,7,0,0,14,688.4,208.7,848.9,229.9,579.8,327,580.3,238.4,549.8,365.8,848.9,214.2,646.9,296.7,852.2,189.8,643.1,248.3,874.8,183.2,289.5,238.4,202.7,622.8,580.3,854.9
29,027,842,413,406,2,0,3,2,0,0,0,330,324,2,0,3,1,0,0,0,185,25.900000000000002,178.9,48,157.2,53,152,46.9,143.9,65.6,178.9,44.9,165.4,48.3,179.5,40.4,163.3,44.1,185,38.9,47.1,46.9,42.4,163.3,152,179.9
29,027,998,803,757,16,13,4,1,0,0,12,577,546,12,9,4,1,0,0,5,284.5,59.4,323.1,96.6,247,104.5,257.7,84.8,240.9,116.1,339.4,85.8,284.2,78.9,325,83.4,278.8,69.5,343.8,79.2,85.1,84.8,85.9,266.7,257.7,332.5
29,029,10,722,707,1,3,1,0,0,0,10,565,556,1,1,1,0,0,0,6,257.3,60.8,255.9,77.5,213.2,99.5,205.7,72.1,236,83.5,252.1,79.8,246.4,82.5,259.7,60.8,243.29999999999998,67.5,263.5,62,79,72.1,69.8,239.4,205.7,257.9
29,029,11,750,732,0,5,0,3,0,0,10,580,568,0,2,0,2,0,0,8,360,60.6,393.3,58.6,314.8,99.89999999999999,254,58.6,308.5,103.3,395.7,58.6,322.2,96.9,392.4,55.5,337.7,70,395,49.300000000000004,85.8,58.6,55.8,328.4,254,394.09999999999997
29,029,12,4660,4502,32,64,19,15,0,0,28,3874,3763,23,41,17,11,0,0,19,1855.5,574.3,2205.8,805.5,1630.3,811.1,1582.2,684.4,1663.9,793.7,2230.7,750.8,1844.7,650.8,2221.6,699.3,1836.3,587.7,2279.6,652.3,682.7,684.4,728.7,1766.4,1582.2,2233.3
29,029,13,1977,1837,22,88,4,5,0,0,21,1540,1458,12,51,4,4,0,0,11,789.6,186.7,822.8,265.4,669.8,306.6,651.1,217.6,733.2,259.7,813.7,260.7,773.3000000000001,228.8,821.1,220.7,758.6,207.8,825,232.6,238.1,217.6,244.7,744.6999999999999,651.1,820.6
29,029,14,2386,2255,1,52,24,6,0,7,41,1852,1768,0,30,17,4,0,4,29,944.9,218.4,1166.1,245.5,799,318.8,749.5,258.1,775.5,363.9,1182.5,210.3,882.9,282.6,1154.7,184.1,884.5,218.4,1176.7,175.7,281.3,258.1,203.2,856.5,749.5,1169.8
29,029,15,703,687,0,2,4,0,0,0,10,549,537,0,2,4,0,0,0,6,342.5,45.3,393.1,67.6,299.9,87.2,267,60,280,103.9,390,64.6,324.3,69.2,384.6,51.5,319.3,53.1,400.2,46.1,71.5,60,57.4,313.3,267,391.7
29,029,16,1581,1405,26,107,14,7,2,1,19,1272,1153,14,72,11,7,2,0,13,571.2,175.3,621.6,214.2,488.40000000000003,249.1,484.90000000000003,196.70000000000002,515.5,232.2,627.2,200.4,558.5,191.7,615.9,178.3,553,171.9,628.6,164.20000000000002,203.7,196.70000000000002,189.1,537.5,484.90000000000003,623.4
29,029,17,2950,2758,16,116,6,29,0,2,23,2473,2337,13,79,6,22,0,0,16,1109.6,340.8,1208.6,416.3,949.5,484.6,942.8,381.9,1001.6,450.9,1220.6,389.2,1086.1,373.4,1197.3999999999999,346.7,1074.9,334,1222.5,319.7,395.9,381.9,367.7,1045,942.8,1212.9
29,029,18,1547,1438,10,59,6,20,0,0,14,1344,1278,8,32,3,17,0,0,6,602.7,185.4,657,226.2,516.2,263.5,512.4,207.5,544.4,245.3,663.1,211.9,590.1,203.5,650.6,188.4,583.9,181.3,664.2,173.4,215.4,207.5,199.8,567.3,512.4,659.3
29,029,19,1775,1709,1,27,3,13,0,0,22,1450,1407,1,19,3,9,0,0,11,695.8,194.3,751.2,178.5,659.6,233.1,621.2,204.1,666.6,236.8,755.8,171.20000000000002,708.6,202.6,766.8,131,691.4,194.3,765.3,143.8,212,204.1,155.2,685.1,621.2,759.1
29,029,2,1496,1455,0,13,7,0,0,0,21,1297,1262,0,11,7,0,0,0,17,513.7,198.5,610.7,209.7,442.9,259.6,443.9,219.1,442,264.3,593.2,230.5,496.3,225.6,594,192.7,496.3,198.5,586.6,200.9,228.1,219.1,208.6,479.5,443.9,595.7
29,029,20,991,960,0,20,2,1,0,1,7,757,741,0,7,2,1,0,1,5,393.7,76.5,465.8,86.5,343,120.3,296.2,89.1,338.9,124.2,447.1,95.5,361.3,108.1,457.9,74.6,378.5,78.5,470.6,68.2,101.5,89.1,80.6,363.2,296.2,460
29,029,21,469,454,1,6,0,1,0,0,7,386,378,1,2,0,1,0,0,4,197.1,69.8,220.5,93.6,169.9,91.1,168.6,71.2,169.9,97.1,225.6,84.60000000000001,193.5,72.1,227.6,71.7,196.5,66.1,227.6,74.3,79.2,71.2,80.7,185.5,168.6,225.2
29,029,22,1950,1870,4,38,11,11,1,0,15,1755,1706,2,22,9,6,1,0,9,787.2,291.9,914,287.1,678.2,373.5,719.6,325.9,705,360.6,918.1,268.1,765.9,317.2,936.3000000000001,245.1,796.4,265.8,938.1,238.8,321.9,325.9,260.4,747.5,719.6,926
29,029,23,1264,1226,3,15,12,0,0,0,8,1133,1110,1,9,9,0,0,0,4,478.8,171.8,518.8,159.2,385,247.1,399.7,188.20000000000002,422.7,220,514.1,159.2,453.2,211.5,511.2,144.4,465.40000000000003,168.4,521.1,140.5,204.6,188.20000000000002,151.1,442.2,399.7,516.4
29,029,24,1700,1634,3,23,11,2,1,1,25,1456,1418,3,12,6,2,1,0,14,614.4,221.2,666.7,203.9,494.4,317,513.5,242,543.1,282.5,660.5,203.9,582.3,272.7,657.5,185.9,598,216,670,179.9,263.1,242,193.8,568.3,513.5,663.6
29,029,25,481,470,0,7,1,0,0,0,3,448,439,0,6,1,0,0,0,2,189.20000000000002,67.9,205.2,62.800000000000004,152.1,97.8,158.1,74.60000000000001,167.3,87.10000000000001,203.2,62.800000000000004,179.2,83.5,202,57.2,184,66.7,206.20000000000002,55.5,80.9,74.60000000000001,59.7,174.79999999999998,158.1,204
29,029,3,3778,3609,16,71,11,11,3,2,55,2837,2740,8,37,8,9,2,2,31,1362.9,353.1,1480.8,418.5,1131.8,563.1,1085.3,425,1185.9,538.5,1478.5,411,1344.4,419.8,1470.1,345.4,1336.6,361.2,1497.9,328,447.2,425,375.1,1272.7,1085.3,1481.6000000000001
29,029,4,3118,2949,11,86,25,19,0,0,28,2335,2242,7,40,20,14,0,0,12,1127.4,342.9,1287.2,431.3,948.3,514.8,961.8,366.6,1016.2,477.2,1264,427.6,1101.1,420.1,1259.5,366.4,1094.8,345.6,1279.6,343.9,420.2,366.6,391.3,1058,961.8,1271.3
29,029,5,3547,3330,10,120,8,11,0,2,66,2711,2571,8,79,7,10,0,1,35,1236.2,291.2,1226.8,372.2,1022.5,476.7,987,345.3,1132.5,402.1,1210,382,1182.4,395.2,1246.6,291.6,1167.1,323.6,1264.1,298.8,377.6,345.3,335.8,1148.7,987,1237.9
29,029,6,1643,1586,8,20,6,7,0,0,16,1405,1363,7,14,5,4,0,0,12,625.6,191.2,723.8000000000001,189.1,556,257.5,482.1,192.8,547.7,271.8,728.7,191.2,571.2,248.4,697.8000000000001,203.4,592.4,203.9,722.2,177.6,236,192.8,190,578.1,482.1,718.7
29,029,7,1731,1667,1,31,7,12,0,0,13,1257,1223,1,13,3,8,0,0,9,754.8,121.3,812.1,180.8,626.2,239.6,590.8000000000001,162.8,657.9,222.3,812.1,174.3,712,181.8,804.9,156.5,705.8000000000001,143.70000000000002,806.1,152.1,181.3,162.8,165.5,691.7,590.8000000000001,808.7
29,029,8,860,816,0,11,4,0,0,0,29,639,611,0,6,3,0,0,0,19,362.7,72.7,407,109,327.90000000000003,101.1,274,92.2,310.2,122.3,410,92.2,346.6,96.7,405.1,86.1,344.2,81.5,408.1,93,95,92.2,95,338.4,274,407.7
29,029,9,1923,1857,4,30,13,2,0,6,11,1697,1658,4,18,7,2,0,1,7,761.9,257.6,836.8000000000001,289.8,617.9,383.4,643.7,288.8,681.4,343.2,844.8,280.7,760.4,272.7,856.1999999999999,224.9,735.4,273.4,855.1999999999999,242.1,306.7,288.8,259.6,711,643.7,848.5
29,031,10,1244,1176,14,23,1,10,0,0,20,931,896,10,7,1,8,0,0,9,545.1,119.5,650.8,166.3,521.6,141.5,490.8,114.2,495.3,177.5,665.4,147,554.4,123.5,679.4,119.5,545,115.6,689.3,115.1,135.7,114.2,136.9,532.7,490.8,671.1
29,031,11,2635,1982,478,40,9,29,1,3,93,2100,1691,312,26,5,25,1,0,40,336,261.2,378.1,402.3,288.7,304.6,268.2,272.2,307.9,298.4,382.9,378,331.9,287.6,389.5,350.1,322.7,267,404.1,332.5,283.9,272.2,366,317.5,268.2,389
29,031,12,1331,730,507,32,6,4,2,1,49,975,621,309,16,6,4,2,0,17,158.6,183.4,191.6,225.6,137.3,183.4,134.3,151.1,157.6,170.3,206.1,194.9,164.1,165.5,198.9,189.2,159.9,156.7,209.9,177.8,171.79999999999998,151.1,196.6,155.9,134.3,201.7
29,031,13,1916,1712,114,22,3,40,0,0,25,1531,1385,83,17,2,35,0,0,9,772.4,305.09999999999997,709.5,368.2,724.3000000000001,360.6,675.9,312.7,708.7,385,719.9,353.2,799.6,301.3,735.2,321.9,783.8,281.2,754.9,303.8,326.5,312.7,336.5,757.5,675.9,729.9
29,031,14,1562,1398,91,33,0,7,0,0,33,1220,1137,46,20,0,6,0,0,11,339.5,187.1,297.1,214.1,313.7,217,275.90000000000003,194,316,219.7,301.2,203.3,346.8,198.1,307.4,187.8,342.4,182.9,318.3,178.8,200.7,194,195.9,331.5,275.90000000000003,306.1
29,031,15,1934,1774,93,25,1,16,0,4,21,1498,1405,56,15,1,13,0,2,6,746.1,286.3,671.4,313.6,697.1,340.9,648.5,294.9,690,363.9,681.5,298.5,773.7,282.4,697.6,271.4,764.6,258.3,718.2,254.1,306.9,294.9,284.4,734.2,648.5,691.5
29,031,16,2911,2700,67,40,8,68,3,0,25,2238,2093,49,25,5,54,2,0,10,1400.6,372.6,1289.4,444,1335.3,457,1311.6,435.7,1289.5,506.2,1334.9,396,1421.7,371.5,1359.3,347,1405.1,361.3,1390.2,313.1,413.6,435.7,375.1,1370.3,1311.6,1343.2
29,031,17,4213,3785,186,102,9,77,0,4,50,3425,3112,157,62,7,59,0,3,25,1438.4,509.3,1163,501.6,1318.8,629.1,1293.9,540.2,1338.4,641.8,1162.9,484.8,1471.4,505.1,1195.3,430.3,1433.3,489.1,1234.6,389.8,554.7,540.2,451.3,1400.1,1293.9,1189
29,031,18,2734,2383,216,41,9,35,1,5,44,2347,2118,140,29,8,31,1,1,19,709.7,344.9,637.5,384.3,638.9,426,611.8,351,652.8,419,653.6,358.3,719.6999999999999,372,636.9,353.6,701.7,347.4,675.1,315.1,381.9,351,353.1,684.6,611.8,650.5
29,031,19,3146,2766,212,50,5,49,1,2,61,2513,2277,127,28,5,44,1,2,29,990.5,471.1,966.6,694.7,927.6,549.1,864.8,480.7,891,574.6,979.9,670.8,1012.2,481.7,996,616.1,975.3,466.5,1020.6999999999999,589.1,508.9,480.7,643.2,959.3,864.8,991.2
29,031,2,812,758,15,25,4,2,0,0,8,626,594,13,10,4,2,0,0,3,351.9,53.9,305.1,64.8,319.8,91.2,294.9,61.300000000000004,329.3,87,306.2,64.8,345.1,72,300.1,53.9,347.9,62.8,323.8,37.9,73.2,61.300000000000004,55.1,338.8,294.9,309.2
29,031,20,5238,3974,719,132,10,275,2,8,118,4823,3772,580,114,10,262,2,8,75,892.5,715.8000000000001,885.3,983.1,795.5,810.1999999999999,712.9,727.3,825.4,801.9,899.2,922.7,904,766.4,912.6999999999999,862.6,879.9,712.2,950.1,825.3,761.8,727.3,898,860,712.9,912.1
29,031,21,2327,1978,172,113,4,14,0,7,39,1873,1653,111,79,4,12,0,1,13,496.7,307,456.9,369.3,451.7,354.7,403.8,321.1,457.4,357.4,462.8,347.6,505.1,329,463.3,330.2,496.8,307.6,491.1,307.8,331.2,321.1,339,481.1,403.8,468.7
29,031,22,4015,2907,626,297,6,62,1,1,115,3170,2459,418,192,6,47,1,1,46,957.4,556.3,892,733.5,863.2,655.6,788,473.9,909.9,632.3000000000001,898.6,700,975.5,588.3,913.9,648.7,976.1,535.7,945.3,605.1,594,473.9,671.6,936.5,788,912.1999999999999
29,031,23,2618,1705,684,79,11,34,2,6,97,1964,1424,427,47,10,24,0,2,30,252.3,356.5,251,497.6,222.8,382.7,194.4,346.6,234.9,375.4,257.4,463.7,264.1,374.5,258.3,443,249,350.1,273.2,428,368.9,346.6,458.4,245.2,194.4,259.2
29,031,24,1276,564,636,40,0,1,0,3,32,860,442,379,27,0,1,0,2,9,104.6,166.5,100.7,229.5,93.4,176.7,80,161,98.1,174,103.4,212.8,111.1,174.1,103.2,204.3,103.9,162.4,110.1,198.1,171.7,161,211.7,102.2,80,103.5
29,031,25,216,206,0,2,0,0,0,0,8,169,161,0,1,0,0,0,0,7,90.8,16.9,122,24.5,70.2,33.9,66.4,18.2,73.1,32.1,118.7,24.7,82.8,23.6,118.60000000000001,24.1,82,21.8,124.19999999999999,16.8,25.7,18.2,22.6,79.8,66.4,120.9
29,031,26,221,212,0,0,0,0,0,0,9,164,159,0,0,0,0,0,0,5,88.2,16.400000000000002,118.3,23.8,68.2,32.800000000000004,64.8,17.6,70.9,31.2,115.2,23.9,80.4,22.9,115,23.3,79.7,21.1,120.5,16.400000000000002,24.7,17.6,21.8,77.6,64.8,117.3
