state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,pre_20_dem_bid,pre_20_rep_tru,uss_16_dem_lea,uss_16_rep_mil,uss_18_rep_zup,gov_16_dem_min,gov_16_rep_sco,gov_18_dem_hal,gov_18_rep_sco,gov_20_dem_zuc,gov_20_rep_sco,atg_16_dem_don,atg_16_rep_buc,atg_18_dem_don,atg_18_rep_wil,atg_20_dem_don,atg_20_rep_pai,sos_18_dem_con,sos_18_rep_pai,sos_20_dem_con,sos_20_rep_pai,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20,ndv,nrv
50,007,VD64,5009,4823,30,72,9,29,0,3,43,3698,3599,15,44,6,19,0,1,14,2017.2,890.9,2658,905.1,2115.6,1062.1,781.3000000000001,1548.8,1702.3,1180.1,1632.6,903,2663.5,2246.9,857.1,2065.5,683.5,2579,798.7,1992.4,769.8,2442.7,852,1981.3,1745.6,2145.7,1128,966.7,1304.7,1977.3,1133.2
50,007,VD65-1,9039,8710,65,53,29,54,2,0,126,6769,6570,34,33,26,36,2,0,68,1950.1000000000001,1783,2903.1,2228.9,2319.3,1821.6,1510.9,1285.1,2972.7,943.5,2782.5,899.4,4158.5,2805.7,1302.8,2416.8,1259.8,3185.6,1679.4,2116.3,1510.9,2719.4,1828.6,2090,1825.3,2426.1,1971.5,1765.8,2473.3,2139.8,2069.8
50,007,VD65-2,1313,1266,3,15,2,3,0,2,22,995,965,2,8,2,3,0,2,13,310.2,302,440.9,384.1,343.2,349.1,285.2,199,519.9,141.9,484.2,111.2,718,430.9,249.2,375.2,238.9,491.2,297.2,336.1,276.1,397.3,325.2,320.8,284.6,359.9,354.9,321,431.3,325.3,369.3
50,007,VD66,4081,3937,11,38,4,22,0,0,69,3047,2955,4,27,3,12,0,0,46,1692.9,514.7,2286.8,572,1762.2,659.4,494.3,1301.7,1172.3,1102.2,1176.4,894.9,1977.3,1854.2,500.8,1797.9,424,2201.2,469.3,1767.4,479.4,2097.6,537,1652.4,1556.2,1869.8999999999999,711.4,643.3,888.6,1705.1,748.4
50,007,VD67,674,654,2,3,8,0,0,0,7,513,497,2,3,5,0,0,0,6,198.4,109.2,307.7,130.1,217.2,112.3,101.2,132.9,205.3,106.2,194.3,111,319.6,248.1,78.5,215.4,82.3,297.6,104.1,204.5,92.4,276,119.1,199,175.2,248,126.5,117.5,168.20000000000002,210.3,137.4
50,007,VD68-1,3843,3687,27,47,5,41,0,6,30,2973,2874,18,27,5,28,0,5,16,1929.2,444,2462.8,453.3,1972.3,589.6,466.1,1508.8,1088.2,1098,1239.9,901.6,2008,2008,466.1,1904.7,376,2327.2,388.9,1849.1,437.7,2223.5,430.1,1854.5,1617.2,1979.3,647.1,629.7,820,1834.9,699.1
50,007,VD68-2,3301,3130,21,58,8,54,0,0,30,2478,2367,14,39,5,41,0,0,12,1460.2,495.7,1895,499.7,1486.9,625,452.3,1030.6,1088.8999999999999,730.1,1129,579.9,1793.9,1594.4,456.3,1473.1,347.7,1801.3,441,1406.9,413.2,1711.9,457.1,1392.7,1203.3,1496.6,666.7,585.4,798.1,1378.9,683
50,007,VD69-1,4056,3599,76,74,4,229,1,3,70,3281,2973,52,51,3,167,1,0,34,1719.5,392,2275.5,401.1,1755.5,506.9,381.2,1338.3,974.5,1037.8,1019.7,874.9,1794.2,1862,351.3,1751.1,264.7,2190.4,327.2,1698,324.7,2068.8,366,1668.8,1495.7,1852.4,555.8,497.8,721.8,1688.3,591.9
50,007,VD69-2,5307,4716,66,90,7,341,0,5,82,4066,3660,48,66,7,247,0,4,34,2416.1,757.8,3367.2,820.6,2450.1,936.1,737.5,1718.2,1714.1,1312.9,1845,1018,3173.4,2637.9,671.1,2574.8,531.9,3287.4,668.5,2408.5,674.8,2994.4,767.2,2305.7,2098.9,2667.1,1020.2,947.1,1357.8,2380.3,1108.5
50,007,VD69-3,4023,3627,88,81,6,143,0,2,76,3261,3008,56,60,6,106,0,0,25,1299.8,486.1,1847.2,544,1327.3,581.7,394.3,1021.1,976.6,773.2,950.5,768.8,1591.5,1516.3,408.09999999999997,1383.8,326.1,1826.2,424.2,1324.9,381.2,1653.4,466.6,1290.7,1160.5,1523.9,613.1,513,756.8,1340.1,627.8
50,007,VD69-4,4518,3934,107,91,17,248,5,7,109,3914,3505,76,68,16,192,2,4,51,1810,422.9,2566.8,505,1827.1,526.9,395.9,1507.8,945,1216.6,1050.2,1114.1000000000001,1921.3999999999999,1941.2,374.1,1910.2,330,2432.1,389.4,1846.3,393.8,2256.8,437.9,1771.5,1657.8,2092.3,567.2,542.7,813.3,1857.2,641.5
50,007,VD70,3016,2914,12,24,5,18,0,0,43,2291,2235,5,16,3,9,0,0,23,1237.9,503.8,1632.8,526.1,1308.1,574.2,450.5,935.7,990.1,749.9,989,642.9,1537.8999999999999,1363.5,488.8,1258.6,442.4,1537.8999999999999,493.7,1240.1,473.8,1468.1,505.8,1210.3999999999999,1083.2,1319.6,638.9,589,766.6999999999999,1216.2,664.3
50,007,VD71,2029,1961,5,17,7,7,0,2,30,1529,1490,1,9,5,5,0,1,18,696.1,371.2,964.4,412.9,781.8,419.6,305.8,493.7,732.5,402.1,658.4,324.8,1068.6,831.8,343.2,756,260,943.2,355.2,725,299.4,848.2,362.3,700.7,627.8,770.2,466.5,381,549.3,706.7,465.6
50,007,VD72,8698,8212,84,127,16,170,0,9,80,6564,6265,44,80,10,117,0,6,42,3505.5,1480.5,4957.6,1697.9,3666.4,1752.6,1376.7,2369,3151,1787.2,3090,1552,5154.1,3920.5,1353.9,3705.4,1110.8,4850.7,1432.7,3499.8,1300.6,4617.9,1513.3,3364.6,2997.2,3994.3,1934,1719.4,2450.1,3493.9,2034.1
50,007,VD73,7267,5923,476,162,25,446,1,16,218,5962,5090,277,113,22,336,1,10,113,2109.3,538.2,3011.5,588,2184.5,608.5,385.2,1888.2,1061.4,1639.3,1066.2,1577.3,1953.6,2314.6,448.6,2300.2,344.6,2769.2,455.6,2250.5,400.6,2608.7,478.2,2123.5,2063.4,2491.7,663.6,548.9,869.4,2240.9,694.2
50,007,VDCHI1,30,24,0,3,0,0,0,0,3,24,22,0,1,0,0,0,0,1,8,2,14,4,9,3,3,7,5,8,7,6,12,9,2,12,3,14,3,12,3,13,3,8.3,10.7,11.8,3,4,5.5,10.2,4.2
50,009,VD74,221,218,1,0,0,0,0,0,2,188,185,1,0,0,0,0,0,2,29.9,52.2,55.2,73.2,53.8,43.9,36.199999999999996,36.199999999999996,70,19.8,48,29.1,92.2,53.8,42.9,29.1,37.9,46,61.9,26.1,40.2,50.1,60.1,43.2,25,45.1,52.300000000000004,40.6,72.1,38.8,55
50,009,VD75,1222,1177,5,11,11,4,0,1,13,991,962,2,7,8,3,0,1,8,225.7,271,253.7,336,270,235.8,179.7,134.9,382.1,117.4,301.6,97.3,400.9,273.5,217.5,222.2,206.4,270,233.4,211.6,208.7,238.8,277,226.3,184,215,276.5,223.5,311.9,210.3,271.4
50,009,VD76,112,109,0,0,0,0,0,0,3,87,84,0,0,0,0,0,0,3,21,28,27,35,27,25,19,9.8,46.9,8.1,37.1,5.9,59,29.1,23.9,25,17.9,34.2,26.1,23.099999999999998,21,23.099999999999998,26.1,21.9,18.7,22.7,31,23.8,36.4,21.099999999999998,30.2
50,009,VD77,972,939,1,10,5,6,0,0,11,778,755,0,7,5,4,0,0,7,174.2,201.9,233.4,234.4,207.6,167.9,114.1,124.1,270.6,81.6,211.6,81.6,365.9,192.7,169.9,185.4,120.9,248.8,166.8,160.5,137.3,192,203.6,174.6,142.7,189.4,202.7,146.4,242.1,171.3,197.2
50,009,VD78,1235,1180,1,13,8,6,0,0,27,961,919,1,8,8,5,0,0,20,182,291.3,261.4,343.5,220.9,297.9,192.2,130.2,407.2,84.2,292.3,99.1,479.8,251.70000000000002,269.4,192.2,201.8,280.4,287.7,182,208.9,231.6,293.6,195,152.7,217.1,317.1,223,350.4,192.2,297.4
50,009,VD79,290,279,3,3,2,0,0,0,3,240,231,3,1,2,0,0,0,3,50.7,70.1,69,65,74.7,60,50.7,34,106,25.900000000000002,76,33.2,96,65,63.9,56.9,48,72.9,53.7,56.9,47.1,61.9,56.1,55.9,46.6,59.4,75.1,55.4,67.8,54.7,65.9
50,009,VD80,88,84,1,0,0,0,0,0,3,77,74,1,0,0,0,0,0,2,11.799999999999999,22.1,20,23.1,27.099999999999998,13.1,14.1,10,33,6,28,13.1,27.099999999999998,20.9,18.1,18.1,18.1,19,11.799999999999999,15.1,19,15.1,20.9,17.4,13.299999999999999,16.900000000000002,21.5,19.8,20.6,16,20.7
50,009,VD81,261,256,0,3,0,1,0,0,1,216,211,0,3,0,1,0,0,1,40,76.1,78.9,89.9,64.1,72,46,51.1,92.10000000000001,28.1,74.9,33.800000000000004,129.8,64.9,68.9,49.1,51.1,74.9,90.8,45,52,68.9,86.89999999999999,54.8,40.7,64.3,77.1,55.9,99.4,54.4,77.4
50,009,VD82,104,97,0,6,0,1,0,0,0,85,80,0,4,0,1,0,0,0,18,28,25.2,23,24.099999999999998,25.8,15.200000000000001,12,42.8,7.1,32.199999999999996,8.8,39,20,29,22,13.1,22,20,20,16,18.8,13.1,18.3,16.4,18.6,31.5,19.2,24,18,24.9
50,009,VD83,1302,1265,4,12,8,3,0,0,10,1064,1035,3,8,6,3,0,0,9,170.4,311.3,243.3,366.2,232.3,276.4,188.6,121.4,403.3,85.1,286.2,109.6,450.7,212.8,296.5,175.1,194.8,253.2,299.7,162,208.1,208.1,303.8,183.8,140.8,203.6,322,219.4,355,179.2,298.5
50,009,VD84,208,205,0,0,2,1,0,0,0,169,167,0,0,2,0,0,0,0,39.1,60,67.1,74.1,56,51.8,48,33,77,24.099999999999998,77,12,121,41.9,66.1,46,49,66.1,63,41.9,51.8,61.1,63,42.4,37.3,51.5,63.8,56.3,80.1,44.5,66.7
50,009,VD85,169,167,0,1,0,0,0,0,1,150,148,0,1,0,0,0,0,1,30,45.7,44.3,62,35,42.1,39,19.1,64.1,12.1,55.9,17.9,83.2,40,38.199999999999996,35,34.1,44.3,58,25,40.9,40,53.2,30.6,24,36.6,47.8,42.699999999999996,64.1,30.8,51.5
50,009,VD86,62,59,0,0,0,0,0,0,3,51,50,0,0,0,0,0,0,1,18.2,37.9,17,35.7,20.8,35.7,28.9,15.9,47.9,5.1,42,5.1,47.1,32,30.9,18.2,25.8,24.099999999999998,28.9,13.1,27.700000000000003,13.9,32,21.6,12.2,15.2,37.9,31.1,35.8,16.6,35.3
50,009,VDESX1,24,24,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,3.9,4.9,5.9,5.9,4.9,3.9,2.8,2.8,5.9,2.1,5.9,2.1,9.2,3.9,3.9,4.9,2.8,5.9,3.9,3.9,3.9,4.9,4.9,3.9,3.6,4.6,4.6,3.9,5.9,4,4.9
50,009,VDESX2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,009,VDESX3,32,31,0,0,0,0,0,0,1,24,23,0,0,0,0,0,0,1,2.6,3.5,3.5,4.7,3.5,2.6,1.3,1.2,4.8,0.2,1.5,1.1,5.800000000000001,3.5999999999999996,2.5,1.3,1.3,3.5,3.5,1.3,1.3,3.5,3.5999999999999996,2.6999999999999997,0.9,2.9,3.5,1.3,4.5,2.3,3.1
50,009,VDESX4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,009,VDESX5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,009,VDESX6,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,011,VD100,2190,2096,11,23,11,5,0,0,44,1633,1568,6,18,9,5,0,0,27,305.6,377.5,435.4,532.8,422.5,359.1,262.3,186.6,617.8,120.8,512.6,112.8,818.9,510.7,263.7,411.6,220.1,532.9,391.5,341.2,283.1,404,410.5,356.4,291.2,370.4,404.6,320.3,538.3,343.5,421.1
50,011,VD101,6427,5971,19,63,155,31,0,0,188,4882,4586,11,37,113,20,0,0,115,1109.1,1203,1576.8,1561.3,1448,1136.1,873.5,736.1,1883.4,477.4,1622.4,430.2,2631,1667.8,921.5,1317.4,765,1789.1,1224.6,1161.9,901.5,1370.7,1263.9,1238.6,984.8,1291.5,1286.4,1040,1670.5,1188.2,1333
50,011,VD87,1322,1280,2,17,3,3,2,0,15,979,951,2,9,3,2,2,0,10,293.7,207.8,392.4,270.9,362.1,200.7,149.5,185,384.5,164.9,321.40000000000003,127.4,535.9,367.7,179.1,360.1,125.5,413.5,222.3,324.6,164,348.5,229.7,301.3,283.4,320.7,242.6,190.3,314.90000000000003,303,249.1
50,011,VD88,1692,1619,4,19,11,4,0,0,35,1230,1183,3,15,9,4,0,0,16,209.9,309.4,284.7,403.2,319.5,272.4,210.5,148.2,445.2,97.9,383.6,107.3,550,346,239.2,273.6,204.3,345.4,309.3,238.4,236.70000000000002,274.6,309.3,255,203.2,252.4,316.7,259,392.9,241.1,322.8
50,011,VD89,2781,2655,11,36,28,5,0,0,46,2114,2031,5,20,22,5,0,0,31,503.1,428.6,640.3,590.8,715.9,402,360.5,376.2,788,261.9,751.5,199,1006.2,773,351.4,691,310.8,769.8,422.9,580.3,412.7,576.2,465.7,592,511.3,546.1,491,459.2,621.1,553.2,524.2
50,011,VD90,4285,4145,15,57,13,22,1,0,32,3163,3080,8,37,7,13,1,0,17,1062.8,948.1,1648.1,1229.5,1285.8,1023,773.7,774.8,1572.1,647.2,1363.3,506.6,2366.6,1464.4,793.8,1284,715.4,1732.7,1029.4,1162.8,795.4,1468,1035.2,1145.9,1031.1,1339,1083.8,912.6,1415.3,1184.7,1136.3
50,011,VD91,1891,1810,4,36,11,4,0,0,26,1402,1355,2,20,11,1,0,0,13,487.4,337.3,623.2,473.1,583,319.6,297.1,277,647.4,246.5,591.4,188.6,888.4,639.1,248.5,602,229.1,722.9,337.3,542.1,283.8,593.2,345.90000000000003,496.5,463,532,388.4,350.7,511.2,500,417.1
50,011,VD92,1277,1229,5,13,1,8,0,0,21,946,921,3,7,1,4,0,0,10,336,240.3,493.8,291.1,413.9,247.9,195.9,261.3,428.4,222.2,357.2,186.1,613,454.3,210,393.8,179.2,502,254.9,362.2,205.1,433.4,261.3,366.2,326,403.9,282,234.1,355.6,368.9,290.4
50,011,VD93,1405,1365,2,10,12,0,1,0,15,1036,1005,1,10,8,0,1,0,11,228.7,296.2,317.9,407.3,305.3,303.9,247.70000000000002,144.9,470.2,147.2,373.1,83.9,621.4,343.9,252.7,302,212.7,379.1,325.59999999999997,274.2,241,308.5,335,255.9,241.29999999999998,272.5,330.7,269,421.9,257.4,340.5
50,011,VD94,4515,4379,9,44,13,28,2,2,38,3303,3217,6,23,10,20,2,1,24,1019.1,1022.3000000000001,1517.2,1295.6000000000001,1224.2,1085.9,845.9,640.3,1729,493,1497,391.1,2385.6,1482.4,817.7,1221.3,755.9,1639.1000000000001,1048.9,1124.1,843.3,1365.8,1063,1091.8,946.8,1228,1163.4,985.9,1448.6,1101.2,1198.2
50,011,VD95,3535,3289,6,15,96,12,1,0,116,2656,2479,2,7,71,10,1,0,86,467.7,688,686.9,963.5,655.8,641.6,527.4,297.09999999999997,1032.2,197.4,849.1,211.7,1374.6000000000001,788,506.1,588.3,472.2,895.6,675.7,486,567.6,640.4,717.7,551.2,423.9,608.6,718.2,603.6,933.8,537.1,751.9
50,011,VD96,1201,1138,1,24,6,2,0,0,30,927,883,1,16,5,1,0,0,21,302.2,230.6,449.09999999999997,278.1,384.9,210.1,168.1,266.9,339.1,278.9,290.2,243.9,457.5,399.1,191.5,389.9,166.9,418.40000000000003,227.7,362.2,179.5,383.1,222.9,338.2,343.8,373.2,243,201,296.4,352.6,246.6
50,011,VD97,2308,2183,12,16,20,8,1,0,68,1749,1672,4,8,16,6,1,0,42,322.9,386.8,432.1,476.6,465.40000000000003,321.2,236.7,250.8,552.7,177.8,416.3,171.9,671.5,489,295,377.4,207.7,510.2,352.8,329.4,248.7,376.4,367.6,382,295.1,372.5,388.6,277.1,466.5,354.9,378.2
50,011,VD98,6918,6430,52,123,67,64,3,6,173,5276,4972,39,69,48,49,3,5,91,1294.2,813.8,1993.7,953.8,1592.7,778.9,601.4,980.8,1479.6,757.4,1273.9,716.2,2159.3,1702.9,681.7,1468.4,531.1,2020.1,791.7,1375.8,620.1,1550.3,745.8,1392.2,1200.4,1569.9,938.8,756.5,1161.7,1404.8,953.2
50,011,VD99,5999,5701,47,75,40,27,0,4,105,4643,4459,26,47,31,20,0,3,57,1409.2,1262,2114.8,1549.5,1769.7,1222.6,1031.3,898.5,2143.5,697.8,1987.7,576.3,3012.7,1966.7,977.5,1786.9,906.4,2261.8,1239.7,1582.1,1085.1,1760.1,1248.8,1510,1355.6,1678.6,1401.2,1252.6,1762.3,1528.5,1472.2
50,013,VD102,1998,1841,3,22,33,3,0,0,96,1574,1469,1,11,23,2,0,0,68,372.4,398.9,549.1,498.8,484.9,352.5,283.2,278.4,582.9,163.5,510.4,194.5,817.3,543.9,294,426.9,256.8,588.7,396.7,381.8,296.3,476.3,405.2,419.7,323.3,451.8,407.2,336.3,530,405.8,424.5
50,013,VD103,2067,1997,11,23,12,5,0,0,19,1640,1592,8,15,10,4,0,0,11,593.8,431.1,830.6,538,675.8,457.7,356,386.9,773,312.4,715.9,254.2,1109.4,805.1,334,743.3,291.4,914.7,412.4,670.9,353.8,848.9,427.4,615.5,576.2,711.6,498.5,428.7,622.1,639.7,516.7
50,013,VD104,471,435,4,4,4,2,1,0,21,375,350,2,4,4,1,1,0,13,136.2,139.9,191,147,148,133,101,92,203.9,84,188,75.9,258.1,189,97.8,181.1,85.1,208,126,160.1,102,179,119.8,141.5,141.8,163.5,143.8,118.9,162.9,149.5,141.8
50,013,VD105,803,763,0,13,5,2,2,3,15,658,627,0,11,4,1,2,3,10,320,216.3,430,250,338,256,193.2,200.9,414.09999999999997,182.3,364,134.7,556,417,179.7,386.2,162,452.9,210.9,350.9,193.2,408.6,217,319.3,306.7,356.4,266.2,228,308.1,329,267.2
50,013,VD106,1631,1564,5,18,10,9,1,0,24,1306,1258,3,12,9,6,1,0,17,671.9,301.5,903.5,376,715.9,356.8,296.2,464,641.1,395.9,650.1999999999999,263.9,1015,809.8,264.9,807.9,217.4,921.8,297.2,758.1,265.6,862.6,327.8,665.5,653.4,737.4,391.5,358,504.4,688.4,417.6
50,015,VD107,348,324,0,7,3,0,0,4,10,274,259,0,4,2,0,0,3,6,53.4,84.8,79.1,93.39999999999999,73,79.89999999999999,55.8,39.8,114.8,38.2,86.9,27.7,139,79.89999999999999,69,62.4,59.8,86,77.2,57.9,66.2,73,76.1,61.4,53.1,66.5,86.8,67.4,96.4,60.800000000000004,83.4
50,015,VD108,3659,3533,13,34,9,13,2,0,55,2774,2695,7,22,8,9,2,0,31,1067.6,519.9,1519.7,586.3,1204.9,578.8,444.1,808.9,1068.7,739.1,963.8,540.5,1582.2,1319.5,472.2,1268.9,400.2,1476.6,509.7,1180.5,493.1,1329.3,517.7,1100.6,1063.2,1216.8,659.3,574.9,798.5,1131.4,677.8
50,015,VD109,1323,1282,4,12,7,2,0,0,16,980,958,1,6,4,1,0,0,10,221.8,240.8,302.59999999999997,312.9,272.2,247.3,143.7,140.9,402.09999999999997,113,279,131.5,451.8,322.2,201.7,245.1,136.8,327.5,242.7,217.8,141.7,261.1,261.1,239,192.5,255.5,273.1,175,316.9,232.3,255.1
50,015,VD110,855,830,1,11,1,3,0,0,9,668,648,1,7,1,3,0,0,8,338.8,132.2,446.90000000000003,148.6,357.9,168.29999999999998,109,254.1,280.8,230.1,264.2,143.9,446,349.7,155.9,366.7,111.1,409.9,146.9,360,124.1,405.8,144.9,325.2,319.1,351.2,184.5,151.7,221.4,333.4,185.9
50,015,VD111,2954,2823,22,31,12,11,0,7,48,2270,2194,15,15,10,5,0,4,27,787.8,475.1,1118.8,545.9,909.7,555.4,366,533.2,971.5,493.3,809.3,380.3,1282.8,995.4,445.1,907.9,353,1096.5,475.1,852.8,420.7,1025.4,495.7,805.9,751.1,905.7,611.9,487.3,700.3,827.3,600
50,015,VD112,3446,3234,42,48,21,21,1,11,68,2831,2666,33,42,13,21,1,9,46,690.7,395.2,995.1,528.2,773.8,419.2,339.8,535.7,723.7,497,647,451.2,1066.3,834.2,341.6,783.3,307,975.6,420.7,716.6,380.6,853.6,471.7,708.4,665.6,818.6,468.90000000000003,418.4,622,736.6,503.4
50,015,VD113,5227,4991,36,75,13,32,0,3,77,4055,3916,23,43,12,14,0,1,46,1549.8,740.8,2255.4,832.7,1701.3,869.1,603.8,1094.2,1565.9,950.2,1427.4,789.9,2264.8,1797.3,708.1,1751.9,558,2137.2,755.1,1609.9,685.4,2018.2,769.9,1535.9,1437.1,1800.9,970.6,817.6,1155.3,1605.7,981.6
50,015,VD114,4314,4125,18,91,7,37,0,4,32,3423,3299,12,63,6,28,0,2,13,1973.9,559.2,2706.7,597.1,1949.6,791.4,573.8,1420.5,1370.7,1096.5,1476.2,875.5,2454.6,1860.6000000000001,722.5,1886.6000000000001,550.2,2294.1,711,1779.3,681.9,2204.8,728.7,1801.1,1587.1,2020.9,861.7,819.9,1123.6,1823,934.7
50,015,VD115,673,657,1,2,5,1,0,0,7,517,502,1,2,4,1,0,0,7,161,145.9,227,209,185.2,167.6,124,119.8,246.29999999999998,113,243,75.1,347,222.9,123,227,103.7,248.2,164.1,176,154.4,205,189.9,172.1,172.2,188.9,170.7,156.1,227.20000000000002,178.3,185.1
50,015,VD116,1676,1628,5,11,10,4,0,1,17,1216,1189,1,8,8,1,0,1,8,397.2,275.8,589.6,306.5,473.2,284,169.2,294.9,477.1,278.3,374,224.4,662.2,498.8,240.5,468.3,180.5,578.3,260.8,431.3,211.6,527.1,278.3,415.8,392.8,479.59999999999997,319.7,234.5,376.7,432.6,309.8
50,017,VD117,2797,2693,10,26,9,17,1,3,38,2083,2015,6,14,8,10,1,3,26,620.7,406.9,888,545.1,688.1,430.3,292.3,511.1,655.7,381.7,614.4,369.3,1038.8999999999999,725.5,373.9,664.7,309.1,853,477.3,621.9,343.8,771.6,496.4,636.4,556.4,721,466,390.1,639.3,644.6,499.2
50,017,VD118,1246,1213,2,9,3,2,0,1,16,997,972,2,7,3,2,0,1,10,288.7,216.8,433.5,259.4,320.2,240.7,166.4,253.2,328.6,172.6,328.6,156.8,524.8000000000001,340,209.8,333.5,158.5,434.1,215.1,304.5,184.3,404.8,228.70000000000002,300,270.9,357.4,249.2,208.9,306.5,312.3,254.9
50,017,VD119,1292,1256,2,6,5,3,0,2,18,1015,992,2,3,4,3,0,2,9,377.4,231.6,506.29999999999995,306.5,396.4,323.8,217.5,287.6,441.9,206.4,408.3,203,604.6,453.7,256.4,417.5,211.6,507.5,276.5,386.2,237.79999999999998,464.1,290.9,379,337.2,419.4,312.7,268.2,369.1,382.8,316.6
50,017,VD120,1238,1179,8,19,2,2,0,0,28,998,963,7,9,2,2,0,0,15,303.4,272.7,403.2,284.59999999999997,295.6,336,210.7,199.7,457.1,159.2,381.3,142.9,552.6,331.6,268.8,339.3,198.7,421.3,235.9,300.3,235.2,377.5,259,282.8,266.1,336.6,334,256.3,333.1,298.3,307.8
50,017,VD121,1367,1314,5,12,6,2,0,0,28,1080,1047,2,10,4,2,0,0,15,308.1,264.5,458.6,349,356.2,282.2,212.7,264.9,394,199.4,369.9,204.5,578.6,379.8,242.6,370.4,199.6,463.3,291.6,332.7,245.8,411.5,316.7,326.8,301.3,383.7,295.1,255.8,383.4,341.1,313
50,017,VD122,977,954,1,8,1,3,0,0,10,803,785,0,6,1,3,0,0,8,352.5,151.2,445.8,161.9,349.1,187.2,104.7,287.2,266.1,206.4,243.1,166.3,447.5,370.2,144.6,323.5,118.8,399,165.9,311.1,127.6,378.8,165.9,338.90000000000003,280.4,347.8,187.1,148.7,235.4,326.2,190.5
50,017,VD123,2216,2131,4,21,6,16,1,7,30,1765,1711,3,12,4,10,1,4,20,529.5,404.7,685.2,491.7,596.9,407.59999999999997,287.7,447.9,605.8,317.4,491.6,249.5,893.3,604.3,379.3,498.8,312.9,684.1,425.7,472.4,332.1,588.6,458.8,544.7,430.4,550.7,449.5,354.2,567.2,516.2,458.2
50,017,VD124,1072,1052,3,7,4,3,0,0,3,848,833,1,5,4,2,0,0,3,185.8,264.6,260.4,323.8,210.8,297.8,189.2,115.8,415.5,67.4,326.3,73.9,498.6,277.9,221.8,215.9,176.9,272.4,285.5,188.8,208.7,259.1,296,198.2,157.5,216.2,300.3,224.8,350.8,194.2,292.2
50,017,VD125,4778,4590,23,54,13,39,0,1,58,3879,3756,16,40,10,31,0,0,26,1161.6,737.1,1684.4,800.2,1272.8,856.4,576.7,866.5,1336.9,700.9,1217.7,627.1,1866.7,1328.4,717.2,1285.4,600.7,1639.4,706.2,1213,669.5,1515.2,706.2,1159,1066.9,1367.3,910.6999999999999,767.3,1021.8,1207.8,899
50,017,VD126,1098,1055,2,16,0,2,0,2,21,855,829,1,10,0,2,0,2,11,500.6,104.2,655.7,118.1,492.5,158.6,80.7,438.6,232.4,332.7,231.7,331.3,443.9,522.3,120,498.3,84.5,595.2,102.60000000000001,502.3,82.2,589.6,94.4,488,445.1,543,153.3,120,189.3,496.3,153.9
50,017,VD127,2588,2477,14,27,9,19,0,1,41,2038,1971,6,15,6,13,0,1,26,1133.9,320.4,1433.3,405.8,1165.8,383.8,217.4,1001.5,576.7,770.3,611.4,677,1143.6,1132.8,330.2,1123.8,223.6,1309.7,363.6,1083.9,268.8,1243.5,389.4,1109.1,992.6,1165.5,403.1,330.4,575.7,1097.2,436.2
50,017,VD128,1173,1137,3,3,5,2,1,0,22,906,883,1,3,5,1,1,0,12,225.3,273.5,272.5,356.6,243.7,307.1,187.7,145.9,417.8,108,304,104.5,494,284.6,235,231.7,185.4,320.1,271.8,208.4,212.3,271.5,300.2,224.8,182.4,241.79999999999998,308.4,222.5,356.3,220,296.4
50,017,VD129,1284,1253,9,5,5,2,0,1,9,1040,1018,7,3,5,2,0,1,4,348.3,242.1,514.3,313.5,371.9,298.1,207.6,287.3,408.5,238.1,385.9,224.5,605.9,435.8,208.5,436.7,194.1,535,237.4,418.2,218.3,482.5,279.8,360.8,364.2,438.3,289.8,251,358.8,390.1,299.7
50,017,VD130,730,673,10,9,1,5,0,1,31,581,551,4,3,1,5,0,1,16,189.7,117.5,264.09999999999997,134.2,215.9,117.5,84.7,165,186.5,135.8,174.3,155,249.1,219.3,105.4,221.29999999999998,83.1,249.1,114.2,213.1,88.3,237.6,123.7,197.29999999999998,190.4,227.1,131.4,107.9,155.8,206,132
50,017,VD131,1039,1012,4,7,1,3,0,1,11,849,828,4,5,1,3,0,1,7,216.79999999999998,241,305.8,283,208.7,326.6,178.6,133,405,122.8,307.3,108.4,457.4,315.6,187.6,279.7,156.1,320.1,224.9,234.4,198.1,287.6,244.9,218.4,211.3,255,289.6,209.5,302.8,230.8,267.3
