GEOID,state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,pre_20_dem_bid,pre_20_rep_tru,uss_16_dem_sch,uss_16_rep_car,uss_18_dem_hir,uss_18_rep_cur,gov_18_dem_ige,gov_18_rep_tup,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20,ndv,nrv
150010220001474,15,001,0708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001475,15,001,0708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001476,15,001,0708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001477,15,001,0708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001478,15,001,0708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001479,15,001,0708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001480,15,001,0708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001481,15,001,0708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001482,15,001,0708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001483,15,001,0708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001484,15,001,0708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001485,15,001,0511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001486,15,001,0511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001487,15,001,0511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001488,15,001,0708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001489,15,001,0708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001490,15,001,0708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001491,15,001,0511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001492,15,001,0511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001493,15,001,0708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001494,15,001,0708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001495,15,001,0708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001496,15,001,0708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001497,15,001,0708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001498,15,001,0708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001499,15,001,0708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001500,15,001,0708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001501,15,001,0708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001502,15,001,0708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001503,15,001,0708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001504,15,001,0708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001505,15,001,0708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001506,15,001,0708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001507,15,001,0511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001508,15,001,0511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001509,15,001,0511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001510,15,001,0511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001511,15,001,0511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001512,15,001,0511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001513,15,001,0708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001514,15,001,0708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001515,15,001,0708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001516,15,001,0708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001517,15,001,0708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001518,15,001,0708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001519,15,001,0708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001520,15,001,0708,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.5,0.3,0,0,0.3,0.2,0.3,0.2,0,0.3,0.5,0,0.2,0.3,0.2,0.1
150010220001521,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001522,15,001,0708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001523,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001524,15,001,0708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001525,15,001,0106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001526,15,001,0106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001527,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001528,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001529,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001530,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001531,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001532,15,001,0105,17,1,0,1,0,11,0,0,4,13,1,0,0,0,10,0,0,2,4.1,1.6,6.2,2.4,4.8,1.1,4.4,1.4,3.9,1.7,4.4,4.2,6.2,1.4,1.5,2.4,4.7,1.6
150010220001533,15,001,0105,44,23,1,0,0,12,0,0,8,34,17,1,0,0,12,0,0,4,10.7,4.1,16.3,6.2,12.6,3,11.6,3.7,10.2,4.5,11.6,10.9,16.3,3.5,4.1,6.2,12.3,4.3
150010220001534,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001535,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001536,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001537,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001538,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001539,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001540,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001541,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001542,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001543,15,001,0105,12,6,0,0,0,0,0,0,6,6,3,0,0,0,0,0,0,3,1.9,0.7,2.9,1.1,2.2,0.5,2.1,0.6,1.8,0.8,2,2,2.9,0.6,0.7,1.1,2.2,0.7
150010220001544,15,001,0105,28,3,0,0,0,9,0,0,16,18,3,0,0,0,5,0,0,10,5.7,2.2,8.6,3.3,6.7,1.6,6.2,1.9,5.4,2.4,6.2,5.8,8.6,1.9,2.1,3.3,6.5,2.3
150010220001545,15,001,0106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001546,15,001,0105,44,32,1,0,0,5,2,0,4,39,30,1,0,0,4,2,0,2,12.3,4.7,18.7,7.1,14.4,3.4,13.3,4.2,11.7,5.1,13.4,12.5,18.7,4,4.7,7.1,14.1,4.9
150010220001547,15,001,0105,9,3,0,0,0,2,4,0,0,7,3,0,0,0,2,2,0,0,2.2,0.8,3.4,1.3,2.6,0.6,2.4,0.8,2.1,0.9,2.4,2.2,3.4,0.7,0.9,1.3,2.5,0.9
150010220001548,15,001,0105,25,12,0,3,0,4,0,0,6,19,11,0,1,0,4,0,0,3,6,2.3,9.1,3.5,7,1.7,6.5,2,5.7,2.5,6.5,6.1,9.1,2,2.2,3.5,6.9,2.4
150010220001549,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001550,15,001,0105,10,4,0,6,0,0,0,0,0,7,4,0,3,0,0,0,0,0,2.2,0.8,3.4,1.3,2.6,0.6,2.4,0.8,2.1,0.9,2.4,2.2,3.4,0.7,0.9,1.3,2.5,0.9
150010220001551,15,001,0105,46,18,0,0,0,4,1,0,23,34,17,0,0,0,4,1,0,12,10.7,4.1,16.3,6.2,12.6,3,11.6,3.7,10.2,4.5,11.6,10.9,16.3,3.5,4.1,6.2,12.3,4.3
150010220001552,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001553,15,001,0104,135,63,0,1,0,21,3,0,47,106,55,0,1,0,20,3,0,27,30.3,9.9,40.3,16.6,35,7.6,32.1,9.1,26.3,13.7,32.6,29.2,40.3,8.8,11.4,16.6,32.8,11.4
150010220001554,15,001,0106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001555,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001556,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001557,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001558,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220001559,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220002000,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220002001,15,001,0105,9,0,0,0,0,5,0,0,4,7,0,0,0,0,4,0,0,3,2.2,0.8,3.4,1.3,2.6,0.6,2.4,0.8,2.1,0.9,2.4,2.2,3.4,0.7,0.9,1.3,2.5,0.9
150010220002002,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220002003,15,001,0105,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.3,0.1,0.5,0.2,0.4,0.1,0.3,0.1,0.3,0.1,0.3,0.3,0.5,0.1,0.1,0.2,0.4,0.1
150010220002004,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220002005,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220002006,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220002007,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220002008,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220002009,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220002010,15,001,0104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220002011,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220002012,15,001,0104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220002013,15,001,0104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220002014,15,001,0104,126,30,0,10,1,46,5,0,34,91,24,0,7,1,38,5,0,16,26,8.5,34.6,14.2,30,6.5,27.5,7.8,22.6,11.7,28,25,34.6,7.5,9.8,14.2,28.1,9.7
150010220002015,15,001,0104,64,16,0,1,0,39,0,0,8,40,8,0,0,0,29,0,0,3,11.4,3.7,15.2,6.3,13.2,2.9,12.1,3.4,9.9,5.2,12.3,11,15.2,3.3,4.3,6.3,12.4,4.3
150010220002016,15,001,0104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220002017,15,001,0104,114,13,0,16,1,39,3,0,42,87,13,0,11,1,33,2,0,27,24.8,8.1,33.1,13.6,28.7,6.2,26.3,7.5,21.6,11.2,26.8,24,33.1,7.2,9.3,13.6,26.9,9.3
150010220002018,15,001,0104,23,2,0,3,0,4,0,0,14,16,2,0,2,0,4,0,0,8,4.6,1.5,6.1,2.5,5.3,1.1,4.8,1.4,4,2.1,4.9,4.4,6.1,1.3,1.8,2.5,5,1.7
150010220002019,15,001,0104,6,2,0,0,0,4,0,0,0,4,2,0,0,0,2,0,0,0,1.1,0.4,1.5,0.6,1.3,0.3,1.2,0.3,1,0.5,1.2,1.1,1.5,0.3,0.4,0.6,1.2,0.4
150010220002020,15,001,0104,68,24,0,6,0,21,2,0,15,46,16,0,4,0,15,1,0,10,13.1,4.3,17.5,7.2,15.2,3.3,13.9,3.9,11.4,5.9,14.1,12.7,17.5,3.8,4.9,7.2,14.2,4.9
150010220002021,15,001,0104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220002022,15,001,0104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220002023,15,001,0104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220002024,15,001,0104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220002025,15,001,0104,7,5,0,0,0,2,0,0,0,7,5,0,0,0,2,0,0,0,2,0.7,2.7,1.1,2.3,0.5,2.1,0.6,1.7,0.9,2.1,1.9,2.7,0.6,0.8,1.1,2.2,0.8
150010220002026,15,001,0104,16,6,0,2,0,0,0,0,8,13,6,0,1,0,0,0,0,6,3.7,1.2,4.9,2,4.3,0.9,3.9,1.1,3.2,1.7,4,3.5,4.9,1,1.4,2,4,1.4
150010220002027,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220002028,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220002029,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220002030,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220002031,15,001,0104,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,1.1,0.4,1.5,0.6,1.3,0.3,1.2,0.3,1,0.5,1.2,1.1,1.5,0.3,0.4,0.6,1.2,0.4
150010220002032,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220002033,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220002034,15,001,0105,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.6,0.2,1,0.4,0.7,0.2,0.7,0.2,0.6,0.3,0.6,0.6,1,0.2,0.2,0.4,0.7,0.3
150010220002035,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220002036,15,001,0105,15,8,0,0,0,5,1,0,1,15,8,0,0,0,5,1,0,1,4.7,1.8,7.2,2.7,5.5,1.3,5.1,1.6,4.5,2,5.1,4.8,7.2,1.6,1.8,2.7,5.4,1.9
150010220002037,15,001,0105,16,1,0,2,0,11,0,0,2,12,1,0,1,0,9,0,0,1,3.8,1.5,5.8,2.2,4.4,1.1,4.1,1.3,3.6,1.6,4.1,3.8,5.8,1.3,1.5,2.2,4.3,1.5
150010220002038,15,001,0105,4,1,0,1,0,2,0,0,0,4,1,0,1,0,2,0,0,0,1.3,0.5,1.9,0.7,1.5,0.4,1.4,0.4,1.2,0.5,1.4,1.3,1.9,0.4,0.4,0.7,1.5,0.5
150010220002039,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220002040,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220002041,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220002042,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220002043,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220002044,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220002045,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220002046,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220002047,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220002048,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220002049,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220002050,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220002051,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220002052,15,001,0105,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,1.3,0.5,1.9,0.7,1.5,0.4,1.4,0.4,1.2,0.5,1.4,1.3,1.9,0.4,0.4,0.7,1.5,0.5
150010220002053,15,001,0105,14,1,0,9,0,2,0,0,2,8,1,0,3,0,2,0,0,2,2.5,1,3.8,1.5,3,0.7,2.7,0.9,2.4,1.1,2.8,2.5,3.8,0.8,1,1.5,2.9,1
150010220002054,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220002055,15,001,0105,27,2,0,8,0,16,0,0,1,19,2,0,2,0,14,0,0,1,6,2.3,9.1,3.5,7,1.7,6.5,2,5.7,2.5,6.5,6.1,9.1,2,2.2,3.5,6.9,2.4
150010220002056,15,001,0105,9,8,0,1,0,0,0,0,0,5,5,0,0,0,0,0,0,0,1.6,0.6,2.4,0.9,1.8,0.4,1.7,0.5,1.5,0.7,1.7,1.6,2.4,0.5,0.6,0.9,1.8,0.6
150010220002057,15,001,0104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220002058,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220002059,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220002060,15,001,0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220002061,15,001,0104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010220002062,15,001,0104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
