state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,pre_20_rep_tru,pre_20_dem_bid,uss_16_rep_cra,uss_16_dem_stu,uss_20_rep_ris,uss_20_dem_jor,gov_18_rep_lit,gov_18_dem_jor,atg_18_rep_was,atg_18_dem_bis,sos_18_rep_den,sos_18_dem_hum,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20
16,001,66,4041,2799,46,831,26,237,11,7,84,3093,2297,28,501,21,186,7,3,50,722.3000000000001,635.3,888.9,999.1999999999999,804.8,590.9,836.5,1033.7,597.6,816.7,684.6,717.4,633.9,778.7,613.2,770.8,1016.7,763.6,638.4,862.6
16,001,67,5257,3648,199,869,32,339,20,0,150,4151,3128,136,543,26,210,18,0,90,517.1,568.9,666.8,1004.8,567.1,563.3000000000001,616,1008.5,473.4,810.3,541.3,714.2,515.6,753.5,565.9,759.4,1006.5,541.9,510,641.6
16,001,68,2745,2231,104,249,19,46,4,20,72,2244,1912,59,161,15,36,4,10,47,345.8,543.1,398.8,854.2,421.9,575.4,391.5,872.5,299.3,722.6,359.7,643.1,333,683.6,559.2,683.1,863,383.4,330.6,394.8
16,001,69,1397,1259,8,94,7,11,1,0,17,1157,1057,5,64,7,11,1,0,12,203.3,378.1,205.9,549.4,225.6,396.8,210.2,553,189.7,475.1,229,421.8,196,463.3,387.6,453.7,551.1,214.6,204.8,207.5
16,001,7,2804,2568,10,116,9,45,0,5,51,1975,1840,5,67,8,30,0,3,22,760.9,516,1070.5,805.3,791.1,493.8,1063.1,791.6,727.9,628,786.9,536.1,745.3,589.6,505.4,584.6,798.2,776.3,753.1,1066.7
16,001,70,1534,1185,178,115,13,7,4,0,32,1215,993,101,77,12,7,3,0,22,230.6,409.3,253.4,628,276.3,405.6,262,626,215.7,546.7,273.5,471.9,234.1,518.3000000000001,407.5,512.2,627.2,253.6,240.9,257.6
16,001,71,1640,1403,38,98,15,38,2,1,45,1496,1290,36,80,13,38,2,0,37,308.1,507.6,297.5,767.1,362.3,492,308.1,761.1999999999999,287.7,667.4,363,573.9,309.6,634.7,499.90000000000003,625.4,764.3,335.1,320.1,303
16,001,72,1728,1524,15,96,14,28,1,0,50,1520,1345,15,90,13,26,1,0,30,257.7,678.8,328.3,930.4,349.8,635.7,351.7,900.7,319.2,736.6,362.8,662.4,311.3,729.2,657.1,709.3,915.4,303.8,331,340.2
16,001,73,1830,1661,13,57,3,57,0,3,36,1342,1250,7,36,3,32,0,0,14,278.9,769.8000000000001,330.5,988.7,387.3,696.2,363.1,952,375.7,775.6,423,689.9,357.4,773.5,732.9,746.3,970.5,333.1,385.4,346.9
16,001,74,3291,2908,10,151,6,154,2,6,54,2410,2186,5,92,6,91,2,5,23,945.3,1718.5,1649,3192.6,1375.2,1481.3,1816.7,3039.1,1364.2,2141.1,1573.6,1842.6,1296.5,2154.9,1599.5,2046.2,3116.4,1160.5,1411.3,1732.5
16,001,75,2684,2152,66,226,27,110,4,9,90,2564,2079,65,209,26,103,4,5,73,259.2,463.2,189.3,483.2,305.90000000000003,400.9,183.9,460.3,172.1,550.5,213.1,435.9,191.1,488.90000000000003,432,491.7,471.6,282.5,192,186.6
16,001,76,1872,1654,19,70,8,68,1,2,50,1598,1430,14,57,8,53,1,2,33,183.3,688.1,227.6,930.6,279.2,658.7,249.6,898.5,254.9,766.5,294,701.6,232.9,778.1999999999999,673,748.9,914.6,231.3,260.7,238.6
16,001,77,1805,1625,16,97,15,22,3,1,26,1495,1369,12,68,14,15,2,1,14,182.3,688.9,221.7,936.5,276.6,647.1,247.5,899.6,276.6,746.8,317.4,677.9,249.9,758.9,668.3,727.4,917.5,229.1,280.7,234.7
16,001,78,4872,4107,51,476,25,57,22,11,123,3503,3074,33,266,18,47,13,9,43,1145.6,488.2,1528.6,912.1,1150.9,499.4,1468.5,936.6,924.1,699.5,1025.7,583.1,975.6,641.5,493.8,641.7,924.2,1148.3,975.2,1498.7
16,001,79,1268,1062,11,102,14,25,18,5,31,945,816,8,57,10,20,13,1,20,267.6,236.9,310,373.9,295.3,247.8,305.9,367.1,237.20000000000002,324.1,290.2,263.9,263.1,296.6,242.1,294.9,370.2,281.4,263.4,308
16,001,8,1789,1642,13,85,4,13,2,1,29,1229,1153,5,44,4,6,1,1,15,1049.1,421.90000000000003,2224.7999999999997,893.3,1179.7,381.6,2264.9,832.5,1388,579.8,1438.7,499.2,1383.8,571.2,402,550.3,862.6999999999999,1114,1403.6,2244.8
16,001,80,1193,993,14,129,6,26,2,2,21,893,779,5,66,6,16,2,2,17,253,223.8,293.1,353.4,278.9,234,289,346.9,223.9,306.3,274,249.5,248.4,280.5,229.2,278.6,350.2,266.1,248.5,290.9
16,001,81,2609,2112,21,346,25,50,3,2,50,1977,1647,15,218,19,43,3,2,30,462.3,497.5,623.8,739.6,548.9,516.3,588,761,441.3,642.6,524.9,546.2,481.6,599.1,506.9,595.4,750.1,506,481.9,605.8
16,001,82,2470,2050,27,268,22,40,0,2,61,1930,1668,20,157,19,36,0,0,30,419.7,436.9,486.8,717.5,501.7,459.1,477.7,726.6,407.3,579.9,461.8,515,423.5,565.4,447.7,553.4,722,460.7,430.8,481.7
16,001,83,3320,2738,76,273,25,118,6,4,80,2634,2254,50,174,22,82,6,2,44,453.9,694.9,568.8,1141.5,528.8,726.9,542.1,1160.1,379,981.6,494.1,846.3,439.2,920.6,711,916.4,1151.3,491.3,437.7,556.1
16,001,84,1568,1404,19,78,4,20,7,3,33,1246,1135,9,55,2,17,7,0,21,199.4,415,281.6,653.6,249.29999999999998,426.8,291.1,657.4,188.3,569.7,240.5,494.5,206.9,536.9,420.8,533.7,655,224.2,212.1,286.4
16,001,85,2341,2077,22,147,14,29,8,5,39,1932,1725,17,113,13,28,8,3,25,320.1,716.5,423.3,985.4,426.3,724.7,427.6,970.4,349.8,885.5,402.1,804.2,356.7,859.1,720.3,849.5,978.1,373.5,368.7,425.5
16,001,86,2104,1752,22,195,17,43,8,6,61,1843,1560,21,141,16,43,8,5,49,215.4,476.90000000000003,296.1,720,295.2,447.1,286.2,730,169.9,613.5,224,534.4,201.8,569.2,462.6,572.5,724.8,255.6,198.7,291.3
16,001,87,3114,2588,35,143,15,217,19,7,90,2850,2409,33,121,15,187,16,5,64,465.4,873.3,557.3,1313.3,609.5,802.5,593.8,1271.6,517.5,1024.8,595.9,909.3,517.2,1006.4,837.6,980.2,1292.8,537.1,543.6,575.2
16,001,88,1379,1201,9,101,4,17,2,7,38,1170,1037,8,75,4,15,2,3,26,162,300,196.9,495,207.8,281.8,200.5,490.6,160.3,394,197.2,341.1,173.9,371.3,290.6,368.8,493,184.9,177.1,198.4
16,001,89,2229,1976,12,154,14,25,2,1,45,1644,1493,7,92,10,16,2,1,23,875.2,292.3,1366.9,541.2,897.9,285.3,1348.3,541,869.8,407.6,918.8000000000001,335.1,882,375,288.4,372.7,541.1,886.4,889.8,1357.5
16,001,9,2926,2656,16,102,6,101,3,3,39,2050,1899,8,60,6,63,2,1,11,1291.9,463.3,1797,787.5,1418.1,410,1891.1,680.4,1449.7,498.4,1467.1,449.6,1437.2,499.8,437.3,482.7,733.9,1355,1451.7,1843.8
16,001,90,2780,2615,13,79,5,39,1,3,25,2048,1934,8,52,5,29,1,2,17,1103.5,385.9,1275.4,578.3,1194.1,350.8,1271.1,550.8,976.7,478,1028.8,393.1,1003.2,433.4,368.4,434.1,564.3,1149.2,1003.2,1273.1
16,001,91,2918,2632,14,142,13,62,3,5,47,2036,1863,7,87,6,48,1,2,22,951.8,389.1,1167,633.5,1002.4,338.8,1149.1,634.4,815.1,473.6,871.4,386.4,823.5,441,363.9,433.59999999999997,633.8,977.2,836.6,1158.1
16,001,92,1718,1587,11,58,12,22,3,0,25,1285,1204,6,36,10,18,0,0,11,577.9,310.7,781.2,517.7,623.4,287.3,771,517.2,566.3,399.2,625.6,322.4,583.3,373.7,298.7,364.9,517.4,600.5,591.5,776.2
16,001,93,1917,1713,12,68,6,71,2,0,45,1277,1152,6,37,5,58,1,0,18,570.7,315,728.9,486,622.5,289.9,728.3,485,557.5,395.1,619.1,315.3,576.3,368.2,302.3,359.5,485.4,596.6999999999999,584.3,728.4
16,001,94,3573,3126,10,180,28,161,1,5,62,2584,2300,8,95,18,127,1,3,32,889.3,544.2,1108.4,850.9,1017.5,529.4,1111.6000000000001,845.1,883.1,683.1,969.5,554,885.2,650.8,536.6,629.4,848,953.4,912.5,1110.4
16,001,95,2064,1722,20,168,11,92,7,2,42,1572,1362,11,96,9,68,5,0,21,522.8,338.9,682.9,590.4,587.3,355.5,651.5,611.1,477.6,461.3,525.5,386.7,496.7,437.2,347.5,428.5,601,554.8,500.1,667.5
16,001,96,2664,2392,12,104,10,92,1,2,51,1853,1697,5,60,9,65,1,0,16,821,436.7,1149.7,754.2,879.7,405,1144.7,746.9,807.5,560.1,892,444.7,825.8,524,420.7,509.40000000000003,750.2,850.4,841.9,1146.8
16,001,97,2431,2065,67,161,15,55,6,0,62,1938,1704,43,96,14,44,6,0,31,443.3,461.6,439.4,700.2,495.1,471,428.8,710.7,415.9,624,470.6,545.7,425.7,607.2,466.1,592.2,705.5,469.4,437.6,434
16,001,98,2753,2298,30,262,13,64,7,1,78,2158,1884,21,152,11,48,3,0,39,435.9,514.8,440.6,782.6,472.1,518.3,421.1,801.5,381.6,714.6,440.1,620,396.6,682.9,516.5,672.5,791.8,454.1,405.8,431.1
16,001,99,3203,2509,114,396,23,35,35,9,82,2399,1976,72,229,17,32,23,7,43,380.7,517.1,629.1,961,450.59999999999997,528.9,584.2,990.1,319.8,740,385.4,648.5,351.7,693.2,522.7,693.8,975.2,415.8,352.1,606.1
16,003,003001,255,244,0,1,1,4,0,0,5,223,215,0,1,1,2,0,0,4,177.8,34.4,205.9,42.9,136.5,44.2,195.3,38.2,151.2,40.3,156,35.8,156.6,42.2,38.5,39.6,40.1,157,155.3,200.9
16,003,003002,995,941,0,24,6,7,0,0,17,801,770,0,11,6,3,0,0,11,414.40000000000003,85.7,465.09999999999997,117.8,363.8,98.1,427.6,148.1,341.6,127.1,352.5,97.2,369.6,98.9,91.3,106.4,131.9,388.8,353.7,445.2
16,003,003003,936,887,1,22,13,0,2,2,9,771,730,1,18,12,0,2,2,6,376.6,77.1,429.8,118.3,348.8,98.7,397,123.5,312.1,118.3,323.3,110.5,331,110.5,86.9,112,121,361.6,322.5,413.9
16,003,003004,59,59,0,0,0,0,0,0,0,52,52,0,0,0,0,0,0,0,36.8,3,92,10,36.8,0.9,91.2,5.9,40,5.9,40,4.2,42,4.2,1.6,4.8,8.2,36.8,40.4,91.60000000000001
16,003,003005,1568,1489,2,41,12,5,0,0,19,1237,1183,1,26,11,4,0,0,12,502,199.9,637.1,248.9,542.9,199.4,614.7,254.5,409.59999999999997,271.5,460.5,205.9,443.5,230.8,199.8,236.4,251.4,523.8,437.7,624.9
16,003,003006,163,148,1,6,4,0,0,0,4,129,119,1,4,4,0,0,0,1,46.9,13.2,111.2,52.3,37.1,16.5,103.19999999999999,53.3,34.6,16.6,37,13.2,36,11.6,14.5,13.7,52.8,41.9,36,107.1
16,005,005001,1061,979,4,29,13,23,3,3,7,851,801,3,21,6,13,3,3,1,244,149,273.7,169.2,267.1,151,252.8,194.3,236.3,221.4,249.5,213.4,256.5,206.5,150.1,213.70000000000002,181.9,255.7,247.5,263.4
16,005,005002,1176,1111,3,35,5,8,0,0,14,875,836,3,21,3,4,0,0,8,337.8,198,437.3,249,410,221,413.09999999999997,249,303,257.09999999999997,337.8,229.1,342.1,231.79999999999998,209.7,239.3,249,374,327.5,425.3
16,005,005003,1073,1015,3,16,2,7,0,0,30,773,736,1,12,1,7,0,0,16,294.1,202.79999999999998,309,134.9,357.9,200,304.3,156.3,276.7,245.5,284.8,237.4,288.5,230.7,201.4,237.7,145.5,326.2,283.6,306.7
16,005,005004,2298,2002,12,171,44,20,1,2,46,1812,1591,11,126,40,15,1,2,26,289.8,342.2,388.9,444.8,324.1,363.3,358.5,447.7,215.4,416.5,244,385.7,224.4,409.5,352.6,403.9,447,307,227.2,374
16,005,005005,1289,1121,4,93,27,19,6,2,17,935,832,2,54,20,16,3,1,7,302.7,238.70000000000002,341.90000000000003,267.9,300.3,287.3,293.7,290,195.7,260.2,221.6,244.4,222.2,244.9,263.2,249.79999999999998,279.1,301.4,213.3,318
16,005,005006,1756,1476,27,169,31,5,4,1,43,1433,1245,23,114,22,5,4,1,19,174.4,238,307.9,322.90000000000003,205.2,263.9,267.3,370,149.5,307.1,173.6,285.1,167.1,295.6,250.9,294.7,346.3,189.2,163.2,288.3
16,005,005007,1468,1304,6,114,18,3,2,1,20,988,891,4,68,10,2,1,1,11,233.20000000000002,238.2,369.1,298.9,287.9,270.8,320.3,320.9,208.2,274.7,232.3,261.8,235.3,261.1,254.4,265.9,310,260.6,225.3,344.7
16,005,005008,1335,1121,8,152,17,10,0,1,26,1006,851,7,107,15,5,0,1,20,145.1,175.4,216.1,221.7,171.2,193.4,184.1,263.3,100.2,210.7,117.9,195.5,115.2,200.8,184.3,201.4,242,158.9,111.1,200.8
16,005,005009,1402,1179,8,150,27,4,0,0,34,1013,882,7,89,18,4,0,0,13,261.1,191.79999999999998,395.8,369.3,314.2,229.1,357.4,385.3,207.9,273.9,217.3,278,229.29999999999998,269.6,210.4,273.9,377.4,287.5,218.1,376.6
16,005,005010,1754,1544,4,143,25,9,3,2,24,1213,1091,1,81,20,4,3,2,11,418,208,492,278,447.8,253.9,456.9,337.9,308.1,274,331,255.2,305.1,284.2,231.1,271.3,307.7,432.9,314.9,474.4
16,005,005011,1779,1525,6,163,38,5,4,0,38,1270,1133,3,79,28,5,3,0,19,312.3,167.8,447.40000000000003,288.2,343.2,192,413.09999999999997,325.9,216,237.5,239.6,215.3,232.7,221.4,179.9,225,307,327.7,229.1,430.3
16,005,005012,1434,1314,4,74,16,3,1,0,22,1008,937,4,47,6,3,1,0,10,381.1,151.8,444.1,252.1,407.9,180.1,421.2,268,306.1,244,311.1,245.9,316.9,238,165.8,242.6,260.1,394.6,311.2,432.4
16,005,005013,1721,1445,13,182,44,7,0,2,28,1286,1115,12,105,31,7,0,2,14,284.3,154.8,340,200,288.1,168.7,296,232,203.4,197.9,222.9,188.6,212,201.9,161.8,196.4,216.3,286.6,212.4,318.3
16,005,005014,1502,1344,5,97,15,6,2,0,33,1113,1026,5,51,7,6,2,0,16,354.9,226,416.4,333.7,365.9,270.9,392.8,354.1,267,289.1,279.3,272,284.9,272.8,248.5,278,343.6,360.2,277.1,404.8
16,005,005015,1403,1181,8,129,19,21,3,1,41,1022,890,5,71,14,19,2,1,20,252,110.8,348.7,264.1,247.1,162.8,325.9,272.1,208,193.1,213.5,193.1,211.8,201,136.7,195.6,268.2,249.9,211.4,337.2
16,005,005017,1635,1406,4,123,44,30,0,0,28,1156,1020,4,66,30,24,0,0,12,243.9,177.1,335,304,277.7,209.1,314.3,287.8,202.1,264.9,227.1,240.8,224.20000000000002,248.9,193.29999999999998,251.6,295.9,260.6,218.1,324.1
16,005,005018,1427,1265,6,106,19,16,5,0,10,976,877,3,53,16,15,2,0,10,354.9,206,492.09999999999997,282,440,213.9,470.09999999999997,298.09999999999997,346,295,380.09999999999997,261.9,365.09999999999997,289,209.9,282,290,397.4,363.59999999999997,481
16,005,005019,1228,1086,3,111,5,11,2,1,9,897,807,3,63,5,11,2,1,5,200,140,269.1,231.6,243,166.1,257.9,256,173,188,180,181.6,190.2,178.5,153.1,182.6,243.8,221.70000000000002,180.8,263.5
16,005,005020,1419,1195,19,131,22,11,1,1,39,1032,899,14,76,11,10,1,1,20,215.1,166.9,293.4,224.2,273,166.9,266.3,257.1,206.3,280.7,238.8,248.5,231.8,254.4,166.9,260.8,241.1,244.2,225.9,279.6
16,005,005021,1582,1383,14,95,30,20,7,2,31,1103,981,8,58,20,17,4,2,13,256.1,168,351.8,300.9,330.3,201.1,333.2,329.4,199.7,221,210.8,205.2,211.8,209.4,184.5,211.8,315,293.2,207.4,342.2
16,005,005022,1364,1219,13,93,10,13,1,0,15,1016,927,11,53,7,9,1,0,8,259.7,215.2,301.7,244.5,304.8,258,280.8,274.4,196.2,243.7,217.8,221.9,216.6,225,236.1,229.9,259.4,282.1,210.3,291
16,005,005023,1290,1158,18,42,17,23,7,2,23,960,868,14,29,13,17,7,2,10,197.9,179.9,299,296.9,235,205,270.1,325,205,213,197.9,213,204.2,211,192.3,212.6,311.2,216.9,202.3,284.7
16,005,005024,1198,1018,14,124,13,12,2,0,15,901,787,13,73,6,11,1,0,10,156.2,187.3,188.2,245.79999999999998,195,205,160.5,252.4,122.8,231.7,132.6,226.5,133.9,227,196,227.7,248.4,175.4,129.9,174
16,005,005025,1152,945,47,98,18,13,3,1,27,936,783,41,66,15,11,3,0,17,123.1,183.6,195.5,254.8,147.2,211.7,167,262.1,127.3,240.8,137.5,235.9,138.3,236.4,197,236.9,258.3,135.9,134.7,181.5
16,005,005026,1643,1278,60,119,24,106,4,5,47,1430,1118,52,97,19,98,4,5,37,101.8,253,155.9,285.1,148.3,286.8,143,310.7,120.1,341,144.7,309,130.8,333,270.2,327.4,297.2,125.6,131.6,148.6
16,005,005027,1440,1201,28,63,18,73,5,0,52,1198,1000,28,52,13,63,5,0,37,182.9,256,189.1,408.1,260,215.9,214,345.1,128.9,292.09999999999997,158.1,259.3,134.1,288.9,236,280.2,376.7,221.3,140.20000000000002,201.8
16,005,005028,2114,1830,31,158,35,22,1,0,37,1778,1564,30,109,26,22,1,0,26,358.5,272.5,487.90000000000003,571.3,449.3,273.5,486.90000000000003,526.8,243.70000000000002,361.4,279.4,322.09999999999997,274.3,328,273.1,337.1,548.9,403.6,265.9,487.5
16,005,005031,1050,877,14,65,20,41,2,2,29,897,774,13,43,14,34,2,1,16,125.2,249,156.2,228.1,157.5,283,145.8,232.2,121.8,259.2,140.2,228.5,129.9,248.2,265.9,245.4,229.3,141,130.1,151.6
16,005,005032,908,803,12,44,4,14,9,1,21,721,634,11,39,4,14,8,0,11,176.8,208,160.8,212.6,234.1,203.1,150.70000000000002,209.1,125.6,235.5,142.6,204.5,133.5,222.6,205.5,221,210.8,205.4,133.8,156
16,005,005034,1359,1194,11,91,15,24,3,0,21,977,878,5,51,9,21,1,0,12,260.9,157.1,361.2,226.8,303,175.2,357,213.2,242.1,195.9,258.1,184.1,243.8,201,166,193.8,220,282,247.9,359
16,005,005035,1886,1669,8,105,9,51,12,0,32,1353,1216,5,66,8,37,6,0,15,383.59999999999997,194.3,520.6,389.3,491.7,173.8,518.9,363,384.9,264.4,398.8,255.3,396.4,258.2,184,259.2,376.2,437.7,393.4,519.6
16,005,005036,1176,1063,3,73,3,14,1,1,18,814,746,3,41,3,11,1,1,8,269,168.3,391.7,187.1,340.4,173.7,374.8,187.1,279.1,198,304.4,178.3,286.8,197.1,171.1,191.2,187.1,304.8,290.1,383.2
16,005,005037,1748,1577,13,74,10,35,9,2,28,1118,1030,4,35,10,25,6,2,6,406.8,176.4,498.4,235.9,508.7,206.4,495.2,224.1,448.7,234,475.6,203.3,460.5,222.9,191.6,219.7,230.1,458.2,461.7,496.7
16,005,005038,868,758,12,44,7,35,1,6,5,568,509,4,24,2,24,1,3,1,289.6,130.3,408.8,264.7,383,114.39999999999999,416.3,231.79999999999998,325.2,168.1,335.4,158.1,329.7,166,122.2,164,248.39999999999998,336.40000000000003,330.09999999999997,412.5
16,005,005039,1254,1026,15,91,30,63,2,2,25,868,723,12,54,21,46,2,1,9,218,123.2,273.9,196.1,268.2,117.6,270.6,175,226.8,129.4,227.8,126.3,223.6,130.9,120.4,128.8,185.4,243,226.2,272.2
16,005,005040,501,470,0,12,2,3,0,0,14,370,351,0,6,2,3,0,0,8,122.19999999999999,63.8,147.70000000000002,63.300000000000004,139.7,76.7,135.4,65,106.5,79.1,112.4,73.6,106.5,83,70.2,78.7,64.10000000000001,130.9,108.3,141.70000000000002
16,005,005041,1920,1690,19,123,15,22,5,0,46,1358,1229,13,68,10,17,3,0,18,383.9,269.4,533.2,270.3,461.4,293.3,502.40000000000003,270.5,361.3,304.6,380.7,282.8,366.6,308.6,281.3,298.5,270.4,422.7,369.5,518
16,005,005042,1122,1014,12,45,4,33,0,0,14,886,809,8,32,4,25,0,0,8,223,169.6,333.7,233.5,294,171,336.3,225.3,191.3,221,200.4,204.7,202.9,207,170.4,210.9,229.6,258.4,198.1,335.2
16,005,005043,2404,1946,20,281,84,11,4,7,51,1796,1495,19,168,67,9,3,5,30,271.6,227.9,490.7,284.3,320.2,250.1,447.8,306.8,228.8,303.7,260.9,290.1,258.6,295.7,238.4,296.2,294.9,295.2,250.1,469
16,005,005050,1943,1692,7,121,50,18,5,0,50,1352,1207,4,69,32,15,4,0,21,431.7,191.1,632.6,278.6,526.4,218.5,615,292.4,409.8,221.7,429.3,197.7,428.3,200.7,204.79999999999998,206.7,285.7,478.90000000000003,422.2,623.7
16,005,005051,1895,1717,3,109,16,32,1,0,17,1181,1085,2,58,6,23,0,0,7,499.9,219,728,283.2,577,246.9,689.1,349.8,418.8,263.8,436,258.2,440,255.9,233,259.2,316.40000000000003,538.3,431.5,708.6
16,005,005052,1239,1044,3,94,37,17,16,0,28,857,741,3,57,21,17,6,0,12,298,123.9,481.59999999999997,167.6,317.1,162.1,453.2,171.9,305.5,154.2,323.5,136.20000000000002,316.8,142.2,142.9,144.3,170.1,307.7,315.1,467.5
16,005,005053,2516,2050,8,286,90,22,1,5,54,1703,1453,4,147,54,15,1,4,25,464.9,217.8,716.1999999999999,442.3,552,252.8,679.4,464.9,352,379,409.8,310.1,394.8,334.8,235.2,341,454,508.40000000000003,385.9,697.4
16,005,005054,1225,1100,2,79,12,17,1,0,14,828,755,2,45,10,12,1,0,3,478.90000000000003,112,730,217.1,574.2,130.1,702,222.6,433.3,161.9,448.8,156.8,435,171.9,120.8,163.2,219.7,526.5,439,715.5
16,005,005055,3312,2852,22,271,55,39,2,2,69,2176,1921,14,148,33,28,1,1,30,748.7,286.4,993.2,423.3,894.3,305.4,939.3,457.7,654.9,393.5,685,359.4,674.1,358.5,296.1,370.4,440.09999999999997,821.3000000000001,671.6,966
16,005,005056,1283,1147,9,66,13,18,9,0,21,815,747,3,32,9,14,4,0,6,260.6,104.7,294.09999999999997,140.79999999999998,284.2,115.5,288.1,142,222.1,157.9,226,152.20000000000002,223.7,149.4,110.2,153.1,141.3,272.5,223.7,291
16,005,005057,1040,949,0,59,8,7,1,4,12,737,689,0,29,6,4,1,2,6,338.4,91.5,412.4,80.9,359.7,97.9,406.7,100.4,286.3,114.4,284.9,117.9,281.7,123.6,94.8,118.4,90.60000000000001,349,284.4,409.5
16,005,005058,1047,928,9,62,23,6,0,1,18,721,657,2,35,14,4,0,0,9,254,105.9,367,159.1,281.2,121.2,340.9,191,202.1,148.9,220.2,133.1,222.1,131,113.7,137.6,174.7,267.7,214.8,353.5
16,005,005059,1023,899,0,60,51,3,0,0,10,772,688,0,34,41,3,0,0,6,332.3,105.8,422.7,112.8,338.5,143.5,403.7,155.3,345.7,139.2,351,142.2,353.1,143.5,123.9,141.9,133.8,335.3,350.5,413.1
16,005,005060,2026,695,2,147,1100,10,1,5,66,1392,540,1,81,728,7,1,5,29,229.8,456,287.9,864.1999999999999,316,377.8,229.8,879,164.4,525.6,196.4,479.5,189,490.8,416.8,498.9,870.1,273.4,184.3,258.6
16,005,005061,949,895,2,19,1,2,8,0,22,625,598,0,13,1,2,4,0,7,287.2,58.5,549.1,75.6,341.5,81.8,517.8,91.6,309.8,74.1,306.9,75.7,316.59999999999997,71,67.9,74,81.9,314.5,311.7,534.7
16,005,005062,1013,976,0,18,9,0,5,1,4,732,713,0,9,3,0,4,1,2,379.8,48.4,460.3,63.4,417.5,112.5,434.9,90.7,314.2,85.6,326.7,79.1,322.3,88.9,79.7,85.5,77,396.8,322.2,446
16,005,005063,1310,1224,5,54,5,10,0,1,11,911,866,3,28,3,7,0,1,3,342.9,99.3,543.1,185.7,366.3,170.2,526.6,206.9,305.6,155.7,305.6,161.4,327.2,139.2,135.2,151.9,195.7,355.2,312.4,534.9
16,005,005064,1101,1046,2,41,4,4,0,0,4,894,856,2,26,4,4,0,0,2,456.5,159.1,576,143.7,431.9,194,561.6,162.4,354.5,171.8,352.7,176.4,360.4,167.3,177,171.9,150.8,443.4,356.5,567.6
16,005,005065,1447,1407,2,25,7,1,0,0,5,1040,1014,2,14,5,1,0,0,4,517.3,127.7,746.7,143.9,533.8,197.9,691.8,215.8,434.1,187.5,446.7,189.9,437,197.6,163.9,190.3,178.1,524.4,437.6,720.9
16,005,005066,1323,1237,4,34,14,8,5,2,19,971,913,1,27,8,5,4,2,11,371.9,199.5,495.6,225.3,394.90000000000003,204.5,491.5,230.8,344.7,246.79999999999998,346.6,230.8,351.6,230.8,201.5,235.8,227.6,383.1,347.1,492.9
16,005,005067,903,873,0,12,7,0,0,0,11,637,621,0,8,4,0,0,0,4,361.9,94,446.09999999999997,133.9,375.9,188,431.2,145.2,357.1,127.60000000000001,348.5,138.7,343.4,148.6,141.1,138.3,139.6,368.1,348.6,438.9
16,005,005068,105,103,0,2,0,0,0,0,0,74,72,0,2,0,0,0,0,0,56.7,7.2,81.2,4,54.9,7.800000000000001,74.7,6.4,50.5,8.700000000000001,50.5,8.700000000000001,48.800000000000004,8.700000000000001,7.6000000000000005,8.700000000000001,5.6000000000000005,55.9,50.3,77.6
16,007,007001,965,911,0,43,0,2,0,0,9,668,636,0,24,0,2,0,0,6,329,47.5,401.4,49,348.1,55.2,388.3,55.2,260.3,54.3,268.8,48,266.6,49.6,51.6,50.3,52.3,338.4,265.9,395
16,007,007002,733,700,0,21,7,4,0,0,1,543,519,0,16,6,2,0,0,0,256.8,31.1,336.1,50.1,302.09999999999997,31.1,335.4,42.1,195.8,44.7,204.6,42.1,189.1,54.3,31.1,47,46.1,279.2,196.2,335.8
16,007,007003,1044,951,1,78,4,0,0,0,10,745,694,1,38,3,0,0,0,9,287.3,48.2,400.9,52.9,303.5,46.1,375.4,67.8,201.9,50.9,210.29999999999998,53.9,210.29999999999998,54.6,46.7,53.8,59.9,295.7,208.5,388.1
16,007,007005,684,655,3,4,2,4,0,1,15,500,481,2,3,2,2,0,0,10,258.7,21.7,339.1,29.7,265.1,27,318.3,31.7,203.9,23.7,209.2,27.5,205.2,30.3,24,27.5,30.5,261,205.5,329.5
16,007,007006,272,263,0,8,1,0,0,0,0,191,188,0,2,1,0,0,0,0,123.7,6.3,168.3,13.6,133.5,7.1,161.1,9,95.6,11.9,97,13.6,97,13.6,6.3,13.299999999999999,11.2,129,97,165.29999999999998
16,007,007007,146,135,0,6,3,1,0,0,1,110,101,0,4,3,1,0,0,1,67,10.6,105.10000000000001,11.2,74.5,9.3,96.3,9.5,66.7,10.799999999999999,69.39999999999999,9.3,66.3,11.299999999999999,9.8,10.6,10.3,70.6,67.4,100.6
16,007,007008,534,514,2,13,0,2,0,0,3,392,382,0,7,0,2,0,0,1,226.5,15.799999999999999,252,17.6,236.6,24.3,235.3,18.7,174.4,14.3,179.29999999999998,15.799999999999999,173.6,20.5,20,16.6,18.2,231.8,175.5,243.1
16,007,007009,140,138,0,1,0,1,0,0,0,95,93,0,1,0,1,0,0,0,51.9,8.2,72.9,18.1,67.8,6.8,76.9,13.9,51.9,10.8,51.9,10.8,50.2,13.9,7.7,11.700000000000001,15.799999999999999,59.7,51.4,75.2
