GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,uss_16_dem_ben,uss_16_rep_gle,gov_18_dem_pol,gov_18_rep_sta,atg_18_dem_wei,atg_18_rep_bra,sos_18_dem_gri,sos_18_rep_wil,pre_20_dem_bid,pre_20_rep_tru,uss_20_dem_hic,uss_20_rep_gar,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
08069069505,CO,Larimer County,069505,2243,505,1563,29,21,18,0,12,95,1734,327,1275,19,19,16,0,1,77,366,538,410,505,357,400,334,414,359,399,537,585,504,568,521.5,388,404.3,350,576.5,520.5,487,409.6
08069069506,CO,Larimer County,069506,1815,333,1363,11,10,27,6,9,56,1479,228,1159,7,10,20,6,7,42,336.3,540.4,371.8,521.7,332.3,447.7,315.6,462.5,343.2,438.8,432.9,582.8,408.3,569,531,354,449.7,330.4,575.9,420.6,509,362.9
08069069507,CO,Larimer County,069507,2138,207,1793,3,6,35,1,10,83,1724,125,1481,3,6,31,1,10,67,489.7,848.6,577.2,850.3,557.7,775.3,500.4,811.5,530.8,803.2,744.1,854.2,661.7,898,849.5,533.5,796.7,529.6,876.1,702.9,834.4,580.2
08069069508,CO,Larimer County,069508,1426,123,1220,3,7,20,2,0,51,1120,76,992,3,6,18,2,0,23,339.1,509.1,373.1,518.1,350.1,428.1,327.1,446.1,359.1,418.1,477.1,502.1,437.1,535.1,513.6,356.1,430.7,345.4,518.6,457.1,479.5,380.4
08069069509,CO,Larimer County,069509,1358,198,1048,18,6,13,0,1,74,1037,121,837,14,5,9,0,1,50,300.8,395.7,321.3,404.9,312,326.5,277.6,352.6,301,339.6,438.2,376.1,393.9,382.8,400.3,311,339.6,296.9,379.4,416.1,368.3,335
08069069510,CO,Larimer County,069510,2082,275,1642,9,6,22,8,12,108,1568,176,1279,7,6,19,6,10,65,420.2,492.3,437.7,502.1,465,484.5,450.4,491.4,467.9,489.4,629.8,586.9,580,612.2,497.2,428.9,488.4,461.1,599.6,604.9,522.7,493
08069069511,CO,Larimer County,069511,1095,99,938,2,2,7,0,2,45,887,62,792,0,2,7,0,2,22,301.4,447.1,333.6,450,296.5,406,276.9,430.4,297.4,412.8,368.9,417.8,339.5,443.2,448.5,317.5,416.4,290.3,430.5,354.2,429.6,316.3
08069069512,CO,Larimer County,069512,2143,271,1682,28,18,29,3,18,94,1676,176,1357,26,11,28,3,18,57,509.6,657.9,548.4,675,509.5,561,469.1,584.6,500.6,574.2,689.1,672.2,615.5,690.8,666.5,529,573.3,493.1,681.5,652.3,630.8,548.8
08069069513,CO,Larimer County,069513,1620,148,1373,9,3,5,3,9,70,1295,120,1109,3,3,4,3,9,44,355,552,428,532,381,440,358,453,367,447,501,552,452,564,542,391.5,446.7,368.7,558,476.5,505.7,406
08069069514,CO,Larimer County,069514,2119,368,1593,12,15,11,0,14,106,1683,243,1322,10,13,9,0,12,74,452,599,499,597,486,482,459,508,484,490,613,589,557,600,598,475.5,493.3,476.3,594.5,585,552.1,507.1
08069069515,CO,Larimer County,069515,1719,223,1398,10,4,10,0,6,68,1393,133,1182,10,3,10,0,6,49,311.6,542.8,359.6,520.4,377.8,490.3,356.2,525.5,372.9,505.9,521.9,600.7,480.7,612.4,531.6,335.6,507.2,369,606.5,501.3,542.6,397.2
08069069516,CO,Larimer County,069516,1920,175,1622,20,13,18,0,5,67,1629,108,1434,17,10,18,0,1,41,563.4,773.4,594.1,771,597.9,705.2,531,765.3,561.1,733.1,703.4,810.9,663.7,818,772.2,578.8,734.5,563.3,814.4,683.6,768.1,602.1
08069069517,CO,Larimer County,069517,2028,202,1605,18,7,51,2,27,116,1571,129,1296,10,4,36,2,10,84,367,512.6,371.2,538.9,476.8,559.1,457.8,573.8,472.2,569.5,648.3,634.7,587.3,681.8,525.8,369.1,567.5,469,658.2,617.8,581.5,483
08069069518,CO,Larimer County,069518,2411,441,1803,23,5,32,0,11,96,1917,281,1509,18,4,29,0,8,68,493.8,707.9,538.4,689.1,484.8,581,458.1,592.9,479.9,575,671.2,715.8,608.8,714.9,698.5,516.1,583,474.3,715.3,640,653.8,533.6
08069069519,CO,Larimer County,069519,2001,338,1474,15,17,26,1,12,118,1605,223,1247,6,9,26,1,11,82,363.5,627.7,440.6,593.6,411.5,527.6,391.5,536.6,417.5,516.6,538.6,663.7,526.6,651.7,610.7,402,526.9,406.8,657.7,532.6,588.2,441.4
08069069520,CO,Larimer County,069520,2232,309,1779,20,7,19,4,5,89,1864,210,1543,16,7,14,4,4,66,449,630.3,511.9,597.9,472,545.6,451,568.2,471.7,543.7,609.2,670.1,555,669.2,614.1,480.5,552.5,464.9,669.7,582.1,603.6,502.9
08069069521,CO,Larimer County,069521,1725,184,1458,6,7,14,3,4,49,1417,124,1226,5,7,13,3,4,35,425.4,537.5,474.4,519.5,454.4,475.5,426.4,505.5,440.4,483.5,568.5,539.6,522.5,547.6,528.5,449.9,488.1,440.4,543.6,545.5,515.5,473.1
08069069522,CO,Larimer County,069522,2129,138,1863,11,3,29,0,11,74,1636,86,1468,10,3,23,0,11,35,524,831.9,565.4,842.1,604.4,739.4,561.8,782.8,583.4,772.4,759.6,830.7,701.7,864.9,837,544.7,764.8,583.2,847.8,730.7,809.1,614.3
08069069523,CO,Larimer County,069523,1447,139,1215,16,11,15,2,3,46,1222,104,1058,9,8,8,2,3,30,381,538,414,551,406,456,377,489,405,466,501,501,454,528,544.5,397.5,470.3,396,514.5,477.5,504.1,419.7
08069069524,CO,Larimer County,069524,2001,284,1575,12,4,15,1,8,102,1621,187,1346,4,4,11,0,8,61,349,559.6,413.5,533,377.5,465.7,376.6,467.6,379.4,454.3,519.8,588.1,481.8,585.2,546.3,381.3,462.6,377.8,586.6,500.8,521.9,413.9
08069069525,CO,Larimer County,069525,963,42,878,1,0,8,0,5,29,882,34,815,1,0,7,0,5,20,203.8,299,226.5,313.2,272.9,350.9,251.1,371.7,258.7,367.9,374.3,439,339.2,459.8,306.1,215.2,363.5,260.9,449.4,356.7,371.6,275.2
08069069526,CO,Larimer County,069526,1812,104,1601,8,9,30,5,8,47,1501,86,1340,4,5,22,5,6,33,526.1,688.7,559.9,700.4,562.3,627.2,498.6,687.8,532.4,656.3,713.8,716.2,649.1,740.3,694.6,543,657.1,531.1,728.2,681.4,688.1,577.5
08069069527,CO,Larimer County,069527,1846,188,1542,10,10,11,1,5,79,1534,124,1324,7,10,8,1,5,55,392.6,624.5,434.1,620.5,413.4,519.9,381.8,546.5,404.5,526.8,530.8,655.1,483.4,651.1,622.5,413.4,531.1,399.9,653.1,507.1,592.1,434.4
08069069528,CO,Larimer County,069528,2423,309,1966,19,16,12,0,13,88,1973,210,1648,15,16,10,0,12,62,605.9,622.4,663.4,610.9,637.5,541.3,611.4,547.4,629.6,545.6,796.2,706.9,731.1,695.7,616.6,634.7,544.8,626.1,701.3,763.7,610,667.9
08069069529,CO,Larimer County,069529,1688,241,1280,31,9,25,0,18,84,1449,183,1133,26,9,23,0,15,60,529.3,446.7,551,443.5,393,236,388,240,394,240,563,315,527,301,445.1,540.2,238.7,391.7,308,545,317.5,477.9
08069069530,CO,Larimer County,069530,2299,343,1748,13,18,43,3,6,125,1955,246,1538,13,18,34,3,6,97,533,624.1,586.1,589.1,528.1,491.1,500.1,509.1,543.1,494.1,706.1,666.1,673.1,652.1,606.6,559.6,498.1,523.8,659.1,689.6,575.1,581.4
08069069531,CO,Larimer County,069531,1476,185,1178,9,5,8,0,14,77,1136,117,943,7,5,6,0,14,44,268.4,384.9,292.4,383.6,291.4,360.9,260.6,373.2,287.3,349.1,370.5,446.2,340.9,466.6,384.2,280.4,361,279.8,456.4,355.7,394.9,301.7
08069069532,CO,Larimer County,069532,2411,448,1745,29,14,32,0,5,138,1788,299,1339,28,14,28,0,4,76,403,586,435,559,500,472,454,494,488,467,618,625,582,622,572.5,419,477.7,480.7,623.5,600,546.4,497.1
08069069533,CO,Larimer County,069533,1930,367,1448,9,1,18,0,13,74,1549,225,1234,9,1,12,0,12,56,367.5,387.7,403.8,375,354,350,341,355,352,340,497,455,449,450,381.4,385.7,348.3,349,452.5,473,387.5,394.9
08069069534,CO,Larimer County,069534,1338,251,998,6,6,17,2,12,46,1064,170,826,6,6,16,2,10,28,307.9,462.7,336.3,449.4,254,255,241,262,255,261,361,353,335,343,456.1,322.1,259.3,250,348,348,340.9,298.6
08069069535,CO,Larimer County,069535,2459,403,1865,15,10,17,2,28,119,1927,253,1532,15,9,16,2,15,85,446,729,495,711,452,570,421,600,440,586,612,753,568,756,720,470.5,585.3,437.7,754.5,590,672.1,490.6
08069069536,CO,Larimer County,069536,2041,143,1805,2,6,20,2,1,62,1744,99,1570,2,6,20,0,1,46,458,770,498,774,529,757,498,780,539,756,675,922,615,938,772,478,764.3,522,930,645,813.9,544.6
08069069537,CO,Larimer County,069537,2070,103,1843,4,12,19,1,12,76,1604,66,1455,0,11,15,0,3,54,496.5,799,535.6,814.2,543.5,702,507.4,728,530.5,721,670.3,828.2,615,851.5,806.6,516.1,717,527.2,839.9,642.6,777.7,557
08069069538,CO,Larimer County,069538,1623,92,1422,0,4,20,2,13,70,1406,69,1261,0,4,17,1,10,44,441.7,705.5,468.6,746.5,446.7,701,436.8,715.7,448.7,710.7,580.5,754.5,529.5,791.8,726,455.1,709.1,444.1,773.1,555,732.2,478.9
08069069539,CO,Larimer County,069539,1914,155,1620,15,10,18,0,12,84,1554,105,1346,15,9,13,0,11,55,415.8,684.1,484.6,666.4,430.5,580.9,406.9,599.6,432.5,576,550.4,704.7,529.8,713.6,675.3,450.2,585.5,423.3,709.2,540.1,646.5,464.3
08069069540,CO,Larimer County,069540,1108,144,901,15,1,8,2,9,28,865,108,708,14,0,8,2,6,19,389.2,605.7,451,578,221.7,292,212.6,307.8,224.8,292,294.1,371,283.7,366.5,591.9,420.1,297.3,219.7,368.8,288.9,401.9,296.7
08069069541,CO,Larimer County,069541,2214,209,1882,3,16,11,1,8,84,1846,146,1607,2,8,8,1,8,66,402.8,805.5,457.3,785.4,405.9,736.9,382,754.1,428.9,714.9,543.5,867,491.9,877.5,795.5,430,735.3,405.6,872.2,517.7,791.6,444.6
08069069542,CO,Larimer County,069542,2734,362,2176,17,7,45,2,10,115,2257,257,1850,17,2,43,2,8,78,387.4,457.5,386.4,477.2,488.2,392.6,455.6,406.5,466.5,405.4,856.6,708,812.2,705,467.3,386.9,401.5,470.1,706.5,834.4,507.5,550.4
08069069543,CO,Larimer County,069543,1251,159,978,7,8,11,0,11,77,925,90,757,3,7,9,0,11,48,224.5,410.6,250.8,418.5,249.4,350.1,224.5,361.3,240,349,337.9,433.2,307.1,445.1,414.5,237.6,353.5,238,439.1,322.5,395.4,262
08069069544,CO,Larimer County,069544,1492,226,1133,25,13,13,0,22,60,1259,152,1001,19,8,11,0,22,46,270.5,285.3,297.2,276,373,238,349,248,363,239,454,303,434,294,280.6,283.8,241.7,361.7,298.5,444,269,362.9
08069069545,CO,Larimer County,069545,1581,258,1204,11,7,6,0,14,81,1219,162,978,10,7,5,0,7,50,201.1,302.3,219.7,293.6,292,366,289,362,298,360,385,446,348,454,297.9,210.4,362.7,293,450,366.5,369.1,290.4
08069069546,CO,Larimer County,069546,1159,149,916,11,6,13,0,4,60,955,105,773,11,6,13,0,4,43,132.9,116.8,139.1,115.4,306,228.3,296.1,229.7,299.4,229.2,389.6,292.6,361,293.5,116.1,136,229.1,300.5,293,375.3,215.1,274.9
08069069547,CO,Larimer County,069547,1652,247,1225,22,15,28,2,16,97,1317,175,1013,17,10,25,2,9,66,91.2,140.4,105.8,134,292,298.8,273.8,312,289,299.7,422.4,382.2,394.2,376.3,137.2,98.5,303.5,284.9,379.3,408.3,277.6,266.9
08069069548,CO,Larimer County,069548,1144,160,880,14,2,15,2,0,71,918,113,736,11,2,12,2,0,42,122.4,175.5,133.4,174.9,264.5,238.4,242.2,256.7,268.1,236.8,322.7,311.6,286.9,317.7,175.2,127.9,243.9,258.3,314.6,304.8,244.5,234.3
08069069549,CO,Larimer County,069549,984,143,796,1,4,4,0,3,33,779,95,653,1,0,4,0,3,23,94.2,154.8,111.4,149.2,197,304,181,311,191,298,263,353,239,359,152,102.8,304.3,189.7,356,251,275.6,182.4
08069069601,CO,Larimer County,069601,1583,1112,409,5,2,11,8,3,33,1089,685,356,5,2,10,4,0,27,210.5,112.6,214.8,101,217.9,89.9,211.5,95.3,216.2,89.8,285.2,134.9,264.5,124.2,106.8,212.6,91.7,215.2,129.5,274.8,106.8,231.5
08069069602,CO,Larimer County,069602,1084,73,917,1,5,13,0,11,64,876,53,745,1,4,11,0,11,51,516.6,341,525.9,350.9,557.2,283.4,516.8,308.5,520.2,313.8,607.3,296.2,559.2,318.3,345.9,521.3,301.9,531.4,307.3,583.3,316,543.3
08069069603,CO,Larimer County,069603,1643,69,1480,3,6,25,0,7,53,1425,57,1307,2,6,22,0,5,26,666.2,520,690.8,536.1,639.7,510.3,614.9,528.4,602.6,552.1,798.8,501.1,743.6,522,528,678.5,530.3,619.1,511.6,771.2,524.3,679.5
08069069701,CO,Larimer County,069701,1719,229,1363,10,5,10,1,17,84,1474,179,1198,9,4,9,1,15,59,736.9,311.7,729.1,329.6,732.4,255.1,701.5,267.1,701.4,274.1,893.9,301.9,842.6,306.2,320.6,733,265.4,711.8,304.1,868.3,292.2,762.6
08069069702,CO,Larimer County,069702,1385,128,1158,4,7,10,0,5,73,1049,73,908,4,7,10,0,1,46,556.7,315.6,586.5,334.4,573.6,274.9,549.8,279.9,544.8,299.7,686.7,295.7,638.1,324.5,325,571.6,284.8,556.1,310.1,662.4,303.5,590.9
08069069703,CO,Larimer County,069703,2367,893,1310,21,7,22,1,7,106,1754,556,1071,16,7,17,1,5,81,349,375,381,342,384,271,361,288,385,262,574,405,536,387,358.5,365,273.7,376.7,396,555,332.9,424.3
08069069801,CO,Larimer County,069801,1917,686,1126,14,3,8,0,18,62,1395,407,931,7,2,1,0,2,45,342,469.6,362.9,458.7,351,405.8,335,425.8,341,418.8,443.7,511.5,411.8,505.5,464.1,352.5,416.8,342.3,508.5,427.8,456.5,369.6
08069069802,CO,Larimer County,069802,1207,87,1057,8,1,16,0,5,33,983,64,871,4,1,14,0,4,25,308,350,312,375,305,358,272,386,296,364,486,466,420,502,362.5,310,369.3,291,484,453,400.1,342.7
08069069803,CO,Larimer County,069803,2861,218,2420,19,10,72,1,11,110,2118,126,1839,13,4,60,1,9,66,363.1,712.7,369,727.6,439.9,778.5,405.3,802.2,426,791.4,873.6,1152.9,774,1204.7,720.2,366.1,790.7,423.7,1178.8,823.8,881.4,521.6
08069069804,CO,Larimer County,069804,2130,197,1607,15,5,143,0,20,143,1306,99,1030,10,4,91,0,9,63,357.5,493.1,369,530.9,309.2,374,276.9,392.9,287.1,386.8,663,665,595.9,694.5,512,363.2,384.5,291.1,679.8,629.4,505.3,408.4
08069069805,CO,Larimer County,069805,834,30,737,8,1,19,1,1,37,715,20,641,3,1,19,1,1,29,418.8,692.8,433.9,737.9,250,325,224,348,243,338,282,362,266,371,715.4,426.4,337,239,366.5,274,453.5,302.5
08069069806,CO,Larimer County,069806,1188,64,1041,8,0,18,0,6,51,910,38,822,4,0,18,0,4,24,281.8,467.3,291.7,505,310.5,460.4,265.9,491.1,289.7,480.2,405.8,492.1,355.2,535.8,486.1,286.7,477.2,288.7,513.9,380.5,490.3,314.4
08069069807,CO,Larimer County,069807,889,28,811,1,0,11,0,4,34,707,20,651,1,0,8,0,4,23,230.7,392.5,232.6,419.8,248.6,361,223.7,374.9,225.7,379.9,324.2,382.8,274.4,420.6,406.2,231.6,371.9,232.7,401.7,299.3,390.2,251.4
08069069808,CO,Larimer County,069808,1767,86,1561,1,2,41,0,6,70,1497,66,1344,1,2,29,0,6,49,315,589,342,625,386,735,331,782,352,764,578,852,512,879,607,328.5,760.3,356.3,865.5,545,746.6,402.3
08069069809,CO,Larimer County,069809,1885,158,1573,15,4,35,0,7,93,1388,106,1174,10,2,30,0,7,59,219.5,595.6,238.8,604.4,200.3,579.9,188,593,191.5,589.5,333.2,746,300.9,764.4,600,229.2,587.5,193.3,755.2,317,639,238.9
08069069810,CO,Larimer County,069810,1830,268,1403,25,10,39,0,12,73,1336,161,1063,22,5,30,0,10,45,332.1,617.9,354.5,634.6,280.1,499.1,268.8,493.6,277.9,481.5,454.2,683.8,420,692,626.3,343.3,491.4,275.6,687.9,437.1,586.1,341.1
08069069811,CO,Larimer County,069811,3193,509,2409,41,18,79,0,6,131,2561,364,1986,37,14,62,0,4,94,188.7,352.9,201.3,362.7,319.6,554.6,302.8,561.1,314.9,545.3,594.5,923.3,537.8,947.5,357.8,195,553.7,312.4,935.4,566.2,606.8,351.4
08069069812,CO,Larimer County,069812,1311,54,1155,2,6,37,1,7,49,963,27,877,2,5,24,1,4,23,112.4,185.9,116.4,198.1,299.5,514.6,250.1,558.9,269.3,537.8,380.2,594.9,343.8,609.2,192,114.4,537.1,273,602.1,362,457.1,253.1
08069069813,CO,Larimer County,069813,1427,95,1236,9,1,22,0,0,64,1026,60,912,7,1,16,0,0,30,276.2,478,279.1,510,302.6,534,285,556.5,279.2,558.4,371.9,632.1,339.4,647,494,277.6,549.6,289,639.5,355.6,559.4,304.8
08069069814,CO,Larimer County,069814,1704,148,1378,14,1,88,0,9,66,1017,76,845,9,1,55,0,5,26,76.6,105.6,79,113.7,275,346.1,255.4,360.1,258.2,358.3,401.4,417.3,354.6,453.7,109.7,77.8,354.8,262.9,435.5,378,307.8,242.9
08071071001,CO,Las Animas County,071001,264,46,206,0,1,0,0,1,10,214,38,172,0,1,0,0,1,2,17.9,155.2,33.8,139.3,13,137.3,15.9,137.3,22.9,130.3,17.9,167.1,17.9,171.1,147.2,25.9,134.9,17.3,169.1,17.9,148.2,19.9
08071071002,CO,Las Animas County,071002,630,199,328,78,9,7,0,6,3,586,193,298,78,7,7,0,3,0,17.3,69.8,29.1,58.9,29.3,49.5,29.3,49.5,30.9,47.1,23.7,62.8,25.7,59.8,64.3,23.2,48.7,29.8,61.3,24.7,56.8,26.5
08071071003,CO,Las Animas County,071003,1101,293,738,7,19,5,0,3,36,894,211,628,7,12,4,0,3,29,182.1,422.9,247.5,352.8,211.7,363.1,210.5,361,241.1,335.9,223.6,512,230.6,502.6,387.9,214.8,353.3,221.1,507.3,227.1,407.2,221
08071071004,CO,Las Animas County,071004,877,277,555,0,3,4,2,11,25,760,216,504,0,3,4,2,11,20,152.5,254.6,201.3,227.2,185.9,195.2,176.9,204.2,183.5,189.6,189.1,319.3,193.7,305.8,240.9,176.9,196.3,182.1,312.6,191.4,242.3,183.3
08071071005,CO,Las Animas County,071005,495,141,326,2,6,2,0,3,15,448,116,307,1,6,2,0,3,13,95.9,215.6,129.6,195.8,99.9,197.8,90,212.7,112.8,194.8,131.6,267.1,125.6,268,205.7,112.8,201.8,100.9,267.6,128.6,221.7,112.2
08071071006,CO,Las Animas County,071006,1157,278,832,4,12,2,0,9,20,1023,221,762,2,12,2,0,5,19,192.7,367.6,233.6,333.8,201.8,316.8,203.7,323.3,226.2,301.3,237.1,422.1,237.2,415.5,350.7,213.1,313.8,210.5,418.8,237.1,354.3,218.9
08071071007,CO,Las Animas County,071007,518,117,367,3,6,5,0,2,18,448,89,330,3,6,3,0,0,17,110.2,214.6,138.8,194.6,127.4,183.3,119.1,190.9,136.2,170.7,151.5,228,150.3,223.3,204.6,124.5,181.6,127.6,225.7,150.9,200.8,133.4
08071071008,CO,Las Animas County,071008,331,75,238,2,0,1,0,1,14,247,48,186,0,0,1,0,1,11,96.1,130.3,121.3,113.7,117.8,100.5,106.9,112.3,119.4,100.6,146.8,143.1,152.9,133.8,122,108.7,104.5,114.7,138.5,149.9,119.2,123
08071071009,CO,Las Animas County,071009,410,136,253,2,3,2,0,6,8,361,115,228,1,3,2,0,6,6,108.7,213,124.6,196.9,112.5,189.6,109.3,196.5,114.5,188.6,154.8,237.3,151.5,243.7,205,116.6,191.6,112.1,240.5,153.2,209.4,125.1
08071071010,CO,Las Animas County,071010,1232,635,529,5,14,15,0,9,25,1015,506,461,5,13,10,0,9,11,228.5,242,277,196.3,250.4,202.7,244,214.5,272.3,195.3,289.7,317.6,284.3,306.6,219.1,252.7,204.2,255.5,312.1,287,239.3,263.7
08071071011,CO,Las Animas County,071011,2973,1484,1292,38,20,19,3,21,96,2309,1061,1106,27,17,16,2,13,67,516,416.5,617.5,337.6,533.3,324.9,529.3,333.4,571.3,306.7,683.8,505.2,691,488.6,377,566.7,321.7,544.6,496.9,687.4,387.5,591.7
08071071012,CO,Las Animas County,071012,2731,1065,1462,31,39,19,5,11,99,2264,832,1276,27,31,14,5,7,72,523.9,608.3,651,500.2,638.5,421,607.6,452.2,642.5,423.5,718.6,634.7,710.9,644.4,554.2,587.5,432.2,629.6,639.5,714.7,526.3,641.9
08071071013,CO,Las Animas County,071013,400,217,154,4,3,7,0,0,15,312,154,135,4,2,6,0,0,11,22.8,22.9,27.6,19.2,24.3,18.9,23.9,19.6,25.4,18.8,30.8,27.1,31,26.5,21.1,25.2,19.1,24.6,26.8,30.9,21.8,26.6
08071071014,CO,Las Animas County,071014,428,206,197,0,5,10,2,1,7,348,174,158,0,3,5,2,1,5,189.4,181.6,239.2,142.9,203.8,146.1,198.3,151.2,220.4,141.4,251,210.7,255.8,204.8,162.3,214.3,146.2,207.5,207.7,253.4,168.4,222.6
08071071016,CO,Las Animas County,071016,1008,463,488,7,5,10,0,3,32,815,348,436,4,4,4,0,1,18,196.8,199.1,234.6,168.3,200.3,164.7,196.1,171.8,215.7,152.9,248.1,234.8,251.5,227.2,183.7,215.7,163.1,204,231,249.8,188.4,220.4
08073073001,CO,Lincoln County,073001,362,12,333,2,0,0,0,2,13,262,10,237,2,0,0,0,1,12,26,153,42,145,31,137,32,140,35,135,34,181,37,177,149,34,137.3,32.7,179,35.5,152.6,33.9
08073073002,CO,Lincoln County,073002,650,96,504,15,0,4,11,1,19,489,67,379,14,0,3,8,1,17,68,245,79,233,38,200,39,201,44,200,69,284,68,285,239,73.5,200.3,40.3,284.5,68.5,235.4,57.9
08073073003,CO,Lincoln County,073003,1387,399,666,248,39,20,0,1,14,1258,366,579,248,39,17,0,1,8,38.5,218.8,51.1,203.5,28.5,191.7,33.8,184.8,37.6,185.8,49.6,216.4,52.5,217.2,211.1,44.8,187.4,33.3,216.8,51.1,202.6,41.7
08073073004,CO,Lincoln County,073004,318,20,284,1,1,0,3,0,9,246,10,226,1,1,0,3,0,5,23,142,48,114,24,120,19,120,27,118,29,155,24,160,128,35.5,119.3,23.3,157.5,26.5,132.7,27.7
08073073005,CO,Lincoln County,073005,636,105,482,3,4,7,5,3,27,469,50,386,3,3,4,1,1,21,47.3,159.3,65.7,151.6,44.4,125.5,55,129.4,48.3,130.3,52.1,204.7,47.3,199.9,155.4,56.5,128.4,49.2,202.3,49.7,157.2,51.4
08073073006,CO,Lincoln County,073006,380,7,345,0,8,0,0,2,18,288,3,258,0,8,0,0,2,17,30.1,184.4,49.8,167.7,22.8,152.6,24.6,150.9,25.8,148.6,35.4,190.7,32,190.8,176.1,40,150.7,24.4,190.7,33.7,169.4,31.5
08073073007,CO,Lincoln County,073007,653,26,582,2,1,2,0,6,34,503,14,454,2,1,2,0,3,27,73,216.6,94.4,195.1,62.3,190.2,53.6,199.9,60.4,191.2,81.8,260.3,68.2,265.1,205.9,83.7,193.8,58.7,262.7,75,216.9,70.5
08073073008,CO,Lincoln County,073008,52,4,46,0,0,0,0,0,2,33,0,31,0,0,0,0,0,2,7.2,44.8,14.2,41.7,3.2,43.5,3.2,41.5,3.2,42.5,7.2,53,7.1,52.2,43.2,10.7,42.5,3.2,52.6,7.2,45.6,6.5
08073073009,CO,Lincoln County,073009,226,36,179,0,2,2,0,1,6,181,25,146,0,2,2,0,0,6,24,98,28,95,20,80,16,89,20,84,22,113,22,107,96.5,26,84.3,18.7,110,22,95.1,21.7
08073073010,CO,Lincoln County,073010,246,12,219,0,2,0,0,0,13,184,9,162,0,1,0,0,0,12,12.3,136,19.4,130.4,11.5,122.8,10.6,122,11.8,123.2,13,151.4,10,155.1,133.2,15.8,122.6,11.3,153.3,11.5,134.4,12.7
08073073011,CO,Lincoln County,073011,89,10,72,0,0,1,0,1,5,67,4,58,0,0,1,0,1,3,4,42,11,37,5,38,7,37,4,41,3,45,5,44,39.5,7.5,38.7,5.3,44.5,4,40.6,5.6
08073073012,CO,Lincoln County,073012,49,4,41,0,0,0,0,0,4,44,2,40,0,0,0,0,0,2,1.5,30.2,3.4,29.9,2.2,24.8,2.1,25.5,3,26.4,3.8,29.5,2.9,29.7,30.1,2.4,25.6,2.5,29.6,3.4,28,2.7
08073073013,CO,Lincoln County,073013,627,78,499,4,4,4,3,4,31,461,42,381,4,4,2,2,2,24,54,222,82,198,65,193,51,206,63,202,70,251,58,258,210,68,200.3,59.7,254.5,64,218.6,63.3
08075075001,CO,Logan County,075001,1782,303,1386,18,4,13,4,4,50,1349,176,1099,11,4,13,3,2,41,166,495.3,237.9,457.9,168.6,427,158.9,441,179.4,418.8,197.5,565.6,197.8,561.9,476.6,201.9,428.9,169,563.7,197.7,481.1,186.6
08075075002,CO,Logan County,075002,1940,393,1391,73,9,4,0,3,67,1644,289,1219,70,9,2,0,3,52,160.6,470.9,221.8,420.3,162.5,358.1,152.8,371.7,170.3,353.2,220.9,513.8,211.1,515.7,445.6,191.2,361,161.8,514.7,216,429.1,185.7
08075075003,CO,Logan County,075003,3706,998,1958,548,87,32,4,4,75,3428,924,1795,535,87,32,4,4,47,128.5,313.6,162.3,281.8,101.7,240.2,97.6,243.2,103,224.9,126.9,367.3,130.5,358.7,297.7,145.4,236.1,100.8,363,128.7,290,121.5
08075075004,CO,Logan County,075004,2021,520,1369,38,13,3,5,2,71,1524,332,1111,21,13,3,2,2,40,158.6,466.8,229.4,411.9,161.6,345.1,159.6,340.1,160.6,337.1,227.4,527.6,208.5,533.6,439.4,194,340.8,160.6,530.6,217.9,423.2,186.5
08075075005,CO,Logan County,075005,1446,309,1024,35,10,9,1,7,51,1110,202,821,23,9,8,1,6,40,137,382,191,331,146,294,153,296,147,299,176,428,162,429,356.5,164,296.3,148.7,428.5,169,351.3,158.9
08075075006,CO,Logan County,075006,1116,114,931,8,2,10,1,4,46,897,81,765,8,2,6,1,4,30,176.2,457.8,229.1,423.6,170.1,387.6,163.5,380.5,165.3,380.6,190.7,471.6,185.9,480.1,440.7,202.6,382.9,166.3,475.8,188.3,426,183
08075075007,CO,Logan County,075007,1751,223,1446,13,8,24,0,6,31,1402,146,1199,8,8,20,0,4,17,243.8,634.9,325.2,582.6,230.7,586.7,217.7,594.6,251.8,571.6,309.8,725.1,290.8,744.2,608.7,284.5,584.3,233.4,734.7,300.3,634.2,267.1
08075075008,CO,Logan County,075008,1404,102,1239,6,8,4,0,1,44,1143,75,1016,6,7,4,0,1,34,172.5,858.7,287.2,751.9,182.5,767,176.1,773.2,201.8,750.1,194.2,916.3,173,938.8,805.3,229.9,763.4,186.8,927.5,183.6,822.3,198.2
08075075009,CO,Logan County,075009,1366,85,1235,5,0,4,0,1,36,1106,61,1013,3,0,2,0,1,26,148.6,717,217.7,660.9,129,678.5,135.5,675.6,150.4,660.7,139.4,768.4,142.2,776.8,688.9,183.1,671.6,138.3,772.6,140.8,705.4,151.8
