GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,uss_16_dem_ben,uss_16_rep_gle,gov_18_dem_pol,gov_18_rep_sta,atg_18_dem_wei,atg_18_rep_bra,sos_18_dem_gri,sos_18_rep_wil,pre_20_dem_bid,pre_20_rep_tru,uss_20_dem_hic,uss_20_rep_gar,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
08005005204,CO,Arapahoe County,005204,1873,104,1611,15,0,65,0,5,73,1444,71,1267,9,0,48,0,5,44,566,770,557,853,497,851,472,855,450,886,664,793,600,898,811.5,561.5,864,473,845.5,632,843.7,543.7
08005005205,CO,Arapahoe County,005205,879,90,736,4,0,14,2,5,28,686,56,593,3,0,11,2,3,18,299,235,317,235,312,188,287,205,300,208,367,252,364,261,235,308,200.3,299.7,256.5,365.5,226.3,320.9
08005005206,CO,Arapahoe County,005206,1023,60,892,6,0,18,0,10,37,796,33,724,4,0,15,0,6,14,346,295,368,319,361,287,316,303,354,284,432,278,407,327,307,357,291.3,343.7,302.5,419.5,299,369.1
08005005207,CO,Arapahoe County,005207,1409,110,1152,12,6,57,4,5,63,1152,78,959,12,6,49,4,3,41,497,380,518,408,483,393,429,441,461,423,617,428,601,466,394,507.5,419,457.7,447,609,419.9,515.1
08005005208,CO,Arapahoe County,005208,1432,105,1204,20,3,29,1,2,68,1166,77,997,20,3,23,1,2,43,445.6,418.2,469.3,442,427,381.2,401.9,413.8,426.4,391.1,558,411.6,523.9,448,430.1,457.5,395.4,418.4,429.8,540.9,415.1,464.6
08005005209,CO,Arapahoe County,005209,1417,48,1311,8,0,14,0,5,31,1073,34,996,8,0,14,0,5,16,452,378,461,431,440,394,404,420,409,422,576,355,543,392,404.5,456.5,412,417.7,373.5,559.5,398.9,469.3
08005005210,CO,Arapahoe County,005210,1879,172,1550,18,4,33,6,6,90,1583,116,1341,17,3,24,4,6,72,661.4,582.8,690.7,618,658,542.8,605.1,598.2,626.6,577.9,820,579.4,779.1,640,600.4,676,572.9,629.9,609.7,799.6,591.3,691.6
08005005211,CO,Arapahoe County,005211,1358,183,1025,20,7,37,0,5,81,1032,121,818,14,6,28,0,3,42,314,346,328,358,333,305,292,355,322,316,424,365,417,379,352,321,325.3,315.7,372,420.5,346.3,347.1
08005005212,CO,Arapahoe County,005212,1918,190,1550,23,4,65,1,9,76,1535,131,1276,20,3,48,1,8,48,507,457,529,501,507,443,481,452,486,446,633,460,607,494,479,518,447,491.3,477,620,464.7,535.7
08005005213,CO,Arapahoe County,005213,1389,109,1155,8,2,53,2,8,52,1067,66,911,8,0,45,2,7,28,388,390,407,413,398,376,363,393,378,389,506,396,489,424,401.5,397.5,386,379.7,410,497.5,397.3,418.4
08005005214,CO,Arapahoe County,005214,1172,93,993,7,0,19,0,4,56,835,49,744,3,0,10,0,4,25,341,341,341,387,327,347,307,360,319,354,421,353,374,404,364,341,353.7,317.7,378.5,397.5,363.7,347.1
08005005215,CO,Arapahoe County,005215,890,36,794,9,0,18,0,6,27,659,27,595,9,0,11,0,6,11,252,309,273,335,253,320,229,346,226,350,343,284,306,326,322,262.5,338.7,236,305,324.5,324.3,268.9
08005005216,CO,Arapahoe County,005216,1177,27,1050,2,0,45,1,6,46,839,14,751,2,0,39,1,3,29,367,399,398,424,326,413,312,419,301,437,457,402,437,440,411.5,382.5,423,313,421,447,419.1,371.1
08005005217,CO,Arapahoe County,005217,1106,54,918,6,4,49,0,4,71,811,31,704,5,2,39,0,3,27,362.9,288.6,373.5,340.7,371.6,306.9,333,336.8,339.7,333,480.6,283.8,446.9,324.3,314.6,368.2,325.6,348.1,304,463.8,316.3,386.9
08005005218,CO,Arapahoe County,005218,1444,139,1054,43,0,124,1,9,74,1111,102,854,27,0,84,0,3,41,390.1,292.4,387.5,329.3,419.4,254.1,391,275.2,395.3,276,562.4,302.2,528.1,338.7,310.9,388.8,268.4,401.9,320.5,545.2,295.4,439.1
08005005219,CO,Arapahoe County,005219,1485,84,1318,3,3,21,0,6,50,1082,49,983,2,3,15,0,5,25,459,452,467,556,448,528,400,557,413,560,569,466,514,569,504,463,548.3,420.3,517.5,541.5,526.9,467.1
08005005220,CO,Arapahoe County,005220,1120,44,933,10,0,69,0,6,58,882,31,745,10,0,54,0,6,36,424,311,435,337,434,298,407,318,413,317,547,257,524,288,324,429.5,311,418,272.5,535.5,303.7,454.9
08005005221,CO,Arapahoe County,005221,1039,63,892,10,1,27,0,7,39,777,39,694,4,1,20,0,3,16,296.8,336.4,310,355.4,307.2,321.1,273.1,344.8,278.8,339.1,413.8,290.9,364.5,348.8,345.9,303.4,335,286.3,319.8,389.1,333.8,320.6
08005005222,CO,Arapahoe County,005222,1229,98,1026,4,0,36,2,8,55,871,47,772,2,0,18,2,4,26,388,354,391,407,379,370,344,409,341,413,499,341,445,401,380.5,389.5,397.3,354.7,371,472,385,398.1
08005005223,CO,Arapahoe County,005223,1610,159,1109,31,1,233,0,2,75,1233,103,891,20,1,169,0,1,48,398,380,400.8,400.1,412.5,320.4,394.6,336.8,392,347.4,565,345.6,537.3,388.8,390.1,399.4,334.9,399.7,367.2,551.2,359.9,442.9
08005005224,CO,Arapahoe County,005224,1125,80,926,12,0,62,0,7,38,884,54,754,9,0,43,0,7,17,403.3,297.5,408.2,326.5,407.3,293.5,377.3,318.4,390.3,304.5,467.2,302.5,465.2,320.5,312,405.8,305.5,391.6,311.5,466.2,309,417
08005005225,CO,Arapahoe County,005225,1215,77,1046,8,2,32,1,2,47,897,52,775,8,2,28,1,1,30,452,339,465,364,458,330,430,352,436,353,565,306,535,349,351.5,458.5,345,441.3,327.5,550,341.9,477.3
08005005226,CO,Arapahoe County,005226,968,86,789,8,0,48,0,3,34,688,55,570,7,0,33,0,3,20,356,201,351,234,350,229,316,257,322,256,439,216,426,237,217.5,353.5,247.3,329.3,226.5,432.5,232.9,365.7
08005005227,CO,Arapahoe County,005227,986,68,771,11,0,67,4,4,61,705,42,573,9,0,43,4,0,34,335.8,244.4,337.6,270.3,315.1,238.3,300,251.3,306.8,245.6,401.3,250,394.9,270.7,257.4,336.7,245.1,307.3,260.3,398.1,252.9,341.6
08005005228,CO,Arapahoe County,005228,1145,125,892,14,0,75,0,0,39,826,80,668,11,0,55,0,0,12,301,261,331,275,327,267,316,268,314,280,453,302,442,328,268,316,271.7,319,315,447.5,283,354.9
08005005229,CO,Arapahoe County,005229,1491,52,1298,8,0,78,0,4,51,1202,47,1067,1,0,59,0,4,24,555.7,439.6,544.3,505.5,492.2,504.7,482.1,502.3,471.5,527.2,598.1,478.5,564.9,535.5,472.6,550,511.4,482,507,581.5,499,529.8
08005005230,CO,Arapahoe County,005230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08005005231,CO,Arapahoe County,005231,2258,267,1270,125,10,482,4,11,89,1860,199,1140,94,10,335,0,9,73,286.2,209.4,286.2,222.6,473.9,285.6,453.6,301.6,448.2,310.9,737,386.3,687.5,420.2,216,286.2,299.4,458.6,403.3,712.3,305.2,481.8
08005005232,CO,Arapahoe County,005232,2285,142,1692,60,6,300,1,15,69,1863,110,1434,53,6,208,0,8,44,1001.8,760.2,1007,810.4,631,486.6,621.8,481.7,604.8,505.8,906.8,522.3,848.5,591.6,785.3,1004.4,491.4,619.2,556.9,877.6,594.1,803.1
08005005233,CO,Arapahoe County,005233,1754,175,977,44,2,478,0,11,67,1481,144,900,35,2,353,0,9,38,257.1,148.4,259.9,154.1,229,94,221.2,97.6,221.2,101.1,352.6,144.5,327,158,151.3,258.5,97.6,223.8,151.2,339.8,128.3,266.9
08005005234,CO,Arapahoe County,005234,2039,162,1493,68,4,200,3,12,97,1635,128,1234,49,4,160,0,8,52,742.4,519.8,737.3,552.5,829.4,518,785,551.6,787.1,552.5,1108.4,632.3,1055.3,686.2,536.2,739.9,540.7,800.5,659.3,1081.9,573.3,863.6
08005005235,CO,Arapahoe County,005235,935,74,742,29,3,37,0,3,47,738,55,600,28,1,33,0,0,21,283.6,216.1,293.7,238.3,269.7,186.6,263.2,193,263.2,200.4,359.3,220.7,356.5,230.9,227.2,288.6,193.3,265.4,225.8,357.9,212.3,298.5
08005005236,CO,Arapahoe County,005236,989,101,753,25,0,50,0,6,54,726,68,574,12,0,37,0,4,31,214.1,173.2,224.7,194.4,214.1,163.4,194.4,170.2,205.8,164.1,276.1,177.8,268.5,193.7,183.8,219.4,165.9,204.7,185.7,272.3,176.7,228.2
08005005237,CO,Arapahoe County,005237,1563,126,1230,19,4,95,4,4,81,1235,93,986,18,2,71,4,3,58,548.9,445.4,545.9,480.7,571.7,393.8,526.8,430.5,536,428,669.4,468.9,630,512.1,463.1,547.4,417.4,544.8,490.5,649.7,451.4,575.5
08005005238,CO,Arapahoe County,005238,1218,81,977,25,6,86,2,2,39,1010,55,831,20,3,72,2,2,25,349,292,347,326,328,285,309,301,322,297,464,300,433,336,309,348,294.3,319.7,318,448.5,305.3,364.6
08005005239,CO,Arapahoe County,005239,1091,44,908,10,5,58,0,3,63,849,33,730,8,2,28,0,1,47,412,302,421,335,415,294,397,309,406,306,531,270,501,305,318.5,416.5,303,406,287.5,516,303,440.4
08005005240,CO,Arapahoe County,005240,2329,217,1663,49,8,276,5,10,101,1845,159,1371,45,5,203,5,7,50,608.8,449.4,607.8,528.1,633.7,462.3,574.9,505.1,571.9,518.1,938.6,525.1,861.9,610.8,488.7,608.3,495.2,593.5,567.9,900.2,514.1,685.4
08005005241,CO,Arapahoe County,005241,1418,84,1157,17,5,75,1,3,76,1083,52,907,11,4,60,1,0,48,491,319,493,366,514,315,486,339,500,330,636,325,604,365,342.5,492,328,500,345,620,337,532
08005005242,CO,Arapahoe County,005242,984,33,827,3,1,60,0,5,55,686,28,596,3,1,40,0,4,14,373,253,373,288,369,260,327,287,348,273,439,224,412,274,270.5,373,273.3,348,249,425.5,265.6,377.3
08005005243,CO,Arapahoe County,005243,3701,493,1990,593,19,398,0,33,175,2985,333,1730,478,15,296,0,24,109,515.7,378.6,507.9,414.1,379.7,206.8,363.3,217.8,360.5,218.8,701.9,426,676.1,443.7,396.4,511.8,214.4,367.8,434.9,689,329.4,500.7
08005005244,CO,Arapahoe County,005244,2106,191,1203,66,6,502,1,8,129,1624,137,982,53,5,349,1,7,90,376.9,345.1,370.2,377.6,376.9,325.1,365.4,348,367.3,347,631.7,429.9,588.7,475.8,361.3,373.6,340,369.8,452.8,610.2,378.3,439.6
08005005245,CO,Arapahoe County,005245,662,33,462,4,3,121,1,1,37,474,24,334,2,3,84,0,1,26,277.8,138.9,263.2,175.1,248.5,145.8,226,162.4,227.9,160.4,310.1,135,302.3,149.7,157,270.5,156.2,234.1,142.3,306.2,152.5,265.1
08005005246,CO,Arapahoe County,005246,1581,120,1102,23,6,251,3,1,75,1234,88,876,19,5,206,3,1,36,539.3,307.7,528.2,355.8,506.2,284.7,479.1,314.8,487.1,309.8,688.5,301.6,651.4,359.7,331.7,533.8,303.1,490.8,330.7,670,319.2,554.3
08005005247,CO,Arapahoe County,005247,2854,498,1626,99,21,435,1,28,146,2142,340,1272,67,15,335,1,24,88,780,443.7,766.7,492.3,774,404.8,736.5,428.9,751.5,425.8,1001.4,419.9,972.3,448.2,468,773.3,419.8,754,434.1,986.9,437.7,826.1
08005005248,CO,Arapahoe County,005248,998,114,647,36,2,156,0,17,26,829,79,571,31,2,118,0,13,15,280.1,172.7,279.7,191.4,257.6,148.4,249.3,155.7,253,153.5,319.1,167.2,301.5,190.9,182,279.9,152.5,253.3,179,310.3,168.5,277.2
08005005249,CO,Arapahoe County,005249,1072,37,927,4,0,37,0,9,58,761,25,682,3,0,28,0,3,20,453.9,317.2,443.5,364.2,455,328.2,436.8,345.1,421.1,360.9,569.1,284,534,327.7,340.7,448.7,344.8,437.6,305.9,551.6,332.5,473.3
08005005250,CO,Arapahoe County,005250,1412,86,1072,10,2,131,2,15,94,1001,51,780,10,2,96,2,8,52,451.4,289.7,458.4,322.4,453.1,289.7,429.3,310.9,421.3,319.7,553.8,287.1,530,317.1,306,454.9,306.8,434.6,302.1,541.9,305.2,471
08005005251,CO,Arapahoe County,005251,2108,124,1523,21,5,300,0,9,126,1474,75,1104,18,5,203,0,6,63,636,391.1,620.2,439.6,612.2,395.4,569.9,426,570.5,433.8,767.4,410.3,732.2,456.9,415.3,628.1,418.4,584.2,433.6,749.8,421.9,644
08005005252,CO,Arapahoe County,005252,1891,94,1509,15,1,148,0,12,112,1315,46,1078,8,1,121,0,8,53,577,376.2,555,454.6,547.6,409.7,533.8,420.3,526.4,433.4,677.4,383.6,643.9,435,415.4,566,421.1,535.9,409.3,660.7,416.1,580.1
08005005253,CO,Arapahoe County,005253,2419,142,1622,41,0,485,2,25,102,1697,90,1196,20,0,326,1,14,50,949.4,758.3,917,838.4,887.4,767.4,849.5,801.3,841.1,817,1134.5,806.7,1065.7,888,798.4,933.2,795.2,859.3,847.4,1100.1,811,949.2
08005005254,CO,Arapahoe County,005254,483,29,387,11,0,24,2,5,25,392,23,323,11,0,19,1,3,12,167.1,105.2,172.3,107.8,160.2,113.3,139.4,128.1,154.1,120.7,201.9,115.1,196.6,125.6,106.5,169.7,120.7,151.2,120.3,199.3,116.5,170.2
08005005255,CO,Arapahoe County,005255,2249,298,1102,200,7,525,3,9,105,1847,211,978,169,7,385,3,7,87,1127,442.9,1121.6,497.5,947,390.9,914.1,407.4,906.7,421.3,1471.2,519.8,1413.6,572,470.2,1124.3,406.5,922.6,545.9,1442.4,464.5,1128.7
08005005256,CO,Arapahoe County,005256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08005005257,CO,Arapahoe County,005257,1800,162,998,149,1,371,6,10,103,1341,121,769,110,1,294,3,5,38,520.3,418.3,507.1,446.8,481,393.1,461.6,404.3,460,408.5,675.4,444.4,639.6,480.4,432.5,513.7,402,467.5,462.4,657.5,428,535
08005005258,CO,Arapahoe County,005258,1039,203,529,125,6,98,0,1,77,856,155,458,105,6,71,0,1,60,111.6,79.9,107.4,88.2,101.8,40.9,96,44.2,97.8,45.8,219.2,102,202.7,120,84.1,109.5,43.6,98.5,111,211,74.4,133.8
08005005259,CO,Arapahoe County,005259,3723,623,1943,374,13,492,9,28,241,2847,422,1617,267,13,353,6,26,143,661.9,510.2,638.8,562.3,673.4,378,654.2,390.1,682.1,374.2,1016.2,533.1,974.6,557.9,536.2,650.3,380.8,669.9,545.5,995.4,472.2,757.3
08005005260,CO,Arapahoe County,005260,2777,434,1633,119,6,332,3,17,233,1987,280,1254,81,6,238,1,11,116,578.2,550.8,583.6,574.8,537.2,409.1,516,413.6,526,409.5,816.6,557.3,782.5,588.7,562.8,580.9,410.7,526.4,573,799.5,500.5,620
08005005261,CO,Arapahoe County,005261,2345,222,1285,127,7,530,6,7,161,1602,138,878,90,7,384,5,7,93,557,522,521,575,559,482,510,508,527,497,786,530,739,579,548.5,539,495.7,532,554.5,762.5,527.6,599.9
08005005262,CO,Arapahoe County,005262,1695,170,1246,87,0,89,4,12,87,1269,116,942,68,0,77,0,12,54,575,434,573,498,553,460,514,484,535,482,685,425,638,498,466,574,475.3,534,461.5,661.5,468.7,581.9
08005005263,CO,Arapahoe County,005263,1320,94,909,97,1,123,1,4,91,1018,63,728,73,1,94,0,2,57,410,383,414,439,428,379,401,399,400,404,558,392,517,445,411,412,394,409.7,418.5,537.5,405.9,446.9
08005005264,CO,Arapahoe County,005264,1707,175,1019,122,0,268,6,6,111,1309,104,801,100,0,219,5,6,74,579.5,414.6,572.7,465.2,566.1,394.3,516.2,434.9,524.6,432.8,729.6,399.1,683.7,436.9,439.9,576.1,420.7,535.6,418,706.6,425.4,596
08005005265,CO,Arapahoe County,005265,1863,555,883,232,10,61,0,8,114,1397,355,734,166,7,54,0,7,74,404,251,386,264,370,190,365,196,364,207,552,314,533,314,257.5,395,197.7,366.3,314,542.5,248,424.9
08005005266,CO,Arapahoe County,005266,1683,393,928,194,18,41,1,22,86,1292,272,763,143,8,38,1,17,50,370.5,362.5,400.4,348.6,388.4,280.9,359.5,301.8,380.4,284.8,576.7,345.6,546.8,365.5,355.6,385.4,289.2,376.1,355.6,561.7,327.1,431.8
08005005267,CO,Arapahoe County,005267,1668,441,878,154,0,74,2,10,109,1252,286,732,92,0,68,2,9,63,404.5,373.5,406.6,359.4,437.6,279.1,404.5,317.2,427.6,302.2,534.3,384.4,504.2,404.5,366.4,405.6,299.5,423.2,394.4,519.3,345.8,445.6
08005005268,CO,Arapahoe County,005268,1219,206,766,121,2,42,3,5,74,978,138,657,96,2,33,3,5,44,351,292.6,366.4,301.9,362,255.5,342.5,261.8,355,249.4,480.8,305.2,463.5,327.4,297.3,358.7,255.5,353.2,316.3,472.1,284.8,388.7
08005005269,CO,Arapahoe County,005269,1802,432,993,178,9,73,8,9,100,1385,298,832,116,4,59,4,6,66,406,270,422,252,397,224,380,228,395,217,540,305,519,322,261,414,223,390.7,313.5,529.5,259.7,437
08005005270,CO,Arapahoe County,005270,1667,447,819,185,7,105,2,7,95,1208,293,652,116,7,81,0,7,52,333.1,249.2,346.6,241.5,312.9,207.7,304.2,216.4,323.4,205.8,451.7,245.5,434.3,254.2,245.3,339.9,210,313.5,249.9,443,231.5,358
08005005271,CO,Arapahoe County,005271,1234,313,725,62,2,45,7,5,75,907,212,574,40,2,34,0,4,41,267.4,222.3,279.3,219.6,284.8,173.7,276.6,177.3,288.5,164.5,349.1,235.2,340,243.5,221,273.3,171.8,283.3,239.3,344.5,205.2,297.9
08005005272,CO,Arapahoe County,005272,1233,130,776,129,1,89,5,7,96,920,91,606,90,1,78,5,7,42,327.8,310.3,353,323.9,331.6,245.3,304.5,259.9,332.6,239.5,423.8,275.4,406.3,288,317.1,340.4,248.2,322.9,281.7,415,277.5,354.2
08005005273,CO,Arapahoe County,005273,1407,283,808,118,6,97,3,5,87,1066,183,641,92,6,83,3,4,54,362.6,310.5,376.4,322,350.4,280.6,336.9,280.9,346.8,277.8,453.3,332.2,437.8,351.6,316.2,369.5,279.8,344.7,341.9,445.6,308,380.6
08005005274,CO,Arapahoe County,005274,1646,189,1049,151,6,127,2,9,113,1257,122,823,116,3,113,2,6,72,473.8,437.3,481,459.4,461.7,417,429.5,425,449.6,416,589.8,477.5,562.6,499.7,448.3,477.4,419.3,446.9,488.6,576.2,447.4,492.6
08005005275,CO,Arapahoe County,005275,902,118,610,51,3,61,4,3,52,682,71,488,38,3,45,2,3,32,277.9,215.8,290.4,222.5,262.1,199.3,254.8,207.6,267.6,192.2,338.3,254.5,323.7,267.8,219.2,284.1,199.7,261.5,261.1,331,222.8,287.8
08005005276,CO,Arapahoe County,005276,452,49,318,29,1,25,0,3,27,356,39,245,27,1,23,0,3,18,108,110,113,116,113,97,104,106,119,95,146,120,138,126,113,110.5,99.3,112,123,142,110,120.1
08005005277,CO,Arapahoe County,005277,1338,186,889,105,5,48,0,15,90,987,113,686,79,4,37,0,15,53,325,311,340,326,300,287,287,284,298,283,425,337,407,357,318.5,332.5,284.7,295,347,416,312.1,340.3
08005005278,CO,Arapahoe County,005278,700,75,531,27,2,19,2,0,44,514,55,389,24,2,19,2,0,23,242.9,232.7,248.6,257.7,238.4,227.4,224.1,233.7,231,233.9,311.3,240.1,289.3,263.5,245.2,245.8,231.7,231.2,251.8,300.3,241.3,255.1
08005005279,CO,Arapahoe County,005279,1237,133,914,47,4,52,1,14,72,945,91,722,36,4,36,1,8,47,437,392,430,426,384,332,337,364,363,358,458,368,428,393,409,433.5,351.3,361.3,380.5,443,376.1,405.3
08005005280,CO,Arapahoe County,005280,1678,215,1141,80,3,168,0,3,68,1237,157,816,68,3,131,0,3,59,488,417,487,450,470,383,430,411,446,401,613,432,583,478,433.5,487.5,398.3,448.7,455,598,424.6,502.4
08005005281,CO,Arapahoe County,005281,1559,145,985,130,8,209,2,3,77,1165,86,754,106,6,167,2,2,42,430.1,367.4,418.4,402.3,408.6,356.6,370.9,385.3,388,378.1,545.7,396.9,527.7,417.5,384.8,424.2,373.3,389.2,407.2,536.7,386.3,441.3
08005005282,CO,Arapahoe County,005282,2352,236,1381,111,8,488,1,7,120,1600,143,953,78,5,360,1,3,57,601,464,587,520,570,446,526,468,552,456,733,549,702,586,492,594,456.7,549.3,567.5,717.5,498.4,610.1
08005005283,CO,Arapahoe County,005283,1291,96,693,110,2,311,1,18,60,927,70,501,89,2,225,1,11,28,388.4,278.9,396.3,307.7,389.4,263.1,358.7,279,364.7,280.9,494.6,313.6,467.8,350.3,293.3,392.4,274.3,370.9,332,481.2,296.2,408.5
08005005284,CO,Arapahoe County,005284,1358,289,748,136,3,116,0,6,60,1029,201,600,96,3,90,0,0,39,266,237,262,246,220,215,212,213,215,214,361,260,344,271,241.5,264,214,215.7,265.5,352.5,236.6,268.6
08005005285,CO,Arapahoe County,005285,1032,74,747,37,1,108,0,2,63,690,41,526,22,0,67,0,2,32,278.6,303.1,278.7,340.3,271.6,313.9,261.3,318,273.3,313.1,383.4,332.4,359.2,371.7,321.7,278.6,315,268.8,352,371.3,327.5,300.9
08005005286,CO,Arapahoe County,005286,3124,393,1890,171,12,516,0,12,130,2817,325,1793,137,11,441,0,9,101,370.4,269.6,364.3,295.2,645.7,401.3,611,419.9,621.3,430.3,989.8,575.2,947.5,620.4,282.4,367.3,417.2,626,597.8,968.7,430.3,650
08005005301,CO,Arapahoe County,005301,1090,339,519,136,3,33,0,2,58,806,215,420,104,3,30,0,0,34,292,181,288,200,259,141,251,146,257,142,369,186,348,201,190.5,290,143,255.7,193.5,358.5,171,294.9
08005005302,CO,Arapahoe County,005302,1831,404,907,247,10,117,0,14,132,1423,257,763,190,10,102,0,12,89,526.5,412.1,581.6,387.1,484.4,363.9,468.4,373,491.4,367.9,658.9,384.1,643.9,397.1,399.6,554.1,368.2,481.4,390.6,651.4,383.6,550.7
08005005303,CO,Arapahoe County,005303,1342,223,739,234,2,73,0,3,68,1027,151,610,169,2,58,0,2,35,402,270,413,280,384,252,355,278,396,245,485,279,474,290,275,407.5,258.3,378.3,284.5,479.5,270.6,415.6
08005005304,CO,Arapahoe County,005304,1458,366,778,163,0,58,5,7,81,1163,273,661,114,0,53,5,3,54,364,258,379,262,328,214,323,220,341,197,476,276,461,283,260,371.5,210.3,330.7,279.5,468.5,244.3,381.7
08005005305,CO,Arapahoe County,005305,1905,300,987,326,6,170,0,16,100,1553,196,884,248,5,149,0,8,63,572.5,404.9,589.4,390.9,533.5,317.1,495.6,351,525.6,329.1,712.1,390.9,686.1,414.9,397.9,580.9,332.4,518.3,402.9,699.1,371.3,587.8
08005005306,CO,Arapahoe County,005306,1219,299,671,117,9,48,4,8,63,984,207,592,93,7,40,4,5,36,310,326,318,334,298,274,283,290,302,264,391,310,375,315,330,314,276,294.3,312.5,383,301.9,325.3
08005005307,CO,Arapahoe County,005307,1695,452,767,267,20,70,5,16,98,1334,302,660,217,13,61,5,13,63,310,148,321,146,253,92,246,98,256,91,395,132,372,142,147,315.5,93.7,251.7,137,383.5,121.3,307.6
08005005308,CO,Arapahoe County,005308,1884,372,1064,205,3,78,10,31,121,1432,231,885,145,1,67,5,19,79,474,320,488,326,472,284,460,291,475,282,649,369,619,385,323,481,285.7,469,377,634,322.4,519.6
08005005309,CO,Arapahoe County,005309,2189,441,1052,373,4,123,8,22,166,1623,297,854,257,2,105,5,9,94,517,404,549,395,471,338,467,344,486,324,637,399,615,410,399.5,533,335.3,474.7,404.5,626,373.4,534.6
08005005310,CO,Arapahoe County,005310,3072,585,1125,585,20,519,11,13,214,2346,415,922,423,18,432,11,5,120,812,368,780,417,774,353,743,357,769,343,1062,466,1021,494,392.5,796,351,762,480,1041.5,399.7,851.6
08005005311,CO,Arapahoe County,005311,2838,590,1209,576,18,285,1,14,145,2225,415,1047,412,15,237,1,9,89,761.6,474.5,749,515.5,727.8,463.2,708.2,472.4,727.5,450.6,1064.3,572.8,1035.7,596.3,495,755.3,462.1,721.1,584.6,1050,506.5,824.9
08005005312,CO,Arapahoe County,005312,3009,628,1219,565,15,357,10,28,187,2209,430,961,382,12,282,10,19,113,757,381.9,772,414.8,727.4,322.7,654.1,371.2,711.7,328.5,1001,435.8,952.3,468.7,398.4,764.5,340.8,697.7,452.2,976.7,389.1,796.5
08005005313,CO,Arapahoe County,005313,1658,273,911,232,6,122,5,4,105,1298,187,732,177,6,112,4,1,79,403,346,408,369,387,290,370,288,396,282,541,351,518,376,357.5,405.5,286.7,384.3,363.5,529.5,328.9,431.9
08005005314,CO,Arapahoe County,005314,1424,294,748,172,9,76,2,8,115,1042,200,591,125,8,56,2,7,53,294.2,218.2,304,242.8,291.2,222.1,277.4,228,301.1,213.2,459,261.6,430.4,286.3,230.5,299.1,221.1,289.9,273.9,444.7,238.9,336.7
08005005315,CO,Arapahoe County,005315,2412,588,1346,206,8,109,20,14,121,1832,376,1116,151,7,84,14,11,73,551,442,581,478,533,387,505,414,530,396,815,496,786,515,460,566,399,522.7,505.5,800.5,446.9,614.4
08005005316,CO,Arapahoe County,005316,1243,262,593,170,1,109,2,12,94,941,181,488,120,1,91,2,9,49,297,230,300,236,293,170,271,195,283,184,404,239,389,252,233,298.5,183,282.3,245.5,396.5,215.1,319.6
08005005317,CO,Arapahoe County,005317,1654,376,876,211,3,55,1,7,125,1216,219,718,137,3,48,1,7,83,377,314,396,322,381,249,358,287,390,256,529,324,498,344,318,386.5,264,376.3,334,513.5,299.4,418.4
08005005318,CO,Arapahoe County,005318,1791,346,928,189,6,179,6,16,121,1260,212,709,143,6,115,6,8,61,471.9,395.2,506.8,409.6,340.7,245.5,320.7,258.8,324.5,259.8,505.3,317.8,479.6,340.7,402.4,489.3,254.7,328.6,329.2,492.4,318.2,421.3
08005005319,CO,Arapahoe County,005319,3077,879,1462,317,18,128,3,20,250,2226,547,1175,227,12,111,3,12,139,677.2,475.1,710.6,500.5,666.1,389,647.7,414.4,651.3,418.1,921.7,550.4,899.2,566,487.8,693.9,407.2,655,558.2,910.5,473.4,739.1
08005005320,CO,Arapahoe County,005320,2574,467,1513,244,7,176,5,16,146,1960,332,1181,180,6,143,4,14,100,553.7,481.1,585.6,510.9,546.4,408.9,520.9,435.9,559.2,416.1,794,569.3,761.3,607.5,496,569.7,420.3,542.2,588.4,777.6,490,617.3
08005005321,CO,Arapahoe County,005321,1896,250,1227,131,5,125,3,13,142,1381,172,931,104,4,101,0,5,64,522.1,513.9,544.1,507,495,462.8,469.9,472.8,494,456.8,668.4,496,624.3,545,510.4,533.1,464.1,486.3,520.5,646.4,493.5,545.4
08005005322,CO,Arapahoe County,005322,1579,139,1051,82,0,238,0,5,64,1137,79,788,59,0,167,0,5,39,506,416,499,457,486,411,445,438,457,437,582,463,559,501,436.5,502.5,428.7,462.7,482,570.5,446.1,504.9
08005005323,CO,Arapahoe County,005323,66,0,56,0,0,10,0,0,0,47,0,44,0,0,3,0,0,0,8,18,10,17,10,17,8,18,11,17,11,29,11,30,17.5,9,17.3,9.7,29.5,11,20.9,9.9
08005005324,CO,Arapahoe County,005324,688,54,540,15,1,51,4,3,20,554,34,443,15,1,40,4,3,14,187.5,316.1,191.6,335.4,167.2,333.2,161.7,343.4,162,339.3,229.8,315.2,214.5,343.8,325.7,189.5,338.7,163.7,329.5,222.2,332.3,187.8
