GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,sos_16_rep_esp,sos_16_dem_oli,uss_18_dem_hei,uss_18_rep_ric,gov_18_dem_luj,gov_18_rep_pea,atg_18_dem_bal,atg_18_rep_hen,sos_18_dem_tou,sos_18_rep_cla,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
35015000015,NM,Eddy County,000015,1391,827,494,17,7,6,0,13,27,1035,600,386,16,4,3,0,4,22,158,151,168,160,145,83,145,127,153,109,148,108,163,155.5,106.8,147.8,NA,NA,125.5,150.3
35015000016,NM,Eddy County,000016,2249,1466,666,44,7,8,1,8,49,1612,983,540,34,5,5,1,3,41,294,160,290,206,147,189,152,237,182,188,154,211,292,183,206.2,158.8,NA,NA,234.8,166.8
35015000017,NM,Eddy County,000017,1569,683,811,14,8,2,1,10,40,1191,463,671,10,7,2,1,9,28,340,190,324,235,170,201,169,276,183,232,166,241,332,212.5,237.5,172,NA,NA,269,185.5
35015000018,NM,Eddy County,000018,1334,536,722,11,7,7,1,4,46,1020,373,590,9,6,7,1,0,34,327,132,304,189,143,233,151,293,164,249,145,267,315.5,160.5,260.5,150.8,NA,NA,278.8,154
35015000019,NM,Eddy County,000019,985,307,597,14,8,12,0,4,43,773,207,509,10,5,8,0,4,30,266.2,109,254.3,137.2,101.7,182.6,99.9,219.8,113.6,188.9,95.4,207.1,260.3,123.1,199.6,102.6,NA,NA,219.8,109.5
35015000020,NM,Eddy County,000020,1485,620,742,24,25,11,0,3,60,1173,463,617,21,23,8,0,2,39,255,98,234,140,97,135,92,174,114,137,95,154,244.5,119,150,99.5,NA,NA,181.5,106
35015000021,NM,Eddy County,000021,1086,514,467,20,7,28,0,10,40,811,358,381,14,6,22,0,1,29,152,74,142,100,78,99,77,122,87,104,75,112,147,87,109.2,79.2,NA,NA,121.8,81.8
35015000022,NM,Eddy County,000022,1718,1476,164,25,15,1,0,12,25,1214,1024,124,23,13,1,0,8,21,164.4,129.8,163.9,133.7,119.5,98.1,117.6,134.2,134.7,102,123.9,110.3,164.2,131.7,111.1,123.9,NA,NA,128.8,126.5
35015000023,NM,Eddy County,000023,1433,812,533,17,7,13,5,8,38,1017,544,412,15,7,7,4,6,22,217,146,213,163,127,114,129,153,149,123,125,133,215,154.5,130.8,132.5,NA,NA,158.8,139.8
35015000024,NM,Eddy County,000024,1101,477,575,4,9,0,0,5,31,838,314,491,4,6,0,0,3,20,544.4,95,538.7,118.2,111.8,377.7,97.8,459.3,142.8,393.1,111.1,424.1,541.5,106.6,413.5,115.9,NA,NA,456.2,112.8
35015000025,NM,Eddy County,000025,658,240,357,18,8,11,0,14,10,500,165,286,15,6,7,0,13,8,169,69,160,99,69,113,74,128,80,114,72,117,164.5,84,118,73.8,NA,NA,133.5,77.2
35015000026,NM,Eddy County,000026,1264,511,670,15,12,7,4,2,43,922,340,535,7,10,3,3,1,23,263,123,251,148,124,140,115,187,134,156,117,174,257,135.5,164.2,122.5,NA,NA,195.2,126.8
35015000027,NM,Eddy County,000027,870,300,474,7,7,55,1,3,23,666,209,386,3,6,42,1,3,16,131.2,55.6,125.7,70.6,52.9,92.4,45.8,119.4,58.8,97.5,52.2,104.5,128.5,63.1,103.5,52.4,NA,NA,111.8,56
35015000028,NM,Eddy County,000028,954,280,611,9,4,13,1,9,27,667,162,466,6,3,8,1,7,14,313.8,87.5,295.3,115.5,95.9,239.4,91.7,284.6,102.4,254.2,93.5,264.4,304.6,101.5,260.6,95.9,NA,NA,275.3,97.7
35015000029,NM,Eddy County,000029,100,21,76,0,0,0,0,2,1,77,11,63,0,0,0,0,2,1,26.7,1,24.7,5.9,2,19.8,1,26.7,3,22.7,1,25.7,25.7,3.5,23.7,1.7,NA,NA,24.4,2.3
35015000030,NM,Eddy County,000030,184,53,119,1,1,1,0,3,6,136,27,97,1,1,1,0,3,6,47,8,46,11,6,36,5,45,10,39,7,43,46.5,9.5,40.8,7,NA,NA,42.7,7.8
35015000031,NM,Eddy County,000031,1092,591,453,10,7,13,0,8,10,832,420,375,9,5,8,0,6,9,345,72.2,326,96,77.3,247,63.8,316.8,94,271.2,73,287.5,335.5,84.1,280.6,77,NA,NA,298.9,79.4
35015000032,NM,Eddy County,000032,1566,1168,358,8,14,9,0,1,8,1092,829,236,6,12,3,0,1,5,50.9,44.1,45.8,49.3,39.8,33.3,40.5,44.7,48.9,32.6,44,36.8,48.3,46.7,36.8,43.3,NA,NA,40.7,44.4
35015000033,NM,Eddy County,000033,906,431,434,1,4,3,0,12,21,669,299,341,1,1,3,0,6,18,465.2,190.5,439.8,247.5,170.3,313.4,169.4,388,202.8,330.1,174.6,354.7,452.5,219,346.5,179.3,NA,NA,381.9,192.5
35015000034,NM,Eddy County,000034,1816,974,738,19,15,7,4,12,47,1341,669,589,17,14,3,4,8,37,467.8,195.1,447.3,230.4,169.5,313.6,166.9,386,193.3,333.3,169.6,351.9,457.5,212.7,346.2,174.8,NA,NA,383.3,187.5
35015000035,NM,Eddy County,000035,1572,596,884,5,16,12,4,4,51,1203,407,724,4,13,11,4,0,40,344.1,111,318.1,150,94,265.1,94,308.1,112,270.1,106,282.1,331.1,130.5,281.4,101.5,NA,NA,298,111.2
35015000036,NM,Eddy County,000036,1369,398,899,2,7,4,0,18,41,1057,279,727,2,6,4,0,9,30,476.1,104.1,433.9,161.3,112.2,363,108.8,422,132.4,371,97.4,402.6,455,132.7,389.6,112.7,NA,NA,411.4,119.4
35015000037,NM,Eddy County,000037,1762,457,1144,29,9,70,0,11,42,1304,313,868,21,8,51,0,6,37,414.7,98.1,417.5,123.1,105.5,335.1,99,420.2,125,363.8,101.8,382.3,416.1,110.6,375.3,107.8,NA,NA,388.9,108.8
35015000038,NM,Eddy County,000038,254,64,181,0,1,0,0,0,8,187,47,135,0,0,0,0,0,5,91.2,18,93,17.5,29,65.5,23.7,78.3,33.4,68.1,26.9,71.4,92.1,17.8,70.8,28.2,NA,NA,77.9,24.7
35015000039,NM,Eddy County,000039,753,335,385,0,5,0,0,1,27,552,228,304,0,3,0,0,1,16,211.1,42.8,201.6,52.3,38,130.3,28.5,168.3,47.5,140.7,38,148.3,206.3,47.5,146.9,38,NA,NA,166.7,41.2
35015000040,NM,Eddy County,000040,279,85,170,1,2,0,0,7,14,216,56,139,0,1,0,0,7,13,116.7,7.2,106.3,15.7,8,70.9,3.6,100.8,16.6,81.4,10,90.8,111.5,11.4,86,9.5,NA,NA,94.5,10.2
35015000041,NM,Eddy County,000041,1205,650,509,1,20,1,0,1,23,855,420,401,1,16,1,0,1,15,332,49.5,308.6,66,56.6,233,45.3,295.4,78.9,244.5,56.5,276.8,320.3,57.7,262.5,59.3,NA,NA,281.7,58.8
35015000042,NM,Eddy County,000042,99,34,59,2,2,0,0,0,2,69,20,45,1,2,0,0,0,1,32.7,2.5,31.8,1.6,3.5,22.2,2.5,27.6,2.7,25.3,3.5,25.4,32.3,2.1,25.2,3,NA,NA,27.5,2.7
35015000043,NM,Eddy County,000043,1093,533,481,9,12,15,0,2,41,803,381,359,9,11,12,0,1,30,105.9,19.1,101.1,25.6,17.3,71.4,16.8,88.4,23.9,74.6,18.4,79.7,103.5,22.4,78.5,19.1,NA,NA,86.8,20.2
35015000044,NM,Eddy County,000044,1415,921,428,15,15,16,0,3,17,1012,607,351,14,14,15,0,3,8,292.3,121.9,272.2,153.8,121.9,172.8,116,231.9,139,189.3,123.7,206.5,282.2,137.9,200.1,125.1,NA,NA,227.5,129.4
35015000045,NM,Eddy County,000045,878,219,569,19,2,27,1,3,38,723,158,499,16,2,20,1,1,26,319,114.8,314.8,143.3,121.9,244.6,104.9,330.7,131.9,282.3,116,303.2,316.9,129.1,290.2,118.7,NA,NA,299.1,122.1
35015000046,NM,Eddy County,000046,857,383,423,2,16,4,2,6,21,606,228,345,2,14,3,0,1,13,263.8,32.5,252.5,50.9,33.1,180.8,27.3,221.8,47.2,188.3,34.9,201.3,258.2,41.7,198,35.6,NA,NA,218.1,37.6
35015000047,NM,Eddy County,000047,769,230,477,4,6,13,1,1,37,600,154,399,4,5,10,1,0,27,348.8,149.6,333.4,190.1,141.2,244,122.3,313.9,157.3,255.2,139.8,273.3,341.1,169.9,271.6,140.2,NA,NA,294.8,150.1
35015000048,NM,Eddy County,000048,1117,401,631,10,15,31,0,5,24,842,260,511,10,11,28,0,5,17,213.2,59.5,200.7,78.5,65.1,162.6,62.3,193.4,69.6,172.8,63.5,179.6,206.9,69,177.1,65.1,NA,NA,187,66.4
35015000049,NM,Eddy County,000049,645,309,323,2,2,1,0,0,8,471,211,252,0,1,0,0,0,7,319.5,274.5,287.4,307,247.4,208.8,251.6,280.1,304,204.8,273.5,231.1,303.4,290.7,231.2,269.1,NA,NA,255.3,276.3
35015000050,NM,Eddy County,000050,1354,644,654,4,10,1,0,13,28,1012,458,512,4,6,0,0,8,24,62.4,25.6,59,33.3,22.9,42,22.8,52,27.3,44.2,23.5,47.5,60.7,29.4,46.5,24.1,NA,NA,51.2,25.9
35015000051,NM,Eddy County,000051,1803,862,848,14,17,7,1,10,44,1355,587,695,10,14,3,1,9,36,199.2,67.6,187.7,83.8,57.7,134.9,57.1,164.1,67,143.6,58,151.1,193.4,75.7,148.4,60,NA,NA,163.4,65.2
35015000052,NM,Eddy County,000052,1755,796,869,20,13,11,0,4,42,1232,514,661,15,8,8,0,4,22,201.7,84.1,187.8,106.2,84.1,119.2,80,160.1,96,130.7,85.3,142.5,194.8,95.1,138.1,86.4,NA,NA,157,89.3
35015000053,NM,Eddy County,000053,1296,766,431,4,12,15,0,38,30,902,500,334,1,9,9,0,29,20,87.5,17.8,81.7,25.2,20.7,63.2,18.9,78.1,27,63.9,22.6,70,84.6,21.5,68.8,22.3,NA,NA,74.1,22
35017000001,NM,Grant County,000001,633,63,538,0,6,1,0,1,24,511,44,436,0,6,1,0,1,23,258.6,60.3,215.2,117,78.3,190.4,73.6,233.1,95.3,188.6,87.8,200.9,236.9,88.7,203.2,83.7,NA,NA,214.5,85.4
35017000002,NM,Grant County,000002,554,103,415,0,5,3,0,7,21,476,77,367,0,4,3,0,7,18,202.6,132.1,194.6,165.8,148.9,144,148.9,189.7,151.9,161.8,152.9,162.8,198.6,148.9,164.6,150.7,NA,NA,175.9,150.1
35017000003,NM,Grant County,000003,68,16,48,0,1,0,0,1,2,62,11,48,0,0,0,0,1,2,9.6,14.5,8.6,13.8,21.3,11.6,21.1,12,22.2,11.8,21.2,11.9,9.1,14.1,11.8,21.4,NA,NA,10.9,19
35017000004,NM,Grant County,000004,115,30,79,2,0,0,0,0,4,105,25,75,2,0,0,0,0,3,44.1,29.4,43.1,35,35.5,27.2,30.8,35.8,34.6,32.9,32.6,33.9,43.6,32.2,32.4,33.4,NA,NA,36.2,33
35017000005,NM,Grant County,000005,1242,364,804,12,16,7,0,11,28,1083,270,751,12,6,7,0,11,26,331.1,224.2,316,281.3,281.9,240.8,277,302,316.1,242.8,286.1,266.8,323.5,252.8,263.1,290.3,NA,NA,283.2,277.8
35017000006,NM,Grant County,000006,42,13,25,0,0,1,0,0,3,40,11,25,0,0,1,0,0,3,42,10,32,16,19,27,18,34,20,27,18,28,37,13,29,18.8,NA,NA,31.7,16.8
35017000007,NM,Grant County,000007,557,75,456,6,7,2,0,4,7,500,58,423,4,4,2,0,3,6,129,133,120,150,144,89,157,116,150,101,154,103,124.5,141.5,102.2,151.2,NA,NA,109.7,148
35017000008,NM,Grant County,000008,1017,482,487,3,11,5,0,7,22,813,339,431,3,11,5,0,5,19,283.6,220.9,264.5,274.7,259.7,194.3,269.3,254.9,303.4,202.5,267.9,224.3,274,247.8,219,275.1,NA,NA,237.3,266
35017000009,NM,Grant County,000009,628,407,194,0,6,0,0,5,16,524,322,178,0,4,0,0,5,15,66.4,96.6,61.8,110.7,93.7,36.2,97.9,60.2,111,38.1,103.7,43.4,64.1,103.6,44.5,101.6,NA,NA,51,102.3
35017000010,NM,Grant County,000010,323,125,187,1,0,1,0,2,7,284,97,176,1,0,1,0,2,7,83.3,63.9,79.4,78.5,77.5,58.1,75.6,70.7,81.4,61,79.4,63,81.4,71.2,63.2,78.5,NA,NA,69.3,76
35017000011,NM,Grant County,000011,1107,421,624,6,21,6,1,2,26,853,284,515,6,20,6,1,2,19,425.2,233.4,389.6,301.1,265.5,282.9,283.8,354.9,320.2,287.2,270.7,335,407.4,267.3,315,285.1,NA,NA,345.8,279.1
35017000012,NM,Grant County,000012,1037,329,647,5,10,17,0,5,24,843,243,553,5,8,13,0,5,16,209.5,217.8,204.5,257,250.3,143.3,262,184.5,275.3,150.8,259.1,164.9,207,237.4,160.9,261.7,NA,NA,176.2,253.6
35017000013,NM,Grant County,000013,1103,316,697,6,7,9,0,14,54,928,233,625,5,5,8,0,14,38,271.5,261.7,279,293.7,290.1,208.4,291.4,259.6,316.6,210.9,284.4,241.3,275.3,277.7,230.1,295.6,NA,NA,245.1,289.6
35017000014,NM,Grant County,000014,1274,625,573,13,5,10,0,4,44,1005,443,496,13,5,7,0,3,38,183,298,188,343,353,132,367,183,385,139,365,158,185.5,320.5,153,367.5,NA,NA,163.8,351.8
35017000015,NM,Grant County,000015,1339,772,492,20,5,12,1,3,34,1048,592,404,17,4,11,1,3,16,200,361,219,380,361,137,387,185,415,139,392,165,209.5,370.5,156.5,388.8,NA,NA,174.2,382.7
35017000016,NM,Grant County,000016,1278,646,537,15,23,17,2,7,31,1016,480,468,11,18,12,2,3,22,200,276,195,314,276,128,302,176,314,140,283,156,197.5,295,150,293.8,NA,NA,165.8,294.2
35017000017,NM,Grant County,000017,467,174,270,4,3,7,1,3,5,376,114,250,0,1,3,1,3,4,134,92,126,113,121,83,110,122,131,95,119,103,130,102.5,100.8,120.2,NA,NA,110.5,114.3
35017000018,NM,Grant County,000018,811,305,388,71,8,2,7,8,22,729,268,348,70,7,2,7,8,19,86,211,88,244,218,46,226,69,230,51,226,47,87,227.5,53.2,225,NA,NA,64.5,225.8
35017000019,NM,Grant County,000019,735,457,228,6,13,12,0,3,16,604,360,198,6,12,12,0,3,13,62,206,75,208,206,41,227,53,225,45,215,50,68.5,207,47.2,218.2,NA,NA,54.3,214.5
35017000020,NM,Grant County,000020,967,393,517,3,6,9,0,7,32,838,303,486,3,6,9,0,7,24,116,319,108,365,334,68,357,102,366,67,349,78,112,342,78.8,351.5,NA,NA,89.8,348.3
35017000021,NM,Grant County,000021,202,69,116,4,5,1,0,3,4,190,61,112,4,5,1,0,3,4,21,88,19,99,86,12,91,17,92,13,92,13,20,93.5,13.8,90.2,NA,NA,15.8,91.3
35017000022,NM,Grant County,000022,1583,1035,485,6,10,13,0,6,28,1232,761,414,6,8,13,0,6,24,142.8,327.6,138.8,355.6,324.6,76.9,341.6,104.9,345.6,79.9,332.6,95.9,140.8,341.6,89.4,336.1,NA,NA,106.5,338
35017000023,NM,Grant County,000023,442,249,184,2,4,1,0,1,1,339,173,162,0,4,0,0,0,0,73.1,56.3,65.1,80.4,78.3,56.1,81.3,79.1,85.3,65.1,76.3,72.1,69.1,68.3,68.1,80.3,NA,NA,68.4,76.3
35017000024,NM,Grant County,000024,654,491,126,3,12,3,0,5,14,515,376,115,2,10,0,0,5,7,62,148,66,159,140,48,145,67,160,48,150,52,64,153.5,53.8,148.8,NA,NA,57.2,150.3
35017000025,NM,Grant County,000025,651,545,97,0,1,1,0,6,1,478,401,73,0,0,1,0,3,0,54,230,63,233,209,29,221,50,235,34,222,36,58.5,231.5,37.2,221.8,NA,NA,44.3,225
35017000026,NM,Grant County,000026,806,629,150,5,6,1,0,5,10,619,476,124,4,4,0,0,4,7,57.2,178.9,68,187.3,169.3,37.8,183.4,51,193.1,34.5,178.9,43.7,62.6,183.1,41.8,181.2,NA,NA,48.7,181.8
35017000027,NM,Grant County,000027,707,567,93,7,24,3,0,5,8,518,401,79,7,18,2,0,4,7,46.6,185.3,51.4,200.8,183.1,29.4,192.7,50,199.7,31.8,189.3,36.3,49,193.1,36.9,191.2,NA,NA,40.9,191.8
35017000028,NM,Grant County,000028,844,654,162,2,4,0,0,2,20,671,505,141,2,4,0,0,2,17,80,256,82,279,252,47,262,75,272,55,259,57,81,267.5,58.5,261.2,NA,NA,66,263.3
35017000029,NM,Grant County,000029,663,396,236,7,3,0,0,2,19,503,271,211,5,3,0,0,2,11,110.4,142.4,107.5,155,163.7,68.8,173.4,91,184.1,63.9,167.6,70.7,109,148.7,73.6,172.2,NA,NA,85.4,164.4
35017000030,NM,Grant County,000030,617,73,506,1,3,4,0,8,22,551,49,470,1,3,4,0,8,16,244.7,117.7,235.6,150.1,136.4,185.3,137.7,221,160.1,185.1,136.5,201.3,240.1,133.9,198.2,142.7,NA,NA,212.2,139.8
35017000031,NM,Grant County,000031,104,27,73,0,0,0,0,0,4,80,14,64,0,0,0,0,0,2,35.8,5.2,30.8,13.1,6.2,24.8,5.2,33.8,7.2,27.8,7.2,26.8,33.3,9.1,28.3,6.4,NA,NA,30,7.3
35017000032,NM,Grant County,000032,355,218,115,1,1,0,0,1,19,289,182,94,0,1,0,0,1,11,26.2,108.1,30.8,111.9,113.4,15.1,120.6,22.7,123,16.1,111.8,17.4,28.5,110,17.8,117.2,NA,NA,21.4,114.8
35017000033,NM,Grant County,000033,841,355,426,4,9,8,4,0,35,664,248,366,4,7,8,4,0,27,175.8,113.9,154.2,156.1,132.6,114.9,142.4,148.3,161,112.9,150.2,127.7,165,135,125.9,146.6,NA,NA,138.9,142.7
35017000034,NM,Grant County,000034,800,643,127,11,8,1,0,4,6,644,508,117,5,8,0,0,2,4,71.9,217.7,66.9,231.6,193.7,35.9,197.7,71.9,218.7,39.9,205.7,44.9,69.4,224.6,48.2,203.9,NA,NA,55.2,210.8
35017000035,NM,Grant County,000035,125,18,98,0,1,2,0,1,5,105,8,92,0,1,2,0,1,1,64.8,10.7,54.2,30.1,21.8,45.6,23.5,53.3,25.8,45.5,22.3,50.3,59.5,20.4,48.7,23.3,NA,NA,52.3,22.4
35017000036,NM,Grant County,000036,658,275,341,5,6,4,0,7,20,528,204,296,5,4,2,0,6,11,132.4,103.1,123.5,128.3,121.3,90.7,125.7,119,141.7,94.5,125.1,104.7,128,115.7,102.3,128.4,NA,NA,110.8,124.2
35017000037,NM,Grant County,000037,746,258,465,3,7,0,1,1,11,574,172,383,3,6,0,1,1,8,65,35.9,59.5,46.3,40.8,43.2,43.6,54.2,49.2,43.9,41.6,51.2,62.2,41.1,48.1,43.8,NA,NA,52.8,42.9
35017000038,NM,Grant County,000038,1285,468,720,11,8,21,0,10,47,1038,331,635,8,7,16,0,9,32,291,302.5,284,356.9,347.7,199,363.9,256.3,382.4,209.4,359.8,229.1,287.5,329.7,223.4,363.4,NA,NA,244.8,352.2
35017000039,NM,Grant County,000039,805,380,391,4,0,7,1,7,15,655,275,350,4,0,5,1,7,13,193,185.9,198.4,208.4,205.9,148.3,206.8,184.6,224.7,150,201.8,171.7,195.7,197.2,163.6,209.8,NA,NA,174.3,205.6
35019000001,NM,Guadalupe County,000001,1014,795,158,4,1,34,0,6,16,806,610,145,4,1,33,0,3,10,172.2,246.4,167,289.8,287.6,83.6,260.5,193.1,353.8,69.7,301.7,105.8,169.6,268.1,113,300.9,NA,NA,131.9,290
35019000002,NM,Guadalupe County,000002,1655,1223,316,51,36,4,0,6,19,1410,1016,286,51,36,4,0,3,14,129.6,218.6,145.5,242.4,232.7,75.8,230.1,141.1,294.5,68.8,255.7,95.2,137.5,230.5,95.2,253.2,NA,NA,109.3,245.7
35019000003,NM,Guadalupe County,000003,989,795,148,8,1,7,0,9,21,771,600,132,8,1,4,0,9,17,166.9,204.5,153,261.6,263.3,79.9,227,192.4,321.4,84,263.3,118.4,159.9,233.1,118.7,268.8,NA,NA,132.4,256.9
35019000004,NM,Guadalupe County,000004,333,250,62,1,0,4,0,0,16,261,193,52,1,0,4,0,0,11,51,87.9,55.9,106,107.2,22.7,100.1,58.8,127.1,26.7,115.1,35.8,53.4,97,36,112.4,NA,NA,41.8,107.2
35019000005,NM,Guadalupe County,000005,461,373,85,0,2,0,0,0,1,338,277,59,0,2,0,0,0,0,78,214.3,108.1,223.4,205.2,31.5,205.3,89.9,247.6,43.5,217.4,57.7,93,218.8,55.6,218.9,NA,NA,68.1,218.9
35021000001,NM,Harding County,000001,229,96,124,1,0,0,0,0,8,202,80,113,1,0,0,0,0,8,136.8,40,125.3,60.3,65.9,100.9,54.4,132.9,87.2,84.6,66.8,106,131.1,50.1,106.1,68.6,NA,NA,114.4,62.4
35021000002,NM,Harding County,000002,381,182,186,1,0,0,0,1,11,322,153,157,1,0,0,0,1,10,165.3,112.2,158.4,139.6,127,92.3,119.2,158.4,174.6,83.5,128,133.9,161.9,125.9,117,137.2,NA,NA,132,133.4
35021000003,NM,Harding County,000003,47,4,42,0,0,0,0,0,1,37,2,35,0,0,0,0,0,0,5,1.4,4.6,2.2,2.4,3.7,2,4.9,3.2,3.1,2.4,3.9,4.8,1.8,3.9,2.5,NA,NA,4.2,2.3
35023000001,NM,Hidalgo County,000001,1114,770,315,3,5,2,0,0,19,820,519,273,3,5,1,0,0,19,189,197,169,242,203,106,215,167,243,105,221,122,179,219.5,125,220.5,NA,NA,143,220.2
35023000002,NM,Hidalgo County,000002,666,548,96,3,2,3,0,3,11,514,423,73,1,0,3,0,3,11,70,191,70,222,187,35,185,74,201,42,190,44,70,206.5,48.8,190.8,NA,NA,55.8,196
35023000003,NM,Hidalgo County,000003,1097,801,272,3,1,2,3,6,9,864,606,241,3,0,1,0,5,8,148.3,253.1,135.1,266.3,257.8,80.3,269.2,135.1,297.5,75.6,272.9,89.7,141.7,259.7,95.2,274.4,NA,NA,110.7,269.5
35023000004,NM,Hidalgo County,000004,377,50,311,1,0,0,2,2,11,283,35,234,1,0,0,0,2,11,156,26,154,36,31,115,21,139,31,123,29,128,155,31,126.2,28,NA,NA,135.8,29
35023000005,NM,Hidalgo County,000005,262,33,212,0,3,1,0,6,7,235,28,192,0,3,0,0,5,7,75,44,75,54,43,52,38,68,39,60,38,60,75,49,60,39.5,NA,NA,65,42.7
35023000006,NM,Hidalgo County,000006,662,188,439,4,3,3,0,11,14,523,156,337,4,3,2,0,7,14,271.6,72.7,254.9,95.4,67.9,218.7,56.6,258.9,89.2,204.4,68.8,233.2,263.2,84.1,228.8,70.6,NA,NA,240.3,75.1
35025000002,NM,Lea County,000002,73,24,46,0,1,0,0,0,2,51,15,34,0,0,0,0,0,2,23.8,1.9,22.9,2.9,1,16.5,1,20.1,4.6,15.6,1,19.2,23.3,2.4,17.8,1.9,NA,NA,19.7,2.1
35025000003,NM,Lea County,000003,1086,495,555,3,3,2,0,0,28,811,323,460,3,3,2,0,0,20,411,58,365,97,72,291,54,352,87,302,56,321,388,77.5,316.5,67.2,NA,NA,340.3,70.7
35025000009,NM,Lea County,000009,1222,703,458,15,1,25,2,1,17,853,442,369,12,1,14,2,1,12,72.9,11.5,69.3,18.8,12.2,46.9,9.5,60.4,14.8,51.9,11.6,55.2,71.1,15.1,53.6,12,NA,NA,59.4,13.1
35025000010,NM,Lea County,000010,2269,1298,835,37,19,8,0,13,59,1622,863,657,34,14,5,0,5,44,470,106,444,145,98,360,82,443,121,378,102,398,457,125.5,394.8,100.8,NA,NA,415.5,109
35025000011,NM,Lea County,000011,1967,1528,369,28,4,2,0,14,22,1280,945,289,24,2,2,0,2,16,131,116,142,103,88,72,86,97,100,74,89,82,136.5,109.5,81.2,90.8,NA,NA,99.7,97
35025000012,NM,Lea County,000012,1050,854,171,5,1,1,0,7,11,738,580,139,4,1,1,0,5,8,149,68,148,68,54,81,53,106,64,93,55,102,148.5,68,95.5,56.5,NA,NA,113.2,60.3
35025000013,NM,Lea County,000013,2540,1731,711,34,19,5,0,16,24,1747,1112,568,19,12,5,0,10,21,455.9,144.1,446.9,195.1,125,325.3,111,427.6,166.3,349.2,137,378.6,451.4,169.6,370.2,134.8,NA,NA,397.3,146.4
35025000014,NM,Lea County,000014,1938,1417,459,26,6,9,0,6,15,1352,929,380,19,5,8,0,4,7,279,108,278,123,101,165,80,233,114,184,99,194,278.5,115.5,194,98.5,NA,NA,222.2,104.2
35025000015,NM,Lea County,000015,1272,697,505,18,6,15,0,1,30,870,411,411,10,6,10,0,1,21,618.1,97.5,587.7,159.2,103.8,397.1,80.5,511.6,125.2,440.1,98.4,467.8,602.9,128.4,454.2,102,NA,NA,503.7,110.8
35025000016,NM,Lea County,000016,1207,944,205,25,9,10,0,3,11,852,649,166,12,7,10,0,0,8,111,60,109,69,61,61,63,87,71,73,63,76,110,64.5,74.2,64.5,NA,NA,86.2,64.5
35025000017,NM,Lea County,000017,1098,879,172,19,2,15,0,6,5,775,612,124,16,2,13,0,3,5,159,81,159,87,52,80,45,114,65,86,55,90,159,84,92.5,54.2,NA,NA,114.7,64.2
35025000018,NM,Lea County,000018,1026,591,376,26,6,2,0,1,24,770,402,316,22,6,2,0,0,22,209,29,194,46,26,170,20,197,37,172,28,180,201.5,37.5,179.8,27.8,NA,NA,187,31
35025000019,NM,Lea County,000019,1157,387,657,19,9,30,2,2,51,901,269,553,12,7,25,2,0,33,195.4,30.4,191.6,39.9,30.4,165.5,29.2,195.9,38.9,174.2,32,181.6,193.5,35.2,179.3,32.6,NA,NA,184.1,33.5
35025000020,NM,Lea County,000020,1363,519,714,65,12,10,0,2,41,1045,361,575,64,10,10,0,1,24,112.7,15.3,109.1,20.8,15.8,82.6,13.2,95.4,19.4,85.1,15.1,89.7,110.9,18,88.2,15.9,NA,NA,95.8,16.6
35025000021,NM,Lea County,000021,734,336,360,7,2,2,0,0,27,519,214,277,6,2,0,0,0,20,185,21,170,33,18,154,12,173,23,151,16,164,177.5,27,160.5,17.2,NA,NA,166.2,20.5
35025000022,NM,Lea County,000022,2251,1059,983,46,12,79,0,5,67,1561,648,776,30,12,53,0,2,40,568.6,88.6,557.4,116.1,88.6,481.5,84.8,570,113.1,506.8,93,528.4,563,102.3,521.7,94.9,NA,NA,535.4,97.4
35025000023,NM,Lea County,000023,1971,774,976,79,8,55,0,7,72,1469,531,777,64,8,49,0,3,37,541,135,550,164,121,431,103,503,151,427,121,456,545.5,149.5,454.2,124,NA,NA,484.7,132.5
35025000024,NM,Lea County,000024,986,396,523,16,5,19,0,4,23,729,240,437,13,4,17,0,4,14,337,59,340,76,67,269,52,326,71,283,57,306,338.5,67.5,296,61.8,NA,NA,310.2,63.7
35025000025,NM,Lea County,000025,848,262,520,15,4,12,0,8,27,650,184,424,11,4,11,0,2,14,288,58,288,68,56,238,53,280,63,256,54,268,288,63,260.5,56.5,NA,NA,269.7,58.7
35025000026,NM,Lea County,000026,2673,1432,1136,15,11,5,0,17,57,1903,928,893,10,11,3,0,11,47,556,94,520,146,80,372,69,434,90,391,80,399,538,120,399,79.8,NA,NA,445.3,93.2
35025000027,NM,Lea County,000027,1650,665,871,39,5,15,0,7,48,1175,383,703,29,3,14,0,7,36,433,69,418,89,55,345,47,385,76,346,56,360,425.5,79,359,58.5,NA,NA,381.2,65.3
35025000028,NM,Lea County,000028,1293,644,498,66,9,30,0,5,41,912,404,405,48,9,20,0,5,21,244,56,237,68,48,162,49,195,50,179,47,184,240.5,62,180,48.5,NA,NA,200.2,53
35025000029,NM,Lea County,000029,2102,1184,695,100,23,43,1,7,49,1514,757,572,91,22,39,1,7,25,354,88,349,103,75,226,69,274,91,234,79,241,351.5,95.5,243.8,78.5,NA,NA,279.7,84.2
