GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_16_rep_pau,uss_16_dem_gra,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
2120300A101,KY,Rockcastle County,00A101,2338,25,2223,9,2,1,0,1,77,1805,12,1738,4,2,1,0,0,48,852.6,149.7,775.9,232.6,814.2,191.2,NA,NA,NA,NA,814.2,191.2
2120300A102,KY,Rockcastle County,00A102,997,15,942,1,3,7,0,4,25,802,13,757,1,3,7,0,4,17,369.4,49.7,330.5,93.6,350,71.7,NA,NA,NA,NA,350,71.7
2120300B101,KY,Rockcastle County,00B101,1127,15,1074,10,4,1,0,0,23,863,10,826,5,4,1,0,0,17,355.2,54.6,312,86,333.6,70.3,NA,NA,NA,NA,333.6,70.3
2120300B102,KY,Rockcastle County,00B102,1791,23,1701,2,4,0,0,1,60,1370,10,1318,1,4,0,0,1,36,562.4,96.2,465.3,186.3,513.9,141.3,NA,NA,NA,NA,513.9,141.3
2120300C101,KY,Rockcastle County,00C101,1516,10,1469,2,8,0,0,0,27,1170,6,1135,0,8,0,0,0,21,620.7,78.1,527.4,173.3,574.1,125.7,NA,NA,NA,NA,574.1,125.7
2120300C102,KY,Rockcastle County,00C102,1329,10,1278,1,0,2,0,4,34,1040,8,996,0,0,2,0,3,31,473.8,67.5,409.7,132.4,441.7,100,NA,NA,NA,NA,441.7,100
2120300C103,KY,Rockcastle County,00C103,518,8,497,4,1,0,0,0,8,392,1,383,0,1,0,0,0,7,235.7,15.4,197,50.5,216.3,33,NA,NA,NA,NA,216.3,33
2120300D101,KY,Rockcastle County,00D101,1913,29,1813,7,4,1,0,4,55,1480,15,1420,2,4,1,0,0,38,611.2,132.7,538.7,215,575,173.9,NA,NA,NA,NA,575,173.9
2120300D102,KY,Rockcastle County,00D102,765,4,753,2,0,1,0,1,4,620,3,612,1,0,1,0,0,3,345,63.2,309.4,96.2,327.2,79.7,NA,NA,NA,NA,327.2,79.7
2120300D103,KY,Rockcastle County,00D103,312,2,303,0,3,2,0,0,2,243,0,237,0,3,2,0,0,1,99,24,81,41,90,32.5,NA,NA,NA,NA,90,32.5
2120300E101,KY,Rockcastle County,00E101,1415,7,1344,13,3,7,0,4,37,1159,2,1102,13,3,6,0,3,30,358.3,67,313.9,111.1,336.1,89.1,NA,NA,NA,NA,336.1,89.1
2120300E102,KY,Rockcastle County,00E102,820,7,790,0,1,1,0,1,20,646,4,629,0,1,1,0,1,10,309.1,40.7,257,80.3,283.1,60.5,NA,NA,NA,NA,283.1,60.5
2120300E103,KY,Rockcastle County,00E103,616,10,579,0,0,1,0,4,22,488,8,466,0,0,1,0,2,11,232.9,29.4,202.3,55.8,217.6,42.6,NA,NA,NA,NA,217.6,42.6
2120300E104,KY,Rockcastle County,00E104,202,3,185,1,0,3,0,0,10,161,3,149,0,0,3,0,0,6,68.9,18.7,65.1,26.3,67,22.5,NA,NA,NA,NA,67,22.5
2120300E105,KY,Rockcastle County,00E105,378,4,365,0,0,1,0,0,8,313,2,304,0,0,1,0,0,6,240.4,40.6,210,62.2,225.2,51.4,NA,NA,NA,NA,225.2,51.4
2120500A101,KY,Rowan County,00A101,536,15,484,5,0,8,0,0,24,460,12,415,4,0,7,0,0,22,87.6,178.1,89.5,193,88.5,185.6,NA,NA,NA,NA,88.5,185.6
2120500A102,KY,Rowan County,00A102,1579,39,1456,11,5,24,0,4,40,1239,27,1143,9,5,19,0,4,32,510.6,267.1,418.4,390.8,464.5,328.9,NA,NA,NA,NA,464.5,328.9
2120500A103,KY,Rowan County,00A103,1420,36,1260,69,0,12,0,29,14,1298,32,1156,64,0,6,0,28,12,39,96,45,98,42,97,NA,NA,NA,NA,42,97
2120500A105,KY,Rowan County,00A105,636,20,562,11,1,11,1,1,29,502,10,453,5,1,9,1,1,22,36.5,40.9,28.7,51.6,32.6,46.2,NA,NA,NA,NA,32.6,46.2
2120500A106,KY,Rowan County,00A106,1954,45,1831,14,0,6,0,1,57,1490,28,1406,11,0,6,0,1,38,546.2,292.5,431.2,425.7,488.7,359.1,NA,NA,NA,NA,488.7,359.1
2120500B102,KY,Rowan County,00B102,785,22,713,6,8,2,2,0,32,611,16,555,6,8,1,2,0,23,205.1,97.3,149.8,160.4,177.4,128.8,NA,NA,NA,NA,177.4,128.8
2120500B104,KY,Rowan County,00B104,1383,38,1255,31,4,16,0,7,32,1136,30,1042,19,4,13,0,5,23,326,318,279,400,302.5,359,NA,NA,NA,NA,302.5,359
2120500B105,KY,Rowan County,00B105,1550,34,1464,6,1,3,1,1,40,1194,19,1136,5,1,3,1,0,29,442.1,307.9,370.3,419.8,406.2,363.8,NA,NA,NA,NA,406.2,363.8
2120500B106,KY,Rowan County,00B106,2449,37,2314,17,0,12,0,2,67,1816,25,1732,14,0,8,0,2,35,689.2,314.8,566,461.3,627.6,388.1,NA,NA,NA,NA,627.6,388.1
2120500C101,KY,Rowan County,00C101,1910,20,1843,4,0,6,1,1,35,1478,11,1434,1,0,6,1,1,24,464.3,244.9,323.9,395.2,394.1,320.1,NA,NA,NA,NA,394.1,320.1
2120500C102,KY,Rowan County,00C102,1103,27,986,30,2,3,0,1,54,885,13,799,29,2,3,0,0,39,185.8,122.7,137.8,183.1,161.8,152.9,NA,NA,NA,NA,161.8,152.9
2120500C103,KY,Rowan County,00C103,762,16,668,21,0,12,0,3,42,629,9,564,17,0,12,0,1,26,83.2,111.1,74.6,133.2,78.9,122.1,NA,NA,NA,NA,78.9,122.1
2120500C104,KY,Rowan County,00C104,769,16,726,3,0,2,0,2,20,595,7,572,2,0,1,0,1,12,240.9,111.4,208.4,161.8,224.7,136.6,NA,NA,NA,NA,224.7,136.6
2120500C106,KY,Rowan County,00C106,1471,23,1388,16,2,0,0,0,42,1094,18,1034,16,2,0,0,0,24,273.9,176.6,234.1,226.9,254,201.8,NA,NA,NA,NA,254,201.8
2120500D101,KY,Rowan County,00D101,2414,93,2118,107,1,24,0,48,23,2323,88,2043,107,1,20,0,48,16,85.8,82.9,68.4,110.8,77.1,96.9,NA,NA,NA,NA,77.1,96.9
2120500D102,KY,Rowan County,00D102,1352,20,1265,1,1,2,0,0,63,1028,6,969,1,1,1,0,0,50,382.9,188.2,267.5,303.4,325.2,245.8,NA,NA,NA,NA,325.2,245.8
2120500D103,KY,Rowan County,00D103,1650,29,1557,4,6,5,0,5,44,1278,16,1206,3,6,4,0,5,38,419.6,213.9,330.1,314.4,374.8,264.2,NA,NA,NA,NA,374.8,264.2
2120500D104,KY,Rowan County,00D104,939,11,883,16,1,9,0,0,19,759,5,720,13,1,8,0,0,12,203,151,137,227,170,189,NA,NA,NA,NA,170,189
2120700A101,KY,Russell County,00A101,1414,51,1267,14,10,4,1,8,59,1056,29,952,13,10,4,1,7,40,370,100.3,308.8,158.6,339.4,129.4,NA,NA,NA,NA,339.4,129.4
2120700A102,KY,Russell County,00A102,1037,28,946,30,0,6,0,0,27,818,19,759,21,0,3,0,0,16,393.3,100.2,347.9,153.5,370.6,126.9,NA,NA,NA,NA,370.6,126.9
2120700A103,KY,Russell County,00A103,1268,28,1201,9,1,3,1,2,23,980,7,948,9,1,2,1,1,11,543.5,64.3,460.3,154.2,501.9,109.2,NA,NA,NA,NA,501.9,109.2
2120700B101,KY,Russell County,00B101,1029,18,971,3,1,7,0,0,29,796,17,745,3,1,6,0,0,24,395.9,57,330,124,362.9,90.5,NA,NA,NA,NA,362.9,90.5
2120700B102,KY,Russell County,00B102,801,9,767,5,9,0,0,1,10,658,4,631,5,9,0,0,1,8,333.9,54.5,295.9,92.1,314.9,73.3,NA,NA,NA,NA,314.9,73.3
2120700B103,KY,Russell County,00B103,1388,34,1321,3,2,2,0,0,26,1080,20,1042,0,1,2,0,0,15,585.2,76.2,503,167.4,544.1,121.8,NA,NA,NA,NA,544.1,121.8
2120700C101,KY,Russell County,00C101,1509,64,1392,13,3,6,0,2,29,1101,38,1040,2,1,1,0,2,17,575.9,84.2,489.6,161.5,532.7,122.9,NA,NA,NA,NA,532.7,122.9
2120700C102,KY,Russell County,00C102,743,15,702,1,0,2,0,1,22,611,10,587,1,0,1,0,0,12,320.5,72,249.5,132.1,285,102.1,NA,NA,NA,NA,285,102.1
2120700C103,KY,Russell County,00C103,1004,37,948,1,2,0,0,1,15,774,10,752,0,1,0,0,0,11,456.6,48.1,401.6,102.1,429.1,75.1,NA,NA,NA,NA,429.1,75.1
2120700C104,KY,Russell County,00C104,517,13,489,3,0,1,0,0,11,445,12,423,0,0,0,0,0,10,234.6,37.3,170.6,91,202.6,64.1,NA,NA,NA,NA,202.6,64.1
2120700D101,KY,Russell County,00D101,1369,96,1223,1,1,11,0,0,37,1033,38,960,0,0,6,0,0,29,489,66,445,125,467,95.5,NA,NA,NA,NA,467,95.5
2120700D102,KY,Russell County,00D102,1016,63,922,6,2,15,0,0,8,815,40,753,6,0,10,0,0,6,500.3,58.9,457.4,99.9,478.8,79.4,NA,NA,NA,NA,478.8,79.4
2120700D103,KY,Russell County,00D103,1041,44,965,6,1,4,0,0,21,809,23,762,4,0,4,0,0,16,424,45,368,96,396,70.5,NA,NA,NA,NA,396,70.5
2120700E101,KY,Russell County,00E101,1965,118,1734,14,11,29,1,5,53,1468,58,1334,14,10,16,1,2,33,615.1,112.8,532.7,195.1,573.9,154,NA,NA,NA,NA,573.9,154
2120700E102,KY,Russell County,00E102,881,64,771,4,4,13,0,3,22,663,36,598,4,1,8,0,1,15,285,59,238,109,261.5,84,NA,NA,NA,NA,261.5,84
2120700E103,KY,Russell County,00E103,1009,99,878,0,11,1,0,0,20,770,45,712,0,8,0,0,0,5,342.4,59.1,307.9,100.6,325.1,79.8,NA,NA,NA,NA,325.1,79.8
2120900A100,KY,Scott County,00A100,1474,48,1329,13,2,4,0,7,71,1118,20,1030,9,2,3,0,4,50,449.3,137.6,378,235,413.6,186.3,NA,NA,NA,NA,413.6,186.3
2120900A102,KY,Scott County,00A102,826,16,762,5,1,2,0,0,40,643,10,602,4,1,0,0,0,26,309,69,276,125,292.5,97,NA,NA,NA,NA,292.5,97
2120900A104,KY,Scott County,00A104,621,14,566,12,0,9,0,2,18,504,7,468,6,0,6,0,2,15,259.4,100,222.2,155.2,240.8,127.6,NA,NA,NA,NA,240.8,127.6
2120900A106,KY,Scott County,00A106,1762,25,1618,46,2,12,0,4,55,1290,12,1205,34,2,9,0,1,27,636.6,282.8,584.7,384.7,610.6,333.7,NA,NA,NA,NA,610.6,333.7
2120900A110,KY,Scott County,00A110,975,15,898,15,0,7,0,6,34,760,11,710,10,0,5,0,5,19,322.6,121.9,283.2,185.5,302.9,153.7,NA,NA,NA,NA,302.9,153.7
2120900A112,KY,Scott County,00A112,821,37,720,7,0,4,0,2,51,603,23,542,7,0,2,0,2,27,275,66,233,130,254,98,NA,NA,NA,NA,254,98
2120900A114,KY,Scott County,00A114,243,23,182,12,1,7,0,3,15,174,15,134,10,1,7,0,0,7,42.4,23.8,37.3,31.4,39.9,27.6,NA,NA,NA,NA,39.9,27.6
2120900A116,KY,Scott County,00A116,992,19,826,44,0,58,0,3,42,781,16,659,32,0,48,0,3,23,143.4,97.7,131.7,124.2,137.5,111,NA,NA,NA,NA,137.5,111
2120900B101,KY,Scott County,00B101,2101,54,1702,196,0,11,2,7,129,1519,30,1280,127,0,8,1,6,67,484.9,262.5,456,355.6,470.5,309,NA,NA,NA,NA,470.5,309
2120900B103,KY,Scott County,00B103,1386,42,1238,17,2,7,0,6,74,999,28,905,11,2,2,0,4,47,393.4,131.9,337.1,215.3,365.2,173.6,NA,NA,NA,NA,365.2,173.6
2120900B105,KY,Scott County,00B105,954,22,885,7,1,4,0,1,34,718,8,684,6,1,0,0,0,19,336.8,130.4,284.7,195.6,310.8,163,NA,NA,NA,NA,310.8,163
2120900B109,KY,Scott County,00B109,804,61,630,58,4,12,0,0,39,595,34,488,42,3,10,0,0,18,168.7,118.3,167.8,146.6,168.3,132.4,NA,NA,NA,NA,168.3,132.4
2120900B111,KY,Scott County,00B111,1112,23,1018,18,0,0,0,4,49,845,13,781,15,0,0,0,3,33,389.6,105,311.8,212.8,350.7,158.9,NA,NA,NA,NA,350.7,158.9
2120900B113,KY,Scott County,00B113,996,24,877,21,1,7,4,6,56,779,14,702,13,1,5,2,5,37,345.7,163,319,243,332.4,203,NA,NA,NA,NA,332.4,203
2120900C108,KY,Scott County,00C108,1194,35,1089,24,1,3,2,3,37,938,20,869,18,1,1,0,2,27,441.2,166,396.5,251.4,418.9,208.7,NA,NA,NA,NA,418.9,208.7
2120900C110,KY,Scott County,00C110,841,26,761,18,0,0,0,7,29,651,11,598,16,0,0,0,7,19,300.9,167.9,258.9,245.1,279.9,206.5,NA,NA,NA,NA,279.9,206.5
2120900C112,KY,Scott County,00C112,1066,29,978,13,0,3,0,7,36,848,16,790,11,0,2,0,3,26,426,222,404,293,415,257.5,NA,NA,NA,NA,415,257.5
2120900C114,KY,Scott County,00C114,1994,628,1207,65,3,26,0,3,62,1495,371,1011,55,3,20,0,0,35,258,171.9,209.3,227.1,233.7,199.5,NA,NA,NA,NA,233.7,199.5
2120900C116,KY,Scott County,00C116,1341,32,1241,20,1,8,0,4,35,1008,20,936,16,1,5,0,4,26,451.3,211.8,419.2,289.1,435.3,250.4,NA,NA,NA,NA,435.3,250.4
2120900C118,KY,Scott County,00C118,2451,168,1990,158,3,21,0,7,104,1827,101,1530,120,3,21,0,0,52,473.4,268.7,423.5,368.6,448.5,318.6,NA,NA,NA,NA,448.5,318.6
2120900D111,KY,Scott County,00D111,1705,80,1490,55,2,12,0,8,58,1309,55,1155,39,2,10,0,7,41,566.7,281.7,508.2,385.5,537.4,333.6,NA,NA,NA,NA,537.4,333.6
2120900D113,KY,Scott County,00D113,3136,107,2668,107,4,106,3,13,128,2299,71,1976,79,4,82,0,3,84,800,297.9,723.8,436.3,761.9,367.1,NA,NA,NA,NA,761.9,367.1
2120900D115,KY,Scott County,00D115,893,46,751,50,0,7,1,0,38,718,32,613,44,0,7,1,0,21,341,184,294,252,317.5,218,NA,NA,NA,NA,317.5,218
2120900D119,KY,Scott County,00D119,2633,204,2069,195,2,50,0,1,112,1827,127,1458,149,2,33,0,1,57,425.7,245.9,388.7,319.1,407.2,282.5,NA,NA,NA,NA,407.2,282.5
2120900D121,KY,Scott County,00D121,918,18,859,9,0,1,0,6,25,699,13,664,6,0,0,0,6,10,356,140,316,207,336,173.5,NA,NA,NA,NA,336,173.5
2120900D123,KY,Scott County,00D123,1552,44,1295,108,2,26,2,0,75,1011,24,864,70,0,21,2,0,30,410.3,240.1,363.3,340.9,386.8,290.5,NA,NA,NA,NA,386.8,290.5
2120900E118,KY,Scott County,00E118,1036,68,826,94,1,4,0,2,41,718,34,598,61,0,4,0,2,19,128.7,66.1,105.1,100.2,116.9,83.2,NA,NA,NA,NA,116.9,83.2
2120900E120,KY,Scott County,00E120,791,36,645,58,3,5,0,3,41,646,18,544,49,1,5,0,3,26,170,96,134,146,152,121,NA,NA,NA,NA,152,121
2120900E122,KY,Scott County,00E122,1247,115,796,256,4,10,0,4,62,951,77,643,189,3,6,0,2,31,152.5,274.9,129.9,316.4,141.2,295.6,NA,NA,NA,NA,141.2,295.6
2120900E124,KY,Scott County,00E124,1405,89,1125,112,0,10,0,7,62,1264,77,1025,101,0,4,0,6,51,181,184,182,210,181.5,197,NA,NA,NA,NA,181.5,197
2120900E126,KY,Scott County,00E126,1207,85,937,103,3,12,0,3,64,889,44,720,76,3,10,0,3,33,222.7,150.7,189.5,209.3,206.1,180,NA,NA,NA,NA,206.1,180
2120900E128,KY,Scott County,00E128,844,169,579,37,0,11,0,2,46,593,97,427,31,0,10,0,2,26,262,142.6,223.8,202,242.9,172.3,NA,NA,NA,NA,242.9,172.3
2120900F117,KY,Scott County,00F117,1780,34,1640,43,1,13,1,4,44,1239,20,1160,27,1,7,0,2,22,441,220.6,402.9,309.4,422,265,NA,NA,NA,NA,422,265
2120900F119,KY,Scott County,00F119,1104,40,885,90,2,9,0,13,65,810,25,680,59,2,8,0,1,35,239.2,169.2,204.2,233.8,221.7,201.5,NA,NA,NA,NA,221.7,201.5
2120900F121,KY,Scott County,00F121,1004,28,871,46,0,5,0,3,51,798,17,701,43,0,2,0,1,34,286.4,161.1,245.7,231,266,196.1,NA,NA,NA,NA,266,196.1
2120900F123,KY,Scott County,00F123,794,27,677,37,0,6,0,2,45,630,19,550,31,0,6,0,1,23,248,200,209,258,228.5,229,NA,NA,NA,NA,228.5,229
2120900F125,KY,Scott County,00F125,459,24,361,24,2,5,0,0,43,338,11,284,19,2,1,0,0,21,96.5,79.4,101.6,92.2,99,85.8,NA,NA,NA,NA,99,85.8
2120900F127,KY,Scott County,00F127,1707,51,1442,104,3,40,0,7,60,1185,26,1017,81,3,20,0,3,35,483.2,216,448.3,303.5,465.8,259.8,NA,NA,NA,NA,465.8,259.8
2120900F129,KY,Scott County,00F129,1062,26,933,59,1,6,1,1,35,763,15,690,41,0,5,0,0,12,326.8,171,290.2,247.6,308.5,209.3,NA,NA,NA,NA,308.5,209.3
2120900F131,KY,Scott County,00F131,769,67,639,28,0,3,0,1,31,654,64,548,22,0,3,0,0,17,202.3,138.7,155.7,202.9,179,170.8,NA,NA,NA,NA,179,170.8
2120900G128,KY,Scott County,00G128,1057,73,797,112,1,3,1,0,70,780,41,630,72,1,1,1,0,34,184,150,143,211,163.5,180.5,NA,NA,NA,NA,163.5,180.5
2120900G130,KY,Scott County,00G130,1540,122,1184,93,0,8,0,6,127,1025,49,854,68,0,6,0,6,42,255.1,184.3,208.9,251.7,232,218,NA,NA,NA,NA,232,218
2120900G132,KY,Scott County,00G132,1471,77,1178,91,0,13,0,4,108,1113,42,920,67,0,13,0,0,71,450.6,249.8,405.4,335.2,428,292.5,NA,NA,NA,NA,428,292.5
2120900G134,KY,Scott County,00G134,1693,79,1320,162,1,12,0,12,107,1223,36,997,119,1,10,0,6,54,475,232.9,448.3,295.7,461.6,264.3,NA,NA,NA,NA,461.6,264.3
2120900G136,KY,Scott County,00G136,1376,48,1211,62,2,5,2,1,45,1031,29,918,48,2,4,2,1,27,460.2,229.1,403.2,337.3,431.7,283.2,NA,NA,NA,NA,431.7,283.2
2120900G138,KY,Scott County,00G138,18,5,9,3,0,0,0,0,1,8,2,5,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0
2121100A101,KY,Shelby County,00A101,1393,67,1223,30,1,4,0,9,59,1126,47,995,30,1,4,0,8,41,508.7,203.9,495.9,248.9,502.3,226.4,NA,NA,NA,NA,502.3,226.4
2121100A102,KY,Shelby County,00A102,2150,515,1175,279,4,18,1,14,144,1509,295,890,226,2,10,1,5,80,240.5,258.2,231,290.2,235.7,274.2,NA,NA,NA,NA,235.7,274.2
2121100A103,KY,Shelby County,00A103,815,16,704,50,0,8,0,4,33,631,6,561,40,0,3,0,2,19,254.5,92,232.9,134.2,243.7,113.1,NA,NA,NA,NA,243.7,113.1
2121100A104,KY,Shelby County,00A104,951,34,840,13,0,6,0,6,52,727,8,673,12,0,3,0,2,29,372.2,111.6,347.6,163.3,359.9,137.5,NA,NA,NA,NA,359.9,137.5
2121100A105,KY,Shelby County,00A105,1707,136,1378,90,2,23,0,1,77,1348,88,1116,79,0,21,0,0,44,378.3,192.1,340.7,237.7,359.5,214.9,NA,NA,NA,NA,359.5,214.9
2121100B101,KY,Shelby County,00B101,1405,22,1323,14,6,0,0,2,38,1070,10,1018,10,6,0,0,2,24,521,163.2,470.6,239.3,495.8,201.2,NA,NA,NA,NA,495.8,201.2
2121100B102,KY,Shelby County,00B102,1495,29,1381,8,0,6,0,6,65,1169,19,1107,5,0,4,0,2,32,645.1,190,542.3,304.2,593.7,247.1,NA,NA,NA,NA,593.7,247.1
2121100B103,KY,Shelby County,00B103,409,25,354,7,0,1,0,5,17,310,11,277,7,0,1,0,3,11,210.7,89.1,194,118.2,202.4,103.7,NA,NA,NA,NA,202.4,103.7
2121100B104,KY,Shelby County,00B104,1991,163,1634,88,8,9,2,5,82,1527,84,1294,75,8,8,2,5,51,637.8,319.9,585.8,413.1,611.8,366.5,NA,NA,NA,NA,611.8,366.5
2121100B105,KY,Shelby County,00B105,1274,78,1073,66,2,10,0,3,42,1007,43,872,53,2,8,0,0,29,426.4,174.1,389.5,238.8,408,206.5,NA,NA,NA,NA,408,206.5
2121100C101,KY,Shelby County,00C101,1495,77,1257,51,0,3,2,7,98,1177,49,1029,38,0,3,2,4,52,465.5,218,429.6,304.5,447.5,261.3,NA,NA,NA,NA,447.5,261.3
2121100C102,KY,Shelby County,00C102,1188,46,1080,11,4,3,0,9,35,911,25,849,7,4,0,0,7,19,440,156,382,256,411,206,NA,NA,NA,NA,411,206
2121100C103,KY,Shelby County,00C103,1570,174,1240,71,6,14,1,3,61,1185,108,968,59,6,10,1,2,31,366,217,347,265,356.5,241,NA,NA,NA,NA,356.5,241
2121100C104,KY,Shelby County,00C104,1234,40,1124,21,0,6,0,1,42,954,17,891,20,0,5,0,0,21,485.5,191,459.4,260.5,472.5,225.7,NA,NA,NA,NA,472.5,225.7
2121100C105,KY,Shelby County,00C105,2344,287,1622,249,3,37,1,10,135,1533,161,1071,182,1,32,1,6,79,386.4,254,385.7,299.5,386.1,276.7,NA,NA,NA,NA,386.1,276.7
2121100D101,KY,Shelby County,00D101,866,23,803,15,0,0,0,1,24,659,11,619,11,0,0,0,1,17,318.9,102,273.6,165.5,296.3,133.8,NA,NA,NA,NA,296.3,133.8
2121100D102,KY,Shelby County,00D102,1481,65,1349,16,1,0,0,4,46,1170,39,1077,13,1,0,0,4,36,476.7,168.1,429.5,246.7,453.1,207.4,NA,NA,NA,NA,453.1,207.4
2121100D103,KY,Shelby County,00D103,1882,276,1380,124,3,22,0,7,70,1501,168,1179,106,3,10,0,0,35,342.4,213.8,334.2,263,338.3,238.4,NA,NA,NA,NA,338.3,238.4
2121100D104,KY,Shelby County,00D104,850,20,760,28,0,0,0,5,37,663,12,595,25,0,0,0,5,26,345,113,313,164,329,138.5,NA,NA,NA,NA,329,138.5
2121100D105,KY,Shelby County,00D105,1498,311,1052,48,2,7,1,5,72,1084,175,823,37,2,1,1,5,40,388.4,176.9,362.9,233.8,375.6,205.3,NA,NA,NA,NA,375.6,205.3
2121100E101,KY,Shelby County,00E101,3288,926,1917,261,4,25,10,15,130,2308,553,1458,185,4,19,10,10,69,485,361.7,475,418.7,480,390.2,NA,NA,NA,NA,480,390.2
2121100E102,KY,Shelby County,00E102,1242,88,1080,23,3,5,0,4,39,968,56,852,18,3,5,0,4,30,412,163,414,192,413,177.5,NA,NA,NA,NA,413,177.5
2121100E103,KY,Shelby County,00E103,1283,98,1111,31,0,5,0,2,36,991,67,873,24,0,5,0,0,22,442.6,222.3,427.6,271.1,435.1,246.7,NA,NA,NA,NA,435.1,246.7
2121100E104,KY,Shelby County,00E104,664,20,597,13,1,9,0,1,23,537,10,493,10,1,7,0,1,15,194.6,73,188.6,86.9,191.6,80,NA,NA,NA,NA,191.6,80
2121100E105,KY,Shelby County,00E105,263,6,242,3,1,4,0,0,7,199,2,189,3,1,0,0,0,4,213.4,62,207.4,77.1,210.4,69.5,NA,NA,NA,NA,210.4,69.5
2121100F101,KY,Shelby County,00F101,1466,76,1280,28,3,17,0,5,57,1163,45,1049,24,0,12,0,4,29,518.7,218.3,541,242.1,529.9,230.2,NA,NA,NA,NA,529.9,230.2
2121100F102,KY,Shelby County,00F102,1990,231,1532,106,0,29,0,17,75,1458,135,1167,84,0,22,0,11,39,546.3,267.7,544.3,327.2,545.3,297.5,NA,NA,NA,NA,545.3,297.5
2121100F103,KY,Shelby County,00F103,1000,48,848,37,4,6,0,7,50,701,39,609,20,2,6,0,3,22,320,138,327,172,323.5,155,NA,NA,NA,NA,323.5,155
2121100F104,KY,Shelby County,00F104,569,9,504,8,2,17,0,7,22,455,2,424,8,0,11,0,2,8,226.4,99.3,220.5,122.2,223.4,110.7,NA,NA,NA,NA,223.4,110.7
2121100F105,KY,Shelby County,00F105,1883,32,1659,107,2,19,0,13,51,1605,20,1420,107,1,14,0,13,30,206.8,55,213.1,62.6,209.9,58.8,NA,NA,NA,NA,209.9,58.8
2121100G101,KY,Shelby County,00G101,2037,388,1307,202,8,17,3,12,100,1601,240,1114,159,5,13,3,7,60,295,255,273,309,284,282,NA,NA,NA,NA,284,282
2121100G102,KY,Shelby County,00G102,883,138,630,78,2,8,0,0,27,677,89,490,70,2,7,0,0,19,214.8,149.2,218.6,181.4,216.7,165.3,NA,NA,NA,NA,216.7,165.3
2121100G103,KY,Shelby County,00G103,1416,225,904,191,4,13,1,11,67,1017,128,682,149,4,7,1,6,40,406.8,281,379.2,327.5,393,304.3,NA,NA,NA,NA,393,304.3
2121100G104,KY,Shelby County,00G104,2083,606,1000,333,0,10,0,11,123,1420,354,750,245,0,8,0,5,58,207.4,258,193.4,297.2,200.4,277.6,NA,NA,NA,NA,200.4,277.6
2121300A101,KY,Simpson County,00A101,1678,29,1561,30,8,2,0,2,46,1310,23,1220,18,8,2,0,2,37,602.6,143.7,569.6,207.8,586.1,175.8,NA,NA,NA,NA,586.1,175.8
2121300A102,KY,Simpson County,00A102,1248,15,1172,20,1,0,0,2,38,985,9,929,17,1,0,0,1,28,482.6,120.4,463.3,156.8,472.9,138.6,NA,NA,NA,NA,472.9,138.6
2121300A103,KY,Simpson County,00A103,2078,80,1641,232,3,12,0,5,105,1673,49,1347,203,3,12,0,5,54,298.8,139.8,271.8,178.8,285.3,159.3,NA,NA,NA,NA,285.3,159.3
2121300B101,KY,Simpson County,00B101,1710,50,1529,51,13,4,0,12,51,1292,27,1174,37,9,0,0,7,38,480.8,159.8,464.3,220.2,472.6,190,NA,NA,NA,NA,472.6,190
2121300B102,KY,Simpson County,00B102,1479,81,1089,195,7,8,1,7,91,1106,54,845,154,4,6,1,4,38,169.8,141.1,160.8,158.3,165.3,149.7,NA,NA,NA,NA,165.3,149.7
2121300B103,KY,Simpson County,00B103,1850,70,1516,128,6,32,0,2,96,1441,45,1221,93,3,27,0,0,52,526.4,223.1,508.2,258.5,517.3,240.8,NA,NA,NA,NA,517.3,240.8
2121300C101,KY,Simpson County,00C101,784,27,616,74,4,5,0,0,58,630,20,511,55,3,5,0,0,36,238.3,94.6,217.3,113.6,227.8,104.1,NA,NA,NA,NA,227.8,104.1
2121300C103,KY,Simpson County,00C103,1108,49,900,78,8,7,1,1,64,821,26,688,53,7,7,1,1,38,281.8,131.5,240.1,176.9,260.9,154.2,NA,NA,NA,NA,260.9,154.2
2121300C104,KY,Simpson County,00C104,3054,128,2607,164,3,11,2,17,122,2370,70,2092,120,0,7,2,12,67,972.3,320.1,932.5,390,952.4,355,NA,NA,NA,NA,952.4,355
2121300D101,KY,Simpson County,00D101,754,21,645,41,1,1,0,2,43,563,12,485,36,0,1,0,2,27,213,70,195,98,204,84,NA,NA,NA,NA,204,84
2121300D102,KY,Simpson County,00D102,1042,21,928,47,3,3,0,9,31,759,9,684,36,3,3,0,3,21,313,108,307,130,310,119,NA,NA,NA,NA,310,119
2121300D103,KY,Simpson County,00D103,1002,35,554,358,0,4,1,8,42,755,21,405,309,0,4,1,0,15,154.7,299.4,156.7,300.4,155.7,299.9,NA,NA,NA,NA,155.7,299.9
2121300D104,KY,Simpson County,00D104,1807,42,1443,204,1,5,0,5,107,1305,22,1066,150,1,5,0,3,58,359.3,195.8,347.5,234,353.4,214.9,NA,NA,NA,NA,353.4,214.9
