GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_18_rep_fis,uss_18_dem_ray,gov_18_rep_ric,gov_18_dem_kri,atg_18_rep_pet,sos_18_rep_evn,sos_18_dem_dan,pre_20_rep_tru,pre_20_dem_bid,uss_20_rep_sas,uss_20_dem_jan,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
3106900004P,NE,Garden County,00004P,498,29,453,0,2,1,0,1,12,418,16,395,0,1,0,0,1,5,222,44,229,41,225,56,240,226,49,265,51,249,32,222,44,230,48.7,257,41.5,236.6,45.5
3107100003P,NE,Garfield County,00003P,727,11,706,0,0,0,0,0,10,578,9,561,0,0,0,0,0,8,353,39.2,284.8,38.1,292.8,43.2,265.8,278.7,29.1,415,42.2,391,24.1,353,39.2,280.5,36.8,403,33.2,325.9,36
3107100004P,NE,Garfield County,00004P,550,6,531,3,0,0,0,1,9,427,4,415,3,0,0,0,0,5,260.4,49.9,207.5,39.9,197.5,47.9,197.5,188.6,42.9,269.4,49.9,256.4,34.9,260.4,49.9,197.8,43.6,262.9,42.4,225.3,44.2
3107100005P,NE,Garfield County,00005P,536,7,515,0,0,0,0,0,14,426,3,411,0,0,0,0,0,12,207.7,32,174.7,34.9,175.7,39.9,171.7,160.7,31,248.6,40.9,220.6,32,207.7,32,170.7,35.3,234.6,36.4,194.2,35.1
3107300001P,NE,Gosper County,00001P,604,28,564,0,3,0,0,0,9,487,17,459,0,3,0,0,0,8,266,74,207,73,214,74,232,209,61,299,111,313,58,266,74,215.5,69.3,306,84.5,248.6,75.2
3107300002P,NE,Gosper County,00002P,777,34,714,1,0,8,0,0,20,595,13,558,1,0,6,0,0,17,304,56,293,42,292,51,295,286,37,342,67,354,23,304,56,291.5,43.3,348,45,309.4,46
3107300003P,NE,Gosper County,00003P,387,26,350,1,1,3,0,0,6,301,19,274,1,1,1,0,0,5,164,26,125,21,130,19,134,128,17,189,26,177,22,164,26,129.2,19,183,24,149.6,21.8
3107300004P,NE,Gosper County,00004P,125,7,118,0,0,0,0,0,0,93,5,88,0,0,0,0,0,0,60,10,42,11,49,6,50,40,12,63,11,56,8,60,10,45.2,9.7,59.5,9.5,51.4,9.7
3107500002P,NE,Grant County,00002P,611,12,576,5,12,1,0,1,4,474,10,449,5,7,0,0,0,3,367,20,282,14,260,42,274,268,17,375,20,321,14,367,20,271,24.3,348,17,306.7,21.2
3107700001P,NE,Greeley County,00001P,514,20,489,0,0,0,1,0,4,365,6,356,0,0,0,0,0,3,154,37,148,37,152,43,157,142,47,192,45,187,27,154,37,149.8,42.3,189.5,36,161.7,39.3
3107700002P,NE,Greeley County,00002P,651,15,623,0,1,1,0,5,6,505,7,490,0,1,1,0,2,4,238,83,190,100,196,102,197,159,98,268,91,253,69,238,83,185.5,100,260.5,80,214.4,90.5
3107700003P,NE,Greeley County,00003P,670,11,646,1,1,3,0,3,5,531,10,510,1,1,3,0,3,3,369,73,272,74,289,70,254,227,60,379,69,342,48,369,73,260.5,68,360.5,58.5,304.6,65.7
3107700004P,NE,Greeley County,00004P,353,6,340,0,1,2,0,2,2,275,3,268,0,1,2,0,0,1,151,17,122,27,115,36,117,99,31,177,24,156,22,151,17,113.2,31.3,166.5,23,133.9,26.2
31079000001,NE,Hall County,000001,4301,2373,1721,64,19,34,2,15,73,2945,1467,1325,39,16,31,2,9,56,539.2,395.4,324.5,277.6,362.5,275.6,469.3,360.5,257.6,579.2,421.4,578.2,303.6,539.2,395.4,379.2,270.3,578.7,362.5,459,321.9
31079000002,NE,Hall County,000002,2750,1632,843,199,13,2,3,10,48,1968,1070,677,165,7,1,3,6,39,197,212,112,133,109,147,158,116,129,239,212,233,140,197,212,123.8,136.3,236,176,166.3,162.2
31079000003,NE,Hall County,000003,3543,1504,1674,183,14,42,6,14,106,2586,950,1378,137,13,40,6,6,56,504.2,328.1,314.7,269,340.8,277.9,445,324.8,260.9,575.4,382.3,561.5,297.8,504.2,328.1,356.4,269.2,568.4,340,438.1,302.7
31079000005,NE,Hall County,000005,2084,245,1693,53,5,17,0,14,57,1625,145,1393,33,0,11,0,9,34,776,288,583,300,628,283,718,611,257,784,358,819,206,776,288,635,280,801.5,282,702.7,282
31079000006,NE,Hall County,000006,2151,270,1762,35,2,32,0,0,50,1687,171,1450,19,1,26,0,0,20,780.4,315.5,589,299.5,624.7,290.2,721,602.7,264.2,735,342,774,188,780.4,315.5,634.3,284.6,754.5,265,689.5,283.2
31079000007,NE,Hall County,000007,3576,1267,1954,170,24,39,2,8,112,2540,778,1531,100,18,29,2,5,77,542,312,414,279,430,283,543,433,257,620,374,656,241,542,312,455,273,638,307.5,519.7,291
31079000008,NE,Hall County,000008,3107,1031,1669,258,23,22,0,15,89,2243,668,1355,143,14,16,0,8,39,638.3,396,443.9,328.6,480.3,335.8,606.1,469.1,328.3,669.6,464.3,692.6,320.2,638.3,396,499.8,330.9,681.1,392.3,571.4,362.2
31079000009,NE,Hall County,000009,2973,692,2088,74,7,51,1,13,47,2281,438,1714,45,6,47,1,7,23,892.3,371.9,621.1,364.7,659.9,356,836.8,650.5,317.3,819.4,461.7,845.4,322.8,892.3,371.9,692.1,346,832.4,392.2,760.8,365.7
31079000010,NE,Hall County,000010,3397,1146,1959,89,21,71,6,22,83,2569,729,1622,73,19,62,6,15,43,586,354,394,297,428,299,551,416,278,687,419,673,333,586,354,447.2,291.3,680,376,533.6,330
31079000011,NE,Hall County,000011,2819,876,1766,55,6,33,0,7,76,2154,562,1476,38,5,27,0,5,41,637.2,327.6,426.1,268,458.2,273.1,567.5,442.2,252,667.5,366.2,682.4,255.9,637.2,327.6,473.5,264.3,675,311.1,554.5,290.5
31079000012,NE,Hall County,000012,3059,1682,1248,36,5,22,2,8,56,2157,1039,1035,19,3,18,2,6,35,377,307,234,221,265,212,348,250,215,406,359,403,255,377,307,274.2,216,404.5,307,326.1,261.5
31079000013,NE,Hall County,000013,3357,452,2698,50,7,70,0,3,77,2479,272,2076,39,6,50,0,0,36,905.1,320.5,697.3,324.4,724.5,342.8,871.1,728.4,301.1,1153.8,454.5,1145.8,296.7,905.1,320.5,755.3,322.8,1149.8,375.6,889.4,340
31079000014,NE,Hall County,000014,3092,283,2678,13,9,37,0,4,68,2217,164,1986,6,3,24,0,2,32,1127,310.3,851.7,361.3,903.8,339.4,1047.9,875.8,299.3,1264.2,434.5,1283.2,277.3,1127,310.3,919.8,333.3,1273.7,355.9,1050.5,337
31079000015,NE,Hall County,000015,3469,581,2683,37,10,80,0,2,76,2497,340,2041,14,6,61,0,2,33,830.6,313.5,686.3,284.9,709.4,300.6,816.7,696.4,267.3,1135.7,469.9,1145.5,299.6,830.6,313.5,727.2,284.2,1140.6,384.7,860.1,322.6
31079000016,NE,Hall County,000016,2570,452,1934,90,8,22,0,8,56,1844,255,1489,45,5,18,0,7,25,662.8,199.6,488.9,215.6,510.1,212.9,577.6,486.2,196.9,851,359,868,235,662.8,199.6,515.7,208.5,859.5,297,634.9,236.5
31079000017,NE,Hall County,000017,2161,613,1227,240,7,24,0,10,40,1600,421,1019,106,5,21,0,3,25,506.5,235.3,403.2,213.7,422.1,213.9,461.9,412.2,195.8,556.2,281,563.8,169.9,506.5,235.3,424.9,207.8,560,225.4,475.1,218.2
31079000018,NE,Hall County,000018,2936,1966,879,48,4,15,1,5,18,1951,1184,704,39,1,12,1,3,7,335,244.9,177.3,147.3,180.3,161.1,231.3,183.2,147.2,388.3,178.1,366.3,144.2,335,244.9,193,151.8,377.3,161.2,266,170.5
3107900004P,NE,Hall County,00004P,2812,1183,1398,97,5,59,0,9,61,1980,720,1100,70,5,44,0,3,38,475,229,337,208,354,206,435,345,195,543,305,544,208,475,229,367.8,203,543.5,256.5,433.3,225.2
3107900029P,NE,Hall County,00029P,629,12,601,3,2,2,0,1,8,504,7,487,1,1,2,0,0,6,288.8,52.6,256.1,59.5,253.1,73.4,276.9,249.1,51.6,292.4,134.1,275.8,108.6,288.8,52.6,258.8,61.5,284.1,121.4,270.3,80
3107900030P,NE,Hall County,00030P,1333,73,1221,3,1,3,0,2,30,966,33,910,2,0,2,0,0,19,514,110,382,119,407,120,453,405,98,611,122,564,86,514,110,411.8,112.3,587.5,104,476.6,109.2
3107900037P,NE,Hall County,00037P,1158,144,972,2,12,4,0,2,22,915,98,792,2,11,2,0,2,8,387.5,136.7,303.4,144.7,323.4,144.8,367.5,321.1,123.8,449.5,179.5,461.3,100.9,387.5,136.7,328.9,137.8,455.4,140.2,373.4,138.4
3107900039P,NE,Hall County,00039P,1419,348,1012,7,5,3,0,4,40,1027,203,781,4,5,1,0,3,30,387.9,92.1,280,91.6,296.6,93.9,321.4,284.2,86,392.4,103.2,382.6,72.4,387.9,92.1,295.6,90.5,387.5,87.8,335,89.9
3107900040P,NE,Hall County,00040P,991,41,912,2,2,1,0,2,31,765,24,721,1,2,1,0,1,15,425,86,342,85.1,335.1,101,369.1,324.1,85,742.4,221.8,717.6,146.8,425,86,342.6,90.4,730,184.3,465,121
3107900041P,NE,Hall County,00041P,943,20,915,2,0,2,0,0,4,740,12,723,0,0,2,0,0,3,425.4,104.3,341.7,116.2,357.6,108.3,400.3,346.7,90.4,482.8,129.1,467.9,78.4,425.4,104.3,361.6,105,475.3,103.8,403.2,104.5
3107900042P,NE,Hall County,00042P,1107,47,1036,1,3,0,0,3,17,832,23,790,1,3,0,0,2,13,377.1,93.3,269.1,96.3,276.1,98.2,296,254.3,93.2,416.6,111.4,403.7,67.7,377.1,93.3,273.9,95.9,410.2,89.5,327.6,93.3
3107900043P,NE,Hall County,00043P,1158,248,877,4,1,1,2,6,19,828,156,654,0,0,1,2,6,9,290.7,146.1,210.5,119.1,229.5,112.2,265.6,210.5,110.1,127.7,38.1,123.4,25.2,290.7,146.1,229,113.8,125.5,31.7,208.3,91.8
3108100001P,NE,Hamilton County,00001P,352,6,340,0,1,0,0,0,5,265,4,256,0,1,0,0,0,4,203,34,169,32,167,41,175,173,29,187,26,182,20,203,34,171,34,184.5,23,179.4,30.3
3108100002P,NE,Hamilton County,00002P,771,18,732,0,2,1,0,0,18,560,6,538,0,2,1,0,0,13,386,92,315,97,327,92,323,306,83,403,93,363,61,386,92,317.8,90.7,383,77,346.1,86.3
3108100003P,NE,Hamilton County,00003P,773,15,732,5,0,0,0,4,17,586,8,562,2,0,0,0,4,10,421,68,333,53,336,70,332,320,58,419,73,373,53,421,68,330.2,60.3,396,63,362,62.5
3108100004P,NE,Hamilton County,00004P,433,7,414,0,0,0,0,3,9,328,4,315,0,0,0,0,3,6,166,26,136,33,138,33,130,133,28,161,29,149,12,166,26,134.2,31.3,155,20.5,144.7,26.8
3108100005P,NE,Hamilton County,00005P,911,27,862,0,2,0,0,0,20,709,19,678,0,2,0,0,0,10,440.1,103.4,355.2,87.2,365.4,91.3,375.4,352.1,73.1,466.4,92.4,423.9,49,440.1,103.4,362,83.9,445.1,70.7,396.9,82.8
3108100006P,NE,Hamilton County,00006P,436,18,400,2,1,1,0,3,11,328,9,308,0,0,1,0,3,7,232,32,203,33,218,28,206,201,27,237,27,205,18,232,32,207,29.3,221,22.5,214.6,27.5
3108100007P,NE,Hamilton County,00007P,620,18,584,1,3,0,0,1,13,510,14,484,0,3,0,0,1,8,280.4,40.6,220.4,46.4,227.4,44.4,237.9,228.9,31.7,345.1,62.9,337.1,41.3,280.4,40.6,228.7,40.8,341.1,52.1,268.2,44.5
3108100008P,NE,Hamilton County,00008P,603,19,558,0,5,1,0,5,15,459,10,430,0,0,1,0,5,13,256.6,51.8,189.3,49.7,205.5,46.8,212,197.9,43.8,290.5,52.9,273,34.6,256.6,51.8,201.2,46.8,281.8,43.8,232.1,46.6
3108100009P,NE,Hamilton County,00009P,1494,69,1366,0,5,5,0,3,46,1092,38,1018,0,4,5,0,3,24,421,146,351,145,374,155,412,364,129,518,251,536,146,421,146,375.2,143,527,198.5,425.1,162
3108100010P,NE,Hamilton County,00010P,1464,89,1310,13,7,5,0,0,40,1069,43,988,7,3,5,0,0,23,440,118,330,142,364,125,395,335,116,541,174,532,107,440,118,356,127.7,536.5,140.5,419.6,130.3
3108100011P,NE,Hamilton County,00011P,1572,34,1498,6,4,1,0,0,29,1122,19,1081,0,3,1,0,0,18,542,168,479,179,497,179,526,480,149,745,238,743,137,542,168,495.5,169,744,187.5,573.2,175
3108300003P,NE,Harlan County,00003P,413,10,391,0,0,3,0,0,9,341,10,322,0,0,3,0,0,6,111.3,24.1,74.2,29,78.7,28.5,90,78.7,21.1,107.8,30.9,116.7,17.6,111.3,24.1,80.4,26.2,112.2,24.3,93.9,25.2
3108300004P,NE,Harlan County,00004P,449,18,419,1,1,2,0,0,8,354,13,334,0,1,1,0,0,5,183,40,134.7,43.6,149.2,34.6,155.5,140.1,31.9,195.2,40,195,26.5,183,40,144.9,36.7,195.1,33.2,164.7,36.1
3108300005P,NE,Harlan County,00005P,403,14,380,0,0,0,0,0,9,305,9,290,0,0,0,0,0,6,113.2,16.5,94.8,23.1,103.3,20.3,100,92.9,24.1,127.9,19.3,117.5,17.9,113.2,16.5,97.8,22.5,122.7,18.6,107.1,20.2
3108300006P,NE,Harlan County,00006P,481,12,454,0,2,2,0,0,11,381,9,363,0,2,2,0,0,5,322,44.1,254.1,54.3,271.6,50.2,269.9,252.2,55.5,350.4,50.7,327.3,41.8,322,44.1,262,53.3,338.9,46.3,292.5,49.4
310830000P7,NE,Harlan County,0000P7,433,4,420,0,0,1,0,0,8,348,4,338,0,0,1,0,0,5,330.2,54.3,253.8,62.5,266.8,63.5,281.3,259.8,51.6,364.9,60.9,352.9,46.4,330.2,54.3,265.4,59.2,358.9,53.6,301.4,56.5
31083008301,NE,Harlan County,008301,427,9,412,0,1,0,0,0,5,357,9,346,0,1,0,0,0,1,242.7,45,190.4,39.5,202.8,40.1,204.6,190.1,34,250.1,53.2,226.7,36.3,242.7,45,197,37.9,238.4,44.8,215.3,41.4
31083008302,NE,Harlan County,008302,467,23,431,0,1,3,0,0,9,350,13,330,0,1,3,0,0,3,193.7,30,146.9,34.9,158.6,35.7,168.8,156.1,30,218.7,27,193,21.4,193.7,30,157.6,33.6,205.8,24.2,176.5,29.9
3108500001P,NE,Hayes County,00001P,232,7,218,0,0,0,0,0,7,185,4,176,0,0,0,0,0,5,163,5,111,8,111,13,111,113,8,158,14,152,8,163,5,111.5,9.7,155,11,131.3,9.3
3108500002P,NE,Hayes County,00002P,301,28,264,0,2,0,0,0,7,237,20,208,0,2,0,0,0,7,167,7,116,10,118,10,110,112,8,165,7,150,11,167,7,114,9.3,157.5,9,134,8.8
3108500003P,NE,Hayes County,00003P,323,28,278,0,2,2,0,0,13,239,22,204,0,2,2,0,0,9,142,18,123,14,124,19,116,122,14,171,13,155,11,142,18,121.2,15.7,163,12,136.1,14.8
3108700001P,NE,Hitchcock County,00001P,530,23,490,0,0,1,1,0,15,411,14,383,0,0,0,1,0,13,290,36,210,37,204,47,218,200,43,276,36,251,35,290,36,208,42.3,263.5,35.5,235.6,39
3108700002P,NE,Hitchcock County,00002P,348,3,334,0,0,0,2,0,9,271,2,261,0,0,0,2,0,6,144,15,105,22,104,27,111,108,18,148,21,139,16,144,15,107,22.3,143.5,18.5,122.7,19.8
3108700004P,NE,Hitchcock County,00004P,948,39,888,0,0,1,0,1,19,703,19,672,0,0,1,0,1,10,499,61,327,52,332,63,354,323,55,500,57,463,47,499,61,334,56.7,481.5,52,399.7,55.8
3108700005P,NE,Hitchcock County,00005P,790,22,750,0,0,0,1,0,17,648,19,622,0,0,0,1,0,6,299,49,248,43,246,54,247,246,45,340,61,326,46,299,49,246.8,47.3,333,53.5,278.9,49.7
3108900001P,NE,Holt County,00001P,436,5,422,0,1,1,0,0,7,333,3,324,0,0,1,0,0,5,171.3,22,151.2,37,159.2,38,158.3,138.2,40,176,44,150,30,171.3,22,151.8,38.4,163,37,157.8,35.2
3108900002P,NE,Holt County,00002P,1028,31,987,0,1,3,0,0,6,795,10,776,0,1,2,0,0,6,514.9,53.8,367.9,78.9,386.2,95.9,418.3,394,62.8,552.5,65.8,499.2,62.7,514.9,53.8,391.6,79.2,525.9,64.2,447.6,70
3108900003P,NE,Holt County,00003P,756,10,740,0,1,1,0,0,4,584,10,570,0,1,1,0,0,2,449,41,326,44,329,55,330,317,38,454,41,371,42,449,41,325.5,45.7,412.5,41.5,368,43.5
3108900004P,NE,Holt County,00004P,391,10,368,1,3,1,0,0,8,298,3,282,1,3,1,0,0,8,156.8,23,122.9,24,124.9,27,129.8,124.9,19,227.6,25.1,185.5,21,156.8,23,125.6,23.3,206.6,23.1,153.2,23.2
3108900005P,NE,Holt County,00005P,607,11,584,7,0,0,0,0,5,484,6,470,6,0,0,0,0,2,307,13,232,29,246,28,226,220,30,348,23,283,31,307,13,231,29,315.5,27,266,25.7
3108900006P,NE,Holt County,00006P,242,6,231,0,4,0,0,0,1,176,6,169,0,1,0,0,0,0,138.4,21.9,79.6,36.8,94.6,35.8,108.5,92.6,28.9,142,23,125,17,138.4,21.9,93.8,33.8,133.5,20,111.5,27.2
3108900007P,NE,Holt County,00007P,850,11,830,0,2,1,0,0,6,646,8,631,0,1,1,0,0,5,413,55,299,75,303,89,328,298,67,443,58,386,61,413,55,307,77,414.5,59.5,352.9,67.5
3108900008P,NE,Holt County,00008P,930,86,822,1,3,7,0,0,11,676,52,614,1,3,0,0,0,6,428.6,41.1,321.4,54.2,317.4,66.2,310.5,314.4,49.1,490,50,412,41,428.6,41.1,315.9,56.5,451,45.5,370.6,50.3
3108900009P,NE,Holt County,00009P,1306,47,1206,8,7,8,0,7,23,990,31,925,5,6,4,0,4,15,519.5,86.3,374.5,106.2,407.2,110.2,434,396.4,88.3,538.5,97.2,490.8,84.3,519.5,86.3,403,101.5,514.6,90.8,451.5,95.4
3108900010P,NE,Holt County,00010P,966,41,909,1,4,1,1,1,8,698,26,660,1,4,1,0,1,5,404,69,313,102,310,118,370,330,80,423,105,394,77,404,69,330.8,100,408.5,91,363.4,91.8
3108900011P,NE,Holt County,00011P,1053,50,959,7,4,12,0,2,19,805,28,748,6,2,9,0,1,11,392,47,295,67,298,81,329,311,53,462,73,423,53,392,47,308.2,67,442.5,63,358.6,62.3
3108900012P,NE,Holt County,00012P,802,108,659,7,5,7,0,1,15,623,73,524,6,3,5,0,1,11,245,25,168,32,183,34,175,179,28,269,37,236,41,245,25,176.2,31.3,252.5,39,207.9,32.8
3108900013P,NE,Holt County,00013P,760,105,608,9,3,8,0,1,26,575,72,477,3,3,3,0,1,16,215,33,176,39,181,45,192,185,33,244,44,210,42,215,33,183.5,39,227,43,200.4,39.3
3109100001P,NE,Hooker County,00001P,711,11,663,4,1,1,0,0,31,574,5,539,4,0,0,0,0,26,355,40,258,49,259,58,264,236,49,376,59,349,48,355,40,254.2,52,362.5,53.5,299.6,50.5
3109300001P,NE,Howard County,00001P,543,8,522,1,0,0,0,1,11,414,3,404,1,0,0,0,1,5,223.8,42,146.6,44,158.7,48.1,179,154.4,40,246.4,43.7,228.3,36.5,223.8,42,159.7,44,237.4,40.1,191,42.4
3109300002P,NE,Howard County,00002P,254,6,238,0,1,0,0,0,9,198,3,187,0,0,0,0,0,8,93.9,12.4,65.9,19,74.1,17.3,70,69.2,10.7,146.3,20.8,134.9,11.3,93.9,12.4,69.8,15.7,140.6,16,93.5,15.2
3109300003P,NE,Howard County,00003P,526,12,493,0,3,1,1,1,15,401,7,381,0,0,1,1,1,10,209.2,51.2,135.7,52.9,142,57.8,151.8,121.9,48.7,221,42,206,31,209.2,51.2,137.8,53.1,213.5,36.5,169.7,47.2
3109300004P,NE,Howard County,00004P,1886,38,1802,4,6,4,0,3,29,1409,18,1355,4,2,4,0,3,23,541.2,139.2,398.7,159.5,416.4,166.1,461.4,381.5,147.8,721.3,203.6,705.7,141.2,541.2,139.2,414.5,157.8,713.5,172.4,518,159.5
3109300005P,NE,Howard County,00005P,1354,35,1281,1,2,6,0,3,26,1009,22,960,1,0,6,0,3,17,447.9,102.4,308.1,147.7,331.7,142.7,387.9,315,131.9,569,132,548,85,447.9,102.4,335.7,140.8,558.5,108.5,415.4,123.6
3109300006P,NE,Howard County,00006P,397,4,385,2,0,0,0,0,6,318,3,311,2,0,0,0,0,2,162.7,45.9,126.2,44.7,130.3,49.8,150.6,126.2,44.7,171,40,168,30,162.7,45.9,133.3,46.4,169.5,35,147.9,42.5
3109300007P,NE,Howard County,00007P,774,28,725,2,1,0,0,0,18,555,11,534,0,0,0,0,0,10,293.3,92.1,236.8,78.3,245.7,90.2,276.4,237.8,75.3,345,110,332,70,293.3,92.1,249.2,81.2,338.5,90,281,86
3109300008P,NE,Howard County,00008P,741,15,708,3,1,1,0,0,13,576,8,560,0,0,1,0,0,7,312,59,278,64,294,61,294,272,56,366,56,337,41,312,59,284.5,60.3,351.5,48.5,307.6,56.2
3109500001P,NE,Jefferson County,00001P,988,80,849,6,13,4,0,2,34,741,55,654,3,10,4,0,2,13,240.4,112.1,185.3,106.1,204.3,99.1,235.4,186.3,104.1,235.5,128.2,246.5,91.1,240.4,112.1,202.9,103.1,241,109.6,219.1,106.8
3109500002P,NE,Jefferson County,00002P,861,89,702,3,14,4,0,2,47,680,61,580,3,8,4,0,1,23,167.6,75.9,101.6,94.7,134.1,77.9,166.6,116.3,82.8,183.4,86.8,192.2,59.2,167.6,75.9,129.7,85.1,187.8,73,151.7,79.5
3109500003P,NE,Jefferson County,00003P,1084,71,957,4,2,2,0,7,41,765,37,690,4,1,2,0,5,26,316,95,217,116,231,121,281,226,110,304,137,319,103,316,95,238.8,115.7,311.5,120,270.6,113.7
3109500004P,NE,Jefferson County,00004P,1037,51,949,3,8,1,0,1,24,832,27,779,3,3,1,0,1,18,264.1,111.6,235.2,127.6,262.1,119.6,305,244.2,117.6,340.8,165.4,382.7,91.7,264.1,111.6,261.6,121.6,361.8,128.6,290.6,122.3
3109500005P,NE,Jefferson County,00005P,340,2,322,0,1,0,0,1,14,267,2,258,0,0,0,0,1,6,154,38,139,53,142,52,156,131,50,157,43,169,21,154,38,142,51.7,163,32,149.7,42.8
3109500006P,NE,Jefferson County,00006P,702,8,678,0,0,0,0,0,16,538,6,522,0,0,0,0,0,10,300.4,93.8,236.5,106.8,239.5,135.7,313.4,259.5,91.8,310.4,104.8,323.4,67.9,300.4,93.8,262.2,111.4,316.9,86.3,283.3,100.1
3109500007P,NE,Jefferson County,00007P,463,5,440,2,1,2,0,0,13,379,5,362,2,0,2,0,0,8,239.2,60.3,191.1,87.6,199.6,86.4,230.2,185.3,79.4,243.6,85.2,248.8,52.8,239.2,60.3,201.6,84.5,246.2,69,219.7,75.3
3109500008P,NE,Jefferson County,00008P,390,9,372,1,0,0,0,1,7,311,8,299,1,0,0,0,0,3,168.9,34.4,139.8,32.4,149.9,30.4,150,134.8,29.4,178.2,39.6,168.3,29.3,168.9,34.4,143.6,30.7,173.2,34.4,155.7,32.6
3109500009P,NE,Jefferson County,00009P,746,40,681,1,0,1,0,4,19,601,26,554,1,0,1,0,4,15,273,135,240,108,239,129,297,228,112,321,122,362,71,273,135,251,116.3,341.5,96.5,280,112.8
3109500010P,NE,Jefferson County,00010P,629,6,608,0,1,1,0,2,11,533,1,522,0,0,1,0,1,8,274.8,80.7,227,91.6,239.9,92.6,273.8,235,69.7,341.5,103.8,351.5,76.9,274.8,80.7,243.9,84.6,346.5,90.4,277.6,85.9
3109700001P,NE,Johnson County,00001P,1055,30,1009,0,0,0,0,1,15,812,22,781,0,0,0,0,0,9,382,155,291,166,301,196,394,297,150,444,175,469,114,382,155,320.8,170.7,456.5,144.5,368.3,159.3
3109700003P,NE,Johnson County,00003P,508,18,475,0,0,4,0,1,10,403,13,379,0,0,4,0,0,7,188,61,150,65,156,72,187,154,57,213,66,213,55,188,61,161.8,64.7,213,60.5,180.1,62.7
3109700004P,NE,Johnson County,00004P,173,8,162,0,0,0,0,0,3,142,6,136,0,0,0,0,0,0,70,24,53,32,57,33,72,58,25,71,22,73,21,70,24,60,30,72,21.5,64.9,26.2
3109700005P,NE,Johnson County,00005P,796,149,593,1,2,26,0,2,23,588,93,458,1,2,21,0,0,13,201.8,85.5,181.6,80.5,168.9,106.8,197.4,169.7,87.2,233.6,107,251.8,63.4,201.8,85.5,179.4,91.5,242.7,85.2,200.7,88.4
3109700007P,NE,Johnson County,00007P,2512,411,1637,310,50,42,0,3,59,2178,319,1433,310,50,32,0,0,34,387.2,197.5,318.4,197.5,333.1,218.2,421.6,324.3,182.8,432.4,228,445.2,133.7,387.2,197.5,349.4,199.5,438.8,180.8,380.3,192.9
3109700008P,NE,Johnson County,00008P,246,13,225,0,0,4,0,1,3,203,8,189,0,0,3,0,0,3,126,40,107,40,108,46,125,98,40,124,49,124,30,126,40,109.5,42,124,39.5,116,40.8
3109900002P,NE,Kearney County,00002P,853,19,812,0,0,0,0,0,22,666,10,641,0,0,0,0,0,15,331,74,237,85,233,97,265,236,81,345,90,332,47,331,74,242.8,87.7,338.5,68.5,282.7,79
3109900003P,NE,Kearney County,00003P,136,17,116,0,1,0,0,0,2,98,11,84,0,1,0,0,0,2,86,12,72,16,77,13,81,74,15,90,18,85,8,86,12,76,14.7,87.5,13,80.7,13.7
3109900005P,NE,Kearney County,00005P,434,15,402,0,0,0,0,2,15,330,9,313,0,0,0,0,2,6,191,33,161,34,172,35,177,166,27,211,40,201,30,191,33,169,32,206,35,182.7,33.2
3109900006P,NE,Kearney County,00006P,214,11,196,0,2,2,0,0,3,149,9,137,0,0,2,0,0,1,65,8,58,18,60,19,68,59,18,87,17,81,10,65,8,61.2,18.3,84,13.5,68.3,15
3109900007P,NE,Kearney County,00007P,880,31,813,0,3,1,0,1,31,659,20,616,0,2,1,0,1,19,383,73,305,82,315,85,349,311,73,396,89,383,51,383,73,320,80,389.5,70,348.9,75.5
3109900008P,NE,Kearney County,00008P,461,13,439,0,0,0,0,1,8,339,9,323,0,0,0,0,1,6,224,15,157,29,160,33,185,158,31,253,28,238,15,224,15,165,31,245.5,21.5,196.4,25.2
3109900011P,NE,Kearney County,00011P,471,17,439,0,2,3,0,1,9,370,10,353,0,0,3,0,1,3,190,23,165,35,176,27,182,166,32,222,42,220,27,190,23,172.2,31.3,221,34.5,188.7,31
3109900012P,NE,Kearney County,00012P,134,3,120,0,0,0,0,0,11,108,0,105,0,0,0,0,0,3,71,11,47,17,51,11,56,45,16,75,16,71,10,71,11,49.8,14.7,73,13,59.4,13.5
3109900013P,NE,Kearney County,00013P,885,93,743,2,5,1,1,2,38,646,58,554,2,5,1,0,1,25,275,99,199,86,211,89,247,222,66,307,106,322,65,275,99,219.8,80.3,314.5,85.5,254.7,85.2
3109900014P,NE,Kearney County,00014P,1215,90,1089,0,0,5,0,2,29,880,40,810,0,0,5,0,1,24,317,100,247,99,253,101,303,251,92,395,132,393,86,317,100,263.5,97.3,394,109,308.4,101.7
3109900015P,NE,Kearney County,00015P,1005,76,895,1,1,0,1,2,29,759,45,696,1,1,0,0,0,16,398,102,304,91,312,95,362,305,90,441,123,464,63,398,102,320.8,92,452.5,93,369.4,94
3110100001P,NE,Keith County,00001P,454,15,415,0,2,2,0,3,17,405,13,374,0,2,2,0,3,11,163,46,133,50,128,54,145,135,49,236,61,224,52,163,46,135.2,51,230,56.5,166.3,52
3110100002P,NE,Keith County,00002P,278,17,245,0,1,3,0,0,12,213,7,194,0,1,3,0,0,8,151,28,94,29,98,30,116,101,25,132,25,120,21,151,28,102.2,28,126,23,116,26.3
