GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_16_rep_blu,uss_16_dem_kan,gov_16_rep_gre,gov_16_dem_kos,atg_16_rep_haw,atg_16_dem_hen,sos_16_rep_ash,sos_16_dem_smi,uss_18_rep_haw,uss_18_dem_mcc,pre_20_rep_tru,pre_20_dem_bid,gov_20_rep_par,gov_20_dem_gal,atg_20_rep_sch,atg_20_dem_fin,sos_20_rep_ash,sos_20_dem_fal,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
29219000011,MO,Warren County,000011,815,13,736,6,2,5,0,5,48,675,9,610,6,1,5,0,4,40,577.7,160.3,457.6,268.7,477.1,266.5,575,184.5,523.6,207.8,444.1,212.5,632.3,170,612.5,176.3,615.8,164.6,622.6,152.1,522.2,217.6,444.1,212.5,620.8,165.7,553.8,196.3
29219000012,MO,Warren County,000012,1242,29,1156,4,3,2,0,5,43,865,15,810,4,3,2,0,2,29,356.4,97.4,283.7,172.9,284.2,179.5,344.1,122.3,341.7,116.7,244.9,129.9,410.4,130.2,403.6,137.5,409.9,115.4,408.1,112.3,322,137.8,244.9,129.9,408,123.9,348.7,131.4
29219000013,MO,Warren County,000013,7029,390,5987,165,18,31,0,29,409,5316,243,4624,126,17,28,0,14,264,1680.6,657.6,1373.7,952.6,1397.4,961.6,1647.6,753.5,1557.5,749.7,1305.4,821,2077.3,839,2026,859.1,2039.3,794.6,2087.5,745.8,1531.4,815,1305.4,821,2057.5,809.6,1719.2,813.4
29219000014,MO,Warren County,000014,2499,59,2275,21,11,6,0,2,125,2071,32,1909,18,10,6,0,1,95,1039.8,398,799.4,598.8,829.9,587.1,978,475.7,918,464.4,817.1,463,1208.9,359.5,1175.2,386.7,1182.2,339.5,1208,317.1,913,504.8,817.1,463,1193.6,350.7,1015.6,439
29219000015,MO,Warren County,000015,452,10,408,6,1,1,0,1,25,343,1,315,4,1,1,0,0,21,252.8,61.9,212,95.6,186.2,124.6,239.8,74,234.8,68,187.5,86.4,297,66.6,292.1,69.5,288.6,62.4,293.8,58.1,225.1,84.8,187.5,86.4,292.9,64.1,248.5,76.7
29219000016,MO,Warren County,000016,1864,74,1677,14,4,5,0,5,85,1536,49,1407,11,4,1,0,4,60,675.3,214.1,523,349.5,548.8,361.2,652.3,272.1,612.3,264.3,539.1,297.8,735.2,229.3,713.9,242.3,716.5,217.9,724.1,210.1,602.3,292.2,539.1,297.8,722.4,224.9,644,265.9
29219000017,MO,Warren County,000017,680,24,564,30,0,8,0,6,48,470,17,396,18,0,6,0,1,32,20.1,7.8,16.5,11.8,14.9,13.4,19.5,9.5,17.9,10.2,15.8,9.6,38.1,11.4,36.7,11.7,37.2,9.8,37.9,8.7,17.8,10.6,15.8,9.6,37.5,10.4,25.5,10.4
29219000018,MO,Warren County,000018,455,5,433,2,0,0,0,0,15,400,3,384,2,0,0,0,0,11,232.1,72.5,183.4,104.2,193.6,102.9,213.9,86.8,208.9,85.6,168.8,88.7,252.8,88.5,248.7,89.5,240,92.2,251.8,83,206.4,90.4,168.8,88.7,248.3,88.3,219.4,89.4
29219000019,MO,Warren County,000019,2987,90,2606,79,11,21,0,7,173,2216,48,1970,72,11,18,0,3,94,384.4,148.2,306.2,222.7,314.6,220.7,386.5,165,362.7,164.9,284.2,180.1,446.5,184.1,428,193.9,448.7,153.6,456.6,146.6,350.9,184.3,284.2,180.1,445,169.5,381.8,178
29219000020,MO,Warren County,000020,1848,78,1624,27,8,11,0,0,100,1379,47,1232,19,7,9,0,0,65,784.7,315.3,615.2,469.2,636.4,469.2,783.9,354.1,731.7,355.6,568,371.4,886.2,374.6,851,393,890.4,318.5,901.3,305.2,710.4,392.7,568,371.4,882.2,347.8,764.9,372.6
29219000021,MO,Warren County,000021,2469,139,2053,65,21,18,0,6,167,1795,78,1548,46,16,16,0,4,87,560.3,225.1,419.7,339.3,459.8,337.6,546.8,279.5,514.1,262.6,397.7,275.7,674,268.9,646.8,293.9,678.1,241.8,670.3,228.8,500.1,288.8,397.7,275.7,667.3,258.3,556.8,275.3
29219000022,MO,Warren County,000022,975,19,886,4,11,6,0,6,43,745,9,694,3,9,6,0,0,24,410,99,343,161,322,179,403,118,366,132,330,149,462,118,464,115,472,100,471,98,368.8,137.8,330,149,467.2,107.8,404.3,126.9
29219000023,MO,Warren County,000023,1728,176,1278,161,4,1,0,6,102,1211,98,944,105,4,1,0,2,57,592.4,255.3,455.2,381.4,488.9,370.7,565.8,308.2,533.5,300.2,469.7,341.5,849.4,412.9,815.2,429.9,830.1,398.7,849.4,376.5,527.2,323.2,469.7,341.5,836,404.5,645,357.5
29219000024,MO,Warren County,000024,497,63,367,19,4,0,0,3,41,375,37,292,15,0,0,0,3,28,49.9,21.4,39,31.4,40.7,32.1,48.7,25.8,45.6,24.9,44.3,29.7,86.7,38.5,83.6,40.5,85.8,36.3,87.3,34.8,44.8,27.1,44.3,29.7,85.8,37.5,61.2,31.5
29221000002,MO,Washington County,000002,1126,11,1032,2,8,3,0,2,68,910,6,843,2,7,3,0,2,47,384,138,289,193,249,169,347,174,325,165,286,137,468,139,457,125,453,126,458,124,318.8,167.8,286,137,459,128.5,371.6,149
29221000003,MO,Washington County,000003,1195,6,1132,1,2,1,0,3,50,927,4,884,1,2,0,0,2,34,465.8,73.2,367,159,372,163.3,403.3,123.8,380.4,145.8,331.3,112.8,544.5,86.9,521.4,96.9,527.4,79.5,524.6,76.6,397.7,133,331.3,112.8,529.5,85,443.8,111.8
29221000005,MO,Washington County,000005,970,8,911,3,5,4,0,1,38,783,6,743,3,3,4,0,1,23,327.2,77.8,225,150,270,124.7,274.7,116.2,245.6,131.2,214.7,117.2,397.5,88.1,351.6,118.1,381.6,67.5,383.4,68.4,268.5,120,214.7,117.2,378.5,85.5,307.1,105.9
29221000006,MO,Washington County,000006,4585,40,3787,529,12,4,0,7,206,3802,32,3071,522,12,4,0,4,157,1037.4,294.5,782.3,485.1,873,429.7,894.4,417.5,808.7,462.9,690.9,310,1015.3,204.4,925.7,243.7,951.8,191.3,972.9,179.2,879.1,417.9,690.9,310,966.4,204.7,895.2,321.8
29221000007,MO,Washington County,000007,2823,37,2644,16,8,7,0,4,107,2111,30,1984,12,8,5,0,2,70,832,202,600,417,674,371,714,320,663,368,512,262,778,184,704,233,743,163,761,157,696.6,335.6,512,262,746.5,184.2,698.1,267.7
29221000008,MO,Washington County,000008,1465,11,1339,16,9,1,0,2,87,1096,9,995,8,9,1,0,2,72,479.2,142,326,291.5,349.4,280.3,404.5,233.6,383,244.8,292.4,207.4,560.5,148.5,512.9,180.3,541.8,143.9,538.1,141.1,388.4,238.4,292.4,207.4,538.3,153.4,438.8,201.3
29221000009,MO,Washington County,000009,1297,14,1181,5,3,1,0,3,90,1010,13,923,4,3,1,0,1,65,397,111,244,217,319,176,338,158,284,197,219,148,444,107,416,119,417,96,431,78,316.4,171.8,219,148,427,100,350.9,140.7
29221000011,MO,Washington County,000011,1545,15,1459,3,4,5,0,1,58,1169,11,1109,2,4,5,0,1,37,460,180,351,269,388,246,402,250,377,246,325,224,580,194,536,213,552,187,544,177,395.6,238.2,325,224,553,192.8,451.5,218.6
29221000013,MO,Washington County,000013,3134,37,2898,10,9,2,1,8,169,2336,20,2184,7,8,2,0,4,111,891.9,289.6,599.3,540.1,750.4,455.1,747.6,459.9,680.5,482,580.1,382.8,1149.2,249.6,1038,323.7,1046.1,267.6,1090.1,216.6,733.9,445.3,580.1,382.8,1080.9,264.4,857.3,366.7
29221000015,MO,Washington County,000015,349,3,316,0,2,1,0,1,26,263,0,244,0,2,1,0,0,16,92,21,81,29,90,24,93,22,89,25,66,18,98,23,96,25,100,20,99,19,89,24.2,66,18,98.2,21.8,90.4,22.6
29221000016,MO,Washington County,000016,1503,12,1392,4,4,2,0,11,78,1162,8,1079,0,3,1,0,4,67,476.9,145.4,339.7,272.4,375.2,244.6,427.9,218.5,393.5,227.3,318.4,184.8,630.3,147.9,594.1,161,593,150.6,616.8,138.4,402.6,221.7,318.4,184.8,608.6,149.5,476.6,189.1
29221000017,MO,Washington County,000017,869,13,806,0,4,2,0,1,43,677,8,632,0,4,2,0,1,30,323,74,246,126,254,130,284,99,276,111,219,93,387,67,368,78,370,57,384,52,276.6,108,219,93,377.2,63.5,311.1,88.7
29221000019,MO,Washington County,000019,2653,20,2481,21,8,7,0,9,107,2048,14,1916,13,8,5,0,8,84,881.6,177.5,632.7,366.9,717,327.3,761.6,294.5,683.3,346.1,591.1,235,994.7,164.6,921.3,204.3,934.2,157.7,944.1,148.8,735.3,302.5,591.1,235,948.6,168.8,806.2,242.3
29223000002,MO,Wayne County,000002,234,2,219,1,2,0,0,0,10,194,2,179,1,2,0,0,0,10,104.7,17.5,77.2,36.9,90.6,26.6,98.5,23.1,96.2,24,71.8,21.9,110.9,20.2,108.6,21.3,106.4,18.4,109.8,16.6,93.4,25.6,71.8,21.9,108.9,19.1,97.5,22.6
29223000003,MO,Wayne County,000003,208,4,196,0,0,0,0,0,8,169,3,160,0,0,0,0,0,6,115.2,24.9,89.7,44.2,101,37.3,104.8,35.1,102.8,31.4,91.6,23.9,136.3,23.8,133.6,23.8,133.6,21.2,135.9,18.7,102.7,34.6,91.6,23.9,134.8,21.8,114.4,28.4
29223000004,MO,Wayne County,000004,754,13,644,9,12,1,1,0,74,590,10,505,5,12,1,1,0,56,280,59,222,101,232,94,236,95,237,81,230,63,280,38,263,42,259,37,263,37,241.4,86,230,63,266.2,38.5,250.2,64.7
29223000005,MO,Wayne County,000005,929,17,874,2,5,2,1,0,28,763,10,725,1,3,2,1,0,21,265.4,58,198.8,115.5,229,93.9,224.2,93,209.4,103,182.6,72.8,292.3,54.1,278.4,62.3,283.2,50.8,293.7,40.7,225.4,92.7,182.6,72.8,286.9,52,245.7,74.4
29223000006,MO,Wayne County,000006,331,7,296,1,6,0,0,0,21,270,5,238,1,6,0,0,0,20,151,37.7,115.7,64,137,52.4,131.9,55,132.8,49,113.4,43.9,151.6,34,145.3,36.5,143.4,32.5,150.9,27,133.7,51.6,113.4,43.9,147.8,32.5,137.3,43.2
29223000007,MO,Wayne County,000007,1532,27,1399,10,12,6,0,0,78,1206,14,1104,8,12,4,0,0,64,574.9,143.6,440.4,243.5,521.7,199.3,502.3,209.3,505.6,186.6,431.7,167.2,577,129.6,553.1,139.1,546,123.8,574.5,102.8,509,196.5,431.7,167.2,562.7,123.8,522.7,164.5
29223000008,MO,Wayne County,000008,1819,24,1662,11,8,1,0,0,113,1426,9,1315,5,8,1,0,0,88,667,166.6,510.9,282.5,605.3,231.3,582.8,242.8,586.6,216.4,500.9,193.9,669.4,150.4,641.7,161.4,633.5,143.7,666.6,119.2,590.5,227.9,500.9,193.9,652.8,143.7,606.5,190.8
29223000009,MO,Wayne County,000009,185,1,169,1,0,0,0,0,14,159,1,144,1,0,0,0,0,13,142.2,30.7,110.7,54.5,124.7,46,129.4,43.4,126.9,38.7,113,29.5,168.3,29.3,164.9,29.3,164.9,26.1,167.7,23.1,126.8,42.7,113,29.5,166.4,27,141.3,35.1
29223000010,MO,Wayne County,000010,653,3,622,1,1,0,0,0,26,544,1,525,0,0,0,0,0,18,188.2,21.8,150.2,47.7,162.4,41,164,37.3,160.4,39.3,146.5,21.3,178.9,14.9,170.8,18.1,166,16,172.4,11.9,165.1,37.4,146.5,21.3,172,15.2,166,26.9
29223000011,MO,Wayne County,000011,1484,14,1391,6,2,5,2,0,64,1244,8,1177,5,2,1,2,0,49,535.5,115.8,417,205.5,469.9,173.4,487.3,163.3,478,145.9,425.8,111.1,633.9,110.4,621.2,110.4,621.2,98.4,631.9,87,477.6,160.8,425.8,111.1,627.1,101.6,532.2,132.1
29223000012,MO,Wayne County,000012,55,1,52,0,1,0,0,0,1,47,1,45,0,1,0,0,0,0,179,38.3,134.5,76.5,154.5,62.3,151.4,61.5,141.7,68.1,123.8,47.9,196,35.6,186.7,41,189.6,33.4,196.6,26.8,152.2,61.3,123.8,47.9,192.2,34.2,165.4,49.1
29223000013,MO,Wayne County,000013,749,6,702,2,0,0,0,0,39,595,5,557,0,0,0,0,0,33,317,60,254,106,267,100,276,91,274,89,255,64,378,55,361,56,346,53,360,46,277.6,89.2,255,64,361.2,52.5,308.8,72
29223000014,MO,Wayne County,000014,183,2,166,1,1,3,0,0,10,144,1,132,1,1,3,0,0,6,103.8,22.7,77.7,45.1,89.5,36.7,87.7,36.3,81.8,40.3,71.4,28.5,114.2,21.2,108.8,24.4,110.7,19.9,114.8,15.9,88.1,36.2,71.4,28.5,112.1,20.3,96,29.1
29223000015,MO,Wayne County,000015,100,6,88,0,0,3,0,0,3,76,0,70,0,0,3,0,0,3,42.8,11.2,36.3,13.8,38.5,12,43.2,10.5,40.3,10.9,31.2,9.4,50.8,9.4,50.1,7.6,49.3,9.1,49.7,8.7,40.2,11.7,31.2,9.4,50,8.7,43.2,10.3
29223000016,MO,Wayne County,000016,238,0,227,0,0,1,0,1,9,195,0,185,0,0,1,0,1,8,149.4,24.7,126,42.2,139.7,30.5,140.3,29.9,142.3,24,128,24,195.5,26,191.6,26,194.2,23.4,196.8,21.4,139.5,30.3,128,24,194.5,24.2,160.4,27.2
29223000017,MO,Wayne County,000017,209,1,197,0,3,0,0,0,8,178,0,169,0,2,0,0,0,7,75.2,19.8,63.7,24.2,67.6,21,75.8,18.5,70.7,19.1,54.8,16.6,89.2,16.6,87.9,13.4,86.7,15.9,87.3,15.3,70.6,20.5,54.8,16.6,87.8,15.3,75.9,18
29223000018,MO,Wayne County,000018,152,11,123,0,5,0,0,0,13,120,5,98,0,5,0,0,0,12,175.7,20.7,140.1,45.2,151.7,38.8,153,35.4,149.6,37.4,136.4,20.5,167.7,14.4,160,17.4,155.7,15.4,161.8,11.5,154,35.5,136.4,20.5,161.3,14.7,155.2,25.7
29223000019,MO,Wayne County,000019,327,3,308,1,3,0,0,1,11,269,1,257,0,3,0,0,1,7,75.7,12.5,63.8,21.4,70.8,15.5,71.1,15.1,72.1,12.2,64.8,12.2,99,13.2,97.1,13.2,98.4,11.8,99.7,10.9,70.7,15.3,64.8,12.2,98.6,12.3,81.2,13.8
29223000020,MO,Wayne County,000020,719,13,655,4,3,1,1,0,42,582,8,533,4,1,1,1,0,34,435.8,49.4,348.7,108.4,376.5,93.3,380.3,84.5,372.7,88.7,340.6,47.8,414.3,33.6,395.6,40.7,384.3,36.3,399.1,26.9,382.8,84.9,340.6,47.8,398.3,34.4,384.8,61
29223000021,MO,Wayne County,000021,113,0,103,0,3,0,0,0,7,88,0,80,0,3,0,0,0,5,79.5,13,58.4,27.8,68.7,19.8,75,17.1,73.2,18,53.9,16.6,83.5,15.3,81.7,16.2,79.9,13.9,82.6,12.6,71,19.1,53.9,16.6,82,14.5,73.7,17
29225000002,MO,Webster County,000002,1344,35,1249,3,3,3,0,6,45,941,18,888,1,1,2,0,4,27,432.6,99.4,382.9,152.1,357.1,176.8,440.4,113.4,432.6,107.3,336.2,118.2,538.9,116.2,528,116.2,533.9,92.4,533,97.3,409.1,129.8,336.2,118.2,533.5,105.5,451.6,118.9
29225000003,MO,Webster County,000003,1541,29,1390,1,12,9,0,7,93,1181,18,1081,1,12,5,0,5,59,569.4,171.1,508.4,229.2,486.4,252.2,536.4,218.2,550.4,180.1,471.4,191.1,668.5,162.1,664.5,164.1,669.5,135.1,666.5,141.1,530.2,210.2,471.4,191.1,667.2,150.6,579.1,184.4
29225000005,MO,Webster County,000005,2868,48,2661,4,13,14,0,5,123,2134,33,2011,1,10,11,0,2,66,1126.3,228,1035.4,336.5,990.8,398,1093.4,307.2,1135.9,230.9,905.7,286,1193.2,239.8,1187.3,234.7,1188.8,184.1,1202,188.5,1076.4,300.1,905.7,286,1192.8,211.8,1105.9,263.4
29225000006,MO,Webster County,000006,1083,9,1006,2,10,3,0,0,53,861,5,807,0,8,3,0,0,38,493.6,122.8,444,170.3,408.4,208.6,450.3,167.5,464,138.9,403.1,163.4,549,170.6,546.5,162.4,534.6,158.8,541.2,150.8,452,161.6,403.1,163.4,542.8,160.6,483.4,161.4
29225000008,MO,Webster County,000008,1526,24,1416,1,5,7,0,3,70,1190,21,1113,1,5,4,0,2,44,714.3,207.5,653.4,273.3,602.5,325.6,696.8,244.2,701.7,212.4,611,233.9,811.8,193.7,800.6,193.2,795.7,166.8,802.8,158.3,673.7,252.6,611,233.9,802.7,178,719,220.9
29225000010,MO,Webster County,000010,5373,148,4847,16,29,21,0,20,292,3871,87,3542,12,21,19,0,14,176,1800.8,502.2,1610.7,707.3,1639.6,709.3,1820.7,567.3,1799.7,516.2,1464.6,559.3,2182.8,643.3,2159.8,641.3,2192.8,514.3,2198.8,530.2,1734.3,600.5,1464.6,559.3,2183.6,582.3,1887,589.1
29225000011,MO,Webster County,000011,2947,33,2729,86,15,6,0,2,76,1985,17,1803,84,13,6,0,2,60,531,98,458,171,450,178,492,158,506,112,412,120,646,130,627,137,629,100,635,115,487.4,143.4,412,120,634.2,120.5,538.6,131.9
29225000012,MO,Webster County,000012,2500,51,2346,7,11,8,0,8,69,1781,28,1681,3,11,6,0,5,47,602.6,115,524.9,183.9,518.9,199.4,565.7,172.8,584,131.2,474.9,126.9,715.2,118.5,710.4,121.7,693.8,101.9,708,100.3,559.2,160.5,474.9,126.9,706.9,110.6,609.8,137.2
29225000013,MO,Webster County,000013,2566,19,2415,1,14,9,0,6,102,1997,13,1900,1,11,8,0,5,59,866,251.6,792.3,331.3,730.5,394.8,844.9,296.1,850.8,257.6,740.8,283.6,984.2,234.8,970.7,234.3,964.7,202.3,973.4,192,816.9,306.3,740.8,283.6,973.3,215.8,871.8,267.8
29225000014,MO,Webster County,000014,2985,67,2809,5,1,9,0,5,89,1846,41,1737,0,1,6,0,4,57,919.8,175.7,801.2,281,791.9,304.7,863.9,263.7,891.5,200.4,724.9,193.9,1091.9,181.3,1084.6,186.1,1059.3,155.7,1081,153.4,853.6,245.1,724.9,193.9,1079.2,169.1,931,209.6
2922512-019,MO,Webster County,12-019,822,20,768,3,2,1,1,1,26,618,6,591,3,1,1,1,0,15,370.3,75.2,340.3,110.8,325.5,131.1,359.2,101.2,373.1,76.2,297.9,94.3,392.5,79.3,390.6,77.6,390.9,61.1,395.3,62.5,353.7,98.9,297.9,94.3,392.3,70.1,363.6,86.9
2922512-020,MO,Webster County,12-020,3075,60,2819,10,18,11,0,4,153,2353,35,2194,8,12,11,0,3,90,1194.7,268.9,1023.8,419.9,1020.8,446.9,1127.7,373.9,1131.7,305.9,974.8,330.9,1434.7,288.9,1406.7,301.9,1392.7,247.9,1409.7,246.9,1099.7,363.1,974.8,330.9,1410.9,271.4,1211.7,323.2
2922514-017,MO,Webster County,14-017,1209,30,1089,10,9,2,3,5,61,917,21,830,9,5,0,0,5,47,351.3,66.9,313.6,101.3,283.2,128,329.4,97.7,336.7,74.6,273.1,87.5,411.7,75.8,407.2,76.6,408.4,61.2,411.3,62.4,322.9,93.7,273.1,87.5,409.6,69,352.6,83.2
2922516-015,MO,Webster County,16-015,3644,85,3299,18,38,13,4,2,185,2740,46,2512,16,27,9,1,2,127,1021,341.3,900.9,474.4,914.9,468.4,982,415.3,1033,334.3,800.8,378.4,1087.1,388.3,1086.1,379.3,1121.1,292.3,1144.2,285.2,970.3,406.7,800.8,378.4,1109.6,336.3,1009.1,375.7
2922516-016,MO,Webster County,16-016,4373,107,3956,21,41,23,1,8,216,3159,64,2881,12,31,19,0,8,144,1330.6,355.4,1199.9,521.1,1212.8,529.1,1319.7,455.2,1378.5,346.4,1046.1,487.1,1568.2,439.2,1547.2,438.2,1568.2,374.3,1597.2,361.4,1288.3,441.4,1046.1,487.1,1570.2,403.3,1376.8,430.7
2922516-018,MO,Webster County,16-018,1229,25,1094,6,22,2,0,4,76,926,14,842,4,14,1,0,4,47,515.7,98.1,460.4,148.7,415.8,188,483.6,143.3,494.3,109.4,400.9,128.5,604.3,111.2,597.8,112.4,599.6,89.8,603.7,91.6,473.9,137.5,400.9,128.5,601.4,101.3,517.6,122.1
29227000002,MO,Worth County,000002,120,2,114,0,0,0,1,0,3,102,1,99,0,0,0,0,0,2,65,16,57,24,54,29,56,26,65,16,52,29,70,21,71,20,68,17,74,13,59.4,22.2,52,29,70.8,17.8,63.2,21.1
29227000003,MO,Worth County,000003,100,0,98,0,0,0,1,0,1,84,0,83,0,0,0,0,0,1,68.2,22.8,50.7,39.2,58.9,34.1,62.2,32.4,66.9,25.6,53.4,23.6,81.7,22,77.9,24.4,77.6,18.5,79.6,16.7,61.4,30.8,53.4,23.6,79.2,20.4,67.7,25.9
29227000004,MO,Worth County,000004,932,19,877,0,3,1,2,0,30,742,16,700,0,1,1,0,0,24,286.2,86.2,216.3,141.9,231.8,133.2,253.6,129,262.7,102.7,229,83.6,316.1,85.9,315.6,81,300.7,77.6,314.2,67.9,250.1,118.6,229,83.6,311.7,78.1,272.6,98.9
29227000005,MO,Worth County,000005,112,0,109,0,0,1,0,0,2,79,0,78,0,0,0,0,0,1,79,1,77,9,75,9,77,5,70,13,74,12,79,7,81,6,80,5,84,4,75.6,7.4,74,12,81,5.5,77.6,7.1
29227000006,MO,Worth County,000006,197,3,189,0,0,1,0,0,4,137,3,133,0,0,0,0,0,1,69,23,62,31,70,26,64,30,62,22,54,32,68,24,72,22,67,21,71,22,65.4,26.4,54,32,69.5,22.2,65.9,25.3
29227000007,MO,Worth County,000007,139,1,134,0,1,0,1,0,2,117,1,115,0,1,0,0,0,0,85,19,64,31,75,26,74,26,76,20,67,26,87,19,84,20,85,20,89,16,74.8,24.4,67,26,86.2,18.8,78.6,22.3
29227000008,MO,Worth County,000008,373,0,366,0,0,1,0,0,6,304,0,302,0,0,0,0,0,2,155.6,27,140,44.8,149.3,35.7,149.2,40.6,150.4,30.7,130.5,31.8,175.2,36.1,167.4,31.6,165.7,27.9,173.2,22.5,148.9,35.8,130.5,31.8,170.4,29.5,155.7,32.9
29229000002,MO,Wright County,000002,5788,155,5234,19,32,22,4,13,309,4290,89,3933,17,22,17,4,7,201,1911.5,388.5,1653.9,600.1,1739.4,547.9,1815.3,515.6,1845.9,405.5,1438,411.2,2055.8,390,1993,407.3,2007.3,330.2,2026.3,326.7,1793.2,491.5,1438,411.2,2020.6,363.5,1848.6,432.3
29229000003,MO,Wright County,000003,4831,82,4380,30,16,13,0,18,292,3544,55,3241,15,13,8,0,3,209,1735.7,293.8,1543,446.6,1551.2,470.8,1646.9,404.5,1637,332.4,1375.6,349.2,2008,281.9,1983.5,284.6,1975.6,245.9,1999.8,245.6,1622.8,389.6,1375.6,349.2,1991.7,264.5,1745.6,335.5
29229000004,MO,Wright County,000004,1443,16,1337,20,2,4,0,4,60,1053,6,985,8,1,0,0,4,49,614,97,562,143,527,185,583,124,591,99,491,123,704,86,699,84,692,75,694,72,575.4,129.6,491,123,697.2,79.2,615.7,108.8
29229000005,MO,Wright County,000005,1837,25,1735,5,8,3,0,10,51,1397,11,1327,2,6,2,0,7,42,770.8,102.5,694.3,186.3,705.3,188.7,749.4,139.1,754.2,114.2,645.2,125.2,860.9,104.2,859.4,96.2,861.3,84.8,859.5,85.1,734.8,146.2,645.2,125.2,860.3,92.6,776,122.6
29229000006,MO,Wright County,000006,1153,30,1078,3,5,0,0,4,33,799,16,753,1,5,0,0,4,20,385,60,341,102,329,118,360,84,352,69,306,73,434,61,423,69,425,51,427,51,353.4,86.6,306,73,427.2,58,378.2,73.8
29229000007,MO,Wright County,000007,521,8,504,2,1,0,1,1,4,375,6,362,2,1,0,1,0,3,111.5,20.6,98.2,32.6,100.3,32.6,106.5,27.3,107.3,23.3,86.9,25.9,119.1,21,118.6,21.1,119.2,18.4,119.2,17.9,104.8,27.3,86.9,25.9,119,19.6,108.7,24.1
29229000008,MO,Wright County,000008,1787,39,1619,30,7,3,0,5,84,1375,21,1243,28,7,1,0,3,72,818.7,151.5,717.1,235.5,731.6,237.1,777.4,202.3,775.6,175.8,626.8,192,868.6,156.7,862.9,159.1,867,135.5,867.7,134.7,764.1,200.4,626.8,192,866.6,146.5,791.3,178
29229000009,MO,Wright County,000009,828,15,767,2,2,3,0,4,35,657,7,618,1,1,3,0,2,25,359.8,56.1,320.4,89.8,309.1,116.9,340.5,87.2,333.9,72.8,302.5,73.5,402.6,67.2,403.5,59.8,397.6,56.1,397.5,59.1,332.8,84.6,302.5,73.5,400.3,60.6,356.8,73.9
29510000003,MO,St. Louis city,000003,1299,8,12,1238,1,0,0,11,29,985,4,11,957,0,0,0,4,9,7,613,15,610,14,612,15,611,12,605,11,459,14,450,23,437,14,437,20,441,12.6,610.2,11,459,17.8,441.2,14.5,527.5
29510000004,MO,St. Louis city,000004,1372,25,44,1260,6,9,0,5,23,1060,23,33,972,6,3,0,5,18,17.1,703.1,18.2,685.8,21.2,686.9,25.2,685,17.2,702.9,8.1,497.4,25.2,552,25.3,548.7,22.4,542.6,25.4,542.6,19.8,692.8,8.1,497.4,24.6,546.5,20.5,614.7
29510000005,MO,St. Louis city,000005,1226,4,19,1190,1,0,0,0,12,968,4,18,937,1,0,0,0,8,4.9,486.9,14.8,465.2,11.8,472.1,14.8,474,12.8,469.1,3.9,439.6,15.8,479,22.7,459.3,26.6,453.4,26.6,453.4,11.8,473.4,3.9,439.6,22.9,461.2,15.5,465.2
29510000006,MO,St. Louis city,000006,1239,16,28,1136,9,3,0,8,39,984,13,16,912,7,3,0,5,28,7,633,8,638,15,626,21,624,21,621,9,555,21,569,27,552,34,544,32,538,14.4,628.4,9,555,28.5,550.8,19.5,590
29510000007,MO,St. Louis city,000007,1786,12,179,1525,4,0,0,11,55,1512,10,176,1274,2,0,0,11,39,23,767,23,745,30,740,41,732,30,739,17,564,37,592,44,585,43,562,49,559,29.4,744.6,17,564,43.2,574.5,33.7,658.5
29510000008,MO,St. Louis city,000008,161,6,1,146,0,0,0,2,6,125,6,0,112,0,0,0,2,5,2,84,1,85,0,86,2,83,2,85,0,29,0,45,0,44,2,43,0,44,1.4,84.6,0,29,0.5,44,0.9,62.8
29510000010,MO,St. Louis city,000010,369,2,40,315,0,8,0,1,3,291,1,39,240,0,8,0,0,3,8.5,136.8,11.6,131.3,8.6,133.5,9.7,137.4,12.5,128.5,6.3,104.5,9.8,124.9,9.9,120.6,9.9,120.4,12,116.4,10.2,133.5,6.3,104.5,10.4,120.6,9.9,125.4
29510000011,MO,St. Louis city,000011,546,18,113,391,11,1,0,3,9,445,17,113,301,3,1,0,3,7,3,113,2,115,5,110,5,114,7,111,3,86,9,90,12,87,9,88,9,87,4.4,112.6,3,86,9.8,88,6.4,100.1
29510000012,MO,St. Louis city,000012,1601,13,109,1435,1,0,0,4,39,1207,9,106,1057,1,0,0,4,30,40,621.3,35,624.3,39.9,619.4,51.9,613.4,47,607.3,29.9,508.6,46,477.3,57.9,448.4,54.9,446.4,60.9,441.4,42.7,617.1,29.9,508.6,54.9,453.4,46.3,540.8
29510000014,MO,St. Louis city,000014,1172,8,22,1114,1,0,0,2,25,943,5,20,902,0,0,0,2,14,10,743.1,22,718.1,25,724.1,23,725.1,16,728.1,14,607.9,17,675,31,653.9,32,642.9,27,645.9,19.2,727.7,14,607.9,26.8,654.4,21.7,686.4
29510000017,MO,St. Louis city,000017,940,8,11,891,5,0,0,4,21,733,6,9,696,2,0,0,4,16,6,526,12,502,14,508,15,510,14,505,7,423,12,435,22,416,18,422,20,416,12.2,510.2,7,423,18,422.2,14,466.3
