GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_16_rep_she,uss_16_dem_cru,gov_18_rep_ive,gov_18_dem_mad,atg_18_rep_mar,atg_18_dem_sie,sos_18_rep_mer,sos_18_dem_mil,pre_20_rep_tru,pre_20_dem_bid,uss_20_rep_tub,uss_20_dem_jon,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
01009000009,AL,Blount County,000009,885,43,791,4,5,1,1,3,37,700,22,647,3,1,1,1,3,22,388.6,44,364.9,57,271.8,52.1,263.6,55.1,265.1,48.7,405.2,59.9,387.4,74.9,376.8,50.5,266.8,52,396.3,67.4,335.2,56
01009000010,AL,Blount County,000010,1075,64,951,1,3,2,0,1,53,836,42,749,1,2,2,0,1,39,442.4,37.5,425.6,45.2,312.7,30.9,316.8,25.8,317.9,17.4,497.1,37.2,479.6,56.9,434,41.4,315.8,24.7,488.3,47.1,398.9,35.9
01009000011,AL,Blount County,000011,2881,343,2442,13,17,4,1,3,58,2236,213,1943,10,12,4,1,2,51,1057.1,82.7,1010.1,118.7,800,89.2,792.1,97.1,804,74.1,1228.2,84.4,1195.3,113.6,1033.6,100.7,798.7,86.8,1211.8,99,983.8,94.2
01009000012,AL,Blount County,000012,2071,380,1606,11,12,0,0,2,60,1576,240,1282,5,9,0,0,1,39,764.5,94.8,736.2,120.1,588.3,70,590.2,68.1,595.1,53.5,828.7,82.3,811.1,108.5,750.4,107.4,591.2,63.9,819.9,95.4,702,85.3
01009000013,AL,Blount County,000013,2059,637,1328,18,4,11,0,0,61,1492,380,1069,10,4,1,0,0,28,593.5,80.6,570.1,110.7,413.8,68,405,76.7,418.6,60.2,615.8,102,600.3,114.6,581.8,95.7,412.5,68.3,608,108.3,516.7,87.6
01009000014,AL,Blount County,000014,3625,413,3090,17,2,2,0,0,101,2825,239,2491,16,2,2,0,0,75,1522.5,69,1467.5,121,1120.6,99,1115.6,104,1136.6,79,1634.4,124,1597.4,156.9,1495,95,1124.3,94,1615.9,140.5,1370.7,107.5
01009000015,AL,Blount County,000015,776,19,730,4,1,2,0,1,19,605,6,577,3,1,2,0,1,15,357,20,349,25,275,34,279,32,284,26,397,32,389,39,353,22.5,279.3,30.7,393,35.5,332.9,29.7
01009000016,AL,Blount County,000016,2774,458,2195,18,9,15,0,7,72,2148,284,1776,14,7,15,0,4,48,1013.4,125,985.1,166,732.2,127.9,726.4,129.8,743.9,110.3,1119.8,161.1,1085.6,203.1,999.2,145.5,734.2,122.7,1102.7,182.1,915.2,146.2
01009000017,AL,Blount County,000017,3166,92,2866,26,8,12,1,11,150,2527,68,2312,16,6,5,1,6,113,1514.9,109.2,1468.4,163.6,1086,130.8,1075,134.6,1092.3,107.1,1689.5,112.6,1650,166.2,1491.7,136.4,1084.4,124.2,1669.7,139.4,1368,132
01009000018,AL,Blount County,000018,3299,208,2902,22,11,9,1,6,140,2573,138,2291,20,9,5,1,2,107,1099.1,67.5,1061.4,95.6,763.6,95.2,762.6,94.3,775.2,78.1,1201,100.2,1163.4,140.6,1080.2,81.5,767.2,89.2,1182.2,120.4,975.2,95.9
01009000019,AL,Blount County,000019,2314,113,2028,30,3,8,1,3,128,1751,68,1568,19,2,8,1,3,82,944.2,90.2,940.4,115.9,687.7,122.5,679.1,124.4,698.1,98.8,1044.8,126.3,1032.5,150.1,942.3,103.1,688.3,115.2,1038.7,138.2,861,118.3
01009000020,AL,Blount County,000020,873,34,804,12,1,0,0,1,21,675,20,634,8,1,0,0,0,12,418.8,30.8,401.1,53.9,356.1,45.3,353.9,47.3,362.2,38.8,494.6,46.4,484.5,69.4,410,42.3,357.4,43.8,489.6,57.9,410.2,47.4
01009000021,AL,Blount County,000021,1444,393,973,15,5,5,1,1,51,1055,221,786,4,5,5,1,0,33,476.5,44.9,470.1,61,345.4,54.9,346.2,59,359.7,45.2,530.7,66,520.2,76.9,473.3,52.9,350.4,53,525.4,71.5,435.5,58.3
01009000022,AL,Blount County,000022,6797,1152,4902,404,11,54,1,20,253,5313,761,4020,325,8,39,1,14,145,2089.3,403.3,2032.9,479.5,1533.5,422.5,1531.5,420.5,1571.8,357.4,1975.3,446.6,1929.4,489.6,2061.1,441.4,1545.6,400.2,1952.3,468.1,1809.1,431.4
01009000023,AL,Blount County,000023,1925,272,1557,11,11,2,0,3,69,1440,160,1207,8,9,2,0,3,51,662.5,62.2,643.4,102.6,525,69.6,525.7,68.8,536.8,55.7,785.3,98.4,756.9,127.7,653,82.4,529.2,64.7,771.1,113,633.7,83.6
01009000024,AL,Blount County,000024,1279,75,1127,2,1,2,2,0,70,998,51,890,2,0,2,2,0,51,521.2,43.9,497.1,66.1,369.1,45.1,363,51.2,372.4,37.7,570.5,53.3,553.9,70,509.2,55,368.1,44.7,562.2,61.7,463.9,52.5
01011000003,AL,Bullock County,000003,6361,461,1090,4710,0,7,3,10,80,5118,257,1039,3753,0,3,1,6,59,313.5,1838,346.4,1761.2,276.6,1367.8,221.6,1426.7,240.6,1380.8,273.6,1719.2,254.6,1739.2,330,1799.6,246.3,1391.8,264.1,1729.2,275.3,1604.7
01011000005,AL,Bullock County,000005,202,2,50,143,0,1,1,0,5,169,0,42,123,0,1,1,0,2,41.9,82.8,41,77.6,28.7,65,24.6,68.1,26.6,66,47.8,85.8,45.7,85.9,41.4,80.2,26.6,66.3,46.7,85.8,36.6,75.9
01011000007,AL,Bullock County,000007,184,4,96,80,0,0,0,2,2,160,4,85,69,0,0,0,1,1,55,43,58,38,54,35,43,45,50,36,60,56,58,60,56.5,40.5,49,38.7,59,58,54,44.7
01011000009,AL,Bullock County,000009,497,4,164,320,0,0,0,0,9,427,0,149,273,0,0,0,0,5,86.7,211.7,81.7,203.7,78.6,181.4,76.4,183.6,76,178.9,106,222.1,106,218.3,84.2,207.7,77,181.3,106,220.2,87.3,199.9
01011000010,AL,Bullock County,000010,461,2,285,162,0,0,1,3,8,370,2,236,125,0,0,0,3,4,195,90,176,94,142,83,134,92,140,77,204,97,202,102,185.5,92,138.7,84,203,99.5,170.4,90.7
010110001-1,AL,Bullock County,0001-1,837,5,36,788,0,0,0,2,6,646,1,36,601,0,0,0,2,6,27.4,476,41.1,445.6,23.5,369.2,17.6,377.1,18.6,375.1,30.4,427,30.4,429,34.3,460.8,19.9,373.8,30.4,428,27,414.1
010110001-2,AL,Bullock County,0001-2,190,3,21,161,0,0,0,3,2,150,0,18,130,0,0,0,0,2,17,124,18,116,17,100,16,100,16,100,17,118,15,120,17.5,120,16.3,100,16,119,16.6,111.1
010110002-1,AL,Bullock County,0002-1,141,3,8,126,0,0,0,4,0,112,3,8,101,0,0,0,0,0,4,78,4,77,5,60,4,61,4,60,10,84,10,83,4,77.5,4.3,60.3,10,83.5,5.9,71.9
010110002-2,AL,Bullock County,0002-2,178,2,20,148,1,1,0,0,6,143,1,20,117,1,1,0,0,3,22,84,22,80,22,62,14,70,16,68,17,90,18,88,22,82,17.3,66.7,17.5,89,18.7,77.4
010110004-1,AL,Bullock County,0004-1,357,5,98,246,0,0,0,1,7,302,1,89,210,0,0,0,1,1,69.6,149.1,67.6,138.2,38.8,130.2,32.8,136.2,34.8,131.2,55.7,180.9,47.7,184.9,68.6,143.7,35.5,132.6,51.7,182.9,49.6,150.1
010110004-2,AL,Bullock County,0004-2,207,3,26,173,0,0,0,1,4,143,3,16,119,0,0,0,1,4,23,109,25,103,18,82,20,79,17,81,21,129,22,130,24,106,18.3,80.7,21.5,129.5,20.9,101.9
010110006-1,AL,Bullock County,0006-1,192,4,103,80,0,0,1,2,2,160,1,92,63,0,0,0,2,2,71,60,68,55,63,43,50,57,60,42,64,52,64,54,69.5,57.5,57.7,47.3,64,53,62.9,51.9
010110006-2,AL,Bullock County,0006-2,92,1,74,12,0,0,0,1,4,87,0,70,12,0,0,0,1,4,36,19,39,14,21,12,23,9,21,10,45,11,43,14,37.5,16.5,21.7,10.3,44,12.5,32.6,12.7
010110008-1,AL,Bullock County,0008-1,298,3,183,107,0,0,1,2,2,241,0,151,85,0,0,1,2,2,151.3,82.4,152.3,81.1,131.8,73.4,127.3,79,138.3,63.5,158.5,89.5,158.1,95.5,151.8,81.8,132.4,72,158.3,92.5,145.3,80.6
010110008-2,AL,Bullock County,0008-2,160,1,27,132,0,0,0,0,0,128,0,24,104,0,0,0,0,0,26,72.8,26,70.2,28.6,57.2,24.3,62.4,27.8,54.6,35.5,75.4,33,77.2,26,71.5,26.9,58.1,34.2,76.3,28.7,67.1
01013000001,AL,Butler County,000001,837,10,605,206,2,0,0,1,13,707,4,502,186,2,0,0,1,12,317.8,127.7,303.7,132.8,296.6,145.6,270.2,169.8,292.4,129.6,340.4,138.7,332.2,147.9,310.8,130.2,286.4,148.3,336.4,143.3,307.6,141.7
01013000002,AL,Butler County,000002,299,0,248,33,0,1,0,2,15,235,0,201,22,0,1,0,0,11,137.7,9.1,128.6,14.8,124.9,17.8,115.3,29.2,120.8,16.7,168.6,11.2,160.4,21.3,133.2,12,120.4,21.2,164.5,16.2,136.6,17.2
01013000005,AL,Butler County,000005,289,3,232,44,3,1,0,0,6,233,2,192,31,3,1,0,0,4,146,21,138,28,128,25,113,36,120,21,160,26,153,38,142,24.5,120.3,27.3,156.5,32,136.9,27.9
01013000006,AL,Butler County,000006,477,5,316,131,0,2,1,3,19,370,2,242,110,0,2,1,0,13,152,74,149,85,159,62,147,76,148,71,196,74,191,85,150.5,79.5,151.3,69.7,193.5,79.5,163.1,75.3
01013000007,AL,Butler County,000007,484,6,416,49,0,4,0,0,9,399,3,354,37,0,4,0,0,1,208,25,195,34,186,30,173,41,179,30,246,18,242,26,201.5,29.5,179.3,33.7,244,22,204.1,29.1
01013000008,AL,Butler County,000008,489,13,265,193,1,5,0,2,10,359,5,211,127,1,5,0,2,8,144,63,133,65,135,50,124,55,124,47,176,61,173,70,138.5,64,127.7,50.7,174.5,65.5,144.1,58.7
01013000009,AL,Butler County,000009,455,0,208,234,0,0,0,1,12,354,0,174,173,0,0,0,0,7,117,115,117,115,126,112,115,117,113,107,130,123,127,128,117,115,118,112,128.5,125.5,120.7,116.7
01013000010,AL,Butler County,000010,143,1,57,80,0,0,0,1,4,97,1,38,55,0,0,0,0,3,22,33,22,33,25,29,22,30,22,30,25,37,25,38,22,33,23,29.7,25,37.5,23.3,32.9
01013000011,AL,Butler County,000011,278,5,200,69,1,0,0,0,3,233,5,164,61,1,0,0,0,2,107,24,100,25,96,29,95,27,93,28,116,38,113,41,103.5,24.5,94.7,28,114.5,39.5,102.9,30.3
01013000013,AL,Butler County,000013,495,6,358,112,1,0,0,0,18,419,4,302,100,1,0,0,0,12,184.2,82.3,175.3,85.2,171.4,75.4,152.8,86.2,164.6,74.4,213.6,82.3,203.8,91.1,179.8,83.8,162.9,78.7,208.7,86.7,180.8,82.4
01013000015,AL,Butler County,000015,244,10,218,10,1,0,0,1,4,214,3,198,8,1,0,0,0,4,168.9,21.8,169.1,21.7,167.5,20.9,144.3,34.5,154.1,23.2,170,25.3,165.4,31.5,169,21.8,155.3,26.2,167.7,28.4,162.8,25.6
01013000016,AL,Butler County,000016,574,4,464,91,0,0,0,2,13,454,3,373,71,0,0,0,1,6,242,42,234,49,241,46,233,53,235,40,271,46,261,54,238,45.5,236.3,46.3,266,50,245.3,47.1
01013000017,AL,Butler County,000017,236,4,155,59,1,5,0,4,8,197,4,127,54,1,5,0,1,5,51.3,70.9,50.4,67.2,54.1,80.2,46.6,86.8,53.2,79.3,63.4,71.8,60.6,73.7,50.8,69,51.3,82.1,62,72.8,54.2,75.7
01013000018,AL,Butler County,000018,971,11,647,285,0,0,0,1,27,782,5,542,218,0,0,0,0,17,357.1,91.2,343.9,98.3,332.5,85.1,302.7,110.5,307.9,94.8,372,130.7,360.6,139.5,350.5,94.8,314.4,96.8,366.3,135.1,339.5,107.2
01013000019,AL,Butler County,000019,870,4,666,161,0,1,1,4,33,645,3,506,117,0,1,1,0,17,258,98,239,106,229,97,198,126,216,96,322,127,303,145,248.5,102,214.3,106.3,312.5,136,252.1,113.6
01013000020,AL,Butler County,000020,238,3,163,54,0,1,0,2,15,181,1,130,41,0,1,0,0,8,83,40,86,39,73,37,73,36,70,34,100,50,95,53,84.5,39.5,72,35.7,97.5,51.5,82.9,41.3
010130012.2,AL,Butler County,0012.2,2871,49,1127,1556,1,71,0,1,66,2277,36,921,1216,1,55,0,1,47,590,665,598,639,608,578,554,619,573,581,651,646,628,667,594,652,578.3,592.7,639.5,656.5,600.3,627.9
010130012.3,AL,Butler County,0012.3,3443,83,1516,1719,6,41,2,5,71,2637,59,1263,1236,6,31,2,2,38,768.2,467.8,790,443.8,763.7,450,692.9,510.4,729.5,441,786.1,603.1,737.9,643.3,779.1,455.8,728.7,467.1,762,623.2,752.6,508.5
010130014.1,AL,Butler County,0014.1,297,3,254,25,0,1,0,5,9,240,2,210,20,0,1,0,2,5,122,26,123,25,115,27,86,48,99,30,132,25,120,34,122.5,25.5,100,35,126,29.5,113.9,30.7
010130014.5,AL,Butler County,0014.5,1843,14,633,1137,3,0,0,3,53,1458,12,548,865,3,0,0,3,27,330,589,331,580,319,501,272,541,276,527,349,600,333,615,330.5,584.5,289,523,341,607.5,315.7,564.7
01013012.4A,AL,Butler County,012.4A,981,7,524,436,1,0,0,0,13,780,7,422,344,1,0,0,0,6,236.1,229.6,235.1,217.5,264.1,203.5,221.1,240.5,243.1,209.5,289.1,236.6,271.1,253.6,235.6,223.5,242.8,217.8,280.1,245.1,251.4,227.2
01013012.4B,AL,Butler County,012.4B,2237,19,407,1705,2,10,1,8,85,1632,17,333,1207,2,8,1,6,58,158.7,810.6,178.9,758.7,197.1,661.6,150,698.1,164.4,663.5,180.8,794.3,176,797.2,168.8,784.7,170.5,674.4,178.4,795.7,172.3,740.6
01015000001,AL,Calhoun County,000001,15277,504,8507,5171,30,340,19,57,649,12961,364,7182,4572,30,328,16,43,426,2889,1724,3014,1891,2139,1659,2141,1642,2209,1552,3051,2152,2931,2354,2951.5,1807.5,2163,1617.7,2991,2253,2624.9,1853.4
01015000002,AL,Calhoun County,000002,4874,69,4180,403,11,24,13,3,171,3769,34,3281,308,11,17,9,2,107,1921.7,341,1904.1,384.5,1469.8,345,1448.7,356,1475.2,308.6,2177,336.5,2120.3,414.5,1912.9,362.7,1464.6,336.6,2148.7,375.5,1788.1,355.2
01015000003,AL,Calhoun County,000003,1182,45,986,81,13,11,0,1,45,899,16,769,62,13,10,0,1,28,371.1,81.4,348.3,103.5,259.2,71.2,250.7,79.6,257.5,69.9,341.3,102.7,321.1,127.6,359.7,92.4,255.8,73.6,331.2,115.2,307,90.8
01015000004,AL,Calhoun County,000004,15136,1160,11789,1447,50,59,3,37,591,11730,685,9467,1076,45,51,3,18,385,4629.4,936.3,4572,1077.3,3236.2,993.4,3223.8,1003.3,3280.9,915,4904,1160.2,4760.3,1359.6,4600.7,1006.8,3247,970.6,4832.2,1259.9,4086.7,1063.6
01015000005,AL,Calhoun County,000005,6576,242,5130,748,31,56,22,18,329,5101,152,4090,554,31,51,20,5,198,2113,499.7,2106.3,576.7,1577.1,525.2,1558.1,547.7,1582.7,509.4,2255.2,638.2,2169.6,777.1,2109.7,538.2,1572.6,527.4,2212.4,707.6,1908.8,582
01015000006,AL,Calhoun County,000006,1863,22,1759,29,15,7,1,1,29,1470,15,1391,20,12,7,1,1,23,810.6,100.3,794.3,126.7,641,132.5,619.9,146.6,648.2,117.3,944.6,120.5,918.2,154,802.5,113.5,636.4,132.2,931.4,137.3,768.1,128.3
01015000007,AL,Calhoun County,000007,2103,15,1985,16,6,9,0,2,70,1696,12,1610,11,6,9,0,1,47,1107.3,132,1057.2,191.7,821.8,169.2,808.5,187.8,843.1,144.8,1176.4,150.1,1145.9,197.9,1082.2,161.9,824.5,167.2,1161.1,174,994.3,167.6
01015000008,AL,Calhoun County,000008,2476,39,2269,46,15,4,0,5,98,1961,16,1818,32,12,2,0,5,76,918.7,95.3,879.9,139.3,666,127,650.8,139.4,674.3,111.6,1003,119.4,967.7,163.9,899.3,117.3,663.7,126,985.4,141.7,822.9,128
01015000009,AL,Calhoun County,000009,5408,144,4443,518,23,19,5,12,244,4214,92,3521,412,16,14,3,9,147,1528.1,360.8,1498.5,405.8,1111.7,329.6,1093.3,352.2,1140.9,296.8,1705.4,393.6,1650,457.7,1513.3,383.3,1115.3,326.2,1677.7,425.7,1389.7,370.9
01015000010,AL,Calhoun County,000010,1201,36,1088,29,6,4,3,1,34,945,28,865,22,5,1,3,1,20,621.4,99,606.3,125.3,475.7,126.5,481.1,115.6,499.8,92.5,704.3,125.2,681.2,155.6,613.9,112.2,485.5,111.5,692.8,140.4,581.4,119.9
01015000011,AL,Calhoun County,000011,1892,31,1732,39,11,6,0,1,72,1459,19,1347,29,11,2,0,0,51,796.3,97.9,794.3,118.6,592.1,122.5,598,114.6,611.8,96.9,908.6,136.3,890.8,157.1,795.3,108.2,600.6,111.3,899.7,146.7,741.7,120.6
01015000012,AL,Calhoun County,000012,4634,257,3796,340,11,43,1,5,181,3481,172,2883,256,11,33,1,2,123,1599.3,294.5,1603,340.5,1197.4,335.4,1213.7,312.2,1233,277.6,1737.8,375.8,1679.6,438.4,1601.1,317.5,1214.7,308.4,1708.7,407.1,1466.3,339.2
01015000013,AL,Calhoun County,000013,3773,407,2160,885,7,97,2,26,189,2863,255,1805,588,1,86,2,11,115,1065.4,362.3,1077.1,390.4,815.6,338.5,805.7,343.8,824.1,322.4,1130.7,450.6,1094.4,495.4,1071.2,376.4,815.1,334.9,1112.6,473,973.3,386.2
01015000014,AL,Calhoun County,000014,1268,8,1208,12,4,5,4,0,27,1001,6,962,9,4,2,0,0,18,500.7,61.7,491.2,82.3,362.3,66.7,348.4,77.6,367.5,56.2,587.8,65.7,566.2,89.4,496,72,359.4,66.8,577,77.6,460.6,71.4
01015000015,AL,Calhoun County,000015,18027,743,6239,10187,67,106,11,58,616,14186,475,5442,7697,47,79,8,40,398,2232.2,4676.2,2350.8,4637.4,1609.6,3794.6,1541.4,3851.7,1570.3,3752.9,2207.5,4950.2,2088.6,5061.9,2291.5,4656.8,1573.8,3799.7,2148.1,5006.1,1942.9,4389.3
01015000016,AL,Calhoun County,000016,913,20,835,30,5,0,0,3,20,728,13,672,18,5,0,0,3,17,313.8,51.6,300.4,60.4,244.1,40.5,237,47.7,242.8,38.1,373,62.7,361.4,81.4,307.1,56,241.3,42.1,367.2,72,296.1,54.6
01015000017,AL,Calhoun County,000017,3396,63,3044,117,7,3,1,7,154,2690,40,2430,107,7,2,1,2,101,1287.7,215.9,1264.7,251.4,967.8,214,959.5,219.2,988.6,174.1,1496.8,215.6,1447.4,270.9,1276.2,233.7,971.9,202.4,1472.1,243.2,1201.8,223
01015000018,AL,Calhoun County,000018,1750,26,1572,64,3,4,0,9,72,1331,18,1225,38,3,4,0,2,41,601,57.8,581.5,84.8,491.1,70.8,480.8,75.5,489.2,63.4,696.1,73.6,681.2,100.6,591.2,71.3,487,69.9,688.6,87.1,574.4,75.2
01015000019,AL,Calhoun County,000019,8980,378,6069,1927,27,79,11,29,460,7043,228,5042,1393,23,62,2,8,285,2478,958.4,2489.8,1018.3,1868.5,921.2,1846.9,934.5,1897.6,872.5,2480.9,1169,2408.8,1280,2483.9,988.4,1871,909.4,2444.8,1224.5,2210.1,1022
01015000020,AL,Calhoun County,000020,3331,197,2431,491,5,66,2,8,131,2595,136,1947,360,5,48,2,2,95,1433,304.2,1440.4,330.3,1078.6,342.1,1104.3,317.3,1117,294.9,1511.8,410.3,1468.9,467.8,1436.7,317.2,1099.9,318.1,1490.3,439,1307.7,352.4
01015000021,AL,Calhoun County,000021,1793,37,1553,105,9,15,0,2,72,1388,19,1224,93,9,12,0,1,30,652.9,90.8,642.8,127.2,509.4,88.6,493.9,101.8,499.3,89.2,771.7,103.7,743,136,647.9,109,500.9,93.2,757.4,119.8,616.1,105.3
01015000022,AL,Calhoun County,000022,10588,567,6744,2680,30,207,14,32,314,8778,434,5822,2091,26,165,12,16,212,3000,1702,3164.3,1690.2,2329.9,1674.8,2328.4,1641,2456.8,1489.9,2941.3,1905.7,2845.2,2068.8,3082.2,1696.1,2371.7,1601.9,2893.3,1987.2,2723.7,1738.9
01017000001,AL,Chambers County,000001,613,12,537,34,2,3,0,1,24,538,11,477,28,2,3,0,0,17,240,25,229,34,205,18,197,26,195,25,235.8,64.3,220.1,82.2,234.5,29.5,199,23,227.9,73.2,217.4,39.2
01017000002,AL,Chambers County,000002,312,3,205,94,0,1,0,0,9,267,2,175,82,0,1,0,0,7,82.7,59,82.7,59,73.2,44.7,71.3,48.5,70.4,47.5,65.4,37.4,62.7,39.8,82.7,59,71.6,46.9,64,38.6,72.6,48
01017000003,AL,Chambers County,000003,339,4,219,111,0,4,0,0,1,288,3,189,91,0,4,0,0,1,131.4,57.1,121.4,60.1,112.2,54.8,100.2,60.9,97.2,58.8,166.8,85,160.2,91,126.4,58.6,103.2,58.2,163.5,88,127.1,66.8
01017000004,AL,Chambers County,000004,291,3,243,37,1,0,0,0,7,254,2,212,34,1,0,0,0,5,135.4,18.4,132.8,21.8,115,16.3,114.1,13,114.1,12.1,230.1,30.6,224.1,37.3,134.1,20.1,114.4,13.8,227.1,34,152.2,21.4
01017000005,AL,Chambers County,000005,363,3,161,193,0,0,0,0,6,314,1,133,174,0,0,0,0,6,72.8,131.8,75.2,131,50.4,96.1,48,95.3,46.5,95.3,93.8,131.8,85.2,141.1,74,131.4,48.3,95.6,89.5,136.4,67.4,117.5
01017000006,AL,Chambers County,000006,650,4,536,80,6,1,0,0,23,554,3,454,71,6,1,0,0,19,301.9,83,301.1,93.6,268.9,87.5,249.8,97.8,252.7,95.5,382.1,132.4,362,155.9,301.5,88.2,257.1,93.6,372.1,144.1,302.6,106.5
01017000007,AL,Chambers County,000007,6376,495,1942,3731,8,32,5,13,150,4940,315,1661,2827,8,16,4,7,102,1206.4,1592,1238.1,1583.4,998,1242.9,927,1288.4,924.1,1264.8,1191.5,1682,1130.2,1775.2,1222.2,1587.7,949.7,1265.4,1160.8,1728.6,1087.9,1489.8
01017000008,AL,Chambers County,000008,3229,95,1000,2066,10,8,1,0,49,2652,71,873,1661,10,4,0,0,33,531.9,981.6,542.7,951.1,435.6,725.4,394.4,756.2,399.1,738.1,519.4,1124.5,481.6,1158.8,537.3,966.4,409.7,739.9,500.5,1141.7,472.1,919.4
01017000009,AL,Chambers County,000009,712,4,412,283,1,3,0,1,8,584,4,332,239,1,3,0,0,5,186.2,178.4,183.6,178.4,181.3,121,174.3,126.6,173.3,125.3,269.7,194.4,262.3,203,184.9,178.4,176.3,124.3,266,198.7,204.4,161
01017000010,AL,Chambers County,000010,1078,22,481,530,12,1,0,6,26,893,19,402,438,9,1,0,2,22,225.9,293.1,231.7,284.6,220.2,218.9,208.2,227,208.2,223.8,280.7,312.4,275.1,320.4,228.8,288.8,212.2,223.3,277.9,316.4,235.7,268.6
01017000012,AL,Chambers County,000012,862,18,515,288,4,4,0,0,33,679,16,422,214,3,4,0,0,20,200.1,93.8,200.7,96.9,179.9,85.3,169.9,93.9,176,83.8,275.3,131.3,258.8,147.3,200.4,95.4,175.3,87.7,267.1,139.3,208.7,104.6
01017000013,AL,Chambers County,000013,4642,102,3025,1344,13,24,0,6,128,3660,75,2479,996,13,19,0,5,73,1001.2,429.4,1009.3,439.9,834,363.2,794,381.4,789.9,364.5,1134.4,429.8,1062.2,521,1005.2,434.6,806,369.7,1098.3,475.4,946.4,418.5
01017000014,AL,Chambers County,000014,13033,432,7741,4064,12,293,5,86,400,10253,274,6293,3125,8,276,4,40,233,2798.7,1461,2791.7,1504.5,2349.6,1261.3,2229,1343.4,2231.9,1303.8,3021.4,1658.8,2881,1838.7,2795.2,1482.7,2270.2,1302.8,2951.2,1748.7,2614.8,1481.6
010170001-A,AL,Chambers County,0001-A,484,13,289,174,1,1,0,0,6,408,9,250,143,1,0,0,0,5,100.2,127.6,99.8,130.6,94.9,104.7,89.8,106.9,89.5,105,157.6,81.6,147.8,92.4,100,129.1,91.4,105.5,152.7,87,111.4,107
010170003-A,AL,Chambers County,0003-A,106,2,93,11,0,0,0,0,0,89,2,76,11,0,0,0,0,0,52,5.6,46.9,8.7,52.4,3.6,52.4,3.5,51.4,3.5,75.7,4,73.5,6.2,49.5,7.2,52,3.5,74.6,5.1,57.8,5
010170005-A,AL,Chambers County,0005-A,506,6,284,212,0,0,0,0,4,434,2,241,189,0,0,0,0,2,126.5,94.7,122.1,97.1,113.6,58.7,109.8,62,109,59.1,175.1,91.9,170,94.8,124.3,95.9,110.8,59.9,172.5,93.4,132.3,79.8
010170005-B,AL,Chambers County,0005-B,330,3,278,37,1,1,0,1,9,278,3,238,29,1,1,0,1,5,122.6,35,118.1,38.4,114,23.3,102.7,31.3,100.6,28,87,15.7,84.7,18.1,120.4,36.7,105.7,27.5,85.8,16.9,104.2,27.1
010170007-A,AL,Chambers County,0007-A,566,12,443,96,0,8,0,0,7,462,7,366,78,0,7,0,0,4,229.8,61.5,232.5,67.7,186.2,54.3,181.7,58.8,181.7,57,279.7,80.2,261.9,101.6,231.2,64.6,183.2,56.7,270.8,90.9,221.9,68.7
010170010-A,AL,Chambers County,0010-A,280,4,212,56,0,1,0,1,6,244,4,183,54,0,1,0,0,2,98.8,56.2,107,64.6,103.7,45,97.5,52.1,96.5,52,113.4,77.3,110.3,83.4,102.9,60.4,99.2,49.7,111.9,80.4,103.9,61.5
01019000001,AL,Cherokee County,000001,752,8,715,1,2,4,0,3,19,611,4,582,1,2,4,0,3,15,257.6,52.2,251.6,53.2,225.3,62.1,220.3,67.2,223.3,61.1,306.8,71.1,298.8,82.1,254.6,52.7,223,63.5,302.8,76.6,254.8,64.1
01019000002,AL,Cherokee County,000002,693,3,672,1,3,0,0,0,14,555,3,540,1,3,0,0,0,8,297.4,31.8,288.4,41.8,245.7,13.9,229.7,26.9,236.7,21.9,328.2,15.9,320.2,20.9,292.9,36.8,237.4,20.9,324.2,18.4,278,24.7
01019000003,AL,Cherokee County,000003,376,1,357,2,0,2,0,0,14,305,0,292,2,0,2,0,0,9,173,10,168,16,148,18,141,24,143,22,219,20,215,23,170.5,13,144,21.3,217,21.5,172.4,19
01019000004,AL,Cherokee County,000004,716,4,679,4,0,1,0,1,27,580,3,549,4,0,1,0,1,22,268,20,260,26,187,28,179,31,179,29,291,20,273,36,264,23,181.7,29.3,282,28,233.9,27.1
01019000005,AL,Cherokee County,000005,881,4,842,10,5,2,0,0,18,709,2,684,10,4,2,0,0,7,343,27,319,47,256,34,250,35,254,31,409,26,391,45,331,37,253.3,33.3,400,35.5,317.4,35
01019000006,AL,Cherokee County,000006,462,8,429,0,1,3,0,0,21,360,6,333,0,0,3,0,0,18,180,21,178,25,128,22,127,23,121,26,185,29,180,37,179,23,125.3,23.7,182.5,33,157,26.1
01019000007,AL,Cherokee County,000007,323,5,296,0,1,0,0,0,21,258,4,237,0,1,0,0,0,16,133,22,133,23,98,29,98,29,102,27,143,30,133,41,133,22.5,99.3,28.3,138,35.5,120,28.7
01019000008,AL,Cherokee County,000008,2892,47,2547,153,28,9,0,9,99,2310,25,2067,125,20,8,0,3,62,906.5,190.5,876.6,236.5,703.9,164.1,680.1,179.6,693.5,156.6,1142.7,203.5,1096.9,255.4,891.6,213.5,692.5,166.8,1119.8,229.5,871.5,198
