GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_16_rep_lee,uss_16_dem_sno,gov_16_rep_her,gov_16_dem_wei,atg_16_rep_rey,atg_16_dem_har,uss_18_rep_rom,uss_18_dem_wil,pre_20_rep_tru,pre_20_dem_bid,gov_20_rep_cox,gov_20_dem_pet,atg_20_rep_rey,atg_20_dem_sko,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
49013DU0012,UT,Duchesne County,DU0012,776,42,701,2,8,2,0,6,15,523,27,479,0,6,0,0,2,9,222.3,16.4,245.5,15.5,229.1,22.2,217.5,18.4,151.8,16.4,302.8,21.3,233.2,19.4,276.7,28.1,228.6,18.1,151.8,16.4,270.9,22.9,234.9,19.7
49013DU0021,UT,Duchesne County,DU0021,503,23,451,1,15,2,0,0,11,371,11,343,0,9,2,0,0,6,173.7,18.1,187.5,27.1,175.6,29,166.8,29.9,145.8,21.1,270.8,36.9,206.5,29,233.2,44.8,175.9,26,145.8,21.1,236.8,36.9,195,29.5
49013DU022N,UT,Duchesne County,DU022N,121,17,89,1,9,0,1,0,4,111,14,85,1,7,0,1,0,3,13.7,0.4,14.3,1,13.6,1.2,13.5,0.8,11.1,1.1,18.4,1.3,13.7,0.9,17.6,1.2,13.8,0.8,11.1,1.1,16.6,1.2,14.5,1
49013DU022S,UT,Duchesne County,DU022S,691,26,648,1,3,0,1,3,9,478,14,453,0,3,0,0,3,5,261.4,6.6,274.5,18.7,259.6,22.5,258.6,15,212.7,20.6,351.4,24.4,260.5,15.9,335.4,22.5,263.5,15.7,212.7,20.6,315.8,20.9,276.8,18.3
49013FR0011,UT,Duchesne County,FR0011,535,45,463,1,2,2,3,0,19,422,39,367,0,0,2,3,0,11,135.2,41.7,139.2,55.6,132.2,55.6,140.1,46.7,112.3,45.6,200,48.7,168.1,46.7,172.1,55.6,136.7,49.9,112.3,45.6,180.1,50.3,149.9,49.5
49013FR0021,UT,Duchesne County,FR0021,234,13,217,0,1,0,0,1,2,188,9,175,0,1,0,0,1,2,48.9,11.9,56.7,11.9,52.6,13.3,51.6,13,58.8,9.6,91.5,21.1,72.2,19.2,77.1,23,52.5,12.5,58.8,9.6,80.3,21.1,63.7,15.4
49013MH0011,UT,Duchesne County,MH0011,869,26,806,1,22,1,1,0,12,603,12,568,0,12,1,1,0,9,368.3,32.7,412.3,32,396.6,43.1,384,41,310.1,41.7,474.6,42.8,367,48.3,434,46.9,390.3,37.2,310.1,41.7,425.2,46,393.4,41.1
49013MY0011,UT,Duchesne County,MY0011,416,32,335,0,35,1,0,0,13,273,22,226,0,19,1,0,0,5,183.7,20.3,192.7,25.7,184.4,28.4,192.9,17.1,134.6,21,239.2,24.9,196,21.5,223.7,23.6,188.4,22.9,134.6,21,219.6,23.3,193.4,22.8
49013MY0012,UT,Duchesne County,MY0012,561,55,432,0,46,0,1,2,25,389,28,307,0,38,0,1,2,13,105,14,114,19,112,20,104,15,87,24,136,28,115,22,126,28,108.8,17,87,24,125.7,26,112.4,21.2
49013NE0011,UT,Duchesne County,NE0011,739,23,625,0,69,1,0,0,21,524,12,438,0,63,1,0,0,10,233.7,13.8,241.6,18.7,234.7,21.7,226.8,17.8,172.6,11.8,258.3,25.6,217.9,22.7,243.6,21.7,234.2,18,172.6,11.8,239.9,23.3,228.6,19.2
49013NE0021,UT,Duchesne County,NE0021,629,13,553,3,35,0,0,1,24,441,11,380,0,28,0,0,1,21,189.6,20.6,217.9,22.8,208.1,28.6,211.8,25.7,160.2,26.5,255.4,35.5,207.7,34.4,233.8,42.2,206.8,24.4,160.2,26.5,232.3,37.4,210.6,29.6
49013R00092,UT,Duchesne County,R00092,41,0,37,0,0,0,0,0,4,24,0,23,0,0,0,0,0,1,215.5,14,242,17.5,244.8,17.5,239.1,22,215.1,17.7,294.7,30,267,25.1,283.1,29.7,235.3,17.8,215.1,17.7,281.6,28.3,250.2,21.7
49013RO0012,UT,Duchesne County,RO0012,833,88,610,1,90,9,7,0,28,546,47,415,0,59,7,4,0,14,124.2,23.9,150.5,28.3,146.9,31.8,142.1,26.4,100.7,21.8,183.6,42.9,146.3,37.7,181.8,34.1,140.9,27.6,100.7,21.8,170.6,38.2,147,30.8
49013RO0021,UT,Duchesne County,RO0021,139,11,110,0,14,0,0,0,4,89,6,70,0,11,0,0,0,2,49.8,3,54.6,3.3,54.4,5.4,51.8,4,38,6.6,71.6,13.3,51.7,15.3,65.5,15.1,52.6,3.9,38,6.6,62.9,14.6,54.7,8.2
49013RO0022,UT,Duchesne County,RO0022,966,52,852,3,24,3,0,4,28,648,32,576,2,19,3,0,3,13,194.6,18.1,212.8,26,215.6,23.2,208.4,23.2,184.7,17.4,285,39,237.2,33.9,271.4,30.3,207.9,22.6,184.7,17.4,264.5,34.4,226.2,26.4
49013RO0032,UT,Duchesne County,RO0032,762,159,482,0,59,7,8,1,46,498,90,333,0,44,2,6,0,23,144,28,164,33,158,33,150,27,103,22,195,35,166,28,191,34,154,30.2,103,22,184,32.3,158.9,30
49013RO0041,UT,Duchesne County,RO0041,1020,34,949,0,11,2,1,3,20,654,16,613,0,8,2,1,3,11,379,24.9,415.8,29,406,35.8,406.2,32.8,306.9,18.6,511.4,36,431.3,32.1,494.1,26.7,401.8,30.6,306.9,18.6,479,31.6,418.8,29.5
49013RO0042,UT,Duchesne County,RO0042,578,67,401,0,72,12,6,2,18,369,29,280,0,43,7,4,2,4,105.7,20,139.4,17.3,141.2,12.8,136.6,14.6,113,15.5,141.2,33.7,127.5,21,142.1,23.7,130.7,16.2,113,15.5,136.9,26.1,130.8,19.8
49013RO0051,UT,Duchesne County,RO0051,368,33,305,0,17,1,1,0,11,257,21,220,0,8,0,1,0,7,97.4,8.3,108.1,12.4,105.7,11.6,104.8,9.1,105,10,175,10,137,11,162,11,104,10.3,105,10,158,10.7,124.4,10.4
49013RO0052,UT,Duchesne County,RO0052,1232,100,1014,1,86,2,1,0,28,672,55,553,0,45,2,0,0,17,172.3,9.2,205.3,10,202.2,11.6,201.4,7.7,129.2,7,255.3,24.6,224.5,16.9,249.1,16.9,195.3,9.7,129.2,7,243,19.5,204.9,13
49013RO0062,UT,Duchesne County,RO0062,786,42,691,0,42,0,1,1,9,496,21,436,0,29,0,1,1,8,29.5,2,33,2.5,33.2,2.5,32.9,3,28.6,2.4,38.4,4.1,35.1,3.5,36.8,4.1,32.2,2.5,28.6,2.4,36.8,3.9,33.4,3
49013RO0072,UT,Duchesne County,RO0072,661,57,523,0,51,2,0,6,22,453,35,372,0,32,2,0,2,10,132.2,13,148.2,13,144.2,16,137.1,14,111.1,13,180.2,32,165.2,22,174.2,23,140.4,14,111.1,13,173.2,25.7,149,18.3
49013RO0082,UT,Duchesne County,RO0082,695,105,480,1,56,5,1,3,44,496,71,356,0,43,3,1,1,21,75,15,87,13,80,18,80,16,50,18,92,27,79,23,88,27,80.5,15.5,50,18,86.3,25.7,78.9,19.6
49013RO0091,UT,Duchesne County,RO0091,6,2,4,0,0,0,0,0,0,6,2,4,0,0,0,0,0,0,0.8,0.1,0.8,0.1,0.9,0.1,0.8,0.1,0.7,0.1,1.1,0.2,0.9,0.1,1.1,0.1,0.8,0.1,0.7,0.1,1.1,0.1,0.9,0.1
49013RO071A,UT,Duchesne County,RO071A,682,33,614,0,18,4,0,3,10,434,16,405,0,3,3,0,3,4,217,15.6,236.1,19.8,218.6,32.9,217.5,26.3,153.3,20.2,295.1,22.5,244.7,15.1,276.1,23,222.3,23.6,153.3,20.2,271.9,20.2,232.3,21.9
49013RO071B,UT,Duchesne County,RO071B,8,0,8,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,20.6,1.1,24.4,1.2,24,1.4,23.9,1,15.4,0.9,30.4,2.9,26.7,2,29.6,2,23.2,1.2,15.4,0.9,28.9,2.3,24.4,1.6
49013RO081A,UT,Duchesne County,RO081A,411,14,380,1,5,0,0,5,6,263,3,250,0,4,0,0,5,1,216,9,223,18,207,18,215,10,134,13,226,14,182,11,217,11,215.2,13.8,134,13,208.3,12,202.5,13
49013RO081B,UT,Duchesne County,RO081B,314,21,268,3,11,0,0,1,10,215,17,176,3,10,0,0,1,8,20.6,1.8,22.9,2.6,22.3,2.4,22.2,1.9,38.3,2.9,67.9,2.9,54.9,1.4,67.2,2.2,22,2.2,38.3,2.9,63.3,2.2,39.5,2.3
49013TA0012,UT,Duchesne County,TA0012,156,1,150,0,0,0,0,2,3,100,0,95,0,0,0,0,2,3,51,2,45,2,47,5,45,5,45,6,76,5,47,9,71,6,47,3.5,45,6,64.6,6.7,53.4,5
49013TA011N,UT,Duchesne County,TA011N,302,2,296,0,0,0,1,0,3,220,0,216,0,0,0,1,0,3,119.8,7.3,123.4,7.9,118.6,15.2,117.3,10.3,106.4,10.1,170.6,12,131.5,11.3,152.3,15.1,119.8,10.2,106.4,10.1,151.5,12.8,130,11.2
49013TA011S,UT,Duchesne County,TA011S,218,9,202,0,1,0,1,0,5,165,1,158,0,0,0,1,0,5,62.2,4.2,64.4,4.5,61.8,8.2,61.1,5.8,55.9,5.5,89.5,6.9,69.1,6.5,79.7,8.6,62.4,5.7,55.9,5.5,79.4,7.3,68,6.3
49015000921,UT,Emery County,000921,134,4,124,0,0,0,0,1,5,95,2,91,0,0,0,0,1,1,304.2,39.9,335,50.7,331.4,49.8,285.4,68.7,276.3,53.5,415.2,62.7,363,55.4,379.9,73.5,314,52.3,276.3,53.5,386,63.9,336.3,56.8
4901500101T,UT,Emery County,00101T,307,11,272,0,6,0,0,1,17,219,3,201,0,2,0,0,1,12,28.1,2.5,28.4,4.3,28.8,3.4,24.5,5.4,24.5,3.6,34.9,2.5,32.6,3.1,31.8,5,27.5,3.9,24.5,3.6,33.1,3.5,29.2,3.7
4901500102N,UT,Emery County,00102N,11,0,10,0,0,0,0,0,1,11,0,10,0,0,0,0,0,1,8.9,0.8,8.9,1.4,9.1,1.1,7.8,1.7,7.8,1.1,11,0.8,10.3,1,10,1.6,8.7,1.2,7.8,1.1,10.4,1.1,9.2,1.2
4901500102S,UT,Emery County,00102S,18,1,15,0,1,1,0,0,0,15,0,13,0,1,1,0,0,0,88,7.7,88.7,13.4,90.1,10.6,76.7,16.9,76.7,11.3,109.1,7.7,102,9.8,99.2,15.5,85.9,12.1,76.7,11.3,103.5,11,91.3,11.6
4901500203C,UT,Emery County,00203C,694,13,661,0,3,0,0,0,17,487,11,461,0,3,0,0,0,12,57.1,2.8,59.2,5.7,58.9,5.8,53.7,5.5,49.7,5.2,66.2,4,61,4.8,61.2,6.8,57.2,4.9,49.7,5.2,62.8,5.2,58.4,5.1
4901500204S,UT,Emery County,00204S,95,7,84,0,1,1,0,0,2,61,2,57,0,0,1,0,0,1,309.2,15.4,321,31,319.4,31.9,291.5,30.3,267.9,29.2,358.6,23.3,330.8,27.6,331.1,38.5,310.3,27.2,267.9,29.2,340.2,29.8,316.2,28.4
4901500305C,UT,Emery County,00305C,780,23,729,0,13,2,0,0,13,562,12,522,0,13,2,0,0,13,179.5,15.8,192.3,23,192.9,23,177.7,24.9,141.9,32.8,212.3,32.1,200.2,32.8,192.9,44.9,185.6,21.7,141.9,32.8,201.8,36.6,186.2,28.7
4901500306N,UT,Emery County,00306N,56,0,56,0,0,0,0,0,0,43,0,43,0,0,0,0,0,0,103.2,9.1,110.5,13.2,110.8,13.2,102.1,14.3,81.5,18.8,122,18.5,115,18.8,110.8,25.8,106.6,12.5,81.5,18.8,115.9,21,107,16.5
4901500407T,UT,Emery County,00407T,162,7,153,0,1,0,0,0,1,121,6,114,0,0,0,0,0,1,46.6,3.3,46.1,2.8,42.8,4.7,45.2,4.7,37.6,5.7,55.5,3.8,52.2,3.8,47.1,8.5,45.2,3.9,37.6,5.7,51.6,5.3,46.6,4.6
4901500408N,UT,Emery County,00408N,15,0,15,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,9.8,0.7,9.7,0.7,9.1,1,9.5,1,8,1.2,11.6,0.9,11,0.9,10,1.8,9.5,0.9,8,1.2,10.9,1.2,9.8,1
4901500408S,UT,Emery County,00408S,13,0,13,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,43.7,3.1,43.2,2.6,40.1,4.4,42.4,4.4,35.3,5.3,52.1,3.5,49,3.5,44.1,7.9,42.4,3.6,35.3,5.3,48.4,5,43.7,4.4
4901500509C,UT,Emery County,00509C,1224,37,1142,0,7,3,0,6,29,872,22,818,0,7,2,0,6,17,94,11.4,101.9,12.8,100.9,14.2,93.2,15.8,91,11.8,113.5,20.3,110.1,15.4,108,20.7,97.5,13.5,91,11.8,110.5,18.8,101.6,15.3
4901500510E,UT,Emery County,00510E,9,0,9,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4901500510W,UT,Emery County,00510W,58,4,52,0,0,1,0,0,1,43,1,40,0,0,1,0,0,1,360,43.8,390.2,49.1,386.4,54.4,356.9,60.4,348.6,45.3,434.9,77.7,421.9,58.9,413.7,79.3,373.4,51.9,348.6,45.3,423.5,72,389.1,58.6
4901500611C,UT,Emery County,00611C,722,27,676,0,3,4,0,0,12,528,16,499,0,3,3,0,0,7,155.6,19.9,160.7,21.7,167.6,20,144.5,30.6,134.5,23.4,182.9,28,179.8,20.7,172.7,32.6,157.1,23,134.5,23.4,178.5,27.1,162.3,24.6
4901500613N,UT,Emery County,00613N,14,0,11,0,2,0,0,0,1,7,0,4,0,2,0,0,0,1,100.7,12.8,104.7,14,108.4,13.3,94.4,19.4,88.5,14.8,118.8,18.6,116.6,13.8,112.3,21.3,102.1,14.9,88.5,14.8,115.9,17.9,105.6,16
4901500714C,UT,Emery County,00714C,770,40,711,0,4,3,1,1,10,534,14,501,0,4,3,1,1,10,196.2,28.6,226.2,26.3,231.1,28.6,212.8,29,192.1,32.3,262.1,36.2,254,26.8,246.5,42.6,216.6,28.1,192.1,32.3,254.2,35.2,227.6,31.3
4901500715S,UT,Emery County,00715S,36,4,32,0,0,0,0,0,0,25,4,21,0,0,0,0,0,0,98.8,14.6,115.6,13.2,117.8,14.6,109.4,13.9,98.4,16.5,134.2,18.3,129.8,13.5,126.2,21.6,110.4,14.1,98.4,16.5,130.1,17.8,116.3,15.8
4901500817C,UT,Emery County,00817C,950,110,801,2,4,7,1,3,22,663,58,579,2,4,2,1,3,14,151,18.1,154.9,24,154.9,23.6,143.9,24.8,130.1,21.7,186.8,29.2,174.2,22.1,181.3,31.1,151.2,22.7,130.1,21.7,180.8,27.5,159.7,24.3
4901500818N,UT,Emery County,00818N,49,2,44,0,0,2,0,0,1,33,2,28,0,0,2,0,0,1,91.5,11,93.9,14.6,93.9,14.3,87.2,15.1,78.8,13.1,113.2,17.7,105.6,13.4,109.9,18.9,91.6,13.7,78.8,13.1,109.6,16.6,96.8,14.8
4901500818S,UT,Emery County,00818S,247,2,240,0,0,0,0,0,5,175,0,171,0,0,0,0,0,4,119.6,14.4,122.7,19,122.7,18.7,114,19.7,103,17.2,148,23.1,138,17.5,143.7,24.7,119.8,18,103,17.2,143.2,21.8,126.5,19.3
4901500920C,UT,Emery County,00920C,964,66,869,0,6,6,5,1,11,675,40,612,0,6,1,5,1,10,32.4,4.2,35.6,5.4,35.3,5.3,30.4,7.3,29.4,5.7,44.2,6.6,38.6,5.9,40.5,7.8,33.4,5.6,29.4,5.7,41.1,6.8,35.8,6
4901501022T,UT,Emery County,01022T,496,17,471,0,1,0,0,0,7,332,3,322,0,1,0,0,0,6,189.4,12.4,199,17.4,195.6,20.8,184.4,23,166.9,24.2,240,19.1,219.8,15.7,226.5,25.3,192.1,18.4,166.9,24.2,228.8,20,202.7,19.7
4901501023N,UT,Emery County,01023N,325,9,309,0,0,0,0,1,6,230,3,222,0,0,0,0,1,4,39,2.5,41,3.6,40.3,4.3,38,4.7,34.4,5,49.4,3.9,45.2,3.2,46.6,5.2,39.5,3.8,34.4,5,47.1,4.1,41.7,4.1
4901501023S,UT,Emery County,01023S,79,1,75,0,0,1,0,0,2,56,0,55,0,0,1,0,0,0,94.5,6.2,99.3,8.7,97.6,10.4,92,11.5,83.3,12.1,119.8,9.5,109.7,7.8,113,12.6,95.8,9.2,83.3,12.1,114.2,10,101.1,9.9
4901501124T,UT,Emery County,01124T,405,22,369,0,2,1,0,0,11,283,10,265,0,2,0,0,0,6,104.1,10.1,111,12.4,105.5,18.3,101.3,11.9,81.6,16.5,125.7,14.7,107.3,13.8,114.7,17.4,105.5,13.2,81.6,16.5,115.9,15.3,106.4,14.4
4901501125N,UT,Emery County,01125N,224,4,217,0,0,0,0,0,3,170,1,168,0,0,0,0,0,1,97,9,103.2,11.2,98.5,16.2,94.4,11.2,77.4,14.9,117.9,13.1,101.7,12.2,108.1,15.8,98.3,11.9,77.4,14.9,109.2,13.7,99.8,12.9
4901501125S,UT,Emery County,01125S,37,0,37,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,40,3.9,42.7,4.8,40.6,7,39,4.6,31.4,6.3,48.4,5.6,41.3,5.3,44.1,6.7,40.6,5.1,31.4,6.3,44.6,5.9,40.9,5.5
4901501226C,UT,Emery County,01226C,847,280,544,0,1,4,0,2,16,608,164,429,0,0,4,0,2,9,81.5,16.5,87.4,15.7,88.8,14.5,80.6,16.9,73.9,18,91.4,20.7,85.1,18.4,87,19.8,84.6,15.9,73.9,18,87.8,19.6,84.5,17.6
49015012270,UT,Emery County,012270,71,14,57,0,0,0,0,0,0,55,6,49,0,0,0,0,0,0,179.7,36.9,192.7,34.9,196.1,32.1,177.7,37.6,163.3,39.6,200.9,45.8,187.2,40.3,191.3,43.7,186.6,35.4,163.3,39.6,193.2,43.3,186.1,38.9
4901501228C,UT,Emery County,01228C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49015013290,UT,Emery County,013290,13,0,13,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,3.8,0.8,4,0.7,4.1,0.7,3.7,0.8,3.3,0.8,4.4,0.9,4.1,0.8,4.2,0.9,3.9,0.7,3.3,0.8,4.2,0.9,3.9,0.8
49017AN001I,UT,Garfield County,AN001I,118,2,115,0,0,0,0,0,1,91,2,88,0,0,0,0,0,1,8.3,0.8,9.9,0.8,10.1,0.6,9.5,0.8,8.3,0.8,10.1,1.4,9.6,1,9.5,1.6,9.4,0.7,8.3,0.8,9.7,1.4,9.4,1
49017AN001U,UT,Garfield County,AN001U,16,3,13,0,0,0,0,0,0,8,2,6,0,0,0,0,0,0,51.2,4.8,61.4,4.8,62.3,3.9,58.5,4.8,51,4.7,63,8.4,60.5,6.4,59.4,10,58.3,4.6,51,4.7,60.9,8.3,58.4,6
49017BO002I,UT,Garfield County,BO002I,227,8,198,0,4,6,0,0,11,195,8,172,0,4,6,0,0,5,14.1,20.3,19.9,19.4,19.4,23.3,15.6,19,15.8,30.2,20.3,29.6,20.1,28.5,18.1,29.2,17.2,20.5,15.8,30.2,19.5,29.1,17.9,25
49017BO02UE,UT,Garfield County,BO02UE,92,5,85,0,0,1,0,0,1,85,5,78,0,0,1,0,0,1,32,46.2,45.3,44.3,44.3,53.1,35.4,43.3,35.9,68.9,46.2,67.4,45.8,64.9,41.3,66.4,39.2,46.7,35.9,68.9,44.4,66.2,40.8,56.8
49017BO02UW,UT,Garfield County,BO02UW,18,0,18,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,19,27.4,26.9,26.3,26.3,31.5,21,25.7,21.3,40.9,27.4,40,27.1,38.5,24.5,39.4,23.3,27.7,21.3,40.9,26.4,39.3,24.2,33.7
49017BR0011,UT,Garfield County,BR0011,336,167,124,0,21,6,2,3,13,285,153,98,0,19,6,0,0,9,16.7,1.4,18.1,1.4,18.1,1.4,17.4,2.1,18.8,2.1,23.7,0.7,21.6,0.7,23,0.7,17.6,1.6,18.8,2.1,22.8,0.7,19.7,1.3
49017CA03I0,UT,Garfield County,CA03I0,186,7,176,0,0,1,0,0,2,132,6,124,0,0,1,0,0,1,14.2,0.5,17.6,1,17.3,1.3,16.5,1.6,16.5,0.5,20.2,1,20.7,1,20.2,1.3,16.4,1.1,16.5,0.5,20.3,1.1,17.9,1
49017CA03UE,UT,Garfield County,CA03UE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,1.4,0.1,1.4,0.1,1.4,0.1,1.4,0,1.6,0.1,1.7,0.1,1.6,0.1,1.3,0.1,1.4,0,1.7,0.1,1.5,0.1
49017CA03UW,UT,Garfield County,CA03UW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.3,2.9,51.8,3.5,51.5,3.9,49.1,4.7,47.8,2.9,59.3,4.9,59.3,4.6,58.5,5.5,48.7,3.8,47.8,2.9,59,5,52.5,4.1
49017ES04I0,UT,Garfield County,ES04I0,786,31,734,0,11,3,0,0,7,618,26,575,0,8,3,0,0,6,113.3,38.9,125.5,44.8,127.4,44.4,118.5,41.8,107.4,43,135.9,53.3,126.3,47,121.4,53,121.2,42.5,107.4,43,127.9,51.1,122,45.8
49017ES04UN,UT,Garfield County,ES04UN,106,5,97,0,0,1,2,0,1,75,4,70,0,0,1,0,0,0,82.2,28.2,91.1,32.5,92.4,32.2,86,30.4,77.9,31.2,98.6,38.7,91.6,34.1,88.2,38.4,88,30.8,77.9,31.2,92.8,37.1,88.5,33.2
49017ES04US,UT,Garfield County,ES04US,62,0,62,0,0,0,0,0,0,51,0,51,0,0,0,0,0,0,111,38,123.1,43.8,124.9,43.4,116.2,40.9,105.4,42,133.4,52.1,124,45.9,119.3,51.7,118.8,41.5,105.4,42,125.6,49.9,119.7,44.7
49017HA005I,UT,Garfield County,HA005I,132,1,129,0,0,0,0,0,2,100,0,98,0,0,0,0,0,2,9.4,1.8,10.7,1.5,9.7,1.8,9.6,1.8,8.6,1.2,12.9,2.6,12.7,1.9,12.7,2.6,9.8,1.7,8.6,1.2,12.8,2.4,10.8,1.9
49017HA05UE,UT,Garfield County,HA05UE,82,2,79,0,0,0,0,0,1,76,2,73,0,0,0,0,0,1,49.6,8.9,56.8,7.3,52.6,8.7,51.6,8.8,46.9,6.2,68.2,12.8,66.7,9.6,66.7,12.9,52.7,8.4,46.9,6.2,67.2,11.8,57.4,9.4
49017HA05UW,UT,Garfield County,HA05UW,92,3,85,0,1,0,0,0,3,85,2,80,0,0,0,0,0,3,69.9,13.4,79.2,11.1,71.7,13.4,71.1,13.4,64.1,8.7,96.1,19.2,94.4,14,94.4,19.2,73,12.8,64.1,8.7,95,17.5,80.1,14.1
49017HE006I,UT,Garfield County,HE006I,221,11,189,1,13,0,0,0,7,146,5,132,1,5,0,0,0,3,21.4,4.3,28.9,3.7,27.4,4.6,26.9,3.1,26.9,4,35.7,6,36.9,3.4,36,3.7,26.1,3.9,26.9,4,36.2,4.4,30,4.1
49017HE06UN,UT,Garfield County,HE06UN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4,4.3,28.9,3.7,27.4,4.6,26.9,3.1,26.9,4,35.7,6,36.9,3.4,36,3.7,26.1,3.9,26.9,4,36.2,4.4,30,4.1
49017HE06US,UT,Garfield County,HE06US,11,0,11,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,31.6,6.3,42.5,5.5,40.4,6.7,39.6,4.6,39.6,5.9,52.6,8.8,54.3,5,53.1,5.5,38.5,5.8,39.6,5.9,53.4,6.5,44.2,6.1
49017PA0007,UT,Garfield County,PA0007,1153,46,1059,1,6,9,1,0,31,833,31,769,1,3,9,1,0,19,386.5,49.4,458.7,48.4,462.7,40.5,425.1,44.5,369.7,36.6,520,62.3,527.9,42.5,505.2,55.4,433.2,45.7,369.7,36.6,517.7,53.4,457,47.5
49017PA0008,UT,Garfield County,PA0008,883,61,763,3,24,2,2,0,28,666,51,572,3,16,2,2,0,20,302,35,357,31,348,37,343,33,315,28,414,59,412,39,408,43,337.5,34,315,28,411.3,47,362.4,38.1
49017TI0009,UT,Garfield County,TI0009,46,0,44,0,0,1,0,0,1,42,0,41,0,0,1,0,0,0,14.7,3.1,15.9,7,17.8,3.1,12.9,4.1,9.9,4.4,14.8,6.5,14.8,6.4,12.9,6.4,15.3,4.3,9.9,4.4,14.2,6.4,14.2,5.1
49017TR010I,UT,Garfield County,TR010I,486,30,438,0,10,0,0,0,8,343,17,316,0,7,0,0,0,3,37.8,4.6,45.3,3.8,45.9,3.6,43.4,4.4,40.6,4.6,51.8,7,49.7,6.3,49.9,7.2,43.1,4.1,40.6,4.6,50.5,6.8,45.6,5.2
49017TR10UN,UT,Garfield County,TR10UN,6,0,6,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,86.4,10.3,103.6,8.7,104.8,8.2,99.2,10,93,10.4,118.6,15.8,113.7,14.1,114.3,16.2,98.5,9.3,93,10.4,115.5,15.4,104.2,11.7
49017TR10US,UT,Garfield County,TR10US,24,2,21,0,0,0,0,0,1,18,2,16,0,0,0,0,0,0,56.8,6.7,67.6,5.6,68.4,5.4,64.8,6.6,61.4,6.9,78.2,9.8,74.7,8.8,75.4,10.1,64.4,6.1,61.4,6.9,76.1,9.5,68.4,7.5
49019GD1047,UT,Grand County,GD1047,1189,220,825,9,78,15,0,6,36,891,137,666,4,47,13,0,6,18,152.1,151.1,178.9,147.4,167.2,161.4,154.6,148.6,154,154.6,194,215,200.4,180.3,193.1,181.9,163.2,152.1,154,154.6,195.8,192.4,174.3,167.5
49019GD1057,UT,Grand County,GD1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.9,33.3,39.8,32.5,37.2,35.6,34.4,32.8,34.2,34,48.5,53.3,50.1,44.6,48.3,45,36.3,33.5,34.2,34,48.9,47.7,40.8,38.9
49019GD1157,UT,Grand County,GD1157,1272,94,1085,2,33,4,0,3,51,992,52,875,0,21,3,0,3,38,174.4,114.4,192.9,109.3,194,109.4,179.9,97.6,161.4,118.3,403.2,292.8,399.4,260.1,387.6,273.1,185.3,107.7,161.4,118.3,396.7,275.3,261.6,171.9
49019GD1470,UT,Grand County,GD1470,700,113,481,16,33,0,0,16,41,562,64,414,15,26,0,0,14,29,77.9,166.6,99.6,182.4,96.6,183.4,91.7,159.7,98.6,197.2,98.9,226.9,104,206,97,208,91.4,173,98.6,197.2,100,213.6,95.5,191.3
49019GD1570,UT,Grand County,GD1570,25,3,18,2,0,2,0,0,0,18,0,14,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0.8,2.6,0,2.6,0,0,0,0,0,2.3,0.3,0.9,0.1
49019GD2470,UT,Grand County,GD2470,41,2,19,3,0,0,0,5,12,37,2,18,3,0,0,0,4,10,1.3,9.7,1.3,10.2,1.8,9.7,2.2,8.4,0,8,0,11.4,0,11.4,0,10.7,1.7,9.5,0,8,0,11.2,0.8,9.9
49019GD2569,UT,Grand County,GD2569,1494,99,1283,2,35,9,1,9,56,1227,78,1068,0,24,9,1,9,38,196.2,195.8,233.1,201,238.8,198.3,215.2,192.9,200.4,206.4,213,256.9,216.5,232.2,212.5,243.3,220.8,197,200.4,206.4,214,244.1,215.7,215.8
49019GD3470,UT,Grand County,GD3470,746,259,412,3,35,6,0,3,28,566,171,333,3,27,6,0,2,24,83.9,61.9,88.6,60.4,89.4,65.9,80,56.5,74.5,63.5,125,105,123,98,118,99,85.5,61.2,74.5,63.5,122,100.7,97.8,76.3
