GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,uss_18_dem_whi,uss_18_rep_fla,gov_18_dem_rai,gov_18_rep_fun,atg_18_dem_ner,sos_18_dem_gor,sos_18_rep_cor,pre_20_dem_bid,pre_20_rep_tru,uss_20_dem_ree,uss_20_rep_wat,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
44007441605,RI,Providence County,441605,2364,195,1996,33,0,52,0,10,78,1915,132,1666,29,0,44,0,5,39,493,646,459,492,356,511,641,512,409,565,762,683,603,646,493,470.7,492,682.5,624,570.5,529.9
44007441606,RI,Providence County,441606,713,104,498,43,0,18,0,8,42,593,70,442,32,0,16,0,1,32,98,132,95,72,75,84,115,93,74,149,156,186,111,132,98,76.7,94.5,133.5,167.5,104.8,115.9
44007441607,RI,Providence County,441607,889,180,634,38,1,12,0,7,17,699,106,541,21,1,12,0,5,13,185.1,219.6,161.2,161.1,120.6,172.8,221.3,183.7,130.9,205.7,248,250.6,184.6,219.6,185.1,154.9,171.7,216.3,228.2,186.2,189.7
44007441608,RI,Providence County,441608,3443,698,2305,135,7,148,2,19,129,2777,474,1975,95,7,127,2,14,83,575.8,757.5,540.6,482.5,415.8,513.6,688.3,578,411,733.6,746,866.5,552.5,757.5,575.8,469,555.7,649.3,800.1,577.2,628.4
44007441609,RI,Providence County,441609,2168,243,1737,69,2,51,2,8,56,1869,174,1556,46,2,45,2,8,36,439.3,620.8,408.1,456.5,331.6,448.7,595.4,491,352.4,508.1,669.5,653.4,462,620.8,439.3,419.2,456.5,565.7,580.8,501.6,489.6
44007441610,RI,Providence County,441610,3444,389,2764,111,1,59,3,11,106,2758,244,2324,74,1,43,0,5,67,694.3,857.3,627.4,680.1,524,659.4,887.2,723.8,558,846.1,961.6,1013.3,741.1,857.3,694.3,632.5,690.6,851.4,929.7,742.9,759.4
44007441611,RI,Providence County,441611,1735,184,1412,55,0,38,0,4,42,1468,131,1221,46,0,33,0,4,33,397.9,436.9,335.9,319.9,259.9,326.9,451.9,365.9,275.9,451.9,458.9,541.9,338.9,436.9,397.9,307.6,353.4,398.9,496.9,359.6,400.8
44007441612,RI,Providence County,441612,1828,175,1521,26,2,47,0,16,41,1548,130,1307,21,0,42,0,13,35,370.1,599.1,388.1,426.1,304.1,435.1,518.1,436.1,355.1,441.1,658.1,559.1,510.1,599.1,370.1,405.4,411.6,584.1,500.1,497.3,431
44007441613,RI,Providence County,441613,1891,110,1656,37,2,23,0,12,51,1568,57,1423,24,1,17,0,10,36,400.3,708.6,368.4,564.5,303.4,526.5,631.1,464,442.6,517.6,727.5,627.6,571.4,708.6,400.3,511.2,441.7,649.5,572.6,590.2,473.2
44007441701,RI,Providence County,441701,3444,147,2900,41,3,201,0,15,137,2712,99,2344,28,3,149,0,13,76,748.1,1110.5,718.1,876.6,629.2,832.2,1089.3,803.2,753.9,1009.1,1185.9,1174.3,986.8,1110.5,748.1,820.9,810,1086.4,1091.7,957.7,881.6
44007441702,RI,Providence County,441702,1607,80,1392,16,1,50,1,4,63,1317,52,1154,9,0,46,1,3,52,446.5,356.5,432.5,291.4,380.4,266.4,551.7,472.6,233.3,584.6,416.5,643.7,348.4,356.5,446.5,263.7,459.3,382.5,614.2,318.8,501.7
44007441703,RI,Providence County,441703,3366,278,2641,140,0,84,1,28,194,2566,176,2103,92,0,61,1,18,115,566,571,517,413,434,374,658,562,358,707,638,810,528,571,566,381.7,542.8,583,758.5,480.3,607.7
44007441704,RI,Providence County,441704,3478,334,2758,96,9,75,0,27,179,2732,207,2286,65,3,50,0,16,105,786.9,784.3,751.8,604.2,603.6,598.3,982.3,821.3,510.5,1020.6,818.5,1151.5,668.3,784.3,786.9,571,789.8,743.4,1086,664,874
44007441705,RI,Providence County,441705,2212,127,1886,43,3,40,0,9,104,1738,75,1526,30,2,31,0,6,68,579.4,591.3,572.3,446.2,451.3,415.2,745.4,637.4,365.2,771.4,609.3,844.5,512.3,591.3,579.4,408.9,601.6,560.8,807.9,489.9,657.4
44007441706,RI,Providence County,441706,603,24,523,20,0,15,0,5,16,478,17,423,11,0,14,0,5,8,190.5,178.4,169.3,155,149.9,146,226.1,189.5,125.7,216.9,193.6,252.3,155.1,178.4,190.5,142.2,183.7,174.3,234.6,158.9,199.2
44007441707,RI,Providence County,441707,798,72,634,8,1,30,0,6,47,644,52,518,8,1,26,0,6,33,180,191,179,154,167,146,236,198,133,229,206,255,161,191,180,144.3,195,183.5,242,165.2,206.3
44007441708,RI,Providence County,441708,2943,116,2469,32,8,173,0,33,112,2396,85,2052,22,5,137,0,27,68,808.2,757,745.2,609.8,620.2,614,987,809.8,518.2,936.7,785,1064.3,626.9,757,808.2,580.7,790.5,706,1000.5,651.8,853
44007441709,RI,Providence County,441709,1396,47,1144,16,1,144,0,5,39,1192,29,1013,12,0,109,0,5,24,299,315,271,238,230,222,364,310,190,357,317,408,258,315,299,216.7,293.8,287.5,382.5,256.7,319.9
44007441710,RI,Providence County,441710,1239,143,972,18,0,32,0,23,51,994,75,839,9,0,23,0,16,32,351.1,284.3,323.4,205,271.5,189.8,391.5,348.8,168.4,438.9,294.7,495.7,227.9,284.3,351.1,187.7,333.8,261.3,467.3,228.4,374.4
44007441711,RI,Providence County,441711,1443,134,1115,28,4,71,0,30,61,1120,91,890,20,4,60,0,21,34,321.6,231.2,277,174.4,238.6,164.8,325.1,317.8,130.6,369.2,275.5,410.6,216.1,231.2,321.6,156.6,289.6,245.8,389.9,198.8,322.8
44007442401,RI,Providence County,442401,1573,195,1146,128,0,29,0,18,57,1304,137,1000,89,0,28,0,16,34,381.2,341.2,387.1,249.2,302,264,489.2,434.5,194.8,480.9,327.4,534,249.2,341.2,381.2,236,403.2,288.3,507.5,271,429.8
44007442402,RI,Providence County,442402,2688,489,1710,253,7,76,1,29,123,2216,361,1486,200,7,56,0,27,79,600.2,432.9,501.5,309.6,390.7,344.1,612.6,549.7,242.6,710.9,451,750.6,362.8,432.9,600.2,298.8,513.6,406.9,730.8,357.1,588
44007442403,RI,Providence County,442403,2845,256,2052,199,4,190,3,25,116,2515,197,1906,144,1,158,3,22,84,539,510,502,349,406,358,620,502,318,665,511,742,373,510,539,341.7,507.5,442,703.5,403.2,568
44007442404,RI,Providence County,442404,1247,154,928,86,1,18,0,8,52,1013,103,789,66,1,13,0,7,34,287.1,269.3,291,215.1,223,221,369,323.6,176.6,404.5,283.1,453.8,212.1,269.3,287.1,204.2,301.6,247.6,429.1,229.5,336
44007442405,RI,Providence County,442405,1906,234,1352,158,2,82,0,17,61,1557,166,1155,116,1,71,0,10,38,445.9,348.6,411.9,264.9,329,278,505,437.4,232.4,541.5,369.8,586.1,291.9,348.6,445.9,258.4,420.8,330.9,563.8,297.6,465.3
44007442406,RI,Providence County,442406,2689,490,1871,175,5,31,0,27,90,2159,316,1594,133,4,30,0,21,61,606,532,565,401,463,406,739,623,329,752,531,819,410,532,606,378.7,597.5,470.5,785.5,434.8,652.4
44007442407,RI,Providence County,442407,2356,270,1687,169,4,90,0,23,113,1922,197,1454,114,3,69,0,17,68,594,608,553,451,411,489,752,612,384,685,634,778,475,608,594,441.3,582,554.5,731.5,506.8,626.4
44007442408,RI,Providence County,442408,2778,442,1903,166,15,65,1,28,158,2253,296,1639,114,14,59,0,22,109,534.9,425.3,504.4,279.8,412.5,272.6,597.6,550.2,221.8,679.2,446.2,750.7,330.3,425.3,534.9,258.1,516.2,388.3,715,329.3,575.6
44007442409,RI,Providence County,442409,1365,225,947,92,5,19,0,12,65,1157,148,857,75,4,18,0,9,46,286,223.2,277,152.5,220.2,146.5,317.9,289,129.5,375.7,231.2,398.6,171.4,223.2,286,142.8,276,201.3,387.1,175.7,309.2
44007442410,RI,Providence County,442410,1750,156,1301,110,4,89,0,18,72,1542,112,1209,86,2,69,0,13,51,445.7,420.4,439.9,275,328.3,303,555.8,479.8,219.8,548.6,430.3,635.9,298.5,420.4,445.7,265.9,450.9,364.4,592.2,324.5,490.6
44007442411,RI,Providence County,442411,2036,189,1587,88,2,79,0,19,72,1741,125,1424,73,0,62,0,11,46,535.5,652.1,483.6,492.6,394.9,500.6,724.9,571.4,377.9,648.1,641.1,746.8,464.7,652.1,535.5,457,543.7,552.9,697.5,521.5,586.4
44007442412,RI,Providence County,442412,2615,422,1705,262,5,61,0,30,130,2141,310,1485,189,5,50,0,21,81,538.5,487,464,299.6,371.2,314.3,572.5,510,238,653.3,510.9,737,373.1,487,538.5,283.9,479.4,442,695.2,370.5,549.5
44007442413,RI,Providence County,442413,1646,323,956,188,5,36,0,32,106,1370,245,854,141,5,28,0,28,69,328,274.6,289.6,195.3,223.5,195.8,347.8,305.7,168.4,388.9,316.1,452.2,223.6,274.6,328,186.5,291.7,269.8,420.6,229,333.7
44007442414,RI,Providence County,442414,1264,171,914,101,1,35,0,7,35,1066,136,795,80,1,22,0,4,28,331.9,299.8,291.2,200.1,226.8,202.1,366.1,326.3,154.9,405.4,296,454.7,223.9,299.8,331.9,185.7,302.6,260,430,229.5,343.2
44007442415,RI,Providence County,442415,2179,474,1129,331,10,55,0,50,130,1698,329,972,219,10,39,0,46,83,466.6,292.4,386.8,203.5,323.5,204.2,464.4,422.6,157.4,491.5,304.2,549.9,218.1,292.4,466.6,188.4,399.3,261.1,520.7,230,443.6
44007442416,RI,Providence County,442416,3177,443,2286,145,3,108,4,56,132,2658,293,2048,103,3,89,0,33,89,863.1,789.5,833.7,589.5,684.2,608.3,1103.6,919.6,488.6,1048.9,815.9,1212,602.6,789.5,863.1,562.1,885.3,709.2,1130.4,649.1,952.1
44007442501,RI,Providence County,442501,2894,119,2587,29,2,55,0,17,85,2271,90,2052,28,2,43,0,6,50,566.8,771.6,551.7,619.4,460.4,589.2,748.4,640,505,766.6,883.5,867.1,765.8,771.6,566.8,571.2,600.1,824.7,816.9,689.1,657.3
44007442502,RI,Providence County,442502,2879,95,2643,19,3,34,0,19,66,2466,61,2292,15,2,30,0,18,48,590.3,869.4,593.9,671.2,495.8,636.5,836.6,662.9,574.8,892.9,902.8,982.9,770.3,869.4,590.3,627.5,647.3,836.6,937.9,737.5,722.2
44007442503,RI,Providence County,442503,2704,157,2357,35,0,34,0,13,108,2119,97,1897,25,0,25,0,13,62,563.8,612.2,540.9,479.5,444.5,445.4,706.7,591.2,416.1,740.5,745.6,835.8,626.1,612.2,563.8,447,570.8,685.8,788.2,554.2,631.9
44007442504,RI,Providence County,442504,2472,96,2245,34,0,23,1,7,66,2061,63,1908,26,0,18,1,4,41,565.3,609.6,534.6,482.1,459.5,434.7,721.3,602.8,392.2,738.1,655.1,801.4,561.2,609.6,565.3,436.4,579.5,608.2,769.8,522.5,631.9
44007442505,RI,Providence County,442505,1639,67,1512,15,0,18,0,4,23,1397,52,1304,14,0,11,0,2,14,294.9,384.6,284,261.4,253.4,234.8,365.9,320.5,215,389.5,372.9,434.9,301.8,384.6,294.9,237.1,306,337.4,412.2,295.1,334.7
44007442601,RI,Providence County,442601,1183,343,429,203,1,15,1,50,141,868,232,365,130,0,14,1,39,87,235.2,95.4,176.7,51.7,144.9,49.8,171.8,182.6,41.8,274.9,87.5,269,65.6,95.4,235.2,47.8,169,76.6,271.9,65.3,207.9
44007442602,RI,Providence County,442602,3504,930,621,709,11,39,3,240,951,2491,638,511,473,10,33,1,159,666,553.3,76.5,377.9,39.2,342.4,42.9,365.8,372.3,36.4,556.1,132.5,544,86.8,76.5,553.3,39.5,364.6,109.7,550.1,69.1,444.6
44007442603,RI,Providence County,442603,4283,1029,1874,532,3,54,2,279,510,3378,743,1633,387,1,46,2,207,359,870.1,356.9,795.9,261.8,701.1,237,839.4,823.1,205.8,1166.7,466,1180.2,339.2,356.9,870.1,234.9,789.9,402.6,1173.5,311.1,910.9
44007442604,RI,Providence County,442604,2029,413,981,253,3,36,0,114,229,1607,281,880,167,3,35,0,91,150,460.3,245.2,398.7,187.4,337.2,173.1,456.5,423.8,154.7,570.5,258.7,578.4,205.7,245.2,460.3,171.8,404.1,232.2,574.4,204.1,460.8
44007442605,RI,Providence County,442605,2577,815,533,407,13,31,0,236,542,1947,600,443,289,2,27,0,173,413,462,70,313,46,296,42,302,313,36,408,109,381,73,70,462,41.3,306,91,394.5,62.7,353.6
44007442606,RI,Providence County,442606,2777,1051,603,330,10,15,0,245,523,2065,743,518,225,3,9,0,188,379,509.9,59,338.9,38,318.9,38,326.9,331.9,29,501.9,124,461.9,77,59,509.9,35,329.2,100.5,481.9,60.8,398.6
44007442607,RI,Providence County,442607,4617,1140,1971,650,14,104,3,188,547,3600,828,1711,472,12,82,3,135,357,1285.3,239.5,1047.8,182.3,951.2,160.7,1043.8,1049.8,155.7,1478.5,274,1421.4,224.7,239.5,1285.3,166.3,1023.1,249.4,1449.9,206.2,1182.5
44007442608,RI,Providence County,442608,3890,709,1920,447,14,178,1,161,460,3125,496,1694,325,8,141,0,126,335,1109.4,237.2,944,184.8,875.1,155,948.5,957,150.6,1245.2,262.8,1221.7,212.8,237.2,1109.4,163.5,931.1,237.8,1233.4,200.5,1043
44007442609,RI,Providence County,442609,740,218,312,122,2,18,0,17,51,661,187,297,93,2,17,0,16,49,120.7,34.1,86.6,12.2,77.9,12.2,84,87.5,12.2,141.7,45.5,140.8,28.9,34.1,120.7,12.2,84,37.2,141.3,24.2,105.6
44007442610,RI,Providence County,442610,865,301,158,178,1,3,0,60,164,641,214,136,134,0,2,0,49,106,137,19,84,11,77,9,77,80,8,112,21,107,13,19,137,9.3,79.5,17,109.5,13.5,96.3
44007442611,RI,Providence County,442611,2517,804,912,331,33,57,0,110,270,2140,626,852,274,27,48,0,90,223,533,99.1,401.7,47.8,364,46.7,380.5,387.9,43.5,558.3,139.5,536.9,89.2,99.1,533,46,383.5,114.4,547.6,77.6,451.8
44007442612,RI,Providence County,442612,3147,753,1539,321,9,49,0,121,355,2383,500,1307,213,5,44,0,98,216,546,356,452,223,401,189,490,467,183,698,344,715,260,356,546,198.3,452.5,302,706.5,259.2,538.4
44007442613,RI,Providence County,442613,4863,1612,1707,713,15,48,1,179,588,3749,1147,1480,503,9,45,1,129,435,918.2,271.3,665.3,168.9,596.9,159.7,661.8,669.1,147.2,973.8,339.6,948.7,254.9,271.3,918.2,158.6,648.3,297.2,961.3,223.6,776.3
44007442614,RI,Providence County,442614,4182,1292,1534,636,5,40,3,147,525,3143,907,1278,449,3,35,2,121,348,793,238,570,144,517,126,572,570,127,846,273,834,188,238,793,132.3,557.2,230.5,840,182.7,671.7
44007442615,RI,Providence County,442615,1569,346,650,312,6,17,3,69,166,1219,250,548,238,1,12,3,47,120,291,86,247,52,213,55,244,247,50,359,81,351,54,86,291,52.3,237.8,67.5,355,63,278.9
44007442616,RI,Providence County,442616,728,156,402,105,1,9,0,12,43,584,101,362,76,1,9,0,11,24,98.9,75.6,102.8,36.8,82.4,30,116.3,109.5,29.1,165.8,69.8,169.6,53.3,75.6,98.9,32,102.8,61.6,167.7,49.1,120.8
44007442617,RI,Providence County,442617,966,226,423,225,2,10,1,22,57,779,164,377,174,2,10,0,13,39,204.1,62.4,165.2,37.2,142.6,39,166.7,166.5,34.9,226.2,74.2,227.4,56.7,62.4,204.1,37,160.2,65.4,226.8,50.7,185.5
44007442618,RI,Providence County,442618,4404,791,2905,241,10,57,0,84,316,3529,569,2467,173,6,47,0,56,211,896,540,825,433,675,388,944,882,344,1121,669,1200,491,540,896,388.3,831.5,580,1160.5,477.5,934.7
44007442619,RI,Providence County,442619,2150,327,1525,86,1,22,6,66,117,1787,251,1314,62,1,17,3,48,91,483,364,443,230,365,224,498,468,190,615,343,641,259,364,483,214.7,443.5,301,628,268.3,501.9
44007442620,RI,Providence County,442620,4832,958,2968,339,9,55,3,106,394,3803,668,2499,236,8,47,3,69,273,912,487,812,337,665,322,873,840,280,1177,609,1220,460,487,912,313,797.5,534.5,1198.5,415.8,928.4
44007442621,RI,Providence County,442621,1069,121,823,55,0,4,0,21,45,857,86,682,39,0,1,0,15,34,241,206,232,139,187,122,270,248,108,313,206,336,151,206,241,123,234.2,178.5,324.5,155.3,261
44007442622,RI,Providence County,442622,725,141,490,25,2,12,0,12,43,582,99,413,20,2,10,0,10,28,171,107,140,69,110,78,161,148,59,177,126,192,98,107,171,68.7,139.8,112,184.5,89.5,157
44007442623,RI,Providence County,442623,993,191,569,94,1,9,0,24,105,799,128,497,71,1,9,0,22,71,243,128,203,84,172,77,237,216,66,295,149,302,126,128,243,75.7,207,137.5,298.5,105,238.3
44007442624,RI,Providence County,442624,822,95,640,25,0,9,0,20,33,699,68,562,24,0,7,0,19,19,249,199,234,143,199,141,297,259,116,311,182,328,134,199,249,133.3,247.2,158,319.5,152.5,268.1
44007442625,RI,Providence County,442625,1447,447,645,181,3,8,0,32,131,1130,328,546,131,3,8,0,26,88,280,81,213,63,181,64,216,214,57,318,109,305,84,81,280,61.3,206,96.5,311.5,76.3,246.7
44007442626,RI,Providence County,442626,847,547,135,110,0,5,0,12,38,538,321,114,71,0,0,0,9,23,146.9,13.6,70,6.8,66.2,8.8,65.2,69.1,6.8,109.9,36,117.7,24.3,13.6,146.9,7.5,67.6,30.2,113.8,16.1,92.1
44007442627,RI,Providence County,442627,3143,717,1375,452,8,57,1,150,383,2445,496,1201,323,4,47,0,108,266,642.3,216.7,482.7,131,408.6,124.8,473.6,495.7,106.7,694.5,278.1,702.9,209.5,216.7,642.3,120.9,465.2,243.8,698.7,177.8,557.2
44007442628,RI,Providence County,442628,3325,532,2267,210,13,55,3,49,196,2773,368,1997,168,10,52,3,45,130,743.3,534.6,679.9,394.5,578.8,350.3,817.7,736.7,310,919,612.6,956.1,464.5,534.6,743.3,351.6,703.3,538.5,937.6,444.4,775.9
44007442629,RI,Providence County,442629,4742,1092,2775,326,16,54,5,130,344,3788,771,2405,218,10,44,4,110,226,952.1,590.4,850.9,417.2,703.8,386.2,963.8,898.9,332.2,1235,686,1303.2,489.7,590.4,952.1,378.5,854.4,587.8,1269.1,483.6,986.8
44007442630,RI,Providence County,442630,365,58,188,57,1,9,0,13,39,309,43,179,39,0,9,0,12,27,89.7,47.4,73.8,37.8,67.3,31.4,85.7,83.2,26.3,102.3,46.7,106.8,31.3,47.4,89.7,31.8,77.5,39,104.6,36.8,87
44007442631,RI,Providence County,442631,2303,572,553,466,2,11,0,168,531,1730,386,476,330,0,7,0,139,392,497,98,323,74,300,68,314,316,70,513,122,487,83,98,497,70.7,313.2,102.5,500,85.8,392.9
44007442801,RI,Providence County,442801,387,223,55,42,4,17,0,9,37,337,193,54,38,4,17,0,9,22,123.3,25.2,98.1,18.9,101.7,15.3,88.2,89.1,18.9,88.2,34.2,82.8,20.7,25.2,123.3,17.7,94.3,27.5,85.5,22.2,95.9
44007442802,RI,Providence County,442802,1748,148,912,85,10,443,1,11,138,1690,140,884,82,10,435,1,10,128,203,29,177,36,188,21,187,190,20,204,28,207,21,29,203,25.7,185.5,24.5,205.5,25.8,193.7
44007442803,RI,Providence County,442803,4707,450,3021,213,9,725,3,53,233,4377,426,2799,210,6,706,3,41,186,1216,150,1056,162,1054,118,1077,1076,114,1372,140,1337,152,150,1216,131.3,1065.8,146,1354.5,139.3,1169.7
44007442804,RI,Providence County,442804,3250,426,1622,213,8,716,5,59,201,3208,413,1605,213,8,715,5,58,191,540,18,370,21,345,21,349,358,20,237,17,231,17,18,540,20.7,355.5,17,234,19,347.1
44007442805,RI,Providence County,442805,3237,172,2575,54,0,253,3,42,138,2694,129,2185,38,0,230,3,32,77,1606,201,1476,216,1442,185,1477,1477,165,1776,180,1733,192,201,1606,188.7,1468,186,1754.5,189.8,1569.6
44007442806,RI,Providence County,442806,1698,108,1199,118,0,216,0,3,54,1675,100,1191,118,0,213,0,3,50,108,11,97,17,99,11,100,100,13,128,12,122,13,11,108,13.7,99,12.5,125,12.8,107.7
44007442807,RI,Providence County,442807,187,48,30,13,2,72,1,2,19,172,38,30,12,2,70,1,2,17,1.3,0.4,0.4,0,0.4,0,0.4,0.4,0,1.7,0,1.3,0.4,0.4,1.3,0,0.4,0.2,1.5,0.1,0.8
44007442808,RI,Providence County,442808,3259,172,2158,119,3,639,2,16,150,3049,147,2036,110,2,617,2,11,124,1030.9,123.1,934.2,134.8,897,109.4,948.8,943,106.5,1138.4,133.9,1115.9,121.2,123.1,1030.9,116.9,930.7,127.5,1127.1,121.5,1001.2
44007442809,RI,Providence County,442809,4020,302,2754,143,13,493,0,42,273,3747,264,2597,132,13,475,0,37,229,1264.5,168.6,1192.9,129.2,1125.6,115.7,1162.6,1193.1,107.7,1441.2,142.2,1412.1,127.9,168.6,1264.5,117.5,1168.6,135.1,1426.7,131.9,1256
44007442810,RI,Providence County,442810,515,115,179,37,0,142,0,12,30,451,91,156,28,0,142,0,10,24,54.2,3.8,65.6,6.7,66.5,2.9,64.6,67.5,1.9,95,11.4,92.2,11.4,3.8,54.2,3.8,66.1,11.4,93.6,6.3,72.2
44007442811,RI,Providence County,442811,4109,2275,683,789,23,115,4,61,159,2845,1436,616,547,10,84,0,41,111,955.6,107.8,597.1,68.9,546.2,71.9,576.2,583.1,64.9,849.8,167.8,833.8,131.8,107.8,955.6,68.6,575.7,149.8,841.8,102.2,706
44007442812,RI,Providence County,442812,3914,1695,992,809,23,53,0,93,249,2907,1166,877,575,16,41,0,49,183,762.6,184.5,624.2,113.9,563.4,113.9,604.6,630.1,92.3,851,227.7,853.9,177.7,184.5,762.6,106.7,605.6,202.7,852.5,151.6,698.6
44007442813,RI,Providence County,442813,3275,1526,613,660,26,229,0,43,178,2379,1068,528,449,17,188,0,29,100,610.4,78.2,447.9,48.1,412.8,51.1,425.8,447.9,35.1,612.2,118.2,622.2,77.2,78.2,610.4,44.8,433.6,97.7,617.2,68,511.3
44007442814,RI,Providence County,442814,2070,903,451,515,20,56,0,31,94,1520,613,378,382,18,49,0,25,55,421,97,305,52,256,61,296,301,51,438,98,435,78,97,421,54.7,289.5,88,436.5,72.8,350.3
44007442815,RI,Providence County,442815,1704,50,1488,24,1,73,0,7,61,1412,36,1256,20,1,59,0,6,34,828.4,220.8,743.6,215.6,742.2,173.6,795.5,782.6,152.5,982,198.9,961.8,177.8,220.8,828.4,180.6,766,188.3,971.9,189.9,833.7
44007442816,RI,Providence County,442816,3711,206,2840,155,5,212,5,51,237,3141,161,2461,136,5,178,5,44,151,1719.9,262.5,1630.7,214.1,1536.1,213.9,1594.4,1632.7,180.5,1916,240,1865.8,225,262.5,1719.9,202.8,1598.5,232.5,1890.9,222.7,1699.4
44007442817,RI,Providence County,442817,3614,238,2839,118,3,172,0,42,202,2932,160,2368,93,1,148,0,22,140,1707.8,201.3,1657.3,234.1,1592.8,205.1,1675.1,1668.3,188.9,2022.8,218.2,1977.5,207.1,201.3,1707.8,209.4,1648.4,212.7,2000.1,209.1,1757.4
44007442818,RI,Providence County,442818,3183,591,1425,530,27,218,0,103,289,2801,462,1337,461,25,209,0,90,217,1041.8,105.7,868.4,73.3,814.1,71.3,822.2,857.3,69,1205.4,151.9,1169.9,119.4,105.7,1041.8,71.2,840.5,135.7,1187.6,98.4,968.4
44007442819,RI,Providence County,442819,3772,1190,1455,589,21,151,0,129,237,2991,847,1316,426,17,111,0,104,170,1041.9,458.5,895.5,294.2,776.2,319.2,973.2,921.4,250.4,1192.5,436.2,1224.2,333.4,458.5,1041.9,287.9,891.6,384.8,1208.3,348.7,1003.6
44007442820,RI,Providence County,442820,570,162,282,63,2,18,0,10,33,435,101,254,39,2,12,0,10,17,157.6,97,112.3,49.2,88.5,59.7,117.7,115.8,42.4,156.2,83.8,179.8,48.5,97,157.6,50.4,108.6,66.2,168,63.4,132.5
44007442821,RI,Providence County,442821,3559,1490,786,864,35,72,4,85,223,2505,960,699,574,20,58,4,58,132,785.4,178.7,575,124,504.9,128.9,580.2,581.9,107.3,778,181.6,771.5,140.6,178.7,785.4,120.1,560.5,161.1,774.7,143.5,653.8
44007442822,RI,Providence County,442822,1293,774,194,203,4,70,0,11,37,910,524,171,134,3,40,0,6,32,216,18,157,13,147,15,152,156,13,253,37,233,32,18,216,13.7,153,34.5,243,21.3,187.7
44007442823,RI,Providence County,442823,5952,4068,294,785,41,574,1,59,130,4228,2829,245,558,28,449,1,37,81,1169,100,823,77,746,94,762,786,71,934,251,911,167,100,1169,80.7,779.2,209,922.5,126.7,875.9
44007442824,RI,Providence County,442824,4891,2866,767,567,18,477,1,69,126,3633,2029,640,449,13,373,0,46,83,1306.7,210.5,1100.4,160.1,954.9,217.8,1038,1066,151.8,1173.2,341.5,1189.8,244.6,210.5,1306.7,176.6,1039.8,293.1,1181.5,221.1,1118.4
44007442825,RI,Providence County,442825,1380,1027,65,125,4,98,0,8,53,952,716,40,91,2,67,0,4,32,195,21,122,12,108,17,115,112,16,158,43,163,21,21,195,15,114.2,32,160.5,21.7,139
44007442826,RI,Providence County,442826,4564,3009,673,598,23,134,1,28,98,3356,2157,574,413,21,89,1,25,76,1111,96,753,51,702,58,705,737,45,936,176,878,118,96,1111,51.3,724.2,147,907,90.7,831.7
44007442827,RI,Providence County,442827,4398,3297,221,448,30,250,1,44,107,3221,2396,162,360,24,181,0,29,69,1189,78,853,43,764,84,774,825,38,944,200,920,117,78,1189,55,804,158.5,932,93.3,895.6
44007442828,RI,Providence County,442828,3424,1918,469,586,21,236,0,42,152,2450,1303,417,400,16,194,0,20,100,744,90,540,52,522,50,523,540,48,717,155,706,104,90,744,50,531.2,129.5,711.5,83.2,613.1
44007442829,RI,Providence County,442829,2650,1730,372,357,2,74,0,29,86,2053,1299,316,302,2,54,0,17,63,831,81,641,72,561,100,605,646,50,786,177,797,125,81,831,74,613.2,151,791.5,100.8,695.3
44007442830,RI,Providence County,442830,283,172,43,43,0,12,0,3,10,232,136,42,33,0,10,0,1,10,64,6,39,4,38,2,37,39,2,59,10,53,6,6,64,2.7,38.2,8,56,5,47
44007442831,RI,Providence County,442831,3095,2103,108,572,50,96,2,55,109,2193,1477,84,422,35,68,2,38,67,841.9,46.1,571.6,26,539.6,24,519.6,550.6,22,704.8,136.2,689.8,84.1,46.1,841.9,24,545.3,110.1,697.3,56.4,631.1
44007442832,RI,Providence County,442832,4315,2446,823,614,25,147,0,61,199,3285,1777,703,490,22,120,0,44,129,1035,94,797,55,688,88,731,769,53,943,235,948,153,94,1035,65.3,746.2,194,945.5,113,844.4
44007442833,RI,Providence County,442833,2330,1468,146,454,17,120,5,27,93,1553,936,121,312,17,90,5,19,53,541.2,29.3,344.2,22.4,320.1,25.2,319,331.2,20.2,466.8,92.8,474.7,50.7,29.3,541.2,22.6,328.6,71.8,470.8,40.1,399.6
44007442834,RI,Providence County,442834,1628,544,685,230,7,38,0,27,97,1406,400,648,213,7,36,0,17,85,246.8,27.2,164.7,17.2,156.6,20.2,152.8,156.8,20.1,214.9,49.3,220,33.2,27.2,246.8,19.2,157.7,41.2,217.4,27.9,187.5
44007442835,RI,Providence County,442835,1073,81,711,75,4,162,0,6,34,924,64,620,65,2,147,0,6,20,123.9,31,119.1,23.1,120.2,18.1,121.3,118.1,21.8,183.6,35.9,180.4,31.8,31,123.9,21,119.7,33.9,182,26.9,138.1
44007442836,RI,Providence County,442836,252,29,173,9,9,19,0,0,13,245,29,172,7,9,19,0,0,9,5.5,0.6,7.3,0,6.1,0,6.7,6.7,0,6.7,0.6,6.7,0.6,0.6,5.5,0,6.7,0.6,6.7,0.3,6.6
