GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ndv,nrv,adv_16,arv_16,adv_18,arv_18
46031VTD-KN,SD,Corson County,VTD-KN,208,2,26,0,176,0,0,0,4,137,0,16,0,119,0,0,0,2,47.2,8.8,49,9,45.5,8.5
46031VTD-LC,SD,Corson County,VTD-LC,69,10,30,1,13,3,0,0,12,54,5,27,1,9,3,0,0,9,21.6,25.8,19.4,29.8,23.8,21.8
46031VTD-LE,SD,Corson County,VTD-LE,470,9,20,0,433,0,0,0,8,258,3,14,0,235,0,0,0,6,75.4,20.1,73.2,25.5,77.6,14.8
46031VTD-LO,SD,Corson County,VTD-LO,161,1,101,1,38,0,0,0,20,111,1,76,1,24,0,0,0,9,7.6,70.1,5.3,75.6,9.9,64.7
46031VTD-MI,SD,Corson County,VTD-MI,212,1,153,0,42,7,0,0,9,174,0,128,0,31,7,0,0,8,31,95.5,27.4,113,34.7,78
46031VTD-MT,SD,Corson County,VTD-MT,202,2,177,0,9,0,0,0,14,166,2,145,0,6,0,0,0,13,24.2,77.8,20.2,92,28.2,63.5
46031VTD-RL,SD,Corson County,VTD-RL,149,0,70,0,63,0,0,0,16,122,0,64,0,47,0,0,0,11,15.8,44,13.2,49,18.2,39
46031VTD-SM,SD,Corson County,VTD-SM,801,5,116,1,655,3,0,0,21,509,3,91,1,394,3,0,0,17,124.1,59.5,109.5,73,138.6,46
46031VTD-WK,SD,Corson County,VTD-WK,460,5,30,1,402,1,0,0,21,297,3,24,1,263,1,0,0,5,83.6,9.2,78.2,12,89,6.5
46033VTD-BG,SD,Custer County,VTD-BG,395,12,337,4,13,1,0,4,24,333,7,289,4,12,1,0,3,17,59.2,117.2,56.2,132.8,62.2,101.6
46033VTD-BR,SD,Custer County,VTD-BR,1910,30,1770,2,16,5,0,9,78,1656,18,1555,2,13,5,0,5,58,328.8,843.4,315.9,892.7,341.7,794
46033VTD-EM,SD,Custer County,VTD-EM,294,7,252,4,5,2,0,8,16,242,5,216,4,4,2,0,3,8,29,111.4,31.9,123,26.1,99.8
46033VTD-FB,SD,Custer County,VTD-FB,226,7,190,0,3,0,0,2,24,187,3,164,0,3,0,0,0,17,25.7,111.8,24.2,114.5,27.1,109
46033VTD-HE,SD,Custer County,VTD-HE,1776,59,1583,2,50,7,0,11,64,1451,38,1314,2,35,7,0,10,45,186.2,674.6,178.8,717,193.6,632.1
46033VTD-PR,SD,Custer County,VTD-PR,664,14,617,1,8,1,0,1,22,578,10,544,1,8,1,0,1,13,103.8,235.3,107.8,241.5,99.8,229.1
46033VTD-SD,SD,Custer County,VTD-SD,1153,19,1042,3,37,0,0,2,50,942,8,865,2,27,0,0,1,39,180.7,471.6,166.1,526.2,195.2,417
46033VTD6-1,SD,Custer County,VTD6-1,634,25,567,1,8,5,0,3,25,511,10,471,1,6,5,0,3,15,114.5,244.8,114.2,271.9,114.8,217.7
46033VTD7-1,SD,Custer County,VTD7-1,514,24,446,9,12,1,0,1,21,413,12,366,8,12,1,0,1,13,61.2,142.2,56.1,153.9,66.3,130.5
46033VTD8-1,SD,Custer County,VTD8-1,236,2,229,2,0,2,0,0,1,214,2,208,2,0,2,0,0,0,52.1,103.2,47.2,109.2,56.9,97.3
46033VTD8-2,SD,Custer County,VTD8-2,516,12,473,4,9,1,0,1,16,398,7,380,2,2,1,0,0,6,76.8,152.3,69.7,161.1,83.9,143.5
460350000C4,SD,Davison County,0000C4,1105,14,1061,3,10,2,0,0,15,854,8,833,3,4,2,0,0,4,87.2,248.2,76.2,270.6,98.2,225.8
460350VT-14,SD,Davison County,0VT-14,1320,107,1076,15,64,13,0,5,40,1013,62,882,8,29,10,0,4,18,146.6,227.9,119.2,230.7,174,225.2
460350VTD10,SD,Davison County,0VTD10,1121,63,953,11,55,7,0,5,27,861,33,749,10,37,7,0,4,21,147.3,273.3,123.2,274.5,171.3,272
460350VTD11,SD,Davison County,0VTD11,1077,54,960,1,25,6,0,1,30,829,38,759,1,11,6,0,1,13,112.2,226.6,120.5,288.2,103.9,165
460350VTD12,SD,Davison County,0VTD12,1039,80,899,4,31,5,0,3,17,877,61,773,3,22,5,0,2,11,75.6,150.7,71.3,166.6,79.8,134.8
460350VTD13,SD,Davison County,0VTD13,544,45,439,4,22,4,0,0,30,417,31,349,3,15,3,0,0,16,106.5,212.5,100.5,234.9,112.5,190.1
460350VTD15,SD,Davison County,0VTD15,1687,71,1481,7,73,4,0,1,50,1239,41,1115,6,47,3,0,1,26,190.6,340,165.8,391.1,215.4,288.8
460350VTD16,SD,Davison County,0VTD16,916,44,776,8,54,11,0,0,23,691,23,604,8,35,9,0,0,12,86.9,160.8,113.2,244,60.6,77.6
460350VTD17,SD,Davison County,0VTD17,164,5,158,1,0,0,0,0,0,123,4,118,1,0,0,0,0,0,3.1,5.4,3,5.8,3.2,5.1
460350VTD18,SD,Davison County,0VTD18,694,38,609,8,11,7,0,0,21,517,25,458,8,10,7,0,0,9,116.1,203.6,112,217.7,120.2,189.6
460350VTD19,SD,Davison County,0VTD19,1237,67,1077,7,42,6,0,3,35,999,47,893,7,28,4,0,0,20,128.4,267.1,123.6,321.7,133.3,212.5
46035VTD-06,SD,Davison County,VTD-06,708,27,655,0,5,1,0,1,19,541,17,511,0,5,1,0,1,6,129.5,339,122.6,373.2,136.4,304.7
46035VTD-07,SD,Davison County,VTD-07,853,13,825,1,3,6,0,0,5,650,8,632,1,1,5,0,0,3,71.8,186.2,68.3,205.1,75.3,167.2
46035VTD-08,SD,Davison County,VTD-08,1250,42,1092,11,40,17,0,2,46,1034,27,919,10,34,16,0,1,27,115.4,248.3,120.2,316.5,110.5,180.1
46035VTD-09,SD,Davison County,VTD-09,1385,103,1094,17,97,5,0,5,64,1000,70,836,13,50,3,0,2,26,143.9,272.4,129.1,285.3,158.7,259.6
46035VTD-20,SD,Davison County,VTD-20,1582,67,1401,23,38,9,0,0,44,1256,44,1126,17,27,8,0,0,34,221.9,485.5,220.2,546.2,223.6,424.9
46035VTD-C1,SD,Davison County,VTD-C1,775,31,706,0,11,2,0,0,25,548,16,518,0,4,1,0,0,9,64.8,195.8,59.2,226,70.4,165.5
46035VTD-C2,SD,Davison County,VTD-C2,874,15,824,0,13,0,0,2,20,665,10,633,0,9,0,0,2,11,75.4,282.6,66,314,84.8,251.1
46035VTD-C3,SD,Davison County,VTD-C3,1262,23,1196,3,5,10,0,1,24,990,15,956,0,3,5,0,1,10,152.8,475.4,141,507.5,164.6,443.2
46035VTD-C5,SD,Davison County,VTD-C5,363,4,343,3,3,2,0,0,8,257,3,250,0,1,2,0,0,1,91.2,263.1,82.1,288.3,100.3,238
460370VTD-5,SD,Day County,0VTD-5,114,1,105,0,7,0,0,0,1,87,0,82,0,4,0,0,0,1,48.8,64.6,46,71.4,51.6,57.8
460370VTD-6,SD,Day County,0VTD-6,522,8,205,1,299,1,0,0,8,342,4,170,1,162,0,0,0,5,104.6,107.1,99.4,110.8,109.9,103.3
46037VTD-AT,SD,Day County,VTD-AT,177,17,156,1,0,1,0,0,2,135,10,122,1,0,1,0,0,1,30.4,66.7,25.2,81.8,35.6,51.6
46037VTD-BR,SD,Day County,VTD-BR,408,13,385,0,0,2,0,0,8,335,6,323,0,0,2,0,0,4,82.6,139.2,75.8,157.2,89.4,121.2
46037VTD-BW,SD,Day County,VTD-BW,296,1,290,0,4,0,1,0,0,195,0,192,0,2,0,1,0,0,56.2,127.9,52.2,140,60.2,115.8
46037VTD-FP,SD,Day County,VTD-FP,357,9,340,0,3,0,0,0,5,270,6,261,0,1,0,0,0,2,87.7,104.7,73.5,112.2,101.9,97.1
46037VTD-GK,SD,Day County,VTD-GK,320,4,283,0,25,2,0,0,6,276,1,248,0,23,1,0,0,3,83.4,101.3,76.2,111.5,90.6,91.1
46037VTD-LT,SD,Day County,VTD-LT,233,1,225,0,0,2,0,0,5,186,0,181,0,0,2,0,0,3,56.4,73.9,49.2,82.5,63.5,65.2
46037VTD-RR,SD,Day County,VTD-RR,418,8,392,0,9,0,0,0,9,344,4,328,0,7,0,0,0,5,85.8,109.6,70,127,101.6,92.1
46037VTD-RW,SD,Day County,VTD-RW,345,8,322,0,9,0,0,0,6,273,3,260,0,5,0,0,0,5,65.6,105.8,56.4,113.9,74.8,97.7
46037VTD1w1,SD,Day County,VTD1w1,591,7,556,1,9,2,0,0,16,445,4,425,1,5,2,0,0,8,90.8,153.2,82.5,175,99.1,131.5
46037VTD2W3,SD,Day County,VTD2W3,207,4,181,0,11,0,0,0,11,175,2,160,0,8,0,0,0,5,33.3,54,31.6,61.6,35,46.5
46037VTD2w2,SD,Day County,VTD2w2,311,3,280,0,9,2,1,0,16,246,2,227,0,4,2,1,0,10,65.4,104.9,62.1,119.7,68.7,90.1
46037VTD3W3,SD,Day County,VTD3W3,333,11,311,0,3,3,0,1,4,265,7,250,0,2,3,0,1,2,60.5,99.5,51.8,108.7,69.2,90.4
46037VTD4W1,SD,Day County,VTD4W1,361,47,299,0,9,3,0,0,3,279,37,230,0,8,3,0,0,1,56.9,103.2,53.7,115.5,60.1,91
46037VTD5W1,SD,Day County,VTD5W1,140,7,60,0,62,0,0,0,11,101,3,51,0,38,0,0,0,9,9.4,12.5,8.9,13.8,10,11.2
46037VTD5W2,SD,Day County,VTD5W2,199,3,110,0,64,0,2,0,20,137,2,91,0,35,0,2,0,7,16.6,21.9,15.6,24.2,17.5,19.6
46037VTD6W3,SD,Day County,VTD6W3,117,1,95,0,13,1,0,0,7,101,1,87,0,12,1,0,0,0,18.6,19,17.6,19.6,19.5,18.3
460390VTD-1,SD,Deuel County,0VTD-1,297,9,277,1,1,0,0,0,9,213,4,202,0,1,0,0,0,6,47,89.5,39.8,102.2,54.2,76.8
460390VTD-3,SD,Deuel County,0VTD-3,547,8,535,2,0,0,0,0,2,424,3,419,0,0,0,0,0,2,75.8,200.1,74.5,214.5,77,185.8
460390VTD-4,SD,Deuel County,0VTD-4,397,6,376,2,3,0,1,0,9,309,6,296,0,1,0,0,0,6,53,107.5,50,125.4,56,89.6
460390VTD-5,SD,Deuel County,0VTD-5,431,4,416,0,8,0,0,0,3,312,3,306,0,0,0,0,0,3,65.2,103,56.8,115,73.6,91
460390VTD-6,SD,Deuel County,0VTD-6,390,7,369,3,4,0,2,0,5,318,4,307,0,3,0,0,0,4,58.1,118.6,53.2,135.5,63,101.6
460390VTD-7,SD,Deuel County,0VTD-7,417,47,364,1,1,0,0,0,4,311,26,281,0,1,0,0,0,3,45.1,120.1,40.8,143,49.4,97.1
460390VTD-8,SD,Deuel County,0VTD-8,535,10,496,0,4,2,2,1,20,420,5,399,0,2,2,0,0,12,77.4,170.8,72,177,82.9,164.6
460390VTD-9,SD,Deuel County,0VTD-9,489,15,463,0,1,0,0,0,10,380,4,365,0,1,0,0,0,10,72.4,195.7,63.5,214.6,81.3,176.8
46039VTD-10,SD,Deuel County,VTD-10,354,17,327,0,3,0,0,0,7,250,15,230,0,0,0,0,0,5,45.1,116.2,40.5,128.2,49.6,104.1
46039VTD-11,SD,Deuel County,VTD-11,438,14,422,1,1,0,0,0,0,332,5,326,0,1,0,0,0,0,68.7,123.1,57.5,139.5,79.9,106.6
460410VTD-2,SD,Dewey County,0VTD-2,55,2,33,0,14,0,0,0,6,39,0,23,0,14,0,0,0,2,2.7,36.5,1.8,39,3.6,34
460410VTD-3,SD,Dewey County,0VTD-3,65,0,39,0,26,0,0,0,0,55,0,35,0,20,0,0,0,0,14.1,30.9,10.8,34.1,17.5,27.8
460410VTD-4,SD,Dewey County,0VTD-4,617,7,245,1,306,0,0,1,57,441,7,199,1,202,0,0,1,31,85.8,187.9,65.5,207.2,106,168.7
460410VTD-5,SD,Dewey County,0VTD-5,106,1,59,0,31,0,0,0,15,90,1,54,0,21,0,0,0,14,22.2,36.6,18.8,40.2,25.6,32.9
460410VTD-6,SD,Dewey County,0VTD-6,202,0,131,0,58,0,0,0,13,152,0,115,0,31,0,0,0,6,34.6,97.2,28,111.2,41.2,83.2
460410VTD-7,SD,Dewey County,0VTD-7,1129,14,49,2,1046,2,0,1,15,751,2,40,2,696,2,0,1,8,228.1,30,207,40,249.2,20
460410VTD-8,SD,Dewey County,0VTD-8,123,0,10,0,108,1,0,0,4,77,0,8,0,65,1,0,0,3,51.7,6.5,46.9,9.1,56.5,3.8
460410VTD-9,SD,Dewey County,0VTD-9,164,0,19,0,141,0,0,0,4,124,0,14,0,109,0,0,0,1,44.7,27.1,42.6,30.9,46.7,23.3
46041VTD-10,SD,Dewey County,VTD-10,228,1,18,1,206,0,0,0,2,158,1,18,1,138,0,0,0,0,60.5,13.7,51,18,70,9.5
46041VTD-11,SD,Dewey County,VTD-11,222,12,6,0,197,0,0,0,7,141,3,6,0,127,0,0,0,5,14.5,3.3,12.2,4.3,16.8,2.3
46041VTD-12,SD,Dewey County,VTD-12,451,15,20,1,396,0,0,0,19,319,6,16,1,288,0,0,0,8,35.2,14.7,30.1,17,40.3,12.3
46041VTD-13,SD,Dewey County,VTD-13,248,0,54,0,190,0,0,1,3,177,0,50,0,125,0,0,1,1,106.2,44.2,90.8,51.3,121.6,37.2
46041VTD-14,SD,Dewey County,VTD-14,1007,13,59,4,889,0,0,0,42,664,10,53,4,574,0,0,0,23,227.1,60.9,198.8,76.8,255.4,45.1
46041VTD-15,SD,Dewey County,VTD-15,622,16,107,0,474,3,0,1,21,407,8,92,0,285,3,0,1,18,124.4,67.4,106.1,76.2,142.6,58.6
460430VTD-1,SD,Douglas County,0VTD-1,559,4,544,1,1,0,0,1,8,425,4,417,0,0,0,0,1,3,33.3,318.1,30.2,341.8,36.4,294.5
460430VTD-2,SD,Douglas County,0VTD-2,561,13,517,3,7,0,0,0,21,465,7,436,3,5,0,0,0,14,49.9,240.4,46,257.5,53.8,223.2
460430VTD-3,SD,Douglas County,0VTD-3,440,4,397,1,8,1,0,0,29,332,0,300,0,6,1,0,0,25,50.3,205.1,49.2,220.5,51.4,189.8
460430VTD-4,SD,Douglas County,0VTD-4,623,28,556,2,15,0,1,0,21,502,24,457,0,8,0,1,0,12,65.4,236.9,62.5,264.8,68.4,209
460430VTD-5,SD,Douglas County,0VTD-5,652,5,639,0,2,2,0,0,4,457,3,449,0,1,2,0,0,2,32.2,271.6,26.5,284.5,38,258.8
46045000001,SD,Edmunds County,000001,729,6,689,3,10,4,0,0,17,617,3,586,3,10,2,0,0,13,107.8,303.7,96.2,328.5,119.2,278.9
46045000002,SD,Edmunds County,000002,928,21,876,2,7,6,0,0,16,698,17,657,2,6,3,0,0,13,93.4,251.1,83.8,295,103,207.2
46045000003,SD,Edmunds County,000003,865,2,837,4,5,3,0,0,14,610,0,589,4,2,3,0,0,12,58,208.5,50,245,66,172
46045000004,SD,Edmunds County,000004,470,14,439,1,5,3,0,0,8,349,7,330,1,4,0,0,0,7,71.2,158.8,64.8,192.2,77.6,125.2
46045000005,SD,Edmunds County,000005,754,15,705,1,11,7,0,0,15,596,6,573,1,7,5,0,0,4,65.6,271.5,54.5,304.5,76.8,238.5
46045000006,SD,Edmunds County,000006,240,3,233,1,1,0,0,0,2,205,3,198,1,1,0,0,0,2,41.4,101.9,38.2,116.2,44.5,87.6
46047VTD-BE,SD,Fall River County,VTD-BE,280,2,264,0,3,0,0,0,11,217,1,209,0,1,0,0,0,6,16.5,111.9,15.5,116.8,17.5,107.1
46047VTD-CA,SD,Fall River County,VTD-CA,287,0,251,2,7,8,0,4,15,230,0,204,2,3,8,0,0,13,33.8,124.4,33.9,123.8,33.7,124.9
46047VTD-E1,SD,Fall River County,VTD-E1,258,11,211,0,26,0,0,0,10,217,7,178,0,23,0,0,0,9,4.7,16.9,4.5,19,4.8,14.8
46047VTD-E2,SD,Fall River County,VTD-E2,213,1,188,0,14,0,3,0,7,180,1,165,0,4,0,3,0,7,7.9,28.4,7.7,32,8.1,24.8
46047VTD-E3,SD,Fall River County,VTD-E3,257,4,243,0,6,0,1,0,3,209,3,199,0,5,0,1,0,1,1.1,4,1.1,4.5,1.1,3.5
46047VTD-EA,SD,Fall River County,VTD-EA,323,11,289,0,5,0,1,1,16,264,8,247,0,4,0,1,0,4,89.2,320.4,86.7,360.9,91.7,279.9
46047VTD-H1,SD,Fall River County,VTD-H1,797,28,644,7,62,10,2,3,41,681,26,568,7,46,7,2,3,22,115.6,215.2,120.9,241.1,110.3,189.3
46047VTD-H2,SD,Fall River County,VTD-H2,960,28,775,9,56,6,1,2,83,783,19,659,7,47,6,1,1,43,132.5,273.6,129.7,307.5,135.3,239.7
46047VTD-H3,SD,Fall River County,VTD-H3,877,21,738,8,45,12,0,4,49,736,13,632,6,42,9,0,3,31,140,253.1,133.3,286.4,146.6,219.9
46047VTD-H4,SD,Fall River County,VTD-H4,781,25,614,5,103,4,0,2,28,655,17,524,5,80,2,0,2,25,108.8,192.9,105.4,212.1,112.2,173.7
46047VTD-JA,SD,Fall River County,VTD-JA,1557,45,1393,3,35,7,3,13,58,1304,22,1198,3,21,6,3,13,38,228,651.2,222.7,698,233.2,604.5
46047VTD-OA,SD,Fall River County,VTD-OA,266,2,237,1,10,0,0,0,16,201,2,180,1,9,0,0,0,9,17.9,128.8,13.6,134.6,22.3,122.9
46047VTD-OE,SD,Fall River County,VTD-OE,117,2,85,0,19,0,0,0,11,95,1,72,0,12,0,0,0,10,5.4,41.4,4,43.2,6.8,39.5
460490VTD-1,SD,Faulk County,0VTD-1,254,11,236,0,0,1,0,0,6,223,8,210,0,0,1,0,0,4,44.1,133.4,41.5,142.5,46.8,124.4
460490VTD-2,SD,Faulk County,0VTD-2,372,2,367,1,0,0,0,0,2,275,2,271,0,0,0,0,0,2,12.6,84.9,9.8,81.8,15.5,88.1
460490VTD-3,SD,Faulk County,0VTD-3,167,5,158,0,1,0,0,1,2,132,1,128,0,1,0,0,1,1,22.8,101.4,21.2,113.2,24.2,89.6
460490VTD-4,SD,Faulk County,0VTD-4,133,7,122,0,0,2,0,0,2,109,3,103,0,0,2,0,0,1,21.6,73.1,20.8,73.8,22.4,72.5
460490VTD-5,SD,Faulk County,0VTD-5,196,3,192,0,0,0,0,0,1,128,0,127,0,0,0,0,0,1,20.1,76.7,17.5,84.8,22.6,68.6
460490VTD-6,SD,Faulk County,0VTD-6,1003,18,928,1,44,0,0,0,12,785,12,721,0,44,0,0,0,8,111.8,358.8,105.5,394.5,118,323
460510VDT46,SD,Grant County,0VDT46,397,3,393,0,0,0,0,0,1,293,3,289,0,0,0,0,0,1,58.6,135.9,52.7,150.1,64.4,121.8
460510VTD41,SD,Grant County,0VTD41,1065,59,978,0,13,1,1,1,12,802,30,759,0,5,0,1,1,6,173.6,307.9,163.9,347.9,183.2,268
460510VTD42,SD,Grant County,0VTD42,637,75,541,0,7,0,0,1,13,490,56,419,0,6,0,0,1,8,82.5,227.5,77.8,254.4,87.2,200.7
460510VTD43,SD,Grant County,0VTD43,1082,25,1027,0,2,3,0,0,25,877,16,846,0,1,2,0,0,12,143.3,432.3,135.9,487.2,150.7,377.4
460510VTD44,SD,Grant County,0VTD44,1356,71,1233,0,19,0,0,1,32,1039,46,968,0,7,0,0,1,17,161.4,385.1,147.6,433.8,175.1,336.5
46051VTD2-1,SD,Grant County,VTD2-1,1354,140,1145,0,17,8,0,4,40,1096,97,950,0,13,8,0,4,24,135.5,311.5,136.6,362.8,134.3,260.3
46051VTD2-2,SD,Grant County,VTD2-2,1665,107,1489,0,13,4,2,1,49,1239,65,1133,0,8,4,1,1,27,208.1,490,191.6,559.1,224.7,420.9
460530VTD-1,SD,Gregory County,0VTD-1,1968,30,1729,6,113,20,2,0,68,1534,18,1402,6,63,13,2,0,30,252.4,687.9,209.5,750.5,295.2,625.2
460530VTD-2,SD,Gregory County,0VTD-2,1279,14,1165,1,48,1,0,0,50,991,10,905,1,34,0,0,0,41,218.4,532.7,166.5,581.2,270.2,484.1
460530VTD-3,SD,Gregory County,0VTD-3,747,8,597,2,103,0,2,2,33,570,6,478,2,64,0,2,2,16,75.6,260.2,60,279.2,91.2,241.2
460550VTD-1,SD,Haakon County,0VTD-1,191,4,170,0,4,0,1,0,12,152,3,137,0,4,0,0,0,8,8.7,76.8,6.3,87.7,11,65.9
460550VTD-4,SD,Haakon County,0VTD-4,215,1,201,0,4,0,0,3,6,154,1,148,0,3,0,0,2,0,10.4,119.6,7.2,126.7,13.5,112.4
46055VTD-16,SD,Haakon County,VTD-16,372,7,336,0,5,5,1,4,14,294,7,272,0,3,5,0,2,5,19.8,173,17.8,190,21.9,156
46055VTD-17,SD,Haakon County,VTD-17,371,0,340,0,13,6,0,2,10,284,0,270,0,4,3,0,2,5,22.8,164.7,17.5,183.5,28.1,145.9
46055VTD-19,SD,Haakon County,VTD-19,392,3,357,1,3,3,0,5,20,303,2,280,1,3,3,0,0,14,27.6,160.4,24.2,169.2,31,151.6
46055VTD-20,SD,Haakon County,VTD-20,331,4,313,1,5,0,0,0,8,262,3,247,1,5,0,0,0,6,15.2,159.7,11,176,19.5,143.4
46057VTD-BY,SD,Hamlin County,VTD-BY,729,16,675,2,1,1,0,5,29,446,9,425,0,0,1,0,3,8,59.9,232.8,52.8,255,67,210.5
46057VTD-CW,SD,Hamlin County,VTD-CW,1537,62,1417,1,19,3,3,2,30,1083,36,1013,1,12,0,3,0,18,180.1,485.1,161.5,516.5,198.6,453.8
46057VTD-ES,SD,Hamlin County,VTD-ES,1057,108,917,2,6,6,1,0,17,792,65,706,2,5,3,1,0,10,162.1,282.1,149,306.5,175.2,257.8
46057VTD-HI,SD,Hamlin County,VTD-HI,828,52,758,0,3,0,0,2,13,539,42,486,0,3,0,0,1,7,44.4,325.1,42.2,351.2,46.6,299
46057VTD-HZ,SD,Hamlin County,VTD-HZ,250,11,216,0,1,2,2,1,17,156,8,140,0,1,0,2,1,4,11.9,111.7,10.8,115.2,13,108.1
46057VTD-ND,SD,Hamlin County,VTD-ND,1451,39,1379,0,9,1,0,0,23,938,26,895,0,5,1,0,0,11,134.2,474.3,116.2,501,152.2,447.6
46057VTD-OX,SD,Hamlin County,VTD-OX,312,0,304,0,2,0,0,1,5,217,0,211,0,1,0,0,1,4,17.4,123,14.8,130.5,20,115.5
460590VTD-1,SD,Hand County,0VTD-1,217,1,213,0,0,1,0,0,2,178,0,176,0,0,1,0,0,1,12.9,84.5,9.9,95,15.9,73.9
460590VTD-2,SD,Hand County,0VTD-2,123,2,115,0,0,0,0,2,4,88,0,85,0,0,0,0,2,1,18.3,58.9,16.5,63.5,20.1,54.4
460590VTD-3,SD,Hand County,0VTD-3,148,0,147,0,0,1,0,0,0,118,0,117,0,0,1,0,0,0,15,97.9,11.6,110.2,18.4,85.7
460590VTD-4,SD,Hand County,0VTD-4,75,0,73,0,0,0,0,0,2,53,0,53,0,0,0,0,0,0,17.9,52.7,6.5,44.8,29.3,60.7
460590VTD-5,SD,Hand County,0VTD-5,313,2,306,0,0,1,0,0,4,215,0,213,0,0,1,0,0,1,20.1,99.1,17.2,130.2,23,67.9
460590VTD-6,SD,Hand County,0VTD-6,276,4,258,0,0,1,0,3,10,207,1,195,0,0,1,0,3,7,44.2,103,48.5,123.2,40,82.7
460590VTD-7,SD,Hand County,0VTD-7,176,0,168,0,0,0,0,2,6,138,0,136,0,0,0,0,0,2,35.9,76.4,31,83.8,40.8,69
460590VTD-8,SD,Hand County,0VTD-8,76,0,75,0,1,0,0,0,0,54,0,53,0,1,0,0,0,0,9.9,48.7,8.5,64,11.3,33.4
460590VTD-9,SD,Hand County,0VTD-9,159,1,156,0,0,0,0,0,2,130,0,129,0,0,0,0,0,1,8,73.7,6.4,79.7,9.6,67.8
460590VTD10,SD,Hand County,0VTD10,67,0,64,0,0,2,0,1,0,57,0,54,0,0,2,0,1,0,5.2,47.7,4.1,51.6,6.2,43.9
46059VTD-12,SD,Hand County,VTD-12,188,0,184,0,0,0,0,0,4,143,0,142,0,0,0,0,0,1,76.3,214.9,67.1,236.7,85.6,193.2
46059VTD-M1,SD,Hand County,VTD-M1,466,12,443,0,3,0,0,0,8,391,6,381,0,3,0,0,0,1,72.9,187.9,63,209.8,82.7,166
46059VTD-M2,SD,Hand County,VTD-M2,399,12,373,0,3,0,0,1,10,325,10,303,0,3,0,0,0,9,18.1,51.1,15.9,56.2,20.3,46
46059VTDM3a,SD,Hand County,VTDM3a,263,13,233,4,4,0,0,4,5,215,6,196,4,4,0,0,1,4,24.1,62,20.8,69.3,27.3,54.8
46059VTDM3b,SD,Hand County,VTDM3b,199,2,184,3,0,1,0,1,8,151,0,142,3,0,1,0,0,5,13.9,39.1,12.2,43,15.5,35.1
460610VTD-1,SD,Hanson County,0VTD-1,796,12,757,2,0,0,0,5,20,600,8,573,0,0,0,0,5,14,209.2,520.6,229.8,672.9,188.8,368.2
460610VTD-2,SD,Hanson County,0VTD-2,735,4,707,0,1,0,0,5,18,539,1,521,0,1,0,0,5,11,109.4,232.2,87.2,261.2,131.6,203.1
460610VTD-3,SD,Hanson County,0VTD-3,687,9,664,0,1,0,0,1,12,459,4,446,0,1,0,0,1,7,67.8,200.8,55.8,237.8,79.9,163.8
460610VTD-4,SD,Hanson County,0VTD-4,634,4,607,0,1,0,0,4,18,451,4,435,0,1,0,0,4,7,49.6,215.2,46,229,53.2,201.5
460610VTD-5,SD,Hanson County,0VTD-5,609,4,581,3,3,0,0,0,18,398,3,387,3,0,0,0,0,5,24.2,91.1,20,94.6,28.4,87.6
46063VTD-BU,SD,Harding County,VTD-BU,262,5,232,0,11,0,0,1,13,205,5,186,0,4,0,0,1,9,18.2,127.4,15.2,140.5,21.1,114.2
46063VTD-CC,SD,Harding County,VTD-CC,205,8,189,1,5,0,0,1,1,150,5,143,1,0,0,0,1,0,19.4,91.5,15.6,105,23.2,78
46063VTD-FI,SD,Harding County,VTD-FI,61,2,59,0,0,0,0,0,0,56,2,54,0,0,0,0,0,0,5,44.4,4.4,49.5,5.5,39.3
46063VTD-HI,SD,Harding County,VTD-HI,239,2,228,2,1,0,0,0,6,182,2,174,2,0,0,0,0,4,12.2,91.2,10.7,98.2,13.7,84.3
46063VTD-LA,SD,Harding County,VTD-LA,86,4,80,0,1,0,0,0,1,61,3,57,0,0,0,0,0,1,1,36.4,0,41.5,2,31.4
46063VTD-LU,SD,Harding County,VTD-LU,156,2,140,1,2,0,0,5,6,119,1,110,1,2,0,0,2,3,8.1,73.9,7.2,80.5,9,67.4
46063VTD-PG,SD,Harding County,VTD-PG,116,7,103,0,3,0,0,0,3,85,1,79,0,2,0,0,0,3,5.3,52.9,3.8,54.5,6.9,51.2
46063VTD-RE,SD,Harding County,VTD-RE,186,2,174,1,6,0,0,0,3,128,2,121,1,3,0,0,0,1,5.5,112.5,3.8,118.5,7.2,106.5
460650VTD-5,SD,Hughes County,0VTD-5,540,30,438,3,41,0,0,0,28,396,15,332,1,23,0,0,0,25,79.5,157.3,69,171.5,90,143.1
460650VTD-7,SD,Hughes County,0VTD-7,219,5,201,1,7,0,0,1,4,165,5,155,1,3,0,0,0,1,15.9,91.9,14.2,99.5,17.6,84.2
460650VTD-9,SD,Hughes County,0VTD-9,269,5,85,0,164,2,0,1,12,173,2,74,0,92,1,0,0,4,51.9,41,47.5,45,56.2,37
46065VTD-11,SD,Hughes County,VTD-11,2646,33,2388,2,117,8,0,8,90,1970,21,1832,1,51,2,0,7,56,305.2,1031.5,279.8,1114,330.7,949
46065VTD-21,SD,Hughes County,VTD-21,1377,58,982,7,252,6,0,1,71,1155,44,886,5,176,6,0,1,37,160,250.4,145.4,280.2,174.6,220.7
